wavelength,Back_TanCyam,Belly_TanCyam,Breast_TanCyam,Crissum_TanCyam,Crown_TanCyam,DorTail_TanCyam,Patch10_TanCyam,Patch11_TanCyam,Patch12_TanCyam,Patch13_TanCyam,Rump_TanCyam,Throat_TanCyam,WingTip_TanCyam
578.94,7.68368333334,7.5974,3.9746,7.55859999999,57.6417333333,5.14463333333,33.8892,71.6959333333,8.62873333333,85.5694000001,64.8075,46.5777333333,7.7354
579.28,7.73491666666,7.63848666667,4.03633333333,7.56659999999,57.2532666667,5.1809,33.8373333334,71.8756,8.63359999999,85.5254000001,64.5919666666,46.1889333333,7.7704
579.61,7.72446666668,7.62228666666,4.01653333333,7.52099999999,57.0064666667,5.17803333333,33.8048666667,72.2414666667,8.61460000001,85.7467333333,64.5218666667,45.9007333333,7.7406
579.95,7.7464,7.64196333333,4.03213333333,7.50666666667,56.738,5.19196666667,33.8108666667,72.6272,8.60399999999,85.9597333334,64.4783666667,45.5866666667,7.767
580.29,7.75354999999,7.64848,4.0408,7.49906666666,56.4044666667,5.21493333333,33.7500666667,72.8920666667,8.6026,86.0754666666,64.3924,45.2539333333,7.77573333333
580.63,7.77103333333,7.65892333333,4.07713333333,7.50666666666,56.0526,5.25586666667,33.7157333333,73.1682666667,8.59746666667,86.1554666667,64.2765666667,44.9052,7.80833333333
580.97,7.74053333333,7.61984333334,4.05106666666,7.47166666666,55.7094,5.25016666667,33.6731333333,73.4736666667,8.57306666667,86.2518,64.1358666667,44.5814,7.80113333333
581.31,7.71163333333,7.57328333334,4.0276,7.4214,55.3959333333,5.2285,33.6208,73.7768,8.52626666666,86.4542,64.0741666667,44.2661333333,7.78166666667
581.65,7.72423333333,7.56177333333,4.0282,7.3878,55.0535333333,5.22983333333,33.5599333333,74.0322666667,8.51559999999,86.5924666666,63.9561666666,43.9258666667,7.78693333333
581.98,7.72458333334,7.54979999999,4.0186,7.37213333333,54.7709333333,5.22223333333,33.4990666667,74.3693333333,8.49513333333,86.7398,63.8349666667,43.6488,7.79326666667
582.32,7.68633333333,7.51222666667,3.97233333334,7.29720000001,54.5079333333,5.15486666667,33.4564666667,74.6893333333,8.46306666666,86.9856666667,63.7683333333,43.3729333333,7.7438
582.66,7.71043333334,7.50337666667,4.00246666667,7.30620000001,54.1966,5.18643333333,33.4389333333,74.8700666667,8.48346666667,87.0405999999,63.6304,43.0492,7.76473333333
583.00,7.67960000001,7.47164999999,3.96106666667,7.2534,53.9065333333,5.17563333333,33.3803333333,75.2199333333,8.47873333333,87.2346666666,63.5613333333,42.7932,7.74613333333
583.34,7.73681666666,7.52452000001,4.03253333333,7.2886,53.599,5.2217,33.3926666667,75.4950666667,8.51793333334,87.3335333333,63.4549,42.5118,7.81853333333
583.68,7.72510000001,7.49695333334,4.004,7.24926666667,53.2965333333,5.21046666667,33.3176666667,75.8080666667,8.49239999999,87.4527999999,63.3408,42.2274,7.8022
584.01,7.69603333333,7.46966333333,4.00006666667,7.21193333334,53.0272,5.1943,33.2871333333,76.1801333333,8.4764,87.6646666667,63.2309,41.9615333333,7.79013333333
584.35,7.64393333333,7.40469333334,3.9404,7.14140000001,52.6990666667,5.1715,33.1844666667,76.3575333333,8.42500000001,87.6993333333,63.0390333333,41.6454666667,7.7244
584.69,7.65820000001,7.43078666667,3.9478,7.13306666667,52.4691333333,5.18896666667,33.1562666667,76.7194666667,8.42226666667,87.9108000001,62.9575666667,41.4131333333,7.7274
585.03,7.65891666667,7.44581666666,3.97286666667,7.13826666667,52.2201333333,5.1981,33.1161333333,77.0992666667,8.46166666667,88.0174666666,62.8314,41.149,7.721
585.37,7.62236666667,7.43108666667,3.9574,7.11606666667,51.9366666667,5.19913333333,33.0447333333,77.4418,8.45853333333,88.1046666667,62.6948666667,40.8635333334,7.72966666667
585.70,7.62710000001,7.45339333333,3.9584,7.1114,51.6180666667,5.23486666667,33.0074,77.7155333333,8.47039999999,88.1321333333,62.5385,40.5626666667,7.733
586.04,7.69718333334,7.50713999999,4.03546666667,7.14980000001,51.2994,5.31523333333,32.9405333333,78.0270666667,8.52766666666,88.1006666668,62.3919,40.2919333333,7.81033333333
586.38,7.68928333333,7.53351333333,4.0198,7.13846666666,51.1498,5.32886666667,32.9371333333,78.5587333333,8.52026666667,88.3806666667,62.3763333333,40.1145333333,7.7978
586.72,7.78575000001,7.62783333333,4.08593333333,7.225,50.9702666666,5.405,32.9892,78.9776666667,8.63406666667,88.6216666667,62.3878666667,39.9820666667,7.89013333333
587.06,7.79396666667,7.59532000001,4.05293333333,7.17520000001,50.7384666666,5.39693333333,32.9064,79.444,8.62413333333,88.8078000001,62.3204666667,39.7792,7.854
587.39,7.79593333334,7.59164666667,4.09013333333,7.14986666667,50.4266,5.396,32.8197333333,79.6888,8.64733333333,88.7728666667,62.1122,39.4754,7.87606666667
587.73,7.83376666666,7.62145666667,4.13146666667,7.14253333334,50.1819333333,5.42706666667,32.7776,80.0354666667,8.65966666667,88.8563333334,61.9969666667,39.2858,7.94566666666
588.07,7.84830000001,7.62556666667,4.12386666667,7.13433333333,49.9414,5.4057,32.7264,80.4801333333,8.64273333334,89.0502666666,61.9264,39.0864666667,7.95553333333
588.41,7.88961666667,7.64919999999,4.14826666667,7.14006666667,49.6784,5.42226666667,32.6857333333,80.7078,8.67106666666,89.1136000001,61.8146,38.8592,7.9866
588.74,7.91531666666,7.63484000001,4.13013333333,7.13713333333,49.3539333334,5.41023333333,32.6210666667,80.9831333333,8.654,89.1422000001,61.6316,38.6306,7.99853333333
589.08,7.92218333334,7.64447666667,4.1236,7.11946666667,49.1032,5.413,32.5575333333,81.3428,8.6522,89.1676666667,61.4816333333,38.4647333333,7.99226666667
589.42,7.92921666667,7.63594333333,4.1236,7.09920000001,48.9546666667,5.3768,32.5364666667,81.8954666667,8.62826666667,89.4407333335,61.5175666667,38.3194666667,7.9772
589.76,7.86081666667,7.58731333333,4.0448,7.03726666667,48.6878666667,5.33896666667,32.4570666667,82.2673333333,8.55973333334,89.5989999999,61.3799666667,38.1074,7.94133333334
590.09,7.82814999999,7.53853999999,4.00406666667,6.99573333333,48.3208,5.299,32.3597333333,82.5052666667,8.52580000001,89.5607333333,61.1644333333,37.8326666667,7.94493333333
590.43,7.73948333333,7.42982999999,3.9408,6.88766666667,47.9202,5.22643333333,32.1672666667,82.6789333333,8.3872,89.4087333334,60.8368666667,37.4776,7.85166666667
590.77,7.71759999999,7.42007666667,3.94166666667,6.88740000001,47.5640666667,5.2317,32.0924666667,82.8512666667,8.39693333333,89.3180666667,60.558,37.2124666667,7.86446666667
591.11,7.66478333333,7.35122666667,3.86613333333,6.83013333333,47.2546666666,5.1978,31.9990666667,83.1823333333,8.32126666667,89.3653333333,60.3586,36.9799333333,7.8158
591.44,7.60558333333,7.28241,3.79806666667,6.769,46.8352,5.12993333333,31.8045333333,83.2739333333,8.26233333333,89.1418,60.0363666667,36.611,7.72753333334
591.78,7.57140000001,7.25720666667,3.7768,6.69226666667,46.543,5.11556666667,31.7514666667,83.643,8.23559999999,89.2063999999,59.8592666667,36.3568,7.70453333333
592.12,7.53698333333,7.22699000001,3.75593333333,6.6662,46.2234,5.09076666667,31.6566666667,84.0441333333,8.22133333334,89.1431999999,59.6021333333,36.1073333333,7.7078
592.46,7.49783333333,7.21437666666,3.72606666667,6.61206666667,45.9675333333,5.0653,31.5894666667,84.4484666667,8.22279999999,89.2149333333,59.4863,35.8749333333,7.69586666667
592.79,7.48345000001,7.18053333334,3.73826666666,6.57626666667,45.6538,5.05256666667,31.5152,84.7830666667,8.22666666667,89.2956,59.3332,35.6272666667,7.66386666667
593.13,7.51426666667,7.22326666666,3.76453333333,6.5896,45.3768666667,5.12883333333,31.4984666667,85.1372666667,8.2696,89.3306666667,59.1204,35.4497333333,7.72673333333
593.47,7.54905000001,7.24787666667,3.80973333333,6.6148,44.9914,5.17503333333,31.3726666667,85.3328,8.32119999999,89.1568000001,58.8111666667,35.1819333333,7.7308
593.80,7.51861666667,7.22606666666,3.78306666667,6.54853333333,44.739,5.15496666667,31.2835333333,85.7556666667,8.31833333334,89.2982666667,58.6737333333,34.9992666667,7.71473333333
594.14,7.49633333333,7.24267666667,3.7656,6.53053333333,44.4611333333,5.1431,31.2011333333,86.1616666667,8.33446666667,89.3298666667,58.5013666666,34.7895333334,7.73293333333
594.48,7.49199999999,7.24896333333,3.75033333333,6.52066666666,44.2253333333,5.1266,31.132,86.6194,8.32799999999,89.4113333333,58.4035333333,34.6051333333,7.74006666667
594.81,7.55896666667,7.33441333333,3.81826666667,6.59513333333,44.0478,5.1756,31.1591333333,87.1284666667,8.43953333334,89.5557333332,58.3763666667,34.5026666667,7.84273333333
595.15,7.58605,7.37051333333,3.827,6.614,43.8511333333,5.2039,31.163,87.7106,8.47960000001,89.7735333333,58.3374666667,34.3818,7.88613333333
595.49,7.56511666666,7.34967333333,3.79973333333,6.6042,43.5454666667,5.17553333333,31.0278,87.9858666667,8.48919999999,89.7365333334,58.1498666667,34.1764666667,7.8742
595.82,7.58091666667,7.358,3.80113333333,6.60906666667,43.2494666667,5.18993333333,30.9197333333,88.2284,8.51113333333,89.7040666668,57.9531,33.991,7.87726666667
596.16,7.62126666667,7.38960333334,3.84306666667,6.627,42.9954666667,5.22386666667,30.8376,88.4578666667,8.52713333334,89.6181333335,57.7468333333,33.8144,7.90773333333
596.50,7.62983333333,7.40570333333,3.81666666667,6.62346666667,42.7434,5.2358,30.7472,88.6968,8.52466666666,89.5713333333,57.5423666667,33.633,7.91413333333
596.83,7.59779999999,7.38254,3.79173333333,6.59973333333,42.4858,5.20813333333,30.6059333333,88.8467333333,8.49513333333,89.4787333334,57.3339,33.4228666667,7.90946666667
597.17,7.61206666667,7.38257333333,3.82546666667,6.604,42.2978666667,5.2125,30.5812666667,89.1266666667,8.4902,89.4740666667,57.2021,33.3080666667,7.93226666667
597.51,7.63963333334,7.41233999999,3.87093333333,6.6342,42.0384,5.2402,30.4902666667,89.2892666667,8.501,89.2971999999,56.9757,33.1204666667,7.9664
597.84,7.68690000001,7.44133666667,3.9082,6.64806666667,41.7896,5.28853333333,30.4010666667,89.4047333333,8.51999999999,89.1696000001,56.7316333333,32.9468,7.99793333334
598.18,7.68263333333,7.43011000001,3.89606666667,6.62233333333,41.4985333333,5.28266666667,30.2922666667,89.5137333333,8.5016,89.0432666667,56.4763,32.7392,7.97193333333
598.52,7.65181666666,7.38670666667,3.8768,6.557,41.1401333333,5.2528,30.1041333333,89.5028,8.43033333333,88.8099999999,56.1262333333,32.4830666667,7.92446666667
598.85,7.66304999999,7.38031000001,3.9122,6.5316,40.8136666667,5.26553333333,29.9434,89.5134666667,8.40413333333,88.5055333335,55.7504666667,32.2497333333,7.9422
599.19,7.74718333333,7.45804666667,4.039,6.59506666667,40.5566,5.3715,29.8865333333,89.6992666667,8.4824,88.3222666668,55.5038333333,32.0906,8.02466666667
599.53,7.68775,7.41368333334,3.99713333333,6.50393333333,40.2502666667,5.30476666667,29.7389333333,90.0058666667,8.40160000001,88.2437999999,55.2746666667,31.8764666667,7.98133333333
599.86,7.63793333333,7.36846333334,3.95793333333,6.44866666667,39.9078666667,5.27406666667,29.5996,90.1821333333,8.35886666667,88.1331999999,54.9555,31.6503333333,7.951
600.20,7.63033333334,7.34514333333,3.976,6.42406666667,39.5572666667,5.25853333333,29.4657333333,90.3480666667,8.34726666667,87.862,54.6134333333,31.4016666667,7.96946666667
600.53,7.60606666667,7.31665333334,3.9542,6.3926,39.1973333334,5.23506666667,29.3002,90.5692666667,8.34073333333,87.6146666667,54.2902666667,31.1298666667,7.93513333333
600.87,7.57278333333,7.27161666666,3.90193333333,6.32046666667,38.8526,5.1902,29.0927333333,90.8387333333,8.29286666667,87.4427333333,54.0066,30.8328666667,7.88866666667
601.21,7.53388333333,7.25563333334,3.88193333333,6.29026666667,38.509,5.17296666667,28.9454,91.0590666667,8.25926666666,87.2251333333,53.7017333333,30.6112666667,7.84926666667
601.54,7.526,7.23984000001,3.88993333333,6.30833333333,38.2162,5.16466666667,28.8522,91.4654,8.27959999999,87.1526666667,53.5084666667,30.4359333333,7.8454
601.88,7.54446666666,7.26801999999,3.93893333333,6.35966666667,37.9691333333,5.19943333333,28.761,91.8979333333,8.33693333334,87.1006,53.2894333333,30.2594,7.91313333333
602.21,7.54373333334,7.29630666667,3.94213333333,6.37786666667,37.7278,5.23216666667,28.6996666667,92.3906666667,8.38139999999,87.0897333332,53.1147666667,30.1116666667,7.941
602.55,7.52333333333,7.30343333333,3.91313333333,6.3844,37.5399333333,5.2271,28.6445333333,92.9368666667,8.41586666667,87.1574666667,53.0195666667,30.0076666667,7.93373333333
602.88,7.46881666667,7.27228666667,3.8546,6.3276,37.3390666667,5.1831,28.5319333333,93.3663999999,8.36793333334,87.1843333334,52.8551,29.8443333333,7.9078
603.22,7.52293333333,7.32632666667,3.91833333333,6.3984,37.1288,5.26273333333,28.5175333333,93.6308666666,8.43206666666,87.0979999999,52.6528666667,29.7084666667,7.96326666667
603.56,7.55306666667,7.35677,3.94686666667,6.43253333333,37.0002,5.30196666667,28.5081333333,94.0834,8.47659999999,87.1363333334,52.5624666667,29.6396666667,8.0022
603.89,7.5692,7.38974333333,3.98086666667,6.4624,36.8506666667,5.33763333333,28.4535333333,94.4128000001,8.49333333333,87.0899999999,52.4382666667,29.5657333333,8.04213333333
604.23,7.58959999999,7.40792666667,4.01933333333,6.49033333333,36.6522666667,5.36693333333,28.3988666667,94.6212666666,8.52699999999,86.9920666666,52.2577666667,29.4779333333,8.08993333333
604.56,7.55831666666,7.40107333333,4.0012,6.47926666667,36.4537333333,5.36693333333,28.3129333333,94.8564666667,8.51966666666,86.9052000001,52.0326333334,29.3719333333,8.1072
604.90,7.56153333334,7.40798666666,3.99993333333,6.48913333333,36.2809333333,5.37846666667,28.2120666667,95.0440666666,8.52693333334,86.8441333333,51.8570666667,29.2433333333,8.15553333333
605.23,7.56173333333,7.40412333333,4.00346666667,6.47693333333,36.1228666667,5.3873,28.1346,95.3026666667,8.52573333333,86.8014000001,51.6628,29.1449333333,8.18686666667
605.57,7.57554999999,7.41794,4.02593333333,6.47006666667,35.903,5.43366666667,28.0433333333,95.3594666666,8.54059999999,86.5466,51.4083666666,29.0348666667,8.21806666667
605.90,7.51285,7.32542333333,3.96573333333,6.38613333333,35.5904666667,5.37986666667,27.8424666666,95.3621999999,8.45273333334,86.2133999999,51.029,28.7976666667,8.13966666667
606.24,7.49586666667,7.28211,3.9434,6.33273333333,35.2996666667,5.34983333333,27.6951333333,95.4662666667,8.41053333334,86.0103333333,50.704,28.62,8.1366
606.58,7.49980000001,7.27119000001,3.93706666667,6.33906666667,34.9728,5.3578,27.5450666667,95.4797333333,8.41946666667,85.6375999999,50.3073333333,28.4257333333,8.16133333333
606.91,7.45803333333,7.22707333333,3.90293333333,6.2812,34.6462666667,5.3089,27.3370666667,95.5454666667,8.40806666667,85.2744,49.9623,28.2226666667,8.15466666667
607.25,7.40231666667,7.16492333333,3.86193333333,6.21006666667,34.2655333333,5.26153333333,27.0654,95.6087333334,8.36393333333,84.8859333333,49.5749666667,27.9654,8.12986666667
607.58,7.34931666667,7.12061333334,3.80473333333,6.149,33.9348666667,5.23706666667,26.8760666667,95.7097333333,8.3312,84.6275333334,49.2310333333,27.7264,8.087
607.92,7.33811666667,7.11587666667,3.81026666667,6.10286666667,33.6902666667,5.23426666667,26.7388666667,95.9690666667,8.31240000001,84.4924,48.9436,27.539,8.0768
608.25,7.3831,7.16929333333,3.8786,6.14746666667,33.4973333333,5.31033333333,26.6883333333,96.1936666667,8.38140000001,84.3304000001,48.7724,27.444,8.12306666667
608.59,7.43079999999,7.19789,3.94653333333,6.1742,33.2767333333,5.3716,26.6162,96.3977333334,8.44033333333,84.1351333333,48.5461,27.3383333333,8.14993333333
608.92,7.42271666667,7.19747333333,3.95773333333,6.1444,33.0246,5.38683333333,26.4580666667,96.4710666666,8.42180000001,83.8795999999,48.249,27.1575333333,8.14353333333
609.26,7.39203333334,7.15835333333,3.9326,6.0868,32.759,5.35336666667,26.2828666667,96.617,8.39593333334,83.7030666667,47.9845,26.9864666667,8.11206666667
609.59,7.43311666667,7.21472333334,3.99733333333,6.11726666667,32.6296,5.42023333333,26.2186,96.9006666667,8.4576,83.6572666667,47.8789666667,26.9135333334,8.17513333333
609.93,7.42351666666,7.22698999999,4.02466666667,6.111,32.4,5.4553,26.0896,96.8939333333,8.47653333334,83.3512666666,47.6000666667,26.7457333333,8.18
610.26,7.44881666666,7.23593333334,4.07346666667,6.107,32.2008,5.50283333333,25.9709333333,96.9929999999,8.49013333333,83.1292666666,47.3696666667,26.6326666667,8.18266666666
610.60,7.44705,7.23110333334,4.1006,6.11466666667,32.0614,5.54823333333,25.8666,97.1802666666,8.49926666666,83.0139999999,47.1376666667,26.5209333333,8.1988
610.93,7.48135,7.26934666667,4.14293333333,6.139,31.9056666667,5.62156666667,25.8035333333,97.2904666667,8.52840000001,82.7839999999,46.8923666667,26.3991333333,8.2506
611.27,7.46971666666,7.23579666667,4.13833333333,6.0938,31.7316,5.6237,25.7106,97.4840666667,8.52160000001,82.5970666667,46.6600333333,26.2788,8.24553333333
611.60,7.44868333333,7.21795000001,4.13733333333,6.08286666667,31.4900666667,5.64293333333,25.5544,97.5212666667,8.52073333334,82.2619999999,46.389,26.1692666667,8.25453333333
611.93,7.38778333334,7.17104666667,4.07686666667,6.01446666667,31.1925333333,5.59316666667,25.3552666667,97.5043333333,8.45513333333,81.8687999999,46.0199333333,25.9732,8.236
612.27,7.36436666667,7.14494333333,4.02793333333,5.98006666667,30.9463333333,5.57106666667,25.1867333333,97.5313333333,8.43346666667,81.5128666667,45.6839333333,25.7977333333,8.2162
612.60,7.34059999999,7.13295333333,4.01373333333,5.96773333333,30.7433333333,5.54846666667,25.1061333333,97.6786,8.44473333334,81.2004666667,45.4440333333,25.6904,8.2276
612.94,7.30349999999,7.13965333333,4.0128,5.9626,30.5243333333,5.54463333333,24.9587333333,97.7297333334,8.41186666667,80.8260000001,45.1181,25.5277333333,8.20213333333
613.27,7.28421666667,7.13931000001,3.99653333333,5.96166666667,30.2564666667,5.52453333333,24.8032,97.6885999999,8.41120000001,80.3356,44.7581,25.3966666667,8.2136
613.61,7.35751666667,7.24060333334,4.09906666667,6.06053333333,30.1409333333,5.6495,24.763,97.8256666667,8.50453333333,80.0320666667,44.5628,25.3324666667,8.32393333333
613.94,7.3393,7.25414666666,4.08086666667,6.08393333333,29.9284666667,5.6313,24.6120666667,97.818,8.51139999999,79.6626,44.2658333333,25.2347333333,8.3788
614.28,7.38503333333,7.30944666667,4.122,6.13186666667,29.7409333333,5.68746666667,24.5235333333,97.9006,8.52133333333,79.2613333333,44.0382666667,25.1453333334,8.44813333333
614.61,7.42098333333,7.35847333333,4.17933333333,6.18233333333,29.6068666667,5.71173333333,24.4852,98.0407333333,8.56560000001,79.0564,43.8774,25.1346,8.51926666667
614.94,7.42563333333,7.40556333333,4.21366666667,6.18533333333,29.3850666667,5.7371,24.3329333333,98.1118000001,8.58933333334,78.6831333334,43.5994333333,25.0234,8.52746666667
615.28,7.3901,7.38948666667,4.18806666667,6.14626666667,29.1865333333,5.7035,24.22,98.1204666666,8.57206666666,78.2912666667,43.3064333333,24.8633333333,8.5176
615.61,7.45826666667,7.44206999999,4.2604,6.20573333333,29.0488,5.77376666667,24.129,98.1798,8.6702,77.9696666667,43.0964,24.8063333333,8.55
615.95,7.43006666667,7.44525000001,4.2654,6.19253333333,28.8855333333,5.7814,24.0324666667,98.4564000001,8.67780000001,77.6741333333,42.8688333333,24.7271333333,8.556
616.28,7.40433333334,7.45651999999,4.2618,6.19826666667,28.6198,5.79636666667,23.8434666667,98.3175333333,8.67059999999,77.1525333334,42.5163666667,24.5446666667,8.55873333333
616.61,7.46041666667,7.48809666667,4.28953333333,6.24146666667,28.5702666667,5.844,23.8617333333,98.6633999999,8.74620000001,77.0350666667,42.4484666667,24.5432,8.65093333335
616.95,7.41049999999,7.45661333334,4.28033333333,6.20346666667,28.3719333333,5.8191,23.7168666667,98.7221333333,8.707,76.7253333333,42.1823666667,24.4050666667,8.6294
617.28,7.27766666667,7.32571999999,4.1486,6.0636,28.0800666667,5.6486,23.4637333333,98.7656666667,8.56526666666,76.3421333333,41.8128,24.199,8.49646666667
617.62,7.23433333333,7.30487666667,4.11006666667,6.02246666667,27.9352666667,5.67273333333,23.4027333333,99.1522666667,8.53813333333,76.2402666667,41.6817333333,24.0754666667,8.47793333333
617.95,7.22340000001,7.31488666667,4.12046666667,6.00633333333,27.7746666667,5.6874,23.3096,99.2353333333,8.57253333333,75.9582,41.4674666667,23.9875333333,8.45566666667
618.28,7.19539999999,7.30995000001,4.1182,5.99366666667,27.556,5.7058,23.1346666667,99.2394666667,8.58206666667,75.5530666667,41.1579,23.8553333333,8.4506
618.62,7.17904999999,7.31534666666,4.14266666667,6.04246666667,27.4635333333,5.70253333333,23.0552666667,99.3372,8.58726666666,75.3456,41.0117666667,23.7698,8.51806666667
618.95,7.21284999999,7.32077333333,4.13693333333,6.07693333333,27.2957333333,5.7452,22.9376,99.3674666667,8.59066666666,75.0447333333,40.7873666667,23.6941333333,8.55246666666
619.28,7.10203333334,7.19742333334,4.03726666667,5.94713333333,27.0523333333,5.6543,22.7425333333,99.4674000001,8.46806666667,74.7926666667,40.5202,23.5073333333,8.46633333333
619.62,7.01263333333,7.10408666667,3.968,5.89126666667,26.7932666667,5.58726666667,22.533,99.3713999999,8.40173333333,74.4545333333,40.2334333333,23.3065333333,8.4116
619.95,6.98115000001,7.05894333333,3.95333333333,5.86746666667,26.6079333333,5.57233333333,22.4202,99.5124000001,8.40173333333,74.2592,40.0512,23.2266666666,8.4126
620.28,6.90478333333,7.00820666667,3.9316,5.80893333333,26.3484,5.5281,22.2213333333,99.3854666666,8.36353333333,73.8238666667,39.7150666667,23.0542,8.35226666667
620.62,6.92543333334,7.02813000001,3.94066666667,5.8302,26.1804,5.591,22.1185333333,99.312,8.41,73.4887333333,39.5031666667,22.9586666667,8.4064
620.95,6.97191666667,7.07982666667,4.00793333333,5.91306666667,26.0740666667,5.68686666667,22.0787333333,99.3598000001,8.50626666667,73.283,39.3819666667,22.9473333333,8.49546666667
621.28,6.88718333333,6.99460000001,3.95973333333,5.83653333333,25.8239333333,5.58386666667,21.8482,99.0992000001,8.46146666667,72.785,39.0521333333,22.7883333333,8.4124
621.62,6.82790000001,6.95535666667,3.9154,5.79773333333,25.6392666667,5.54026666667,21.7089333333,99.2569999999,8.43413333333,72.5455333333,38.8513333333,22.6767333333,8.41813333333
621.95,6.81466666666,6.93624333333,3.92913333333,5.78913333333,25.4753333333,5.57016666667,21.5969333333,99.2738000001,8.44019999999,72.2491333333,38.6581666667,22.576,8.4172
622.28,6.83050000001,6.92448000001,3.917,5.76313333333,25.2546,5.56553333333,21.4266666667,99.1454666666,8.4466,71.8236,38.3697333333,22.4898666667,8.3796
622.62,6.74283333333,6.85524666667,3.88426666667,5.68626666667,25.0271333333,5.5054,21.2265333333,99.2307333333,8.40360000001,71.4914,38.1076,22.327,8.29553333333
622.95,6.73280000001,6.88770666667,3.91386666667,5.7096,24.9078,5.5167,21.1297333333,99.2395999999,8.42566666667,71.1443333334,37.9175666667,22.2588666667,8.34706666667
623.28,6.80136666666,6.95982666667,4.00426666667,5.76,24.7852666667,5.57453333333,21.1064,99.2911999999,8.47819999999,70.8265333333,37.7739333334,22.2664,8.43046666667
623.62,6.8169,6.95513333333,4.02433333333,5.75293333333,24.6482666667,5.57213333333,21.002,99.3830000001,8.48526666667,70.528,37.5696333333,22.188,8.4244
623.95,6.80608333333,6.96691666666,3.99786666667,5.74833333333,24.4880666667,5.57616666667,20.8968666667,99.4926666667,8.48453333333,70.2005333333,37.3767333334,22.1320666667,8.4344
624.28,6.80271666667,6.95219666667,3.96806666667,5.71673333333,24.4029333333,5.52893333333,20.833,99.8921333334,8.45226666667,70.132,37.2509333333,22.091,8.4222
624.62,6.80328333333,6.94529,3.95366666667,5.70186666667,24.2607333333,5.54393333333,20.7288666667,99.9696666666,8.4472,69.8259333333,37.0036,22.0182,8.42953333333
624.95,6.90986666667,7.03206666667,4.06,5.79406666667,24.2150666666,5.66856666667,20.7644,100.2316,8.5506,69.6416,36.9457,22.0466666667,8.5336
625.28,6.83933333333,6.92479333333,3.99973333333,5.72213333333,23.951,5.60476666667,20.5725333333,99.9949999999,8.46633333333,69.1756,36.6151666667,21.8813333333,8.4428
625.61,6.76583333334,6.85107,3.90026666667,5.64386666667,23.7408,5.50413333333,20.4052,100.005866667,8.38679999999,68.8656666667,36.3417333333,21.7472666667,8.37186666667
625.95,6.72580000001,6.82390333333,3.8656,5.63066666667,23.5491333334,5.50053333333,20.302,100.0024,8.37333333334,68.5398,36.1163333333,21.6298,8.38593333333
626.28,6.81393333333,6.92670333333,3.95153333333,5.7404,23.5320666667,5.601,20.3224666667,100.031866667,8.4804,68.3038666667,36.0047666667,21.6562666667,8.52086666667
626.61,6.84086666667,6.97893333333,3.98933333333,5.79306666667,23.4138666667,5.6301,20.2597333333,99.9849333335,8.52953333333,68.0500666667,35.8191,21.607,8.55673333333
626.94,6.77136666666,6.90159333333,3.92,5.72266666667,23.2722,5.57093333333,20.0937333333,99.8983999999,8.47646666667,67.8018,35.5839333333,21.4809333333,8.49093333333
627.28,6.70026666667,6.847,3.85173333334,5.66793333333,23.1278,5.5298,19.9434,99.8690000001,8.42786666667,67.5574666667,35.3517,21.3651333333,8.46326666667
627.61,6.68186666667,6.81851000001,3.8478,5.64373333333,22.9887333333,5.52796666667,19.8295333333,99.7702666667,8.42546666666,67.2984,35.1388,21.2584666667,8.4582
627.94,6.68111666666,6.81038999999,3.86586666667,5.67013333333,22.807,5.53606666667,19.7162,99.5108666665,8.44373333333,66.927,34.9148666667,21.1662666667,8.4766
628.27,6.62046666667,6.75789333333,3.82186666667,5.604,22.6372666667,5.47326666667,19.5672,99.2991333333,8.40093333333,66.5448,34.6977,21.0157333333,8.449
628.61,6.51258333334,6.67223333333,3.7328,5.52953333333,22.3913333333,5.39676666667,19.3658,98.9222666667,8.30553333333,66.0912,34.3481666667,20.8284,8.38333333333
628.94,6.56218333334,6.73381666667,3.7828,5.56966666667,22.3469333333,5.42943333333,19.3129333333,98.8494000001,8.35746666667,65.8604,34.1963,20.8162,8.45946666667
629.27,6.53099999999,6.73300000001,3.78186666667,5.54993333333,22.2202,5.42663333333,19.2025333333,98.5734000001,8.33853333333,65.4437333333,33.9771666667,20.6914,8.4464
629.60,6.53401666667,6.74698333333,3.8192,5.55373333333,22.1308,5.44036666667,19.1224666667,98.4581333333,8.36086666666,65.1863333333,33.7903666667,20.6392,8.45306666667
629.94,6.40593333333,6.60767,3.70066666667,5.40306666667,21.8597333333,5.2853,18.8832,98.1858666668,8.24539999999,64.7791333333,33.4981,20.4358,8.31833333333
630.27,6.38404999999,6.53143333333,3.66773333333,5.34226666667,21.7166666667,5.26296666667,18.7422,97.9850666667,8.20979999999,64.4109333333,33.3003666667,20.3250666667,8.31566666667
630.60,6.37473333333,6.53287666666,3.67926666667,5.34653333333,21.5715333333,5.31133333333,18.6347333333,97.8101333332,8.21746666666,64.0423333333,33.0932666667,20.2174666666,8.3596
630.93,6.36491666667,6.55923666667,3.70913333333,5.3614,21.4404666667,5.33446666667,18.527,97.6072666665,8.23733333333,63.6519333333,32.9018666667,20.1265333333,8.36226666667
631.26,6.34248333333,6.5357,3.70633333333,5.354,21.2634,5.30903333333,18.3993333333,97.2106000001,8.20273333334,63.1545333333,32.6872333333,20.0102666667,8.3728
