wavelength,Back_ParCorm,Belly_ParCorm,Breast_ParCorm,Crissum_ParCorm,Crown_ParCorm,DorTail_ParCorm,Rump_ParCorm,Throat_ParCorm,WingTip_ParCorm
554.77,10.6318,54.7952,44.309,46.8278,6.05013333333,5.76506666667,11.3554,8.48920000001,7.21706666666
555.11,10.7062666667,54.8561333333,44.3739333333,46.8594666667,6.11306666667,5.80573333333,11.4072666667,8.56259999999,7.27819999999
555.45,10.7458,54.9290666667,44.4009333333,46.9218,6.16913333334,5.83006666667,11.4348666667,8.64153333333,7.3192
555.80,10.7532666667,55.0279333333,44.4446666666,47.0076,6.17553333333,5.83086666667,11.4413333333,8.6848,7.32186666667
556.14,10.755,55.0114,44.4218666667,46.9969333333,6.19226666667,5.80506666667,11.4236666667,8.71333333333,7.31673333333
556.48,10.7598,54.9377333333,44.3418,46.9604,6.2294,5.811,11.3984,8.75726666667,7.32200000001
556.82,10.7714,55.0078666667,44.3994666667,47.0233333333,6.2722,5.81586666667,11.4017333333,8.80499999999,7.34539999999
557.16,10.7972,55.0813333333,44.4713333333,47.0788666667,6.2858,5.81933333333,11.4101333333,8.86600000001,7.34973333334
557.50,10.8007333333,55.0716666667,44.4372666667,47.0852666667,6.28533333333,5.82426666667,11.3888666667,8.89306666665,7.34993333334
557.85,10.8094,55.1254666667,44.4781333333,47.1259333333,6.3028,5.8346,11.3831333333,8.94013333335,7.32559999999
558.19,10.8410666667,55.1662,44.5415333333,47.157,6.35373333333,5.85033333333,11.4205333333,9.02426666667,7.33820000001
558.53,10.8317333333,55.1948666666,44.5711333334,47.1706666667,6.35773333333,5.831,11.4067333333,9.05739999999,7.32273333333
558.87,10.8008666667,55.214,44.5857333333,47.2124,6.3672,5.81066666667,11.3935333333,9.11373333333,7.32486666667
559.21,10.7469333333,55.2030666666,44.5998666667,47.2186666667,6.34153333333,5.773,11.3541333333,9.1158,7.26459999999
559.55,10.7475333333,55.1082666667,44.5566,47.1554666667,6.38113333333,5.79493333333,11.3707333333,9.18653333334,7.27953333333
559.89,10.7408,55.1327333333,44.5745333333,47.1607333333,6.40826666667,5.82266666667,11.3878666667,9.23813333335,7.28260000001
560.23,10.7349333333,55.2052,44.6479333333,47.203,6.42326666667,5.80166666667,11.3920666667,9.27926666667,7.2826
560.58,10.6951333334,55.1745333333,44.6254666667,47.1727333333,6.43093333333,5.778,11.3549333333,9.30360000001,7.24073333333
560.92,10.6613333333,55.1437333333,44.5846,47.1605333333,6.43653333334,5.7456,11.3376666667,9.31086666667,7.23106666666
561.26,10.62,55.1614666667,44.5909333333,47.1889333333,6.43313333333,5.68786666667,11.3050666667,9.32480000002,7.20386666666
561.60,10.6119333333,55.1897333333,44.5725333334,47.2047333333,6.45213333333,5.6616,11.3106,9.35813333333,7.2008
561.94,10.5867333333,55.2532666667,44.5959333333,47.2463333333,6.443,5.65086666667,11.2799333333,9.37093333332,7.18780000001
562.28,10.5519333333,55.2375333333,44.5778,47.2606,6.45433333334,5.63533333333,11.26,9.41213333333,7.17606666666
562.62,10.5329333333,55.2046,44.543,47.2153333333,6.45493333333,5.5994,11.2471333333,9.42113333333,7.14553333334
562.96,10.5612,55.1828,44.5408,47.2087333333,6.51406666667,5.63066666667,11.2748,9.48126666667,7.16546666666
563.30,10.584,55.2835333333,44.6054666667,47.2900666667,6.55213333333,5.61273333333,11.2848,9.53713333333,7.17113333334
563.64,10.6382666667,55.3252,44.6466666667,47.3530666666,6.62753333333,5.63873333333,11.3126666667,9.64026666667,7.20919999999
563.99,10.6604,55.3422,44.6815333333,47.3723333333,6.66593333333,5.64106666667,11.3300666667,9.73286666667,7.22740000001
564.33,10.6868666667,55.3764666667,44.6663333333,47.3886666666,6.72466666667,5.66533333333,11.358,9.82739999999,7.26126666667
564.67,10.6801333333,55.3614,44.6386666667,47.3526,6.76586666667,5.65826666667,11.3388,9.88446666667,7.25
565.01,10.7063333333,55.359,44.655,47.3554,6.82286666667,5.6976,11.3641333333,9.97733333334,7.26193333333
565.35,10.7172666667,55.3503333333,44.6896,47.3728,6.88073333333,5.7232,11.3640666667,10.0589333333,7.28646666666
565.69,10.7298,55.3371333334,44.6840666667,47.3531333333,6.93433333333,5.72406666667,11.3710666667,10.1422,7.3016
566.03,10.7758,55.3858666667,44.7285333333,47.3928,7.0034,5.75973333333,11.3917333333,10.2261333333,7.34213333333
566.37,10.7924,55.3990666667,44.7374,47.4,7.07533333333,5.78886666667,11.4050666667,10.3195333333,7.35679999999
566.71,10.8255333333,55.4642666667,44.7853333333,47.4477333333,7.16206666667,5.8228,11.4462666667,10.4370666667,7.40326666667
567.05,10.8352,55.4987333333,44.8248,47.4894666667,7.23546666667,5.84633333333,11.4571333333,10.5228,7.42253333334
567.39,10.7963333334,55.484,44.8092,47.4714,7.25666666667,5.8234,11.4232,10.5526666667,7.40226666667
567.73,10.7718666667,55.4162,44.7308666667,47.4167333333,7.30673333333,5.83253333333,11.4065333333,10.6046,7.4046
568.07,10.7360666667,55.3655333333,44.6960666667,47.4002,7.30766666667,5.78906666667,11.3632,10.6432,7.37693333333
568.41,10.7253333333,55.3316,44.6850666666,47.3992,7.34806666667,5.78126666667,11.3590666667,10.7089333333,7.36339999999
568.75,10.7667333333,55.4336,44.7746666667,47.4976,7.4486,5.80466666667,11.3928666667,10.8418666667,7.41226666666
569.09,10.7515333333,55.4268,44.7434666667,47.4678,7.4982,5.8002,11.3642666667,10.9258,7.39480000001
569.43,10.7384,55.3376,44.6917333333,47.4435333334,7.55886666667,5.80186666667,11.3527333333,11.0091333333,7.38340000001
569.77,10.7231333333,55.3278,44.6580666667,47.4128666667,7.61473333333,5.77413333333,11.3582666667,11.0954666666,7.36713333333
570.11,10.721,55.3098,44.6522666667,47.4172666667,7.68806666667,5.7768,11.3540666667,11.1866666667,7.38520000001
570.45,10.6980666667,55.2497333333,44.6007333333,47.3631333333,7.73586666667,5.75113333333,11.3186666667,11.2526,7.36306666666
570.79,10.6851333333,55.2445333333,44.6095333333,47.3515333333,7.80306666666,5.75426666667,11.3194666667,11.3426,7.35820000001
571.13,10.6884,55.2576,44.6259333333,47.3662666667,7.87773333333,5.75946666667,11.3279333333,11.4630666667,7.37106666667
571.47,10.6898,55.3225333333,44.6722,47.4144,7.95553333333,5.76053333333,11.336,11.5644,7.36453333332
571.81,10.7,55.3207333333,44.6987333333,47.4208,8.07233333334,5.79913333333,11.3630666667,11.6902666667,7.38586666667
572.15,10.7409333333,55.3792,44.7564666666,47.471,8.19353333333,5.83466666667,11.3974666666,11.8404666667,7.42486666666
572.49,10.7014,55.3340666667,44.7092,47.4325333333,8.24139999999,5.80813333333,11.353,11.8985333334,7.38919999999
572.83,10.724,55.3652,44.7357333333,47.4826666667,8.34033333333,5.8182,11.3943333333,12.0196,7.41693333334
573.17,10.7307333333,55.4402,44.7766666667,47.5384,8.44113333334,5.81453333333,11.4104,12.1433333333,7.44026666666
573.51,10.7244666666,55.452,44.7919333333,47.5523333333,8.53860000001,5.80846666667,11.4018,12.2547333333,7.4426
573.85,10.7124666667,55.4883333333,44.8088,47.5925333333,8.6296,5.81553333334,11.3986666667,12.3698666667,7.43853333333
574.19,10.6998,55.5492,44.834,47.6551333333,8.70826666666,5.7932,11.3943333333,12.4854,7.42706666667
574.53,10.6864666667,55.5243333333,44.7958,47.6520666667,8.78193333334,5.76866666667,11.3726,12.5907333333,7.40753333333
574.87,10.7132,55.5614666667,44.8272666666,47.6886666667,8.90640000001,5.7932,11.3976,12.7218666667,7.42746666667
575.21,10.7168666667,55.6124,44.8556666667,47.7423333333,9.01266666667,5.78093333333,11.3825333333,12.8416,7.42166666667
575.55,10.7436666667,55.6732,44.8846,47.7874,9.13853333332,5.80173333333,11.3984,12.9799333333,7.45386666666
575.89,10.7082,55.6428,44.8502666667,47.7681333333,9.22933333334,5.777,11.3641333333,13.0868666667,7.42833333333
576.22,10.7014,55.6061333333,44.8204,47.7421333333,9.33960000001,5.77046666667,11.3772,13.2234,7.4344
576.56,10.6964666667,55.6145333333,44.8203333333,47.7554,9.46893333332,5.76833333333,11.3632,13.3666666667,7.43713333333
576.90,10.6976,55.6370666667,44.8258,47.7646,9.58760000001,5.7738,11.3577333333,13.5008666667,7.42906666666
577.24,10.6883333333,55.6420666666,44.8218,47.8011333333,9.69893333333,5.76746666666,11.3492666667,13.6278,7.41593333333
577.58,10.6704666667,55.6384666667,44.7928,47.7954666667,9.81753333333,5.7386,11.3224666667,13.779,7.40519999999
577.92,10.6812,55.6376666667,44.7765333333,47.8022666667,9.95279999999,5.74606666667,11.3218,13.9374,7.41986666666
578.26,10.6986,55.6707333333,44.7948666667,47.8398666667,10.1180666667,5.77633333333,11.3475333333,14.1122,7.44693333333
578.60,10.6677333333,55.6296666667,44.7311333333,47.8175333333,10.2571333333,5.74733333333,11.3176666667,14.2551333333,7.43226666667
578.94,10.6774,55.615,44.7037333333,47.8170666667,10.4326,5.76666666667,11.3316,14.4396666667,7.46180000001
579.28,10.6637333333,55.6519333333,44.7226,47.8593333333,10.5800666667,5.72706666667,11.307,14.5991333333,7.43160000001
579.61,10.6746,55.7018,44.7482,47.8943333333,10.7556,5.7336,11.3261333333,14.7868666667,7.46633333334
579.95,10.7368,55.7936,44.8192666667,47.9772666666,10.9902,5.78273333333,11.3720666667,15.0256,7.51053333334
580.29,10.7291333333,55.7693333333,44.8196666667,47.9728,11.1661333333,5.76966666667,11.3594,15.1883333333,7.49800000001
580.63,10.726,55.784,44.8166666667,47.965,11.3520666667,5.74926666667,11.3346666667,15.3558,7.48313333333
580.97,10.7552666667,55.7903333333,44.8153333333,47.9498666667,11.5805333333,5.78153333333,11.3574,15.5595333334,7.53439999999
581.31,10.767,55.7732,44.8188,47.9526,11.7934,5.77926666667,11.3822,15.7340666667,7.56006666666
581.65,10.7858,55.7868,44.8585333333,47.9904666667,12.0374,5.8038,11.4063333333,15.9378666667,7.58253333333
581.98,10.7811333333,55.7856,44.8573333333,48.0112666667,12.2468,5.78853333333,11.3711333333,16.1328666667,7.5872
582.32,10.8045333333,55.8437333333,44.9134666667,48.0829333333,12.4743333333,5.81306666667,11.4057333333,16.3812,7.60619999999
582.66,10.8154666667,55.8308,44.9469333333,48.0849333333,12.6714,5.8026,11.4193333333,16.5890666667,7.60840000001
583.00,10.8306,55.8479333333,44.9684,48.1056,12.8885333333,5.81146666667,11.4552666667,16.8270666667,7.64673333333
583.34,10.8484,55.8528666667,44.9764,48.1513333333,13.1377333333,5.85013333333,11.4975333333,17.0424,7.67566666667
583.68,10.8443333333,55.8125333333,44.9346,48.1221333333,13.3533333333,5.85606666667,11.4924666667,17.2225333333,7.67053333333
584.01,10.8412,55.8565333333,44.9446666667,48.1841333333,13.5698,5.87586666667,11.5176666667,17.4414,7.70179999999
584.35,10.8698666667,55.9182,44.9827333333,48.2616666667,13.8204666667,5.911,11.5636,17.6977333333,7.76
584.69,10.8502666667,55.9555333333,45.0184666667,48.3042,14.0277333333,5.8914,11.5488666667,17.919,7.73606666667
585.03,10.8588666667,56.0126666667,45.0687333333,48.3622,14.283,5.9128,11.5638666667,18.1714,7.73066666667
585.37,10.8209333333,56.0643333333,45.0890666667,48.3458666666,14.4933333333,5.87813333333,11.5396666667,18.3836,7.71213333334
585.70,10.8206,56.022,45.0304,48.2770666667,14.7265333333,5.89973333333,11.5452666667,18.5767333333,7.73
586.04,10.8370666667,56.0317333333,45.0692666667,48.2938666667,14.9874666667,5.90906666667,11.5539333333,18.7970666667,7.75620000001
586.38,10.8463333333,56.039,45.0614,48.3103333333,15.2633333333,5.93953333334,11.5624666667,19.0151333333,7.76880000001
586.72,10.9438666666,56.0288,45.0920666667,48.3580666667,15.5856666667,6.03273333333,11.6397333333,19.3046,7.83353333333
587.06,10.9116,56.0696,45.1132,48.3763333333,15.7926666667,5.99413333333,11.5992,19.5158666667,7.78980000001
587.39,10.9181333333,56.1282,45.1826,48.4475333333,16.0626666667,6.00126666667,11.6066666667,19.7731333333,7.80793333333
587.73,10.9562666667,56.1923333333,45.2328666666,48.4674666667,16.34,6.0122,11.6160666666,20.0480666667,7.80720000001
588.07,10.9258,56.1465333333,45.2369333333,48.4566666667,16.5811333334,6.02093333333,11.5996666667,20.2717333333,7.79539999999
588.41,10.9814666667,56.2574666667,45.3107333333,48.5374,16.9000666667,6.07693333333,11.6434666667,20.5726,7.85553333334
588.74,11.013,56.3174666667,45.3673333333,48.5784,17.1863333333,6.10873333333,11.6615333333,20.8358,7.89573333334
589.08,11.0122666667,56.2241333333,45.3222,48.5752666667,17.4412666666,6.11953333333,11.6488666667,21.0341333333,7.87633333333
589.42,11.0445333333,56.3086,45.4228666667,48.6969333333,17.7302,6.1226,11.6702666667,21.2909333333,7.87193333333
589.76,11.0374666667,56.2663333333,45.3726666666,48.6642666667,17.9596666667,6.10526666667,11.6711333333,21.4877333334,7.86139999999
590.09,10.9976,56.251,45.3477333333,48.6683333333,18.1922,6.0534,11.6591333333,21.6712666667,7.8262
590.43,10.8734,56.2646666667,45.3239333334,48.6198666667,18.3870666667,5.96093333333,11.5486666667,21.8123333334,7.7264
590.77,10.8776,56.2466666667,45.3338,48.6009333333,18.6688666667,5.9548,11.5278666667,22.0374,7.70833333334
591.11,10.8166,56.2030666667,45.2979333333,48.5288666667,18.8991333334,5.8912,11.4686666667,22.1993333333,7.66833333333
591.44,10.7738,56.1568,45.2699333334,48.5224666667,19.1550666667,5.8702,11.4430666667,22.3750666667,7.65393333333
591.78,10.8356,56.2052,45.3108666667,48.5688,19.5051333334,5.8912,11.4916666667,22.6276666667,7.68973333333
592.12,10.8212666667,56.0618,45.2280666667,48.4978666667,19.764,5.88253333333,11.4654,22.7988666667,7.66499999999
592.46,10.8286666667,56.0333333333,45.2092,48.4978666667,20.0478666667,5.88293333333,11.4844,23.0068666667,7.67000000001
592.79,10.8636,56.1099333333,45.2498666667,48.537,20.3652666667,5.9114,11.5248666667,23.2682,7.7214
593.13,10.8824,56.1105333333,45.2502666667,48.5146666667,20.6711333333,5.9506,11.5741333333,23.527,7.77493333334
593.47,10.8953333333,56.1437333333,45.3135333333,48.5583333333,21.0005333333,5.969,11.5834,23.7512666667,7.81106666667
593.80,10.9574,56.1696666667,45.3616,48.5893333333,21.3604,6.03733333333,11.6228,24.0434666667,7.88206666666
594.14,11.0099333333,56.1330666667,45.3521333333,48.6224,21.6646666667,6.04826666667,11.6632666667,24.2773333333,7.91333333334
594.48,11.0694666667,56.1502,45.3895333333,48.669,22.0080666667,6.09846666667,11.7374,24.5328666667,7.98886666667
594.81,11.1135333333,56.1362666667,45.3694,48.678,22.3144,6.16166666667,11.7766666667,24.7744,8.03266666667
595.15,11.1671333333,56.1849333333,45.4156,48.717,22.6362,6.23246666667,11.8314666667,25.0326666667,8.06
595.49,11.13,56.1747333333,45.3922,48.6913333333,22.8656666667,6.2056,11.7964666667,25.2200666667,8.01713333333
595.82,11.1315333333,56.2178,45.4314,48.7263333334,23.1213333333,6.20693333333,11.8163333333,25.4523333333,8.02026666666
596.16,11.1351333333,56.263,45.4424,48.7377333333,23.3711333333,6.20833333333,11.8124,25.6323333333,8.00553333333
596.50,11.1273333333,56.2536666667,45.4238666667,48.7445333333,23.6055333333,6.1952,11.808,25.8003333333,7.99426666667
596.83,11.1276,56.2830666667,45.4464,48.7624666667,23.8414666667,6.1828,11.8034,25.9828666667,7.9732
597.17,11.1208,56.3011333333,45.4489333333,48.7723333333,24.0524666667,6.17693333333,11.7816666667,26.176,7.9512
597.51,11.0914,56.3356,45.4464666667,48.8033333333,24.2453333333,6.14493333333,11.7602,26.3238666667,7.89966666667
597.84,11.0669333333,56.3371333333,45.4528666667,48.7879333333,24.4506,6.16286666667,11.7392,26.4636,7.89686666667
598.18,10.995,56.3371333333,45.4026,48.7644666667,24.6249333333,6.0944,11.6527333333,26.5976,7.83286666667
598.52,10.9424,56.4018,45.4431333333,48.7816666667,24.8601333333,6.0274,11.6173333333,26.7931333333,7.78926666667
598.85,10.8856666667,56.3578666667,45.4012,48.7447333334,25.0685333333,5.967,11.5796666667,26.9512,7.75920000001
599.19,10.8794666667,56.2859333333,45.3256,48.6909333333,25.3042,5.9756,11.5711333333,27.0996,7.7746
599.53,10.8588666667,56.2964,45.3158,48.699,25.5824,5.95526666667,11.5519333333,27.2707333333,7.76353333333
599.86,10.8332666667,56.1897333333,45.2509333333,48.6213333333,25.8225333333,5.93906666667,11.5318,27.4626666667,7.74540000001
600.20,10.8502666667,56.1916,45.2794,48.6272666667,26.1261333334,5.961,11.5556666667,27.7178666667,7.78739999999
600.53,10.8590666667,56.1992666667,45.292,48.6446666667,26.4137333333,5.9618,11.5666666667,27.9254,7.80693333334
600.87,10.8631333333,56.1850666667,45.2637333333,48.6325333333,26.7217333333,5.98053333333,11.5744666667,28.1153333333,7.81966666667
601.21,10.8588666667,56.1464,45.2743333333,48.581,26.9910666667,5.9812,11.5750666667,28.3278666667,7.82713333333
601.54,10.8817333333,56.1238666667,45.2560666667,48.5756,27.2780666666,5.97926666667,11.6026,28.5625333333,7.84526666667
601.88,10.9616,56.1332666667,45.3312666667,48.6246666667,27.624,6.08466666667,11.7329333333,28.8524666666,7.93080000001
602.21,11.0367333333,56.1462666667,45.3516666667,48.6962666667,27.9137333333,6.15386666667,11.7816666667,29.0553333333,7.98493333333
602.55,11.0866,56.1831333333,45.3866,48.7118666667,28.1979333333,6.19493333333,11.7963333333,29.2464666667,8.00613333334
602.88,11.0888,56.2248666667,45.4600666667,48.7733333333,28.4833333333,6.18833333333,11.8172,29.4554,7.99800000001
603.22,11.0948,56.2517333333,45.5002666667,48.7943333333,28.7111333333,6.20253333333,11.8251333333,29.6440666666,8.00540000001
603.56,11.1040666667,56.2606666667,45.5083333333,48.8081333333,28.9056666667,6.19813333333,11.8144,29.7894,7.99659999999
603.89,11.0806666667,56.2516,45.5098,48.8130666667,29.0778,6.17946666667,11.7866,29.883,7.94806666666
604.23,11.0786,56.2583333333,45.51,48.8266,29.274,6.19446666667,11.7697333333,30.0137333333,7.94433333334
604.56,11.0440666667,56.2527333333,45.509,48.8176666667,29.4114,6.15453333333,11.7428,30.1092666667,7.90859999999
604.90,11.0504666667,56.2760666667,45.5047333333,48.8524,29.6136,6.16126666667,11.7449333333,30.239,7.93113333334
605.23,11.0517333333,56.3730666667,45.5724,48.9440666667,29.8457333333,6.17633333333,11.7408,30.3932,7.93366666667
605.57,11.0089333333,56.3462666667,45.5171333333,48.9117333333,29.9990666667,6.12906666667,11.6564666667,30.4724,7.89886666666
605.90,10.9758,56.3304,45.5236,48.8945333333,30.1793333333,6.1096,11.6374666667,30.5844,7.87413333334
606.24,10.9532666667,56.3417333333,45.5497333333,48.9288,30.383,6.08766666666,11.6454,30.7278666667,7.88846666666
606.58,10.9682666667,56.4009333333,45.5601333333,48.9562666667,30.6033333333,6.0984,11.6368666667,30.9064666667,7.91166666667
606.91,10.984,56.4028,45.5716,48.9727333333,30.8384,6.1122,11.6550666667,31.0598666667,7.93933333333
607.25,11.0038666667,56.5158,45.6605333334,49.0712,31.1105333333,6.11386666667,11.6680666667,31.2721333333,7.994
607.58,11.0479333333,56.5338666667,45.6536,49.0718666667,31.333,6.15606666667,11.6977333333,31.4494666667,8.07253333333
607.92,11.0398666667,56.5330666667,45.6434,49.0821333333,31.5453333333,6.14186666667,11.7063333333,31.6035333333,8.1058
608.25,11.0788666667,56.5083333333,45.6351333333,49.0786,31.7559333333,6.19633333333,11.7379333333,31.7646666667,8.17653333333
608.59,11.1074666667,56.4541333333,45.6097333333,49.0290666667,31.9187333333,6.22346666667,11.7490666667,31.884,8.2234
608.92,11.1056666667,56.3680666667,45.5361333333,48.919,32.0362,6.22446666667,11.7454666667,31.9804,8.26453333333
609.26,11.132,56.3854666667,45.5562,48.9356,32.2050666667,6.2582,11.7809333333,32.1073333333,8.34113333333
609.59,11.1247333333,56.3175333333,45.4916,48.8904666667,32.3546666667,6.26266666667,11.783,32.2292,8.39586666667
609.93,11.1865333333,56.3882666667,45.5155333333,48.9611333333,32.5684,6.306,11.8002,32.4116666667,8.46993333333
610.26,11.1682,56.3468,45.5187333333,48.9611333333,32.735,6.30806666667,11.7903333333,32.517,8.49299999999
610.60,11.1390666667,56.2915333333,45.433,48.8719333333,32.832,6.284,11.7474666667,32.5607333333,8.49693333334
610.93,11.119,56.2368666667,45.362,48.8549333333,32.9836666667,6.28373333334,11.7502666667,32.6369333333,8.50400000001
611.27,11.0936,56.2576,45.3806666667,48.8797333333,33.1793333333,6.27086666667,11.7446666667,32.7683333333,8.508
611.60,11.0112,56.1630666667,45.273,48.7790666667,33.2494666667,6.19613333333,11.6605333333,32.7978666667,8.43966666667
611.93,10.9606666666,56.1536,45.2445333333,48.7738666666,33.4044666667,6.1376,11.6008666667,32.8909333333,8.40480000001
612.27,10.9171333333,56.1646666667,45.2318,48.7762,33.5488,6.07393333333,11.5451333333,32.9798,8.35779999999
612.60,10.9293333333,56.2015333333,45.2508,48.8276,33.737,6.0502,11.5459333333,33.119,8.35259999999
612.94,10.8969333333,56.2330666667,45.2669333333,48.8684,33.9034,6.0006,11.5175333333,33.2479333333,8.28773333333
613.27,10.9287333333,56.3293333333,45.3227333333,48.9438666667,34.0884,6.00053333333,11.5292666667,33.3744,8.27006666667
613.61,10.8376,56.2077333333,45.261,48.8292666667,34.1644,5.90206666667,11.4654666667,33.4046,8.15746666667
613.94,10.8414666667,56.1858,45.2108,48.8016666667,34.2626,5.9004,11.4704,33.4818,8.15986666666
614.28,10.8531333333,56.2919333333,45.3068,48.9546,34.4952666666,5.8596,11.455,33.6529333334,8.14906666667
614.61,10.8279333333,56.2466,45.2928666666,48.8934666667,34.6123333333,5.8258,11.4325333333,33.6878,8.11953333333
614.94,10.7741333333,56.2314,45.2840666666,48.9074666667,34.7208,5.74893333333,11.3800666666,33.7357333333,8.03386666667
615.28,10.8969333334,56.3292,45.4140666667,49.0324,34.9992666667,5.8586,11.4781333333,33.9442,8.1352
615.61,10.9244666667,56.3822,45.4702,49.0828,35.1848,5.90846666667,11.5320666667,34.0822666667,8.15766666667
615.95,10.9486666667,56.4630666667,45.5362,49.1819333333,35.3854666667,5.96446666667,11.6011333333,34.2368666667,8.18973333333
616.28,10.8846,56.4078,45.4663333333,49.0951333333,35.4715333333,5.93633333333,11.5605333333,34.2266,8.12686666666
616.61,10.9244666667,56.3873333333,45.4475333333,49.1008666667,35.6483333333,5.97066666667,11.5959333333,34.3180666667,8.14640000001
616.95,10.9252,56.3944,45.4404666667,49.1183333333,35.8158666667,5.96466666666,11.6134666667,34.4180666667,8.13106666666
617.28,10.9644,56.4716,45.4757333333,49.1682666667,35.9893333333,6.03493333333,11.6622,34.5242,8.18573333334
617.62,11.0105333333,56.6391333333,45.6073333333,49.3046666667,36.2265333333,6.05033333333,11.7097333333,34.7031333333,8.18926666667
617.95,11.0311333333,56.6184666666,45.5934666667,49.2772,36.356,6.10293333333,11.7440666667,34.7735333333,8.20173333333
618.28,11.0843333333,56.6607333333,45.6257333333,49.3356666667,36.5336666667,6.17386666667,11.7782666667,34.9346,8.26380000001
618.62,11.1476666667,56.6478666667,45.6167333333,49.309,36.6463333333,6.21113333333,11.8162,35.0315333333,8.30706666667
618.95,11.1120666667,56.6627333333,45.6175333333,49.3344666667,36.7547333333,6.18286666667,11.8166,35.1251333333,8.29106666667
619.28,11.173,56.7608,45.6886,49.4279333333,36.937,6.20833333334,11.8626,35.293,8.35966666667
619.62,11.1544,56.7045333333,45.6512666667,49.4023333333,37.0337333334,6.17806666667,11.833,35.3226,8.34079999999
619.95,11.1412666667,56.6852,45.6816,49.4827333333,37.1624666667,6.1432,11.8190666667,35.4346666667,8.33926666667
620.28,11.1586666667,56.7186,45.7077333333,49.4692,37.287,6.155,11.8291333333,35.4847333333,8.36106666667
620.62,11.2014666667,56.7129333333,45.7401333333,49.4918666667,37.4248666667,6.19806666667,11.8550666667,35.5816666667,8.39653333333
620.95,11.1985333333,56.7048666667,45.7487333333,49.5276,37.556,6.19693333333,11.8508666667,35.6685333333,8.381
621.28,11.1586,56.577,45.6767333333,49.4304666667,37.5954,6.15393333333,11.8063333333,35.6686666667,8.36566666667
621.62,11.1498666667,56.5678666667,45.6520666667,49.4241333333,37.6875333333,6.13653333333,11.8232,35.7577333333,8.36020000001
621.95,11.1574,56.5582666667,45.6582,49.4273333333,37.7957333333,6.128,11.8267333333,35.8148,8.35026666666
622.28,11.1475333333,56.5755333333,45.6783333333,49.4036,37.922,6.15,11.8130666667,35.8916666667,8.35166666667
622.62,11.2084666667,56.6434,45.7443333334,49.4423333333,38.1023333333,6.22106666667,11.8583333333,36.0204,8.38993333333
622.95,11.2105333333,56.6074666667,45.695,49.4209333333,38.2238666667,6.25273333333,11.8923333333,36.0472,8.37659999999
623.28,11.2548666667,56.6366666667,45.7104666666,49.4176,38.358,6.30773333333,11.9533333333,36.1615333333,8.45159999999
623.62,11.3212666667,56.7201333333,45.7754666667,49.4396666667,38.5603333333,6.39266666667,12.0040666667,36.2873333333,8.52653333334
623.95,11.3284,56.8315333333,45.8403333333,49.5305333333,38.6972,6.39126666667,12.0025333333,36.4565333333,8.51959999999
624.28,11.2919333333,56.8618666667,45.8520666667,49.5139333333,38.7909333333,6.38606666666,11.989,36.5258,8.51380000001
624.62,11.2826,56.8586666667,45.8448666667,49.4828,38.8834666667,6.349,11.9538666667,36.5514,8.50466666667
624.95,11.3481333333,56.9195333333,45.894,49.5186,39.0406666667,6.40066666667,11.999,36.6592,8.53733333334
625.28,11.3276,56.9218666667,45.8621333333,49.4792,39.1364666667,6.39286666667,11.9604666667,36.6958,8.51553333333
625.61,11.3158666667,56.9543333333,45.8945333333,49.5056666667,39.2413333333,6.39286666667,11.9798666667,36.797,8.5188
625.95,11.3397333333,56.9368,45.8697333333,49.5418666667,39.3467333333,6.39673333333,12.0015333333,36.8498,8.55086666666
626.28,11.3156666667,56.8689333333,45.8005333333,49.4731333333,39.365,6.339,11.9487333333,36.8091333333,8.49719999999
626.61,11.3026666667,56.8881333333,45.8392,49.4543333333,39.4299333334,6.28393333333,11.9138666666,36.878,8.48199999999
626.94,11.2840666667,56.9763333333,45.9245333333,49.5351333333,39.5613333333,6.2564,11.8795333333,36.9812666667,8.43626666666
627.28,11.3454666667,57.027,45.9643333333,49.5944666667,39.6834,6.31526666667,11.9724666667,37.1104,8.49253333333
627.61,11.3865333333,56.9412,45.9291333334,49.5278,39.7428666667,6.36866666667,12.0152,37.1109333333,8.54439999999
627.94,11.3876666667,56.8977333333,45.8834,49.5024666667,39.8102,6.34966666667,12.0063333333,37.1449333333,8.54380000001
628.27,11.4334,56.9646,45.9318,49.5921333333,39.9638,6.4034,12.0654666667,37.2886666667,8.60639999999
628.61,11.4109333333,56.9168,45.8866666667,49.5705333333,40.0152666667,6.38933333333,12.0611333333,37.3112,8.59813333333
628.94,11.4580666667,56.9685333333,45.9832666667,49.6757333333,40.142,6.41493333333,12.0973333333,37.4522666667,8.64020000001
629.27,11.449,56.9271333333,45.9316,49.5973333334,40.1773333333,6.43126666667,12.0574666667,37.4710666667,8.63679999999
629.60,11.4751333333,57.0377333333,46.0426666667,49.7165333333,40.3432,6.49386666667,12.1138666667,37.6262666667,8.66813333333
629.94,11.4893333333,57.0779333333,46.0674,49.7841333333,40.4528,6.54166666666,12.1502666667,37.7422,8.73553333334
630.27,11.4986,57.0645333333,46.0445333333,49.8054666667,40.5726,6.5744,12.1702,37.7727333333,8.75020000001
630.60,11.5363333333,57.0378666667,46.0247333333,49.8011333333,40.6624,6.63293333333,12.2111333333,37.8218666666,8.80453333333
630.93,11.5313333333,57.0302666667,46.0256,49.8215333333,40.7604,6.62553333333,12.1769333333,37.8566666667,8.79179999999
