wavelength,Back_PooCaef,Belly_PooCaef,Breast_PooCaef,Crissum_PooCaef,Crown_PooCaef,DorTail_PooCaef,Patch10_PooCaef,Patch11_PooCaef,Rump_PooCaef,Throat_PooCaef,WingTip_PooCaef
522.45,7.61666666667,32.1833333333,5.19866666667,10.1663333333,6.78533333333,7.168,21.6646666667,2.846,6.77433333333,37.758,8.591
522.79,7.62366666667,32.1993333333,5.21733333333,10.1863333333,6.79,7.15133333333,21.69,2.827,6.79233333333,37.765,8.62433333333
523.14,7.648,32.223,5.24533333333,10.2136666667,6.78833333333,7.143,21.7176666667,2.82133333333,6.791,37.777,8.61666666667
523.48,7.63,32.2153333333,5.25133333333,10.2303333333,6.79233333333,7.114,21.7643333333,2.822,6.81033333333,37.8156666667,8.623
523.83,7.616,32.2026666667,5.25633333333,10.245,6.78466666667,7.10633333333,21.7633333333,2.79466666667,6.78966666667,37.7826666667,8.60133333333
524.17,7.628,32.2163333333,5.292,10.263,6.793,7.11033333333,21.756,2.786,6.79733333333,37.8053333333,8.59633333333
524.52,7.63433333333,32.2263333333,5.32933333333,10.2783333333,6.81533333333,7.14333333333,21.7773333333,2.79433333333,6.81466666667,37.795,8.60933333333
524.87,7.63066666667,32.201,5.35233333333,10.2906666667,6.80266666667,7.14133333333,21.7536666667,2.763,6.8,37.8263333333,8.61633333333
525.21,7.63033333333,32.1623333333,5.35233333333,10.3103333333,6.80633333333,7.12466666667,21.7326666667,2.759,6.81133333333,37.8083333333,8.592
525.56,7.64,32.2276666667,5.409,10.3213333333,6.82233333333,7.151,21.7793333333,2.772,6.83366666667,37.8263333333,8.60733333333
525.90,7.65666666667,32.263,5.461,10.362,6.855,7.19033333333,21.8253333333,2.78433333333,6.85133333333,37.86,8.64066666667
526.25,7.66133333333,32.334,5.48433333333,10.3666666667,6.82866666667,7.19633333333,21.8636666667,2.76433333333,6.81866666667,37.9486666667,8.62633333333
526.59,7.679,32.4386666667,5.514,10.4123333333,6.832,7.19566666667,21.8946666667,2.76766666667,6.82333333333,38.069,8.62166666667
526.94,7.691,32.5126666667,5.54366666667,10.45,6.84766666667,7.212,21.9606666667,2.78333333333,6.836,38.1656666667,8.65233333333
527.28,7.69333333333,32.5823333333,5.56366666667,10.477,6.85866666667,7.234,21.9643333333,2.78866666667,6.84,38.2333333333,8.665
527.63,7.692,32.6216666667,5.59333333333,10.5013333333,6.85766666667,7.23433333333,21.9876666667,2.79366666667,6.85566666667,38.3123333333,8.678
527.97,7.69866666667,32.6666666667,5.61066666667,10.5243333333,6.85833333333,7.24766666667,22.016,2.80133333333,6.86233333333,38.3673333333,8.69
528.32,7.71133333333,32.6993333333,5.61533333333,10.5503333333,6.84633333333,7.25266666667,22.031,2.807,6.86433333333,38.4203333333,8.70866666667
528.66,7.727,32.7366666667,5.626,10.5666666667,6.848,7.253,22.056,2.81633333333,6.88066666667,38.4223333333,8.71666666667
529.01,7.73766666667,32.7663333333,5.64466666667,10.5793333333,6.84366666667,7.26366666667,22.0673333333,2.821,6.87633333333,38.4276666667,8.72866666667
529.35,7.72333333333,32.7883333333,5.632,10.595,6.843,7.26733333333,22.0573333333,2.816,6.867,38.463,8.72066666667
529.70,7.72166666667,32.8013333333,5.63266666667,10.605,6.824,7.25733333333,22.0586666667,2.81733333333,6.858,38.468,8.71533333333
530.04,7.73333333333,32.794,5.65466666667,10.635,6.847,7.26033333333,22.0626666667,2.83666666667,6.87233333333,38.4266666667,8.74233333333
530.39,7.72166666667,32.7393333333,5.667,10.6496666667,6.85,7.27266666667,22.06,2.84966666667,6.87166666667,38.3746666667,8.75033333333
530.73,7.71566666667,32.712,5.68766666667,10.671,6.852,7.255,22.033,2.84766666667,6.85833333333,38.33,8.74
531.08,7.72766666667,32.6986666667,5.704,10.6986666667,6.838,7.24033333333,22.0436666667,2.848,6.85933333333,38.285,8.741
531.42,7.748,32.7083333333,5.72833333333,10.7416666667,6.85033333333,7.25966666667,22.0603333333,2.84766666667,6.853,38.2673333333,8.74766666667
531.77,7.74766666667,32.697,5.73666666667,10.7656666667,6.851,7.24833333333,22.046,2.854,6.86166666667,38.2486666667,8.751
532.11,7.73833333333,32.705,5.772,10.7983333333,6.857,7.231,22.031,2.86166666667,6.86,38.231,8.748
532.46,7.71633333333,32.679,5.79166666667,10.8223333333,6.86166666667,7.224,22.0256666667,2.856,6.858,38.1806666667,8.74666666667
532.80,7.713,32.6846666667,5.81566666667,10.8526666667,6.86466666667,7.21633333333,22.03,2.86066666667,6.85533333333,38.1856666667,8.73966666667
533.15,7.72,32.6736666667,5.84433333333,10.8906666667,6.87133333333,7.21833333333,22.04,2.86733333333,6.86166666667,38.1546666667,8.755
533.49,7.73233333333,32.6773333333,5.86266666667,10.9213333333,6.88733333333,7.21166666667,22.0373333333,2.87233333333,6.88366666667,38.1833333333,8.762
533.84,7.73766666667,32.691,5.88066666667,10.9556666667,6.898,7.226,22.054,2.87366666667,6.89033333333,38.1846666667,8.751
534.18,7.76433333333,32.7343333333,5.91033333333,10.9923333333,6.91966666667,7.232,22.0676666667,2.883,6.90466666667,38.2226666667,8.76533333333
534.52,7.76333333333,32.733,5.91733333333,11.011,6.91233333333,7.24633333333,22.0706666667,2.88066666667,6.90266666667,38.202,8.77233333333
534.87,7.76466666667,32.7486666667,5.93733333333,11.0583333333,6.91933333333,7.26,22.0606666667,2.88266666667,6.89766666667,38.184,8.76766666667
535.21,7.74533333333,32.7256666667,5.954,11.0763333333,6.89333333333,7.243,22.0246666667,2.87366666667,6.9,38.1456666667,8.75533333333
535.56,7.75166666667,32.7196666667,5.96633333333,11.1223333333,6.898,7.22766666667,22.0233333333,2.857,6.87666666667,38.1233333333,8.75566666667
535.90,7.747,32.6896666667,5.967,11.151,6.894,7.23666666667,22.02,2.84033333333,6.85766666667,38.0986666667,8.74433333333
536.25,7.78266666667,32.7213333333,5.992,11.2086666667,6.91066666667,7.25966666667,22.036,2.86266666667,6.866,38.1746666667,8.76133333333
536.59,7.788,32.7403333333,6.008,11.2643333333,6.91466666667,7.27,22.0443333333,2.867,6.87066666667,38.197,8.78033333333
536.93,7.81533333333,32.78,6.03466666667,11.318,6.91666666667,7.26733333333,22.0713333333,2.871,6.88333333333,38.2423333333,8.79166666667
537.28,7.799,32.8063333333,6.05066666667,11.356,6.91533333333,7.29566666667,22.0936666667,2.86333333333,6.85966666667,38.2443333333,8.78633333333
537.62,7.79866666667,32.811,6.077,11.4006666667,6.91233333333,7.28833333333,22.1006666667,2.864,6.86633333333,38.2836666667,8.787
537.97,7.78866666667,32.7966666667,6.11333333333,11.449,6.91733333333,7.29266666667,22.12,2.86366666667,6.87266666667,38.2463333333,8.80433333333
538.31,7.774,32.805,6.14466666667,11.4786666667,6.92933333333,7.28166666667,22.114,2.85933333333,6.89266666667,38.2406666667,8.80266666667
538.65,7.769,32.7933333333,6.16833333333,11.4793333333,6.91533333333,7.292,22.132,2.852,6.886,38.255,8.80733333333
539.00,7.791,32.8166666667,6.19433333333,11.514,6.943,7.29966666667,22.1773333333,2.86366666667,6.88533333333,38.2976666667,8.81666666667
539.34,7.789,32.8256666667,6.24233333333,11.555,6.958,7.33766666667,22.2286666667,2.86733333333,6.903,38.3516666667,8.83166666667
539.69,7.82266666667,32.914,6.30233333333,11.6236666667,6.986,7.356,22.2993333333,2.902,6.95266666667,38.447,8.866
540.03,7.81233333333,32.9643333333,6.34033333333,11.6453333333,6.96533333333,7.34066666667,22.3043333333,2.89233333333,6.956,38.4436666667,8.874
540.37,7.82066666667,32.9766666667,6.378,11.6623333333,6.97833333333,7.363,22.3216666667,2.894,6.96866666667,38.4873333333,8.87866666667
540.72,7.80666666667,32.9683333333,6.40833333333,11.697,6.98966666667,7.377,22.321,2.90766666667,6.97,38.5093333333,8.89933333333
541.06,7.82533333333,32.9873333333,6.429,11.7263333333,6.997,7.36166666667,22.315,2.91466666667,6.97566666667,38.512,8.89966666667
541.40,7.82466666667,33.005,6.442,11.7346666667,6.99733333333,7.348,22.3116666667,2.91666666667,6.979,38.5113333333,8.902
541.75,7.82633333333,33.007,6.44133333333,11.762,6.975,7.345,22.2973333333,2.91433333333,6.96933333333,38.526,8.89733333333
542.09,7.84833333333,33.045,6.45766666667,11.8163333333,6.99666666667,7.347,22.3356666667,2.926,6.98433333333,38.5706666667,8.91533333333
542.43,7.85766666667,33.0943333333,6.48266666667,11.8866666667,7.02866666667,7.34166666667,22.366,2.95,7.004,38.605,8.91966666667
542.78,7.88133333333,33.1246666667,6.51133333333,11.9753333333,7.049,7.36433333333,22.385,2.97933333333,7.02633333333,38.6053333333,8.96566666667
543.12,7.88933333333,33.1396666667,6.52766666667,12.0103333333,7.034,7.34733333333,22.363,2.99533333333,7.038,38.5693333333,8.963
543.46,7.90233333333,33.1263333333,6.55333333333,12.056,7.05233333333,7.367,22.3563333333,2.99,7.021,38.5433333333,8.96233333333
543.81,7.904,33.114,6.566,12.1176666667,7.082,7.38033333333,22.388,2.99966666667,7.03066666667,38.57,8.97533333333
544.15,7.90033333333,33.158,6.59433333333,12.1866666667,7.08666666667,7.37633333333,22.43,3.00866666667,7.03766666667,38.5926666667,9.00666666667
544.49,7.91466666667,33.1953333333,6.609,12.227,7.08166666667,7.37233333333,22.44,2.99633333333,7.022,38.5513333333,8.98
544.84,7.92166666667,33.2246666667,6.64333333333,12.286,7.09333333333,7.389,22.4676666667,3.003,7.027,38.6006666667,9.00666666667
545.18,7.92166666667,33.246,6.67833333333,12.3436666667,7.09633333333,7.388,22.4726666667,3.00533333333,7.03066666667,38.588,9.02666666667
545.52,7.93766666667,33.2986666667,6.723,12.3903333333,7.125,7.393,22.502,3.01966666667,7.043,38.6193333333,9.03
545.87,7.942,33.3196666667,6.77666666667,12.4463333333,7.13866666667,7.41533333333,22.4953333333,3.03533333333,7.06,38.618,9.03033333333
546.21,7.94366666667,33.263,6.82,12.4666666667,7.13433333333,7.419,22.4973333333,3.01866666667,7.05666666667,38.5836666667,9.054
546.55,7.91266666667,33.304,6.832,12.4593333333,7.11533333333,7.40066666667,22.4896666667,2.998,7.03833333333,38.586,9.02433333333
546.90,7.91433333333,33.3606666667,6.89033333333,12.513,7.14966666667,7.40333333333,22.5353333333,3.00466666667,7.04966666667,38.6436666667,9.02766666667
547.24,7.872,33.3426666667,6.886,12.509,7.10266666667,7.32433333333,22.5223333333,2.97833333333,7.044,38.612,8.98933333333
547.58,7.893,33.3566666667,6.92133333333,12.5516666667,7.09266666667,7.32666666667,22.5193333333,2.99533333333,7.05633333333,38.6213333333,8.98133333333
547.92,7.89466666667,33.2976666667,6.926,12.558,7.08233333333,7.29,22.464,2.97733333333,7.02,38.5286666667,8.92266666667
548.27,7.88433333333,33.308,6.942,12.577,7.08133333333,7.26633333333,22.4713333333,2.97166666667,7.019,38.572,8.91633333333
548.61,7.85633333333,33.281,6.95033333333,12.5883333333,7.06533333333,7.276,22.4513333333,2.974,7.03366666667,38.5183333333,8.89433333333
548.95,7.87466666667,33.2946666667,6.971,12.6616666667,7.089,7.318,22.469,2.98233333333,7.04933333333,38.5836666667,8.89733333333
549.29,7.886,33.3586666667,7.031,12.724,7.09533333333,7.324,22.5023333333,2.98,7.041,38.634,8.892
549.64,7.92133333333,33.349,7.07166666667,12.754,7.067,7.358,22.5606666667,2.98166666667,7.042,38.6346666667,8.89066666667
549.98,7.975,33.4396666667,7.092,12.811,7.08933333333,7.39733333333,22.5916666667,3.00633333333,7.07766666667,38.721,8.91033333333
550.32,8.01566666667,33.4666666667,7.112,12.863,7.11066666667,7.44966666667,22.6176666667,3.02166666667,7.09633333333,38.7736666667,8.916
550.66,8.00066666667,33.466,7.113,12.87,7.091,7.454,22.6106666667,3.02533333333,7.109,38.7466666667,8.902
551.01,8.04666666667,33.567,7.17033333333,12.921,7.13733333333,7.553,22.6693333333,3.07266666667,7.13,38.801,8.958
551.35,8.05666666667,33.6386666667,7.19166666667,12.9653333333,7.16966666667,7.56233333333,22.698,3.07366666667,7.126,38.8416666667,8.98366666667
551.69,8.08066666667,33.6976666667,7.239,13.023,7.198,7.57666666667,22.7406666667,3.13766666667,7.199,38.9133333333,9.026
552.03,8.12566666667,33.7316666667,7.29566666667,13.0716666667,7.19566666667,7.61366666667,22.7243333333,3.16366666667,7.25266666667,38.9313333333,9.07566666667
552.38,8.16866666667,33.8293333333,7.338,13.124,7.21333333333,7.591,22.792,3.166,7.26,38.9993333333,9.09133333333
552.72,8.15733333333,33.8633333333,7.35766666667,13.1136666667,7.194,7.56266666667,22.788,3.141,7.24066666667,39.0186666667,9.085
553.06,8.147,33.8326666667,7.34933333333,13.118,7.19966666667,7.56066666667,22.7993333333,3.12533333333,7.24566666667,39.01,9.087
553.40,8.123,33.8783333333,7.31533333333,13.1273333333,7.227,7.533,22.7853333333,3.109,7.233,39.0536666667,9.111
553.74,8.07433333333,33.8513333333,7.31833333333,13.1306666667,7.21033333333,7.49033333333,22.753,3.08333333333,7.19266666667,39.001,9.08033333333
554.09,8.02033333333,33.82,7.35766666667,13.1366666667,7.19533333333,7.44066666667,22.7356666667,3.053,7.183,38.967,9.07633333333
554.43,8.038,33.8453333333,7.37633333333,13.2116666667,7.21066666667,7.46133333333,22.7553333333,3.02433333333,7.15466666667,38.9963333333,9.114
554.77,8.01366666667,33.8366666667,7.389,13.235,7.20533333333,7.439,22.748,2.99433333333,7.15733333333,38.998,9.12333333333
555.11,7.998,33.8216666667,7.40233333333,13.2186666667,7.17233333333,7.40833333333,22.741,2.96966666667,7.13033333333,38.9753333333,9.09433333333
555.45,7.975,33.8306666667,7.433,13.2476666667,7.171,7.426,22.7746666667,2.91,7.097,39.0013333333,9.09166666667
555.80,7.96333333333,33.798,7.41966666667,13.2653333333,7.18766666667,7.39066666667,22.7796666667,2.88266666667,7.07033333333,39.0186666667,9.05533333333
556.14,7.97933333333,33.7913333333,7.48933333333,13.3046666667,7.20833333333,7.472,22.7633333333,2.889,7.09966666667,38.9536666667,9.07566666667
556.48,8.04,33.8143333333,7.548,13.3733333333,7.267,7.519,22.8316666667,2.95533333333,7.16633333333,38.943,9.13533333333
556.82,8.059,33.8696666667,7.58966666667,13.4323333333,7.28733333333,7.52933333333,22.8376666667,2.96466666667,7.18333333333,38.9673333333,9.16466666667
557.16,8.06066666667,33.8376666667,7.64066666667,13.4736666667,7.24766666667,7.52633333333,22.798,2.97633333333,7.178,38.959,9.133
557.50,8.058,33.864,7.65566666667,13.4756666667,7.24633333333,7.51333333333,22.8363333333,2.96766666667,7.16933333333,38.961,9.124
557.85,8.12133333333,33.9053333333,7.69133333333,13.52,7.27866666667,7.52966666667,22.888,3.00866666667,7.192,39.004,9.14866666667
558.19,8.13366666667,33.8933333333,7.69966666667,13.5223333333,7.237,7.51733333333,22.9266666667,3.03833333333,7.20766666667,39.043,9.13666666667
558.53,8.17533333333,33.943,7.736,13.6043333333,7.25566666667,7.54733333333,22.976,3.07166666667,7.21166666667,39.1016666667,9.15833333333
558.87,8.18366666667,33.9743333333,7.81333333333,13.6916666667,7.30266666667,7.60733333333,23.0326666667,3.08633333333,7.25633333333,39.107,9.21133333333
559.21,8.195,34.001,7.83633333333,13.7436666667,7.30733333333,7.636,23.086,3.08933333333,7.26533333333,39.1236666667,9.23266666667
559.55,8.184,34.0133333333,7.917,13.8123333333,7.29633333333,7.66433333333,23.1443333333,3.12966666667,7.265,39.0806666667,9.28133333333
559.89,8.14966666667,33.9723333333,7.899,13.7866666667,7.27033333333,7.582,23.161,3.10133333333,7.227,39.104,9.25833333333
560.23,8.12166666667,34.0503333333,7.92133333333,13.805,7.24366666667,7.54166666667,23.1806666667,3.08966666667,7.19366666667,39.1606666667,9.23533333333
560.58,8.09866666667,34.012,7.90033333333,13.7963333333,7.20166666667,7.54166666667,23.1946666667,3.10533333333,7.19633333333,39.144,9.20666666667
560.92,8.11933333333,34.0546666667,7.94066666667,13.833,7.21366666667,7.54266666667,23.224,3.09933333333,7.20333333333,39.154,9.20966666667
561.26,8.14466666667,34.1423333333,7.99166666667,13.907,7.209,7.536,23.2386666667,3.118,7.24166666667,39.246,9.233
561.60,8.163,34.1763333333,8.022,13.9626666667,7.215,7.539,23.2443333333,3.14133333333,7.26,39.2746666667,9.249
561.94,8.16333333333,34.2226666667,8.071,14.0126666667,7.27333333333,7.53366666667,23.2573333333,3.139,7.269,39.2703333333,9.26766666667
562.28,8.14366666667,34.2603333333,8.13633333333,13.988,7.24933333333,7.545,23.253,3.12533333333,7.27733333333,39.2813333333,9.24866666667
562.62,8.128,34.2293333333,8.11033333333,13.9746666667,7.19833333333,7.489,23.188,3.11733333333,7.27,39.2426666667,9.19433333333
562.96,8.16266666667,34.2843333333,8.16866666667,14.0116666667,7.227,7.47566666667,23.131,3.15566666667,7.29033333333,39.247,9.23
563.30,8.20866666667,34.39,8.19933333333,14.0666666667,7.266,7.49233333333,23.1903333333,3.17333333333,7.35266666667,39.3136666667,9.26733333333
563.64,8.22466666667,34.4116666667,8.23333333333,14.1356666667,7.29433333333,7.50633333333,23.179,3.19033333333,7.349,39.323,9.254
563.99,8.212,34.3416666667,8.226,14.181,7.27966666667,7.51766666667,23.1696666667,3.18033333333,7.35633333333,39.3026666667,9.259
564.33,8.23333333333,34.3376666667,8.26966666667,14.1906666667,7.30933333333,7.53066666667,23.178,3.17733333333,7.36766666667,39.3206666667,9.287
564.67,8.254,34.3903333333,8.29766666667,14.2173333333,7.31466666667,7.55633333333,23.191,3.18033333333,7.379,39.38,9.31066666667
565.01,8.248,34.3453333333,8.34266666667,14.2336666667,7.32866666667,7.601,23.175,3.16433333333,7.351,39.304,9.28333333333
565.35,8.21566666667,34.3156666667,8.398,14.228,7.317,7.56766666667,23.1576666667,3.13566666667,7.36233333333,39.285,9.24833333333
565.69,8.19766666667,34.2856666667,8.39933333333,14.188,7.29033333333,7.56366666667,23.118,3.129,7.33866666667,39.259,9.226
566.03,8.22466666667,34.2463333333,8.398,14.2186666667,7.33266666667,7.57133333333,23.0886666667,3.13066666667,7.34966666667,39.2446666667,9.24066666667
566.37,8.21766666667,34.269,8.42566666667,14.223,7.345,7.58566666667,23.083,3.12133333333,7.32433333333,39.2663333333,9.26833333333
566.71,8.186,34.227,8.40866666667,14.2063333333,7.29133333333,7.57933333333,23.0486666667,3.07966666667,7.29866666667,39.224,9.20533333333
567.05,8.16266666667,34.1826666667,8.419,14.1833333333,7.26733333333,7.58666666667,22.9916666667,3.048,7.27333333333,39.222,9.185
567.39,8.17333333333,34.214,8.45233333333,14.248,7.27366666667,7.58133333333,23.0173333333,3.06466666667,7.30066666667,39.183,9.24466666667
567.73,8.16133333333,34.233,8.496,14.2346666667,7.27433333333,7.55266666667,23.004,3.054,7.28766666667,39.1713333333,9.23333333333
568.07,8.12733333333,34.2373333333,8.534,14.2616666667,7.24266666667,7.54633333333,22.968,3.02833333333,7.25433333333,39.149,9.21733333333
568.41,8.09,34.2096666667,8.56033333333,14.2526666667,7.23866666667,7.547,22.9673333333,3.011,7.23233333333,39.134,9.238
568.75,8.07833333333,34.222,8.57633333333,14.2853333333,7.27766666667,7.56766666667,23.0033333333,3.02033333333,7.25066666667,39.2033333333,9.29266666667
569.09,8.10033333333,34.217,8.58433333333,14.3226666667,7.29366666667,7.60866666667,23.0126666667,3.02633333333,7.237,39.2223333333,9.323
569.43,8.13266666667,34.2873333333,8.645,14.4083333333,7.333,7.649,23.0653333333,3.04333333333,7.28633333333,39.2456666667,9.36666666667
569.77,8.11033333333,34.334,8.70766666667,14.4343333333,7.337,7.61933333333,23.0906666667,3.059,7.31266666667,39.2933333333,9.38733333333
570.11,8.15366666667,34.3593333333,8.76133333333,14.4673333333,7.359,7.645,23.1236666667,3.091,7.34866666667,39.3183333333,9.38666666667
570.45,8.167,34.3956666667,8.81866666667,14.5113333333,7.405,7.623,23.1753333333,3.124,7.37133333333,39.405,9.428
570.79,8.215,34.4116666667,8.872,14.559,7.45333333333,7.65866666667,23.186,3.175,7.39566666667,39.3973333333,9.43466666667
571.13,8.231,34.4036666667,8.902,14.547,7.461,7.69933333333,23.183,3.179,7.39733333333,39.4723333333,9.44933333333
571.47,8.25266666667,34.4066666667,8.92666666667,14.5553333333,7.43966666667,7.73,23.1686666667,3.17833333333,7.39933333333,39.484,9.446
571.81,8.281,34.457,8.94033333333,14.6306666667,7.48033333333,7.731,23.198,3.19666666667,7.43966666667,39.5046666667,9.45433333333
572.15,8.30066666667,34.477,9.00533333333,14.6933333333,7.50333333333,7.72466666667,23.224,3.21866666667,7.46633333333,39.495,9.46
572.49,8.317,34.4863333333,9.044,14.6943333333,7.49766666667,7.721,23.2033333333,3.24833333333,7.48166666667,39.4906666667,9.454
572.83,8.33766666667,34.504,9.08233333333,14.708,7.49266666667,7.69933333333,23.204,3.26866666667,7.479,39.5303333333,9.46166666667
573.17,8.286,34.4846666667,9.069,14.687,7.47233333333,7.68233333333,23.166,3.255,7.45366666667,39.5386666667,9.45066666667
573.51,8.276,34.4616666667,9.08233333333,14.7053333333,7.43433333333,7.64733333333,23.1553333333,3.22433333333,7.427,39.479,9.40833333333
573.85,8.256,34.433,9.08433333333,14.742,7.42366666667,7.60966666667,23.1323333333,3.18466666667,7.41266666667,39.4916666667,9.403
574.19,8.28566666667,34.462,9.111,14.8113333333,7.42766666667,7.65666666667,23.1313333333,3.19,7.40933333333,39.5066666667,9.404
574.53,8.27333333333,34.517,9.10333333333,14.8556666667,7.40733333333,7.62366666667,23.141,3.169,7.38166666667,39.5396666667,9.42833333333
574.87,8.247,34.5776666667,9.12133333333,14.9036666667,7.37833333333,7.60666666667,23.1483333333,3.15433333333,7.38133333333,39.5133333333,9.40966666667
575.21,8.25366666667,34.6263333333,9.162,14.9863333333,7.41833333333,7.59633333333,23.1683333333,3.173,7.37,39.5216666667,9.436
575.55,8.221,34.5973333333,9.18433333333,14.9823333333,7.37266666667,7.56166666667,23.1573333333,3.14666666667,7.321,39.4633333333,9.41566666667
575.89,8.20433333333,34.624,9.17,15.0186666667,7.35033333333,7.57133333333,23.1626666667,3.13833333333,7.30966666667,39.4853333333,9.406
576.22,8.23,34.6376666667,9.21166666667,15.0873333333,7.34266666667,7.552,23.1773333333,3.12466666667,7.29733333333,39.4946666667,9.40533333333
576.56,8.22233333333,34.688,9.21866666667,15.1373333333,7.37066666667,7.58333333333,23.23,3.09633333333,7.306,39.4753333333,9.42666666667
576.90,8.294,34.7293333333,9.304,15.243,7.38,7.58366666667,23.297,3.11266666667,7.326,39.513,9.443
577.24,8.34533333333,34.759,9.35033333333,15.3196666667,7.414,7.62133333333,23.306,3.131,7.33633333333,39.5356666667,9.49833333333
577.58,8.36966666667,34.8453333333,9.409,15.3863333333,7.43166666667,7.67,23.3666666667,3.16,7.33633333333,39.5556666667,9.51266666667
577.92,8.37966666667,34.8486666667,9.40666666667,15.3956666667,7.41233333333,7.66766666667,23.3783333333,3.15166666667,7.345,39.5146666667,9.53033333333
578.26,8.338,34.7973333333,9.45066666667,15.3866666667,7.384,7.653,23.408,3.13333333333,7.33633333333,39.482,9.49033333333
578.60,8.35833333333,34.7546666667,9.50133333333,15.435,7.41066666667,7.673,23.3996666667,3.14766666667,7.334,39.5076666667,9.47933333333
578.94,8.36033333333,34.7163333333,9.54133333333,15.4763333333,7.38533333333,7.67466666667,23.4196666667,3.134,7.334,39.5066666667,9.459
579.28,8.387,34.7553333333,9.59633333333,15.534,7.42166666667,7.70166666667,23.441,3.16233333333,7.35833333333,39.562,9.491
579.61,8.403,34.8026666667,9.64866666667,15.584,7.47233333333,7.72033333333,23.4886666667,3.19433333333,7.38533333333,39.6063333333,9.50333333333
579.95,8.438,34.8976666667,9.70166666667,15.6606666667,7.50833333333,7.75866666667,23.572,3.24,7.42566666667,39.6966666667,9.54833333333
580.29,8.434,34.902,9.755,15.7153333333,7.487,7.73766666667,23.5563333333,3.28133333333,7.45966666667,39.7166666667,9.559
580.63,8.47666666667,34.9676666667,9.836,15.8043333333,7.51166666667,7.79666666667,23.5883333333,3.33633333333,7.479,39.7856666667,9.59333333333
580.97,8.43833333333,34.9446666667,9.81466666667,15.8403333333,7.495,7.805,23.6263333333,3.31966666667,7.442,39.7676666667,9.559
581.31,8.464,34.9166666667,9.851,15.889,7.51,7.77866666667,23.6226666667,3.328,7.41733333333,39.7083333333,9.57533333333
581.65,8.41433333333,34.938,9.869,15.9043333333,7.504,7.753,23.624,3.31266666667,7.38566666667,39.6956666667,9.53433333333
581.98,8.44166666667,34.9723333333,9.90933333333,15.9843333333,7.522,7.75566666667,23.6436666667,3.319,7.38766666667,39.744,9.54366666667
582.32,8.459,35.023,9.92033333333,16.0256666667,7.53666666667,7.74633333333,23.6543333333,3.318,7.39366666667,39.7693333333,9.582
582.66,8.497,35.0823333333,9.97333333333,16.0576666667,7.59233333333,7.772,23.676,3.32966666667,7.39633333333,39.838,9.60733333333
583.00,8.48633333333,35.1186666667,9.99866666667,16.0776666667,7.602,7.798,23.7143333333,3.337,7.40733333333,39.8573333333,9.64833333333
583.34,8.49333333333,35.0963333333,10.0366666667,16.0816666667,7.60433333333,7.78766666667,23.679,3.294,7.36966666667,39.8076666667,9.661
583.68,8.39033333333,35.0276666667,9.988,16.07,7.55333333333,7.73233333333,23.568,3.218,7.30933333333,39.7296666667,9.61333333333
584.01,8.37366666667,34.9846666667,10.003,16.1466666667,7.552,7.719,23.563,3.19833333333,7.262,39.8006666667,9.579
584.35,8.28066666667,34.9256666667,9.938,16.0876666667,7.483,7.65733333333,23.4643333333,3.09866666667,7.19466666667,39.656,9.51766666667
584.69,8.30066666667,34.981,9.97033333333,16.1216666667,7.50633333333,7.68233333333,23.4693333333,3.13,7.27166666667,39.6796666667,9.546
585.03,8.24533333333,35.004,9.93666666667,16.1036666667,7.47833333333,7.64433333333,23.416,3.10133333333,7.3,39.6893333333,9.52633333333
585.37,8.31066666667,35.055,10.002,16.2043333333,7.522,7.66233333333,23.4686666667,3.119,7.346,39.7306666667,9.573
585.70,8.355,35.113,10.005,16.2183333333,7.54966666667,7.68133333333,23.4863333333,3.13466666667,7.38966666667,39.7406666667,9.603
586.04,8.339,35.1263333333,10.0546666667,16.26,7.51433333333,7.61133333333,23.5853333333,3.11233333333,7.389,39.7896666667,9.57866666667
586.38,8.29333333333,35.0996666667,10.0543333333,16.28,7.48533333333,7.6,23.619,3.08233333333,7.40233333333,39.7593333333,9.60133333333
586.72,8.40766666667,35.1543333333,10.171,16.3913333333,7.53833333333,7.64566666667,23.6846666667,3.12266666667,7.47533333333,39.8263333333,9.65433333333
587.06,8.38366666667,35.158,10.1406666667,16.3963333333,7.50266666667,7.57533333333,23.6403333333,3.12333333333,7.47833333333,39.8213333333,9.63166666667
587.39,8.46966666667,35.14,10.2233333333,16.349,7.52766666667,7.63133333333,23.684,3.136,7.51,39.8233333333,9.66
587.73,8.46,35.2273333333,10.2553333333,16.343,7.55133333333,7.68133333333,23.6966666667,3.12,7.52433333333,39.758,9.69633333333
588.07,8.49533333333,35.185,10.312,16.3523333333,7.65166666667,7.67833333333,23.723,3.18166666667,7.58966666667,39.7486666667,9.765
588.41,8.514,35.1936666667,10.414,16.3723333333,7.63233333333,7.691,23.7586666667,3.22966666667,7.58833333333,39.807,9.80333333333
588.74,8.56666666667,35.2033333333,10.5376666667,16.464,7.66366666667,7.81533333333,23.8353333333,3.26866666667,7.60766666667,39.8853333333,9.871
589.08,8.55733333333,35.1933333333,10.573,16.4163333333,7.633,7.80366666667,23.819,3.29633333333,7.591,39.9023333333,9.89433333333
589.42,8.48366666667,35.1363333333,10.6226666667,16.4096666667,7.60066666667,7.753,23.788,3.26933333333,7.546,39.834,9.83733333333
