wavelength,Back_PooCaef,Belly_PooCaef,Breast_PooCaef,Crissum_PooCaef,Crown_PooCaef,DorTail_PooCaef,Patch10_PooCaef,Patch11_PooCaef,Rump_PooCaef,Throat_PooCaef,WingTip_PooCaef
190.57,-16.6666666667,-202.083333333,-208.333333333,-262.5,-75.0,-22.9166666667,122.916666667,-216.666666667,-93.75,-10.4166666667,0.0
190.95,18.919,-39.6393333333,-63.9636666667,-98.198,6.30633333333,18.0176666667,80.18,-43.2433333333,-5.40533333333,28.829,29.7296666667
191.33,45.614,-13.158,-57.8946666667,-68.421,7.01766666667,23.6846666667,84.2103333333,-18.421,3.509,48.2453333333,41.228
191.71,47.3116666667,-21.5056666667,-82.7953333333,-88.1723333333,3.22566666667,-9.67766666667,83.871,-3.226,12.903,69.8923333333,40.86
192.09,87.2546666667,-3.92166666667,-67.647,-53.9216666667,30.392,6.863,93.1373333333,2.94133333333,15.6863333333,97.0586666667,62.745
192.47,89.4736666667,21.0523333333,-45.614,-25.4386666667,50.0,5.26333333333,105.263333333,24.5613333333,36.8423333333,100.877,91.228
192.85,66.6666666667,19.8196666667,-54.955,-28.829,62.162,-30.6306666667,90.09,23.4236666667,34.2343333333,69.3693333333,68.4683333333
193.23,93.8273333333,37.037,-82.716,-38.2716666667,82.716,-37.0373333333,103.703666667,27.1603333333,55.5553333333,91.358,119.753
193.61,103.125,45.8333333333,-50.0,-21.875,97.9166666667,-26.0416666667,105.208333333,51.0416666667,77.0833333333,72.9166666667,111.458333333
193.99,160.416666667,43.75,-164.583333333,-97.9166666667,145.833333333,-72.9166666667,125.0,104.166666667,133.333333333,72.9166666667,156.25
194.37,154.545666667,89.394,-98.485,-39.3936666667,159.091,-24.2423333333,95.4546666667,118.182,181.818333333,87.879,171.212
194.75,187.719,89.474,-115.789666667,-43.86,214.035333333,-28.07,107.017666667,157.894666667,208.772,135.088,189.473666667
195.13,-833.333333333,-177.778,1366.66666667,422.222333333,-1066.66666667,700.0,-411.111,-422.222333333,-811.111,-711.111333333,-944.444666667
195.51,279.166666667,0.0,-554.166666667,-179.166666667,533.333333333,-295.833333333,162.5,137.5,275.0,300.0,379.166666667
195.89,71.6046666667,11.111,-125.926333333,-41.9753333333,181.481666667,-62.963,53.0866666667,54.3213333333,74.074,113.58,143.21
196.27,16.6666666667,-14.706,-113.725666667,-46.0783333333,140.196,-76.4703333333,4.902,62.745,62.745,73.5293333333,105.882333333
196.65,-46.6663333333,-91.1113333333,-373.333333333,-204.444333333,200.0,-246.667,-104.444333333,102.222333333,53.3333333333,117.777666667,157.778
197.03,-133.333666667,-800.0,-2133.33333333,-1322.22233333,566.667,-1411.111,-622.222333333,288.888666667,266.666333333,355.555666667,855.555666667
197.40,9.091,-251.515333333,-521.212,-300.000333333,269.697,-345.454666667,-96.9696666667,178.788,96.9696666667,90.909,266.666666667
197.78,-2.778,-227.778,-461.111333333,-197.222,266.666666667,-233.333666667,-122.222333333,188.888666667,11.111,113.889,263.889
198.16,36.9046666667,-42.857,-150.0,-22.619,178.571333333,-64.2856666667,-9.52366666667,98.8093333333,23.8096666667,88.0953333333,158.333333333
198.54,7.40733333333,-79.6293333333,-114.815,-15.741,147.222333333,-47.222,-20.3703333333,52.7776666667,-3.70366666667,50.9256666667,89.815
198.92,-4.76166666667,-93.3336666667,-100.952666667,-25.7143333333,142.857,-52.3806666667,-40.0,67.619,-0.952333333333,44.762,91.4283333333
199.30,-25.641,-115.384666667,-76.923,-46.154,108.547333333,-64.1026666667,-52.1366666667,62.3933333333,-5.12833333333,29.0596666667,58.9743333333
199.68,-83.908,-206.896666667,-117.241333333,-81.6093333333,93.1033333333,-110.344666667,-150.574333333,63.218,-37.931,-2.29866666667,18.3906666667
200.06,-94.6666666667,-250.666666667,-172.0,-106.666666667,84.0,-128.0,-205.333333333,73.3333333333,-52.0,-32.0,0.0
200.44,-74.359,-203.846,-151.282333333,-80.769,84.6156666667,-110.256666667,-196.153666667,78.205,-60.2566666667,-43.5896666667,-41.0253333333
200.82,-12.403,-115.503666667,-63.5656666667,-30.2326666667,72.093,-60.465,-100.0,65.1163333333,-16.2793333333,-24.031,-25.5813333333
201.19,14.2856666667,-52.9103333333,-19.0476666667,19.0476666667,72.4866666667,-28.5713333333,-60.8463333333,79.365,8.99466666667,17.9893333333,3.704
201.57,22.381,-31.9046666667,-7.61933333333,20.0,63.8096666667,-29.524,-54.286,81.9046666667,15.238,29.048,0.0
201.95,33.7776666667,-22.2223333333,-4.88866666667,20.889,63.111,-33.333,-50.2223333333,86.222,26.2223333333,31.111,6.22233333333
202.33,31.3726666667,-34.3136666667,-14.2156666667,6.863,53.4313333333,-54.9016666667,-63.7253333333,90.6863333333,27.451,20.588,-10.294
202.71,29.0323333333,-27.9566666667,-18.8173333333,10.215,50.5376666667,-68.2796666667,-70.9676666667,110.215,32.258,23.1183333333,-9.14
203.09,26.5536666667,-28.8133333333,-27.6836666667,16.3843333333,41.808,-78.531,-84.1806666667,94.9153333333,18.644,14.6893333333,-17.514
203.47,30.808,-9.596,-17.6766666667,36.8683333333,44.9496666667,-62.626,-68.182,92.4243333333,17.677,20.7073333333,-7.576
203.85,56.3066666667,29.73,4.05433333333,53.1533333333,68.9186666667,-33.7836666667,-24.3243333333,110.360333333,36.4863333333,30.18,19.3693333333
204.22,67.9323333333,48.5233333333,25.3163333333,72.1516666667,85.232,-21.519,-7.595,115.19,43.46,45.9916666667,32.0676666667
204.60,70.0853333333,48.718,32.4786666667,76.0683333333,89.3163333333,-10.6836666667,-3.41866666667,118.803333333,43.59,54.2733333333,45.7263333333
204.98,61.8356666667,41.5456666667,21.256,74.3963333333,102.415333333,-14.0096666667,-26.57,119.323666667,20.29,49.2753333333,45.8936666667
205.36,52.0836666667,32.8123333333,21.354,60.9373333333,107.291666667,-19.2703333333,-36.4583333333,122.396,14.0626666667,40.6253333333,41.6666666667
205.74,42.786,25.373,10.9453333333,58.7066666667,98.0096666667,-23.383,-43.7813333333,108.458,6.46766666667,24.8756666667,36.816
206.12,25.8216666667,16.432,1.40866666667,46.9483333333,75.587,-36.1506666667,-43.1926666667,85.446,-8.92033333333,8.92033333333,15.493
206.50,21.9296666667,22.807,10.965,46.0526666667,67.544,-34.649,-40.7893333333,78.9476666667,-11.4033333333,1.75433333333,10.5263333333
206.87,15.2543333333,18.079,7.34466666667,36.7233333333,64.972,-72.881,-74.5763333333,84.7456666667,-36.158,-15.254,-9.60466666667
207.25,5.674,17.7306666667,-5.67366666667,35.461,70.2126666667,-116.312,-101.418333333,107.092,-48.9363333333,-21.9856666667,-28.3686666667
207.63,6.86266666667,26.4703333333,-18.6276666667,31.3726666667,113.725666667,-144.118,-147.059,123.529666667,-74.5096666667,-54.902,-45.098
208.01,-34.3136666667,-16.6666666667,-34.3136666667,26.4703333333,91.1763333333,-151.960666667,-188.235333333,86.2746666667,-96.0783333333,-53.9216666667,-55.8826666667
208.39,-51.852,-48.148,-63.889,-3.70366666667,77.7776666667,-146.296666667,-193.518333333,59.2593333333,-92.593,-78.704,-74.074
208.77,-40.0,-49.3333333333,-46.6666666667,-18.6666666667,44.0,-128.666666667,-163.333333333,20.0,-62.0,-75.3333333333,-80.6666666667
209.14,-36.508,-53.9683333333,-31.7463333333,-14.815,19.577,-112.698333333,-128.042,18.5186666667,-32.275,-61.376,-71.958
209.52,-45.0703333333,-58.216,-29.5773333333,-15.0233333333,4.695,-98.1216666667,-110.798,7.042,-32.864,-64.3193333333,-71.3613333333
209.90,-43.496,-54.4713333333,-25.2033333333,-8.53666666667,6.09733333333,-71.9513333333,-95.5283333333,8.943,-18.293,-51.2196666667,-60.1626666667
210.28,-38.618,-55.691,-17.48,-1.62566666667,17.886,-50.813,-95.935,17.8863333333,-4.47133333333,-46.7483333333,-60.569
210.66,-30.8243333333,-48.7453333333,-10.753,12.9033333333,19.355,-30.4656666667,-79.9283333333,32.258,1.43366666667,-32.975,-47.312
211.03,-12.2223333333,-29.7223333333,-1.66666666667,21.9443333333,25.2776666667,-1.389,-48.3333333333,40.5556666667,12.7776666667,-13.611,-24.7223333333
211.41,-4.866,-22.6276666667,3.64966666667,22.3843333333,27.4936666667,9.489,-38.6863333333,42.3356666667,15.572,-4.13633333333,-12.8953333333
211.79,3.498,-15.4323333333,11.728,23.6623333333,23.251,14.6093333333,-33.9503333333,44.856,18.313,-0.823333333333,-1.852
212.17,10.018,-10.929,17.6686666667,22.04,24.408,16.3933333333,-22.7683333333,45.9016666667,20.583,3.27866666667,2.18566666667
212.55,6.703,-12.8623333333,18.478,21.3766666667,18.4783333333,13.7683333333,-24.0943333333,43.8406666667,15.3986666667,1.087,3.98566666667
212.92,2.76166666667,-11.637,17.5543333333,22.8793333333,18.5406666667,14.2013333333,-24.2603333333,46.5483333333,14.793,2.16966666667,4.931
213.30,13.5136666667,7.748,26.4863333333,32.9726666667,29.1893333333,27.027,-12.4323333333,50.8106666667,21.8016666667,13.5136666667,16.5766666667
213.68,20.282,16.2256666667,29.4533333333,38.8006666667,34.7443333333,37.3896666667,-8.46566666667,57.672,25.2206666667,21.164,21.164
214.06,20.185,17.7776666667,31.2963333333,36.4816666667,31.2963333333,34.4446666667,-11.6666666667,54.8146666667,19.2593333333,21.111,17.4076666667
214.44,17.8506666667,18.3973333333,26.5936666667,34.244,25.3186666667,26.776,-13.297,49.5446666667,10.929,22.5863333333,15.6646666667
214.81,14.1093333333,14.462,19.577,28.5713333333,21.164,20.635,-14.815,37.7423333333,4.05666666667,18.6946666667,14.1096666667
215.19,13.089,14.4853333333,19.1973333333,28.621,21.2913333333,17.103,-16.5793333333,31.9373333333,1.74533333333,18.3246666667,11.8673333333
215.57,14.8353333333,15.934,24.1756666667,32.0513333333,21.4286666667,14.835,-15.0183333333,32.2346666667,5.12833333333,17.5823333333,10.0733333333
215.95,12.6176666667,18.456,24.294,35.97,25.2356666667,10.3576666667,-10.3576666667,31.4503333333,9.793,21.0923333333,5.085
216.32,15.2216666667,21.58,24.8556666667,38.5356666667,20.0386666667,7.51466666667,-11.7533333333,32.5626666667,11.368,19.268,1.156
216.70,20.8333333333,30.952,31.5476666667,41.865,25.0,6.349,-8.53166666667,39.881,21.4283333333,28.9683333333,0.992
217.08,23.8096666667,32.2346666667,31.8683333333,43.5896666667,23.4433333333,10.4393333333,-5.12833333333,39.3773333333,21.9783333333,29.6703333333,6.59333333333
217.46,20.935,25.203,26.829,41.4633333333,11.9916666667,2.03233333333,-15.0406666667,33.9426666667,13.4146666667,25.2033333333,0.61
217.83,19.7846666667,15.2686666667,25.3763333333,35.269,2.36566666667,-12.043,-21.9353333333,23.226,5.59133333333,17.8493333333,-7.52666666667
218.21,27.851,17.105,27.193,37.7193333333,3.728,-9.21033333333,-15.5703333333,25.8773333333,9.21066666667,19.956,-3.509
218.59,36.689,22.1476666667,33.3333333333,41.611,6.935,-0.671333333333,-6.71133333333,31.7676666667,16.555,22.819,2.908
218.97,46.3236666667,23.7743333333,37.99,41.9116666667,6.12766666667,1.71566666667,-6.86266666667,36.765,19.3626666667,28.4313333333,2.941
219.34,50.4066666667,20.325,38.4826666667,41.4636666667,-2.168,-0.542,-8.401,38.7533333333,20.054,23.0353333333,-1.897
219.72,49.2186666667,15.625,35.1563333333,36.9793333333,-8.854,2.08333333333,-9.375,29.948,14.3233333333,16.667,-7.55233333333
220.10,52.9913333333,5.698,32.4783333333,29.06,-19.6583333333,-3.98833333333,-15.6696666667,27.0653333333,7.12266666667,13.675,-11.9656666667
220.47,46.2463333333,-3.90366666667,21.922,27.6276666667,-25.2253333333,-15.3153333333,-22.8226666667,15.315,-2.10233333333,5.40533333333,-16.817
220.85,41.3796666667,-6.60933333333,18.1036666667,27.0113333333,-28.7353333333,-8.90833333333,-24.425,10.9196666667,-7.18366666667,-4.023,-14.0806666667
221.23,40.1183333333,-12.0943333333,19.174,24.1886666667,-26.5486666667,-6.78433333333,-21.239,14.159,-6.78466666667,-7.96433333333,-14.749
221.61,42.3426666667,-13.5136666667,21.0206666667,21.922,-20.7206666667,0.901,-15.015,20.7206666667,-0.600666666667,-8.108,-14.114
221.98,43.0556666667,-3.889,24.1666666667,28.0556666667,-8.611,14.1663333333,-7.778,28.333,6.38866666667,3.88866666667,-1.94466666667
222.36,34.426,-9.28966666667,20.4916666667,28.4153333333,-10.9286666667,13.9346666667,-19.1256666667,26.5026666667,0.819666666667,3.27866666667,-6.01066666667
222.74,24.3696666667,-22.129,12.0446666667,18.4876666667,-17.3666666667,5.04166666667,-35.5743333333,19.3276666667,-8.68366666667,-1.40066666667,-17.367
223.11,21.0826666667,-17.6636666667,17.094,18.5186666667,-19.0883333333,0.285,-37.322,28.205,-4.84333333333,2.56433333333,-14.2446666667
223.49,24.7863333333,-11.1113333333,22.507,17.664,-13.1053333333,-0.000333333333334,-35.3273333333,35.0423333333,1.42433333333,15.3843333333,-6.83766666667
223.87,30.238,7.857,25.4763333333,25.9526666667,6.19033333333,12.8573333333,-16.905,46.6666666667,13.5713333333,30.7143333333,12.143
224.24,27.4776666667,16.216,22.7476666667,27.4776666667,5.856,11.2616666667,-13.5133333333,43.2433333333,14.1893333333,30.6306666667,11.2613333333
224.62,29.2793333333,19.144,26.5766666667,27.0266666667,11.9366666667,15.991,-5.18033333333,46.3963333333,21.8466666667,37.3873333333,16.216
225.00,28.172,16.9893333333,19.785,25.5916666667,12.473,12.688,-3.871,43.0103333333,20.0,40.645,10.5376666667
225.38,24.7746666667,12.3873333333,15.766,21.3966666667,6.982,4.955,-9.00933333333,38.7386666667,13.2883333333,40.3153333333,4.73
225.75,17.1973333333,11.0403333333,12.3143333333,18.6836666667,-1.062,-5.308,-13.588,33.3336666667,9.554,35.4566666667,0.0
226.13,17.9796666667,15.3536666667,9.899,19.7976666667,0.000333333333333,-5.85833333333,-11.9193333333,32.1213333333,12.121,33.9396666667,-0.202333333333
226.51,19.0476666667,18.3423333333,11.4636666667,21.3403333333,2.99833333333,-1.23466666667,-3.52733333333,31.5696666667,11.9933333333,32.804,2.99833333333
226.88,16.9153333333,19.403,13.433,18.9053333333,6.13566666667,1.16133333333,0.331666666667,29.685,12.272,29.1873333333,5.30666666667
227.26,13.1173333333,17.747,11.2653333333,17.1296666667,9.25933333333,1.08033333333,2.469,23.3023333333,12.1913333333,23.4566666667,4.16666666667
227.64,7.81066666667,12.9703333333,7.53133333333,12.6916666667,7.25266666667,-1.81333333333,1.95266666667,16.1783333333,6.97333333333,17.155,1.67333333333
228.01,0.272,3.67366666667,0.0,2.585,0.544,-9.11533333333,-3.129,6.25866666667,-2.04066666667,6.66666666667,-6.25866666667
228.39,2.03133333333,1.07533333333,1.43366666667,2.62833333333,4.18166666667,-5.257,-1.195,5.73466666667,-1.314,6.09333333333,-3.823
228.76,0.219666666667,-1.76,-2.20033333333,-2.20033333333,1.76,-6.711,-4.84033333333,0.549666666667,-5.39066666667,2.20033333333,-5.39066666667
229.14,-1.13866666667,-5.48633333333,-2.79533333333,-4.65833333333,0.207,-7.24633333333,-4.762,-2.27733333333,-6.93566666667,-2.381,-4.65833333333
229.52,2.82466666667,-4.143,-0.471,-2.73066666667,0.753666666667,-1.03566666667,-3.67233333333,-1.789,-4.99066666667,-1.13,-0.376666666667
229.89,5.23566666667,-2.705,2.007,-0.96,3.57766666667,2.79233333333,-0.349,-0.96,-3.49066666667,0.436333333333,2.61766666667
230.27,3.234,-4.892,2.23866666667,-1.32666666667,2.65366666667,2.15566666667,-1.49233333333,-2.40466666667,-3.151,0.166,3.731
230.65,2.87066666667,-4.94433333333,2.07333333333,-3.03033333333,2.79133333333,2.472,-0.638333333333,-2.71133333333,-2.153,1.276,4.46566666667
231.02,4.662,-5.05066666667,2.253,-1.321,3.03033333333,2.564,-0.854666666667,-2.64166666667,-0.621666666667,3.72966666667,5.439
231.40,6.74166666667,-3.59533333333,3.59533333333,1.04866666667,4.41966666667,5.76766666667,0.749,-0.974,0.149666666667,7.41566666667,7.79033333333
231.78,5.58066666667,-3.469,5.20366666667,0.678666666667,3.62,6.78733333333,0.301666666667,-2.03633333333,-0.980666666667,7.16433333333,7.843
232.15,5.59233333333,-3.164,6.623,1.91333333333,4.12066666667,8.315,0.0,-1.17733333333,-0.735666666667,8.24166666667,8.83
232.53,3.42466666667,-4.87066666667,5.55533333333,-0.532666666667,1.21733333333,8.98,-2.892,-3.12033333333,-3.27266666667,7.45833333333,7.83833333333
232.90,3.78066666667,-3.395,8.79666666667,1.003,1.003,11.111,-3.31766666667,-1.62033333333,-3.858,8.79666666667,9.25933333333
233.28,4.84733333333,-0.223666666667,11.335,2.38633333333,4.996,14.1683333333,-2.68466666667,1.04433333333,-1.417,12.0803333333,11.9313333333
233.66,4.648,1.525,10.6026666667,3.994,7.843,12.4186666667,-2.469,2.17866666667,0.508333333333,12.6363333333,11.9826666667
234.03,6.16466666667,3.36933333333,10.6813333333,5.66333333333,10.179,12.8316666667,-0.932,3.728,1.147,14.4083333333,14.1216666667
234.41,6.54,5.06333333333,10.9,5.13366666667,11.322,12.6583333333,1.61766666667,4.36,-0.422,13.5726666667,13.3613333333
234.78,6.17033333333,4.46833333333,9.43266666667,5.319,11.4186666667,10.3546666667,0.425666666667,3.19133333333,-0.780333333333,11.3476666667,11.844
235.16,5.144,4.59533333333,8.36733333333,5.41833333333,10.151,8.57366666667,1.57733333333,2.26333333333,-1.57766666667,8.162,9.67066666667
235.54,4.36266666667,3.95333333333,6.271,4.36233333333,7.56633333333,6.27133333333,1.09066666667,0.886,-2.454,5.31666666667,7.22533333333
235.91,3.93333333333,4.26666666667,4.0,5.53333333333,6.8,4.53333333333,0.266666666667,2.06666666667,-1.6,4.46666666667,6.6
236.29,4.743,6.983,4.743,7.444,7.839,3.294,0.988333333333,4.41366666667,1.31766666667,5.46766666667,7.77333333333
236.66,7.282,9.35333333333,6.27766666667,10.7973333333,9.85566666667,3.76633333333,4.52,8.22333333333,6.15166666667,7.53266666667,10.9853333333
237.04,6.80033333333,9.77533333333,4.97866666667,11.6573333333,10.6253333333,4.91833333333,5.16066666667,9.35,8.01433333333,8.74333333333,10.0183333333
237.41,7.854,10.3276666667,4.57633333333,12.678,9.029,3.83433333333,6.246,8.84333333333,7.29733333333,8.59633333333,9.52366666667
237.79,5.157,8.93066666667,3.96233333333,11.321,6.79266666667,2.32666666667,6.28933333333,7.86166666667,6.79266666667,8.93066666667,6.91833333333
238.17,0.256666666667,4.936,0.641,7.94866666667,3.39733333333,-0.833333333333,2.69233333333,3.84633333333,4.74366666667,4.61533333333,1.53833333333
238.54,-2.915,1.45766666667,-2.218,5.19633333333,-0.190333333333,-2.788,-1.07733333333,0.507,2.85166666667,1.90133333333,-1.901
238.92,-3.862,3.08966666667,-2.07966666667,3.92166666667,-0.713333333333,-1.54533333333,-0.0593333333333,1.01033333333,2.674,2.674,-0.237666666667
239.29,-3.785,4.57633333333,-1.80766666667,3.729,-0.169666666667,1.07333333333,0.847666666667,2.42933333333,3.785,4.68933333333,1.921
239.67,-2.64366666667,4.45866666667,-0.207333333333,3.05866666667,1.03666666667,3.78433333333,0.622,2.17733333333,3.42133333333,5.96166666667,2.696
240.04,-1.318,4.567,0.612,3.531,2.58933333333,5.838,1.742,2.213,3.57833333333,6.73266666667,4.23733333333
240.42,-2.19466666667,2.27733333333,-0.248666666667,1.57333333333,1.28333333333,5.383,1.242,-0.289666666667,1.69766666667,5.34166666667,4.30633333333
240.79,-2.80533333333,0.983666666667,-0.254666666667,-0.291666666667,0.619333333333,5.71966666667,-0.182,-2.22233333333,-0.218666666667,3.971,3.42433333333
241.17,-2.01933333333,0.641333333333,-0.128,-0.673,0.448666666667,6.18566666667,0.0643333333333,-2.75633333333,-0.576666666667,3.013,3.94233333333
241.54,-2.912,-0.113,-0.763666666667,-1.979,-0.508666666667,5.54133333333,-0.876666666667,-2.94033333333,-1.329,1.66833333333,2.74266666667
241.92,-3.18433333333,-0.744666666667,-1.61766666667,-2.876,-1.64366666667,4.802,-1.74633333333,-3.826,-2.90166666667,0.411,2.26
242.29,-2.37733333333,-0.423666666667,-1.15333333333,-2.354,-1.62433333333,5.36733333333,-1.43566666667,-3.531,-2.28333333333,0.824,3.10733333333
242.67,-1.35666666667,0.244666666667,-0.756,-1.49,-0.667,5.91466666667,-0.956,-2.713,-1.35633333333,1.401,4.02466666667
243.05,-0.559333333333,-0.172333333333,-0.129,-1.119,-0.430333333333,6.32666666667,-1.248,-3.01266666667,-1.248,1.54933333333,3.70133333333
243.42,-0.628666666667,-0.670666666667,-0.272666666667,-1.237,-0.754666666667,5.87033333333,-2.05433333333,-3.627,-2.03366666667,1.237,3.66866666667
243.80,-1.884,-1.967,-1.553,-1.76,-1.884,4.61666666667,-3.18833333333,-4.451,-2.77433333333,0.083,2.65
244.17,-2.64266666667,-2.95033333333,-2.54033333333,-2.971,-3.032,3.708,-3.89266666667,-5.306,-3.38,-0.901666666667,1.49566666667
244.55,-2.08333333333,-2.20366666667,-1.72266666667,-2.14366666667,-2.34366666667,4.327,-3.666,-4.20666666667,-2.704,-0.501,1.66266666667
244.92,-1.712,-1.385,-1.40433333333,-1.366,-1.82733333333,5.23166666667,-3.19333333333,-3.116,-2.25033333333,-0.096,2.07733333333
245.30,-1.26966666667,-0.858333333333,-0.804666666667,-0.840666666667,-1.30533333333,5.27533333333,-3.058,-2.39633333333,-1.806,0.018,2.39633333333
245.67,-0.114,-0.195666666667,0.098,0.244666666667,-0.244666666667,6.34666666667,-2.23533333333,-1.648,-0.489333333333,1.07666666667,3.70366666667
246.05,1.05833333333,1.07266666667,1.161,1.42566666667,1.20533333333,7.89233333333,-1.352,-0.220333333333,0.955333333333,1.96966666667,4.83533333333
246.42,1.475,1.64933333333,1.649,1.542,1.743,8.3,-0.764333333333,0.389,1.48833333333,2.68166666667,5.24266666667
246.79,1.71766666667,2.03866666667,1.95233333333,1.70466666667,1.915,8.54933333333,-0.481666666667,0.840333333333,1.90266666667,3.15066666667,5.73233333333
247.17,1.35833333333,2.02566666667,1.85333333333,1.81866666667,1.91066666667,8.58633333333,-0.368333333333,1.128,2.037,3.23466666667,6.25
247.54,1.51366666667,2.30333333333,2.183,2.029,2.19366666667,8.58866666667,-0.0876666666667,1.53566666667,2.19366666667,3.44433333333,6.592
247.92,2.07,3.03033333333,2.45433333333,2.32633333333,2.73166666667,9.13366666667,0.256,1.846,2.45433333333,3.60633333333,7.28766666667
248.29,2.56166666667,3.53,2.822,2.843,3.23866666667,9.50766666667,0.614666666667,2.197,2.96766666667,3.978,7.84133333333
248.67,2.75,3.73266666667,2.959,2.886,3.29333333333,9.76566666667,0.774,2.16433333333,3.022,4.182,7.946
249.04,3.02833333333,4.07,3.39366666667,3.44733333333,3.71566666667,9.69733333333,1.09533333333,2.20166666667,3.29666666667,4.55333333333,8.355
249.42,3.019,4.387,3.46,3.66333333333,3.70833333333,9.656,1.402,2.27266666667,3.36933333333,4.96366666667,8.67266666667
249.79,3.04466666667,4.71866666667,3.60233333333,3.96666666667,3.78433333333,9.607,1.504,2.341,3.46933333333,5.058,9.08533333333
