wavelength,Back_SchRufm,Belly_SchRufm,Breast_SchRufm,Crissum_SchRufm,Crown_SchRufm,DorTail_SchRufm,Patch10_SchRufm,Rump_SchRufm,Throat_SchRufm,WingTip_SchRufm
333.54,8.52577777779,15.9854444444,6.22022222222,5.54011111111,4.94544444444,7.23922222222,5.25333333334,8.83366666667,7.90283333333,7.63022222222
333.91,8.5498888889,16.0704444444,6.27711111111,5.59622222222,5.03622222222,7.29966666667,5.37883333333,8.94522222222,8.09211111112,7.62488888889
334.28,8.68900000001,16.206,6.47022222222,5.73555555556,5.07677777778,7.30022222222,5.429,9.08833333333,8.22505555557,7.68544444444
334.64,9.02422222221,16.5292222222,6.78388888889,6.03111111111,5.23333333333,7.52088888889,5.65933333333,9.37344444445,8.48988888888,7.91755555555
335.01,9.21622222222,16.6265555555,6.898,6.06166666667,5.28933333333,7.60766666666,5.78083333333,9.59344444446,8.61188888889,8.08022222222
335.38,9.26477777778,16.6677777778,6.88766666667,5.99722222222,5.24066666666,7.58277777778,5.79566666667,9.67044444444,8.54083333332,8.05188888889
335.74,9.25344444444,16.6211111111,6.765,5.93266666667,5.133,7.53022222222,5.68016666667,9.66322222221,8.44155555556,8.00722222222
336.11,9.15244444445,16.658,6.64422222222,5.822,5.04233333333,7.43244444445,5.58233333333,9.64222222223,8.40094444446,7.92
336.47,9.24799999999,16.7646666667,6.62555555556,5.77933333333,5.027,7.48066666667,5.561,9.72322222223,8.35033333334,7.98811111111
336.84,9.43266666665,16.8751111111,6.68655555556,5.86933333333,5.15122222222,7.54344444445,5.69566666666,9.79288888889,8.37966666666,8.13122222222
337.21,9.68322222222,17.1266666667,6.90633333334,6.04466666667,5.28366666667,7.72366666667,5.88383333333,9.91922222221,8.52761111111,8.31111111111
337.57,9.68044444445,17.1988888889,6.90922222222,6.08355555555,5.25833333333,7.81344444445,5.963,9.91566666668,8.5173888889,8.33544444444
337.94,9.57955555557,17.1708888889,6.78855555556,5.985,5.097,7.635,5.83666666667,9.77044444443,8.36022222222,8.25144444445
338.31,9.4581111111,17.1181111111,6.59322222222,5.94688888889,4.99422222222,7.575,5.76366666667,9.68377777779,8.29083333334,8.24211111111
338.67,9.16022222221,16.9328888889,6.29466666667,5.65888888889,4.76488888889,7.37022222222,5.56483333333,9.52544444446,8.13283333332,7.85933333333
339.04,9.18433333333,17.1057777778,6.42033333333,5.77266666667,4.85733333333,7.56566666667,5.70366666667,9.65111111112,8.2946111111,7.97488888889
339.40,9.25766666667,17.2943333333,6.43333333333,5.71411111111,4.942,7.67633333334,5.71716666667,9.6568888889,8.36044444444,7.97355555555
339.77,9.33055555557,17.3416666667,6.42955555556,5.68366666667,5.011,7.749,5.79366666667,9.68599999999,8.44622222222,7.96655555556
340.14,9.2958888889,17.2646666667,6.38444444445,5.53633333333,4.92733333333,7.60422222222,5.6455,9.51466666667,8.35127777779,7.83911111111
340.50,9.18866666668,17.1182222222,6.36944444445,5.38055555555,4.80377777778,7.47677777778,5.5355,9.361,8.25977777779,7.713
340.87,9.16522222222,17.1515555556,6.38722222222,5.33155555556,4.77777777778,7.44055555555,5.52066666667,9.27066666667,8.3198888889,7.64
341.23,9.10000000001,17.1461111111,6.24866666667,5.27188888889,4.71222222222,7.30055555556,5.40133333333,9.19688888889,8.26566666667,7.45077777778
341.60,9.21733333333,17.2356666666,6.34,5.31377777778,4.81411111111,7.28411111111,5.46766666667,9.26022222222,8.32894444444,7.51888888889
341.96,9.29266666665,17.3637777778,6.392,5.37733333333,4.92633333334,7.40666666667,5.484,9.35877777778,8.35572222222,7.53244444445
342.33,9.27833333335,17.4625555555,6.41055555556,5.32233333333,4.91077777778,7.36144444445,5.49533333333,9.35122222222,8.3858888889,7.48966666667
342.70,9.48399999999,17.678,6.60855555556,5.49222222222,5.08522222222,7.48155555556,5.59166666667,9.42944444445,8.5346111111,7.71544444444
343.06,9.57733333332,17.8048888889,6.59177777778,5.50555555556,5.11911111111,7.48844444444,5.565,9.42344444445,8.57200000001,7.678
343.43,9.5738888889,17.8264444444,6.64566666667,5.70411111111,5.10844444444,7.41722222222,5.56033333334,9.44188888889,8.64844444444,7.72311111111
343.79,9.58422222221,17.9405555556,6.75377777778,5.84277777778,5.16944444444,7.49188888889,5.60416666666,9.54644444444,8.71366666666,7.78188888889
344.16,9.72577777779,17.9617777778,6.89122222222,6.02133333334,5.22255555556,7.59477777778,5.79033333333,9.68322222221,8.78588888888,7.89422222222
344.52,9.77611111112,18.0926666667,6.92055555556,6.11377777778,5.272,7.63944444444,5.84,9.74100000001,8.79633333332,7.99822222222
344.89,9.48200000001,17.9802222222,6.74255555556,5.96444444444,5.11544444445,7.45977777778,5.63283333334,9.6121111111,8.57344444443,7.829
345.25,9.46188888888,17.9956666667,6.87233333333,6.01455555556,5.16677777778,7.49922222222,5.63083333333,9.62622222223,8.60227777777,7.88444444444
345.62,9.44677777778,18.0932222222,6.97211111111,6.00266666667,5.12555555556,7.57988888889,5.5855,9.64977777779,8.58916666668,7.93077777778
345.99,9.47922222221,18.1665555555,7.04533333333,6.05055555556,5.093,7.64866666667,5.65883333334,9.68766666667,8.6723888889,7.97922222222
346.35,9.57711111112,18.2752222222,7.21322222222,6.09566666667,5.20322222222,7.75333333333,5.692,9.81222222223,8.73377777779,7.98
346.72,9.4171111111,18.152,7.09344444444,5.86377777778,5.08633333333,7.59144444444,5.50833333333,9.65266666667,8.5111111111,7.79633333333
347.08,9.17999999999,17.9104444444,6.88255555556,5.57911111111,4.88877777778,7.28477777778,5.23816666667,9.42099999999,8.24166666667,7.56988888889
347.45,9.0768888889,17.841,6.75533333333,5.39388888889,4.76366666667,7.23622222222,5.19266666667,9.28766666668,8.08261111112,7.481
347.81,9.07222222221,17.8047777778,6.71933333333,5.25566666667,4.63955555555,7.206,5.08166666667,9.192,8.00905555554,7.44666666667
348.18,9.11255555556,17.9438888889,6.78677777778,5.30833333333,4.74055555556,7.33244444445,5.10016666666,9.26788888889,8.15172222223,7.53166666667
348.54,9.16522222221,18.0756666667,6.83966666667,5.37611111111,4.72944444444,7.368,5.11166666667,9.29344444444,8.23494444446,7.54922222222
348.91,9.46544444446,18.2943333333,7.01888888889,5.62833333333,4.81388888889,7.57488888889,5.2705,9.49800000001,8.41600000001,7.81111111111
349.27,9.57544444444,18.3155555556,7.05611111111,5.71522222222,4.851,7.53455555555,5.30116666666,9.58244444444,8.4343888889,7.95466666667
349.64,9.66311111111,18.248,7.015,5.76188888889,4.84177777778,7.49166666667,5.261,9.585,8.47283333334,7.97211111111
350.00,9.60622222223,18.1707777778,6.93777777778,5.68144444444,4.79722222222,7.31333333333,5.16666666666,9.48277777778,8.44783333334,7.84422222222
350.37,9.62488888888,18.2385555556,6.99633333333,5.74688888889,4.83111111111,7.34533333333,5.17816666667,9.53944444446,8.51527777778,7.98588888889
350.73,9.82977777777,18.3783333333,7.14533333333,5.95766666667,4.97666666667,7.501,5.3455,9.7281111111,8.71694444444,8.16344444444
351.10,10.0337777778,18.5698888889,7.34433333333,6.21733333333,5.09466666667,7.71622222222,5.58533333333,9.88777777778,8.92722222223,8.35855555554
351.46,10.24,18.7881111111,7.55533333334,6.31155555556,5.25888888889,7.83677777778,5.7245,10.0948888889,9.05566666666,8.44933333333
351.83,10.3331111111,18.8737777778,7.62533333333,6.50422222222,5.38811111111,7.83777777778,5.78033333333,10.1778888889,9.16394444443,8.4618888889
352.19,10.329,18.9005555556,7.66588888889,6.53644444445,5.373,7.79911111111,5.75933333334,10.1488888889,9.14283333333,8.45466666667
352.55,10.2468888889,18.7845555555,7.54777777778,6.41966666667,5.36388888889,7.67811111111,5.69466666667,10.1068888889,9.14772222221,8.38988888888
352.92,10.3043333333,18.8791111111,7.62466666667,6.47866666667,5.52522222222,7.74422222222,5.7915,10.2247777778,9.30177777778,8.52211111112
353.28,10.3313333333,19.0057777778,7.71666666667,6.43277777778,5.56966666667,7.85211111111,5.89016666667,10.2997777778,9.41966666668,8.57200000001
353.65,10.1671111111,19.0024444444,7.65311111111,6.40844444444,5.52511111111,7.76833333333,5.89983333333,10.228,9.40844444443,8.44900000001
354.01,10.2766666667,19.1248888889,7.80988888889,6.46288888889,5.59466666667,7.84977777778,5.9275,10.2874444445,9.47572222222,8.56011111112
354.38,10.2168888889,19.1707777778,7.68922222222,6.40166666667,5.55933333334,7.73922222222,5.909,10.2184444445,9.45188888889,8.44077777778
354.74,10.2384444445,19.3222222222,7.69933333333,6.51033333333,5.62877777778,7.77988888889,5.95483333333,10.252,9.55222222222,8.484
355.11,10.298,19.4564444444,7.77833333333,6.617,5.77044444444,7.81922222222,5.9585,10.317,9.646,8.58133333333
355.47,10.3707777778,19.5007777778,7.81066666667,6.74088888889,5.86077777778,7.88188888889,5.9905,10.3623333333,9.81227777778,8.71788888889
355.83,10.2694444444,19.4805555556,7.77088888889,6.65111111111,5.77588888889,7.77233333333,5.931,10.2821111111,9.79266666667,8.70766666667
356.20,10.2305555556,19.4105555556,7.68022222222,6.60411111111,5.68222222222,7.705,5.86716666666,10.2496666667,9.73061111112,8.66499999999
356.56,10.2256666666,19.4905555556,7.72944444444,6.61522222222,5.59677777778,7.72144444444,5.80316666666,10.2445555556,9.7036111111,8.65244444444
356.93,10.1635555556,19.4628888889,7.72322222222,6.55466666667,5.53044444444,7.59755555556,5.71116666667,10.1742222222,9.57838888889,8.4841111111
357.29,10.1214444444,19.4425555556,7.63966666667,6.55455555556,5.43933333333,7.51944444445,5.60916666666,10.1043333333,9.51411111112,8.38511111112
357.66,10.259,19.5713333333,7.74211111111,6.58722222222,5.54522222222,7.581,5.62,10.2226666667,9.58333333333,8.44999999999
358.02,10.2737777778,19.5891111111,7.64477777778,6.564,5.51666666667,7.59244444445,5.59516666667,10.2126666667,9.607,8.45255555557
358.38,10.2303333333,19.501,7.60822222222,6.47144444445,5.40244444444,7.489,5.43316666667,10.0635555555,9.50250000001,8.34322222221
358.75,10.0691111111,19.3437777778,7.50844444444,6.25577777778,5.24566666667,7.31755555556,5.27116666667,9.91400000001,9.34783333333,8.17611111111
359.11,10.0028888889,19.3286666667,7.44,6.13966666667,5.14977777778,7.23122222222,5.16633333334,9.84722222222,9.2836111111,8.07255555556
359.48,9.95066666668,19.3661111111,7.37844444445,6.07877777778,5.02655555556,7.16511111111,5.07966666667,9.79266666667,9.22477777777,7.97955555556
359.84,10.0638888889,19.4887777778,7.41544444445,6.11122222222,5.06877777778,7.26077777778,5.148,9.87577777777,9.2518888889,7.97522222222
360.20,10.1586666667,19.6936666667,7.47011111111,6.11655555555,5.15322222222,7.31488888889,5.26166666667,9.93533333332,9.38461111112,8.02466666666
360.57,10.246,19.7606666666,7.57733333334,6.14055555556,5.21688888889,7.38088888889,5.3395,9.95100000001,9.46566666666,8.10500000001
360.93,10.2831111111,19.8292222222,7.607,6.13277777778,5.20577777778,7.40222222222,5.30566666667,9.94133333332,9.51994444446,8.15811111112
361.29,10.3936666667,19.9554444444,7.69744444445,6.23655555555,5.29255555556,7.49166666667,5.36833333333,10.0328888889,9.59244444443,8.23922222221
361.66,10.4438888889,19.9893333334,7.71955555556,6.26588888889,5.26711111111,7.46688888889,5.36616666667,10.0107777778,9.57244444443,8.2061111111
362.02,10.4434444444,20.0147777778,7.74555555556,6.31277777778,5.28166666667,7.45955555555,5.38866666667,10.0436666667,9.61099999999,8.1721111111
362.39,10.5555555556,20.1474444444,7.82644444444,6.42522222222,5.42922222222,7.57788888889,5.48633333333,10.1877777778,9.75105555557,8.32322222222
362.75,10.7095555556,20.326,7.94577777778,6.554,5.51344444445,7.67888888889,5.573,10.2727777778,9.87777777777,8.44333333334
363.11,10.636,20.3328888889,7.91644444444,6.50622222222,5.43311111111,7.62033333333,5.4985,10.2155555556,9.83933333332,8.40155555557
363.48,10.5492222222,20.3026666666,7.88333333333,6.45033333333,5.38455555556,7.57155555556,5.41766666666,10.1425555556,9.76327777778,8.33666666667
363.84,10.4072222222,20.2674444444,7.76966666667,6.31977777778,5.26577777778,7.41611111111,5.2125,10.0558888889,9.6655,8.24111111112
364.20,10.3311111111,20.2685555556,7.78422222222,6.27866666667,5.21266666667,7.34588888889,5.11916666667,10.0171111111,9.6113888889,8.19788888889
364.57,10.3407777778,20.3231111111,7.75577777778,6.31366666667,5.23077777778,7.31688888889,5.11833333333,10.0652222222,9.57055555554,8.15833333332
364.93,10.3337777778,20.3295555555,7.71166666667,6.31922222222,5.20244444444,7.29133333333,5.116,10.0654444444,9.59199999999,8.09077777778
365.29,10.3287777778,20.3481111111,7.69933333333,6.33044444444,5.20533333333,7.29344444445,5.13633333333,10.0461111111,9.63077777779,8.13177777778
365.66,10.2487777778,20.3711111111,7.63977777778,6.33233333333,5.22922222222,7.29188888889,5.12416666667,10.0347777778,9.61022222223,8.20822222222
366.02,10.3044444445,20.4807777778,7.73477777778,6.37066666667,5.294,7.31666666666,5.16466666667,10.0636666667,9.63311111111,8.25122222222
366.38,10.3933333333,20.5713333333,7.84566666667,6.45044444444,5.36255555556,7.39611111111,5.29583333333,10.0952222222,9.69561111111,8.2521111111
366.75,10.443,20.6271111111,7.88777777778,6.50411111111,5.43622222222,7.44044444444,5.34916666667,10.1328888889,9.78022222222,8.31055555557
367.11,10.6286666667,20.7177777778,7.99288888889,6.68366666667,5.62155555556,7.56755555555,5.55316666667,10.3116666666,9.93572222223,8.41844444444
367.47,10.6425555556,20.7014444445,7.97055555556,6.67666666667,5.65422222222,7.52722222222,5.57616666666,10.3496666667,9.98522222223,8.40722222222
367.84,10.6857777778,20.7181111111,8.01577777778,6.738,5.68066666667,7.57688888889,5.65433333333,10.3292222222,10.0166111111,8.43644444444
368.20,10.6952222222,20.7011111111,7.98566666667,6.72188888889,5.69644444445,7.56266666667,5.64633333333,10.3066666667,9.99116666668,8.42688888889
368.56,10.6761111111,20.7455555556,7.994,6.72788888889,5.70077777778,7.552,5.65116666667,10.2904444445,10.0509444445,8.4321111111
368.93,10.7646666666,20.8176666667,8.09855555556,6.73133333333,5.77611111111,7.65277777778,5.7515,10.3168888889,10.1168888889,8.47455555557
369.29,10.7342222222,20.8373333333,8.07922222222,6.62144444444,5.74044444444,7.62066666667,5.68116666667,10.2894444444,10.1312222222,8.37077777779
369.65,10.7483333333,20.8768888889,8.14822222222,6.55466666667,5.68755555556,7.62244444445,5.63783333333,10.2532222222,10.1707777778,8.32511111111
370.01,10.7692222222,20.88,8.16,6.55366666666,5.67255555556,7.66166666667,5.6095,10.3077777778,10.2031666667,8.36366666666
370.38,10.6484444444,20.7674444445,8.049,6.39988888889,5.535,7.52477777778,5.473,10.2002222222,10.0951111111,8.30722222223
370.74,10.61,20.8081111111,8.047,6.34511111111,5.47977777778,7.47044444444,5.43283333334,10.1938888889,10.0826111111,8.27844444444
371.10,10.5198888889,20.8525555556,8.00488888889,6.22,5.32255555555,7.39488888889,5.29333333334,10.0794444444,10.0115555556,8.1558888889
371.46,10.5798888889,20.957,8.05277777778,6.28366666667,5.33922222222,7.46655555555,5.30766666666,10.0957777778,10.0823888889,8.23888888889
371.83,10.7173333333,21.0626666666,8.19366666667,6.42955555556,5.45177777778,7.56188888889,5.42183333333,10.2287777778,10.2306111111,8.33966666666
372.19,10.8502222222,21.2145555555,8.32922222222,6.61455555555,5.56366666667,7.66244444444,5.51233333333,10.3478888889,10.3948333333,8.38655555557
372.55,10.9337777778,21.274,8.36455555556,6.68633333333,5.6,7.65488888889,5.51283333333,10.4015555556,10.4587777778,8.39133333334
372.92,10.8876666666,21.2801111111,8.32544444444,6.689,5.60722222222,7.59355555556,5.51616666666,10.4278888889,10.451,8.3998888889
373.28,10.9666666667,21.3808888889,8.39088888889,6.79311111111,5.68344444444,7.60022222222,5.53516666667,10.454,10.4903333333,8.45011111112
373.64,11.0634444444,21.488,8.41,6.86811111111,5.75122222222,7.65977777778,5.56533333334,10.5094444445,10.5909444444,8.51366666668
374.00,10.9692222222,21.4243333333,8.31422222222,6.725,5.64855555556,7.54211111111,5.44566666666,10.3431111111,10.5316111111,8.40466666667
374.37,11.0156666667,21.5978888889,8.36411111111,6.81444444444,5.72855555556,7.59844444444,5.47633333333,10.4685555556,10.6587222222,8.49044444446
374.73,11.0804444445,21.6536666667,8.38222222222,6.90055555556,5.77366666666,7.65288888889,5.479,10.4991111111,10.6978333333,8.52066666666
375.09,11.0735555556,21.692,8.38777777778,6.952,5.82677777778,7.61866666667,5.4745,10.4955555556,10.7042222222,8.52533333332
375.45,11.1406666667,21.824,8.488,6.988,5.92022222222,7.66388888889,5.55333333333,10.5783333333,10.7787777778,8.54622222222
375.81,11.082,21.8438888889,8.44588888889,6.88166666667,5.88188888889,7.60722222222,5.5065,10.5006666666,10.7386666667,8.5058888889
376.18,11.0413333333,21.8315555555,8.38477777778,6.796,5.81855555556,7.586,5.44516666667,10.48,10.7135555555,8.5151111111
376.54,10.9456666666,21.794,8.28711111111,6.677,5.73655555556,7.52677777778,5.35633333333,10.3392222222,10.5914444445,8.41722222223
376.90,10.8996666667,21.8315555556,8.30211111111,6.67777777778,5.72077777778,7.47822222222,5.32766666667,10.2674444444,10.6182777778,8.41244444444
377.26,10.8094444445,21.8071111111,8.26377777778,6.62255555556,5.65766666667,7.411,5.30716666667,10.2391111111,10.574,8.38588888888
377.63,10.7784444444,21.837,8.26066666667,6.64733333333,5.64733333333,7.35711111111,5.32483333333,10.2332222222,10.5376111111,8.37822222221
377.99,10.8441111111,21.987,8.37133333333,6.77755555555,5.75011111111,7.41922222222,5.41883333333,10.3841111111,10.6301666667,8.48177777779
378.35,10.8546666667,22.0406666667,8.38666666667,6.79888888889,5.74511111111,7.42022222222,5.42566666667,10.3521111111,10.6400555556,8.45444444444
378.71,10.8078888889,22.0581111111,8.38188888889,6.77844444445,5.76888888889,7.40377777778,5.42116666667,10.3986666667,10.6401666667,8.45988888888
379.07,10.8298888889,22.0437777778,8.36711111111,6.75211111111,5.77866666667,7.41588888889,5.4275,10.4256666667,10.6349444444,8.52155555557
379.44,10.8497777778,22.0646666667,8.40111111111,6.76633333333,5.77966666667,7.38144444445,5.41916666667,10.424,10.6323333333,8.55866666666
379.80,10.8941111111,22.1621111111,8.43677777778,6.797,5.82611111111,7.40344444445,5.47233333333,10.4791111111,10.7268333333,8.60222222222
380.16,10.8251111111,22.1938888889,8.42288888889,6.731,5.83466666667,7.33855555556,5.413,10.4043333333,10.6528888889,8.53355555556
380.52,10.8788888889,22.3352222222,8.54266666667,6.82288888889,5.93188888889,7.428,5.51666666666,10.5501111111,10.8132222222,8.65744444444
380.88,10.9766666667,22.4051111111,8.61811111111,6.894,6.001,7.52311111111,5.54566666667,10.6462222222,10.8431666667,8.70333333332
381.24,11.0176666667,22.4761111111,8.65544444444,6.93188888889,6.02055555556,7.57588888889,5.57516666666,10.6416666667,10.8501666667,8.70966666666
381.61,11.0075555556,22.481,8.65577777778,6.92977777778,5.98777777778,7.58533333333,5.56266666666,10.5976666667,10.8631666667,8.66211111111
381.97,11.0182222222,22.5114444445,8.61733333333,6.89711111111,5.97355555556,7.55811111111,5.52916666667,10.5447777778,10.8353888889,8.62600000001
382.33,11.0531111111,22.5325555556,8.60711111111,6.85888888889,5.95722222222,7.54366666667,5.52383333333,10.5367777778,10.8403333333,8.61277777778
382.69,11.0455555556,22.5642222222,8.58788888889,6.82811111111,5.93622222222,7.49211111111,5.48683333333,10.4702222222,10.8388888889,8.57566666667
383.05,11.1053333334,22.6823333333,8.70122222222,6.888,5.98,7.53133333333,5.55116666667,10.5151111111,10.9643333333,8.59566666668
383.41,11.1256666667,22.7422222222,8.69922222222,6.92522222222,6.02533333333,7.56711111111,5.54683333333,10.5313333333,11.0397777778,8.64022222223
383.77,11.1758888889,22.8508888889,8.76488888889,6.97311111111,6.07411111111,7.58833333333,5.5295,10.5654444444,11.0641111111,8.6851111111
384.14,11.2002222222,22.8473333333,8.76077777778,6.99455555556,6.06188888889,7.59911111111,5.5415,10.58,11.1122222222,8.70122222222
384.50,11.238,22.9107777778,8.76944444444,6.99966666667,6.07877777778,7.602,5.5225,10.547,11.147,8.74477777779
384.86,11.2155555555,22.9913333333,8.75122222222,6.95233333333,6.03166666667,7.52788888889,5.45283333333,10.5508888889,11.165,8.68266666666
385.22,11.2434444444,23.0387777778,8.77233333333,6.94033333333,6.04577777778,7.51233333333,5.42716666666,10.5707777778,11.2503333333,8.71188888888
385.58,11.2481111111,23.0584444445,8.73855555556,6.86488888889,6.01677777778,7.45322222222,5.34816666667,10.5774444444,11.2711666667,8.69322222221
385.94,11.2335555555,23.1228888889,8.77977777778,6.92566666667,6.04788888889,7.47844444445,5.36733333333,10.5937777778,11.2954444444,8.70400000001
386.30,11.2088888889,23.1553333333,8.81255555556,6.95188888889,6.05455555556,7.46766666666,5.34733333334,10.5715555556,11.3017777778,8.69633333334
386.66,11.2154444444,23.1502222222,8.83633333333,6.949,6.01233333333,7.46644444445,5.3485,10.564,11.3248888889,8.67222222221
387.03,11.1515555556,23.1522222222,8.77955555556,6.92555555555,5.95088888889,7.39777777778,5.28366666667,10.5031111111,11.2663333333,8.66388888888
387.39,11.111,23.1135555555,8.72277777778,6.86255555556,5.86266666667,7.33355555556,5.23166666667,10.4541111111,11.2069444444,8.57944444446
387.75,11.0486666667,23.1078888889,8.668,6.83188888889,5.83355555556,7.308,5.18833333334,10.4355555556,11.1974444445,8.53055555554
388.11,11.0768888889,23.1581111111,8.72355555556,6.87422222222,5.88122222222,7.33466666667,5.22083333334,10.4413333333,11.2691111111,8.57711111112
388.47,11.0521111111,23.148,8.74811111111,6.89288888889,5.87766666667,7.34855555556,5.19783333333,10.439,11.2932222222,8.53099999999
388.83,11.0907777778,23.176,8.76966666667,6.932,5.91966666666,7.37911111111,5.2365,10.4546666667,11.3538333333,8.61600000001
389.19,11.1257777778,23.2591111111,8.80977777778,7.01066666667,5.96444444445,7.43522222222,5.26783333333,10.5072222222,11.3896666667,8.64666666667
389.55,11.14,23.3226666667,8.85655555556,7.07122222222,6.014,7.47322222222,5.3105,10.5433333333,11.397,8.66022222222
389.91,11.1495555556,23.3647777778,8.89011111111,7.02433333333,5.99666666667,7.432,5.30983333333,10.5464444445,11.4311666667,8.67055555554
390.27,11.1576666667,23.4014444445,8.93344444445,7.04177777778,5.99688888889,7.43877777778,5.32416666667,10.5537777778,11.4982222222,8.69488888888
390.63,11.1855555556,23.5035555556,8.95833333333,7.05966666667,6.044,7.44155555556,5.33133333333,10.5831111111,11.5462777778,8.75322222221
391.00,11.2307777778,23.5305555556,9.00255555556,7.08755555556,6.11433333333,7.46788888889,5.35366666667,10.6108888889,11.6262777778,8.7858888889
391.36,11.2594444444,23.639,9.044,7.10333333334,6.15144444444,7.48733333334,5.37633333333,10.6162222222,11.686,8.81999999999
391.72,11.278,23.6594444444,9.082,7.14111111111,6.17555555555,7.49666666667,5.42666666666,10.6253333333,11.7280555555,8.86733333332
392.08,11.336,23.789,9.117,7.16344444444,6.20177777778,7.51377777778,5.4475,10.676,11.7682222222,8.91933333333
392.44,11.3476666667,23.8145555556,9.11111111111,7.13833333333,6.18133333333,7.45788888889,5.454,10.6418888889,11.7472222222,8.93455555554
392.80,11.317,23.871,9.10544444445,7.15,6.18177777778,7.46211111111,5.44883333334,10.6161111111,11.7517222222,8.91777777779
393.16,11.2808888889,23.8864444444,9.09744444444,7.11266666667,6.19233333333,7.43344444444,5.43466666667,10.5924444444,11.7752222222,8.93722222223
393.52,11.2884444444,23.9302222222,9.10566666667,7.08633333333,6.19411111111,7.42711111111,5.445,10.5716666667,11.8351666667,8.95688888889
393.88,11.2416666667,23.9035555555,9.08966666667,7.07811111111,6.15822222222,7.41033333333,5.42866666667,10.5546666667,11.8045,8.92833333332
394.24,11.297,23.9613333333,9.08411111111,7.09822222222,6.19477777778,7.42322222222,5.44,10.5762222222,11.8226111111,8.93922222221
394.60,11.2784444444,23.9617777778,9.07122222222,7.11955555556,6.17755555556,7.40877777778,5.409,10.5444444444,11.8133333333,8.91277777777
394.96,11.2606666667,23.9948888889,9.03255555556,7.09411111111,6.13211111111,7.38488888889,5.36883333334,10.5378888889,11.7627777778,8.87711111112
395.32,11.2421111111,24.0282222222,9.02722222222,7.11011111111,6.11411111111,7.37088888889,5.33183333334,10.5394444444,11.7382222222,8.86988888888
395.68,11.2266666667,24.058,9.06266666667,7.09866666667,6.096,7.34855555555,5.30316666667,10.5164444444,11.7426111111,8.84344444444
396.04,11.1644444445,24.0486666667,9.049,7.06977777778,6.03822222222,7.27511111111,5.2425,10.462,11.6933888889,8.76999999999
396.40,11.1468888889,24.1361111111,9.05677777778,7.094,6.03944444444,7.28455555556,5.212,10.5084444444,11.744,8.75877777779
396.76,11.1093333333,24.1075555556,9.03022222222,7.03222222222,5.957,7.21433333334,5.1315,10.4352222222,11.674,8.67666666667
397.12,11.1034444445,24.1611111111,9.01077777778,7.0,5.89244444444,7.16266666667,5.08283333334,10.3956666667,11.6265,8.59233333333
397.48,11.0838888889,24.1737777778,9.04222222222,7.00711111111,5.88988888889,7.132,5.0755,10.3873333333,11.6231666667,8.61833333332
397.84,11.1481111111,24.2386666667,9.08711111111,7.04244444444,5.94088888889,7.16877777778,5.074,10.3925555556,11.7272222222,8.64866666667
398.20,11.1145555556,24.2496666667,9.09011111111,7.00533333333,5.91255555555,7.12922222222,5.048,10.3764444444,11.7281666667,8.64944444446
398.56,11.1521111111,24.3422222222,9.14766666667,7.016,5.97088888889,7.17477777778,5.12516666667,10.4067777778,11.8010555556,8.70366666666
398.92,11.2197777778,24.4648888889,9.26566666667,7.09255555555,6.05922222222,7.255,5.20266666667,10.4501111111,11.921,8.80944444446
399.28,11.2403333333,24.4903333333,9.32111111111,7.11066666667,6.112,7.29055555555,5.22116666667,10.4533333333,11.9585,8.84444444443
399.64,11.2567777778,24.5316666667,9.31077777778,7.14433333333,6.12922222222,7.30077777778,5.215,10.4494444445,11.9658888889,8.86299999999
400.00,11.2984444444,24.6331111111,9.40222222222,7.23277777778,6.20222222222,7.379,5.29066666667,10.5213333333,12.0908888889,8.935
400.36,11.3803333333,24.6867777778,9.46866666666,7.26633333333,6.26466666667,7.42688888889,5.35633333333,10.555,12.1177777778,8.96344444444
400.72,11.436,24.806,9.53866666667,7.32777777778,6.32722222222,7.48044444445,5.39933333333,10.6316666667,12.2071111111,9.05533333334
401.08,11.4797777778,24.867,9.60566666667,7.38288888889,6.4,7.56155555556,5.44433333334,10.6871111111,12.2646666667,9.16422222222
401.44,11.535,24.9481111111,9.66044444445,7.43722222222,6.45922222222,7.62711111111,5.47866666667,10.759,12.3177222222,9.22788888888
401.80,11.5834444444,25.0747777778,9.69122222222,7.51,6.51588888889,7.65955555556,5.52833333333,10.8227777778,12.3848333333,9.29166666668
402.16,11.615,25.146,9.75922222222,7.59244444444,6.58322222222,7.74422222222,5.57466666667,10.8956666667,12.4815555555,9.38733333332
402.52,11.6416666667,25.227,9.81044444444,7.63277777778,6.62777777778,7.78277777778,5.58433333333,10.9453333333,12.5215555556,9.40811111112
402.88,11.6112222222,25.1965555556,9.793,7.61744444444,6.57922222222,7.76377777778,5.54516666666,10.916,12.5241111111,9.35944444444
403.24,11.6221111111,25.247,9.80477777778,7.62177777778,6.55944444445,7.72688888889,5.566,10.9293333333,12.5606666667,9.3548888889
403.60,11.6642222222,25.2757777778,9.81166666668,7.63066666667,6.58222222222,7.74666666667,5.59216666666,10.9546666667,12.5981666667,9.39322222223
403.95,11.662,25.2687777778,9.75466666667,7.56755555556,6.51377777778,7.68266666667,5.52,10.914,12.5525,9.3748888889
404.31,11.5941111111,25.2737777778,9.73422222222,7.544,6.46122222222,7.649,5.45216666667,10.8658888889,12.5493888889,9.35333333334
