wavelength,Back_HemPiuf,Belly_HemPiuf,Breast_HemPiuf,Crissum_HemPiuf,Crown_HemPiuf,DorTail_HemPiuf,Patch10_HemPiuf,Rump_HemPiuf,Throat_HemPiuf,WingTip_HemPiuf
305.58,0.752499999999,-0.000125000001,-0.48025,0.598458333333,0.8405,3.9325,2.76175,1.608875,0.223999999999,5.10725
305.95,0.576166666666,0.028,-0.5325,0.447125,0.747166666667,3.8945,2.72616666667,1.37491666667,0.0278333333343,4.98741666667
306.32,0.866499999999,-0.0856666666665,-0.463416666667,0.687,0.870583333335,4.11283333333,2.99075,1.74491666667,0.163916666667,5.23458333333
306.69,1.09366666667,0.0852083333333,0.099000000001,1.12166666667,1.19266666667,4.352875,3.277,2.01504166667,0.479583333333,5.74966666667
307.06,1.05225,-0.201291666667,0.0624166666675,1.28116666667,1.0445,4.34270833333,3.19641666667,2.089125,0.328499999999,5.6065
307.43,1.09458333333,0.0157083333343,0.0235,1.33104166667,1.23116666667,4.48516666667,3.30666666666,2.23966666667,0.457333333332,5.59733333334
307.80,1.4325,0.385166666667,0.423583333332,1.744375,1.77891666667,4.72708333333,3.69291666666,2.47608333333,0.743166666667,6.25383333333
308.17,1.72258333334,0.807208333333,0.768083333334,1.93704166667,1.95366666667,4.88416666667,4.12008333333,2.755375,0.962,6.65908333333
308.54,2.05475,1.20525,1.08625,2.24208333333,2.09158333333,5.24179166667,4.653,3.19791666667,1.41275,6.98658333334
308.90,1.897,1.19404166667,1.01383333333,2.12308333333,1.78758333333,5.03925,4.67358333333,3.13345833333,1.33533333333,6.80016666666
309.27,2.22233333333,1.25195833333,1.19441666667,2.26320833333,2.00875,5.20491666667,4.77725,3.28608333334,1.41841666667,6.915
309.64,2.63,1.52845833333,1.55125,2.69020833333,2.2975,5.59745833334,5.26658333333,3.61758333333,1.799,7.34258333333
310.01,3.11991666667,2.00420833333,1.959,3.065125,2.64733333333,6.00679166667,5.8175,4.24175,2.23741666667,7.71058333332
310.38,3.20383333333,2.36945833333,2.2165,3.08733333333,2.78883333333,6.203,6.18041666666,4.34391666667,2.29533333333,7.91541666668
310.75,3.19133333333,2.43833333333,2.09083333333,2.85275,2.79458333333,6.24258333333,6.174,4.30833333333,2.216,7.88291666667
311.12,3.17983333333,2.70775,2.17383333333,2.76058333334,2.99733333333,6.362625,6.389,4.408,2.31791666667,7.97733333333
311.49,3.53058333333,2.84816666667,2.48283333333,2.724375,3.22508333333,6.39925,6.66541666667,4.65845833333,2.48291666666,8.11799999999
311.85,3.70125,3.06541666667,2.555,2.71104166667,3.40375,6.54645833333,6.90083333334,4.78041666667,2.63083333334,7.98008333334
312.22,3.88633333333,3.12675,2.6285,2.82579166667,3.50958333334,6.64845833333,6.87083333333,4.94983333334,2.765,7.80833333333
312.59,4.29083333333,3.57058333334,3.02983333333,3.31975,4.00075,6.966375,7.183,5.29608333333,3.16116666667,8.196
312.96,4.407,3.78225,3.12383333333,3.69970833333,4.39475,7.34416666667,7.47566666667,5.53566666667,3.323,8.27816666666
313.33,4.03491666667,3.68983333333,2.91166666666,3.69920833333,4.20441666667,7.128625,7.49258333333,5.44533333334,3.15325,8.07608333334
313.70,3.45525,3.332625,2.17433333333,3.232625,3.81008333333,6.72004166667,7.1525,4.94575,2.70016666667,7.53991666667
314.07,2.979,2.89729166667,1.68808333333,3.049125,3.43941666667,6.24345833333,6.8655,4.61208333333,2.27841666667,7.10916666667
314.43,2.72775,2.772,1.5615,3.08579166667,3.23908333333,6.05054166667,6.68983333333,4.54845833333,2.18216666667,6.76141666667
314.80,2.99108333334,2.966625,1.65191666667,3.47108333333,3.398,6.07091666667,7.0395,4.67266666667,2.32333333333,6.817
315.17,3.01666666667,2.76058333334,1.6875,3.392875,3.25675,6.108625,7.12975,4.57141666666,2.139,6.83566666667
315.54,2.6455,2.43395833334,1.46125,3.20116666666,2.94425,5.84833333333,6.95233333333,4.21754166667,1.75991666667,6.43866666667
315.91,2.04825,1.69083333333,0.965333333332,2.63233333333,2.11816666667,5.26641666667,6.38808333333,3.74679166667,0.979916666666,5.96825
316.28,1.93883333334,1.47904166667,0.794666666667,2.474125,2.01266666666,5.406625,6.48275,3.56866666667,0.912666666666,6.02283333333
316.64,1.41808333333,0.81325,0.323916666667,1.82379166667,1.52975,5.03395833333,6.18958333333,3.03341666666,0.435583333334,5.41533333333
317.01,0.938000000001,0.372083333333,-0.119083333333,1.085,0.960166666665,4.32495833333,5.72066666667,2.63133333333,-0.3125,4.97616666667
317.38,1.257,0.719958333333,0.0858333333332,1.2925,1.26083333333,4.64029166667,6.19225,2.848125,-0.0224999999993,5.45733333333
317.75,1.18091666666,0.35125,0.0934166666657,0.954708333333,1.02758333333,4.54783333334,6.00158333333,2.66245833334,-0.287666666666,5.17558333333
318.12,1.17066666667,0.329291666667,0.07525,0.910750000001,0.989833333333,4.59395833333,5.91683333333,2.617875,-0.357583333333,5.22066666667
318.49,1.47508333333,0.24125,0.230166666667,1.07516666667,1.18466666667,4.59491666667,6.03975,2.62,-0.135833333333,5.36075
318.85,1.20516666667,0.0490833333333,0.0835000000008,0.909541666667,1.10275,4.53995833333,5.745,2.31733333334,-0.344750000001,5.25608333333
319.22,1.01691666667,0.0133333333333,-0.0834166666675,1.04554166667,1.00558333333,4.14395833334,5.68075,2.25604166667,-0.576666666666,4.97875
319.59,0.778833333333,-0.110708333333,-0.274749999999,1.0115,0.969416666667,4.11695833333,5.55416666667,2.145375,-0.790083333332,4.95108333333
319.96,1.29183333333,0.467666666667,0.414000000001,1.71733333333,1.65983333333,4.61341666667,6.24833333333,2.78108333333,-0.0038333333325,5.6005
320.32,1.41775,0.659083333334,0.626166666666,1.878875,1.86333333333,4.62379166667,6.43141666667,2.93541666667,0.122916666665,5.84383333333
320.69,1.49275,0.813083333333,0.782500000001,1.91058333333,1.90883333333,4.76595833333,6.75291666667,3.157,0.133749999999,6.02
321.06,2.03183333333,1.191875,1.31225,2.40291666667,2.33391666667,5.28391666667,7.24675,3.43783333333,0.677166666667,6.51216666667
321.43,2.001,1.06183333333,1.32366666667,2.253625,2.08525,5.140375,7.16633333333,3.28283333333,0.539416666666,6.14483333333
321.80,2.24625,1.55683333333,1.62875,2.53216666667,2.37875,5.22729166667,7.62891666667,3.55854166667,0.93575,6.25766666667
322.16,2.738,1.9565,2.13741666667,2.77145833334,2.82375,5.64566666667,8.21025,3.92975,1.5815,6.61008333333
322.53,2.65125,2.06666666667,2.02058333333,2.75454166667,2.86866666667,5.75945833333,8.25958333333,3.950875,1.60025,6.55241666667
322.90,2.84808333333,2.34370833333,2.26141666667,2.91970833333,2.93758333334,5.78204166667,8.69116666668,4.39929166667,2.0395,6.61941666667
323.27,2.88216666667,2.37633333333,2.166,2.97416666667,2.93775,5.85466666667,8.71241666666,4.517875,2.2945,6.64366666667
323.63,2.86125,2.43795833334,2.10966666667,2.945875,2.86825,5.79383333333,8.78033333333,4.48833333333,2.46525,6.67408333333
324.00,2.38658333333,1.99325,1.33866666667,2.441,2.38325,5.35995833333,8.32341666667,4.05929166666,1.75183333333,5.95666666666
324.37,2.32225,2.08008333333,1.22533333333,2.63029166667,2.43141666667,5.204375,8.33325,4.21475,1.85408333334,5.76408333333
324.74,2.61991666667,2.51875,1.49216666667,3.11058333334,2.7695,5.39575,8.59191666667,4.472,2.37683333333,5.95333333334
325.10,2.45733333333,2.30233333333,1.192,2.976,2.588,5.18695833333,8.458,4.28233333333,2.20491666667,5.803
325.47,2.39075,2.26633333333,0.983583333334,2.90925,2.54483333333,5.04354166666,8.26516666666,4.14579166667,2.03533333333,5.75608333333
325.84,2.54175,2.44020833334,1.14616666667,3.26295833333,2.78825,5.39416666667,8.43775,4.41766666667,2.28641666667,6.15708333333
326.21,2.09191666667,2.30633333333,0.923083333335,2.877625,2.46616666666,5.13408333333,8.24183333334,4.16658333333,1.91183333333,5.87575
326.57,2.13241666667,2.298875,0.941083333334,2.814625,2.55316666666,5.05795833333,8.45275,4.236375,1.88491666667,5.93933333334
326.94,1.94883333333,1.99166666667,0.724083333334,2.52545833333,2.43525,4.86204166667,8.2675,3.91929166666,1.64825,5.82066666667
327.31,1.94983333333,2.10208333333,0.808583333332,2.43029166667,2.56083333334,4.92516666667,8.44516666667,3.88854166667,1.75791666667,5.89583333333
327.67,1.96508333333,2.05725,0.747416666667,2.383375,2.56525,4.98766666666,8.55541666667,3.88683333333,1.74566666667,5.81141666667
328.04,2.31425,2.2985,1.30416666667,2.57775,2.8785,5.306625,8.886,4.109125,2.179,6.15433333333
328.41,1.9525,1.83408333333,1.17225,2.13533333333,2.64525,5.09295833333,8.7045,3.67120833334,1.666,5.85166666667
328.78,1.4095,1.20241666667,0.636666666667,1.51920833333,2.13791666667,4.43916666667,8.19108333333,3.22058333333,1.02475,5.38966666666
329.14,1.33041666667,1.20833333333,0.732000000002,1.445,2.21141666667,4.384,8.23216666667,3.32441666667,1.03558333333,5.33041666667
329.51,0.856333333333,0.771541666667,0.447750000001,0.977333333334,1.98791666667,4.02891666667,8.03683333334,3.07583333333,0.708083333334,4.83541666667
329.88,0.718999999998,0.534666666667,0.319583333334,0.7635,1.86516666667,3.66441666667,8.06291666667,2.86225,0.479333333334,4.55083333333
330.24,0.88775,0.423583333333,0.248166666667,0.789916666667,1.9305,3.572375,8.13783333333,2.81654166667,0.571166666667,4.553
330.61,1.22258333333,0.631291666667,0.458916666667,0.965333333334,2.18041666666,3.84779166667,8.33641666667,3.021125,0.926749999999,4.83491666667
330.98,1.21041666667,0.609875,0.38925,0.936333333332,2.32016666667,3.84029166667,8.49883333333,3.09083333333,0.870333333332,4.97733333334
331.34,1.29283333333,0.538166666667,0.460499999999,0.964958333334,2.39666666667,3.78383333333,8.59558333333,3.197125,0.850749999999,5.06766666667
331.71,1.77716666667,0.867874999999,0.908083333333,1.40704166667,2.75083333333,4.12041666667,8.92174999999,3.59620833333,1.20075,5.43308333333
332.08,1.55666666667,0.803500000001,0.481833333334,1.323125,2.52608333333,3.889,8.6945,3.48966666667,1.03975,5.3225
332.44,1.54716666667,0.863499999999,0.223499999999,1.20604166667,2.33075,3.78508333333,8.644,3.597875,1.10591666667,5.31166666667
332.81,2.03158333333,1.27608333333,0.549166666666,1.530875,2.757,4.35433333334,9.05616666666,3.93333333333,1.52775,5.69008333333
333.18,2.59708333333,1.826875,1.04833333333,2.12875,3.35733333333,4.91445833333,9.71141666669,4.44058333333,2.16925,6.2785
333.54,3.05808333333,2.11833333333,1.4305,2.44304166667,3.58166666666,5.38466666667,10.0899166667,4.70641666667,2.59775,6.711
333.91,3.08975,2.26145833333,1.49233333333,2.42404166667,3.50366666667,5.602625,10.1995833333,4.793125,2.67558333334,6.74675
334.28,3.13583333333,2.30845833333,1.49141666667,2.52883333333,3.5055,5.65145833333,10.24975,4.816,2.62116666667,6.82358333333
334.64,2.79791666667,2.00016666667,1.18416666667,2.32108333333,3.04675,5.28275,10.0074166667,4.44045833333,2.21108333333,6.44183333334
335.01,2.934,2.24945833334,1.36908333333,2.61466666667,2.99816666667,5.41629166666,10.1349166666,4.64666666667,2.32133333334,6.385
335.38,3.109,2.623625,1.58333333333,2.937625,3.22991666667,5.61404166666,10.3276666667,4.82729166667,2.55675,6.52558333333
335.74,2.66708333333,2.32083333333,1.19,2.55195833333,2.89191666667,5.254,10.1305,4.4715,2.11716666667,6.21875
336.11,2.83091666666,2.52708333333,1.50641666667,2.736375,3.20191666667,5.52725,10.6165,4.6335,2.323,6.47583333333
336.47,3.21833333333,2.93145833333,2.09075,3.16545833334,3.64225,5.95604166667,11.1249166667,4.99995833333,2.78433333333,6.83325
336.84,2.98525,2.89320833333,1.98533333333,3.12316666667,3.46475,5.82754166667,11.091,4.96079166667,2.56633333333,6.71608333333
337.21,2.85933333333,2.72508333333,1.85891666667,2.93008333334,3.26233333333,5.580875,10.9791666667,4.84670833333,2.41083333333,6.45025
337.57,2.78891666667,2.722125,1.73775,2.89479166667,3.218,5.43004166666,10.9696666667,4.791125,2.29075,6.35241666667
337.94,2.73675,2.51245833333,1.60575,2.78175,3.26575,5.19158333333,10.8529166667,4.65175,2.13233333333,6.26941666667
338.31,2.85233333333,2.58970833333,1.7555,2.94041666667,3.42883333333,5.32575,11.05625,4.86091666667,2.22158333333,6.42008333333
338.67,2.52783333333,2.34129166667,1.62008333333,2.641375,3.16775,5.034125,10.8328333333,4.70958333333,1.94616666667,6.19725
339.04,2.29716666667,1.968875,1.31575,2.35095833333,3.03091666667,4.78133333333,10.7426666667,4.47179166667,1.77358333334,6.07125
339.40,2.33716666667,1.76925,1.24741666667,2.25829166667,3.07591666667,4.69866666666,10.7610833333,4.50225,1.7425,6.04041666667
339.77,2.75391666667,2.181125,1.56483333333,2.669875,3.47758333334,5.001,11.0805,4.93416666667,2.24475,6.25683333333
340.14,2.76791666667,2.24283333333,1.45716666667,2.72329166667,3.46441666667,4.968375,10.9595833333,4.94658333333,2.20141666667,6.20941666667
340.50,2.44283333333,1.869375,0.909916666668,2.39091666667,3.14716666667,4.40354166667,10.5595,4.481625,1.72275,5.79583333334
340.87,2.35208333333,1.58183333333,0.784749999999,2.34525,2.99516666666,4.25558333334,10.5031666667,4.33745833334,1.6145,5.72933333333
341.23,2.19466666667,1.34529166667,0.605249999999,2.27920833333,2.829,4.14904166667,10.3344166667,4.12454166667,1.35541666667,5.65125
341.60,2.3095,1.497,0.761749999999,2.50804166667,3.03166666667,4.339125,10.5484166667,4.28733333333,1.55,5.86133333333
341.96,2.66208333333,1.75845833333,1.0045,2.868375,3.30416666667,4.72,10.9629166667,4.67341666667,1.90916666667,6.25058333333
342.33,2.57675,1.72404166667,0.926333333333,2.779,3.203,4.56804166666,10.8825,4.47858333334,1.95066666667,6.08658333333
342.70,3.02558333333,2.23095833333,1.23208333333,3.2345,3.65816666667,5.0155,11.2940833333,4.87558333334,2.38041666667,6.48958333333
343.06,3.37125,2.67179166667,1.63158333333,3.61245833333,4.01858333333,5.29795833333,11.65575,5.3,2.77916666667,6.74875
343.43,3.16325,2.592,1.47683333333,3.43833333334,3.74166666667,5.158875,11.5630833333,5.11670833333,2.52058333333,6.48583333334
343.79,3.02941666666,2.448,1.42425,3.24041666667,3.4975,5.08979166667,11.5499166667,4.953375,2.2945,6.46516666667
344.16,3.30091666667,2.64733333333,1.792,3.43270833333,3.67416666667,5.21625,11.904,5.31179166667,2.59358333333,6.64291666667
344.52,3.62191666667,2.998875,2.1715,3.69604166667,3.92458333333,5.5985,12.3178333333,5.687375,2.97583333334,7.02008333333
344.89,3.74941666667,3.12558333333,2.23675,3.64566666666,4.07333333334,5.583125,12.4295833333,5.704125,3.12266666666,7.01508333334
345.25,3.79241666667,3.17941666667,2.24791666667,3.55583333333,3.99983333333,5.61404166667,12.52925,5.75629166667,3.25108333333,7.0265
345.62,3.64641666666,2.938,2.05466666667,3.31433333333,3.701,5.383125,12.3354166667,5.545875,3.03316666667,6.877
345.99,3.53008333333,2.902375,1.9245,3.08720833333,3.59366666666,5.24708333333,12.2738333333,5.43833333333,2.89966666667,6.66975
346.35,3.814,3.22679166667,2.19641666666,3.46920833333,3.91591666667,5.57795833333,12.6450833333,5.90029166667,3.075,7.008
346.72,3.96008333333,3.26508333333,2.26966666667,3.50920833334,3.98075,5.616625,12.8029166667,5.99770833333,3.1375,7.08241666666
347.08,3.74116666667,3.08491666667,1.97841666667,3.191625,3.69191666667,5.4585,12.553,5.69958333333,2.79716666667,6.84858333333
347.45,3.82866666667,3.13675,2.0045,3.26583333333,3.78891666667,5.58279166667,12.6384166667,5.76033333333,2.91375,7.0805
347.81,3.59458333334,2.884375,1.7035,3.130875,3.74458333333,5.374875,12.4249166666,5.53233333333,2.726,6.87841666667
348.18,3.37641666667,2.61070833333,1.42883333333,2.97358333333,3.60425,5.24604166667,12.217,5.22970833333,2.46041666667,6.6785
348.54,3.41225,2.41570833333,1.39875,2.84595833334,3.57583333333,5.267625,12.20425,5.179,2.36158333334,6.63775
348.91,3.6695,2.66654166667,1.618,3.142,3.82733333333,5.57175,12.5694166666,5.47358333333,2.521,6.99116666667
349.27,3.47558333333,2.46695833333,1.4035,2.92079166667,3.72041666667,5.366,12.3993333333,5.26154166667,2.20108333333,6.75141666667
349.64,3.48766666667,2.55095833333,1.518,3.05854166667,3.90016666667,5.335375,12.5800833334,5.45766666667,2.27125,6.66091666667
350.00,3.66375,2.63108333333,1.81133333333,3.36283333333,4.05633333333,5.53579166667,12.78225,5.59558333334,2.49725,6.90141666667
350.37,3.23075,2.087125,1.35491666667,2.834,3.67191666667,5.14075,12.4815,5.11283333333,2.15941666667,6.42433333333
350.73,2.55783333333,1.474625,0.792833333333,2.293625,3.14,4.58891666666,12.0850833333,4.58891666667,1.60058333333,5.89566666666
351.10,2.85283333333,1.62554166666,1.04741666667,2.594625,3.28983333333,4.78908333333,12.3920833333,4.84154166666,1.85708333334,6.0355
351.46,3.09941666667,1.84570833333,1.26216666667,2.81179166667,3.50916666666,4.991625,12.6693333333,5.14375,2.04866666667,6.137
351.83,3.58291666667,2.1685,1.6725,3.23383333333,3.81583333333,5.27716666667,13.09075,5.62254166667,2.42466666667,6.3885
352.19,3.89258333333,2.448125,1.87483333334,3.364,3.95875,5.482625,13.3383333334,5.87629166667,2.65341666667,6.5925
352.55,3.9895,2.66616666667,2.03716666667,3.670625,4.0865,5.60283333333,13.4665,6.07325,2.80533333333,6.61875
352.92,4.03116666666,2.76466666667,2.04766666667,3.60975,4.092,5.574625,13.4005,6.15095833333,2.82825,6.56025
353.28,4.27091666667,3.0105,2.3605,3.94591666667,4.41283333333,5.77791666666,13.6818333333,6.46883333333,3.137,6.88791666667
353.65,4.42566666667,3.09633333334,2.45766666666,4.01041666667,4.55408333333,5.94479166667,13.8055,6.50016666667,3.28291666667,7.08075
354.01,4.34375,3.0495,2.29741666667,3.88908333333,4.50991666667,5.766,13.6928333333,6.3685,3.09541666667,6.93525
354.38,4.57983333334,3.27504166666,2.46325,4.05770833333,4.71991666667,5.85479166667,13.83575,6.56241666666,3.24241666667,7.08375
354.74,4.95366666667,3.64029166667,2.67433333333,4.35383333334,5.01091666667,6.115375,14.1039166667,6.856,3.53758333333,7.34266666667
355.11,5.05066666667,3.79183333334,2.71658333333,4.40925,5.22491666667,6.23875,14.2269166667,6.99595833333,3.65108333333,7.46258333333
355.47,4.96133333333,3.68129166667,2.61516666667,4.33091666667,5.14141666667,6.093,14.1449166666,6.83125,3.55833333333,7.37158333333
355.83,5.14516666667,3.93129166666,2.84391666666,4.426,5.31808333333,6.20558333333,14.2759166667,6.93829166667,3.73966666667,7.58508333333
356.20,4.96608333333,3.89679166667,2.78358333333,4.40733333333,5.29366666667,6.02275,14.24425,6.84333333333,3.68758333333,7.5215
356.56,4.81641666667,3.83325,2.63891666666,4.34054166667,5.249,5.90929166667,14.1774166667,6.70629166666,3.61033333333,7.44225
356.93,4.71333333334,3.72158333333,2.54008333334,4.30808333333,5.18233333334,5.78920833333,14.1393333334,6.59183333333,3.51483333333,7.306
357.29,4.61075,3.650875,2.35508333334,4.134125,5.028,5.6675,14.1145,6.40108333334,3.40925,7.15425
357.66,4.74691666667,3.78625,2.50016666667,4.30120833333,5.16375,5.83245833333,14.3034166667,6.5305,3.53358333333,7.21541666666
358.02,4.7805,3.78545833333,2.55458333333,4.36325,5.20775,5.84858333333,14.4336666667,6.58941666667,3.66366666667,7.21208333333
358.38,4.67666666667,3.71816666667,2.51316666667,4.27629166667,5.09808333334,5.7925,14.4163333333,6.515875,3.62541666667,7.14525
358.75,4.72766666667,3.75820833333,2.64441666667,4.328,5.17566666667,5.849375,14.4993333333,6.59254166666,3.744,7.21375
359.11,4.64108333333,3.65183333333,2.582,4.30283333334,5.05616666667,5.70320833333,14.4204166667,6.45070833333,3.62858333333,7.19708333333
359.48,4.64683333333,3.68916666666,2.58841666667,4.25670833333,5.03983333334,5.71954166667,14.5018333333,6.51166666667,3.63091666667,7.25033333333
359.84,4.423,3.46741666667,2.31916666667,4.10725,4.84816666667,5.59245833334,14.4441666667,6.38416666667,3.45208333333,7.11016666667
360.20,4.55991666667,3.44933333333,2.32075,4.12995833333,4.86008333333,5.740125,14.5355833333,6.43525,3.50091666667,7.14708333333
360.57,4.62558333334,3.45820833333,2.37483333333,4.07841666667,4.93433333333,5.79891666666,14.66725,6.49929166667,3.5605,7.26466666667
360.93,4.71658333333,3.55308333334,2.5055,4.14458333333,4.99983333333,5.9215,14.8126666666,6.521125,3.67358333333,7.4075
361.29,4.68833333333,3.50191666667,2.53216666667,4.169375,4.99558333334,5.91145833333,14.82575,6.56166666667,3.66183333333,7.34683333333
361.66,4.39441666667,3.26504166667,2.23708333333,3.876,4.66933333334,5.58304166667,14.55875,6.33595833334,3.3925,7.1145
362.02,4.37425,3.34583333334,2.24733333333,3.91866666667,4.70091666667,5.61779166667,14.572,6.378625,3.39241666667,7.17841666667
362.39,4.53241666667,3.55725,2.36833333334,4.12166666667,4.87908333333,5.785625,14.7125833333,6.54958333334,3.51725,7.37483333333
362.75,4.65591666667,3.69791666667,2.4615,4.25841666667,4.99991666667,5.91758333333,14.8470833333,6.65858333334,3.6115,7.46458333333
363.11,4.75066666667,3.80833333333,2.58458333333,4.269375,5.10691666666,6.023875,14.99475,6.764625,3.74516666667,7.54925
363.48,4.70425,3.76416666667,2.49433333333,4.192625,5.02783333333,5.93091666667,14.9403333333,6.66325,3.70483333333,7.4215
363.84,4.73591666667,3.837875,2.575,4.17383333333,5.05916666667,5.92216666667,15.0034166667,6.679375,3.78266666667,7.45675
364.20,4.78516666666,3.911375,2.60225,4.180125,5.11866666667,5.94858333333,15.06375,6.726625,3.81816666667,7.53683333334
364.57,4.88133333334,3.99758333334,2.66516666667,4.31591666667,5.11541666667,5.99508333333,15.11425,6.77295833333,3.87508333333,7.53616666667
364.93,4.878,3.882375,2.58483333333,4.2925,5.10533333334,5.9075,15.1153333333,6.787125,3.8435,7.5145
365.29,5.15275,4.11145833334,2.74875,4.52525,5.34183333333,6.126125,15.2886666667,6.989125,4.10683333333,7.74141666666
365.66,5.43958333333,4.361875,2.99233333333,4.79770833333,5.58166666667,6.36416666666,15.53125,7.22175,4.35208333333,7.97075
366.02,5.21066666666,4.09125,2.71741666667,4.48845833334,5.2445,6.09695833333,15.3285833333,6.94720833333,4.04291666667,7.69341666666
366.38,5.2025,3.954125,2.70733333333,4.44295833333,5.15433333333,6.06116666667,15.3550833333,6.90225,4.02958333334,7.61775
366.75,5.12983333334,3.82016666667,2.64258333333,4.28379166667,5.005,5.94625,15.2906666667,6.764,3.94108333333,7.55575
367.11,4.93483333333,3.64929166666,2.41941666667,4.16216666666,4.80441666667,5.76866666667,15.1446666667,6.56345833334,3.74466666667,7.37441666667
367.47,5.05458333333,3.66391666667,2.48266666667,4.31325,4.89516666667,5.89775,15.3073333333,6.66733333333,3.83233333333,7.49466666667
367.84,5.00233333333,3.611625,2.40658333333,4.31470833334,4.83208333333,5.84241666667,15.28525,6.54258333334,3.68941666667,7.34891666667
368.20,4.987,3.642125,2.45508333333,4.353625,4.82283333333,5.75354166667,15.3636666667,6.53329166667,3.70675,7.28658333333
368.56,4.89375,3.54454166667,2.31233333333,4.15770833333,4.741,5.60145833333,15.3579166667,6.43454166667,3.62583333334,7.16525
368.93,4.74483333333,3.49133333333,2.17308333333,3.997375,4.5835,5.523625,15.3224166666,6.29220833334,3.50175,7.042
369.29,4.651,3.41904166667,2.06208333333,3.88866666667,4.44516666667,5.52666666667,15.3964166667,6.25758333333,3.35283333333,6.97891666667
369.65,4.67966666666,3.43245833333,1.97841666667,3.90079166667,4.46358333333,5.49379166667,15.50275,6.29233333333,3.33916666667,6.99308333333
370.01,5.02066666667,3.78320833333,2.30733333333,4.27204166667,4.80075,5.80575,15.86375,6.62645833333,3.65391666667,7.32233333333
370.38,5.20533333333,3.966125,2.39941666667,4.37229166667,4.995,5.91,16.0755,6.72704166667,3.78233333333,7.44258333333
370.74,5.20016666667,3.98233333333,2.34175,4.429625,5.04316666667,5.90083333333,16.1905833333,6.75108333333,3.80008333333,7.42566666667
371.10,5.37925,4.0895,2.49216666667,4.57608333333,5.16975,6.0385,16.3395833333,6.88929166666,3.95591666667,7.55383333333
371.46,5.41408333334,4.19391666667,2.57908333333,4.66833333334,5.24925,6.07720833333,16.4313333334,6.95904166666,4.03416666666,7.60883333334
371.83,5.48583333333,4.23383333333,2.64308333334,4.76679166667,5.29308333333,6.16595833334,16.54025,7.03029166667,4.134,7.68225
372.19,5.38166666666,4.12679166667,2.546,4.72233333333,5.2165,6.113625,16.5081666667,6.94520833333,4.04583333333,7.64575
372.55,5.38641666667,4.142125,2.59308333333,4.784375,5.23616666667,6.13508333333,16.5904166667,6.99654166667,4.05791666667,7.73133333333
372.92,5.63683333333,4.3035,2.80008333333,5.002375,5.44983333333,6.27204166667,16.816,7.18570833334,4.29766666667,7.87641666667
373.28,5.69233333334,4.32716666667,2.8555,4.99358333333,5.51775,6.17466666667,16.8610833333,7.163875,4.37625,7.95766666667
373.64,5.61058333333,4.21991666667,2.82825,4.85445833333,5.42725,6.1365,16.8333333333,7.07320833333,4.29833333334,7.85541666667
374.00,5.45575,4.04558333333,2.62216666667,4.633,5.29191666667,5.907625,16.7009166667,6.939375,4.18875,7.65525
374.37,5.26633333333,3.84870833333,2.45683333334,4.48604166667,5.10158333333,5.73116666667,16.5581666667,6.780875,4.05233333333,7.47866666667
374.73,5.26791666667,3.87629166667,2.534,4.52120833334,5.115,5.75291666666,16.5279166667,6.81708333333,3.98466666667,7.45541666667
375.09,5.29825,3.838,2.53166666667,4.56545833333,5.15166666667,5.74033333333,16.6245833333,6.799625,3.97858333334,7.42983333333
375.45,5.262,3.78283333333,2.49716666667,4.48845833333,5.10466666667,5.69883333333,16.6348333333,6.74554166667,3.88791666667,7.4235
375.81,5.37516666667,3.877,2.55691666666,4.50525,5.20558333333,5.75245833333,16.7864166667,6.85691666667,3.99066666666,7.51641666667
376.18,5.52258333334,3.955,2.64775,4.56420833334,5.316,5.86108333333,16.8854166667,6.968125,4.11825,7.56108333333
376.54,5.39683333334,3.843625,2.58491666667,4.46541666667,5.20966666667,5.74941666666,16.796,6.85970833333,4.02758333334,7.45116666667
376.90,5.27975,3.77495833333,2.46275,4.37695833333,5.07933333333,5.64354166666,16.6755833334,6.79370833334,3.86841666666,7.327
377.26,5.22566666667,3.76795833333,2.435,4.38745833333,5.00766666667,5.64670833333,16.687,6.78183333334,3.80158333333,7.24975
377.63,5.34933333333,3.87275,2.59525,4.524875,5.17008333333,5.774875,16.82025,6.88683333333,3.96533333334,7.37208333333
377.99,5.3945,3.905875,2.653,4.61695833333,5.19708333333,5.82995833334,16.9023333333,6.89395833333,3.99975,7.41333333333
378.35,5.54641666666,4.057875,2.80075,4.77783333333,5.33183333334,5.95641666667,17.0728333333,7.00829166667,4.10941666667,7.53758333334
378.71,5.5455,4.043625,2.75466666666,4.75375,5.31166666667,5.94616666667,17.11125,6.97025,4.144,7.55483333333
379.07,5.45625,4.0105,2.66508333333,4.61416666667,5.21525,5.84175,17.1168333333,6.94054166667,4.0415,7.44141666667
379.44,5.51658333333,4.01225,2.68925,4.58666666666,5.25016666667,5.85491666666,17.1871666667,6.9415,4.15525,7.43008333333
379.80,5.34175,3.852875,2.52366666667,4.44479166667,5.13116666667,5.71475,17.0741666667,6.77966666667,3.99283333333,7.259
380.16,5.2025,3.75933333333,2.41116666667,4.368375,5.00791666667,5.58654166667,17.0360833333,6.6385,3.853,7.17025
380.52,5.30316666667,3.82125,2.44975,4.42916666667,5.06441666667,5.70183333333,17.1631666666,6.70075,3.94658333333,7.18733333333
