wavelength,Back_HemPiuf,Belly_HemPiuf,Breast_HemPiuf,Crissum_HemPiuf,Crown_HemPiuf,DorTail_HemPiuf,Patch10_HemPiuf,Rump_HemPiuf,Throat_HemPiuf,WingTip_HemPiuf
194.75,-119.444416667,84.722125,-32.6388333332,-28.2986666667,39.9305,-86.4585000001,45.1389166667,19.6179166668,-26.0416666667,12.1528333332
195.13,-135.52625,122.587791667,-18.8595833333,-12.5001249999,70.1753333332,-92.3244583334,99.5614166668,47.1490833333,-13.596583333,47.8069166667
195.51,-143.85975,106.798333333,-18.4211666664,-35.745625,69.7367500001,-83.5524583333,92.1053333334,43.4210833335,-30.2633333333,36.4035
195.89,-181.41025,116.346166667,-45.5128333333,-72.1154166667,85.2565000002,-123.397625,164.743666667,59.6152083332,-58.3333333333,49.3590833332
196.27,-120.370416667,50.694375,-24.9999166667,-50.0000416666,39.3517500002,-88.6572916667,106.9445,31.4815416667,-76.3889166666,53.7036666668
196.65,-808.333333335,-111.458333333,-477.083333333,-619.791666666,-229.166666667,-717.708333334,56.25,-217.708333334,-672.916666667,-16.6666666666
197.03,-104.464166667,-15.7738750001,-56.5475833332,-80.8033333332,-14.5832500001,-99.2559583333,8.631,-26.1904583335,-100.59525,7.44033333335
197.40,-46.1206666666,2.58616666667,-17.5286666667,-31.6091666667,-1.14941666668,-40.44525,8.18966666665,-4.02308333335,-47.27,10.7758333333
197.78,-31.5216666667,5.07258333335,-7.85024999997,-18.1762916667,-1.69075,-23.43,10.8695833333,-2.596625,-33.6956666667,13.7681666667
198.16,-40.9945833333,-2.15054166668,-11.5591666667,-28.6289583333,-3.36016666665,-24.93275,6.45166666668,-7.05637500002,-44.758,16.9353333333
198.54,-79.1666666667,-40.1666666667,-51.6666666667,-66.3333333334,-36.5,-75.5,-22.8333333333,-48.1666666665,-90.3333333333,-7.0
198.92,-114.316333333,-80.6623333333,-85.8973333333,-99.9998749999,-61.3247499999,-123.397416667,-41.2393333332,-88.9956666667,-144.23075,-35.6838333333
199.30,-94.5121666668,-73.9837083333,-66.2601666667,-94.7156666667,-53.45525,-105.99575,-40.8536666667,-85.4674583335,-128.455416667,-27.64225
199.68,-56.5973333333,-43.1423333334,-38.1943333334,-67.2742083332,-28.8195,-78.6460000001,-17.882,-61.0244166667,-91.3195833334,-0.173666666667
200.06,-36.4035,-30.6286666667,-14.1814166667,-46.7836249999,-18.2749166667,-55.6286666666,-12.28075,-41.958875,-64.3275,10.08775
200.44,-29.8485,-24.3181666667,-20.1516666667,-51.1362916667,-15.303,-53.40925,-10.4546666667,-45.227375,-52.1210833333,15.0000833333
200.82,-35.776,-27.5142916666,-22.84475,-53.3044999999,-17.95975,-51.8677916666,-16.0919166667,-49.8562499999,-54.3104166667,10.63225
201.19,-35.83325,-27.7779583333,-23.3335,-51.944375,-21.66675,-52.0137916666,-14.5833333333,-48.2639166667,-51.9445,3.88891666666
201.57,-11.7230833334,-19.35025,-9.03941666668,-32.3446666667,-7.06208333332,-32.203375,-0.847500000018,-36.37,-37.4293333334,18.0790833333
201.95,-17.5169166667,-37.3299583333,-17.6870833333,-64.5409166667,-22.6191666667,-56.1224999999,-16.3264166667,-52.3809583335,-57.1428333334,19.558
202.33,-72.0,-119.333333333,-97.3333333333,-180.833333333,-133.666666667,-178.166666667,-97.0,-158.333333333,-172.666666667,-16.3333333333
202.71,-34.1145833334,-88.5416666667,-72.3958333333,-126.5625,-93.4895833333,-114.0625,-64.5833333333,-115.494791667,-123.4375,1.82291666667
