wavelength,Back_PinInof,Belly_PinInof,Breast_PinInof,Crissum_PinInof,Crown_PinInof,DorTail_PinInof,Patch10_PinInof,Rump_PinInof,Throat_PinInof,WingTip_PinInof
340.87,5.13928333333,15.75925,13.6203333333,13.0591666667,4.36625,6.49241666667,5.59591666667,5.06461111111,9.82341666667,7.411
341.23,5.55905,16.2445,14.0228888889,13.63625,4.88575,6.87570833333,6.03658333333,5.59636111111,10.2228333333,7.84016666667
341.60,5.61623333333,16.49475,14.2311111111,13.78625,5.172,7.08095833333,6.32508333333,5.83008333334,10.5039166667,8.02091666667
341.96,5.66301666667,16.55925,14.1052222222,13.7288333333,5.20708333334,7.053,6.49816666666,5.89761111111,10.61225,8.09941666667
342.33,5.9138,16.6690833333,14.2757777778,13.842,5.38175,7.2675,6.70716666666,6.10302777777,10.8479166667,8.55425
342.70,6.10696666667,16.9090833333,14.4885555556,13.979,5.62941666667,7.48141666667,6.8995,6.26586111111,11.14125,8.87366666667
343.06,5.9422,16.9280833333,14.4641111111,13.8266666667,5.47766666666,7.344375,6.619,6.06191666667,11.0868333333,8.70183333333
343.43,6.03045,17.1419166667,14.5248888889,14.0144166667,5.587,7.47233333333,6.63175,6.16011111111,11.2971666666,8.71683333333
343.79,5.98201666667,17.1395,14.5617777778,13.9490833333,5.47725,7.389,6.39625,6.10372222222,11.2356666667,8.66533333333
344.16,6.2752,17.4240833333,14.7793333333,14.14,5.62758333333,7.55870833333,6.61366666667,6.35108333333,11.4706666667,8.9225
344.52,6.14201666667,17.2706666667,14.6793333334,14.0675,5.42475,7.391125,6.3915,6.24347222222,11.3060833333,8.76658333333
344.89,6.15158333333,17.38,14.8362222222,14.0080833333,5.389,7.29616666667,6.44516666667,6.24783333333,11.3368333333,8.74591666667
345.25,6.07073333333,17.24675,14.8808888889,13.8456666667,5.19825,7.18983333333,6.29966666666,6.14202777778,11.2445,8.56991666667
345.62,5.87786666666,17.0081666667,14.6258888889,13.6724166667,4.98291666666,6.98191666667,6.10333333333,5.98452777777,11.0133333333,8.32925
345.99,5.61126666667,16.7474166667,14.3763333333,13.5215,4.6535,6.686125,5.74141666666,5.67575,10.7201666667,7.88991666667
346.35,5.24798333333,16.6438333333,14.1256666667,13.3220833333,4.28658333333,6.24741666666,5.38258333333,5.33869444445,10.3798333333,7.37691666667
346.72,5.46285,16.879,14.3658888889,13.4924166667,4.43008333334,6.343125,5.51741666667,5.56947222222,10.5431666667,7.446
347.08,5.55188333333,16.9945,14.4567777778,13.6313333333,4.52366666667,6.421125,5.6655,5.67602777777,10.62975,7.56716666666
347.45,5.52686666667,16.9975833334,14.613,13.6486666667,4.54683333333,6.483875,5.70916666667,5.71394444445,10.5910833333,7.60241666667
347.81,5.41461666667,17.0638333333,14.5707777778,13.7233333333,4.45825,6.48233333334,5.63725,5.66477777778,10.6005,7.50933333334
348.18,5.21623333333,16.9296666667,14.4897777778,13.5710833333,4.32783333333,6.25529166667,5.48133333333,5.50825,10.5068333333,7.30925
348.54,5.74813333333,17.39125,14.9977777778,13.9795,4.8585,6.75329166666,6.02433333333,5.96183333333,11.0119166667,7.61508333333
348.91,5.90086666667,17.4724166667,15.1431111111,14.1266666666,5.07558333333,7.00495833333,6.15666666667,6.16916666667,11.1048333333,7.7595
349.27,5.93893333334,17.6451666667,15.2506666667,14.4363333333,5.26625,7.02191666666,6.153,6.23363888889,11.2376666667,7.86808333333
349.64,6.24413333334,18.04975,15.5196666666,14.6685833333,5.52375,7.24125,6.265,6.37194444444,11.3746666667,8.02475
350.00,6.58455,18.4435833333,15.8298888889,14.88775,5.81458333333,7.565625,6.58541666667,6.63080555555,11.7239166667,8.42183333333
350.37,6.8519,18.78675,16.1376666667,15.0818333333,6.11166666667,7.86958333333,6.91325,6.87311111111,12.0971666667,8.77675
350.73,6.5889,18.6563333333,15.7548888889,14.8819166667,5.8655,7.71133333334,6.64766666667,6.58211111111,11.8891666667,8.55016666667
351.10,6.71573333333,18.8561666667,15.8434444445,15.0369166667,6.035,7.87204166667,6.81058333333,6.76763888889,12.0698333333,8.73616666667
351.46,6.61168333333,18.8386666667,15.6268888889,14.8916666666,5.99375,7.64416666666,6.63,6.65061111111,12.01725,8.67841666667
351.83,6.73683333333,18.96125,15.7107777778,14.9604166667,6.23033333333,7.78633333333,6.68841666667,6.74169444445,12.1208333333,8.76583333333
352.19,6.87516666666,19.0938333334,15.8282222222,15.1833333333,6.37908333333,7.95358333334,6.68716666667,6.78388888889,12.1929166666,8.85916666667
352.55,6.4768,18.7610833333,15.5343333333,14.9016666666,6.09641666667,7.56570833334,6.32858333333,6.42538888889,11.8885,8.63158333333
352.92,6.32016666667,18.8241666667,15.4468888889,14.90675,6.04183333333,7.43291666667,6.25141666667,6.29541666666,11.7734166667,8.467
353.28,6.29661666666,18.8559166667,15.4332222222,14.8070833333,5.91208333333,7.506875,6.33191666667,6.23016666667,11.7418333333,8.51366666666
353.65,6.02186666667,18.62775,15.2958888889,14.6465833333,5.61716666666,7.35933333333,6.14216666667,6.04944444445,11.59925,8.37141666667
354.01,5.91225,18.5610833333,15.2578888889,14.6451666666,5.54883333333,7.35908333333,6.04608333333,6.04622222222,11.5035,8.26408333333
354.38,5.9171,18.3906666667,15.1654444445,14.6805,5.54391666666,7.27045833334,5.94925,6.00116666667,11.4106666667,8.06008333333
354.74,6.06108333333,18.6155,15.4781111111,14.8098333333,5.72941666667,7.30041666667,6.112,6.08730555555,11.5380833333,8.24308333334
355.11,6.00003333333,18.557,15.5391111111,14.7023333333,5.63425,7.19258333334,6.01666666667,6.00483333334,11.441,8.143
355.47,6.10855,18.6809166667,15.769,14.906,5.69933333333,7.370125,6.17233333333,6.09591666667,11.5886666667,8.20741666667
355.83,6.22585,18.7424166667,15.8857777778,15.0414166667,5.68566666667,7.38058333333,6.29483333333,6.14966666667,11.631,8.23541666666
356.20,6.26161666667,18.8870833333,15.9711111111,15.1066666667,5.67541666666,7.367625,6.39033333334,6.24780555556,11.691,8.28383333334
356.56,6.20556666667,19.05325,15.9836666667,15.1096666667,5.61383333334,7.304875,6.41275,6.25102777778,11.6858333333,8.20658333334
356.93,6.08285,18.906,15.8398888889,14.9875,5.4315,7.16670833334,6.29025,6.19033333334,11.6388333333,8.11316666667
357.29,5.98043333333,18.8514166667,15.7202222222,14.9601666667,5.3315,7.015,6.18783333333,6.08652777778,11.6075833333,7.97933333333
357.66,6.01636666667,18.9149166667,15.7788888889,14.9975,5.39141666667,7.03895833333,6.21358333334,6.12386111111,11.6220833333,8.01741666667
358.02,6.02035,18.8970833334,15.8128888889,14.9616666667,5.35391666667,7.055875,6.20108333333,6.06933333333,11.6528333333,7.96425
358.38,5.95386666667,18.9795,15.7801111111,14.9566666667,5.20725,7.00658333333,6.17058333333,6.03875,11.6064166667,7.96233333333
358.75,5.83463333334,18.82475,15.6366666666,14.8880833334,5.04058333333,6.936125,6.07866666667,5.95708333333,11.5935,7.74725
359.11,5.81778333333,18.8390833334,15.586,14.9960833333,4.99041666667,6.91645833333,6.04516666666,5.86311111111,11.5885,7.68091666667
359.48,5.64461666667,18.639,15.4393333333,14.7773333334,4.74433333333,6.65941666667,5.78841666667,5.69597222222,11.4081666667,7.43483333333
359.84,5.41885,18.5104166667,15.326,14.63625,4.56916666666,6.47279166667,5.58583333333,5.511,11.25225,7.21941666667
360.20,5.21718333333,18.3024166667,15.1445555555,14.4350833334,4.36166666667,6.23854166667,5.38266666667,5.27202777778,11.1146666667,6.90608333333
360.57,5.45886666667,18.4761666667,15.331,14.5881666667,4.49133333333,6.45241666667,5.49891666667,5.45619444444,11.2634166667,7.05
360.93,5.66865,18.7068333333,15.6953333333,14.8331666667,4.68058333333,6.632625,5.63691666666,5.59386111111,11.5304166667,7.17008333333
361.29,5.79603333334,18.7941666667,15.8322222222,14.8750833334,4.75008333334,6.67175,5.66583333333,5.70602777778,11.6528333333,7.21358333334
361.66,5.8093,18.8305,15.7535555556,14.8675,4.64216666667,6.54233333333,5.631,5.64519444444,11.7111666667,7.14741666667
362.02,5.69181666666,18.7928333333,15.6307777778,14.7909166667,4.52733333333,6.25608333333,5.49433333333,5.47447222222,11.54275,7.03716666666
362.39,5.6626,18.8408333333,15.7133333333,14.7509166667,4.57283333333,6.28129166667,5.48725,5.42969444444,11.53975,7.06291666667
362.75,5.73893333333,18.9428333333,15.6881111111,14.84075,4.66833333333,6.30575,5.56283333333,5.49611111111,11.5374166667,7.19225
363.11,5.70448333333,18.9596666667,15.6171111111,14.7894166667,4.63633333334,6.260375,5.52283333333,5.49727777778,11.4614166667,7.08258333333
363.48,5.96058333334,19.2183333333,15.7703333333,15.0540833333,4.91125,6.46354166667,5.76616666666,5.69483333333,11.6865,7.294
363.84,6.1731,19.4070833333,15.9234444444,15.1668333333,5.08583333333,6.62720833333,5.98658333334,5.88427777777,11.8400833333,7.45841666667
364.20,6.26216666667,19.5520833333,16.0476666667,15.3128333333,5.26375,6.75020833333,6.11666666667,6.03497222222,11.9510833333,7.621
364.57,6.10676666667,19.4455833333,15.9431111111,15.2613333333,5.24816666666,6.55679166666,5.992,5.90841666666,11.8473333333,7.50591666667
364.93,6.13201666667,19.5395,15.8912222222,15.2938333334,5.328,6.51504166667,6.09158333333,5.96169444444,11.8015,7.56841666667
365.29,5.99418333334,19.4239166667,15.7803333334,15.2259166667,5.23775,6.39375,6.0005,5.80588888889,11.6015833333,7.42033333333
365.66,5.9882,19.4550833333,15.8583333333,15.3409166666,5.35433333333,6.459125,6.04608333333,5.8735,11.5978333333,7.37708333333
366.02,6.04498333333,19.5501666667,15.9643333333,15.46275,5.45366666667,6.55683333333,6.16016666667,6.01188888889,11.7515,7.429
366.38,6.18086666667,19.6088333333,16.0678888889,15.5761666666,5.55858333333,6.60566666667,6.23525,6.17263888889,11.861,7.4575
366.75,6.13683333333,19.5844166667,16.185,15.5459166667,5.48583333334,6.59341666667,6.1475,6.102,11.9019166667,7.41383333333
367.11,6.20813333334,19.6173333333,16.2972222222,15.6681666666,5.52458333333,6.61933333333,6.21941666667,6.17530555555,11.98675,7.51775
367.47,6.0222,19.5229166667,16.1914444445,15.5275833333,5.36383333333,6.47945833333,6.11383333334,6.05747222222,11.7613333333,7.38075
367.84,5.95751666666,19.5995833333,16.1952222222,15.5503333333,5.27166666667,6.38529166667,6.0645,6.01716666667,11.7895833333,7.382
368.20,5.9603,19.5363333333,16.1101111111,15.4644166667,5.11683333334,6.29466666667,5.95991666667,5.90975,11.7476666667,7.37716666667
368.56,5.96056666667,19.6065833333,16.1733333334,15.52475,5.0435,6.336125,5.96191666667,5.97377777778,11.7683333333,7.41875
368.93,5.6477,19.3896666667,15.8976666667,15.24925,4.68416666666,6.00995833333,5.57416666667,5.65972222222,11.5125833333,7.14875
369.29,5.66823333333,19.4970833333,15.9591111111,15.2761666667,4.68391666667,6.01425,5.63125,5.66172222222,11.5531666667,7.15033333333
369.65,5.68428333334,19.49575,15.9787777778,15.3,4.65475,5.972875,5.68775,5.63936111111,11.54275,7.18975
370.01,5.67866666667,19.5058333333,16.0251111111,15.3595,4.64241666666,5.99570833334,5.73233333334,5.68530555555,11.51475,7.14466666667
370.38,5.47083333333,19.4235833333,15.8592222222,15.2739166667,4.3995,5.84970833334,5.56866666667,5.4705,11.3164166667,6.97583333334
370.74,5.58431666667,19.54825,15.9356666667,15.4709166667,4.51833333334,5.95516666667,5.70108333334,5.66338888889,11.3920833333,7.05216666667
371.10,5.52883333333,19.6325833333,15.9807777778,15.45425,4.52075,5.946,5.66775,5.64708333333,11.45075,7.0005
371.46,5.591,19.7150833334,16.0354444444,15.5585833333,4.59441666667,6.00958333333,5.65541666667,5.64811111111,11.557,7.02866666667
371.83,5.59223333334,19.7740833333,16.0383333333,15.61,4.658,6.02508333334,5.6495,5.64944444444,11.5464166667,7.029
372.19,5.59828333333,19.8943333333,16.2001111111,15.7190833333,4.77316666667,6.076875,5.7145,5.70463888889,11.6234166667,7.05808333333
372.55,5.55673333333,19.8583333334,16.1605555556,15.6470833333,4.7595,5.97883333333,5.63525,5.57955555556,11.5660833333,6.95633333333
372.92,5.82755,20.02825,16.4444444444,15.9209166666,5.07908333333,6.28758333333,5.90375,5.78227777778,11.8616666667,7.205
373.28,5.91973333333,20.1431666666,16.4862222222,16.0441666666,5.18283333334,6.39145833333,5.99958333333,5.90919444445,11.9685833333,7.35175
373.64,5.99503333333,20.3095833333,16.5977777778,16.0974166667,5.2695,6.49720833333,6.03783333333,6.03011111111,12.0400833333,7.44675
374.00,6.07216666667,20.3814166667,16.6478888889,16.1565,5.3025,6.54633333333,6.02583333334,6.03825,12.0973333333,7.5745
374.37,6.20625,20.55175,16.8454444444,16.2996666667,5.4665,6.68041666667,6.13716666667,6.17625,12.2974166667,7.75533333333
374.73,6.17736666667,20.648,16.8864444444,16.30925,5.48833333333,6.71525,6.17175,6.13666666667,12.3303333333,7.80325
375.09,6.09045,20.5938333333,16.763,16.19375,5.42458333333,6.61520833333,6.086,5.99941666667,12.2163333334,7.75525
375.45,6.1232,20.7140833333,16.9274444444,16.2848333334,5.44541666667,6.59316666667,6.16566666667,6.10463888889,12.3866666667,7.84
375.81,6.15486666667,20.6773333333,16.9266666666,16.28925,5.43083333334,6.60454166667,6.17083333333,6.13152777778,12.4105833333,7.86883333333
376.18,6.2119,20.79,16.983,16.34575,5.45833333333,6.58708333333,6.18716666667,6.17405555556,12.4419166667,7.90066666667
376.54,6.3012,20.84775,17.0346666667,16.4725,5.50683333333,6.64583333333,6.24108333334,6.27280555556,12.5166666667,7.97125
376.90,6.33178333333,20.9514166667,17.0607777778,16.5475,5.5245,6.6615,6.25666666666,6.32336111111,12.5173333333,8.01183333333
377.26,6.28271666667,20.8865833333,17.1071111111,16.4909166667,5.49725,6.65658333333,6.161,6.27577777778,12.5425833334,7.96591666666
377.63,6.45586666666,21.0023333333,17.2976666667,16.6448333333,5.65308333333,6.81920833333,6.337,6.47744444445,12.7109166667,8.15341666667
377.99,6.24425,20.8653333333,17.1855555556,16.489,5.54175,6.642875,6.19933333333,6.35219444444,12.5515833333,7.97225
378.35,6.412,20.9563333333,17.3207777778,16.59225,5.65141666667,6.68820833333,6.31608333333,6.46297222222,12.68725,8.0975
378.71,6.28641666667,20.8525833333,17.2592222222,16.4485,5.49566666667,6.50825,6.12166666666,6.30258333333,12.5446666667,7.99466666667
379.07,6.3532,20.8884166667,17.3663333333,16.5591666667,5.52466666667,6.638,6.16208333333,6.41841666667,12.6738333333,8.09491666667
379.44,6.26051666667,20.79425,17.301,16.4903333334,5.41058333333,6.58641666667,6.07183333333,6.28502777778,12.5180833334,7.96883333334
379.80,6.1944,20.7738333333,17.3156666667,16.4856666667,5.37483333333,6.504875,6.00891666667,6.20619444444,12.4625,7.86308333334
380.16,6.21011666667,20.748,17.3105555556,16.5309166667,5.36275,6.56195833334,6.023,6.22541666666,12.4465833333,7.826
380.52,6.26406666667,20.8895,17.4117777778,16.5880833333,5.43083333334,6.67020833334,6.14116666667,6.30266666667,12.55425,7.93708333333
380.88,6.3174,20.94425,17.543,16.64,5.431,6.74758333333,6.23466666667,6.41011111111,12.62975,7.95725
381.24,6.36201666667,21.0471666667,17.615,16.7473333333,5.49833333334,6.74404166667,6.28258333333,6.4125,12.6614166667,7.98058333333
381.61,6.16778333333,20.9313333333,17.4798888889,16.6735833333,5.322,6.57458333334,6.05541666667,6.19322222222,12.5745833333,7.78116666667
381.97,6.3484,21.1673333333,17.6587777778,16.8519166667,5.44225,6.74275,6.17325,6.3245,12.7738333333,7.92133333333
382.33,6.2312,21.2065833333,17.6084444444,16.8756666667,5.41141666666,6.749625,6.111,6.283,12.733,7.84091666667
382.69,6.27411666666,21.2178333333,17.5913333333,16.9135,5.44033333333,6.7865,6.09566666667,6.32336111111,12.8029166667,7.81691666667
383.05,6.29168333333,21.2900833334,17.627,16.95125,5.45608333333,6.75383333333,6.0955,6.32408333333,12.7953333334,7.84166666667
383.41,6.41395,21.3474166666,17.6882222222,17.0525833334,5.5715,6.85770833333,6.1485,6.44183333333,12.9203333333,7.99041666667
383.77,6.43996666666,21.41475,17.7494444445,17.05525,5.622,6.95295833333,6.18266666667,6.51841666666,13.0060833333,8.06783333333
384.14,6.36315,21.3793333333,17.6663333333,16.9839166666,5.55916666667,6.87,6.127,6.44091666667,13.0468333333,8.03083333333
384.50,6.321,21.305,17.5852222222,16.9768333333,5.48116666667,6.79125,6.01383333333,6.35533333333,12.99425,7.92766666666
384.86,6.16871666667,21.25825,17.49,16.8780833333,5.39025,6.67054166666,5.85908333333,6.17552777778,12.8914166666,7.825
385.22,6.18446666667,21.3138333333,17.4814444444,16.9033333333,5.33725,6.66120833333,5.88391666667,6.22122222222,12.8835833333,7.80933333333
385.58,6.13461666667,21.32525,17.4501111111,16.8686666667,5.27291666667,6.57508333333,5.85558333333,6.17919444444,12.8290833333,7.74991666666
385.94,6.05505,21.2185,17.3501111111,16.7776666666,5.21191666667,6.479875,5.82858333333,6.11025,12.75925,7.70275
386.30,5.97456666667,21.1601666666,17.3132222222,16.6934166667,5.14208333334,6.37670833333,5.75875,6.02466666667,12.6675833333,7.64575
386.66,6.01901666667,21.25875,17.4595555555,16.768,5.23416666666,6.42033333333,5.88366666667,6.09441666667,12.7565833334,7.714
387.03,5.97275,21.2758333334,17.5044444444,16.7784166666,5.21066666667,6.39558333333,5.87633333334,6.06480555556,12.7378333333,7.65075
387.39,5.81593333333,21.2420833333,17.4557777778,16.686,5.0455,6.181125,5.74766666666,5.90866666667,12.6451666667,7.45683333334
387.75,5.80836666667,21.2365,17.4378888889,16.7228333333,4.93875,6.13191666667,5.685,5.85205555556,12.6269166667,7.40233333333
388.11,5.86538333333,21.2971666667,17.5276666666,16.7631666667,5.01608333334,6.199875,5.7335,5.93163888889,12.609,7.48116666667
388.47,5.87408333333,21.34125,17.6283333333,16.7748333333,5.02566666667,6.20979166667,5.76366666667,5.94572222222,12.6503333333,7.52383333334
388.83,5.87723333333,21.3074166667,17.5667777778,16.7663333334,5.00075,6.19254166666,5.7495,5.97886111111,12.6941666667,7.51
389.19,5.82466666666,21.32925,17.5973333333,16.7865,5.016,6.22875,5.72116666666,5.98647222222,12.7130833333,7.50658333333
389.55,5.91195,21.378,17.7494444445,16.9130833333,5.10141666667,6.35658333333,5.76991666667,6.06811111111,12.80675,7.64416666667
389.91,5.9403,21.4265,17.8331111111,16.9811666667,5.10775,6.40583333333,5.78408333333,6.07766666667,12.8399166666,7.61433333333
390.27,5.99161666667,21.431,17.8567777778,17.0389166667,5.1255,6.43545833333,5.80925,6.13308333333,12.9233333333,7.59766666666
390.63,6.02398333333,21.465,17.8356666667,17.1060833333,5.13441666666,6.46358333334,5.83808333333,6.18833333334,12.9415833333,7.59791666667
391.00,6.04296666667,21.49175,17.8474444445,17.1286666667,5.15833333333,6.47125,5.85408333333,6.21944444444,12.99775,7.59391666667
391.36,6.14351666667,21.5535,17.9008888889,17.2074166667,5.26375,6.64225,5.9805,6.32358333333,13.0840833333,7.703
391.72,6.127,21.5266666667,17.9534444444,17.2204166666,5.28666666666,6.575125,5.99691666667,6.33158333333,13.08675,7.65058333333
392.08,6.11548333333,21.5075833333,17.9165555556,17.2126666667,5.21291666667,6.54891666666,5.96025,6.24436111111,13.0865833333,7.58091666666
392.44,6.12281666667,21.56825,17.9227777778,17.2445,5.24841666667,6.55283333333,6.01366666667,6.26255555556,13.092,7.60116666667
392.80,6.17235,21.6441666667,18.0095555555,17.347,5.32266666667,6.58429166666,6.07816666667,6.31977777778,13.12875,7.67141666667
393.16,6.17953333333,21.6113333334,17.9491111111,17.3305,5.32833333334,6.54116666667,6.09066666667,6.30872222222,13.1365833333,7.6655
393.52,6.13706666666,21.61075,17.8727777778,17.2879166667,5.31091666667,6.464625,6.08441666666,6.24294444444,13.1315,7.53016666667
393.88,6.12376666667,21.63025,17.864,17.329,5.32241666667,6.453,6.06316666666,6.24358333333,13.1729166667,7.54858333333
394.24,6.08595,21.6875,17.8682222222,17.3086666667,5.25633333333,6.41070833333,6.01125,6.20222222223,13.1603333333,7.55808333334
394.60,6.09471666667,21.7449166667,17.9094444444,17.3425,5.278,6.44708333333,6.02691666667,6.18119444444,13.2180833333,7.57491666667
394.96,6.11483333333,21.75425,17.9202222222,17.3795,5.29608333333,6.45991666667,6.08316666667,6.18227777778,13.2219166666,7.59816666667
395.32,6.1942,21.8434166667,17.9777777778,17.478,5.39741666667,6.52095833333,6.13275,6.27125,13.2825,7.64416666667
395.68,6.15556666666,21.8558333333,17.9387777778,17.4681666667,5.3625,6.526125,6.10325,6.22516666667,13.2913333333,7.68508333334
396.04,6.073,21.8608333333,17.9724444444,17.477,5.34791666667,6.47504166666,6.049,6.22427777778,13.3105833333,7.64883333334
396.40,6.04608333333,21.8881666667,17.9857777778,17.523,5.28491666666,6.4775,5.9975,6.19597222223,13.3236666667,7.59541666666
396.76,6.05071666667,21.92,18.0013333333,17.5673333333,5.27891666667,6.49925,5.999,6.18886111111,13.3408333333,7.58366666666
397.12,6.03821666666,21.9724166666,18.0521111111,17.61475,5.23433333333,6.47733333334,5.96725,6.18461111111,13.3684166667,7.58533333333
397.48,6.10845,22.0233333333,18.0734444444,17.64175,5.23958333333,6.52070833333,6.01275,6.22602777778,13.3921666667,7.69283333333
397.84,6.17306666667,22.0915,18.0797777778,17.6860833333,5.28491666667,6.55441666667,6.02266666666,6.25586111111,13.4690833333,7.69133333333
398.20,6.2101,21.9954166667,18.0891111111,17.71725,5.33241666666,6.58358333333,6.06166666667,6.26608333333,13.4695833333,7.63591666667
398.56,6.18386666666,21.9105,18.0341111111,17.648,5.27058333333,6.5035,6.012,6.26680555555,13.383,7.58475
398.92,6.24606666666,21.95025,18.095,17.7375833333,5.31391666667,6.56633333334,5.98841666667,6.31530555555,13.4370833333,7.66691666667
399.28,6.18111666666,21.9015,18.0518888889,17.7019166667,5.25725,6.52666666666,5.93783333333,6.24561111111,13.4019166667,7.63933333333
399.64,6.19361666667,21.903,18.0031111111,17.7276666667,5.27858333333,6.543875,5.93441666667,6.25247222222,13.38225,7.64358333333
400.00,6.3184,22.0739166666,18.1288888889,17.8448333333,5.44458333333,6.66308333333,6.08491666667,6.37819444445,13.5088333334,7.776
400.36,6.47898333333,22.17575,18.2873333334,17.9633333333,5.64466666667,6.79970833333,6.21983333333,6.53566666667,13.6270833334,7.94116666667
400.72,6.44855,22.1691666667,18.258,17.93475,5.61233333333,6.73933333333,6.19966666667,6.47275,13.6033333333,7.87408333333
401.08,6.40538333333,22.1098333334,18.2203333333,17.897,5.58033333334,6.705375,6.15266666667,6.39927777778,13.5589166667,7.83141666667
401.44,6.37463333333,22.0665833333,18.1982222222,17.8770833333,5.53166666667,6.67395833333,6.10666666667,6.39666666667,13.523,7.79658333333
401.80,6.34306666667,22.09425,18.2658888889,17.9184166666,5.49866666667,6.63441666667,6.09775,6.39188888889,13.4711666666,7.82583333333
402.16,6.35636666667,22.1843333333,18.2746666667,17.9555,5.52608333333,6.641875,6.112,6.41366666667,13.503,7.89691666667
402.52,6.31431666667,22.21675,18.2508888889,18.0159166667,5.55583333333,6.61345833333,6.07625,6.39558333333,13.5033333333,7.89725
402.88,6.3007,22.2386666667,18.2367777778,17.97825,5.59441666667,6.60204166667,6.12516666666,6.42144444445,13.50025,7.86908333333
403.24,6.28605,22.3099166667,18.2573333333,18.0495833333,5.57833333334,6.54854166666,6.10616666667,6.43183333333,13.5269166667,7.88308333333
403.60,6.34845,22.4638333333,18.4026666667,18.1375833334,5.67725,6.59833333333,6.19866666667,6.53302777778,13.62375,7.93758333333
403.95,6.32938333333,22.4003333333,18.3797777778,18.1655833333,5.63425,6.55795833333,6.1455,6.485,13.5864166666,7.89833333333
404.31,6.16955,22.3055,18.2052222222,18.0625833333,5.49183333333,6.43816666666,6.02258333333,6.34761111111,13.4868333333,7.77566666667
404.67,6.19571666667,22.3028333333,18.2362222222,18.0639166667,5.49466666667,6.44666666667,6.02025,6.36455555556,13.4768333334,7.8045
405.03,6.3148,22.3859166667,18.3541111111,18.1950833333,5.60858333333,6.54416666667,6.13191666667,6.48697222222,13.59925,7.91241666667
405.39,6.3022,22.4466666666,18.3822222222,18.25475,5.66858333333,6.576125,6.16616666667,6.50625,13.6165833333,7.9255
405.75,6.32563333333,22.4669166667,18.4016666666,18.2656666667,5.70416666667,6.61383333334,6.22183333333,6.5445,13.6455833334,7.96908333333
406.11,6.32628333333,22.4735833333,18.4061111111,18.2828333333,5.693,6.60333333333,6.2285,6.5305,13.6726666667,7.97958333333
406.47,6.34798333333,22.4765,18.4614444445,18.28525,5.67475,6.62545833333,6.22733333334,6.51847222222,13.71125,7.97941666667
406.83,6.39516666667,22.54375,18.4604444444,18.3325833333,5.68866666667,6.64779166667,6.23758333334,6.53883333333,13.7494166667,8.01625
407.19,6.47965,22.60275,18.532,18.3804166666,5.76516666667,6.71054166667,6.3205,6.62711111111,13.8115,8.072
407.55,6.5325,22.5788333334,18.5345555556,18.40575,5.75716666667,6.73458333333,6.34325,6.64055555556,13.8240833333,8.08341666667
407.90,6.5233,22.6278333333,18.5396666667,18.3965,5.72225,6.74679166667,6.36058333333,6.66086111111,13.8021666666,8.09475
408.26,6.62018333333,22.6863333333,18.6743333333,18.4688333333,5.79491666667,6.79329166667,6.42641666667,6.74919444445,13.867,8.15675
408.62,6.62078333333,22.7318333333,18.6942222222,18.54825,5.82708333333,6.80070833333,6.44691666667,6.80361111111,13.89175,8.18525
408.98,6.64103333333,22.7988333334,18.7287777778,18.5171666666,5.82925,6.79583333334,6.45225,6.80444444444,13.86525,8.17266666667
409.34,6.64613333333,22.78975,18.7506666667,18.50975,5.78008333333,6.75633333333,6.426,6.79980555556,13.8855833333,8.17525
409.70,6.7392,22.8813333333,18.838,18.61825,5.81533333333,6.80845833334,6.47375,6.88180555556,13.93,8.2285
410.06,6.7815,22.98425,18.9238888889,18.6743333333,5.86858333333,6.86841666667,6.54108333334,6.96483333333,13.9644166667,8.25808333333
410.42,6.76,22.9985833333,18.9615555555,18.7219166667,5.86441666667,6.87445833333,6.55683333333,6.98822222222,13.9773333333,8.25366666666
410.77,6.65625,22.9325,18.9645555556,18.6605833334,5.75266666667,6.7865,6.45116666667,6.90480555556,13.9093333333,8.15316666667
411.13,6.61675,22.9419166667,18.969,18.6211666667,5.71966666666,6.76491666667,6.44983333334,6.85988888889,13.8565833333,8.11958333333
411.49,6.57806666667,22.9690833333,18.9896666667,18.6376666667,5.71316666667,6.75375,6.42791666667,6.84069444444,13.8526666667,8.11983333333
411.85,6.6023,23.036,19.0441111111,18.7030833333,5.7715,6.78241666667,6.45058333334,6.85688888889,13.9201666667,8.15583333333
412.21,6.53043333333,23.0176666667,18.9924444445,18.69075,5.71,6.710375,6.39966666667,6.82394444444,13.8945833334,8.12325
412.57,6.53285,23.072,19.0385555556,18.6620833333,5.70508333333,6.72033333333,6.38691666666,6.7965,13.9375833333,8.1095
412.92,6.4372,23.02625,18.9812222222,18.6434166667,5.65133333333,6.65725,6.29475,6.71905555556,13.8866666667,8.04633333333
413.28,6.40813333333,23.0629166667,18.9912222222,18.65725,5.67266666667,6.64558333333,6.25208333333,6.66908333333,13.8659166667,8.01416666666
413.64,6.36195,23.05125,18.9867777778,18.6134166667,5.66883333333,6.62158333333,6.22383333333,6.61761111111,13.907,8.00275
414.00,6.36081666667,23.0558333333,18.9772222222,18.65925,5.66875,6.58616666667,6.15483333333,6.57294444444,13.9280833333,7.98641666667
414.36,6.3972,23.11175,18.9766666667,18.67025,5.69608333333,6.59979166667,6.17508333333,6.57227777778,13.90775,8.01608333333
414.72,6.4089,23.16475,18.9711111111,18.7651666666,5.71666666667,6.60520833333,6.19433333333,6.58513888889,13.9454166667,8.02666666666
