wavelength,Back_TanArtf,Belly_TanArtf,Breast_TanArtf,Crissum_TanArtf,Crown_TanArtf,DorTail_TanArtf,Patch10_TanArtf,Patch11_TanArtf,Patch12_TanArtf,Patch13_TanArtf,Rump_TanArtf,Throat_TanArtf,WingTip_TanArtf
311.49,1.93633333333,2.5384,3.35386666667,2.28786666667,1.09393333333,4.01813333333,1.86886666667,1.36033333333,2.0711,1.62826666667,2.82326666667,3.3196,5.6066
311.85,1.9094,2.4562,3.33006666667,2.23353333333,0.946066666666,3.96933333333,1.765,1.31793333333,1.98763333333,1.60686666667,2.76806666667,3.40706666667,5.59306666667
312.22,1.73166666667,2.33726666667,3.26116666667,2.10973333333,0.796866666667,3.7976,1.65173333333,1.11846666667,1.84006666667,1.5278,2.63833333333,3.36153333333,5.5074
312.59,1.8134,2.50773333333,3.47563333333,2.31213333333,0.9408,3.98406666667,1.79093333333,1.29353333333,1.9887,1.75446666667,2.87326666667,3.59953333333,5.68466666667
312.96,1.8604,2.58993333333,3.61036666667,2.37233333333,0.880666666666,3.9742,1.80186666667,1.35186666667,2.04003333333,1.7662,2.975,3.61846666667,5.77946666667
313.33,1.8518,2.583,3.64006666667,2.37166666667,0.741066666666,3.8864,1.83686666667,1.33633333333,1.91813333333,1.75246666667,2.9446,3.62606666667,5.76146666667
313.70,1.8968,2.68766666667,3.67253333333,2.47873333333,0.746666666667,3.96533333333,1.93413333333,1.37113333333,1.9171,1.77933333334,2.99746666667,3.67606666667,5.8366
314.07,2.02546666667,2.89033333333,3.59196666667,2.50326666667,0.7882,4.03833333333,1.99566666667,1.398,1.9004,1.87853333333,3.01446666667,3.80433333333,5.87853333334
314.43,2.211,3.2104,3.72813333333,2.80653333333,1.0426,4.2316,2.2002,1.69753333333,2.16136666667,2.16246666667,3.24286666667,4.06086666667,6.02426666667
314.80,2.21066666667,3.2698,3.68706666666,2.87926666667,1.01673333333,4.33086666667,2.21606666667,1.73893333333,2.1433,2.146,3.17233333333,4.119,6.0018
315.17,2.14893333333,3.29106666667,3.64903333333,2.84596666667,0.980533333333,4.36373333333,2.2598,1.6532,2.0804,2.13573333333,3.14073333333,4.1572,5.9698
315.54,2.14326666666,3.4622,3.5247,2.80093333333,1.0006,4.27133333333,2.25133333333,1.6846,2.07506666667,2.06173333333,3.05286666667,4.14066666667,5.86133333333
315.91,2.0898,3.51746666667,3.41006666667,2.85643333333,1.0208,4.22366666667,2.21846666667,1.70226666667,2.05416666667,2.034,3.02253333334,3.99913333333,5.82993333333
316.28,2.28053333333,3.59273333333,3.4754,3.02306666667,1.1662,4.37853333333,2.34766666667,1.9058,2.1595,2.08833333333,3.1374,4.07293333333,6.00953333333
316.64,2.29046666667,3.625,3.43666666667,3.12766666667,1.1994,4.26613333333,2.34453333333,1.90806666667,2.16873333333,2.0028,3.07273333334,4.09626666667,6.0332
317.01,2.20213333333,3.56806666667,3.29166666667,2.9763,1.18166666667,4.1794,2.21966666667,1.8646,1.96653333333,1.95566666667,2.97046666667,4.03546666667,5.94493333333
317.38,2.2888,3.7606,3.4665,3.05306666667,1.38346666667,4.32493333333,2.32026666667,1.99493333333,2.14186666667,2.085,3.1354,4.1936,6.03373333333
317.75,2.30566666667,3.86633333333,3.59236666667,3.08596666667,1.42866666667,4.33133333333,2.32146666666,1.94893333333,2.15486666667,2.1066,3.0978,4.34126666667,6.0558
318.12,2.43173333333,3.94613333333,3.8691,3.17906666667,1.52633333333,4.42266666666,2.44166666667,2.13513333333,2.23606666667,2.17873333333,3.3214,4.54513333333,6.20013333333
318.49,2.5148,3.94953333333,4.09046666667,3.0925,1.58346666667,4.4728,2.49693333333,2.15613333333,2.24233333333,2.18006666667,3.3352,4.59766666666,6.207
318.85,2.4894,3.97226666667,4.23816666667,3.08506666667,1.66826666667,4.49233333333,2.4932,2.1086,2.28806666667,2.2342,3.3124,4.64993333333,6.1226
319.22,2.54253333333,3.97566666667,4.29453333333,3.02633333333,1.58933333333,4.4854,2.34206666667,2.11306666667,2.22243333333,2.27166666667,3.25306666667,4.60773333333,6.0064
319.59,2.31053333333,3.52,4.0908,2.76943333333,1.26853333333,4.16626666667,1.97213333333,1.711,1.73746666667,1.95986666667,2.9896,4.32753333333,5.62253333333
319.96,2.48606666667,3.65613333333,4.2382,2.9478,1.37773333333,4.2998,2.14066666667,1.79293333333,1.8198,2.0604,3.0742,4.41913333333,5.62206666667
320.32,2.36146666667,3.498,4.121,2.7455,1.15066666667,4.11253333333,2.0242,1.6018,1.66826666667,1.9704,2.9992,4.2346,5.4766
320.69,2.32666666667,3.38533333333,4.1677,2.63796666667,1.01273333333,4.041,1.95526666667,1.56906666667,1.62196666667,1.9926,2.95146666667,4.12626666666,5.45453333333
321.06,2.36186666667,3.47673333333,4.34826666667,2.84143333333,1.1188,4.15513333333,2.02993333333,1.62313333333,1.76003333333,2.09006666667,3.10726666667,4.2548,5.49826666667
321.43,2.31386666667,3.38713333333,4.2483,2.7512,1.07133333333,4.0984,1.99946666667,1.57773333333,1.6625,1.96653333333,3.0458,4.13566666667,5.368
321.80,2.0782,3.09466666667,3.99383333333,2.4567,0.794266666667,3.7982,1.80226666667,1.29006666667,1.37956666667,1.67293333333,2.8004,3.8148,5.0164
322.16,1.71173333333,2.90533333333,3.5819,2.18163333333,0.403333333333,3.51766666667,1.4476,0.829333333334,1.07813333333,1.32866666667,2.42226666667,3.41513333333,4.70106666667
322.53,1.82173333333,3.0212,3.5433,2.26593333333,0.517066666666,3.5422,1.54106666667,0.906733333334,1.2006,1.4016,2.62346666667,3.52826666667,4.70973333333
322.90,2.0814,3.26546666666,3.67356666667,2.424,0.664799999999,3.79993333333,1.75406666667,1.1284,1.43333333333,1.56673333333,2.89833333333,3.6836,4.94426666667
323.27,2.088,3.28666666667,3.72166666667,2.60806666667,0.833266666667,3.8164,1.885,1.28373333333,1.57953333333,1.6994,3.02953333333,3.83573333333,5.0656
323.63,2.76306666667,4.0488,4.4292,3.3267,1.5852,4.52146666667,2.66073333333,2.0672,2.44946666667,2.523,3.73613333333,4.62186666667,5.80706666667
324.00,2.57946666667,3.94126666667,4.34746666667,3.0676,1.40153333333,4.33573333334,2.4606,1.81026666667,2.35506666667,2.33813333333,3.5864,4.57706666667,5.73526666667
324.37,2.62073333333,4.06346666667,4.4852,3.17553333333,1.49366666667,4.3896,2.50513333333,1.8494,2.4762,2.44373333333,3.58486666667,4.705,5.73926666667
324.74,2.67246666667,4.25073333333,4.578,3.296,1.64966666667,4.55653333334,2.64873333333,1.8928,2.562,2.51613333333,3.64753333333,4.79093333333,5.77986666667
325.10,2.72106666667,4.25533333333,4.55036666667,3.29283333333,1.64706666667,4.55213333333,2.73586666667,1.85593333333,2.5479,2.57033333333,3.58453333333,4.81726666667,5.757
325.47,2.626,4.15213333333,4.3711,3.26556666667,1.55533333333,4.4492,2.64693333333,1.7844,2.45323333333,2.5598,3.4512,4.7852,5.7108
325.84,2.874,4.35853333333,4.568,3.52226666667,1.8892,4.67473333333,2.84226666667,2.08986666667,2.73723333334,2.8726,3.6662,5.04,5.96466666667
326.21,2.91713333333,4.3258,4.69723333333,3.5928,2.024,4.68306666667,2.94493333333,2.23206666667,2.7734,2.9978,3.73566666667,5.1818,6.02506666667
326.57,2.7202,4.16806666667,4.6103,3.51026666667,1.83093333333,4.58786666667,2.82326666667,2.08173333333,2.62413333333,2.85866666667,3.5448,5.01433333333,5.93273333333
326.94,2.7254,4.22686666667,4.72123333333,3.55363333333,1.91073333333,4.59946666667,2.845,2.1638,2.6785,2.8726,3.59813333333,5.10853333333,5.99173333333
327.31,3.05146666667,4.62373333333,5.07013333333,3.84463333333,2.25933333333,4.93293333333,3.19153333333,2.4848,3.00116666667,3.149,3.91526666667,5.42046666667,6.3314
327.67,2.80453333333,4.4384,4.87176666667,3.61226666667,2.0332,4.78106666667,2.95993333333,2.336,2.7686,2.9122,3.72533333333,5.1778,6.138
328.04,2.73226666667,4.3916,4.87993333333,3.5968,1.97646666667,4.76626666667,2.90966666667,2.44773333333,2.79056666666,2.87853333333,3.70113333333,5.11006666667,6.0992
328.41,2.6766,4.34926666666,4.7879,3.5428,1.95346666667,4.71946666667,2.78966666667,2.45866666667,2.68393333333,2.8274,3.66206666667,5.08833333333,6.12693333333
328.78,2.60626666667,4.22346666667,4.6732,3.4356,1.85506666667,4.60533333333,2.71326666667,2.39533333333,2.7069,2.7964,3.63526666667,5.08146666667,6.0642
329.14,2.68573333333,4.37453333333,4.803,3.56633333333,2.01626666667,4.73753333333,2.85013333333,2.5712,2.89873333333,2.97606666667,3.74226666667,5.2068,6.2248
329.51,2.8182,4.54693333333,5.02626666667,3.7292,2.11326666667,4.7874,3.0242,2.643,3.08466666667,3.15993333333,3.88946666667,5.36973333333,6.36733333333
329.88,2.73286666667,4.47153333333,5.0356,3.708,1.94713333333,4.8172,2.98753333333,2.58553333333,3.00016666667,3.08526666667,3.828,5.33166666667,6.29453333333
330.24,2.77293333333,4.4902,5.1367,3.75676666667,1.8674,4.90113333333,3.02506666667,2.54746666667,2.9968,3.05686666667,3.82693333333,5.31353333333,6.2774
330.61,2.86666666667,4.48606666667,5.18483333333,3.78736666667,1.86486666667,4.89026666667,3.04366666667,2.60626666667,3.017,3.11873333333,3.81313333333,5.42286666667,6.2794
330.98,2.8926,4.44493333333,5.09946666667,3.85686666667,1.79913333333,4.8144,3.03513333333,2.56466666667,2.96553333333,3.10306666667,3.77233333334,5.3662,6.22433333333
331.34,2.63206666667,4.17526666667,4.90203333333,3.61113333333,1.56793333333,4.58013333333,2.79886666667,2.28833333334,2.65843333333,2.84173333333,3.463,5.09373333334,5.93986666667
331.71,2.5548,4.06106666667,4.78413333333,3.51313333333,1.50946666667,4.43686666667,2.6872,2.10893333333,2.55326666667,2.75093333333,3.28526666667,5.02173333333,5.76333333333
332.08,2.60453333333,4.03806666667,4.7578,3.5266,1.54953333333,4.41313333333,2.70593333333,2.023,2.5151,2.79466666667,3.26813333334,5.019,5.70346666666
332.44,2.56986666667,4.0684,4.74756666667,3.5109,1.56646666667,4.43446666667,2.76546666667,1.97666666667,2.54303333333,2.816,3.2512,4.95193333334,5.56866666667
332.81,2.47286666667,4.0246,4.68313333333,3.44683333333,1.52693333333,4.3928,2.66993333333,1.8608,2.36953333333,2.70573333334,3.12846666667,4.81206666667,5.38366666667
333.18,2.26306666667,3.77513333333,4.52986666667,3.27546666667,1.3196,4.16373333333,2.48633333333,1.65893333333,2.15076666667,2.40513333334,2.96033333333,4.58713333333,5.188
333.54,2.2774,3.90346666667,4.5629,3.34076666667,1.41406666667,4.2988,2.50886666667,1.75413333333,2.12406666667,2.38426666666,2.98886666666,4.57726666667,5.22713333333
333.91,2.4276,4.11313333333,4.62786666667,3.4385,1.62026666666,4.40053333333,2.62473333333,1.8796,2.28533333333,2.56686666667,3.12673333333,4.72046666667,5.45346666667
334.28,2.57446666667,4.3408,4.72023333333,3.59806666667,1.88113333333,4.53273333333,2.75193333333,2.06713333333,2.544,2.73006666667,3.3042,4.90046666667,5.65633333333
334.64,2.648,4.51046666667,4.82366666667,3.72256666667,2.06893333333,4.65406666667,2.8402,2.15906666667,2.66666666667,2.80573333333,3.47086666667,4.98486666666,5.84526666667
335.01,2.51626666667,4.46053333333,4.80863333333,3.60463333333,2.0078,4.58513333334,2.78106666667,2.05606666667,2.63096666667,2.76126666667,3.45086666667,4.88813333333,5.81413333333
335.38,2.53066666667,4.46766666667,4.77356666666,3.65043333333,1.98726666667,4.5136,2.7842,2.0012,2.63656666667,2.75233333333,3.46986666667,4.9248,5.81253333333
335.74,2.6444,4.549,4.8387,3.77113333333,2.03233333333,4.54093333333,2.8626,2.09413333333,2.73576666667,2.81593333333,3.6064,5.0282,5.96686666667
336.11,2.84393333333,4.7188,4.9978,3.9442,2.22993333333,4.67026666667,3.03706666667,2.2892,2.87573333333,2.96826666667,3.8698,5.26953333333,6.18213333333
336.47,2.99753333333,4.87713333333,5.15496666667,4.12183333333,2.38146666666,4.79906666666,3.19686666667,2.42586666667,3.0447,3.11073333333,4.0498,5.47993333334,6.3504
336.84,3.32006666667,5.1572,5.3967,4.34253333333,2.63433333334,4.9972,3.38753333333,2.7228,3.30216666667,3.35313333333,4.2838,5.71506666667,6.59666666667
337.21,3.55233333333,5.41893333333,5.6281,4.57326666667,2.8486,5.27773333334,3.5118,2.92846666667,3.52046666667,3.57073333333,4.4614,6.0336,6.76753333333
337.57,3.55673333333,5.3254,5.6117,4.554,2.82826666667,5.27973333333,3.4554,2.88286666667,3.5638,3.56693333333,4.42673333333,6.03173333333,6.77433333333
337.94,3.52706666667,5.34733333333,5.64656666667,4.54786666667,2.81513333333,5.24806666667,3.43966666667,2.84606666667,3.59773333333,3.5078,4.44486666667,6.0192,6.67173333333
338.31,3.6126,5.3526,5.7254,4.56916666667,2.83733333333,5.3104,3.52006666667,2.9028,3.597,3.56753333333,4.49413333334,6.05446666667,6.682
338.67,3.68653333333,5.38553333333,5.8198,4.64466666667,2.82173333333,5.3944,3.60353333333,2.975,3.63743333333,3.6482,4.5232,6.08686666667,6.66793333333
339.04,3.89806666667,5.56893333333,6.0034,4.88666666667,3.03166666667,5.58426666667,3.77613333333,3.19653333333,3.7939,3.84866666667,4.6338,6.31346666667,6.82046666667
339.40,3.99706666667,5.668,6.1098,4.99053333333,3.18533333334,5.75646666667,3.85673333333,3.38893333333,3.9394,3.95653333333,4.77053333333,6.40366666667,6.90426666667
339.77,4.07046666667,5.80633333333,6.22136666667,5.10936666667,3.35086666667,5.87173333333,3.95246666667,3.5306,3.9651,4.08313333333,4.90206666667,6.52733333333,7.01326666667
340.14,4.04313333333,5.82753333333,6.27333333333,5.10853333333,3.29786666667,5.90486666667,3.9808,3.5188,3.95023333333,4.09946666667,4.84986666667,6.52326666667,6.94253333333
340.50,4.05386666667,5.80846666667,6.32853333333,5.03936666667,3.2756,5.908,3.9776,3.5228,3.89166666667,4.05626666667,4.81366666667,6.48966666667,6.91253333333
340.87,3.81346666667,5.581,6.19073333333,4.81896666667,3.10266666667,5.72073333333,3.81973333333,3.35293333333,3.62926666667,3.82946666667,4.5946,6.3622,6.7736
341.23,3.6912,5.4076,6.0656,4.66063333333,2.9572,5.4794,3.74846666667,3.17786666667,3.4161,3.68246666667,4.50533333333,6.16206666667,6.6338
341.60,3.6866,5.4346,6.07416666667,4.7318,2.92813333333,5.41166666667,3.7698,3.15726666667,3.39366666667,3.6792,4.574,6.15426666667,6.62206666667
341.96,3.46486666667,5.168,5.83893333333,4.6266,2.67606666667,5.20613333333,3.582,2.9354,3.12653333333,3.466,4.36846666667,5.92813333333,6.393
342.33,3.17193333333,4.87673333333,5.5978,4.3814,2.45073333333,4.94633333333,3.3062,2.68893333333,2.8691,3.2096,4.17706666667,5.6722,6.14233333333
342.70,3.03646666667,4.76746666667,5.44646666667,4.2842,2.36853333333,4.7418,3.1492,2.52753333334,2.71293333333,3.0738,4.06806666667,5.53526666667,6.0102
343.06,2.83193333333,4.6268,5.2936,4.059,2.18086666667,4.56846666667,2.99333333333,2.39466666667,2.49383333333,2.8904,3.92053333333,5.37086666667,5.79433333333
343.43,2.8542,4.6126,5.27056666667,3.94346666667,2.04826666667,4.44753333333,2.9548,2.3064,2.39173333333,2.862,3.8284,5.3052,5.7308
343.79,2.7964,4.56486666667,5.25686666667,3.83833333333,1.95633333333,4.4016,2.91493333333,2.21473333333,2.36356666667,2.83666666666,3.82893333333,5.27293333333,5.6656
344.16,2.5496,4.3864,5.05376666667,3.60116666667,1.7382,4.22333333333,2.6938,1.97866666667,2.1528,2.61493333333,3.63713333333,5.056,5.52153333333
344.52,2.4044,4.30053333333,4.88796666667,3.5393,1.6228,4.1096,2.59,1.88073333333,2.0696,2.45946666667,3.5222,4.96046666667,5.39213333333
344.89,2.3684,4.283,4.8198,3.56233333333,1.59446666667,4.04226666667,2.5616,1.80846666667,2.09063333333,2.47046666667,3.56553333333,4.95066666667,5.3382
345.25,2.31453333334,4.29146666667,4.78473333333,3.534,1.5646,3.98193333334,2.5024,1.81613333333,2.08316666666,2.4236,3.5102,4.93026666667,5.2466
345.62,2.27666666667,4.25973333333,4.86146666667,3.51793333333,1.54653333333,3.92113333333,2.49293333333,1.7928,2.0412,2.42726666666,3.46953333333,4.91366666667,5.20086666667
345.99,2.44453333333,4.42586666667,5.0785,3.6184,1.7104,4.03366666667,2.62993333333,1.95573333333,2.20916666667,2.64926666667,3.65,5.12466666667,5.37213333333
346.35,2.67766666667,4.758,5.3671,3.89473333333,1.9592,4.2518,2.90386666667,2.1768,2.4669,2.94246666667,3.87733333333,5.39813333333,5.59866666666
346.72,2.75373333333,4.85306666667,5.49046666667,3.9468,2.04113333333,4.3344,2.989,2.2546,2.60876666667,3.04806666667,3.9786,5.52493333333,5.68766666667
347.08,2.82006666667,4.9326,5.5269,4.01106666667,2.15046666667,4.38533333333,3.01373333333,2.28673333333,2.7205,3.1122,4.07286666666,5.61186666667,5.80453333333
347.45,2.68473333333,4.90713333334,5.4753,4.01663333333,2.20646666667,4.41486666667,2.9746,2.28753333333,2.74796666667,3.07746666667,4.05773333333,5.63113333333,5.8162
347.81,2.69306666667,4.89533333333,5.4991,4.07413333333,2.22513333333,4.4352,2.97833333333,2.30173333333,2.7892,3.06573333333,3.99306666667,5.58493333333,5.786
348.18,2.87173333333,5.0758,5.65753333333,4.3236,2.4138,4.58,3.1828,2.5078,2.96233333333,3.2346,4.15133333333,5.76813333333,5.91486666667
348.54,2.92686666667,5.10333333333,5.76823333333,4.37923333333,2.44153333333,4.6312,3.20686666667,2.54153333333,2.99246666667,3.28833333333,4.185,5.8396,5.9774
348.91,2.99873333333,5.2164,5.89183333334,4.4626,2.55273333333,4.79186666667,3.266,2.62813333333,3.10716666667,3.40166666667,4.25626666667,5.93593333333,6.05986666667
349.27,3.10493333334,5.33673333333,5.96053333333,4.5833,2.7026,4.96253333333,3.36986666667,2.71766666667,3.1987,3.53713333333,4.3434,6.0574,6.26013333333
349.64,3.21973333333,5.46486666667,5.98343333333,4.59623333333,2.85946666667,5.11953333333,3.47053333333,2.85846666667,3.3396,3.63413333333,4.4458,6.17573333333,6.40726666667
350.00,3.14906666666,5.4062,5.91456666666,4.4836,2.80926666667,5.13066666667,3.39626666667,2.79973333333,3.28363333334,3.53653333333,4.37366666667,6.09973333333,6.39633333333
350.37,3.1662,5.3512,5.8994,4.4194,2.80286666667,5.16466666667,3.32233333333,2.8122,3.26263333333,3.49733333334,4.33526666667,6.10413333333,6.38086666667
350.73,3.213,5.30966666667,5.90153333333,4.4233,2.8188,5.17993333333,3.32393333333,2.78966666667,3.2562,3.45573333333,4.2836,6.0856,6.31386666666
351.10,3.19746666667,5.24113333333,5.87473333333,4.37053333333,2.7348,5.0674,3.26553333333,2.667,3.23716666667,3.44653333333,4.22926666667,5.99293333333,6.20793333333
351.46,3.26746666667,5.26386666667,5.93,4.3677,2.6994,5.02166666667,3.27153333333,2.61873333333,3.2373,3.49426666667,4.28913333333,5.982,6.19673333333
351.83,3.2814,5.27453333333,5.91913333333,4.36083333333,2.66106666667,4.974,3.27233333333,2.60113333334,3.19333333333,3.44746666667,4.3008,6.02706666667,6.2114
352.19,3.2994,5.2632,5.95616666667,4.34096666667,2.66746666667,4.92746666667,3.2428,2.5744,3.20643333333,3.4552,4.28326666667,6.0276,6.21866666667
352.55,3.284,5.276,5.9095,4.329,2.681,4.886,3.241,2.548,3.192,3.479,4.314,6.007,6.219
352.92,3.268,5.25093333333,5.86596666667,4.35153333333,2.5886,4.82233333333,3.27493333333,2.5406,3.1265,3.47466666667,4.33586666667,5.98233333333,6.22606666667
353.28,3.12673333333,5.1304,5.77896666667,4.25016666667,2.4722,4.744,3.1712,2.4506,3.05356666667,3.40953333333,4.26546666667,5.872,6.13206666667
353.65,3.08413333333,5.0932,5.70463333333,4.19633333333,2.3674,4.72506666667,3.12233333333,2.38706666667,2.99556666667,3.34853333333,4.21193333333,5.81073333333,6.04093333333
354.01,3.103,5.13733333333,5.72003333333,4.27216666667,2.36926666667,4.7278,3.17266666667,2.44066666667,2.99006666667,3.355,4.21333333333,5.8538,6.03046666667
354.38,2.93086666667,5.01086666667,5.5252,4.167,2.18333333333,4.52733333333,3.04653333333,2.27226666667,2.8072,3.20046666667,4.0532,5.6724,5.86466666667
354.74,2.88413333333,5.06373333333,5.4942,4.2006,2.1466,4.5238,2.99233333333,2.3132,2.711,3.23686666666,4.0778,5.67886666667,5.882
355.11,3.003,5.20066666667,5.58453333333,4.36826666667,2.25173333333,4.69246666667,3.1084,2.4832,2.78133333333,3.36566666667,4.20013333334,5.81473333333,6.02213333333
355.47,3.0466,5.25733333333,5.64633333333,4.4794,2.31506666667,4.77486666667,3.1646,2.57653333333,2.8484,3.4136,4.2622,5.89686666667,6.11146666667
355.83,2.84073333333,5.1198,5.51956666667,4.34003333333,2.1662,4.614,2.9712,2.41326666667,2.76123333333,3.31686666666,4.11913333334,5.71766666667,5.9434
356.20,2.78926666667,5.12913333333,5.46396666667,4.31533333333,2.17753333333,4.65586666667,2.96453333333,2.42533333333,2.74793333333,3.3198,4.14153333333,5.73386666667,5.9058
356.56,2.90893333333,5.22933333333,5.58646666667,4.42503333333,2.2816,4.8134,3.06626666667,2.5242,2.86636666667,3.45873333333,4.28426666667,5.86086666667,6.00346666667
356.93,3.01473333333,5.32753333333,5.70423333333,4.5152,2.4382,4.8814,3.14033333334,2.6458,2.99186666667,3.5188,4.36173333333,5.9912,6.08073333333
357.29,3.14073333333,5.4822,5.8211,4.6053,2.5324,4.95433333333,3.2574,2.7648,3.0987,3.60446666666,4.47386666667,6.1154,6.15586666667
357.66,2.9758,5.35586666667,5.72573333333,4.5294,2.41866666667,4.82086666666,3.1298,2.64633333333,2.97033333333,3.47053333333,4.36346666667,6.04653333333,6.01946666667
358.02,2.9214,5.32346666667,5.67143333333,4.49833333333,2.36906666667,4.73626666667,3.09946666667,2.58486666667,2.93616666667,3.41666666667,4.3268,5.9918,5.95553333333
358.38,2.98613333334,5.39726666667,5.7388,4.54093333333,2.4054,4.8398,3.15466666667,2.648,3.0137,3.489,4.4056,6.04193333333,6.0298
358.75,2.9588,5.39626666667,5.73096666667,4.48203333333,2.42726666667,4.8592,3.22946666667,2.61973333333,3.0693,3.4786,4.4188,6.05686666667,6.03426666667
359.11,2.84233333334,5.35966666667,5.69926666667,4.42116666667,2.3544,4.83853333333,3.1884,2.53026666667,3.0224,3.37113333334,4.3676,6.02153333333,5.97073333333
359.48,2.7978,5.33426666667,5.66866666667,4.39436666667,2.31953333333,4.8202,3.17233333333,2.47126666667,2.96583333333,3.31793333333,4.305,5.98726666667,5.90926666667
359.84,2.9546,5.48,5.78333333333,4.51623333333,2.4868,4.96913333333,3.3024,2.59393333333,3.03143333333,3.44086666667,4.41666666667,6.1134,6.0036
360.20,3.0304,5.5338,5.85576666667,4.57433333333,2.4982,4.991,3.35566666667,2.61913333333,3.0513,3.49413333334,4.46753333333,6.1324,6.07153333333
360.57,2.979,5.51333333333,5.7916,4.54506666667,2.43653333333,4.91433333333,3.3026,2.58553333333,2.97286666667,3.41466666667,4.40866666667,6.078,6.0294
360.93,2.9752,5.52713333333,5.8046,4.5277,2.41566666667,4.95593333333,3.27926666667,2.55246666667,2.9322,3.43953333333,4.4208,6.05426666667,6.04273333333
361.29,2.9946,5.47713333333,5.8045,4.52883333333,2.38246666667,4.958,3.24833333333,2.51346666667,2.90863333333,3.40993333333,4.42266666667,6.05493333333,6.0294
361.66,3.02606666667,5.47353333333,5.80316666667,4.51803333333,2.3924,4.93626666667,3.25333333333,2.53413333333,2.89436666667,3.4256,4.44766666667,6.0708,6.01826666667
362.02,3.07393333333,5.52906666667,5.8658,4.57446666667,2.45606666667,4.95413333333,3.28793333334,2.591,2.92586666667,3.48846666667,4.5126,6.11606666667,6.057
362.39,3.1184,5.57293333333,5.9346,4.66526666667,2.5334,4.9922,3.34513333333,2.66066666667,2.9717,3.55406666667,4.58986666667,6.18286666667,6.1134
362.75,3.1494,5.5698,5.9683,4.7241,2.51593333333,4.9808,3.33773333333,2.68726666667,2.9778,3.5726,4.639,6.17966666667,6.17973333333
363.11,3.17873333333,5.56673333333,5.98716666667,4.7329,2.53553333333,4.9804,3.37506666667,2.7064,2.98773333334,3.608,4.6984,6.236,6.24486666667
363.48,3.12306666667,5.50413333333,5.93896666667,4.66206666667,2.47033333333,4.91726666667,3.30586666667,2.65426666667,2.90986666667,3.552,4.66253333333,6.17973333333,6.18866666667
363.84,3.04813333333,5.40626666667,5.882,4.59746666667,2.37586666667,4.8452,3.27633333333,2.6,2.86196666667,3.46886666667,4.62233333333,6.12286666666,6.14
364.20,3.11666666667,5.4658,5.9808,4.70733333333,2.48313333333,4.91213333333,3.35746666667,2.69326666667,2.97593333333,3.5466,4.72106666667,6.22026666667,6.16786666667
364.57,3.172,5.47793333333,6.04133333333,4.742,2.55793333333,4.9252,3.41113333333,2.75493333334,3.015,3.6014,4.7682,6.2938,6.2006
364.93,3.12393333333,5.39666666667,5.98296666667,4.69503333333,2.5034,4.8158,3.37253333333,2.69373333333,2.96106666667,3.51046666667,4.70813333333,6.22573333333,6.11106666667
365.29,3.0918,5.42646666667,5.9943,4.69946666667,2.516,4.7496,3.35246666666,2.69866666667,2.9639,3.52693333333,4.67566666667,6.2064,6.072
365.66,3.15853333333,5.506,6.10216666667,4.77423333333,2.5812,4.8192,3.42186666667,2.74986666666,3.0457,3.59806666667,4.72226666667,6.19893333333,6.1344
366.02,3.15166666667,5.52253333333,6.08586666667,4.77153333333,2.57746666667,4.877,3.421,2.73866666667,3.0534,3.5998,4.7228,6.18793333333,6.14206666667
366.38,3.19046666667,5.57986666667,6.1172,4.81393333333,2.60973333333,4.88786666667,3.4522,2.7636,3.09506666667,3.625,4.75873333333,6.25673333333,6.1718
366.75,3.15006666667,5.5592,6.05263333333,4.78193333333,2.56173333333,4.85553333333,3.4226,2.70906666667,3.05803333333,3.56006666667,4.70526666667,6.24993333333,6.10746666667
367.11,3.1014,5.5172,5.9598,4.72976666667,2.49453333333,4.7362,3.354,2.63833333333,2.9882,3.47933333333,4.62306666667,6.15846666667,5.96246666667
367.47,3.05893333333,5.49613333333,5.90673333333,4.6727,2.45953333333,4.6494,3.3284,2.60733333334,2.95816666667,3.4612,4.61453333333,6.11713333333,5.8964
367.84,3.11013333333,5.538,5.9299,4.7403,2.49253333333,4.6996,3.381,2.63586666667,2.99233333333,3.50273333333,4.683,6.1836,5.95066666667
368.20,3.02593333333,5.48733333333,5.83313333333,4.6915,2.3942,4.6334,3.29046666667,2.55326666667,2.90506666667,3.44833333333,4.60033333333,6.11273333333,5.9088
368.56,2.89306666667,5.4212,5.74423333333,4.60843333333,2.29513333333,4.5664,3.19666666667,2.44413333333,2.83536666667,3.34413333333,4.4966,5.96466666667,5.807
368.93,2.88993333333,5.45106666667,5.7262,4.62493333333,2.2816,4.59326666666,3.21373333333,2.46433333333,2.8444,3.34686666667,4.49366666667,5.94973333333,5.79006666666
369.29,2.90646666667,5.4536,5.6549,4.6392,2.25533333333,4.64693333333,3.24373333333,2.5154,2.84883333334,3.35093333333,4.52573333333,5.95366666667,5.79433333333
369.65,2.9726,5.52573333333,5.6764,4.70066666667,2.33113333333,4.7218,3.28966666667,2.57246666667,2.90706666667,3.4006,4.6174,6.02546666667,5.87146666667
370.01,2.93386666667,5.44853333333,5.6082,4.61376666667,2.25513333333,4.62106666667,3.2168,2.499,2.8411,3.30133333333,4.57786666667,5.98293333333,5.8556
370.38,2.8102,5.28053333333,5.46813333333,4.46833333333,2.09253333333,4.4578,3.0626,2.34773333333,2.68216666667,3.14513333333,4.47693333333,5.851,5.7212
