wavelength,Back_TanPunf,Belly_TanPunf,Breast_TanPunf,Crissum_TanPunf,Crown_TanPunf,DorTail_TanPunf,Patch10_TanPunf,Patch11_TanPunf,Patch12_TanPunf,Rump_TanPunf,Throat_TanPunf,WingTip_TanPunf
298.93,7.71483333334,13.2474166667,13.4191666666,8.36783333333,4.08933333334,7.5899,6.7525,5.56266666667,6.233,6.877,8.39383333333,7.53033333333
299.30,7.78683333334,13.5181666666,13.6216666667,8.58883333333,4.31866666667,7.88198,6.93633333333,5.7775,6.44733333334,7.03333333333,8.743,7.7515
299.67,7.95366666667,13.8789166666,14.0335,8.92683333334,4.60183333333,8.29498,7.217,5.939,6.844,7.37166666666,9.05883333333,8.04
300.04,7.94633333333,14.20625,14.3213333334,9.06750000002,4.81266666667,8.49254,7.40216666666,5.99016666667,6.905,7.59433333333,9.43333333333,8.23716666666
300.41,7.657,14.1825833333,14.1436666667,8.77433333333,4.21316666666,8.27608666667,7.17733333333,5.70733333333,6.604,7.1675,9.122,7.92666666666
300.78,7.84616666667,14.6735,14.3958333333,9.03716666667,4.32916666667,8.49562666667,7.3015,5.96466666666,6.96333333334,7.25083333333,9.20883333333,8.13416666667
301.15,8.06133333333,15.02375,14.6693333333,9.3605,4.574,8.68522666667,7.39416666666,6.06966666667,7.11466666667,7.36316666667,9.433,8.4135
301.52,8.52083333334,15.6308333334,15.178,9.94183333334,5.09033333333,9.07000000001,7.89066666667,6.47516666667,7.45883333334,7.68783333333,9.88983333335,8.84333333333
301.89,8.62833333333,15.88625,15.6333333333,10.33,5.26683333333,8.97854666667,7.9185,6.5505,7.50083333333,7.72516666667,10.0793333333,8.95183333333
302.26,8.64116666667,16.0039166666,15.8683333333,10.4988333333,5.21833333333,8.93482,7.85833333333,6.49666666666,7.5665,7.7905,10.1021666667,9.0795
302.63,8.71333333335,16.3150833333,15.9635,10.3801666667,5.15616666667,8.91378666667,7.74466666667,6.5105,7.57283333333,7.60933333333,10.203,9.13533333333
303.00,9.10983333335,16.7853333333,16.3778333334,10.7706666667,5.4885,9.24937333335,8.207,6.82966666667,7.96983333333,7.784,10.7241666666,9.43983333334
303.37,8.98816666669,17.04725,16.6045,10.9195,5.4725,9.22683999998,8.1495,6.71033333333,8.0255,7.8025,10.8676666666,9.4335
303.74,9.0145,17.2368333333,16.7595,11.0731666667,5.48516666667,9.33057999998,8.07016666667,6.6355,7.94616666667,7.80166666666,10.9596666667,9.40133333333
304.10,9.30133333334,17.6371666666,17.0495,11.4906666667,5.80233333333,9.66076666666,8.40583333333,6.915,8.15716666666,7.96066666666,11.149,9.45133333334
304.47,9.5015,18.0701666666,17.287,11.8588333333,6.2035,9.92081333335,8.752,7.284,8.35916666667,8.25583333334,11.4195,9.67233333335
304.84,9.40033333332,17.9706666667,17.4525,11.7948333334,6.116,9.91140000001,8.71316666666,7.28216666667,8.27616666667,8.17216666666,11.623,9.515
305.21,8.87983333332,17.6891666666,17.1948333333,11.3585,5.51716666667,9.32426000002,8.15316666666,6.9135,7.7815,7.60366666666,11.3326666667,8.9425
305.58,8.3515,17.4148333333,17.0406666667,10.9758333333,5.16383333333,8.86637333333,7.70866666667,6.57616666667,7.44533333334,7.2875,11.0338333333,8.53616666667
305.95,8.45533333334,17.7255,17.2556666667,11.0085,5.069,8.9305,7.877,6.69333333333,7.7125,7.49466666666,11.0723333334,8.4715
306.32,8.53316666667,18.033,17.4336666667,11.0311666667,4.98566666667,9.0958,7.97383333333,6.73816666667,7.75,7.49433333333,11.1165,8.4745
306.69,8.32533333333,18.0544166666,17.4258333333,10.9613333333,4.88733333333,8.68454,7.88666666667,6.438,7.43233333334,7.368,10.9453333333,8.25583333333
307.06,8.20333333333,18.0656666666,17.47,10.8043333333,4.68116666666,8.17642666666,7.72433333334,6.123,7.22416666666,7.304,10.634,8.04333333333
307.43,8.18133333333,17.8203333333,17.2223333334,10.3366666667,4.3265,7.83978,7.56766666666,5.94216666667,6.70233333333,7.0065,10.342,7.64633333333
307.80,8.15816666667,17.8124166667,17.1353333333,10.306,4.45516666666,7.5983,7.566,6.0465,6.70083333333,7.09216666667,10.2495,7.55566666667
308.17,8.25283333333,17.8456666666,17.2258333333,10.2326666667,4.4035,7.42908666667,7.54733333333,5.935,6.61533333333,6.973,10.248,7.371
308.54,8.15633333333,17.7426666666,17.3251666666,10.2301666667,4.4665,7.39230666667,7.42933333334,5.78316666667,6.41216666667,6.87883333333,10.274,7.336
308.90,8.21433333333,18.0016666666,17.3998333333,10.3895,4.569,7.43657333334,7.40066666667,5.71583333334,6.37733333333,6.9865,10.3321666667,7.391
309.27,8.17933333334,17.8875,17.2828333333,10.3403333333,4.52416666666,7.45896666666,7.42083333334,5.5955,6.423,6.975,10.3403333333,7.31933333333
309.64,8.2755,18.2199166667,17.5141666666,10.6495,4.65483333334,7.80215333333,7.579,5.73283333333,6.6115,7.14833333333,10.6273333334,7.55233333333
310.01,8.25816666666,18.3449166667,17.5165,10.6616666667,4.657,7.85904,7.48116666667,5.6315,6.507,6.992,10.5586666666,7.417
310.38,8.25016666666,18.3441666667,17.5783333333,10.7683333333,4.74116666667,7.78861333333,7.55916666666,5.63616666666,6.61816666667,6.95966666667,10.681,7.29283333334
310.75,8.42516666666,18.4883333333,17.8063333333,11.039,4.78633333333,8.06734,7.69416666667,5.67266666667,6.8815,7.143,10.9,7.44516666667
311.12,8.38766666667,18.5534166667,17.9471666666,11.118,4.816,8.35824,7.72333333333,5.68166666667,6.86966666667,7.05883333333,11.1178333333,7.349
311.49,8.35533333334,18.79875,18.1038333333,11.3618333333,4.88416666667,8.62454666667,7.82683333334,5.657,7.15033333334,7.15016666666,11.2538333333,7.63083333333
311.85,8.29916666667,19.1700833334,18.2125,11.4911666667,4.81816666667,8.81321333333,7.8135,5.58516666666,7.25916666667,7.11483333334,11.3668333333,7.70916666667
312.22,8.02033333333,19.14425,18.1341666666,11.435,4.6545,8.65336,7.59766666666,5.50416666667,7.2155,7.13,11.2968333333,7.82916666666
312.59,7.96533333333,19.3731666667,18.1668333333,11.3726666667,4.54583333333,8.58922666667,7.55866666666,5.47083333333,7.275,7.11466666667,11.2905,7.64516666667
312.96,7.78,19.37475,18.1126666667,11.3428333334,4.3805,8.35310666667,7.50333333334,5.40316666666,7.05916666666,6.9375,11.1878333333,7.3315
313.33,7.9315,19.85875,18.4668333333,11.5828333333,4.59633333334,8.56622,7.876,5.6055,7.29833333334,7.2005,11.2836666666,7.44816666666
313.70,7.94633333333,19.8115833334,18.451,11.498,4.47883333334,8.49819333333,7.8805,5.56866666667,7.217,7.04983333334,11.1196666667,7.12883333333
314.07,8.04866666667,20.1551666667,18.7293333333,11.6986666666,4.69916666667,8.79636,8.12916666667,5.90083333333,7.412,7.37166666666,11.4833333334,7.41166666666
314.43,8.14966666667,20.4021666667,18.9701666667,11.8485,4.79983333334,9.00374000002,8.2095,6.08933333334,7.52116666666,7.51183333333,11.6098333333,7.66783333334
314.80,8.15,20.54175,18.9416666667,11.7598333333,4.78,8.99449333335,8.089,6.1385,7.42166666667,7.44483333333,11.4966666667,7.60466666667
315.17,7.99266666667,20.61225,18.9716666667,11.665,4.69216666667,8.80617999998,7.80916666667,6.1565,7.34533333334,7.45616666667,11.3703333334,7.4755
315.54,7.87883333333,20.60825,18.839,11.4175,4.6545,8.46324666667,7.5935,6.17316666667,7.08733333333,7.17566666667,11.211,7.06783333333
315.91,7.937,20.60525,19.0046666666,11.4765,4.61166666667,8.44672,7.613,6.197,6.985,7.08933333333,11.1575,6.94983333334
316.28,8.32583333333,21.0098333334,19.3185,11.7631666667,4.80316666666,8.76810666667,7.88566666667,6.30933333334,6.96983333333,7.16483333334,11.513,6.81483333333
316.64,8.46466666667,21.21725,19.5638333333,12.0635,4.87583333333,8.75238666667,7.985,6.35483333333,7.10683333334,7.21283333334,11.8916666666,6.82916666667
317.01,8.52216666666,21.4226666667,19.7083333333,12.1655,4.91933333334,8.90946666669,7.98116666667,6.154,7.272,7.2515,11.9616666667,7.1645
317.38,8.41816666667,21.3023333333,19.483,12.1493333334,4.75916666666,8.91500666665,7.62683333334,5.972,7.082,7.09216666667,11.9591666666,7.13316666666
317.75,8.323,21.4561666666,19.6108333333,12.101,4.7665,8.82514000002,7.55616666667,5.90383333334,6.995,7.16483333334,11.9363333333,7.38133333334
318.12,8.284,21.3604166666,19.6551666667,11.944,4.62383333333,8.51896666667,7.48716666666,5.665,6.821,6.92483333333,11.861,7.26333333333
318.49,8.12366666667,21.5669166667,19.5316666667,11.8323333334,4.48883333334,8.3832,7.40633333333,5.416,6.5,6.81433333334,11.9578333333,7.0605
318.85,7.52533333333,21.2215,19.2978333333,11.6461666667,4.24683333334,7.91653333333,7.12016666666,5.08916666666,5.97833333333,6.27316666667,11.6618333333,6.68333333333
319.22,7.21183333333,20.9019166667,19.0633333333,11.529,3.90466666666,7.46941333333,6.92066666666,4.59233333333,5.56083333333,5.8465,11.238,6.33866666667
319.59,7.21216666666,21.1404166666,19.3731666667,12.0115,4.0305,7.49302,7.02,4.65516666667,5.648,6.182,11.3815,6.50233333334
319.96,6.994,20.9415833333,19.0728333333,11.8916666666,3.914,7.31823333333,6.98333333333,4.45416666666,5.43783333333,5.93516666667,11.357,6.28266666666
320.32,6.64183333334,20.5979166667,18.7371666667,11.7403333334,3.54966666666,6.98179333333,6.658,4.11433333333,5.29716666666,5.6955,10.9768333333,6.3785
320.69,6.513,20.278,18.5383333333,11.6433333333,3.43133333334,6.71562666666,6.44283333333,3.97433333334,5.08783333333,5.69533333334,10.6433333334,6.45366666667
321.06,6.50733333333,20.3273333334,18.6001666667,11.7501666666,3.4705,6.67539333334,6.63033333333,4.24716666667,5.16816666666,5.74633333334,10.754,6.1375
321.43,6.90766666667,20.9304166667,19.0491666667,12.1736666666,3.85883333334,7.05520666667,7.16333333333,4.67983333333,5.60733333333,6.1135,11.1075,6.40116666667
321.80,7.30566666667,21.3208333334,19.2235,12.562,4.205,7.43527333333,7.4645,5.06066666666,6.07483333334,6.27066666666,11.6216666667,6.5505
322.16,7.20966666667,21.2911666666,19.1531666667,12.7288333333,4.07816666667,7.63284666666,7.40216666666,5.07183333334,6.03933333333,6.29933333333,11.782,6.53333333333
322.53,7.3045,21.3809166667,19.2648333333,12.7718333333,4.099,7.57776666667,7.463,5.21716666666,6.105,6.38583333334,11.8375,6.63066666667
322.90,8.02983333333,22.0471666666,19.6816666667,13.2736666666,4.49266666667,8.08912,8.04466666666,5.9005,6.771,7.12933333333,12.612,7.08933333333
323.27,8.59866666667,22.6670833333,20.199,13.757,4.93133333334,8.72142666665,8.6615,6.4755,7.3105,7.59983333333,13.0815,7.54683333333
323.63,8.94116666667,22.9156666666,20.485,13.8763333333,5.10366666667,8.99269333331,8.85233333334,6.6695,7.721,7.651,13.4136666666,7.79583333334
324.00,9.04666666668,23.1109166666,20.7911666666,13.9686666667,4.97216666667,9.01600000001,8.77333333333,6.64916666667,7.82533333333,7.76583333333,13.3078333333,7.84366666667
324.37,9.07433333335,23.3119166666,21.0643333333,13.9898333333,5.11916666667,9.05647999999,8.87983333334,6.7605,7.8355,7.88883333333,13.366,7.68983333333
324.74,9.29133333335,23.88125,21.5076666666,14.2655,5.46816666666,9.51735333332,9.33416666667,6.98016666667,8.10566666666,8.28166666667,13.591,7.99416666667
325.10,9.156,23.7315,21.5021666666,13.9998333334,5.32116666667,9.35448666667,9.19366666666,6.70283333333,7.83716666667,8.09266666667,13.2966666666,7.921
325.47,9.03833333335,23.5864166666,21.4921666667,13.9698333333,5.19316666667,9.04040000001,8.96883333333,6.47633333333,7.59166666667,7.8615,13.1321666667,7.76766666667
325.84,8.78233333333,23.3804166666,21.4245,13.8608333334,5.0225,8.80100666668,8.74633333334,6.19683333333,7.3875,7.8685,12.975,7.66
326.21,8.93466666669,23.6924166666,21.5655,14.0155,5.25883333333,8.85592666665,8.78433333333,6.23616666666,7.467,8.04833333334,12.975,7.704
326.57,9.00083333333,23.8321666667,21.7126666667,14.2676666666,5.38083333333,9.04087999999,8.84733333333,6.33833333334,7.63433333334,8.15783333334,13.0821666667,7.65783333333
326.94,8.7465,23.6459166667,21.7523333334,14.0255,5.11333333333,8.90702666667,8.72283333333,6.07366666667,7.4515,7.8925,12.856,7.5265
327.31,8.49333333334,23.6154166666,21.5808333333,13.85,4.9025,8.67352,8.41416666667,5.85833333334,7.30833333333,7.6125,12.8308333333,7.35133333333
327.67,8.25583333334,23.577,21.516,13.773,4.766,8.49781333333,8.2995,5.69616666667,7.15483333334,7.52433333333,12.5965,7.19833333334
328.04,8.31733333334,23.6465833334,21.7323333333,13.9276666667,5.01383333334,8.55988,8.4935,5.8865,7.28816666667,7.6285,12.7821666666,7.27616666667
328.41,8.2485,23.79825,21.72,14.1096666667,4.95216666667,8.44183333334,8.40166666667,5.93783333333,7.36783333333,7.57783333334,12.7321666667,7.28733333334
328.78,7.97166666666,23.6445833333,21.632,13.7711666667,4.66966666666,8.09590666667,8.0705,5.5815,7.07233333334,7.17916666667,12.5883333334,6.87516666666
329.14,8.205,23.9458333334,21.7775,14.1855,4.89583333334,8.35422666667,8.28783333333,5.95583333334,7.414,7.4925,12.9431666667,7.219
329.51,8.10233333333,23.85075,21.7221666667,14.1243333334,4.79516666666,8.231,8.16533333333,5.84566666667,7.3165,7.40466666667,12.8213333334,7.207
329.88,8.24416666667,24.1099166667,21.8568333334,14.1523333334,4.7485,8.20078666667,8.28666666666,5.89116666667,7.35233333333,7.37766666667,12.7125,7.191
330.24,8.07466666667,23.83675,21.6833333333,13.9038333334,4.3965,7.83292,8.06583333334,5.59833333334,7.22783333333,6.94983333333,12.4583333333,6.86433333334
330.61,7.988,23.7979166666,21.6921666667,13.815,4.26683333333,7.62939333333,7.93683333333,5.37516666667,7.0675,6.705,12.2461666667,6.8755
330.98,8.361,24.45325,22.2193333334,14.2158333333,4.66766666667,7.88675333333,8.12683333333,5.56116666667,7.361,7.20783333333,12.6285,7.1395
331.34,8.49083333333,24.4911666667,22.2278333333,14.359,4.80466666667,7.89174,8.30183333334,5.59066666667,7.4695,7.57033333333,12.6353333334,7.1965
331.71,8.598,24.6603333333,22.2723333333,14.5453333333,4.86783333333,7.98035333334,8.3145,5.5055,7.37266666667,7.6185,12.7865,7.202
332.08,8.7065,24.7910833333,22.2728333334,14.6118333333,5.03183333333,8.13472666666,8.35383333334,5.6185,7.42716666667,7.825,12.9141666667,7.39816666667
332.44,9.04733333334,25.0363333334,22.7198333333,14.8125,5.34316666667,8.47852,8.585,5.74066666667,7.7775,8.04533333333,13.2748333333,7.6275
332.81,9.26033333331,25.2206666667,22.7745,15.1495,5.4165,8.74578000001,8.79983333334,5.96466666666,8.14066666667,8.19233333334,13.4938333334,7.78333333333
333.18,9.15666666667,25.1914166666,22.8153333333,15.0863333333,5.33916666666,8.67381999998,8.703,5.74216666666,8.03416666667,7.96366666667,13.428,7.58833333334
333.54,9.30933333335,25.6435,23.0595,15.3641666667,5.6555,9.02729333335,9.048,6.00133333333,8.3985,8.2605,13.8428333333,7.89516666667
333.91,9.4505,25.9508333333,23.3198333333,15.7293333334,5.8895,9.23155333335,9.17066666666,6.16166666666,8.64133333333,8.44116666666,14.1418333334,8.033
334.28,9.37616666667,26.1004166666,23.392,15.8338333334,5.926,9.37193999998,9.22733333333,6.216,8.68083333333,8.506,14.287,7.99333333334
334.64,9.4305,26.25125,23.484,15.9021666667,5.9575,9.47735333331,9.29433333333,6.30283333333,8.8755,8.58133333333,14.4356666667,7.9345
335.01,9.14566666667,25.9454166667,23.1501666667,15.7841666667,5.64816666667,9.19898666667,9.0445,6.1305,8.72416666666,8.227,14.1235,7.719
335.38,8.9825,26.0506666667,23.2036666667,15.6088333334,5.42516666666,9.04563333331,8.83183333333,5.91266666667,8.484,7.91366666666,13.9806666667,7.6125
335.74,8.71683333333,25.8586666667,23.1645,15.4195,5.15883333333,8.76146,8.66733333333,5.83366666667,8.24333333334,7.69916666666,13.755,7.50116666667
336.11,8.38066666667,25.8284166666,23.1128333334,15.2306666667,4.8135,8.40074,8.486,5.53333333333,8.00483333333,7.31,13.64,7.19033333334
336.47,7.94016666667,25.44525,22.8051666667,14.8476666667,4.48283333333,8.01110666667,8.21733333333,5.16516666666,7.54516666667,7.00483333334,13.3096666666,6.80733333334
336.84,7.97833333333,25.50825,22.9526666667,14.9021666667,4.57683333333,7.95942666666,8.21266666667,5.18333333333,7.43383333334,7.03416666666,13.3273333333,6.834
337.21,8.154,25.7226666666,23.0846666667,14.9818333333,4.80133333333,8.09425333334,8.352,5.2115,7.57983333333,7.303,13.5056666667,7.00583333333
337.57,8.12466666667,25.7138333334,23.0546666667,14.8925,4.69516666667,8.01736,8.24316666667,5.18,7.57516666666,7.22916666667,13.3523333333,6.8255
337.94,8.16016666667,25.84675,23.1193333333,14.8268333333,4.69783333333,8.00406,8.24833333333,5.18683333334,7.512,7.14516666667,13.2313333334,6.8295
338.31,8.25233333334,25.96175,23.1611666667,14.929,4.7605,7.87714,8.36716666666,5.179,7.5305,7.193,13.205,6.832
338.67,8.23116666667,25.8601666667,23.2776666666,14.8925,4.86366666667,7.76624,8.305,5.20166666667,7.45483333333,7.21033333334,13.085,6.89216666667
339.04,8.1305,25.7644166666,23.3258333333,14.743,4.823,7.67625333334,8.22083333334,4.99016666667,7.3465,7.10833333333,12.9936666667,6.80333333333
339.40,8.18233333334,25.845,23.3843333333,14.8373333333,4.93133333334,7.7073,8.38466666667,5.07383333333,7.4865,7.1785,13.051,6.84383333333
339.77,8.44183333333,26.04975,23.5558333334,15.0611666667,5.254,7.86041333333,8.64266666667,5.208,7.7545,7.44183333333,13.2288333333,6.98766666667
340.14,8.6895,26.37175,23.762,15.3045,5.49133333333,8.00358,8.81683333333,5.36083333334,7.92816666666,7.70283333333,13.3315,7.0985
340.50,8.8315,26.6043333333,23.8598333334,15.3881666666,5.61583333333,8.11285333333,8.99366666666,5.59333333333,8.06866666667,7.78983333334,13.351,7.2125
340.87,8.909,26.6970833334,23.9061666667,15.5055,5.755,8.27979333333,9.04316666666,5.76783333334,8.1925,7.90466666667,13.4005,7.37066666667
341.23,8.86733333334,26.81475,24.0146666667,15.6243333333,5.66333333333,8.29884666667,9.02633333333,5.883,8.11083333333,7.87883333334,13.3773333334,7.31966666667
341.60,8.99683333333,26.8960833333,24.258,15.7675,5.79566666667,8.38724666665,9.24216666667,6.02516666667,8.20466666667,8.16666666666,13.5471666666,7.569
341.96,8.67833333334,26.6908333333,24.033,15.7136666667,5.62166666666,8.22931333333,9.0405,5.835,8.05316666666,8.13083333333,13.5141666667,7.41583333333
342.33,8.849,26.8931666666,24.2951666667,15.8336666667,5.80666666667,8.42828000002,9.136,5.993,8.2785,8.29066666667,13.6456666667,7.61633333333
342.70,9.05233333333,27.2553333334,24.3831666666,16.1411666667,5.99983333334,8.68036666665,9.44833333333,6.15883333334,8.45183333333,8.55083333333,13.9081666667,7.71066666667
343.06,9.37816666669,27.6365,24.6381666667,16.5165,6.356,8.93616666666,9.87533333333,6.52933333333,8.79533333333,8.89233333333,14.345,7.98616666666
343.43,9.50950000001,27.7615,24.7195,16.6841666667,6.39566666666,9.07013333335,9.93083333334,6.68066666667,8.90183333334,8.93083333333,14.62,7.96266666667
343.79,9.47150000002,27.869,24.7208333333,16.578,6.3105,9.08189333335,9.82633333334,6.67416666667,8.76433333333,8.873,14.6908333333,7.89383333333
344.16,9.48233333333,27.91675,24.7196666666,16.599,6.33,9.17255999999,9.88266666669,6.674,8.76916666667,8.87883333333,14.7523333333,7.91466666667
344.52,9.57316666666,28.1404166667,24.8453333333,16.7668333334,6.39516666667,9.18311999998,9.83750000001,6.66783333334,8.79666666667,8.99416666667,14.8633333333,7.96733333334
344.89,9.54533333331,28.2345833333,24.8206666666,16.755,6.304,9.11688,9.79399999999,6.59916666666,8.81383333333,8.938,14.9548333333,7.88616666666
345.25,9.40816666667,28.2893333334,24.7778333333,16.7105,6.178,8.96375333335,9.74250000001,6.518,8.8105,8.88166666667,14.9116666666,7.82866666667
345.62,9.0785,28.1035,24.5586666667,16.439,5.889,8.73727999998,9.3995,6.248,8.454,8.484,14.6361666667,7.4645
345.99,9.20983333332,28.0649166666,24.7216666667,16.3773333333,5.90316666667,8.8012,9.46383333333,6.36733333334,8.42333333334,8.45883333333,14.6896666666,7.443
346.35,8.97866666666,27.9596666667,24.6171666667,16.1801666666,5.736,8.67108666666,9.35283333333,6.26666666666,8.16916666666,8.306,14.6271666666,7.281
346.72,8.70483333333,27.8021666667,24.6726666667,15.9981666667,5.54083333333,8.52634666669,9.09533333334,6.07733333333,8.091,8.17383333334,14.5398333333,7.12833333334
347.08,8.7,27.9083333334,24.818,16.0768333333,5.57383333333,8.60455999998,9.06966666667,6.10566666666,8.04133333333,8.13766666666,14.489,7.05416666667
347.45,8.72983333333,28.0493333333,25.1356666666,16.187,5.6805,8.69984666666,9.20116666666,6.11283333333,8.07533333333,8.31666666667,14.5403333333,7.26033333333
347.81,8.80416666667,28.2275833334,25.4403333334,16.3516666667,5.68833333334,8.79563333333,9.33383333334,6.16766666667,8.3305,8.39183333334,14.724,7.372
348.18,8.81533333334,28.2384166667,25.5126666666,16.3061666667,5.67766666666,8.66794666665,9.35733333333,6.186,8.33783333334,8.37666666667,14.6993333333,7.36533333334
348.54,8.8255,28.22675,25.5705,16.2798333333,5.565,8.73883333334,9.37466666667,6.08633333334,8.32633333334,8.30116666667,14.7713333334,7.33133333334
348.91,8.65033333333,28.1774166667,25.557,16.147,5.43566666667,8.55109333332,9.2815,5.8405,8.19216666667,8.181,14.6471666667,7.1925
349.27,8.80383333333,28.2195,25.6231666667,16.17,5.55383333333,8.59628666665,9.381,5.86183333333,8.354,8.17933333333,14.7486666667,7.19116666666
349.64,8.98983333335,28.5980833333,25.7881666667,16.3643333334,5.72683333333,8.64108,9.52,5.89716666667,8.56416666666,8.33333333334,15.049,7.25133333333
350.00,9.01433333333,28.844,25.785,16.4285,5.78383333334,8.59293333335,9.5185,5.762,8.60033333333,8.40016666666,15.2008333334,7.17866666667
350.37,9.08583333331,29.1386666666,25.9791666667,16.7295,5.91166666666,8.73508,9.6105,5.84633333334,8.777,8.53966666667,15.4345,7.29933333334
350.73,9.15916666665,29.18675,25.926,16.7181666667,5.8885,8.72897333332,9.55183333334,5.875,8.72033333333,8.47133333334,15.4023333334,7.38316666666
351.10,8.8405,29.0974166666,25.8085,16.5635,5.62333333333,8.42712666667,9.234,5.5285,8.4445,8.21133333334,15.3181666667,7.25066666666
351.46,8.72866666666,29.00125,25.5885,16.5268333333,5.54633333333,8.29686666667,9.07783333334,5.38266666667,8.31166666667,8.03783333333,15.2048333334,7.07316666667
351.83,8.705,29.1210833334,25.5826666666,16.672,5.62333333333,8.32211333334,9.05233333333,5.43866666667,8.25583333334,8.07933333334,15.1083333334,6.98083333334
352.19,8.46766666667,29.1115,25.536,16.704,5.42,8.25168666667,8.7655,5.21266666667,8.146,7.90916666667,15.023,6.864
352.55,8.34016666667,29.15925,25.5963333333,16.8326666666,5.46183333333,8.19485333334,8.78516666667,5.23766666666,8.219,7.88983333333,15.0048333333,6.8545
352.92,8.44683333334,29.24675,25.6841666667,17.0291666667,5.6675,8.36797333333,8.93416666666,5.45916666667,8.293,8.0585,15.0971666667,6.96083333333
353.28,8.384,29.3688333334,25.7968333334,17.1445,5.651,8.42373999998,8.91066666667,5.43416666666,8.18966666666,8.12033333334,15.001,6.99666666667
353.65,8.4015,29.4094166666,25.9461666667,17.3146666667,5.63266666667,8.46685333332,8.91616666666,5.5325,8.204,8.21933333333,14.9913333333,7.02066666666
354.01,8.39133333333,29.4265,26.0515,17.3853333333,5.565,8.45234666666,8.89316666666,5.5925,8.33066666666,8.18716666667,14.8943333333,6.96916666667
354.38,8.431,29.5813333334,26.0921666667,17.3543333333,5.57116666667,8.44926666667,8.90383333333,5.59833333333,8.36916666666,8.25033333333,14.8778333334,6.92933333334
354.74,8.67433333333,29.9841666667,26.4521666667,17.6753333334,5.831,8.59308666665,9.25166666667,5.77966666666,8.54516666667,8.48466666666,15.2435,7.015
355.11,8.85566666666,30.153,26.5003333333,17.7636666667,5.93566666666,8.72431999999,9.39233333333,5.926,8.7465,8.623,15.2206666667,6.98933333333
355.47,8.87983333334,30.343,26.6165,17.8736666667,5.98116666667,8.74429999998,9.44616666667,6.02283333333,8.8705,8.75683333333,15.316,7.037
355.83,8.76416666666,30.2409166667,26.5938333333,17.796,5.89883333333,8.58672666665,9.35916666667,5.88983333333,8.7865,8.707,15.3148333334,6.93716666667
356.20,8.85316666667,30.29225,26.6575,17.8085,5.95316666667,8.61763333334,9.52083333333,6.03733333333,8.84216666667,8.84683333333,15.4071666666,6.9665
356.56,8.92183333333,30.4905833333,26.6975,17.8043333333,5.9275,8.57357333335,9.5405,6.0625,8.83466666667,8.9,15.5053333334,6.93416666666
356.93,8.99416666667,30.6605,26.881,17.848,5.8325,8.58016,9.534,6.037,8.84783333333,8.87566666666,15.4978333333,6.8825
357.29,9.01883333333,30.5959166666,26.8825,17.8316666667,5.80816666667,8.56052000001,9.52383333333,6.0395,8.86816666667,8.82783333334,15.5591666667,6.81816666667
357.66,9.0595,30.5585,26.8903333334,17.7488333333,5.811,8.56641999998,9.53683333334,6.00133333333,8.84616666666,8.79383333333,15.509,6.84083333333
358.02,9.04966666667,30.6475833333,27.0551666667,17.8843333333,5.899,8.68575333335,9.626,6.01016666667,8.8125,8.87416666667,15.614,6.96416666667
358.38,9.04483333333,30.5405833333,27.0696666667,17.891,5.833,8.56922000002,9.63366666667,5.9325,8.6775,8.75283333333,15.5195,6.93766666667
358.75,8.78966666666,30.3898333334,26.9413333334,17.6785,5.61066666666,8.35270000002,9.3445,5.67816666666,8.44583333333,8.49533333333,15.2788333334,6.76183333333
359.11,8.75033333333,30.495,27.0,17.6813333333,5.58733333333,8.31911999999,9.3285,5.632,8.353,8.38183333333,15.3366666667,6.76583333333
359.48,8.76183333333,30.6285,27.1728333333,17.6168333333,5.58283333333,8.33481333332,9.24066666667,5.55066666667,8.29816666667,8.2905,15.2775,6.66416666667
359.84,8.80116666667,30.7893333334,27.2685,17.6096666667,5.63916666666,8.32613999998,9.24483333334,5.54666666667,8.28716666666,8.2705,15.3093333334,6.6305
360.20,8.77766666667,30.9714166667,27.3573333333,17.6941666666,5.70616666667,8.34881333334,9.23833333333,5.52433333333,8.33333333334,8.27033333333,15.3601666667,6.60933333333
360.57,8.73633333334,31.0888333333,27.5321666667,17.7881666667,5.71533333333,8.3503,9.23583333334,5.47366666667,8.31766666667,8.26683333334,15.4048333334,6.59316666667
360.93,8.694,31.17125,27.6006666666,17.8326666667,5.7925,8.33203333333,9.236,5.5105,8.30933333333,8.2975,15.4956666666,6.61833333334
361.29,8.66466666666,31.3298333334,27.7195,17.8826666667,5.79983333333,8.30689333331,9.18633333333,5.49483333333,8.22333333333,8.3125,15.5561666667,6.57283333333
361.66,8.58533333333,31.4754166666,27.801,17.951,5.782,8.27,9.18866666667,5.46483333333,8.20516666667,8.27633333333,15.6073333334,6.51416666667
362.02,8.62066666666,31.5488333333,27.8486666667,17.9103333333,5.75966666667,8.15958,9.14866666667,5.4355,8.1735,8.18666666667,15.5883333334,6.44483333333
362.39,8.6055,31.6769166667,27.9283333334,17.9288333333,5.75083333334,8.21285333331,9.12233333333,5.45066666667,8.21933333333,8.224,15.6705,6.437
362.75,8.738,31.7860833333,27.9693333334,18.0898333334,5.833,8.29552666665,9.29483333333,5.6065,8.35216666667,8.36516666667,15.8133333333,6.57216666666
363.11,8.65516666667,31.9410833334,28.1281666666,18.1608333333,5.75216666667,8.22812666667,9.26933333334,5.62733333333,8.3515,8.43816666666,15.8423333334,6.52716666666
