wavelength,Back_PhrCarm,Belly_PhrCarm,Breast_PhrCarm,Crissum_PhrCarm,Crown_PhrCarm,DorTail_PhrCarm,Rump_PhrCarm,Throat_PhrCarm,WingTip_PhrCarm
538.31,10.1081666666,5.6915,5.89383333333,7.75016666667,8.1365,8.05483333334,12.7391666667,7.15833333333,11.325
538.65,10.1285,5.684,5.9015,7.7605,8.12616666667,8.08566666666,12.7441666667,7.1455,11.3423333333
539.00,10.0923333334,5.64533333333,5.87,7.71533333333,8.0945,8.043,12.705,7.076,11.338
539.34,10.0915,5.66633333334,5.891,7.69916666667,8.11133333333,8.05783333334,12.701,7.06633333333,11.3391666667
539.69,10.1176666667,5.6645,5.91233333333,7.707,8.1255,8.06716666667,12.7078333333,7.08666666666,11.3843333333
540.03,10.1126666667,5.70133333334,5.93866666667,7.72766666667,8.1465,8.12583333334,12.7386666667,7.13083333333,11.408
540.37,10.0983333333,5.67733333333,5.91533333333,7.718,8.1475,8.11033333333,12.7538333333,7.11466666667,11.428
540.72,10.062,5.64433333334,5.87033333334,7.66883333333,8.12933333333,8.08866666666,12.7458333333,7.06766666667,11.4076666667
541.06,10.0273333334,5.60966666666,5.85383333334,7.6525,8.1125,8.0845,12.7416666667,7.04666666666,11.3758333333
541.40,10.0386666667,5.6125,5.85166666667,7.66466666667,8.12316666666,8.09666666666,12.7438333334,7.035,11.4203333333
541.75,10.0028333333,5.584,5.8195,7.6385,8.1025,8.065,12.7048333333,7.00783333333,11.4013333333
542.09,10.0091666667,5.597,5.83466666667,7.6435,8.1155,8.06466666666,12.7161666667,6.98283333333,11.4051666667
542.43,9.99249999999,5.57816666667,5.81266666666,7.6125,8.0995,8.03766666667,12.6921666666,6.9705,11.3776666667
542.78,9.95999999998,5.57566666667,5.809,7.58083333333,8.08583333333,8.03283333333,12.6735,6.971,11.3525
543.12,9.959,5.5475,5.79616666667,7.57666666666,8.07716666667,8.0215,12.6825,6.98016666667,11.3525
543.46,9.93249999998,5.54183333334,5.7495,7.54916666667,8.06716666667,7.98666666667,12.6605,6.95916666667,11.335
543.81,9.90066666665,5.4985,5.707,7.504,8.02183333333,7.92366666667,12.633,6.89283333334,11.3198333333
544.15,9.89733333332,5.50166666667,5.72066666667,7.506,8.00183333333,7.9215,12.6211666667,6.87766666667,11.3076666667
544.49,9.93333333335,5.51216666667,5.75183333333,7.52633333333,8.01533333333,7.92533333334,12.6285,6.87933333334,11.3331666667
544.84,9.95366666667,5.53733333333,5.797,7.54316666667,8.01316666667,7.90633333334,12.6571666666,6.91233333333,11.3868333333
545.18,9.9635,5.56116666666,5.82866666667,7.55916666666,8.03683333334,7.91866666667,12.687,6.95333333333,11.4016666667
545.52,9.97516666669,5.55866666667,5.8235,7.56183333334,8.03883333333,7.90783333334,12.727,6.95716666666,11.4338333333
545.87,10.0128333333,5.598,5.85833333334,7.59383333334,8.06233333333,7.92966666666,12.7521666667,7.009,11.4653333333
546.21,10.0763333334,5.658,5.90566666667,7.6575,8.122,7.96666666667,12.8151666667,7.04133333334,11.5283333333
546.55,10.1543333333,5.69533333333,5.93416666667,7.70083333333,8.15683333334,8.04366666667,12.873,7.10666666667,11.5695
546.90,10.1733333333,5.6955,5.9395,7.69733333334,8.1395,8.029,12.891,7.08566666667,11.5825
547.24,10.2188333333,5.74016666666,6.01733333333,7.76,8.18083333334,8.093,12.945,7.13683333333,11.6456666667
547.58,10.2735,5.78516666667,6.07866666667,7.80716666667,8.25716666667,8.17283333333,12.9805,7.208,11.6816666667
547.92,10.3128333333,5.81316666667,6.12833333334,7.8395,8.3025,8.242,13.0586666667,7.27,11.7348333333
548.27,10.314,5.821,6.13983333333,7.84433333333,8.31216666667,8.25716666667,13.0831666666,7.29416666666,11.7443333333
548.61,10.2851666666,5.77916666667,6.08166666667,7.82883333333,8.29483333333,8.24316666667,13.0551666666,7.23966666667,11.6961666667
548.95,10.2606666666,5.763,6.07583333333,7.824,8.26983333333,8.20966666667,13.0501666667,7.221,11.6696666667
549.29,10.3068333333,5.82433333333,6.13783333333,7.86333333333,8.3135,8.27383333334,13.0683333333,7.24583333333,11.6823333333
549.64,10.3693333333,5.84816666666,6.16483333333,7.9065,8.35333333333,8.3325,13.1461666667,7.28833333333,11.7516666666
549.98,10.3333333333,5.843,6.1745,7.94966666667,8.36433333333,8.39083333333,13.1773333333,7.30516666667,11.7886666667
550.32,10.3765,5.894,6.21133333334,7.98666666667,8.42216666667,8.38933333333,13.2651666667,7.322,11.8645
550.66,10.3691666666,5.909,6.21516666666,8.00733333333,8.44033333333,8.3915,13.2613333333,7.35566666666,11.8876666667
551.01,10.3926666667,5.87516666667,6.1895,8.018,8.46133333333,8.39183333334,13.2818333334,7.33316666667,11.9208333334
551.35,10.4178333333,5.83766666667,6.16883333333,8.00166666667,8.43466666667,8.37216666667,13.3201666666,7.3105,11.9581666667
551.69,10.4181666667,5.86883333334,6.15733333333,7.99866666667,8.45883333334,8.3755,13.2766666667,7.32366666667,11.9723333334
552.03,10.3588333333,5.78433333333,6.07316666667,7.9405,8.41083333333,8.2765,13.2151666666,7.26883333334,11.9345
552.38,10.4488333334,5.86766666667,6.129,7.9815,8.4705,8.36216666667,13.2955,7.36116666666,11.9835
552.72,10.4761666667,5.86333333333,6.13066666667,7.98066666666,8.49716666667,8.3675,13.2886666667,7.36266666667,12.0143333333
553.06,10.4758333333,5.84566666667,6.13883333333,7.98133333333,8.48233333333,8.40366666666,13.2871666667,7.4105,12.0546666667
553.40,10.4536666667,5.7975,6.12983333334,7.93383333333,8.44183333333,8.36816666666,13.2373333334,7.39566666667,12.0083333333
553.74,10.4315,5.725,6.074,7.86666666667,8.38933333333,8.275,13.1978333333,7.33266666667,11.9603333333
554.09,10.3873333333,5.65166666666,6.03833333334,7.85933333333,8.3315,8.251,13.148,7.29116666667,11.9526666667
554.43,10.3726666666,5.61166666667,6.0195,7.83583333333,8.30633333334,8.24933333333,13.1305,7.22883333333,11.9168333334
554.77,10.3395,5.589,5.9985,7.80666666667,8.27133333334,8.21,13.085,7.19,11.8765
555.11,10.3106666667,5.5505,5.98316666666,7.78833333334,8.27866666666,8.1595,13.043,7.184,11.839
555.45,10.3236666667,5.556,5.97083333333,7.805,8.2705,8.12366666666,13.051,7.17,11.8116666666
555.80,10.3911666667,5.60283333333,6.04,7.86,8.313,8.1345,13.0981666666,7.24416666667,11.8485
556.14,10.3718333333,5.60033333333,6.01233333334,7.81466666667,8.3215,8.1165,13.0471666666,7.18533333334,11.88
556.48,10.4081666667,5.6515,6.0685,7.86,8.36,8.13983333333,13.12,7.214,11.9578333333
556.82,10.38,5.64033333333,6.0405,7.858,8.3545,8.07233333333,13.0881666667,7.14666666667,11.9156666667
557.16,10.343,5.6485,6.0085,7.88716666666,8.38033333333,8.04466666666,13.1151666667,7.11566666667,11.9473333333
557.50,10.3268333333,5.707,6.04683333333,7.89616666666,8.37516666667,8.02716666666,13.1056666667,7.15683333334,11.9895
557.85,10.3281666667,5.75366666666,6.08516666666,7.93,8.4055,8.03866666666,13.128,7.177,12.0263333333
558.19,10.3893333333,5.82866666667,6.14016666667,7.961,8.46866666667,8.08066666666,13.1775,7.24833333333,12.1086666666
558.53,10.3953333333,5.8775,6.15716666667,8.0045,8.46183333334,8.09633333334,13.2365,7.30533333333,12.1046666667
558.87,10.3983333333,5.917,6.15833333333,7.99433333333,8.45783333333,8.18416666666,13.2696666667,7.31816666667,12.1708333333
559.21,10.4085,5.91583333333,6.1905,8.04316666666,8.47383333333,8.20616666667,13.276,7.27016666667,12.2365
559.55,10.4835,5.97866666666,6.2665,8.0645,8.554,8.32133333333,13.399,7.33083333333,12.333
559.89,10.534,5.97716666667,6.302,8.112,8.588,8.37966666667,13.4378333333,7.39516666667,12.3518333333
560.23,10.4971666666,5.946,6.29816666666,8.093,8.56333333333,8.45283333334,13.4423333333,7.42783333334,12.3353333333
560.58,10.578,5.97083333333,6.3575,8.137,8.572,8.56683333334,13.4831666666,7.50433333333,12.4085
560.92,10.6583333334,6.014,6.408,8.2175,8.6215,8.68366666667,13.535,7.59466666666,12.467
561.26,10.7261666667,6.0435,6.469,8.2515,8.68916666666,8.79983333334,13.576,7.63633333333,12.531
561.60,10.7278333333,6.0625,6.46616666666,8.19816666667,8.691,8.815,13.5743333334,7.66,12.511
561.94,10.73,6.07183333333,6.45566666666,8.2265,8.71683333333,8.8295,13.5915,7.6835,12.513
562.28,10.7951666667,6.09283333334,6.5105,8.22633333333,8.77316666667,8.93216666665,13.6091666667,7.71016666666,12.59
562.62,10.8206666667,6.1435,6.539,8.295,8.803,8.91383333335,13.6168333333,7.72883333333,12.5776666667
562.96,10.8245,6.14333333333,6.499,8.23116666667,8.77566666667,8.92416666665,13.6305,7.7975,12.5786666667
563.30,10.7451666667,6.1125,6.44583333334,8.22216666667,8.75516666667,8.86633333335,13.5493333333,7.734,12.5635
563.64,10.6838333333,6.0635,6.40466666666,8.18083333333,8.65733333333,8.78,13.5185,7.677,12.5138333334
563.99,10.6256666667,5.96633333333,6.30916666667,8.09816666666,8.57783333334,8.675,13.4363333333,7.57166666667,12.4703333333
564.33,10.6033333334,5.9915,6.30916666667,8.08483333333,8.61616666666,8.6155,13.4323333333,7.537,12.4706666667
564.67,10.574,5.97066666667,6.31566666667,8.00766666666,8.58983333334,8.59366666666,13.371,7.49916666667,12.4271666667
565.01,10.544,5.952,6.27366666667,8.0125,8.57166666667,8.55016666666,13.3866666667,7.49833333333,12.4113333333
565.35,10.5006666666,5.85616666667,6.17516666667,7.96633333333,8.50166666666,8.50533333333,13.3023333333,7.41783333334,12.3691666667
565.69,10.4965,5.879,6.20283333334,7.99983333334,8.4655,8.50983333333,13.3553333333,7.455,12.4083333333
566.03,10.5055,5.89266666666,6.18833333333,8.02733333333,8.48083333333,8.487,13.3956666667,7.451,12.4068333333
566.37,10.4778333333,5.8955,6.20566666666,8.01016666667,8.45933333333,8.482,13.4091666667,7.478,12.4308333333
566.71,10.4991666667,5.9225,6.25016666667,8.04633333333,8.47683333333,8.50916666666,13.4228333333,7.45633333334,12.4395
567.05,10.5068333334,5.94466666667,6.23533333334,8.0865,8.43066666667,8.5325,13.4605,7.48,12.4341666667
567.39,10.4865,5.989,6.22266666667,8.1115,8.46083333333,8.53283333334,13.438,7.47233333334,12.4398333333
567.73,10.5073333334,6.03666666667,6.25866666667,8.15716666666,8.5005,8.576,13.4811666666,7.52,12.4495
568.07,10.5006666667,6.0005,6.19616666667,8.13666666667,8.44066666667,8.57366666666,13.4873333333,7.50916666667,12.4045
568.41,10.5448333333,6.04266666667,6.21083333333,8.15783333333,8.46983333333,8.56266666667,13.5603333334,7.54433333333,12.4441666667
568.75,10.5271666667,5.9935,6.17133333333,8.123,8.4525,8.56466666667,13.552,7.52083333333,12.4135
569.09,10.5571666666,6.0545,6.26966666666,8.16633333334,8.5295,8.6145,13.611,7.57466666667,12.4763333333
569.43,10.5268333333,6.02,6.25066666667,8.16583333333,8.53516666667,8.63116666667,13.5811666666,7.52883333334,12.4681666667
569.77,10.479,5.9935,6.2245,8.11616666667,8.51566666667,8.62266666667,13.5186666666,7.48866666667,12.4473333333
570.11,10.4698333333,5.93666666667,6.171,8.11433333334,8.48583333334,8.61466666667,13.4828333334,7.40666666667,12.4163333333
570.45,10.4331666667,5.88683333333,6.13666666667,8.08083333334,8.4585,8.57366666666,13.464,7.34066666667,12.3981666667
570.79,10.4536666667,5.88033333333,6.14533333333,8.05733333334,8.46516666667,8.559,13.4608333333,7.30883333334,12.4221666667
571.13,10.5263333333,5.89816666667,6.21866666667,8.06,8.48116666667,8.62116666666,13.5553333333,7.3735,12.4783333333
571.47,10.5998333334,5.9705,6.25633333333,8.124,8.52433333334,8.691,13.5786666667,7.44616666667,12.5573333333
571.81,10.5796666666,5.9695,6.28116666667,8.11116666666,8.54416666667,8.69316666667,13.5566666667,7.45,12.5956666667
572.15,10.5693333333,5.97366666667,6.28216666667,8.12116666667,8.54516666667,8.71883333335,13.557,7.43766666667,12.6136666667
572.49,10.5923333333,5.99183333334,6.29266666666,8.1255,8.53233333333,8.70933333335,13.5553333333,7.41733333333,12.6028333333
572.83,10.5906666667,5.96516666667,6.248,8.13633333333,8.51066666666,8.6535,13.586,7.42266666667,12.6003333333
573.17,10.5525,5.91533333333,6.19916666667,8.04983333334,8.4585,8.60583333333,13.5251666667,7.37616666667,12.5588333333
573.51,10.5463333333,5.87416666666,6.20633333333,8.06366666667,8.444,8.56616666666,13.543,7.4145,12.5656666666
573.85,10.608,5.92233333334,6.2555,8.083,8.49166666667,8.6025,13.5825,7.46283333334,12.6361666667
574.19,10.629,5.93233333333,6.2685,8.10383333333,8.5065,8.63666666667,13.5915,7.54083333333,12.6741666667
574.53,10.6113333333,5.92616666666,6.2945,8.10316666667,8.50083333333,8.6545,13.5836666667,7.57016666666,12.6853333334
574.87,10.5448333333,5.92383333334,6.249,8.11766666667,8.4825,8.60533333334,13.5336666666,7.50983333334,12.6725
575.21,10.4861666666,5.87133333334,6.211,8.027,8.4085,8.5415,13.476,7.44816666667,12.607
575.55,10.524,5.88516666667,6.23666666667,8.0605,8.45416666666,8.54966666667,13.5201666667,7.477,12.6316666667
575.89,10.5111666666,5.8515,6.20166666666,8.06116666667,8.43683333333,8.53933333333,13.508,7.48083333333,12.607
576.22,10.5033333333,5.84816666666,6.219,8.098,8.43583333334,8.5395,13.4931666667,7.54766666667,12.6405
576.56,10.4695,5.823,6.20483333333,8.06983333334,8.38333333333,8.534,13.4226666666,7.48483333334,12.5715
576.90,10.5238333333,5.87266666666,6.2575,8.12916666667,8.431,8.5615,13.4623333333,7.52566666667,12.6041666667
577.24,10.5135,5.9145,6.26883333333,8.13566666667,8.39916666666,8.53183333334,13.4633333334,7.50366666667,12.594
577.58,10.5006666667,5.94833333334,6.26633333333,8.14833333333,8.40583333333,8.53316666667,13.4568333333,7.50183333334,12.5866666667
577.92,10.4781666667,5.9115,6.2705,8.1345,8.4,8.49683333334,13.4638333333,7.464,12.561
578.26,10.5661666667,6.05866666667,6.39316666666,8.237,8.5515,8.58633333334,13.5581666667,7.536,12.6508333334
578.60,10.6156666667,6.04183333334,6.38066666667,8.25533333333,8.57583333334,8.6485,13.5713333333,7.55266666667,12.6955
578.94,10.602,6.03666666666,6.3585,8.297,8.5795,8.64066666667,13.5868333334,7.54083333333,12.6775
579.28,10.6026666667,6.02966666666,6.386,8.308,8.54533333333,8.70283333334,13.6086666667,7.53716666666,12.6926666667
579.61,10.5825,6.03066666667,6.41283333333,8.297,8.53016666667,8.68483333333,13.5831666666,7.535,12.7111666667
579.95,10.68,6.12916666667,6.47116666666,8.36683333334,8.62083333333,8.83083333335,13.6763333333,7.56383333334,12.8336666667
580.29,10.8453333333,6.2755,6.60716666666,8.5025,8.78916666667,8.96516666665,13.8565,7.72783333333,13.0181666666
580.63,10.8895,6.31683333333,6.64816666667,8.52366666667,8.8275,9.05166666665,13.9346666667,7.79133333334,13.1013333334
580.97,10.9758333333,6.3365,6.7,8.5615,8.88083333333,9.17933333335,13.9806666667,7.852,13.1865
581.31,10.8645,6.17816666666,6.59516666666,8.43516666666,8.77066666667,9.05333333335,13.883,7.738,13.0753333334
581.65,10.8923333333,6.221,6.607,8.44883333333,8.78466666667,9.08133333335,13.8833333334,7.787,13.1508333334
581.98,10.8273333333,6.01883333334,6.42366666667,8.29133333334,8.62666666667,8.99516666666,13.7333333333,7.68533333333,13.0028333333
582.32,10.817,6.03716666667,6.46583333334,8.30366666667,8.6375,9.02283333335,13.767,7.77283333333,13.0391666667
582.66,10.9181666666,6.12316666666,6.58383333333,8.355,8.76383333334,9.10683333335,13.9481666667,7.89316666666,13.2133333333
583.00,10.9613333333,6.14366666667,6.581,8.35066666666,8.77583333334,9.042,13.9453333333,7.87016666666,13.1958333334
583.34,11.0205,6.212,6.6585,8.42016666667,8.85133333333,9.09533333335,13.9713333333,7.9015,13.2396666667
583.68,10.8886666667,6.1255,6.57416666667,8.28966666666,8.771,8.94383333334,13.8728333334,7.78583333334,13.0988333334
584.01,10.759,6.05366666667,6.47,8.17216666666,8.64033333333,8.86,13.7408333334,7.6975,12.999
584.35,10.8463333333,6.15366666666,6.55983333333,8.2735,8.7065,8.941,13.7991666666,7.72983333333,13.084
584.69,10.843,6.16883333333,6.562,8.26983333333,8.71883333334,8.94616666667,13.8538333333,7.73483333333,13.0796666667
585.03,10.9273333333,6.252,6.66316666667,8.3605,8.78866666666,8.94883333335,13.9073333333,7.819,13.1528333333
585.37,10.9228333333,6.25833333333,6.66033333334,8.3545,8.7775,8.87483333335,13.9118333333,7.84666666666,13.1218333334
585.70,10.9196666666,6.24633333334,6.655,8.401,8.77283333334,8.84233333335,13.9511666666,7.8525,13.1135
586.04,10.952,6.22533333333,6.64433333333,8.35683333334,8.75133333333,8.7995,13.9026666667,7.78683333333,13.0621666667
586.38,10.9316666667,6.19366666667,6.628,8.34833333334,8.70883333333,8.7405,13.7728333334,7.75116666667,12.9858333333
586.72,10.9105,6.23883333334,6.6025,8.37383333333,8.72083333333,8.74866666665,13.7956666666,7.82133333333,13.0266666666
587.06,10.8141666667,6.118,6.44883333333,8.27,8.5765,8.62066666667,13.7295,7.716,12.9453333333
587.39,10.8535,6.11016666667,6.47333333333,8.28216666667,8.57133333333,8.68383333334,13.7606666666,7.75983333334,12.9923333334
587.73,10.8728333333,6.10733333334,6.50666666666,8.34266666667,8.63966666667,8.69833333334,13.8406666666,7.753,13.043
588.07,10.7615,5.965,6.348,8.25516666666,8.5625,8.58416666667,13.6911666667,7.706,12.9376666666
588.41,10.74,5.98633333333,6.35583333334,8.2545,8.55216666667,8.55416666667,13.626,7.678,12.9505
588.74,10.7553333334,6.04,6.38516666667,8.26983333334,8.59366666667,8.68533333335,13.7093333333,7.74416666667,13.0246666667
589.08,10.7726666667,6.04066666667,6.3895,8.26883333333,8.5745,8.75883333335,13.6933333333,7.70116666667,13.0513333333
589.42,10.7786666667,6.0905,6.42283333333,8.271,8.60883333333,8.86616666665,13.7208333334,7.721,13.1698333333
589.76,10.8603333333,6.16383333334,6.49083333334,8.35233333333,8.66216666667,8.94416666665,13.8316666667,7.79483333333,13.3176666666
590.09,10.9511666667,6.24766666667,6.5575,8.4555,8.72416666666,9.07466666665,13.9146666667,7.825,13.3993333334
590.43,10.9611666667,6.21916666667,6.54566666666,8.4135,8.72266666667,9.08816666665,13.9263333334,7.78816666667,13.4158333333
590.77,11.0221666667,6.28366666667,6.6345,8.45666666667,8.787,9.20183333335,13.9926666666,7.836,13.533
591.11,11.0541666667,6.316,6.69666666667,8.5195,8.81466666667,9.19,14.0343333334,7.875,13.6383333333
591.44,11.0283333333,6.28633333333,6.67783333334,8.47733333333,8.759,9.1585,13.9906666667,7.87716666667,13.6363333333
591.78,11.0771666667,6.359,6.7325,8.50016666666,8.80666666667,9.18466666665,14.0368333333,7.86333333333,13.6616666667
592.12,11.054,6.27666666667,6.6675,8.45883333333,8.78433333333,9.13283333335,14.038,7.80583333334,13.6481666666
592.46,11.0751666667,6.28316666667,6.69283333333,8.4915,8.81133333333,9.13683333335,14.0908333333,7.82316666667,13.7031666667
592.79,11.1211666666,6.37183333334,6.70666666666,8.5395,8.879,9.20166666665,14.192,7.86583333333,13.7425
593.13,11.1081666667,6.37566666666,6.6685,8.57383333333,8.88,9.15083333335,14.189,7.88166666666,13.7021666667
593.47,11.014,6.29116666667,6.63683333333,8.4945,8.86466666667,9.06116666665,14.1196666667,7.82733333333,13.626
593.80,10.8973333333,6.172,6.52433333333,8.35416666666,8.738,8.918,14.0161666667,7.71066666667,13.5171666666
594.14,10.8413333333,6.146,6.503,8.3875,8.70066666667,8.88783333335,13.9696666666,7.709,13.4533333334
594.48,10.796,6.1575,6.45266666666,8.38166666667,8.68633333333,8.874,13.9605,7.68216666667,13.4218333333
594.81,10.7486666666,6.09516666667,6.4,8.36783333333,8.67066666666,8.864,13.9366666666,7.57883333333,13.3558333334
595.15,10.7941666667,6.11883333334,6.42083333334,8.3675,8.64433333333,8.93066666665,13.9608333333,7.57383333334,13.3645
595.49,10.8048333334,6.13833333333,6.42766666667,8.37066666667,8.60966666666,8.936,13.9895,7.58283333333,13.3976666667
595.82,10.7546666667,6.114,6.392,8.33033333334,8.56616666667,8.93633333335,13.9468333333,7.5695,13.3688333333
596.16,10.7791666666,6.10316666667,6.38783333334,8.3555,8.54383333333,8.92583333335,13.9256666666,7.53733333333,13.3306666667
596.50,10.7061666667,6.02766666667,6.371,8.35516666667,8.507,8.88116666665,13.8725,7.52483333333,13.2823333333
596.83,10.6288333333,5.99866666667,6.33283333333,8.30916666666,8.46783333333,8.8105,13.8505,7.462,13.2595
597.17,10.6136666667,6.00233333334,6.2885,8.31716666667,8.45783333333,8.83816666665,13.8065,7.43183333333,13.1981666667
597.51,10.662,6.052,6.35216666667,8.4195,8.53066666667,8.9155,13.891,7.52833333333,13.2916666667
597.84,10.6251666667,6.038,6.34366666667,8.39933333334,8.52033333333,8.91333333335,13.9163333333,7.49783333333,13.3538333333
598.18,10.6393333333,6.01183333333,6.38133333334,8.42366666667,8.52383333334,8.95016666665,13.9546666666,7.553,13.391
598.52,10.7513333333,6.15183333333,6.458,8.47466666666,8.58933333334,8.9975,14.0005,7.6435,13.456
598.85,10.7353333333,6.14733333334,6.4335,8.4645,8.63883333334,8.9695,13.9715,7.64333333333,13.4658333333
599.19,10.7273333333,6.11266666666,6.45733333333,8.49783333333,8.689,9.018,13.997,7.66883333333,13.5146666667
599.53,10.8046666667,6.1785,6.49933333333,8.581,8.76616666667,9.0825,14.0726666667,7.7435,13.5775
599.86,10.763,6.14633333333,6.45916666667,8.52733333334,8.72033333334,9.0965,14.0183333334,7.73283333333,13.5448333333
600.20,10.8133333333,6.1955,6.44316666667,8.5275,8.70383333333,9.129,13.9876666667,7.72316666667,13.5651666667
600.53,10.8753333333,6.201,6.4455,8.5405,8.6885,9.11233333335,14.0263333333,7.7025,13.589
600.87,10.8491666667,6.13966666667,6.40633333333,8.47233333333,8.57933333334,9.01833333335,13.983,7.68966666667,13.5701666666
601.21,10.8343333333,6.09816666666,6.35066666667,8.42533333334,8.51183333333,8.9865,13.9635,7.627,13.5121666667
601.54,10.8925,6.07583333333,6.27383333334,8.42216666666,8.4815,8.97766666665,13.9098333334,7.57466666666,13.5033333333
601.88,10.8946666667,6.11433333333,6.26516666666,8.40766666666,8.48416666667,8.992,13.8961666667,7.6155,13.4606666667
602.21,10.8183333333,6.013,6.16933333334,8.3505,8.413,8.93016666665,13.845,7.578,13.4318333333
602.55,10.7881666667,5.9905,6.11266666666,8.34783333333,8.37316666666,8.89516666665,13.8388333333,7.53333333334,13.3961666667
602.88,10.7355,5.966,6.05366666667,8.32283333333,8.326,8.86366666665,13.8183333333,7.49916666667,13.3298333333
603.22,10.7835,5.97683333333,6.069,8.33933333333,8.351,8.86033333335,13.8106666667,7.4855,13.3543333333
603.56,10.8281666667,6.03983333334,6.10166666667,8.36416666666,8.42333333334,8.945,13.8981666667,7.53683333334,13.4311666667
603.89,10.8343333333,6.0915,6.1845,8.40816666667,8.46666666666,8.945,13.9595,7.575,13.4668333333
604.23,10.8598333334,6.13466666666,6.26083333333,8.40616666667,8.50466666667,9.021,13.9646666667,7.66583333333,13.5131666667
604.56,10.8951666667,6.15816666667,6.2945,8.42383333334,8.52433333334,9.03733333335,13.9973333333,7.70366666667,13.5708333334
604.90,10.8428333333,6.15016666667,6.26266666667,8.40683333334,8.54433333334,8.97616666665,13.9453333333,7.714,13.558
605.23,10.8521666667,6.2055,6.35466666667,8.44416666667,8.56883333334,9.013,13.9878333334,7.78116666666,13.5635
605.57,10.923,6.252,6.41216666667,8.53116666667,8.66833333333,9.06016666665,14.0751666666,7.8185,13.6573333333
605.90,10.9973333333,6.28566666666,6.47716666667,8.53783333333,8.71616666666,9.12866666665,14.169,7.8655,13.6853333334
606.24,11.108,6.39866666667,6.61416666666,8.64433333334,8.79333333333,9.23516666665,14.2738333333,8.01083333333,13.8138333334
606.58,11.1611666667,6.40116666667,6.66866666667,8.66666666666,8.82933333333,9.27,14.3025,8.074,13.8636666666
606.91,11.1891666667,6.45116666667,6.71166666666,8.68833333333,8.8175,9.282,14.3981666667,8.15616666666,13.8998333333
607.25,11.1578333333,6.396,6.67316666667,8.65483333333,8.74466666667,9.18816666665,14.3391666667,8.1365,13.8726666667
607.58,11.2193333333,6.391,6.69533333334,8.63483333333,8.8045,9.26683333335,14.3856666666,8.18733333333,13.9043333333
607.92,11.2368333333,6.378,6.63666666667,8.61216666667,8.77233333334,9.23133333335,14.3756666666,8.17133333333,13.8993333333
608.25,11.2843333333,6.45883333333,6.69616666667,8.678,8.876,9.39133333335,14.4393333333,8.192,13.9671666667
608.59,11.3608333333,6.49566666667,6.74316666667,8.6665,8.92083333334,9.506,14.5151666666,8.2125,14.0263333334
608.92,11.4143333333,6.53,6.76616666667,8.66083333334,9.003,9.5375,14.5458333334,8.24483333334,14.0723333333
609.26,11.3465,6.43533333334,6.664,8.57833333333,8.8995,9.43316666665,14.4245,8.13,13.9668333333
609.59,11.3138333334,6.47233333333,6.648,8.59133333334,8.91216666667,9.38,14.3993333333,8.13166666666,13.9533333333
609.93,11.2525,6.39266666666,6.58883333333,8.54,8.92316666667,9.33266666665,14.358,8.04733333334,13.861
610.26,11.1965,6.415,6.55283333334,8.518,8.89483333333,9.30533333335,14.3361666667,7.99083333333,13.8545
610.60,11.1341666666,6.356,6.47633333334,8.4765,8.883,9.30666666665,14.2406666667,7.93333333333,13.7573333334
610.93,11.2275,6.47916666667,6.608,8.6,9.01383333333,9.42733333335,14.3323333334,8.04516666667,13.8611666666
611.27,11.1498333333,6.428,6.53766666667,8.60433333333,8.94283333333,9.371,14.288,7.97366666667,13.8513333334
611.60,11.1946666667,6.4795,6.60033333333,8.66183333333,9.0015,9.449,14.3481666667,8.03033333333,13.8908333334
611.93,11.1683333333,6.50833333333,6.596,8.69916666667,9.01466666667,9.35683333335,14.3918333333,8.01466666667,13.8643333333
612.27,11.1458333333,6.525,6.54483333333,8.71533333333,8.98683333333,9.324,14.395,8.00933333334,13.8686666667
612.60,11.1988333333,6.577,6.59733333333,8.8085,9.03416666667,9.36033333335,14.458,8.05133333333,13.9076666666
612.94,11.1911666667,6.59433333334,6.63,8.794,9.10666666666,9.32816666665,14.467,8.06016666667,13.9435
613.27,11.1723333334,6.54983333334,6.62016666666,8.78266666667,9.07983333333,9.43083333335,14.4501666667,8.057,13.9613333334
613.61,11.1376666667,6.531,6.568,8.731,8.98883333334,9.34183333335,14.4261666666,7.983,13.971
613.94,11.2243333333,6.5925,6.63416666666,8.80133333334,9.048,9.43516666665,14.4773333333,8.06766666667,14.0098333333
614.28,11.3436666667,6.70233333333,6.78616666667,8.84316666666,9.146,9.51833333335,14.6201666667,8.12333333333,14.1991666667
614.61,11.2645,6.64833333333,6.70266666667,8.86083333334,9.108,9.47266666665,14.5695,8.07383333333,14.1631666666
614.94,11.296,6.651,6.71366666667,8.82916666666,9.12883333333,9.51266666665,14.6061666667,8.1025,14.1595
615.28,11.2238333334,6.5765,6.7155,8.77633333333,9.12366666666,9.51616666665,14.5613333333,8.05516666666,14.1501666666
615.61,11.261,6.53216666666,6.7365,8.77683333333,9.14083333333,9.57566666665,14.5956666667,8.1515,14.2055
615.95,11.3148333333,6.59666666666,6.8475,8.84983333333,9.16733333333,9.652,14.6618333333,8.26083333334,14.2655
616.28,11.1975,6.49616666667,6.71483333333,8.6925,9.03916666667,9.5485,14.572,8.13016666667,14.2148333333
616.61,11.2113333333,6.487,6.71966666666,8.70433333334,8.949,9.60283333335,14.5961666667,8.11583333334,14.1816666666
