wavelength,Back_ConSpaf,Belly_ConSpaf,Breast_ConSpaf,Crissum_ConSpaf,Crown_ConSpaf,DorTail_ConSpaf,Patch10_ConSpaf,Patch11_ConSpaf,Patch12_ConSpaf,Rump_ConSpaf,Throat_ConSpaf,WingTip_ConSpaf
569.09,11.3175833333,58.9059166667,48.549125,41.6703333334,10.59975,12.6183333334,10.98225,25.4604166667,11.9940833333,12.6725,34.7176666666,11.7986666667
569.43,11.2416666667,58.8664166667,48.4827916667,41.59775,10.5459166667,12.5693333333,10.9436666667,25.41425,11.9426666667,12.637,34.6545833333,11.75325
569.77,11.21925,58.78225,48.4443333334,41.5746666667,10.5175,12.5415833333,10.943,25.3955,11.9175833333,12.6411666667,34.6515,11.73425
570.11,11.2318333333,58.7555,48.4277083333,41.5995833333,10.5329166667,12.5405,10.9611666667,25.3961666667,11.9165833333,12.6635833333,34.6635833334,11.74775
570.45,11.2661666667,58.7785833333,48.4555833333,41.572,10.54725,12.5565,10.95,25.4229166667,11.938,12.6884166666,34.6879166667,11.7444166667
570.79,11.2064166667,58.7009166667,48.3794583333,41.4929166667,10.5188333333,12.5095833333,10.921,25.3701666667,11.9186666667,12.6533333333,34.6615833333,11.7034166667
571.13,11.2316666667,58.79175,48.4630416666,41.56225,10.5056666667,12.5175833333,10.9136666667,25.413,11.9395833333,12.628,34.742,11.7115833333
571.47,11.3000833333,58.8595,48.5559583333,41.6088333333,10.554,12.5560833333,10.9694166667,25.4738333334,12.0150833333,12.7014166667,34.8154166667,11.7666666667
571.81,11.3554166667,58.8945833333,48.5555,41.6535,10.6006666667,12.6245,10.9866666666,25.5150833333,12.0651666667,12.743,34.8460833333,11.8196666666
572.15,11.37425,58.92475,48.594,41.7110833333,10.62825,12.63875,11.005,25.5403333333,12.0951666667,12.7934166667,34.8926666667,11.8405
572.49,11.34925,58.97725,48.6135833333,41.7198333333,10.6268333333,12.6204166667,11.00025,25.54725,12.0871666667,12.7810833334,34.9121666667,11.8283333333
572.83,11.3626666667,58.96825,48.6315,41.7794166667,10.6154166667,12.631,11.0125,25.5488333334,12.0933333333,12.777,34.9174166666,11.83625
573.17,11.4064166667,59.005,48.6470416666,41.8295,10.6205833333,12.64275,11.0150833333,25.5595,12.11425,12.7879166667,34.97625,11.8428333333
573.51,11.4128333333,59.1614166667,48.7235,41.8783333333,10.6346666667,12.6861666667,11.0095,25.5956666667,12.1365,12.7694166667,35.0479166667,11.8546666667
573.85,11.40025,59.1620833333,48.68625,41.865,10.6271666667,12.6878333333,11.0051666667,25.6015833333,12.1511666667,12.748,35.0385833333,11.846
574.19,11.37925,59.1878333333,48.7060833334,41.87275,10.62375,12.683,11.0176666666,25.5954166667,12.1536666667,12.74025,35.0999166666,11.8578333333
574.53,11.3603333333,59.25725,48.7425416667,41.9235833333,10.5831666667,12.6741666667,10.9794166667,25.5839166667,12.1236666667,12.7349166667,35.1079166667,11.8393333333
574.87,11.36325,59.3024166667,48.7960416667,41.9720833333,10.61625,12.6885833333,11.0061666666,25.623,12.1440833333,12.7666666667,35.1405833334,11.8551666667
575.21,11.3755,59.3120833333,48.7915833333,41.9860833333,10.6394166667,12.698,11.0261666666,25.64525,12.1664166667,12.76,35.1641666667,11.859
575.55,11.3705833333,59.4545,48.901375,42.0531666667,10.656,12.7025833334,11.0424166667,25.6950833333,12.1846666667,12.7823333333,35.2470833333,11.873
575.89,11.3569166667,59.3848333333,48.821625,42.0039166666,10.6460833333,12.6895,11.03325,25.6644166667,12.1660833333,12.7389166667,35.2200833333,11.8773333333
576.22,11.3788333333,59.3865,48.8723333333,42.0285,10.683,12.7375,11.0275,25.70625,12.1969166667,12.7810833333,35.2778333333,11.9075833333
576.56,11.37625,59.3855,48.8615416667,41.9865833333,10.6870833333,12.744,11.0386666667,25.7180833333,12.1795,12.80025,35.28325,11.90675
576.90,11.4155,59.4183333333,48.9510416667,42.03725,10.7555,12.77,11.11175,25.7945,12.2386666667,12.834,35.3206666667,11.9443333334
577.24,11.455,59.4703333333,49.0395,42.1310833333,10.7766666667,12.7894166667,11.1641666667,25.8676666667,12.2855833333,12.9113333334,35.3868333333,11.962
577.58,11.4858333333,59.548,49.179625,42.2126666667,10.8234166667,12.818,11.199,25.93,12.3390833333,12.9805,35.4909166667,11.9809166666
577.92,11.486,59.5721666666,49.2209583333,42.2555833333,10.8393333333,12.8310833333,11.2156666667,25.95475,12.3809166667,12.9855833333,35.4961666667,11.9984166666
578.26,11.6383333333,59.6755,49.3664166666,42.3944166667,10.9823333333,12.9246666667,11.323,26.1076666667,12.5083333333,13.06625,35.6485833333,12.108
578.60,11.6585833333,59.75325,49.4421666667,42.4639166667,11.00725,12.9535,11.3564166667,26.1339166667,12.5189166667,13.1071666666,35.6959166667,12.1193333333
578.94,11.62975,59.802,49.4407083333,42.4728333333,10.9725,12.9246666667,11.3191666667,26.0735,12.4729166667,13.07875,35.6975,12.06975
579.28,11.6165,59.6649166667,49.355375,42.3874166666,10.9318333333,12.8749166666,11.2905833333,26.0225833333,12.4366666667,13.0449166667,35.6275833334,12.0270833333
579.61,11.6810833333,59.7915,49.483875,42.4685833333,11.012,12.9193333334,11.3385,26.078,12.4918333333,13.1083333333,35.6895,12.08025
579.95,11.73425,59.8779166667,49.5398333334,42.54025,11.0148333333,12.9173333333,11.3956666667,26.12425,12.5153333333,13.1175,35.6908333333,12.10875
580.29,11.7248333334,59.8919166667,49.578625,42.5949166667,11.0469166667,12.9219166667,11.3675833333,26.1355,12.54475,13.095,35.7225833333,12.11125
580.63,11.7654166667,59.92275,49.5575416667,42.6275,11.0393333333,12.9318333333,11.384,26.1236666666,12.5455,13.1353333333,35.7573333334,12.1415833333
580.97,11.7748333333,59.78575,49.447875,42.5731666666,11.07225,12.9571666667,11.3890833333,26.0726666667,12.5425,13.1243333333,35.7079166667,12.1633333333
581.31,11.7746666666,59.73675,49.4027916667,42.5831666667,11.0700833333,12.954,11.4103333333,26.0543333333,12.5515833333,13.12175,35.6931666667,12.18075
581.65,11.7445,59.7779166667,49.4293333333,42.64225,11.0334166667,12.9351666667,11.3770833333,26.05725,12.5031666667,13.1023333333,35.7033333333,12.1655
581.98,11.6979166667,59.8414166667,49.4114166666,42.61175,10.9955833333,12.9096666667,11.3703333333,26.0305,12.4961666667,13.0965,35.6841666667,12.1291666667
582.32,11.7739166667,59.8581666667,49.4099583333,42.64575,11.0309166667,12.9644166667,11.44475,26.0549166667,12.56725,13.1390833333,35.7495833334,12.223
582.66,11.8741666667,59.96325,49.5032916667,42.7196666667,11.13025,13.0735,11.5203333333,26.19325,12.6691666667,13.2229166667,35.87025,12.3559166666
583.00,11.9261666667,60.0293333333,49.5350416667,42.7771666667,11.18475,13.1670833333,11.5409166667,26.2165,12.7161666667,13.27425,35.9405833333,12.40825
583.34,11.8901666667,60.0095833334,49.534625,42.83275,11.1413333333,13.17375,11.5360833333,26.2603333333,12.71075,13.2664166667,35.9691666667,12.3855833333
583.68,11.88025,59.9450833333,49.5365416667,42.8225,11.1913333333,13.243,11.5355,26.2540833333,12.758,13.29775,36.0181666667,12.4551666667
584.01,11.9658333333,59.9948333333,49.5925,42.839,11.2643333334,13.33425,11.5983333334,26.3085,12.8128333333,13.3843333333,36.0811666667,12.5485833333
584.35,11.92175,60.0731666667,49.6558333333,42.8394166667,11.2641666667,13.3743333333,11.5693333333,26.3266666667,12.8188333333,13.3569166667,36.1068333333,12.5445833333
584.69,11.97275,60.1225,49.7572083334,42.8705,11.2796666666,13.3798333333,11.5884166667,26.4001666667,12.839,13.3879166667,36.1839166666,12.568
585.03,12.0305,60.2435,49.8352083334,42.9069166667,11.32725,13.4398333334,11.6005833334,26.45975,12.8404166666,13.3903333333,36.2618333333,12.6061666666
585.37,12.1318333333,60.203,49.8475833334,42.8805,11.4256666666,13.5245833333,11.6734166667,26.495,12.9396666667,13.459,36.3264166666,12.6615833333
585.70,12.1655833333,60.1025,49.835,42.8471666667,11.4864166666,13.5625,11.7185,26.5090833334,12.9921666667,13.4794166667,36.3325,12.70925
586.04,12.1356666666,60.0221666667,49.7514583334,42.7430833334,11.4804166667,13.5491666667,11.6889166667,26.50475,12.9851666667,13.4381666666,36.29575,12.67375
586.38,12.0680833333,59.8148333334,49.5790833333,42.6376666667,11.4415,13.5124166666,11.6365,26.43825,12.9760833334,13.3905833333,36.18025,12.608
586.72,12.0535833333,59.7661666667,49.57875,42.5895833333,11.4278333333,13.5131666666,11.6801666667,26.44075,12.9528333334,13.37475,36.1971666666,12.64975
587.06,12.0119166667,59.7490833334,49.5586666667,42.5259166667,11.38875,13.4543333333,11.6081666666,26.3879166666,12.9108333333,13.3329166667,36.1735833334,12.6254166667
587.39,11.9940833333,59.7673333333,49.5365416667,42.4718333333,11.3210833333,13.3900833334,11.5708333333,26.38125,12.8680833333,13.2965,36.1206666667,12.5295
587.73,11.9940833333,59.8045,49.5673333333,42.4904166666,11.3446666666,13.3716666667,11.6041666667,26.4314166667,12.8715,13.3245,36.1453333333,12.5400833334
588.07,12.0343333334,59.70975,49.48525,42.47375,11.3929166667,13.3926666667,11.6054166667,26.44175,12.9084166667,13.3420833333,36.13,12.5805833333
588.41,12.0235833334,59.743,49.4585,42.5013333333,11.3880833334,13.4093333334,11.5858333333,26.4390833333,12.9079166667,13.3331666667,36.116,12.5760833333
588.74,12.0108333333,59.7814166667,49.4797083333,42.49275,11.37575,13.3926666667,11.5873333333,26.4346666667,12.9291666667,13.3431666666,36.124,12.5861666666
589.08,11.9723333333,59.7629166667,49.4707083333,42.4989166666,11.3348333333,13.3388333333,11.5581666667,26.4181666666,12.8819166667,13.3155833333,36.1106666667,12.55925
589.42,12.0155833333,59.78675,49.4666666666,42.5393333334,11.3469166666,13.3679166667,11.5734166667,26.4775,12.897,13.3241666667,36.1341666667,12.5773333333
589.76,12.0085,59.8675833333,49.5834166667,42.661,11.34225,13.3755833334,11.5709166667,26.5308333333,12.9045,13.3463333333,36.1845833333,12.586
590.09,12.0423333333,60.0126666667,49.7112083333,42.6986666667,11.3575833333,13.3808333333,11.5846666667,26.6043333333,12.9218333333,13.3778333333,36.2776666667,12.6148333333
590.43,11.9870833333,59.9961666667,49.7166666666,42.68225,11.3394166667,13.3063333333,11.524,26.6189166667,12.9229166667,13.3348333333,36.2380833333,12.55625
590.77,12.0399166667,59.9614166666,49.6803333333,42.6558333333,11.4043333333,13.3549166667,11.5988333334,26.6270833333,12.97475,13.3758333334,36.2504166667,12.5756666667
591.11,12.08625,59.9840833334,49.6882916667,42.739,11.4645833333,13.4185833333,11.6780833333,26.6870833333,13.0200833333,13.4181666667,36.32425,12.6460833333
591.44,12.10325,60.0251666667,49.73725,42.7764166667,11.4729166667,13.4598333333,11.6809166666,26.7234166667,13.0771666667,13.42525,36.3843333333,12.6510833333
591.78,12.1194166667,60.1750833333,49.8597916667,42.846,11.4441666667,13.4461666667,11.7160833333,26.7810833333,13.1011666667,13.4609166667,36.465,12.6571666667
592.12,12.1174166667,60.2336666667,49.9068333333,42.8249166667,11.468,13.46275,11.7659166667,26.8225833333,13.14075,13.48875,36.5288333333,12.70575
592.46,12.0958333334,60.1320833333,49.8389583333,42.7824166667,11.4674166666,13.4798333334,11.7414166667,26.8341666666,13.1198333333,13.49275,36.4908333333,12.6806666666
592.79,12.1244166667,60.3098333333,49.9449166667,42.8733333333,11.5045833333,13.55775,11.7615833333,26.91475,13.1588333333,13.5259166666,36.58725,12.70875
593.13,12.0955,60.3770833333,49.9889166667,42.9096666667,11.4973333333,13.57775,11.79025,26.8891666666,13.1475833333,13.5465,36.6225,12.6850833333
593.47,12.1359166667,60.3920833334,49.9967083333,42.8845,11.5420833333,13.62825,11.8198333333,26.9115,13.1748333333,13.5701666666,36.6494166666,12.6914166667
593.80,12.1589166667,60.4148333334,50.014375,42.9380833333,11.5919166667,13.6848333333,11.862,26.9461666667,13.1978333333,13.6076666666,36.7145833333,12.7438333334
594.14,12.1810833333,60.4585,50.0100416667,42.93375,11.5901666667,13.7291666667,11.8631666667,26.9630833333,13.1974166667,13.60825,36.7595833334,12.72775
594.48,12.1426666667,60.47875,50.0082916667,42.9085,11.572,13.754,11.84175,26.975,13.177,13.5924166667,36.77325,12.7513333333
594.81,12.1371666666,60.5055833333,50.014,42.82275,11.57625,13.7309166666,11.8088333333,26.9636666666,13.1775,13.5785833333,36.782,12.7521666667
595.15,12.0940833333,60.4705833333,49.9470833334,42.7585,11.5330833333,13.6943333333,11.7706666667,26.9123333333,13.1168333333,13.5325,36.7395,12.7173333333
595.49,12.1129166666,60.3649166667,49.8745416667,42.6666666667,11.6004166667,13.7253333333,11.7933333333,26.8840833333,13.129,13.5665,36.72825,12.7216666667
595.82,12.0826666667,60.29425,49.8041666667,42.5779166667,11.58025,13.69225,11.7540833333,26.8100833334,13.0686666666,13.5351666666,36.6708333334,12.7083333333
596.16,12.1231666667,60.28225,49.8472083333,42.5895833333,11.5984166666,13.7005,11.7650833334,26.8016666667,13.0905833333,13.5604166666,36.715,12.7531666666
596.50,12.1525,60.2158333334,49.8094583333,42.55775,11.64625,13.7205833333,11.7879166667,26.809,13.0909166666,13.5915,36.7160833333,12.7856666667
596.83,12.1674166667,60.2416666667,49.824375,42.5374166667,11.667,13.7385,11.7924166667,26.83325,13.10825,13.6020833334,36.7624166666,12.82175
597.17,12.152,60.1356666667,49.7484583333,42.4693333333,11.6613333334,13.7194166667,11.7850833333,26.8151666667,13.0971666667,13.5866666667,36.73325,12.8578333333
597.51,12.10225,60.144,49.7522083333,42.4498333333,11.5961666666,13.6378333333,11.7374166667,26.778,13.0381666667,13.519,36.675,12.7733333333
597.84,12.12425,60.2116666667,49.8254583333,42.52125,11.6330833334,13.62475,11.7530833334,26.8205,13.0530833333,13.5448333334,36.7133333333,12.8184166667
598.18,12.1841666667,60.2654166667,49.90625,42.6364166667,11.69225,13.6361666667,11.77675,26.8555,13.1118333333,13.61975,36.7646666667,12.86175
598.52,12.1964166667,60.3248333333,49.976625,42.7450833333,11.6960833333,13.6596666667,11.7888333333,26.8888333333,13.1229166667,13.6565833333,36.8199166667,12.8498333333
598.85,12.21675,60.3085833334,49.962,42.7985,11.7028333334,13.66325,11.795,26.8716666667,13.1553333334,13.6685833333,36.8240833333,12.8740833334
599.19,12.2039166667,60.317,49.9723333333,42.8396666667,11.68525,13.6509166666,11.7705833334,26.8943333333,13.1571666667,13.6434166667,36.8414166667,12.8791666667
599.53,12.2808333333,60.4431666667,50.0734166667,42.9544166667,11.72475,13.6986666667,11.8295833333,26.9895,13.2471666667,13.7115,36.9568333334,12.8906666667
599.86,12.30125,60.5501666667,50.1076666666,43.0345833333,11.7730833333,13.7655,11.9136666667,27.0833333333,13.321,13.7528333334,37.0535,12.9339166667
600.20,12.326,60.59325,50.203625,43.08325,11.7748333333,13.7865833333,11.9324166667,27.1428333333,13.3765833333,13.8021666667,37.09625,12.9590833333
600.53,12.3176666667,60.5581666667,50.200875,43.1139166667,11.7548333333,13.7559166667,11.9199166667,27.1525833333,13.3723333334,13.7936666666,37.0555,12.9535
600.87,12.35475,60.6533333333,50.2896666666,43.2105833333,11.8091666667,13.7649166667,11.961,27.1934166667,13.4291666667,13.8555833333,37.1384166667,12.9684166667
601.21,12.4730833334,60.7459166667,50.427375,43.3058333333,11.8879166666,13.927,12.0610833334,27.31,13.54875,13.9655833333,37.3063333333,13.1060833333
601.54,12.4836666667,60.6105833334,50.3056666667,43.19275,11.933,14.0348333333,12.0988333333,27.2770833333,13.582,13.9830833334,37.2885,13.1270833334
601.88,12.472,60.59,50.2989166667,43.1323333333,11.9041666667,14.0335,12.0966666667,27.301,13.5404166667,13.94575,37.27475,13.1254166667
602.21,12.4486666667,60.4939166667,50.2295,43.0076666667,11.8828333333,13.9859166667,12.0609166667,27.2549166667,13.51125,13.8979166667,37.225,13.1455833334
602.55,12.4371666667,60.5368333333,50.3227916667,43.0173333333,11.896,13.9715833333,12.0585,27.2883333333,13.4905,13.8841666666,37.2734166667,13.1440833333
602.88,12.4096666667,60.5435833333,50.3213333333,42.9676666667,11.8328333333,13.9591666667,12.0361666667,27.2801666667,13.4381666667,13.8569166667,37.2771666666,13.1086666667
603.22,12.3345833333,60.5409166666,50.2614166667,42.9133333333,11.7595,13.8983333334,11.96075,27.2194166667,13.35825,13.768,37.21875,13.0455833333
603.56,12.31475,60.5034166666,50.242,42.81675,11.717,13.835,11.8885,27.1474166667,13.2944166667,13.719,37.1495,12.9980833333
603.89,12.3055,60.5065,50.185,42.7823333333,11.7140833334,13.8170833333,11.9055833334,27.1245833333,13.3075,13.6953333333,37.15725,12.989
604.23,12.3473333333,60.614,50.2727916667,42.8188333333,11.7394166667,13.87375,11.9294166667,27.1713333333,13.3529166667,13.7145,37.2561666667,13.0155
604.56,12.3559166666,60.617,50.2768333333,42.8164166667,11.7126666666,13.87375,11.931,27.17925,13.3529166666,13.6949166667,37.27375,13.0160833333
604.90,12.314,60.566,50.22975,42.7814166667,11.68025,13.8118333333,11.8881666666,27.1189166667,13.2858333333,13.6663333333,37.206,12.9705833333
605.23,12.34775,60.6900833333,50.358375,42.8814166666,11.6985833333,13.8046666667,11.9055,27.196,13.3209166667,13.7219166667,37.29325,12.9985
605.57,12.3675,60.6818333333,50.36025,42.8666666667,11.7055833333,13.8025833334,11.91175,27.1789166667,13.35675,13.7065,37.32825,12.9775833333
605.90,12.4003333333,60.7968333333,50.482125,42.9884166666,11.7325,13.861,11.94575,27.239,13.3883333333,13.7481666667,37.4314166667,12.98675
606.24,12.40525,60.79225,50.4238333333,42.9615833333,11.7324166667,13.87625,11.9456666667,27.22475,13.40575,13.77175,37.4205833333,12.98825
606.58,12.3999166667,60.8313333333,50.5047083333,43.0179166667,11.7885833333,13.9130833333,11.9729166667,27.2506666667,13.45775,13.788,37.44125,12.9866666667
606.91,12.4514166667,60.7839166667,50.5199166666,43.0574166667,11.8691666667,13.9765833333,12.0471666666,27.2913333333,13.5530833333,13.865,37.4905833333,13.0705
607.25,12.4410833334,60.7895833333,50.5594166667,43.1225833333,11.8715833333,13.9948333333,12.07725,27.3569166667,13.5915833333,13.8890833333,37.5556666667,13.0934166667
607.58,12.41875,60.7083333333,50.5523333333,43.0995,11.8614166666,13.98,12.0718333333,27.3614166667,13.5875,13.8705,37.5175,13.0684166667
607.92,12.3896666667,60.5655,50.478125,43.0279166667,11.8238333333,13.9245833333,12.0601666667,27.3095,13.5615,13.8475833333,37.4366666666,13.0335
608.25,12.3679166667,60.5765833333,50.4692916667,43.0075833333,11.80725,13.9586666667,12.0353333333,27.3020833334,13.5453333333,13.83525,37.4355,13.0131666667
608.59,12.39075,60.582,50.4106666667,42.9911666667,11.8289166666,13.96875,12.0785833333,27.3108333333,13.5850833333,13.8695833333,37.4478333333,13.0375
608.92,12.3685833333,60.5035833333,50.3395833333,42.9696666667,11.81625,13.91425,12.0965833334,27.25025,13.5624166667,13.8685,37.4140833333,13.0411666667
609.26,12.3945833333,60.5205833334,50.35875,42.9818333333,11.8501666667,13.9390833334,12.1163333333,27.2793333333,13.5798333333,13.9333333333,37.41625,13.0740833333
609.59,12.4399166666,60.466,50.2972083333,42.9658333333,11.91725,13.9898333333,12.1978333333,27.2865,13.6356666667,13.9854166666,37.3821666667,13.14425
609.93,12.4795,60.4326666667,50.279125,42.9660833333,11.9618333334,14.02025,12.2003333333,27.2924166667,13.6675833333,14.0049166667,37.3835,13.1744166667
610.26,12.5631666666,60.50175,50.273875,43.032,12.01025,14.0641666667,12.2459166667,27.3499166666,13.7213333333,14.0578333334,37.4311666667,13.2703333333
610.60,12.6029166666,60.5553333333,50.3239583333,43.125,12.0488333334,14.0853333333,12.26325,27.3978333334,13.748,14.095,37.4706666667,13.2893333333
610.93,12.66175,60.56925,50.328625,43.197,12.1406666667,14.12475,12.3321666667,27.4155833333,13.78875,14.1323333333,37.4846666667,13.3333333333
611.27,12.6986666666,60.6285833334,50.3287916667,43.2595833333,12.1735833333,14.1709166667,12.3236666667,27.4031666667,13.784,14.1656666667,37.5095833333,13.3805833333
611.60,12.64275,60.6474166667,50.2986666667,43.2729166666,12.1545,14.16625,12.2823333333,27.3436666667,13.7399166667,14.1335,37.4955,13.3438333333
611.93,12.64025,60.678,50.3317916667,43.3386666667,12.2141666667,14.1760833333,12.2735833333,27.34975,13.73875,14.1653333333,37.48775,13.33525
612.27,12.6296666666,60.7273333334,50.4402916667,43.3990833333,12.2808333333,14.2036666667,12.2606666666,27.3946666667,13.7588333333,14.1766666667,37.5118333333,13.3671666667
612.60,12.701,60.86575,50.578375,43.5260833333,12.3375,14.3121666667,12.2838333333,27.5170833333,13.84825,14.2226666667,37.6415,13.4001666667
612.94,12.69125,60.94325,50.6195,43.6129166667,12.3463333333,14.3434166667,12.3385833333,27.5755,13.843,14.2100833333,37.70525,13.4408333333
613.27,12.6201666667,61.049,50.6924166667,43.6594166667,12.3008333333,14.3165,12.273,27.5638333333,13.8146666667,14.1795833334,37.752,13.3680833333
613.61,12.6536666667,61.1946666667,50.8299583333,43.7675,12.33025,14.394,12.3615833333,27.6539166667,13.8428333333,14.2120833333,37.8751666667,13.41875
613.94,12.6649166667,61.2595833333,50.9552916667,43.8395833333,12.3715,14.4145833333,12.3804166667,27.6714166667,13.8700833334,14.23575,37.9543333333,13.44475
614.28,12.65975,61.2418333333,50.9752083333,43.77175,12.3504166667,14.4039166667,12.3496666667,27.6640833333,13.8616666667,14.1848333333,37.9984166667,13.44875
614.61,12.65275,61.4370833334,51.0740833334,43.8345,12.2965,14.4231666667,12.337,27.685,13.86475,14.167,38.0579166667,13.4205833333
614.94,12.5570833334,61.4133333333,51.0433333333,43.8050833333,12.2144166667,14.35175,12.3036666667,27.6465,13.8046666667,14.0818333333,38.05075,13.3600833333
615.28,12.65375,61.4941666667,51.1654166667,43.8661666667,12.30575,14.40325,12.3384166667,27.7589166667,13.88675,14.17575,38.11975,13.4608333333
615.61,12.7105,61.491,51.18575,43.8103333333,12.3423333333,14.4065833333,12.38675,27.7429166667,13.93475,14.17925,38.1246666667,13.546
615.95,12.754,61.5136666667,51.17875,43.8539166667,12.2984166667,14.435,12.3595,27.7423333333,13.9186666667,14.1694166666,38.1653333333,13.5221666667
616.28,12.7710833333,61.4555833333,51.09775,43.7726666667,12.3239166667,14.4340833333,12.41825,27.71875,13.9369166667,14.20575,38.1248333333,13.569
616.61,12.7666666666,61.35,51.0715833333,43.7493333333,12.3216666667,14.4229166666,12.3636666667,27.6823333333,13.9635833333,14.17925,38.0730833333,13.53325
616.95,12.7995,61.30875,51.0413333333,43.66275,12.3628333333,14.4169166667,12.3941666666,27.6806666667,13.9915,14.1923333333,38.0686666667,13.5625
617.28,12.7829166666,61.24725,51.0070416667,43.631,12.3683333333,14.39175,12.39425,27.6695833333,13.9931666667,14.1606666667,38.0203333333,13.5331666667
617.62,12.73975,61.25275,50.941125,43.5550833333,12.3088333333,14.34475,12.3394166666,27.5948333333,13.9545,14.1168333333,37.9764166666,13.47675
617.95,12.7120833333,61.34425,51.0268333333,43.61325,12.2971666667,14.3484166666,12.3445833333,27.5761666666,13.9298333333,14.1261666667,37.9673333333,13.4539166667
618.28,12.744,61.28725,51.0133333333,43.54725,12.3659166667,14.3531666667,12.3740833334,27.5784166667,13.96725,14.1515833334,37.9775833333,13.5238333333
618.62,12.8130833334,61.3425,51.08375,43.5554166667,12.4545,14.38675,12.4250833334,27.65,14.0425,14.26625,38.0253333333,13.5645
618.95,12.8045833333,61.33325,51.0739166666,43.54425,12.4583333333,14.4038333334,12.4424166667,27.7045833333,14.087,14.28425,38.053,13.5694166667
619.28,12.7804166666,61.42,51.1685833333,43.63925,12.4406666666,14.423,12.469,27.7388333334,14.1235833333,14.29075,38.1300833334,13.56075
619.62,12.8070833333,61.4265833333,51.2003333333,43.5748333333,12.5160833333,14.47875,12.56575,27.7689166667,14.1966666666,14.3784166667,38.1765,13.6471666667
619.95,12.8228333333,61.5275,51.3030416667,43.6723333333,12.506,14.4886666667,12.564,27.7965833333,14.1995833333,14.3438333334,38.2285833334,13.6305
620.28,12.8935,61.7053333333,51.3911666667,43.7606666667,12.5110833333,14.525,12.6101666667,27.87,14.2281666666,14.4185,38.3248333333,13.65125
620.62,12.9301666667,61.7460833333,51.4043333334,43.8680833334,12.49925,14.5609166667,12.6245,27.9120833333,14.2461666667,14.44125,38.3813333333,13.7020833333
620.95,12.9691666667,61.8436666667,51.4312916667,43.8993333333,12.4994166667,14.5615,12.6110833333,27.9264166667,14.26075,14.4681666666,38.44225,13.7211666666
621.28,13.0513333333,61.8225,51.472875,43.9753333333,12.57825,14.6368333334,12.7029166666,28.0515833333,14.30725,14.5546666667,38.5211666667,13.762
621.62,13.14775,61.8670833333,51.4885833334,44.0395,12.6813333334,14.7245833333,12.7990833333,28.2163333333,14.4093333333,14.6755,38.6044166666,13.8619166666
621.95,13.24075,61.9964166666,51.5837916667,44.174,12.7429166667,14.88625,12.8548333333,28.3370833333,14.50425,14.7986666667,38.7601666667,13.9465833333
622.28,13.3191666667,62.0514166667,51.6477916667,44.2335833333,12.79225,14.9949166666,12.9293333333,28.4325833333,14.5755,14.8245833333,38.848,14.0318333333
622.62,13.3943333333,62.1214166667,51.673375,44.2460833334,12.8333333333,15.06375,12.9796666667,28.4554166667,14.60875,14.8531666666,38.915,14.0769166667
622.95,13.4421666667,62.115,51.6097916667,44.2354166667,12.8774166667,15.11175,13.0036666667,28.4785,14.61275,14.9025833333,38.93075,14.096
623.28,13.41975,62.1124166667,51.5610833333,44.24025,12.8471666667,15.0350833334,12.98925,28.4481666666,14.5989166667,14.841,38.93925,14.03525
623.62,13.4221666666,62.0351666667,51.5102083334,44.1621666667,12.8536666666,15.0844166667,12.98125,28.4330833333,14.5755,14.8536666666,38.8875833334,14.04025
623.95,13.3465,61.96975,51.427125,44.0601666667,12.853,15.0484166666,12.9545,28.4094166667,14.553,14.8460833333,38.8735833333,14.0235833333
624.28,13.3444166667,61.9665,51.517625,44.0621666667,12.8625,15.0806666667,12.93925,28.4259166667,14.5385833334,14.8711666667,38.95,14.0311666667
624.62,13.3326666667,61.80375,51.48075,43.9784166667,12.7961666666,15.0673333333,12.9109166667,28.4283333333,14.5419166666,14.8556666667,38.9055833333,13.97975
624.95,13.2744166667,61.73925,51.4045,43.8865,12.722,15.0273333334,12.8648333333,28.3705833334,14.4930833334,14.7751666666,38.86525,13.96875
625.28,13.2015,61.5714166667,51.3482916666,43.7729166667,12.6513333333,14.9918333333,12.7635833333,28.2461666667,14.4406666666,14.7094166667,38.757,13.9173333333
625.61,13.0555,61.49175,51.3248333333,43.69825,12.5203333333,14.8004166667,12.6275,28.1624166666,14.2651666667,14.552,38.6414166667,13.77075
625.95,13.02375,61.4315,51.2857083334,43.6548333333,12.4900833333,14.7350833334,12.5671666667,28.0993333333,14.2386666667,14.508,38.6173333334,13.74675
626.28,13.0478333333,61.3788333334,51.2315416667,43.6628333333,12.4866666667,14.749,12.5721666667,28.1031666667,14.2513333333,14.5505833334,38.6144166667,13.7565
626.61,13.12375,61.4206666667,51.2586666667,43.7095833333,12.54275,14.7700833333,12.6040833333,28.1846666667,14.317,14.6278333333,38.651,13.80675
626.94,13.2064166667,61.4036666667,51.2745833333,43.7394166667,12.6011666667,14.8771666667,12.636,28.2590833333,14.3964166667,14.6848333333,38.6645,13.8880833334
627.28,13.1516666667,61.372,51.2893333334,43.7040833333,12.5376666667,14.7938333333,12.5633333334,28.2373333333,14.3406666666,14.63375,38.64225,13.8306666667
627.61,13.2400833333,61.39075,51.361625,43.7684166667,12.5966666667,14.8834166667,12.62125,28.282,14.3886666667,14.6845,38.6545833333,13.91275
