wavelength,Back_HemReym,Belly_HemReym,Breast_HemReym,Crissum_HemReym,Crown_HemReym,DorTail_HemReym,Rump_HemReym,Throat_HemReym,WingTip_HemReym
544.84,9.80533333333,23.0433333333,22.8826666667,15.621,10.0616666667,9.72633333333,8.52266666667,23.7753333333,11.119
545.18,9.75333333333,23.0126666667,22.902,15.5963333333,10.0283333333,9.68766666667,8.51066666667,23.7846666667,11.08
545.52,9.78766666667,23.0736666667,22.9486666667,15.6253333333,10.0633333333,9.69966666667,8.55766666667,23.8373333333,11.09
545.87,9.85466666667,23.125,23.0526666667,15.657,10.105,9.754,8.57266666667,23.91,11.16
546.21,9.802,23.1026666667,23.0986666667,15.6083333333,10.0403333333,9.68566666667,8.49333333333,23.8586666667,11.102
546.55,9.78466666667,23.0703333333,23.1296666667,15.5616666667,10.022,9.69,8.46666666667,23.8266666667,11.055
546.90,9.84766666667,23.108,23.2256666667,15.592,10.039,9.704,8.498,23.9,11.076
547.24,9.86366666667,23.1313333333,23.3083333333,15.641,10.0856666667,9.75933333333,8.51833333333,23.9613333333,11.172
547.58,9.893,23.1666666667,23.3426666667,15.6906666667,10.0756666667,9.77,8.55666666667,23.9953333333,11.181
547.92,9.84633333333,23.158,23.3853333333,15.657,10.0303333333,9.72733333333,8.546,24.0156666667,11.108
548.27,9.82966666667,23.1473333333,23.4153333333,15.6136666667,10.0183333333,9.69733333333,8.55866666667,24.0046666667,11.053
548.61,9.858,23.1423333333,23.4666666667,15.6396666667,10.0096666667,9.71366666667,8.609,24.001,11.066
548.95,9.881,23.1843333333,23.5523333333,15.655,9.99966666667,9.729,8.597,24.0566666667,11.053
549.29,9.81933333333,23.118,23.5543333333,15.5936666667,9.933,9.69566666667,8.55233333333,24.0403333333,11.001
549.64,9.76466666667,23.044,23.5236666667,15.578,9.94,9.605,8.508,24.0836666667,10.991
549.98,9.756,23.109,23.61,15.6056666667,9.974,9.61833333333,8.53566666667,24.186,11.009
550.32,9.75033333333,23.1433333333,23.6996666667,15.6456666667,9.98266666667,9.58833333333,8.553,24.227,11.02
550.66,9.76666666667,23.124,23.6886666667,15.6586666667,9.98333333333,9.63533333333,8.581,24.124,11.065
551.01,9.704,23.097,23.6536666667,15.5716666667,9.91733333333,9.55666666667,8.49433333333,24.1,10.943
551.35,9.708,23.0923333333,23.7263333333,15.5886666667,9.91766666667,9.56866666667,8.46066666667,24.1623333333,10.977
551.69,9.777,23.0643333333,23.7803333333,15.6203333333,9.90633333333,9.54533333333,8.50433333333,24.1856666667,11.016
552.03,9.75566666667,23.0453333333,23.8203333333,15.6396666667,9.88933333333,9.578,8.478,24.1893333333,11.015
552.38,9.71833333333,23.037,23.8166666667,15.6453333333,9.877,9.57,8.448,24.1906666667,10.993
552.72,9.75466666667,23.0296666667,23.7926666667,15.6906666667,9.925,9.62033333333,8.46233333333,24.1953333333,11.076
553.06,9.80933333333,23.1086666667,23.8703333333,15.7753333333,9.971,9.67333333333,8.495,24.2716666667,11.14
553.40,9.79566666667,23.1783333333,23.943,15.7583333333,9.93233333333,9.724,8.51633333333,24.2523333333,11.111
553.74,9.819,23.154,23.934,15.772,9.96733333333,9.761,8.48733333333,24.2473333333,11.163
554.09,9.82233333333,23.1933333333,23.9663333333,15.774,9.93333333333,9.80366666667,8.48266666667,24.274,11.171
554.43,9.87433333333,23.2916666667,24.018,15.818,9.99466666667,9.86633333333,8.496,24.358,11.274
554.77,9.95166666667,23.367,24.105,15.8803333333,10.0376666667,9.89133333333,8.519,24.3673333333,11.345
555.11,9.96566666667,23.4003333333,24.1896666667,15.9003333333,10.0836666667,9.912,8.55466666667,24.3303333333,11.354
555.45,9.95633333333,23.463,24.2593333333,15.9543333333,10.164,9.97766666667,8.57733333333,24.436,11.434
555.80,9.95266666667,23.5186666667,24.2433333333,15.9846666667,10.186,9.981,8.573,24.482,11.44
556.14,9.97233333333,23.6143333333,24.3866666667,16.04,10.2496666667,10.037,8.67,24.655,11.479
556.48,10.074,23.6983333333,24.5726666667,16.1373333333,10.344,10.122,8.75866666667,24.7996666667,11.561
556.82,10.1096666667,23.6816666667,24.5756666667,16.1093333333,10.398,10.153,8.75933333333,24.7576666667,11.637
557.16,10.18,23.7643333333,24.6626666667,16.1806666667,10.4776666667,10.2133333333,8.79333333333,24.8446666667,11.677
557.50,10.2026666667,23.792,24.643,16.184,10.4543333333,10.2323333333,8.81166666667,24.918,11.653
557.85,10.282,23.7853333333,24.713,16.2463333333,10.498,10.1736666667,8.78733333333,24.9383333333,11.686
558.19,10.1543333333,23.7676666667,24.7343333333,16.192,10.4056666667,10.0596666667,8.72933333333,24.9433333333,11.515
558.53,10.149,23.708,24.7166666667,16.2213333333,10.3906666667,10.0453333333,8.76133333333,24.9456666667,11.549
558.87,10.1493333333,23.669,24.6763333333,16.237,10.3476666667,10.042,8.729,24.959,11.582
559.21,10.1523333333,23.697,24.6696666667,16.2056666667,10.343,10.0346666667,8.71233333333,24.8706666667,11.532
559.55,10.1976666667,23.7006666667,24.7486666667,16.2143333333,10.331,9.99333333333,8.73,24.8593333333,11.53
559.89,10.2243333333,23.6026666667,24.6706666667,16.1836666667,10.295,9.93066666667,8.62166666667,24.7506666667,11.526
560.23,10.1903333333,23.5743333333,24.6896666667,16.185,10.2836666667,9.882,8.6,24.774,11.494
560.58,10.1506666667,23.5126666667,24.673,16.1726666667,10.2416666667,9.84333333333,8.54466666667,24.7696666667,11.411
560.92,10.1283333333,23.4986666667,24.6716666667,16.1536666667,10.2,9.80133333333,8.564,24.749,11.406
561.26,10.132,23.5253333333,24.734,16.1433333333,10.1776666667,9.76933333333,8.53833333333,24.7023333333,11.452
561.60,10.0746666667,23.594,24.7163333333,16.1723333333,10.1906666667,9.83133333333,8.57333333333,24.706,11.492
561.94,10.1333333333,23.595,24.746,16.216,10.2596666667,9.882,8.63766666667,24.7146666667,11.544
562.28,10.1043333333,23.5916666667,24.7413333333,16.2303333333,10.279,9.93366666667,8.58366666667,24.698,11.579
562.62,10.098,23.6096666667,24.7826666667,16.2016666667,10.2943333333,9.931,8.62966666667,24.7123333333,11.544
562.96,10.088,23.5723333333,24.8743333333,16.2166666667,10.3073333333,9.97333333333,8.61466666667,24.7236666667,11.611
563.30,10.0576666667,23.5823333333,24.8973333333,16.2366666667,10.33,10.0216666667,8.62166666667,24.836,11.635
563.64,10.104,23.674,24.96,16.2796666667,10.4,10.114,8.712,24.9226666667,11.748
563.99,10.148,23.7686666667,25.0116666667,16.2886666667,10.4083333333,10.196,8.744,24.944,11.744
564.33,10.1723333333,23.7663333333,25.0603333333,16.301,10.4153333333,10.1946666667,8.792,24.9276666667,11.726
564.67,10.2166666667,23.7673333333,25.078,16.382,10.4616666667,10.2723333333,8.763,24.943,11.844
565.01,10.2553333333,23.735,25.0833333333,16.4593333333,10.5043333333,10.3393333333,8.81366666667,24.99,11.929
565.35,10.3013333333,23.7633333333,25.11,16.4696666667,10.532,10.3716666667,8.87566666667,25.061,11.9
565.69,10.3013333333,23.7803333333,25.1513333333,16.4473333333,10.5013333333,10.363,8.85266666667,25.0846666667,11.908
566.03,10.364,23.8426666667,25.2253333333,16.5203333333,10.5143333333,10.4133333333,8.92033333333,25.166,11.961
566.37,10.4146666667,23.8793333333,25.2743333333,16.588,10.5723333333,10.4606666667,8.925,25.2096666667,12.053
566.71,10.43,23.907,25.2916666667,16.5933333333,10.534,10.4623333333,8.942,25.242,12.051
567.05,10.4533333333,23.859,25.289,16.5756666667,10.5046666667,10.4326666667,8.889,25.1543333333,12.066
567.39,10.462,23.925,25.37,16.6263333333,10.5296666667,10.462,8.92166666667,25.185,12.02
567.73,10.3543333333,23.8463333333,25.3256666667,16.5586666667,10.4653333333,10.3603333333,8.83233333333,25.0533333333,11.989
568.07,10.3176666667,23.8973333333,25.366,16.5693333333,10.4596666667,10.412,8.84033333333,25.0843333333,12.009
568.41,10.3346666667,23.9723333333,25.4273333333,16.5683333333,10.4603333333,10.4056666667,8.84366666667,25.2106666667,11.95
568.75,10.2986666667,23.9606666667,25.465,16.496,10.4186666667,10.3413333333,8.791,25.1273333333,11.841
569.09,10.2773333333,23.906,25.4466666667,16.5053333333,10.4226666667,10.314,8.738,25.1473333333,11.878
569.43,10.339,23.957,25.5143333333,16.6106666667,10.4686666667,10.4,8.80566666667,25.1726666667,11.936
569.77,10.392,23.9786666667,25.5883333333,16.653,10.5233333333,10.4266666667,8.834,25.1846666667,11.944
570.11,10.43,24.0516666667,25.6726666667,16.683,10.5433333333,10.4553333333,8.88333333333,25.1893333333,11.945
570.45,10.474,24.135,25.753,16.7196666667,10.5873333333,10.477,8.90533333333,25.2393333333,11.984
570.79,10.5086666667,24.1903333333,25.7826666667,16.7693333333,10.6656666667,10.5433333333,8.954,25.2596666667,12.043
571.13,10.4976666667,24.1666666667,25.821,16.7636666667,10.6183333333,10.515,8.96866666667,25.274,12.03
571.47,10.544,24.1993333333,25.821,16.828,10.6193333333,10.5726666667,9.036,25.3373333333,12.041
571.81,10.5713333333,24.196,25.9186666667,16.8386666667,10.6346666667,10.5263333333,9.02066666667,25.3433333333,12.046
572.15,10.5876666667,24.1676666667,25.9603333333,16.876,10.673,10.526,9.00766666667,25.2523333333,12.088
572.49,10.6203333333,24.214,26.029,16.971,10.7246666667,10.5493333333,9.07033333333,25.349,12.123
572.83,10.6816666667,24.2546666667,26.1026666667,16.9666666667,10.722,10.5966666667,9.126,25.3143333333,12.168
573.17,10.6836666667,24.195,26.13,16.953,10.7463333333,10.5893333333,9.11466666667,25.31,12.231
573.51,10.6086666667,24.132,26.0806666667,16.8676666667,10.6783333333,10.4783333333,9.074,25.365,12.129
573.85,10.5523333333,24.114,26.031,16.8033333333,10.609,10.434,9.026,25.4363333333,12.017
574.19,10.5403333333,24.0743333333,26.015,16.7856666667,10.6246666667,10.4466666667,9.03733333333,25.4443333333,11.973
574.53,10.5126666667,24.1003333333,26.084,16.7486666667,10.5516666667,10.4076666667,9.04133333333,25.465,11.923
574.87,10.4846666667,24.0493333333,26.0533333333,16.679,10.5413333333,10.393,9.02366666667,25.355,11.854
575.21,10.541,24.0926666667,26.1406666667,16.6856666667,10.6356666667,10.4123333333,8.99666666667,25.4196666667,11.952
575.55,10.59,24.1376666667,26.1893333333,16.7303333333,10.6486666667,10.5003333333,9.07433333333,25.4793333333,11.992
575.89,10.5953333333,24.0836666667,26.1806666667,16.6816666667,10.621,10.478,9.12533333333,25.535,11.904
576.22,10.57,24.0843333333,26.193,16.649,10.6286666667,10.4896666667,9.136,25.5786666667,11.896
576.56,10.4973333333,24.0866666667,26.231,16.6393333333,10.5876666667,10.467,9.125,25.6593333333,11.822
576.90,10.4753333333,24.1613333333,26.2316666667,16.6226666667,10.568,10.4573333333,9.13166666667,25.6946666667,11.772
577.24,10.49,24.237,26.3326666667,16.6503333333,10.59,10.5283333333,9.16466666667,25.6546666667,11.839
577.58,10.4796666667,24.215,26.3483333333,16.6826666667,10.601,10.5106666667,9.13366666667,25.5806666667,11.896
577.92,10.489,24.2416666667,26.3236666667,16.702,10.5486666667,10.503,9.14433333333,25.5526666667,11.902
578.26,10.538,24.2346666667,26.3566666667,16.7576666667,10.6096666667,10.509,9.17933333333,25.53,11.927
578.60,10.5816666667,24.3163333333,26.4043333333,16.8433333333,10.6206666667,10.552,9.16133333333,25.6386666667,12.05
578.94,10.4983333333,24.2406666667,26.3866666667,16.847,10.553,10.5266666667,9.14166666667,25.5053333333,11.957
579.28,10.518,24.267,26.3613333333,16.8503333333,10.5603333333,10.4756666667,9.11033333333,25.586,11.995
579.61,10.4736666667,24.2903333333,26.3516666667,16.836,10.578,10.4873333333,9.11366666667,25.5476666667,12.062
579.95,10.4883333333,24.2763333333,26.3366666667,16.858,10.5346666667,10.4803333333,9.04333333333,25.4766666667,12.11
580.29,10.584,24.3663333333,26.4186666667,16.9763333333,10.6653333333,10.564,9.13333333333,25.543,12.185
580.63,10.6396666667,24.3753333333,26.477,17.029,10.6973333333,10.5903333333,9.137,25.594,12.245
580.97,10.705,24.3276666667,26.4616666667,17.053,10.7173333333,10.626,9.134,25.593,12.265
581.31,10.7093333333,24.3716666667,26.4886666667,17.0606666667,10.676,10.7116666667,9.14866666667,25.539,12.331
581.65,10.655,24.335,26.5866666667,17.063,10.704,10.7226666667,9.081,25.46,12.316
581.98,10.6066666667,24.3256666667,26.5293333333,17.0216666667,10.6513333333,10.739,9.03766666667,25.5336666667,12.261
582.32,10.5713333333,24.252,26.5676666667,16.9943333333,10.634,10.692,8.94366666667,25.5263333333,12.277
582.66,10.5976666667,24.2876666667,26.5896666667,16.9563333333,10.5996666667,10.7173333333,8.99366666667,25.6736666667,12.319
583.00,10.53,24.259,26.5526666667,16.966,10.6566666667,10.7613333333,8.98933333333,25.645,12.322
583.34,10.4926666667,24.259,26.5303333333,16.99,10.585,10.7256666667,8.916,25.5913333333,12.335
583.68,10.5643333333,24.3026666667,26.6456666667,17.0083333333,10.6773333333,10.8143333333,9.03966666667,25.7146666667,12.361
584.01,10.5396666667,24.1873333333,26.592,16.9113333333,10.5796666667,10.762,8.959,25.7036666667,12.396
584.35,10.4896666667,24.1753333333,26.5986666667,16.878,10.5073333333,10.6793333333,9.00166666667,25.6543333333,12.27
584.69,10.5333333333,24.294,26.7326666667,16.9406666667,10.61,10.7646666667,9.09533333333,25.76,12.304
585.03,10.6253333333,24.325,26.925,17.018,10.7453333333,10.811,9.189,25.884,12.374
585.37,10.6396666667,24.293,26.9013333333,17.008,10.7686666667,10.7776666667,9.192,25.978,12.411
585.70,10.624,24.3453333333,26.9253333333,17.014,10.7756666667,10.7666666667,9.215,25.9133333333,12.396
586.04,10.7046666667,24.4756666667,26.9676666667,17.114,10.907,10.8546666667,9.4,25.9783333333,12.466
586.38,10.6873333333,24.4843333333,26.9936666667,17.0973333333,10.9003333333,10.8733333333,9.37733333333,25.994,12.444
586.72,10.7136666667,24.4506666667,27.078,17.0636666667,10.8133333333,10.863,9.38966666667,25.969,12.377
587.06,10.727,24.516,27.114,17.0593333333,10.8446666667,10.8853333333,9.37966666667,26.0373333333,12.366
587.39,10.8033333333,24.5953333333,27.28,17.18,10.9066666667,10.9786666667,9.401,26.0556666667,12.464
587.73,10.8193333333,24.6373333333,27.4503333333,17.234,10.9603333333,10.9893333333,9.39966666667,25.939,12.492
588.07,10.7896666667,24.7026666667,27.45,17.2376666667,10.983,11.0296666667,9.342,25.9996666667,12.46
588.41,10.742,24.6713333333,27.4213333333,17.1866666667,10.9033333333,10.9476666667,9.287,25.9193333333,12.456
588.74,10.702,24.6766666667,27.3723333333,17.214,10.9063333333,10.8663333333,9.30833333333,26.0156666667,12.372
589.08,10.7313333333,24.8146666667,27.491,17.2756666667,10.9173333333,10.9236666667,9.32533333333,26.063,12.358
589.42,10.6836666667,24.7746666667,27.5426666667,17.215,10.8583333333,10.8803333333,9.30966666667,26.127,12.287
589.76,10.6736666667,24.713,27.563,17.173,10.7916666667,10.8636666667,9.19633333333,26.0203333333,12.243
590.09,10.724,24.7753333333,27.618,17.291,10.9026666667,10.879,9.239,26.0153333333,12.3
590.43,10.67,24.8316666667,27.555,17.2866666667,10.8806666667,10.8476666667,9.228,26.0276666667,12.292
590.77,10.668,24.8066666667,27.6533333333,17.3026666667,10.917,10.8466666667,9.30066666667,26.0013333333,12.291
591.11,10.4466666667,24.6726666667,27.4713333333,17.1283333333,10.7546666667,10.684,9.17833333333,25.8176666667,12.094
591.44,10.435,24.6733333333,27.4123333333,17.1466666667,10.758,10.6996666667,9.20333333333,25.8916666667,12.112
591.78,10.4553333333,24.6363333333,27.4323333333,17.116,10.733,10.6746666667,9.16733333333,25.8483333333,12.198
592.12,10.423,24.662,27.3793333333,17.1406666667,10.7513333333,10.6703333333,9.12966666667,25.8476666667,12.121
592.46,10.507,24.6516666667,27.473,17.1633333333,10.842,10.8126666667,9.127,25.823,12.24
592.79,10.5356666667,24.587,27.423,17.2,10.905,10.8146666667,9.16933333333,25.8673333333,12.33
593.13,10.579,24.6583333333,27.5446666667,17.3613333333,11.0153333333,10.9296666667,9.219,25.964,12.409
593.47,10.6606666667,24.7406666667,27.5353333333,17.453,11.0716666667,10.9936666667,9.31366666667,26.0806666667,12.47
593.80,10.7036666667,24.8136666667,27.6033333333,17.4646666667,11.0496666667,11.0296666667,9.31366666667,26.1556666667,12.493
594.14,10.8043333333,24.8563333333,27.7413333333,17.521,11.1336666667,11.0636666667,9.29433333333,26.1526666667,12.578
594.48,10.9053333333,24.8993333333,27.775,17.6563333333,11.212,11.2226666667,9.32666666667,26.2903333333,12.744
594.81,10.995,25.016,27.8796666667,17.7846666667,11.3473333333,11.3286666667,9.386,26.4143333333,12.854
595.15,11.078,25.1183333333,27.92,17.8526666667,11.3863333333,11.358,9.38,26.4366666667,12.849
595.49,11.1103333333,25.119,27.948,17.9136666667,11.437,11.3913333333,9.474,26.4446666667,12.873
595.82,11.2116666667,25.1836666667,28.093,17.9816666667,11.5003333333,11.4966666667,9.59166666667,26.5423333333,13.041
596.16,11.174,25.2083333333,28.1146666667,17.971,11.4563333333,11.43,9.55,26.506,12.966
596.50,11.1293333333,25.243,28.1093333333,17.9036666667,11.3536666667,11.3986666667,9.55533333333,26.465,12.828
596.83,11.173,25.23,28.1043333333,17.875,11.3326666667,11.3833333333,9.535,26.4476666667,12.901
597.17,11.136,25.1973333333,28.1786666667,17.863,11.32,11.3896666667,9.53566666667,26.4216666667,12.894
597.51,11.1363333333,25.1406666667,28.1783333333,17.935,11.3286666667,11.3943333333,9.60533333333,26.374,12.888
597.84,11.1863333333,25.192,28.2196666667,17.9923333333,11.36,11.425,9.664,26.4866666667,12.9
598.18,11.1313333333,25.1363333333,28.213,17.9253333333,11.2503333333,11.3066666667,9.64666666667,26.383,12.778
598.52,11.1356666667,25.139,28.165,17.8636666667,11.1613333333,11.2293333333,9.67366666667,26.3733333333,12.707
598.85,10.9996666667,25.0653333333,28.135,17.7463333333,11.1046666667,11.222,9.61233333333,26.3356666667,12.698
599.19,11.0176666667,25.0653333333,28.195,17.7983333333,11.0856666667,11.2833333333,9.60466666667,26.3363333333,12.756
599.53,10.8943333333,24.982,28.0913333333,17.649,10.9466666667,11.144,9.41633333333,26.2296666667,12.576
599.86,10.9316666667,25.0433333333,28.0903333333,17.625,10.9293333333,11.1613333333,9.50133333333,26.2553333333,12.668
600.20,11.049,25.0123333333,28.189,17.7686666667,11.0836666667,11.2923333333,9.50366666667,26.2966666667,12.925
600.53,11.1226666667,25.033,28.31,17.86,11.1506666667,11.3526666667,9.55966666667,26.2783333333,12.983
600.87,11.1396666667,25.0563333333,28.3136666667,17.8426666667,11.172,11.344,9.50766666667,26.2916666667,12.983
601.21,11.0943333333,25.0953333333,28.3373333333,17.8556666667,11.233,11.316,9.40733333333,26.274,13.068
601.54,11.0806666667,25.0296666667,28.3366666667,17.8833333333,11.2873333333,11.3626666667,9.37266666667,26.126,13.175
601.88,11.08,25.084,28.4033333333,17.884,11.3313333333,11.4113333333,9.33666666667,26.1333333333,13.221
602.21,11.0333333333,25.1226666667,28.4456666667,17.874,11.3336666667,11.4263333333,9.316,26.1323333333,13.278
602.55,11.1673333333,25.1736666667,28.5583333333,18.0016666667,11.4196666667,11.4676666667,9.36266666667,26.155,13.362
602.88,11.2336666667,25.1943333333,28.5846666667,18.081,11.4913333333,11.4713333333,9.35433333333,26.2206666667,13.413
603.22,11.3413333333,25.2353333333,28.714,18.23,11.608,11.5803333333,9.49233333333,26.3063333333,13.527
603.56,11.2693333333,25.1703333333,28.6656666667,18.1793333333,11.543,11.5263333333,9.39933333333,26.2933333333,13.408
603.89,11.2266666667,25.1653333333,28.6626666667,18.138,11.5326666667,11.4973333333,9.41533333333,26.2803333333,13.333
604.23,11.2333333333,25.1906666667,28.6166666667,18.1376666667,11.563,11.505,9.43166666667,26.271,13.383
604.56,11.24,25.2046666667,28.6396666667,18.199,11.5696666667,11.485,9.45933333333,26.3423333333,13.39
604.90,11.2793333333,25.178,28.6593333333,18.136,11.548,11.4903333333,9.492,26.3196666667,13.339
605.23,11.2163333333,25.233,28.6646666667,18.109,11.4706666667,11.4216666667,9.46833333333,26.377,13.237
605.57,11.2706666667,25.299,28.683,18.149,11.514,11.4533333333,9.54433333333,26.4713333333,13.231
605.90,11.364,25.323,28.8233333333,18.228,11.5883333333,11.5016666667,9.61466666667,26.515,13.236
606.24,11.3616666667,25.3353333333,28.8556666667,18.2143333333,11.5916666667,11.5083333333,9.65466666667,26.6233333333,13.15
606.58,11.353,25.3803333333,28.9636666667,18.1916666667,11.6233333333,11.5286666667,9.67766666667,26.6383333333,13.097
606.91,11.2623333333,25.356,28.9233333333,18.1406666667,11.5526666667,11.5143333333,9.62266666667,26.616,13.043
607.25,11.299,25.362,29.0146666667,18.208,11.5666666667,11.52,9.626,26.5796666667,13.06
607.58,11.371,25.4986666667,29.0273333333,18.29,11.5766666667,11.5563333333,9.645,26.608,13.153
607.92,11.3706666667,25.5016666667,29.0646666667,18.2803333333,11.5516666667,11.5286666667,9.65466666667,26.6453333333,13.078
608.25,11.3776666667,25.5463333333,29.1303333333,18.2383333333,11.5516666667,11.5783333333,9.642,26.6483333333,13.046
608.59,11.385,25.5646666667,29.0753333333,18.2443333333,11.535,11.6366666667,9.656,26.681,13.065
608.92,11.512,25.6443333333,29.2236666667,18.3423333333,11.631,11.762,9.807,26.7186666667,13.241
609.26,11.4536666667,25.5533333333,29.1706666667,18.284,11.5156666667,11.71,9.71933333333,26.5866666667,13.166
609.59,11.434,25.4733333333,29.0673333333,18.2646666667,11.438,11.712,9.649,26.603,13.199
609.93,11.465,25.538,29.056,18.3363333333,11.443,11.765,9.717,26.4756666667,13.235
610.26,11.3156666667,25.458,28.899,18.264,11.322,11.701,9.60466666667,26.4096666667,13.152
610.60,11.382,25.478,28.9503333333,18.3566666667,11.3696666667,11.7576666667,9.64166666667,26.4483333333,13.216
610.93,11.402,25.4773333333,28.909,18.326,11.4353333333,11.8503333333,9.65066666667,26.5346666667,13.272
611.27,11.3036666667,25.395,28.945,18.2833333333,11.3403333333,11.8153333333,9.56433333333,26.478,13.159
611.60,11.256,25.3823333333,28.9456666667,18.362,11.3483333333,11.893,9.52933333333,26.452,13.249
611.93,11.2356666667,25.325,28.9403333333,18.428,11.358,11.924,9.57666666667,26.452,13.315
612.27,11.165,25.364,28.9636666667,18.4323333333,11.3013333333,11.9236666667,9.54733333333,26.449,13.236
612.60,11.0936666667,25.215,28.8283333333,18.3803333333,11.2406666667,11.874,9.43066666667,26.4356666667,13.182
612.94,11.1343333333,25.3503333333,28.9333333333,18.4943333333,11.3553333333,11.949,9.51766666667,26.602,13.372
613.27,11.149,25.334,29.0276666667,18.539,11.3983333333,11.957,9.53066666667,26.6243333333,13.39
613.61,11.1136666667,25.2256666667,29.0553333333,18.4776666667,11.334,11.8933333333,9.42133333333,26.7073333333,13.378
613.94,11.2773333333,25.332,29.1743333333,18.5643333333,11.4223333333,11.9736666667,9.56566666667,26.793,13.474
614.28,11.1816666667,25.288,29.1623333333,18.4246666667,11.3446666667,11.8846666667,9.48366666667,26.7503333333,13.355
614.61,11.2373333333,25.3326666667,29.1503333333,18.6296666667,11.3076666667,11.8646666667,9.52333333333,26.7006666667,13.425
614.94,11.2643333333,25.2716666667,29.1443333333,18.572,11.3193333333,11.8366666667,9.576,26.628,13.449
615.28,11.316,25.3426666667,29.1446666667,18.5693333333,11.3353333333,11.8283333333,9.55866666667,26.6336666667,13.446
615.61,11.3996666667,25.376,29.1673333333,18.5253333333,11.3086666667,11.8043333333,9.50233333333,26.618,13.473
615.95,11.5113333333,25.359,29.302,18.591,11.4146666667,11.7986666667,9.482,26.6896666667,13.618
616.28,11.4863333333,25.4716666667,29.393,18.58,11.4333333333,11.8046666667,9.47166666667,26.7606666667,13.551
616.61,11.4873333333,25.4606666667,29.4466666667,18.6086666667,11.418,11.8063333333,9.436,26.664,13.514
616.95,11.5103333333,25.5756666667,29.4393333333,18.625,11.43,11.8683333333,9.422,26.7073333333,13.563
617.28,11.4086666667,25.5423333333,29.371,18.5813333333,11.359,11.7753333333,9.309,26.597,13.476
617.62,11.3786666667,25.4503333333,29.3556666667,18.5473333333,11.3233333333,11.7666666667,9.249,26.4696666667,13.47
617.95,11.47,25.489,29.461,18.6553333333,11.4836666667,11.852,9.28066666667,26.5163333333,13.593
618.28,11.4183333333,25.481,29.565,18.4733333333,11.4433333333,11.773,9.267,26.58,13.456
618.62,11.4513333333,25.5703333333,29.7113333333,18.59,11.479,11.795,9.33533333333,26.7023333333,13.57
618.95,11.4676666667,25.5853333333,29.7723333333,18.617,11.4786666667,11.8716666667,9.39233333333,26.858,13.607
619.28,11.354,25.5286666667,29.7616666667,18.5836666667,11.4206666667,11.8673333333,9.35866666667,26.8263333333,13.536
619.62,11.3023333333,25.4656666667,29.7226666667,18.51,11.305,11.8283333333,9.33866666667,26.7603333333,13.459
619.95,11.2566666667,25.4323333333,29.622,18.556,11.2793333333,11.805,9.331,26.5573333333,13.451
620.28,11.0803333333,25.333,29.499,18.405,11.1593333333,11.6686666667,9.208,26.5856666667,13.31
620.62,11.0613333333,25.3216666667,29.4503333333,18.426,11.177,11.635,9.19333333333,26.4803333333,13.311
620.95,11.13,25.457,29.614,18.566,11.3316666667,11.8,9.27566666667,26.5756666667,13.509
621.28,11.107,25.4826666667,29.672,18.59,11.341,11.8173333333,9.271,26.7373333333,13.508
621.62,11.089,25.5146666667,29.5816666667,18.6126666667,11.281,11.7566666667,9.199,26.6373333333,13.575
621.95,11.05,25.4996666667,29.5713333333,18.657,11.277,11.788,9.14033333333,26.5363333333,13.629
622.28,11.038,25.52,29.4426666667,18.5976666667,11.266,11.8563333333,9.03533333333,26.566,13.583
622.62,11.0236666667,25.5426666667,29.5403333333,18.5543333333,11.2716666667,11.774,9.02333333333,26.469,13.552
622.95,11.0916666667,25.6296666667,29.6216666667,18.6163333333,11.3633333333,11.788,9.04666666667,26.5423333333,13.674
623.28,11.0776666667,25.716,29.732,18.6663333333,11.4173333333,11.832,9.1,26.643,13.637
623.62,11.1283333333,25.6656666667,29.7813333333,18.6873333333,11.4173333333,11.869,9.09166666667,26.7066666667,13.591
623.95,11.286,25.7483333333,29.9456666667,18.846,11.6133333333,12.0393333333,9.19866666667,26.7073333333,13.718
624.28,11.317,25.7856666667,30.0983333333,18.82,11.6483333333,12.091,9.257,26.8183333333,13.697
624.62,11.3116666667,25.7786666667,30.0356666667,18.735,11.5546666667,12.0273333333,9.284,26.8306666667,13.582
624.95,11.401,25.901,30.0893333333,18.793,11.6096666667,12.1046666667,9.375,26.9133333333,13.649
625.28,11.3726666667,25.8953333333,30.17,18.7663333333,11.561,12.1363333333,9.48666666667,26.9343333333,13.578
625.61,11.3593333333,25.8236666667,30.0493333333,18.7053333333,11.526,12.0913333333,9.46033333333,26.9883333333,13.453
625.95,11.3343333333,25.7626666667,30.0363333333,18.6643333333,11.4976666667,11.995,9.45633333333,26.9576666667,13.303
626.28,11.3813333333,25.7953333333,30.0586666667,18.756,11.532,12.021,9.45233333333,26.988,13.345
626.61,11.3356666667,25.758,30.1,18.7813333333,11.5236666667,12.0343333333,9.49433333333,27.0573333333,13.253
626.94,11.3226666667,25.6786666667,30.0023333333,18.8026666667,11.5413333333,12.0163333333,9.41966666667,27.0176666667,13.333
627.28,11.312,25.709,30.0253333333,18.7113333333,11.5583333333,12.0423333333,9.38233333333,27.0656666667,13.399
627.61,11.3603333333,25.6773333333,29.9933333333,18.6716666667,11.5473333333,12.0133333333,9.36733333333,27.0393333333,13.407
627.94,11.4086666667,25.6273333333,30.0043333333,18.6973333333,11.6216666667,12.0293333333,9.34266666667,27.039,13.519
