wavelength,Back_CamPaum,Belly_CamPaum,Breast_CamPaum,Crissum_CamPaum,Crown_CamPaum,DorTail_CamPaum,Rump_CamPaum,Throat_CamPaum,WingTip_CamPaum
372.55,7.69484444444,16.1170666667,6.9636,15.1701333333,4.19006666667,5.4239,6.13633333333,4.91133333333,6.6342
372.92,7.6948,16.181,6.97946666667,15.2319333333,4.15106666667,5.45333333333,6.111,4.8998,6.6315
373.28,7.63982222222,16.1901333333,6.95273333333,15.2356,4.09426666667,5.4015,6.09246666667,4.80213333333,6.5703
373.64,7.63573333333,16.2706666667,6.96506666667,15.3262666667,4.09566666667,5.4069,6.1188,4.77946666667,6.59146666667
374.00,7.53741111111,16.2680666667,6.92633333333,15.295,3.99953333333,5.3537,6.05346666667,4.7026,6.46426666667
374.37,7.50357777778,16.3289333333,6.91266666667,15.2888,3.90813333333,5.31116666667,5.98813333333,4.65506666667,6.40116666667
374.73,7.50076666667,16.3484666667,6.90153333333,15.2806666667,3.91386666667,5.30573333333,5.9698,4.63606666667,6.37706666667
375.09,7.41541111111,16.2747333333,6.80833333333,15.2351333333,3.8382,5.19836666667,5.8466,4.55633333333,6.23726666667
375.45,7.54324444444,16.4454666667,6.971,15.4182,3.93293333333,5.31166666667,5.9548,4.6926,6.34473333333
375.81,7.61405555556,16.567,7.03486666667,15.4896,4.01046666666,5.38683333333,5.99753333333,4.77726666667,6.36776666667
376.18,7.57114444444,16.5643333333,6.9582,15.4724666666,3.96353333333,5.36406666667,5.9174,4.74133333333,6.33033333333
376.54,7.58114444444,16.5686,6.95,15.5138666667,3.95186666667,5.3576,5.93286666667,4.75093333333,6.35363333333
376.90,7.5519,16.5432,6.89413333333,15.5396,3.92546666667,5.31693333333,5.88486666667,4.69086666667,6.35516666667
377.26,7.62304444445,16.638,6.94413333333,15.6046666667,4.0284,5.3671,5.91133333333,4.79273333333,6.40203333333
377.63,7.66687777778,16.67,6.93493333333,15.6464,4.02166666667,5.3933,5.8752,4.83286666667,6.32813333333
377.99,7.72045555556,16.7776666667,6.96533333333,15.7353333333,4.05033333334,5.41456666667,5.87826666667,4.93506666667,6.36256666667
378.35,7.80505555555,16.847,7.00073333333,15.7986,4.1638,5.49293333333,5.9866,5.02053333333,6.45433333333
378.71,7.91297777778,16.9870666667,7.09913333333,15.9394666667,4.27966666667,5.6282,6.12193333334,5.17353333333,6.60533333333
379.07,7.91466666667,17.0498666667,7.09186666667,15.9418,4.30466666667,5.6631,6.15066666667,5.17746666667,6.6628
379.44,7.92582222222,17.0466,7.03986666667,15.9631333333,4.32693333333,5.66436666667,6.193,5.23186666667,6.6852
379.80,7.89708888889,17.0300666667,6.97433333333,16.0071333334,4.29466666666,5.63453333333,6.17833333333,5.20513333333,6.67123333333
380.16,7.9383,17.0884666667,7.05526666667,16.1211333333,4.37826666667,5.67496666667,6.25706666667,5.28326666666,6.72933333333
380.52,8.04191111111,17.2618,7.11826666667,16.2762666667,4.51586666667,5.79783333333,6.3718,5.42093333333,6.83486666667
380.88,8.07265555556,17.3441333333,7.16813333333,16.3266,4.57053333333,5.82826666667,6.43433333333,5.47533333334,6.86273333333
381.24,8.05304444444,17.3804666667,7.17013333333,16.3483333333,4.544,5.81473333333,6.44926666667,5.45046666667,6.84883333333
381.61,7.96475555555,17.3803333333,7.0646,16.3201333333,4.4712,5.72923333333,6.3992,5.37573333333,6.81686666667
381.97,8.12652222222,17.5250666667,7.24946666667,16.5300666667,4.6462,5.89766666667,6.58253333333,5.51733333333,6.98926666667
382.33,8.05867777778,17.5262,7.18573333333,16.5557333333,4.5698,5.80403333333,6.492,5.4526,6.91486666667
382.69,7.95931111111,17.4834666666,7.09333333333,16.5793333333,4.46406666667,5.69646666667,6.399,5.3608,6.79463333333
383.05,8.0247,17.5759333333,7.15606666667,16.7066,4.51513333333,5.73573333334,6.46373333333,5.42406666667,6.86196666667
383.41,8.00006666667,17.6254666667,7.1894,16.7380666667,4.52173333333,5.73926666667,6.4614,5.40466666667,6.81933333333
383.77,8.0665,17.7462,7.3004,16.8272666667,4.59073333333,5.80106666667,6.5396,5.48646666667,6.91453333333
384.14,8.06216666667,17.7939333333,7.27706666667,16.8133333333,4.54293333333,5.7781,6.5584,5.45986666667,6.87996666667
384.50,7.98115555555,17.7759333333,7.19026666667,16.8054,4.43646666667,5.69303333334,6.44013333333,5.3428,6.77916666667
384.86,8.00896666667,17.8746666667,7.19393333333,16.8476,4.42,5.6932,6.45113333333,5.36053333333,6.75093333333
385.22,7.94266666667,17.8938,7.10973333333,16.8719333333,4.35086666667,5.6367,6.37873333333,5.32686666667,6.65176666667
385.58,8.04871111111,17.9952666667,7.22506666667,17.0078666667,4.45633333333,5.74956666667,6.4798,5.4574,6.75716666667
385.94,8.06772222222,18.0832666667,7.20146666667,17.0492666667,4.4598,5.77103333333,6.478,5.46793333333,6.73906666667
386.30,8.03372222222,18.0836,7.19173333333,17.0735333333,4.4552,5.77973333333,6.50206666667,5.47346666667,6.75033333333
386.66,8.08604444444,18.1672,7.23453333333,17.1084666667,4.49773333333,5.81253333334,6.53226666667,5.50466666667,6.76656666667
387.03,8.11756666666,18.1996,7.26106666667,17.1438,4.5126,5.84946666667,6.54533333333,5.546,6.73536666667
387.39,8.17084444445,18.3015333333,7.2996,17.2443333333,4.54046666667,5.9006,6.60026666667,5.62446666667,6.82376666667
387.75,8.18771111111,18.3048,7.28173333333,17.3219333333,4.52646666667,5.8792,6.61806666667,5.63953333333,6.81383333333
388.11,8.17644444445,18.3266,7.27233333333,17.3844666667,4.52373333333,5.8569,6.60193333333,5.65933333333,6.81776666667
388.47,8.22747777778,18.3586,7.32966666667,17.4096666667,4.56426666667,5.86026666667,6.67353333333,5.7326,6.88946666667
388.83,8.262,18.3955333333,7.363,17.493,4.5862,5.93223333333,6.74413333333,5.7844,6.9309
389.19,8.43537777777,18.5665333333,7.54940000001,17.6728,4.72566666667,6.05943333333,6.92646666667,5.96766666667,7.10593333333
389.55,8.45359999999,18.6458666667,7.623,17.7532666667,4.79293333333,6.09573333333,6.96446666667,5.99313333333,7.1239
389.91,8.42303333333,18.6755333333,7.66219999999,17.8028,4.78593333333,6.07693333333,6.95053333333,5.98413333333,7.1325
390.27,8.55172222223,18.8432666667,7.78553333334,17.9263333333,4.88513333333,6.1697,7.01,6.08653333333,7.23606666667
390.63,8.58603333333,18.9279333333,7.85686666667,18.0381333333,4.936,6.2343,7.08553333333,6.1706,7.29773333333
391.00,8.58857777779,18.9945333334,7.89766666667,18.0906666667,4.94253333333,6.20823333333,7.083,6.1792,7.31646666667
391.36,8.60870000001,19.0596,7.92166666667,18.1130666667,4.93653333333,6.17576666667,7.09646666667,6.16726666667,7.31486666667
391.72,8.57844444444,19.152,7.91533333334,18.1531333333,4.93853333334,6.1809,7.06686666667,6.17093333333,7.29683333334
392.08,8.59871111111,19.2210666667,7.93206666666,18.2242,4.9278,6.18463333333,7.07873333333,6.17166666666,7.28843333334
392.44,8.64803333333,19.3358,8.02266666667,18.3570666667,4.96913333333,6.25736666667,7.12933333333,6.23866666667,7.3109
392.80,8.64744444445,19.393,8.03486666667,18.4197333334,5.004,6.2319,7.14666666667,6.25633333333,7.33780000001
393.16,8.62795555555,19.4006666667,8.02393333333,18.4516,5.00226666667,6.22943333333,7.14733333334,6.20653333334,7.35316666666
393.52,8.65913333333,19.4522666667,8.02960000001,18.4912,5.00213333333,6.22983333333,7.1834,6.22280000001,7.38816666667
393.88,8.66168888889,19.4417333333,7.99926666666,18.4900666667,4.9978,6.22143333334,7.19693333333,6.21546666667,7.38423333333
394.24,8.62085555556,19.4342,7.96206666666,18.4930666667,4.94553333333,6.18786666667,7.17193333333,6.17653333333,7.31496666666
394.60,8.64680000001,19.505,7.99406666667,18.5256666667,4.96506666667,6.19583333333,7.19593333334,6.17826666667,7.329
394.96,8.64026666667,19.507,7.97246666666,18.5808666666,4.96266666667,6.2117,7.23266666667,6.18366666667,7.33773333333
395.32,8.58632222222,19.4842,7.94059999999,18.6021333333,4.91933333334,6.15053333333,7.15866666667,6.13846666667,7.28396666667
395.68,8.64749999999,19.556,8.01500000001,18.7096666667,4.97806666667,6.19166666667,7.2224,6.16200000001,7.36103333333
396.04,8.68201111112,19.6142,8.06559999999,18.7448666667,5.02406666667,6.21876666667,7.25513333333,6.18120000001,7.39923333334
396.40,8.66300000001,19.6518666667,8.03986666667,18.7296,5.00553333333,6.18296666667,7.23073333333,6.13653333334,7.3645
396.76,8.66589999999,19.6868666667,8.05613333333,18.754,4.99746666667,6.186,7.2046,6.13446666667,7.34313333333
397.12,8.67382222223,19.7246,8.07719999999,18.8127333333,4.98833333334,6.1837,7.18433333333,6.14073333333,7.34286666666
397.48,8.6438,19.7596666667,8.05186666666,18.8566666667,4.9576,6.151,7.155,6.098,7.315
397.84,8.66474444444,19.8586,8.09986666667,18.9224666667,4.94286666667,6.1516,7.16526666667,6.1052,7.32713333333
398.20,8.67097777777,19.8882,8.10879999999,18.9492,4.95766666667,6.1574,7.19006666667,6.10313333334,7.34213333334
398.56,8.68826666667,19.9188666667,8.11473333333,18.9944666667,4.98413333333,6.19926666667,7.20386666667,6.10313333333,7.3912
398.92,8.79744444445,20.0758,8.1866,19.0802666667,5.09886666667,6.30766666667,7.29733333333,6.18606666667,7.49293333334
399.28,8.85523333334,20.1548666667,8.2146,19.1554,5.1622,6.36373333333,7.387,6.2298,7.54276666667
399.64,8.80899999999,20.1336666667,8.15600000001,19.1285333333,5.07173333334,6.31723333333,7.35966666667,6.17213333334,7.4972
400.00,8.80770000001,20.1936,8.1696,19.1868666667,5.1102,6.34886666667,7.38286666667,6.19326666667,7.51683333333
400.36,8.73973333334,20.1604,8.12166666667,19.1820666667,5.05506666667,6.28676666667,7.3224,6.12773333334,7.49223333333
400.72,8.70306666667,20.1349333333,8.10353333334,19.1808,5.03066666667,6.2668,7.32066666667,6.07073333333,7.48333333333
401.08,8.62882222223,20.0946666667,8.05133333333,19.1389333333,5.00973333333,6.19976666667,7.27493333333,6.00306666667,7.43466666666
401.44,8.66892222223,20.1674666667,8.09746666667,19.1937333333,5.04086666667,6.23843333333,7.29846666667,6.02653333333,7.4449
401.80,8.63550000001,20.1396666666,8.05040000001,19.1728666667,5.0208,6.23206666666,7.28993333334,5.99266666667,7.4361
402.16,8.68030000001,20.2285333333,8.1232,19.2669333333,5.05533333334,6.25893333333,7.32533333333,6.04433333333,7.46526666667
402.52,8.69232222222,20.2788,8.15066666667,19.3276666667,5.04686666667,6.21866666667,7.31393333333,6.03093333334,7.4416
402.88,8.62674444444,20.2761333333,8.14860000001,19.3567333333,4.975,6.15,7.26733333333,5.97586666667,7.38056666667
403.24,8.624,20.3083333333,8.14746666667,19.3823333333,4.94893333333,6.13033333333,7.2248,5.94566666667,7.36276666667
403.60,8.62055555556,20.34,8.17053333334,19.4047333333,4.95486666667,6.1344,7.22166666667,5.93673333333,7.33276666667
403.95,8.62115555556,20.3640666667,8.18426666666,19.4432666667,4.9202,6.14246666667,7.19586666667,5.9328,7.31163333333
404.31,8.6609,20.4474,8.21326666667,19.4936,4.95173333333,6.1914,7.23813333333,5.97646666667,7.32463333333
404.67,8.70687777777,20.5486666667,8.25313333333,19.5674,4.98693333333,6.2271,7.263,6.00413333333,7.3599
405.03,8.7708,20.6624666667,8.31180000001,19.6269333333,5.0026,6.29763333333,7.32586666667,6.05773333334,7.40746666667
405.39,8.77879999999,20.6989333333,8.3136,19.6714,5.01113333333,6.3176,7.3588,6.08173333333,7.44003333333
405.75,8.75297777777,20.7434,8.32560000001,19.6929333333,4.99633333333,6.2741,7.32846666667,6.03126666667,7.41623333334
406.11,8.74344444444,20.7828,8.31326666667,19.7015333333,4.9798,6.24963333333,7.31333333333,6.00173333333,7.38916666667
406.47,8.73332222222,20.7804,8.30746666667,19.6822666667,4.97013333333,6.24673333333,7.3034,6.0064,7.35539999999
406.83,8.70726666667,20.7569333333,8.27786666666,19.6320666667,4.9306,6.21136666667,7.26133333333,5.95906666666,7.3231
407.19,8.74885555556,20.8378666667,8.32473333333,19.686,4.97526666667,6.26073333333,7.30126666667,5.98493333334,7.36556666666
407.55,8.78748888888,20.9228,8.38319999999,19.7683333333,5.03926666667,6.29636666667,7.355,6.02546666667,7.40646666666
407.90,8.73851111111,20.9022,8.34513333334,19.7422666667,4.9978,6.22963333333,7.303,5.94086666667,7.36403333334
408.26,8.75535555556,20.9376,8.376,19.7860666667,5.0198,6.23826666666,7.32566666667,5.94573333333,7.39183333333
408.62,8.68992222222,20.9118,8.31299999999,19.7476666667,4.93786666667,6.158,7.25373333333,5.87886666666,7.32216666667
408.98,8.64564444445,20.8843333333,8.26786666667,19.712,4.907,6.08956666667,7.19913333333,5.82346666667,7.2709
409.34,8.62968888889,20.9083333333,8.28013333334,19.7082666667,4.87946666667,6.04516666667,7.16186666667,5.767,7.24856666667
409.70,8.6745,20.9666666667,8.3138,19.7812666667,4.9096,6.09003333333,7.19253333333,5.82246666666,7.2601
410.06,8.68858888889,21.0187333333,8.32306666666,19.8410666667,4.92473333333,6.0876,7.2238,5.83233333334,7.30043333333
410.42,8.69195555555,21.0983333333,8.32673333333,19.8850666667,4.9332,6.078,7.2448,5.84420000001,7.33266666666
410.77,8.7608,21.2174666667,8.39366666667,20.0140666667,5.00813333333,6.12093333333,7.31386666667,5.905,7.3908
411.13,8.70674444444,21.2386,8.36466666667,20.0224,4.9764,6.0762,7.2992,5.88113333333,7.35893333334
411.49,8.66282222222,21.1908666667,8.29133333333,19.9592666667,4.91286666666,6.0151,7.2394,5.8132,7.31266666667
411.85,8.73355555555,21.3188,8.35793333334,20.0588666667,4.97033333333,6.06463333333,7.32653333333,5.89039999999,7.39456666666
412.21,8.72737777777,21.3378666667,8.37179999999,20.079,4.9482,6.03093333333,7.32666666667,5.86153333333,7.36216666667
412.57,8.76642222223,21.417,8.43826666667,20.1790666667,4.9878,6.05103333333,7.37373333333,5.91593333334,7.41023333333
412.92,8.78702222221,21.5006,8.45106666666,20.2944,4.9958,6.08026666667,7.40706666667,5.92500000001,7.42123333333
413.28,8.76445555555,21.518,8.40766666666,20.3223333334,4.9738,6.06483333333,7.3774,5.9264,7.38546666667
413.64,8.7753111111,21.5698666667,8.42006666667,20.3829333333,4.9954,6.0665,7.4138,5.95000000001,7.40853333333
414.00,8.77245555555,21.6053333333,8.45960000001,20.4106,5.01033333333,6.1005,7.43286666666,5.96493333334,7.42666666667
414.36,8.72659999999,21.6145333333,8.43226666667,20.4438666666,4.94693333333,6.09036666667,7.39553333333,5.91046666667,7.3783
414.72,8.67589999999,21.6079333333,8.37020000001,20.4038,4.88566666667,6.0697,7.34626666667,5.8694,7.3193
415.07,8.63907777777,21.5671333333,8.32100000001,20.3940666667,4.8254,6.015,7.2888,5.81073333333,7.2431
415.43,8.66159999999,21.6089333333,8.34540000001,20.4294666667,4.83173333333,6.03343333333,7.31506666667,5.85246666667,7.26206666667
415.79,8.65803333333,21.5981333333,8.35966666667,20.4486666667,4.839,6.06243333333,7.32446666667,5.87833333333,7.25953333333
416.15,8.64407777777,21.6137333333,8.33626666667,20.4726666667,4.8382,6.061,7.31166666667,5.88119999999,7.26276666667
416.51,8.72691111111,21.6900666667,8.40193333333,20.537,4.92206666667,6.15033333333,7.3974,5.94686666667,7.33120000001
416.86,8.73547777778,21.6932666667,8.41459999999,20.5258666667,4.91906666667,6.13706666667,7.3872,5.96426666666,7.34460000001
417.22,8.73807777778,21.6991333334,8.42886666667,20.527,4.92746666667,6.13933333333,7.40306666667,5.97593333333,7.34283333334
417.58,8.72941111111,21.7147333333,8.42753333334,20.5336666667,4.912,6.13843333333,7.403,5.96800000001,7.34600000001
417.94,8.72487777779,21.7187333333,8.42213333334,20.5594,4.90526666667,6.12883333333,7.394,5.98086666667,7.32913333334
418.29,8.73843333333,21.7187333333,8.43933333333,20.5669333333,4.9316,6.12973333333,7.40926666667,6.00346666667,7.35206666667
418.65,8.73036666666,21.741,8.44426666666,20.5898666667,4.9336,6.12013333333,7.40693333333,6.00186666667,7.35786666667
419.01,8.77394444444,21.7782,8.48053333334,20.6346,4.97493333333,6.16383333333,7.45153333333,6.06413333334,7.40516666667
419.37,8.75709999999,21.8025333333,8.46873333333,20.6487333333,4.9746,6.15353333333,7.4358,6.06519999999,7.3893
419.73,8.76174444444,21.8379333333,8.46913333333,20.6718,4.98793333333,6.14453333333,7.43293333333,6.06146666667,7.38383333334
420.08,8.79827777779,21.8876666667,8.50853333333,20.7365333333,5.02506666667,6.18426666666,7.473,6.12053333333,7.42083333334
420.44,8.75341111111,21.8541333333,8.47359999999,20.716,4.99226666667,6.14603333333,7.4452,6.10173333333,7.38990000001
420.80,8.77196666667,21.8892,8.49533333333,20.7441333333,5.02013333333,6.17556666667,7.47126666667,6.12253333333,7.4126
421.16,8.77706666667,21.9062666667,8.50573333333,20.7746,5.03126666667,6.17713333333,7.47786666667,6.13520000001,7.42706666667
421.51,8.80453333333,21.9477333333,8.52800000001,20.8207333333,5.06006666667,6.2087,7.49846666667,6.16413333334,7.45076666667
421.87,8.80935555555,21.961,8.51626666667,20.8271333333,5.06226666667,6.20693333333,7.49826666667,6.17073333333,7.45026666666
422.23,8.80366666666,21.9816,8.51593333333,20.8582,5.06346666667,6.20643333333,7.50966666667,6.18766666667,7.44953333333
422.58,8.83496666666,22.0156666667,8.54466666666,20.9117333333,5.0916,6.23736666667,7.5492,6.22673333333,7.48823333333
422.94,8.84328888888,22.0538,8.57006666667,20.9422,5.10793333333,6.2549,7.569,6.244,7.50799999999
423.30,8.88090000001,22.1102,8.60980000001,21.0048,5.14513333333,6.29696666667,7.61626666667,6.28666666667,7.55583333333
423.66,8.88280000001,22.1138666667,8.6212,21.0298666667,5.14353333333,6.30353333333,7.6246,6.2896,7.56373333333
424.01,8.87363333333,22.1385333333,8.61606666666,21.0282666667,5.13293333333,6.29826666667,7.61573333333,6.2748,7.55913333333
424.37,8.89313333333,22.1917333333,8.62913333333,21.0608666667,5.14713333333,6.3091,7.63846666667,6.28613333334,7.58086666667
424.73,8.89633333334,22.223,8.63033333334,21.1040666667,5.14426666667,6.3131,7.64493333333,6.2914,7.58206666667
425.08,8.89020000001,22.236,8.62506666666,21.1243333333,5.13553333333,6.30833333333,7.64793333333,6.29093333333,7.57973333333
425.44,8.85537777779,22.2202666667,8.60213333333,21.1078,5.10786666667,6.26703333334,7.61806666667,6.27826666667,7.54850000001
425.80,8.86185555555,22.2594,8.61846666668,21.1454,5.11253333333,6.2694,7.62353333333,6.28266666666,7.55576666666
426.16,8.89738888889,22.3032666666,8.64833333333,21.1837333333,5.14833333333,6.29003333333,7.6516,6.31086666667,7.59683333333
426.51,8.89153333334,22.3464666667,8.64906666666,21.2084666667,5.1476,6.27616666667,7.64746666667,6.30866666666,7.59103333333
426.87,8.88414444444,22.368,8.63646666667,21.2188666667,5.13866666667,6.26143333333,7.65326666666,6.29653333333,7.59453333334
427.23,8.86466666667,22.3856,8.61833333333,21.2347333333,5.1212,6.23506666667,7.63666666667,6.27460000001,7.56303333333
427.58,8.87684444444,22.435,8.61386666667,21.2606,5.12533333333,6.22593333333,7.6466,6.29140000001,7.56070000001
427.94,8.89865555556,22.4728,8.64686666667,21.3112666667,5.1484,6.23123333333,7.66646666667,6.32100000001,7.57703333333
428.30,8.91446666666,22.5229333333,8.66633333334,21.3759333333,5.15633333333,6.24076666667,7.67313333333,6.33586666666,7.58363333333
428.65,8.91587777779,22.5679333333,8.69380000001,21.4347333333,5.17666666667,6.23623333333,7.70133333333,6.35760000001,7.58560000001
429.01,8.95990000001,22.6517333333,8.74200000001,21.5027333333,5.2128,6.26833333333,7.75506666667,6.4048,7.6252
429.37,9.0137,22.7471333333,8.78866666668,21.5822666667,5.24746666667,6.30056666667,7.82213333333,6.43846666667,7.66833333333
429.72,9.04312222221,22.8083333333,8.82413333333,21.6554,5.2702,6.32943333333,7.8706,6.47640000001,7.71096666666
430.08,9.05845555556,22.8895333333,8.8416,21.7145333333,5.27566666667,6.35536666667,7.88493333333,6.49926666666,7.70393333333
430.44,9.10510000001,22.9652,8.89173333334,21.7878,5.317,6.40583333333,7.93366666667,6.54179999999,7.73303333333
430.79,9.13437777778,23.0369333333,8.93140000001,21.8799333333,5.35153333333,6.44386666667,7.9538,6.57800000001,7.76153333334
431.15,9.16503333334,23.0964666667,8.96433333333,21.9337333333,5.38653333333,6.4699,8.0002,6.61393333334,7.80603333333
431.50,9.17672222221,23.1586,8.98746666667,21.981,5.39713333333,6.49126666667,8.02053333333,6.63420000001,7.83873333333
431.86,9.18101111111,23.1966,8.97253333333,22.0184,5.39253333333,6.50056666667,8.03666666667,6.63446666667,7.86566666667
432.22,9.20020000001,23.2470666667,8.99613333334,22.0714666667,5.4114,6.51456666667,8.05,6.66659999999,7.88533333333
432.57,9.21475555555,23.2798666666,9.00646666666,22.0878666667,5.42813333333,6.53036666667,8.05266666667,6.68120000001,7.90753333333
432.93,9.20875555556,23.307,9.00306666666,22.1064,5.426,6.54036666667,8.0456,6.67266666666,7.90459999999
433.29,9.20431111111,23.3404,9.00053333333,22.135,5.43026666667,6.54283333333,8.04293333333,6.67933333334,7.90010000001
433.64,9.22351111111,23.3990666667,9.01606666667,22.1615333333,5.4526,6.5619,8.06353333333,6.69520000001,7.92250000001
434.00,9.19102222222,23.4010666667,8.99266666665,22.1694,5.4204,6.53706666667,8.0448,6.65893333334,7.89913333333
434.35,9.16493333333,23.399,8.96426666666,22.1824666667,5.39193333333,6.51106666667,8.02613333333,6.63766666667,7.88616666667
434.71,9.16636666666,23.4409333333,8.96179999999,22.2122666667,5.37653333333,6.50136666667,8.03306666667,6.6276,7.8792
435.07,9.16682222223,23.4677333333,8.99413333333,22.2337333333,5.37886666667,6.51476666667,8.03426666667,6.64020000001,7.88999999999
435.42,9.17389999999,23.5190666667,9.01673333334,22.2855333333,5.3792,6.50386666667,8.052,6.6382,7.90083333333
435.78,9.17578888889,23.5608666667,9.04266666667,22.3250666667,5.39893333333,6.51396666667,8.0684,6.6478,7.89293333333
436.13,9.17372222222,23.6199333333,9.04633333333,22.3634666667,5.41286666667,6.5227,8.085,6.64679999999,7.89333333333
436.49,9.19393333333,23.6972666667,9.07160000001,22.4161333333,5.4194,6.54106666667,8.1156,6.66679999999,7.90276666667
436.84,9.23014444445,23.7938,9.11219999999,22.493,5.44986666667,6.56963333333,8.15,6.70620000001,7.93403333334
437.20,9.24718888888,23.8578666667,9.13446666666,22.5438,5.459,6.58493333333,8.1732,6.7198,7.95806666666
437.56,9.21436666666,23.8607333333,9.10106666667,22.5482666667,5.42266666667,6.55106666667,8.1436,6.68053333334,7.9098
437.91,9.26076666667,23.9404,9.14053333333,22.6094,5.4588,6.58216666667,8.19633333333,6.71360000001,7.96153333333
438.27,9.27713333333,23.9724666667,9.18073333333,22.651,5.4712,6.59443333333,8.22366666667,6.73853333333,7.98393333333
438.62,9.27896666666,24.0061333333,9.19513333335,22.6624,5.46993333333,6.58873333333,8.23673333333,6.74219999999,7.99083333333
438.98,9.28644444445,24.0431333333,9.19026666667,22.7016,5.4654,6.5895,8.24326666667,6.73866666666,7.99743333334
439.33,9.30606666667,24.0702666667,9.20373333333,22.7434,5.492,6.62176666667,8.2612,6.77073333333,8.0102
439.69,9.30894444445,24.1032666666,9.2042,22.7707333333,5.48633333334,6.61153333333,8.2614,6.76166666666,8.01186666667
440.04,9.31693333333,24.1148,9.19999999999,22.784,5.47213333333,6.61156666667,8.26073333333,6.75306666667,8.0138
440.40,9.29808888889,24.1024666667,9.18926666667,22.7886666667,5.4634,6.59393333333,8.2506,6.73673333333,8.00736666666
440.75,9.29365555556,24.1142666666,9.18340000001,22.8050666667,5.45026666667,6.57586666667,8.24593333333,6.72006666666,8.00809999999
441.11,9.30517777779,24.128,9.19719999999,22.8452666667,5.47,6.59163333333,8.26466666667,6.72853333333,8.02423333334
441.47,9.34205555556,24.1718666667,9.25126666667,22.9054666667,5.51793333333,6.6401,8.31293333333,6.76746666667,8.07709999999
441.82,9.33385555555,24.1679333334,9.25120000001,22.9354,5.51613333333,6.63266666667,8.30846666667,6.76193333334,8.07239999999
442.18,9.35602222221,24.2254,9.25986666667,22.9664,5.53393333333,6.6521,8.32546666667,6.75679999999,8.07923333333
442.53,9.35884444444,24.2355333333,9.26473333333,22.9967333333,5.5524,6.66773333333,8.33726666667,6.77580000001,8.08803333334
442.89,9.36677777777,24.2593333333,9.28180000001,23.0210666667,5.55826666667,6.6594,8.34533333333,6.77279999999,8.08656666667
443.24,9.35528888888,24.2762666667,9.27913333332,23.025,5.54533333333,6.65096666667,8.34773333333,6.76166666666,8.08189999999
443.60,9.36629999999,24.3023333333,9.29486666666,23.0681333333,5.555,6.675,8.36453333334,6.78306666666,8.09333333333
443.95,9.34958888889,24.3072666667,9.30919999999,23.0836,5.5486,6.6646,8.36413333333,6.77440000001,8.07976666666
444.31,9.35599999999,24.3325333333,9.31146666667,23.1054666667,5.5366,6.66353333333,8.35466666667,6.76806666667,8.0834
444.66,9.34160000001,24.3222666667,9.31113333333,23.1109333333,5.53706666667,6.6694,8.35766666667,6.76066666667,8.0782
445.02,9.3481,24.3519333333,9.31486666667,23.1284,5.5224,6.65806666667,8.35026666667,6.74806666667,8.07733333333
445.37,9.32408888888,24.3568,9.28846666668,23.1146666667,5.50073333334,6.62713333333,8.32573333333,6.72346666667,8.05829999999
445.72,9.33931111111,24.3916666667,9.30473333333,23.1328666667,5.50966666667,6.64316666667,8.3274,6.73546666667,8.06273333334
446.08,9.31927777778,24.3655333333,9.28366666667,23.1187333333,5.48586666667,6.6205,8.31193333333,6.72926666666,8.05660000001
446.43,9.3462,24.4014,9.30766666667,23.1494666667,5.50686666667,6.64913333333,8.33246666667,6.7456,8.087
446.79,9.35199999999,24.4118,9.30639999999,23.1669333333,5.51426666667,6.65996666667,8.339,6.74780000001,8.10206666667
447.14,9.34902222222,24.4113333333,9.30213333333,23.1832,5.5076,6.6529,8.33893333333,6.73673333334,8.11149999999
447.50,9.36047777778,24.4177333333,9.31626666667,23.1898666667,5.5134,6.6503,8.3544,6.73426666667,8.12666666667
447.85,9.37620000001,24.4187333333,9.32806666666,23.2126,5.52933333333,6.66293333333,8.36266666667,6.74479999999,8.14673333333
448.21,9.38823333333,24.4324,9.33226666667,23.236,5.54586666667,6.68036666667,8.3912,6.75433333333,8.162
448.56,9.41614444444,24.4550666667,9.35906666666,23.258,5.56753333333,6.6962,8.42233333333,6.77993333333,8.18910000001
448.92,9.41921111111,24.438,9.36539999999,23.2512666667,5.58946666667,6.7054,8.4414,6.79553333333,8.20266666667
449.27,9.41627777778,24.4306666667,9.37726666667,23.2688,5.5782,6.69913333333,8.44526666667,6.79326666667,8.19973333334
449.62,9.41848888888,24.4266666667,9.38613333332,23.2904666667,5.58433333333,6.70203333333,8.45773333334,6.7876,8.20596666666
449.98,9.4435,24.4546,9.40566666667,23.3351333333,5.61273333333,6.72736666667,8.48806666667,6.8004,8.2252
450.33,9.42668888888,24.4337333333,9.38766666666,23.3302666667,5.59053333333,6.70456666667,8.46693333333,6.77506666666,8.20123333333
450.69,9.41896666666,24.446,9.38413333333,23.3427333333,5.5802,6.69586666667,8.4756,6.76946666667,8.19093333333
451.04,9.4382888889,24.4695333333,9.39873333334,23.3489333333,5.6082,6.72073333333,8.49233333333,6.79200000001,8.19683333333
451.40,9.45882222222,24.5020666667,9.41513333333,23.3794666667,5.6346,6.73883333333,8.51373333333,6.81060000001,8.21973333333
451.75,9.47304444444,24.5258666667,9.42599999999,23.3990666667,5.6382,6.7589,8.54073333333,6.8216,8.24703333334
452.10,9.50435555556,24.5662,9.48246666667,23.4434,5.6692,6.79116666667,8.56873333334,6.84433333333,8.28343333333
