wavelength,Back_CamPaum,Belly_CamPaum,Breast_CamPaum,Crissum_CamPaum,Crown_CamPaum,DorTail_CamPaum,Rump_CamPaum,Throat_CamPaum,WingTip_CamPaum
543.12,11.6121444444,36.0772,12.2990666667,31.5049333333,6.94726666667,8.35513333333,11.1750666667,8.49953333334,10.3904
543.46,11.6154333333,36.1016666667,12.3079333333,31.5235333333,6.945,8.36533333333,11.1875333333,8.49879999999,10.3950666667
543.81,11.6443777778,36.1514666667,12.3326666667,31.5736,6.97793333333,8.39833333333,11.2146,8.52393333334,10.4166333333
544.15,11.6717222222,36.1872,12.36,31.6164666667,6.99966666667,8.43566666667,11.2452,8.54113333333,10.4455666667
544.49,11.7150222222,36.2632666667,12.4154666667,31.696,7.033,8.4694,11.2966,8.59560000001,10.4857
544.84,11.7479222222,36.3392666667,12.4599333333,31.7760666667,7.0588,8.50613333333,11.3269333333,8.62746666667,10.5155333333
545.18,11.77,36.4189333333,12.4807333333,31.835,7.05846666667,8.52566666667,11.3474,8.63373333333,10.5347
545.52,11.7877777778,36.4790666667,12.5241333333,31.8824666667,7.07873333333,8.55073333333,11.3701333333,8.65233333333,10.5654
545.87,11.8011444444,36.5514666667,12.5327333333,31.9412,7.07786666667,8.5612,11.3792,8.65546666666,10.5699666667
546.21,11.8087666667,36.601,12.5396666667,31.9781333333,7.0762,8.5606,11.3852,8.65893333333,10.5782
546.55,11.8090111111,36.6216,12.5325333333,31.9879333333,7.07966666667,8.56513333333,11.3734,8.65493333334,10.5680666667
546.90,11.8306222222,36.7058,12.5702,32.0649333333,7.10146666667,8.5961,11.4130666667,8.6822,10.6047666667
547.24,11.8438,36.7648,12.5856666667,32.1002666667,7.10613333333,8.5824,11.428,8.68400000001,10.6119333333
547.58,11.8622777778,36.8181333333,12.6122666667,32.1359333333,7.11226666667,8.59173333333,11.4457333333,8.68860000001,10.6426666667
547.92,11.9139,36.9040666667,12.6714666667,32.2244,7.15653333333,8.6251,11.4963333333,8.75086666667,10.691
548.27,11.8892777778,36.9346666667,12.6404666667,32.2349333333,7.1246,8.60046666667,11.4694,8.72273333334,10.6563666667
548.61,11.8753777778,36.9544,12.6372666667,32.2445333333,7.11786666667,8.58,11.4759333333,8.70439999999,10.6441
548.95,11.9004666667,37.0058,12.6694,32.2987333333,7.1316,8.59026666667,11.4883333333,8.72306666667,10.6525
549.29,11.9327222222,37.0632666667,12.6942,32.3638666667,7.16273333333,8.6263,11.5208,8.7572,10.6795
549.64,11.9310888889,37.105,12.7110666667,32.3883333333,7.15173333333,8.6126,11.5222666667,8.74286666667,10.6824
549.98,11.9512666667,37.1352,12.7392,32.4406666667,7.15893333333,8.63763333333,11.5426,8.75266666667,10.6905
550.32,11.9817111111,37.193,12.7806666667,32.4892666667,7.18813333333,8.66423333333,11.6018666667,8.78686666666,10.7435333333
550.66,12.0170666667,37.2135333333,12.7795333333,32.5172,7.19406666667,8.67706666667,11.5953333333,8.77846666666,10.7407666667
551.01,12.0338444444,37.2726666667,12.7797333333,32.5602,7.21866666667,8.714,11.6069333333,8.80320000001,10.7470666667
551.35,12.0242888889,37.2694,12.7811333333,32.5412,7.20673333333,8.70906666667,11.6194,8.80460000001,10.7219
551.69,12.0141666667,37.2578,12.7603333333,32.5207333333,7.20673333334,8.68226666667,11.5968666667,8.7904,10.7123666667
552.03,12.1262222222,37.3679333333,12.8684666667,32.6064,7.27473333333,8.75696666667,11.6882666667,8.86186666667,10.8054666667
552.38,12.1687444445,37.4368666667,12.8958666667,32.6727333333,7.30366666667,8.7937,11.7128666667,8.89146666667,10.8348
552.72,12.1773333333,37.4762,12.8888666667,32.7117333333,7.29773333333,8.80133333333,11.7127333333,8.897,10.8280666667
553.06,12.1631555555,37.4715333333,12.8906,32.7114,7.27286666667,8.78693333333,11.7002666667,8.86880000001,10.8058
553.40,12.1543666666,37.5026,12.8756,32.7177333333,7.2612,8.7817,11.7036666667,8.86126666667,10.8015333333
553.74,12.1589111111,37.5511333333,12.8654,32.7320666667,7.2484,8.793,11.6834666667,8.84426666667,10.8005666667
554.09,12.1925888889,37.6008,12.9021333333,32.7928666667,7.26606666667,8.8163,11.6956,8.85860000001,10.8332
554.43,12.1684333333,37.6074,12.9002,32.7912666667,7.24326666667,8.79093333333,11.6782666667,8.84973333333,10.8050333333
554.77,12.1911888889,37.6257333333,12.9459333333,32.8488,7.271,8.82026666667,11.6986,8.86346666667,10.8359666667
555.11,12.2189111111,37.6811333333,12.9490666667,32.8880666667,7.27,8.8243,11.6932,8.88106666667,10.8558333333
555.45,12.2160111111,37.7404666667,12.932,32.9230666667,7.23953333333,8.83233333333,11.6719333333,8.87419999999,10.8551333333
555.80,12.1130555556,37.6946666667,12.847,32.9043333333,7.163,8.74176666667,11.5702666667,8.79793333334,10.7384333333
556.14,12.1008888889,37.6381333333,12.8222666667,32.8551333333,7.13633333333,8.7305,11.5464,8.77393333333,10.7267333333
556.48,12.0731,37.6415333333,12.8078666667,32.8373333333,7.11893333333,8.7096,11.5243333333,8.75153333333,10.7017
556.82,12.0847555555,37.6928,12.8094,32.8712,7.1284,8.70056666667,11.5296666667,8.77833333333,10.7212
557.16,12.1300777778,37.7205333333,12.8624666667,32.9254,7.1764,8.76213333333,11.5604,8.82433333333,10.7495666667
557.50,12.2257,37.8084,12.9516,33.0051333333,7.26253333333,8.8446,11.6553333333,8.92679999999,10.8215333333
557.85,12.2389777778,37.8376666667,12.9586666667,33.0162,7.2506,8.85313333333,11.6512,8.93506666666,10.7982333333
558.19,12.2511888889,37.8959333333,12.979,33.0472666667,7.27286666667,8.86906666667,11.6699333333,8.93140000001,10.8283
558.53,12.2334666667,37.9102,12.9340666667,33.0564,7.2288,8.83293333333,11.6545333333,8.91666666667,10.8089333333
558.87,12.2027,37.9210666667,12.8993333333,33.0732666667,7.2132,8.81249999999,11.6331333333,8.86819999999,10.7794
559.21,12.2170111111,37.9119333333,12.9201333333,33.0926666667,7.2162,8.81426666667,11.6545333333,8.84426666667,10.7603
559.55,12.2723777778,37.9336666667,12.9520666667,33.0752666667,7.27506666667,8.88313333333,11.7286,8.90606666667,10.8444666667
559.89,12.2787,38.0408666667,12.9598,33.1381333333,7.27993333333,8.88063333333,11.7516666667,8.93446666666,10.8494666667
560.23,12.2839555556,38.051,12.9578,33.1556666667,7.2832,8.88309999999,11.7711333333,8.92539999999,10.8771666667
560.58,12.2428333333,38.0282666667,12.9295333333,33.0908,7.2524,8.86493333333,11.7458666667,8.87279999999,10.8522333333
560.92,12.2233555555,38.0492666667,12.9008666667,33.0767333333,7.2224,8.82446666667,11.7318,8.83906666666,10.8528
561.26,12.1548777778,38.044,12.8568666667,33.0705333333,7.1832,8.78133333334,11.692,8.78306666666,10.8123666667
561.60,12.1483444445,38.0719333333,12.8607333333,33.1186666667,7.18886666667,8.7855,11.7314666667,8.76253333333,10.8279666667
561.94,12.1663666667,38.0936666666,12.8912666667,33.1262,7.19626666667,8.83059999999,11.761,8.80533333334,10.8454333333
562.28,12.1975666667,38.1232,12.9482666667,33.1368666667,7.2426,8.88626666667,11.7992666667,8.83453333334,10.8812666667
562.62,12.2214444445,38.1210666667,12.9605333333,33.1098666667,7.2658,8.90596666667,11.8282666667,8.86246666667,10.9164333333
562.96,12.1718888889,38.1086,12.9139333333,33.0795333333,7.22133333333,8.8804,11.8036,8.84346666667,10.8788
563.30,12.1573555556,38.1297333333,12.9171333333,33.0742,7.19033333333,8.86746666667,11.7585333333,8.80493333333,10.8528
563.64,12.1615,38.1132666667,12.9157333333,33.0835333333,7.20353333333,8.89583333333,11.7668,8.8016,10.872
563.99,12.1408777778,38.0610666667,12.9086,33.0169333333,7.19886666667,8.8786,11.7498666667,8.79446666667,10.8469666667
564.33,12.1299222222,38.0800666667,12.8982,33.0037333333,7.202,8.87876666666,11.755,8.79193333334,10.8373
564.67,12.0879333333,38.0782,12.8611333333,32.9916,7.179,8.863,11.732,8.76633333333,10.8062
565.01,12.0740444444,38.0561333333,12.8364666667,32.9772666667,7.1568,8.8514,11.7342666667,8.7666,10.8027333333
565.35,12.0615666667,38.0654666667,12.8084666667,32.9454,7.1606,8.8498,11.7264666667,8.78166666667,10.8038666667
565.69,12.0833333334,38.0697333333,12.8031333333,32.9534,7.1804,8.83989999999,11.7353333333,8.77160000001,10.8066333333
566.03,12.0601888889,38.07,12.7782,32.9231333333,7.17546666667,8.80356666667,11.7321333333,8.76686666666,10.7865666667
566.37,12.0844444445,38.109,12.8118666667,32.9608,7.20346666667,8.81950000001,11.7659333333,8.77993333333,10.8034
566.71,12.1084222222,38.1504,12.8385333333,32.9881333333,7.2452,8.82663333333,11.7882,8.80353333333,10.8486333333
567.05,12.1203666667,38.1866,12.8347333333,33.0214666667,7.27466666667,8.83086666666,11.8265333333,8.82500000001,10.8662333333
567.39,12.1566666667,38.2363333334,12.8759333333,33.0188,7.30653333333,8.83766666666,11.8758,8.85819999999,10.9049333333
567.73,12.1744333333,38.3088,12.8922666667,33.0759333333,7.32886666667,8.85853333334,11.8870666667,8.87833333333,10.9392333333
568.07,12.1740555555,38.2984,12.8822,33.0638,7.33806666667,8.8544,11.8904666667,8.87766666667,10.9413666667
568.41,12.2349777778,38.3098,12.9149333333,33.0813333333,7.4008,8.90343333333,11.9326,8.92726666667,10.9792
568.75,12.2454111111,38.3306666667,12.9396666667,33.084,7.4268,8.89543333333,11.9552666667,8.93286666667,10.9935333333
569.09,12.2456666667,38.3186,12.9295333333,33.0634,7.40973333333,8.87193333334,11.9464,8.91946666667,10.9857666667
569.43,12.1923,38.2966666666,12.8647333333,33.0307333333,7.36786666667,8.83000000001,11.919,8.87026666667,10.9667666667
569.77,12.2421888889,38.3052666667,12.8896666667,33.0634666667,7.39793333333,8.90446666666,11.9501333333,8.90393333334,11.0157666667
570.11,12.2308666667,38.2956666667,12.8711333333,33.0792666667,7.39366666666,8.90269999999,11.9336666667,8.87540000001,11.0024666667
570.45,12.2368555556,38.3084,12.8716,33.0822,7.39766666667,8.92936666667,11.9517333333,8.87500000001,11.0242333333
570.79,12.1786333333,38.2216,12.8168666667,33.0244,7.35133333333,8.87706666667,11.8969333333,8.81186666667,10.9788333333
571.13,12.1494333333,38.1994,12.7933333333,33.0159333333,7.32993333333,8.85850000001,11.8554,8.7796,10.9447
571.47,12.1894333333,38.2188666667,12.8202666667,33.0151333333,7.36866666667,8.90653333334,11.9140666667,8.81273333333,10.9909
571.81,12.2276888889,38.237,12.8603333333,33.0642,7.39546666667,8.94386666667,11.9592666667,8.87073333333,11.0356333333
572.15,12.1947,38.2087333333,12.8585333333,33.0405333333,7.38253333333,8.91406666667,11.9684666667,8.85766666667,11.0534333333
572.49,12.2079777778,38.2253333333,12.8538,33.0490666667,7.39026666667,8.95579999999,11.9898,8.86326666667,11.0758
572.83,12.2052777778,38.2253333333,12.8652,33.0778666667,7.40626666667,8.99,12.0207333333,8.86333333333,11.1021333333
573.17,12.2441222222,38.2688,12.9158666667,33.1132666667,7.45313333333,9.02359999999,12.0646666667,8.9204,11.1280333333
573.51,12.2373,38.3273333333,12.919,33.1290666667,7.4438,8.99659999999,12.0803333333,8.91160000001,11.1281666667
573.85,12.2371444445,38.3708,12.9492666667,33.1348666667,7.4514,8.99173333334,12.101,8.94026666667,11.1656
574.19,12.2659,38.3778,12.9750666667,33.145,7.47253333333,9.00443333333,12.1088666667,8.9652,11.1721333333
574.53,12.3107,38.4546666667,13.0392666667,33.2164666667,7.50853333333,9.04723333334,12.1560666667,9.00986666667,11.2217
574.87,12.3558666667,38.5228666667,13.0769333333,33.2813333333,7.55513333333,9.12299999999,12.2346666667,9.051,11.2876666667
575.21,12.3431555556,38.5568666667,13.1061333333,33.3142666667,7.53906666667,9.10659999999,12.2412666667,9.03773333333,11.2839333333
575.55,12.3495222222,38.587,13.1042,33.3400666667,7.55173333333,9.11583333333,12.25,9.02326666666,11.2924
575.89,12.3801777778,38.6462,13.1266666667,33.4033333333,7.564,9.15650000001,12.2488,9.05026666667,11.2968666667
576.22,12.3940333333,38.6709333333,13.1230666667,33.4128666667,7.56486666667,9.13409999999,12.2436,9.04140000001,11.2939333333
576.56,12.4193222222,38.7419333333,13.1585333333,33.4520666666,7.5846,9.14016666667,12.2524,9.0532,11.3045666667
576.90,12.3863555556,38.7144666667,13.1428666667,33.4474,7.55286666667,9.11766666667,12.2216,9.01793333333,11.2865
577.24,12.3945888889,38.7354,13.1668666667,33.5041333333,7.55973333333,9.1342,12.2351333333,9.03386666666,11.2942
577.58,12.4020333333,38.7444666667,13.1616666667,33.53,7.56473333333,9.15379999999,12.2414,9.03866666667,11.2956
577.92,12.4178,38.7837333333,13.1635333333,33.5758,7.59406666667,9.16893333334,12.2912,9.05613333333,11.3272333333
578.26,12.4552666667,38.8016,13.1718666667,33.5514,7.6176,9.19156666666,12.3348666667,9.08673333333,11.3431333333
578.60,12.4416222222,38.7996666667,13.1525333333,33.5474,7.56686666667,9.13393333333,12.2997333333,9.07153333333,11.3103333333
578.94,12.4332333333,38.7898,13.1002,33.5448666667,7.5486,9.1164,12.2778,9.05973333333,11.2950333333
579.28,12.4709222222,38.8353333333,13.1230666667,33.5529333333,7.5622,9.13213333333,12.3066666667,9.09153333333,11.3363
579.61,12.4815111111,38.8967333333,13.1523333333,33.5822666667,7.5868,9.10699999999,12.3448666666,9.09333333333,11.3576
579.95,12.5422,38.9692,13.2388666667,33.6704666667,7.63646666667,9.16496666667,12.407,9.14766666666,11.4041
580.29,12.5386222222,38.9741333333,13.2502,33.6614666667,7.65446666667,9.17806666666,12.4283333333,9.15579999999,11.4245666667
580.63,12.5634777778,38.9687333333,13.2505333333,33.6484,7.67073333333,9.18800000001,12.4480666667,9.15100000001,11.4493333333
580.97,12.5686666667,38.9332,13.2405333333,33.5732,7.6828,9.19440000001,12.4277333333,9.119,11.4545
581.31,12.6363,39.0283333333,13.3052666667,33.6446666667,7.72626666666,9.26386666667,12.4915333333,9.18720000001,11.5161
581.65,12.6796111111,39.1015333333,13.3603333333,33.7004666667,7.77913333333,9.31143333334,12.5393333333,9.22413333333,11.5644333333
581.98,12.7375111111,39.2056,13.4236,33.8024666666,7.82746666667,9.36279999999,12.5867333333,9.29346666666,11.6412666667
582.32,12.8051777778,39.2404666667,13.5028666667,33.8475333333,7.92546666667,9.45523333333,12.6623333333,9.36713333334,11.7318333333
582.66,12.8143444445,39.2216,13.5296666667,33.8569333333,7.96013333333,9.47219999999,12.6936666667,9.37606666667,11.7541
583.00,12.7685222222,39.2103333333,13.5045333333,33.859,7.9236,9.4463,12.6633333333,9.32073333333,11.7144666667
583.34,12.7795111111,39.1946,13.5173333333,33.8396666667,7.8814,9.47673333334,12.6807333333,9.30140000001,11.6951
583.68,12.7131777778,39.1449333333,13.4831333333,33.7736666667,7.85373333333,9.41640000001,12.6348,9.2508,11.6605333333
584.01,12.7399222222,39.1436,13.4826,33.7750666667,7.85573333333,9.38576666666,12.6165333333,9.236,11.6491666667
584.35,12.8072333333,39.2478666666,13.5478666667,33.8825333333,7.9154,9.47776666667,12.7,9.30293333334,11.7297
584.69,12.8102777778,39.251,13.5713333333,33.9232,7.90393333333,9.45986666667,12.7234666667,9.30553333334,11.7248
585.03,12.8022333333,39.2067333333,13.5587333333,33.8970666667,7.88366666667,9.43216666667,12.6863333333,9.26993333334,11.6696666667
585.37,12.7652777778,39.1646,13.5512,33.8408666667,7.82933333333,9.39489999999,12.6434,9.24166666667,11.6210333333
585.70,12.7716444444,39.1847333333,13.5508666667,33.8817333333,7.82826666667,9.42496666667,12.6634666667,9.21373333333,11.6248666667
586.04,12.7352444445,39.1526,13.5326,33.8566,7.7954,9.39456666666,12.6234,9.17153333333,11.5685666667
586.38,12.7790666667,39.1778,13.5581333333,33.8524,7.80286666667,9.41373333334,12.6458666667,9.19813333334,11.5812
586.72,12.9161888889,39.2704,13.6646,33.9804666667,7.89373333333,9.52966666666,12.7520666667,9.30186666667,11.6878666667
587.06,12.8786555556,39.2442,13.6198666667,33.9713333333,7.8678,9.50306666666,12.7017333333,9.2866,11.6758333333
587.39,12.9325888889,39.2478,13.633,34.0316666667,7.8834,9.55533333333,12.7468666667,9.34026666666,11.7221333333
587.73,12.9238777778,39.2382,13.6150666667,34.0440666667,7.86373333333,9.5549,12.7546,9.34619999999,11.7427333333
588.07,12.9194666667,39.2266,13.6262,34.0257333333,7.85453333333,9.52920000001,12.7372,9.35880000001,11.7216333333
588.41,13.0135666666,39.3574,13.6803333333,34.1388,7.93366666667,9.62363333333,12.8208,9.43453333333,11.8277
588.74,13.0109555556,39.3117333333,13.6961333333,34.0805333333,7.93413333333,9.6182,12.8498666667,9.42786666667,11.8628
589.08,13.0346888889,39.3172,13.7186666667,34.1223333333,7.91533333334,9.64533333334,12.8720666667,9.43146666666,11.8952333333
589.42,13.0156555556,39.2300666667,13.7236666667,34.0534,7.89273333334,9.63286666667,12.8602666666,9.41799999999,11.8977
589.76,13.0571111111,39.2613333333,13.7304,34.0886666667,7.9088,9.65333333334,12.9044,9.44020000001,11.9520666667
590.09,13.0705,39.3092,13.7484666667,34.1342,7.8938,9.68076666667,12.9005333333,9.44300000001,11.9736
590.43,13.0185,39.2631333333,13.7172666667,34.0970666667,7.84646666667,9.63276666667,12.8679333333,9.38793333333,11.9301333333
590.77,13.1479777778,39.2942666667,13.816,34.1673333333,7.95513333333,9.73430000001,12.9653333333,9.47706666667,12.0440333333
591.11,13.1913666667,39.32,13.8923333333,34.1702666667,8.00886666667,9.81873333334,13.0137333333,9.52026666666,12.1044666667
591.44,13.2846555555,39.3936666667,14.0017333333,34.1998666667,8.0668,9.91796666667,13.1142,9.58940000001,12.1837666667
591.78,13.2888,39.4287333333,14.0134,34.2542666666,8.0338,9.9437,13.1216,9.5596,12.1822666667
592.12,13.2451777778,39.3702666667,13.9764,34.2057333333,7.978,9.90313333332,13.0696666667,9.52353333333,12.1345333333
592.46,13.2846,39.4449333333,14.0362,34.2842666667,8.01793333333,9.94636666667,13.1307333333,9.56666666667,12.1991333333
592.79,13.3040333333,39.44,14.0500666667,34.2618,8.06306666667,9.95426666667,13.1459333333,9.57,12.2295333333
593.13,13.2853666667,39.484,14.0358,34.2855333333,8.01673333333,9.91363333332,13.1091333333,9.54833333333,12.1753
593.47,13.2509777778,39.4339333333,14.0250666667,34.2428,7.9828,9.89736666665,13.0863333333,9.52099999999,12.1338333333
593.80,13.2492777778,39.3761333333,14.0074,34.2,7.9634,9.85963333335,13.0833333333,9.50113333333,12.0911666667
594.14,13.2208444444,39.3249333333,13.9572,34.1232,7.943,9.83149999999,13.072,9.50279999999,12.0837
594.48,13.1548555556,39.3128666667,13.9123333333,34.0982,7.88773333333,9.78750000001,13.0486,9.45046666666,12.0217666667
594.81,13.1428111111,39.2584666667,13.8848,34.0613333333,7.85793333333,9.76309999999,13.0270666667,9.40826666666,12.0060333333
595.15,13.1147777778,39.2372,13.8614,34.0732666667,7.82893333334,9.74303333332,13.0026,9.40900000001,11.9872333333
595.49,13.1100444445,39.1834,13.861,33.99,7.84266666667,9.72616666667,12.9849333333,9.39786666667,12.0059
595.82,13.0987888889,39.1691333333,13.8721333333,33.9926666667,7.82886666667,9.71613333333,12.9873333333,9.38706666667,12.0031
596.16,13.1268555556,39.2042,13.8676666667,34.0284666667,7.84813333333,9.75166666665,12.9967333333,9.40440000001,12.0104666667
596.50,13.0972666666,39.2209333333,13.8364,34.0334666667,7.81273333333,9.74006666666,12.9686,9.38180000001,11.9908333333
596.83,13.0869222222,39.1754,13.8094,34.0162666667,7.82333333334,9.74456666667,12.9571333333,9.36506666667,11.9902
597.17,13.0955,39.216,13.8276,34.0203333333,7.813,9.75516666668,12.9525333333,9.35913333333,11.9976333333
597.51,13.0940222222,39.2643333333,13.8404666667,34.0436,7.82273333333,9.78643333331,12.9682,9.37953333333,12.0348666667
597.84,13.1345111111,39.3427333333,13.92,34.15,7.89346666667,9.84963333331,13.0037333333,9.41853333333,12.1001666667
598.18,13.1600222222,39.4119333333,13.954,34.1984666667,7.91273333333,9.87316666667,13.0062,9.42566666667,12.1153666667
598.52,13.1149777778,39.4882,13.9106,34.2152,7.84753333333,9.81893333332,12.9648666667,9.37539999999,12.0671333333
598.85,13.0936222222,39.4816666667,13.8826666667,34.2087333333,7.84433333333,9.81216666668,12.9293333333,9.35706666666,12.0230666667
599.19,13.1563444444,39.5608,13.8942666667,34.3181333333,7.88013333333,9.86543333334,12.9948666667,9.41586666667,12.0738666667
599.53,13.1866111111,39.5954666667,13.9168666667,34.3373333333,7.91013333333,9.89509999999,13.0104,9.43746666667,12.1156333333
599.86,13.1975555555,39.6444,13.9474,34.3770666667,7.93133333333,9.93053333333,13.0314666667,9.47386666667,12.1693666667
600.20,13.2733444444,39.7128,14.0252,34.4310666667,8.01220000001,10.0358333333,13.1030666667,9.57453333333,12.2342333333
600.53,13.3560777778,39.7954666667,14.1258666667,34.4732666667,8.07413333333,10.0913333333,13.1740666667,9.66413333334,12.3237666667
600.87,13.3719777778,39.8166,14.1402,34.5208666667,8.11006666667,10.0808333333,13.1758666667,9.69239999999,12.3235
601.21,13.3695777778,39.8164666667,14.1384666667,34.5208,8.08826666667,10.0838666667,13.1742,9.686,12.3185
601.54,13.3778666667,39.8337333333,14.1138666666,34.4873333333,8.03226666667,10.0627,13.1600666667,9.6504,12.2786
601.88,13.3759555556,39.7420666667,14.0996,34.4035333333,8.00599999999,10.0588333333,13.1568,9.66153333333,12.3070666667
602.21,13.4188555556,39.7341333333,14.1205333333,34.4170666667,8.04833333333,10.1006666667,13.1863333333,9.72453333333,12.3422666667
602.55,13.4210444445,39.7744,14.1226,34.4408,8.032,10.0968333333,13.1789333333,9.68913333334,12.3619
602.88,13.3874777778,39.7181333334,14.1083333333,34.3800666667,7.98460000001,10.0658333333,13.1342,9.64913333334,12.3269333333
603.22,13.3962222222,39.7332,14.1112,34.3789333333,8.0114,10.0880666667,13.1558,9.66473333333,12.3559333333
603.56,13.3751555556,39.6688,14.082,34.3339333333,7.99746666667,10.0597333333,13.127,9.61906666666,12.3229666667
603.89,13.3652,39.6960666667,14.056,34.3768,7.97073333333,10.034,13.1095333334,9.59006666666,12.3039333333
604.23,13.3122666667,39.6752666667,13.9938666667,34.3448666667,7.93606666667,10.0016333333,13.0672,9.52973333334,12.2491666667
604.56,13.3639111111,39.7550666667,14.0527333333,34.4036666667,7.99053333333,10.0807333333,13.1372666667,9.56406666667,12.3067333333
604.90,13.3894888889,39.8087333333,14.0604,34.4529333333,8.02360000001,10.1029,13.1560666667,9.56300000001,12.3331666667
605.23,13.3734888889,39.797,14.0496666667,34.4592666667,8.03693333334,10.0958,13.1322666667,9.54440000001,12.3253
605.57,13.3716,39.8562666667,14.0503333333,34.5066666667,8.06873333333,10.1321,13.157,9.55893333333,12.3369333333
605.90,13.3726444444,39.905,14.0543333333,34.5482666667,8.07653333334,10.1449666667,13.1632666667,9.5336,12.3498
606.24,13.4049444444,39.9214,14.0761333333,34.5345333333,8.10913333334,10.1742333333,13.1878666667,9.56906666667,12.3662333333
606.58,13.3573222222,39.9464,14.0246666667,34.5297333333,8.08533333334,10.1442333333,13.1522,9.51846666667,12.3396
606.91,13.2967666667,39.9056666667,13.9692666667,34.4808,8.04539999999,10.1086666667,13.0841333333,9.47240000001,12.2577333333
607.25,13.3056,39.9695333333,13.9695333333,34.5162,8.03113333334,10.1076,13.0894666667,9.49360000001,12.2650333333
607.58,13.301,39.9488,13.9602,34.4425333333,8.0054,10.0834666667,13.0644,9.49499999999,12.2511666667
607.92,13.3538111111,40.0075333333,14.0088,34.506,8.05473333334,10.1757666667,13.1247333333,9.54840000001,12.3161
608.25,13.3572666667,39.9818,13.9744,34.4553333333,8.04879999999,10.1722666667,13.0943333333,9.54753333333,12.3344666667
608.59,13.3799111111,39.9708666667,14.0056,34.4302666667,8.07833333333,10.2456,13.129,9.605,12.3753333333
608.92,13.4376555556,39.9719333333,14.0209333333,34.4316666667,8.09826666667,10.3338333333,13.1749333333,9.68706666668,12.4345666667
609.26,13.4357333333,39.9642666667,14.0195333333,34.4113333333,8.07453333334,10.3426333333,13.1598666667,9.70106666666,12.4387666667
609.59,13.4558111111,39.9846666667,14.0135333333,34.3916,8.102,10.4011,13.1713333333,9.74453333332,12.4536666667
609.93,13.5055222222,39.988,14.0566,34.4073333333,8.14046666667,10.4899,13.2093333333,9.80146666667,12.5040666667
610.26,13.5703777778,40.0416,14.1344666667,34.4733333333,8.22833333333,10.6065,13.2785333333,9.903,12.5814333333
610.60,13.6439333333,40.1264666667,14.1804,34.5275333333,8.2574,10.6725666667,13.3520666667,9.9518,12.6726333333
610.93,13.6450222222,40.103,14.1634666667,34.5118,8.28706666666,10.7276,13.3729333333,9.97186666667,12.6705666667
611.27,13.6348,40.1125333333,14.1552666666,34.5564,8.30559999999,10.7624,13.3917333333,9.97660000001,12.6846666667
611.60,13.6409111111,40.0830666667,14.1474,34.5588,8.33413333334,10.7642666667,13.4038,10.0206,12.7180666667
611.93,13.6092777778,40.1008,14.1234,34.6224,8.31900000001,10.7663666667,13.4182,10.0279333333,12.7066333333
612.27,13.5405,40.1208,14.0612666667,34.6178666666,8.29506666666,10.6959,13.3629333333,9.96933333333,12.6423
612.60,13.4922,40.1658,14.046,34.6296,8.27793333334,10.6296,13.3716666667,9.94993333334,12.5944666667
612.94,13.4960555555,40.1947333334,14.0044,34.6731333333,8.29879999999,10.5910666667,13.3630666667,9.93946666668,12.5486
613.27,13.4444111111,40.1011333333,13.9528,34.6355333333,8.278,10.5094333333,13.3282666667,9.88946666665,12.5315
613.61,13.3601222222,40.1196666667,13.8782,34.6687333333,8.2362,10.4216666667,13.2978666667,9.84226666667,12.5050666667
613.94,13.3851555556,40.1224666667,13.8606,34.6378,8.25613333334,10.3696333333,13.3202666667,9.84413333333,12.5051
614.28,13.4103666667,40.1869333333,13.9127333333,34.7036666667,8.31260000001,10.3838666667,13.3473333333,9.90046666666,12.5176666667
614.61,13.4290777778,40.281,13.9371333333,34.7678666667,8.32366666667,10.349,13.3422,9.91353333333,12.5442666667
614.94,13.4268888889,40.2464,13.9422666667,34.7471333333,8.3494,10.3295,13.3705333333,9.92286666665,12.5725666667
615.28,13.4224,40.3202,13.9585333333,34.7282666667,8.34066666666,10.3358666667,13.3808,9.88719999999,12.5592
615.61,13.3923222222,40.2853333333,13.8923333333,34.653,8.31666666666,10.2733,13.3370666667,9.82746666667,12.5121666667
615.95,13.4564888889,40.3433333333,13.9285333333,34.7302,8.34353333334,10.2879333333,13.3876666667,9.85786666665,12.5719666667
616.28,13.5105111111,40.3897333333,13.9782,34.772,8.41166666666,10.3058,13.397,9.89013333335,12.6304333333
616.61,13.5532444445,40.4206666667,13.9991333333,34.7775333333,8.47560000001,10.3376666667,13.4496666667,9.89340000001,12.6974
616.95,13.5707222222,40.5194666667,14.0503333333,34.8290666667,8.48019999999,10.3419,13.4829333333,9.90466666667,12.7048333333
617.28,13.675,40.5801333333,14.1002,34.8951333333,8.58986666667,10.3983333333,13.5659333333,9.95113333334,12.7767666667
617.62,13.6495333333,40.6522666667,14.0826666667,34.9854666667,8.57866666667,10.3906666667,13.5722,9.9128,12.7755
617.95,13.6042,40.6259333333,13.9868,34.9625333334,8.50660000001,10.3290666667,13.5434,9.81933333332,12.7176666667
618.28,13.6745777778,40.636,14.0168,34.9729333333,8.55533333333,10.3971666667,13.6202666666,9.84593333333,12.7722333333
618.62,13.7263222222,40.693,14.0676666667,35.0282666667,8.61080000001,10.4569666667,13.6494666667,9.84286666665,12.7993333333
618.95,13.7923222222,40.7080666667,14.1260666667,35.118,8.67133333333,10.4879666667,13.7075333333,9.88233333333,12.8670666667
