wavelength,Back_ConRuff,Belly_ConRuff,Breast_ConRuff,Crissum_ConRuff,Crown_ConRuff,DorTail_ConRuff,Rump_ConRuff,Throat_ConRuff,WingTip_ConRuff
330.61,6.53033333333,5.55066666667,3.43216666667,3.688,5.60066666667,8.41611111111,6.60975,3.99222222222,6.67755555556
330.98,6.88422222222,5.86222222222,3.67611111111,4.03777777778,5.96177777778,8.67244444444,6.92676388889,4.21033333333,6.89244444444
331.34,6.92011111111,6.12011111111,3.79266666667,3.93422222222,6.13344444445,8.84622222222,7.07552777778,4.31277777778,6.971
331.71,6.89511111111,5.99133333333,3.68572222222,3.87666666667,6.23611111111,8.76477777778,6.95965277778,4.28777777778,6.92766666667
332.08,7.017,5.85577777778,3.68111111111,3.92633333333,6.33633333333,8.83366666667,6.906875,4.21988888889,6.97361111111
332.44,7.25411111111,5.89522222222,4.01261111111,4.12377777778,6.54922222222,9.06666666667,7.03536111111,4.4,7.26994444445
332.81,7.40211111111,5.89044444444,4.11766666667,4.27544444444,6.63822222222,9.07355555555,7.27625,4.51644444445,7.43644444444
333.18,7.01977777778,5.63933333333,3.55188888889,3.685,6.19166666667,8.63911111111,6.90441666667,4.04811111111,6.891
333.54,6.87933333333,5.52355555556,3.42261111111,3.59566666667,5.91211111111,8.66,6.93904166667,3.97811111111,6.63905555556
333.91,6.66066666666,5.02344444444,3.24422222222,3.38922222222,5.732,8.343,6.77856944444,3.81422222222,6.4045
334.28,6.22933333333,4.76588888889,2.85338888889,3.01211111111,5.38644444444,7.87944444444,6.36977777778,3.60266666667,6.02144444444
334.64,6.20022222222,4.84066666667,2.95077777778,3.03866666667,5.46188888889,7.95544444444,6.47851388889,3.79155555556,5.99516666667
335.01,6.41522222222,5.10833333333,3.20472222222,3.34611111111,5.64222222222,8.123,6.72694444444,3.91722222222,6.17138888889
335.38,6.11777777778,4.759,2.97605555556,3.106,5.23288888889,7.72244444444,6.28056944445,3.47988888889,5.78966666667
335.74,6.043,4.71322222222,2.89355555556,2.96644444445,5.02588888889,7.77266666667,6.30172222222,3.47911111111,5.75133333333
336.11,6.00288888889,4.60811111111,2.90566666667,2.95411111111,4.96077777778,7.72344444445,6.36001388889,3.45733333333,5.70683333333
336.47,6.03955555555,4.58355555556,2.85844444444,2.92322222222,4.85911111111,7.653,6.39040277778,3.26222222222,5.626
336.84,5.89833333333,4.48088888889,2.79361111111,2.80966666667,4.705,7.441,6.25605555555,3.01477777778,5.38627777778
337.21,5.97488888889,4.38911111111,2.86472222222,3.05888888889,4.77188888889,7.483,6.3265,3.11555555555,5.51227777778
337.57,5.69411111111,4.06311111111,2.64827777778,2.66288888889,4.43644444444,7.075,5.91079166667,2.79977777778,5.33922222222
337.94,6.01244444444,4.51066666667,2.909,2.85655555556,4.61244444444,7.35666666667,6.082125,3.14244444444,5.58905555556
338.31,6.249,4.61944444444,3.02966666667,3.04322222222,4.61677777778,7.57711111111,6.29158333333,3.32577777778,5.73955555556
338.67,5.95811111111,4.24866666667,2.78127777778,2.64066666667,4.27277777778,7.304,6.0035,2.91633333333,5.53283333333
339.04,5.818,4.15744444444,2.57822222222,2.36,4.06088888889,7.11722222222,5.89881944445,2.80988888889,5.44294444445
339.40,6.19477777778,4.30777777778,2.99366666667,2.81166666667,4.46455555555,7.49422222222,6.33456944444,3.253,5.92627777778
339.77,6.29533333333,4.312,3.24011111111,3.07533333333,4.58377777778,7.56122222222,6.35893055556,3.318,6.0765
340.14,6.42977777778,4.49022222222,3.32444444444,3.17577777778,4.64988888889,7.65288888889,6.43358333333,3.23844444445,6.19066666667
340.50,6.31622222222,4.43455555556,3.19316666667,3.09744444444,4.56677777778,7.48511111111,6.26194444444,3.19322222222,6.12066666667
340.87,6.64766666667,4.75066666667,3.52644444444,3.34288888889,4.92488888889,7.79622222222,6.62118055556,3.71211111111,6.4425
341.23,6.52933333333,4.874,3.45044444444,3.27244444444,4.742,7.62022222222,6.59173611111,3.59011111111,6.29427777778
341.60,6.917,5.53133333333,3.84944444444,3.76911111111,5.26266666667,8.09633333334,7.02904166666,4.00522222222,6.5775
341.96,6.93077777778,5.77922222222,3.84338888889,3.93177777778,5.39633333333,8.10455555556,7.09643055556,4.04366666667,6.67094444444
342.33,7.03466666667,5.85133333333,3.92061111111,4.19311111111,5.59566666667,8.17933333333,7.16472222222,4.17377777778,6.73872222222
342.70,7.28511111111,6.15844444444,4.24055555556,4.57177777778,5.83188888889,8.47388888889,7.41861111111,4.51211111111,6.97666666667
343.06,7.45522222222,6.19955555556,4.30111111111,4.86466666667,6.02666666667,8.60755555555,7.58116666666,4.70122222222,7.12205555556
343.43,7.56811111111,6.41388888889,4.37822222222,4.97955555556,6.15233333333,8.68777777778,7.7955,4.78911111111,7.21338888889
343.79,7.63822222222,6.60422222222,4.38827777778,4.99788888889,6.27844444445,8.67455555555,7.90838888889,4.82122222222,7.28866666667
344.16,7.57455555555,6.44844444444,4.34694444444,4.92,6.10611111111,8.54155555555,7.85586111111,4.81933333333,7.14461111111
344.52,7.61455555555,6.48655555556,4.37805555556,4.87677777778,6.13511111111,8.59444444445,7.94101388889,4.84566666667,7.11677777778
344.89,7.327,6.13166666667,4.09283333333,4.55688888889,5.85333333333,8.30377777778,7.64513888889,4.40366666667,6.85294444444
345.25,7.40611111111,6.10177777778,4.26105555556,4.52922222222,6.01311111111,8.37944444444,7.73959722222,4.42977777778,6.94316666667
345.62,7.28788888889,5.71955555556,4.18461111111,4.31022222222,5.859,8.18466666667,7.67419444444,4.28866666667,6.73327777778
345.99,6.93766666667,5.24633333333,3.88855555556,3.99788888889,5.58877777778,7.897,7.43515277778,4.002,6.366
346.35,6.84477777778,5.10744444444,3.78022222222,3.73311111111,5.46433333333,7.79533333333,7.367,3.77166666667,6.27183333333
346.72,6.80066666667,5.02822222222,3.65866666667,3.67044444445,5.45822222222,7.637,7.41726388889,3.701,6.175
347.08,6.70833333333,4.82644444444,3.61627777778,3.41188888889,5.298,7.50155555556,7.35488888889,3.57477777778,5.96194444445
347.45,6.49288888889,4.45844444444,3.27261111111,3.07722222222,5.00466666667,7.26888888889,7.06072222222,3.26722222222,5.62655555556
347.81,6.24,4.31522222222,3.06194444444,2.81688888889,4.69533333333,7.08133333333,6.84168055556,3.04977777778,5.34483333333
348.18,6.43955555556,4.47077777778,3.02783333333,2.96088888889,4.82588888889,7.22,6.95570833333,3.157,5.49833333333
348.54,6.74955555555,4.72566666667,3.34383333333,3.30633333333,5.00155555556,7.52433333333,7.21606944445,3.39022222222,5.75405555555
348.91,6.85744444444,4.77344444444,3.368,3.41888888889,5.02466666667,7.62166666666,7.30323611111,3.52677777778,5.76594444444
349.27,6.914,4.88455555556,3.27905555556,3.47244444445,5.04711111111,7.63666666667,7.38755555555,3.582,5.68944444445
349.64,6.87188888889,4.79844444444,3.13633333333,3.53244444444,4.96533333333,7.60266666667,7.39668055555,3.48433333333,5.67183333333
350.00,7.11788888889,4.91022222222,3.30233333333,3.60022222222,5.06533333333,7.69633333333,7.56254166667,3.54133333333,5.75661111111
350.37,7.19877777778,4.85044444444,3.27861111111,3.55722222222,4.98255555556,7.63611111111,7.55719444445,3.49211111111,5.67905555555
350.73,7.34088888889,4.91544444444,3.391,3.74033333333,5.04855555556,7.77688888889,7.63718055556,3.65644444444,5.77155555555
351.10,7.50255555556,5.05555555556,3.46244444444,3.88988888889,5.17288888889,7.97177777778,7.71377777778,3.78544444444,5.94133333333
351.46,7.64788888889,5.304,3.54683333333,3.988,5.23622222222,8.02866666666,7.78513888889,3.86755555555,6.11738888889
351.83,7.92777777778,5.38677777778,3.69122222222,4.26188888889,5.414,8.15022222222,7.97740277778,4.01,6.31083333333
352.19,7.92422222222,5.40055555556,3.82377777778,4.27811111111,5.51711111111,8.12788888889,8.06148611111,4.087,6.43383333333
352.55,7.52966666667,4.907,3.33061111111,3.934,5.15044444444,7.65544444444,7.75383333333,3.77933333333,6.06488888889
352.92,7.38077777778,4.86355555556,3.213,3.82488888889,5.03622222222,7.49366666667,7.61695833333,3.603,5.89138888889
353.28,7.44322222222,4.88666666667,3.342,3.93844444444,5.10055555556,7.62255555556,7.69866666667,3.70844444444,5.96761111111
353.65,7.54844444444,5.006,3.4025,3.94766666667,5.13655555555,7.65666666666,7.72008333333,3.78111111111,5.96944444445
354.01,7.62188888889,5.08966666667,3.46944444444,4.032,5.19055555555,7.74044444444,7.81269444444,3.86044444444,6.0895
354.38,7.73266666666,5.34311111111,3.716,4.21255555555,5.40533333333,7.86833333333,8.04165277778,4.05333333333,6.30033333333
354.74,7.49155555555,5.22122222222,3.62655555556,3.93122222222,5.30911111111,7.70166666667,7.91438888889,3.82233333333,6.17194444444
355.11,7.23722222222,5.07311111111,3.43833333333,3.68055555556,5.08644444444,7.40255555556,7.68273611111,3.50988888889,5.94616666667
355.47,7.13411111111,4.88355555556,3.48794444444,3.63877777778,5.06377777778,7.32911111111,7.71251388889,3.475,5.84977777778
355.83,7.13144444444,4.83922222222,3.54066666667,3.651,5.10677777778,7.35233333333,7.77108333333,3.51833333333,5.87333333333
356.20,6.87777777778,4.64844444444,3.32,3.46,4.88933333333,7.16066666667,7.61238888889,3.35088888889,5.55127777778
356.56,7.083,4.91777777778,3.56227777778,3.59688888889,5.13311111111,7.36944444444,7.78794444444,3.46066666667,5.69
356.93,7.23366666667,4.90755555556,3.67361111111,3.74377777778,5.26788888889,7.50255555556,8.02463888889,3.57966666667,5.82361111111
357.29,7.20655555555,4.78244444444,3.63077777778,3.64588888889,5.23,7.37855555556,7.96805555556,3.48866666667,5.73494444444
357.66,7.20166666667,4.852,3.67188888889,3.67522222222,5.24788888889,7.337,8.02298611111,3.46244444445,5.80416666667
358.02,6.97044444445,4.68233333333,3.47138888889,3.465,5.01066666667,7.15177777778,7.85927777778,3.29511111111,5.58072222222
358.38,6.93655555555,4.67077777778,3.38861111111,3.42077777778,4.991,7.14611111111,7.807875,3.374,5.53555555556
358.75,7.03577777778,4.64822222222,3.40544444444,3.50044444444,4.97911111111,7.29233333333,7.85968055556,3.41811111111,5.53627777778
359.11,7.18755555556,4.775,3.54711111111,3.67055555555,5.15988888889,7.48388888889,8.06504166667,3.63188888889,5.63616666667
359.48,7.20388888889,4.78544444444,3.46116666667,3.739,5.20488888889,7.513,8.08526388889,3.67988888889,5.60266666667
359.84,7.12544444445,4.64322222222,3.37294444444,3.584,5.11322222222,7.48388888889,8.01634722222,3.61522222222,5.47694444445
360.20,7.25333333333,4.70477777778,3.43755555556,3.626,5.18233333334,7.52088888889,8.06056944444,3.67477777778,5.63044444444
360.57,7.19966666667,4.71266666667,3.35733333333,3.55211111111,5.11233333334,7.45111111111,8.06676388889,3.63488888889,5.63572222222
360.93,7.12833333333,4.72877777778,3.37755555556,3.50544444444,5.05311111111,7.45155555556,7.97444444445,3.66777777778,5.63988888889
361.29,7.08977777778,4.66344444444,3.35294444444,3.44166666667,4.99944444444,7.42277777778,7.95013888889,3.59888888889,5.64433333333
361.66,7.15011111111,4.66788888889,3.36211111111,3.43855555555,5.02966666667,7.46766666667,8.01775,3.68277777778,5.69672222222
362.02,7.28488888889,4.67922222222,3.49711111111,3.55277777778,5.15466666667,7.54022222222,8.06901388889,3.74622222222,5.84338888889
362.39,7.28522222222,4.63944444444,3.50144444444,3.57422222222,5.14633333333,7.50988888889,8.07575,3.65866666667,5.82572222222
362.75,7.41155555556,4.74866666667,3.60594444444,3.67422222222,5.28744444444,7.494,8.137,3.81522222222,5.93538888889
363.11,7.35855555555,4.63944444444,3.59744444444,3.67855555556,5.23755555555,7.41577777778,8.10777777778,3.731,5.93394444445
363.48,7.418,4.64855555556,3.65677777778,3.68777777778,5.22522222222,7.45288888889,8.08173611111,3.70722222222,5.99116666667
363.84,7.33577777778,4.60111111111,3.49061111111,3.61644444444,5.089,7.31466666667,7.98905555556,3.63466666667,5.93394444444
364.20,7.26388888889,4.53488888889,3.40088888889,3.59911111111,5.04377777778,7.25322222222,7.98313888889,3.59522222222,5.81888888889
364.57,7.29666666667,4.52288888889,3.4615,3.72488888889,5.13011111111,7.32522222222,8.03683333333,3.64788888889,5.81572222222
364.93,7.40922222222,4.59222222222,3.5505,3.82966666667,5.20877777778,7.39144444445,8.14155555556,3.63855555555,5.87261111111
365.29,7.59422222222,4.84522222222,3.67822222222,4.08133333333,5.41666666667,7.54522222222,8.30161111111,3.81166666667,6.04188888889
365.66,7.63177777778,4.81211111111,3.68616666667,4.14722222222,5.47144444444,7.53588888889,8.29718055556,3.77144444444,6.04166666667
366.02,7.62644444445,4.88333333333,3.67244444444,4.15577777778,5.483,7.55211111111,8.34061111111,3.76355555556,6.06016666667
366.38,7.65033333333,4.97688888889,3.69177777778,4.24822222222,5.52511111111,7.55188888889,8.35133333333,3.80166666667,6.09266666667
366.75,7.54622222222,4.92066666667,3.48988888889,4.13322222222,5.35022222222,7.43466666667,8.24706944445,3.60055555555,6.01888888889
367.11,7.67022222222,5.09022222222,3.5685,4.22833333333,5.45444444445,7.51533333333,8.3345,3.77633333333,6.122
367.47,7.67322222222,5.11066666667,3.57205555556,4.22988888889,5.48144444445,7.46222222222,8.36997222222,3.82588888889,6.154
367.84,7.93644444444,5.39355555556,3.94066666667,4.50277777778,5.84711111111,7.66744444444,8.62216666667,4.05366666667,6.37161111111
368.20,7.98066666667,5.45877777778,4.0175,4.49677777778,5.85133333333,7.72677777778,8.58086111111,4.04366666667,6.38211111111
368.56,7.94233333333,5.34766666667,3.98277777778,4.34011111111,5.70111111111,7.62488888889,8.48448611111,3.97188888889,6.32244444444
368.93,7.97466666667,5.39488888889,3.99533333333,4.30777777778,5.75711111111,7.579,8.53045833333,3.90633333333,6.37588888889
369.29,7.82322222222,5.165,3.78938888889,4.09533333333,5.49322222222,7.42811111111,8.377125,3.73511111111,6.16716666667
369.65,7.77922222222,5.20155555556,3.81494444444,4.12011111111,5.46433333333,7.47477777778,8.37883333333,3.75111111111,6.15311111111
370.01,7.75477777778,5.347,3.81911111111,4.10666666667,5.495,7.44011111111,8.378,3.829,6.08094444445
370.38,7.75511111111,5.38888888889,3.89544444444,4.06377777778,5.52733333333,7.49866666667,8.44369444444,3.88055555555,6.11594444444
370.74,7.979,5.58844444444,4.10716666667,4.24188888889,5.72822222222,7.70611111111,8.68609722222,4.03088888889,6.267
371.10,8.02811111111,5.54655555556,4.07461111111,4.221,5.62722222222,7.73755555555,8.68806944444,3.95011111111,6.19711111111
371.46,8.03455555555,5.49911111111,4.03094444444,4.18066666667,5.62455555556,7.74744444444,8.68425,3.873,6.12238888889
371.83,7.91622222222,5.39377777778,3.80472222222,4.00344444444,5.40622222222,7.66688888889,8.559,3.70455555556,5.97894444444
372.19,7.93522222222,5.50344444444,3.86233333333,4.02822222222,5.45955555555,7.72911111111,8.63859722222,3.77455555556,6.01127777778
372.55,8.17211111111,5.73077777778,4.08133333333,4.265,5.73366666667,7.99677777778,8.81438888889,3.99622222222,6.24277777778
372.92,8.11955555555,5.71944444444,4.02333333333,4.28811111111,5.70877777778,8.00133333334,8.75323611111,4.06944444444,6.14227777778
373.28,8.24744444445,5.865,4.18527777778,4.49866666667,5.90122222222,8.13633333333,8.87941666667,4.194,6.33444444444
373.64,8.24477777778,5.81722222222,4.1325,4.44855555556,5.94011111111,8.09888888889,8.89138888889,4.14433333333,6.29866666667
374.00,8.38433333334,5.809,4.21805555556,4.563,5.99744444444,8.182,9.00570833333,4.155,6.45966666667
374.37,8.45944444445,5.81822222222,4.221,4.64455555556,6.01911111111,8.25088888889,9.044,4.17466666667,6.517
374.73,8.28566666667,5.64944444444,4.08933333333,4.51877777778,5.95377777778,8.07377777778,8.89118055556,4.03122222222,6.35205555556
375.09,8.19811111111,5.59777777778,3.99338888889,4.52444444445,6.04544444445,7.99444444444,8.84829166667,4.04433333333,6.37811111111
375.45,8.24077777778,5.74166666667,4.08105555556,4.61088888889,6.14222222222,8.03177777778,8.92008333333,4.19233333333,6.50538888889
375.81,8.27788888889,5.78066666667,4.18938888889,4.75166666667,6.28077777778,8.11511111111,9.039875,4.30144444444,6.58705555556
376.18,8.31777777778,5.71744444444,4.24716666667,4.83266666667,6.32866666666,8.112,9.08201388889,4.31866666667,6.63727777778
376.54,8.086,5.53744444444,4.08022222222,4.64988888889,6.14288888889,7.85544444445,8.94080555556,4.07711111111,6.40533333333
376.90,8.01944444445,5.43866666667,3.98016666667,4.536,6.07477777778,7.76,8.90355555555,4.02144444444,6.34133333333
377.26,8.00555555556,5.47366666667,4.01377777778,4.46566666667,6.08333333333,7.73211111111,8.92511111111,4.08911111111,6.28655555556
377.63,8.057,5.57733333333,4.09672222222,4.533,6.09877777778,7.71622222222,8.93861111111,4.19,6.35966666667
377.99,8.02344444444,5.56577777778,4.0515,4.569,6.10711111111,7.73222222222,8.92918055556,4.18044444444,6.30933333333
378.35,8.04577777778,5.556,4.04922222222,4.52288888889,6.05211111111,7.69766666666,8.96519444445,4.16233333333,6.25633333333
378.71,8.07711111111,5.58655555556,4.03772222222,4.59644444444,5.99477777778,7.74788888889,9.01104166667,4.19133333333,6.32472222222
379.07,8.04433333333,5.67177777778,4.04588888889,4.53011111111,5.89333333333,7.73022222222,9.00606944445,4.139,6.27888888889
379.44,7.98288888889,5.60588888889,3.96955555556,4.43266666667,5.78966666667,7.67944444444,8.99558333333,4.04677777778,6.16172222222
379.80,7.95633333333,5.65844444444,3.95016666667,4.42255555555,5.75477777778,7.65844444444,8.97693055555,4.02844444444,6.131
380.16,8.01411111111,5.75877777778,3.91772222222,4.45311111111,5.76311111111,7.68566666667,9.00975,4.09722222222,6.17394444445
380.52,8.12633333333,5.90844444444,3.97194444444,4.58911111111,5.87988888889,7.82544444445,9.12795833333,4.25577777778,6.27111111111
380.88,8.21144444444,6.09244444444,4.11388888889,4.70566666667,5.95288888889,7.89533333333,9.23426388889,4.32533333333,6.39266666667
381.24,8.09988888889,6.03533333333,4.00166666667,4.57444444444,5.80477777778,7.76922222222,9.13630555555,4.16855555555,6.30877777778
381.61,8.17111111111,6.074,4.10122222222,4.63244444445,5.91422222222,7.89822222222,9.27826388888,4.24422222222,6.36627777778
381.97,8.183,6.03966666667,4.13844444444,4.59844444444,5.919,7.86933333334,9.29341666667,4.26211111111,6.36416666667
382.33,8.21011111111,6.06511111111,4.13255555556,4.65044444444,5.99677777778,7.87866666667,9.28866666668,4.30977777778,6.44488888889
382.69,8.28733333333,6.13411111111,4.2275,4.69255555555,6.11744444444,7.94822222222,9.37181944446,4.39811111111,6.48105555555
383.05,8.43133333333,6.17788888889,4.37161111111,4.84366666667,6.30844444444,8.05288888889,9.52383333334,4.51788888889,6.64155555556
383.41,8.56577777778,6.29266666667,4.49266666667,4.99233333333,6.43644444445,8.174,9.60370833335,4.63366666667,6.76205555556
383.77,8.57833333333,6.28566666667,4.51138888889,4.97244444444,6.43622222222,8.16422222222,9.66504166667,4.67855555556,6.78233333333
384.14,8.56588888889,6.24655555556,4.50533333333,4.94355555556,6.45966666667,8.14566666667,9.69223611109,4.65266666667,6.77127777778
384.50,8.48077777778,6.14088888889,4.38055555556,4.83377777778,6.34877777778,8.021,9.62377777777,4.51733333333,6.7145
384.86,8.45688888889,6.10366666667,4.34433333333,4.77844444445,6.33355555555,7.96522222222,9.57865277779,4.457,6.67166666667
385.22,8.57855555556,6.22322222222,4.43505555556,4.95955555556,6.47055555556,8.12722222222,9.72519444443,4.55377777778,6.78483333333
385.58,8.51788888889,6.15766666667,4.28088888889,4.85788888889,6.336,8.03566666667,9.61562500001,4.44177777778,6.68061111111
385.94,8.505,6.20222222222,4.27622222222,4.88888888889,6.346,8.07288888889,9.66270833332,4.458,6.64822222222
386.30,8.41366666667,6.09833333333,4.20227777778,4.772,6.26255555556,7.99366666667,9.60979166666,4.351,6.50722222222
386.66,8.31288888889,6.04911111111,4.12055555556,4.62744444445,6.14844444444,7.85422222222,9.51343055554,4.289,6.43544444444
387.03,8.25322222222,6.05044444444,4.04266666667,4.55377777778,6.07533333333,7.78644444444,9.45116666666,4.253,6.35283333333
387.39,8.171,5.96833333333,3.93988888889,4.484,6.03666666667,7.67888888889,9.39811111111,4.16722222222,6.30627777778
387.75,8.26422222222,6.02955555556,3.98905555556,4.53266666667,6.08611111111,7.72766666667,9.40108333332,4.15911111111,6.376
388.11,8.28433333333,6.04266666667,3.97594444444,4.54766666667,6.08577777778,7.71911111111,9.35180555554,4.15188888889,6.38627777778
388.47,8.39177777778,6.143,4.07516666667,4.65022222222,6.18077777778,7.78066666667,9.448875,4.27166666667,6.45005555555
388.83,8.32722222222,6.10344444444,4.02033333333,4.63,6.118,7.78555555555,9.41731944443,4.27377777778,6.42461111111
389.19,8.31211111111,6.01433333333,3.95944444444,4.56866666667,6.08977777778,7.72633333333,9.36131944444,4.26433333333,6.36005555556
389.55,8.37066666667,6.128,4.01388888889,4.64822222222,6.18466666667,7.77477777778,9.43166666668,4.39177777778,6.45238888889
389.91,8.43377777778,6.14555555556,4.03772222222,4.64066666667,6.21088888889,7.77555555556,9.45855555554,4.47266666667,6.50327777778
390.27,8.47155555556,6.17311111111,4.02411111111,4.67444444445,6.24111111111,7.808,9.46869444443,4.48833333333,6.58461111111
390.63,8.51788888889,6.19977777778,4.06066666667,4.74388888889,6.27277777778,7.87011111111,9.50595833334,4.50833333333,6.60227777778
391.00,8.52044444444,6.13555555556,4.01916666667,4.71422222222,6.23833333333,7.88233333333,9.476375,4.44877777778,6.58572222222
391.36,8.54533333333,6.16722222222,4.03094444444,4.69477777778,6.20866666667,7.90322222222,9.50322222222,4.42922222222,6.58022222222
391.72,8.515,6.14633333333,4.02733333333,4.65777777778,6.19744444444,7.90766666667,9.52527777779,4.43588888889,6.52766666667
392.08,8.47777777778,6.08611111111,4.02655555556,4.62611111111,6.13933333333,7.86855555556,9.51305555554,4.37511111111,6.47466666667
392.44,8.50855555556,6.10055555556,4.09038888889,4.623,6.19811111111,7.92422222222,9.56559722222,4.38622222222,6.51161111111
392.80,8.62188888889,6.17488888889,4.13438888889,4.70466666667,6.28811111111,7.97955555555,9.64831944444,4.43577777778,6.57644444444
393.16,8.64,6.18466666667,4.15894444444,4.717,6.29222222222,8.00822222222,9.66177777778,4.46933333333,6.58722222222
393.52,8.63011111111,6.11,4.13877777778,4.71066666667,6.26311111111,7.99988888889,9.66909722222,4.41733333333,6.55194444444
393.88,8.55566666667,6.08111111111,4.08038888889,4.68366666667,6.19388888889,7.934,9.58869444444,4.28244444444,6.48755555556
394.24,8.47922222222,5.98522222222,4.02988888889,4.63544444444,6.10911111111,7.827,9.51231944446,4.22822222222,6.37133333333
394.60,8.48144444445,5.93322222222,4.02472222222,4.65,6.12288888889,7.80122222222,9.51509722221,4.21855555556,6.37155555555
394.96,8.51655555556,5.995,4.09327777778,4.71822222222,6.18555555555,7.85488888889,9.58637500001,4.30977777778,6.39994444445
395.32,8.574,6.07333333333,4.16911111111,4.82266666667,6.27988888889,7.92377777778,9.65411111111,4.41666666667,6.46361111111
395.68,8.57744444444,6.04777777778,4.12127777778,4.86288888889,6.27988888889,7.89777777778,9.594,4.41688888889,6.445
396.04,8.58866666667,6.09022222222,4.13666666667,4.92188888889,6.34666666667,7.945,9.6897638889,4.48822222222,6.46638888889
396.40,8.54633333334,6.07888888889,4.09322222222,4.92566666667,6.27333333333,7.89977777778,9.63333333334,4.48255555556,6.44994444444
396.76,8.59966666667,6.06677777778,4.14427777778,4.91755555556,6.31422222222,7.94788888889,9.67625,4.559,6.46455555556
397.12,8.56,6.06533333333,4.10244444444,4.91822222222,6.299,7.88177777778,9.66008333332,4.513,6.42505555556
397.48,8.51355555556,6.07755555556,4.04211111111,4.87166666667,6.27455555556,7.83244444445,9.60395833333,4.47044444444,6.36522222222
397.84,8.62,6.117,4.08405555556,4.92477777778,6.34277777778,7.90744444444,9.69094444443,4.57044444444,6.43572222222
398.20,8.81255555556,6.32633333333,4.27683333333,5.08777777778,6.51555555556,8.086,9.87895833332,4.73411111111,6.61261111111
398.56,8.82944444444,6.41633333333,4.26322222222,5.08422222222,6.53277777778,8.09911111111,9.87418055554,4.77,6.64466666667
398.92,8.80611111111,6.37766666667,4.21083333333,5.05622222222,6.47188888889,8.03688888889,9.82583333331,4.718,6.6125
399.28,8.77666666667,6.29211111111,4.18655555556,5.00311111111,6.40233333333,7.96166666667,9.75565277778,4.66988888889,6.54838888889
399.64,8.82288888889,6.365,4.27761111111,5.02288888889,6.44866666667,7.97177777778,9.8199027778,4.70411111111,6.62261111111
400.00,8.89222222222,6.44888888889,4.323,5.03888888889,6.47966666667,8.01666666667,9.86776388888,4.76166666667,6.706
400.36,8.86977777778,6.37144444444,4.294,4.98488888889,6.44477777778,7.98988888889,9.84781944442,4.73244444444,6.67172222222
400.72,8.80922222222,6.29166666667,4.19933333333,4.95477777778,6.329,7.85877777778,9.76537499999,4.62144444444,6.63511111111
401.08,8.89344444445,6.35122222222,4.31061111111,4.98366666667,6.35877777778,7.90466666667,9.81255555558,4.64666666667,6.74
401.44,8.93711111111,6.352,4.34594444444,5.018,6.351,7.91288888889,9.84866666667,4.65977777778,6.80783333333
401.80,8.87988888889,6.36277777778,4.34766666667,4.99744444445,6.35044444445,7.90422222222,9.86018055554,4.68144444445,6.78127777778
402.16,8.80566666667,6.345,4.32772222222,4.96822222222,6.31233333333,7.85455555555,9.82141666666,4.65822222222,6.72888888889
402.52,8.86544444445,6.34755555556,4.35027777778,5.00566666667,6.34677777778,7.89222222222,9.88030555556,4.63311111111,6.73072222222
402.88,8.96255555556,6.41255555556,4.47455555556,5.08644444444,6.46355555556,7.99311111111,9.96549999998,4.70022222222,6.83688888889
403.24,8.97088888889,6.42666666667,4.43944444444,5.09677777778,6.49155555555,8.005,9.98365277779,4.66255555555,6.84588888889
403.60,8.88822222222,6.32566666667,4.31977777778,5.05066666667,6.40844444444,7.941,9.94676388889,4.58111111111,6.76011111111
403.95,8.92444444444,6.36344444444,4.396,5.12544444444,6.46355555556,7.996,9.98594444444,4.59744444444,6.7485
404.31,8.90111111111,6.37288888889,4.39788888889,5.167,6.493,7.98344444444,10.0215694444,4.58866666667,6.73033333333
404.67,8.957,6.43911111111,4.45577777778,5.232,6.61211111111,8.06144444444,10.112375,4.67933333333,6.75811111111
405.03,8.99811111111,6.49544444444,4.51127777778,5.29811111111,6.70711111111,8.14933333333,10.2193611111,4.74644444444,6.82272222222
405.39,9.04577777778,6.55355555556,4.58005555556,5.34377777778,6.801,8.20444444444,10.2744027778,4.816,6.86616666667
405.75,9.04033333333,6.52266666667,4.58005555556,5.32988888889,6.78055555555,8.16677777778,10.2630833333,4.76855555555,6.86272222222
406.11,9.07222222222,6.51688888889,4.57927777778,5.32222222222,6.78933333333,8.14766666667,10.2705555556,4.76466666667,6.87611111111
406.47,9.04322222222,6.51877777778,4.60922222222,5.34511111111,6.82833333333,8.163,10.3070277778,4.77888888889,6.87927777778
406.83,8.99166666667,6.55155555556,4.57,5.33422222222,6.789,8.09966666667,10.3130416667,4.76322222222,6.813
407.19,9.02977777778,6.64033333333,4.63294444444,5.41755555556,6.84455555555,8.16788888889,10.3910138889,4.86677777778,6.85433333333
407.55,9.13644444445,6.75722222222,4.75094444444,5.49744444445,6.93711111111,8.23177777778,10.4707222222,4.97044444444,6.95305555556
407.90,9.05933333333,6.66622222222,4.65261111111,5.42155555556,6.86011111111,8.11322222222,10.3967916667,4.87422222222,6.90472222222
408.26,9.14788888889,6.75855555556,4.71533333333,5.48233333333,6.93411111111,8.16922222222,10.43975,4.93611111111,6.96955555556
408.62,9.13188888889,6.77455555556,4.71894444444,5.45955555556,6.94044444444,8.16233333334,10.4234861111,4.92733333333,6.99244444444
