wavelength,Back_TanLavf,Belly_TanLavf,Breast_TanLavf,Crissum_TanLavf,Crown_TanLavf,DorTail_TanLavf,Patch10_TanLavf,Rump_TanLavf,Throat_TanLavf,WingTip_TanLavf
532.11,14.9669166667,57.6856666667,54.4291666666,42.69,12.1836666666,10.0943333333,12.4728333333,23.3703333333,45.2476666667,8.72216666667
532.46,15.0231666666,57.8808333333,54.651,42.8333333333,12.2241666666,10.1063333333,12.4943333333,23.4536666667,45.3691666667,8.7465
532.80,15.0628333333,58.0408333334,54.8031666667,42.9516666666,12.2563333333,10.1191666667,12.5265,23.5226666667,45.4766666666,8.76966666666
533.15,15.0958333334,58.1866666667,54.9726666667,43.085,12.274,10.1473333333,12.5703333333,23.594,45.5926666667,8.77816666667
533.49,15.1559166667,58.3593333334,55.1496666667,43.2218333333,12.3183333334,10.1645,12.6171666667,23.6558333333,45.6933333333,8.80583333333
533.84,15.2129166666,58.5013333333,55.325,43.3505,12.3758333334,10.1858333333,12.656,23.7218333333,45.8111666666,8.85033333334
534.18,15.2259166667,58.6253333333,55.4836666666,43.4506666667,12.3913333333,10.1748333333,12.6636666667,23.7673333333,45.8703333334,8.8395
534.52,15.2429166667,58.7158333334,55.603,43.5278333334,12.4205,10.1441666667,12.6735,23.7858333333,45.9228333333,8.85683333334
534.87,15.2865,58.8331666667,55.764,43.6163333333,12.4496666667,10.1538333333,12.7095,23.8446666666,46.0093333333,8.87966666667
535.21,15.3308333334,58.9668333333,55.9446666667,43.7058333334,12.4916666666,10.1746666667,12.7508333334,23.9143333334,46.1135,8.89766666666
535.56,15.3744166666,59.078,56.1285,43.8198333334,12.542,10.1861666667,12.7848333334,23.9653333333,46.1981666667,8.93183333333
535.90,15.4454166667,59.1908333333,56.3296666667,43.955,12.6015,10.2246666667,12.8498333333,24.0263333334,46.2905,8.96866666666
536.25,15.4685,59.2525,56.4165,44.0205,12.6201666667,10.2261666667,12.8758333333,24.053,46.3336666667,8.965
536.59,15.5209166666,59.3658333333,56.5585,44.1071666667,12.6666666667,10.2426666667,12.9093333333,24.1113333333,46.4023333334,8.95
536.93,15.5985833333,59.4808333333,56.7273333333,44.2516666666,12.7398333333,10.2581666667,12.9421666666,24.1733333333,46.488,9.00016666666
537.28,15.64525,59.569,56.8751666667,44.352,12.7968333333,10.2818333333,13.0075,24.246,46.5795,9.02166666667
537.62,15.6795,59.6548333333,57.014,44.4571666666,12.8245,10.3166666667,13.0373333334,24.3118333333,46.643,9.01333333333
537.97,15.7325833334,59.7793333333,57.1568333333,44.5186666666,12.8673333333,10.3496666667,13.0731666666,24.3725,46.7475,9.03033333333
538.31,15.79925,59.9721666667,57.3601666667,44.6543333333,12.8836666667,10.3878333333,13.1251666666,24.4798333333,46.8558333333,9.03866666667
538.65,15.79525,60.0708333334,57.4595,44.7508333333,12.8908333334,10.3858333333,13.1188333334,24.5196666667,46.8921666667,9.02233333334
539.00,15.8224166666,60.2431666666,57.6546666667,44.8716666667,12.9146666667,10.3816666666,13.1391666667,24.5833333333,47.023,9.00983333333
539.34,15.85875,60.4463333333,57.87,45.0011666667,12.9428333333,10.4093333334,13.1906666667,24.6905,47.1483333333,9.01383333334
539.69,15.8743333334,60.6408333333,58.082,45.1271666666,12.9516666667,10.4063333334,13.1935,24.7821666666,47.307,9.01766666667
540.03,15.8796666666,60.7906666667,58.2586666667,45.2156666666,12.9548333333,10.411,13.2175,24.835,47.404,9.01333333333
540.37,15.89,60.8933333334,58.4103333333,45.2968333333,12.9505,10.4031666667,13.2391666667,24.8495,47.479,9.03183333333
540.72,15.8915833333,61.0368333334,58.5923333333,45.3598333333,12.9526666667,10.3873333333,13.2703333333,24.903,47.5735,9.01883333333
541.06,15.8808333334,61.0933333334,58.6931666667,45.4191666666,12.9343333334,10.3861666667,13.2623333333,24.9153333333,47.6115,9.003
541.40,15.8945833333,61.221,58.8543333333,45.4763333333,12.946,10.3678333333,13.2813333333,24.9545,47.6885,8.99416666667
541.75,15.9085833333,61.2945,59.0088333333,45.5675,12.9643333333,10.3641666667,13.3075,24.9911666667,47.7583333333,8.998
542.09,15.932,61.3648333334,59.1335,45.6463333334,13.0138333334,10.3826666667,13.3436666667,25.0221666667,47.8301666667,9.0175
542.43,15.9530833333,61.4226666667,59.2801666667,45.719,13.0358333333,10.3696666666,13.3668333333,25.0423333334,47.9033333334,9.03
542.78,15.9739166667,61.4573333333,59.3931666667,45.7855,13.0523333333,10.3663333333,13.4013333333,25.0605,47.9458333334,9.04166666666
543.12,15.9766666667,61.4953333333,59.4963333334,45.8181666667,13.0591666667,10.3641666667,13.4001666666,25.0616666666,47.9821666667,9.04816666667
543.46,15.9861666667,61.5065,59.559,45.8361666667,13.0755,10.3516666667,13.4341666667,25.0591666667,47.983,9.05766666667
543.81,16.0313333333,61.587,59.7038333334,45.9476666666,13.1333333333,10.3628333334,13.4898333333,25.1015,48.0683333333,9.088
544.15,16.0821666667,61.7108333334,59.894,46.0636666667,13.1971666667,10.3915,13.5338333333,25.1826666667,48.1918333333,9.13216666667
544.49,16.0879166667,61.7636666666,59.9425,46.1443333334,13.2335,10.4165,13.556,25.1878333333,48.2348333333,9.15033333333
544.84,16.1085833333,61.884,60.0808333334,46.2283333334,13.279,10.4118333333,13.5855,25.2328333334,48.3401666666,9.16583333333
545.18,16.1071666667,61.8503333334,60.0343333334,46.2273333334,13.2848333334,10.4068333334,13.6015,25.2438333333,48.3413333334,9.18916666666
545.52,16.1456666667,61.9586666667,60.0781666667,46.295,13.3188333333,10.4276666667,13.6331666666,25.266,48.3675,9.232
545.87,16.1484166667,62.051,60.1406666667,46.3623333333,13.3461666666,10.4196666667,13.6506666667,25.31,48.4701666667,9.233
546.21,16.1905833333,62.1871666667,60.2311666666,46.4468333333,13.4061666667,10.449,13.7203333333,25.3861666667,48.568,9.27866666667
546.55,16.181,62.2498333333,60.203,46.4678333334,13.415,10.4476666667,13.733,25.4015,48.6086666667,9.261
546.90,16.2251666667,62.3451666667,60.2293333333,46.5561666667,13.4606666666,10.4445,13.7876666667,25.4508333333,48.7031666666,9.30183333334
547.24,16.2374166667,62.4103333333,60.2466666667,46.6153333334,13.4973333333,10.4673333333,13.8301666667,25.4701666667,48.774,9.3175
547.58,16.226,62.4146666666,60.2091666666,46.5901666666,13.4875,10.4528333333,13.8373333333,25.4826666666,48.7723333334,9.33133333333
547.92,16.1835,62.4323333334,60.126,46.5663333334,13.4566666667,10.4295,13.8333333333,25.4816666667,48.766,9.31866666666
548.27,16.205,62.3921666666,60.0805,46.5341666667,13.4506666667,10.4181666667,13.8523333333,25.5078333333,48.7686666666,9.321
548.61,16.2355,62.4858333334,60.1071666667,46.5676666667,13.469,10.4115,13.903,25.5585,48.8675,9.359
548.95,16.2689166667,62.6581666667,60.2876666666,46.7156666667,13.5291666666,10.4623333333,13.9516666667,25.6171666667,49.0403333333,9.40466666667
549.29,16.2553333333,62.7543333334,60.3395,46.7725,13.5293333333,10.4533333333,13.9943333333,25.6465,49.1826666667,9.40733333333
549.64,16.2733333334,62.7978333333,60.315,46.7371666667,13.512,10.4811666667,14.0583333333,25.6483333334,49.1743333333,9.4155
549.98,16.2830833333,62.8575,60.3,46.7206666667,13.5391666667,10.5081666667,14.0833333333,25.6698333333,49.2146666667,9.438
550.32,16.363,63.0276666667,60.4591666666,46.8255,13.6351666666,10.5805,14.1946666667,25.7598333334,49.3793333334,9.56966666667
550.66,16.3498333333,63.1276666667,60.5416666667,46.8808333333,13.6176666667,10.5763333333,14.2203333334,25.794,49.467,9.5425
551.01,16.3511666667,63.1446666667,60.5198333334,46.8715,13.6088333333,10.5506666666,14.2471666667,25.8348333334,49.4858333333,9.57166666666
551.35,16.3843333333,63.3078333333,60.646,46.9561666666,13.6495,10.6296666666,14.2898333333,25.8936666666,49.6533333333,9.62233333333
551.69,16.3819166666,63.3121666667,60.674,46.9758333333,13.6653333333,10.6186666667,14.3465,25.8791666667,49.6456666667,9.58683333334
552.03,16.3821666667,63.5421666667,60.8225,47.0983333333,13.6978333333,10.6281666666,14.419,25.9288333333,49.792,9.62333333334
552.38,16.3379166666,63.5441666667,60.7613333333,47.0465,13.6533333333,10.6248333333,14.409,25.8728333333,49.7516666666,9.6065
552.72,16.3106666667,63.5545,60.703,46.9701666667,13.6266666666,10.588,14.438,25.8613333333,49.7246666666,9.59233333333
553.06,16.3178333334,63.6203333334,60.6795,46.9505,13.6438333334,10.5798333333,14.4373333334,25.8905,49.7238333333,9.624
553.40,16.2961666667,63.5695,60.613,46.8996666666,13.6311666666,10.5361666667,14.4356666667,25.8735,49.7645,9.654
553.74,16.2405,63.5826666666,60.5241666667,46.8513333333,13.5868333334,10.4903333333,14.4571666667,25.8303333333,49.7663333333,9.60866666667
554.09,16.1936666667,63.5168333334,60.4335,46.745,13.567,10.4503333333,14.4048333334,25.766,49.6835,9.56816666667
554.43,16.1740833334,63.4551666667,60.2966666667,46.662,13.5928333333,10.4995,14.4158333333,25.7016666667,49.5841666667,9.62366666667
554.77,16.15875,63.5331666666,60.2825,46.6695,13.6191666667,10.5148333334,14.4365,25.6511666666,49.6393333333,9.62716666666
555.11,16.1488333333,63.4548333333,60.1835,46.6068333333,13.6325,10.4795,14.4903333333,25.6021666666,49.555,9.61516666667
555.45,16.1495833334,63.4403333333,60.0888333333,46.5558333334,13.6283333333,10.4743333333,14.4975,25.5648333334,49.5906666667,9.67883333333
555.80,16.0961666666,63.2896666667,59.9165,46.3963333334,13.579,10.4046666667,14.4368333334,25.4721666667,49.5226666666,9.6735
556.14,16.1185833334,63.2345,59.8453333333,46.3235,13.6198333333,10.4288333333,14.4875,25.4556666666,49.5453333334,9.70933333333
556.48,16.1035,63.1456666667,59.6861666667,46.272,13.6333333333,10.4085,14.5246666666,25.4065,49.5013333334,9.72866666667
556.82,16.0981666667,63.0291666666,59.5858333333,46.2001666666,13.6335,10.4356666667,14.5696666667,25.3405,49.4658333333,9.73483333334
557.16,16.0533333334,62.9541666666,59.4371666667,46.1348333334,13.6331666667,10.4261666667,14.5803333333,25.2678333334,49.3503333333,9.74783333334
557.50,16.0435,62.8521666666,59.356,46.0821666666,13.6348333333,10.4336666666,14.6015,25.2215,49.3103333334,9.78216666666
557.85,16.0209166667,62.7738333333,59.1833333333,46.0173333333,13.6286666667,10.3996666667,14.6211666667,25.1496666667,49.287,9.77216666667
558.19,15.9623333333,62.6913333333,59.0555,45.8816666666,13.5768333334,10.2891666667,14.6045,25.0888333333,49.2823333334,9.72566666667
558.53,15.95475,62.5835,58.9631666666,45.7616666667,13.5586666666,10.2918333333,14.6141666667,25.0688333333,49.2416666666,9.75083333333
558.87,15.8915,62.5268333333,58.8115,45.6646666667,13.5208333333,10.2926666667,14.6118333333,25.0401666666,49.2315,9.778
559.21,15.8435833334,62.4961666666,58.6948333333,45.5306666667,13.5241666667,10.279,14.6401666666,25.0023333334,49.2163333334,9.745
559.55,15.82075,62.4426666667,58.6086666667,45.4621666667,13.5321666666,10.3418333333,14.6936666666,24.9811666666,49.2226666667,9.73583333333
559.89,15.8040833334,62.456,58.5603333334,45.4356666667,13.5248333333,10.3478333333,14.722,24.9985,49.2245,9.79766666667
560.23,15.784,62.4398333333,58.5106666666,45.3485,13.4776666667,10.3596666666,14.7076666666,24.9585,49.2461666666,9.78483333333
560.58,15.6926666667,62.2765,58.2865,45.1463333333,13.4188333333,10.2995,14.7196666667,24.8881666667,49.1838333334,9.75083333333
560.92,15.6491666667,62.2758333334,58.2301666667,45.0861666667,13.4043333333,10.2763333333,14.713,24.8835,49.1946666667,9.70683333333
561.26,15.6065,62.2426666667,58.125,44.9383333334,13.3906666667,10.2623333333,14.715,24.8675,49.183,9.71116666667
561.60,15.5629166667,62.158,58.0596666667,44.8183333333,13.3585,10.2665,14.7528333333,24.8725,49.1391666666,9.72
561.94,15.5429166667,62.1188333333,57.9766666667,44.7626666666,13.3831666667,10.3336666667,14.8096666666,24.8463333333,49.1471666666,9.73483333333
562.28,15.4298333334,62.0156666666,57.7876666666,44.6178333333,13.3171666666,10.2813333334,14.8005,24.7638333333,49.0573333334,9.67266666667
562.62,15.3704166667,61.8863333333,57.6471666667,44.5026666667,13.3081666666,10.2511666667,14.7838333333,24.6925,49.029,9.63566666667
562.96,15.3176666667,61.7993333333,57.4893333334,44.4093333333,13.2743333334,10.2683333334,14.8041666667,24.6861666666,48.9675,9.70083333334
563.30,15.2750833334,61.7218333333,57.3101666667,44.2956666667,13.2761666666,10.2703333333,14.8656666667,24.6455,48.9136666667,9.7225
563.64,15.2278333333,61.6366666667,57.1138333333,44.1505,13.2355,10.2505,14.8771666667,24.5716666666,48.903,9.73516666667
563.99,15.1909166667,61.5425,56.9323333334,44.0658333333,13.2513333334,10.2738333333,14.9233333334,24.562,48.8955,9.79383333331
564.33,15.17525,61.4833333334,56.829,44.0423333333,13.2895,10.3011666667,14.9308333333,24.5346666666,48.8828333333,9.79216666667
564.67,15.1595833333,61.4028333334,56.726,43.958,13.2965,10.333,14.9865,24.5043333333,48.8853333333,9.83383333335
565.01,15.1461666667,61.3373333333,56.5946666667,43.9108333333,13.299,10.3615,15.0435,24.4376666667,48.8515,9.87749999998
565.35,15.1330833333,61.2418333333,56.494,43.8336666667,13.2958333334,10.3638333333,15.0781666666,24.3851666667,48.8901666667,9.90283333335
565.69,15.0804166667,61.0971666666,56.3168333334,43.686,13.256,10.3273333334,15.0583333333,24.3086666667,48.8156666667,9.91616666666
566.03,15.0589166667,60.954,56.1371666667,43.5525,13.2363333333,10.3148333334,15.0633333333,24.2286666666,48.753,9.92166666667
566.37,15.0025,60.873,55.9843333334,43.4023333334,13.1836666667,10.2715,15.0543333333,24.1491666667,48.6681666667,9.9265
566.71,14.95475,60.6923333334,55.797,43.2761666666,13.1996666666,10.2565,15.0725,24.0518333334,48.5723333334,9.89833333331
567.05,14.8783333333,60.5368333334,55.61,43.1025,13.1436666666,10.1953333333,15.0141666666,23.9476666667,48.4453333333,9.87250000002
567.39,14.8393333333,60.2918333333,55.3891666666,42.9356666666,13.1426666667,10.1673333333,15.0441666666,23.8646666666,48.3178333333,9.85016666667
567.73,14.7944166667,60.1626666666,55.2426666667,42.795,13.134,10.1366666666,15.06,23.7528333333,48.2348333333,9.84766666666
568.07,14.7323333334,60.0263333334,55.0415,42.587,13.0841666667,10.1158333334,15.0715,23.6361666666,48.1381666666,9.89666666667
568.41,14.668,59.8523333334,54.8065,42.406,13.0398333333,10.0801666666,15.0651666667,23.5431666667,48.0695,9.88566666666
568.75,14.5770833334,59.5926666666,54.5653333333,42.199,12.993,10.0403333334,15.044,23.4245,47.9421666666,9.86666666665
569.09,14.4515833333,59.371,54.1956666666,41.9675,12.9161666667,9.97116666667,15.0076666666,23.2841666667,47.751,9.84233333335
569.43,14.38225,59.1761666667,53.8981666667,41.7675,12.875,9.9255,15.0248333333,23.1723333334,47.6211666666,9.83450000001
569.77,14.3129166667,59.029,53.6666666667,41.6525,12.8508333333,9.89866666667,15.0298333334,23.1253333333,47.5308333334,9.84983333335
570.11,14.2905,58.8921666666,53.4188333333,41.556,12.864,9.91566666667,15.0678333333,23.081,47.4376666667,9.90083333331
570.45,14.2528333334,58.7778333334,53.2333333333,41.3921666666,12.8323333334,9.91116666667,15.0836666667,23.0125,47.3928333333,9.91983333335
570.79,14.18725,58.595,53.0153333334,41.2341666666,12.8031666667,9.88183333333,15.108,22.9133333333,47.3043333333,9.92066666665
571.13,14.1055833334,58.4908333333,52.8455,41.1263333333,12.7643333334,9.85483333333,15.0885,22.8245,47.1913333334,9.89333333334
571.47,14.049,58.2613333334,52.5633333333,40.9161666667,12.7308333333,9.82233333333,15.0596666666,22.7333333333,47.0348333333,9.85916666665
571.81,13.9765833333,58.0418333333,52.3093333333,40.716,12.6903333333,9.81083333333,15.0571666667,22.6498333333,46.8851666667,9.82916666665
572.15,13.9134166667,57.846,52.0511666667,40.5178333333,12.6698333333,9.81016666667,15.0725,22.5286666667,46.7503333333,9.85966666666
572.49,13.8675,57.6851666667,51.7673333333,40.3425,12.6223333333,9.78383333334,15.0583333333,22.4336666667,46.6211666666,9.87749999998
572.83,13.818,57.5615,51.6038333333,40.2056666667,12.6223333333,9.77516666667,15.102,22.3628333333,46.5743333333,9.87900000002
573.17,13.78875,57.3528333333,51.3856666666,40.0745,12.6088333334,9.81216666667,15.1008333333,22.2901666667,46.4666666667,9.88033333333
573.51,13.73825,57.2176666667,51.1768333334,39.8946666666,12.599,9.82133333333,15.1431666666,22.1895,46.3736666666,9.88333333335
573.85,13.7118333334,57.0495,51.0043333334,39.7591666667,12.5718333333,9.83116666667,15.2091666667,22.0963333333,46.3516666667,9.88033333332
574.19,13.64175,56.7825,50.7195,39.5498333334,12.5113333333,9.79616666667,15.1973333333,21.956,46.1968333333,9.88100000001
574.53,13.632,56.6348333334,50.4985,39.4631666666,12.5213333333,9.83416666667,15.2488333333,21.9283333334,46.1388333334,9.94516666666
574.87,13.5893333333,56.465,50.2315,39.2518333333,12.5053333333,9.83533333334,15.2938333333,21.8261666667,46.0516666667,9.9795
575.21,13.5554166667,56.3053333333,50.0073333334,39.096,12.5015,9.89666666667,15.3515,21.7376666667,45.9625,10.0676666667
575.55,13.5156666667,56.1603333333,49.7941666666,38.9926666667,12.488,9.87666666666,15.3885,21.6431666667,45.8875,10.1061666667
575.89,13.4749166666,55.9986666667,49.5706666666,38.8478333333,12.4661666667,9.84683333333,15.373,21.552,45.7688333333,10.117
576.22,13.42775,55.8465,49.4076666667,38.6968333333,12.4775,9.8415,15.4046666667,21.4921666667,45.6958333333,10.097
576.56,13.4085,55.6681666666,49.181,38.514,12.4618333333,9.88683333333,15.421,21.367,45.5268333333,10.1305
576.90,13.3525,55.509,48.9733333333,38.358,12.4173333333,9.82866666667,15.4435,21.2713333334,45.4531666666,10.1681666666
577.24,13.3533333334,55.2973333333,48.7373333333,38.2056666667,12.4171666667,9.83133333333,15.4745,21.1735,45.36,10.2093333333
577.58,13.2623333333,55.0343333334,48.425,37.9768333333,12.4018333333,9.81133333333,15.4493333333,21.0471666666,45.1338333333,10.2383333333
577.92,13.20225,54.9065,48.19,37.7958333333,12.3641666667,9.8025,15.4976666666,20.9698333333,44.9911666667,10.2131666667
578.26,13.1545,54.7018333333,47.9136666667,37.5463333333,12.319,9.77016666667,15.4905,20.8131666666,44.811,10.2203333334
578.60,13.1058333333,54.4405,47.6561666667,37.3955,12.2893333333,9.78483333333,15.501,20.737,44.676,10.2258333333
578.94,12.97475,54.1795,47.39,37.2093333334,12.1971666666,9.70183333333,15.4691666667,20.5885,44.5113333333,10.1866666667
579.28,12.9395,53.9886666667,47.1533333333,37.022,12.1933333334,9.69416666666,15.5321666667,20.5365,44.3736666667,10.1883333333
579.61,12.8479166667,53.7283333334,46.8373333334,36.7855,12.1158333334,9.68383333334,15.5885,20.4355,44.2028333334,10.1353333333
579.95,12.8485,53.5751666667,46.5976666666,36.6678333334,12.142,9.75933333334,15.6543333333,20.374,44.1375,10.2081666667
580.29,12.8135833333,53.3216666667,46.2936666667,36.479,12.1038333333,9.738,15.6655,20.3313333334,44.0063333333,10.2513333333
580.63,12.76625,53.155,46.0856666666,36.3073333333,12.1053333333,9.828,15.7265,20.2636666666,43.8486666667,10.2678333334
580.97,12.6614166667,52.9001666667,45.7781666667,36.0631666666,12.0316666667,9.78116666667,15.691,20.1278333333,43.6131666667,10.2713333333
581.31,12.5999166666,52.6783333333,45.5253333334,35.8335,11.9686666667,9.73316666666,15.715,20.0386666667,43.4291666667,10.2133333333
581.65,12.5471666667,52.4213333333,45.2571666667,35.7151666666,11.956,9.73283333333,15.6745,19.9546666666,43.3123333333,10.269
581.98,12.4316666667,52.0921666667,44.9756666666,35.4668333333,11.8775,9.69233333333,15.6423333334,19.8253333334,43.163,10.242
582.32,12.3565833333,51.857,44.651,35.2503333333,11.8021666667,9.6275,15.6241666666,19.6983333333,42.9225,10.2735
582.66,12.30525,51.667,44.3795,35.021,11.7711666667,9.59783333333,15.659,19.5935,42.7793333334,10.2735
583.00,12.2063333333,51.445,44.0781666666,34.8546666667,11.6653333333,9.55316666667,15.5731666667,19.4191666667,42.6511666666,10.241
583.34,12.1680833333,51.2936666666,43.846,34.7523333333,11.6861666667,9.56766666666,15.5771666667,19.3473333334,42.5625,10.2955
583.68,12.0445,50.9596666667,43.5115,34.4445,11.6005,9.48633333334,15.5456666666,19.1978333334,42.3343333334,10.2601666667
584.01,11.9475,50.7213333334,43.2068333334,34.216,11.5575,9.4455,15.5283333333,19.0828333333,42.1171666667,10.2216666667
584.35,11.8158333333,50.4168333333,42.8306666667,33.9173333334,11.461,9.3075,15.4775,18.8941666667,41.899,10.1706666666
584.69,11.7445,50.2503333333,42.5993333334,33.769,11.4341666667,9.271,15.4815,18.8071666667,41.8531666666,10.171
585.03,11.724,50.0485,42.305,33.5733333333,11.3845,9.25716666667,15.4723333334,18.656,41.7573333334,10.1671666667
585.37,11.6511666666,49.8571666667,42.0136666667,33.354,11.2933333333,9.2265,15.482,18.5011666667,41.5513333333,10.1308333333
585.70,11.64025,49.7536666666,41.7761666666,33.217,11.2871666667,9.265,15.535,18.417,41.4331666667,10.1298333333
586.04,11.563,49.5646666666,41.5221666667,33.0521666666,11.2546666666,9.2805,15.5408333333,18.3015,41.3278333334,10.1065
586.38,11.551,49.3566666666,41.2661666667,32.9301666667,11.2328333333,9.32066666667,15.5595,18.228,41.1958333333,10.1095
586.72,11.6171666667,49.1431666667,41.0141666666,32.8086666666,11.3261666666,9.45,15.7068333333,18.202,41.061,10.225
587.06,11.5168333333,48.8325,40.7333333334,32.5408333334,11.2078333333,9.358,15.605,18.0331666667,40.8711666666,10.1445
587.39,11.46225,48.67,40.466,32.4526666666,11.15,9.35883333333,15.6316666666,17.9511666667,40.7448333333,10.1615
587.73,11.3775833333,48.4526666667,40.2288333333,32.2896666666,11.1021666667,9.3615,15.643,17.8286666667,40.6355,10.1513333333
588.07,11.34525,48.3088333333,40.0191666666,32.196,11.1348333333,9.41566666667,15.6973333333,17.8031666667,40.5261666667,10.1871666667
588.41,11.3263333334,48.127,39.7741666667,32.0558333334,11.1505,9.46083333333,15.7875,17.7523333333,40.3698333334,10.24
588.74,11.2925833334,47.9415,39.5773333333,31.953,11.184,9.52416666666,15.8323333334,17.7516666666,40.2433333334,10.3216666667
589.08,11.2834166667,47.7666666666,39.3768333333,31.8638333333,11.2221666667,9.55983333333,15.8606666667,17.7123333333,40.1593333333,10.3921666666
589.42,11.2026666667,47.5006666667,39.0746666667,31.6788333333,11.1655,9.54966666667,15.8291666666,17.612,39.9465,10.4255
589.76,11.1640833333,47.344,38.9125,31.556,11.157,9.5425,15.8631666667,17.5536666666,39.8631666667,10.4538333333
590.09,11.1406666667,47.2281666666,38.7478333334,31.4606666667,11.161,9.56766666667,15.9271666666,17.5466666667,39.8048333333,10.5158333333
590.43,10.9850833333,46.9935,38.4613333333,31.2088333333,11.0265,9.47716666666,15.8065,17.4203333333,39.6175,10.4321666667
590.77,11.0050833334,46.9001666666,38.2893333334,31.0736666667,11.0611666666,9.56816666667,15.9218333334,17.4165,39.5188333333,10.5183333334
591.11,10.9724166667,46.767,38.1125,30.9423333333,11.0673333333,9.58366666666,15.9123333334,17.3351666667,39.4058333333,10.5176666666
591.44,10.9550833333,46.5821666666,37.9191666667,30.8076666667,11.023,9.58766666666,15.8963333334,17.2126666667,39.2983333334,10.5683333333
591.78,10.9318333333,46.5176666667,37.7778333334,30.7338333333,10.9995,9.6075,15.9498333333,17.1663333333,39.2558333333,10.6088333333
592.12,10.836,46.2323333333,37.4591666667,30.4901666667,10.8956666667,9.57583333333,15.864,17.0123333333,39.057,10.5435
592.46,10.7175,46.0541666667,37.1653333333,30.2626666666,10.8005,9.546,15.8081666667,16.8433333333,38.878,10.473
592.79,10.64675,45.8663333333,36.935,30.0501666667,10.7543333334,9.5155,15.8353333334,16.7688333333,38.7728333334,10.4975
593.13,10.6426666667,45.7366666667,36.7391666667,29.9226666666,10.7826666666,9.53633333333,15.9211666666,16.7281666667,38.7031666666,10.5371666667
593.47,10.6065833333,45.5561666667,36.3955,29.7426666667,10.7723333334,9.58633333334,15.9423333333,16.6743333333,38.5308333334,10.545
593.80,10.5281666667,45.3305,36.08,29.5365,10.7285,9.5475,15.9161666666,16.518,38.3676666666,10.5023333333
594.14,10.4903333333,45.2546666666,35.9236666667,29.4716666667,10.735,9.57383333333,15.9975,16.4748333333,38.3051666666,10.5518333334
594.48,10.3654166667,45.0461666666,35.6315,29.3818333334,10.6588333333,9.49966666667,15.9426666667,16.3101666666,38.1656666667,10.5028333333
594.81,10.309,44.8046666667,35.3348333333,29.1671666667,10.5758333333,9.48483333333,15.9991666667,16.2281666667,38.0015,10.5188333333
595.15,10.2460833333,44.6688333333,35.0368333334,29.0505,10.5443333333,9.5275,16.0685,16.1746666667,37.8771666666,10.5066666667
595.49,10.2135833333,44.396,34.7153333334,28.8363333333,10.4851666667,9.50316666667,16.0456666666,16.0535,37.6986666667,10.503
595.82,10.16875,44.28,34.5228333333,28.7443333333,10.4398333333,9.4935,16.0541666667,15.9771666666,37.5863333333,10.5305
596.16,10.1744166667,44.1236666667,34.3583333333,28.6316666667,10.4518333334,9.4975,16.1078333333,15.9355,37.5063333333,10.6098333334
596.50,10.133,44.0036666667,34.1586666666,28.4925,10.4241666667,9.48033333333,16.1003333334,15.8538333333,37.4121666667,10.6035
596.83,10.0669166666,43.887,33.9341666667,28.3558333333,10.3825,9.445,16.1098333334,15.7771666667,37.3186666667,10.565
597.17,10.0383333333,43.7876666666,33.8475,28.2881666666,10.3783333333,9.43966666667,16.0988333333,15.6828333334,37.2928333333,10.5906666667
597.51,10.033,43.6736666666,33.6906666667,28.1996666666,10.3726666666,9.41583333333,16.0835,15.6183333333,37.223,10.63
597.84,9.98958333332,43.4248333334,33.4455,27.9753333334,10.2963333333,9.35183333333,16.0443333334,15.5266666666,37.0438333333,10.5996666667
598.18,10.0165833333,43.2685,33.2566666667,27.8678333333,10.3096666667,9.383,16.0686666666,15.5015,36.945,10.6758333333
598.52,9.99125000002,43.1438333334,33.1076666667,27.7815,10.3571666667,9.38966666667,16.0651666667,15.4763333333,36.8626666667,10.6926666667
598.85,9.95033333333,43.0306666666,32.9576666666,27.6508333334,10.356,9.31116666666,16.0403333333,15.4146666666,36.763,10.6948333333
599.19,9.85166666667,42.9013333333,32.7925,27.5403333333,10.3108333333,9.25216666667,16.0228333333,15.2968333334,36.6493333333,10.5886666667
599.53,9.75549999999,42.7478333334,32.6271666667,27.3851666667,10.2665,9.20683333333,16.0308333333,15.2048333333,36.5385,10.5343333333
599.86,9.65949999998,42.6421666667,32.415,27.2578333333,10.1688333333,9.17516666666,15.9841666667,15.1195,36.4191666667,10.4943333333
600.20,9.61758333334,42.4865,32.2015,27.1525,10.1161666666,9.18616666667,15.9798333334,15.0133333333,36.2663333333,10.4666666667
600.53,9.54325000002,42.2831666667,32.0045,26.9935,10.0151666666,9.12716666667,15.8841666666,14.888,36.1283333333,10.4713333333
600.87,9.46374999998,42.0796666666,31.761,26.8175,9.95683333335,9.09866666667,15.8791666667,14.8045,35.9446666667,10.4178333333
601.21,9.39233333331,41.9456666667,31.5275,26.691,9.88866666665,9.15383333333,15.9056666667,14.7651666666,35.7541666667,10.4095
601.54,9.331,41.875,31.3271666667,26.6213333333,9.85633333331,9.16466666666,15.9076666667,14.6665,35.7086666667,10.4021666667
601.88,9.22591666669,41.6965,31.1176666666,26.3886666666,9.77383333334,9.13766666667,15.945,14.5906666667,35.56,10.3748333334
602.21,9.12716666666,41.5035,30.8525,26.2138333333,9.64450000002,9.09583333333,15.8971666667,14.4333333333,35.3776666667,10.3978333334
