wavelength,Back_PooHism,Belly_PooHism,Breast_PooHism,Crissum_PooHism,Crown_PooHism,DorTail_PooHism,Patch10_PooHism,Patch11_PooHism,Patch12_PooHism,Rump_PooHism,Throat_PooHism,WingTip_PooHism
323.63,5.4594,22.0282,3.44546666667,6.52146666667,4.53753333333,6.33473333333,11.1482666667,3.9434,24.2339333333,7.33186666667,17.0952,6.2764
324.00,5.50306666667,22.0979333333,3.48946666667,6.5432,4.56993333333,6.34933333334,11.2417333333,3.98086666667,24.3206666667,7.4184,17.1615333333,6.28766666667
324.37,5.55193333333,22.1710666667,3.5018,6.56539999999,4.592,6.35926666667,11.3209333333,3.94693333333,24.3845333333,7.50333333333,17.3020666667,6.34466666667
324.74,5.57453333333,22.1650666667,3.53586666667,6.57453333334,4.52986666667,6.37273333333,11.3924,3.89713333333,24.3279333333,7.51553333333,17.3342,6.33253333333
325.10,5.31446666667,22.0824666667,3.3196,6.38213333334,4.24313333333,6.10353333333,11.252,3.67086666667,24.1742666666,7.2932,17.1756666667,6.07686666667
325.47,5.21406666667,22.1097333333,3.27206666667,6.3268,4.1462,6.00626666667,11.2494666666,3.61973333333,24.1474,7.19553333333,17.2037333333,5.9746
325.84,5.13713333333,22.2034,3.2154,6.24106666667,4.06766666667,5.82426666667,11.2097333333,3.51453333333,24.1950666667,7.1266,17.2423333333,5.88193333333
326.21,5.19353333333,22.3235333333,3.24386666667,6.24993333333,4.0802,5.8402,11.3378,3.55793333333,24.2590666667,7.20646666667,17.4332666667,5.92726666667
326.57,5.15753333333,22.4282666667,3.12473333333,6.17560000001,4.00273333333,5.7226,11.3755333333,3.54513333333,24.3056,7.1294,17.5032,5.90846666667
326.94,5.12813333333,22.5354666667,3.0934,6.21273333333,4.02086666667,5.68406666667,11.4199333333,3.5896,24.3025333333,7.13906666667,17.5470666667,5.96126666667
327.31,5.05373333333,22.5089333333,3.01,6.16766666666,3.92113333333,5.61466666667,11.4286,3.47866666667,24.1892,7.0442,17.5181333333,5.87273333333
327.67,5.04326666667,22.5078666667,2.989,6.14219999999,3.86586666667,5.547,11.4216,3.45246666667,24.2196,7.0226,17.5192666667,5.79186666667
328.04,4.9366,22.5288,2.8436,6.0446,3.72873333333,5.4018,11.3489333334,3.336,24.1687333333,6.9156,17.5360666667,5.69473333333
328.41,4.8106,22.6451333333,2.704,6.01913333334,3.61213333333,5.26026666667,11.3547333333,3.23366666667,24.1939333333,6.84153333334,17.5307333333,5.59393333333
328.78,4.688,22.7827333333,2.6182,5.99199999999,3.598,5.1724,11.3592,3.20266666667,24.1836666667,6.84673333333,17.5372,5.5394
329.14,4.92926666667,23.0931333333,2.82933333333,6.24846666666,3.86913333333,5.3554,11.5936666667,3.40666666667,24.4099333333,7.10866666667,17.8364666667,5.80533333333
329.51,5.07606666667,23.311,2.9814,6.38173333333,4.0298,5.45046666667,11.823,3.5544,24.6786666667,7.3282,18.0924,5.94766666667
329.88,5.0896,23.4106666667,3.00313333333,6.42646666666,4.05726666666,5.5354,11.9225333333,3.55506666667,24.6172666667,7.3606,18.2404666667,5.93706666667
330.24,5.0044,23.3560666667,2.96313333333,6.40746666667,4.02786666667,5.4926,11.8257333333,3.42566666667,24.6056,7.23993333333,18.2318666667,5.8146
330.61,5.149,23.4521333333,3.12193333333,6.53846666666,4.13593333334,5.63073333333,12.0062,3.49613333333,24.7217333333,7.41986666667,18.3634,5.87546666667
330.98,5.10526666667,23.5438666667,3.0168,6.44399999999,4.06973333333,5.50193333333,12.0349333333,3.36853333333,24.7512,7.32626666667,18.4592666667,5.7544
331.34,5.14146666667,23.6675333333,3.07906666667,6.53066666666,4.15433333333,5.52413333333,12.1223333333,3.4002,24.8478,7.39906666667,18.5786666666,5.82573333333
331.71,5.20806666667,23.8262666667,3.0648,6.66553333333,4.2156,5.5488,12.2594,3.3988,24.8732,7.445,18.8257333333,5.86006666667
332.08,5.4338,24.0124,3.24673333333,6.93966666667,4.42526666667,5.7124,12.4888,3.57533333333,24.9833333333,7.57553333333,19.0602,5.98413333333
332.44,5.73066666667,24.2352,3.56633333333,7.24066666667,4.70526666667,5.9784,12.7594666667,3.87166666667,25.1949333333,7.81966666667,19.3813333333,6.2608
332.81,5.84286666666,24.4056,3.57426666667,7.31139999999,4.75926666667,6.01533333333,12.8534666666,3.87086666667,25.4073333333,7.88293333334,19.628,6.3238
333.18,5.74786666667,24.4122,3.4274,7.17699999999,4.66426666667,5.95513333334,12.7962666667,3.7656,25.3554,7.78226666667,19.6256666667,6.2262
333.54,5.6552,24.5052666667,3.28613333333,7.0952,4.56513333333,5.86333333333,12.7242,3.63993333333,25.3338666667,7.64126666667,19.6418,6.10166666667
333.91,5.74646666667,24.7788,3.35246666667,7.16886666667,4.66253333333,5.91566666667,12.8644666667,3.699,25.5578666667,7.77553333333,19.805,6.2362
334.28,5.7404,25.0056,3.26893333333,7.1692,4.6352,5.87753333333,12.9752,3.71086666667,25.6494,7.81506666667,19.8966,6.2328
334.64,5.73253333333,25.2092,3.23786666667,7.18673333333,4.63066666667,5.91126666666,12.9809333333,3.73286666667,25.6688,7.84726666667,19.9807333333,6.24853333333
335.01,5.7906,25.3293333333,3.28053333333,7.28453333334,4.6358,5.96113333333,13.0912,3.81253333333,25.7667333333,7.91133333333,20.0669333333,6.24213333333
335.38,5.90846666667,25.5752666667,3.32853333333,7.33220000001,4.65353333333,6.04566666667,13.2318666667,3.915,25.9034666667,7.9602,20.2513333333,6.28813333333
335.74,6.09413333333,25.8708666667,3.58013333333,7.49073333333,4.7816,6.26286666667,13.5156,4.17206666667,26.1392,8.14806666667,20.4134666667,6.52326666667
336.11,6.1854,26.1613333333,3.7298,7.60806666666,4.9008,6.4458,13.7287333333,4.32,26.4092666667,8.36233333333,20.6433333333,6.68886666667
336.47,6.0956,26.2706,3.61506666667,7.474,4.80126666667,6.35773333333,13.7504666667,4.25793333333,26.3891333333,8.32266666667,20.6821333333,6.59386666667
336.84,6.19533333333,26.4285333333,3.71653333333,7.55553333333,4.889,6.50826666667,13.9025333333,4.39953333333,26.5509333333,8.39973333334,20.7930666667,6.70746666667
337.21,6.24186666667,26.5988,3.75593333333,7.6614,4.88633333333,6.54706666667,14.0162,4.4378,26.6412666667,8.47813333333,20.9045333333,6.694
337.57,6.2416,26.6976666667,3.7456,7.6412,4.84473333333,6.5562,14.0852,4.4234,26.6629333333,8.52413333333,20.9567333333,6.69113333333
337.94,6.2912,26.7011333333,3.79313333333,7.68033333333,4.81806666667,6.59786666667,14.1906666667,4.46733333333,26.6703333334,8.54333333334,21.0155333333,6.70853333333
338.31,6.3942,26.8279333333,3.88146666667,7.76279999999,4.884,6.61293333334,14.3341333333,4.5568,26.751,8.64500000001,21.2026,6.83446666667
338.67,6.3862,26.8852,3.90226666667,7.78686666667,4.87246666667,6.51946666667,14.4434666666,4.53193333333,26.8369333333,8.66733333333,21.3110666667,6.81953333334
339.04,6.37346666667,26.9626,3.92746666667,7.8,4.91946666667,6.56093333333,14.4979333333,4.51586666667,26.8026,8.69433333334,21.3676666667,6.86793333334
339.40,6.26346666667,27.0210666667,3.86006666667,7.75386666666,4.85386666667,6.43666666667,14.4848666667,4.37213333333,26.7702,8.61593333333,21.3932,6.7628
339.77,6.0546,26.9868,3.63933333333,7.5832,4.7102,6.196,14.3174666667,4.1538,26.6713333333,8.45520000001,21.3198,6.5362
340.14,5.95953333333,26.9879333333,3.4672,7.45813333334,4.57186666667,5.99593333333,14.242,4.028,26.5741333333,8.3358,21.2814666666,6.44526666667
340.50,5.95586666667,27.0594,3.45173333333,7.47473333333,4.60753333334,6.01093333333,14.2899333334,3.98146666667,26.6396666667,8.33939999999,21.3070666667,6.45046666667
340.87,5.95953333333,27.1254,3.44506666667,7.46293333333,4.59406666667,5.989,14.3389333333,3.9608,26.5383333333,8.35966666667,21.3387333333,6.40206666667
341.23,6.114,27.2678,3.53126666667,7.44233333333,4.716,6.04426666667,14.5074,4.0574,26.6252666667,8.405,21.4713333333,6.5062
341.60,6.265,27.4612666667,3.64153333333,7.52253333334,4.845,6.1732,14.6485333333,4.14193333333,26.7242666667,8.504,21.6566666667,6.59666666667
341.96,6.29266666667,27.6006666667,3.6518,7.55646666667,4.88793333333,6.18966666667,14.6611333333,4.16866666667,26.8016,8.53886666667,21.7735333333,6.5878
342.33,6.33033333333,27.6794,3.73406666667,7.56506666667,4.89953333333,6.21866666667,14.7206666666,4.1674,26.8338666667,8.51746666667,21.8106666667,6.5676
342.70,6.34473333333,27.8126666667,3.73406666667,7.53513333334,4.9304,6.2622,14.7542666667,4.18133333333,26.8692666667,8.498,21.8658,6.57326666666
343.06,6.43786666667,27.9770666667,3.78973333333,7.58846666666,4.94513333333,6.3086,14.8568666667,4.2414,26.9668666667,8.5624,22.0331333333,6.63686666667
343.43,6.54593333334,28.1100666667,3.85393333333,7.67353333334,5.02653333333,6.4236,14.9742666667,4.35733333333,27.0878,8.72546666667,22.1998666667,6.74266666667
343.79,6.79673333333,28.3318666667,4.0752,7.89226666667,5.25186666667,6.67373333333,15.231,4.55806666666,27.2698,8.94286666667,22.4808,6.94806666667
344.16,6.91913333333,28.4440666667,4.26973333333,8.0528,5.43033333333,6.87486666667,15.4082,4.6556,27.3666,9.06120000001,22.6034666667,7.04553333333
344.52,6.9962,28.5155333333,4.30733333333,8.12066666667,5.4488,6.8974,15.5206666666,4.66266666667,27.4607333333,9.07353333333,22.7225333333,7.07873333334
344.89,6.91246666667,28.5576,4.24326666667,8.04873333333,5.34086666667,6.77553333333,15.4822,4.55466666667,27.4862,8.97653333333,22.7304,6.99066666667
345.25,6.8736,28.6368666667,4.22406666667,8.12626666667,5.30166666667,6.73573333333,15.5404,4.51693333333,27.5148666667,8.99186666667,22.7930666667,7.0002
345.62,6.971,28.7375333333,4.31986666667,8.22400000001,5.38473333333,6.7686,15.6597333333,4.59493333333,27.6199333333,9.09733333334,22.8957333333,7.09353333333
345.99,7.0108,28.8082666667,4.33693333333,8.24253333334,5.41593333333,6.7808,15.7788666667,4.615,27.6799333333,9.13266666667,22.9718666667,7.11259999999
346.35,7.04213333333,28.9278,4.2996,8.29946666666,5.44566666667,6.83166666666,15.8691333334,4.64173333334,27.759,9.19733333333,23.0680666667,7.16866666667
346.72,7.134,29.0058666667,4.3546,8.39020000001,5.533,6.88186666667,16.0151333333,4.69846666667,27.8161333333,9.2764,23.1815333333,7.25959999999
347.08,7.14326666667,29.0954666667,4.41546666667,8.43586666666,5.57393333333,6.88113333333,16.1034666667,4.72273333333,27.9418666667,9.34559999999,23.2742666667,7.28466666666
347.45,7.17333333333,29.2034,4.42673333333,8.4716,5.5852,6.8666,16.1885333333,4.70066666667,27.9800666667,9.33406666666,23.3834,7.27206666666
347.81,7.07393333333,29.1996666667,4.30453333333,8.36446666667,5.46066666667,6.70193333333,16.1572666666,4.5754,27.9686,9.20213333334,23.3862666667,7.14
348.18,7.01513333333,29.3552,4.19993333333,8.27840000001,5.36246666667,6.59653333333,16.1598,4.51133333333,28.0032666667,9.14786666667,23.4331333333,7.04973333333
348.54,6.94093333333,29.4736666667,4.1436,8.18486666666,5.29053333333,6.50373333333,16.1449333333,4.4636,27.9709333333,9.12459999999,23.4866666667,6.97706666667
348.91,7.0824,29.6556,4.307,8.37666666666,5.47726666667,6.60746666667,16.4238,4.65566666667,28.1964666667,9.32819999999,23.7410666667,7.17019999999
349.27,7.05806666666,29.7177333333,4.3086,8.34706666667,5.49833333333,6.59966666667,16.4412666666,4.6462,28.2141333333,9.30166666666,23.7841333333,7.13893333333
349.64,6.9744,29.7663333333,4.20786666666,8.29293333333,5.4212,6.51153333333,16.4552666667,4.53933333333,28.203,9.24053333333,23.8103333333,7.12020000001
350.00,6.879,29.8359333333,4.11673333334,8.23500000001,5.353,6.42366666666,16.4559333333,4.43313333333,28.205,9.17366666667,23.8469333333,7.06220000001
350.37,6.75253333333,29.8284,3.9854,8.09786666667,5.26206666667,6.29093333333,16.3978,4.31466666667,28.1374666667,9.07273333334,23.7428,6.90846666666
350.73,6.581,29.8085333333,3.82913333333,7.99559999999,5.0718,6.15593333333,16.2957333333,4.19666666667,28.1016,8.9404,23.7246666667,6.73333333333
351.10,6.50153333333,29.8186,3.69933333333,7.89126666667,4.97906666667,6.06186666667,16.2734,4.08473333333,28.0609333333,8.81873333333,23.7168666667,6.63046666667
351.46,6.45493333333,29.942,3.681,7.90673333334,5.01746666667,6.07186666667,16.3482666667,4.132,28.1304,8.8382,23.7394,6.65993333333
351.83,6.43953333334,30.1314,3.71846666667,7.94466666666,5.02466666667,6.08706666667,16.4229333333,4.13213333333,28.1807333333,8.87726666666,23.7363333333,6.71813333333
352.19,6.41093333333,30.1642,3.67806666667,7.92106666668,4.9812,6.0276,16.467,4.07306666667,28.1718,8.85066666667,23.7962666667,6.66813333334
352.55,6.4956,30.3144666667,3.7558,8.02919999999,5.05893333333,6.0962,16.6296,4.139,28.3032,8.95140000001,23.8975333333,6.71739999999
352.92,6.45773333333,30.357,3.68813333333,7.97273333334,5.00726666667,6.06873333333,16.6025333333,4.0458,28.2159333333,8.87519999999,23.8884666667,6.62666666667
353.28,6.43526666667,30.3852666667,3.65593333333,7.95099999999,4.936,6.07873333333,16.6242666667,4.02326666667,28.1889333333,8.87519999999,23.8838,6.54946666667
353.65,6.458,30.4459333333,3.6832,8.00513333333,4.93333333334,6.10566666667,16.6496,4.04826666667,28.1963333333,8.88800000001,23.9560666667,6.51113333334
354.01,6.46813333333,30.5218,3.71326666666,8.05773333334,4.9624,6.13606666667,16.6948666667,4.07466666667,28.2372666666,8.88466666667,23.9824666667,6.51913333333
354.38,6.52873333333,30.6427333333,3.76173333333,8.07726666666,5.00533333333,6.1596,16.7660666667,4.0914,28.3095333333,8.91699999999,24.1065333333,6.57493333333
354.74,6.67486666667,30.8689333333,3.91126666667,8.20146666667,5.21113333333,6.29366666667,17.0028,4.20986666667,28.5114,9.05333333333,24.2826666667,6.71206666667
355.11,6.72833333333,31.0414666667,3.97066666667,8.25793333333,5.256,6.35793333333,17.1341333333,4.27206666667,28.6013333333,9.12106666667,24.3890666667,6.76366666666
355.47,6.73306666667,31.0888,3.933,8.22806666666,5.18266666667,6.3092,17.1910666667,4.2052,28.6214666667,9.07213333334,24.4278,6.724
355.83,6.73813333333,31.1396,3.916,8.22746666667,5.1976,6.34186666667,17.3055333333,4.20693333333,28.6824,9.07279999999,24.5859333333,6.71566666667
356.20,6.78406666667,31.2535333333,3.9284,8.25220000001,5.21853333333,6.35306666667,17.3873333333,4.24073333333,28.7390666667,9.0902,24.6276666667,6.75486666667
356.56,6.79586666667,31.2640666667,3.86853333333,8.26846666666,5.229,6.326,17.3804666667,4.21933333333,28.7592,9.05506666667,24.6556,6.75293333334
356.93,6.79613333334,31.3284666667,3.84953333333,8.26913333333,5.2244,6.32086666667,17.4234,4.18333333333,28.7704666667,9.04213333333,24.6864666667,6.73413333333
357.29,6.8496,31.4715333333,3.87093333333,8.32266666667,5.2656,6.31406666667,17.5146666667,4.18846666667,28.8564,9.0316,24.8116666667,6.77213333334
357.66,6.8636,31.6003333333,3.88573333333,8.3366,5.3148,6.33033333333,17.6744,4.23273333333,28.9318,9.04886666667,24.8684,6.81313333334
358.02,6.97813333334,31.7556,3.9682,8.39526666667,5.39926666667,6.40386666667,17.8411333333,4.32606666667,29.0508,9.16219999999,25.0146666667,6.90100000001
358.38,6.89733333333,31.7551333333,3.8768,8.34673333334,5.29633333333,6.3574,17.8526,4.2508,29.0327333333,9.0874,25.0122,6.79613333334
358.75,6.87033333333,31.8062666667,3.8222,8.33479999999,5.22893333333,6.3366,17.8235333333,4.22366666667,28.9938666667,9.05346666667,25.0422666667,6.77286666667
359.11,6.94613333333,31.9164666667,3.8622,8.38766666667,5.31013333333,6.38493333333,17.9274,4.29646666667,29.0494,9.11633333334,25.0746666667,6.82373333333
359.48,6.98953333333,32.0309333333,3.9006,8.43693333334,5.37273333333,6.42166666667,18.0381333333,4.33006666667,29.12,9.17293333333,25.1475333333,6.86733333333
359.84,7.02953333333,32.0942666667,3.9124,8.45813333334,5.40213333333,6.42093333333,18.0422,4.3668,29.1266666667,9.20926666666,25.1595333333,6.88186666667
360.20,7.05013333334,32.1603333333,3.939,8.51113333334,5.434,6.43073333333,18.1142,4.3902,29.1861333333,9.23366666667,25.2444666667,6.89460000001
360.57,7.01693333333,32.2515333333,3.95166666667,8.4948,5.41046666667,6.42433333333,18.1722,4.3702,29.1786,9.23713333333,25.2624666667,6.89026666667
360.93,7.0536,32.3524666667,3.96,8.51700000001,5.4326,6.42906666667,18.2458,4.4058,29.2478666667,9.27826666666,25.3170666667,6.93526666667
361.29,7.07786666667,32.3740666667,3.96073333333,8.49893333334,5.4386,6.41646666667,18.2999333333,4.39706666667,29.2852,9.29173333333,25.3417333333,6.92580000001
361.66,7.06233333333,32.3948666667,3.93153333333,8.4868,5.4088,6.37566666667,18.2922,4.351,29.2956,9.27946666667,25.3963333333,6.90066666666
362.02,7.12366666666,32.4680666667,3.9618,8.54706666667,5.46413333333,6.40453333333,18.3504,4.38126666667,29.3144,9.29953333333,25.4263333334,6.95100000001
362.39,7.20546666667,32.5846666667,4.05613333333,8.6396,5.57673333333,6.46526666667,18.4390666667,4.4316,29.3792,9.36993333333,25.5024666667,7.0238
362.75,7.29673333333,32.696,4.12526666667,8.69440000001,5.64566666667,6.49606666667,18.5738666667,4.46686666667,29.4598666667,9.45133333333,25.6071333333,7.07913333334
363.11,7.37066666667,32.7812,4.18833333333,8.79506666667,5.71513333333,6.54106666667,18.6871333333,4.5352,29.5292,9.55113333333,25.7449333333,7.14806666667
363.48,7.36866666667,32.7908666667,4.18126666667,8.80013333332,5.735,6.5136,18.6716666667,4.54233333333,29.5152666667,9.57173333334,25.7760666667,7.14066666667
363.84,7.409,32.9031333333,4.2076,8.85906666666,5.80133333334,6.53286666667,18.7929333333,4.569,29.5911333333,9.60319999999,25.8782666667,7.17219999999
364.20,7.46546666667,33.0169333333,4.25113333334,8.92306666667,5.86886666667,6.57373333333,18.8951333333,4.6104,29.7104666667,9.66419999999,25.9831333334,7.21780000001
364.57,7.50333333333,33.0768666667,4.2808,8.95206666667,5.89613333333,6.56313333333,18.9734,4.61653333333,29.739,9.7082,26.06,7.24633333334
364.93,7.4882,33.1674,4.272,8.95460000001,5.9092,6.56533333333,19.0335333333,4.6102,29.7699333333,9.69833333334,26.1509333333,7.24006666667
365.29,7.5226,33.3323333333,4.28926666667,8.99573333333,5.96686666667,6.60246666667,19.1605333333,4.63693333333,29.8768,9.76079999999,26.3086666667,7.30866666667
365.66,7.57886666667,33.419,4.32873333333,9.04813333334,6.03946666667,6.67006666667,19.2436,4.69753333333,29.9173333333,9.7966,26.3476,7.32993333333
366.02,7.486,33.4730666667,4.24733333333,8.96999999999,5.97333333333,6.61366666667,19.2607333333,4.6434,29.9074666667,9.77626666667,26.3458,7.25299999999
366.38,7.4404,33.494,4.20366666667,8.93000000001,5.91273333333,6.55106666667,19.3286666667,4.63713333333,29.8976666667,9.76639999999,26.4100666667,7.22486666666
366.75,7.42073333333,33.5368,4.18966666666,8.94873333334,5.92573333333,6.5536,19.3634,4.62673333333,29.9297333334,9.75633333334,26.426,7.21673333333
367.11,7.3652,33.5746,4.1404,8.89120000001,5.8764,6.50273333333,19.3751333333,4.52726666667,29.9496666667,9.67113333333,26.4268,7.1564
367.47,7.42646666667,33.8185333333,4.22246666667,8.9568,5.90693333333,6.56773333333,19.5528666667,4.55886666667,30.1108666667,9.71060000001,26.6001333333,7.2214
367.84,7.4312,33.9010666667,4.243,8.94966666667,5.8978,6.5632,19.5988,4.56706666667,30.1538,9.71793333333,26.6438666667,7.2018
368.20,7.3976,33.9582666667,4.17866666667,8.87433333333,5.84433333334,6.4952,19.6168,4.49773333333,30.0976,9.66626666667,26.645,7.13066666666
368.56,7.43806666667,34.1311333333,4.18873333333,8.9198,5.87986666667,6.54113333333,19.7265333333,4.57586666667,30.2122666667,9.68293333335,26.7834666667,7.15913333333
368.93,7.4752,34.2102666667,4.22973333333,8.98159999999,5.91633333333,6.56346666666,19.8272,4.60306666667,30.3204666667,9.74506666667,26.8586,7.20673333334
369.29,7.43553333333,34.2539333333,4.20213333334,8.9754,5.8736,6.5298,19.8129333333,4.595,30.3288,9.75220000001,26.8945333333,7.17413333334
369.65,7.36813333333,34.3050666667,4.14066666667,8.90179999999,5.7758,6.42666666667,19.8382666666,4.5196,30.3561333333,9.69780000001,26.9370666667,7.11146666667
370.01,7.39346666667,34.4153333333,4.16173333333,8.97553333334,5.7904,6.43106666667,19.9512,4.51133333333,30.4625333333,9.70486666667,27.1023333333,7.13366666665
370.38,7.4118,34.5334666667,4.1472,9.01920000001,5.81933333333,6.43633333333,19.9668666667,4.5094,30.5076666667,9.69873333333,27.1234,7.15493333333
370.74,7.43633333333,34.6475333333,4.14466666667,9.00813333333,5.8218,6.41846666667,20.0499333333,4.52353333333,30.5560666667,9.68853333334,27.1883333333,7.12766666667
371.10,7.4206,34.7407333333,4.10373333333,8.98266666667,5.79453333333,6.3992,20.0570666667,4.4998,30.5792666667,9.67600000001,27.2876666667,7.1174
371.46,7.37373333333,34.7042,4.00046666667,8.90906666666,5.72453333333,6.3492,20.0074666667,4.43766666667,30.5532,9.61959999999,27.2293333333,7.02966666666
371.83,7.4274,34.7693333334,4.0368,8.96513333333,5.76346666667,6.3854,20.1216,4.44833333333,30.627,9.6968,27.3046,7.09193333332
372.19,7.50606666667,34.9420666666,4.131,9.07033333333,5.8696,6.5004,20.2669333333,4.5346,30.7620666667,9.80426666667,27.4602,7.23206666666
372.55,7.5196,34.9656666667,4.13633333333,9.10626666666,5.9088,6.50846666667,20.2923333333,4.52033333333,30.7658666667,9.81033333334,27.4490666666,7.21773333333
372.92,7.48606666667,35.0337333333,4.0794,9.0568,5.86553333334,6.47133333333,20.3155333333,4.4554,30.7344,9.75046666668,27.4810666667,7.15333333335
373.28,7.46513333333,35.0702666667,4.0536,9.04860000001,5.84773333333,6.458,20.354,4.4196,30.6865333333,9.69266666667,27.4249333333,7.13026666667
373.64,7.49266666667,35.1436,4.03873333334,9.08153333334,5.8612,6.46166666667,20.3896,4.41426666667,30.7006,9.70273333333,27.4536666666,7.11926666667
374.00,7.47306666667,35.2144666667,4.01733333333,9.03826666667,5.83726666667,6.43826666667,20.4134666666,4.35686666667,30.7087333333,9.67806666666,27.4783333333,7.09239999999
374.37,7.53713333333,35.3094666667,4.0806,9.08960000001,5.88666666667,6.49013333333,20.5564,4.39533333333,30.7824666667,9.73019999999,27.5936,7.14133333333
374.73,7.49793333333,35.3088,4.07453333333,9.08320000001,5.8608,6.46986666667,20.5763333333,4.36166666667,30.7882666667,9.74173333334,27.6349333333,7.13540000001
375.09,7.55073333333,35.3954666667,4.13926666667,9.15933333333,5.92253333334,6.526,20.6986,4.42713333333,30.8512,9.82266666667,27.7272,7.18506666668
375.45,7.60273333333,35.4744666667,4.17553333333,9.22366666667,5.9876,6.562,20.8419333333,4.467,30.9298666667,9.89133333334,27.8448,7.22766666667
375.81,7.541,35.5304666667,4.10693333333,9.16160000001,5.9254,6.50846666666,20.8218666667,4.43106666667,30.9461333333,9.81960000001,27.8768,7.17446666668
376.18,7.47886666667,35.4736666667,4.0172,9.10533333334,5.8562,6.41566666667,20.7648666666,4.34186666667,30.9256666667,9.76073333332,27.7994666667,7.07766666666
376.54,7.43373333333,35.5344,3.95453333333,9.05680000001,5.7994,6.38413333333,20.8348,4.31006666667,30.9781333333,9.74173333332,27.8696666667,7.06066666667
376.90,7.4712,35.6265333333,3.9984,9.09013333333,5.84026666667,6.4088,20.8919333333,4.36353333333,31.0606,9.78233333333,27.9490666667,7.09626666666
377.26,7.49353333333,35.7420666667,4.04646666667,9.12773333334,5.90393333333,6.42146666667,20.9878,4.39346666667,31.1768,9.82266666666,28.0629333333,7.13033333333
377.63,7.52566666667,35.8082,4.0806,9.15100000001,5.95653333333,6.47306666667,21.0651333333,4.42573333333,31.2137333333,9.84193333333,28.1081333333,7.17073333332
377.99,7.49726666666,35.8494,4.04026666667,9.12546666666,5.92073333333,6.4334,21.0758666667,4.42533333333,31.2359333333,9.81926666666,28.1228666667,7.13820000001
378.35,7.4992,35.9188,4.02826666667,9.11806666666,5.91733333333,6.4214,21.1214666667,4.42946666667,31.3033333333,9.83599999999,28.1928,7.11966666666
378.71,7.48866666667,36.0221333333,3.98406666667,9.09426666667,5.8896,6.39433333333,21.1717333333,4.40966666667,31.3425333333,9.82973333333,28.2434,7.11226666666
379.07,7.4666,36.0922666667,3.94706666667,9.07646666667,5.85406666667,6.3658,21.2196666667,4.37613333333,31.3744666667,9.7864,28.2192,7.09486666666
379.44,7.48686666667,36.2670666667,3.98186666667,9.11606666667,5.88553333333,6.38066666667,21.2804,4.3954,31.4608666667,9.81713333333,28.3308666667,7.11873333334
379.80,7.4594,36.2980666667,3.93706666667,9.1124,5.8792,6.34733333333,21.3448666667,4.34153333333,31.4395333333,9.81466666667,28.3540666667,7.08993333333
380.16,7.46526666667,36.4478,3.93313333333,9.11020000001,5.86873333333,6.35726666667,21.4493333333,4.36893333333,31.5006666667,9.80833333335,28.4554,7.09359999999
380.52,7.4938,36.5464,3.96373333333,9.13566666668,5.90373333333,6.365,21.5272,4.37693333333,31.5514,9.83826666667,28.5344,7.08906666668
380.88,7.50206666667,36.6368666667,3.95606666667,9.1706,5.884,6.3382,21.6078666667,4.35553333333,31.5726,9.86026666665,28.5744666667,7.06273333333
381.24,7.52986666667,36.7488666667,3.94453333333,9.19433333332,5.88773333334,6.3532,21.6906,4.38766666666,31.6104,9.88093333333,28.6400666667,7.08406666667
381.61,7.5342,36.9008666666,3.95026666667,9.23059999999,5.89533333333,6.32133333333,21.7931333333,4.412,31.7078,9.92459999999,28.7751333333,7.10593333333
381.97,7.57953333333,36.9524666667,3.98773333333,9.2798,5.9422,6.33813333333,21.8732666666,4.42126666667,31.7291333333,9.95020000001,28.8177333333,7.14026666666
382.33,7.59906666667,37.0604,4.00133333333,9.32413333332,5.97093333333,6.35273333333,21.9759333333,4.4142,31.7792,9.96966666668,28.8858666666,7.17259999999
382.69,7.632,37.2074,4.02873333333,9.37386666666,6.02093333333,6.35966666667,22.0775333334,4.41926666667,31.8640666667,10.0121333333,28.9924666667,7.2006
383.05,7.6412,37.3212,4.03113333333,9.39893333333,6.0368,6.3592,22.1339333334,4.403,31.9025333333,10.0247333333,29.1091333333,7.17913333333
383.41,7.616,37.3126666667,3.99253333334,9.371,6.0136,6.3292,22.1719333333,4.37733333333,31.8558666667,9.9912,29.0933333333,7.15786666667
383.77,7.68546666667,37.4918666667,4.0682,9.44600000001,6.0732,6.39133333333,22.2853333333,4.43913333333,31.9599333333,10.0582,29.1912666667,7.22233333332
384.14,7.74253333333,37.5844666667,4.12713333333,9.50766666666,6.14106666667,6.4296,22.3916666667,4.48013333333,32.0199333333,10.1182,29.283,7.25620000001
384.50,7.77706666667,37.6784,4.16293333333,9.54786666667,6.17073333333,6.4342,22.4785333333,4.49033333333,32.0932666667,10.1418666667,29.3604666667,7.29633333334
384.86,7.80886666667,37.8258666667,4.20413333333,9.57413333332,6.2248,6.4834,22.5848,4.53353333333,32.2122,10.1892666667,29.5063333333,7.36273333333
385.22,7.85159999999,37.9318,4.2342,9.6074,6.2506,6.50606666666,22.6558666667,4.5578,32.3315333333,10.2508666667,29.6002,7.38253333335
385.58,7.923,38.1096,4.28526666667,9.68486666667,6.2996,6.60346666667,22.7994,4.60133333333,32.455,10.302,29.7329333333,7.43580000001
385.94,7.97966666666,38.3183333333,4.32053333333,9.75040000001,6.359,6.66073333333,22.9062666667,4.66266666667,32.5796,10.3724666667,29.842,7.47773333334
