wavelength,Back_PooHism,Belly_PooHism,Breast_PooHism,Crissum_PooHism,Crown_PooHism,DorTail_PooHism,Patch10_PooHism,Patch11_PooHism,Patch12_PooHism,Rump_PooHism,Throat_PooHism,WingTip_PooHism
195.51,81.7976666666,43.2209333333,85.5430666667,61.4980666667,85.2434666667,67.5656000001,90.3371333334,84.3446,64.5692666666,72.8838666666,78.352,112.5842
195.89,89.9597333333,53.3334666667,97.8312666667,67.5502666667,98.3936000001,78.3935333333,108.032133333,95.6628000001,76.3052666667,87.1485333333,94.5381999999,127.711
196.27,85.5554666666,54.4445333333,96.1905333334,64.6824666667,101.2698,78.3334666667,106.269933333,95.3969333333,71.1111333333,88.7300666667,91.6665999999,122.380866667
196.65,78.5713999999,53.0952,90.9524,58.9682,101.4286,72.2222000001,103.492066667,92.2220666668,63.6508,86.3492,85.4762666667,116.745933333
197.03,75.8333333333,54.0971333333,84.7222666666,59.7221333333,95.8334000001,73.4722666667,97.7776666665,86.9444666667,59.3750666666,78.8888666667,84.9306666667,105.972266667
197.40,75.6044,50.0364666667,81.1722000001,54.7252,94.5054666665,71.2086666665,98.4616000001,84.3223333333,58.1684,72.8938666666,82.1977999999,102.124466667
197.78,74.6068000001,44.3445333333,75.3558666666,49.7378666667,93.7827333334,69.1386000001,94.307,80.6742666667,55.2060666667,66.367,78.8015333333,99.1759333334
198.16,70.2174666667,38.2608666667,69.7100666667,46.5218,86.1593333333,65.1449333333,84.8550666666,74.2027333333,52.9710666667,58.2608666666,78.1884666667,91.7392666666
198.54,67.7036666667,34.5927333333,65.9258,44.7406,83.1111333333,62.6666,79.5555999999,69.7038,49.4814666666,51.1851333334,80.8888666667,92.7407333333
198.92,71.5555333333,39.1852,69.7037333333,47.7776,86.2962,66.8888666667,82.1481333334,74.5927333333,56.8147333333,52.4443333333,85.1852666667,91.0370000001
199.30,66.6669333333,39.7278666667,64.0816,47.2790666667,84.2857333334,61.0204666666,76.6666666667,70.4081333333,56.8028,47.9590666666,78.7756,81.8367999999
199.68,62.5589333333,41.2793333333,61.4814666667,45.5218666667,87.6094666665,59.5958666667,73.6700666667,73.6027333333,57.037,47.1380000001,81.5489333333,82.4916666666
200.06,61.8181333333,37.3939333333,58.303,42.3636666667,80.2422666666,56.6060000001,66.1818666667,69.9394666667,51.5757333333,43.2121333333,74.3030666667,73.9392666667
200.44,73.8145333333,45.3609333333,67.1477333333,46.2542666667,89.9655999999,64.6735333333,76.5636,80.9621333332,59.7938666667,49.4846666668,85.1546,85.7732666666
200.82,86.6666666667,50.5883333333,73.6470666667,51.2942666667,102.8236,71.2940666667,84.1569333334,89.4117333335,64.0784,55.1372666666,95.5294666668,95.4510666667
201.19,81.4558666667,47.5860666667,68.1994000001,45.4407333333,95.0191999999,61.7624666667,79.5401333334,81.3026666667,60.3066,51.4942666666,89.2719333333,88.9656
201.57,77.5510666665,49.796,69.7278666667,48.0273333333,91.9047999999,61.2245333333,74.966,80.2040666666,61.9727333333,53.9456666667,86.1224666667,86.1224666666
201.95,84.5360000001,59.1064666667,81.2370666667,57.0446,97.8692666665,67.9724666667,81.8556000001,88.2474666668,69.897,63.7115333334,95.7387999999,91.9588666667
202.33,121.904666667,86.1903333333,111.4286,83.4286666667,136.8572,98.1904666667,115.142933333,124.285733333,95.9048000001,93.6190666666,133.333333333,136.095266667
202.71,129.649,91.4911999999,115.789533333,86.3157333333,140.1754,106.228066667,119.6492,131.579066667,104.2106,104.561333333,136.228,140.087733333
203.09,154.179866667,100.5292,135.343866667,99.1535333333,160.8466,123.915333333,139.364933333,153.862266667,113.333466667,118.730133333,163.8096,165.608533333
203.47,155.7062,97.0621333335,134.463133333,94.0111333334,158.079,122.937866667,137.966133333,154.011333333,104.180733334,119.435,164.1808,167.796533333
203.85,155.076933333,102.256333333,136.615333333,99.7948,156.615266667,124.923066667,136.820533333,151.384533333,103.384533333,121.948733334,156.000066667,163.3844
204.22,188.1944,124.305533333,165.694466667,123.472,189.861066667,148.611133333,170.694466667,188.611266666,125.000133333,147.777733333,185.5556,204.7222
204.60,182.2222,111.703733333,167.851866666,121.629666667,189.333466667,144.0,164.5926,176.444466667,120.592533333,142.518533333,182.074066667,206.814866666
204.98,191.052466667,109.298266667,178.421133333,124.7368,204.2106,147.017533333,173.6842,183.157933333,123.859533333,142.280733333,193.684133333,221.9298
205.36,175.135066667,97.8379333334,176.7568,124.1442,208.108266667,147.7478,161.6216,180.000066667,116.936933333,138.017933333,190.090133333,215.8558
205.74,197.142933333,111.619,197.904733333,146.0952,233.333333333,179.238,191.428533333,202.666666667,134.666666667,158.4762,209.714333333,241.5238
206.12,166.515133333,92.1213333333,166.060666667,121.212066667,196.060466667,155.0,169.394,170.909,110.757733333,130.454533333,168.4848,206.212133333
206.50,117.049133333,64.2622666667,116.939933333,80.4370666666,135.1912,107.322466667,123.387866667,118.5792,74.9728666666,86.7760666667,124.043866667,136.830733333
206.87,119.7662,67.8363333333,118.245533333,84.2104666667,139.766,111.9298,129.7076,117.660733333,77.7778666667,85.1462,128.304133333,134.853733333
207.25,126.1728,73.8271333334,124.074066667,89.8765333333,146.543133333,120.246733333,134.938266667,121.975333333,86.2962666667,95.4321999999,132.4692,140.987666666
207.63,192.982333333,116.842133333,189.473666667,141.403533333,217.543933333,174.5614,208.596466667,181.052533333,136.666666666,142.6316,197.193,209.999933333
208.01,232.2222,130.222266667,213.555666667,161.111,251.777733333,202.2222,255.111,194.222333333,163.111133333,168.4444,235.3334,242.666666667
208.39,222.2222,122.222133333,196.565666667,147.0708,246.0606,194.343533333,237.171733334,182.222133333,161.010133333,167.878866667,222.424266666,221.414066667
208.77,166.666733333,99.0278666667,139.1666,112.638866667,182.916666667,145.138866667,168.472266667,145.972266667,123.888933333,126.527866667,164.444533333,154.4444
209.14,155.9562,102.076533333,137.814266667,117.158533333,165.245866667,144.043733333,157.923533333,139.125733333,127.322333333,125.245666667,157.377133333,145.245933333
