wavelength,Back_SalAlbf,Belly_SalAlbf,Breast_SalAlbf,Crissum_SalAlbf,Crown_SalAlbf,DorTail_SalAlbf,Patch10_SalAlbf,Patch11_SalAlbf,Rump_SalAlbf,Throat_SalAlbf,WingTip_SalAlbf
328.04,5.46693333333,11.7165333333,8.939,11.8224666667,4.69466666667,7.90266666667,4.95206666667,8.03946666667,7.10366666667,12.7032666667,8.49246666667
328.41,5.4894,11.7460666667,8.87626666667,11.815,4.63446666667,7.86966666667,4.936,8.05353333333,7.14020000001,12.8218666667,8.4676
328.78,5.417,11.8000666667,8.79893333334,11.7834666667,4.54413333333,7.72186666667,4.82766666667,7.96833333333,6.99546666667,12.8606,8.33026666667
329.14,5.468,11.8814666667,8.95846666666,11.9287333333,4.63913333333,7.78473333333,4.87546666667,7.985,7.04626666667,12.9829333333,8.42166666667
329.51,5.2846,11.864,8.85493333333,11.8908666667,4.49786666667,7.65326666667,4.68086666667,7.8966,6.86219999999,12.9645333333,8.29213333333
329.88,4.925,11.6228666667,8.56233333333,11.5861333334,4.132,7.35506666667,4.40353333333,7.54726666667,6.51813333334,12.6660666667,7.94886666667
330.24,4.82406666666,11.566,8.51926666667,11.5093333333,3.9886,7.26526666667,4.3574,7.44966666667,6.5262,12.6624,7.81566666667
330.61,4.81713333333,11.6169333333,8.59406666667,11.5416666667,3.92973333333,7.2482,4.43786666667,7.6022,6.53373333333,12.7418666667,7.8836
330.98,4.72826666667,11.6412666667,8.57966666667,11.5175333333,3.86253333333,7.19033333333,4.4904,7.62673333333,6.56533333333,12.7393333333,7.88993333333
331.34,4.60866666667,11.6468,8.55006666666,11.5015333333,3.75293333333,7.0492,4.497,7.67886666667,6.53266666667,12.7287333333,7.8352
331.71,4.64753333333,11.665,8.53306666667,11.4751333333,3.766,7.02713333333,4.4606,7.67193333333,6.56766666667,12.7364666667,7.78486666667
332.08,4.74006666667,11.7334666667,8.6054,11.5320666667,3.83813333333,6.99333333334,4.47866666667,7.66933333333,6.65173333333,12.7782,7.78786666667
332.44,4.63406666666,11.6576666667,8.5864,11.4164666667,3.72466666667,6.82966666667,4.34713333333,7.58806666667,6.55340000001,12.6368666667,7.65273333333
332.81,4.84613333333,11.8508,8.88180000001,11.6540666667,3.96713333333,7.11286666667,4.5756,7.8244,6.85406666666,12.8568666667,7.91413333333
333.18,4.84833333333,11.9084666667,8.84873333333,11.5980666667,3.91046666667,7.12773333334,4.58733333333,7.86553333333,6.82513333333,12.8228666667,7.87066666667
333.54,5.022,12.1107333333,8.99686666666,11.7897333333,4.05646666667,7.33173333333,4.7536,8.00566666667,7.01833333333,12.9561333333,7.952
333.91,5.2474,12.3719333333,9.19659999999,11.9621333333,4.29346666667,7.52933333333,4.8564,8.23166666667,7.21306666667,13.2018,8.18233333333
334.28,5.55993333333,12.7332,9.42159999999,12.2627333333,4.64033333333,7.75226666667,5.10446666667,8.492,7.45766666667,13.5119333333,8.45333333333
334.64,5.59046666667,12.8428666667,9.45386666668,12.3249333334,4.69173333333,7.82666666667,5.08266666667,8.54906666667,7.45926666667,13.6428,8.45673333333
335.01,5.45246666667,12.7538,9.34773333333,12.1972,4.5628,7.682,4.92513333333,8.408,7.3,13.5944666667,8.31773333333
335.38,5.52373333333,12.7227333333,9.33706666667,12.2252666667,4.61006666667,7.63773333333,4.8902,8.37426666667,7.32053333333,13.6098,8.24226666667
335.74,5.671,12.8805333333,9.45713333333,12.3022,4.71546666667,7.75486666667,5.02733333333,8.5478,7.3956,13.7695333333,8.30606666667
336.11,5.7504,12.9928,9.54133333333,12.3949333333,4.7782,7.80906666667,5.1348,8.62853333333,7.41726666666,13.8975333333,8.34513333333
336.47,5.7874,13.0812,9.53386666667,12.4873333333,4.88713333333,7.8534,5.16686666667,8.69133333333,7.41706666667,13.9757333333,8.36566666667
336.84,5.5652,12.906,9.27166666666,12.2182,4.6896,7.56073333333,4.94866666667,8.46826666667,7.17673333334,13.8916666667,8.0718
337.21,5.64533333333,12.9266666667,9.35346666667,12.3200666667,4.77846666667,7.56306666667,4.96026666667,8.5354,7.19153333333,14.0150666667,8.1402
337.57,5.6542,12.8794,9.35446666667,12.2916666667,4.80813333333,7.50946666667,4.96213333333,8.53533333333,7.17573333334,14.0400666667,8.19366666667
337.94,5.6866,12.947,9.45633333333,12.371,4.88513333333,7.4916,5.07133333333,8.59,7.22266666667,14.1303333333,8.22386666667
338.31,5.76986666667,12.984,9.59133333333,12.4242666667,4.9328,7.528,5.19046666667,8.66373333333,7.26613333333,14.1781333333,8.26773333333
338.67,5.84186666666,13.0886,9.70999999999,12.5073333333,4.98613333333,7.5278,5.22653333333,8.647,7.31073333334,14.2584666667,8.32613333333
339.04,5.8322,13.1814666667,9.72593333333,12.5177333333,4.96806666667,7.4956,5.14973333333,8.64933333333,7.28973333334,14.2812,8.34433333333
339.40,5.7,13.1592666667,9.69900000001,12.3931333333,4.88453333333,7.43506666667,5.029,8.5726,7.16253333333,14.2845333333,8.2846
339.77,5.57753333333,13.0806666667,9.62159999999,12.376,4.752,7.32553333333,4.92073333333,8.4136,7.06213333333,14.2023333333,8.16326666667
340.14,5.51506666667,13.0266,9.60833333333,12.348,4.67006666667,7.3094,4.83546666667,8.34126666667,6.99073333334,14.2063333333,8.12733333333
340.50,5.6206,13.1372666666,9.72993333334,12.477,4.6786,7.41906666667,4.90693333333,8.45546666667,7.09653333334,14.3793333333,8.22933333333
340.87,5.75473333333,13.3047333333,9.89106666666,12.709,4.76286666667,7.6168,5.0156,8.61926666667,7.21660000001,14.532,8.39526666667
341.23,5.78793333333,13.4392,9.9696,12.8604666667,4.8328,7.7298,5.1358,8.704,7.37340000001,14.6546,8.44393333333
341.60,5.85586666667,13.5926666667,10.0947333333,13.0138666667,4.8912,7.82073333333,5.2294,8.84053333333,7.46999999999,14.8402666667,8.52320000001
341.96,5.81126666667,13.5896,10.0366,13.0235333333,4.84586666667,7.80306666667,5.21526666667,8.8898,7.47873333334,14.8351333333,8.42993333333
342.33,5.85046666667,13.7358666667,10.1023333333,13.1326666667,4.91006666667,7.88013333333,5.21986666667,8.9898,7.5612,15.0317333333,8.44253333333
342.70,5.91873333333,13.8443333333,10.1451333333,13.2710666667,5.00266666667,7.94386666667,5.26893333333,9.0918,7.60953333333,15.1720666667,8.51126666666
343.06,5.9932,13.8746666667,10.2494666667,13.3874666667,5.02326666667,8.0174,5.387,9.19053333333,7.65846666667,15.2745333333,8.5458
343.43,6.17766666667,14.1468666667,10.4058,13.6392666667,5.15766666667,8.17093333333,5.58906666666,9.37693333334,7.865,15.4970666667,8.72233333333
343.79,6.318,14.2867333333,10.5701333333,13.8210666667,5.32633333334,8.2936,5.69606666667,9.54666666666,8.02526666667,15.7306,8.83493333334
344.16,6.44486666667,14.4672,10.6914666667,13.9954666667,5.48366666667,8.3992,5.82366666667,9.73866666667,8.16033333333,15.9078666667,8.93153333333
344.52,6.53866666667,14.6252,10.8131333333,14.0833333333,5.59986666667,8.45826666667,5.95393333333,9.83880000001,8.31906666666,16.0208,9.01226666666
344.89,6.47386666667,14.6149333333,10.7786,14.0492,5.56326666667,8.3514,5.91013333333,9.79706666667,8.27206666667,16.0181333333,8.97973333333
345.25,6.44993333333,14.616,10.7892,13.9998,5.51526666666,8.27893333333,5.84853333333,9.71859999999,8.19733333333,16.0739333333,8.97480000001
345.62,6.4072,14.5506,10.7151333333,13.9390666667,5.43213333333,8.20833333333,5.80673333333,9.60279999999,8.12246666666,16.0273333333,8.91286666667
345.99,6.37933333333,14.5256666667,10.6868666667,13.9253333333,5.38873333333,8.16813333333,5.77806666667,9.51553333333,8.01686666667,16.0518,8.88333333333
346.35,6.3092,14.4659333333,10.6258666667,13.8914666667,5.29886666667,8.09013333333,5.7548,9.4588,7.89133333333,16.0024,8.83506666667
346.72,6.338,14.4288,10.6342,13.8441333333,5.30973333333,8.07546666667,5.84173333333,9.4878,7.93239999999,15.9905333333,8.77926666667
347.08,6.3514,14.4790666666,10.6519333333,13.9098,5.35933333333,8.10366666667,5.86913333333,9.54446666665,7.97400000001,16.0815333334,8.7352
347.45,6.311,14.4168666667,10.6558666667,13.9419333333,5.32753333333,7.99666666667,5.83726666667,9.5284,7.94886666667,16.1107333334,8.6392
347.81,6.19913333333,14.4105333333,10.5447333333,13.8505333333,5.16253333333,7.86173333333,5.70013333333,9.449,7.80753333333,15.9995333333,8.54346666667
348.18,6.11333333333,14.3768666667,10.5463333333,13.8300666667,5.11033333333,7.73806666667,5.62106666667,9.38793333334,7.75479999999,15.9742,8.50066666667
348.54,6.0706,14.3642,10.5635333333,13.833,5.07593333333,7.6734,5.55526666667,9.35573333333,7.64193333333,15.9927333333,8.4482
348.91,6.12733333334,14.4702,10.6244666667,13.9614666666,5.118,7.73993333333,5.61293333333,9.43646666666,7.68046666667,16.083,8.43106666667
349.27,6.04066666667,14.4186666667,10.5524666667,13.9629333333,5.0658,7.69126666667,5.59333333333,9.43299999999,7.59366666666,16.0766666667,8.3366
349.64,6.01213333333,14.4863333333,10.6335333333,14.073,5.06186666667,7.66646666667,5.53466666667,9.43799999999,7.58099999999,16.1627333333,8.28793333333
350.00,5.97206666667,14.5888,10.672,14.1835333334,5.0598,7.64766666666,5.4834,9.42306666667,7.61193333333,16.2515333333,8.25913333333
350.37,5.88346666667,14.5478666667,10.6236666667,14.1080666667,4.96673333333,7.53613333333,5.33466666667,9.32426666666,7.54906666667,16.2268666667,8.1944
350.73,5.8562,14.6412666667,10.6458666667,14.1727333333,4.92726666667,7.50606666667,5.28633333333,9.32886666667,7.4862,16.3084666667,8.21073333333
351.10,5.75786666667,14.5785333333,10.5424,14.0948666667,4.79246666667,7.37086666667,5.16046666667,9.19566666666,7.32786666667,16.1746,8.1434
351.46,5.7268,14.5902,10.4749333333,14.0324,4.70893333333,7.323,5.08366666667,9.12726666666,7.27253333333,16.1669333333,8.0924
351.83,5.85966666667,14.7698,10.6673333333,14.2124,4.8678,7.49366666667,5.2698,9.26720000001,7.4364,16.4135333333,8.2364
352.19,5.95313333333,14.8555333333,10.7268,14.3244666667,4.8652,7.61746666667,5.35906666667,9.35693333333,7.5372,16.5479333333,8.29186666667
352.55,5.97253333333,14.9075333333,10.7089333333,14.3904666666,4.8652,7.65053333333,5.41153333333,9.37320000001,7.5986,16.6632,8.29786666667
352.92,6.11873333333,15.0739333333,10.9068666667,14.5106,4.99373333333,7.7642,5.55373333333,9.55293333333,7.77366666667,16.866,8.457
353.28,6.36726666667,15.3725333333,11.1847333333,14.7490666667,5.22033333333,7.9816,5.7438,9.84859999999,8.05013333333,17.1326666666,8.66006666667
353.65,6.51366666667,15.599,11.3049333333,14.8711333334,5.3864,8.13753333333,5.9212,10.0364,8.20693333333,17.3056,8.79093333333
354.01,6.59046666667,15.5659333333,11.3281333334,14.846,5.40586666667,8.1516,5.93526666667,10.0188,8.21240000001,17.3152,8.83853333333
354.38,6.79106666667,15.7946,11.5285333334,15.1187333333,5.59033333333,8.39713333333,6.19513333333,10.2260666667,8.40766666667,17.5734666667,9.0278
354.74,6.84313333333,15.8623333333,11.6048,15.2422666667,5.656,8.49373333333,6.23726666667,10.3216666667,8.52553333333,17.6926666666,9.07099999999
355.11,7.0668,16.1205333333,11.9103333333,15.5346666667,5.89993333334,8.726,6.453,10.5742,8.81046666666,18.0568,9.30486666667
355.47,7.24506666667,16.33,12.153,15.7930666667,6.1174,8.97926666667,6.636,10.8185333333,8.99766666667,18.3194,9.53386666666
355.83,7.2428,16.3705333333,12.1244666667,15.8268,6.1258,8.93066666667,6.6132,10.8442666667,8.97893333334,18.3744666666,9.50626666667
356.20,7.2044,16.4015333333,12.1090666667,15.8806,6.1984,8.93006666667,6.60166666667,10.8208,8.95893333334,18.4296,9.50353333333
356.56,7.16246666667,16.4336666667,12.144,15.9407333334,6.225,8.90446666667,6.5596,10.8622666667,8.95693333333,18.4798,9.52720000001
356.93,7.0682,16.365,12.061,15.9030666667,6.13153333333,8.80606666667,6.44846666667,10.7119333333,8.83553333333,18.3778666667,9.38926666667
357.29,7.04033333333,16.3676,12.0254666667,15.9193333334,6.07426666667,8.7824,6.39686666667,10.6559333333,8.78940000001,18.4114,9.37493333333
357.66,6.8918,16.2738666667,11.888,15.8572,5.95813333333,8.596,6.2634,10.5048666667,8.65213333334,18.3662666667,9.23839999999
358.02,6.89066666667,16.3995333333,11.9578,15.9348,5.9842,8.6058,6.29593333333,10.599,8.70593333333,18.4797333333,9.27159999999
358.38,6.84233333333,16.3612,11.8876,15.846,5.91873333333,8.472,6.15886666667,10.5262666667,8.61873333334,18.4158,9.12873333333
358.75,6.74073333333,16.3578666667,11.8478666667,15.7629333333,5.82933333333,8.346,6.06646666667,10.4394666667,8.50893333334,18.3732,9.03773333333
359.11,6.6158,16.2976666667,11.7251333333,15.6730666667,5.69773333333,8.2326,5.9542,10.3096666667,8.3968,18.2815333333,8.88633333333
359.48,6.5478,16.3296666666,11.6686666667,15.6754666667,5.63746666667,8.15826666667,5.91913333333,10.3292666667,8.32633333332,18.2691333333,8.78686666666
359.84,6.55253333333,16.415,11.7772666667,15.7589333333,5.64766666667,8.18706666667,5.9612,10.3674,8.36186666667,18.3349333333,8.79619999999
360.20,6.53886666667,16.4530666667,11.7784666667,15.7107333333,5.55273333333,8.11933333333,5.91473333333,10.3866,8.28246666667,18.3325333333,8.73993333333
360.57,6.50826666667,16.4966666667,11.7992666667,15.6978,5.50266666667,8.096,5.90373333333,10.3834666667,8.20420000001,18.3884,8.6868
360.93,6.5362,16.6128,11.8722,15.8049333333,5.56806666667,8.1296,5.97553333333,10.4892,8.27446666666,18.5214,8.736
361.29,6.5652,16.6606666666,11.9439333333,15.8536666667,5.63546666667,8.15066666667,6.02146666667,10.5492666667,8.33273333333,18.5615333333,8.76386666667
361.66,6.6374,16.7582666667,12.0644666667,15.9620666667,5.68666666666,8.2546,6.08246666667,10.6619333333,8.42013333334,18.6648,8.83506666667
362.02,6.62073333333,16.7950666667,12.0563333333,15.9933333334,5.66646666667,8.24493333333,6.07373333333,10.6960666667,8.38446666667,18.6737333333,8.78333333333
362.39,6.6596,16.8791333333,12.1116,16.084,5.7396,8.31873333334,6.1538,10.7624,8.44573333333,18.749,8.84793333333
362.75,6.78233333333,16.9756666667,12.1917333333,16.2134,5.7964,8.40786666667,6.24453333333,10.8460666667,8.52766666667,18.8806,8.93679999999
363.11,6.78026666667,17.0318666667,12.2086666667,16.2823333333,5.781,8.41166666667,6.2386,10.8922666667,8.52779999999,18.9459333334,8.94546666667
363.48,6.6462,16.9042666667,12.1478666667,16.1873333333,5.65053333333,8.27206666666,6.10506666667,10.7261333333,8.42913333334,18.8798,8.8358
363.84,6.5666,16.8329333333,12.0317333334,16.1185333333,5.5392,8.17226666667,5.9844,10.6406666667,8.31220000001,18.867,8.76746666666
364.20,6.57253333333,16.9142666667,12.0986,16.1974666667,5.57366666667,8.19146666666,5.98613333333,10.6700666667,8.35453333334,18.9885333333,8.79553333333
364.57,6.62686666667,16.9708,12.1604666667,16.2940666667,5.62373333333,8.22746666667,5.99353333333,10.6822,8.41786666667,19.0388666667,8.80486666667
364.93,6.62106666667,17.0182,12.1728,16.2809333333,5.5982,8.2258,5.94853333334,10.6532666667,8.38200000001,19.0918666667,8.7694
365.29,6.47526666667,16.9614666667,12.0625333333,16.2348666667,5.428,8.066,5.81386666667,10.5097333333,8.22553333334,19.0450666667,8.597
365.66,6.4738,16.9365333334,12.0485333333,16.2011333333,5.39893333333,8.03286666667,5.80306666667,10.4606666667,8.17126666667,19.0471333333,8.57786666666
366.02,6.64033333333,17.1270666667,12.2124666667,16.3908666667,5.5556,8.18013333333,5.94026666667,10.5632,8.33486666667,19.2613333333,8.73666666667
366.38,6.6058,17.1726666667,12.2423333333,16.4305333333,5.4926,8.14266666667,5.90213333333,10.5565333333,8.33753333333,19.347,8.69866666667
366.75,6.50873333333,17.1646,12.2222,16.3980666667,5.46913333333,8.0924,5.82666666667,10.5300666667,8.31193333333,19.3545333333,8.63873333333
367.11,6.67653333333,17.2996666667,12.3889333333,16.5333333333,5.64353333333,8.20526666667,5.97473333333,10.6738,8.43413333334,19.4638,8.7764
367.47,6.86393333333,17.5606,12.5889333333,16.7512666667,5.80966666667,8.36586666667,6.15106666667,10.8760666667,8.5828,19.6802666667,8.93153333333
367.84,7.0344,17.7400666667,12.7681333333,16.9469333333,5.99046666667,8.495,6.31686666667,11.0002666667,8.74286666667,19.8254,9.04299999999
368.20,7.126,17.8453333333,12.8572666667,17.0998,6.09826666667,8.5842,6.45426666667,11.0913333333,8.81406666666,19.9318666667,9.09186666666
368.56,7.16106666667,17.9252666667,12.9149333333,17.1628,6.13873333333,8.59286666667,6.5118,11.2092,8.85460000001,19.9944666667,9.16473333333
368.93,7.21733333333,17.9488666667,12.9757333333,17.3020666666,6.21593333333,8.65926666667,6.59386666667,11.3015333333,8.93533333333,20.1276666666,9.24253333333
369.29,7.35766666667,18.1145333333,13.1184666667,17.4558666667,6.34933333333,8.78406666667,6.693,11.4718666667,9.06706666666,20.3086666667,9.35426666668
369.65,7.38826666667,18.2208,13.1881333333,17.5598666667,6.3998,8.79233333333,6.68626666667,11.5536,9.12573333333,20.4534,9.34966666666
370.01,7.26353333333,18.1274,13.106,17.4826,6.2704,8.69046666667,6.57786666667,11.4761333333,9.0224,20.4084,9.20660000001
370.38,7.2152,18.1396666667,13.1022,17.5177333333,6.25546666667,8.6686,6.547,11.4663333334,8.95940000001,20.4310666667,9.1862
370.74,7.2944,18.2888666667,13.2089333333,17.6846666667,6.2864,8.7402,6.63933333333,11.5601333333,9.0318,20.553,9.20993333333
371.10,7.17273333333,18.2852,13.1273333333,17.6957333333,6.18606666667,8.66653333333,6.58453333333,11.5308,8.96853333333,20.6012666667,9.16313333333
371.46,7.13,18.2460666667,13.0722,17.7266,6.18266666667,8.65573333333,6.5408,11.476,8.92359999999,20.6242,9.12026666667
371.83,7.03413333333,18.2294666667,13.0268,17.7141333333,6.14,8.61093333333,6.52186666667,11.4785333333,8.89666666666,20.6076666667,9.08213333334
372.19,7.04513333333,18.2768666667,13.0666,17.7462,6.15033333333,8.61413333333,6.51753333333,11.5286,8.93806666667,20.6666,9.12153333334
372.55,7.03826666667,18.3693333333,13.0860666667,17.8200666667,6.1568,8.6586,6.5528,11.5266666667,8.97266666667,20.7304666667,9.08419999999
372.92,7.00713333333,18.4294666667,13.0666,17.8553333334,6.11146666667,8.61413333333,6.54153333333,11.523,8.9478,20.7379333334,9.07720000001
373.28,6.93793333333,18.479,13.0400666667,17.8664,6.069,8.5904,6.52386666667,11.4940666667,8.9096,20.7432666667,9.06879999999
373.64,6.90646666666,18.5466,13.0438666667,17.9496666666,6.0518,8.59346666667,6.54533333333,11.5112,8.90726666667,20.7748,9.06553333333
374.00,6.9572,18.666,13.1464666667,18.0555333333,6.12826666667,8.66746666667,6.62593333333,11.5826,8.98626666667,20.9192666667,9.15833333333
374.37,7.0498,18.8016666667,13.2624,18.1870666667,6.22713333333,8.7584,6.7404,11.7312666667,9.09693333333,21.0114,9.26793333333
374.73,7.08186666667,18.8855333333,13.3638,18.2793333333,6.3282,8.8144,6.81913333333,11.7934,9.14873333333,21.1286,9.33686666667
375.09,7.1502,18.9956666667,13.4821333333,18.3958666667,6.3994,8.87573333333,6.87546666666,11.8567333333,9.19626666667,21.2790666667,9.37120000001
375.45,7.15886666667,19.1276666667,13.55,18.4602666667,6.39606666667,8.90126666667,6.901,11.9436,9.24846666667,21.4264666667,9.37940000001
375.81,7.17873333333,19.1969333333,13.6266666667,18.5194,6.39106666667,8.94193333333,6.8912,11.9886,9.267,21.5208666667,9.41686666667
376.18,7.1862,19.2749333333,13.6494666667,18.6006,6.41586666667,9.00926666667,6.9322,12.0138666667,9.30913333333,21.6113333333,9.42933333333
376.54,7.17426666667,19.2512,13.592,18.565,6.36713333333,8.95206666667,6.89706666667,11.9670666667,9.26906666667,21.6378,9.40539999999
376.90,7.13893333333,19.2986666667,13.5917333333,18.5558666667,6.3394,8.9232,6.858,11.9566,9.26213333334,21.6714666667,9.37480000001
377.26,7.16546666667,19.2942666667,13.6418666667,18.5997333333,6.34126666667,8.92626666667,6.883,11.9856666666,9.29026666666,21.7363333333,9.36186666666
377.63,7.15353333333,19.3411333333,13.6906,18.627,6.33973333333,8.91926666667,6.8772,12.0124666667,9.31213333333,21.8012666667,9.40759999999
377.99,7.05953333333,19.3206666667,13.6458666667,18.6032666667,6.25213333333,8.83053333334,6.78233333333,11.9935333333,9.26953333334,21.7670666667,9.31853333333
378.35,6.983,19.2998666667,13.6160666667,18.5709333333,6.1616,8.7482,6.68773333334,11.9096,9.20393333334,21.8254666667,9.23519999999
378.71,6.95306666667,19.2924,13.5796,18.5453333333,6.06346666667,8.6902,6.62206666667,11.8878,9.17006666666,21.8128,9.17133333334
379.07,6.88533333333,19.3061333333,13.541,18.5321333333,5.9732,8.61106666667,6.5638,11.864,9.12820000001,21.8108,9.09306666667
379.44,6.8768,19.325,13.5786,18.5866666667,5.98286666667,8.60146666667,6.5946,11.8748,9.14586666666,21.8016666667,9.09833333334
379.80,6.8572,19.3480666667,13.59,18.6368666667,5.9744,8.5628,6.60093333333,11.9010666667,9.14466666667,21.8682666667,9.05653333333
380.16,6.79113333333,19.3381333333,13.5504666667,18.6268666667,5.87426666667,8.46026666667,6.50473333333,11.8679333333,9.07740000001,21.8550666667,8.95053333333
380.52,6.75013333333,19.3850666667,13.6086,18.7218,5.87353333333,8.46046666667,6.50466666667,11.9022666667,9.0828,21.9121333333,8.93606666667
380.88,6.7598,19.4682,13.6817333333,18.8150666667,5.90266666667,8.49426666667,6.542,11.9818,9.0914,22.0512,8.95786666667
381.24,6.6676,19.4546,13.6175333333,18.8396,5.8156,8.42426666667,6.4644,11.9398666667,8.991,22.0708,8.8988
381.61,6.63473333333,19.4585333333,13.6206666667,18.8635333333,5.75753333333,8.37406666667,6.45246666666,11.9508666667,8.95586666666,22.1018666667,8.82766666667
381.97,6.69453333333,19.5657333333,13.6802,19.0028666667,5.778,8.41073333333,6.50726666667,12.0060666667,8.94073333333,22.2578666666,8.8562
382.33,6.6588,19.5858666667,13.6579333333,19.0922666667,5.75933333333,8.39606666667,6.484,12.0198,8.9096,22.3366666667,8.82526666667
382.69,6.62193333333,19.6084666667,13.6558666667,19.1232666667,5.7496,8.37646666667,6.45626666666,12.043,8.86246666667,22.364,8.81826666667
383.05,6.63646666667,19.6606,13.698,19.1600666666,5.77386666667,8.4044,6.4548,12.0216666667,8.90219999999,22.427,8.82886666667
383.41,6.63466666667,19.7077333333,13.6906,19.1898666667,5.7604,8.3846,6.41326666667,12.0337333333,8.87613333334,22.5188,8.8044
383.77,6.61373333333,19.7554,13.6665333333,19.2506,5.71713333333,8.37293333333,6.3846,12.0398,8.83733333334,22.5762666667,8.76166666667
384.14,6.64133333333,19.8300666667,13.7298666667,19.3166666667,5.7552,8.4016,6.455,12.1013333333,8.87553333334,22.6981333333,8.84153333333
384.50,6.6326,19.9258666667,13.7586,19.3744666667,5.76613333333,8.42686666667,6.4774,12.1578,8.90186666667,22.8354666666,8.86893333333
384.86,6.69726666666,19.9786666667,13.8330666667,19.4594666667,5.821,8.47933333333,6.527,12.212,8.96080000001,22.8908,8.90366666667
385.22,6.8122,20.1383333333,13.9679333333,19.5609333333,5.9228,8.60873333333,6.64346666666,12.3454,9.09946666667,23.0341333333,8.99786666666
385.58,6.80893333333,20.1927333333,13.9785333333,19.6052,5.94746666667,8.65106666667,6.667,12.3250666667,9.09473333333,23.1223333333,9.0048
385.94,6.82153333333,20.2163333333,14.0106666667,19.6309333333,5.9814,8.6858,6.69453333333,12.3537333333,9.13493333333,23.1552666667,9.037
386.30,6.90246666667,20.3754,14.1081333333,19.7402666667,6.05166666667,8.79226666667,6.78746666667,12.4471333333,9.24726666667,23.2617333334,9.13793333334
386.66,6.90386666667,20.4418,14.1425333333,19.8424,6.08346666667,8.7914,6.82066666667,12.4680666667,9.28686666667,23.3865333333,9.15553333333
387.03,6.9498,20.5493333333,14.2049333333,19.9606,6.12846666667,8.83553333333,6.8758,12.5632666667,9.32266666666,23.5294,9.20406666666
387.39,6.9566,20.6415333333,14.2375333333,20.0405333333,6.13786666667,8.86226666667,6.93066666667,12.6167333333,9.35773333334,23.622,9.23753333333
387.75,6.9388,20.7028666667,14.2827333333,20.0912666667,6.14253333333,8.8754,6.92213333333,12.6231333334,9.37386666666,23.7130666667,9.26306666667
388.11,6.87833333333,20.7368,14.2672,20.1411333333,6.111,8.8518,6.87533333333,12.6076,9.33046666666,23.7241333333,9.22739999999
388.47,6.92213333333,20.8054666667,14.3080666667,20.2166,6.134,8.87193333333,6.896,12.6555333333,9.35786666667,23.7688,9.24473333334
388.83,6.91286666667,20.8972666666,14.3504666667,20.3236,6.1302,8.89733333333,6.92933333333,12.6868666667,9.39126666666,23.8806,9.28100000001
389.19,6.87573333333,20.9489333334,14.3654,20.4017333333,6.11373333333,8.861,6.9044,12.6753333333,9.35966666666,23.9608,9.25673333334
389.55,6.92406666667,21.0534666667,14.441,20.5212666667,6.141,8.90533333333,6.93213333333,12.7955333333,9.41813333333,24.0754,9.30926666666
389.91,6.86486666667,21.1000666667,14.4469333333,20.5750666667,6.10426666666,8.86826666667,6.88773333333,12.7995333333,9.40793333333,24.1316666667,9.26919999999
390.27,6.82453333333,21.121,14.459,20.5912,6.06646666667,8.80593333333,6.8864,12.804,9.37413333333,24.1746,9.23486666666
390.63,6.76626666667,21.1494666667,14.4519333333,20.5887333333,6.0058,8.77306666667,6.85366666667,12.7798,9.34406666666,24.2162,9.21099999999
391.00,6.67133333333,21.1563333333,14.4225333333,20.5743333333,5.92473333333,8.71233333333,6.7844,12.7377333333,9.28573333334,24.2360666667,9.16053333333
391.36,6.65613333333,21.1778,14.443,20.5865333333,5.90466666667,8.71986666667,6.75426666667,12.7512666667,9.27106666667,24.2671333333,9.14873333333
391.72,6.59286666667,21.2006666667,14.4192,20.5645333333,5.85126666667,8.67646666666,6.7008,12.7220666667,9.21240000001,24.2678666667,9.0982
392.08,6.62286666667,21.3149333333,14.4998666667,20.6596,5.88793333333,8.7192,6.74466666667,12.7721333333,9.27446666667,24.4102666667,9.11006666666
392.44,6.60766666667,21.3240666667,14.501,20.699,5.8542,8.71873333333,6.736,12.7457333333,9.25213333333,24.498,9.10646666667
392.80,6.5486,21.3370666667,14.4723333333,20.7047333333,5.78106666667,8.65233333334,6.68866666667,12.7264,9.1834,24.5483333333,9.0386
393.16,6.50993333333,21.3846666667,14.4547333333,20.7304,5.7356,8.6062,6.66686666667,12.7198666667,9.17800000001,24.5970666667,9.013
393.52,6.43786666667,21.3878666667,14.422,20.7451333333,5.68226666667,8.547,6.61953333334,12.6518666667,9.14746666667,24.6394666667,8.95106666667
393.88,6.46593333333,21.4544,14.4354666667,20.7987333333,5.6834,8.54793333334,6.63086666667,12.6921333333,9.17126666666,24.7209333333,8.9652
394.24,6.42633333333,21.4718,14.4007333333,20.8453333333,5.6516,8.54233333333,6.595,12.684,9.13626666667,24.7493333333,8.93573333333
394.60,6.44033333333,21.5402,14.4115333333,20.8926,5.6662,8.558,6.60306666666,12.7184,9.15959999999,24.8075333333,8.93333333333
394.96,6.421,21.5210666667,14.3938,20.8989333333,5.6388,8.54093333333,6.57973333333,12.6992666667,9.13146666667,24.8068666667,8.8906
395.32,6.4192,21.6014,14.4465333333,20.9964,5.649,8.5444,6.59846666667,12.7207333333,9.1538,24.9026666667,8.9128
395.68,6.46433333333,21.6636666667,14.5064666667,21.1004666667,5.69113333333,8.59226666667,6.6784,12.7885333333,9.23459999999,25.0218666667,8.96386666667
