wavelength,Back_SalAlbf,Belly_SalAlbf,Breast_SalAlbf,Crissum_SalAlbf,Crown_SalAlbf,DorTail_SalAlbf,Patch10_SalAlbf,Patch11_SalAlbf,Rump_SalAlbf,Throat_SalAlbf,WingTip_SalAlbf
187.91,63.7500000002,25.6249999999,-4.79166666667,39.7916666667,108.958333333,56.6666666666,7.70833333334,81.6666666666,45.8333333333,43.1249999999,45.2083333334
188.29,94.8333333332,63.6666666667,47.6666666667,82.4999999999,138.833333333,93.5,57.3333333333,110.166666667,93.1666666666,72.6666666667,82.8333333333
188.67,104.933333333,83.7333333333,73.2000000001,99.2,142.0,108.666666667,71.7333333334,120.266666667,107.6,86.1333333335,95.8666666667
189.05,104.085933333,87.0968666668,75.0538666667,100.752666667,132.258066667,106.774066667,76.4516666665,117.957,105.483933333,87.0967333332,95.3763333334
189.43,105.114266667,90.2283333333,76.2558000001,104.8402,128.949866667,109.589066667,85.0227999999,120.3652,102.283066667,94.1552666667,97.8082000001
189.81,104.5,93.5833333332,84.3333333333,106.75,131.333333333,109.5,88.1666666667,116.916666667,96.2499999999,95.2500000001,101.833333333
190.19,121.568666667,107.8432,101.764666667,127.647133333,155.294133333,123.921533333,99.2156,131.2744,108.5294,115.294133333,118.431266667
190.57,137.7382,118.928666667,119.166666667,144.6428,183.095333333,137.619,108.809466667,151.428533333,125.357133333,134.761933333,137.619133333
190.95,138.666866667,118.1818,120.484866667,140.606133333,187.515133333,140.969733333,108.848466667,148.8484,121.939333333,131.1516,139.6364
191.33,148.387133333,124.086066667,131.827866667,148.2794,188.602133333,145.0538,117.849466667,148.8172,133.3332,141.3978,147.312066667
191.71,154.141533333,129.090933333,137.676733333,155.454466667,192.424266667,149.0908,122.2222,148.889,146.1616,146.161666667,152.424266667
192.09,143.713133333,123.881866667,127.932533333,143.038,176.4558,141.181533334,117.7216,135.274333333,143.375533333,136.2872,138.987266667
192.47,132.9502,117.4712,120.536466667,131.7242,162.3756,132.030533333,106.590066667,124.137933333,131.340933333,127.356333333,125.823533334
192.85,131.4858,114.698733333,120.401466667,132.048266667,164.337333333,128.594466667,105.060133333,116.9478,132.3696,125.943733333,126.747
193.23,123.166666667,104.333333333,117.583333333,127.083333333,155.166666667,118.583333333,98.0833333335,107.583333333,126.916666667,115.333333333,120.666666667
193.61,116.579,94.8244666665,118.596533334,123.6842,148.245466667,107.105333333,89.386,95.8772,123.070133333,107.631466667,113.421133333
193.99,114.774733333,94.5044666667,113.513533333,124.234333333,149.8198,106.576466667,87.8379333333,93.4235333333,128.738666667,108.9188,112.432466667
194.37,107.686333333,89.647,107.764733333,116.000066667,136.4706,101.8038,84.4707333334,93.4901333334,120.705866666,101.411866667,108.706
194.75,117.860133333,98.1070666665,117.119266667,125.432133333,144.609066667,112.510333333,89.7941333333,98.3539333333,128.065733333,107.736733333,115.061733333
195.13,150.533333333,121.2,160.533333333,172.266666667,198.4,145.733333333,108.933333333,128.666666667,172.933333333,137.866666667,152.8
195.51,180.6896,146.666666667,214.712666667,236.551733333,282.069,181.6092,141.3794,167.8162,234.023066667,170.3448,201.839
195.89,419.259333333,305.925733333,499.259266666,568.148266667,745.925800001,408.148266667,285.925933333,367.407400001,548.148133333,345.926,475.555466667
196.27,204.166666667,152.916666667,285.0,312.083333333,401.666666667,215.833333333,150.833333333,181.666666667,289.166666667,170.416666667,268.333333333
196.65,286.0,212.666666667,429.333333333,484.666666667,594.0,330.0,267.333333333,284.0,449.333333333,246.666666667,407.333333333
197.03,290.9524,221.904733333,392.8572,420.952333333,481.904866667,321.9048,301.904733333,297.619,382.381,263.8096,349.999933333
197.40,252.2222,195.555533333,334.4444,334.074066667,419.629466667,269.2592,268.518533333,260.740866667,300.000066667,228.888933333,302.222266667
197.78,446.666666667,371.851933333,634.074,589.629533333,857.037066666,519.259199999,508.888866667,517.777866667,580.000066667,445.925933333,563.703733333
198.16,359.4444,326.111066667,552.777866667,443.333133334,658.333266667,418.333333333,410.5556,452.2222,475.5556,346.6666,453.888866667
198.54,186.133333333,186.666666667,292.8,244.533333333,326.133333333,221.866666667,224.8,235.2,263.466666667,195.733333333,244.8
198.92,168.431333333,163.921466667,254.313733333,219.999866667,277.451,187.058866666,209.2158,213.7256,236.8628,179.803866667,215.8824
199.30,127.142933333,126.547666667,178.690533333,161.071266667,198.333266667,144.523866667,150.5952,149.523666667,172.023933333,139.047533334,157.023866667
199.68,117.5268,113.6558,160.000066666,143.763333333,171.1828,133.763466667,128.494533333,129.462466667,154.1936,122.7958,145.161333333
200.06,100.4066,97.0732000001,135.447066667,120.0,142.276333333,111.707333333,109.9186,110.244066667,130.1626,106.341533333,122.683
200.44,107.692333333,105.641,142.905933333,126.6666,150.2564,118.290666667,115.5554,123.076933333,133.760733333,114.53,131.965733333
200.82,102.500066667,97.4999999999,135.454533333,118.030266667,138.863733333,108.560666667,105.984866667,115.000133333,121.818133333,105.2272,125.303066667
201.19,94.0228666667,90.1914666665,128.8124,109.5018,130.3448,97.1646666667,98.1608000001,108.8888,113.869733333,93.5632666667,120.613
201.57,105.185266667,101.481533333,145.648066667,129.074066667,151.203666667,111.1112,110.5556,125.463,130.7408,106.0186,137.870333333
201.95,104.4156,100.606,140.086533333,127.619133333,145.627733333,106.753266667,110.303066667,120.692733333,127.272866667,97.4891333333,136.623333333
202.33,107.0832,97.8124000001,145.5206,134.9998,154.6874,106.666533333,118.437333333,122.499733333,131.145666667,95.9373333334,144.062333333
202.71,119.477,105.098066667,164.836466667,147.5816,182.4836,108.7582,133.725533333,142.2222,148.366133333,98.8233333333,162.8758
203.09,106.821666667,98.6046,160.775266667,134.263666667,183.255866667,93.6434000001,128.9922,131.627866667,142.170666667,80.9302666667,162.635733334
203.47,120.3604,107.387466667,180.0,150.090066667,197.477466667,91.3513333333,147.207133333,142.1622,155.315333333,86.1261333333,180.1802
203.85,103.899466667,99.9999333334,155.346,127.169866667,159.748533333,85.1571333333,127.547133333,126.918266667,130.817533333,86.0377999999,143.7736
204.22,123.9682,117.460333333,193.333266667,146.825333333,191.2698,110.635,151.2698,152.857133333,158.0952,101.745933333,175.3968
204.60,193.3334,176.507933334,331.746066667,235.238,328.253933333,150.158666667,259.047666667,240.6348,271.428666667,149.523733333,281.9048
204.98,391.666666667,397.5,717.5,487.5,750.833333334,265.833333333,590.833333333,449.166666667,628.333333333,293.333333333,580.0
205.36,-272.5926,-325.925866667,-580.740666667,-369.629666667,-611.111133333,-177.036933333,-437.777866667,-317.777933333,-508.1482,-244.4444,-451.111066667
