wavelength,Back_ParNigf,Belly_ParNigf,Breast_ParNigf,Crissum_ParNigf,Crown_ParNigf,DorTail_ParNigf,Patch10_ParNigf,Rump_ParNigf,Throat_ParNigf,WingTip_ParNigf
195.13,0.83333333335,19.375,-34.1666666667,-3.33333333334,-6.1458333333,-24.2708333333,30.625,3.95833333335,-10.625,42.5
195.51,1.4405,26.749,-23.6626666667,7.613,6.17291666665,-18.9301666667,36.2141666667,10.4938333334,-4.93816666666,51.13175
195.89,8.591,31.787,-6.0135,30.0686666667,18.0411666667,-6.52916666667,46.3918333334,20.103,10.481,52.4051666667
196.27,20.8681666667,38.3753333333,6.7225,39.2158333334,29.9720833333,7.77316666665,48.4595,26.1903333333,21.9888333334,53.8514166666
196.65,31.4516666666,46.6398333333,15.8603333334,49.7311666666,40.3898333333,21.0351666666,56.7205,37.7688333333,34.0055,59.6101666667
197.03,24.5615,48.3918333333,11.4033333333,52.4853333333,35.0145,17.83625,51.9005,38.4505,26.9005,55.4091666666
197.40,27.7275,53.9393333334,17.273,54.8485,35.076,20.6060833333,52.2728333334,37.879,28.788,63.63625
197.78,23.6,48.2666666667,19.6,50.1333333333,36.2666666667,20.3333333333,48.1333333333,36.5333333334,32.4,55.3333333333
198.16,26.2255,50.9803333333,28.6765,58.9461666667,37.07125,28.9213333333,49.6323333334,42.1568333334,41.5441666667,62.5001666667
198.54,30.6818333333,55.1768333333,33.207,66.2878333333,37.8155833333,34.4066666666,52.5251666666,45.707,43.308,68.3081666667
198.92,38.3721666667,66.4083333334,40.4393333333,81.3955000002,46.83475,47.1575,63.695,58.5271666667,55.6848333333,81.7183333334
199.30,44.8818333333,72.7033333334,44.6196666666,93.8318333335,52.3620833334,51.7715,70.3413333334,62.9921666667,60.7613333334,86.1548333333
199.68,47.7216666667,73.6213333333,42.0861666667,86.9306666665,53.2373333334,52.81775,67.3861666666,61.2711666667,61.391,84.53225
200.06,55.3333333333,83.4666666665,37.8666666666,93.0666666667,58.2666666666,61.3333333333,68.2666666666,67.0666666667,67.0666666667,92.3333333333
200.44,51.8018333333,85.2853333335,25.6758333333,96.3964999998,54.2040833333,56.6816666667,71.4715,67.868,67.2673333333,92.6426666667
200.82,43.4028333334,91.1458333333,17.361,102.604166667,51.5626666667,56.6840833334,68.9238333334,64.4098333333,65.7986666667,95.0521666667
201.19,47.358,103.0485,10.7723333333,119.309,56.4025,63.1095833333,76.4228333333,68.2928333334,71.3415,111.381916667
201.57,25.1206666667,91.0626666668,-20.29,118.3575,38.4055833334,40.5798333334,57.2463333333,50.0001666667,50.4831666666,97.9468333333
201.95,31.4815,127.777833333,-39.2595,185.925833333,47.9630833333,42.9629166666,80.7408333335,68.5186666667,54.8148333333,153.888916666
202.33,17.5439999999,220.1755,-167.543833333,395.614,67.5439166666,28.5086666665,135.965,89.4736666668,41.228,305.263333333
202.71,-22.2221666665,210.0,-248.889,438.888666667,84.4443333334,-33.3335,166.6665,75.5555,36.6668333333,372.222166667
203.09,-173.611,90.2778333335,-443.055666666,369.444666667,-33.3333333333,-150.00025,66.6666666667,-44.4445,-111.111166666,276.388916667
203.47,-361.111166667,-12.9628333335,-677.777666667,335.185,-115.740666667,-307.407583333,-3.7036666665,-161.110833333,-322.222166667,212.037166667
203.85,222.463666667,85.5071666668,311.594333334,-50.7245,148.18825,190.217166667,54.3478333333,122.464,199.275333333,21.7393333335
204.22,320.588166667,128.431333333,375.490333333,-57.8431666665,238.725666667,285.294166667,76.4708333335,180.392166667,297.058666667,67.6470833335
204.60,159.313666667,71.5686666665,167.647166666,-13.2355,131.372666666,159.55875,50.9805,102.941166667,162.745166667,46.3235
204.98,188.0,95.9999999999,189.333333333,-29.3333333335,154.666666667,223.666666667,52.6666666667,140.0,198.666666667,55.3333333335
205.36,255.555666667,151.851833333,265.740833333,-9.2591666665,237.963083334,298.611083334,81.4814999999,212.962833334,268.518666666,89.3519166665
205.74,231.4815,117.592666667,185.185333334,-14.814833333,203.24075,212.037083333,25.0001666668,157.407333333,202.7775,70.8331666665
206.12,458.333333333,91.6666666668,237.5,-66.6666666665,422.916666667,387.5,-2.083333333,304.166666666,279.166666667,134.375
206.50,1791.66666667,108.333333333,775.000000001,-225.0,1529.16666666,1620.83333333,-75.0,999.999999999,724.999999998,625.0
206.87,272.222333333,32.2221666667,104.444333333,-41.111,211.11125,195.0,10.000166667,182.222333333,127.777666667,138.333333334
207.25,185.185333334,-14.8148333333,42.5925,-92.5925,124.537166666,132.870416667,-31.4816666665,129.6295,58.3333333335,106.481583333
207.63,129.629833333,-59.2593333333,7.4075,-150.926,103.24075,89.8146666666,-54.6295,74.9998333334,-4.62966666665,68.0554166667
208.01,91.3043333335,-50.7246666667,6.52183333335,-146.376833333,61.9565833335,87.3189166666,-41.3041666665,51.4491666667,-8.69583333335,39.8551666667
208.39,89.9998333331,20.0001666667,56.6668333333,-31.8518333331,59.9999999998,89.074,19.6296666665,65.5556666666,38.889,63.1483333333
208.77,101.136333334,18.182,79.5454999998,-31.4394999998,58.144,86.7423333334,25.0001666667,63.6363333333,43.1816666667,60.7953333334
209.14,91.824,24.8428333334,85.5344999998,-28.6163333332,60.5348333335,87.26425,42.1383333332,60.0628333333,39.3083333334,56.7610833334
209.52,79.8388333333,21.7743333334,76.6128333333,-26.3441666667,51.88175,84.2741666666,44.0861666665,60.2151666666,34.4086666666,59.13975
209.90,88.485,25.7575,98.4846666668,-28.4846666668,59.3940833335,106.363666667,51.8183333334,69.091,44.5453333334,62.121
210.28,83.3335,33.6423333334,127.778,-23.7656666666,55.4011666668,106.481666667,56.4816666666,80.2468333333,45.062,66.2038333334
210.66,65.2175,27.7778333333,111.594333334,-18.3573333331,53.744,88.5265833334,50.7248333332,69.8068333333,43.9615,60.145
211.03,69.807,30.1931666667,130.917833333,-1.9325,71.7389166666,105.917666667,61.836,75.3625,50.2415,67.75375
211.41,63.8528333333,31.8181666667,118.182166667,-0.4328333333,66.2337499999,105.303083333,63.6363333333,66.8831666667,47.4026666666,56.9264166666
211.79,69.3415,47.3251666666,126.748833333,5.34983333335,70.2675833334,110.802666667,80.6586666665,77.9836666667,55.9671666667,68.0041666667
212.17,65.3678333334,43.9393333333,136.147,5.84416666665,66.1255,102.164416667,78.788,82.0345000002,48.9178333334,63.4199166666
212.55,57.7113333333,38.0596666667,141.0445,-0.995,64.8010833333,106.34325,79.8506666666,82.0894999999,38.3085,56.5918333333
212.92,61.198,45.052,145.312666667,15.1041666667,71.4845833335,115.755416667,87.5003333335,95.0523333335,41.4063333333,68.09925
213.30,52.8736666667,36.0153333334,114.751166666,17.0498333333,59.1956666666,83.0458333334,64.5593333333,77.2031666665,40.9961666666,60.3446666666
213.68,56.5403333333,38.3968333333,115.19,17.2995,61.4979166666,86.498,65.6118333334,84.5991666665,43.0378333334,64.135
214.06,48.7973333333,33.677,95.361,16.1513333333,50.3435833333,71.5634166666,59.2785,75.2578333333,38.6596666667,57.3024166667
214.44,55.8923333333,38.0471666666,90.9091666665,17.5083333333,54.6296666667,71.8853333333,62.626,75.0841666667,46.1281666667,64.98325
214.81,67.3913333333,50.0,101.268333333,33.5145,60.4166666667,81.97475,72.645,87.5,57.9711666666,77.8081666667
215.19,68.9963333333,60.3945,104.480166666,36.559,61.111,86.2905,78.853,89.2473333333,67.9211666666,87.45525
215.57,69.3603333333,59.2591666667,97.4746666666,46.6331666667,62.5420833333,81.8183333333,74.2426666667,88.5521666666,68.8551666666,92.0874166667
215.95,71.3541666667,51.5625,88.5416666665,49.4790000002,60.1563333334,76.90975,62.3265,87.1528333334,70.8335,86.8924166667
216.32,69.5651666667,51.087,82.0653333333,42.7535,62.4998333333,70.1991666667,63.768,82.0651666667,70.1086666666,85.5979166667
216.70,75.7776666667,58.6668333333,91.1111666667,47.7778333331,69.7778333331,73.7779166667,70.6666666667,93.9998333334,81.7778333334,100.888916666
217.08,79.9088333333,67.58,86.7578333333,43.8355000001,73.6300833331,78.5388333333,81.9633333333,95.6621666668,84.7031666667,110.502416666
217.46,98.1483333335,91.2699999999,96.2961666665,68.5185000001,93.3864166669,97.8833333334,98.1481666665,112.6985,106.613833333,138.62425
217.83,93.0301666667,86.9696666666,100.909,65.1515,93.7879166668,98.6360833334,90.9091666669,108.484833333,106.666833333,149.242416666
218.21,93.0235,79.4575,95.3486666666,48.4496666667,97.0928333335,97.4805,81.3953333333,99.6125,95.349,163.953416667
218.59,74.5453333333,73.9395,94.5454999998,47.5760000001,86.8183333335,92.8788333334,74.2423333332,83.3331666667,84.8485,131.817916666
218.97,59.9035,66.1836666666,76.5701666667,35.5073333334,71.7389999998,77.6568333333,65.9421666666,69.3238333333,73.43,107.488
219.34,56.6211666666,50.6848333333,66.21,28.3108333333,64.0410833334,64.4974166666,62.3288333333,62.3288333333,64.3836666667,90.6391666666
219.72,74.4623333333,65.0536666667,88.7098333333,39.2475000001,77.6881666665,74.9999166666,80.3761666665,83.6021666666,77.1506666667,118.279333334
220.10,71.2643333333,68.9653333334,94.2528333333,35.345,83.3334166665,88.64925,89.3676666665,89.6551666666,73.2756666667,131.752666667
220.47,87.5756666666,77.5755,104.5455,50.0,96.9696666669,118.939333333,105.7575,103.939333334,97.576,158.484916666
220.85,68.9393333333,58.3333333333,81.0606666667,30.8083333334,75.3788333334,93.308,80.5556666665,82.5758333334,69.192,125.252333334
221.23,59.589,45.8903333334,73.5161666667,19.4063333333,66.8950833334,77.5113333333,65.7535,71.6896666666,61.1871666667,105.707583333
221.61,70.3031666667,46.3635,85.1516666667,20.9091666666,78.9394166667,83.7879166667,79.394,83.9393333333,65.1515,121.66675
221.98,77.9571666667,49.1935,94.086,36.0213333333,81.4515833335,76.8815833333,86.5589999999,88.7096666665,64.2473333333,117.607583333
222.36,84.6993333333,75.6831666666,119.399,62.2951666667,94.1257499999,92.3496666666,97.2678333334,108.196833333,84.4259999999,135.109333333
222.74,73.3765,72.2943333333,95.4543333334,65.8008333331,80.7359999998,77.8138333334,86.3633333333,92.4241666666,75.7575,114.610333333
223.11,85.0573333333,86.7814999999,117.528833333,77.299,101.005916666,98.8506666666,99.4253333335,116.666666667,93.9653333334,138.793166666
223.49,85.2778333333,83.6111666666,108.888666667,68.3333333331,98.7500833334,97.5,84.722,115.833333334,84.4444999998,128.889166666
223.87,78.485,88.4850000001,110.909,57.8788333331,99.2422500001,113.333416667,85.1516666667,113.939333333,82.1211666666,122.727333333
224.24,84.5676666666,92.5923333333,118.826833333,64.8146666666,92.4383333335,113.425916667,83.9506666667,108.642,86.4198333331,122.68525
224.62,80.3031666667,96.5908333335,135.984666667,79.5453333331,90.7196666669,129.356,89.0151666665,125.757666667,83.3333333333,141.855916667
225.00,87.5,98.3973333334,125.0,90.064,89.4228333332,127.40375,100.9615,120.512833333,88.4615,131.730666666
225.38,136.868666666,174.747333333,205.0505,167.1715,144.4445,218.434333334,174.242666666,214.646333333,138.889,212.373833333
225.75,99.187,140.650666667,163.008333333,118.292833333,100.20325,171.544666667,138.618,165.853666667,115.853833334,167.07325
226.13,91.8516666667,145.555833334,152.222333333,109.259333333,100.55575,170.0,137.777833333,153.703666666,115.925833333,150.925916667
226.51,95.4543333334,129.9245,130.303333334,94.3181666669,93.9395000002,152.651583334,140.909166666,146.591,115.909166666,136.931833333
226.88,240.909166666,328.788,312.121166667,157.575666666,210.606,435.605833333,372.727166667,453.030166667,274.2425,372.727166667
227.26,855.5555,1083.33333333,1005.5555,711.110999999,705.555583335,1300.00008333,1222.22233334,1499.99983333,688.888833333,1333.33308334
227.64,-75.0,-136.111,-102.777666667,-111.111333333,-41.203666667,-137.036916667,-150.926,-199.074,-37.037,-211.110833334
228.01,-59.4443333333,-90.5555000002,-56.6666666667,-82.7778333335,-41.9444999999,-56.6665833334,-92.7778333334,-127.777833333,-40.0001666667,-140.833416666
228.39,-48.3333333333,-65.0,-32.5,-80.4166666669,-42.2916666665,-39.375,-75.0,-113.75,-45.0,-105.208333333
228.76,-131.4815,-160.493666667,-83.3335,-154.938333333,-119.4445,-84.8764166666,-148.765333333,-209.876666667,-126.543333333,-194.75325
229.14,-79.0598333333,-101.282166667,-52.9915,-101.282,-69.6580833333,-51.7096666667,-84.6153333332,-127.3505,-92.3076666666,-122.863166667
229.52,-200.833333333,-203.333333333,-119.166666667,-212.5,-150.416666667,-122.916666667,-173.333333333,-232.5,-201.666666667,-232.083333333
229.89,-129.487166667,-120.512666667,-62.8206666667,-157.051333333,-98.0767499998,-80.12825,-105.769166667,-160.2565,-109.615166667,-121.4745
230.27,-127.777833334,-98.3335,-33.889,-123.888833334,-94.1666666667,-87.7775833334,-93.8891666665,-140.0,-94.4443333335,-114.16675
230.65,-107.017333333,-64.9123333334,-32.0175,-110.087666666,-69.5175,-93.20175,-77.6316666665,-100.0,-74.9998333333,-101.75425
231.02,-85.0,-52.6666666667,-36.6666666667,-78.6666666667,-46.6666666667,-62.5,-58.0,-70.3333333331,-57.6666666667,-72.3333333333
231.40,-99.2909999999,-56.7378333333,-50.7091666666,-87.9431666669,-57.6243333333,-81.5600833334,-81.2059999998,-86.5250000002,-73.759,-70.9220833334
231.78,-108.1395,-65.504,-58.9145,-94.1859999998,-89.9225000001,-109.689916667,-106.976833333,-87.9843333335,-103.488333333,-80.62025
232.15,-89.2591666667,-33.7038333333,-45.1851666667,-71.8518333335,-75.1850833333,-109.814916667,-101.4815,-69.6296666666,-83.7036666667,-54.4445833333
232.53,-68.7878333333,-16.9698333333,-37.8788333334,-42.7273333334,-48.6364166666,-84.6973333334,-76.0606666667,-45.1515,-53.6363333333,-35.1514166667
232.90,-53.0301666667,-10.6058333333,-32.8281666666,-32.3233333333,-31.9444166666,-73.106,-64.3938333334,-33.3333333333,-36.1108333333,-22.85375
233.28,-15.341,15.909,-6.81833333332,-3.21983333335,-4.64,-30.2083333333,-28.0301666667,-2.6515,-4.735,0.85225
233.66,1.4125,26.9771666667,6.35583333332,15.1131666667,7.5565,-5.0845,-10.3106666667,14.548,7.62716666667,10.0989166667
234.03,-4.30083333333,17.3386666667,0.4035,14.5163333333,-1.07525,-17.2714166667,-17.6078333334,10.2151666667,-2.95716666667,-2.28491666667
234.41,3.38183333333,18.9615,5.79699999998,17.512,8.63533333335,-7.30641666667,-7.24633333333,16.0628333333,0.724666666665,3.68333333334
234.78,9.21983333335,15.7213333333,6.61949999998,22.104,8.03783333335,-3.19141666665,-6.26483333335,14.5391666667,3.07316666667,6.56033333334
235.16,10.0746666667,18.4081666667,5.47249999998,19.2788333333,5.65933333335,-6.09458333335,-12.6865,12.189,-1.86566666667,4.16675
235.54,15.9673333333,22.9603333334,11.7713333333,24.4758333333,13.1700833333,4.66183333335,-0.93233333333,19.93,2.21433333333,9.44075
235.91,17.3516666666,23.8583333334,11.1873333333,25.685,19.6918333333,10.6165,3.76716666665,16.096,2.968,14.38375
236.29,13.889,16.6668333333,7.97099999998,20.4106666667,18.0555,10.92975,2.05333333333,8.454,-5.43483333335,13.2246666667
236.66,19.249,16.3146666667,10.7981666667,24.061,15.7864166667,16.3734166666,6.57266666665,12.6761666666,-6.10333333333,14.2606666667
237.04,23.1061666667,21.5908333333,16.0355,30.0503333333,15.6565,26.957,11.2373333333,15.4041666666,-7.19700000002,19.50775
237.41,12.341,13.9948333333,10.8143333333,24.5545,4.77091666667,20.4834166667,2.16283333334,3.30766666667,-14.5038333333,12.5316666667
237.79,11.7856666667,13.2143333333,11.9046666667,16.9046666667,5.11891666667,18.51175,5.71433333332,0.118833333335,-15.0001666667,11.01175
238.17,15.0683333333,17.4655,15.8675,14.6116666667,11.4725,30.7078333333,14.2693333333,2.96816666668,-8.79,14.49775
238.54,14.8505,15.5983333333,11.7518333333,10.7905,11.8054166667,32.15825,12.3931666666,5.23516666669,-10.3633333333,12.6068333333
238.92,12.3721666666,12.3723333333,10.8385,7.055,9.15133333333,30.7258333333,11.0428333333,3.9875,-10.1225,9.10008333334
239.29,14.1165,11.6575,12.0218333333,6.8305,7.69591666665,29.87225,10.1091666667,5.00899999998,-8.19683333335,7.65041666667
239.67,12.4166666667,5.41666666667,11.4166666667,5.75,4.625,23.7083333333,4.66666666665,1.58333333334,-9.16666666665,1.125
240.04,11.7006666667,5.57833333333,10.5441666667,4.35383333333,4.25175,21.4624166667,4.42166666665,4.55766666666,-4.96599999998,1.46241666667
240.42,13.5556666666,11.3888333334,11.7778333333,6.111,6.69441666666,22.389,7.50000000002,10.0555,-0.111,4.55566666667
240.79,12.661,12.1548333333,13.0295,6.768,8.58683333334,21.1325,7.59666666668,11.5101666667,3.54516666666,6.99808333333
241.17,13.4155,12.556,14.4993333333,8.63249999999,10.4258333333,19.7684166666,9.71583333332,13.7891666667,5.41833333334,9.19283333335
241.54,12.2648333333,11.9958333333,14.0458333334,8.97166666665,10.5509166667,18.4979166666,10.0133333333,14.8521666667,4.7045,8.88775
241.92,12.4615,11.2555,13.3891666667,10.1421666667,9.89466666669,16.5585833334,9.49266666665,13.8528333333,3.927,9.02908333335
242.29,12.4715,11.7913333333,13.6336666667,10.7993333333,10.1048333333,15.618,9.80716666665,13.2088333334,3.85483333333,9.83575
242.67,12.7023333334,12.2976666667,14.1046666667,11.7581666667,9.70866666665,14.65725,9.87049999999,12.4326666667,4.36883333334,11.8123333334
243.05,11.8035,11.7778333333,12.6391666667,11.7275,9.52400000002,14.286,9.14366666665,12.3608333333,3.4955,12.5758333333
243.42,9.96033333335,11.44,11.415,11.637,8.75233333333,13.1164166667,8.9495,11.9821666667,2.93366666667,11.9205
243.80,9.1445,11.683,10.9311666667,11.4243333333,8.36858333333,12.4706666667,9.02683333334,11.4478333334,3.479,12.4704166666
244.17,7.39166666667,10.038,9.25116666665,10.205,6.49741666667,10.84875,7.43916666667,9.9905,1.43033333334,11.63575
244.55,7.2595,8.84683333332,8.65999999999,11.2275,6.4775,10.5741666667,7.213,9.45400000002,1.79733333334,10.22425
244.92,6.93316666667,7.897,7.62149999998,10.4453333333,4.79775,9.29766666665,6.51966666666,8.54016666666,0.849500000002,8.90725
245.30,7.4645,8.32266666665,7.44333333335,9.84550000002,4.77266666666,9.87783333335,6.092,7.7865,1.41566666667,8.73025
245.67,8.22700000001,8.92233333335,8.16916666665,10.6218333334,5.18533333334,9.86866666665,6.10266666667,7.49316666667,1.91183333334,9.10566666665
246.05,6.88933333333,7.6375,7.30716666667,8.8725,4.10566666667,9.099,4.6105,6.50683333333,1.04366666667,8.13333333333
246.42,6.00016666667,6.71416666667,6.0955,8.28566666667,3.06366666667,8.381,3.60316666666,5.69816666666,0.698500000002,7.22241666666
246.79,5.92716666667,7.18366666667,6.26966666667,8.25483333333,3.86333333333,8.926,4.08483333333,5.984,1.18533333334,6.81941666667
247.17,6.93016666667,8.32666666667,7.5495,8.801,4.86808333333,9.78933333335,5.40166666667,6.548,2.108,7.62841666667
247.54,6.86433333334,8.1145,8.127,8.58966666666,5.12,9.87125,5.33883333333,6.38916666667,2.53816666667,8.14575
247.92,7.748,8.91866666667,9.13583333334,9.63050000002,6.143,10.5780833333,6.28783333333,7.4585,3.33116666667,8.931
248.29,8.252,9.76066666665,9.8305,10.608,7.20183333333,11.3335,6.952,8.194,4.4105,9.14583333335
248.67,8.43116666666,9.58483333334,10.104,10.3575,7.22591666667,11.4535,7.19716666666,8.11983333334,4.29066666667,9.63091666665
249.04,8.43266666666,9.66083333333,10.526,10.5498333333,8.08758333334,11.84225,7.53216666667,8.31583333334,4.57316666667,9.91233333335
249.42,8.04433333333,9.31116666665,10.2828333334,10.9595,8.21025,11.6605,7.67516666666,8.327,4.465,10.03075
249.79,8.26783333334,9.36866666668,10.6655,10.8618333333,8.73958333334,12.369,8.32033333334,8.64783333333,5.20183333333,10.5410833334
250.17,9.14466666666,10.0761666666,11.558,11.8261666666,9.70241666667,13.4066666667,9.526,9.18733333333,6.32233333333,11.29675
250.54,10.2896666666,11.1856666667,13.1123333333,12.6793333333,10.6633333333,14.7026666666,10.6631666667,10.4686666666,7.16816666666,12.1340833334
250.92,10.6818333333,11.0905,13.5565,12.4725,10.4775,14.66375,11.0118333334,10.7131666667,7.493,12.7079166667
251.29,9.68716666667,10.074,12.496,11.9408333333,8.82941666667,14.0596666666,9.51916666665,9.99000000002,6.744,11.7641666666
251.66,9.84766666669,10.0555,12.1495,12.3053333333,8.31608333333,13.8889166666,9.692,9.72649999999,6.81883333334,11.2238333334
252.04,9.60866666669,10.3248333333,11.5301666667,12.0895,8.11483333333,14.4043333333,9.661,9.69583333332,6.5165,11.5916666666
252.41,9.39066666667,10.233,11.3441666667,12.0248333333,7.39258333333,13.862,9.55216666665,9.22950000002,5.84233333334,11.5145833334
252.79,8.9715,10.4995,11.111,11.9741666666,6.64333333333,13.4665,9.06133333333,9.06133333333,5.825,10.7064166667
253.16,9.74983333335,11.3135,10.8721666666,12.6378333333,6.50291666667,13.8704166667,9.198,8.99583333335,5.83133333333,11.102
253.54,9.96733333333,11.8375,10.9295,12.6725,6.6175,13.6531666666,9.13216666665,8.4605,5.846,10.421
253.91,9.03633333333,11.4736666667,9.5615,12.0733333333,5.10875,12.7109166667,7.49916666666,7.16183333333,4.0495,9.39266666667
254.28,10.149,12.6338333333,9.86233333334,13.3026666667,6.14483333333,13.6753333334,8.19966666666,8.14216666667,5.06483333334,9.87191666665
254.66,9.12883333333,11.9928333333,8.433,13.1266666667,5.40983333333,12.5,6.68266666666,7.02083333334,4.0175,8.94991666667
255.03,8.692,11.4345,7.342,12.9958333333,4.57816666667,12.2998333334,5.7175,6.62433333333,3.671,8.01675
