wavelength,Back_OrcAbef,Belly_OrcAbef,Breast_OrcAbef,Crissum_OrcAbef,Crown_OrcAbef,DorTail_OrcAbef,Patch10_OrcAbef,Patch11_OrcAbef,Rump_OrcAbef,Throat_OrcAbef,WingTip_OrcAbef
190.19,-1.99585008819,-4.11672222223,20.4635555556,25.4995555556,-3.39716666669,11.511,12.2303333333,1.75866666668,0.639555555533,-8.07355555557,21.8225555555
190.57,-13.9271992945,-16.2074444444,8.99922222223,14.6922222222,-15.8403333333,-4.9586111111,-2.98427777777,-5.9688888889,-12.4885555555,-28.5583333333,11.0193333333
190.95,-24.3919805997,-28.5932777778,-0.509777777777,6.32,-29.5107222222,-17.8898888889,-11.1620555555,-13.6596666667,-24.8724444444,-39.7551666667,1.01922222223
191.33,-17.2286984127,-23.3523333333,6.02611111112,7.6271111111,-22.034,-14.4538888889,-8.56883333334,-10.1696666667,-16.0074444444,-31.4028333333,2.354
191.71,-21.8898977072,-25.2067222222,1.46922222222,4.8667777778,-22.9567777778,-24.3342777778,-15.3810555556,-13.6823333333,-18.1816666667,-34.2058888889,-4.775
192.09,-28.7046402116,-35.0216666667,-5.66455555554,3.81255555553,-33.2242777778,-30.61,-25.5445555556,-22.9846666667,-28.1046666667,-46.3508333333,-13.0717777778
192.47,-32.6952416226,-39.5131666667,-11.985,1.99755555557,-42.1347222222,-33.5205,-35.7054444445,-30.9611111111,-40.8237777778,-54.6192222222,-21.8477777778
192.85,-70.5267248678,-71.831,-36.4631111111,-17.0578888889,-76.3692777779,-64.0062777779,-62.7546111112,-62.9106666667,-69.327,-87.0892777778,-51.1737777778
193.23,-68.0447954145,-62.8573888889,-39.2064444444,-15.0794444445,-68.4127222221,-57.6983333332,-61.8254444446,-53.8095555554,-65.7144444443,-75.7143888889,-58.8888888888
193.61,-52.4753756614,-60.3284444444,-37.7153333333,-9.23311111113,-58.3723333334,-51.0953333333,-48.4351666667,-47.2614444444,-60.72,-72.1441666667,-60.2504444445
193.99,-63.1969329806,-89.5832777779,-58.1596666667,-28.1248888889,-76.0413333333,-74.7394444444,-65.2776111111,-63.3677777778,-77.7776666668,-101.996222222,-78.6457777777
194.37,-96.2375626103,-154.691277778,-102.716,-70.1235555555,-121.728444444,-129.259388889,-126.79,-106.666666667,-135.061888889,-175.185,-145.432222222
194.75,-86.0670828924,-164.473777778,-95.0293333332,-69.0057777778,-117.543833333,-132.894944444,-120.760166667,-102.339222222,-130.409333333,-169.736777778,-159.356666667
195.13,-82.811978836,-173.968333333,-95.8729999999,-68.254,-119.365166667,-131.745833333,-130.158722222,-106.031888889,-127.619111111,-178.254166667,-159.047555556
195.51,-84.6781305113,-182.638888889,-90.6249999999,-63.1944444446,-120.659722222,-141.493055556,-129.340277778,-98.2638888889,-138.194444445,-192.1875,-135.069444445
195.89,-70.6663562611,-188.690444445,-64.2856666666,-53.9682222223,-108.730111111,-145.833222222,-130.158611111,-86.5078888889,-138.095222222,-200.1985,-134.920444444
196.27,-60.4219347443,-168.312722222,-42.3867777777,-46.9135555556,-95.2674999999,-146.296277778,-123.045277778,-66.6666666667,-127.160444444,-184.979444444,-151.440444444
196.65,-67.3719876542,-149.233555556,-54.0228888889,-63.6014444444,-92.1454444444,-159.387,-133.141722222,-59.77,-123.754777778,-181.417444444,-150.574444444
197.03,-85.278580247,-233.333222222,-91.5032222224,-138.562111111,-144.444444444,-289.542333333,-230.719111111,-101.307222222,-234.640555556,-333.660055556,-285.620888889
197.40,-23.3917707232,-171.637444445,-39.7662222222,-80.1170000001,-90.6432222223,-250.877055556,-155.263111111,-64.3274444443,-189.473666667,-273.684111111,-201.754444444
197.78,-74.3288377424,-197.222111111,-56.1727777778,-117.901333334,-130.864222222,-339.814833333,-253.086333333,-120.370333333,-250.617444445,-344.753277778,-253.086444444
198.16,-95.2196313935,-157.309833333,-74.8537777778,-102.923777778,-132.748444444,-334.2105,-261.111,-135.672555556,-252.631555556,-296.491166667,-266.666666667
198.54,-41.8790687829,-55.8923888889,-19.5286666667,-12.1212222222,-57.4072777777,-172.3905,-117.003444444,-64.3096666668,-96.9697777778,-121.212333333,-117.508444444
198.92,-74.4679594356,-76.4813888889,-49.2593333332,-30.3704444445,-95.9258888891,-219.814888889,-175.0,-115.926,-117.777777778,-155.185166667,-149.629555556
199.30,-94.6775026457,-92.857,-72.2222222222,-41.666888889,-102.976333333,-258.135,-213.492,-135.714333334,-146.428666667,-168.055611111,-207.142777778
199.68,-250.852324515,-235.555444444,-245.185222222,-180.740666667,-289.259166667,-572.962944444,-485.555611111,-357.037,-347.407444445,-389.629388889,-504.444333333
200.06,-217.766675485,-190.058611111,-225.146111111,-170.175222222,-260.526333333,-423.391611111,-371.052888889,-312.280666667,-295.321555556,-305.263,-427.485444445
200.44,-144.154592593,-123.016055556,-171.825444444,-119.841222222,-178.174666667,-289.285722222,-272.817555555,-215.476222222,-209.920888889,-217.261833333,-274.999777778
200.82,-153.214118166,-146.551888889,-182.758555556,-138.314,-190.038166667,-301.5325,-276.436722222,-241.762444444,-216.091888889,-220.689722222,-277.011666667
201.19,-272.133982363,-255.555555556,-304.938222222,-233.333444444,-317.283944444,-487.345722222,-475.000277778,-383.333555556,-342.592777778,-315.740777778,-461.111111111
201.57,-1212.0282187,-1011.11111111,-1160.0,-1017.77777778,-1290.0,-1871.11111111,-1884.44444445,-1524.44444444,-1371.11111111,-1275.55555556,-1913.33333333
201.95,1867.43102116,1518.51861111,1811.11122222,1474.074,2042.59277778,2833.33322222,2877.77766667,2318.51866667,1999.99988889,1837.03722222,3144.44444444
202.33,560.141042328,518.686888889,587.878777778,512.121111111,611.111166667,838.383833334,875.252666668,701.010111111,610.101222222,589.393944445,916.161777779
202.71,315.857751323,298.792111111,346.376888889,309.178666666,339.372166667,431.401166667,476.086944445,369.565111111,344.927444444,338.164055555,471.014444444
203.09,386.488899471,356.038888889,417.874444444,384.058,394.203,492.028944444,547.584388889,427.053222222,415.459111111,393.961388889,511.111111111
203.47,273.493005291,249.509944445,280.065222222,270.588222222,279.248277778,332.189444444,375.816944445,294.117444445,283.006555556,274.346333333,337.581666667
203.85,236.396493827,217.105111111,227.193111111,218.128666667,232.309833333,284.795388889,349.707444444,242.105333333,239.473666667,226.169666667,298.538111111
204.22,184.076936508,184.4865,182.389777778,185.115111111,187.001888889,242.452944444,282.599444444,180.503,190.775555555,173.165555555,235.010666667
204.60,158.912313933,164.021166667,152.733666667,167.724888889,158.553888889,209.611888889,245.855333333,154.850111111,163.844777778,146.472555556,193.827
204.98,120.258246913,121.124944445,109.602222222,122.496333333,120.439111111,155.075444444,183.333333333,113.854555556,118.106888889,106.653055556,150.617333333
205.36,136.99854321,136.795666667,125.764888889,140.901777778,138.164222222,182.769666667,211.513666667,134.782555555,135.748777778,124.154611111,171.497555555
205.74,132.203012346,136.150277778,135.524222222,140.688666667,141.8625,183.098611111,209.311333333,135.680777778,133.802888889,112.5195,166.510222222
206.12,149.868417989,151.282166667,149.743555556,162.393333333,155.128222222,201.538333333,231.196444444,147.692333333,152.649444444,113.333444444,181.367444444
206.50,131.734590829,125.146277778,125.292444444,141.374333333,135.453277778,173.464888889,201.973777778,130.848,132.017555556,89.1812222222,157.748444444
206.87,133.305544974,119.444111111,121.701111111,148.610888889,139.235888889,180.642222222,221.180333333,136.110888889,137.326111111,72.0483333333,173.089888889
207.25,97.9479805998,87.3016111112,88.8888888888,120.282222222,112.169166667,149.823611111,185.537944444,109.347333333,105.467333334,42.7689444445,154.497555556
207.63,94.8188871252,80.3277777777,95.4463333332,121.857777778,117.486388889,165.300444445,190.072777778,117.668444444,107.468222222,36.0656666667,166.666555556
208.01,99.7462539683,78.3627777778,98.2455555557,127.095444444,123.001777778,167.154,186.159833333,124.171444444,101.364555555,38.2067222222,173.684111111
208.39,103.245772487,72.5426111111,97.6496666666,122.863222222,122.863388889,160.1495,197.542833333,131.837555556,94.6579999999,33.8676111111,175.427333333
208.77,89.6053386242,58.0248333333,83.4216666667,101.234444445,105.819944444,129.806222222,163.051,115.520111111,76.896,19.5766666667,156.966444445
209.14,100.48422575,52.0093888889,99.0543333333,125.531777778,121.394833333,153.782333333,208.865,136.643,95.271777778,4.84627777779,187.943444445
209.52,101.767661376,53.9141111111,97.9796666668,133.333444444,125.2525,159.343388889,220.959833333,140.151444444,92.9294444444,-6.69205555557,200.252555555
209.90,103.297797178,56.2015555556,95.0904444444,141.860555556,134.237777778,158.0105,231.266222222,152.971555555,93.5402222222,-0.129333333333,209.044111111
210.28,92.4348589063,47.3995555555,90.307222222,137.825,134.397055556,140.189055555,222.458611111,150.354444444,90.7802222221,12.2931111111,181.323555556
210.66,110.314130512,33.3334444444,93.0041111113,180.658555556,182.716055556,183.333333333,326.954666667,207.407333333,111.522666667,-19.3417222222,244.032666667
211.03,98.6797160493,42.7928888889,103.303333333,156.756666667,148.048055555,172.072055556,258.258388889,176.276222222,97.5975555553,28.0780555555,198.198222222
211.41,127.311798942,69.18,126.454888889,168.518555556,154.365,181.216666667,272.354277778,178.042222222,117.725,47.4866111111,193.121555556
211.79,156.905627866,65.3256666667,127.202888889,214.559333333,172.413777778,209.770111111,376.628388889,199.616777778,147.892888889,47.317888889,226.82
212.17,123.2234709,51.7921666667,117.204222222,194.265222222,145.5195,188.889055556,340.143444444,168.458666667,151.254555556,26.7024999999,198.566222222
212.55,165.126453263,12.5926666667,173.333444444,319.259333333,240.740833333,325.185055556,631.111111111,281.481666667,254.815,-25.1851666667,337.037
212.92,779.276895943,59.7222222223,775.000000001,1308.33333333,980.555555556,1465.27777778,2359.72222222,1125.0,1088.88888889,224.999999999,1508.33333333
213.30,-986.904761903,-352.777777778,-1022.22222222,-1536.11111111,-1168.05555556,-1751.38888889,-2577.77777778,-1386.11111111,-1266.66666667,-572.222222221,-1866.66666667
213.68,-248.301104056,-55.1851666667,-288.148,-376.296444445,-276.296333333,-400.740833333,-653.703777778,-331.851888889,-320.740666666,-137.037,-445.185
214.06,-75.6477689594,-6.41022222222,-90.3133333332,-115.954555556,-79.0597222222,-128.347444445,-228.775111111,-93.4472222223,-100.854666667,-32.3363333333,-149.002777778
214.44,-51.5105379188,3.13994444443,-64.2511111111,-85.9902222221,-43.7197222222,-102.777722222,-164.613444444,-65.9421111111,-67.8744444446,-12.3188333333,-129.227
214.81,-75.2224497356,-4.00511111112,-93.7984444445,-113.953444444,-60.5943333333,-109.560555555,-184.367055556,-82.9457777779,-82.4288888889,-31.7831111111,-156.330777778
215.19,-142.777590829,-39.2472777778,-142.652333334,-174.910444444,-111.648722222,-159.319,-281.541166667,-129.749111111,-142.652333334,-61.469611111,-233.333444445
215.57,-59.1989929455,-0.126222222223,-60.3534444444,-82.8283333332,-48.9898888889,-72.4748333333,-152.525333333,-60.6061111112,-69.697,-18.1817222221,-135.353444445
215.95,-36.5925925925,6.66666666667,-50.8888888889,-66.8888888888,-30.8888888889,-50.3333333333,-119.666666667,-50.2222222222,-40.4444444443,-2.33333333333,-100.666666667
216.32,-43.9602574955,-0.108833333333,-54.4663333333,-71.8954444444,-40.6318888889,-57.7342222222,-126.361777778,-59.0415555554,-40.7407777778,-6.75377777777,-102.614111111
