wavelength,Back_RamCosf,Belly_RamCosf,Breast_RamCosf,Crissum_RamCosf,Crown_RamCosf,DorTail_RamCosf,Rump_RamCosf,Throat_RamCosf,WingTip_RamCosf
353.28,4.27375,8.11808333334,5.17208333333,6.5905,3.47566666667,3.86658333333,4.38691666667,11.8878333333,3.78058333334
353.65,4.38516666667,8.26158333333,5.26458333333,6.703,3.61325,3.99183333333,4.46891666667,11.9756666666,3.91508333333
354.01,4.37875,8.28425,5.24825,6.69708333333,3.5395,3.94183333333,4.42775,12.014,3.90166666667
354.38,4.263,8.14258333333,5.08833333333,6.61308333333,3.46566666667,3.86241666667,4.35875,11.9759166667,3.77816666667
354.74,4.31608333333,8.16433333333,5.11841666667,6.59258333333,3.47983333333,3.93766666667,4.36558333333,12.0259166667,3.77708333333
355.11,4.39091666667,8.27008333333,5.184,6.63508333333,3.60241666667,3.97883333334,4.39458333333,12.12675,3.80633333334
355.47,4.46058333333,8.33958333333,5.21191666667,6.69,3.63333333333,4.02725,4.42033333333,12.26825,3.88291666666
355.83,4.40566666667,8.27158333333,5.06958333333,6.59066666667,3.51075,3.9185,4.29108333333,12.2016666667,3.77075
356.20,4.48041666667,8.343,5.05866666667,6.63158333333,3.56833333334,3.99333333333,4.34608333333,12.2300833333,3.83008333333
356.56,4.62991666667,8.49941666667,5.21858333334,6.79583333333,3.6795,4.14,4.49708333334,12.3813333333,3.94816666666
356.93,4.64683333333,8.58525,5.232,6.84266666667,3.73291666667,4.19366666667,4.57,12.43575,3.9815
357.29,4.672,8.63266666666,5.20725,6.84016666667,3.71558333333,4.18375,4.59591666667,12.46275,3.97716666667
357.66,4.69075,8.64266666667,5.19516666667,6.85433333334,3.727,4.181,4.60558333333,12.5319166667,3.98683333333
358.02,4.82516666667,8.71125,5.29116666667,6.93316666667,3.86833333333,4.27641666667,4.6585,12.6563333333,4.06991666666
358.38,4.86483333333,8.77708333333,5.34008333333,6.96241666666,3.92758333333,4.32225,4.65166666667,12.7545833334,4.12958333333
358.75,4.85108333333,8.74725,5.2785,6.945,3.9295,4.2985,4.63658333333,12.79175,4.11733333333
359.11,4.90216666667,8.76991666667,5.25216666667,6.976,3.939,4.3425,4.678,12.7934166667,4.1655
359.48,4.86816666667,8.75333333333,5.16566666667,6.90383333334,3.91225,4.3165,4.65075,12.7544166667,4.10183333333
359.84,4.868,8.75358333333,5.19766666667,6.91441666667,3.98208333333,4.36366666667,4.67441666667,12.7846666667,4.12175
360.20,4.84316666666,8.75266666667,5.2525,6.9,4.00466666666,4.39566666667,4.64791666667,12.8418333333,4.09983333333
360.57,4.78616666667,8.70541666667,5.19433333333,6.80566666667,3.993,4.35008333334,4.58783333333,12.8395833333,4.0555
360.93,4.72075,8.64975,5.12308333333,6.73658333334,3.94591666667,4.28408333334,4.50825,12.84825,3.98991666667
361.29,4.70608333333,8.62608333333,5.11316666667,6.72183333333,3.985,4.27166666667,4.46183333333,12.8553333333,3.98316666666
361.66,4.69008333334,8.63683333333,5.10216666667,6.71316666666,3.99225,4.28733333333,4.455,12.8774166667,3.99658333333
362.02,4.61558333333,8.59558333333,5.021,6.665,3.94591666667,4.25,4.42066666666,12.7955833333,3.95041666667
362.39,4.58058333333,8.54833333333,4.95975,6.59316666666,3.931,4.18991666667,4.37758333333,12.7261666667,3.94175
362.75,4.62591666667,8.615,4.999,6.61533333333,3.96841666667,4.22725,4.40325,12.7690833333,4.02358333333
363.11,4.63816666667,8.616,5.02425,6.65075,4.00508333334,4.25983333333,4.43416666667,12.8571666667,4.06708333333
363.48,4.53133333333,8.48808333334,4.91783333333,6.54833333334,3.90425,4.145,4.31533333333,12.7598333333,4.0
363.84,4.47233333333,8.45991666667,4.83591666666,6.47633333333,3.85583333333,4.05491666667,4.23558333333,12.7429166667,3.95475
364.20,4.37583333333,8.37233333333,4.70058333333,6.38258333333,3.75958333333,3.91966666667,4.13416666667,12.64625,3.91033333333
364.57,4.294,8.29558333333,4.58933333333,6.30608333333,3.67883333334,3.80291666667,4.01108333333,12.5636666667,3.85633333333
364.93,4.23691666667,8.22816666667,4.51133333334,6.23575,3.59283333333,3.75708333333,3.96816666666,12.5125833333,3.8115
365.29,4.15716666667,8.1995,4.4195,6.17941666667,3.50258333333,3.693,3.935,12.5189166667,3.73108333333
365.66,4.04983333334,8.07016666667,4.31558333333,6.03033333333,3.408,3.59133333334,3.80016666667,12.4386666667,3.599
366.02,3.97091666666,7.94916666667,4.22025,5.93066666667,3.28483333333,3.51158333333,3.68466666667,12.4078333333,3.53025
366.38,3.96458333333,7.93008333333,4.21708333334,5.91691666667,3.24108333334,3.49916666666,3.65508333333,12.417,3.46483333334
366.75,3.85125,7.80441666667,4.11375,5.82166666667,3.16366666666,3.38158333333,3.556,12.296,3.32733333333
367.11,3.67816666667,7.62725,3.96158333333,5.61358333333,2.98816666667,3.21825,3.35916666667,12.1640833333,3.162
367.47,3.6535,7.62741666666,3.95025,5.62316666667,3.01116666667,3.21791666666,3.32408333333,12.1773333333,3.12333333334
367.84,3.726,7.67941666667,4.008,5.67266666667,3.07808333333,3.28958333333,3.35066666667,12.2331666666,3.16316666667
368.20,3.82925,7.81058333333,4.10783333333,5.77983333333,3.194,3.41883333333,3.43433333333,12.397,3.23441666667
368.56,3.88975,7.89291666667,4.17775,5.83466666667,3.28075,3.53716666667,3.537,12.4934166667,3.27858333333
368.93,3.931,7.9445,4.25216666666,5.86241666667,3.34891666667,3.56066666667,3.54133333333,12.5519166666,3.31491666667
369.29,4.06016666667,8.03325,4.377,5.94191666667,3.47475,3.67758333333,3.63233333334,12.6168333333,3.4155
369.65,4.16591666666,8.16208333333,4.48825,6.07716666667,3.58691666667,3.79283333333,3.76175,12.7294166667,3.50275
370.01,4.24275,8.27191666666,4.57208333333,6.12308333333,3.6825,3.879,3.837,12.80675,3.52366666667
370.38,4.28508333333,8.3485,4.59791666667,6.16641666667,3.76475,3.94383333333,3.8815,12.9081666667,3.59033333333
370.74,4.26625,8.36175,4.56858333333,6.17333333334,3.75566666666,3.94641666667,3.85341666667,12.9204166667,3.57258333333
371.10,4.37825,8.47641666666,4.63258333333,6.28533333334,3.88425,4.019,3.96433333333,13.0025833333,3.66333333334
371.46,4.49366666667,8.59541666667,4.72725,6.35333333333,4.00283333334,4.10258333333,4.07875,13.1198333333,3.7755
371.83,4.45875,8.54583333333,4.70108333333,6.2995,3.95566666667,4.05591666667,4.042,13.1354166667,3.75908333333
372.19,4.38916666667,8.41116666667,4.57758333334,6.1915,3.85575,3.944,3.94891666667,13.0665833333,3.64333333333
372.55,4.38358333333,8.39308333333,4.5775,6.21308333333,3.82883333333,3.87975,3.90091666667,13.12325,3.63633333333
372.92,4.39633333333,8.35333333333,4.52941666667,6.23,3.828,3.85608333333,3.88625,13.1490833333,3.61633333334
373.28,4.33075,8.27441666667,4.45275,6.18758333333,3.77783333333,3.78533333334,3.81416666666,13.143,3.57491666667
373.64,4.35358333333,8.23333333334,4.45025,6.17066666666,3.80575,3.759,3.774,13.16025,3.599
374.00,4.30241666667,8.17516666667,4.39233333333,6.14525,3.79366666667,3.7085,3.74791666667,13.1961666667,3.63008333333
374.37,4.32716666667,8.18366666667,4.39683333333,6.15775,3.80691666667,3.72891666667,3.76083333333,13.2143333333,3.66983333333
374.73,4.40233333333,8.23308333333,4.42925,6.20241666667,3.87783333333,3.79558333334,3.82841666666,13.3128333333,3.74525
375.09,4.38541666666,8.20566666667,4.39941666667,6.18216666667,3.857,3.77316666667,3.77908333333,13.3461666667,3.69875
375.45,4.38216666667,8.206,4.40033333333,6.19333333333,3.84875,3.78158333333,3.76016666666,13.4213333334,3.68816666666
375.81,4.39191666667,8.21966666667,4.37833333334,6.21075,3.87266666667,3.83808333333,3.81933333333,13.422,3.667
376.18,4.43791666667,8.32891666667,4.45583333333,6.28208333333,3.95933333334,3.91116666667,3.90283333333,13.4950833333,3.76591666667
376.54,4.47141666667,8.35833333333,4.41875,6.26341666667,3.968,3.96191666667,3.93383333333,13.5090833333,3.77366666667
376.90,4.5405,8.41166666666,4.46708333333,6.29908333334,4.01791666667,4.04508333333,3.9975,13.5909166667,3.86208333333
377.26,4.61975,8.49358333333,4.48566666666,6.35566666667,4.08858333334,4.13008333334,4.06133333333,13.6655,3.93558333333
