wavelength,Back_RamCosf,Belly_RamCosf,Breast_RamCosf,Crissum_RamCosf,Crown_RamCosf,DorTail_RamCosf,Rump_RamCosf,Throat_RamCosf,WingTip_RamCosf
580.29,9.20558333334,20.0485833333,21.8291666666,16.0455,6.89483333333,5.62841666667,14.3454166666,24.395,6.21925
580.63,9.234,20.07225,21.9539166667,16.1025833333,6.89391666666,5.6445,14.4004166667,24.4375833333,6.23408333333
580.97,9.25458333332,20.0686666666,22.02025,16.0985,6.92316666667,5.63933333333,14.4479166667,24.43125,6.24183333334
581.31,9.23424999999,20.0699166667,22.1126666667,16.10725,6.90991666667,5.64291666667,14.4581666667,24.45225,6.21933333333
581.65,9.24774999999,20.0886666667,22.2015833334,16.1308333333,6.92558333333,5.65825,14.5006666666,24.4494166667,6.21016666666
581.98,9.22824999999,20.0995833334,22.2738333333,16.1480833334,6.91675,5.64425,14.5175,24.4405,6.19883333334
582.32,9.22316666668,20.1041666666,22.3429166667,16.168,6.90716666667,5.64408333333,14.54425,24.4271666667,6.18525
582.66,9.21941666667,20.1275833333,22.438,16.17475,6.91766666667,5.6495,14.5685,24.4176666666,6.17875
583.00,9.18775,20.1531666667,22.48425,16.1943333333,6.92116666667,5.64716666667,14.5835833333,24.42275,6.1825
583.34,9.19624999999,20.1653333333,22.5716666667,16.2155833334,6.93383333333,5.645,14.61675,24.4271666667,6.21341666667
583.68,9.11141666666,20.08275,22.5244166667,16.137,6.85216666667,5.59416666667,14.5321666667,24.3374166667,6.13758333333
584.01,9.09916666666,20.10475,22.5913333334,16.1148333333,6.86041666667,5.57108333333,14.5463333334,24.3235833334,6.13475
584.35,9.06024999999,20.07425,22.6053333333,16.0483333333,6.82991666667,5.52783333333,14.5350833333,24.317,6.11308333334
584.69,9.062,20.0904166667,22.71525,16.1278333333,6.84925,5.54516666667,14.5863333334,24.36075,6.16441666667
585.03,9.04358333333,20.09925,22.78475,16.1249166667,6.856,5.52916666666,14.61425,24.3690833333,6.17258333333
585.37,9.00941666667,20.0666666667,22.8010833333,16.09225,6.79708333334,5.49483333333,14.6039166667,24.35425,6.14916666666
585.70,9.05908333333,20.0795,22.8691666667,16.1056666667,6.85141666667,5.51758333333,14.6500833333,24.3694166667,6.178
586.04,9.05058333333,20.08325,22.9450833333,16.0981666667,6.85708333333,5.5065,14.68125,24.389,6.19583333333
586.38,9.02149999999,20.0119166667,22.9325833333,16.0975,6.81875,5.47175,14.6238333333,24.3503333333,6.16775
586.72,9.08633333334,20.0853333333,23.0836666667,16.18,6.87616666667,5.515,14.7398333333,24.42275,6.21058333333
587.06,9.09925,20.1098333333,23.11625,16.1819166667,6.901,5.54783333333,14.7554166667,24.43775,6.2105
587.39,9.14775000001,20.2095,23.28375,16.2454166667,6.95608333333,5.576,14.8424166667,24.5258333333,6.25316666666
587.73,9.12208333333,20.1868333333,23.31325,16.2030833334,6.89775,5.53558333333,14.80725,24.5253333333,6.20866666666
588.07,9.14858333332,20.2485833333,23.4015,16.2690833333,6.92233333333,5.563,14.8636666667,24.5536666667,6.22216666667
588.41,9.16308333334,20.2766666667,23.44475,16.2724166667,6.903,5.56325,14.8765833333,24.579,6.19583333333
588.74,9.187,20.3109166667,23.519,16.2794166667,6.89433333334,5.583,14.8709166667,24.5791666667,6.17283333333
589.08,9.15074999999,20.3295,23.57375,16.2665833333,6.90075,5.5715,14.8625833334,24.597,6.15708333333
589.42,9.131,20.3496666666,23.66725,16.2730833333,6.87025,5.57433333333,14.8668333333,24.6273333333,6.15491666666
589.76,9.121,20.345,23.687,16.2735,6.84791666667,5.58633333333,14.8501666667,24.6446666667,6.12841666667
590.09,9.18616666667,20.4885,23.8221666666,16.3365,6.89733333333,5.63508333333,14.9611666667,24.7345,6.17266666667
590.43,9.14849999999,20.4170833333,23.813,16.2669166667,6.84275,5.599,14.89225,24.6884166666,6.119
590.77,9.11974999999,20.4278333333,23.8916666666,16.2663333334,6.818,5.58258333333,14.9000833333,24.683,6.08108333334
591.11,9.13675000001,20.44275,23.9356666667,16.2936666667,6.83025,5.60516666667,14.9124166666,24.7018333334,6.10925
591.44,9.1995,20.5251666667,24.05325,16.3825833333,6.89141666667,5.68233333333,15.0039166666,24.7535,6.15908333334
591.78,9.17000000001,20.4883333333,24.0586666667,16.3610833333,6.86891666667,5.66683333333,14.9666666667,24.7185,6.13725
592.12,9.17641666667,20.52775,24.14275,16.3471666667,6.88175,5.66258333334,14.9750833333,24.7108333333,6.1465
592.46,9.175,20.54,24.1790833334,16.3618333333,6.85275,5.62775,14.99725,24.7525833333,6.13916666666
592.79,9.20991666667,20.5756666667,24.2479166667,16.4064166666,6.84291666667,5.59966666666,15.0245833333,24.751,6.15975
593.13,9.18133333334,20.5566666666,24.2453333333,16.3739166667,6.821,5.55316666667,15.0324166667,24.72575,6.13108333333
593.47,9.20233333333,20.5510833333,24.2818333334,16.3695833334,6.85783333333,5.56066666667,15.0750833333,24.7219166667,6.16341666667
593.80,9.18783333333,20.5335,24.3189166667,16.3775833333,6.85425,5.56408333333,15.07925,24.7404166667,6.17258333333
594.14,9.20366666667,20.54425,24.35425,16.4296666667,6.85175,5.59383333333,15.10275,24.76625,6.21408333334
594.48,9.25766666666,20.5900833333,24.4151666667,16.4989166667,6.89008333333,5.61175,15.1465,24.8344166667,6.28375
594.81,9.30349999999,20.6210833333,24.4769166667,16.5335833333,6.91458333333,5.65475,15.2048333333,24.8855,6.31533333333
595.15,9.25183333334,20.57475,24.44775,16.4976666667,6.87183333334,5.60833333333,15.1895833333,24.8548333334,6.275
595.49,9.30133333334,20.6495833333,24.5460833334,16.5419166667,6.911,5.63866666667,15.2596666667,24.9443333333,6.31958333333
595.82,9.30499999999,20.645,24.5789166667,16.5686666667,6.91675,5.65633333333,15.3030833333,24.9740833333,6.3325
596.16,9.32524999999,20.6696666667,24.61475,16.6119166666,6.96075,5.69241666667,15.362,24.9789166667,6.373
596.50,9.35266666666,20.6703333333,24.6818333333,16.6393333333,7.00125,5.751,15.4149166667,25.0120833333,6.40441666666
596.83,9.41066666666,20.7388333333,24.7549166667,16.7008333333,7.04625,5.80383333333,15.4615833333,25.0775,6.44808333333
597.17,9.433,20.7928333333,24.8236666667,16.7634166667,7.0815,5.83125,15.4994166667,25.1338333333,6.47608333333
597.51,9.44383333332,20.8014166667,24.8715,16.7859166666,7.09458333333,5.8285,15.5279166667,25.1394166667,6.485
597.84,9.48383333332,20.8760833333,24.9790833333,16.819,7.16491666667,5.86175,15.5975833333,25.2010833333,6.52691666667
598.18,9.43883333335,20.8391666667,24.9754166667,16.75875,7.12141666667,5.81483333333,15.59775,25.1746666667,6.48241666666
598.52,9.45975,20.86575,25.0248333333,16.7813333333,7.12875,5.81533333333,15.6203333333,25.17425,6.50091666667
598.85,9.49933333332,20.877,25.0938333333,16.8084166667,7.14033333333,5.84508333333,15.6439166667,25.2129166666,6.5205
599.19,9.52866666666,20.9019166667,25.1705,16.8604166667,7.18266666666,5.87616666667,15.6944166666,25.2393333333,6.557
599.53,9.55758333333,20.9395833334,25.2273333333,16.8769166667,7.21983333333,5.91225,15.7158333333,25.2681666667,6.58808333333
599.86,9.53591666667,20.90025,25.2294166667,16.8520833333,7.19416666667,5.89425,15.6794166667,25.2594166667,6.57975
600.20,9.57499999998,20.9425833333,25.2866666666,16.8816666666,7.2155,5.91275,15.69825,25.3041666667,6.60225
600.53,9.53691666667,20.9011666667,25.3024166667,16.8761666667,7.21691666666,5.89941666667,15.6935833333,25.2811666667,6.6055
600.87,9.50941666667,20.8791666667,25.2970833333,16.82325,7.13733333333,5.85308333333,15.6373333333,25.2465,6.559
601.21,9.49591666667,20.8865,25.309,16.8123333334,7.11841666667,5.86066666667,15.6281666667,25.2658333333,6.54841666667
601.54,9.469,20.9046666667,25.30825,16.8303333334,7.08725,5.84583333333,15.6064166667,25.2605,6.5265
601.88,9.48583333334,20.9193333333,25.3504166667,16.8594166666,7.10158333333,5.87816666666,15.6170833333,25.2615,6.54008333333
602.21,9.46608333333,20.8878333334,25.3505833333,16.8386666666,7.08833333333,5.86025,15.5973333333,25.276,6.50841666667
602.55,9.50758333333,20.954,25.43975,16.9031666667,7.15258333333,5.89466666667,15.67175,25.3644166667,6.5735
602.88,9.50825000002,20.9530833334,25.46425,16.904,7.13708333334,5.90658333333,15.671,25.3658333333,6.55958333333
603.22,9.49883333333,20.9355,25.4731666667,16.9021666667,7.11883333334,5.90641666667,15.6664166667,25.3418333333,6.53575
603.56,9.49016666667,20.9655833333,25.5370833333,16.9003333333,7.12766666667,5.87883333333,15.68625,25.3484166667,6.51441666667
603.89,9.48558333335,20.97525,25.5678333333,16.9026666667,7.11908333333,5.86458333333,15.7008333333,25.3605833334,6.5195
604.23,9.51833333334,20.9945833333,25.603,16.9279166666,7.14233333333,5.89108333333,15.72625,25.3910833333,6.54466666666
604.56,9.52475,20.9965833333,25.6485833333,16.9510833333,7.17825,5.91441666667,15.7654166667,25.4081666667,6.57133333333
604.90,9.50766666668,20.9894166667,25.6859166667,16.967,7.15883333333,5.89408333333,15.7656666667,25.4105833333,6.56775
605.23,9.47491666667,20.9251666667,25.6686666667,16.9074166667,7.11933333333,5.84425,15.7423333334,25.3908333333,6.52125
605.57,9.48325,20.9545,25.71275,16.93625,7.128,5.85566666667,15.78,25.4173333333,6.53516666667
605.90,9.49566666667,20.9873333333,25.7783333333,16.9624166667,7.13458333333,5.86558333333,15.8088333333,25.44175,6.54558333334
606.24,9.4545,20.9655833334,25.7685833333,16.9455,7.08691666667,5.82416666667,15.77575,25.4065,6.51166666667
606.58,9.42091666669,20.9570833333,25.7663333334,16.9069166667,7.07816666667,5.78816666667,15.7618333333,25.3791666667,6.49841666667
606.91,9.44016666669,20.9931666667,25.8385,16.93975,7.09208333334,5.79691666667,15.7960833333,25.4258333333,6.55716666667
607.25,9.50358333333,21.0395833333,25.9009166667,16.9763333333,7.12366666667,5.869,15.8495,25.4865833333,6.62766666667
607.58,9.53375,21.0594166667,25.9170833333,16.99075,7.15858333334,5.90708333333,15.8588333333,25.47725,6.65733333333
607.92,9.58458333332,21.126,26.0153333334,17.05625,7.18325,5.95491666667,15.9169166666,25.5495833333,6.71775
608.25,9.63350000002,21.20725,26.072,17.1018333333,7.20216666667,5.99708333333,15.969,25.6059166666,6.772
608.59,9.62075000002,21.1718333334,26.035,17.0533333333,7.18783333333,5.99441666666,15.9713333333,25.56675,6.78425
608.92,9.614,21.1586666666,26.01825,17.0335833333,7.16716666667,6.00475,15.9603333333,25.52825,6.78575
609.26,9.59641666666,21.0854166667,25.9965,16.9874166666,7.15875,6.001,15.9188333333,25.4776666667,6.7825
609.59,9.59666666668,21.0524166667,25.9908333334,16.9470833334,7.16325,5.98266666667,15.9015,25.4515833333,6.79891666667
609.93,9.63108333332,21.037,26.0050833333,16.9334166667,7.19125,6.00283333333,15.92175,25.43175,6.82008333333
610.26,9.65616666666,21.043,26.0300833333,16.9629166667,7.20883333333,6.03158333333,15.9294166667,25.45625,6.85008333334
610.60,9.63933333331,21.041,25.9914166667,16.9199166666,7.18891666667,6.01075,15.9146666667,25.4329166667,6.81583333333
610.93,9.602,20.9875833334,25.966,16.8866666667,7.15675,5.97691666667,15.8775833333,25.3805,6.7785
611.27,9.60125000001,20.9561666667,25.9814166666,16.87575,7.14666666667,5.96366666667,15.8740833334,25.3828333333,6.762
611.60,9.52933333335,20.8495,25.8899166667,16.7644166667,7.0605,5.89116666667,15.78525,25.27175,6.67366666667
611.93,9.48475000001,20.7519166667,25.8395,16.6991666667,7.02783333333,5.83108333333,15.7196666667,25.2365833333,6.60633333333
612.27,9.53575,20.7825,25.9080833333,16.7228333333,7.08166666667,5.849,15.748,25.264,6.62283333333
612.60,9.57983333335,20.8446666666,26.00025,16.7658333333,7.13816666667,5.87708333334,15.7931666667,25.3285,6.689
612.94,9.58149999999,20.8994166666,26.0456666666,16.76675,7.11833333333,5.86108333333,15.8095,25.3829166667,6.69333333333
613.27,9.58599999999,20.9616666667,26.1076666667,16.8313333333,7.11883333334,5.91,15.8795,25.4144166666,6.69116666667
613.61,9.55275,20.98475,26.13425,16.8565,7.113,5.91991666667,15.8996666667,25.4266666667,6.72633333333
613.94,9.51983333333,20.965,26.1516666667,16.8460833333,7.06458333333,5.88241666666,15.9193333333,25.4545833333,6.68933333334
614.28,9.50133333333,20.9455833334,26.15725,16.8351666667,7.0565,5.86616666667,15.912,25.43525,6.66575
614.61,9.56991666668,21.0410833333,26.2565833333,16.91975,7.10383333334,5.92791666667,16.0005833334,25.5254166667,6.7075
614.94,9.51366666666,21.0754166667,26.2770833333,16.9016666667,7.07383333333,5.9145,16.0313333333,25.5566666667,6.69025
615.28,9.49483333334,21.1116666667,26.3311666667,16.9141666667,7.07758333333,5.90766666667,16.0799166667,25.6079166666,6.6955
615.61,9.54933333334,21.1898333333,26.4359166667,16.9739166666,7.11275,5.96325,16.1768333334,25.6503333333,6.75666666667
615.95,9.56724999999,21.2250833333,26.4576666667,17.0135833333,7.10958333333,5.98975,16.20475,25.6835833333,6.78641666667
616.28,9.61475000001,21.2788333333,26.5133333334,17.0830833333,7.1635,6.02541666667,16.26175,25.7486666667,6.78841666667
616.61,9.63183333335,21.3594166667,26.5696666667,17.14425,7.17891666667,6.03391666667,16.3261666666,25.8083333333,6.77066666666
616.95,9.60208333333,21.36,26.5864166667,17.1649166667,7.19116666666,6.03591666666,16.32375,25.8545833333,6.78041666667
617.28,9.65258333333,21.3841666666,26.6386666667,17.1925,7.207,6.04516666667,16.3030833333,25.9095833333,6.76983333333
617.62,9.69799999999,21.3999166667,26.6511666666,17.19175,7.24091666667,6.09066666667,16.29925,25.9026666666,6.81508333334
617.95,9.73091666666,21.4554166667,26.7298333333,17.2505,7.26541666666,6.12816666667,16.3835,25.9956666666,6.866
618.28,9.65666666667,21.3820833333,26.699,17.1843333333,7.19225,6.03858333333,16.3199166667,25.9584166667,6.823
618.62,9.68416666667,21.3943333333,26.7079166667,17.2028333334,7.20316666667,6.031,16.3043333333,25.9735833333,6.82275
618.95,9.75475000001,21.4789166667,26.7555833333,17.2854166667,7.25208333333,6.0805,16.3329166667,26.03475,6.87508333333
619.28,9.76858333335,21.543,26.7836666666,17.3313333333,7.27233333333,6.08116666667,16.34625,26.0639166667,6.87575
619.62,9.75316666667,21.5540833334,26.82375,17.32925,7.26166666667,6.0655,16.3493333333,26.0569166667,6.83241666667
619.95,9.66641666666,21.48825,26.7870833333,17.2641666667,7.15075,5.98208333333,16.2880833333,26.0164166667,6.75416666667
620.28,9.68316666666,21.47975,26.8081666666,17.2701666667,7.17391666666,6.00883333333,16.282,26.0019166667,6.78933333333
620.62,9.69791666668,21.4966666667,26.804,17.2425833333,7.14933333333,5.95433333333,16.2775,26.00875,6.7935
620.95,9.64808333333,21.5014166667,26.79375,17.1680833333,7.10225,5.90816666667,16.26975,25.98325,6.73933333333
621.28,9.62224999998,21.5120833333,26.80875,17.1383333334,7.07458333333,5.90375,16.2783333333,25.95225,6.7315
621.62,9.70041666668,21.5560833333,26.9083333333,17.2169166667,7.11925,5.943,16.2923333333,26.035,6.7775
621.95,9.75208333333,21.62375,26.9523333333,17.2823333333,7.19,6.0245,16.3733333334,26.09775,6.84908333333
622.28,9.74516666666,21.6285833333,26.98375,17.2964166667,7.172,6.0355,16.3908333333,26.0815,6.85708333333
622.62,9.75524999999,21.6090833334,27.0469166666,17.2864166666,7.20791666666,6.02783333333,16.4431666667,26.1109166667,6.85791666667
622.95,9.71100000001,21.5584166667,27.0344166667,17.24925,7.18333333333,6.02316666667,16.4126666667,26.0923333333,6.836
623.28,9.74125000001,21.58725,27.04175,17.28775,7.22475,6.06316666667,16.43875,26.13575,6.87883333333
623.62,9.80308333333,21.6849166667,27.1255833334,17.3675833333,7.29108333334,6.13816666666,16.5206666667,26.18675,6.93866666667
623.95,9.84341666666,21.7746666667,27.189,17.4486666667,7.34808333333,6.21658333334,16.5930833333,26.2776666666,7.01758333333
624.28,9.89508333334,21.79775,27.2256666667,17.4810833333,7.38633333333,6.28025,16.6409166666,26.2948333333,7.0845
624.62,9.94091666667,21.8868333333,27.30775,17.5884166667,7.43625,6.34783333333,16.7121666666,26.3580833334,7.13975
624.95,9.95683333333,21.9516666666,27.3645,17.6584166667,7.457,6.34758333333,16.7663333333,26.41225,7.13616666666
625.28,9.90533333333,21.93375,27.351,17.649,7.42075,6.31916666667,16.7898333333,26.3609166667,7.09858333334
625.61,9.87325,21.94525,27.39225,17.6469166667,7.40325,6.31575,16.783,26.3658333333,7.06775
625.95,9.85975000001,21.93375,27.4239166667,17.6385833333,7.391,6.30141666667,16.7965833334,26.40225,7.05925
626.28,9.85058333334,21.94975,27.4369166666,17.6660833333,7.39408333333,6.33091666666,16.8155833333,26.4010833333,7.07425
626.61,9.91216666667,22.0323333333,27.5101666667,17.7091666667,7.43625,6.37641666667,16.8963333333,26.4489166666,7.13908333333
626.94,9.93766666668,22.0819166667,27.5846666667,17.739,7.45308333333,6.40166666667,16.9471666667,26.5011666667,7.17458333333
627.28,10.0015,22.1365,27.6384166667,17.8016666667,7.52083333333,6.45833333334,17.023,26.59325,7.23216666666
627.61,9.98733333332,22.1045833333,27.6274166667,17.7880833333,7.51341666666,6.41025,16.987,26.5659166667,7.19516666667
627.94,10.0286666667,22.1611666667,27.7176666667,17.8524166667,7.5695,6.46275,17.0471666667,26.5960833333,7.21841666667
628.27,10.0796666667,22.173,27.74825,17.8916666667,7.60608333333,6.488,17.07425,26.6051666667,7.25233333333
628.61,10.126,22.1859166667,27.7975833333,17.9006666667,7.63591666667,6.51,17.09625,26.6473333334,7.26791666667
628.94,10.1224166667,22.15975,27.77525,17.8706666667,7.64025,6.51558333333,17.0739166666,26.61475,7.26483333333
629.27,10.18325,22.2034166667,27.77975,17.9124166666,7.67741666667,6.5255,17.0836666667,26.63525,7.29583333333
629.60,10.2209166667,22.2599166666,27.7938333333,17.9378333333,7.69308333334,6.54208333334,17.1071666667,26.66925,7.334
629.94,10.2175,22.291,27.823,17.9366666667,7.65725,6.51616666667,17.1080833333,26.71175,7.30916666667
630.27,10.1966666667,22.27325,27.8425,17.9365,7.62816666667,6.4765,17.12375,26.7465833333,7.288
630.60,10.1926666667,22.27625,27.8876666667,17.9624166667,7.63183333333,6.47641666667,17.1228333333,26.7811666667,7.28158333333
630.93,10.1870833333,22.2891666667,27.9131666666,17.9535,7.63691666667,6.47433333334,17.0960833333,26.7558333333,7.307
631.26,10.2751666667,22.3688333333,28.0384166667,18.0495833333,7.68925,6.54108333333,17.19925,26.8590833334,7.3595
631.60,10.2739166667,22.3779166667,28.02425,18.0538333333,7.71183333333,6.51891666667,17.2254166667,26.9164166667,7.34783333334
631.93,10.3066666666,22.436,28.0728333333,18.1169166667,7.73091666667,6.552,17.2873333333,26.9960833334,7.40041666667
632.26,10.2975,22.442,28.05175,18.14,7.74991666666,6.56908333333,17.3003333334,26.9915,7.42433333333
632.59,10.3434166667,22.5375,28.1966666667,18.241,7.82625,6.62983333333,17.37175,27.1170833333,7.46241666666
632.92,10.3371666667,22.5005833333,28.2008333333,18.2441666667,7.82066666666,6.62616666667,17.39975,27.1105,7.46466666666
633.26,10.4051666667,22.6104166667,28.3435833333,18.3936666666,7.94733333333,6.71158333333,17.5071666667,27.2018333333,7.54225
633.59,10.4124166667,22.6126666667,28.3216666666,18.39725,7.97033333334,6.70191666667,17.5058333334,27.2113333333,7.54841666667
633.92,10.3960833333,22.61225,28.3376666667,18.40225,7.96225,6.67983333333,17.4685833334,27.2259166667,7.50583333333
634.25,10.436,22.628,28.3263333333,18.4250833333,7.97641666667,6.67958333333,17.4994166666,27.2153333333,7.51483333333
634.58,10.4529166667,22.6274166667,28.3370833333,18.4528333334,7.97491666667,6.671,17.5026666667,27.2354166667,7.51566666667
634.91,10.4596666667,22.6459166667,28.3621666667,18.45375,7.99058333333,6.67083333334,17.5273333333,27.2695,7.50966666667
635.25,10.4569166667,22.6553333334,28.4041666666,18.4461666667,7.94833333333,6.661,17.4905,27.2685833333,7.47125
635.58,10.3929166667,22.6556666666,28.4395833333,18.4274166667,7.91458333333,6.64533333333,17.48675,27.2678333334,7.42791666667
635.91,10.3839166667,22.6469166667,28.4613333333,18.4286666667,7.8815,6.62808333333,17.4933333333,27.30975,7.41775
636.24,10.4419166667,22.7220833333,28.50625,18.4475,7.888,6.62925,17.5356666667,27.3766666667,7.48025
636.57,10.5534166667,22.8605,28.6425,18.5265,7.97591666667,6.71541666666,17.6386666667,27.50025,7.56608333334
636.90,10.55,22.8296666666,28.6113333333,18.464,7.9205,6.70283333334,17.57575,27.4874166667,7.53958333333
637.23,10.6280833333,22.8999166667,28.6791666667,18.5445833334,7.97458333333,6.7845,17.63025,27.5261666666,7.61625
637.56,10.6909166667,22.94225,28.683,18.6164166667,8.04008333333,6.86641666666,17.6379166667,27.5221666667,7.67816666666
637.90,10.71075,23.0138333333,28.754,18.6408333333,8.04958333333,6.8925,17.6531666667,27.6008333333,7.68808333333
638.23,10.6613333333,23.0198333333,28.7303333333,18.5910833333,8.004,6.8665,17.6611666667,27.5815,7.6665
638.56,10.6194166667,22.9629166666,28.69975,18.5464166666,7.98858333333,6.83283333333,17.5871666666,27.5365833333,7.654
638.89,10.6214166667,23.04775,28.7459166667,18.6265833333,8.02308333333,6.88008333333,17.6723333333,27.57725,7.7125
639.22,10.6594166667,23.02725,28.6759166667,18.58075,8.06216666667,6.85291666667,17.629,27.5715833333,7.69975
639.55,10.7244166666,23.1203333334,28.7041666667,18.60525,8.11833333333,6.89716666667,17.641,27.5999166666,7.73216666667
639.88,10.71225,23.0838333334,28.6078333334,18.5965,8.12966666667,6.90791666667,17.6228333333,27.5671666667,7.70208333334
640.21,10.6411666667,23.0141666667,28.50275,18.55575,8.08991666666,6.8715,17.5561666667,27.4696666667,7.65133333333
640.54,10.63325,23.0014166667,28.4530833333,18.5413333333,8.09508333333,6.83991666667,17.5680833333,27.4729166667,7.68641666667
640.87,10.6030833333,23.0081666667,28.4450833333,18.5010833333,8.08758333333,6.81333333333,17.52175,27.4468333333,7.6465
641.20,10.6033333333,23.0065833333,28.4574166667,18.4790833333,8.097,6.80633333334,17.5600833334,27.4566666667,7.66041666667
641.53,10.5673333333,22.9654166667,28.4030833334,18.4666666666,8.09991666667,6.8185,17.5564166667,27.417,7.66341666667
641.87,10.5616666667,22.9466666666,28.404,18.4679166666,8.13716666667,6.83166666666,17.5219166667,27.3918333334,7.6285
642.20,10.5915833333,22.9956666667,28.4355833333,18.51975,8.158,6.8535,17.5936666667,27.4144166667,7.6805
642.53,10.6771666667,23.02475,28.4828333333,18.5089166667,8.25441666667,6.94541666667,17.6148333333,27.454,7.76483333333
642.86,10.6455833333,22.9870833333,28.4915833333,18.5103333333,8.21666666667,6.94775,17.6341666667,27.4723333333,7.78
643.19,10.5755833333,22.9386666667,28.4988333333,18.5149166666,8.17766666667,6.94008333333,17.6320833333,27.4523333333,7.76283333334
643.52,10.5475833333,22.9214166667,28.5223333333,18.52075,8.1545,6.93866666667,17.6100833333,27.4374166667,7.76133333334
643.85,10.5539166667,22.9525,28.573,18.5146666667,8.18816666667,6.95275,17.6076666667,27.4971666667,7.79983333333
644.18,10.6366666667,23.0260833333,28.7081666667,18.6270833333,8.296,7.09133333333,17.7381666667,27.6280833333,7.88116666667
644.51,10.6819166667,23.06425,28.7599166667,18.7094166667,8.37866666667,7.171,17.8391666667,27.6916666667,7.96691666667
644.84,10.7510833333,23.1634166667,28.92575,18.7959166667,8.45850000001,7.25266666667,17.9521666667,27.8126666667,8.0715
645.17,10.7389166667,23.15625,28.9101666667,18.7739166667,8.438,7.20733333333,17.9314166667,27.7849166666,8.07675
645.50,10.843,23.1938333333,28.9885833333,18.832,8.46108333334,7.25925,18.0166666666,27.8429166667,8.19808333333
645.83,10.87075,23.2293333333,29.0345,18.8538333333,8.46374999999,7.32216666667,18.0181666666,27.8619166666,8.22433333333
646.16,10.7891666667,23.15125,28.9338333333,18.8138333334,8.36750000001,7.24541666667,17.9475,27.8080833333,8.15291666667
646.49,10.84275,23.1619166667,28.8895833334,18.8333333333,8.43066666666,7.29875,17.9385833333,27.755,8.211
646.82,10.9564166667,23.2579166667,29.0085,18.9089166667,8.54075,7.37491666667,17.9956666666,27.8609166667,8.33183333334
647.15,10.9346666667,23.2618333333,29.036,18.87525,8.52124999999,7.32983333333,17.9800833333,27.8511666667,8.30858333334
647.48,10.97625,23.3070833334,29.0755833333,18.9526666667,8.56191666666,7.35191666666,18.0460833334,27.9403333333,8.36916666667
647.81,10.8796666667,23.2564166667,29.00575,18.8925833334,8.51491666666,7.2695,17.9929166667,27.844,8.32191666667
648.14,10.8368333333,23.2301666666,29.0069166666,18.841,8.45574999999,7.20691666667,17.9399166667,27.7853333333,8.28691666667
648.47,10.8205,23.22375,29.0151666667,18.8316666667,8.42491666666,7.17475,17.931,27.8068333333,8.25266666667
648.80,10.9588333333,23.3394166667,29.1424166666,18.9721666667,8.57208333333,7.349,18.075,27.9321666667,8.39433333333
649.13,10.96475,23.3940833333,29.1770833333,19.0248333333,8.62250000001,7.41008333333,18.0869166667,27.9963333333,8.40091666667
649.46,10.9735,23.4025833333,29.1695833333,19.0554166667,8.66183333334,7.40433333333,18.1,27.9794166666,8.45
649.79,10.9545833333,23.3778333334,29.1930833333,19.0683333333,8.62941666666,7.33775,18.0855,27.9836666667,8.42583333333
650.11,10.9349166667,23.4070833334,29.3088333333,19.077,8.62025000001,7.32533333334,18.1395,28.0033333333,8.41166666666
650.44,10.9304166667,23.41275,29.3325833334,19.0888333333,8.64575000001,7.35658333334,18.1784166667,28.0320833333,8.40016666667
650.77,10.9383333333,23.4003333333,29.3041666667,19.0804166667,8.68433333334,7.3945,18.2280833333,27.97425,8.45075
651.10,10.925,23.3956666667,29.3139166667,19.06925,8.66666666666,7.37125,18.20425,27.94225,8.4425
651.43,10.9436666666,23.40925,29.3276666666,19.0386666667,8.673,7.3735,18.1754166667,27.8809166667,8.40808333333
651.76,10.9791666667,23.4421666667,29.3471666667,19.10825,8.67766666667,7.40916666667,18.1980833333,27.8990833333,8.40108333333
652.09,10.9105833333,23.3479166667,29.1921666666,19.0508333333,8.64158333333,7.33816666667,18.12775,27.7586666667,8.35733333333
652.42,10.7789166666,23.241,29.1205,18.9550833334,8.51941666667,7.19166666667,18.0078333333,27.672,8.23258333333
652.75,10.6429166666,23.1543333333,29.0451666667,18.87575,8.41691666666,7.06625,17.9309166666,27.6141666667,8.13458333333
653.08,10.58575,23.1516666667,29.0210833333,18.8175,8.35608333334,7.00725,17.9255833333,27.6221666667,8.03608333334
653.41,10.5046666667,23.0876666667,28.9328333333,18.75775,8.30091666668,6.95125,17.8578333333,27.52075,7.98241666667
653.74,10.5873333333,23.1539166667,28.94775,18.8354166667,8.36674999999,7.017,17.9205833333,27.6585833334,8.04691666667
654.06,10.576,23.1459166667,28.8900833333,18.8436666667,8.31933333334,6.96816666666,17.9019166667,27.5604166666,8.0385
654.39,10.6144166667,23.1995833333,28.9575833333,18.9088333333,8.31975,6.98466666667,17.9226666667,27.6915,8.03058333333
654.72,10.5513333333,23.146,28.8961666667,18.8795833333,8.27533333334,6.99691666667,17.9085833333,27.6175,7.96016666666
655.05,10.63025,23.238,28.9668333333,18.9723333333,8.31466666666,7.04116666667,18.0114166667,27.7143333333,8.04375
655.38,10.6200833333,23.23375,29.0631666667,18.9980833333,8.35558333334,7.02175,18.0696666667,27.81475,8.07216666667
655.71,10.701,23.3489166667,29.1655,19.053,8.41141666666,7.13875,18.1415,27.9020833333,8.15275
656.04,10.6928333333,23.3785833333,29.1965,19.0438333334,8.38516666666,7.14825,18.1205833333,27.8944166667,8.16175
