wavelength,Back_AniIgnf,Belly_AniIgnf,Breast_AniIgnf,Crissum_AniIgnf,Crown_AniIgnf,DorTail_AniIgnf,Patch10_AniIgnf,Patch11_AniIgnf,Rump_AniIgnf,Throat_AniIgnf,WingTip_AniIgnf
585.70,6.40913333333,31.6152083333,27.4333242424,28.0411333333,9.17213333333,6.17893333333,14.5382666666,27.0454666667,13.4331333333,4.05283333333,6.91736666667
586.04,6.39666666667,31.8133666667,27.6074151515,28.2173333333,9.23956666667,6.18746666667,14.5124,27.2352,13.4376666667,4.05826666667,6.91736666667
586.38,6.37093333333,31.9935041667,27.7282515152,28.3625333333,9.27626666667,6.16186666667,14.464,27.3233333333,13.3527333333,4.05003333333,6.9186
586.72,6.4648,32.2320083333,27.9108181818,28.6311333333,9.37190000002,6.2318,14.5542,27.4800333333,13.4628666667,4.10783333333,6.96416666667
587.06,6.4446,32.4031416667,27.9944242424,28.7762666667,9.38730000001,6.20473333333,14.4774,27.5136,13.4173333333,4.10363333333,6.94763333333
587.39,6.39886666666,32.5562,28.0912515152,28.961,9.40123333333,6.15293333333,14.4462,27.5856333333,13.3697333333,4.07386666667,6.9086
587.73,6.427,32.6966541667,28.1718090909,29.0804666667,9.45600000001,6.193,14.4268666667,27.628,13.3635333333,4.13403333334,6.94113333333
588.07,6.46566666667,32.8660583333,28.2831030303,29.2296,9.53710000001,6.25373333333,14.4365333333,27.6961,13.3748666667,4.19253333333,6.97513333333
588.41,6.44693333333,33.0416666667,28.4356606061,29.3804,9.56736666667,6.24166666667,14.4012,27.7987666667,13.3537333333,4.19286666667,6.9948
588.74,6.45773333333,33.2423791667,28.6147848485,29.5700666667,9.61213333333,6.25993333333,14.3928,27.9366666667,13.3434,4.21693333333,7.00286666667
589.08,6.46553333333,33.3999375,28.7373212121,29.7579333333,9.65356666667,6.26186666667,14.3778666667,28.0496333333,13.333,4.23986666667,6.98693333333
589.42,6.44606666667,33.5370625,28.8486393939,29.9199333333,9.65806666667,6.24506666667,14.3395333333,28.1485,13.3148666667,4.24146666667,6.9919
589.76,6.41166666667,33.659475,28.9506393939,30.0566666667,9.64569999999,6.22933333333,14.2722666667,28.2653666667,13.2522666667,4.21126666667,6.98533333333
590.09,6.473,33.8622708333,29.1020969697,30.2572,9.6978,6.30006666667,14.3094,28.4383,13.3101333333,4.25723333333,7.0432
590.43,6.3936,33.9458333333,29.140130303,30.3135333333,9.68256666667,6.2564,14.1936,28.5492333333,13.2384666666,4.24243333333,6.9967
590.77,6.38386666667,34.059025,29.2751242424,30.4244,9.7395,6.28306666667,14.2036,28.7238666667,13.2308666667,4.27043333333,7.00116666667
591.11,6.41826666667,34.2925958333,29.4684969697,30.6292,9.8188,6.33793333333,14.2107333333,28.9600666667,13.2752666666,4.3153,7.03586666667
591.44,6.38713333333,34.4388125,29.6028181818,30.7922666667,9.81609999998,6.32353333333,14.1474666667,29.1439,13.2310666667,4.26513333333,6.97446666667
591.78,6.3512,34.6485708333,29.7891515152,30.9550666667,9.82206666667,6.2868,14.0711333333,29.3674,13.1797333333,4.23666666667,6.94623333333
592.12,6.33486666667,34.7417708333,29.8745969697,31.0772666667,9.80796666667,6.2838,14.0130666667,29.4609333333,13.0995333333,4.20806666667,6.91673333333
592.46,6.32566666666,34.8899375,30.0091393939,31.2062,9.84523333335,6.27986666667,14.0100666667,29.608,13.1066666667,4.1612,6.9165
592.79,6.34366666667,35.0754416666,30.1525454546,31.3722666667,9.88353333334,6.27253333333,13.9982,29.7857333333,13.1034,4.1512,6.9415
593.13,6.34353333333,35.2995458333,30.3414424242,31.5488666666,9.91540000001,6.29373333333,13.986,29.9331666667,13.0902,4.10896666667,6.92066666667
593.47,6.39266666667,35.5457666667,30.5046060606,31.7289333333,9.98406666667,6.32833333333,14.0168,30.0571333333,13.1246,4.15303333333,6.94406666667
593.80,6.3544,35.6453666667,30.5863151515,31.8376,9.96986666666,6.26006666667,13.9386,30.1000333333,13.0381333333,4.0777,6.87686666667
594.14,6.341,35.8012333333,30.7051393939,31.9842666667,9.98543333333,6.2372,13.9063333333,30.1066,12.9839333333,4.04026666667,6.87906666667
594.48,6.38066666667,36.0142208333,30.8775393939,32.1933333333,10.0565333333,6.2474,13.9008666667,30.1596666667,12.9887333333,4.05533333333,6.90903333333
594.81,6.36326666667,36.1756,30.9878151515,32.3619333333,10.0831666667,6.2178,13.8863333333,30.1761666667,12.9647333333,4.04483333333,6.89763333333
595.15,6.3968,36.3640166667,31.1508181818,32.5366,10.1469333333,6.2464,13.9182,30.2087666667,12.9739333333,4.0702,6.94033333333
595.49,6.42226666667,36.5249708333,31.2596515151,32.7098666667,10.1909,6.26426666667,13.9406,30.225,12.9622,4.09156666667,6.97223333333
595.82,6.4072,36.69265,31.3693333333,32.8381333333,10.2148666666,6.251,13.9352666667,30.2580666667,12.9681333333,4.0942,6.97273333334
596.16,6.39533333333,36.8208166667,31.4570121212,32.9618666667,10.2407666667,6.24533333333,13.9038,30.2817666667,12.9282666667,4.11763333333,6.95213333333
596.50,6.3752,36.9090166667,31.4934757576,33.0331333333,10.2522666667,6.2602,13.8619333333,30.3206333333,12.8812666666,4.11233333333,6.9401
596.83,6.36413333333,36.9617041667,31.5154909091,33.0846,10.2629333333,6.25486666667,13.8341333333,30.4083333333,12.8654,4.12316666667,6.94663333333
597.17,6.33633333333,37.051425,31.6044787879,33.1958,10.2576666667,6.25493333333,13.8005333333,30.5188666667,12.8331333333,4.1267,6.93736666667
597.51,6.33886666667,37.1560166667,31.699830303,33.2908,10.2880333333,6.28506666667,13.7838,30.7193,12.8414666667,4.16906666667,6.92766666667
597.84,6.3224,37.2332416667,31.7731818182,33.4106666667,10.2701333333,6.2484,13.7449333333,30.8969333333,12.7765333333,4.1369,6.88873333333
598.18,6.279,37.3087583333,31.8101484848,33.5009333333,10.2198666667,6.2108,13.6907333333,31.1292,12.7158,4.10326666667,6.8238
598.52,6.25686666667,37.3986875,31.8649909091,33.5498666667,10.1895333333,6.19126666667,13.6348,31.3742333333,12.6532,4.0853,6.79596666667
598.85,6.1486,37.4636583333,31.8832454546,33.6015333333,10.0927666667,6.091,13.4928,31.5880333333,12.5428666667,4.00023333333,6.70763333333
599.19,6.08506666667,37.5331666667,31.9412727273,33.6427333333,10.0857,6.06633333333,13.4126,31.8921,12.5017333333,3.9565,6.65346666667
599.53,6.0514,37.5810708333,31.9755454546,33.6985333333,10.0516666667,6.0422,13.32,32.1328,12.4293333333,3.90816666667,6.56486666667
599.86,6.00753333333,37.6513958333,32.0340242424,33.7779333333,10.012,6.00686666667,13.2509333333,32.3728333333,12.3584666667,3.8735,6.53106666667
600.20,5.9882,37.7930875,32.1810454545,33.9466,10.0199,6.0108,13.2353333333,32.5652333333,12.3440666667,3.85433333333,6.5022
600.53,5.97686666667,37.8989875,32.2447151515,34.0649333333,10.0017666667,5.9956,13.1582,32.6585666667,12.2699333333,3.82913333333,6.46173333333
600.87,5.95046666667,38.0466958333,32.3068727273,34.1836666667,10.0084666666,5.97786666667,13.138,32.7341333333,12.2308,3.81123333333,6.4413
601.21,5.964,38.2662333333,32.4578424242,34.3753333333,10.0418,5.98873333334,13.1481333333,32.7847,12.2132666667,3.81193333333,6.47666666667
601.54,6.02493333333,38.4916125,32.6672909091,34.598,10.1558333333,6.0856,13.2199333333,32.8832666667,12.3010666667,3.89443333333,6.57316666667
601.88,6.07266666667,38.7000333333,32.8249666667,34.7476666667,10.2306333333,6.15406666667,13.2738666667,32.8355666667,12.3192666667,3.96863333333,6.65843333333
602.21,6.08826666667,38.8627,32.9405727273,34.887,10.2971,6.2028,13.3086666667,32.7853,12.3444666667,3.98763333333,6.6966
602.55,6.14693333333,39.0302541667,33.066760606,35.0498666667,10.3992333333,6.28426666667,13.3804,32.7604,12.3970666667,4.05526666667,6.78013333333
602.88,6.16333333333,39.1248958333,33.1502212121,35.1624,10.4169666667,6.27886666667,13.3840666667,32.6318333333,12.3690666667,4.08273333333,6.7864
603.22,6.25733333333,39.3197541667,33.2757484848,35.3228,10.5508333333,6.38146666667,13.4852666666,32.6378666667,12.4636666667,4.1942,6.91693333334
603.56,6.3166,39.4642416667,33.3367242424,35.4622,10.6381,6.46453333333,13.5465333333,32.6131666667,12.5034666667,4.27996666667,6.9665
603.89,6.30593333333,39.5404375,33.3801333333,35.5164,10.6338,6.45453333334,13.5297333333,32.5847333333,12.4815333333,4.31206666667,6.97696666667
604.23,6.28346666667,39.6438666667,33.4457030303,35.5930666667,10.6370666667,6.44506666667,13.5309333333,32.6319,12.4719333333,4.3207,6.98513333333
604.56,6.2576,39.6696125,33.4743575758,35.6149333333,10.6168666667,6.39386666667,13.49,32.6523333333,12.4372666667,4.30713333333,6.9628
604.90,6.2068,39.6887416667,33.4854575758,35.6435333333,10.5921,6.35526666667,13.434,32.7129666667,12.3907333333,4.2731,6.91826666667
605.23,6.17673333334,39.7372208333,33.4712060606,35.652,10.5632333333,6.3252,13.3858666667,32.7854,12.3338,4.26683333333,6.88393333333
605.57,6.19073333333,39.7789375,33.5157212121,35.7092,10.5793666667,6.3412,13.3596666667,32.9438333333,12.3364,4.267,6.87093333333
605.90,6.17286666667,39.8122708333,33.5274272727,35.7602666667,10.5493,6.32186666667,13.2907333333,33.0806666667,12.2709333333,4.2746,6.82833333333
606.24,6.164,39.8628916667,33.572,35.8214,10.5635,6.33833333333,13.2622,33.2845,12.2344,4.29146666667,6.81136666667
606.58,6.15793333333,39.8931958333,33.5958848485,35.8672666667,10.5760666667,6.356,13.2174666667,33.4787666667,12.2212,4.28936666667,6.80423333333
606.91,6.1146,39.99575,33.6957090909,35.9669333333,10.5487666667,6.3394,13.173,33.6862666667,12.1425333333,4.26336666667,6.7666
607.25,6.11726666667,40.0791916667,33.7729939394,36.0113333333,10.5686333333,6.3344,13.1362666667,33.8239666667,12.1408666667,4.26196666667,6.7808
607.58,6.17206666667,40.1694666667,33.8361939394,36.1096,10.6425666666,6.41013333333,13.1558666667,33.9960333333,12.177,4.30556666667,6.84
607.92,6.17926666666,40.2257208333,33.8994848485,36.2265333333,10.6802666667,6.43206666667,13.1584,34.1336666667,12.1512,4.33513333333,6.85576666667
608.25,6.1688,40.2949875,33.9488484848,36.3033333333,10.6888333333,6.44793333333,13.1236,34.3041333333,12.1023333333,4.30766666667,6.8331
608.59,6.1756,40.3747708333,34.0213030303,36.3948666667,10.7056333333,6.47193333333,13.1286666667,34.4902666667,12.0989333333,4.34513333333,6.8536
608.92,6.17553333333,40.3903708333,34.042660606,36.4508,10.6975666667,6.4768,13.0932,34.6507333333,12.0683333333,4.3346,6.82946666667
609.26,6.09366666667,40.4003791667,34.0387454546,36.4892,10.633,6.40326666667,13.0188,34.8322333333,11.9706,4.25773333333,6.75013333333
609.59,6.01433333333,40.3347875,34.0121393939,36.4596666667,10.5752666667,6.3476,12.9396,34.9934666667,11.8849333334,4.18846666667,6.6726
609.93,5.93206666667,40.346725,34.0278636364,36.4583333333,10.4949,6.2638,12.8653333333,35.1644666667,11.791,4.11736666667,6.5722
610.26,5.81513333333,40.364025,33.9828515151,36.4527333333,10.3997666667,6.16746666666,12.7745333333,35.3526333333,11.6544,4.01763333333,6.45186666667
610.60,5.70433333333,40.3072666667,33.9185424242,36.3893333333,10.3065,6.08633333333,12.6513333333,35.5434666667,11.5594,3.9292,6.33293333333
610.93,5.56733333333,40.2967625,33.9012909091,36.3806666666,10.1591,5.95826666667,12.4982666667,35.8373,11.4038666667,3.81133333333,6.19286666667
611.27,5.512,40.2939333333,33.9315363636,36.3824,10.0998333333,5.8606,12.4220666667,36.1227,11.3136,3.74593333333,6.07823333333
611.60,5.5274,40.3861583333,34.0157272727,36.4205333333,10.1117333333,5.8518,12.4000666667,36.4383,11.314,3.73296666667,6.05633333333
611.93,5.50833333333,40.4215458333,34.0382848485,36.4535333333,10.0904666667,5.84106666666,12.3812,36.7173333333,11.2896666667,3.7288,6.0308
612.27,5.43586666667,40.3935583334,33.9670939394,36.4298,10.0131,5.76506666666,12.2932,36.8648,11.2119333334,3.625,5.94476666667
612.60,5.4008,40.4461333333,34.0162939394,36.4822,9.99896666667,5.746,12.2766666667,37.0227333333,11.169,3.60316666667,5.94823333333
612.94,5.35266666667,40.5159833333,34.0689848485,36.4912666667,9.99656666668,5.7222,12.2354666667,37.1443,11.1216666667,3.5711,5.9335
613.27,5.36333333333,40.6478458333,34.1837878788,36.6346666667,10.0389,5.72466666667,12.255,37.3175333333,11.1358,3.584,5.9609
613.61,5.3728,40.7395916667,34.1672424242,36.6894666667,10.0750333333,5.71626666667,12.2468,37.4127666667,11.1401333333,3.6103,6.00623333333
613.94,5.446,40.8426958333,34.2549212121,36.795,10.129,5.7818,12.2900666667,37.4766666667,11.2132666667,3.67916666667,6.09836666667
614.28,5.4618,40.882425,34.3203939394,36.8776,10.1708,5.77113333333,12.2883333333,37.5612666667,11.2264,3.7004,6.15146666667
614.61,5.54113333333,41.0143916667,34.467830303,37.0412666667,10.2747333333,5.8398,12.3882,37.6948333333,11.3103333333,3.75123333333,6.22236666667
614.94,5.48453333333,41.0151833333,34.4313121212,37.0234666667,10.2393,5.808,12.337,37.6954,11.2301333334,3.69643333333,6.21236666667
615.28,5.42133333333,40.9569708333,34.3768424242,36.9942666667,10.1976666667,5.7604,12.2464,37.6217333333,11.1568666667,3.63403333333,6.17293333333
615.61,5.50526666667,41.0214166667,34.4538939394,37.0726666667,10.2807333333,5.81326666667,12.2542,37.6515,11.2206,3.71416666667,6.25453333333
615.95,5.5588,41.0950041666,34.5521272727,37.1312,10.3741,5.87026666666,12.3,37.6970333333,11.2594666667,3.7878,6.3075
616.28,5.5696,41.1501541667,34.6018969697,37.1299333333,10.4195333333,5.86486666667,12.2774666667,37.7305333333,11.2471333333,3.7894,6.31166666667
616.61,5.60333333333,41.1670416667,34.5800969697,37.2196,10.4234666667,5.85366666667,12.2556,37.7375666667,11.2341333333,3.81363333333,6.3134
616.95,5.65726666667,41.1932625,34.583369697,37.2268,10.4365,5.88713333333,12.2478,37.7240333333,11.2311333333,3.85603333333,6.35076666667
617.28,5.64226666667,41.2223875,34.6377606061,37.2568666667,10.4213666667,5.8668,12.2218,37.7687666667,11.179,3.80456666667,6.29336666667
617.62,5.6382,41.3655958334,34.7865939394,37.3866666667,10.4377666667,5.85426666667,12.2238666667,37.9441333333,11.1636,3.78146666667,6.2985
617.95,5.58946666667,41.4212583333,34.8041909091,37.3722666667,10.3917666667,5.80793333333,12.1737333333,37.9507666667,11.0828,3.73376666667,6.24936666667
618.28,5.54793333333,41.390625,34.7414909091,37.3794,10.3621666667,5.79473333333,12.1314666667,37.9303,11.0137333333,3.7027,6.23773333333
618.62,5.52326666667,41.4943916667,34.7916909091,37.4666666667,10.3698666667,5.7954,12.0754666667,38.0151333333,11.0048666667,3.69996666667,6.2202
618.95,5.4724,41.5142583333,34.7979151515,37.4834666667,10.3497666667,5.785,12.0157333333,38.0972333333,10.9402,3.667,6.16836666667
619.28,5.48633333333,41.5626875,34.8561606061,37.572,10.4006,5.81646666667,12.0516666667,38.2065666667,10.9313333333,3.67283333333,6.18246666667
619.62,5.48986666667,41.5914625,34.8907727273,37.5884666667,10.3898,5.80866666667,11.9804666667,38.2966666667,10.8762666667,3.66363333333,6.18606666667
619.95,5.46786666667,41.6035541667,34.8549424242,37.6216666667,10.3795666667,5.76413333333,11.9457333333,38.3441333333,10.8333333333,3.62426666667,6.1555
620.28,5.45906666667,41.6602541667,34.8839030303,37.6218,10.3844333333,5.77606666667,11.9463333333,38.4277666667,10.8398,3.60846666667,6.1943
620.62,5.49613333333,41.7979625,35.0071969697,37.6975333333,10.4606333333,5.82973333334,12.0102666667,38.5913,10.8622,3.59983333333,6.2312
620.95,5.59026666667,41.8545625,35.1178727273,37.8118,10.5815,5.93906666667,12.0645333333,38.7006,10.9285333333,3.69406666667,6.36013333333
621.28,5.67486666667,41.9419958333,35.1793727273,37.8737333333,10.6445666667,6.01346666667,12.1474,38.7679333333,10.9863333333,3.788,6.43176666667
621.62,5.77686666667,42.0150291667,35.2400363636,37.9987333333,10.7191666667,6.0764,12.1875333333,38.8792,11.0170666666,3.8554,6.49786666667
621.95,5.84153333333,42.0224291667,35.3183484848,38.002,10.7867666666,6.12906666667,12.2029333333,38.9114333333,11.0124,3.9163,6.56096666667
622.28,5.94393333333,42.1060708333,35.4265272727,38.1362,10.8763666667,6.21573333333,12.2852666667,39.0308,11.0884666667,3.98663333333,6.67893333333
622.62,6.0488,42.2320166667,35.5159181818,38.2302666667,10.9514333333,6.2932,12.3880666667,39.0532333333,11.1514666666,4.05506666667,6.80096666667
622.95,5.99633333333,42.3111416667,35.4972545454,38.2095333333,10.8817666667,6.20746666667,12.2946666667,38.9856666667,11.0541333333,3.96153333333,6.7566
623.28,6.04506666667,42.3613833333,35.5240969697,38.3269333333,10.9598333333,6.25333333333,12.3904,38.9235,11.0946,4.004,6.83206666667
623.62,6.07666666667,42.4417083333,35.6046909091,38.4259333333,10.9944666667,6.3026,12.3675333333,38.9285333333,11.111,4.03783333333,6.89416666666
623.95,6.1382,42.4586125,35.6641757576,38.4179333333,11.0764,6.37813333333,12.4287333333,38.8188,11.1296666667,4.10756666667,6.96586666667
624.28,6.14246666667,42.4342375,35.6507969697,38.4356,11.0836,6.39513333334,12.4114666666,38.6354666667,11.1518,4.1063,7.03486666667
624.62,6.18293333333,42.4312875,35.6407151515,38.4114666666,11.0553,6.38193333333,12.416,38.4047333333,11.1621333334,4.07696666667,7.04853333333
624.95,6.16193333333,42.3561541667,35.6017151515,38.3410666667,11.0547333333,6.36493333333,12.333,38.1913666667,11.1468666667,4.04656666667,7.03233333333
625.28,6.21806666667,42.4554375,35.6133242424,38.4361333333,11.1320666667,6.42333333333,12.3941333333,38.0372,11.1896,4.11506666667,7.10553333333
625.61,6.20253333333,42.5978958333,35.6460939394,38.5308,11.1555333333,6.40086666667,12.3842666667,37.9623666667,11.2211333333,4.08343333333,7.09793333333
625.95,6.14366666667,42.5680958333,35.5990454545,38.514,11.1028,6.30926666667,12.299,37.733,11.1336,4.02456666667,7.0268
626.28,6.13546666667,42.5961875,35.6386878788,38.5517333333,11.1144,6.28426666666,12.2968666667,37.6806666667,11.1347333333,4.02303333333,7.04503333333
626.61,6.1568,42.6086208333,35.6721272727,38.5782,11.1726,6.31666666667,12.3045333333,37.6518333333,11.1395333333,4.06653333333,7.06413333333
626.94,6.13653333333,42.6594291667,35.6977393939,38.552,11.1669666667,6.30946666666,12.26,37.6351666667,11.1210666667,4.03326666667,7.0621
627.28,6.1478,42.6647333333,35.7010424242,38.5703333333,11.1725,6.33,12.2761333334,37.6433333333,11.1350666667,4.0375,7.04666666667
627.61,6.15573333333,42.7347708333,35.7626545455,38.7135333333,11.2023,6.33173333333,12.2749333334,37.7577333333,11.164,4.04423333333,7.06596666667
627.94,6.17086666667,42.8282791667,35.7855666667,38.7904,11.2361333333,6.3182,12.2750666667,37.8784666667,11.1632,4.08496666667,7.06746666667
628.27,6.16253333333,42.8747958333,35.7917363636,38.8718666667,11.2792,6.31853333333,12.27,38.0500666667,11.1678,4.12736666667,7.08546666667
628.61,6.21506666667,42.9481708333,35.7999636364,38.9822666667,11.3561333333,6.36293333333,12.3131333333,38.2312666667,11.1484,4.17566666667,7.13706666667
628.94,6.2136,42.9216166667,35.8490969697,38.9808666667,11.3716,6.36186666667,12.2958,38.4471,11.1611333333,4.17103333333,7.12536666667
629.27,6.2422,42.9439333333,35.9049939394,39.0208,11.3766,6.3832,12.2952666667,38.6328,11.1535333333,4.1916,7.15586666667
629.60,6.35253333333,43.0722166667,36.0082090909,39.0952,11.4861333333,6.48186666666,12.4254,38.9640333333,11.2504666667,4.29573333333,7.2613
629.94,6.3892,43.1271791667,36.0530969697,39.1557333333,11.5296666667,6.51253333333,12.4028,39.1747,11.2562,4.33846666667,7.28046666667
630.27,6.40893333333,43.1551541667,36.0980484849,39.2266,11.55,6.566,12.4347333333,39.3499333333,11.2830666667,4.372,7.3114
630.60,6.40713333334,43.2131166667,36.1497515151,39.3110666667,11.5398666667,6.5696,12.4125333333,39.4955333333,11.2718,4.4011,7.27806666667
630.93,6.3374,43.2606625,36.1554545455,39.3174666667,11.5096333333,6.5116,12.3650666666,39.5483666667,11.1803333333,4.31993333333,7.21996666666
631.26,6.3232,43.3240041667,36.1619878788,39.3288666667,11.4842333333,6.47633333333,12.3096,39.5733666667,11.1202666667,4.28583333333,7.16473333333
631.60,6.28906666667,43.2505166667,36.1714484849,39.2992,11.4391333333,6.4414,12.2463333333,39.5351666667,11.0518666667,4.2457,7.11973333333
631.93,6.16633333333,43.24135,36.1465636364,39.2490666667,11.3826666667,6.3566,12.1461333333,39.5822333333,10.9228666667,4.13276666667,7.0028
632.26,6.04986666667,43.1675875,36.1126181818,39.1925333334,11.2653333333,6.2416,12.0076,39.512,10.8087333333,4.00223333333,6.90613333333
632.59,6.05693333333,43.2294666667,36.1735484849,39.2216666667,11.2992333333,6.28133333333,12.0037333333,39.4877333333,10.8035333333,4.03423333333,6.9674
632.92,6.07846666667,43.2612625,36.1875606061,39.2482,11.3353,6.32306666667,12.0060666667,39.5206,10.8218666667,4.07136666667,6.99923333333
633.26,5.98373333333,43.1673958333,36.1022515151,39.2038666667,11.2410666667,6.27353333333,11.8635333333,39.388,10.7146,3.95146666667,6.936
633.59,5.9592,43.2778166667,36.1292787879,39.2880666667,11.2213,6.28353333333,11.8652,39.3974666667,10.6886,3.91083333333,6.9084
633.92,5.9448,43.3003291666,36.0680575758,39.2724,11.1849333333,6.23033333333,11.8113333333,39.3555,10.6460666667,3.87556666667,6.8708
634.25,5.96686666667,43.3272375,36.0981545454,39.3761333333,11.232,6.26233333333,11.8322666667,39.4457333333,10.6688,3.87336666667,6.90583333333
634.58,6.03813333333,43.4396291667,36.2415,39.5305333333,11.3415,6.33186666667,11.8714666667,39.6686666667,10.7547333333,3.98756666667,7.01506666667
634.91,6.0074,43.437825,36.2696575758,39.5375333333,11.3444333333,6.3348,11.8482666667,39.7524333333,10.7303333333,3.97253333333,7.02133333333
635.25,6.01726666667,43.4863291667,36.2667393939,39.5891333333,11.3921666667,6.3854,11.8850666667,39.9107666667,10.733,3.97876666666,7.04843333333
635.58,6.08606666667,43.5715291667,36.377330303,39.7197333333,11.4120666667,6.45153333333,11.9228666667,40.0380333333,10.8109333333,4.02253333333,7.11706666667
635.91,6.1104,43.6549666667,36.4186727273,39.7757333333,11.4977,6.52973333334,11.9601333333,40.2263666667,10.9060666667,4.109,7.15833333333
636.24,6.01373333333,43.6538291667,36.3764242424,39.8192666667,11.4044333333,6.4074,11.8672666666,40.3523,10.8074,3.98393333333,7.04673333333
636.57,5.968,43.6414083333,36.3637939394,39.7801333334,11.3633333333,6.37546666667,11.8372666667,40.4130333333,10.7863333334,3.9445,6.99433333333
636.90,5.9738,43.7489083333,36.4599515151,39.8563333333,11.4147666667,6.39146666667,11.8621333333,40.6454666667,10.8098,4.0065,7.01343333333
637.23,5.88513333333,43.5769875,36.3668757576,39.7476,11.3653,6.31233333333,11.7398,40.6492666667,10.7405333333,3.9269,6.95986666667
637.56,5.91126666667,43.58255,36.4308545454,39.8242,11.3879333333,6.3572,11.7438,40.7936666667,10.7319333333,3.93783333333,7.00993333333
637.90,5.9446,43.64275,36.5032424243,39.8384,11.4451666667,6.38386666667,11.7619333333,40.9715,10.7489333333,3.9728,7.04796666667
638.23,5.88426666667,43.6039791667,36.4584272727,39.7102666667,11.3593666667,6.34893333333,11.7564666667,41.0008,10.6998666667,3.928,7.00683333333
638.56,5.91186666667,43.5732958333,36.3956636364,39.6851333333,11.3675,6.34833333333,11.7564,41.1124,10.7077333333,3.97996666666,7.0161
638.89,5.82826666667,43.6039916667,36.3566636364,39.6480666667,11.2978666667,6.2498,11.6306666667,41.1739,10.6312666667,3.9342,6.91903333333
639.22,5.81766666667,43.6265666667,36.3508909091,39.6332,11.3125666667,6.24846666667,11.5972,41.2978333333,10.5869333333,3.93553333333,6.92293333333
639.55,5.85373333333,43.7747583333,36.4559878788,39.7041333334,11.3513,6.26113333333,11.6095333333,41.5264333333,10.5737333333,3.90863333333,6.9621
639.88,5.91533333333,43.8303583333,36.502730303,39.7806666667,11.4184666667,6.3448,11.6424666667,41.6351,10.6319333333,3.94513333333,7.00593333333
640.21,5.8866,43.7336833333,36.4056969697,39.738,11.4179666667,6.29306666667,11.5706666667,41.6815,10.5594666667,3.89506666667,6.9701
640.54,5.89386666666,43.8477625,36.5030151515,39.8182,11.4176333333,6.27626666667,11.5866,41.8150666667,10.5342666667,3.88706666667,6.95276666667
640.87,5.90626666667,43.9844875,36.5681484848,39.8638,11.4292,6.29226666667,11.6205333333,42.0106333333,10.5142,3.9049,6.93873333333
641.20,5.8044,44.0009375,36.5658272727,39.8020666667,11.3905666667,6.2076,11.5734,42.1054,10.5041333333,3.85153333333,6.85483333333
641.53,5.70313333333,44.0264083333,36.5374333333,39.7885333333,11.2955,6.0862,11.432,42.1691666667,10.4193333333,3.7653,6.755
641.87,5.6574,44.048975,36.526230303,39.8170666667,11.2435,6.03046666667,11.3234,42.1999,10.3742,3.6893,6.66983333334
642.20,5.5582,43.9948291667,36.513,39.7938666667,11.1683666667,5.94806666667,11.2290666667,42.2134666667,10.3043333333,3.5943,6.60576666667
642.53,5.53793333333,44.0646875,36.6286363636,39.8974666667,11.1612333333,5.8956,11.2002,42.3838,10.2859333333,3.56413333333,6.575
642.86,5.5226,44.0845583333,36.6316636364,39.8718,11.1555333333,5.87666666667,11.1472,42.4211333333,10.2822666667,3.5968,6.5546
643.19,5.42,43.9935375,36.5864242424,39.8112,11.0733,5.7684,11.0686666667,42.3833333333,10.1713333333,3.5843,6.44493333333
643.52,5.36826666667,44.0348541667,36.5888757576,39.7878666667,11.0305,5.69806666667,10.9852,42.485,10.0976666667,3.5649,6.37533333333
643.85,5.34686666667,44.1056208333,36.6825515152,39.8556,11.0233333333,5.69046666667,10.9557333333,42.5815333333,10.045,3.60426666666,6.36253333333
644.18,5.30366666667,44.0800791667,36.6136212121,39.865,11.0346333333,5.71353333333,10.9129333333,42.5601333333,10.0369333333,3.6305,6.37343333333
644.51,5.41806666667,44.1042333333,36.7350393939,39.9488,11.1503,5.78346666667,10.9510666667,42.6148666667,10.1504666667,3.7701,6.47576666667
644.84,5.48273333333,44.2162666667,36.8503757576,40.0377333333,11.1993666667,5.87873333333,10.9859333333,42.6710666667,10.2199333333,3.82186666667,6.52836666667
645.17,5.49366666667,44.203525,36.7952909091,39.9950666667,11.1930333333,5.93086666667,11.0078,42.5729,10.1802,3.82863333333,6.57963333333
645.50,5.45973333333,44.1892041667,36.7364151515,39.9923333333,11.1875333333,5.957,10.9714666667,42.5085333333,10.1506,3.843,6.56233333333
645.83,5.40886666667,44.3017,36.8345848485,40.0386,11.1815333333,5.96013333333,10.9132666667,42.5720333333,10.1463333333,3.8298,6.5466
646.16,5.3682,44.2487416667,36.7712272727,39.9876,11.1160666667,5.96966666667,10.8576666667,42.4318,10.0960666667,3.77586666667,6.50293333333
646.49,5.32646666667,44.2558083333,36.7819545454,40.0000666667,11.0769,5.95373333333,10.8369333333,42.3347,10.0475333334,3.7056,6.47616666667
646.82,5.29613333333,44.256775,36.7933636364,40.0014,11.0111,5.93206666667,10.8111333333,42.2083666667,10.0393333333,3.64476666667,6.43503333333
647.15,5.1738,44.227375,36.7678848485,39.929,10.9311666667,5.86326666667,10.7795333333,42.1172333333,9.9802,3.6084,6.342
647.48,5.17026666667,44.3314,36.8503575757,40.0227333333,10.9298,5.8622,10.8046,42.1009666667,10.0153333333,3.59633333333,6.3488
