wavelength,Back_PooOrnf,Belly_PooOrnf,Breast_PooOrnf,Crissum_PooOrnf,Crown_PooOrnf,DorTail_PooOrnf,Patch10_PooOrnf,Patch11_PooOrnf,Patch12_PooOrnf,Rump_PooOrnf,Throat_PooOrnf,WingTip_PooOrnf
509.27,19.054,32.724,11.7286666667,35.8163333333,9.57533333333,6.434,25.2716666667,40.0483333333,41.526,13.0223333333,19.72,11.7113333333
509.62,19.0986666667,32.824,11.7736666667,35.8656666667,9.595,6.428,25.282,40.025,41.6083333333,13.0236666667,19.726,11.6893333333
509.97,19.142,32.89,11.8213333333,35.9356666667,9.60766666667,6.445,25.363,40.0583333333,41.675,13.0443333333,19.781,11.744
510.32,19.1256666667,32.9333333333,11.834,35.9206666667,9.59166666667,6.445,25.3606666667,40.0763333333,41.6043333333,13.0583333333,19.8056666667,11.744
510.66,19.0646666667,32.9356666667,11.8543333333,35.937,9.57333333333,6.442,25.364,40.102,41.5706666667,13.0726666667,19.8386666667,11.7273333333
511.01,19.0243333333,32.9546666667,11.8666666667,35.9836666667,9.56466666667,6.473,25.368,40.1076666667,41.5376666667,13.1126666667,19.865,11.7296666667
511.36,19.0856666667,33.0726666667,11.944,36.0593333333,9.67433333333,6.606,25.4276666667,40.1893333333,41.6083333333,13.1856666667,19.9053333333,11.8293333333
511.70,19.136,33.1506666667,11.9803333333,36.094,9.67266666667,6.628,25.4553333333,40.2486666667,41.6773333333,13.2163333333,19.9603333333,11.8466666667
512.05,19.1793333333,33.201,12.0433333333,36.1403333333,9.74966666667,6.633,25.5233333333,40.3116666667,41.7236666667,13.2746666667,20.051,11.862
512.40,19.1956666667,33.2893333333,12.0996666667,36.173,9.81233333333,6.691,25.6033333333,40.3066666667,41.765,13.3166666667,20.0766666667,11.929
512.75,19.1576666667,33.3266666667,12.137,36.1823333333,9.79466666667,6.639,25.6243333333,40.318,41.774,13.2976666667,20.0633333333,11.9336666667
513.09,19.141,33.3086666667,12.1643333333,36.1646666667,9.77133333333,6.676,25.6593333333,40.2516666667,41.715,13.3066666667,20.1013333333,11.9606666667
513.44,19.1546666667,33.286,12.2173333333,36.136,9.79533333333,6.702,25.6676666667,40.294,41.6543333333,13.3746666667,20.169,12.0023333333
513.79,19.2066666667,33.347,12.3073333333,36.1653333333,9.84066666667,6.689,25.679,40.3703333333,41.6353333333,13.391,20.221,12.0146666667
514.13,19.2626666667,33.3656666667,12.345,36.2166666667,9.89066666667,6.683,25.732,40.397,41.6776666667,13.4316666667,20.2703333333,12.055
514.48,19.3306666667,33.4556666667,12.4126666667,36.3163333333,9.89066666667,6.697,25.7553333333,40.4796666667,41.7483333333,13.4266666667,20.3456666667,12.0823333333
514.83,19.3853333333,33.5746666667,12.4656666667,36.3393333333,9.89533333333,6.754,25.7996666667,40.5376666667,41.7836666667,13.4606666667,20.4446666667,12.1233333333
515.17,19.3873333333,33.537,12.5173333333,36.3633333333,9.85666666667,6.732,25.791,40.468,41.7683333333,13.4406666667,20.4526666667,12.1216666667
515.52,19.372,33.52,12.548,36.3756666667,9.85733333333,6.695,25.8203333333,40.456,41.6936666667,13.4376666667,20.4836666667,12.1323333333
515.87,19.415,33.5413333333,12.5806666667,36.4063333333,9.84566666667,6.748,25.796,40.48,41.7353333333,13.459,20.4933333333,12.1886666667
516.21,19.5076666667,33.637,12.6413333333,36.483,9.87933333333,6.762,25.8816666667,40.5943333333,41.877,13.481,20.5923333333,12.2166666667
516.56,19.5373333333,33.6743333333,12.6176666667,36.4933333333,9.87133333333,6.802,25.923,40.5953333333,41.909,13.454,20.5803333333,12.1636666667
516.91,19.593,33.7683333333,12.6333333333,36.5473333333,9.87533333333,6.837,25.944,40.6606666667,41.9896666667,13.4763333333,20.6253333333,12.1713333333
517.25,19.5226666667,33.8003333333,12.6473333333,36.5513333333,9.83933333333,6.825,25.928,40.625,41.9153333333,13.4196666667,20.616,12.134
517.60,19.4823333333,33.817,12.5873333333,36.6,9.80933333333,6.84,25.9416666667,40.5786666667,41.879,13.4033333333,20.6063333333,12.1003333333
517.95,19.4506666667,33.8726666667,12.5866666667,36.602,9.75833333333,6.789,25.9433333333,40.554,41.862,13.3826666667,20.5866666667,12.0636666667
518.29,19.4463333333,33.9076666667,12.6126666667,36.568,9.766,6.799,25.975,40.534,41.8736666667,13.3923333333,20.594,12.067
518.64,19.439,33.8986666667,12.6083333333,36.5606666667,9.76433333333,6.692,25.9816666667,40.5103333333,41.8583333333,13.3786666667,20.6056666667,12.0363333333
518.99,19.4286666667,33.9206666667,12.615,36.552,9.74033333333,6.611,26.012,40.5616666667,41.8836666667,13.364,20.6403333333,11.988
519.33,19.4053333333,33.9536666667,12.6273333333,36.5423333333,9.73233333333,6.631,25.9743333333,40.5816666667,41.894,13.3346666667,20.643,11.9753333333
519.68,19.3923333333,34.072,12.6843333333,36.589,9.73766666667,6.631,26.0523333333,40.6133333333,41.9276666667,13.3553333333,20.6726666667,11.9563333333
520.02,19.341,34.0593333333,12.6683333333,36.541,9.712,6.655,26.0023333333,40.5296666667,41.828,13.365,20.6723333333,11.928
520.37,19.3693333333,34.125,12.7326666667,36.5726666667,9.77533333333,6.692,26.0363333333,40.5526666667,41.8136666667,13.4766666667,20.773,11.9753333333
520.72,19.3786666667,34.1566666667,12.7663333333,36.633,9.78866666667,6.633,26.0646666667,40.5703333333,41.8763333333,13.473,20.8323333333,11.9816666667
521.06,19.4106666667,34.1896666667,12.7673333333,36.6656666667,9.80866666667,6.612,26.1103333333,40.6033333333,41.9233333333,13.5286666667,20.869,12.0126666667
521.41,19.4043333333,34.2123333333,12.8696666667,36.6666666667,9.843,6.585,26.119,40.6663333333,41.9446666667,13.5943333333,20.9513333333,12.0636666667
521.75,19.4363333333,34.2663333333,12.9356666667,36.7546666667,9.85066666667,6.609,26.1203333333,40.7226666667,42.0306666667,13.6306666667,21.052,12.0973333333
522.10,19.421,34.3406666667,12.983,36.798,9.852,6.61,26.1313333333,40.7333333333,42.0463333333,13.6993333333,21.1143333333,12.1213333333
522.45,19.4126666667,34.363,13.041,36.8573333333,9.84166666667,6.709,26.1473333333,40.717,42.0513333333,13.6976666667,21.1196666667,12.1786666667
522.79,19.4093333333,34.4686666667,13.0706666667,36.9336666667,9.89033333333,6.793,26.1903333333,40.694,42.007,13.8116666667,21.1996666667,12.2163333333
523.14,19.4556666667,34.581,13.106,36.9703333333,9.89933333333,6.825,26.247,40.6883333333,42.056,13.8766666667,21.2903333333,12.223
523.48,19.4706666667,34.5896666667,13.1526666667,36.96,9.89033333333,6.804,26.2303333333,40.691,42.0683333333,13.9206666667,21.3413333333,12.1983333333
523.83,19.4916666667,34.6233333333,13.1583333333,37.0096666667,9.874,6.739,26.2503333333,40.722,42.0806666667,13.905,21.352,12.1786666667
524.17,19.514,34.6743333333,13.1913333333,37.052,9.85766666667,6.716,26.2196666667,40.747,42.101,13.8923333333,21.3763333333,12.213
524.52,19.49,34.6986666667,13.2186666667,37.023,9.85266666667,6.73,26.2216666667,40.7186666667,42.0223333333,13.9126666667,21.3776666667,12.1946666667
524.87,19.5326666667,34.7643333333,13.3113333333,37.034,9.88266666667,6.771,26.2586666667,40.734,42.075,13.949,21.441,12.2603333333
525.21,19.528,34.7866666667,13.2876666667,36.9993333333,9.84,6.834,26.28,40.7,42.021,13.8916666667,21.468,12.2473333333
525.56,19.4886666667,34.815,13.2893333333,36.9896666667,9.85833333333,6.799,26.3356666667,40.7013333333,41.9683333333,13.867,21.5016666667,12.2566666667
525.90,19.5156666667,34.7996666667,13.2476666667,36.9803333333,9.84166666667,6.751,26.3473333333,40.672,41.9163333333,13.8003333333,21.4893333333,12.2243333333
526.25,19.5323333333,34.8223333333,13.2403333333,36.958,9.84133333333,6.748,26.383,40.6513333333,41.9173333333,13.7986666667,21.5283333333,12.1993333333
526.59,19.5566666667,34.846,13.2596666667,36.9506666667,9.819,6.72,26.398,40.67,41.9516666667,13.768,21.5383333333,12.22
526.94,19.526,34.8746666667,13.2553333333,36.9526666667,9.78466666667,6.699,26.4106666667,40.6926666667,41.949,13.752,21.5646666667,12.2293333333
527.28,19.511,34.8926666667,13.219,36.9543333333,9.77366666667,6.705,26.4133333333,40.6976666667,41.9316666667,13.7096666667,21.5716666667,12.2406666667
527.63,19.5116666667,34.9506666667,13.2553333333,36.9553333333,9.77466666667,6.743,26.4346666667,40.7456666667,41.977,13.728,21.6223333333,12.262
527.97,19.4853333333,34.9543333333,13.247,36.919,9.739,6.708,26.4506666667,40.7063333333,41.9566666667,13.7083333333,21.6326666667,12.2366666667
528.32,19.4483333333,34.9416666667,13.217,36.8576666667,9.70833333333,6.683,26.4203333333,40.636,41.92,13.67,21.624,12.2276666667
528.66,19.437,34.9833333333,13.2,36.8743333333,9.68266666667,6.656,26.419,40.6426666667,41.9246666667,13.6596666667,21.659,12.2066666667
529.01,19.4773333333,35.0696666667,13.2366666667,36.9373333333,9.69833333333,6.636,26.4813333333,40.697,42.0023333333,13.703,21.6913333333,12.2213333333
529.35,19.5103333333,35.1013333333,13.2616666667,36.9466666667,9.70066666667,6.653,26.5053333333,40.7096666667,42.019,13.7236666667,21.7156666667,12.2343333333
529.70,19.5286666667,35.1613333333,13.3106666667,36.9863333333,9.69566666667,6.66,26.5143333333,40.736,42.075,13.7693333333,21.7566666667,12.2613333333
530.04,19.545,35.231,13.3496666667,37.0336666667,9.71066666667,6.653,26.515,40.786,42.1036666667,13.791,21.782,12.2746666667
530.39,19.565,35.308,13.3943333333,37.1113333333,9.74933333333,6.687,26.5653333333,40.8273333333,42.132,13.8286666667,21.8456666667,12.2966666667
530.73,19.6176666667,35.3813333333,13.4746666667,37.1733333333,9.79166666667,6.747,26.6296666667,40.84,42.1696666667,13.8836666667,21.9006666667,12.329
531.08,19.6446666667,35.4273333333,13.558,37.199,9.81633333333,6.785,26.6923333333,40.8006666667,42.167,13.928,21.9713333333,12.3626666667
531.42,19.633,35.4293333333,13.5963333333,37.186,9.83566666667,6.748,26.7126666667,40.7416666667,42.127,13.9356666667,22.0276666667,12.368
531.77,19.6573333333,35.5006666667,13.6646666667,37.2643333333,9.86733333333,6.823,26.7943333333,40.784,42.1723333333,13.975,22.102,12.4013333333
532.11,19.713,35.6223333333,13.7853333333,37.378,9.89633333333,6.856,26.8726666667,40.8936666667,42.236,14.055,22.2183333333,12.448
532.46,19.7056666667,35.6206666667,13.8306666667,37.3826666667,9.89966666667,6.859,26.8923333333,40.8696666667,42.21,14.0486666667,22.2446666667,12.4336666667
532.80,19.6683333333,35.5876666667,13.8476666667,37.392,9.898,6.846,26.8526666667,40.8303333333,42.179,14.0416666667,22.2696666667,12.4343333333
533.15,19.6416666667,35.6036666667,13.8693333333,37.4226666667,9.90366666667,6.838,26.8483333333,40.8376666667,42.184,14.063,22.302,12.4163333333
533.49,19.6166666667,35.6206666667,13.9033333333,37.4383333333,9.91933333333,6.88,26.883,40.8226666667,42.1486666667,14.0633333333,22.3756666667,12.414
533.84,19.604,35.6843333333,13.9546666667,37.4626666667,9.91233333333,6.865,26.9533333333,40.7933333333,42.1826666667,14.063,22.4286666667,12.4126666667
534.18,19.575,35.686,13.9906666667,37.3993333333,9.87933333333,6.842,26.9376666667,40.7766666667,42.1523333333,14.047,22.4466666667,12.408
534.52,19.5473333333,35.6883333333,13.9953333333,37.4083333333,9.83433333333,6.784,26.9176666667,40.764,42.131,14.0473333333,22.4846666667,12.3926666667
534.87,19.5646666667,35.7343333333,14.0303333333,37.4453333333,9.82466666667,6.75,26.9326666667,40.8383333333,42.1546666667,14.056,22.5253333333,12.4126666667
535.21,19.5986666667,35.8503333333,14.073,37.531,9.80666666667,6.766,26.978,40.916,42.229,14.0653333333,22.572,12.436
535.56,19.6303333333,35.8906666667,14.108,37.5636666667,9.80333333333,6.728,26.9436666667,40.935,42.2446666667,14.1043333333,22.611,12.4646666667
535.90,19.6463333333,35.938,14.1453333333,37.5946666667,9.822,6.748,26.9626666667,40.9676666667,42.295,14.1163333333,22.665,12.4676666667
536.25,19.706,36.0126666667,14.192,37.7163333333,9.844,6.803,27.0166666667,41.0333333333,42.366,14.1796666667,22.7446666667,12.5083333333
536.59,19.7473333333,36.0643333333,14.2736666667,37.7283333333,9.84433333333,6.843,27.0506666667,41.0603333333,42.39,14.1993333333,22.822,12.5346666667
536.93,19.8066666667,36.123,14.327,37.7603333333,9.854,6.888,27.102,41.09,42.4303333333,14.2146666667,22.8896666667,12.5746666667
537.28,19.834,36.186,14.412,37.8266666667,9.87566666667,6.87,27.153,41.2006666667,42.474,14.256,22.9293333333,12.6036666667
537.62,19.8696666667,36.214,14.4326666667,37.8113333333,9.88566666667,6.927,27.133,41.2793333333,42.436,14.2946666667,22.9963333333,12.6553333333
537.97,19.9336666667,36.2646666667,14.449,37.8923333333,9.91233333333,6.923,27.1713333333,41.317,42.4883333333,14.2926666667,23.0336666667,12.6776666667
538.31,19.9646666667,36.3456666667,14.4696666667,37.9183333333,9.95133333333,6.86,27.1696666667,41.358,42.4976666667,14.265,23.05,12.674
538.65,19.9106666667,36.3526666667,14.4756666667,37.875,9.937,6.84,27.16,41.3663333333,42.4733333333,14.221,23.0663333333,12.6273333333
539.00,19.93,36.406,14.5206666667,37.9036666667,9.98166666667,6.877,27.22,41.3226666667,42.4153333333,14.282,23.1453333333,12.65
539.34,19.929,36.5033333333,14.584,37.9306666667,9.998,6.911,27.2723333333,41.3693333333,42.3846666667,14.287,23.201,12.632
539.69,19.921,36.4753333333,14.5753333333,37.923,9.98366666667,6.845,27.274,41.288,42.3253333333,14.2803333333,23.162,12.6133333333
540.03,19.947,36.5643333333,14.689,37.9403333333,10.012,6.861,27.3433333333,41.3333333333,42.3513333333,14.3076666667,23.2033333333,12.635
540.37,19.9423333333,36.5986666667,14.7033333333,37.889,10.028,6.835,27.362,41.2793333333,42.282,14.3126666667,23.2093333333,12.6176666667
540.72,19.92,36.5593333333,14.7413333333,37.8636666667,10.0186666667,6.824,27.342,41.1923333333,42.228,14.2976666667,23.207,12.608
541.06,19.9263333333,36.5273333333,14.717,37.8023333333,10.0116666667,6.769,27.3223333333,41.0996666667,42.199,14.3143333333,23.1806666667,12.5896666667
541.40,19.9476666667,36.5236666667,14.7423333333,37.82,10.0033333333,6.789,27.3246666667,41.034,42.2486666667,14.3003333333,23.167,12.5576666667
541.75,19.9746666667,36.532,14.8076666667,37.8006666667,10.0213333333,6.845,27.3516666667,41.013,42.2646666667,14.3326666667,23.2136666667,12.5863333333
542.09,19.989,36.5276666667,14.853,37.8006666667,10.0303333333,6.927,27.391,41.0003333333,42.2553333333,14.363,23.2543333333,12.6166666667
542.43,20.0536666667,36.5853333333,14.9056666667,37.864,10.0443333333,6.943,27.429,40.9916666667,42.3116666667,14.4216666667,23.315,12.6473333333
542.78,20.071,36.5723333333,14.9756666667,37.8723333333,10.053,6.944,27.4216666667,40.997,42.336,14.4263333333,23.339,12.651
543.12,20.0793333333,36.5616666667,15.0113333333,37.849,10.0676666667,6.938,27.4183333333,40.9403333333,42.3433333333,14.4123333333,23.359,12.6556666667
543.46,20.099,36.5776666667,15.089,37.8546666667,10.0796666667,7.005,27.4673333333,40.96,42.355,14.4493333333,23.424,12.6553333333
543.81,20.116,36.5316666667,15.124,37.8103333333,10.083,6.97,27.462,40.8746666667,42.3143333333,14.4616666667,23.4493333333,12.6836666667
544.15,20.1756666667,36.595,15.2036666667,37.9126666667,10.094,7.044,27.492,40.927,42.401,14.504,23.4906666667,12.7083333333
544.49,20.239,36.7516666667,15.284,37.9783333333,10.11,7.097,27.5463333333,41.016,42.4733333333,14.536,23.566,12.7463333333
544.84,20.26,36.862,15.3943333333,38.0013333333,10.1443333333,7.158,27.6173333333,41.077,42.5226666667,14.5383333333,23.677,12.7963333333
545.18,20.296,36.9286666667,15.4573333333,38.077,10.1766666667,7.111,27.6936666667,41.193,42.5406666667,14.6143333333,23.7676666667,12.8743333333
545.52,20.3263333333,37.0493333333,15.491,38.2106666667,10.1833333333,7.052,27.75,41.2603333333,42.593,14.6493333333,23.8786666667,12.889
545.87,20.339,37.149,15.5473333333,38.2366666667,10.1906666667,7.039,27.8026666667,41.3593333333,42.669,14.6653333333,23.9596666667,12.8956666667
546.21,20.337,37.1706666667,15.6323333333,38.25,10.207,7.063,27.85,41.412,42.6353333333,14.7073333333,24.0003333333,12.8863333333
546.55,20.3036666667,37.2043333333,15.6496666667,38.2683333333,10.1486666667,7.036,27.895,41.4216666667,42.6143333333,14.672,24.012,12.8336666667
546.90,20.3753333333,37.3053333333,15.697,38.402,10.182,7.051,27.9906666667,41.4836666667,42.6746666667,14.7416666667,24.0986666667,12.8403333333
547.24,20.4376666667,37.41,15.7026666667,38.4576666667,10.1993333333,7.013,28.023,41.5073333333,42.7526666667,14.7156666667,24.1536666667,12.8806666667
547.58,20.436,37.5426666667,15.7033333333,38.528,10.239,7.018,28.0873333333,41.6293333333,42.808,14.7323333333,24.207,12.8833333333
547.92,20.4366666667,37.5866666667,15.6746666667,38.577,10.2486666667,6.955,28.1346666667,41.647,42.8536666667,14.7246666667,24.2693333333,12.9306666667
548.27,20.4313333333,37.5946666667,15.6866666667,38.611,10.2243333333,6.946,28.154,41.6926666667,42.8396666667,14.788,24.324,12.9063333333
548.61,20.5013333333,37.7256666667,15.765,38.7653333333,10.2426666667,6.996,28.2123333333,41.8576666667,42.9346666667,14.8566666667,24.4146666667,12.935
548.95,20.4873333333,37.8166666667,15.8343333333,38.8413333333,10.2233333333,7.075,28.268,41.8913333333,42.9473333333,14.872,24.569,12.9396666667
549.29,20.3933333333,37.7936666667,15.8673333333,38.763,10.1423333333,7.076,28.1863333333,41.8413333333,42.8833333333,14.835,24.523,12.8993333333
549.64,20.4513333333,37.826,15.931,38.8176666667,10.225,7.106,28.2363333333,41.868,42.8736666667,14.9,24.549,12.907
549.98,20.4473333333,37.9376666667,15.9153333333,38.9126666667,10.197,7.094,28.2446666667,41.849,42.9266666667,14.8943333333,24.584,12.9286666667
550.32,20.502,38.023,15.9673333333,38.967,10.2783333333,7.123,28.269,41.907,42.9396666667,14.9756666667,24.6553333333,12.9823333333
550.66,20.409,37.9746666667,15.9436666667,38.9136666667,10.1776666667,7.151,28.2413333333,41.9236666667,42.872,14.942,24.6613333333,12.9966666667
551.01,20.424,38.101,16.0773333333,39.025,10.2403333333,7.213,28.3326666667,42.0113333333,42.9176666667,15.0363333333,24.766,13.0843333333
551.35,20.4376666667,38.1466666667,16.1456666667,39.1083333333,10.1833333333,7.272,28.3413333333,42.0586666667,42.951,15.0363333333,24.868,13.0896666667
551.69,20.4593333333,38.212,16.2886666667,39.087,10.2416666667,7.304,28.3446666667,42.061,42.9233333333,15.1256666667,24.9566666667,13.108
552.03,20.5026666667,38.2576666667,16.362,39.1403333333,10.3363333333,7.324,28.4193333333,42.072,43.0026666667,15.1673333333,25.035,13.1913333333
552.38,20.433,38.239,16.3466666667,39.158,10.307,7.242,28.3933333333,41.9096666667,42.9253333333,15.1176666667,25.0273333333,13.2053333333
552.72,20.478,38.3046666667,16.3446666667,39.2136666667,10.382,7.201,28.4113333333,41.9483333333,42.95,15.1593333333,25.087,13.2256666667
553.06,20.5183333333,38.3176666667,16.3613333333,39.2803333333,10.455,7.22,28.498,42.014,42.951,15.1816666667,25.145,13.2496666667
553.40,20.566,38.416,16.4083333333,39.4163333333,10.4333333333,7.28,28.5566666667,42.06,43.0473333333,15.2313333333,25.2553333333,13.35
553.74,20.6156666667,38.4193333333,16.4823333333,39.465,10.4786666667,7.279,28.553,42.1083333333,43.0123333333,15.2493333333,25.3723333333,13.3773333333
554.09,20.7183333333,38.5343333333,16.5713333333,39.542,10.4803333333,7.336,28.6656666667,42.1943333333,43.1386666667,15.304,25.502,13.478
554.43,20.835,38.649,16.7183333333,39.664,10.5446666667,7.331,28.7723333333,42.2726666667,43.294,15.3816666667,25.6223333333,13.5476666667
554.77,20.8356666667,38.5833333333,16.6996666667,39.6506666667,10.4853333333,7.203,28.718,42.2356666667,43.2296666667,15.3646666667,25.602,13.4636666667
555.11,20.8236666667,38.6063333333,16.7426666667,39.6456666667,10.474,7.059,28.699,42.2243333333,43.2486666667,15.3636666667,25.6473333333,13.4236666667
555.45,20.807,38.5816666667,16.7426666667,39.6753333333,10.426,7.017,28.744,42.2463333333,43.304,15.2963333333,25.6366666667,13.3966666667
555.80,20.869,38.7086666667,16.8063333333,39.7893333333,10.4493333333,7.033,28.7916666667,42.2863333333,43.3576666667,15.2766666667,25.7053333333,13.4126666667
556.14,21.006,38.746,16.808,39.817,10.525,7.152,28.8786666667,42.394,43.4433333333,15.3296666667,25.767,13.48
556.48,21.058,38.7923333333,16.9183333333,39.8186666667,10.5253333333,7.197,28.955,42.4203333333,43.5083333333,15.364,25.7506666667,13.486
556.82,21.1186666667,38.9543333333,16.979,39.8293333333,10.5876666667,7.203,28.9863333333,42.5113333333,43.5913333333,15.4326666667,25.876,13.5066666667
557.16,21.0236666667,38.898,16.9243333333,39.7576666667,10.547,7.068,28.8953333333,42.375,43.427,15.3096666667,25.826,13.4073333333
557.50,21.0826666667,39.1386666667,16.9856666667,39.839,10.535,7.084,29.0223333333,42.473,43.5753333333,15.3396666667,25.882,13.4486666667
557.85,21.0203333333,39.0903333333,16.985,39.8356666667,10.538,7.118,28.952,42.44,43.5216666667,15.2906666667,25.8763333333,13.481
558.19,20.958,39.0823333333,16.943,39.79,10.4953333333,7.081,28.9616666667,42.425,43.515,15.242,25.8796666667,13.4133333333
558.53,21.007,39.268,17.0466666667,39.9383333333,10.599,7.211,29.1093333333,42.624,43.6783333333,15.3286666667,26.0573333333,13.5476666667
558.87,21.0086666667,39.3306666667,17.0276666667,39.9973333333,10.66,7.294,29.1596666667,42.623,43.608,15.3316666667,26.0583333333,13.595
559.21,21.1233333333,39.505,17.084,40.1106666667,10.6993333333,7.397,29.283,42.711,43.5923333333,15.4513333333,26.1693333333,13.613
559.55,21.045,39.4266666667,17.0853333333,40.1036666667,10.612,7.331,29.276,42.7166666667,43.556,15.477,26.185,13.6013333333
559.89,21.0553333333,39.5163333333,17.1986666667,40.0566666667,10.5416666667,7.32,29.3093333333,42.754,43.625,15.5376666667,26.204,13.544
560.23,21.05,39.472,17.218,40.0643333333,10.567,7.352,29.2926666667,42.6926666667,43.5786666667,15.5493333333,26.202,13.588
560.58,21.0103333333,39.4686666667,17.2183333333,40.1283333333,10.4906666667,7.362,29.3433333333,42.6313333333,43.62,15.557,26.1256666667,13.59
560.92,21.0956666667,39.5716666667,17.4323333333,40.253,10.598,7.431,29.4796666667,42.7733333333,43.7643333333,15.6563333333,26.2816666667,13.6526666667
561.26,21.02,39.4473333333,17.3883333333,40.2143333333,10.5633333333,7.388,29.4526666667,42.7403333333,43.7033333333,15.6673333333,26.2193333333,13.654
561.60,21.0226666667,39.504,17.4003333333,40.216,10.5893333333,7.316,29.5203333333,42.7843333333,43.6656666667,15.6993333333,26.2956666667,13.5983333333
561.94,21.0513333333,39.571,17.49,40.2613333333,10.644,7.387,29.5506666667,42.7773333333,43.5773333333,15.7736666667,26.364,13.702
562.28,20.9476666667,39.501,17.474,40.1676666667,10.5326666667,7.365,29.451,42.603,43.3963333333,15.7196666667,26.306,13.633
562.62,20.9743333333,39.4496666667,17.5156666667,40.1293333333,10.4883333333,7.45,29.5096666667,42.6413333333,43.4493333333,15.7996666667,26.3466666667,13.6633333333
562.96,20.9553333333,39.4163333333,17.586,40.1143333333,10.4776666667,7.457,29.4633333333,42.648,43.491,15.8393333333,26.437,13.7216666667
563.30,21.058,39.4716666667,17.607,40.042,10.4823333333,7.447,29.4646666667,42.572,43.5173333333,15.8966666667,26.4316666667,13.714
563.64,21.0536666667,39.585,17.692,40.1883333333,10.5823333333,7.458,29.4756666667,42.6136666667,43.5446666667,15.903,26.5653333333,13.7966666667
563.99,21.078,39.682,17.7816666667,40.194,10.5816666667,7.427,29.5183333333,42.77,43.5586666667,15.908,26.6793333333,13.832
564.33,21.1606666667,39.733,17.8736666667,40.2463333333,10.6263333333,7.438,29.575,42.8076666667,43.575,15.9776666667,26.7746666667,13.8963333333
564.67,21.121,39.7046666667,17.77,40.1616666667,10.5733333333,7.372,29.524,42.7496666667,43.55,15.9466666667,26.6656666667,13.923
565.01,21.22,39.775,17.8653333333,40.198,10.677,7.431,29.5623333333,42.739,43.5976666667,15.958,26.8,13.982
565.35,21.25,39.861,17.9336666667,40.293,10.701,7.449,29.6046666667,42.756,43.7043333333,15.9706666667,26.8656666667,14.007
565.69,21.277,39.932,17.9736666667,40.3063333333,10.7593333333,7.434,29.654,42.7476666667,43.7906666667,15.9896666667,26.8956666667,13.982
566.03,21.3883333333,40.0803333333,18.0393333333,40.3873333333,10.774,7.498,29.7296666667,42.894,43.905,16.07,27.025,14.0633333333
566.37,21.3506666667,40.0926666667,18.057,40.3713333333,10.7803333333,7.411,29.6346666667,42.8886666667,43.8883333333,16.0113333333,26.997,14.025
566.71,21.3176666667,40.1496666667,18.0906666667,40.3896666667,10.7946666667,7.334,29.6253333333,42.8873333333,43.8713333333,15.9723333333,26.982,14.022
567.05,21.3053333333,40.1906666667,18.1656666667,40.4453333333,10.834,7.42,29.6796666667,43.0046666667,43.926,16.0043333333,27.1046666667,14.0933333333
567.39,21.3426666667,40.2063333333,18.21,40.439,10.893,7.533,29.757,42.9453333333,43.9393333333,16.0486666667,27.1503333333,14.076
567.73,21.2773333333,40.2186666667,18.218,40.4436666667,10.8746666667,7.501,29.7346666667,42.8566666667,43.888,16.059,27.1286666667,14.0323333333
568.07,21.2756666667,40.2533333333,18.251,40.404,10.8503333333,7.46,29.7473333333,42.866,43.9106666667,16.0263333333,27.1803333333,13.9616666667
568.41,21.2906666667,40.3223333333,18.3103333333,40.409,10.7883333333,7.442,29.766,42.855,43.887,16.0973333333,27.262,13.9016666667
568.75,21.193,40.3213333333,18.3096666667,40.3656666667,10.7186666667,7.324,29.7603333333,42.8006666667,43.8326666667,16.0543333333,27.207,13.8196666667
569.09,21.23,40.323,18.368,40.3293333333,10.699,7.29,29.741,42.758,43.8186666667,16.066,27.1826666667,13.8303333333
569.43,21.232,40.347,18.426,40.3393333333,10.654,7.252,29.7533333333,42.848,43.8056666667,16.0683333333,27.2643333333,13.871
569.77,21.163,40.2996666667,18.419,40.2386666667,10.7016666667,7.201,29.81,42.8,43.768,16.0593333333,27.1956666667,13.87
570.11,21.282,40.5043333333,18.5653333333,40.396,10.738,7.239,29.9573333333,42.9063333333,43.8993333333,16.2096666667,27.383,13.9253333333
570.45,21.3146666667,40.537,18.5283333333,40.4253333333,10.6676666667,7.176,29.9193333333,42.9156666667,43.934,16.1846666667,27.405,13.865
570.79,21.315,40.5853333333,18.554,40.4423333333,10.659,7.147,29.907,42.873,43.9063333333,16.157,27.4386666667,13.809
571.13,21.2813333333,40.4856666667,18.4933333333,40.4023333333,10.5773333333,7.014,29.895,42.9103333333,43.8376666667,16.085,27.39,13.801
571.47,21.324,40.5473333333,18.493,40.425,10.588,6.996,29.9236666667,42.9443333333,43.914,16.08,27.443,13.8103333333
571.81,21.267,40.544,18.5303333333,40.4446666667,10.581,6.973,29.9263333333,42.962,43.825,16.0853333333,27.4916666667,13.8763333333
572.15,21.313,40.592,18.636,40.505,10.6463333333,7.095,29.9803333333,43.0366666667,43.8953333333,16.0986666667,27.594,13.941
572.49,21.3233333333,40.6163333333,18.7273333333,40.5196666667,10.6926666667,7.169,29.954,43.0636666667,43.8903333333,16.176,27.7,13.9856666667
572.83,21.3213333333,40.6716666667,18.747,40.6013333333,10.731,7.187,29.9766666667,43.1656666667,43.9233333333,16.2733333333,27.787,14.0233333333
