wavelength,Back_TanHeif,Belly_TanHeif,Breast_TanHeif,Crissum_TanHeif,Crown_TanHeif,DorTail_TanHeif,Patch10_TanHeif,Rump_TanHeif,Throat_TanHeif,WingTip_TanHeif
319.22,7.55346666666,12.1256,8.63346666667,10.3976,4.8306,7.11833333333,7.77293333333,7.55366666667,7.7958,8.3816
319.59,7.548,12.3766,9.12046666667,10.7124,5.4054,7.3088,8.12786666666,7.70833333334,8.1344,8.77326666667
319.96,8.27106666667,13.0742,9.86226666667,11.2828666667,6.07266666666,7.94286666667,8.74673333334,8.59913333334,8.59586666667,9.39626666666
320.32,7.80380000001,12.8474,9.7372,10.9105333333,6.0254,7.92586666667,8.21680000001,8.40186666667,8.35566666668,9.3538
320.69,8.01319999999,13.3036,9.92893333335,11.3318,6.51113333333,8.20506666667,8.58553333333,8.69153333335,8.92313333335,9.65413333333
321.06,7.78386666667,13.0473333333,9.74233333333,10.7764,6.09166666667,7.9934,8.19940000001,8.37240000001,8.53873333334,9.16700000001
321.43,8.47526666667,13.7060666667,10.4617333333,11.3953333333,6.87386666667,8.82840000001,8.96433333333,9.05520000001,9.0714,9.77493333334
321.80,8.06433333333,13.3594,10.1966,10.8176,6.73486666667,8.45773333333,8.87053333334,8.70473333334,8.57466666667,9.56613333333
322.16,8.52899999999,13.7518666667,10.5062666667,11.0780666667,7.0946,9.02093333334,9.43926666665,9.04326666666,8.95060000001,9.8898
322.53,8.13000000001,13.4115333333,10.1813333333,10.6534,6.69793333333,8.70546666667,9.22459999999,8.69293333333,8.60226666668,9.40586666666
322.90,8.15493333333,13.4187333333,10.1433333333,10.924,6.9106,8.92946666667,9.326,8.73746666665,8.59106666667,9.40839999999
323.27,8.1896,13.4221333333,10.3021333333,11.0251333333,7.0104,9.31846666668,9.55560000001,8.83246666667,8.82086666665,9.67706666666
323.63,8.11426666666,13.2093333333,10.049,10.8822666667,6.6724,9.13766666667,9.59333333334,8.7774,8.79766666667,9.49533333333
324.00,8.41953333334,13.5198,10.2114,11.2130666667,6.892,9.45179999999,9.81346666666,8.92593333333,9.23480000001,10.1113333333
324.37,8.66473333334,13.6399333333,10.4531333333,11.5341333333,6.97873333333,9.49566666667,10.1546666667,9.08706666667,9.59793333333,10.4342
324.74,8.61579999999,13.6170666667,10.6488,11.4919333333,7.10273333334,9.57440000001,10.1260666667,9.16986666666,9.55606666666,10.5016666666
325.10,8.52300000001,13.5400666667,10.5298666667,11.7017333333,6.9986,9.55440000001,10.0523333333,9.13319999999,9.50853333333,10.6958666667
325.47,8.59526666667,13.4418666667,10.7131333333,11.8314,7.11846666667,9.4964,10.1022,9.15053333332,9.54699999999,10.7964
325.84,8.64353333333,13.5695333334,10.6824,11.9608,6.9278,9.35733333333,10.0808,9.05626666665,9.47646666667,10.6626666667
326.21,8.48066666666,13.2840666667,10.4892,11.7805333333,6.77506666667,9.05473333334,9.90273333334,8.83546666668,9.22733333333,10.4423333333
326.57,8.18086666667,12.9349333333,10.1179333333,11.5338666667,6.39626666667,8.75853333333,9.496,8.54473333333,8.95273333332,10.0443333333
326.94,8.32713333334,13.1641333333,10.3998666667,11.7268,6.49733333333,8.80553333334,9.65420000001,8.67306666667,9.21506666667,10.4342
327.31,7.99373333334,12.8714666667,10.1657333333,11.3331333333,6.22433333333,8.4704,9.16573333333,8.44333333333,8.76273333333,9.93233333333
327.67,7.83066666667,13.0362666667,10.1336,11.3100666667,6.09213333333,8.47446666667,9.03426666667,8.31606666667,8.65273333333,9.9282
328.04,7.2626,12.5412,9.61640000001,10.8638666667,5.628,7.83353333333,8.58060000001,7.78826666666,8.10006666667,9.20920000001
328.41,7.5522,12.721,9.79886666665,11.1424,5.90253333333,7.99226666667,8.90320000001,7.95966666667,8.22520000001,9.39413333333
328.78,7.42153333334,12.5809333333,9.68359999999,10.9568666667,5.64486666667,7.89433333333,8.88293333334,7.75953333333,8.22213333334,9.31499999999
329.14,7.25853333333,12.6593333333,9.62813333333,10.7550666667,5.65026666667,7.67526666667,8.97213333333,7.72933333334,8.177,9.10599999999
329.51,7.143,12.7122,9.39446666667,10.5252666667,5.36746666667,7.663,8.78366666665,7.52319999999,8.10039999999,9.00119999999
329.88,7.355,12.8874666667,9.64153333333,10.8094,5.6588,8.11806666667,8.827,7.64879999999,8.4222,9.18533333333
330.24,7.02066666666,12.8760666667,9.37986666667,10.6821333333,5.4418,7.93286666667,8.52966666667,7.41086666667,8.13933333334,8.99219999999
330.61,7.59106666666,13.3920666667,9.92986666668,11.3035333333,6.0156,8.5714,9.16126666665,7.91520000001,8.62253333333,9.63359999999
330.98,7.4734,13.3384,9.79706666668,11.2659333333,5.96906666667,8.42973333333,8.94726666667,7.88426666666,8.36366666667,9.49526666667
331.34,8.03379999999,13.9672,10.1789333333,11.8792,6.54993333333,8.90386666667,9.66446666668,8.43146666667,9.00326666665,10.1866666667
331.71,8.02306666667,13.7528,10.1961333333,11.8690666667,6.6764,8.86446666667,9.50699999999,8.55533333334,8.96986666666,10.0588666667
332.08,8.15486666667,14.0762,10.5698,12.1742666667,6.84566666667,9.26553333334,9.78826666667,8.83233333334,9.27293333334,10.3014
332.44,7.35720000001,13.5114666667,9.89766666668,11.3941333333,6.2,8.5168,8.95953333335,8.2136,8.64433333334,9.65480000001
332.81,7.32426666667,13.357,9.8462,11.4856,6.22666666667,8.39846666667,8.95426666667,8.20673333333,8.5686,9.64513333333
333.18,7.25673333333,13.2518,9.8462,11.5045333333,6.0928,8.3018,8.89906666666,7.95433333333,8.51393333333,9.65466666665
333.54,7.3648,13.1490666667,9.82373333331,11.5023333333,6.25266666667,8.28846666666,8.98886666667,8.1292,8.54313333333,9.58493333333
333.91,7.04453333333,12.9306666666,9.54566666667,11.2100666667,6.037,8.032,8.92493333333,7.94433333334,8.3064,9.48053333333
334.28,6.96513333333,12.8212,9.56459999999,11.1593333333,5.84253333333,7.8628,8.81173333333,7.84953333334,8.38853333333,9.38853333333
334.64,6.6156,12.6985333333,9.44473333333,10.8339333333,5.67566666667,7.494,8.45166666667,7.49386666667,8.1752,9.20593333333
335.01,6.31153333333,12.5923333333,9.14386666667,10.6214666667,5.439,7.24973333333,8.27146666667,7.21679999999,8.03246666667,8.98180000001
335.38,5.8656,12.2499333333,8.84833333333,10.3550666667,4.94946666667,6.74906666666,7.7434,6.66453333333,7.59573333333,8.49219999999
335.74,6.19626666667,12.7474,9.23953333333,10.7154,5.178,7.03886666667,8.0526,6.89986666666,7.95853333333,8.84393333333
336.11,6.14453333333,12.5607333333,8.93813333333,10.4958,4.93633333333,6.772,7.74873333333,6.55933333333,7.75066666666,8.6012
336.47,5.96766666667,12.4116,8.74746666666,10.2456,4.51093333333,6.5772,7.43460000001,6.27953333334,7.55093333333,8.37293333333
336.84,6.22706666667,12.8236,9.07953333333,10.615,4.70166666667,6.9184,7.6596,6.54086666667,7.83273333333,8.62113333333
337.21,6.3092,12.9390666667,8.96446666667,10.6862666667,4.69766666667,6.96893333333,7.57153333333,6.66260000001,7.933,8.47020000001
337.57,6.197,13.1679333333,9.02286666667,10.9096666667,4.631,7.00366666666,7.5712,6.54206666666,8.01826666667,8.64533333333
337.94,6.181,13.3192,9.10546666667,11.0423333333,4.68133333333,6.9824,7.539,6.66673333333,7.94573333333,8.63386666666
338.31,6.35373333333,13.4229333333,9.18379999999,11.1151333333,4.88893333333,7.17086666667,7.64320000001,6.6886,7.96,8.80320000001
338.67,6.2558,13.5270666667,9.03373333333,11.2192,4.77193333333,7.1094,7.68813333334,6.72986666667,7.8542,8.71773333334
339.04,6.6022,13.8448666667,9.42,11.6892,5.10626666667,7.4244,7.95166666666,6.97326666666,8.17033333333,9.06280000001
339.40,6.31293333333,13.6657333333,9.04559999999,11.3275333333,4.9718,7.13693333333,7.69866666666,6.83179999999,8.00586666666,8.70746666667
339.77,6.17493333333,13.4468,8.80439999999,11.0879333334,4.72293333333,6.96826666667,7.54633333333,6.67053333333,7.89206666667,8.56426666668
340.14,6.23853333333,13.5446666667,8.84386666666,11.24,4.79206666667,7.0816,7.664,6.80546666667,8.00073333333,8.69726666667
340.50,6.93833333333,14.2910666667,9.50233333333,12.0982,5.6096,7.81753333333,8.51086666667,7.5982,8.82760000001,9.33
340.87,6.39873333333,13.8133333333,8.8974,11.4112,4.99206666667,7.14313333333,7.81660000001,6.95693333334,8.12526666667,8.65386666666
341.23,6.51493333333,13.8894,9.02233333333,11.6707333333,5.20346666667,7.27386666667,8.05286666667,7.13133333333,8.311,8.99299999999
341.60,6.67933333333,14.0104666667,9.17886666667,11.7829333333,5.31233333333,7.30793333333,8.14326666667,7.32579999999,8.4566,9.05460000001
341.96,6.93373333333,14.1894,9.39053333334,12.0775333333,5.50273333333,7.3848,8.29213333334,7.52993333334,8.79266666666,9.20313333334
342.33,6.71233333333,14.1363333333,9.18286666667,12.0382666667,5.36973333333,7.17786666667,8.08119999999,7.48193333333,8.78933333333,9.06873333333
342.70,6.82046666667,14.0884666667,9.32266666667,12.1151333333,5.40026666667,7.22146666667,8.13026666667,7.50473333333,8.87853333333,9.13779999999
343.06,6.6854,14.0270666667,9.20513333333,11.8846666667,5.12286666667,7.00666666667,7.91293333334,7.45726666666,8.7172,8.92799999999
343.43,6.92406666667,14.1377333333,9.42466666667,12.1826666667,5.24513333333,7.2738,8.14680000001,7.5782,8.95453333333,9.23233333334
343.79,6.74266666667,13.9624666667,9.12066666668,12.037,5.03006666667,7.053,7.94486666667,7.34546666667,8.63853333333,8.98026666667
344.16,6.903,14.204,9.31453333333,12.1464,5.14706666667,7.07933333333,8.07353333333,7.56493333333,8.79913333333,9.06333333333
344.52,6.76033333333,13.9807333333,9.06279999999,11.9851333333,4.97946666667,6.8992,7.8114,7.37706666667,8.4572,8.94326666665
344.89,7.22806666667,14.4466,9.58566666667,12.508,5.42226666666,7.40413333333,8.28200000001,7.92213333333,8.9844,9.36973333333
345.25,7.182,14.4498,9.61273333333,12.3026666667,5.35113333333,7.3602,8.04100000001,7.80866666667,8.89053333333,9.23566666667
345.62,7.1366,14.4162,9.44359999999,12.2299333334,5.19006666667,7.31926666667,7.91940000001,7.74940000001,8.80526666667,9.17526666667
345.99,7.05513333333,14.3364666667,9.23966666668,12.1582666667,5.02033333333,7.19686666667,7.84806666667,7.57426666666,8.69833333333,9.10433333334
346.35,7.0674,14.308,9.21053333333,12.1424666667,4.8622,7.13266666667,7.81306666666,7.5062,8.67153333333,8.98153333333
346.72,7.31,14.5898,9.34953333332,12.3517333333,4.95266666667,7.31486666667,8.02153333333,7.72473333332,8.8888,9.18739999999
347.08,7.1472,14.406,9.0756,12.1887333333,4.73006666667,7.128,7.8928,7.41699999999,8.7196,9.02613333333
347.45,7.09973333333,14.5540666667,9.19479999999,12.1763333333,4.6676,7.1332,7.81246666667,7.51666666667,8.6914,9.01093333334
347.81,6.96033333333,14.4727333333,9.28419999999,12.1472666667,4.61253333333,7.00513333333,7.70820000001,7.54466666666,8.68726666667,8.97279999999
348.18,6.84,14.4203333333,9.2872,12.1708666667,4.5536,7.01993333333,7.62853333333,7.44373333333,8.6512,8.98513333333
348.54,6.79473333333,14.4529333333,9.33833333332,12.1849333333,4.4962,6.98853333333,7.63086666667,7.46593333333,8.84046666667,8.91880000001
348.91,6.51873333333,14.2557333333,9.09193333334,12.0275333333,4.20786666667,6.77006666667,7.49206666667,7.244,8.63546666667,8.72613333333
349.27,6.4574,14.3258666667,9.09566666666,12.1458,4.1348,6.6746,7.56066666667,7.28633333334,8.677,8.79586666667
349.64,6.53426666667,14.4448,9.27893333333,12.2598,4.24693333333,6.774,7.67246666667,7.36499999999,8.89893333333,8.87033333333
350.00,6.97113333333,14.9055333333,9.77526666667,12.6776,4.6166,7.22246666667,8.03739999999,7.82993333333,9.28953333333,9.18366666667
350.37,7.04046666667,15.0004666667,9.80606666667,12.751,4.66426666667,7.35273333333,8.08979999999,7.95826666667,9.42753333334,9.2036
350.73,6.87846666667,14.8557333333,9.72219999999,12.5553333333,4.5612,7.14393333333,7.9084,7.83453333333,9.20813333333,8.97479999999
351.10,7.01586666667,15.0926666667,9.98793333333,12.749,4.77993333333,7.30713333333,8.1482,8.09193333333,9.41253333333,9.0422
351.46,7.23326666667,15.1955333333,10.1002666667,12.8724,5.03806666667,7.47566666667,8.3314,8.29840000001,9.59246666668,9.14493333333
351.83,7.50320000001,15.6143333333,10.3159333333,13.169,5.28193333333,7.75406666666,8.55926666666,8.50086666666,9.96786666667,9.42719999999
352.19,7.48886666667,15.5352666667,10.1798,13.0061333333,5.10106666667,7.65086666667,8.47460000001,8.41646666667,9.81706666665,9.25660000001
352.55,7.58339999999,15.585,10.2299333333,12.993,5.0796,7.63033333333,8.59720000001,8.51306666666,9.75393333334,9.25126666667
352.92,7.64219999999,15.5633333333,10.2428,12.9555333333,5.21986666667,7.61753333333,8.56553333333,8.50140000001,9.74699999999,9.26560000001
353.28,8.02906666667,15.8313333333,10.5183333333,13.2344,5.49933333333,8.03046666667,8.88226666666,8.76593333333,9.99919999999,9.48599999999
353.65,7.84999999999,15.6632666667,10.3376666667,13.1288,5.29853333333,7.76526666667,8.73013333334,8.57620000001,9.62286666668,9.1588
354.01,7.36273333333,15.152,9.86753333333,12.6402666667,4.9066,7.336,8.29846666667,8.13806666667,9.18253333333,8.69173333332
354.38,7.3826,15.1840666667,9.89880000001,12.6077333333,4.93226666667,7.299,8.28193333333,8.06853333334,8.98566666667,8.67360000001
354.74,7.487,15.2974,9.89253333335,12.7034666667,4.91873333333,7.4548,8.3462,8.14466666667,9.12606666665,8.74080000001
355.11,7.59906666667,15.2687333333,9.9578,12.7692,4.94013333333,7.50693333333,8.38666666666,8.24713333334,9.22040000001,8.86386666667
355.47,7.47113333333,15.128,9.83046666667,12.7686666667,4.77793333333,7.35506666667,8.30266666666,8.11059999999,9.09039999999,8.7526
355.83,7.33113333333,14.9334666667,9.77893333333,12.6386,4.6304,7.1946,8.24166666667,8.03073333334,8.87833333333,8.54619999999
356.20,7.44073333333,15.0407333333,9.92453333333,12.7189333333,4.82186666667,7.28593333333,8.37039999999,8.1566,8.96153333333,8.63373333333
356.56,7.0682,14.7760666667,9.66073333332,12.4410666667,4.50866666667,6.996,8.02273333333,7.81526666667,8.6502,8.34366666666
356.93,7.088,14.8727333333,9.62753333333,12.4102,4.45926666667,7.00613333333,8.00633333333,7.8198,8.68753333333,8.30586666667
357.29,6.91193333333,14.7898,9.55226666668,12.2412666667,4.33493333333,6.80953333333,7.88386666667,7.7514,8.57086666666,8.15293333333
357.66,6.81086666667,14.6830666666,9.45193333334,12.1608,4.30993333333,6.7312,7.78633333333,7.66660000001,8.55173333334,8.0892
358.02,7.13293333333,15.1074666667,9.86546666668,12.5110666666,4.6542,7.06193333333,8.1452,7.96306666667,8.90913333333,8.44753333333
358.38,7.17213333333,15.1746666667,9.91946666667,12.6108,4.715,7.07306666667,8.27740000001,8.02633333333,8.97633333333,8.45753333333
358.75,7.04386666667,15.0044,9.8264,12.4747333333,4.70406666667,6.90746666667,8.07273333333,7.91893333333,8.82366666667,8.33106666666
359.11,6.9358,14.9948666667,9.74866666668,12.4007333333,4.60953333333,6.864,7.98633333333,7.80733333334,8.70673333333,8.1642
359.48,6.98566666667,15.0680666667,9.81280000001,12.3680666667,4.61393333333,6.89813333333,7.99066666667,7.78633333333,8.67246666667,8.14173333333
359.84,7.046,15.2196666667,9.82460000001,12.4358666667,4.70446666666,6.95153333333,8.07120000001,7.85619999999,8.73933333333,8.21706666667
360.20,6.82633333333,15.1750666667,9.66166666667,12.3246666667,4.57313333333,6.74906666667,7.88953333333,7.72693333334,8.59266666667,8.07706666667
360.57,6.98606666667,15.309,9.81133333333,12.4800666667,4.73626666667,6.82693333333,8.06733333333,7.85393333334,8.73606666667,8.17226666666
360.93,6.87793333333,15.2243333333,9.74846666667,12.4202,4.6876,6.72066666667,7.96553333334,7.78366666667,8.68846666667,8.06866666667
361.29,6.74406666667,15.0409333333,9.57586666667,12.2978,4.51986666667,6.52593333333,7.76853333333,7.56413333334,8.5038,7.88506666667
361.66,6.79313333333,15.1312,9.6814,12.3314666667,4.56786666667,6.60673333333,7.80426666667,7.62333333333,8.55586666667,7.8966
362.02,6.6354,14.9630666667,9.52486666668,12.1408666667,4.40966666667,6.40046666667,7.64,7.51839999999,8.32506666667,7.68973333333
362.39,6.61813333333,14.9505333333,9.55766666667,12.088,4.40573333334,6.43506666667,7.59073333333,7.54946666667,8.33513333333,7.66206666667
362.75,6.6556,15.0944666667,9.63800000001,12.1857333333,4.4772,6.4234,7.677,7.57393333334,8.3752,7.71933333333
363.11,6.68413333333,15.1248666667,9.6678,12.1849333333,4.51933333333,6.34786666667,7.65706666667,7.64506666667,8.36426666667,7.69253333333
363.48,6.79906666667,15.2476666667,9.72826666667,12.2865333333,4.64353333333,6.40666666667,7.70686666667,7.78119999999,8.48513333333,7.74533333333
363.84,6.75886666667,15.1403333333,9.69253333333,12.1876,4.62166666667,6.3184,7.57273333333,7.69813333333,8.3738,7.6068
364.20,6.91673333333,15.2281333333,9.89373333333,12.3550666667,4.7948,6.47633333333,7.71133333333,7.86233333333,8.61246666667,7.70553333333
364.57,6.9812,15.2987333333,9.93393333333,12.4477333333,4.8306,6.56653333333,7.73573333333,7.94253333333,8.6658,7.74153333333
364.93,7.12173333333,15.4072,10.0958666667,12.6013333333,4.98533333333,6.72833333333,7.93493333333,8.12386666666,8.72093333333,7.83626666667
365.29,7.24146666667,15.5071333333,10.1986666667,12.7122666667,5.14933333333,6.80906666667,8.06620000001,8.28726666666,8.85113333333,7.92253333333
365.66,7.15766666667,15.4743333333,10.1326666667,12.6216666666,5.08453333333,6.7968,8.00633333333,8.24486666666,8.76833333333,7.87306666667
366.02,7.2122,15.4683333333,10.1864,12.6306,5.07633333333,6.78833333333,7.95446666667,8.20259999999,8.83413333334,7.85766666667
366.38,7.36526666667,15.6368666667,10.3861333333,12.8279333333,5.25173333333,6.88073333333,8.09853333333,8.35026666666,8.98793333333,8.00499999999
366.75,7.40913333333,15.6514,10.4026666667,12.8454,5.28953333333,6.97506666667,8.17233333333,8.38293333333,9.03066666666,7.97079999999
367.11,7.3808,15.6671333333,10.4056666667,12.8495333333,5.35753333333,7.0512,8.17026666667,8.31519999999,9.04553333332,7.9366
367.47,7.34893333333,15.7776666667,10.5448,12.8898,5.37526666667,7.1102,8.25213333333,8.36846666666,9.08286666667,8.01226666667
367.84,7.31966666667,15.7994,10.5574,12.9036666667,5.3688,7.1596,8.2472,8.35300000001,9.11766666668,8.022
368.20,7.2672,15.7342,10.4814,12.8362,5.27493333333,7.08446666667,8.13779999999,8.23826666667,8.92606666667,7.9602
368.56,7.36246666667,15.7844,10.6275333333,12.8360666667,5.3714,7.12373333333,8.1714,8.22173333333,8.94833333334,7.98306666667
368.93,6.937,15.4944666667,10.3364,12.5115333333,5.01593333333,6.69966666667,7.72053333333,7.7978,8.62566666667,7.60366666667
369.29,6.96026666667,15.5527333333,10.4438,12.5798666667,5.03746666667,6.78106666667,7.76846666667,7.8024,8.67826666667,7.63613333333
369.65,7.04666666667,15.6466,10.5452,12.6765333333,5.12613333333,6.7696,7.86693333333,7.8886,8.72286666667,7.6818
370.01,7.0796,15.72,10.5712666667,12.7999333333,5.23113333333,6.87246666667,7.9198,8.01186666667,8.79640000001,7.75613333333
370.38,7.02913333333,15.757,10.5704666667,12.7300666667,5.19706666667,6.879,7.91113333333,7.95980000001,8.78526666666,7.7308
370.74,7.0474,15.7915333333,10.6795333333,12.7686,5.21,6.90686666667,7.84346666667,7.99266666667,8.81900000001,7.73506666667
371.10,7.0148,15.7007333333,10.6454666667,12.8014,5.0582,6.76673333333,7.76613333333,7.93853333333,8.75040000001,7.78353333334
371.46,6.9274,15.6108666667,10.5574666667,12.6971333333,4.98873333333,6.62846666667,7.61873333334,7.82606666667,8.737,7.6484
371.83,6.90953333333,15.6134666667,10.5770666667,12.6523333333,4.93193333333,6.5026,7.52700000001,7.79073333333,8.7172,7.60766666667
372.19,7.00013333333,15.7667333333,10.7068666667,12.7108,5.02986666667,6.60453333333,7.65546666667,7.92686666668,8.8676,7.6678
372.55,6.76526666667,15.6632666667,10.5463333333,12.5560666666,4.88213333333,6.43013333333,7.44393333333,7.79306666667,8.732,7.4824
372.92,7.00993333333,15.8727333333,10.7715333333,12.7484666667,5.05633333333,6.59666666667,7.68813333334,8.02966666666,8.9412,7.7218
373.28,7.14613333333,16.1096,10.988,12.8977333333,5.20833333333,6.71046666667,7.80206666667,8.24900000001,9.12926666667,7.8728
373.64,7.23346666667,16.2528666667,11.0594,12.9883333333,5.30633333333,6.81653333334,7.86973333333,8.34240000001,9.3356,7.91786666667
374.00,7.10566666667,16.2175333333,10.9999333333,12.9117333333,5.21033333333,6.7044,7.77826666667,8.20453333334,9.28053333334,7.77386666667
374.37,7.08206666667,16.2042666667,10.9682,12.8808666667,5.182,6.64846666667,7.7288,8.1812,9.2676,7.69166666667
374.73,7.15973333333,16.3727333334,11.0456,12.9730666667,5.26966666667,6.70113333334,7.86466666667,8.29939999999,9.40146666666,7.7724
375.09,7.1182,16.4748666667,11.0886666667,12.9696666667,5.345,6.72593333333,7.85073333333,8.29353333333,9.51846666666,7.74713333333
375.45,7.12966666667,16.4932,11.1108,13.0634,5.4004,6.79653333333,7.939,8.30833333333,9.55053333332,7.84146666667
375.81,7.11526666667,16.5772,11.2167333333,13.1317333333,5.40513333333,6.838,8.01133333333,8.34406666666,9.63346666669,7.85266666667
376.18,7.165,16.6339333333,11.3200666667,13.2382666667,5.45093333333,6.88893333333,8.0922,8.35826666666,9.69453333333,7.87406666667
376.54,7.43213333333,16.8822666666,11.5836,13.5278666667,5.70586666667,7.17493333333,8.34433333333,8.60459999999,10.0016666667,8.1408
376.90,7.46893333333,16.9483333333,11.5705333333,13.5697333333,5.7262,7.19806666667,8.32233333333,8.575,10.0714666667,8.08806666667
377.26,7.2372,16.7630666667,11.3810666667,13.376,5.5526,6.98666666667,8.0976,8.3212,9.88946666666,7.8676
377.63,7.20733333333,16.7382,11.4232666667,13.4152666666,5.55513333333,6.97826666667,8.08926666667,8.29940000001,9.84333333335,7.8656
377.99,7.26506666667,16.843,11.5067333333,13.4314,5.602,7.02793333333,8.19846666667,8.32286666667,9.89993333333,7.94286666667
378.35,7.17553333334,16.7658,11.4674666667,13.3386666667,5.58313333333,6.93986666667,8.13766666666,8.25786666667,9.90633333332,7.8682
378.71,7.2098,16.8225333333,11.569,13.4070666667,5.6788,6.99906666667,8.215,8.29413333333,9.99380000001,7.9528
379.07,7.2634,16.8857333334,11.5944,13.3853333334,5.68326666667,7.06706666667,8.262,8.34653333333,10.0143333333,7.95006666667
379.44,7.2576,16.9368,11.6252666667,13.3430666667,5.636,6.99486666667,8.20386666667,8.30246666667,10.0354666667,7.87793333333
379.80,7.2226,16.9050666667,11.5534666667,13.2766,5.58326666667,6.94813333333,8.1476,8.22920000001,10.0134666667,7.8144
380.16,6.992,16.7854,11.388,13.0706,5.36293333333,6.71213333333,7.90613333333,8.02693333333,9.9164,7.6376
380.52,6.87113333333,16.7373333333,11.3119333333,12.9934666667,5.31306666667,6.5402,7.83126666667,7.91979999999,9.85566666667,7.5382
380.88,6.86513333333,16.7676666667,11.3752,13.0010666667,5.31973333333,6.5344,7.88186666667,7.92613333334,9.91286666667,7.5746
381.24,6.87006666667,16.7644,11.3653333334,12.9948666667,5.27553333333,6.4844,7.8422,7.885,9.93293333335,7.55146666667
381.61,6.92773333333,16.8863333333,11.4340666667,13.0708666667,5.3122,6.49706666667,7.8788,7.93340000001,10.0924,7.60853333333
381.97,6.9652,16.9495333333,11.4989333333,13.1454666667,5.3762,6.50913333333,7.84226666666,8.00040000001,10.2142,7.67213333334
382.33,7.06026666667,17.0991333333,11.6079333333,13.2955333333,5.4438,6.59133333333,7.87493333333,8.07519999999,10.3258,7.82126666667
382.69,7.027,17.0509333333,11.5622666667,13.2426,5.3494,6.51826666667,7.7682,8.00959999999,10.3273333333,7.74346666667
383.05,7.03146666667,17.0964666667,11.623,13.3020666667,5.3882,6.48713333333,7.80513333333,8.00733333334,10.4323333333,7.80846666667
383.41,7.03653333333,17.1402666667,11.6978666667,13.3274,5.3936,6.50773333333,7.8234,8.09386666667,10.5036,7.83686666667
383.77,7.21806666667,17.3231333334,11.8738666667,13.5396666667,5.61053333333,6.69353333333,8.0172,8.27813333333,10.7563333333,8.01133333333
384.14,7.36206666667,17.4198666667,11.9735333333,13.6538,5.72806666667,6.77953333333,8.11293333333,8.40766666666,10.8937333333,8.1206
384.50,7.40153333334,17.4728,12.0504,13.6884666667,5.73126666667,6.86473333333,8.123,8.48513333333,10.9778,8.14833333333
384.86,7.3948,17.4982,12.0476666667,13.6763333333,5.68146666667,6.858,8.0408,8.51546666666,11.0159333333,8.14553333333
385.22,7.57866666667,17.6951333333,12.2465333333,13.874,5.8452,7.0466,8.1972,8.69626666666,11.2442,8.30626666667
385.58,7.44693333333,17.5976666667,12.1676666667,13.7308,5.69573333333,6.89213333333,8.03626666667,8.55186666666,11.1528,8.1818
385.94,7.43066666667,17.5912,12.1316666667,13.6854666667,5.64506666667,6.8828,8.00373333333,8.55,11.1595333333,8.11846666667
386.30,7.43913333333,17.6396,12.191,13.7248,5.65153333333,6.87406666667,8.05026666667,8.58646666667,11.2631333333,8.1138
386.66,7.39413333333,17.6931333333,12.2244666667,13.7487333333,5.6486,6.87986666667,8.01726666667,8.60900000001,11.3172666667,8.1196
387.03,7.44873333333,17.7784,12.2912666667,13.8018666667,5.6922,6.91446666667,8.0452,8.65186666667,11.4066666667,8.0972
387.39,7.54293333333,17.8635333333,12.3387333333,13.8898666667,5.79626666667,6.96913333333,8.06886666667,8.67926666667,11.5138,8.15873333333
387.75,7.45026666667,17.8162666667,12.3291333333,13.8390666667,5.71373333333,6.859,7.97633333333,8.62533333333,11.4650666667,8.11373333333
388.11,7.41693333333,17.8777333333,12.3387333333,13.8912666667,5.74026666667,6.84893333333,7.95766666667,8.61973333334,11.5104,8.11266666667
388.47,7.38993333333,17.9106,12.3457333333,13.8877333333,5.70786666667,6.792,7.91246666666,8.56713333333,11.5559333333,8.09046666667
388.83,7.47353333333,17.9987333333,12.4974,13.9496666666,5.8044,6.87086666667,8.02086666667,8.60966666667,11.7027333333,8.1524
389.19,7.47073333333,18.0164,12.4948,13.9544666667,5.8114,6.87593333333,8.0564,8.65086666667,11.7503333333,8.1628
389.55,7.57706666667,18.1231333333,12.6059333333,14.0233333333,5.95213333333,6.9726,8.16493333333,8.7356,11.903,8.28513333333
389.91,7.57826666667,18.1573333333,12.6652,14.0612666667,5.92553333333,6.9462,8.15206666667,8.70026666667,11.9684666667,8.27333333333
390.27,7.637,18.2250666667,12.7266,14.1096666667,6.0038,6.9896,8.1682,8.73693333333,12.0836,8.32313333333
390.63,7.58266666667,18.1789333333,12.6576666667,14.035,5.89973333333,6.88053333333,8.12826666667,8.62373333334,12.0833333333,8.2452
391.00,7.5834,18.1468,12.7034666667,14.0168,5.9038,6.87246666667,8.10433333333,8.63293333333,12.1041333333,8.26473333333
391.36,7.46546666667,18.0523333333,12.6432666667,13.8962666667,5.78726666667,6.76633333333,7.9866,8.5118,12.0738666667,8.16333333333
391.72,7.51266666667,18.1450666667,12.6881333333,13.8812666666,5.7976,6.78146666667,7.99053333333,8.50593333333,12.1565333333,8.17713333333
392.08,7.55906666667,18.1882,12.7416666667,13.8518,5.832,6.81126666667,8.0052,8.52879999999,12.2465333333,8.198
392.44,7.5272,18.1692,12.7321333333,13.8062,5.80646666667,6.77006666667,7.9808,8.46546666667,12.2806,8.19393333333
392.80,7.44006666667,18.143,12.6436,13.7273333333,5.7528,6.69506666667,7.8858,8.37966666666,12.2644,8.122
