wavelength,Back_HemMelf,Belly_HemMelf,Breast_HemMelf,Crissum_HemMelf,Crown_HemMelf,DorTail_HemMelf,Patch10_HemMelf,Patch11_HemMelf,Rump_HemMelf,Throat_HemMelf,WingTip_HemMelf
194.37,59.3283333334,-0.29025,-1.40974999999,-15.4229166667,57.3798333333,3.89716666665,1.94875,6.79941666665,26.99,0.953500000007,0.165833333325
194.75,50.3724166666,-15.4095833333,-19.5996666667,-34.12475,46.7878333333,-13.3146666667,-16.43375,-8.84533333335,12.2906666667,-15.3166666667,-16.0149166666
195.13,45.0711666667,-23.17075,-31.1991666667,-44.3086666667,41.92075,-22.8150833333,-26.1685833333,-21.0365833334,5.23374999998,-25.6606666667,-25.6605
195.51,40.2863333334,-24.7953333333,-33.28225,-45.45,38.7015,-27.2495833333,-29.9591666667,-28.4254166667,0.613416666668,-29.908,-28.93675
195.89,37.9960833334,-22.7180833333,-33.6309166667,-43.1548333333,37.5000833333,-27.33125,-28.6705833333,-30.7045,-0.942500000007,-29.3154166667,-25.9424166667
196.27,36.2196666667,-19.8324166667,-31.378,-39.3853333333,34.8230833333,-25.32575,-26.48975,-29.8881666667,-2.4675,-27.2811666667,-24.162
196.65,35.59775,-21.3316666667,-29.5289166667,-37.6358333333,33.1975,-24.9548333334,-26.7663333334,-27.4908333333,-4.61941666665,-26.9473333333,-23.5960833333
197.03,35.5496666666,-24.3794166667,-29.344,-35.7711666666,31.9148333333,-26.64,-28.7233333333,-28.3245833333,-5.89541666665,-27.9255,-24.6896666667
197.40,37.5915833334,-23.4889166667,-28.15925,-31.7766666667,34.0659166667,-26.1905833333,-29.4413333333,-27.0603333333,-3.84616666665,-25.2290833333,-25.0916666667
197.78,33.18975,-28.3526666667,-32.4713333333,-35.8238333333,30.5555833333,-32.47125,-34.5784166666,-31.8485833333,-9.05166666668,-30.6514166667,-31.84875
198.16,28.9960833333,-32.846,-35.52625,-40.3021666667,26.2669166667,-37.57325,-37.9141666667,-38.84025,-14.2788333334,-36.2574166667,-39.7171666667
198.54,24.20175,-37.2255833333,-39.5709166667,-44.2115833333,21.6068333334,-46.2075,-40.91825,-45.45925,-21.0579166667,-40.0699166667,-43.8124166667
198.92,26.5504166667,-31.10475,-32.0736666667,-36.6279166667,26.8894166667,-40.1160833333,-33.7209166667,-39.341,-15.5524166667,-31.1531666667,-37.9360833333
199.30,22.5634166667,-34.7466666667,-34.7954166667,-38.4989166666,25.1948333333,-44.10325,-34.8926666667,-43.7135833333,-18.9084166667,-33.91825,-41.228
199.68,23.01825,-38.618,-36.1788333333,-40.3964166667,26.4736666667,-45.7318333333,-34.6035833333,-45.3251666667,-20.7824166667,-33.8414166667,-43.191
200.06,20.83325,-48.9863333333,-46.3400833333,-51.5766666666,24.38075,-57.0381666667,-43.2430833333,-56.4752500001,-30.29275,-43.1304999999,-56.0810833333
200.44,11.2786666667,-78.87925,-73.5630833333,-79.8852500001,17.3851666667,-87.2125833332,-67.8160833333,-85.9196666667,-53.5201666667,-68.8935833335,-88.0746666666
200.82,-6.60916666667,-116.091916667,-117.337166667,-126.245083333,6.70491666668,-132.567166667,-105.842916667,-139.272083333,-85.7280000002,-107.183916667,-135.057333333
201.19,-29.9295833333,-150.117416667,-158.3335,-167.48825,-3.52108333335,-173.591666667,-140.727666666,-191.197166667,-115.845166667,-143.89675,-176.4085
201.57,-26.9230833333,-136.111083334,-140.27775,-157.05125,-3.84633333332,-155.876083333,-125.106833333,-179.594166667,-102.029916667,-134.508583333,-152.884583333
201.95,-42.4340833333,-153.618666667,-159.978166667,-175.21925,-18.5308333334,-176.644833333,-143.31125,-204.824583333,-123.684083333,-152.3025,-171.710416667
202.33,-56.6666666668,-185.384666667,-193.717916667,-206.538416667,-23.5898333334,-207.820416667,-170.8975,-239.48725,-147.307666667,-180.0,-196.923
202.71,-89.5390833332,-272.87225,-280.851,-295.567333333,-38.4753333334,-284.751833333,-243.43975,-351.241,-211.524666667,-268.617,-290.070916667
203.09,-117.5925,-368.518666667,-369.444333333,-387.500083333,-56.9445833333,-376.157416667,-320.833333333,-472.22225,-281.25,-365.509166667,-378.935166666
203.47,-126.612916667,-422.31175,-416.397833333,-446.774083333,-59.1396666666,-420.699,-366.66675,-533.064666667,-313.441,-401.88175,-431.182833333
203.85,-104.398166667,-355.092583333,-361.111166667,-385.64825,-46.9906666667,-356.712916667,-324.305583333,-452.083333333,-263.426,-346.759416667,-364.814833333
204.22,-76.8114166668,-259.239083333,-265.03625,-287.1375,-32.4275,-264.855083334,-244.56525,-345.470916667,-197.1015,-264.673916667,-267.5725
204.60,-86.2745,-249.509833333,-248.529333333,-276.470583333,-49.6733333333,-249.673166667,-239.5425,-332.02625,-192.973916667,-256.69925,-248.03925
204.98,-84.06425,-239.18125,-229.532166667,-253.070083333,-53.6550000001,-228.654916667,-223.537916667,-309.503,-175.584916667,-240.496916667,-227.33925
205.36,-121.124,-335.85275,-318.798416667,-344.379916667,-86.2402500002,-311.434083333,-309.30225,-415.891416667,-249.80625,-330.81375,-307.364416667
205.74,-331.746,-765.873166668,-747.22225,-778.1745,-255.158833333,-709.127083333,-699.206083333,-918.650750001,-603.571333333,-753.968249999,-719.4445
206.12,-218.452416666,-544.940583333,-520.238166667,-548.511833333,-155.9525,-491.666583333,-491.666666667,-635.118916667,-402.381,-535.71425,-493.154833333
206.50,-257.692333333,-600.961666667,-574.038416666,-606.730833333,-188.461583333,-549.679583333,-546.474416667,-703.205166667,-448.718,-586.5385,-541.02575
206.87,-252.564083333,-602.564083333,-564.102583333,-598.076916667,-193.91025,-552.884583333,-551.602583333,-688.461416667,-448.076833333,-589.102666666,-523.718
207.25,-205.302916667,-479.293,-444.19175,-465.6565,-153.787916667,-426.51525,-430.0505,-547.72725,-346.46475,-460.60625,-411.111083333
