wavelength,Back_EmbDuif,Belly_EmbDuif,Breast_EmbDuif,Crissum_EmbDuif,Crown_EmbDuif,DorTail_EmbDuif,Patch10_EmbDuif,Patch11_EmbDuif,Rump_EmbDuif,Throat_EmbDuif,WingTip_EmbDuif
542.09,7.96633333333,39.7286666667,23.3576666667,9.72833333333,5.95433333333,5.28333333333,10.356,4.453,6.3306,34.0596666667,11.1193333333
542.43,7.955,39.749,23.365,9.698,5.933,5.242,10.328,4.41833333333,6.3002,34.0823333333,11.1026666667
542.78,7.94566666667,39.722,23.3573333333,9.69133333333,5.88533333333,5.24033333333,10.3296666667,4.42466666667,6.30573333333,34.062,11.1196666667
543.12,7.98133333333,39.728,23.3436666667,9.71366666667,5.88,5.268,10.3233333333,4.43266666667,6.3346,34.0756666667,11.1353333333
543.46,7.998,39.7153333333,23.3713333333,9.74066666667,5.874,5.26766666667,10.3223333333,4.435,6.33906666667,34.0956666667,11.1753333333
543.81,8.02766666667,39.7723333333,23.3576666667,9.72933333333,5.87866666667,5.29566666667,10.345,4.45966666667,6.349,34.103,11.1853333333
544.15,8.038,39.7846666667,23.3406666667,9.73966666667,5.893,5.319,10.3493333333,4.464,6.3772,34.092,11.203
544.49,8.05733333333,39.829,23.321,9.75833333333,5.91333333333,5.32466666667,10.363,4.46466666667,6.40233333333,34.1086666667,11.217
544.84,8.08366666667,39.9073333333,23.361,9.79366666667,5.96366666667,5.31933333333,10.3553333333,4.48666666667,6.42466666667,34.1903333333,11.2336666667
545.18,8.09566666667,39.9486666667,23.3863333333,9.83066666667,5.98333333333,5.326,10.34,4.472,6.4234,34.2143333333,11.2883333333
545.52,8.11966666667,40.0446666667,23.4156666667,9.824,6.00266666667,5.33166666667,10.38,4.51133333333,6.448,34.282,11.3323333333
545.87,8.167,40.0986666667,23.453,9.85466666667,6.023,5.379,10.4103333333,4.524,6.46373333333,34.28,11.3513333333
546.21,8.2,40.134,23.498,9.91966666667,6.078,5.44833333333,10.4363333333,4.587,6.50566666667,34.33,11.4353333333
546.55,8.19233333333,40.1,23.491,9.90133333333,6.11933333333,5.45666666667,10.381,4.58633333333,6.5036,34.3543333333,11.4396666667
546.90,8.198,40.2036666667,23.5746666667,9.938,6.18166666667,5.47466666667,10.4503333333,4.60066666667,6.5322,34.4623333333,11.4783333333
547.24,8.25833333333,40.3003333333,23.6213333333,9.98733333333,6.23866666667,5.52366666667,10.5103333333,4.66466666667,6.56866666667,34.5516666667,11.529
547.58,8.282,40.3436666667,23.6846666667,10.055,6.27666666667,5.52466666667,10.5226666667,4.686,6.56853333333,34.6516666667,11.592
547.92,8.28433333333,40.4196666667,23.7516666667,10.102,6.304,5.517,10.536,4.68133333333,6.5494,34.743,11.5906666667
548.27,8.307,40.4286666667,23.8373333333,10.174,6.34366666667,5.508,10.5373333333,4.70266666667,6.57706666667,34.795,11.6186666667
548.61,8.34,40.47,23.8863333333,10.1553333333,6.34733333333,5.51033333333,10.556,4.70266666667,6.5634,34.872,11.647
548.95,8.38066666667,40.5293333333,23.908,10.1723333333,6.35333333333,5.52033333333,10.5746666667,4.72066666667,6.58046666667,34.9813333333,11.6406666667
549.29,8.41333333333,40.5396666667,23.967,10.2376666667,6.36066666667,5.561,10.5826666667,4.69866666667,6.57773333333,35.0086666667,11.6646666667
549.64,8.41466666667,40.646,24.015,10.299,6.38366666667,5.54766666667,10.5953333333,4.709,6.59233333333,35.0753333333,11.6676666667
549.98,8.43566666667,40.7413333333,24.0526666667,10.2703333333,6.35366666667,5.509,10.6783333333,4.705,6.6026,35.1666666667,11.673
550.32,8.541,40.8986666667,24.1646666667,10.3656666667,6.4,5.538,10.7826666667,4.75033333333,6.628,35.2673333333,11.7363333333
550.66,8.567,40.8743333333,24.2026666667,10.2943333333,6.41366666667,5.476,10.7023333333,4.74166666667,6.58666666667,35.2596666667,11.6906666667
551.01,8.594,40.9083333333,24.262,10.2866666667,6.44066666667,5.479,10.6993333333,4.74066666667,6.60166666667,35.2766666667,11.6793333333
551.35,8.61033333333,40.9606666667,24.3003333333,10.283,6.40666666667,5.47066666667,10.7373333333,4.71633333333,6.63026666667,35.282,11.6463333333
551.69,8.601,40.95,24.2996666667,10.264,6.36966666667,5.479,10.7683333333,4.72133333333,6.63093333333,35.2533333333,11.674
552.03,8.60533333333,40.9973333333,24.343,10.22,6.35833333333,5.49233333333,10.796,4.732,6.59486666667,35.258,11.6946666667
552.38,8.62366666667,41.0526666667,24.3423333333,10.2883333333,6.39833333333,5.543,10.855,4.74966666667,6.65766666667,35.2483333333,11.7356666667
552.72,8.531,41.041,24.2973333333,10.1993333333,6.32866666667,5.486,10.8253333333,4.69866666667,6.61893333333,35.1563333333,11.6856666667
553.06,8.493,41.102,24.2863333333,10.187,6.341,5.45566666667,10.7973333333,4.68266666667,6.6364,35.2163333333,11.6546666667
553.40,8.487,41.1,24.2686666667,10.1436666667,6.36966666667,5.45733333333,10.8163333333,4.69533333333,6.64793333333,35.2343333333,11.6636666667
553.74,8.49633333333,41.128,24.3273333333,10.199,6.36233333333,5.47666666667,10.768,4.68833333333,6.62973333333,35.2763333333,11.6913333333
554.09,8.44466666667,41.156,24.3286666667,10.199,6.41433333333,5.47533333333,10.7813333333,4.648,6.64386666667,35.3516666667,11.7023333333
554.43,8.457,41.255,24.317,10.2796666667,6.396,5.52833333333,10.8376666667,4.653,6.71626666667,35.42,11.799
554.77,8.43833333333,41.3046666667,24.3806666667,10.2876666667,6.415,5.50833333333,10.8606666667,4.605,6.73026666667,35.4376666667,11.797
555.11,8.41166666667,41.2506666667,24.2516666667,10.2603333333,6.40933333333,5.46833333333,10.7293333333,4.583,6.66586666667,35.399,11.7953333333
555.45,8.408,41.2513333333,24.292,10.2486666667,6.4,5.424,10.7173333333,4.532,6.63226666667,35.4683333333,11.7403333333
555.80,8.41133333333,41.2696666667,24.2563333333,10.2586666667,6.383,5.458,10.7253333333,4.52133333333,6.64773333333,35.5816666667,11.769
556.14,8.32966666667,41.2373333333,24.2146666667,10.1996666667,6.321,5.35966666667,10.6833333333,4.451,6.57966666667,35.532,11.6863333333
556.48,8.40033333333,41.2943333333,24.3043333333,10.322,6.42,5.44966666667,10.677,4.49533333333,6.66273333333,35.64,11.748
556.82,8.45066666667,41.2943333333,24.3146666667,10.3666666667,6.42366666667,5.45966666667,10.739,4.523,6.666,35.6433333333,11.7676666667
557.16,8.50333333333,41.2716666667,24.351,10.412,6.43,5.48333333333,10.793,4.55066666667,6.7012,35.6716666667,11.8566666667
557.50,8.422,41.214,24.263,10.329,6.43666666667,5.40666666667,10.78,4.50566666667,6.71093333333,35.678,11.75
557.85,8.37466666667,41.241,24.3036666667,10.364,6.38333333333,5.41066666667,10.7583333333,4.56066666667,6.707,35.6093333333,11.7486666667
558.19,8.403,41.2606666667,24.404,10.3596666667,6.37166666667,5.436,10.762,4.57366666667,6.67853333333,35.5703333333,11.7203333333
558.53,8.385,41.2833333333,24.386,10.3946666667,6.33133333333,5.427,10.7683333333,4.63566666667,6.73066666667,35.6436666667,11.781
558.87,8.44733333333,41.293,24.5593333333,10.4813333333,6.35966666667,5.46666666667,10.86,4.67166666667,6.8212,35.694,11.7563333333
559.21,8.47766666667,41.4033333333,24.627,10.5623333333,6.45466666667,5.57633333333,10.9543333333,4.78,6.93586666667,35.7556666667,11.883
559.55,8.44733333333,41.3606666667,24.6846666667,10.5863333333,6.48433333333,5.48733333333,10.9106666667,4.75333333333,6.9282,35.703,11.9093333333
559.89,8.53366666667,41.41,24.7473333333,10.6776666667,6.55233333333,5.56866666667,10.9643333333,4.75366666667,6.9792,35.7496666667,11.9723333333
560.23,8.55166666667,41.4686666667,24.8093333333,10.7463333333,6.58266666667,5.57633333333,11.0353333333,4.785,7.0032,35.829,11.9933333333
560.58,8.49133333333,41.472,24.803,10.698,6.60466666667,5.55533333333,10.9993333333,4.77466666667,6.9944,35.824,11.9696666667
560.92,8.46033333333,41.4823333333,24.8333333333,10.717,6.60066666667,5.53533333333,10.9626666667,4.74033333333,6.99553333333,35.841,11.9273333333
561.26,8.52233333333,41.5473333333,24.874,10.7913333333,6.61266666667,5.60266666667,10.9823333333,4.778,7.04673333333,35.7436666667,11.9736666667
561.60,8.58133333333,41.5663333333,24.8983333333,10.784,6.57866666667,5.55366666667,11.0456666667,4.709,7.0678,35.759,11.9403333333
561.94,8.522,41.5366666667,24.8826666667,10.8146666667,6.62333333333,5.556,11.0506666667,4.71933333333,7.06626666667,35.8076666667,11.9396666667
562.28,8.508,41.5226666667,24.932,10.8176666667,6.62166666667,5.55366666667,11.0503333333,4.71833333333,7.0314,35.774,11.896
562.62,8.477,41.619,24.9406666667,10.803,6.60033333333,5.476,11.0873333333,4.65966666667,7.00146666667,35.8383333333,11.8956666667
562.96,8.423,41.5676666667,24.9056666667,10.7723333333,6.53566666667,5.41733333333,11.0126666667,4.60733333333,6.98446666667,35.7783333333,11.838
563.30,8.43566666667,41.5736666667,24.851,10.7253333333,6.474,5.40533333333,11.0096666667,4.559,6.97086666667,35.7463333333,11.719
563.64,8.373,41.5783333333,24.9073333333,10.6813333333,6.413,5.349,10.9676666667,4.57933333333,6.96953333333,35.7483333333,11.6613333333
563.99,8.394,41.584,24.8646666667,10.6436666667,6.38,5.28533333333,10.9676666667,4.545,6.97166666667,35.6646666667,11.6423333333
564.33,8.424,41.6676666667,24.93,10.7,6.34433333333,5.268,11.0113333333,4.48666666667,6.96646666667,35.7293333333,11.6843333333
564.67,8.37866666667,41.685,24.9163333333,10.682,6.32966666667,5.25733333333,11.0126666667,4.438,6.93733333333,35.6286666667,11.6543333333
565.01,8.37733333333,41.7093333333,24.9283333333,10.706,6.33833333333,5.23966666667,11.057,4.45666666667,6.95086666667,35.6743333333,11.702
565.35,8.41066666667,41.6556666667,24.8866666667,10.6933333333,6.30833333333,5.25866666667,11.0276666667,4.461,6.9386,35.6893333333,11.6526666667
565.69,8.43533333333,41.6786666667,24.8743333333,10.7193333333,6.26066666667,5.22,11.037,4.438,6.97126666667,35.6483333333,11.6286666667
566.03,8.45566666667,41.7116666667,24.8296666667,10.755,6.269,5.20233333333,11.0723333333,4.404,6.9782,35.653,11.6613333333
566.37,8.44233333333,41.657,24.7953333333,10.7676666667,6.25666666667,5.22733333333,11.065,4.44733333333,7.012,35.6063333333,11.6676666667
566.71,8.455,41.777,24.8853333333,10.8273333333,6.255,5.193,11.065,4.41933333333,6.99693333333,35.665,11.6913333333
567.05,8.476,41.8436666667,25.0076666667,10.9116666667,6.316,5.258,11.1763333333,4.48733333333,7.0706,35.71,11.724
567.39,8.49066666667,41.7946666667,24.979,10.9016666667,6.28933333333,5.22866666667,11.1786666667,4.47566666667,7.06593333333,35.7083333333,11.73
567.73,8.49866666667,41.8183333333,25.0733333333,10.9376666667,6.30966666667,5.25266666667,11.204,4.531,7.0556,35.7736666667,11.735
568.07,8.545,41.7286666667,25.1183333333,10.9806666667,6.34966666667,5.29033333333,11.208,4.597,7.113,35.7516666667,11.7016666667
568.41,8.62133333333,41.79,25.1376666667,11.0546666667,6.36033333333,5.31433333333,11.255,4.65966666667,7.17926666667,35.7863333333,11.6966666667
568.75,8.607,41.817,25.2353333333,11.048,6.36433333333,5.299,11.2526666667,4.66233333333,7.1648,35.8043333333,11.671
569.09,8.58133333333,41.8676666667,25.3203333333,11.1353333333,6.47,5.33333333333,11.2893333333,4.697,7.24233333333,35.8056666667,11.72
569.43,8.51266666667,41.7963333333,25.332,11.0556666667,6.39466666667,5.275,11.309,4.637,7.19086666667,35.7456666667,11.6846666667
569.77,8.52833333333,41.7586666667,25.362,11.0653333333,6.39166666667,5.29066666667,11.289,4.64366666667,7.2054,35.715,11.6343333333
570.11,8.598,41.8903333333,25.4433333333,11.056,6.432,5.34933333333,11.3363333333,4.64433333333,7.23546666667,35.7156666667,11.6743333333
570.45,8.64766666667,41.8546666667,25.363,11.054,6.43433333333,5.36033333333,11.349,4.70966666667,7.26186666667,35.7353333333,11.6786666667
570.79,8.63933333333,41.871,25.321,11.0703333333,6.40266666667,5.368,11.2806666667,4.71333333333,7.24853333333,35.6956666667,11.6846666667
571.13,8.68733333333,41.94,25.3866666667,11.1643333333,6.37733333333,5.36966666667,11.3223333333,4.73466666667,7.266,35.748,11.7453333333
571.47,8.71033333333,41.936,25.3076666667,11.148,6.34966666667,5.328,11.3183333333,4.713,7.279,35.68,11.742
571.81,8.66033333333,42.014,25.3043333333,11.1283333333,6.29466666667,5.279,11.3486666667,4.69233333333,7.2556,35.6516666667,11.725
572.15,8.628,41.9776666667,25.3076666667,11.126,6.23566666667,5.23666666667,11.3313333333,4.665,7.23766666667,35.6746666667,11.7366666667
572.49,8.63033333333,42.0446666667,25.3526666667,11.1356666667,6.23233333333,5.27266666667,11.3263333333,4.64433333333,7.2562,35.7506666667,11.7306666667
572.83,8.64566666667,42.0583333333,25.324,11.1203333333,6.186,5.26233333333,11.3296666667,4.655,7.23926666667,35.7353333333,11.7423333333
573.17,8.74433333333,42.183,25.3603333333,11.2396666667,6.261,5.34366666667,11.376,4.749,7.30733333333,35.8246666667,11.796
573.51,8.69833333333,42.172,25.3533333333,11.218,6.25533333333,5.30466666667,11.3323333333,4.713,7.25553333333,35.808,11.7923333333
573.85,8.66866666667,42.1416666667,25.3443333333,11.2543333333,6.24333333333,5.29133333333,11.3056666667,4.692,7.252,35.796,11.7196666667
574.19,8.63733333333,42.0626666667,25.3403333333,11.2083333333,6.20166666667,5.28866666667,11.299,4.62433333333,7.20833333333,35.7073333333,11.6346666667
574.53,8.64566666667,42.0793333333,25.329,11.1513333333,6.18033333333,5.24633333333,11.3233333333,4.54966666667,7.19633333333,35.7086666667,11.595
574.87,8.668,42.1486666667,25.391,11.194,6.26833333333,5.312,11.3453333333,4.56033333333,7.21373333333,35.7213333333,11.599
575.21,8.65,42.0923333333,25.477,11.2316666667,6.29066666667,5.35466666667,11.3463333333,4.542,7.2192,35.7626666667,11.5683333333
575.55,8.69666666667,42.1093333333,25.4536666667,11.2873333333,6.31466666667,5.37733333333,11.3313333333,4.50733333333,7.2256,35.8063333333,11.5816666667
575.89,8.77166666667,42.1633333333,25.5563333333,11.2883333333,6.414,5.43533333333,11.414,4.542,7.26813333333,35.8633333333,11.593
576.22,8.81033333333,42.0856666667,25.522,11.3493333333,6.40833333333,5.38533333333,11.388,4.52,7.24293333333,35.81,11.563
576.56,8.787,42.036,25.5326666667,11.3556666667,6.39133333333,5.35533333333,11.3153333333,4.477,7.21533333333,35.7866666667,11.5673333333
576.90,8.73666666667,41.963,25.53,11.3213333333,6.38633333333,5.28866666667,11.2586666667,4.429,7.21013333333,35.7196666667,11.503
577.24,8.78033333333,41.9433333333,25.5666666667,11.3856666667,6.393,5.34333333333,11.271,4.477,7.2444,35.719,11.52
577.58,8.77033333333,41.888,25.608,11.389,6.369,5.27333333333,11.2813333333,4.439,7.20466666667,35.708,11.536
577.92,8.86266666667,41.9496666667,25.751,11.4726666667,6.46533333333,5.293,11.3166666667,4.53466666667,7.30306666667,35.76,11.6353333333
578.26,8.93866666667,41.9703333333,25.8396666667,11.5963333333,6.54233333333,5.35066666667,11.346,4.64233333333,7.326,35.7866666667,11.6993333333
578.60,8.917,41.874,25.802,11.572,6.504,5.337,11.3283333333,4.657,7.34206666667,35.7643333333,11.6393333333
578.94,8.93266666667,41.898,25.8483333333,11.6363333333,6.539,5.322,11.3,4.69766666667,7.33326666667,35.725,11.7163333333
579.28,8.95033333333,41.837,25.9323333333,11.6586666667,6.56766666667,5.29533333333,11.3173333333,4.778,7.35746666667,35.6706666667,11.7626666667
579.61,8.956,41.863,25.9033333333,11.7,6.57533333333,5.269,11.2556666667,4.81566666667,7.34306666667,35.639,11.852
579.95,8.95066666667,41.9246666667,25.8953333333,11.615,6.56466666667,5.266,11.279,4.85966666667,7.3678,35.6326666667,11.905
580.29,9.01366666667,41.9726666667,25.9183333333,11.658,6.61066666667,5.29033333333,11.3673333333,4.924,7.38953333333,35.621,11.885
580.63,9.10933333333,41.968,26.0583333333,11.6823333333,6.66333333333,5.376,11.3836666667,4.90966666667,7.37846666667,35.7146666667,11.9483333333
580.97,9.14233333333,42.0163333333,26.0876666667,11.641,6.615,5.347,11.386,4.91433333333,7.39366666667,35.7116666667,11.927
581.31,9.13433333333,41.949,26.0583333333,11.562,6.558,5.33933333333,11.2983333333,4.89233333333,7.3878,35.7176666667,11.906
581.65,9.148,41.9996666667,25.9966666667,11.537,6.52033333333,5.35733333333,11.3333333333,4.84433333333,7.35466666667,35.6556666667,11.917
581.98,9.10333333333,41.9383333333,25.968,11.581,6.48566666667,5.32966666667,11.336,4.78766666667,7.344,35.6243333333,11.9203333333
582.32,9.107,42.0183333333,25.9393333333,11.6023333333,6.49566666667,5.33533333333,11.322,4.74,7.2876,35.5693333333,11.94
582.66,9.14033333333,42.117,25.981,11.597,6.48766666667,5.43433333333,11.4296666667,4.774,7.34413333333,35.6886666667,12.0053333333
583.00,9.16833333333,42.236,25.9773333333,11.5693333333,6.50333333333,5.49433333333,11.4256666667,4.721,7.33626666667,35.728,12.0256666667
583.34,9.18833333333,42.1706666667,25.9833333333,11.6106666667,6.5,5.557,11.4536666667,4.78566666667,7.3428,35.7336666667,12.054
583.68,9.283,42.121,26.0453333333,11.7396666667,6.63866666667,5.663,11.4946666667,4.78433333333,7.36386666667,35.7483333333,12.12
584.01,9.25666666667,42.152,26.0443333333,11.73,6.60033333333,5.64166666667,11.4576666667,4.755,7.3912,35.8086666667,12.1463333333
584.35,9.17433333333,42.1333333333,25.841,11.6963333333,6.50633333333,5.52466666667,11.3916666667,4.64833333333,7.2894,35.6773333333,12.0553333333
584.69,9.22233333333,42.197,25.866,11.7456666667,6.54433333333,5.578,11.4176666667,4.66166666667,7.32186666667,35.7843333333,12.1116666667
585.03,9.221,42.2803333333,25.8413333333,11.901,6.614,5.61466666667,11.5233333333,4.71666666667,7.3484,35.7946666667,12.1866666667
585.37,9.21433333333,42.2853333333,25.8933333333,11.9473333333,6.65633333333,5.60433333333,11.5543333333,4.74233333333,7.34493333333,35.9176666667,12.198
585.70,9.30033333333,42.3266666667,25.9046666667,11.941,6.71533333333,5.61966666667,11.5543333333,4.82566666667,7.39946666667,35.9226666667,12.25
586.04,9.361,42.3426666667,26.0553333333,11.9863333333,6.81066666667,5.68266666667,11.586,4.87933333333,7.51393333333,35.9986666667,12.3823333333
586.38,9.39466666667,42.3206666667,25.9456666667,12.0083333333,6.82933333333,5.64833333333,11.55,4.84733333333,7.52253333333,35.9273333333,12.311
586.72,9.419,42.364,26.0333333333,12.064,6.87833333333,5.63133333333,11.589,4.86833333333,7.5604,35.9093333333,12.3056666667
587.06,9.39666666667,42.4316666667,26.0636666667,12.0776666667,6.88,5.729,11.5286666667,4.82133333333,7.5654,35.921,12.3256666667
587.39,9.40833333333,42.4033333333,26.0213333333,12.0703333333,6.846,5.71833333333,11.494,4.85933333333,7.55933333333,35.8473333333,12.349
587.73,9.48433333333,42.4743333333,26.0763333333,12.1156666667,6.95966666667,5.73133333333,11.5433333333,4.881,7.54506666667,35.871,12.389
588.07,9.58333333333,42.606,26.1523333333,12.14,7.053,5.806,11.6143333333,4.99366666667,7.64226666667,35.9786666667,12.4916666667
588.41,9.574,42.67,26.2246666667,12.171,7.113,5.764,11.6443333333,5.06433333333,7.68573333333,36.0316666667,12.5336666667
588.74,9.70833333333,42.7926666667,26.311,12.186,7.20066666667,5.85466666667,11.6513333333,5.15666666667,7.7374,36.0963333333,12.5786666667
589.08,9.75466666667,42.8173333333,26.2736666667,12.1556666667,7.254,5.90233333333,11.606,5.17266666667,7.778,36.0733333333,12.574
589.42,9.77966666667,42.8726666667,26.391,12.123,7.30666666667,5.96233333333,11.695,5.236,7.83886666667,36.1836666667,12.6363333333
589.76,9.77633333333,42.9693333333,26.393,12.1233333333,7.29766666667,5.983,11.7786666667,5.32966666667,7.84886666667,36.2373333333,12.672
590.09,9.83933333333,43.0316666667,26.4686666667,12.0906666667,7.28733333333,5.98566666667,11.8346666667,5.31566666667,7.8618,36.3356666667,12.7073333333
590.43,9.845,42.9833333333,26.3766666667,12.046,7.237,6.008,11.7593333333,5.38933333333,7.86806666667,36.3823333333,12.778
590.77,9.85533333333,42.9386666667,26.3463333333,12.004,7.18966666667,5.80366666667,11.778,5.32533333333,7.86166666667,36.4126666667,12.683
591.11,9.84733333333,43.1416666667,26.4033333333,12.0516666667,7.23,5.79766666667,11.8973333333,5.38466666667,7.9556,36.5636666667,12.6713333333
591.44,9.77766666667,43.1196666667,26.2956666667,12.0073333333,7.15533333333,5.821,11.9176666667,5.389,7.96553333333,36.517,12.669
591.78,9.72566666667,43.063,26.3286666667,12.0693333333,7.145,5.80766666667,11.9203333333,5.39533333333,7.96153333333,36.4883333333,12.692
592.12,9.69566666667,43.0356666667,26.272,12.0743333333,7.11433333333,5.86566666667,11.9333333333,5.31033333333,7.92153333333,36.4986666667,12.7483333333
592.46,9.64766666667,42.9673333333,26.305,12.0746666667,7.136,5.85866666667,12.0063333333,5.28933333333,7.96006666667,36.5836666667,12.7983333333
592.79,9.58066666667,42.9053333333,26.2473333333,12.0333333333,7.03266666667,5.78,11.9803333333,5.177,7.8118,36.486,12.7756666667
593.13,9.56133333333,42.941,26.1663333333,12.0876666667,7.02833333333,5.734,11.9176666667,5.126,7.75793333333,36.4836666667,12.778
593.47,9.594,42.9553333333,26.179,12.117,7.086,5.70466666667,11.939,5.079,7.7588,36.469,12.802
593.80,9.51866666667,42.8476666667,26.1353333333,12.144,7.087,5.66333333333,11.8966666667,5.103,7.71486666667,36.3693333333,12.833
594.14,9.459,42.885,26.2316666667,12.16,7.10566666667,5.68666666667,11.98,5.06933333333,7.6878,36.435,12.8223333333
594.48,9.47533333333,42.9533333333,26.3173333333,12.1903333333,7.20933333333,5.795,12.016,5.11733333333,7.71373333333,36.4763333333,12.8556666667
594.81,9.47866666667,42.9656666667,26.376,12.1863333333,7.22766666667,5.89566666667,11.998,5.09933333333,7.71186666667,36.487,12.9063333333
595.15,9.51866666667,42.9396666667,26.4983333333,12.1766666667,7.21766666667,5.904,11.9573333333,5.05233333333,7.68033333333,36.5513333333,12.908
595.49,9.502,42.9346666667,26.5376666667,12.1343333333,7.25633333333,5.94766666667,11.9323333333,5.09433333333,7.68413333333,36.5976666667,12.9083333333
595.82,9.53566666667,42.987,26.575,12.1326666667,7.33833333333,5.954,11.9423333333,5.14066666667,7.70106666667,36.6143333333,12.8473333333
596.16,9.53433333333,43.0266666667,26.5766666667,12.1493333333,7.325,5.94933333333,11.9263333333,5.14366666667,7.6836,36.5516666667,12.8463333333
596.50,9.547,43.112,26.69,12.1666666667,7.33666666667,5.964,11.9256666667,5.23566666667,7.7554,36.707,12.8873333333
596.83,9.497,43.111,26.6793333333,12.1266666667,7.31233333333,5.92933333333,11.9016666667,5.227,7.7344,36.7056666667,12.8823333333
597.17,9.52066666667,43.0433333333,26.586,12.12,7.339,5.97733333333,11.8623333333,5.29733333333,7.76986666667,36.6556666667,12.8443333333
597.51,9.516,43.1143333333,26.672,12.1306666667,7.38166666667,6.03966666667,11.829,5.32666666667,7.82626666667,36.66,12.7896666667
597.84,9.60966666667,43.128,26.6843333333,12.179,7.45933333333,6.08766666667,11.857,5.34666666667,7.9108,36.6176666667,12.853
598.18,9.658,43.1176666667,26.7156666667,12.2113333333,7.51166666667,6.11233333333,11.8566666667,5.41433333333,7.9476,36.6353333333,12.926
598.52,9.645,43.1153333333,26.713,12.2413333333,7.47533333333,6.07466666667,11.8343333333,5.44033333333,7.94486666667,36.6766666667,12.9356666667
598.85,9.73733333333,43.1713333333,26.8086666667,12.3386666667,7.59533333333,6.156,11.9396666667,5.58633333333,8.07146666667,36.7093333333,13.0373333333
599.19,9.766,43.2383333333,26.782,12.3933333333,7.62066666667,6.194,11.973,5.60066666667,8.13666666667,36.7016666667,13.067
599.53,9.81966666667,43.23,26.8126666667,12.4166666667,7.63266666667,6.22666666667,11.994,5.59766666667,8.191,36.675,13.0906666667
599.86,9.82266666667,43.1996666667,26.7273333333,12.3883333333,7.64866666667,6.25366666667,12.007,5.61866666667,8.20846666667,36.6883333333,13.0626666667
600.20,9.85533333333,43.2046666667,26.7176666667,12.446,7.73166666667,6.30166666667,12.085,5.61466666667,8.2686,36.613,13.1106666667
600.53,9.932,43.2426666667,26.8503333333,12.531,7.69766666667,6.37666666667,12.18,5.63566666667,8.3548,36.737,13.1813333333
600.87,9.864,43.259,26.9026666667,12.5116666667,7.56033333333,6.27166666667,12.1616666667,5.54933333333,8.32913333333,36.826,13.157
601.21,9.81366666667,43.2193333333,26.7833333333,12.449,7.513,6.161,12.18,5.38133333333,8.27726666667,36.848,13.1366666667
601.54,9.703,43.1633333333,26.6426666667,12.366,7.42966666667,6.07633333333,12.0903333333,5.32566666667,8.20206666667,36.8353333333,13.083
601.88,9.71066666667,43.29,26.6306666667,12.3763333333,7.348,6.11733333333,12.122,5.322,8.21233333333,36.8743333333,13.0963333333
602.21,9.751,43.2466666667,26.688,12.3683333333,7.40533333333,6.17533333333,12.219,5.373,8.26826666667,36.8346666667,13.185
602.55,9.75033333333,43.2466666667,26.6713333333,12.3726666667,7.39466666667,6.09366666667,12.2016666667,5.35666666667,8.24766666667,36.815,13.173
602.88,9.89066666667,43.31,26.824,12.4623333333,7.49933333333,6.16733333333,12.3463333333,5.52666666667,8.34873333333,36.8793333333,13.3426666667
603.22,9.88633333333,43.2743333333,26.8386666667,12.4783333333,7.486,6.155,12.3853333333,5.55633333333,8.35326666667,36.9126666667,13.3746666667
603.56,9.88566666667,43.374,26.9573333333,12.4936666667,7.506,6.147,12.4016666667,5.54366666667,8.36246666667,37.0273333333,13.4353333333
603.89,9.894,43.4073333333,27.005,12.5506666667,7.549,6.211,12.4513333333,5.589,8.41786666667,37.088,13.452
604.23,9.82266666667,43.3616666667,26.907,12.448,7.56433333333,6.14266666667,12.414,5.54766666667,8.35853333333,37.0276666667,13.378
604.56,9.808,43.3053333333,26.9326666667,12.461,7.56866666667,6.15566666667,12.4226666667,5.55866666667,8.34633333333,37.0313333333,13.3846666667
604.90,9.91633333333,43.387,27.088,12.5473333333,7.63233333333,6.286,12.482,5.70433333333,8.3864,37.1326666667,13.4743333333
605.23,9.99133333333,43.5026666667,27.2773333333,12.703,7.716,6.41333333333,12.5693333333,5.807,8.4686,37.308,13.539
605.57,9.88,43.3953333333,27.2296666667,12.6686666667,7.696,6.328,12.5186666667,5.75666666667,8.40913333333,37.2553333333,13.4346666667
605.90,9.83933333333,43.3793333333,27.184,12.6553333333,7.67033333333,6.273,12.4593333333,5.72033333333,8.36006666667,37.2966666667,13.335
606.24,9.832,43.407,27.2206666667,12.6606666667,7.68766666667,6.368,12.5033333333,5.72666666667,8.42646666667,37.3436666667,13.3616666667
606.58,9.75766666667,43.3773333333,27.1813333333,12.6546666667,7.647,6.30666666667,12.4493333333,5.662,8.37313333333,37.4,13.2373333333
606.91,9.729,43.4043333333,27.248,12.6823333333,7.68033333333,6.32633333333,12.4433333333,5.746,8.43013333333,37.4173333333,13.2843333333
607.25,9.671,43.3163333333,27.26,12.711,7.64933333333,6.30766666667,12.441,5.74166666667,8.41673333333,37.347,13.255
607.58,9.70566666667,43.365,27.2683333333,12.762,7.652,6.323,12.5023333333,5.81533333333,8.45146666667,37.3643333333,13.29
607.92,9.79266666667,43.4026666667,27.429,12.882,7.71633333333,6.413,12.5513333333,5.92866666667,8.53473333333,37.4216666667,13.415
608.25,9.78733333333,43.4056666667,27.4053333333,12.886,7.79666666667,6.41366666667,12.5506666667,5.88,8.5562,37.431,13.3996666667
608.59,9.71866666667,43.2746666667,27.319,12.846,7.782,6.32666666667,12.5636666667,5.88533333333,8.60646666667,37.393,13.4006666667
