wavelength,Back_TanCypf,Belly_TanCypf,Breast_TanCypf,Crissum_TanCypf,Crown_TanCypf,DorTail_TanCypf,Patch10_TanCypf,Rump_TanCypf,Throat_TanCypf,WingTip_TanCypf
557.16,32.0646666666,49.654,44.0591666667,34.816,20.4268333334,9.2655,22.2688333334,39.5065,30.1198333334,9.58783333335
557.50,32.1223333333,49.6125,44.1153333333,34.7995833334,20.4233333334,9.22866666667,22.2058333333,39.4833333334,30.094,9.51983333334
557.85,32.1131666667,49.5543333334,44.0978333333,34.8275,20.4861666666,9.23183333333,22.2023333333,39.4733333333,30.0578333333,9.53916666667
558.19,32.194,49.6743333333,44.2931666666,34.8931666667,20.5981666667,9.27016666667,22.1888333333,39.612,30.1676666666,9.58966666668
558.53,32.2756666667,49.7598333334,44.348,34.9515,20.6793333334,9.32783333334,22.2218333333,39.7038333333,30.23,9.63983333335
558.87,32.301,49.8225,44.3783333333,35.014,20.7738333333,9.366,22.2261666667,39.7475,30.2386666667,9.68333333335
559.21,32.4038333334,49.8318333333,44.4668333333,35.08575,20.8385,9.39816666666,22.2393333333,39.8208333333,30.2938333334,9.74666666665
559.55,32.5435,49.9818333333,44.5836666667,35.1709166667,20.9833333334,9.51883333333,22.3455,39.9638333333,30.41,9.83966666668
559.89,32.5643333333,49.9768333333,44.641,35.1910833334,21.0053333333,9.57883333331,22.3538333333,40.0523333333,30.4565,9.86633333333
560.23,32.7136666667,50.1471666667,44.7891666667,35.2980833334,21.0733333333,9.62133333335,22.3743333334,40.1893333333,30.5501666667,9.92216666669
560.58,32.7071666667,50.1375,44.8045,35.2764166667,21.0775,9.55633333333,22.3478333333,40.1635,30.5496666666,9.92833333334
560.92,32.6725,50.0863333333,44.786,35.25,21.1133333333,9.55066666669,22.268,40.1821666666,30.5148333333,9.92333333335
561.26,32.616,50.0558333333,44.7288333333,35.2235833333,21.0991666667,9.5,22.1906666667,40.1538333334,30.4576666666,9.90166666665
561.60,32.6836666667,50.1021666666,44.7713333334,35.2081666667,21.0925,9.508,22.1355,40.1828333333,30.4646666667,9.8985
561.94,32.6731666667,50.0656666667,44.7373333333,35.1499166667,21.0843333333,9.50866666667,22.0948333333,40.1406666666,30.3973333333,9.87733333335
562.28,32.7203333333,50.0523333333,44.7898333334,35.1658333334,21.1073333333,9.51566666667,22.0371666667,40.2093333334,30.4503333333,9.86066666665
562.62,32.7733333333,50.109,44.875,35.1978333334,21.1293333333,9.50583333333,22.0176666667,40.28,30.514,9.85716666666
562.96,32.7698333333,50.0983333333,44.8593333333,35.1745,21.1413333333,9.48716666667,21.9498333333,40.257,30.4785,9.81599999998
563.30,32.7153333334,50.0931666666,44.803,35.1693333333,21.0641666667,9.40866666666,21.8593333334,40.2056666667,30.3825,9.75000000001
563.64,32.7216666667,50.0921666667,44.8216666667,35.127,21.0505,9.38466666666,21.8191666666,40.1996666667,30.3483333333,9.75633333331
563.99,32.6558333334,50.0431666667,44.7878333334,35.0814166667,21.0276666666,9.30133333334,21.7841666667,40.1753333333,30.2801666666,9.73000000001
564.33,32.675,50.0021666667,44.8123333333,35.1343333333,20.9991666666,9.33316666667,21.7913333333,40.2298333334,30.288,9.75583333333
564.67,32.7433333334,50.0995,44.9118333334,35.2364166667,21.0093333333,9.33016666667,21.788,40.2721666667,30.3438333333,9.74866666666
565.01,32.8483333333,50.1821666666,44.9721666667,35.3495,21.1008333333,9.43883333333,21.8701666667,40.3371666666,30.4826666667,9.83716666669
565.35,32.8453333333,50.1285,44.9753333333,35.3425,21.1271666666,9.44516666666,21.8333333333,40.3471666666,30.4966666667,9.81366666669
565.69,32.8251666667,50.0755,44.937,35.3423333333,21.106,9.39416666667,21.7498333334,40.3046666667,30.5005,9.80483333331
566.03,32.8095,50.0405,44.925,35.32,21.1276666667,9.41516666666,21.7561666666,40.261,30.4526666666,9.81483333332
566.37,32.8043333334,50.0263333333,44.9285,35.3364166666,21.1211666666,9.402,21.7105,40.2671666666,30.4383333333,9.79083333334
566.71,32.8283333334,50.0555,44.9628333333,35.41025,21.1441666667,9.414,21.7275,40.29,30.4316666667,9.82700000001
567.05,32.8878333334,50.0456666666,45.0196666666,35.4419166667,21.2121666667,9.46033333333,21.749,40.3316666667,30.4911666667,9.90183333335
567.39,32.9283333333,50.0515,45.0621666667,35.4775,21.279,9.442,21.7205,40.35,30.5195,9.89250000002
567.73,32.9783333333,50.0243333334,45.0691666666,35.48075,21.3086666666,9.51999999999,21.6965,40.345,30.5691666666,9.93533333333
568.07,32.9775,50.0913333333,45.1115,35.4848333333,21.3825,9.53083333331,21.6626666667,40.3236666666,30.5823333334,9.92333333334
568.41,33.015,50.1236666666,45.1626666666,35.5089166666,21.4656666667,9.58683333331,21.6931666667,40.3215,30.6433333333,9.97816666667
568.75,33.0128333334,50.0748333333,45.1468333334,35.4963333334,21.495,9.54833333332,21.5928333334,40.332,30.6006666667,9.94899999998
569.09,32.9853333333,50.1075,45.1345,35.5340833333,21.5051666666,9.50866666669,21.5585,40.3113333333,30.6013333333,9.94966666665
569.43,33.0066666667,50.0951666667,45.1416666667,35.53625,21.4968333333,9.54366666667,21.5225,40.2686666667,30.5775,9.94099999998
569.77,32.9793333333,50.0701666666,45.1088333333,35.5255833333,21.5043333333,9.52683333335,21.4561666667,40.256,30.5871666667,9.94650000001
570.11,32.9905,50.0501666667,45.0583333333,35.4746666666,21.5158333333,9.53483333335,21.4293333334,40.2028333333,30.5633333333,9.95150000002
570.45,32.9576666667,50.0706666666,45.0195,35.4341666667,21.4958333333,9.51033333331,21.3555,40.2095,30.5806666666,9.96466666665
570.79,32.8958333333,50.0213333334,44.9403333333,35.3525,21.4791666667,9.44649999999,21.2616666667,40.168,30.5205,9.89666666666
571.13,32.8521666666,49.9785,44.8703333333,35.3395833333,21.4385,9.48100000001,21.2151666667,40.0903333333,30.4825,9.91350000002
571.47,32.8226666667,50.0035,44.8758333334,35.3750833333,21.4345,9.4075,21.1651666667,40.0951666667,30.4968333333,9.86733333334
571.81,32.8535,49.9356666667,44.7801666667,35.2885,21.4175,9.38266666667,21.083,40.054,30.4613333333,9.84716666669
572.15,32.8728333334,49.9018333333,44.7583333333,35.2899166667,21.4328333334,9.40483333333,21.0353333333,40.0538333333,30.4398333334,9.8505
572.49,32.8831666667,49.9136666667,44.7473333333,35.2634166667,21.3848333334,9.37566666667,20.9781666666,40.0273333334,30.4148333333,9.82966666665
572.83,32.9065,49.8648333333,44.7451666667,35.2771666667,21.3871666666,9.38166666666,20.9503333333,40.0195,30.403,9.85149999999
573.17,32.9315,49.895,44.7961666666,35.3515,21.4746666667,9.397,20.9645,40.0906666667,30.4396666667,9.88933333331
573.51,32.9786666666,49.9143333334,44.7931666667,35.405,21.4778333333,9.422,20.982,40.0921666667,30.4275,9.90299999998
573.85,32.9863333334,49.8625,44.8036666667,35.4575,21.5261666666,9.443,20.9678333333,40.1025,30.4365,9.92916666665
574.19,33.0408333333,49.8708333333,44.8261666666,35.4835,21.6093333333,9.53483333335,21.0155,40.0945,30.4978333334,9.96666666669
574.53,33.0213333334,49.8291666666,44.819,35.4960833334,21.6443333333,9.5675,21.0013333334,40.0661666667,30.4968333334,10.03
574.87,33.0691666667,49.8673333334,44.8483333333,35.5308333334,21.7293333333,9.60516666666,21.0091666666,40.126,30.5431666666,10.0683333333
575.21,33.0203333334,49.7811666666,44.7618333333,35.4671666667,21.7038333334,9.66933333332,20.9505,40.0256666666,30.4846666666,10.091
575.55,32.977,49.7855,44.8205,35.5833333333,21.7595,9.72466666665,20.9511666666,40.0555,30.5055,10.1318333333
575.89,32.9135,49.7363333333,44.7846666666,35.5528333334,21.7181666666,9.69849999998,20.8971666667,39.997,30.4871666666,10.1028333333
576.22,32.8613333334,49.7248333334,44.765,35.5764166666,21.7653333334,9.72066666665,20.8675,39.945,30.5133333333,10.1183333333
576.56,32.8205,49.7753333333,44.7856666667,35.5945,21.8296666666,9.76033333331,20.869,39.9641666667,30.5805,10.1451666667
576.90,32.7368333333,49.689,44.6631666666,35.5175,21.7876666667,9.73450000002,20.7936666667,39.8525,30.5731666667,10.1036666667
577.24,32.6513333333,49.5925,44.6283333333,35.4523333333,21.786,9.69366666666,20.6883333334,39.7838333334,30.5711666667,10.085
577.58,32.5761666666,49.6145,44.5786666667,35.4619166666,21.8068333333,9.73533333332,20.6098333334,39.7626666667,30.6016666666,10.0876666666
577.92,32.4858333334,49.5305,44.5143333333,35.4045833334,21.7261666667,9.63683333331,20.4788333333,39.672,30.5618333333,10.051
578.26,32.5155,49.5416666667,44.5328333333,35.4651666666,21.7211666667,9.66183333332,20.4436666667,39.6818333333,30.6125,10.0133333333
578.60,32.4685,49.4878333333,44.5108333333,35.4425833334,21.6936666667,9.6345,20.3773333333,39.5913333333,30.5916666666,9.95449999998
578.94,32.4413333333,49.464,44.5173333333,35.4421666666,21.7305,9.59583333331,20.3513333333,39.5955,30.5746666667,9.90699999999
579.28,32.4981666667,49.5518333334,44.4765,35.46475,21.8095,9.61250000002,20.3681666667,39.632,30.6786666667,9.94433333333
579.61,32.4248333333,49.4158333333,44.3591666667,35.3523333334,21.7593333333,9.52983333335,20.2676666667,39.5428333334,30.6121666666,9.89816666667
579.95,32.4411666667,49.4075,44.3905,35.3829166667,21.8316666667,9.56983333334,20.3183333333,39.6015,30.6353333333,9.95733333331
580.29,32.4746666667,49.404,44.3223333334,35.367,21.8065,9.55033333335,20.2533333333,39.5493333333,30.615,9.94016666665
580.63,32.44,49.378,44.2845,35.402,21.8636666666,9.5815,20.2591666667,39.5488333333,30.6296666667,9.96683333335
580.97,32.4588333333,49.3721666667,44.2903333333,35.4185,21.9001666667,9.641,20.2441666667,39.5501666667,30.6538333334,10.0721666667
581.31,32.5645,49.4096666667,44.3785,35.4645833333,21.9675,9.67166666667,20.2833333333,39.5831666667,30.7035,10.14
581.65,32.5395,49.4086666667,44.3661666667,35.4811666666,22.0391666666,9.69383333331,20.2638333334,39.5528333334,30.6906666667,10.1023333333
581.98,32.5211666667,49.3726666667,44.3221666666,35.4835833333,22.0421666667,9.72333333335,20.2458333333,39.4456666667,30.6623333333,10.1233333333
582.32,32.4458333334,49.2996666667,44.243,35.4394166667,22.0523333333,9.75666666666,20.255,39.3763333333,30.664,10.1748333334
582.66,32.5165,49.3196666667,44.292,35.5256666666,22.1073333333,9.82716666668,20.2475,39.4015,30.7305,10.2351666667
583.00,32.4481666667,49.196,44.25,35.4888333334,22.0523333333,9.84783333332,20.1573333333,39.2955,30.6748333334,10.271
583.34,32.4421666666,49.2213333333,44.2305,35.5875833333,22.1428333333,9.91850000002,20.152,39.2625,30.7446666666,10.3221666667
583.68,32.4141666666,49.138,44.1636666667,35.5740833334,22.1158333333,9.96149999998,20.0906666667,39.1746666666,30.7551666666,10.3641666667
584.01,32.3598333333,49.0016666666,44.1558333334,35.5160833333,22.1596666667,10.0166666666,20.0645,39.0835,30.7641666666,10.4193333333
584.35,32.4168333333,49.0236666667,44.1945,35.5050833334,22.0965,10.0395,20.0195,39.0391666667,30.731,10.4425
584.69,32.3731666667,49.0245,44.1525,35.5524166667,22.1236666666,10.039,19.9961666666,38.9983333334,30.7183333333,10.3971666667
585.03,32.3348333333,49.0025,44.1118333334,35.5669166667,22.0905,10.04,19.9866666667,39.01,30.727,10.401
585.37,32.286,48.858,44.0026666667,35.5360833333,22.064,9.99283333332,19.9498333333,38.9683333333,30.6998333333,10.4473333333
585.70,32.2121666667,48.7615,43.8796666666,35.4314166667,22.0116666667,9.96383333335,19.8695,38.8638333333,30.6393333334,10.3928333333
586.04,32.1745,48.7785,43.8298333333,35.4819166667,22.0065,9.90483333333,19.7555,38.8563333333,30.6095,10.3705
586.38,32.1006666666,48.7243333333,43.7203333333,35.4436666667,22.0008333334,9.88700000002,19.7063333334,38.7623333333,30.622,10.4008333333
586.72,32.1283333333,48.6633333333,43.6846666667,35.4373333333,22.0075,9.88600000001,19.7313333333,38.7473333333,30.6508333334,10.4065
587.06,32.1095,48.6695,43.6668333333,35.4270833333,21.9371666667,9.84600000001,19.653,38.7166666666,30.585,10.382
587.39,32.0763333333,48.6451666666,43.613,35.4220833334,21.9403333333,9.8415,19.6733333334,38.7045,30.5536666666,10.3608333333
587.73,32.0325,48.677,43.5275,35.4411666667,21.9168333333,9.85233333332,19.6326666666,38.7073333334,30.5268333333,10.3565
588.07,31.9935,48.621,43.5131666667,35.4513333334,21.9388333334,9.83999999999,19.5755,38.6673333334,30.5218333333,10.4096666667
588.41,31.9426666667,48.5716666667,43.4446666667,35.406,21.8798333333,9.84233333332,19.517,38.57,30.5133333333,10.4383333333
588.74,31.8026666666,48.4298333334,43.28,35.3030833334,21.807,9.79616666665,19.4071666667,38.359,30.4218333334,10.37
589.08,31.74,48.4655,43.2891666667,35.3149166666,21.759,9.83966666669,19.3551666666,38.2436666667,30.4113333334,10.3771666667
589.42,31.6381666667,48.4583333333,43.2515,35.3589166667,21.7331666666,9.84216666667,19.3071666666,38.1905,30.3998333333,10.4513333333
589.76,31.5705,48.3505,43.212,35.2890833333,21.652,9.82166666669,19.2616666667,38.0948333333,30.385,10.4341666667
590.09,31.5393333333,48.2625,43.2173333333,35.28725,21.6601666666,9.81116666667,19.2408333334,38.0281666667,30.3321666667,10.4646666667
590.43,31.3758333334,48.2128333334,43.146,35.2098333333,21.5931666666,9.77016666669,19.1483333333,37.8933333334,30.1931666667,10.4168333333
590.77,31.3956666667,48.2783333333,43.1748333333,35.2845,21.7,9.87666666665,19.1988333333,37.9541666666,30.2928333333,10.5288333334
591.11,31.3501666667,48.3295,43.1466666666,35.29375,21.6805,9.86000000001,19.0911666667,37.9101666666,30.3371666666,10.5195
591.44,31.2653333334,48.1935,43.0255,35.2814166667,21.6253333333,9.7795,19.0046666666,37.7825,30.2535,10.5053333333
591.78,31.0886666666,48.071,42.892,35.1715,21.532,9.70166666666,18.8978333333,37.6793333334,30.1776666667,10.4161666666
592.12,31.0463333333,48.0891666667,42.8993333334,35.1893333333,21.5885,9.66283333331,18.8816666667,37.7388333334,30.2046666666,10.356
592.46,31.0435,48.0076666666,42.8558333333,35.1519166666,21.5735,9.69166666665,18.8438333333,37.7011666666,30.1563333333,10.4465
592.79,31.041,47.9683333333,42.7331666666,35.1618333334,21.6518333333,9.71283333332,18.8326666667,37.6895,30.1626666667,10.49
593.13,31.0475,47.9518333333,42.7026666667,35.1501666666,21.7003333333,9.69733333333,18.8321666667,37.6933333333,30.2196666666,10.4833333333
593.47,31.016,47.973,42.6221666667,35.2363333334,21.7386666666,9.72433333335,18.8131666666,37.6738333333,30.2573333333,10.5146666667
593.80,30.8933333334,47.966,42.4586666667,35.1604166667,21.6565,9.6965,18.7301666666,37.5605,30.178,10.417
594.14,30.887,47.9145,42.3945,35.16675,21.672,9.71650000001,18.7195,37.4896666667,30.2156666667,10.448
594.48,30.7381666666,47.757,42.221,35.0420833333,21.6203333334,9.65966666669,18.6326666667,37.3003333333,30.144,10.3923333333
594.81,30.6073333333,47.5816666667,42.0881666666,34.9070833334,21.5786666667,9.65716666669,18.5726666667,37.0988333334,30.051,10.3865
595.15,30.6196666666,47.5466666667,42.13,34.88775,21.5995,9.75583333335,18.6118333333,37.0636666667,30.0985,10.4328333333
595.49,30.605,47.4576666666,42.0776666667,34.90575,21.6708333333,9.85799999999,18.6531666667,36.9998333333,30.1385,10.5175
595.82,30.5743333334,47.3728333334,42.0328333333,34.9229166666,21.6508333334,9.91599999999,18.6601666666,36.884,30.1006666666,10.5853333334
596.16,30.5193333333,47.3835,41.9811666666,34.9185,21.6511666667,9.90200000002,18.6355,36.803,30.1413333333,10.5883333333
596.50,30.444,47.355,42.0238333333,34.8923333333,21.6155,9.94266666668,18.5971666667,36.7738333333,30.141,10.573
596.83,30.4081666666,47.2808333334,41.9608333333,34.88275,21.5686666667,9.979,18.5291666667,36.7006666667,30.1026666667,10.5783333333
597.17,30.3236666667,47.2243333333,41.9141666667,34.78325,21.5396666666,9.98116666668,18.4811666666,36.5845,30.0588333334,10.5986666667
597.51,30.3003333333,47.2103333334,41.9226666667,34.8293333334,21.5338333333,10.006,18.4516666667,36.6103333333,30.1073333333,10.6535
597.84,30.2331666666,47.1665,41.8626666667,34.8115833334,21.5038333334,9.99966666669,18.387,36.5165,30.0978333333,10.6778333333
598.18,30.2226666667,47.174,41.8941666667,34.8735,21.4966666667,10.0231666667,18.3691666667,36.502,30.1153333334,10.7525
598.52,30.178,47.2081666667,41.911,34.92775,21.4958333333,10.0545,18.3841666667,36.4973333333,30.1295,10.8038333333
598.85,30.0495,47.1736666667,41.8306666667,34.8743333333,21.4665,10.0516666667,18.3116666667,36.4165,30.092,10.8505
599.19,29.9678333334,47.2111666667,41.78,34.8778333333,21.4345,10.0586666667,18.262,36.3561666666,30.0713333334,10.8336666667
599.53,29.858,47.1861666667,41.6703333334,34.7654166666,21.367,10.0153333334,18.1376666666,36.2425,30.0206666667,10.7936666667
599.86,29.7393333333,47.0776666667,41.561,34.7241666666,21.331,9.97049999998,18.0688333333,36.1021666667,29.924,10.7351666667
600.20,29.668,46.9645,41.4188333333,34.6698333333,21.26,9.92349999999,17.9761666667,35.9323333334,29.8841666666,10.6823333333
600.53,29.5241666667,46.835,41.331,34.58675,21.2766666667,9.861,17.9621666667,35.855,29.8328333333,10.6493333334
600.87,29.4801666666,46.7773333334,41.2268333334,34.5359166666,21.3126666667,9.90183333335,17.9011666666,35.8155,29.7898333333,10.6241666666
601.21,29.4868333333,46.7545,41.222,34.5269166666,21.3783333333,9.90333333332,17.933,35.7666666666,29.8046666667,10.6756666667
601.54,29.4071666666,46.684,41.1565,34.4983333334,21.3735,9.90216666666,17.8715,35.7153333334,29.7871666667,10.6635
601.88,29.2286666666,46.5168333334,40.945,34.2928333334,21.2603333333,9.88716666669,17.7893333334,35.5475,29.6533333333,10.5388333334
602.21,29.2268333334,46.4128333333,40.8475,34.2765833334,21.2695,9.87816666669,17.7125,35.4641666667,29.6548333333,10.5298333334
602.55,29.1806666666,46.3666666666,40.7505,34.24525,21.2233333333,9.78450000002,17.6181666666,35.3566666666,29.6225,10.437
602.88,29.0893333333,46.2716666667,40.612,34.1624166667,21.1768333333,9.73566666668,17.5403333333,35.1981666667,29.542,10.3961666667
603.22,28.969,46.1738333333,40.5095,34.1643333334,21.1425,9.76699999998,17.4831666667,35.0971666666,29.5401666667,10.4081666667
603.56,28.9136666667,46.1621666667,40.4773333333,34.12525,21.0911666667,9.80533333333,17.462,35.0808333334,29.5185,10.3888333334
603.89,28.8503333334,46.0965,40.3818333333,34.10025,21.0753333333,9.77183333331,17.4105,35.0413333333,29.4665,10.4241666666
604.23,28.8146666667,46.1211666667,40.3703333333,34.1016666667,21.0648333334,9.83083333334,17.3771666667,34.9655,29.4555,10.4775
604.56,28.7515,46.1056666666,40.3688333333,34.1205,21.0206666667,9.83716666665,17.3281666666,34.8778333333,29.458,10.5033333333
604.90,28.6426666667,46.0523333333,40.2873333334,34.1160833334,20.953,9.84683333332,17.2811666667,34.7636666666,29.4093333333,10.4653333333
605.23,28.5683333333,46.062,40.2151666667,34.0860833334,20.9068333333,9.8585,17.2621666666,34.6953333333,29.3408333333,10.4503333333
605.57,28.5516666667,46.0851666666,40.2311666666,34.1295833333,20.9181666667,9.85100000001,17.2135,34.6943333334,29.3596666666,10.482
605.90,28.42,46.0318333333,40.1771666666,34.1403333334,20.8465,9.81616666666,17.1815,34.5965,29.295,10.4535
606.24,28.3453333333,45.9728333333,40.1301666666,34.1690833334,20.8758333333,9.8715,17.1986666667,34.53,29.2835,10.503
606.58,28.3048333333,45.9653333334,40.1961666667,34.1966666667,20.8671666667,9.92566666665,17.1731666667,34.5183333334,29.3061666667,10.5411666666
606.91,28.3366666667,46.004,40.2103333334,34.1935833333,20.89,9.92766666668,17.207,34.5165,29.3408333333,10.6015
607.25,28.2756666667,45.9293333333,40.1745,34.2048333333,20.923,9.93083333335,17.149,34.3973333333,29.3465,10.657
607.58,28.2046666666,45.9013333333,40.1746666667,34.22925,20.9171666667,9.95816666667,17.1341666667,34.3536666667,29.3495,10.67
607.92,28.133,45.8393333333,40.0973333334,34.1479166667,20.91,9.95483333333,17.0755,34.2631666666,29.3188333333,10.6461666667
608.25,28.059,45.7201666667,39.9845,34.0989166666,20.9176666667,9.923,17.066,34.1613333333,29.2981666667,10.6218333334
608.59,27.9965,45.6533333333,39.9311666667,34.0329166666,20.9388333333,9.93866666665,17.0145,34.1261666667,29.2735,10.6458333333
608.92,27.9131666666,45.5416666667,39.8623333333,34.0143333334,20.924,9.96766666665,16.9585,34.062,29.2933333333,10.6546666666
609.26,27.8783333333,45.5098333334,39.8131666667,34.0219166667,20.9563333333,10.0146666667,16.9808333333,33.946,29.3076666667,10.7126666666
609.59,27.8463333333,45.4845,39.7495,33.9463333333,20.951,10.0488333333,16.9458333333,33.8753333333,29.3025,10.7278333334
609.93,27.7691666667,45.4273333334,39.6316666666,33.8631666667,20.8711666667,10.0636666667,16.8783333333,33.7525,29.2458333333,10.7201666666
610.26,27.7053333333,45.4633333334,39.5375,33.82725,20.8661666666,10.0545,16.8208333333,33.6885,29.2233333333,10.7375
610.60,27.589,45.3866666667,39.4573333334,33.8250833333,20.8825,10.061,16.7915,33.6183333333,29.1565,10.7001666666
610.93,27.5606666667,45.4118333334,39.432,33.8730833333,20.8805,10.1515,16.826,33.6611666667,29.1808333334,10.7546666666
611.27,27.5101666667,45.3756666666,39.4268333333,33.8488333334,20.936,10.2481666667,16.8536666667,33.5913333333,29.188,10.8116666666
611.60,27.3888333334,45.2918333333,39.3455,33.8691666667,20.8501666667,10.207,16.7975,33.5076666666,29.149,10.802
611.93,27.3111666667,45.279,39.2906666666,33.9004166667,20.7925,10.2448333333,16.7425,33.4976666667,29.107,10.8528333334
612.27,27.2335,45.3186666667,39.193,33.8701666667,20.7808333333,10.2771666667,16.744,33.4221666666,29.1428333333,10.8988333333
612.60,27.1466666666,45.2688333334,39.197,33.8378333334,20.8028333334,10.2428333333,16.7346666666,33.3345,29.058,10.873
612.94,27.03,45.1406666666,39.0965,33.7966666666,20.7538333334,10.2205,16.6515,33.2645,28.9671666667,10.85
613.27,26.9668333333,45.0526666667,39.119,33.8413333334,20.795,10.2875,16.6678333333,33.2598333333,28.9466666666,10.8935
613.61,26.8648333333,45.0265,39.1663333333,33.86625,20.8083333333,10.281,16.6686666667,33.2696666666,28.9293333334,10.9191666666
613.94,26.8495,44.9061666667,39.094,33.9258333333,20.7996666666,10.3023333333,16.6873333333,33.202,28.9195,10.9521666667
614.28,26.754,44.8553333334,39.0218333333,33.8794166667,20.6673333334,10.2718333333,16.5721666666,33.039,28.8321666667,10.9246666666
614.61,26.6303333333,44.8465,38.9665,33.8444166667,20.6441666667,10.2563333333,16.5228333334,32.8863333334,28.8,10.9553333333
614.94,26.5883333333,44.9156666666,38.8865,33.831,20.6076666666,10.291,16.5336666666,32.829,28.8058333334,10.9795
615.28,26.6045,44.9523333333,38.8551666666,33.8771666666,20.6908333333,10.3881666667,16.5963333333,32.7888333333,28.8255,11.0901666666
615.61,26.537,44.893,38.8103333333,33.841,20.6975,10.4253333334,16.6261666667,32.6856666666,28.8586666667,11.1038333333
615.95,26.5263333333,44.7911666666,38.8303333333,33.8744166666,20.6335,10.4023333334,16.5326666667,32.5635,28.7975,11.0918333333
616.28,26.4968333333,44.7528333333,38.7338333333,33.8166666667,20.522,10.4133333333,16.4428333334,32.4555,28.849,11.0515
616.61,26.4708333334,44.8195,38.762,33.7904166667,20.4418333333,10.4498333333,16.4821666666,32.4083333334,28.8656666667,11.0353333333
616.95,26.4095,44.8235,38.6465,33.6873333333,20.3908333334,10.4275,16.4106666667,32.2958333334,28.8065,11.0486666667
617.28,26.4283333333,44.8936666667,38.6265,33.7810833333,20.404,10.4965,16.4273333333,32.3341666666,28.836,11.0898333334
617.62,26.3528333333,44.8985,38.576,33.7574166667,20.3898333333,10.5268333333,16.4013333333,32.2798333333,28.8301666667,11.0548333334
617.95,26.3458333333,44.8728333333,38.576,33.7156666667,20.4578333333,10.601,16.4185,32.2456666666,28.8968333333,11.115
618.28,26.3331666667,44.8086666666,38.4836666666,33.5603333334,20.3966666667,10.5868333333,16.3225,32.1745,28.877,11.0766666667
618.62,26.22,44.6693333333,38.4303333333,33.48425,20.3351666667,10.4813333333,16.213,32.0461666667,28.7943333334,11.0476666666
618.95,26.1646666667,44.629,38.423,33.4769166666,20.2881666666,10.4656666667,16.14,31.93,28.8396666667,11.0165
619.28,26.1465,44.6511666667,38.4255,33.49825,20.307,10.5595,16.1843333334,31.937,28.8163333333,11.0801666667
619.62,26.0225,44.5765,38.3495,33.4455833334,20.321,10.6568333334,16.2098333333,31.939,28.8488333333,11.1513333333
619.95,26.0098333333,44.5488333333,38.3176666666,33.4025,20.3531666667,10.6485,16.2121666666,31.9591666666,28.8508333333,11.211
620.28,25.9361666667,44.4491666667,38.22,33.3455833333,20.3453333333,10.6226666666,16.1478333334,31.8498333333,28.852,11.244
620.62,25.8845,44.4228333333,38.1443333334,33.3535833334,20.3061666667,10.6463333333,16.123,31.7921666666,28.8675,11.2438333334
620.95,25.8191666667,44.3666666667,38.097,33.237,20.2446666666,10.6041666667,16.0478333333,31.6113333334,28.8808333334,11.2286666666
621.28,25.6915,44.2285,38.0061666667,33.1320833334,20.1963333333,10.6036666667,16.0036666667,31.5506666667,28.8258333333,11.2788333334
621.62,25.5723333334,44.1416666666,37.8686666667,33.1130833333,20.0956666667,10.5955,15.9631666667,31.4911666666,28.7238333334,11.2383333333
621.95,25.5106666666,44.0865,37.8696666667,33.1904166666,20.1578333333,10.5905,15.9755,31.494,28.684,11.2316666666
622.28,25.4968333333,44.1721666667,37.8188333333,33.2260833334,20.1473333334,10.6531666667,15.9918333333,31.4765,28.7048333333,11.2423333334
622.62,25.4203333334,44.1275,37.7718333334,33.1908333333,20.1473333333,10.6258333333,16.0038333334,31.4806666667,28.7041666666,11.2826666666
622.95,25.2548333333,44.0123333333,37.645,33.0841666666,20.0685,10.5098333333,15.878,31.4031666667,28.6418333333,11.2125
623.28,25.1933333333,43.957,37.5705,33.0251666667,19.963,10.3898333333,15.8181666667,31.2725,28.5373333333,11.135
623.62,25.1555,44.0168333333,37.5651666667,33.14125,19.9751666667,10.4831666667,15.8621666667,31.2023333334,28.5651666667,11.1963333334
623.95,25.0651666667,43.9611666667,37.5101666667,33.1851666666,19.991,10.5045,15.8533333334,31.1531666667,28.5576666667,11.228
624.28,25.0063333333,43.9153333333,37.5368333334,33.1821666667,19.9556666666,10.5101666667,15.8948333334,31.1618333333,28.5571666667,11.2663333333
624.62,24.8878333333,43.8271666667,37.4146666666,33.1898333333,19.9788333333,10.51,15.9081666667,31.1335,28.5245,11.278
624.95,24.9176666667,43.867,37.4646666667,33.2756666666,19.9901666666,10.5371666667,15.9186666667,31.053,28.552,11.3376666666
625.28,24.8256666667,43.8251666667,37.3325,33.1294166667,19.9171666667,10.5065,15.8211666667,30.9341666667,28.5978333333,11.3836666667
625.61,24.7016666666,43.7266666667,37.2411666667,33.0296666667,19.7958333333,10.4556666666,15.7715,30.7875,28.5503333334,11.363
625.95,24.5676666667,43.6058333333,37.1198333334,32.97275,19.6643333334,10.3878333333,15.6511666666,30.6945,28.46,11.3093333334
626.28,24.5831666667,43.6496666667,37.1006666666,33.0376666666,19.6546666667,10.4798333333,15.6716666667,30.6916666667,28.4531666667,11.3111666666
626.61,24.6525,43.7086666667,37.1078333333,33.05525,19.6411666667,10.5561666667,15.6838333333,30.6141666667,28.4931666666,11.3685
626.94,24.5523333333,43.6965,37.0345,33.0230833334,19.6308333333,10.607,15.616,30.512,28.5171666667,11.3855
