wavelength,Back_LoxAnof,Belly_LoxAnof,Breast_LoxAnof,Crissum_LoxAnof,Crown_LoxAnof,DorTail_LoxAnof,Patch10_LoxAnof,Rump_LoxAnof,Throat_LoxAnof,WingTip_LoxAnof
572.83,13.3395,29.1118333333,19.1615,19.9431666667,11.1373333333,9.59716666669,14.9368333333,11.7922222222,15.817,11.15
573.17,13.3218333333,29.1131666667,19.1588333333,19.9555,11.1298333333,9.58316666665,14.9073333333,11.7615,15.7871666667,11.1536666667
573.51,13.3036666666,29.104,19.1383333333,19.9753333334,11.1226666666,9.56616666665,14.899,11.7364444445,15.7806666667,11.152
573.85,13.3128333333,29.113,19.1471666667,19.9896666667,11.1435,9.56700000001,14.8946666667,11.7216666667,15.8018333334,11.1748333333
574.19,13.355,29.1303333334,19.1883333333,20.0591666667,11.1645,9.59983333333,14.8996666667,11.7379444445,15.8251666667,11.2003333333
574.53,13.3296666666,29.1141666667,19.2298333334,20.0985,11.1886666667,9.61816666668,14.8985,11.7367777778,15.8148333333,11.1883333333
574.87,13.3318333333,29.1575,19.2443333333,20.1263333334,11.2021666667,9.61766666665,14.8966666667,11.7224444445,15.8363333333,11.1998333333
575.21,13.3621666667,29.1756666667,19.2718333334,20.1633333334,11.2281666667,9.62883333335,14.8758333334,11.7131666667,15.8578333333,11.2018333333
575.55,13.3296666666,29.1388333333,19.2661666667,20.1676666667,11.2263333333,9.602,14.8461666667,11.6766111111,15.8313333334,11.1606666667
575.89,13.3433333333,29.1783333333,19.2828333333,20.2095,11.236,9.605,14.855,11.6713888889,15.8601666667,11.1815
576.22,13.3281666667,29.1663333333,19.2881666666,20.176,11.2328333334,9.60533333332,14.8406666667,11.6433888889,15.8181666667,11.1725
576.56,13.356,29.2168333333,19.3205,20.2418333334,11.2415,9.65533333335,14.8793333333,11.6528333333,15.8458333333,11.182
576.90,13.35,29.1915,19.3216666667,20.2813333333,11.221,9.67616666667,14.8735,11.6635555556,15.859,11.1778333333
577.24,13.3713333333,29.1908333333,19.3641666667,20.3255,11.2381666666,9.69050000001,14.8831666667,11.6476666667,15.8703333334,11.202
577.58,13.3278333334,29.1463333334,19.3328333333,20.3573333333,11.2098333333,9.68950000001,14.8755,11.6345,15.8186666666,11.1718333333
577.92,13.2761666667,29.1101666666,19.3223333334,20.3633333333,11.2065,9.70683333334,14.899,11.6438888889,15.8156666666,11.173
578.26,13.3025,29.1411666667,19.3216666666,20.4276666667,11.2091666667,9.74449999998,14.9513333334,11.6786666666,15.8566666666,11.2335
578.60,13.3126666667,29.1746666667,19.3548333334,20.5096666667,11.238,9.75033333333,14.9486666667,11.6911111112,15.8696666667,11.2521666666
578.94,13.3488333334,29.2175,19.4003333333,20.593,11.2473333333,9.77866666666,15.0168333334,11.7381111111,15.9201666667,11.308
579.28,13.4211666666,29.334,19.4775,20.719,11.3165,9.84499999998,15.0891666666,11.8530555556,16.009,11.403
579.61,13.4398333334,29.3708333333,19.5076666667,20.7915,11.3341666667,9.88566666669,15.127,11.8843333333,16.0043333334,11.4345
579.95,13.5051666667,29.4691666667,19.5966666667,20.9306666666,11.4158333333,9.91516666668,15.2191666667,11.9708333334,16.1273333334,11.4933333333
580.29,13.534,29.4543333334,19.6146666666,21.0088333333,11.442,9.94233333332,15.2566666667,11.9928333333,16.1588333333,11.5045
580.63,13.5641666666,29.4373333333,19.6363333333,21.0531666667,11.4886666667,9.92933333335,15.2778333333,12.0199444445,16.1788333333,11.5203333333
580.97,13.5336666666,29.4138333333,19.592,21.0898333333,11.492,9.91733333335,15.291,12.0413888889,16.1718333333,11.4965
581.31,13.622,29.4695,19.6653333333,21.187,11.5456666666,9.97833333335,15.3411666667,12.0991666666,16.2661666667,11.5743333333
581.65,13.6666666667,29.4603333333,19.6811666667,21.2295,11.565,9.97583333335,15.3386666666,12.0813888889,16.2668333334,11.5696666667
581.98,13.687,29.448,19.6793333333,21.2013333334,11.5618333333,9.97966666669,15.306,12.0566666666,16.2806666667,11.5331666667
582.32,13.7005,29.3991666667,19.6665,21.2156666667,11.5571666666,9.999,15.338,12.0876111112,16.2675,11.5261666667
582.66,13.6508333334,29.3298333334,19.6068333334,21.1873333334,11.5523333333,9.98266666665,15.2771666667,12.0484444445,16.2105,11.4755
583.00,13.6553333334,29.3253333334,19.5961666667,21.213,11.5365,9.99300000001,15.2956666667,12.0109444445,16.1941666667,11.434
583.34,13.6403333334,29.306,19.6033333334,21.2165,11.5525,9.97183333333,15.283,12.008,16.2076666667,11.4141666667
583.68,13.5908333333,29.2108333334,19.5021666667,21.1903333333,11.4873333333,9.94100000002,15.209,11.9608333333,16.1385,11.3776666667
584.01,13.5471666667,29.2123333333,19.4788333333,21.1781666667,11.4683333333,9.90233333331,15.1675,11.9285,16.1081666666,11.348
584.35,13.5566666667,29.2665,19.521,21.2293333333,11.4686666666,9.9395,15.17,11.9222222222,16.1315,11.341
584.69,13.5903333333,29.2591666666,19.533,21.2251666667,11.4916666667,9.95283333331,15.1486666667,11.9064444444,16.1106666667,11.3285
585.03,13.5565,29.2326666667,19.4806666667,21.2113333333,11.463,9.92950000002,15.0921666666,11.8530555556,16.0658333333,11.2973333334
585.37,13.5736666667,29.314,19.487,21.3003333334,11.4731666667,9.97399999999,15.1016666667,11.8558888889,16.1313333333,11.3045
585.70,13.6026666666,29.3575,19.4958333333,21.3905,11.5071666667,10.0006666666,15.1428333333,11.8803333333,16.1098333333,11.3243333333
586.04,13.5781666667,29.3516666667,19.5055,21.4143333334,11.5203333333,10.017,15.1501666666,11.8602222223,16.0838333334,11.3376666667
586.38,13.6328333333,29.428,19.5776666666,21.5551666667,11.5346666667,10.0875,15.2233333334,11.9181666667,16.168,11.4371666667
586.72,13.6785,29.4601666667,19.6331666666,21.6118333333,11.6221666666,10.1541666667,15.3085,12.0075,16.2276666667,11.5013333334
587.06,13.6245,29.3826666667,19.5848333333,21.6011666667,11.563,10.1338333333,15.2871666667,11.9555,16.1898333333,11.458
587.39,13.6456666667,29.4253333334,19.6671666667,21.6938333333,11.5896666667,10.1943333334,15.3553333333,12.0037777777,16.254,11.5178333334
587.73,13.6795,29.4441666667,19.7235,21.7653333333,11.6561666667,10.2748333333,15.4131666666,12.0566666666,16.2998333333,11.5813333333
588.07,13.6923333333,29.4413333334,19.7066666667,21.7886666667,11.6766666667,10.2835,15.4446666667,12.0625,16.277,11.6155
588.41,13.7066666667,29.5173333334,19.7995,21.8766666666,11.6631666666,10.3475,15.4788333333,12.1211666667,16.3235,11.6775
588.74,13.7106666667,29.5626666667,19.8645,21.92,11.6751666667,10.3696666667,15.5206666666,12.1427222223,16.3608333334,11.6823333333
589.08,13.7338333334,29.5258333334,19.8853333333,21.9575,11.6811666667,10.3738333333,15.5541666666,12.1868888889,16.3533333334,11.7211666666
589.42,13.6908333333,29.523,19.8755,21.971,11.6321666667,10.3313333333,15.5085,12.1552222222,16.3551666667,11.6918333334
589.76,13.7035,29.5663333333,19.9023333333,22.0041666667,11.6353333333,10.3335,15.4905,12.156,16.395,11.7106666666
590.09,13.6985,29.5628333333,19.8801666666,22.0093333333,11.6175,10.3145,15.4838333333,12.1698888889,16.3723333333,11.6601666666
590.43,13.657,29.5131666667,19.8801666667,22.0255,11.5476666667,10.2781666666,15.411,12.1039444445,16.3303333334,11.6405
590.77,13.7276666666,29.6685,19.9323333334,22.1585,11.5781666667,10.319,15.4243333333,12.1537777777,16.3766666666,11.6645
591.11,13.7235,29.6795,19.9006666667,22.151,11.57,10.297,15.3885,12.1207777778,16.3441666667,11.6103333333
591.44,13.7086666667,29.6831666666,19.8976666667,22.1718333334,11.5405,10.2295,15.3415,12.0778888889,16.2941666666,11.5568333333
591.78,13.702,29.7093333334,19.9188333334,22.2326666666,11.5663333334,10.254,15.3463333333,12.0678333333,16.35,11.5741666667
592.12,13.6493333333,29.6621666667,19.849,22.2546666666,11.5323333333,10.1613333333,15.26,12.0172222223,16.3086666666,11.5126666667
592.46,13.7176666667,29.7323333333,19.9015,22.3216666666,11.5661666667,10.1886666667,15.3131666666,12.0723333333,16.3705,11.5595
592.79,13.7033333333,29.7361666666,19.8728333334,22.3223333334,11.5436666667,10.1701666667,15.2828333333,12.0401111112,16.363,11.5388333333
593.13,13.7036666667,29.7156666667,19.8715,22.3346666667,11.5765,10.1881666667,15.3126666666,12.0613333333,16.3546666667,11.5626666666
593.47,13.7066666666,29.6846666666,19.8695,22.3666666666,11.5628333333,10.1898333333,15.3465,12.0836666667,16.389,11.558
593.80,13.6986666667,29.7295,19.8871666666,22.3715,11.596,10.2011666666,15.3341666667,12.0403888888,16.3913333333,11.5785
594.14,13.6868333333,29.7445,19.8573333333,22.3788333334,11.5588333333,10.1678333333,15.3196666666,12.0118333333,16.3786666666,11.5771666667
594.48,13.6881666666,29.7061666667,19.848,22.3836666667,11.5815,10.1665,15.369,12.0266111112,16.3768333333,11.5856666667
594.81,13.7191666667,29.7228333333,19.8495,22.3965,11.5923333333,10.1861666666,15.415,12.0351666667,16.3835,11.6266666666
595.15,13.7043333333,29.7638333333,19.8473333333,22.3876666666,11.5895,10.2091666667,15.4211666667,12.0569444445,16.422,11.66
595.49,13.6756666667,29.7938333333,19.8421666667,22.4065,11.5605,10.1806666666,15.4278333334,12.0664444444,16.404,11.6393333333
595.82,13.7146666667,29.805,19.8676666667,22.404,11.5981666667,10.2285,15.4936666667,12.0802777778,16.4516666666,11.6641666667
596.16,13.6983333333,29.7516666667,19.8513333333,22.431,11.5696666667,10.226,15.4685,12.0563888888,16.4228333333,11.6523333333
596.50,13.7101666667,29.7996666667,19.8601666667,22.4423333333,11.5641666666,10.223,15.4608333333,12.0588888888,16.4193333334,11.6563333334
596.83,13.7406666667,29.8603333333,19.9223333333,22.4973333333,11.6021666666,10.2678333333,15.4873333333,12.0868888889,16.4456666666,11.6736666666
597.17,13.75,29.8796666667,19.9053333334,22.4913333333,11.6301666667,10.279,15.4601666667,12.0710555556,16.446,11.6781666667
597.51,13.7646666667,29.8865,19.9093333333,22.5461666667,11.6401666666,10.2935,15.4725,12.091,16.4621666667,11.6985
597.84,13.798,29.9048333333,19.9213333333,22.6045,11.692,10.3393333333,15.5053333334,12.1578333333,16.4946666666,11.7183333333
598.18,13.8251666666,29.9718333333,19.9888333333,22.6603333333,11.7246666667,10.411,15.5388333334,12.2029444445,16.517,11.7765
598.52,13.8205,29.9676666667,20.0083333334,22.699,11.7086666667,10.4438333333,15.5033333333,12.2215555555,16.5215,11.7783333333
598.85,13.8823333333,29.9638333333,20.0348333333,22.7683333334,11.7333333333,10.4943333333,15.526,12.2411111111,16.5495,11.787
599.19,13.9231666667,29.9688333333,20.0478333333,22.8285,11.7688333333,10.5136666667,15.5218333334,12.2721666667,16.5536666667,11.8455
599.53,13.9218333333,29.996,20.0538333333,22.9295,11.7758333334,10.5411666667,15.557,12.3205,16.5651666667,11.8793333334
599.86,13.9096666667,29.9871666667,20.0055,22.9283333334,11.7866666666,10.5166666667,15.5408333334,12.3096666667,16.5343333333,11.8286666667
600.20,13.9121666667,30.0021666666,20.0656666667,23.029,11.8243333334,10.5786666667,15.5696666666,12.3122222222,16.5453333334,11.8595
600.53,13.903,29.968,20.0335,23.0693333333,11.7945,10.5476666667,15.5398333333,12.2969444444,16.5356666667,11.8435
600.87,13.8946666667,29.9603333333,20.0541666667,23.14,11.7976666667,10.557,15.5461666666,12.3051666666,16.4951666667,11.836
601.21,13.9161666666,29.9205,20.072,23.1781666667,11.77,10.5645,15.566,12.3335,16.4991666667,11.8423333334
601.54,13.9213333333,29.9368333333,20.1013333333,23.1648333333,11.7921666667,10.5475,15.5551666666,12.2735,16.5165,11.8298333333
601.88,13.9195,29.8845,20.0975,23.1951666666,11.7698333334,10.5058333334,15.5368333333,12.2201666666,16.515,11.8405
602.21,13.908,29.9208333333,20.1088333333,23.27,11.796,10.4971666667,15.5855,12.2038333333,16.522,11.8536666667
602.55,13.9425,29.893,20.107,23.2838333333,11.7916666667,10.49,15.6236666667,12.2021666667,16.5235,11.8751666667
602.88,13.9511666667,29.9033333333,20.0986666666,23.313,11.7828333334,10.5215,15.6165,12.2038888888,16.5311666667,11.8795
603.22,13.9915,29.966,20.137,23.3285,11.8071666667,10.5465,15.6345,12.2308888889,16.5158333333,11.8966666667
603.56,14.0321666666,30.027,20.1795,23.4001666667,11.8341666667,10.5893333333,15.6805,12.2739444444,16.5523333333,11.963
603.89,14.0061666666,29.972,20.1423333334,23.3785,11.8166666667,10.5375,15.6636666666,12.2658888889,16.5306666666,11.9305
604.23,13.9983333334,29.919,20.1125,23.3405,11.7863333334,10.5231666667,15.643,12.2383888889,16.4881666667,11.9185
604.56,14.0235,29.9203333333,20.1273333333,23.3768333333,11.7928333333,10.5248333333,15.6825,12.2588333334,16.4956666666,11.9393333333
604.90,13.9916666666,29.935,20.1165,23.3771666666,11.7851666667,10.5315,15.6573333333,12.2132777778,16.4998333334,11.934
605.23,13.9586666667,29.9268333333,20.113,23.4123333333,11.781,10.5648333333,15.6716666667,12.2331111111,16.4985,11.9291666666
605.57,13.9545,29.9303333333,20.0848333333,23.44,11.7908333334,10.5838333333,15.6675,12.2833333333,16.4855,11.899
605.90,13.9713333333,29.9253333334,20.0751666666,23.4381666667,11.8035,10.5906666666,15.6691666666,12.3155555556,16.5053333333,11.9303333333
606.24,13.9176666667,29.9316666666,20.0656666666,23.4526666666,11.8108333334,10.5735,15.6385,12.298,16.4608333333,11.9156666667
606.58,13.8806666667,29.8788333334,20.0571666667,23.4271666667,11.7746666666,10.5585,15.618,12.2652222222,16.4358333333,11.8503333333
606.91,13.8733333334,29.8685,20.034,23.4586666667,11.7563333333,10.5711666667,15.6148333333,12.2604444445,16.467,11.8531666667
607.25,13.8226666667,29.7911666666,19.9856666667,23.4283333334,11.7133333333,10.5546666667,15.5643333333,12.2087222222,16.4305,11.832
607.58,13.8453333333,29.843,20.0113333334,23.4785,11.7471666666,10.6,15.6001666667,12.2602222223,16.4623333333,11.88
607.92,13.8853333333,29.9941666667,20.1076666667,23.6005,11.8295,10.7196666666,15.6768333333,12.3352222222,16.5586666667,11.9683333333
608.25,13.8903333334,29.9981666667,20.0878333333,23.6211666667,11.8143333333,10.7663333333,15.6585,12.3026666667,16.5891666667,11.967
608.59,13.8981666666,30.0233333333,20.0795,23.6476666667,11.8101666666,10.7693333333,15.6698333334,12.3406666667,16.5688333333,11.9805
608.92,13.934,30.0518333333,20.0766666666,23.7093333333,11.8126666666,10.784,15.6755,12.3345555556,16.553,11.986
609.26,13.9448333334,30.051,20.1035,23.7406666667,11.8283333333,10.871,15.6678333333,12.3207777778,16.5661666667,12.007
609.59,13.9483333333,30.0756666667,20.1238333333,23.8068333333,11.8406666666,10.9221666666,15.6821666667,12.3097222222,16.5561666667,11.9666666667
609.93,14.0058333333,30.134,20.1535,23.9113333334,11.8545,11.0571666667,15.7478333333,12.3962777778,16.6283333333,12.0168333333
610.26,14.0618333334,30.1968333333,20.1951666666,24.0146666667,11.9288333333,11.1358333333,15.8098333333,12.449,16.6753333334,12.0535
610.60,14.0418333333,30.211,20.1771666667,24.0383333333,11.923,11.1423333333,15.7556666667,12.4207777778,16.6316666666,12.0181666666
610.93,14.08,30.2415,20.2158333333,24.1293333334,11.9698333333,11.1955,15.7511666667,12.4391111111,16.6583333334,12.0383333333
611.27,14.0786666667,30.205,20.177,24.1591666667,11.9498333333,11.2276666667,15.7318333334,12.4295,16.6511666666,12.0141666666
611.60,14.0835,30.1373333333,20.1376666667,24.164,11.9168333333,11.1873333334,15.7103333333,12.3992222222,16.6165,11.9808333333
611.93,14.1093333333,30.1933333333,20.1893333333,24.2556666667,11.9705,11.2245,15.751,12.4762777778,16.6353333333,12.0283333333
612.27,14.1505,30.2125,20.2616666667,24.3391666667,12.0096666667,11.2898333333,15.7861666667,12.5033888889,16.6943333333,12.052
612.60,14.1495,30.2271666666,20.3121666667,24.3675,12.0078333333,11.3216666667,15.8053333333,12.5608888889,16.7593333333,12.113
612.94,14.1191666666,30.2135,20.2753333333,24.342,11.945,11.2395,15.7751666667,12.5342777778,16.7626666666,12.1048333333
613.27,14.0875,30.17,20.251,24.323,11.9123333333,11.1841666667,15.7415,12.5227222222,16.784,12.1175
613.61,14.0558333333,30.104,20.2541666667,24.2958333333,11.919,11.118,15.68,12.4576666667,16.7543333333,12.1053333333
613.94,14.0925,30.1468333334,20.2791666667,24.3156666667,11.9216666667,11.1328333333,15.709,12.4737222222,16.767,12.1923333333
614.28,14.108,30.0643333333,20.3135,24.3118333334,11.9575,11.183,15.731,12.5163888889,16.8061666667,12.228
614.61,14.1306666667,30.1665,20.3955,24.4185,12.0276666666,11.2278333333,15.8208333334,12.5633333334,16.8501666667,12.2926666667
614.94,14.1486666667,30.2895,20.4693333333,24.4708333334,12.0458333334,11.2395,15.8458333334,12.5746666667,16.8593333334,12.3136666667
615.28,14.1131666667,30.3056666666,20.4723333333,24.508,12.0445,11.1918333334,15.8321666667,12.5476666667,16.8831666666,12.2856666667
615.61,14.0968333334,30.3098333333,20.4713333333,24.497,12.0071666667,11.1353333333,15.8136666667,12.5125555556,16.8435,12.239
615.95,14.0665,30.2705,20.4048333333,24.41,12.0121666666,11.078,15.7628333334,12.4727777778,16.7683333334,12.1896666667
616.28,14.0625,30.1668333333,20.3651666666,24.3753333333,12.0081666667,11.0358333333,15.7565,12.4403333334,16.7325,12.1383333333
616.61,14.111,30.1971666666,20.4333333333,24.4438333333,12.0638333334,11.0596666666,15.798,12.4847222222,16.7426666666,12.1901666667
616.95,14.1691666666,30.2571666667,20.512,24.4973333333,12.0836666667,11.1291666667,15.8311666667,12.5067777777,16.7608333333,12.2166666666
617.28,14.2195,30.3538333333,20.5501666667,24.5863333333,12.1418333334,11.1453333333,15.8913333333,12.5963888889,16.7988333334,12.2648333334
617.62,14.2103333333,30.3403333333,20.548,24.6076666667,12.1398333333,11.1421666666,15.9171666667,12.6033888889,16.807,12.2251666667
617.95,14.2281666667,30.3651666666,20.557,24.6735,12.1761666666,11.1241666667,15.9578333333,12.5873888889,16.8086666666,12.2641666666
618.28,14.1803333333,30.2666666667,20.4756666666,24.571,12.0956666667,11.0641666667,15.9343333333,12.5748888888,16.7715,12.2218333333
618.62,14.1465,30.2703333333,20.4861666667,24.5975,12.0943333334,11.049,15.933,12.5635555555,16.7806666667,12.2148333334
618.95,14.1603333333,30.2148333334,20.4916666666,24.6118333333,12.1103333333,11.1421666666,15.9371666667,12.5930555555,16.7643333334,12.2593333333
619.28,14.1378333333,30.193,20.4875,24.6295,12.1266666667,11.1891666667,15.9446666667,12.5977777778,16.7968333334,12.2783333333
619.62,14.167,30.2033333333,20.5401666667,24.7346666666,12.1301666667,11.2366666667,15.9828333333,12.6136666666,16.8553333333,12.2853333333
619.95,14.2173333334,30.3435,20.6186666667,24.8606666667,12.1631666666,11.3113333333,16.0143333334,12.6483333333,16.9153333333,12.349
620.28,14.1925,30.3253333333,20.5891666667,24.8476666666,12.1978333333,11.3271666667,16.0205,12.6358888889,16.9046666667,12.3076666667
620.62,14.131,30.3055,20.5056666667,24.8488333333,12.1956666667,11.2975,15.9896666666,12.6111666667,16.8275,12.2691666667
620.95,14.1103333334,30.2728333334,20.4525,24.8066666667,12.1173333333,11.262,15.9,12.5256111111,16.7975,12.2361666666
621.28,14.1486666667,30.3111666667,20.5131666667,24.8566666667,12.1696666667,11.3256666667,15.955,12.5939444444,16.8396666667,12.2796666667
621.62,14.1445,30.3973333333,20.562,24.9236666666,12.1135,11.3383333334,15.9315,12.5872777777,16.8545,12.2548333333
621.95,14.1388333333,30.442,20.5838333333,25.0023333333,12.1423333333,11.366,15.914,12.5360555555,16.8628333334,12.2618333334
622.28,14.1016666667,30.3543333333,20.502,24.97,12.0863333333,11.3038333333,15.8293333334,12.5064444445,16.7648333334,12.2171666666
622.62,14.1108333333,30.4233333334,20.5423333334,25.0043333333,12.0723333334,11.3083333333,15.887,12.5293333333,16.8191666666,12.219
622.95,14.1736666666,30.444,20.551,25.0761666666,12.0883333334,11.3135,15.9018333333,12.5380555555,16.8291666666,12.264
623.28,14.2703333333,30.5531666667,20.6346666666,25.2125,12.1911666667,11.4153333333,16.0111666666,12.6478333334,16.9085,12.3883333333
623.62,14.2418333333,30.5065,20.5738333334,25.2088333334,12.1868333334,11.3991666667,15.9798333334,12.5946666666,16.8463333333,12.3575
623.95,14.2676666667,30.5198333334,20.5776666666,25.3016666667,12.1535,11.3686666667,15.9451666666,12.5840555555,16.8435,12.407
624.28,14.2585,30.5636666667,20.5751666666,25.352,12.1358333333,11.326,15.9446666667,12.5772222222,16.8698333334,12.4215
624.62,14.2215,30.536,20.609,25.3963333334,12.1401666666,11.3415,15.9985,12.5768333333,16.8855,12.3798333333
624.95,14.1268333333,30.4623333333,20.5081666666,25.3508333333,12.079,11.2591666667,15.8823333334,12.51,16.815,12.3048333334
625.28,14.162,30.4561666666,20.5035,25.3718333334,12.1563333334,11.2706666667,15.9338333334,12.5326111112,16.8311666666,12.3665
625.61,14.1703333334,30.4433333333,20.5226666666,25.3795,12.157,11.287,15.9376666667,12.5442777778,16.8373333333,12.3656666667
625.95,14.189,30.4628333333,20.606,25.4793333333,12.2453333334,11.3615,16.011,12.5695,16.9086666667,12.413
626.28,14.1915,30.437,20.5851666666,25.5093333333,12.242,11.342,15.9965,12.5971666667,16.8756666667,12.414
626.61,14.1441666667,30.4643333333,20.5511666667,25.4801666666,12.2165,11.3581666666,15.9623333333,12.5895,16.8615,12.3983333333
626.94,14.0785,30.403,20.4725,25.4058333333,12.1686666667,11.289,15.8858333333,12.5563333333,16.7766666666,12.3273333334
627.28,14.0838333333,30.424,20.5033333333,25.3891666667,12.1753333334,11.3063333334,15.8966666666,12.5802222222,16.7938333334,12.349
627.61,14.1258333334,30.4671666667,20.5411666666,25.4351666667,12.2073333333,11.3426666667,15.9921666667,12.6226111112,16.823,12.3706666667
627.94,14.1961666667,30.4673333333,20.6188333334,25.471,12.2611666667,11.4195,16.0385,12.6444444444,16.8591666666,12.418
628.27,14.2455,30.462,20.6378333333,25.4963333333,12.3133333334,11.4588333334,16.058,12.6721111112,16.8291666667,12.4703333334
628.61,14.312,30.5121666666,20.6883333333,25.5351666666,12.3273333334,11.5301666667,16.122,12.7201666666,16.8608333334,12.524
628.94,14.3333333333,30.5698333333,20.743,25.5778333333,12.3185,11.5865,16.1588333333,12.7752777778,16.9,12.5385
629.27,14.3726666667,30.6033333334,20.783,25.631,12.3368333334,11.619,16.2271666667,12.8507777778,16.9375,12.5358333333
629.60,14.4895,30.734,20.8225,25.672,12.3848333333,11.7055,16.3176666666,12.9336666666,17.0468333333,12.6156666667
629.94,14.5155,30.7443333333,20.8375,25.7381666667,12.4495,11.7426666667,16.3241666667,12.9343333334,17.0703333333,12.6485
630.27,14.5861666667,30.7481666667,20.9338333334,25.8351666666,12.521,11.818,16.4158333334,12.9657777778,17.0998333333,12.7103333334
630.60,14.6315,30.812,20.9658333333,25.9173333334,12.5268333333,11.8923333334,16.459,12.9615,17.1978333334,12.7775
630.93,14.7065,30.8655,20.981,26.0451666667,12.5493333333,11.918,16.5148333333,13.0212222222,17.2276666667,12.8268333334
631.26,14.6878333333,30.8555,20.9226666666,26.0421666666,12.5121666667,11.9305,16.4935,12.9938333333,17.2625,12.7968333333
631.60,14.6705,30.8561666667,20.8603333333,26.0718333333,12.488,11.9355,16.4801666666,12.9931666667,17.2588333334,12.8073333333
631.93,14.6846666666,30.9478333333,20.9005,26.1541666667,12.5116666667,11.9748333334,16.5096666666,13.0378333333,17.3795,12.8818333333
632.26,14.6741666666,30.956,20.9191666667,26.2493333334,12.5326666666,11.9513333333,16.4986666666,12.9847222222,17.3816666666,12.9305
632.59,14.607,30.8715,20.8318333333,26.2331666667,12.4711666667,11.8565,16.4321666666,12.8951666667,17.3593333334,12.8445
632.92,14.6111666666,30.8638333333,20.8145,26.2465,12.478,11.8648333333,16.345,12.8698333333,17.3481666666,12.8766666667
633.26,14.5945,30.7753333334,20.7546666667,26.2208333334,12.432,11.7918333334,16.2731666666,12.8180555555,17.276,12.8026666667
633.59,14.5195,30.8275,20.6858333333,26.1223333333,12.3423333334,11.7051666667,16.1906666667,12.7547777778,17.2095,12.6906666666
633.92,14.4471666667,30.8685,20.6456666667,26.1195,12.312,11.629,16.1436666666,12.7166666666,17.1675,12.6245
634.25,14.46,30.8456666666,20.6823333333,26.1105,12.3366666667,11.6223333333,16.1213333333,12.7409444445,17.1378333333,12.605
634.58,14.3673333334,30.8486666667,20.6821666667,26.1143333333,12.3335,11.5946666666,16.0996666667,12.7134444445,17.1446666667,12.5553333333
634.91,14.4323333333,30.892,20.7781666667,26.1773333333,12.4298333334,11.6493333334,16.1081666667,12.7872777778,17.1656666667,12.625
635.25,14.4788333333,30.9111666667,20.8351666667,26.1548333333,12.458,11.6936666666,16.1433333334,12.8496666667,17.1555,12.6403333334
635.58,14.4383333334,30.8615,20.7935,26.0726666667,12.4113333334,11.644,16.06,12.786,17.0636666667,12.536
635.91,14.4373333333,30.8571666667,20.8056666666,26.0685,12.388,11.641,16.0281666667,12.8086111111,17.053,12.4653333333
636.24,14.508,30.9146666666,20.9043333333,26.1681666667,12.4351666667,11.7345,16.0525,12.8239444444,17.0698333334,12.5383333333
636.57,14.525,31.0028333333,20.9616666667,26.26,12.441,11.7455,16.1496666666,12.8883888888,17.1113333333,12.61
636.90,14.4426666667,30.9736666667,20.9755,26.2628333333,12.3935,11.7263333333,16.0911666667,12.8818333334,17.0771666667,12.6208333333
637.23,14.5466666667,30.9775,21.1681666667,26.4596666667,12.5221666667,11.8726666667,16.1961666667,12.9830555555,17.2535,12.7925
637.56,14.6225,31.0155,21.2028333334,26.566,12.5575,11.9025,16.22,13.041,17.375,12.8506666667
637.90,14.552,31.009,21.189,26.6086666667,12.5326666666,11.823,16.2068333333,12.9982777778,17.3225,12.8253333333
638.23,14.6246666667,31.0398333333,21.2138333333,26.661,12.568,11.8838333334,16.2506666667,13.0557777778,17.3676666666,12.8786666667
638.56,14.5621666667,31.038,21.1851666667,26.6685,12.5478333333,11.8916666666,16.2318333334,13.0131111111,17.3466666667,12.8135
638.89,14.581,31.0878333333,21.2296666667,26.728,12.5696666667,11.8753333333,16.2338333333,13.0196666667,17.4153333333,12.836
639.22,14.6295,31.1513333334,21.2631666667,26.9001666667,12.5556666667,11.93,16.2805,13.0753888889,17.4695,12.907
639.55,14.7081666667,31.245,21.3036666667,27.0318333334,12.6406666667,11.9776666667,16.3618333333,13.1176666667,17.568,12.9783333333
639.88,14.7671666666,31.334,21.3448333333,27.0475,12.6876666667,11.9693333334,16.413,13.1638333333,17.6065,13.019
640.21,14.8228333334,31.3155,21.3565,27.0525,12.7251666667,12.058,16.4066666667,13.1342777778,17.6303333333,13.0021666667
640.54,14.9063333334,31.4373333333,21.4585,27.1771666667,12.8123333333,12.184,16.509,13.1859444444,17.724,13.0286666667
640.87,14.8965,31.5283333333,21.4413333334,27.2198333334,12.8178333334,12.2258333333,16.5585,13.2112777777,17.7221666667,13.0493333333
641.20,14.9438333333,31.5183333333,21.5286666666,27.2138333333,12.86,12.3348333333,16.6093333333,13.2525555555,17.736,13.1176666666
641.53,14.9635,31.527,21.5125,27.2601666667,12.8368333333,12.372,16.6025,13.2548333333,17.806,13.1006666666
641.87,15.0326666666,31.555,21.5718333333,27.2936666667,12.8476666667,12.4166666667,16.6071666666,13.2317222222,17.8076666667,13.1723333334
642.20,15.067,31.56,21.6125,27.2993333333,12.887,12.4493333333,16.6846666666,13.2867222222,17.8391666667,13.2416666667
642.53,15.0378333334,31.5288333333,21.6005,27.3238333333,12.906,12.4773333333,16.6936666666,13.2730555556,17.8436666667,13.2615
