wavelength,Back_TanGyrf,Belly_TanGyrf,Breast_TanGyrf,Crissum_TanGyrf,Crown_TanGyrf,DorTail_TanGyrf,Patch10_TanGyrf,Patch11_TanGyrf,Patch12_TanGyrf,Patch13_TanGyrf,Rump_TanGyrf,Throat_TanGyrf,WingTip_TanGyrf
189.43,0.166666666668,36.4166666667,16.0833333333,27.1666666667,16.1666666666,8.41666666668,1.20833333334,-1.16666666667,14.3333333333,33.375,16.5833333333,15.3333333334,-14.3333333333
189.81,-14.32925,29.1665833333,8.94316666666,14.8373333333,7.82525000001,-8.28254166667,-9.95950000001,-10.874,-0.60975,35.112,10.3658333333,2.64233333335,-29.1665833333
190.19,-45.6845,19.4940833333,3.12499999999,2.08350000001,-2.08333333333,-32.217125,-34.003125,-36.6070833333,-22.3213333333,41.4432916667,0.446333333317,-18.4524166667,-60.4166666666
190.57,-100.925916667,1.15741666667,-13.42575,-27.0833333334,-32.1759166667,-77.430375,-78.4723333334,-79.3981666668,-56.7129166666,35.0694583333,-29.861,-67.3612499999,-123.842583333
190.95,-95.8332500001,-8.77191666668,-3.50883333334,-33.5528333332,-29.60525,-72.3684583333,-69.7367916667,-72.14925,-65.7895833334,21.92975,-24.9998333333,-66.8859166667,-110.964833333
191.33,-120.528416666,-51.4226666666,-41.26025,-64.6341666666,-63.6178333332,-108.739958333,-97.4592916666,-102.845416667,-89.2275833333,-23.9837916667,-59.5528333333,-97.3576666666,-143.699083333
191.71,-103.45525,-47.1544166666,-46.3414166666,-58.9431666666,-70.9349166667,-110.975708333,-97.5609166666,-98.9837500001,-92.6829166667,-27.0325416667,-68.0895833333,-106.097583333,-145.52825
192.09,-89.1844166666,-48.4043333332,-41.66675,-56.0281666667,-62.9434166666,-96.3653333333,-92.641625,-86.8795,-81.2056666668,-19.7694166666,-57.2695,-104.61,-130.141916667
192.47,-89.3114999998,-46.558,-40.5796666667,-56.884,-63.5868333333,-102.536208333,-95.3804583334,-87.4999166668,-93.1158333334,-24.2752083332,-64.1305000001,-112.137583334,-128.9855
192.85,-89.9305,-58.507,-52.4306666666,-67.1875,-77.0833333334,-114.4965,-91.6666666667,-87.3263333335,-100.34725,-32.0315833332,-66.3194166666,-119.96525,-136.458416666
193.23,-175.0,-123.4375,-120.3125,-130.46875,-153.90625,-218.880208333,-158.072916667,-172.65625,-194.791666667,-99.2187500001,-138.541666667,-223.4375,-238.802083333
193.61,-161.937083333,-105.855833333,-104.504416667,-119.36925,-128.153166667,-193.806333333,-124.436958333,-147.297166667,-154.955,-93.8065000001,-119.819916667,-194.59475,-201.801916667
193.99,-103.930666667,-56.7609999999,-61.0062500001,-66.8240000001,-68.5531666666,-120.912,-71.226375,-80.3458333334,-83.1760833334,-64.7011250001,-69.0251666668,-119.33975,-124.84275
194.37,-48.9086666667,-20.53575,-22.22225,-31.7460833333,-29.96025,-67.0140416667,-28.422625,-30.7539166667,-33.0359166667,-30.8037083334,-32.6390833333,-63.7895833334,-63.4920833334
194.75,-27.6275833333,-3.97891666668,-5.10508333333,-17.3423333333,-15.4654166667,-43.2057916667,-11.4113333333,-10.8109166667,-14.8649166667,-15.653,-14.8648333333,-38.8889166667,-35.5856666667
195.13,-24.3304166667,-0.520833333342,-3.64583333334,-18.0059166667,-13.7648333333,-42.671125,-5.35725000003,-9.22633333334,-11.9046666667,-15.2527916667,-14.4345,-38.0209166666,-32.66375
195.51,-9.62525,16.5375833333,10.2068333333,-6.78283333335,0.645999999997,-25.710625,10.271375,6.78291666666,1.80883333335,-0.67820833335,0.904416666667,-20.8010833333,-14.7933333333
195.89,-12.3106666667,16.22475,11.4899166667,-9.65908333331,3.66166666666,-24.4318333334,10.4797916667,8.64891666668,1.07316666666,-1.04183333335,3.72475000002,-19.7600833333,-14.0783333333
196.27,-2.22608333333,26.7124166666,20.7761666667,0.0570000000175,12.6714166667,-12.7852083333,19.9771666667,20.0911666667,11.3584166667,7.0775,14.8973333333,-5.59374999999,-1.36983333335
196.65,-2.29883333336,26.72425,23.4484166667,-1.49425000001,13.62075,-11.9827916667,21.982875,20.51725,13.7355833333,9.02308333334,17.7585,-3.73558333334,0.689666666676
197.03,5.80808333334,32.6264166667,29.6463333333,7.22216666668,20.101,-2.4495,26.010125,27.3234166667,20.2526666667,14.8484583333,22.47475,7.12116666667,11.0606666667
197.40,9.435,34.3869166667,33.57275,9.53083333336,21.8390833333,3.18491666667,26.3649583333,32.2798333333,23.0364166667,16.6425833333,24.9999166667,11.7338333333,14.8466666667
197.78,10.3681666667,32.413,33.5271666666,9.06008333331,20.3486666667,1.67166666667,21.560125,30.4748333333,22.0445833333,16.666625,25.67825,11.2889166667,15.11625
198.16,11.34275,29.12025,32.4538333333,8.10175000002,18.6574166667,1.712875,19.0277916667,27.59275,19.1666666667,16.1110833333,23.8426666667,10.7868333333,14.352
