wavelength,Back_TanGyrf,Belly_TanGyrf,Breast_TanGyrf,Crissum_TanGyrf,Crown_TanGyrf,DorTail_TanGyrf,Patch10_TanGyrf,Patch11_TanGyrf,Patch12_TanGyrf,Patch13_TanGyrf,Rump_TanGyrf,Throat_TanGyrf,WingTip_TanGyrf
348.91,8.45883333333,33.529,27.7588333333,21.6026666666,4.93341666666,5.79266666667,7.68029166667,6.27375,5.45558333333,5.14216666667,21.107,19.72425,7.16216666666
349.27,8.31358333333,33.525,27.72075,21.4888333333,4.86041666666,5.565375,7.49145833333,6.1305,5.27541666667,4.964875,21.0395,19.7311666667,7.01058333333
349.64,8.20058333334,33.4566666667,27.62175,21.38325,4.74308333333,5.39675,7.29366666667,5.96241666666,5.15958333333,4.790875,20.9549166666,19.667,6.85883333333
350.00,8.20133333333,33.5449166666,27.7135833334,21.4304166667,4.73775,5.41833333334,7.27570833333,5.98541666667,5.12558333333,4.73970833333,21.0305833333,19.6966666667,6.88425
350.37,8.24108333334,33.63975,27.772,21.42675,4.75108333333,5.42425,7.27654166667,5.92216666667,5.05883333333,4.80495833333,21.0138333333,19.65175,6.84683333334
350.73,8.13658333334,33.5288333333,27.7331666667,21.3960833333,4.64058333333,5.335375,7.149375,5.78416666667,4.9595,4.72516666667,20.9781666667,19.6069166667,6.7435
351.10,8.24141666667,33.81775,27.9601666667,21.6118333333,4.83241666666,5.46716666667,7.30833333333,5.85633333333,5.0855,4.89541666667,21.1630833333,19.7940833333,6.84291666666
351.46,8.365,34.0335833334,28.2673333333,21.8008333333,4.98133333333,5.61916666667,7.48266666667,6.03683333334,5.23908333333,5.12283333334,21.3218333333,19.9505,7.02375
351.83,8.43858333333,34.2828333333,28.5365,22.009,5.12533333333,5.73054166667,7.58716666666,6.14375,5.34483333333,5.20491666667,21.4610833333,20.1279166667,7.17833333333
352.19,8.33683333333,34.2968333334,28.6394166667,21.97725,5.03725,5.67016666667,7.5795,5.99316666667,5.1945,5.17445833333,21.4443333333,20.12375,7.09916666666
352.55,8.347,34.4888333334,28.8218333333,22.0031666666,5.00975,5.68316666667,7.58716666667,5.93541666667,5.13266666667,5.19745833333,21.5546666667,20.255,7.0635
352.92,8.34075,34.6163333333,29.0110833333,22.0671666667,5.0645,5.67329166667,7.61225,5.95233333333,5.15458333333,5.28125,21.6398333333,20.264,7.12683333333
353.28,8.48566666667,34.7106666666,29.21225,22.1808333333,5.11833333333,5.73583333334,7.68304166667,5.99416666667,5.23041666667,5.46166666666,21.684,20.3615,7.13866666667
353.65,8.647,34.9669166667,29.5176666667,22.2288333333,5.28458333334,5.97595833333,7.86983333333,6.11541666667,5.35816666667,5.633875,21.90325,20.5435833333,7.25141666667
354.01,8.58541666666,35.08425,29.6793333333,22.1941666667,5.19566666667,5.84375,7.74983333334,5.90791666666,5.27066666667,5.55241666667,21.9335833334,20.5466666667,7.11533333333
354.38,8.41675,35.1298333333,29.7508333333,22.0855833333,5.11016666667,5.70791666667,7.607125,5.75591666667,5.14991666666,5.404875,21.9424166667,20.5768333333,6.9795
354.74,8.46725,35.2668333334,29.9365,22.1645,5.216,5.73404166667,7.68891666667,5.78083333333,5.16408333333,5.42179166666,22.0398333333,20.7379166667,7.01658333333
355.11,8.57558333333,35.4736666667,30.1949166667,22.23175,5.29,5.766375,7.761125,5.88641666667,5.22091666667,5.44045833333,22.1195,20.9400833333,7.093
355.47,8.572,35.5459166667,30.2414166667,22.2434166667,5.24016666666,5.72695833334,7.69145833333,5.76875,5.18483333333,5.358,22.0745833333,20.9830833333,7.02891666666
355.83,8.50975,35.5526666666,30.3775833333,22.1990833333,5.19258333333,5.66745833333,7.67895833334,5.68275,5.111,5.29820833333,22.0891666667,20.9900833333,6.93058333333
356.20,8.5245,35.7154166667,30.5410833333,22.2556666667,5.20883333333,5.70375,7.65133333333,5.7055,5.1735,5.27766666667,22.1968333333,21.09675,6.95416666667
356.56,8.58708333334,35.9384166666,30.8025833334,22.3790833333,5.34966666667,5.84616666667,7.78991666667,5.83833333333,5.33283333333,5.44620833333,22.32575,21.2415833333,7.07625
356.93,8.56383333333,35.89525,30.7693333333,22.2620833333,5.29275,5.8675,7.79629166666,5.80216666667,5.33083333333,5.400875,22.2711666667,21.25475,7.08625
357.29,8.47258333333,36.0143333333,30.9340833333,22.2038333333,5.26966666666,5.855625,7.78816666667,5.71741666666,5.27175,5.34595833333,22.3189166667,21.2406666667,7.09433333333
357.66,8.38058333334,36.076,31.0469166666,22.1746666667,5.167,5.72779166667,7.71866666667,5.60891666667,5.199,5.26454166667,22.2523333334,21.2306666667,7.01433333334
358.02,8.30258333334,36.0641666667,31.06875,22.1183333334,5.14033333333,5.69820833333,7.70483333333,5.545,5.14825,5.16691666667,22.1331666667,21.2555,6.9465
358.38,8.29116666667,36.1424166667,31.1255,22.10175,5.11883333333,5.70283333333,7.72183333334,5.46158333333,5.11783333333,5.173625,22.15775,21.2969166666,6.931
358.75,8.1375,36.2515,31.23975,21.9321666667,4.931,5.56695833333,7.57779166667,5.232,4.96083333333,5.02116666667,22.0373333333,21.2158333333,6.74883333333
359.11,8.02341666667,36.17925,31.2005833333,21.7669166666,4.84033333333,5.446125,7.47083333334,5.01733333333,4.85916666666,4.92704166667,21.9195,21.0848333333,6.64408333333
359.48,8.06716666667,36.2120833334,31.3051666666,21.7773333334,4.89033333333,5.46379166667,7.484375,5.0285,4.88866666667,5.003625,22.00525,21.2004166667,6.736
359.84,8.00708333334,36.33125,31.46125,21.7639166667,4.80491666667,5.40804166667,7.44320833333,4.93341666667,4.86458333334,5.00325,22.0119166667,21.26825,6.70458333334
360.20,7.94566666667,36.4064166667,31.5613333333,21.69475,4.75475,5.34320833334,7.39191666667,4.83791666667,4.79708333333,4.96945833333,21.986,21.3206666666,6.64116666667
360.57,7.79408333334,36.3530833333,31.5246666667,21.5601666667,4.59625,5.18966666667,7.21808333333,4.61908333333,4.62075,4.779625,21.84625,21.2589166667,6.47733333333
360.93,7.6895,36.4011666667,31.6425833333,21.5175,4.54916666667,5.071375,7.08329166667,4.4955,4.51466666667,4.7115,21.7786666667,21.2513333333,6.38983333333
361.29,7.59075,36.4663333334,31.66925,21.43475,4.45875,4.96525,6.94979166667,4.37,4.44358333333,4.62875,21.741,21.2805,6.32983333333
361.66,7.49866666667,36.4635,31.6711666666,21.3714166667,4.39075,4.86366666667,6.8795,4.266,4.34141666667,4.55966666667,21.69975,21.3229166667,6.29058333333
362.02,7.67308333333,36.636,31.844,21.4523333334,4.54066666667,5.015375,7.01254166667,4.41125,4.47316666666,4.761,21.8315833334,21.4601666667,6.4445
362.39,7.774,36.8554166667,32.114,21.6198333333,4.64941666667,5.10704166667,7.10475,4.5425,4.55275,4.90941666667,21.8790833333,21.6586666667,6.53783333333
362.75,7.90166666667,36.9990833333,32.28025,21.7458333333,4.75441666667,5.21916666667,7.230625,4.71025,4.68925,5.053625,22.0105,21.7999166667,6.67775
363.11,7.859,37.1325833333,32.4670833333,21.7909166667,4.7205,5.18566666667,7.211625,4.71241666667,4.67108333333,5.05620833333,22.0881666667,21.9214166667,6.6525
363.48,7.75108333333,37.15675,32.547,21.67675,4.65916666667,5.11225,7.13879166667,4.64566666667,4.57966666667,4.98004166667,22.0079166667,21.8611666667,6.555
363.84,7.80733333334,37.2425833333,32.6058333333,21.6861666667,4.70775,5.09658333333,7.168,4.673,4.58525,5.03625,22.03825,21.9140833333,6.62608333333
364.20,8.04633333333,37.5093333333,32.8376666667,21.8773333333,4.96116666667,5.29645833333,7.37008333333,4.85691666667,4.77183333333,5.26216666667,22.2031666667,22.17675,6.836
364.57,8.16725,37.6798333333,33.0435833333,22.0083333333,5.042,5.37225,7.40758333334,4.94841666667,4.81325,5.35491666667,22.3195833333,22.31025,6.92591666667
364.93,8.35966666666,37.8949166667,33.2699166666,22.22975,5.23475,5.53191666666,7.60145833333,5.13225,5.01541666667,5.52825,22.4965833333,22.5323333333,7.12266666667
365.29,8.401,37.9756666666,33.4053333333,22.28725,5.21233333333,5.5415,7.68391666666,5.17291666667,5.04183333333,5.542625,22.504,22.5895,7.12908333334
365.66,8.47158333334,38.1979166667,33.5216666666,22.4156666667,5.25783333333,5.59716666667,7.72966666666,5.25875,5.0955,5.60941666667,22.5338333333,22.6591666667,7.1465
366.02,8.29591666667,38.24925,33.572,22.3169166667,5.09008333333,5.404875,7.56195833334,5.11966666667,4.93925,5.4165,22.4300833333,22.62525,6.9925
366.38,8.26158333333,38.1744166667,33.5853333333,22.2820833333,5.00975,5.36341666666,7.51420833334,5.043,4.90375,5.31241666667,22.4315,22.5953333333,6.93583333334
366.75,8.24025,38.1643333333,33.5689166667,22.23425,5.02441666667,5.37083333333,7.469875,4.99458333333,4.85841666667,5.2925,22.3906666667,22.5795833333,6.879
367.11,8.17483333333,38.0456666666,33.4706666667,22.1274166666,4.92891666667,5.30041666666,7.40424999999,4.97983333333,4.802,5.23529166667,22.2691666667,22.5033333333,6.81166666667
367.47,8.25733333333,38.2391666667,33.5869166666,22.2731666667,4.99525,5.34683333333,7.49824999999,5.03225,4.93766666666,5.251375,22.3643333333,22.62675,6.85866666667
367.84,8.19683333334,38.29375,33.6771666667,22.25175,5.0215,5.38216666667,7.47320833334,5.02508333333,4.95841666667,5.20875,22.3075833333,22.6948333334,6.7885
368.20,7.97108333333,38.1375,33.5784166666,22.0781666666,4.814,5.16229166667,7.27233333334,4.8325,4.75633333333,5.00333333334,22.16775,22.4794166666,6.57466666667
368.56,7.91658333333,38.1708333333,33.5254166667,22.0506666666,4.79025,5.06616666667,7.26229166666,4.75291666666,4.792,4.94845833333,22.1475833333,22.4994166666,6.54925
368.93,7.83991666667,38.1574166667,33.4921666667,21.9433333333,4.7195,5.06166666666,7.19279166667,4.66341666667,4.70066666667,4.87341666666,22.03025,22.4809166667,6.45666666666
369.29,7.86808333333,38.1645,33.4724166667,21.94375,4.82233333333,5.102125,7.18412499999,4.6955,4.73066666667,4.932875,22.0221666667,22.5475,6.4745
369.65,7.93541666667,38.2141666667,33.6744166667,21.9523333333,4.94808333333,5.20079166667,7.22170833334,4.74083333333,4.79675,5.01045833334,22.0661666667,22.6711666667,6.559
370.01,8.00608333333,38.2884166667,33.7033333333,21.96975,4.99408333334,5.21691666666,7.24962500001,4.751,4.83525,5.08625,22.0593333334,22.73975,6.61766666667
370.38,8.01066666666,38.42,33.8056666667,21.9255,5.04033333333,5.23958333333,7.25929166666,4.71858333333,4.88208333334,5.15354166667,22.0433333333,22.8089166666,6.65583333333
370.74,7.94716666667,38.4235,33.83375,21.8685833333,5.00666666666,5.153375,7.22991666666,4.63583333333,4.86175,5.1565,22.0109166667,22.8461666667,6.6525
371.10,7.93375,38.49775,33.8885833333,21.821,5.04008333333,5.142,7.15758333334,4.54416666667,4.83283333333,5.118,21.9538333333,22.8994166667,6.64216666667
371.46,7.87658333333,38.4578333334,33.8361666667,21.67625,4.97425,5.064625,7.06608333334,4.44625,4.719,5.073125,21.7870833334,22.8834166666,6.56691666667
371.83,7.85366666667,38.4869166666,33.8765,21.6806666667,4.93716666667,5.03833333333,7.03691666666,4.40216666666,4.69566666666,5.08320833333,21.72175,22.9249166667,6.55841666667
372.19,7.84141666667,38.5418333333,33.949,21.6216666667,4.96425,5.02691666666,7.03266666668,4.38175,4.72091666667,5.129125,21.6584166666,23.0390833333,6.61841666667
372.55,7.88091666667,38.5595833333,34.1029166667,21.59875,4.99091666667,5.11795833334,7.11395833333,4.40108333334,4.75141666666,5.2465,21.6245,23.1519166666,6.71066666667
372.92,7.83725,38.5820833333,34.1748333333,21.4938333333,4.963,5.06045833333,7.06608333333,4.32516666667,4.70375,5.25179166666,21.57275,23.23975,6.67941666667
373.28,7.72166666667,38.5970833333,34.2410833333,21.36025,4.89816666667,5.01725,6.98549999999,4.21183333333,4.59808333333,5.18641666667,21.4521666667,23.2500833333,6.60166666667
373.64,7.61491666667,38.5073333333,34.1089166667,21.1769166667,4.857,4.96716666667,6.92758333333,4.10375,4.55133333333,5.10066666667,21.2976666667,23.213,6.5545
374.00,7.607,38.4964166666,34.1765,21.1175833333,4.95058333333,5.06091666667,6.97295833334,4.12141666667,4.60233333333,5.183375,21.287,23.3200833333,6.61225
374.37,7.56025,38.45425,34.1595833333,21.0725833333,4.95441666667,5.05716666667,6.94908333334,4.13633333334,4.57325,5.15433333333,21.1905,23.3909166667,6.62091666667
374.73,7.57508333333,38.4600833333,34.2205833333,20.9953333333,5.00691666667,5.079375,6.97466666667,4.15783333333,4.57625,5.194,21.0910833333,23.4835833333,6.66366666667
375.09,7.73025,38.5283333333,34.4205,21.0660833333,5.17183333333,5.25408333333,7.19275000001,4.28525,4.71908333333,5.39766666667,21.1570833333,23.6819166667,6.85558333333
375.45,7.75766666667,38.5954166667,34.63025,21.09775,5.25716666667,5.33354166666,7.276,4.34366666667,4.79391666667,5.53004166667,21.22725,23.8256666667,6.96425
375.81,7.81108333334,38.587,34.63125,21.0024166666,5.35241666667,5.44241666667,7.33208333333,4.43466666667,4.87466666667,5.62683333334,21.2265833333,23.8755,7.09291666667
376.18,7.80641666667,38.5835,34.7351666667,20.97675,5.37758333333,5.52991666667,7.36254166667,4.47891666666,4.91466666667,5.6965,21.1650833334,23.9361666666,7.1315
376.54,7.72083333333,38.56875,34.765,20.8251666667,5.39083333333,5.46275,7.27812499999,4.43408333333,4.83466666667,5.64054166667,21.01475,23.941,7.06475
376.90,7.7245,38.5623333333,34.7659166666,20.7416666666,5.46225,5.49691666667,7.32083333332,4.49241666667,4.90908333333,5.68395833333,20.94375,23.944,7.12641666667
377.26,7.77583333333,38.5549166667,34.8261666667,20.7166666666,5.54158333333,5.51645833333,7.38145833334,4.53808333333,4.98558333333,5.765875,20.9021666667,24.0281666667,7.23058333333
377.63,7.76716666667,38.4875,34.9126666667,20.6561666667,5.53483333333,5.49845833333,7.387125,4.55483333333,5.0025,5.807125,20.8465,24.0538333333,7.23941666667
377.99,7.72683333333,38.4313333333,34.9259166667,20.5880833333,5.54775,5.52008333333,7.38941666666,4.57266666667,5.02933333333,5.86,20.7490833333,24.0558333333,7.243
378.35,7.69075,38.3916666667,34.9664166667,20.4621666666,5.56641666666,5.55058333334,7.36237499999,4.52533333334,5.00766666667,5.86195833333,20.6270833333,24.0319166666,7.20908333333
378.71,7.58891666667,38.3301666667,34.9758333333,20.3450833333,5.52966666667,5.55404166667,7.30879166667,4.48058333333,4.98641666667,5.81916666667,20.5325,24.0339166667,7.18291666666
379.07,7.48916666666,38.30775,34.9180833333,20.1911666667,5.50125,5.46670833333,7.22520833333,4.42766666666,4.96075,5.72104166667,20.3848333333,23.9751666667,7.134
379.44,7.39541666667,38.1778333334,34.8375833333,20.0331666667,5.44341666667,5.4205,7.14275,4.34891666667,4.89008333334,5.62845833333,20.1628333334,23.9461666667,7.10258333333
379.80,7.28516666667,38.0689166666,34.7938333333,19.8989166667,5.3915,5.321,7.09087500001,4.23233333334,4.81841666667,5.53216666667,19.9529166666,23.9374166667,7.0065
380.16,7.23125,37.95675,34.7323333333,19.7728333334,5.39591666667,5.257625,7.09233333332,4.18175,4.7985,5.47375,19.78575,23.8861666667,6.9735
380.52,7.19766666667,37.84175,34.68,19.66975,5.40658333333,5.23654166667,7.08704166666,4.153,4.80741666666,5.52883333333,19.6745833333,23.8649166667,6.96775
380.88,7.17366666667,37.76575,34.7031666666,19.65375,5.38958333333,5.19766666666,7.06883333333,4.083,4.77108333333,5.55166666667,19.622,23.9190833333,6.94175
381.24,7.10525,37.6358333333,34.5735833334,19.4801666666,5.34166666667,5.13670833333,6.99879166666,4.00841666667,4.7255,5.52391666667,19.44725,23.8455,6.861
381.61,7.02591666667,37.56475,34.5545833333,19.3726666666,5.29983333334,5.07604166667,6.91191666668,3.90816666667,4.6425,5.474875,19.2838333333,23.8493333333,6.79916666667
381.97,6.9695,37.4258333333,34.4636666667,19.2475833333,5.21416666667,4.99045833333,6.80858333333,3.8145,4.54725,5.3615,19.1233333334,23.80625,6.7385
382.33,6.8475,37.2569166666,34.2965,19.0725833333,5.10441666667,4.80125,6.69695833333,3.71041666667,4.43066666667,5.24475,18.91875,23.7025833333,6.64891666667
382.69,6.888,37.22175,34.2661666667,19.0586666666,5.12858333333,4.79554166667,6.70654166666,3.72466666667,4.43825,5.24683333333,18.84525,23.7244166667,6.64525
383.05,6.84525,37.1538333334,34.2211666667,19.028,5.09683333333,4.78520833333,6.64833333333,3.68733333333,4.3715,5.23929166667,18.73575,23.7343333333,6.60175
383.41,6.818,37.03075,34.1179166667,18.9686666667,5.08683333333,4.716375,6.616375,3.65975,4.3535,5.227,18.6281666666,23.68625,6.56008333333
383.77,6.8685,36.9804166667,34.0899166667,18.96925,5.123,4.72520833333,6.65245833334,3.72475,4.386,5.30658333333,18.596,23.664,6.61916666667
384.14,6.87958333333,36.9376666667,34.0475833333,18.9395833333,5.10666666667,4.74141666667,6.58695833333,3.71166666666,4.37125,5.33233333333,18.5675,23.67275,6.60908333333
384.50,6.79325,36.81,33.8689166667,18.8546666667,5.009,4.67066666667,6.49829166666,3.64816666667,4.31141666667,5.225,18.3960833333,23.58125,6.53775
384.86,6.76841666667,36.74225,33.8503333333,18.8239166667,5.01441666667,4.670875,6.45695833333,3.65983333333,4.32741666667,5.23108333333,18.3303333333,23.5433333333,6.54375
385.22,6.74316666667,36.6906666666,33.838,18.8255,4.99908333333,4.68458333333,6.45162499999,3.6765,4.31641666666,5.22033333333,18.2805833334,23.5508333333,6.53266666667
385.58,6.81908333333,36.6881666666,33.7970833333,18.8886666667,5.10808333333,4.76208333333,6.54520833334,3.79516666667,4.40541666667,5.306125,18.3305,23.5841666667,6.60483333333
385.94,6.82941666667,36.6420833333,33.8068333333,18.8894166667,5.15491666667,4.77804166667,6.58625000001,3.84016666667,4.45725,5.35845833333,18.2984166667,23.5759166666,6.63466666666
386.30,6.88758333333,36.6369166667,33.8471666667,18.9619166667,5.2165,4.88416666667,6.66999999999,3.92266666667,4.526,5.45504166667,18.3429166667,23.6369166667,6.711
386.66,6.87208333333,36.5525,33.7773333333,18.9211666667,5.18475,4.863125,6.66774999999,3.90225,4.51116666667,5.46033333333,18.279,23.6221666666,6.71366666667
387.03,6.85366666667,36.4765,33.7248333333,18.8708333333,5.19466666667,4.86520833333,6.68016666667,3.91925,4.55166666667,5.46329166667,18.2438333334,23.6129166667,6.73475
387.39,6.931,36.508,33.7383333333,18.9275,5.297,4.99170833333,6.78383333334,4.03841666667,4.63508333333,5.56525,18.2878333333,23.6733333333,6.829
387.75,6.92041666666,36.4614166667,33.7059166666,18.9338333333,5.29308333333,4.99420833334,6.73379166667,3.99891666667,4.61641666666,5.52745833333,18.2545,23.649,6.79025
388.11,6.851,36.3318333333,33.592,18.8688333333,5.25391666666,4.95079166667,6.72191666666,3.95958333333,4.58125,5.47741666667,18.1614166667,23.5818333333,6.73733333334
388.47,6.95816666667,36.3564166667,33.6554166667,18.9526666667,5.36991666667,5.053375,6.82733333334,4.06925,4.677,5.55529166667,18.2313333333,23.6455833334,6.80141666667
388.83,6.917,36.271,33.5164166667,18.8890833334,5.30758333333,5.00395833333,6.80516666668,4.02333333333,4.62658333333,5.479375,18.1229166666,23.6101666666,6.74808333333
389.19,6.845,36.1478333333,33.3985833333,18.8446666666,5.24983333333,4.93216666667,6.75679166666,3.91966666667,4.52416666666,5.4235,18.0383333333,23.5869166667,6.69541666667
389.55,6.75708333333,36.0413333333,33.30725,18.77475,5.1595,4.82779166667,6.67975000001,3.812,4.44308333333,5.34366666666,17.8680833334,23.5356666667,6.63783333333
389.91,6.74133333333,35.9783333333,33.2458333333,18.7806666667,5.18166666667,4.846625,6.67616666666,3.81383333333,4.41775,5.33041666667,17.82325,23.545,6.62616666667
390.27,6.78516666667,35.9795833333,33.2180833333,18.7814166667,5.23541666667,4.85504166666,6.69062500001,3.84316666667,4.46616666667,5.37433333333,17.7874166667,23.5905,6.64975
390.63,6.78983333334,35.8956666667,33.1515,18.7856666667,5.29966666666,4.8825,6.70279166667,3.88358333333,4.524,5.41679166667,17.7305,23.55875,6.67641666667
391.00,6.82758333334,35.8234166667,33.0938333333,18.8105,5.3315,4.90516666667,6.71137500001,3.88758333333,4.53391666667,5.47429166667,17.7011666667,23.5813333333,6.69308333334
391.36,6.78916666667,35.7240833333,33.0283333333,18.7491666666,5.29375,4.852875,6.64779166667,3.83175,4.48958333333,5.44945833333,17.6289166666,23.5568333333,6.66308333333
391.72,6.76608333333,35.5715,32.9305,18.6551666667,5.2825,4.859125,6.65254166667,3.82516666666,4.47075,5.44320833333,17.5283333334,23.5795,6.6565
392.08,6.77358333333,35.422,32.7936666667,18.5671666667,5.30108333333,4.85908333334,6.65245833333,3.83016666666,4.4855,5.46254166667,17.4235833333,23.5503333333,6.67008333333
392.44,6.66608333334,35.21375,32.6038333333,18.4403333334,5.22475,4.76566666667,6.56108333333,3.75016666667,4.40725,5.42991666667,17.28425,23.4571666667,6.62675
392.80,6.58408333334,35.0786666667,32.5099166667,18.3325833333,5.206,4.73716666667,6.52258333333,3.69725,4.36358333333,5.40733333333,17.1650833334,23.3689166667,6.61533333334
393.16,6.62383333333,35.0305,32.4706666667,18.2904166667,5.24733333333,4.766375,6.52262500001,3.74608333333,4.4335,5.42125,17.0836666667,23.3625,6.65125
393.52,6.63791666667,34.9108333333,32.3464166667,18.1926666667,5.27483333333,4.809625,6.54008333334,3.77575,4.44616666667,5.456625,17.03475,23.3571666667,6.64791666667
393.88,6.61091666667,34.7840833333,32.24075,18.0664166667,5.26575,4.7715,6.52779166666,3.74291666666,4.46108333333,5.48979166666,16.92875,23.323,6.65708333333
394.24,6.56925,34.6180833333,32.1431666667,17.9791666666,5.24408333333,4.77458333333,6.51066666666,3.7275,4.444,5.50104166667,16.8210833333,23.2713333333,6.63916666667
394.60,6.52575,34.5098333333,32.0855833333,17.8759166666,5.23458333334,4.76554166667,6.49575000001,3.69725,4.42591666667,5.5165,16.6909166667,23.2813333333,6.63458333333
394.96,6.43283333334,34.2475,31.927,17.7105833334,5.18925,4.69425,6.46345833333,3.63791666667,4.37616666667,5.43354166667,16.4838333333,23.1606666667,6.58175
395.32,6.31966666667,34.0260833334,31.7613333334,17.5765,5.17725,4.65783333333,6.41724999999,3.56808333334,4.32141666667,5.40404166666,16.3136666667,23.0913333333,6.52008333333
395.68,6.23625,33.8663333333,31.7013333333,17.4476666667,5.15958333333,4.61225,6.3545,3.53733333333,4.30041666666,5.39079166666,16.1968333333,23.018,6.50083333333
396.04,6.19691666667,33.7675,31.6521666667,17.3565,5.15841666667,4.60729166667,6.3075,3.52558333333,4.29375,5.39333333333,16.0624166666,23.0036666667,6.5085
396.40,6.17875,33.6665,31.59975,17.2591666666,5.20883333333,4.65841666667,6.312,3.53433333333,4.31541666667,5.40645833333,15.9439166667,22.99175,6.52616666667
396.76,6.26508333333,33.555,31.5965,17.2201666667,5.33866666666,4.77475,6.41854166667,3.65791666667,4.43308333334,5.55483333333,15.9153333334,23.0973333333,6.62083333333
397.12,6.19266666667,33.31775,31.4864166667,17.0704166667,5.33825,4.79470833333,6.41233333333,3.64475,4.44508333333,5.59945833333,15.7689166667,23.0474166667,6.64216666667
397.48,6.13691666667,33.1591666667,31.4298333333,16.9455833334,5.37125,4.827625,6.39595833334,3.65841666667,4.4885,5.63808333333,15.6394166667,22.9885833334,6.7055
397.84,6.13125,33.0021666667,31.3379166666,16.8571666667,5.42091666667,4.874375,6.40625,3.68675,4.50541666667,5.65754166667,15.5615833333,22.972,6.74791666667
398.20,6.08841666667,32.7970833333,31.2194166667,16.7323333333,5.44966666667,4.89045833333,6.38983333333,3.67125,4.52991666667,5.68554166667,15.409,22.9098333334,6.80875
398.56,6.01141666667,32.5846666667,31.117,16.5945833333,5.42983333333,4.87883333333,6.34358333333,3.62341666667,4.49183333333,5.63816666667,15.2940833333,22.8080833333,6.80641666667
398.92,6.013,32.5428333334,31.1199166667,16.4885833333,5.46616666666,4.95304166667,6.34183333333,3.64966666666,4.53141666667,5.72258333333,15.2190833333,22.8506666667,6.87225
399.28,6.03983333333,32.4238333333,31.0615,16.3913333333,5.46883333334,4.95895833333,6.3295,3.66583333334,4.56675,5.7575,15.123,22.7988333333,6.91141666667
399.64,6.07758333333,32.3451666667,31.0028333333,16.31625,5.52975,5.0105,6.36166666667,3.68533333334,4.61983333334,5.82091666667,15.0345,22.7958333334,6.98116666667
400.00,6.05541666667,32.1371666667,30.9144166666,16.2318333334,5.55116666667,5.02595833333,6.34841666666,3.67625,4.60916666667,5.84058333333,14.9565,22.7519166667,7.00041666667
400.36,6.0675,31.97375,30.8681666666,16.10575,5.57983333333,5.053375,6.36495833334,3.67508333334,4.65225,5.91908333333,14.8966666666,22.7615,7.03766666667
400.72,5.98675,31.7275,30.6838333334,15.9523333333,5.53458333333,4.98554166667,6.28404166667,3.59066666667,4.61591666667,5.90175,14.729,22.6250833333,6.99333333334
401.08,5.97008333334,31.59075,30.5655833334,15.8706666667,5.56408333333,4.98929166667,6.29345833333,3.59666666667,4.64233333334,5.9435,14.6815833333,22.5443333333,7.01225
401.44,5.99416666667,31.468,30.48725,15.8500833333,5.57725,5.017875,6.29495833333,3.61208333333,4.65833333334,5.98495833333,14.62175,22.5544166667,7.02483333333
401.80,5.97108333333,31.31425,30.40325,15.7803333333,5.53341666666,4.99920833333,6.26525,3.58966666666,4.63716666667,5.988,14.4921666667,22.5073333334,7.02191666667
402.16,5.915,31.14825,30.2653333333,15.6490833333,5.49616666667,4.93366666667,6.20704166666,3.5305,4.59291666667,5.96475,14.3746666667,22.482,6.96416666667
402.52,5.91908333333,31.0181666666,30.12925,15.5645833333,5.484,4.89258333333,6.16679166667,3.51758333334,4.59825,5.96833333333,14.2935,22.434,6.94466666667
402.88,5.86341666667,30.8315833334,29.9885,15.4896666667,5.43766666666,4.82133333333,6.11475,3.461,4.56008333333,5.968125,14.2145,22.3364166667,6.89541666666
403.24,5.81083333333,30.67325,29.8865833334,15.3556666667,5.41083333333,4.79991666667,6.08241666667,3.42991666667,4.54441666666,5.94566666667,14.11525,22.26775,6.85283333333
403.60,5.7045,30.45425,29.6969166667,15.2491666666,5.32233333333,4.72454166667,5.98204166667,3.3415,4.47766666667,5.91075,13.9963333333,22.1633333333,6.78083333333
403.95,5.75591666667,30.45425,29.7245,15.2825,5.37216666667,4.752375,6.02116666667,3.38966666667,4.53266666666,5.987625,14.0174166667,22.2104166666,6.84316666667
404.31,5.72616666667,30.33725,29.6015,15.25,5.3275,4.707125,5.97745833333,3.38616666667,4.47525,5.96741666667,13.9303333333,22.1125,6.82841666667
404.67,5.739,30.2474166667,29.5494166667,15.2433333333,5.33141666667,4.720625,5.98179166667,3.39891666667,4.47641666667,5.98670833333,13.89775,22.0930833333,6.8475
405.03,5.72683333333,30.1591666667,29.4840833333,15.22275,5.32383333333,4.71166666667,5.96058333334,3.39441666667,4.45025,5.98125,13.8418333333,22.0646666667,6.84233333334
405.39,5.69566666666,30.0508333333,29.3955,15.1584166667,5.32616666667,4.65925,5.94004166667,3.36333333333,4.43375,5.98791666667,13.7799166667,21.9969166667,6.84091666667
405.75,5.6885,29.9888333334,29.3318333334,15.1516666667,5.36133333333,4.65658333333,5.93979166667,3.36008333333,4.44683333333,6.01491666667,13.75425,21.9529166667,6.84058333334
406.11,5.739,29.93825,29.28325,15.1630833333,5.41116666667,4.69091666667,5.99783333333,3.41333333333,4.47566666667,6.07108333334,13.7610833333,21.884,6.88825
406.47,5.74108333333,29.8354166667,29.2104166667,15.15925,5.42425,4.70270833333,5.99941666667,3.42066666667,4.46183333333,6.098875,13.7241666667,21.8294166667,6.92016666667
