wavelength,Back_CisLevf,Belly_CisLevf,Breast_CisLevf,Crissum_CisLevf,Crown_CisLevf,DorTail_CisLevf,Patch10_CisLevf,Patch11_CisLevf,Rump_CisLevf,Throat_CisLevf,WingTip_CisLevf
193.61,16.1739,22.8405333333,22.0870666667,64.1160333333,21.2173333333,34.5506666667,38.6666,32.9276,33.2367666667,28.4057333333,12.0000666667
193.99,12.5137,20.2186666667,18.4154,57.6502333333,18.5245333333,29.3444,34.0984666667,26.2841333333,27.2769111111,22.2404,6.93993333333
194.37,2.33933333334,9.59060000001,10.4094,51.1110333333,10.7603333333,25.9066,30.234,17.1928666667,21.9785222222,15.4971333333,-3.33333333332
194.75,-5.15433333333,2.90113333335,4.62953333331,48.9815,3.70373333334,22.7778666666,24.6297333333,9.87660000002,16.8828111111,3.88880000001,-5.0618
195.13,4.76633333334,13.2086666667,11.028,54.3613333333,11.5265333333,30.2803333333,35.0778666667,20.2492666667,24.4861,10.9034,2.05599999998
195.51,4.70783333335,16.8386,10.2405333333,55.8076,8.31606666667,29.5532,38.1442666667,19.5876666667,24.8796888889,9.6220666667,0.412333333334
195.89,7.64299999999,19.1245333333,8.14813333334,54.0740666667,6.39740000001,30.9764666667,39.6632,23.9055333333,29.0010777778,13.2659333333,7.946
196.27,5.53186666667,20.5674666667,9.92913333334,55.8867,7.02119999997,31.773,38.0142666667,21.7021333333,30.1417222222,15.2482666667,11.6313333333
196.65,0.711666666654,15.8052,9.06373333332,56.4045666667,0.07486666668,29.2134,40.5243333333,17.603,23.6204888889,11.9101333333,9.51306666666
197.03,4.69999999999,16.4,7.33333333333,54.3,-1.19999999998,27.7333333333,36.4666666667,20.0666666667,22.2333333333,12.3333333334,14.7333333333
197.40,0.17363333332,12.2221333333,2.08340000001,51.5625,-4.65280000001,23.1944666667,28.889,15.1388666667,17.9976111111,16.5971333333,11.7359333333
197.78,-2.29566666667,7.67293333333,-2.38999999999,42.5157,-6.47800000001,16.4779333333,25.7234,11.0062666667,13.1970777778,12.893,7.86186666666
198.16,0.404900000007,9.34586666667,-3.67586666668,41.5887666667,-5.42046666665,15.6387333333,24.5482666667,11.8379333333,11.6096,15.5140666667,13.2710666667
198.54,8.53996666668,15.923,4.24240000001,44.7933666667,2.47926666666,20.8816,25.8954,15.7576666667,16.1341333333,21.2671333333,17.0248
198.92,15.4974666667,27.1144,15.4727333333,47.811,13.4328666667,29.5025333333,34.0796,22.9354,25.0165444445,35.224,24.0298666667
199.30,9.00956666667,20.3864666667,8.74386666667,42.4154333333,8.79226666667,26.5218,25.7971333333,14.4445333333,18.0032444444,30.0482666667,16.7148666667
199.68,8.61679999999,18.7754666667,6.80273333333,39.5690333333,9.79593333333,24.9886666667,24.8524666666,14.6484,15.6085555556,27.4376,14.8752
200.06,0.56786666666,10.8641333333,-0.740866666666,34.5432666667,5.5804,17.3828,19.7036,6.02473333333,7.76122222223,19.8024,8.14799999998
200.44,6.66666666666,15.7824,0.952333333342,35.7824666667,10.5215333333,19.5916666667,23.3106,12.7436666667,10.3704,20.4988,11.3378666667
200.82,12.4109,20.4194,3.39626666667,38.3647333333,14.7588666667,21.9287333333,23.8155333333,17.2747333333,12.6625888889,24.1508666667,18.6580666667
201.19,11.6998333333,19.6469333333,0.176600000008,35.7616666667,15.5849333333,21.4571333333,18.9404666667,13.9073333333,9.74966666667,21.9866666667,15.0993333333
201.57,14.2343,17.1621333333,-3.15313333335,33.6936333333,15.0902666667,19.8648,16.8920666667,13.6486666667,7.61258888889,17.8377333333,15.0902
201.95,15.2082333333,20.8334,-6.852,33.3101333333,16.3887333333,21.4816,13.1018,14.4443333333,6.97513333334,17.5925333333,14.398
202.33,18.8096,23.7141333333,-5.57160000002,37.1428666667,20.4762,26.6666,15.0952666667,17.2856666667,8.86517777778,18.2856666667,15.7618
202.71,10.6608,17.5975333333,-22.6426666667,33.1833333333,13.0932,19.4595333333,5.70573333333,10.6906,-3.27326666667,8.82886666666,9.90993333334
203.09,-7.17683333331,-2.78913333332,-49.0477333334,18.5033333333,-10.272,2.44900000001,-17.075,-5.51013333332,-26.9841222222,-18.0271333333,-10.0
203.47,-18.3333333333,-12.0833333333,-68.1666666667,11.8333333333,-24.8333333333,-6.75,-30.1666666667,-14.9166666667,-46.9583333333,-35.0833333333,-24.4999999999
203.85,-17.3516333333,-11.5066666667,-66.7580000001,18.5389666667,-24.7488666667,-0.547933333314,-38.8126666667,-15.8903333333,-48.1734777778,-32.5114,-21.9178666667
204.22,-21.5424,-13.1342666667,-72.8359333333,13.6816333333,-32.8358666667,-1.69146666668,-51.3434,-19.5025333334,-60.7960777778,-41.5920666667,-34.3283999999
204.60,-103.577233333,-94.1461999999,-191.707266667,-56.9106999999,-120.487933333,-77.5610000001,-156.260066667,-103.251933333,-172.411933333,-139.024533333,-124.227733333
204.98,-327.192866667,-309.824666667,-531.578933333,-258.2456,-348.420933333,-272.9824,-438.245533333,-328.070066667,-466.257288889,-408.771933333,-369.473666667
205.36,-1020.95236667,-976.190400001,-1538.09526667,-895.714399999,-1077.14273333,-930.476266667,-1327.61906667,-1023.80953333,-1406.34914444,-1259.04766667,-1103.8094
205.74,1238.88886666,1084.4444,1717.77786667,1109.99996667,1219.99993333,1072.22233333,1493.3334,1225.55546667,1643.1481,1446.6666,1274.44453333
206.12,269.569633333,258.494466667,358.2796,258.924833333,275.0538,250.322666667,314.1936,273.1182,346.308411111,311.828,276.989333333
206.50,228.194266667,218.194466667,284.166666666,221.319633333,232.083266666,220.139,251.9444,228.472066667,271.736022222,248.888866667,227.916533333
206.87,186.969566667,183.636133333,233.030266667,192.727366667,191.414,184.444466667,208.989933333,193.3334,219.343455556,205.454533333,188.990066667
207.25,159.316233333,163.247733333,202.222266667,173.547,162.564066667,163.4188,185.47,168.034266667,190.797744444,176.5812,165.47
207.63,165.085533333,171.7948,209.7436,180.940133333,168.547066667,175.0428,193.504333333,173.675333334,198.447266667,187.5214,168.2052
208.01,170.7265,181.880466667,219.5726,192.6067,177.0086,182.478533333,200.5984,182.820533333,206.524355555,200.000133333,175.3846
208.39,186.1111,197.685266667,239.907333333,214.259333333,192.7778,200.3704,220.462866667,202.036933333,223.0556,215.0,193.518533333
208.77,172.42,180.4566,221.0044,201.415466667,178.082266667,183.744333333,209.863133333,193.789933333,208.401722222,198.356333333,186.392666667
209.14,182.4762,179.9048,230.095333333,206.5239,190.0,188.6666,222.380933333,203.619066667,217.635,205.047533333,201.238133333
209.52,228.679133334,214.465266667,294.717,255.094233333,243.773666667,232.5788,282.7674,250.3144,273.5221,254.591066667,251.0694
209.90,220.169433333,211.6384,282.033866667,245.988566667,245.536733333,224.5198,271.8644,240.903933333,268.135644445,246.892666667,246.214666667
210.28,233.160966667,213.563133333,294.1378,257.2413,255.747133333,230.1148,284.252933334,251.954,285.727933333,255.862133333,261.494266667
210.66,261.020333333,228.4354,329.3878,287.1429,282.857266667,247.074866667,319.047533333,276.734666667,316.8708,285.714266667,293.333333333
211.03,361.274533333,306.078333333,446.4706,384.1177,390.7844,337.450933333,445.2942,371.7646,434.313744444,392.744933333,402.549
211.41,382.323266667,302.424333333,469.494866667,397.171766667,407.070866667,353.535266667,463.030466667,396.767533333,447.811522222,400.404133333,412.1212
211.79,301.937933333,238.294666667,365.736466667,319.3798,323.100733333,282.015533333,362.945733333,310.387466667,345.9433,314.8836,321.240133333
212.17,300.952333333,233.333333333,361.745933333,324.126933333,320.158733333,287.3016,354.1268,300.317466667,344.497377778,306.349333333,319.523933333
212.55,220.242466667,162.302866667,269.697066667,232.969633333,238.4242,214.303066667,262.060666667,214.302933333,257.414122222,228.727266667,229.4546
212.92,272.000033333,202.073933333,342.8148,283.481366667,295.703666667,267.407466667,319.2594,259.703733333,316.740655556,282.8148,277.037133333
213.30,250.333333333,186.0,310.933333333,258.0,265.733333334,248.0,287.066666667,239.2,285.888888889,263.733333333,249.466666667
213.68,211.299266667,167.0056,264.406733333,216.6666,226.4406,211.0734,240.0,207.344533333,243.408633333,224.632733333,215.593333334
214.06,210.226066667,161.5818,262.824933333,202.5424,218.531066667,208.474466667,238.982933333,204.067733333,230.527355556,222.824666667,208.3616
214.44,220.333333333,171.2,271.6,210.733333333,231.733333333,219.066666667,257.466666667,213.733333333,236.466666667,241.333333333,215.866666667
214.81,230.075766667,181.969666667,287.272733333,222.424266667,252.575666667,233.484866667,285.9092,228.1818,262.045444444,260.303133333,229.696866667
215.19,222.222166667,177.460466666,286.031666667,217.1428,254.920533333,234.6032,290.158666667,236.031733333,267.962844445,266.3492,234.7618
215.57,189.999966667,155.038733333,251.627866667,190.000133333,230.077466667,211.4728,261.395466667,206.2014,240.232633333,238.2946,210.2324
215.95,220.6306,174.955066667,293.333333333,218.7388,267.927866667,255.855733333,297.117066667,247.928066667,273.363266667,267.567666667,250.810866667
216.32,255.222133333,197.555533333,347.555466667,250.000166667,309.555666667,302.666733334,344.222133333,300.888733333,316.296377778,307.555533333,300.444266667
216.70,221.1111,185.7408,306.4816,231.666766667,268.148133333,266.2962,297.962866667,275.925933333,272.7468,266.481466667,267.222266667
