wavelength,Back_CisLevf,Belly_CisLevf,Breast_CisLevf,Crissum_CisLevf,Crown_CisLevf,DorTail_CisLevf,Patch10_CisLevf,Patch11_CisLevf,Rump_CisLevf,Throat_CisLevf,WingTip_CisLevf
380.52,33.9291666666,38.7852,5.98473333333,32.3193666667,7.07219999999,4.49426666667,26.9240666667,28.1802666667,35.1298222222,4.75533333333,5.3412
380.88,33.9887666667,38.7959333333,5.98473333333,32.3824333333,7.06306666667,4.45866666667,26.9862,28.1775333333,35.2126666667,4.7812,5.3216
381.24,33.9557,38.8706666667,5.96066666667,32.3782,6.99433333333,4.3764,26.8842,28.0974,35.2303444445,4.70713333333,5.25506666667
381.61,34.1136333333,39.0029333333,6.03793333333,32.5582666667,7.02473333333,4.40933333333,26.9603333333,28.2023333333,35.4131777778,4.75193333333,5.31673333333
381.97,34.1659,39.0627333333,5.95906666667,32.6296333333,6.93606666667,4.31513333333,26.9023333333,28.1764666667,35.4318666667,4.6702,5.28593333333
382.33,34.1951,39.1165333333,5.90486666667,32.7296666667,6.89306666666,4.27806666667,26.9259333333,28.1568666667,35.4133222222,4.61453333333,5.21693333333
382.69,34.1979666667,39.2048666667,5.93093333333,32.7714666667,6.90473333334,4.28586666666,26.9308,28.1512666667,35.4718555555,4.63893333334,5.19486666667
383.05,34.3587,39.4443333333,5.9918,32.9729333333,6.95486666666,4.3422,27.0196,28.3021333333,35.6764222222,4.6934,5.22826666667
383.41,34.5361333333,39.6878666667,6.0728,33.2167,7.05073333334,4.42086666667,27.1800666667,28.4614,35.8775444444,4.77726666667,5.3098
383.77,34.5799,39.7788666667,6.099,33.2898666667,7.07073333334,4.45193333333,27.2114666667,28.4998,35.9171222222,4.82593333334,5.317
384.14,34.6791666667,39.8762,6.06133333333,33.3342,7.03799999999,4.44273333333,27.2634,28.4919333333,35.9988888889,4.7876,5.2684
384.50,34.7772,39.9995333333,6.0682,33.5205333333,7.04813333334,4.492,27.2843333333,28.5234,36.1217888889,4.8168,5.2718
384.86,34.9039666667,40.1794666667,6.08753333333,33.6339333333,7.07813333333,4.53146666667,27.3119333334,28.5977333333,36.2290888889,4.82826666667,5.29433333333
385.22,35.0593666667,40.3072666667,6.11433333333,33.7880333333,7.11873333333,4.58413333333,27.4283333333,28.7346,36.3469444445,4.8872,5.33806666667
385.58,35.1177333333,40.4255333333,6.12546666667,33.8453333333,7.1532,4.5982,27.4841333333,28.7552666667,36.4208555555,4.9096,5.364
385.94,35.2720333333,40.5881333333,6.22693333333,33.9780333333,7.25993333334,4.6882,27.6289333333,28.8818,36.5971888889,4.98713333333,5.422
386.30,35.3312666667,40.7428666667,6.2246,34.0008333333,7.23826666667,4.65053333333,27.6218,28.8972,36.7023444444,4.95266666667,5.39053333333
386.66,35.3729333333,40.8163333333,6.20953333333,34.1025666667,7.22460000001,4.60173333333,27.656,28.9306666667,36.7513444445,4.93053333333,5.399
387.03,35.4479333333,40.862,6.20393333333,34.1572,7.23099999999,4.587,27.6535333333,28.9264666667,36.7855444445,4.9238,5.39633333333
387.39,35.4807333333,40.9518,6.13873333333,34.1330666667,7.18046666666,4.51186666667,27.5982666667,28.8913333333,36.7921777778,4.86153333333,5.34893333333
387.75,35.6549,41.1859333333,6.1828,34.2964,7.21833333333,4.52813333333,27.6737333333,29.0153333333,37.0009666667,4.87546666667,5.3748
388.11,35.6787,41.2804666667,6.15213333333,34.3712666667,7.20906666666,4.49593333333,27.6584,29.0161333333,37.0427666667,4.8436,5.36253333333
388.47,35.7417666667,41.4135333333,6.152,34.3965333333,7.1972,4.4824,27.7031333333,29.0534,37.1348888889,4.818,5.35546666667
388.83,35.8147666667,41.5494666667,6.16186666667,34.5131333333,7.19573333333,4.4816,27.718,29.0961333333,37.2181,4.8238,5.3396
389.19,35.8596,41.6933333333,6.13113333333,34.5485666667,7.1704,4.42206666667,27.7509333333,29.0830666667,37.2990333334,4.77553333333,5.26193333333
389.55,35.9260666667,41.7986,6.0836,34.5845333333,7.13226666667,4.37973333333,27.7344,29.0974666667,37.3392222222,4.7378,5.20613333333
389.91,35.9990333333,41.9354666667,6.03506666667,34.6677666667,7.0942,4.33346666667,27.7316666667,29.122,37.3925888889,4.6962,5.17013333333
390.27,36.0773333333,41.9424666667,6.01546666667,34.7234333333,7.09053333333,4.31213333333,27.7257333333,29.1539333333,37.4169888889,4.69933333334,5.14893333333
390.63,36.1734,42.0932666667,6.0216,34.8191,7.10126666667,4.31073333333,27.7908,29.1968666667,37.5197444445,4.7126,5.15913333333
391.00,36.2693666667,42.2371333333,6.05233333333,34.9111,7.09100000001,4.3474,27.8941333333,29.2451333333,37.6283,4.7218,5.2026
391.36,36.3718333333,42.3782,6.11353333333,35.0174666667,7.15879999999,4.4328,27.9868,29.3244666667,37.7408555555,4.7854,5.25326666667
391.72,36.3578666667,42.3640666667,6.08926666667,35.0222666667,7.14059999999,4.40506666667,27.9962666667,29.2788,37.6976777778,4.7816,5.26273333333
392.08,36.3748,42.4137333333,6.0766,35.0485,7.10559999999,4.3922,28.0058,29.2916666667,37.7669111111,4.75533333333,5.2556
392.44,36.4669,42.4992,6.12406666667,35.1382,7.13760000001,4.39613333333,28.0431333333,29.3427333333,37.8448888889,4.7844,5.2632
392.80,36.4556,42.5159333333,6.08053333333,35.1278666667,7.06926666667,4.32186666667,27.9946,29.2859333333,37.8300666667,4.7116,5.1974
393.16,36.5466,42.5817333333,6.09346666667,35.1987,7.08213333333,4.344,28.0447333333,29.3292,37.8881666667,4.731,5.216
393.52,36.6008666667,42.7016,6.08026666667,35.3074333333,7.07846666666,4.3588,28.0593333334,29.3560666667,37.9531111111,4.74373333333,5.203
393.88,36.6066666667,42.7467333334,6.06573333333,35.3302666667,7.0636,4.338,28.0512,29.3198,37.9876333333,4.72653333333,5.19786666667
394.24,36.7229333333,42.9403333333,6.0648,35.5215,7.06693333333,4.35646666667,28.1296,29.3973333333,38.1394222222,4.73166666667,5.1986
394.60,36.8548666667,43.0795333333,6.11566666667,35.6484333333,7.095,4.39113333333,28.1748,29.4676666667,38.2598333333,4.77546666667,5.23166666667
394.96,36.9072333333,43.2272666667,6.11786666667,35.7112333333,7.1098,4.35166666667,28.1698,29.4815333333,38.3355888889,4.7858,5.21186666667
395.32,36.9318666667,43.2915333333,6.09926666667,35.7944333333,7.06593333334,4.28386666667,28.1349333333,29.4595333333,38.3811666667,4.753,5.18513333333
395.68,36.987,43.384,6.10726666667,35.8701,7.05953333334,4.26793333333,28.1243333333,29.4872666667,38.4781111111,4.7262,5.1204
396.04,37.1905666667,43.6016666667,6.17333333333,36.0737333333,7.14433333334,4.33513333333,28.2184,29.6179333333,38.6856333333,4.82286666667,5.18266666667
396.40,37.2556,43.7537333333,6.18246666667,36.1604,7.1738,4.36026666667,28.2426666667,29.6428,38.7567777778,4.8598,5.22306666667
396.76,37.4358,43.9621333333,6.263,36.3364333333,7.2714,4.43846666667,28.3988666667,29.7657333334,38.9828777778,4.9622,5.30506666667
397.12,37.5263,44.09,6.32006666667,36.4164666667,7.31326666666,4.46266666667,28.4128,29.8412,39.1190444445,5.00146666667,5.36273333334
397.48,37.6436333333,44.251,6.3614,36.5282,7.34626666668,4.46826666667,28.4757333333,29.9018666667,39.2656555556,5.0052,5.412
397.84,37.7543666667,44.433,6.38546666667,36.6503333333,7.33686666667,4.45913333333,28.5700666667,29.9848,39.4132777778,4.99866666667,5.39186666666
398.20,37.7928,44.5203333333,6.41773333333,36.6618,7.36306666667,4.48233333333,28.5858666667,29.9681333333,39.4568444444,5.02393333333,5.41953333333
398.56,37.8869333333,44.6816666667,6.41706666667,36.7511,7.39873333334,4.4962,28.6504,30.0137333333,39.5720111111,5.02513333333,5.42133333333
398.92,38.0029666667,44.8109333333,6.4118,36.9062,7.39879999999,4.49626666667,28.7022666667,30.0832,39.6643444445,5.01033333333,5.4162
399.28,38.118,44.9715333333,6.4598,37.0116666667,7.42473333333,4.52526666667,28.7830666667,30.1474,39.7994444444,5.0358,5.4508
399.64,38.2334,45.1008666667,6.473,37.1274333333,7.44820000001,4.54666666667,28.8398,30.2040666667,39.9134666667,5.06633333333,5.4888
400.00,38.2451,45.1765333333,6.48866666667,37.1556666667,7.42866666666,4.52753333333,28.8610666667,30.1908666667,39.9521555555,5.0588,5.47726666667
400.36,38.3378,45.2780666667,6.48513333333,37.2309333333,7.38846666667,4.5054,28.9134666667,30.2418,40.0400444444,5.03913333333,5.43766666667
400.72,38.4313666667,45.3948,6.526,37.3354,7.43353333333,4.53593333333,28.9341333333,30.2885333333,40.0930111111,5.05433333333,5.46326666667
401.08,38.5615,45.598,6.56986666667,37.5180333333,7.47173333333,4.60326666667,29.0374666667,30.3552,40.2164888889,5.07146666667,5.48066666666
401.44,38.6126,45.6515333333,6.59246666667,37.5446333333,7.49113333333,4.6106,29.0674,30.3509333333,40.2708555556,5.08593333333,5.46713333333
401.80,38.6767333333,45.7155333333,6.60313333333,37.5402666667,7.50986666667,4.63566666667,29.0402666667,30.3589333333,40.3167222222,5.1008,5.48406666667
402.16,38.7249666667,45.8038,6.58253333333,37.5645666667,7.48406666667,4.5884,29.0482,30.3798666667,40.3855444445,5.06353333333,5.44713333333
402.52,38.7259,45.864,6.54626666667,37.6065,7.42106666667,4.52926666667,28.9949333333,30.3479333333,40.3987,5.00406666667,5.4112
402.88,38.7481,45.9287333333,6.53213333333,37.6308666667,7.40086666667,4.53226666667,29.0234666667,30.319,40.4615222222,4.9846,5.37626666667
403.24,38.8007,45.9915333333,6.48693333333,37.6768666667,7.36933333334,4.48226666667,29.0035333333,30.3370666666,40.5211333333,4.92066666667,5.30786666667
403.60,38.8063,46.0837333333,6.4698,37.7160333333,7.343,4.45413333333,29.0032666667,30.3172666667,40.5424111111,4.89373333333,5.2748
403.95,38.9197333333,46.2372,6.467,37.832,7.36339999999,4.46073333333,29.0672,30.3752666667,40.6104333333,4.88846666667,5.25473333333
404.31,38.9302,46.2863333333,6.3926,37.8955,7.3034,4.3804,29.0326,30.3250666667,40.6679,4.79413333333,5.17393333333
404.67,38.9375,46.3409333333,6.3262,37.8881333333,7.22720000001,4.32686666667,29.0056666667,30.309,40.7092444444,4.73173333333,5.09133333333
405.03,38.9518666667,46.3861333333,6.2834,37.8915666667,7.18519999999,4.28773333333,28.9728666667,30.2861333333,40.7433555555,4.7174,5.052
405.39,39.0157333333,46.4950666666,6.28813333333,37.9744,7.17366666667,4.29413333333,28.9854,30.3214666667,40.8040888889,4.72086666667,5.04226666667
405.75,39.1052,46.6280666667,6.32466666667,38.1404666667,7.21406666667,4.3228,29.0392,30.353,40.9062777778,4.75213333333,5.07286666667
406.11,39.2055666667,46.7602666667,6.34353333333,38.2607666667,7.24933333333,4.34566666667,29.083,30.4199333333,41.0079777778,4.77193333333,5.09
406.47,39.3399,46.9002666666,6.3948,38.3653666667,7.30559999999,4.40086666666,29.1773333333,30.5160666667,41.1604333333,4.81453333333,5.11426666667
406.83,39.4515,47.04,6.45253333333,38.4585,7.36093333334,4.43126666667,29.2449333333,30.6054,41.2592,4.85926666667,5.17646666667
407.19,39.5645333333,47.1475333333,6.46806666667,38.5591,7.39333333333,4.48613333333,29.3145333333,30.6460666667,41.3590666667,4.91053333333,5.22073333333
407.55,39.7091,47.3242,6.4766,38.711,7.40079999999,4.4834,29.3741333333,30.7024,41.5147555556,4.91753333333,5.2298
407.90,39.74,47.4038666667,6.4888,38.7634666667,7.39053333334,4.4836,29.3934666667,30.6903333333,41.6199444445,4.91533333333,5.25366666667
408.26,39.8997666667,47.6271333333,6.6168,38.9225666667,7.53866666667,4.6096,29.4938,30.8268666667,41.7858888889,5.06946666667,5.39213333333
408.62,40.0598,47.8581333333,6.66913333333,39.1320666667,7.6034,4.63393333333,29.5923333333,30.9204,41.9338666667,5.11526666666,5.45866666667
408.98,40.1523,47.9963333333,6.70706666667,39.2507666667,7.63933333333,4.62973333333,29.656,30.9720666667,42.0355222222,5.14153333333,5.4846
409.34,40.2018,48.1157333333,6.70066666667,39.3333333333,7.63719999999,4.63226666667,29.6932666667,31.0012,42.1549111111,5.1554,5.51006666667
409.70,40.2607,48.2150666667,6.67233333333,39.3578333333,7.62006666667,4.61526666667,29.6956666667,31.0307333333,42.2245333333,5.1614,5.51126666667
410.06,40.2797333333,48.2807333333,6.70553333333,39.3933,7.63026666667,4.61453333333,29.6806666667,31.0269333333,42.2785333333,5.181,5.53346666667
410.42,40.2971333333,48.3358666667,6.6754,39.4576666667,7.58613333333,4.5802,29.6508666667,31.0072,42.3139444444,5.15073333333,5.49493333333
410.77,40.3187333333,48.3981333333,6.61953333333,39.4927,7.54586666667,4.528,29.5980666667,31.0086666667,42.3657777778,5.09913333333,5.4418
411.13,40.3282,48.4914,6.58693333333,39.5254666667,7.49600000001,4.46786666667,29.5798666667,31.0174666667,42.4185555556,5.05326666667,5.3874
411.49,40.3899333333,48.5568,6.56393333333,39.5317666667,7.48986666667,4.44946666667,29.5872666667,31.0197333333,42.4738,5.037,5.35166666667
411.85,40.4343666667,48.6379333333,6.5316,39.5826,7.48226666667,4.39946666667,29.5732,31.0385333333,42.5275888889,5.00486666667,5.3126
412.21,40.4462,48.6742,6.4584,39.5909666667,7.4052,4.322,29.5612,31.0109333333,42.5622444444,4.9322,5.24306666667
412.57,40.4288666667,48.6530666667,6.4188,39.5484333333,7.35946666667,4.28906666667,29.5084666667,30.9674666667,42.5725222222,4.8962,5.18826666667
412.92,40.5539333333,48.7806666667,6.40393333333,39.6487666667,7.34566666667,4.28033333333,29.5615333333,31.0081333333,42.6995888889,4.88386666667,5.202
413.28,40.6191333333,48.8585333333,6.35893333333,39.7084666667,7.31766666666,4.19406666667,29.5500666667,31.0097333333,42.7396777778,4.82226666667,5.15546666666
413.64,40.6925333333,48.9386666667,6.36086666667,39.8077666667,7.30326666667,4.17706666667,29.6076666667,31.06,42.8225888889,4.78906666667,5.11566666667
414.00,40.8178333333,49.0704,6.30866666667,39.9528,7.27053333334,4.15246666667,29.6671333333,31.1033333333,42.9491111111,4.7488,5.08333333333
414.36,40.8458666667,49.1053333333,6.29186666667,39.9357666667,7.26866666666,4.1376,29.6672666667,31.101,42.9436555556,4.75193333333,5.07853333333
414.72,40.9213666667,49.2140666667,6.332,39.9854333333,7.29913333334,4.16446666667,29.7173333333,31.1431333334,43.0260444445,4.778,5.09353333333
415.07,40.9995333333,49.3245333333,6.34066666667,40.0757666667,7.31786666667,4.17773333333,29.7614666667,31.1688666667,43.1029444445,4.7896,5.10526666667
415.43,41.0227666667,49.4059333333,6.40013333333,40.1445333333,7.37146666667,4.24333333333,29.7892666667,31.2248666667,43.1904222222,4.8712,5.18586666667
415.79,41.1159666667,49.5207333333,6.4042,40.1881,7.38613333334,4.26306666667,29.7928666666,31.2628666667,43.2391222222,4.8906,5.19513333333
416.15,41.1852,49.6101333334,6.43966666667,40.2616333333,7.4012,4.28433333333,29.8111333333,31.3126666667,43.3217,4.898,5.19333333333
416.51,41.2523,49.7294,6.4356,40.3605,7.40813333333,4.30193333333,29.8795333333,31.3726666667,43.4180555556,4.9152,5.2098
416.86,41.2703333333,49.8034,6.445,40.3594,7.41346666666,4.30813333333,29.8768,31.3942666667,43.4576555555,4.9054,5.20066666667
417.22,41.3375,49.8995333333,6.4824,40.4173,7.43479999999,4.3654,29.9322666667,31.4278666667,43.5163555556,4.92386666667,5.2138
417.58,41.3299666667,49.948,6.45433333333,40.3933333333,7.41593333333,4.33466666667,29.9009333333,31.3766,43.5273111111,4.8994,5.20806666667
417.94,41.3598,50.0112,6.48686666667,40.4422333333,7.43046666667,4.36306666667,29.9254,31.393,43.5766444444,4.93273333333,5.2324
418.29,41.4243333333,50.0923333333,6.52913333333,40.5107333333,7.46646666667,4.41053333333,29.9633333333,31.4400666667,43.6703777778,4.965,5.2778
418.65,41.4488333333,50.1294,6.5396,40.5614333333,7.4662,4.42406666667,29.9664,31.4375333333,43.7110111111,4.979,5.29106666667
419.01,41.4588666667,50.1486,6.54773333334,40.5453,7.46960000001,4.43846666667,29.9652666667,31.4196666667,43.7168,4.99693333333,5.30273333333
419.37,41.5000666667,50.2276666667,6.51746666667,40.5874333333,7.42913333333,4.40873333333,29.9616,31.4169333333,43.7267777778,4.94546666667,5.26633333333
419.73,41.5637666667,50.3088666667,6.56,40.6832,7.43646666666,4.429,30.0245333333,31.4701333333,43.8083,4.95633333333,5.3006
420.08,41.5796666667,50.3572,6.57373333333,40.7099,7.45753333333,4.44733333333,30.0496666666,31.4685333333,43.8161333333,4.98053333334,5.33406666667
420.44,41.6000666667,50.4047333333,6.58733333333,40.7363,7.46893333333,4.455,30.0416666667,31.4608666667,43.8401,4.9862,5.3484
420.80,41.5954333333,50.3926,6.56833333333,40.7473666667,7.4582,4.43526666667,30.0322,31.4407333333,43.8319444444,4.97446666667,5.32273333333
421.16,41.6064,50.4253333333,6.56126666667,40.7718,7.45226666667,4.43346666667,30.0236666667,31.4416666667,43.8589222222,4.975,5.32293333333
421.51,41.6587666667,50.5051333333,6.5784,40.8458333333,7.46146666666,4.452,30.0344666667,31.4744666667,43.9245111111,4.99446666667,5.329
421.87,41.6846666667,50.5678666667,6.54746666667,40.8593,7.43993333333,4.42026666667,30.0272,31.4648,43.9435,4.96246666667,5.30366666667
422.23,41.7488333333,50.6951333334,6.53373333333,40.9516,7.43466666667,4.39906666667,30.0576666667,31.4904666667,44.0150111111,4.94,5.29126666667
422.58,41.8166,50.8075333333,6.52253333333,41.0015,7.42313333334,4.37593333333,30.0838,31.5144,44.0981444444,4.9198,5.2786
422.94,41.8557666667,50.8522,6.5256,41.0567,7.41293333333,4.35886666667,30.0706666667,31.5266,44.1436666667,4.8964,5.2594
423.30,41.9134333333,50.9347333333,6.5372,41.1184666667,7.42506666667,4.35433333333,30.0927333333,31.5418,44.2283,4.90393333333,5.2698
423.66,41.9000333333,50.9448666667,6.5026,41.0877666667,7.40386666667,4.33106666667,30.0375333333,31.494,44.2094111111,4.8836,5.24386666667
424.01,41.9217,50.9713333333,6.50186666667,41.1070666667,7.39173333334,4.32993333333,30.022,31.4973333333,44.2451111111,4.8762,5.2348
424.37,41.9829,51.0322666667,6.52166666667,41.1535333333,7.40746666667,4.34246666667,30.0452666667,31.5219333333,44.2999777778,4.9002,5.25233333333
424.73,42.0540666667,51.1300666667,6.5264,41.2383666667,7.41320000001,4.35613333333,30.0509333333,31.5309333333,44.3816111111,4.91373333333,5.2676
425.08,42.1481,51.2440666667,6.53886666666,41.3165333333,7.42526666667,4.35526666667,30.0921333333,31.5700666667,44.4842222222,4.92646666666,5.27573333333
425.44,42.2311,51.3206666667,6.54793333333,41.3855333333,7.43866666667,4.35873333333,30.1276666667,31.6103333333,44.5505,4.92373333333,5.28466666667
425.80,42.28,51.3704,6.5624,41.4319333333,7.45820000001,4.37606666667,30.1217333333,31.6262,44.5974222222,4.9344,5.29326666667
426.16,42.2981666667,51.3803333333,6.56653333333,41.4323333333,7.4502,4.37766666667,30.0846666666,31.5906666667,44.6325777778,4.93566666667,5.29333333333
426.51,42.3341333333,51.4295333333,6.56726666667,41.4723333333,7.45606666667,4.3954,30.0947333333,31.6083333333,44.6812222222,4.95173333333,5.29066666667
426.87,42.4526,51.5983333333,6.58873333333,41.586,7.5006,4.4204,30.1584666667,31.6768666667,44.8211,4.98966666667,5.33453333333
427.23,42.5035333333,51.6551333333,6.5556,41.6249333333,7.48433333334,4.40873333333,30.1523333333,31.6828666667,44.8861777778,4.96493333333,5.2988
427.58,42.6112,51.8002666666,6.55086666667,41.7649333333,7.48473333333,4.40506666667,30.2142666667,31.7336,45.0518444444,4.97806666667,5.282
427.94,42.7230333333,51.9682,6.52653333333,41.8698,7.47939999999,4.385,30.2396666667,31.7600666667,45.1652111111,4.94646666666,5.24726666667
428.30,42.7675333333,52.0914666667,6.50926666667,41.9352333333,7.46300000001,4.36933333333,30.2456666667,31.7696666667,45.2634666667,4.91366666667,5.2106
428.65,42.8211333333,52.1948666667,6.50966666667,41.9934666667,7.45306666666,4.36826666667,30.2602,31.8012,45.3444555555,4.9036,5.19146666667
429.01,42.827,52.2464,6.4852,42.0118333333,7.44333333334,4.35333333333,30.2342666667,31.7589333333,45.3709555556,4.8862,5.17446666667
429.37,42.8780666667,52.3412,6.45826666667,42.0729,7.42200000001,4.33973333333,30.2347333333,31.7614666667,45.4635333333,4.87313333333,5.15186666667
429.72,42.9867666667,52.4886,6.4886,42.1799666667,7.42219999999,4.34913333333,30.315,31.8168666667,45.6003222222,4.88613333333,5.1712
430.08,43.0715,52.611,6.4754,42.276,7.41353333333,4.3366,30.3724,31.867,45.6860888889,4.8788,5.15966666667
430.44,43.1667666667,52.7048,6.49006666667,42.3569666667,7.43433333333,4.3442,30.4028,31.8966666667,45.7598333333,4.90026666667,5.17986666667
430.79,43.1822,52.7646666667,6.4782,42.4177,7.41886666666,4.35106666667,30.4206,31.8937333333,45.7886444445,4.8942,5.16933333333
431.15,43.2548666667,52.8431333333,6.538,42.4783,7.459,4.3922,30.4564,31.9344666667,45.8405333333,4.9538,5.2342
431.50,43.3229,52.9562,6.57173333333,42.5313666667,7.48353333333,4.41706666667,30.4878666667,31.9826,45.8987777778,4.966,5.26066666667
431.86,43.3497333333,52.988,6.55793333333,42.5639,7.45473333334,4.40066666667,30.4851333333,31.9844,45.9461333333,4.962,5.24553333333
432.22,43.4112,53.0535333333,6.53406666667,42.5967333333,7.43626666667,4.37126666667,30.5068,31.9981333333,45.9864555556,4.93986666667,5.2358
432.57,43.4341,53.1011333333,6.5188,42.6184333333,7.42993333333,4.35333333333,30.5287333333,32.0042,45.9941444444,4.92413333333,5.237
432.93,43.4649666667,53.1724,6.49973333333,42.6613666667,7.39206666667,4.31266666667,30.5166,32.0184666667,46.0218777778,4.88926666667,5.20586666667
433.29,43.4529333333,53.2086,6.48333333333,42.6534333333,7.3626,4.28073333333,30.5025333333,32.0004666667,46.0278666667,4.86286666667,5.17986666667
433.64,43.4085666667,53.1728,6.44706666667,42.6285333333,7.33393333333,4.25113333333,30.4336666667,31.9567333333,45.9963666667,4.8278,5.15073333333
434.00,43.4114666667,53.1789333334,6.41166666667,42.6285666667,7.29739999999,4.21773333333,30.3976,31.9197333333,45.9996777778,4.79233333333,5.11113333333
434.35,43.4246333333,53.2120666667,6.37813333333,42.6646,7.26073333333,4.17693333333,30.3696666667,31.8914,46.0323333333,4.74586666667,5.079
434.71,43.4997333333,53.2885333333,6.36033333333,42.6989333333,7.23646666666,4.13926666667,30.3616,31.9068666666,46.0996333333,4.72046666667,5.05213333333
435.07,43.5009333333,53.3274666667,6.32506666667,42.7076333333,7.19819999999,4.09793333333,30.3332666667,31.8760666667,46.1060555555,4.67233333333,5.00093333333
435.42,43.5346,53.3806,6.3116,42.7536666667,7.18946666666,4.0964,30.3383333333,31.8828666667,46.1667,4.65366666667,4.98946666667
435.78,43.612,53.4943333333,6.3352,42.8354333333,7.21773333333,4.10913333333,30.3882666667,31.9365333333,46.2559888889,4.67333333334,5.017
436.13,43.6434,53.5468,6.3294,42.8864,7.209,4.1058,30.3856,31.9312666667,46.3197222222,4.66226666667,5.0138
436.49,43.6902,53.6207333333,6.346,42.9341666667,7.21333333333,4.12206666667,30.3861333333,31.9496,46.4102777778,4.6766,5.02386666667
436.84,43.7563666667,53.6718666667,6.3936,42.9875,7.25846666666,4.18693333333,30.4335333333,31.9748666667,46.4882555556,4.72046666667,5.05806666667
437.20,43.8627333333,53.7708,6.43386666667,43.0905666667,7.29833333333,4.22653333333,30.493,32.0068,46.5769555556,4.75673333333,5.08093333333
437.56,43.9402666667,53.9156,6.4544,43.1607,7.31833333334,4.25206666667,30.5586,32.0513333333,46.6858555556,4.7814,5.09873333333
437.91,44.0242,54.0488666667,6.51173333333,43.2507,7.37013333334,4.29473333333,30.6335333333,32.1394,46.7744666667,4.84266666667,5.15613333333
438.27,44.0673,54.1485333333,6.53673333333,43.2942,7.3824,4.3148,30.6820666667,32.1696,46.8284111111,4.86313333333,5.18246666667
438.62,44.105,54.1945333333,6.56426666667,43.3320333333,7.40346666667,4.34633333333,30.7197333333,32.1995333333,46.8560555556,4.89153333333,5.19853333333
438.98,44.2076333333,54.3161333333,6.60866666667,43.4420666667,7.45626666667,4.40133333333,30.8024666667,32.2918666667,46.9837888889,4.95053333333,5.2718
439.33,44.2447666666,54.3406,6.63653333333,43.4634,7.48813333333,4.4292,30.8275333333,32.2808666667,46.9971888889,4.998,5.30566666667
439.69,44.2700666667,54.3825333333,6.637,43.4878333333,7.48553333333,4.43,30.8299333333,32.2732,47.0124222222,4.9988,5.30926666667
440.04,44.3558666667,54.4852666667,6.6556,43.5387666667,7.50779999999,4.44693333333,30.8612,32.3268,47.0872333333,5.02326666667,5.32386666667
440.40,44.4092333333,54.5442666667,6.64046666667,43.5779333333,7.49133333333,4.4276,30.8774,32.3322,47.1067666667,5.00546666666,5.30433333333
440.75,44.4268333333,54.5956666667,6.62546666667,43.5995,7.48280000001,4.41693333333,30.8772666667,32.3458666667,47.1281666667,5.0076,5.3002
441.11,44.4713,54.6651333333,6.62586666667,43.6479666667,7.48966666667,4.42433333333,30.9068666667,32.3785333333,47.1977888889,5.0138,5.299
441.47,44.5583333333,54.752,6.62786666667,43.7324666667,7.49853333333,4.4172,30.9422666667,32.4151333333,47.2893111111,5.01133333333,5.28926666667
441.82,44.6158333333,54.8111333333,6.6168,43.7654333333,7.4836,4.4074,30.9509333333,32.4282,47.3420222222,4.99613333333,5.26753333333
442.18,44.6350333333,54.8336,6.5946,43.7739333333,7.48520000001,4.39966666667,30.9343333333,32.4223333333,47.3515,4.9916,5.26433333333
442.53,44.6405333333,54.8611333333,6.5666,43.7929333333,7.46279999999,4.36813333333,30.9228,32.4030666667,47.3775333333,4.96266666667,5.251
442.89,44.6232333333,54.8588,6.53,43.7484,7.42073333334,4.32186666667,30.8736,32.3506666667,47.3483666667,4.91126666667,5.18866666667
443.24,44.6751666667,54.9428,6.51813333334,43.7872,7.40373333333,4.30233333333,30.8937333333,32.37,47.4122333333,4.88346666667,5.16893333333
443.60,44.7738333333,55.0735333333,6.53506666667,43.8792333333,7.41106666666,4.3082,30.9654,32.4133333333,47.5244888889,4.90213333333,5.17613333333
443.95,44.7771,55.0983333333,6.53013333333,43.8872666667,7.38473333333,4.29493333333,30.9576666667,32.3850666667,47.5348555555,4.8868,5.1526
444.31,44.8247,55.18,6.5896,43.9472333333,7.42713333333,4.34173333333,30.9991333333,32.4386,47.6158333333,4.931,5.1988
444.66,44.8716666667,55.2311333333,6.59353333333,44.0103333333,7.42453333334,4.33386666667,31.0209333334,32.4446666667,47.6765666667,4.9188,5.199
445.02,44.8691333334,55.2482,6.5946,44.0022,7.40900000001,4.32373333333,31.0009333333,32.4414666667,47.6727333333,4.9226,5.21926666667
445.37,44.8731,55.2707333333,6.5916,44.0112666667,7.40719999999,4.32773333333,30.9812666666,32.4407333333,47.6335111111,4.924,5.22686666667
445.72,44.8681666667,55.2736666667,6.5948,44.0124,7.40726666667,4.33006666667,30.9674,32.4274666666,47.6354222222,4.92573333333,5.2308
446.08,44.9145,55.3135333333,6.61953333333,44.0605333333,7.41706666667,4.34553333333,30.9928666667,32.4488666667,47.6871111111,4.9394,5.23146666667
446.43,44.9682333333,55.3984666667,6.64266666667,44.1225333333,7.43420000001,4.3714,31.0231333333,32.47,47.7568333333,4.96646666667,5.23866666667
446.79,45.0390666667,55.4834,6.65393333333,44.2182666667,7.44380000001,4.385,31.0686,32.4966666667,47.8241666667,4.97473333333,5.24886666667
447.14,45.0772666667,55.5442,6.64966666667,44.2636333333,7.44280000001,4.3686,31.0666666667,32.5141333333,47.8623888889,4.971,5.24146666667
