wavelength,Back_HetRubm,Belly_HetRubm,Breast_HetRubm,Crissum_HetRubm,Crown_HetRubm,DorTail_HetRubm,Patch10_HetRubm,Rump_HetRubm,Throat_HetRubm,WingTip_HetRubm
326.57,6.33333333333,13.2583333333,11.929,5.418,7.77033333333,4.254,31.9406666667,11.8466666667,11.5286666667,6.97566666667
326.94,6.58666666667,13.6683333333,12.266,5.673,8.002,4.518,32.4006666667,12.2593333333,12.006,7.24033333333
327.31,6.69833333333,13.7783333333,12.3346666667,5.954,8.27633333333,4.49733333333,32.678,12.3346666667,12.2966666667,7.32833333333
327.67,6.37633333333,13.584,12.1386666667,5.596,8.10966666667,4.125,32.3933333333,11.9723333333,12.0363333333,6.98366666667
328.04,6.084,13.6376666667,11.903,5.327,7.92233333333,3.78633333333,32.22,11.78,11.89,6.64066666667
328.41,6.145,13.8983333333,11.9696666667,5.38666666667,7.97533333333,3.837,32.5356666667,11.8846666667,12.0873333333,6.70033333333
328.78,6.46333333333,13.9423333333,12.2106666667,5.60066666667,7.804,3.95533333333,32.849,12.1306666667,12.1773333333,6.83533333333
329.14,6.51933333333,14.0366666667,12.241,5.474,7.652,3.779,33.0116666667,12.0603333333,12.154,6.68666666667
329.51,6.833,14.1946666667,12.3796666667,5.51266666667,7.66633333333,3.833,33.6513333333,11.9533333333,12.4336666667,6.79966666667
329.88,6.70533333333,14.3126666667,12.3366666667,5.34233333333,7.559,3.669,33.898,11.9306666667,12.5776666667,6.69833333333
330.24,6.31666666667,14.117,12.172,5.08566666667,7.28933333333,3.47666666667,34.054,11.6613333333,12.522,6.534
330.61,6.14933333333,13.8636666667,11.875,4.767,7.087,3.18733333333,34.1163333333,11.276,12.1993333333,6.07833333333
330.98,6.092,13.994,11.7473333333,4.89466666667,7.20466666667,3.303,34.453,11.2966666667,12.1063333333,6.04966666667
331.34,6.44466666667,14.3753333333,12.0596666667,5.13366666667,7.47033333333,3.53633333333,34.7913333333,11.488,12.346,6.166
331.71,6.456,14.5526666667,12.2416666667,5.34233333333,7.66066666667,3.709,35.3193333333,11.66,12.546,6.26966666667
332.08,6.71566666667,14.6686666667,12.468,5.43166666667,7.83633333333,3.92166666667,35.704,11.7786666667,12.7006666667,6.38833333333
332.44,6.883,14.781,12.63,5.65966666667,7.965,4.02633333333,36.0356666667,11.8776666667,12.7176666667,6.48666666667
332.81,7.02566666667,14.9746666667,12.8506666667,5.83133333333,8.27233333333,4.29433333333,36.3746666667,11.9006666667,13.0486666667,6.65633333333
333.18,7.15366666667,15.1923333333,13.1286666667,6.04033333333,8.61833333333,4.615,36.666,12.107,13.3046666667,6.82166666667
333.54,7.14333333333,15.3466666667,13.2136666667,6.212,8.807,4.68933333333,36.847,12.3596666667,13.4,6.85433333333
333.91,7.08366666667,15.2606666667,13.3333333333,6.30033333333,8.79633333333,4.64433333333,37.093,12.3413333333,13.3336666667,6.93833333333
334.28,7.25666666667,15.4353333333,13.416,6.38966666667,8.88966666667,4.70633333333,37.4103333333,12.468,13.3283333333,7.00066666667
334.64,7.41433333333,15.717,13.6216666667,6.544,8.94633333333,4.94466666667,37.5426666667,12.733,13.6213333333,7.34666666667
335.01,7.51333333333,15.6306666667,13.7043333333,6.44433333333,8.89633333333,4.92233333333,37.6336666667,12.7316666667,13.6556666667,7.36833333333
335.38,7.41866666667,15.5523333333,13.52,6.26866666667,8.73566666667,4.86266666667,37.7483333333,12.597,13.717,7.27
335.74,7.695,15.849,13.6956666667,6.442,8.866,5.177,38.1456666667,12.778,14.0016666667,7.413
336.11,7.87666666667,15.88,13.879,6.80666666667,9.03866666667,5.407,38.3993333333,12.9713333333,14.2553333333,7.57
336.47,7.826,15.755,13.8343333333,6.63366666667,9.00133333333,5.332,38.562,12.814,14.1326666667,7.29833333333
336.84,7.59266666667,15.5546666667,13.6193333333,6.50333333333,8.89233333333,5.028,38.4006666667,12.5753333333,13.7383333333,6.91733333333
337.21,7.44566666667,15.3873333333,13.4426666667,6.31833333333,8.69666666667,4.802,38.5243333333,12.1803333333,13.4653333333,6.741
337.57,7.33466666667,15.3463333333,13.472,6.14333333333,8.627,4.722,38.6483333333,11.7883333333,13.265,6.56266666667
337.94,7.40733333333,15.3496666667,13.3723333333,6.13233333333,8.76633333333,4.72266666667,38.6743333333,11.7683333333,13.311,6.433
338.31,7.42033333333,15.3163333333,13.452,6.08133333333,8.89233333333,4.78633333333,38.745,11.7086666667,13.3633333333,6.41333333333
338.67,7.431,15.159,13.351,5.981,8.92466666667,4.74633333333,38.945,11.532,13.3453333333,6.30066666667
339.04,7.36833333333,15.16,13.439,5.878,8.86966666667,4.59733333333,39.03,11.3493333333,13.2956666667,6.241
339.40,7.28666666667,15.076,13.5253333333,5.829,8.864,4.536,38.9933333333,11.1513333333,13.176,6.23866666667
339.77,7.06733333333,14.8116666667,13.279,5.54033333333,8.67033333333,4.32166666667,38.7383333333,10.8693333333,12.927,6.109
340.14,6.94566666667,14.678,13.11,5.09766666667,8.45466666667,4.04666666667,38.6516666667,10.5883333333,12.5873333333,5.976
340.50,6.933,14.68,13.181,5.097,8.38433333333,4.00466666667,38.7996666667,10.4723333333,12.6566666667,6.002
340.87,6.93233333333,14.7936666667,13.2243333333,4.99,8.37333333333,3.965,39.0596666667,10.524,12.6533333333,6.02533333333
341.23,7.18333333333,14.937,13.444,5.21633333333,8.534,4.14566666667,39.2986666667,10.691,12.7533333333,6.19733333333
341.60,7.17,15.0276666667,13.3966666667,5.33566666667,8.51433333333,4.26266666667,39.3256666667,10.8386666667,12.7926666667,6.23233333333
341.96,7.13233333333,15.107,13.5243333333,5.38533333333,8.51966666667,4.27533333333,39.5763333333,10.863,12.913,6.36133333333
342.33,7.13733333333,15.0903333333,13.6153333333,5.525,8.45,4.17666666667,39.903,10.8833333333,13.1233333333,6.43233333333
342.70,7.16766666667,15.1443333333,13.7016666667,5.73033333333,8.55533333333,4.33733333333,40.042,10.8666666667,13.2276666667,6.444
343.06,7.27666666667,15.141,13.6833333333,5.86366666667,8.64633333333,4.387,40.1213333333,10.7933333333,13.243,6.504
343.43,7.40466666667,15.3606666667,13.813,6.10866666667,8.85066666667,4.682,40.7186666667,10.95,13.4553333333,6.67433333333
343.79,7.48633333333,15.4976666667,13.9276666667,6.26033333333,8.937,4.786,41.1873333333,10.9266666667,13.5893333333,6.809
344.16,7.39133333333,15.5226666667,13.9426666667,6.42433333333,8.91933333333,4.80166666667,41.418,10.8626666667,13.6926666667,6.78733333333
344.52,7.42233333333,15.557,14.0163333333,6.57066666667,8.91166666667,4.975,41.6863333333,11.015,13.6816666667,6.906
344.89,7.37733333333,15.523,13.9996666667,6.57633333333,8.90533333333,5.02533333333,41.8286666667,10.8653333333,13.7836666667,6.93066666667
345.25,7.21066666667,15.455,13.9096666667,6.479,8.857,4.97033333333,42.012,10.8093333333,13.8773333333,6.84966666667
345.62,7.27933333333,15.3963333333,14.0216666667,6.54633333333,8.973,5.03966666667,42.2196666667,10.8986666667,14.1536666667,6.956
345.99,7.35566666667,15.4543333333,13.9816666667,6.626,9.11866666667,5.18466666667,42.3793333333,10.8633333333,14.1266666667,6.95233333333
346.35,7.31466666667,15.4026666667,13.8663333333,6.601,9.00133333333,5.10533333333,42.5166666667,10.7473333333,13.9526666667,6.75566666667
346.72,7.21333333333,15.453,13.9153333333,6.56066666667,8.87366666667,4.932,42.7,10.6986666667,13.9793333333,6.75266666667
347.08,7.12033333333,15.4703333333,14.035,6.65733333333,8.85833333333,4.95166666667,42.76,10.665,14.108,6.69866666667
347.45,6.986,15.239,13.8623333333,6.43966666667,8.62933333333,4.70933333333,42.4953333333,10.4883333333,13.8623333333,6.49966666667
347.81,7.00266666667,15.2253333333,13.9503333333,6.44566666667,8.63266666667,4.64066666667,42.6106666667,10.465,13.89,6.42266666667
348.18,7.042,15.2583333333,14.0476666667,6.513,8.78666666667,4.695,42.806,10.522,13.956,6.412
348.54,7.07866666667,15.2886666667,14.0463333333,6.45533333333,8.82366666667,4.442,42.8913333333,10.4723333333,14.0646666667,6.32133333333
348.91,7.06866666667,15.2856666667,14.11,6.40933333333,8.77033333333,4.362,43.1593333333,10.458,14.036,6.38166666667
349.27,6.979,15.1313333333,14.0033333333,6.316,8.77433333333,4.286,43.1986666667,10.3206666667,13.953,6.26033333333
349.64,7.031,15.2396666667,14.1266666667,6.29833333333,8.891,4.278,43.507,10.2513333333,13.861,6.21133333333
350.00,7.063,15.2563333333,14.181,6.275,8.90866666667,4.17866666667,43.6456666667,10.18,13.8163333333,6.24733333333
350.37,7.11366666667,15.2373333333,14.2956666667,6.262,8.99366666667,4.26033333333,43.6386666667,10.085,13.8673333333,6.32033333333
350.73,7.15566666667,15.099,14.2356666667,6.09633333333,8.94933333333,4.204,43.5663333333,9.93766666667,13.704,6.15866666667
351.10,7.269,15.1606666667,14.227,6.05033333333,9.013,4.28366666667,44.068,9.92933333333,13.773,6.09433333333
351.46,7.274,15.237,14.3706666667,6.01433333333,9.09466666667,4.31266666667,44.2883333333,9.859,13.863,6.02766666667
351.83,7.24333333333,15.256,14.3943333333,6.07,9.15066666667,4.34266666667,44.4133333333,9.832,13.8493333333,5.964
352.19,7.327,15.243,14.4443333333,6.11466666667,9.224,4.40066666667,44.5813333333,9.63866666667,13.9253333333,5.984
352.55,7.19933333333,15.1866666667,14.43,5.99266666667,9.23766666667,4.54333333333,44.851,9.47133333333,13.9406666667,5.958
352.92,7.16666666667,15.136,14.307,5.977,9.26633333333,4.53033333333,44.9396666667,9.25733333333,13.9036666667,5.83133333333
353.28,7.149,15.157,14.336,5.988,9.27566666667,4.448,45.1943333333,9.13066666667,13.877,5.76266666667
353.65,6.96933333333,14.937,14.1283333333,5.85266666667,9.14366666667,4.29766666667,45.3336666667,8.865,13.753,5.65466666667
354.01,6.83133333333,14.858,14.086,5.718,9.057,4.269,45.451,8.625,13.762,5.577
354.38,6.81,14.8966666667,14.078,5.66833333333,9.08566666667,4.36666666667,45.6396666667,8.553,13.8326666667,5.64766666667
354.74,6.77666666667,14.928,14.0603333333,5.67933333333,9.15633333333,4.42533333333,45.8983333333,8.50133333333,13.859,5.728
355.11,6.557,14.815,13.9016666667,5.57733333333,9.096,4.40066666667,45.897,8.33233333333,13.7603333333,5.652
355.47,6.51366666667,14.8626666667,13.8733333333,5.62866666667,9.083,4.412,46.264,8.26766666667,13.796,5.77566666667
355.83,6.64233333333,14.9473333333,13.92,5.63366666667,9.15133333333,4.48866666667,46.5316666667,8.25933333333,13.9236666667,5.883
356.20,6.5,14.9363333333,13.829,5.50433333333,8.953,4.322,46.75,8.10566666667,13.8553333333,5.768
356.56,6.56033333333,14.935,13.7483333333,5.54433333333,8.91233333333,4.25533333333,46.793,7.96966666667,13.8726666667,5.72
356.93,6.66266666667,15.0593333333,13.7953333333,5.59933333333,8.925,4.36733333333,47.01,8.027,14.0073333333,5.75733333333
357.29,6.85366666667,15.195,13.874,5.73433333333,9.0,4.50533333333,47.3066666667,8.00466666667,14.1573333333,5.96466666667
357.66,7.04133333333,15.388,14.0026666667,5.99133333333,9.15566666667,4.686,47.5663333333,8.11933333333,14.47,6.20766666667
358.02,7.16633333333,15.419,14.047,6.074,9.17266666667,4.74333333333,47.7833333333,8.194,14.602,6.30133333333
358.38,7.19,15.4553333333,14.112,6.09366666667,9.168,4.75,47.9166666667,8.17733333333,14.6916666667,6.33166666667
358.75,7.27533333333,15.5676666667,14.2333333333,6.14066666667,9.26966666667,4.81666666667,48.247,8.17933333333,14.817,6.35766666667
359.11,7.38133333333,15.6406666667,14.2606666667,6.214,9.32266666667,4.77533333333,48.3606666667,8.17433333333,14.8413333333,6.49433333333
359.48,7.466,15.6446666667,14.3246666667,6.311,9.34933333333,4.82333333333,48.3193333333,8.12133333333,14.869,6.45666666667
359.84,7.32833333333,15.5056666667,14.2766666667,6.21666666667,9.255,4.72166666667,48.5086666667,7.893,14.8136666667,6.25966666667
360.20,7.39466666667,15.508,14.2653333333,6.14933333333,9.26,4.742,48.521,7.80166666667,14.8403333333,6.272
360.57,7.322,15.488,14.3063333333,6.062,9.27733333333,4.74666666667,48.632,7.738,14.8246666667,6.23933333333
360.93,7.31333333333,15.387,14.386,6.04833333333,9.31933333333,4.74633333333,48.6013333333,7.67066666667,14.8626666667,6.26666666667
361.29,7.19866666667,15.3503333333,14.4476666667,5.97133333333,9.304,4.72133333333,48.678,7.60666666667,14.931,6.174
361.66,7.211,15.3946666667,14.458,5.836,9.268,4.67466666667,48.7936666667,7.56166666667,14.8576666667,6.05533333333
362.02,7.17933333333,15.4066666667,14.4723333333,5.803,9.28433333333,4.66233333333,48.9433333333,7.51533333333,14.865,5.993
362.39,7.09833333333,15.3333333333,14.4303333333,5.742,9.34633333333,4.572,49.063,7.435,14.832,5.94433333333
362.75,6.97633333333,15.2926666667,14.36,5.682,9.30366666667,4.479,49.055,7.34033333333,14.856,5.852
363.11,6.90733333333,15.2616666667,14.4046666667,5.50333333333,9.21133333333,4.41,49.245,7.25,14.8396666667,5.74833333333
363.48,6.909,15.225,14.3956666667,5.42033333333,9.241,4.36733333333,49.464,7.216,14.9153333333,5.74866666667
363.84,6.97033333333,15.337,14.4413333333,5.49766666667,9.29366666667,4.41433333333,49.5663333333,7.289,14.99,5.87566666667
364.20,6.977,15.3606666667,14.5486666667,5.59066666667,9.358,4.47333333333,49.8796666667,7.39166666667,15.089,5.985
364.57,7.10466666667,15.411,14.7073333333,5.68233333333,9.44366666667,4.51533333333,50.086,7.44533333333,15.2223333333,6.08933333333
364.93,7.14733333333,15.535,14.7303333333,5.74233333333,9.491,4.485,50.4096666667,7.45533333333,15.257,6.186
365.29,7.19333333333,15.5713333333,14.6676666667,5.76,9.48833333333,4.49733333333,50.5056666667,7.45966666667,15.2096666667,6.24466666667
365.66,7.02833333333,15.446,14.6473333333,5.71766666667,9.30966666667,4.39733333333,50.5273333333,7.26033333333,15.1656666667,6.25666666667
366.02,6.908,15.391,14.608,5.68266666667,9.23833333333,4.35366666667,50.5476666667,7.12966666667,15.0906666667,6.29533333333
366.38,6.937,15.5336666667,14.663,5.76766666667,9.24833333333,4.49466666667,50.8373333333,7.10466666667,15.1443333333,6.31
366.75,7.037,15.6443333333,14.7066666667,5.84233333333,9.243,4.62,51.0193333333,7.10433333333,15.128,6.478
367.11,7.20866666667,15.8593333333,14.8316666667,6.07,9.409,4.775,51.2826666667,7.16566666667,15.3226666667,6.687
367.47,7.19733333333,15.9423333333,14.8656666667,6.19466666667,9.46133333333,4.79233333333,51.407,7.176,15.367,6.74233333333
367.84,7.12333333333,15.9483333333,14.879,6.1,9.43533333333,4.81166666667,51.4026666667,7.05566666667,15.409,6.75366666667
368.20,7.17966666667,16.0846666667,14.9026666667,6.13033333333,9.55366666667,4.85833333333,51.5016666667,7.04366666667,15.4336666667,6.84633333333
368.56,7.10266666667,16.1633333333,14.823,6.15766666667,9.58566666667,4.85733333333,51.609,6.973,15.385,6.89566666667
368.93,7.00633333333,16.114,14.8086666667,6.068,9.49066666667,4.793,51.605,6.895,15.3116666667,6.787
369.29,6.92733333333,16.0536666667,14.8003333333,5.987,9.446,4.746,51.651,6.85333333333,15.255,6.72733333333
369.65,6.954,16.037,14.9056666667,6.0,9.615,4.685,51.81,6.838,15.2353333333,6.70933333333
370.01,6.99133333333,16.0086666667,14.9453333333,6.04633333333,9.589,4.664,52.1373333333,6.79966666667,15.3313333333,6.61766666667
370.38,7.064,15.978,15.0406666667,6.027,9.63133333333,4.59566666667,52.1773333333,6.80466666667,15.3663333333,6.57866666667
370.74,6.97166666667,15.8603333333,15.0133333333,5.969,9.57433333333,4.48766666667,52.2936666667,6.70533333333,15.4356666667,6.46566666667
371.10,6.90133333333,15.8156666667,15.0426666667,5.98333333333,9.61566666667,4.49133333333,52.3076666667,6.685,15.4633333333,6.445
371.46,6.91933333333,15.7526666667,15.0616666667,5.93466666667,9.55633333333,4.503,52.4576666667,6.66966666667,15.5233333333,6.41966666667
371.83,6.84833333333,15.621,15.0086666667,5.867,9.49933333333,4.385,52.513,6.63733333333,15.4276666667,6.28033333333
372.19,6.77066666667,15.4916666667,15.0193333333,5.76733333333,9.479,4.28333333333,52.6303333333,6.46133333333,15.512,6.14066666667
372.55,6.794,15.375,15.0196666667,5.71466666667,9.42133333333,4.30033333333,52.799,6.36933333333,15.6046666667,6.09
372.92,6.801,15.3426666667,15.0266666667,5.699,9.50433333333,4.356,52.9396666667,6.33433333333,15.7256666667,6.14866666667
373.28,6.89333333333,15.3886666667,15.1573333333,5.75166666667,9.62866666667,4.40133333333,53.0743333333,6.24433333333,15.855,6.23233333333
373.64,6.88866666667,15.4413333333,15.1173333333,5.80133333333,9.66066666667,4.51033333333,53.2043333333,6.209,15.9766666667,6.209
374.00,6.931,15.4826666667,15.171,5.76566666667,9.789,4.64966666667,53.2346666667,6.19266666667,16.028,6.27
374.37,6.93766666667,15.3926666667,15.1323333333,5.83233333333,9.77766666667,4.73566666667,53.224,6.09866666667,16.1143333333,6.32766666667
374.73,6.95666666667,15.4133333333,15.093,5.83066666667,9.866,4.77,53.4456666667,6.015,16.0796666667,6.293
375.09,6.925,15.2766666667,15.044,5.72,9.764,4.722,53.5846666667,5.84033333333,16.0333333333,6.19666666667
375.45,6.95533333333,15.2923333333,15.1103333333,5.69866666667,9.89133333333,4.764,53.715,5.74533333333,16.0833333333,6.258
375.81,7.08166666667,15.3333333333,15.147,5.80533333333,10.053,4.83166666667,54.0043333333,5.754,16.126,6.43266666667
376.18,7.10166666667,15.179,15.0333333333,5.789,9.95766666667,4.81566666667,54.0333333333,5.70666666667,15.9903333333,6.36966666667
376.54,7.03733333333,15.1136666667,15.0093333333,5.70966666667,9.91466666667,4.77766666667,54.1306666667,5.681,15.973,6.33733333333
376.90,7.085,15.0803333333,15.0266666667,5.66966666667,9.90666666667,4.754,54.2703333333,5.53933333333,15.871,6.24033333333
377.26,7.11133333333,15.11,15.049,5.729,9.932,4.779,54.4376666667,5.55466666667,15.8856666667,6.29266666667
377.63,7.11433333333,15.1153333333,15.0156666667,5.653,9.947,4.76366666667,54.6116666667,5.45566666667,15.8723333333,6.32766666667
377.99,7.20566666667,15.0733333333,15.0833333333,5.689,9.99933333333,4.74266666667,54.7156666667,5.46666666667,15.9653333333,6.36866666667
378.35,7.17033333333,15.1086666667,15.052,5.601,10.0943333333,4.71933333333,54.939,5.47333333333,15.8773333333,6.38666666667
378.71,7.25333333333,15.1233333333,15.096,5.59766666667,10.068,4.743,54.967,5.483,15.8776666667,6.47433333333
379.07,7.26566666667,15.2283333333,15.1196666667,5.578,10.1416666667,4.76466666667,55.041,5.49366666667,15.8653333333,6.47166666667
379.44,7.28466666667,15.293,15.1793333333,5.55566666667,10.1993333333,4.82766666667,55.229,5.517,15.919,6.48666666667
379.80,7.36566666667,15.3693333333,15.2056666667,5.50833333333,10.1956666667,4.904,55.283,5.51333333333,16.061,6.477
380.16,7.44033333333,15.5513333333,15.4473333333,5.60266666667,10.3563333333,5.074,55.5556666667,5.59033333333,16.26,6.61766666667
380.52,7.55033333333,15.729,15.609,5.72633333333,10.4723333333,5.17,55.7876666667,5.608,16.4176666667,6.70833333333
380.88,7.56966666667,15.7823333333,15.6573333333,5.801,10.5133333333,5.216,55.9156666667,5.571,16.5416666667,6.714
381.24,7.532,15.739,15.549,5.69833333333,10.4563333333,5.18066666667,55.98,5.499,16.511,6.618
381.61,7.56733333333,15.731,15.534,5.647,10.4203333333,5.142,55.9813333333,5.51033333333,16.473,6.56933333333
381.97,7.558,15.864,15.5366666667,5.61633333333,10.436,5.145,56.1586666667,5.50733333333,16.4586666667,6.608
382.33,7.58233333333,15.9096666667,15.5483333333,5.59633333333,10.322,5.139,56.221,5.45,16.5,6.53933333333
382.69,7.58733333333,15.918,15.6286666667,5.59266666667,10.3613333333,5.16366666667,56.4616666667,5.41233333333,16.575,6.478
383.05,7.655,15.9103333333,15.652,5.70433333333,10.368,5.23733333333,56.574,5.473,16.688,6.544
383.41,7.66266666667,15.8476666667,15.5653333333,5.703,10.2823333333,5.15866666667,56.5026666667,5.421,16.6086666667,6.519
383.77,7.64366666667,15.8466666667,15.566,5.72933333333,10.29,5.12633333333,56.6356666667,5.36666666667,16.6136666667,6.494
384.14,7.54633333333,15.8113333333,15.4573333333,5.60033333333,10.1643333333,5.03033333333,56.5893333333,5.26366666667,16.515,6.372
384.50,7.391,15.724,15.2843333333,5.475,10.1033333333,4.94333333333,56.4443333333,5.177,16.3456666667,6.286
384.86,7.32533333333,15.7553333333,15.29,5.447,10.15,4.98966666667,56.5123333333,5.23,16.356,6.31233333333
385.22,7.36866666667,15.8686666667,15.4086666667,5.475,10.1993333333,5.02666666667,56.6986666667,5.217,16.41,6.32833333333
385.58,7.35633333333,15.9186666667,15.451,5.559,10.255,5.15,56.9413333333,5.212,16.464,6.37333333333
385.94,7.367,15.966,15.461,5.61966666667,10.3086666667,5.15033333333,57.0083333333,5.21766666667,16.441,6.335
386.30,7.38533333333,15.9793333333,15.4733333333,5.68533333333,10.3963333333,5.197,57.1956666667,5.24066666667,16.503,6.40666666667
386.66,7.35266666667,15.9476666667,15.441,5.668,10.3933333333,5.21233333333,57.0816666667,5.228,16.468,6.42933333333
387.03,7.24466666667,15.8913333333,15.427,5.52766666667,10.3733333333,5.087,57.1476666667,5.11433333333,16.3363333333,6.349
387.39,7.19833333333,15.9166666667,15.4366666667,5.517,10.3876666667,5.03766666667,57.2866666667,5.08,16.345,6.323
387.75,7.16766666667,15.9556666667,15.478,5.533,10.413,5.06733333333,57.3516666667,5.12733333333,16.2356666667,6.333
388.11,7.21233333333,15.982,15.49,5.62433333333,10.4946666667,5.12233333333,57.4703333333,5.188,16.1956666667,6.349
388.47,7.374,16.066,15.623,5.72366666667,10.607,5.21333333333,57.71,5.28633333333,16.3193333333,6.401
388.83,7.432,16.105,15.6293333333,5.752,10.6316666667,5.19266666667,57.8863333333,5.31266666667,16.3323333333,6.398
389.19,7.37033333333,16.0013333333,15.578,5.704,10.6023333333,5.17066666667,57.8806666667,5.341,16.2983333333,6.34433333333
389.55,7.40066666667,16.0043333333,15.6276666667,5.731,10.5983333333,5.115,57.9006666667,5.39866666667,16.3233333333,6.33733333333
389.91,7.437,15.9773333333,15.678,5.695,10.598,5.12033333333,57.985,5.43233333333,16.4013333333,6.35766666667
390.27,7.445,16.0213333333,15.788,5.67566666667,10.611,5.12266666667,58.178,5.45566666667,16.421,6.343
390.63,7.46,16.0763333333,15.832,5.699,10.6173333333,5.051,58.3396666667,5.45333333333,16.4493333333,6.27733333333
391.00,7.55666666667,16.254,15.8733333333,5.80533333333,10.6526666667,5.17666666667,58.582,5.51833333333,16.5676666667,6.33266666667
391.36,7.57133333333,16.3126666667,15.8976666667,5.79,10.63,5.23966666667,58.7766666667,5.53033333333,16.5403333333,6.29433333333
391.72,7.59233333333,16.3356666667,15.949,5.80133333333,10.6676666667,5.224,58.8926666667,5.48833333333,16.6053333333,6.26433333333
392.08,7.571,16.3616666667,15.8833333333,5.716,10.6716666667,5.15233333333,59.012,5.439,16.5973333333,6.24366666667
392.44,7.51333333333,16.325,15.847,5.633,10.618,5.096,59.1753333333,5.38033333333,16.5723333333,6.187
392.80,7.46833333333,16.3243333333,15.8253333333,5.57833333333,10.549,5.086,59.3036666667,5.31766666667,16.5596666667,6.17766666667
393.16,7.542,16.455,15.8196666667,5.62333333333,10.572,5.166,59.4233333333,5.35833333333,16.6293333333,6.233
393.52,7.51433333333,16.43,15.8013333333,5.545,10.5276666667,5.138,59.4653333333,5.29366666667,16.5673333333,6.18066666667
393.88,7.43366666667,16.4013333333,15.7033333333,5.48966666667,10.4856666667,5.07733333333,59.594,5.15733333333,16.488,6.11833333333
394.24,7.418,16.416,15.6226666667,5.45866666667,10.439,5.04533333333,59.61,5.08566666667,16.4726666667,6.075
394.60,7.39366666667,16.4086666667,15.6156666667,5.45433333333,10.4446666667,5.07066666667,59.7156666667,5.106,16.479,6.13666666667
394.96,7.33733333333,16.21,15.5696666667,5.37,10.362,4.97466666667,59.7226666667,5.04933333333,16.4193333333,6.096
395.32,7.29133333333,16.125,15.517,5.345,10.357,4.93433333333,59.72,5.0,16.407,6.11766666667
395.68,7.23266666667,16.076,15.412,5.266,10.2556666667,4.85833333333,59.7903333333,4.882,16.3963333333,6.098
396.04,7.25766666667,16.042,15.4486666667,5.27133333333,10.2596666667,4.878,59.906,4.86966666667,16.456,6.103
396.40,7.344,16.0626666667,15.456,5.326,10.3216666667,4.949,59.9536666667,4.87233333333,16.4936666667,6.13766666667
396.76,7.38733333333,16.0443333333,15.4636666667,5.31733333333,10.3583333333,4.955,60.0573333333,4.859,16.5406666667,6.15833333333
397.12,7.35933333333,15.924,15.4826666667,5.278,10.4016666667,4.90233333333,60.1633333333,4.756,16.5286666667,6.19033333333
397.48,7.39366666667,15.9653333333,15.451,5.272,10.4276666667,4.93533333333,60.3346666667,4.73133333333,16.5653333333,6.224
397.84,7.43833333333,15.9306666667,15.5073333333,5.244,10.388,4.98933333333,60.3893333333,4.796,16.5683333333,6.21366666667
398.20,7.37366666667,15.86,15.479,5.19533333333,10.3943333333,4.95533333333,60.4503333333,4.73066666667,16.5563333333,6.19366666667
398.56,7.38166666667,15.8513333333,15.5,5.19366666667,10.4163333333,4.996,60.4866666667,4.675,16.5546666667,6.17666666667
398.92,7.405,15.8296666667,15.47,5.17033333333,10.4756666667,5.00666666667,60.4936666667,4.61033333333,16.6033333333,6.17466666667
399.28,7.409,15.8593333333,15.4396666667,5.17066666667,10.507,5.011,60.675,4.56033333333,16.604,6.17533333333
399.64,7.43466666667,15.8306666667,15.5206666667,5.175,10.578,5.08733333333,60.8313333333,4.591,16.603,6.199
400.00,7.40066666667,15.845,15.5283333333,5.17966666667,10.593,5.08833333333,60.9473333333,4.559,16.6236666667,6.199
400.36,7.33066666667,15.7663333333,15.5183333333,5.143,10.529,5.06433333333,60.9793333333,4.50666666667,16.5793333333,6.21433333333
400.72,7.31066666667,15.7303333333,15.5263333333,5.15066666667,10.5743333333,5.076,60.9423333333,4.483,16.591,6.2
401.08,7.3,15.7536666667,15.5626666667,5.156,10.535,5.041,61.162,4.452,16.6133333333,6.154
401.44,7.215,15.6426666667,15.6126666667,5.11366666667,10.5256666667,4.98633333333,61.2663333333,4.42466666667,16.6606666667,6.11166666667
401.80,7.217,15.6826666667,15.6083333333,5.122,10.5576666667,4.98633333333,61.3303333333,4.41166666667,16.6933333333,6.12566666667
402.16,7.28133333333,15.663,15.663,5.15433333333,10.5976666667,5.00366666667,61.364,4.48266666667,16.721,6.157
402.52,7.281,15.622,15.67,5.10333333333,10.5666666667,4.961,61.6173333333,4.46133333333,16.76,6.15866666667
402.88,7.23033333333,15.6006666667,15.6613333333,5.10466666667,10.5363333333,4.94066666667,61.7076666667,4.44,16.741,6.17366666667
403.24,7.299,15.6026666667,15.781,5.10033333333,10.5733333333,4.97833333333,61.7773333333,4.42933333333,16.8256666667,6.19533333333
403.60,7.337,15.5973333333,15.764,5.09066666667,10.5526666667,4.986,61.8696666667,4.40766666667,16.8423333333,6.19966666667
403.95,7.39333333333,15.633,15.7696666667,5.12,10.5733333333,5.026,61.951,4.41433333333,16.896,6.21766666667
404.31,7.36166666667,15.6273333333,15.722,5.101,10.566,4.96266666667,61.9793333333,4.36333333333,16.8396666667,6.16066666667
404.67,7.34766666667,15.6263333333,15.7083333333,5.06,10.5496666667,4.91833333333,62.228,4.33466666667,16.8286666667,6.13033333333
405.03,7.376,15.6406666667,15.6963333333,5.05566666667,10.604,4.95866666667,62.2913333333,4.38866666667,16.8016666667,6.12866666667
405.39,7.45933333333,15.7703333333,15.745,5.09166666667,10.6806666667,5.02233333333,62.3533333333,4.43033333333,16.8546666667,6.18366666667
