wavelength,Back_HetRubm,Belly_HetRubm,Breast_HetRubm,Crissum_HetRubm,Crown_HetRubm,DorTail_HetRubm,Patch10_HetRubm,Rump_HetRubm,Throat_HetRubm,WingTip_HetRubm
541.75,8.244,22.105,18.111,11.1633333333,11.924,5.52266666667,73.0466666667,55.172,18.672,7.07633333333
542.09,8.235,22.1046666667,18.1013333333,11.147,11.9133333333,5.52066666667,72.9696666667,55.2076666667,18.6573333333,7.05933333333
542.43,8.231,22.0903333333,18.077,11.1633333333,11.9096666667,5.53,72.892,55.249,18.6643333333,7.06566666667
542.78,8.21933333333,22.0706666667,18.046,11.1473333333,11.8883333333,5.52566666667,72.7443333333,55.2183333333,18.6463333333,7.051
543.12,8.20666666667,22.029,18.023,11.1333333333,11.874,5.53,72.595,55.227,18.6116666667,7.03566666667
543.46,8.17966666667,22.008,18.001,11.149,11.8603333333,5.51633333333,72.5046666667,55.2113333333,18.5616666667,7.02833333333
543.81,8.20133333333,22.03,18.0113333333,11.1833333333,11.8846666667,5.54,72.4196666667,55.1803333333,18.5706666667,7.04966666667
544.15,8.20533333333,22.0783333333,17.9923333333,11.1916666667,11.8916666667,5.54,72.3423333333,55.1793333333,18.5623333333,7.07433333333
544.49,8.20166666667,22.0646666667,17.975,11.1706666667,11.8703333333,5.54533333333,72.2706666667,55.2106666667,18.5456666667,7.07166666667
544.84,8.17366666667,22.0606666667,17.9676666667,11.1486666667,11.8796666667,5.55366666667,72.2356666667,55.2953333333,18.5666666667,7.059
545.18,8.183,22.029,17.946,11.1153333333,11.8533333333,5.54366666667,72.1326666667,55.322,18.5693333333,7.07033333333
545.52,8.18266666667,22.0183333333,17.9806666667,11.1363333333,11.8476666667,5.55133333333,72.1693333333,55.4673333333,18.577,7.06033333333
545.87,8.19966666667,22.0206666667,18.0133333333,11.1436666667,11.8416666667,5.55433333333,72.2153333333,55.5886666667,18.576,7.08233333333
546.21,8.198,22.0003333333,18.0446666667,11.1373333333,11.847,5.566,72.245,55.678,18.554,7.091
546.55,8.21666666667,22.025,18.1046666667,11.175,11.8696666667,5.566,72.3443333333,55.795,18.593,7.11633333333
546.90,8.25733333333,22.0533333333,18.135,11.178,11.8856666667,5.58533333333,72.4213333333,55.938,18.619,7.134
547.24,8.24966666667,22.0583333333,18.1363333333,11.151,11.855,5.60266666667,72.4073333333,56.0446666667,18.656,7.131
547.58,8.24366666667,22.0656666667,18.1483333333,11.1413333333,11.8646666667,5.57766666667,72.4356666667,56.2123333333,18.6456666667,7.12
547.92,8.24933333333,22.106,18.228,11.173,11.9063333333,5.60066666667,72.539,56.393,18.6656666667,7.12233333333
548.27,8.297,22.1453333333,18.2606666667,11.2133333333,11.9706666667,5.60066666667,72.6056666667,56.552,18.7086666667,7.142
548.61,8.36733333333,22.1956666667,18.341,11.245,12.014,5.624,72.7136666667,56.7143333333,18.7456666667,7.17666666667
548.95,8.39066666667,22.2786666667,18.401,11.3236666667,12.0413333333,5.66466666667,72.771,56.8186666667,18.7473333333,7.19766666667
549.29,8.41,22.309,18.4123333333,11.347,12.1123333333,5.68366666667,72.8846666667,56.935,18.7823333333,7.24133333333
549.64,8.41033333333,22.3646666667,18.3986666667,11.3673333333,12.1456666667,5.685,72.897,57.0626666667,18.804,7.25666666667
549.98,8.45833333333,22.4626666667,18.4683333333,11.4173333333,12.2,5.71733333333,72.9786666667,57.222,18.8593333333,7.29133333333
550.32,8.45466666667,22.4593333333,18.4626666667,11.434,12.2136666667,5.73833333333,72.9506666667,57.3523333333,18.837,7.315
550.66,8.426,22.5283333333,18.473,11.4666666667,12.2403333333,5.724,73.089,57.5786666667,18.8636666667,7.33133333333
551.01,8.41133333333,22.532,18.4966666667,11.4893333333,12.2896666667,5.70833333333,73.1463333333,57.7253333333,18.836,7.338
551.35,8.4,22.4973333333,18.46,11.466,12.2953333333,5.71,73.169,57.8166666667,18.8193333333,7.35
551.69,8.42366666667,22.4686666667,18.467,11.5036666667,12.286,5.723,73.2266666667,57.9716666667,18.871,7.38566666667
552.03,8.378,22.514,18.482,11.4983333333,12.23,5.75066666667,73.334,58.099,18.8656666667,7.39466666667
552.38,8.39133333333,22.547,18.452,11.5486666667,12.2546666667,5.817,73.3446666667,58.1543333333,18.886,7.433
552.72,8.42366666667,22.5913333333,18.4643333333,11.561,12.3166666667,5.85233333333,73.467,58.387,18.9696666667,7.445
553.06,8.43433333333,22.6243333333,18.4876666667,11.576,12.2566666667,5.855,73.4273333333,58.4756666667,18.9606666667,7.44366666667
553.40,8.416,22.5916666667,18.474,11.5453333333,12.2466666667,5.847,73.4186666667,58.471,18.994,7.38533333333
553.74,8.379,22.5656666667,18.466,11.5476666667,12.183,5.79533333333,73.431,58.5673333333,19.0073333333,7.37666666667
554.09,8.39333333333,22.6183333333,18.5126666667,11.5386666667,12.191,5.819,73.5326666667,58.684,19.0286666667,7.36833333333
554.43,8.39166666667,22.6033333333,18.5433333333,11.5206666667,12.1586666667,5.84966666667,73.5526666667,58.739,19.0286666667,7.33366666667
554.77,8.42466666667,22.6246666667,18.5866666667,11.5393333333,12.1596666667,5.87866666667,73.6186666667,58.8576666667,19.0663333333,7.33766666667
555.11,8.43133333333,22.7246666667,18.605,11.5963333333,12.176,5.904,73.6626666667,58.9736666667,19.1546666667,7.36533333333
555.45,8.455,22.7736666667,18.65,11.606,12.1816666667,5.892,73.595,59.013,19.16,7.37066666667
555.80,8.43166666667,22.769,18.6183333333,11.6173333333,12.1856666667,5.861,73.6073333333,59.0816666667,19.207,7.34633333333
556.14,8.39166666667,22.748,18.6363333333,11.575,12.159,5.80333333333,73.612,59.119,19.1883333333,7.34
556.48,8.35466666667,22.6693333333,18.603,11.5256666667,12.137,5.78233333333,73.5206666667,59.0893333333,19.171,7.32433333333
556.82,8.382,22.7026666667,18.6496666667,11.5676666667,12.2043333333,5.79766666667,73.616,59.187,19.2383333333,7.35133333333
557.16,8.39566666667,22.8156666667,18.7113333333,11.6773333333,12.2696666667,5.83266666667,73.7676666667,59.3916666667,19.286,7.435
557.50,8.42066666667,22.846,18.6876666667,11.6906666667,12.3586666667,5.90666666667,73.766,59.4103333333,19.2806666667,7.47266666667
557.85,8.481,22.8736666667,18.7256666667,11.7706666667,12.4036666667,5.95233333333,73.82,59.5216666667,19.3026666667,7.56666666667
558.19,8.495,22.9273333333,18.7496666667,11.834,12.4516666667,5.938,73.911,59.5836666667,19.3716666667,7.60533333333
558.53,8.49866666667,22.9473333333,18.7216666667,11.812,12.4816666667,5.91066666667,73.9776666667,59.606,19.4063333333,7.65433333333
558.87,8.481,22.9103333333,18.7246666667,11.77,12.4436666667,5.87333333333,73.9136666667,59.585,19.3136666667,7.63966666667
559.21,8.445,22.8953333333,18.6856666667,11.7836666667,12.442,5.89866666667,73.9943333333,59.6476666667,19.324,7.66333333333
559.55,8.457,22.9066666667,18.7426666667,11.7696666667,12.4943333333,5.89833333333,73.99,59.7256666667,19.3,7.67866666667
559.89,8.49333333333,22.997,18.7616666667,11.8273333333,12.5246666667,5.91233333333,74.0716666667,59.847,19.3916666667,7.68133333333
560.23,8.46366666667,23.0293333333,18.7466666667,11.814,12.4873333333,5.85866666667,74.1033333333,59.8853333333,19.3623333333,7.66233333333
560.58,8.41366666667,23.0183333333,18.7276666667,11.8083333333,12.4463333333,5.84233333333,74.1746666667,59.955,19.2973333333,7.695
560.92,8.39866666667,22.9263333333,18.6986666667,11.7623333333,12.4273333333,5.79166666667,74.166,59.9323333333,19.23,7.66466666667
561.26,8.39266666667,22.9443333333,18.7366666667,11.7776666667,12.4506666667,5.769,74.2166666667,59.97,19.2693333333,7.671
561.60,8.31433333333,22.9443333333,18.669,11.725,12.3936666667,5.70866666667,74.1226666667,59.8793333333,19.2576666667,7.59766666667
561.94,8.27,22.9053333333,18.6576666667,11.6726666667,12.4056666667,5.68566666667,73.973,59.844,19.1466666667,7.61466666667
562.28,8.26733333333,22.879,18.629,11.7106666667,12.3696666667,5.716,74.003,59.9383333333,19.1333333333,7.57566666667
562.62,8.301,22.9003333333,18.658,11.751,12.3873333333,5.72533333333,74.0443333333,59.9923333333,19.196,7.58833333333
562.96,8.30166666667,22.904,18.663,11.738,12.4053333333,5.71033333333,74.018,60.0073333333,19.224,7.54166666667
563.30,8.31533333333,22.8706666667,18.6286666667,11.766,12.3726666667,5.703,73.9946666667,59.9733333333,19.2386666667,7.553
563.64,8.26933333333,22.8153333333,18.5593333333,11.7536666667,12.394,5.697,74.0436666667,59.988,19.2123333333,7.54
563.99,8.28033333333,22.8393333333,18.5413333333,11.7696666667,12.3596666667,5.69966666667,74.035,60.0183333333,19.237,7.525
564.33,8.30033333333,22.7936666667,18.48,11.7086666667,12.367,5.68333333333,74.0106666667,60.0306666667,19.2786666667,7.45233333333
564.67,8.29,22.8253333333,18.4896666667,11.6986666667,12.3456666667,5.70533333333,74.0303333333,60.1476666667,19.284,7.46633333333
565.01,8.324,22.833,18.5003333333,11.6813333333,12.355,5.73,74.0933333333,60.2693333333,19.3006666667,7.47033333333
565.35,8.36233333333,22.8473333333,18.503,11.6786666667,12.3803333333,5.763,74.1473333333,60.3663333333,19.2963333333,7.49833333333
565.69,8.38233333333,22.862,18.5166666667,11.665,12.3713333333,5.74633333333,74.2966666667,60.447,19.3256666667,7.51033333333
566.03,8.34233333333,22.861,18.5346666667,11.6366666667,12.3686666667,5.705,74.157,60.4233333333,19.2913333333,7.5
566.37,8.29466666667,22.836,18.535,11.6086666667,12.3376666667,5.68666666667,74.1316666667,60.4673333333,19.284,7.494
566.71,8.314,22.8273333333,18.5326666667,11.5926666667,12.3253333333,5.672,74.1076666667,60.479,19.2693333333,7.51266666667
567.05,8.327,22.8556666667,18.546,11.5543333333,12.337,5.676,74.1753333333,60.593,19.2523333333,7.496
567.39,8.36766666667,22.839,18.5726666667,11.5416666667,12.2993333333,5.67166666667,74.0656666667,60.5723333333,19.225,7.515
567.73,8.37233333333,22.8376666667,18.6016666667,11.5396666667,12.331,5.68766666667,74.073,60.5936666667,19.2213333333,7.55333333333
568.07,8.42233333333,22.8763333333,18.6126666667,11.574,12.3323333333,5.718,74.063,60.6166666667,19.2256666667,7.599
568.41,8.40566666667,22.865,18.5943333333,11.5973333333,12.3373333333,5.74633333333,73.9596666667,60.548,19.2643333333,7.615
568.75,8.333,22.821,18.5306666667,11.5573333333,12.267,5.704,73.8033333333,60.489,19.1916666667,7.54833333333
569.09,8.334,22.761,18.541,11.564,12.2666666667,5.662,73.7556666667,60.4743333333,19.195,7.541
569.43,8.33933333333,22.739,18.5,11.557,12.258,5.701,73.6393333333,60.468,19.1916666667,7.52866666667
569.77,8.391,22.7456666667,18.462,11.601,12.268,5.71166666667,73.651,60.4186666667,19.2036666667,7.54966666667
570.11,8.455,22.7603333333,18.4546666667,11.6136666667,12.3196666667,5.75533333333,73.7116666667,60.4326666667,19.2033333333,7.569
570.45,8.44766666667,22.764,18.4206666667,11.627,12.3246666667,5.77533333333,73.7613333333,60.4986666667,19.202,7.62133333333
570.79,8.44133333333,22.756,18.435,11.6436666667,12.3116666667,5.801,73.6516666667,60.4676666667,19.235,7.66566666667
571.13,8.45333333333,22.8103333333,18.4783333333,11.6466666667,12.349,5.82066666667,73.709,60.5116666667,19.2786666667,7.66966666667
571.47,8.461,22.8073333333,18.4843333333,11.6673333333,12.3696666667,5.83133333333,73.6616666667,60.506,19.2766666667,7.65066666667
571.81,8.435,22.758,18.4773333333,11.636,12.3576666667,5.77533333333,73.4846666667,60.398,19.229,7.62966666667
572.15,8.50966666667,22.773,18.5203333333,11.6786666667,12.3943333333,5.79033333333,73.5373333333,60.508,19.2823333333,7.67
572.49,8.52533333333,22.756,18.4976666667,11.6663333333,12.4286666667,5.819,73.624,60.5303333333,19.33,7.68966666667
572.83,8.49666666667,22.7893333333,18.4933333333,11.6503333333,12.434,5.84866666667,73.611,60.5516666667,19.337,7.66966666667
573.17,8.54866666667,22.846,18.5483333333,11.7243333333,12.486,5.86433333333,73.6833333333,60.6706666667,19.3876666667,7.69933333333
573.51,8.564,22.898,18.5996666667,11.7103333333,12.499,5.91266666667,73.7946666667,60.842,19.4316666667,7.718
573.85,8.55,22.8846666667,18.6116666667,11.715,12.5086666667,5.91866666667,73.7966666667,60.8943333333,19.439,7.707
574.19,8.561,22.9006666667,18.6733333333,11.7316666667,12.504,5.923,73.7746666667,60.9213333333,19.4613333333,7.684
574.53,8.57633333333,22.866,18.6523333333,11.7283333333,12.5146666667,5.897,73.8053333333,60.9866666667,19.4303333333,7.661
574.87,8.54933333333,22.849,18.636,11.6953333333,12.495,5.90633333333,73.737,61.0343333333,19.3823333333,7.623
575.21,8.547,22.836,18.6446666667,11.6666666667,12.4853333333,5.89333333333,73.7706666667,61.0936666667,19.4046666667,7.63033333333
575.55,8.55966666667,22.8523333333,18.6786666667,11.683,12.4773333333,5.94033333333,73.9106666667,61.2483333333,19.4593333333,7.64133333333
575.89,8.51466666667,22.8156666667,18.6823333333,11.6306666667,12.457,5.94533333333,73.9426666667,61.198,19.4216666667,7.62133333333
576.22,8.55866666667,22.8696666667,18.7586666667,11.7006666667,12.4396666667,5.92066666667,73.887,61.239,19.4466666667,7.636
576.56,8.59833333333,22.8746666667,18.7803333333,11.7513333333,12.4263333333,5.93233333333,73.9576666667,61.361,19.4346666667,7.63866666667
576.90,8.58833333333,22.844,18.7916666667,11.7396666667,12.409,5.94266666667,73.8963333333,61.3346666667,19.4376666667,7.63433333333
577.24,8.58766666667,22.7986666667,18.7726666667,11.7456666667,12.4086666667,5.91266666667,73.8406666667,61.297,19.4263333333,7.68833333333
577.58,8.59233333333,22.78,18.79,11.8026666667,12.377,5.90866666667,73.7406666667,61.2283333333,19.4313333333,7.711
577.92,8.62266666667,22.8046666667,18.7633333333,11.7986666667,12.4163333333,5.92566666667,73.7456666667,61.21,19.4483333333,7.71166666667
578.26,8.629,22.873,18.8256666667,11.8566666667,12.462,5.975,73.8073333333,61.248,19.5236666667,7.775
578.60,8.663,22.8566666667,18.8483333333,11.9433333333,12.4746666667,5.96033333333,73.8083333333,61.2216666667,19.5483333333,7.82166666667
578.94,8.66266666667,22.853,18.8123333333,11.96,12.481,5.96533333333,73.7673333333,61.2103333333,19.5163333333,7.823
579.28,8.62633333333,22.911,18.8243333333,11.9756666667,12.5106666667,5.98633333333,73.8723333333,61.2886666667,19.5076666667,7.84633333333
579.61,8.62133333333,22.918,18.839,11.964,12.504,5.93666666667,73.7293333333,61.2973333333,19.4643333333,7.80833333333
579.95,8.56133333333,22.8803333333,18.7666666667,11.9703333333,12.4683333333,5.92633333333,73.7626666667,61.2556666667,19.4196666667,7.795
580.29,8.55233333333,22.837,18.7223333333,11.931,12.4683333333,5.903,73.749,61.2123333333,19.461,7.83533333333
580.63,8.51366666667,22.8276666667,18.701,11.9256666667,12.45,5.87666666667,73.7416666667,61.1636666667,19.4673333333,7.80966666667
580.97,8.462,22.8283333333,18.7293333333,11.9086666667,12.419,5.88166666667,73.6223333333,61.1566666667,19.454,7.748
581.31,8.49333333333,22.8783333333,18.7386666667,11.8463333333,12.482,5.91233333333,73.721,61.2526666667,19.474,7.72766666667
581.65,8.499,22.887,18.7516666667,11.8753333333,12.453,5.91966666667,73.6646666667,61.259,19.4466666667,7.70066666667
581.98,8.50133333333,22.8453333333,18.7083333333,11.86,12.465,5.898,73.5316666667,61.157,19.3976666667,7.683
582.32,8.497,22.8663333333,18.7163333333,11.851,12.4683333333,5.90766666667,73.588,61.2,19.4516666667,7.71866666667
582.66,8.49866666667,22.8346666667,18.793,11.8726666667,12.4366666667,5.951,73.6343333333,61.274,19.481,7.716
583.00,8.50533333333,22.8416666667,18.7783333333,11.8966666667,12.406,5.943,73.5006666667,61.2076666667,19.461,7.68166666667
583.34,8.514,22.895,18.7173333333,11.8773333333,12.3716666667,5.98066666667,73.6023333333,61.3,19.5033333333,7.68066666667
583.68,8.61666666667,22.9546666667,18.8273333333,11.8583333333,12.4503333333,6.05433333333,73.6023333333,61.4266666667,19.5476666667,7.747
584.01,8.63833333333,22.955,18.8956666667,11.887,12.459,6.07966666667,73.4026666667,61.3326666667,19.5246666667,7.73366666667
584.35,8.63166666667,22.9436666667,18.866,11.8383333333,12.466,6.05666666667,73.4136666667,61.3943333333,19.529,7.751
584.69,8.65433333333,22.978,18.8533333333,11.8486666667,12.468,6.057,73.5763333333,61.4513333333,19.5633333333,7.76433333333
585.03,8.62033333333,22.9636666667,18.8673333333,11.8533333333,12.414,6.056,73.5886666667,61.422,19.5556666667,7.814
585.37,8.55833333333,22.9026666667,18.8416666667,11.7876666667,12.363,6.0,73.5046666667,61.4333333333,19.5373333333,7.824
585.70,8.548,22.9643333333,18.8406666667,11.734,12.34,5.99833333333,73.606,61.4933333333,19.549,7.776
586.04,8.55633333333,22.9676666667,18.847,11.747,12.3893333333,6.045,73.643,61.54,19.569,7.765
586.38,8.54433333333,23.0313333333,18.861,11.7433333333,12.4253333333,6.01766666667,73.6593333333,61.557,19.5953333333,7.80333333333
586.72,8.63533333333,23.099,18.9653333333,11.7766666667,12.5173333333,6.065,73.789,61.646,19.6143333333,7.873
587.06,8.55033333333,23.023,18.8933333333,11.7263333333,12.47,5.98333333333,73.7656666667,61.616,19.5106666667,7.81833333333
587.39,8.45933333333,22.9963333333,18.8133333333,11.668,12.4006666667,5.92866666667,73.753,61.5896666667,19.4423333333,7.8
587.73,8.42,23.0736666667,18.8103333333,11.602,12.4076666667,5.89366666667,73.9313333333,61.624,19.404,7.82933333333
588.07,8.437,23.0743333333,18.8103333333,11.67,12.4083333333,5.96833333333,73.9043333333,61.6563333333,19.3826666667,7.86366666667
588.41,8.463,23.06,18.8636666667,11.6603333333,12.4706666667,5.975,73.843,61.6313333333,19.354,7.867
588.74,8.47,23.0453333333,18.8666666667,11.6683333333,12.4996666667,5.96066666667,73.8426666667,61.638,19.337,7.87566666667
589.08,8.518,23.0746666667,18.8746666667,11.71,12.5616666667,6.01266666667,73.8983333333,61.6806666667,19.3513333333,7.91433333333
589.42,8.513,23.0743333333,18.889,11.755,12.5513333333,6.04866666667,73.8913333333,61.7266666667,19.3776666667,7.94933333333
589.76,8.47266666667,23.0196666667,18.8223333333,11.7116666667,12.4723333333,5.98233333333,73.8473333333,61.6563333333,19.2796666667,7.90233333333
590.09,8.47333333333,23.0326666667,18.7833333333,11.6953333333,12.4653333333,5.98733333333,73.9223333333,61.6443333333,19.2583333333,7.901
590.43,8.34833333333,22.9,18.6933333333,11.5753333333,12.3673333333,5.86933333333,73.7676666667,61.5436666667,19.1643333333,7.80166666667
590.77,8.401,22.9106666667,18.7883333333,11.6483333333,12.4646666667,5.92433333333,73.714,61.5146666667,19.1993333333,7.88566666667
591.11,8.41866666667,22.914,18.7903333333,11.701,12.4976666667,5.90033333333,73.6943333333,61.5393333333,19.175,7.84233333333
591.44,8.44933333333,22.8956666667,18.793,11.7256666667,12.5216666667,5.91866666667,73.6816666667,61.6126666667,19.2256666667,7.79033333333
591.78,8.496,22.9623333333,18.8173333333,11.7383333333,12.5733333333,5.88866666667,73.8116666667,61.6583333333,19.289,7.77633333333
592.12,8.492,22.9276666667,18.6953333333,11.738,12.567,5.84966666667,73.7813333333,61.6003333333,19.2986666667,7.747
592.46,8.459,23.0183333333,18.7156666667,11.7513333333,12.5466666667,5.83766666667,73.9166666667,61.773,19.3513333333,7.68266666667
592.79,8.418,23.029,18.648,11.697,12.4996666667,5.78633333333,74.0183333333,61.772,19.3023333333,7.61033333333
593.13,8.46666666667,23.0106666667,18.7036666667,11.6806666667,12.5596666667,5.79433333333,74.1023333333,61.9016666667,19.332,7.63866666667
593.47,8.45033333333,23.088,18.7963333333,11.7153333333,12.6266666667,5.843,74.2106666667,62.053,19.3823333333,7.70866666667
593.80,8.49733333333,23.159,18.8583333333,11.7736666667,12.6743333333,5.88,74.213,62.1836666667,19.4073333333,7.76433333333
594.14,8.52133333333,23.245,18.8463333333,11.7976666667,12.694,5.94866666667,74.3473333333,62.3586666667,19.4923333333,7.79466666667
594.48,8.63233333333,23.313,18.823,11.7966666667,12.723,6.01466666667,74.3103333333,62.3933333333,19.576,7.82333333333
594.81,8.688,23.3876666667,18.8946666667,11.854,12.787,6.095,74.4283333333,62.55,19.7023333333,7.89133333333
595.15,8.651,23.3343333333,18.88,11.865,12.7063333333,6.09633333333,74.338,62.5033333333,19.6663333333,7.88666666667
595.49,8.68466666667,23.3276666667,18.9426666667,11.8283333333,12.722,6.136,74.2753333333,62.5663333333,19.6203333333,7.896
595.82,8.66766666667,23.3453333333,19.047,11.9003333333,12.7146666667,6.17566666667,74.3216666667,62.662,19.6183333333,7.88966666667
596.16,8.69,23.2983333333,19.0623333333,11.9223333333,12.7526666667,6.212,74.228,62.6566666667,19.5623333333,7.94933333333
596.50,8.73833333333,23.352,19.1646666667,12.01,12.8526666667,6.309,74.227,62.7636666667,19.6306666667,8.047
596.83,8.69633333333,23.3313333333,19.0886666667,11.9816666667,12.8313333333,6.29066666667,74.139,62.6896666667,19.601,8.013
597.17,8.75566666667,23.3293333333,19.1033333333,11.9706666667,12.8346666667,6.31266666667,74.0843333333,62.7323333333,19.622,8.038
597.51,8.70766666667,23.2486666667,19.053,11.936,12.7796666667,6.31066666667,73.9016666667,62.6426666667,19.5866666667,7.97
597.84,8.73933333333,23.2176666667,19.0946666667,12.0166666667,12.8246666667,6.34066666667,73.885,62.6176666667,19.5703333333,7.99966666667
598.18,8.68066666667,23.1953333333,19.1266666667,12.003,12.833,6.32033333333,73.8926666667,62.706,19.49,7.93833333333
598.52,8.651,23.1436666667,19.112,11.956,12.7943333333,6.296,73.7996666667,62.6103333333,19.408,7.94733333333
598.85,8.671,23.137,19.1373333333,11.9616666667,12.856,6.31166666667,73.8526666667,62.667,19.4133333333,7.99666666667
599.19,8.58633333333,23.0936666667,19.0786666667,11.9363333333,12.7923333333,6.24933333333,73.7553333333,62.6363333333,19.3716666667,7.99
599.53,8.58066666667,23.0846666667,19.049,11.8563333333,12.789,6.241,73.7123333333,62.5913333333,19.3793333333,8.026
599.86,8.50933333333,23.0383333333,18.9183333333,11.8043333333,12.71,6.14266666667,73.5873333333,62.4626666667,19.3223333333,7.95533333333
600.20,8.497,22.9543333333,18.8776666667,11.7846666667,12.6816666667,6.09633333333,73.5186666667,62.41,19.3143333333,7.939
600.53,8.46866666667,22.9593333333,18.9053333333,11.7536666667,12.625,6.017,73.6106666667,62.415,19.2543333333,7.90733333333
600.87,8.42,22.9196666667,18.8073333333,11.7466666667,12.5683333333,5.93666666667,73.5023333333,62.3176666667,19.187,7.858
601.21,8.41966666667,22.9196666667,18.763,11.7,12.6123333333,5.90266666667,73.7493333333,62.3136666667,19.1983333333,7.85833333333
601.54,8.388,22.9523333333,18.7766666667,11.655,12.6003333333,5.87333333333,73.774,62.2886666667,19.234,7.85366666667
601.88,8.37233333333,23.004,18.7786666667,11.6723333333,12.5793333333,5.86233333333,73.9926666667,62.4253333333,19.284,7.87366666667
602.21,8.31466666667,22.945,18.7273333333,11.6203333333,12.5213333333,5.85066666667,74.0023333333,62.4626666667,19.299,7.77166666667
602.55,8.34833333333,23.0316666667,18.7506666667,11.6596666667,12.526,5.88933333333,74.1016666667,62.5976666667,19.2986666667,7.76233333333
602.88,8.393,23.0673333333,18.7713333333,11.696,12.557,5.91666666667,74.154,62.54,19.3396666667,7.8
603.22,8.40866666667,23.0273333333,18.734,11.7286666667,12.5223333333,5.90833333333,74.1773333333,62.5916666667,19.331,7.79566666667
603.56,8.491,23.0763333333,18.8146666667,11.7216666667,12.612,5.99766666667,74.186,62.656,19.3886666667,7.84066666667
603.89,8.47333333333,23.077,18.7896666667,11.6676666667,12.57,5.98266666667,74.227,62.6323333333,19.3266666667,7.76533333333
604.23,8.472,23.0766666667,18.7576666667,11.7066666667,12.5783333333,6.02066666667,74.2386666667,62.6746666667,19.3686666667,7.74366666667
604.56,8.51133333333,23.1083333333,18.7926666667,11.6903333333,12.5906666667,6.04433333333,74.2393333333,62.7463333333,19.3653333333,7.75666666667
604.90,8.51966666667,23.1116666667,18.8113333333,11.7233333333,12.5733333333,6.04,74.116,62.7936666667,19.331,7.77366666667
605.23,8.52733333333,23.099,18.7766666667,11.715,12.5636666667,6.028,74.038,62.8073333333,19.2913333333,7.74933333333
605.57,8.504,23.0846666667,18.759,11.728,12.5173333333,6.02033333333,73.98,62.7326666667,19.289,7.754
605.90,8.535,23.112,18.806,11.7936666667,12.531,6.027,73.9886666667,62.763,19.2826666667,7.80033333333
606.24,8.5,23.0686666667,18.7383333333,11.7333333333,12.5663333333,5.967,73.946,62.7636666667,19.3313333333,7.803
606.58,8.475,23.051,18.72,11.7413333333,12.5736666667,6.00333333333,73.8733333333,62.7363333333,19.342,7.80066666667
606.91,8.51233333333,23.172,18.7846666667,11.7386666667,12.6633333333,6.02566666667,73.9696666667,62.8476666667,19.417,7.84833333333
607.25,8.47233333333,23.1416666667,18.7213333333,11.7493333333,12.5916666667,5.97766666667,73.969,62.7886666667,19.423,7.848
607.58,8.482,23.1793333333,18.6976666667,11.7546666667,12.5896666667,5.94833333333,73.8766666667,62.8403333333,19.4613333333,7.884
607.92,8.50366666667,23.1123333333,18.6693333333,11.791,12.6123333333,5.96933333333,73.6656666667,62.7533333333,19.4233333333,7.91433333333
608.25,8.44633333333,22.9933333333,18.568,11.743,12.5756666667,5.935,73.5673333333,62.5993333333,19.3686666667,7.876
608.59,8.444,22.9446666667,18.5466666667,11.764,12.5753333333,5.951,73.465,62.482,19.37,7.869
608.92,8.42666666667,22.8423333333,18.4963333333,11.803,12.537,6.01666666667,73.2513333333,62.2766666667,19.3586666667,7.88966666667
609.26,8.426,22.7473333333,18.4223333333,11.746,12.5343333333,5.98433333333,72.8833333333,61.9956666667,19.283,7.869
609.59,8.42333333333,22.7006666667,18.3603333333,11.7013333333,12.5513333333,5.952,72.691,61.7636666667,19.233,7.86266666667
609.93,8.47266666667,22.687,18.3596666667,11.7826666667,12.546,5.98466666667,72.4706666667,61.5563333333,19.221,7.86533333333
610.26,8.39366666667,22.5516666667,18.2356666667,11.716,12.442,5.913,72.2973333333,61.3896666667,19.084,7.78066666667
610.60,8.334,22.3843333333,18.1436666667,11.6633333333,12.3393333333,5.87566666667,71.9126666667,61.103,18.9233333333,7.713
610.93,8.383,22.3563333333,18.1663333333,11.6773333333,12.367,5.89233333333,71.794,61.0876666667,18.9126666667,7.70333333333
611.27,8.353,22.3086666667,18.1493333333,11.6686666667,12.3623333333,5.93566666667,71.6376666667,60.843,18.858,7.68933333333
611.60,8.364,22.293,18.1733333333,11.6736666667,12.307,5.94866666667,71.4506666667,60.6173333333,18.858,7.73233333333
611.93,8.33533333333,22.2766666667,18.1823333333,11.6863333333,12.2776666667,5.94766666667,71.4336666667,60.5973333333,18.8713333333,7.68666666667
612.27,8.30466666667,22.2313333333,18.1636666667,11.6296666667,12.2093333333,5.89866666667,71.3753333333,60.55,18.8493333333,7.683
612.60,8.30066666667,22.261,18.1493333333,11.562,12.166,5.79966666667,71.4803333333,60.5666666667,18.8433333333,7.63566666667
612.94,8.314,22.268,18.1793333333,11.6076666667,12.1253333333,5.81833333333,71.5966666667,60.7253333333,18.846,7.635
613.27,8.37866666667,22.3536666667,18.221,11.6566666667,12.1643333333,5.88133333333,71.6586666667,60.838,18.8753333333,7.703
613.61,8.339,22.3426666667,18.24,11.558,12.0986666667,5.83633333333,71.8666666667,60.9716666667,18.8346666667,7.67766666667
613.94,8.43433333333,22.4423333333,18.3393333333,11.6323333333,12.1583333333,5.83833333333,71.9876666667,61.1706666667,18.939,7.73166666667
614.28,8.52333333333,22.5556666667,18.367,11.6886666667,12.1853333333,5.879,72.23,61.2713333333,19.062,7.77266666667
