wavelength,Back_ConBicm,Belly_ConBicm,Breast_ConBicm,Crissum_ConBicm,Crown_ConBicm,DorTail_ConBicm,Patch10_ConBicm,Rump_ConBicm,Throat_ConBicm,WingTip_ConBicm
516.21,17.2726666667,49.2865555556,36.4392222222,47.8376666667,17.6415555556,15.2161111111,29.9075555556,18.2937777778,41.9625555556,11.6856666667
516.56,17.319,49.4145555556,36.5317777778,47.8863333333,17.678,15.2715555556,29.9761111111,18.3333333333,42.0591111111,11.7663333333
516.91,17.3227777778,49.4631111111,36.5545555555,47.9164444445,17.6711111111,15.2938888889,29.9961111111,18.2883333333,42.108,11.7742222222
517.25,17.4068888889,49.6141111111,36.6683333333,48.029,17.7382222222,15.3543333333,30.0924444445,18.333,42.2261111111,11.8258888889
517.60,17.4316666667,49.7344444445,36.7443333333,48.1082222222,17.761,15.3706666667,30.1357777778,18.363,42.3162222222,11.8671111111
517.95,17.4544444444,49.8054444444,36.7976666667,48.1801111111,17.7798888889,15.3952222222,30.1638888889,18.3942222222,42.355,11.8836666667
518.29,17.4704444444,49.85,36.8398888889,48.1907777778,17.8126666667,15.4504444444,30.1807777778,18.4277777778,42.381,11.9205555556
518.64,17.5103333333,49.9592222222,36.9277777778,48.2881111111,17.8468888889,15.5047777778,30.2205555556,18.4913333333,42.4791111111,11.9586666667
518.99,17.5143333333,50.0543333333,36.9678888889,48.3594444444,17.8631111111,15.5198888889,30.2304444444,18.513,42.5355555556,11.9466666667
519.33,17.48,50.0804444444,36.977,48.3734444445,17.8615555556,15.4947777778,30.1877777778,18.5002222222,42.5383333333,11.9193333333
519.68,17.4661111111,50.123,37.0043333333,48.3963333333,17.8556666667,15.4865555555,30.1461111111,18.4768888889,42.5357777778,11.9025555556
520.02,17.494,50.162,37.0366666667,48.4045555556,17.8815555556,15.4794444444,30.1204444445,18.466,42.5466666667,11.91
520.37,17.4293333333,50.1031111111,37.0254444444,48.4193333333,17.8471111111,15.4515555556,30.0508888889,18.4208888889,42.5077777778,11.8776666667
520.72,17.4198888889,50.1755555555,37.1043333333,48.5053333333,17.8537777778,15.4613333333,30.0485555555,18.4526666667,42.5473333333,11.8683333333
521.06,17.3768888889,50.1937777778,37.1385555556,48.5386666667,17.8164444444,15.4397777778,30.0134444445,18.4418888889,42.5445555556,11.8748888889
521.41,17.3554444444,50.2285555556,37.1536666667,48.6196666667,17.7982222222,15.4441111111,29.9664444444,18.4233333333,42.531,11.8356666667
521.75,17.3184444444,50.2422222222,37.1707777778,48.6355555556,17.7617777778,15.43,29.9397777778,18.3967777778,42.546,11.8335555555
522.10,17.3377777778,50.3125555556,37.2227777778,48.7086666667,17.7552222222,15.4205555555,29.9556666667,18.3692222222,42.6245555556,11.8344444445
522.45,17.2796666667,50.3217777778,37.199,48.6831111111,17.7306666667,15.4185555556,29.9536666667,18.3214444445,42.6136666667,11.8284444444
522.79,17.2717777778,50.3333333334,37.2065555556,48.6827777778,17.7214444444,15.4092222222,29.9725555555,18.3048888889,42.6202222222,11.8774444445
523.14,17.3095555556,50.4293333333,37.2927777778,48.7668888889,17.743,15.4305555555,30.0496666667,18.3282222222,42.7051111111,11.954
523.48,17.3072222222,50.4802222222,37.3364444444,48.825,17.7387777778,15.4524444445,30.0957777778,18.3257777778,42.7833333333,11.9632222222
523.83,17.2878888889,50.534,37.37,48.89,17.7175555556,15.4574444445,30.1517777778,18.3441111111,42.8392222222,11.966
524.17,17.334,50.6737777778,37.4352222222,48.9806666667,17.7385555556,15.5174444444,30.223,18.3823333333,42.9427777778,12.0116666667
524.52,17.3346666667,50.7174444444,37.4324444445,48.9871111111,17.741,15.5186666667,30.269,18.3755555556,42.9613333333,12.038
524.87,17.3126666667,50.7124444444,37.4224444444,48.9847777778,17.7227777778,15.5261111111,30.2654444444,18.3497777778,42.9802222222,12.0296666667
525.21,17.3116666667,50.7225555556,37.427,48.9675555556,17.7195555556,15.5502222222,30.3023333333,18.367,43.0205555556,12.0693333333
525.56,17.3513333333,50.7944444444,37.4626666667,49.0214444445,17.7581111111,15.6104444444,30.3583333333,18.4025555555,43.0748888889,12.1097777778
525.90,17.3448888889,50.8471111111,37.5214444444,49.0577777778,17.7448888889,15.6322222222,30.3946666667,18.4194444445,43.1235555556,12.1274444445
526.25,17.3853333333,50.9844444445,37.5993333333,49.1847777778,17.766,15.6711111111,30.4504444444,18.4463333333,43.2288888889,12.1655555556
526.59,17.4101111111,51.1227777778,37.6885555555,49.2968888889,17.7884444445,15.7365555555,30.5156666667,18.4948888889,43.3272222222,12.1942222222
526.94,17.4242222222,51.2545555556,37.7566666667,49.4308888889,17.8035555556,15.7935555556,30.5723333333,18.5284444444,43.4391111111,12.2064444444
527.28,17.4371111111,51.3556666667,37.8084444444,49.5376666667,17.8122222222,15.8438888889,30.6284444444,18.5511111111,43.4958888889,12.2452222222
527.63,17.4612222222,51.4713333333,37.8893333333,49.639,17.834,15.8617777778,30.6598888889,18.5775555556,43.5701111111,12.2668888889
527.97,17.4464444444,51.5048888889,37.9138888889,49.6633333334,17.8341111111,15.8468888889,30.6535555556,18.5692222222,43.5946666667,12.2561111111
528.32,17.4546666667,51.5518888889,37.9558888889,49.7268888889,17.84,15.856,30.6511111111,18.569,43.6407777778,12.2633333333
528.66,17.4716666666,51.617,38.0217777778,49.7896666667,17.8531111111,15.8724444444,30.6597777778,18.5907777778,43.6767777778,12.2852222222
529.01,17.4923333333,51.7095555555,38.1025555555,49.8866666667,17.8706666667,15.8836666667,30.6883333334,18.612,43.7287777778,12.3018888889
529.35,17.4803333333,51.7558888889,38.138,49.9357777778,17.8526666667,15.867,30.6768888889,18.6018888889,43.7535555555,12.2857777778
529.70,17.4662222222,51.7927777778,38.1511111111,49.9704444445,17.8502222222,15.8685555556,30.651,18.597,43.7645555556,12.2825555556
530.04,17.4386666667,51.7927777778,38.1928888889,49.9977777778,17.8332222222,15.8504444444,30.6114444444,18.5718888889,43.7586666667,12.2593333333
530.39,17.4084444445,51.7645555556,38.1933333333,49.9703333333,17.8102222222,15.8133333333,30.5482222222,18.5355555555,43.7282222222,12.2472222222
530.73,17.382,51.7546666667,38.1735555556,49.9463333333,17.8006666667,15.7891111111,30.494,18.5048888889,43.6843333334,12.2355555556
531.08,17.3763333333,51.7398888889,38.1603333334,49.9117777778,17.8052222222,15.7527777778,30.4388888889,18.5028888889,43.6704444445,12.2258888889
531.42,17.3505555556,51.7493333333,38.1626666667,49.9406666667,17.7806666667,15.7626666667,30.4208888889,18.4852222222,43.6703333333,12.2222222222
531.77,17.3492222222,51.8278888889,38.2041111111,50.0011111111,17.7704444444,15.7752222222,30.4373333333,18.5036666667,43.6867777778,12.2221111111
532.11,17.3542222222,51.8953333333,38.2486666667,50.0337777778,17.7746666667,15.805,30.4643333333,18.5218888889,43.7233333333,12.2508888889
532.46,17.3426666666,51.9576666667,38.2607777778,50.0985555556,17.7715555556,15.8077777778,30.478,18.5112222222,43.7687777778,12.2515555556
532.80,17.3175555555,51.9966666667,38.2644444444,50.1056666667,17.7663333333,15.8072222222,30.4746666667,18.4846666667,43.785,12.2485555555
533.15,17.321,52.0394444445,38.2984444444,50.1396666667,17.7687777778,15.8146666667,30.4622222222,18.4806666667,43.8187777778,12.2684444444
533.49,17.3175555556,52.1073333333,38.3374444444,50.2078888889,17.7555555556,15.8118888889,30.4715555556,18.4743333333,43.8551111111,12.2643333333
533.84,17.2974444444,52.1367777778,38.3305555556,50.2133333333,17.736,15.81,30.4573333333,18.4718888889,43.8565555555,12.2576666667
534.18,17.279,52.2001111111,38.3504444444,50.279,17.7213333333,15.8204444444,30.4563333333,18.4547777778,43.8966666667,12.2382222222
534.52,17.2615555556,52.2143333333,38.3775555555,50.3217777778,17.6832222222,15.7923333333,30.4308888889,18.4374444444,43.9075555555,12.2061111111
534.87,17.2086666666,52.263,38.422,50.3797777778,17.6423333333,15.7805555556,30.4121111111,18.4007777778,43.9226666667,12.1857777778
535.21,17.1643333333,52.2862222222,38.4365555556,50.3518888889,17.6135555556,15.7553333334,30.3644444444,18.3494444445,43.9442222222,12.166
535.56,17.1313333333,52.2954444444,38.4568888889,50.3802222222,17.582,15.7331111111,30.3185555555,18.299,43.9635555556,12.149
535.90,17.0926666667,52.3127777778,38.479,50.4323333333,17.5496666667,15.6967777778,30.259,18.2697777778,43.9794444445,12.1041111111
536.25,17.0555555556,52.344,38.4936666667,50.4425555556,17.5181111111,15.6664444445,30.222,18.2311111111,43.9835555556,12.0688888889
536.59,17.0181111111,52.3452222222,38.5061111111,50.4782222222,17.4797777778,15.647,30.1694444444,18.209,43.9918888889,12.0293333334
536.93,16.9297777778,52.3044444444,38.457,50.4664444445,17.411,15.6044444444,30.1036666667,18.1422222222,43.9226666667,11.9516666667
537.28,16.9085555555,52.3498888889,38.499,50.5091111111,17.4201111111,15.5911111111,30.1025555556,18.1163333333,43.939,11.9466666666
537.62,16.9094444444,52.412,38.5673333333,50.5882222222,17.4245555555,15.6068888889,30.1216666667,18.1192222222,43.9953333333,11.9686666667
537.97,16.92,52.4443333333,38.6224444444,50.6705555556,17.419,15.6028888889,30.1486666667,18.1214444445,44.0693333333,11.9735555556
538.31,16.8737777778,52.4812222222,38.6442222222,50.6725555556,17.3954444444,15.6147777778,30.17,18.0864444445,44.095,11.9714444444
538.65,16.8486666666,52.4885555555,38.6043333333,50.677,17.3205555556,15.5796666667,30.1461111111,18.0291111111,44.1173333333,11.9315555556
539.00,16.8345555556,52.5471111111,38.634,50.7607777778,17.3071111111,15.5866666667,30.1802222222,18.0346666667,44.1311111111,11.9275555556
539.34,16.8022222222,52.5781111111,38.6248888889,50.7848888889,17.2908888889,15.5913333333,30.2132222222,18.0301111111,44.1236666667,11.9346666667
539.69,16.7665555556,52.6277777778,38.6344444444,50.7996666667,17.2637777778,15.5881111111,30.2474444445,18.0088888889,44.1544444445,11.9404444444
540.03,16.7522222222,52.6157777778,38.6173333333,50.7857777778,17.2382222222,15.5961111111,30.2652222222,17.9958888889,44.1473333333,11.9552222222
540.37,16.7165555555,52.6371111111,38.5913333333,50.7972222222,17.2113333333,15.5807777778,30.259,17.976,44.154,11.9515555556
540.72,16.6963333333,52.6977777778,38.6235555556,50.8468888889,17.1872222222,15.5748888889,30.266,17.9582222222,44.2087777778,11.9563333333
541.06,16.6821111111,52.7512222222,38.6427777778,50.8607777778,17.1541111111,15.5866666667,30.2503333333,17.9497777778,44.253,11.9466666667
541.40,16.6058888889,52.7273333333,38.5747777778,50.8291111111,17.0652222222,15.516,30.1966666667,17.8595555556,44.2026666667,11.8664444445
541.75,16.5261111111,52.6971111111,38.5323333333,50.7844444444,16.9932222222,15.461,30.1226666666,17.7924444444,44.1317777778,11.8093333333
542.09,16.4831111111,52.6901111111,38.5297777778,50.8008888889,16.9474444444,15.4145555556,30.055,17.747,44.1257777778,11.7777777778
542.43,16.4368888889,52.6971111111,38.5234444445,50.8275555555,16.9285555556,15.3846666666,29.9946666667,17.7078888889,44.1144444444,11.7561111111
542.78,16.3352222222,52.6101111111,38.4373333333,50.7363333333,16.8372222222,15.2801111111,29.8581111111,17.5988888889,44.0132222222,11.6574444444
543.12,16.2296666667,52.5292222222,38.3535555556,50.6542222222,16.7186666667,15.1942222222,29.6944444444,17.4912222222,43.932,11.5772222222
543.46,16.1096666666,52.4147777778,38.2467777778,50.5493333333,16.5983333334,15.0935555556,29.525,17.3668888889,43.7947777778,11.45
543.81,15.9816666667,52.3463333333,38.171,50.4866666667,16.4828888889,14.9991111111,29.3673333334,17.2565555555,43.6873333333,11.3422222222
544.15,15.9072222222,52.2805555556,38.1573333333,50.4528888889,16.3892222222,14.9364444444,29.2695555556,17.1764444444,43.6083333333,11.2764444444
544.49,15.8634444444,52.2488888889,38.1594444444,50.4374444445,16.3365555556,14.8848888889,29.2231111111,17.1251111111,43.5761111111,11.2224444444
544.84,15.7801111111,52.1398888889,38.0903333333,50.4165555556,16.2813333333,14.8107777778,29.1578888889,17.0528888889,43.498,11.1534444444
545.18,15.7903333333,52.2024444444,38.174,50.4771111111,16.2923333333,14.8341111111,29.1634444444,17.0711111111,43.5582222222,11.1754444444
545.52,15.8012222222,52.2775555556,38.2202222222,50.5596666667,16.3035555555,14.8426666667,29.1732222222,17.0866666667,43.5966666667,11.1917777778
545.87,15.7876666666,52.3072222222,38.2228888889,50.5896666667,16.2892222222,14.8304444444,29.1784444445,17.0887777778,43.5824444444,11.1884444444
546.21,15.7896666667,52.3482222222,38.2927777778,50.6208888889,16.2682222222,14.8135555555,29.1924444444,17.1112222222,43.6064444445,11.198
546.55,15.8275555556,52.476,38.3898888889,50.771,16.2914444445,14.8884444445,29.2578888889,17.1864444444,43.7278888889,11.2573333333
546.90,15.8853333333,52.6243333333,38.5095555556,50.9284444445,16.3535555555,14.9398888889,29.3632222222,17.2561111111,43.8353333333,11.3035555555
547.24,15.9558888889,52.7927777778,38.653,51.1005555555,16.4165555556,14.992,29.454,17.3375555555,43.9766666667,11.3886666667
547.58,16.0103333334,52.8731111111,38.7214444445,51.1721111111,16.4746666667,15.0373333333,29.5134444444,17.3956666667,44.0705555556,11.4306666667
547.92,16.0203333333,52.9856666667,38.7712222222,51.2513333333,16.4964444444,15.0363333333,29.5436666667,17.416,44.1321111111,11.4511111111
548.27,16.0555555555,53.0724444445,38.8204444444,51.2885555556,16.5526666666,15.0713333333,29.5516666667,17.4778888889,44.1964444444,11.5214444444
548.61,16.087,53.198,38.8852222222,51.383,16.569,15.1032222222,29.5533333333,17.5115555555,44.2604444444,11.5718888889
548.95,16.1226666667,53.2196666667,38.8991111111,51.4248888889,16.6104444444,15.1126666667,29.5627777778,17.5607777778,44.243,11.6042222222
549.29,16.0962222222,53.2536666667,38.9224444444,51.4502222222,16.5815555556,15.0794444444,29.5415555556,17.5337777778,44.2762222222,11.5728888889
549.64,16.1592222222,53.3826666667,39.0183333333,51.59,16.6457777778,15.1334444444,29.5733333333,17.5723333333,44.3593333333,11.6202222222
549.98,16.1214444445,53.378,39.0122222222,51.613,16.6681111111,15.1733333333,29.5946666667,17.5707777778,44.3754444444,11.6284444445
550.32,16.1904444444,53.4445555555,39.0713333333,51.7028888889,16.7405555556,15.1843333334,29.6612222222,17.5892222222,44.4426666667,11.6723333333
550.66,16.1602222222,53.4281111111,39.0624444444,51.7025555556,16.7293333333,15.1532222222,29.6458888889,17.5255555556,44.409,11.6886666667
551.01,16.1811111111,53.4835555556,39.1133333333,51.8004444444,16.7458888889,15.1827777778,29.6946666667,17.5618888889,44.4578888889,11.7353333333
551.35,16.2095555556,53.6068888889,39.2145555556,51.9526666667,16.7434444444,15.1973333333,29.775,17.6034444445,44.5463333333,11.7777777778
551.69,16.1785555556,53.656,39.2546666667,52.0224444444,16.7708888889,15.255,29.7824444444,17.6138888889,44.5905555556,11.7754444444
552.03,16.1534444444,53.6831111111,39.2684444444,52.0887777778,16.755,15.2534444445,29.7811111111,17.5733333334,44.6193333333,11.7653333334
552.38,16.1682222222,53.7325555556,39.3533333333,52.1876666667,16.7645555555,15.2526666667,29.8164444444,17.5873333333,44.6642222222,11.7886666667
552.72,16.1261111111,53.7802222222,39.3716666667,52.25,16.7156666667,15.2277777778,29.8187777778,17.5662222222,44.7535555556,11.7393333333
553.06,16.1531111111,53.876,39.4438888889,52.338,16.7405555555,15.261,29.8752222222,17.5935555555,44.7946666667,11.772
553.40,16.1037777778,53.9331111111,39.4687777778,52.3603333333,16.6774444444,15.2394444444,29.8856666667,17.577,44.8495555556,11.7516666667
553.74,16.1528888889,54.0691111111,39.5522222222,52.4637777778,16.7083333333,15.2591111111,29.8927777778,17.594,44.9181111111,11.7807777778
554.09,16.0433333333,54.082,39.5711111111,52.4412222222,16.6312222222,15.2107777778,29.8114444445,17.5145555556,44.8844444444,11.7367777778
554.43,16.0586666667,54.1556666667,39.6538888889,52.5327777778,16.6192222222,15.245,29.8182222222,17.5343333333,44.9833333333,11.707
554.77,16.0502222222,54.2481111111,39.6852222222,52.5882222222,16.606,15.2616666667,29.8407777778,17.4892222222,45.032,11.689
555.11,15.9854444444,54.2494444445,39.7041111111,52.6138888889,16.5772222222,15.2266666667,29.7911111111,17.4174444444,45.0392222222,11.6544444444
555.45,16.066,54.2994444445,39.7873333333,52.6844444445,16.6118888889,15.2335555556,29.82,17.4597777778,45.1435555556,11.7142222222
555.80,16.0806666667,54.427,39.8942222222,52.8053333333,16.6251111111,15.2918888889,29.8814444445,17.498,45.2066666667,11.7762222222
556.14,16.0885555556,54.5182222222,39.9392222222,52.8487777778,16.6288888889,15.3108888889,29.9126666667,17.5096666667,45.2776666667,11.8024444445
556.48,16.1007777778,54.5698888889,40.0066666667,52.8932222222,16.6516666667,15.3248888889,29.925,17.5225555556,45.2605555556,11.8705555556
556.82,16.0728888889,54.6454444444,40.0512222222,52.9562222222,16.6546666667,15.3373333333,29.9338888889,17.5362222222,45.3255555556,11.8722222222
557.16,16.0931111111,54.7063333333,40.1045555556,53.0438888889,16.6797777778,15.3691111111,29.9675555556,17.5501111111,45.3694444444,11.9004444444
557.50,16.0653333333,54.7527777778,40.1347777778,53.1124444445,16.6165555556,15.3693333334,29.9957777778,17.5664444444,45.3921111111,11.8888888889
557.85,16.0708888889,54.8311111111,40.2297777778,53.1691111111,16.646,15.4325555556,30.0391111111,17.6308888889,45.463,11.9826666667
558.19,16.0785555556,54.8603333333,40.2872222222,53.1621111111,16.6988888889,15.4416666667,30.0956666667,17.6776666667,45.4911111111,12.0504444444
558.53,16.0782222222,54.812,40.3083333333,53.2227777778,16.7235555555,15.4421111111,30.0886666667,17.7394444444,45.4855555556,12.1172222222
558.87,16.1578888889,54.923,40.373,53.3233333333,16.7782222222,15.5173333333,30.1774444444,17.8375555556,45.5356666666,12.2434444444
559.21,16.1645555555,55.0092222222,40.4392222222,53.3813333333,16.7922222222,15.5402222222,30.243,17.8421111111,45.5615555556,12.2841111111
559.55,16.1373333333,55.0376666667,40.3947777778,53.3753333333,16.7722222222,15.5023333334,30.2495555556,17.8182222222,45.5696666667,12.249
559.89,16.0764444444,55.0744444444,40.4032222222,53.3834444444,16.7343333333,15.498,30.2693333333,17.8045555556,45.5946666667,12.2375555555
560.23,16.0964444444,55.1296666667,40.397,53.4286666667,16.73,15.5105555556,30.3038888889,17.7823333333,45.6314444444,12.2788888889
560.58,16.1186666667,55.1473333333,40.4431111111,53.4967777778,16.7526666667,15.5407777778,30.3386666667,17.7864444444,45.6441111111,12.3494444445
560.92,16.06,55.2153333333,40.4897777778,53.5772222222,16.7135555555,15.5225555556,30.3263333334,17.7497777778,45.6827777778,12.3486666667
561.26,16.0622222222,55.2647777778,40.5391111111,53.5972222222,16.7563333333,15.5597777778,30.3783333333,17.7534444444,45.7004444444,12.3838888889
561.60,16.0761111111,55.3111111111,40.5297777778,53.68,16.741,15.5536666667,30.388,17.7211111111,45.7285555556,12.3851111111
561.94,16.0755555555,55.3953333333,40.6006666667,53.8004444444,16.7266666667,15.5813333333,30.4004444445,17.7251111111,45.7767777778,12.4093333333
562.28,16.0577777778,55.4827777778,40.6497777778,53.8338888889,16.7102222222,15.5971111111,30.3745555556,17.6758888889,45.8367777778,12.3985555555
562.62,16.0225555555,55.5278888889,40.6598888889,53.8813333333,16.711,15.5913333333,30.3664444444,17.6291111111,45.8817777778,12.3518888889
562.96,15.9894444444,55.6353333333,40.7077777778,53.9664444445,16.6718888889,15.6123333334,30.4014444444,17.6424444444,45.9377777778,12.3535555556
563.30,16.003,55.7323333333,40.8315555556,54.1124444445,16.679,15.6768888889,30.4306666667,17.6693333334,46.0166666667,12.3976666667
563.64,15.978,55.6821111111,40.7706666667,54.1078888889,16.6511111111,15.6782222222,30.3947777778,17.647,45.97,12.384
563.99,15.9436666667,55.7481111111,40.8232222222,54.1712222222,16.6497777778,15.725,30.3924444445,17.6526666667,46.0375555555,12.4215555555
564.33,15.9228888889,55.7193333334,40.7738888889,54.1464444444,16.5517777778,15.7444444445,30.3924444445,17.6196666667,46.0167777778,12.4202222222
564.67,16.0202222222,55.7645555556,40.7884444444,54.1532222222,16.6224444445,15.8145555555,30.4534444444,17.693,46.0237777778,12.5178888889
565.01,16.0408888889,55.9046666667,40.8812222222,54.2913333333,16.6338888889,15.8351111111,30.4843333333,17.7178888889,46.1358888889,12.5663333333
565.35,16.0553333333,55.988,40.9225555556,54.3584444444,16.6405555556,15.8551111111,30.5343333333,17.7418888889,46.206,12.5684444444
565.69,16.0755555556,56.0582222222,40.9395555556,54.3808888889,16.6517777778,15.9004444444,30.5773333333,17.75,46.2474444444,12.6026666667
566.03,16.036,56.033,40.8911111111,54.3404444444,16.6121111111,15.8855555555,30.5832222222,17.7318888889,46.2125555556,12.6032222222
566.37,16.0273333334,56.0417777778,40.8551111111,54.2966666667,16.5514444444,15.8715555555,30.5308888889,17.7048888889,46.1538888889,12.5811111111
566.71,16.0714444444,56.0872222222,40.9072222222,54.3584444444,16.5623333333,15.9051111111,30.5072222222,17.7024444444,46.1971111111,12.6367777778
567.05,16.0062222222,56.0485555555,40.852,54.3198888889,16.5065555556,15.8578888889,30.4908888889,17.6488888889,46.1263333334,12.6314444444
567.39,16.0171111111,56.1716666667,40.94,54.3531111111,16.522,15.8746666667,30.5,17.6718888889,46.1596666666,12.6818888889
567.73,15.9925555555,56.1145555556,40.8883333333,54.3296666667,16.4883333333,15.8203333333,30.4415555555,17.6341111111,46.1106666667,12.6256666667
568.07,16.0266666667,56.2722222222,41.002,54.4376666667,16.569,15.8542222222,30.4688888889,17.6922222222,46.2267777778,12.6821111111
568.41,15.9553333333,56.2782222222,41.0326666667,54.4537777778,16.5277777778,15.8668888889,30.4505555555,17.6765555556,46.242,12.654
568.75,15.9872222222,56.2531111111,40.9873333333,54.4213333334,16.5258888889,15.9116666667,30.4331111111,17.6675555556,46.2116666667,12.6798888889
569.09,16.02,56.2656666666,40.9868888889,54.435,16.5757777778,15.9902222222,30.4353333333,17.702,46.1741111111,12.7155555555
569.43,16.0097777778,56.3515555555,40.9964444444,54.4943333333,16.5844444444,15.9813333333,30.4231111111,17.7007777778,46.1843333333,12.7097777778
569.77,16.0614444444,56.4363333333,41.0224444444,54.5448888889,16.5852222222,16.0165555556,30.4327777778,17.6953333333,46.2128888889,12.7446666667
570.11,16.113,56.5442222222,41.147,54.7008888889,16.6407777778,16.0848888889,30.5313333333,17.7383333334,46.3571111111,12.8243333333
570.45,16.1143333333,56.5315555556,41.1235555556,54.6724444445,16.6148888889,16.1128888889,30.5505555555,17.7065555556,46.3564444445,12.8104444445
570.79,16.1583333333,56.5965555556,41.1533333333,54.6585555556,16.6448888889,16.1391111111,30.5402222222,17.722,46.3996666667,12.8257777778
571.13,16.201,56.6854444445,41.2053333333,54.7605555556,16.634,16.1675555556,30.5795555555,17.7115555555,46.4993333333,12.8452222222
571.47,16.2142222222,56.788,41.2677777778,54.8061111111,16.6454444444,16.2297777778,30.6021111111,17.7274444444,46.529,12.8564444444
571.81,16.1633333333,56.8011111111,41.2334444444,54.8217777778,16.6261111111,16.2162222222,30.5697777778,17.6668888889,46.4841111111,12.8218888889
572.15,16.1654444445,56.8261111111,41.243,54.8622222222,16.5965555555,16.1904444445,30.5618888889,17.6498888889,46.5342222222,12.8177777778
572.49,16.0704444444,56.8253333333,41.2602222222,54.8938888889,16.5258888889,16.1117777778,30.5542222222,17.5862222222,46.5257777778,12.7654444444
572.83,16.0357777778,56.8342222222,41.2896666667,54.9135555556,16.473,16.094,30.5727777778,17.5367777778,46.5713333333,12.7622222222
573.17,16.0125555556,56.8338888889,41.2753333333,54.9055555555,16.4046666667,16.0994444444,30.5591111111,17.5094444445,46.5774444444,12.7353333333
573.51,15.9878888889,56.9272222222,41.382,55.0292222222,16.3981111111,16.1135555556,30.5733333333,17.5433333333,46.6518888889,12.6964444444
573.85,15.8947777778,56.9445555555,41.3795555556,55.0418888889,16.3216666667,16.0658888889,30.521,17.4574444444,46.6242222222,12.6403333333
574.19,15.8465555555,56.9793333333,41.3844444444,55.0473333333,16.3081111111,16.0471111111,30.5175555556,17.484,46.6187777778,12.6515555556
574.53,15.8035555556,56.968,41.3911111111,55.1121111111,16.2144444445,16.0235555556,30.4996666667,17.4361111111,46.6322222222,12.5953333333
574.87,15.7542222222,56.8715555556,41.3397777778,55.0724444444,16.1313333333,15.9933333333,30.4702222222,17.3908888889,46.572,12.5587777778
575.21,15.7375555555,56.9494444444,41.3947777778,55.1824444445,16.1257777778,15.9918888889,30.5348888889,17.4,46.6535555556,12.5998888889
575.55,15.7695555556,57.0108888889,41.4833333333,55.2493333333,16.1326666667,16.0457777778,30.5747777778,17.467,46.7361111111,12.6467777778
575.89,15.7042222222,57.0404444444,41.4628888889,55.2264444444,16.072,16.0072222222,30.5155555556,17.3898888889,46.6708888889,12.5976666667
576.22,15.6375555556,57.0361111111,41.4445555555,55.1921111111,16.0085555555,15.9722222222,30.4385555556,17.3304444444,46.6145555556,12.5314444444
576.56,15.5335555555,56.9661111111,41.3812222222,55.1374444445,15.9175555556,15.9051111111,30.3288888889,17.2535555555,46.4822222222,12.4406666667
576.90,15.4247777778,56.852,41.3191111111,55.1032222222,15.8093333333,15.8054444445,30.1755555556,17.1402222222,46.3925555555,12.3691111111
577.24,15.328,56.7722222222,41.2523333333,55.023,15.7033333333,15.6994444445,30.0646666667,17.0255555556,46.2976666667,12.3048888889
577.58,15.2944444445,56.7244444444,41.217,54.9582222222,15.6895555556,15.699,29.9736666667,17.009,46.2915555556,12.291
577.92,15.0992222222,56.6225555556,41.1184444445,54.8763333333,15.5167777778,15.5178888889,29.806,16.7943333333,46.1424444444,12.1068888889
578.26,15.05,56.6575555555,41.1184444445,54.8538888889,15.5055555556,15.5213333333,29.7776666667,16.774,46.1201111111,12.1256666667
578.60,14.9867777778,56.7195555556,41.123,54.8982222222,15.4867777778,15.4915555556,29.746,16.7104444444,46.0705555555,12.0837777778
578.94,14.881,56.6001111111,41.0391111111,54.7392222222,15.3758888889,15.4581111111,29.5974444445,16.6002222222,45.9305555555,12.0135555555
579.28,14.7335555555,56.4471111111,40.8863333333,54.5922222222,15.1927777778,15.334,29.4263333333,16.4356666667,45.7802222222,11.8697777778
579.61,14.6753333333,56.4055555556,40.8334444444,54.5888888889,15.1364444444,15.3125555555,29.3864444445,16.3925555556,45.7178888889,11.8293333333
579.95,14.6342222222,56.3974444444,40.8185555556,54.5737777778,15.1082222222,15.3448888889,29.3485555556,16.3474444445,45.6953333333,11.8433333333
580.29,14.6417777778,56.5392222222,40.8316666667,54.6613333333,15.0644444444,15.2665555555,29.3018888889,16.3147777778,45.7574444445,11.8682222222
580.63,14.5933333333,56.5226666667,40.7841111111,54.5904444444,15.042,15.2333333333,29.3541111111,16.2641111111,45.6734444445,11.8388888889
580.97,14.5084444445,56.4725555556,40.6885555555,54.5608888889,14.9715555556,15.212,29.3216666667,16.2027777778,45.5827777778,11.7818888889
581.31,14.3797777778,56.4052222222,40.5674444444,54.47,14.8245555555,15.1107777778,29.2693333333,16.133,45.4302222222,11.6467777778
581.65,14.4221111111,56.4207777778,40.5677777778,54.496,14.7675555556,15.1553333333,29.2534444444,16.1185555556,45.4388888889,11.659
581.98,14.404,56.2958888889,40.5158888889,54.4118888889,14.766,15.1554444444,29.2125555556,16.0843333333,45.3528888889,11.6278888889
582.32,14.311,56.188,40.484,54.306,14.6927777778,15.1235555556,29.1118888889,15.9932222222,45.3053333333,11.5622222222
582.66,14.2576666666,56.231,40.4741111111,54.323,14.6212222222,15.047,29.1001111111,15.9212222222,45.3163333333,11.5041111111
583.00,14.1877777778,56.1696666667,40.425,54.2854444445,14.5287777778,14.9588888889,29.06,15.8265555556,45.2662222222,11.4487777778
