wavelength,Back_ConBicm,Belly_ConBicm,Breast_ConBicm,Crissum_ConBicm,Crown_ConBicm,DorTail_ConBicm,Patch10_ConBicm,Rump_ConBicm,Throat_ConBicm,WingTip_ConBicm
201.57,-104.728111111,-131.678555556,-126.950222222,-170.685666667,-101.418555555,-150.591,-141.371111111,-148.463333334,-51.5366666667,-149.172444444
201.95,-79.5957777779,-112.525333333,-100.202,-136.363777778,-78.586,-118.788,-109.495111111,-117.373777778,-35.9596666667,-118.989777778
202.33,-60.4761111111,-95.0793333333,-85.7144444442,-103.174333333,-67.3015555556,-94.7617777777,-84.4444444445,-90.9525555557,-27.4603333333,-88.2537777778
202.71,-54.3361111111,-80.7587777778,-76.2872222221,-84.2817777778,-56.7748888889,-81.0297777778,-70.8673333332,-77.2356666667,-24.1192222222,-72.4933333333
203.09,-84.2735555554,-120.854777778,-106.153777778,-118.119666667,-75.3845555556,-118.119666667,-95.3845555557,-108.718,-43.5898888889,-105.982888889
203.47,-107.797222222,-149.512666667,-143.469777778,-148.732777778,-103.508777778,-154.775777778,-115.984333333,-139.766111111,-70.7603333332,-145.419111111
203.85,-96.356888889,-128.597333334,-125.318666667,-135.154888889,-86.7031111111,-131.329666667,-97.9961111112,-127.140222222,-59.3806666667,-119.125777778
204.22,-63.7037777778,-90.9628888888,-87.7036666667,-100.296444444,-54.3704444445,-93.1851111112,-63.5554444444,-84.2962222222,-34.2222222222,-82.3703333334
204.60,-60.8024444444,-94.4444444445,-87.1913333333,-104.321,-54.9382222222,-95.8333333332,-62.5,-84.1049999999,-35.6481111111,-74.3826666666
204.98,-40.4393333333,-61.628,-58.5271111111,-77.9068888889,-31.3953333333,-69.5092222222,-37.4676666667,-57.881,-20.6717777778,-47.0285555557
205.36,-34.4787777778,-50.0572222222,-47.8808888889,-67.4683333333,-23.3676666667,-60.8247777778,-32.8752222222,-47.1934444444,-14.8911111111,-35.6242222222
205.74,-46.8711111111,-57.8543333333,-54.023,-83.5248888889,-34.2273333333,-74.7126666667,-39.3358888889,-51.7242222222,-18.6462222222,-44.3166666667
206.12,-51.0288888889,-57.6131111111,-51.303,-89.9862222221,-35.391,-79.8354444445,-35.3908888889,-55.5555555556,-16.8724444444,-38.5457777778
206.50,-89.0874444443,-94.8413333333,-79.960111111,-146.428555556,-64.2856666667,-121.627,-62.3014444445,-95.0396666667,-32.738,-70.0396666668
206.87,-140.921444444,-151.761444445,-117.886111111,-216.802222222,-100.270888889,-179.674888889,-91.0571111112,-142.276333334,-50.9486666667,-104.336111111
207.25,-163.532777778,-176.353111111,-141.310555556,-232.763555556,-120.228,-204.558333333,-106.837666667,-165.812,-59.8291111111,-107.692555556
207.63,-137.940444444,-152.845333333,-114.905222222,-202.980888889,-93.4961111112,-168.563777778,-71.8157777777,-140.921222222,-22.4931111111,-72.6286666668
208.01,-205.734777778,-218.638,-168.100333333,-268.458777778,-134.050111111,-235.842333333,-107.526888889,-189.247222222,-20.0716666667,-115.412111111
208.39,-579.487222222,-578.632444444,-455.555555556,-676.922999999,-383.760555555,-591.453111111,-300.854555556,-512.820555555,-100.854666667,-369.230777778
