wavelength,Back_PhrPatf,Belly_PhrPatf,Breast_PhrPatf,Crissum_PhrPatf,Crown_PhrPatf,DorTail_PhrPatf,Rump_PhrPatf,Throat_PhrPatf,WingTip_PhrPatf
552.72,11.745145098,40.3286333333,20.5478,34.5061333333,11.1652,10.8313333333,15.3444285714,20.2701333333,12.21
553.06,11.7443176471,40.3289333333,20.5865333333,34.5043666667,11.1596,10.8580666667,15.3533809524,20.2505333333,12.2158666667
553.40,11.7898705882,40.4386666667,20.6432,34.5754666667,11.1867333333,10.8698333333,15.4049428571,20.2997333333,12.2541333333
553.74,11.7816666667,40.3893,20.6613333333,34.5143666667,11.1719333333,10.8709,15.4028857143,20.2565333333,12.2279333333
554.09,11.7693529412,40.4425,20.6540666667,34.5109,11.1707333333,10.8271666667,15.4275714286,20.2481333333,12.2141333333
554.43,11.7206196079,40.4722666667,20.6062666667,34.4894666667,11.1008,10.7955,15.3682761905,20.2177333333,12.1531333333
554.77,11.7170588235,40.5269333333,20.6481333333,34.5117,11.1049333333,10.8146333333,15.3797619048,20.2377333333,12.1200666667
555.11,11.6865843137,40.5318666667,20.6048666667,34.5138666667,11.0368,10.7777666667,15.3465523809,20.2108,12.0943333333
555.45,11.7141411765,40.6157333333,20.6738,34.6217,11.0598666667,10.7967333333,15.3907047619,20.2418,12.1268
555.80,11.6774392157,40.6325,20.6602,34.6147333333,11.0391333333,10.7828,15.3741523809,20.2116666667,12.1120666667
556.14,11.7112784314,40.7008333333,20.7059333333,34.6588666667,11.0793333333,10.7991666667,15.377552381,20.2546,12.1548
556.48,11.7354980392,40.7629333333,20.7466,34.6970333333,11.0840666667,10.8045666667,15.4273238095,20.2904666667,12.176
556.82,11.6823568627,40.8334,20.7286,34.6910666667,11.0200666667,10.7331333333,15.3591047619,20.2554666667,12.1309333333
557.16,11.6514235294,40.8496,20.7146666667,34.7002333333,10.9693333333,10.6588,15.3187714286,20.2024666667,12.0708666667
557.50,11.6738235294,40.9264666667,20.7540666667,34.7461333333,10.9956666667,10.6667333333,15.3146857143,20.2494,12.1022666667
557.85,11.648772549,40.9276666667,20.7447333333,34.7244,10.9145333333,10.6440333333,15.2702476191,20.1951333334,12.0678
558.19,11.6475294118,40.9599,20.7738666667,34.7391666667,10.9244666667,10.639,15.2704190476,20.1817333333,12.0696
558.53,11.6230196079,40.9224,20.7575333333,34.6954,10.8824666666,10.5852666667,15.2406571429,20.1241333333,12.053
558.87,11.5794666667,40.9504,20.7524666667,34.6913,10.8610666667,10.5488666667,15.207,20.1168666667,12.0184666667
559.21,11.6416078431,41.0144,20.7876,34.7208666667,10.8968,10.5724,15.2494571429,20.1472,12.0388
559.55,11.6706509804,41.0841333333,20.8324,34.7837333333,10.8995333333,10.6,15.2617238095,20.1962666667,12.0468666667
559.89,11.6168901961,41.0827333333,20.7405333333,34.7467666667,10.8274666667,10.5301333333,15.2085904762,20.1422,11.9605333333
560.23,11.5737294118,41.0908,20.7385333333,34.7714,10.7703333333,10.4992333333,15.1425523809,20.1305333333,11.9002666667
560.58,11.5915686274,41.05,20.7340666667,34.7597666667,10.7922666667,10.4808,15.1432285714,20.1245333333,11.9206
560.92,11.6063372549,41.0921,20.7559333333,34.7583666667,10.8159333333,10.5117,15.1614571429,20.1288666667,11.9474666667
561.26,11.5628039216,41.0750666667,20.7175333333,34.7568,10.7623333333,10.4488666667,15.1215904762,20.0835333333,11.892
561.60,11.5755058823,41.1507666667,20.7700666667,34.8335,10.8088,10.4539666667,15.1343047619,20.1316,11.9158666667
561.94,11.6636196078,41.2551333333,20.8517333333,34.8969666667,10.8708,10.5044,15.2114952381,20.2072,12.0162666667
562.28,11.7347960785,41.3510666667,20.9270666666,34.9815,10.9352,10.5617,15.2848952381,20.281,12.0678666667
562.62,11.7644235294,41.4226333333,20.9912,35.0059,10.9278,10.5687,15.3084666667,20.3082,12.0784
562.96,11.7328313726,41.3925333333,20.9577333333,34.9894,10.8842,10.5405666667,15.2941238095,20.2946666667,12.0721333333
563.30,11.7048941177,41.3582666667,20.9496,34.9278666667,10.8488,10.5062333333,15.2603238095,20.2575333333,12.0466
563.64,11.7211764706,41.3748333333,21.0304666667,34.933,10.8678666667,10.5179333333,15.3037714286,20.2705333333,12.0776666667
563.99,11.7418078431,41.3947666667,21.0681333334,34.8846666667,10.868,10.5318333333,15.3334761905,20.2774,12.0876666667
564.33,11.749882353,41.3943333333,21.0898666667,34.8442,10.8642666667,10.5500666667,15.3537904762,20.2867333333,12.0842
564.67,11.7378705882,41.3703666667,21.1013333333,34.7847,10.8465333333,10.5493333333,15.3431809524,20.2659333333,12.0904666667
565.01,11.7486352941,41.3428,21.1055333333,34.7700333333,10.8532,10.563,15.3575904762,20.2724,12.1027333333
565.35,11.7803882353,41.3622,21.1131333333,34.7632333333,10.8532666667,10.5555,15.3613523809,20.2693333333,12.1266666667
565.69,11.7711137255,41.3721,21.1552,34.7854666667,10.8596,10.5562333333,15.3585619048,20.2787333333,12.0909333333
566.03,11.7782,41.3674,21.1856,34.7913,10.8502,10.5415666667,15.3546285714,20.2804666667,12.1192
566.37,11.8142705882,41.3704666667,21.2025333333,34.7947,10.8713333333,10.5665666667,15.3833142857,20.3079333333,12.148
566.71,11.8267803922,41.3729333333,21.22,34.7311333333,10.8706666667,10.5738666667,15.3648571429,20.3143333334,12.159
567.05,11.8965843137,41.4639,21.2886,34.7921666667,10.9286,10.6238666667,15.4382761905,20.3722,12.2252
567.39,11.8847372549,41.4365666667,21.2973333333,34.7396666667,10.92,10.6117333333,15.4167809524,20.3532,12.2139333333
567.73,11.8939568628,41.3976666667,21.2791333333,34.7391666667,10.919,10.6026,15.3949047619,20.3322,12.2230666667
568.07,11.9326666667,41.4801666667,21.3395333333,34.8169,10.951,10.6421666667,15.4064952381,20.3739333333,12.2507333333
568.41,11.9866666667,41.4782,21.3664666667,34.8722666667,10.9860666666,10.6955333333,15.4526,20.4235333333,12.2721333333
568.75,12.0335372549,41.5256,21.4078,34.8923333333,11.0167333333,10.7277333333,15.4698095238,20.455,12.3028
569.09,12.0336627451,41.5524333333,21.4376,34.9311666667,11.0126666667,10.7803,15.4904952381,20.4418,12.2888
569.43,12.0269294118,41.5169333333,21.3904,34.8693666667,10.9902,10.7987,15.4762380953,20.4220666667,12.3169333333
569.77,12.0266117647,41.4941333333,21.382,34.8208666667,10.9615333333,10.8050333333,15.453247619,20.4117333333,12.2931333333
570.11,12.0386784314,41.5176666667,21.4159333333,34.8360333333,10.9879333333,10.8396333333,15.4534380953,20.4109333333,12.3005333333
570.45,12.0537803921,41.5351,21.4515333333,34.8702666667,10.9936666667,10.8429,15.4454571429,20.4176666667,12.3138
570.79,12.0432901961,41.54,21.4520666667,34.8817666667,10.9854,10.8498,15.4480666667,20.4105333333,12.3092666667
571.13,12.0846156863,41.6320333333,21.4954666666,34.9806,10.9960666667,10.8917666667,15.4908285714,20.4524,12.3486666667
571.47,12.0901882353,41.6565,21.4994666667,34.9865333333,10.9880666667,10.8862666667,15.492752381,20.443,12.3615333333
571.81,12.0920352941,41.6853333333,21.4999333334,34.989,10.9906,10.8732666667,15.5144,20.4494,12.3706
572.15,12.0473960784,41.6888,21.4776,34.9559666667,10.9407333333,10.8146333333,15.4519142857,20.4081333333,12.3434
572.49,12.015545098,41.6866333333,21.501,34.9442,10.9123333333,10.8053,15.4326666667,20.414,12.3348666667
572.83,12.0323490196,41.6726333333,21.5264,34.9195333333,10.9479333333,10.7842,15.4390952381,20.4291333334,12.3702666667
573.17,12.0426627451,41.7098333333,21.5499333334,34.9466,10.9448,10.7694666667,15.4602571429,20.4372,12.3858
573.51,12.0901647059,41.8092,21.6077333333,35.0401666667,10.9926,10.8252666667,15.5039238095,20.4908666667,12.4638
573.85,12.0780666667,41.7966333333,21.6046,35.0485,10.9809333334,10.7921333333,15.491847619,20.4944,12.4584
574.19,12.1156509804,41.8581333333,21.6704,35.0942333333,11.0134,10.8366333333,15.5497142857,20.5236,12.4967333333
574.53,12.1144,41.8189666667,21.6533333333,35.0933,10.9982,10.8135,15.5113238095,20.5068,12.5108
574.87,12.1329411765,41.8067333333,21.6645333333,35.0847666667,11.0080666667,10.8381666667,15.5057904762,20.5054666667,12.5234666667
575.21,12.1290313726,41.8354,21.6834666667,35.0789,11.0066,10.8497666667,15.5120380952,20.5233333333,12.5068666667
575.55,12.1282392157,41.8257,21.6682666667,35.0789333333,10.9844666667,10.8312666667,15.4931809524,20.5272666667,12.4957333333
575.89,12.1570078431,41.8299666667,21.6909333333,35.1097333333,11.0011333333,10.8576666667,15.535552381,20.5492666667,12.5290666667
576.22,12.178345098,41.8443333333,21.6998,35.1449,11.0035333333,10.8617333333,15.5630285714,20.5424666667,12.5271333333
576.56,12.1732313725,41.8690333333,21.6851333333,35.1567333333,10.9834666666,10.8777666667,15.5547428571,20.5415333333,12.5096666667
576.90,12.1761607843,41.8591666666,21.7004666667,35.1995,10.9727333333,10.9033,15.5503238095,20.5506,12.5080666667
577.24,12.1376117647,41.8109,21.6778666667,35.1300333333,10.9575333333,10.8589666667,15.5308190476,20.514,12.4853333333
577.58,12.1820588235,41.8487666667,21.6831333333,35.0747,10.9911333333,10.9051666667,15.5664095238,20.5332,12.5485333333
577.92,12.1320470588,41.7721333333,21.6214,35.0560333333,10.9606,10.8745666667,15.5200571428,20.4937333334,12.5217333333
578.26,12.094854902,41.7562,21.6197333333,34.9658,10.9161333333,10.8505666667,15.5217047619,20.4581333333,12.4670666667
578.60,12.1253098039,41.7486,21.6424666667,34.9735333333,10.9275333333,10.8984666667,15.5503714286,20.5162,12.5191333333
578.94,12.1616196078,41.7330333333,21.6978,34.9401666667,10.9771333333,10.9360333333,15.5810666667,20.5162,12.5708
579.28,12.2196470588,41.7247,21.7994666666,34.9755333333,11.0278666667,10.9908333333,15.6352666667,20.5073333333,12.6328
579.61,12.3174078432,41.8037,21.8950666666,35.0137666667,11.1062,11.0797666667,15.681,20.5728666667,12.6995333333
579.95,12.4199607843,41.8817333334,21.9744666667,35.0332666667,11.1911333333,11.1846,15.7421619048,20.6266,12.8110666667
580.29,12.4137803922,41.8187,21.9792,34.9834666667,11.1672666667,11.1798333333,15.7411238095,20.6196,12.8194
580.63,12.4290862745,41.7946333334,22.0118,34.9501666667,11.1791333333,11.1914,15.7530190476,20.5897333333,12.8436666667
580.97,12.5034,41.8606666667,22.0534666666,35.0737333333,11.2163333333,11.2344666667,15.7949809524,20.6210666667,12.8551333333
581.31,12.4904627451,41.807,22.0579333333,35.1171,11.2034,11.1935333333,15.7767333333,20.5762,12.8314666667
581.65,12.4816941176,41.8551,22.1014,35.1171666667,11.1786,11.1471,15.781847619,20.5413333333,12.8389333333
581.98,12.4866392157,41.8705,22.1222,35.1556333333,11.1758,11.1243,15.7590666667,20.5510666667,12.8576666667
582.32,12.4363372549,41.8369333333,22.091,35.0994333333,11.1562666667,11.0396333333,15.7092857143,20.4699333333,12.8250666667
582.66,12.4321607843,41.8433333333,22.0657333333,35.1146666667,11.1164,11.0344333333,15.7241047619,20.4788666666,12.8228666667
583.00,12.4289803922,41.8017333333,22.04,35.0677,11.1251333333,11.0658,15.7205238095,20.4627333333,12.8459333333
583.34,12.3484862745,41.7750333333,21.9921333333,35.0466,11.0501333333,11.0105666667,15.6659428571,20.3958666667,12.7744666667
583.68,12.3168745098,41.7278333333,21.9362,35.0317,10.9784,10.9526666667,15.6201714286,20.3358666667,12.7285333334
584.01,12.2974941176,41.7051333333,21.9237333333,35.0115333333,10.9454666667,10.9680666667,15.6103142857,20.3234,12.7256
584.35,12.3008156863,41.7254333333,21.9193333333,35.048,10.953,10.9799,15.5975904762,20.3405333333,12.719
584.69,12.2412078431,41.5973333333,21.8546,34.9276666667,10.8918,10.9153666667,15.5389047619,20.2594666667,12.6637333333
585.03,12.2560745098,41.6750333333,21.8645333333,34.9612333333,10.8776666666,10.9573666667,15.5504952381,20.3012666667,12.6885333333
585.37,12.3116980392,41.6192,21.8348666667,34.9344333333,10.9036666667,11.0062,15.5415333333,20.2884666667,12.7154666667
585.70,12.3852,41.6851666667,21.8729333333,34.9750666667,10.9714666667,11.0943,15.602847619,20.3298,12.7812666667
586.04,12.4548588235,41.7949,21.9314666667,35.0801,11.0296,11.1815666667,15.6858,20.4051333333,12.8444666667
586.38,12.5762431372,41.8632333333,22.0897333333,35.2338666667,11.1439333333,11.2503,15.7597428572,20.4867333333,12.9763333333
586.72,12.6687803921,41.9996,22.1947333333,35.3460666667,11.2049333333,11.3221333333,15.856952381,20.6206666667,13.0812666667
587.06,12.6805294118,41.9548,22.1547333333,35.2987666667,11.1922666667,11.2971333333,15.8355142857,20.5813333333,13.0922666667
587.39,12.6743333334,42.0211666667,22.2192666667,35.3418,11.2338,11.3381,15.8634,20.6348,13.1187333333
587.73,12.7747019608,42.0826,22.2960666667,35.3954666667,11.3105333333,11.3807666667,15.9135809524,20.6856,13.2068
588.07,12.8504666667,42.1980666667,22.4205333333,35.4479333333,11.3906666667,11.4481,16.0406095238,20.7732,13.2831333333
588.41,12.9185882353,42.3288666667,22.5335333333,35.5203666667,11.4290666667,11.5727,16.0994190476,20.8508,13.3624666667
588.74,12.9466039216,42.2913,22.5898666667,35.5202333333,11.4393333333,11.5797,16.1110952381,20.8234666667,13.3724666667
589.08,12.9731960784,42.3114666667,22.6265333333,35.5527333333,11.4490666667,11.5829,16.1584571429,20.8650666667,13.3634666667
589.42,13.0494862745,42.3469,22.721,35.6173,11.5422,11.619,16.2475428571,20.9014,13.3969333333
589.76,13.0457529412,42.3967,22.7434,35.6244333333,11.5272,11.5839333333,16.2570571428,20.9144,13.3695333333
590.09,12.986745098,42.3863333333,22.674,35.5282,11.4550666667,11.5532,16.1980666667,20.8340666667,13.2842666667
590.43,12.8812392157,42.3492333333,22.6378666667,35.4290666667,11.3555333333,11.478,16.1026285714,20.7121333333,13.1412666667
590.77,12.9316,42.4408666667,22.7431333333,35.5092333333,11.4356666667,11.5651666667,16.2032190476,20.8098,13.2081333333
591.11,12.9399333333,42.3872333333,22.7478,35.5018333333,11.4396,11.5606666667,16.2143714286,20.7768666667,13.1974666667
591.44,12.9452509804,42.4321,22.8088,35.5492333333,11.4366666667,11.5786,16.2335809524,20.7802,13.1719333333
591.78,12.8714784314,42.3195333333,22.7348,35.4684666667,11.3378666667,11.4793666667,16.1443047619,20.6977333333,13.0925333333
592.12,12.8052431372,42.2763333333,22.6711333333,35.3962666667,11.3056,11.3605,16.105847619,20.6068666667,13.0314
592.46,12.8420627451,42.3516,22.7215333333,35.4694666667,11.3598666667,11.4146,16.1666380952,20.6550666667,13.0652666667
592.79,12.876545098,42.4674333333,22.8303333333,35.5395,11.4185333333,11.4808666667,16.2077047619,20.6802,13.1058666667
593.13,12.8768862745,42.4904333333,22.8652,35.5443666667,11.4041333334,11.5404333333,16.2089142857,20.6829333333,13.1721333333
593.47,12.8522823529,42.3912,22.8572,35.4763,11.3868666667,11.5363666667,16.1744857143,20.6020666667,13.1309333333
593.80,12.831972549,42.413,22.8596666667,35.4933333333,11.3939333333,11.5499666667,16.1876952381,20.6178,13.1409333334
594.14,12.8530509804,42.3582333333,22.8531333333,35.4701,11.4144666667,11.5753666667,16.1968761905,20.6038666667,13.2041333333
594.48,12.8319921569,42.3876666667,22.8531333333,35.4509333333,11.3909333333,11.565,16.1804190476,20.5596,13.189
594.81,12.9330117647,42.55,23.0096666667,35.5867333333,11.4857333333,11.6093,16.2867047619,20.6698666667,13.278
595.15,12.9709764706,42.5883333333,23.0637333333,35.622,11.5380666667,11.643,16.3438190476,20.7266,13.3773333334
595.49,13.0572352941,42.6233333333,23.1265333333,35.6812333333,11.6341333333,11.7471333333,16.3690285714,20.7573333333,13.4579333333
595.82,13.1104,42.6823333334,23.2057333333,35.7657666667,11.6679333333,11.8361,16.4091047619,20.8419333333,13.5278666667
596.16,13.0899960784,42.7140666667,23.2124666667,35.7632333333,11.6424666667,11.8160333333,16.3870857143,20.8174,13.5230666667
596.50,13.1079411765,42.7611666667,23.2259333333,35.8010666667,11.6447333333,11.8506,16.3977523809,20.8401333333,13.5436
596.83,13.1031254902,42.7616,23.2339333333,35.8280333333,11.6422,11.8282,16.3873809524,20.8283333334,13.5254666667
597.17,13.142345098,42.8366,23.3112666667,35.8846333333,11.6772666667,11.8871666667,16.4492761905,20.8828666667,13.6140666667
597.51,13.201282353,42.9089333333,23.411,35.9589666667,11.7318,11.9343666667,16.4807714286,20.9313333333,13.6701333333
597.84,13.264227451,43.0286,23.4892666667,36.0641,11.7930666667,11.974,16.5489142857,21.0078666666,13.7091333333
598.18,13.3090039216,43.0362666666,23.5256666667,36.0752666667,11.8097333333,11.9631666667,16.5518952381,21.0308666667,13.7347333333
598.52,13.2465529412,42.9528,23.4266,35.9376333333,11.7479333333,11.9091,16.4570666667,20.9358666667,13.6760666667
598.85,13.1599176471,42.8573333333,23.3093333333,35.8161333333,11.6482666667,11.8067,16.3365523809,20.8102666667,13.5349333333
599.19,13.1283607843,42.8791333333,23.284,35.7744666667,11.5982666667,11.7504333333,16.3298285714,20.7959333333,13.5089333333
599.53,13.1340313725,42.8479666667,23.2744,35.7424,11.6143333333,11.7488333333,16.3254285714,20.7954666667,13.4745333333
599.86,13.1384470588,42.85,23.3104666666,35.7524666667,11.6353333333,11.7521666667,16.3572952381,20.7901333333,13.5018
600.20,13.0284078431,42.7429,23.2088,35.6199333333,11.545,11.6384,16.2662476191,20.6877333333,13.4381333333
600.53,12.9985960784,42.6762333333,23.1905333333,35.5147666667,11.4574666667,11.5886333333,16.2029333333,20.6458,13.3734666667
600.87,13.0018745098,42.7102666667,23.1846,35.5584,11.4333333333,11.5412333333,16.1339523809,20.6366,13.3399333333
601.21,12.9769843137,42.6832,23.1314,35.5002333333,11.3858,11.4860666667,16.1229619047,20.6115333333,13.3273333333
601.54,12.9003254902,42.6586333333,23.0781333333,35.474,11.3118666667,11.429,16.0551428572,20.56,13.2834
601.88,12.8462784314,42.6652666667,23.1017333333,35.5096,11.3009333333,11.4193333333,16.0453904762,20.5448666667,13.2688
602.21,12.8620196078,42.7442,23.1855333333,35.6194666667,11.3018666667,11.4634666667,16.0692190476,20.5754,13.3100666667
602.55,12.8839058824,42.7542333333,23.2131333333,35.6367666666,11.3205333333,11.5199666667,16.1146952381,20.5954,13.351
602.88,12.9186745098,42.8296333333,23.3069333333,35.7097,11.3436666666,11.5684333333,16.1304952381,20.6353333334,13.3782
603.22,12.9223019608,42.8582333333,23.3152666667,35.7254,11.3272666667,11.5145666667,16.1110476191,20.6116666667,13.417
603.56,12.8792941176,42.8165333333,23.2531333333,35.6902666667,11.2458,11.436,16.0555619048,20.5579333333,13.3351333333
603.89,12.9318078431,42.8492666667,23.3206666667,35.7481666667,11.2952,11.4470333333,16.0733619048,20.5888,13.378
604.23,12.9736117647,42.9454333333,23.3542,35.8284666667,11.3534,11.4891,16.1223714286,20.6369333333,13.4380666667
604.56,12.9902784314,42.9368666667,23.3534,35.8142,11.3588,11.5024666667,16.1522666667,20.6386,13.4431333333
604.90,12.9761411765,42.8590333333,23.3213333333,35.7631666667,11.3186666667,11.4766,16.1039619048,20.5690666667,13.4032
605.23,13.0424588235,42.8833666667,23.3559333333,35.7909333333,11.3789333333,11.5071666667,16.1140571428,20.5655333333,13.4445333333
605.57,13.0749137255,42.9059,23.3686,35.8004,11.3805333333,11.5224333333,16.1403047619,20.5747333333,13.4619333333
605.90,13.1223843137,42.9257333333,23.3784,35.8014333333,11.4208666667,11.5566666667,16.166647619,20.6078,13.4998
606.24,13.1473098039,42.9487666667,23.4123333333,35.8050333333,11.4465333333,11.5517666667,16.1852666667,20.6224,13.5046666667
606.58,13.059427451,42.8242333334,23.2812666666,35.7142666667,11.3558666667,11.4487,16.0999047619,20.5247333333,13.4117333333
606.91,13.0577921569,42.8422,23.3002666667,35.7085333333,11.365,11.4961666667,16.1151333333,20.4952666667,13.4002
607.25,13.214,42.9655333333,23.459,35.8168,11.5080666667,11.6907333333,16.2559809524,20.6484,13.5922
607.58,13.242827451,42.9717666667,23.5219333333,35.8148666667,11.5049333333,11.7612333333,16.2907904762,20.6941333333,13.5998
607.92,13.2111921569,42.9711333333,23.5057333333,35.7971666667,11.4562,11.7425,16.2825428571,20.6598666667,13.5848666667
608.25,13.1779254902,42.8704333333,23.4698666667,35.6677333333,11.4286666667,11.7082,16.2600761905,20.6113333333,13.5693333333
608.59,13.1461686274,42.8498333333,23.4648666666,35.6481,11.4226666667,11.6975,16.2599333333,20.5968666667,13.5385333333
608.92,13.0939568628,42.7104,23.4188666667,35.5406333333,11.3430666667,11.6390333333,16.2233142857,20.5235333333,13.5122
609.26,13.083145098,42.6154666667,23.3750666667,35.4602333334,11.3154666667,11.6159333333,16.1575142857,20.4535333334,13.5120666667
609.59,12.9591647059,42.4216333333,23.2279333333,35.2978,11.1812,11.4954333333,16.0217904762,20.2964,13.4018
609.93,12.9223568628,42.3226333333,23.1629333333,35.2603,11.1207333333,11.4745666667,15.9562761905,20.2184,13.4003333333
610.26,12.9308352941,42.2754333333,23.1196,35.1943666667,11.1189333333,11.4856666667,15.9538571429,20.1638666667,13.4192
610.60,12.8753921569,42.1399333333,23.0300666667,35.0825,11.0467333333,11.4342666667,15.8844571429,20.0792666667,13.3800666667
610.93,12.7440078431,41.9365,22.8769333333,34.8818333333,10.9193333333,11.2627,15.7370190476,19.9016666667,13.2406666667
611.27,12.6813137255,41.8433333333,22.7803333333,34.7899,10.8638,11.1775,15.6905714286,19.7941333333,13.2088666667
611.60,12.6370901961,41.6879333333,22.7292,34.6521333333,10.817,11.1172,15.6058666667,19.7015333333,13.1722
611.93,12.6112,41.6410666667,22.7184666667,34.7108333333,10.7655333333,11.1089,15.5360095238,19.659,13.1463333333
612.27,12.6145411765,41.5819666667,22.7166,34.689,10.7534666667,11.1514666667,15.5395809524,19.6692666667,13.2023333333
612.60,12.6790980392,41.6773666667,22.7942,34.8028333333,10.8246666667,11.2654333333,15.6136761905,19.7797333333,13.2651333333
612.94,12.6276980392,41.6213,22.7891333334,34.751,10.7659333333,11.2411333333,15.6064380952,19.7240666667,13.2163333333
613.27,12.6392156863,41.7063,22.8622666666,34.8084,10.7976666667,11.2333,15.6478952381,19.7642666667,13.2566666667
613.61,12.6988901961,41.8502333333,22.9943333333,34.9012666667,10.8939333333,11.2745666667,15.6888095238,19.8577333333,13.3298
613.94,12.7047843137,41.9154333333,23.0932,34.9553666667,10.9090666667,11.2727,15.7288095238,19.8774,13.3344666667
614.28,12.7361098039,42.0903333333,23.1780666667,35.0729333333,10.9419333333,11.2930333333,15.7744380952,19.9388,13.3435333333
614.61,12.7538509804,42.1038333333,23.1890666667,35.1142333333,10.9514,11.3088666667,15.7935714286,19.9602666667,13.3584
614.94,12.7090313726,42.1236666667,23.1343333334,35.0984666667,10.8914666667,11.2533333333,15.716,19.8802,13.2937333334
615.28,12.7726352941,42.2199,23.1862666667,35.2067,10.96,11.2875,15.772552381,19.8980666667,13.3234
615.61,12.8023254902,42.2804666667,23.1961333333,35.1994666667,10.9934,11.2986333333,15.8440380952,19.9298666667,13.3479333333
615.95,12.8719568627,42.3795333333,23.2348666667,35.2696,11.037,11.3000666667,15.8838190476,19.9538,13.3685333333
616.28,12.7585686274,42.3550666667,23.1352666667,35.1631333333,10.9417333333,11.1898333333,15.7751238095,19.7936,13.2449333333
616.61,12.8216901961,42.4986333333,23.1675333333,35.2525333333,11.0088,11.1933,15.8181714286,19.8795333333,13.3059333333
616.95,12.9473333333,42.5382,23.27,35.375,11.1038,11.3296,15.9290285714,19.9708666666,13.3636
617.28,12.9738980392,42.5152,23.2445333334,35.3355,11.0823333333,11.3343333333,15.9706857143,19.9464666667,13.3802
617.62,13.0591058823,42.6135333333,23.2713333333,35.375,11.1368666667,11.3904333333,15.9943333333,20.038,13.4493333333
617.95,13.0387960784,42.5511,23.266,35.3637666667,11.1336,11.3772333333,15.9920857143,20.0394,13.4432
618.28,12.9583372549,42.5550333333,23.2265333333,35.3487333333,11.0534,11.3377,15.9228,19.989,13.3573333333
618.62,13.0378666667,42.5908666667,23.3153333333,35.3596666667,11.1221333333,11.4932666667,16.0050761905,20.0539333333,13.4211333333
618.95,13.0314078431,42.5306333333,23.3018,35.3207333333,11.1367333333,11.5669,16.0129047619,20.0955333333,13.4600666667
619.28,12.9791960784,42.5885333333,23.3077333333,35.2922,11.0926,11.5339333333,15.9620285714,20.0190666667,13.4164
619.62,12.9595647059,42.5780666667,23.336,35.2960333333,11.0743333333,11.5356,15.921552381,19.9668666667,13.3927333333
619.95,13.0955960784,42.5782,23.4434,35.3551,11.179,11.607,16.0078285714,20.0733333333,13.5016
620.28,13.1382431372,42.5576,23.4856666667,35.3905666667,11.2074666667,11.6772,16.0512190476,20.0737333333,13.5577333333
620.62,13.0599411765,42.5896333333,23.4406,35.3578,11.1667333333,11.6196333333,16.0191619048,20.0152666667,13.5491333333
620.95,13.0122588235,42.6411333333,23.4176666667,35.3708666667,11.1275333333,11.6209333333,15.9662571429,19.9908666666,13.4826
621.28,12.9554941177,42.6146666667,23.4691333333,35.4116666667,11.1061333333,11.6051333333,15.9826285714,19.9601333333,13.4794666667
621.62,13.0810666667,42.6802666667,23.5589333333,35.4219333333,11.167,11.7029333333,16.0900380952,20.0006,13.5746
621.95,13.2655921568,42.8313,23.7499333333,35.565,11.3589333333,11.8659,16.249552381,20.1266,13.7832
622.28,13.2217568628,42.8484666667,23.7197333333,35.6146666667,11.3338666667,11.7309,16.2155523809,20.1271333333,13.7404666667
622.62,13.2467254902,43.0014,23.7960666667,35.7463,11.3664666667,11.7141666667,16.2526857143,20.1391333333,13.7323333333
622.95,13.4495254902,43.1076,23.9016,35.8855,11.5061333333,11.8795333333,16.4018952381,20.2528,13.9258
623.28,13.5012784314,43.2110666667,23.9294666667,36.0132,11.576,11.9174333333,16.4743238095,20.3210666667,14.0070666667
623.62,13.5020588235,43.2656666667,23.9382,36.0715,11.5838666667,11.9703,16.4846,20.3226666667,14.0148666667
623.95,13.5700666667,43.3658,23.9960666667,36.1447666667,11.663,12.0501333333,16.5711142857,20.4358666667,14.0996
624.28,13.6462627451,43.3903,24.0562,36.1254666667,11.6935333333,12.1166333333,16.6195904762,20.4593333333,14.158
624.62,13.6747215686,43.3455333333,24.0839333333,36.1298333333,11.661,12.1361,16.6072285714,20.4432666667,14.183
624.95,13.7596352941,43.3180666667,24.1097333333,36.1266333333,11.7022666667,12.2128666667,16.6449904762,20.4930666667,14.2195333333
625.28,13.6908313725,43.3136333334,24.1312,36.1103666667,11.6934666667,12.1312,16.5563619047,20.4506666667,14.2062
625.61,13.634054902,43.256,24.0816666667,36.0424666667,11.6249333333,12.0986666667,16.4939809524,20.4271333333,14.122
625.95,13.7267372549,43.3658,24.1984666667,36.1338333333,11.7136,12.2250666667,16.5775904762,20.5331333333,14.2086666667
626.28,13.7511568628,43.3737666666,24.2196666667,36.1300333333,11.6997333333,12.2401333333,16.5960666667,20.5676,14.2456
626.61,13.7127607843,43.3259333333,24.2506666667,36.1137666667,11.7404,12.2383333333,16.5982285714,20.6264,14.2667333333
626.94,13.7268156863,43.3686666667,24.3138,36.0978,11.7515333333,12.252,16.6339047619,20.6448,14.2695333333
627.28,13.7543294118,43.3805,24.3238,36.1007,11.7541333333,12.2619,16.6709809524,20.6721333333,14.3106
627.61,13.7182078431,43.3398666667,24.2972666667,36.0302666667,11.7174666667,12.2182,16.5988095238,20.6060666667,14.2336
627.94,13.7323607843,43.3178666667,24.2694,36.0009333333,11.7312,12.1992666667,16.5888571429,20.6158,14.2332
628.27,13.8439529412,43.4622666667,24.3769333333,36.1023666667,11.8943333333,12.3105666667,16.7364095238,20.7334666667,14.379
