wavelength,Back_DacVigf,Belly_DacVigf,Breast_DacVigf,Crissum_DacVigf,Crown_DacVigf,DorTail_DacVigf,Patch10_DacVigf,Rump_DacVigf,Throat_DacVigf,WingTip_DacVigf
579.95,17.4463333333,49.5833333333,35.277,39.7992222222,22.7746666667,10.4711111111,25.707,23.8161111111,32.4551111111,8.61366666667
580.29,17.4233333333,49.5716666667,35.2383333333,39.7964444445,22.7421111111,10.4718888889,25.6903333333,23.7566666667,32.4585555556,8.61322222222
580.63,17.3325555556,49.453,35.129,39.6863333333,22.673,10.4524444445,25.6385555556,23.6558888889,32.4048333333,8.62011111111
580.97,17.2413333333,49.484,35.0713333333,39.63,22.6054444445,10.4136666667,25.5958888889,23.588,32.3805555555,8.65811111111
581.31,17.1807777778,49.4431111111,34.9684444445,39.605,22.5638888889,10.3538888889,25.556,23.5251111111,32.3474444444,8.651
581.65,17.1233333333,49.4721111111,34.9048888889,39.6014444444,22.5241111111,10.3265555555,25.496,23.4613333333,32.3561111111,8.57733333333
581.98,17.1348888889,49.5361111111,34.9426666667,39.6705555555,22.5483333333,10.3931111111,25.4874444444,23.4811111111,32.4660555556,8.65111111111
582.32,17.145,49.6322222222,34.9338888889,39.6948888889,22.5535555556,10.4468888889,25.512,23.4938888889,32.5173333333,8.72755555556
582.66,17.1206666667,49.577,34.9263333333,39.6878888889,22.5767777778,10.4263333333,25.4915555556,23.4365555556,32.5102777778,8.73888888889
583.00,17.059,49.6227777778,34.8606666667,39.6723333333,22.5252222222,10.332,25.4612222222,23.3518888889,32.483,8.66433333333
583.34,17.0042222222,49.6244444444,34.8245555556,39.6924444445,22.5327777778,10.3232222222,25.4645555555,23.331,32.4637222222,8.71066666667
583.68,16.9682222222,49.6735555556,34.8171111111,39.6743333333,22.4983333334,10.3298888889,25.4585555555,23.2804444444,32.4367777778,8.70888888889
584.01,16.9893333333,49.7455555555,34.8771111111,39.7103333333,22.5482222222,10.3947777778,25.5158888889,23.3043333333,32.4636666667,8.78433333333
584.35,16.9598888889,49.7607777778,34.8742222222,39.6708888889,22.5603333333,10.4151111111,25.4788888889,23.3115555556,32.4963888889,8.815
584.69,16.9817777778,49.7067777778,34.8131111111,39.6394444445,22.526,10.4924444444,25.4346666667,23.2984444444,32.4858888889,8.82433333333
585.03,16.9564444445,49.7221111111,34.8082222222,39.5962222222,22.4905555556,10.4901111111,25.4448888889,23.2854444445,32.4884444444,8.82233333333
585.37,16.8812222222,49.6657777778,34.7715555556,39.569,22.4334444444,10.4865555555,25.4172222222,23.238,32.4497222222,8.88877777778
585.70,16.8737777778,49.6892222222,34.7308888889,39.5182222222,22.4017777778,10.4705555556,25.437,23.2095555556,32.3887222222,8.90188888889
586.04,16.8475555556,49.6568888889,34.7393333333,39.5324444445,22.3937777778,10.5084444445,25.4481111111,23.1347777778,32.3532222222,8.87588888889
586.38,16.8467777778,49.6194444444,34.7184444444,39.5155555555,22.3654444445,10.5254444444,25.4452222222,23.0882222222,32.3425555556,8.87988888889
586.72,16.9211111111,49.7183333333,34.8796666667,39.5756666667,22.4692222222,10.6657777778,25.4687777778,23.1808888889,32.4585,9.03344444445
587.06,16.8724444444,49.6076666667,34.7751111111,39.4633333333,22.3511111111,10.6777777778,25.4003333333,23.0621111111,32.377,9.00688888889
587.39,16.8826666667,49.556,34.7446666667,39.4436666666,22.3197777778,10.6858888889,25.3734444444,23.036,32.3881666667,9.01622222222
587.73,16.8826666667,49.5563333333,34.7204444445,39.4551111111,22.3001111111,10.6953333333,25.3468888889,23.0421111111,32.3557777778,9.00566666667
588.07,16.9162222222,49.5898888889,34.7033333333,39.5051111111,22.2897777778,10.6958888889,25.3951111111,23.0322222222,32.331,9.01611111111
588.41,16.8784444444,49.5776666667,34.6638888889,39.4872222222,22.2593333333,10.6911111111,25.3647777778,22.9443333334,32.2993888889,8.99044444444
588.74,16.8547777778,49.5383333333,34.6771111111,39.4586666667,22.2933333333,10.7456666667,25.3553333333,22.9012222222,32.2537777778,9.03311111111
589.08,16.8241111111,49.4831111111,34.6546666667,39.3943333333,22.2731111111,10.749,25.3475555555,22.8708888889,32.2142222222,9.033
589.42,16.7894444445,49.4545555556,34.6174444444,39.3797777778,22.2446666667,10.7484444444,25.2862222222,22.8633333333,32.2209444445,9.04777777778
589.76,16.6746666666,49.3997777778,34.5073333333,39.306,22.1714444444,10.6763333333,25.2125555556,22.8087777778,32.1618333333,9.00877777778
590.09,16.6254444444,49.4566666667,34.5264444444,39.3148888889,22.1448888889,10.6746666667,25.1715555556,22.8165555556,32.188,9.03188888889
590.43,16.481,49.347,34.3078888889,39.1811111111,21.9636666667,10.6164444445,25.0335555556,22.6517777778,32.0337222222,8.921
590.77,16.5483333333,49.4868888889,34.3865555556,39.2737777778,22.0424444445,10.6665555555,25.0704444444,22.7104444445,32.1124444444,8.97411111111
591.11,16.4831111111,49.3867777778,34.2991111111,39.2054444444,21.9777777778,10.6062222222,24.9813333333,22.6183333334,32.0303888889,8.94177777778
591.44,16.3946666667,49.344,34.2363333333,39.0997777778,21.9601111111,10.575,24.9514444445,22.5134444444,32.0283888889,8.94477777778
591.78,16.2928888889,49.2961111111,34.0744444445,39.0271111111,21.9001111111,10.5423333333,24.7912222222,22.4074444444,31.9759444444,8.88677777778
592.12,16.2563333333,49.3066666667,34.0438888889,38.9848888889,21.8486666667,10.5057777778,24.7273333333,22.3508888889,31.9396111111,8.88511111111
592.46,16.223,49.2997777778,34.0301111111,38.9765555556,21.8054444444,10.505,24.6785555556,22.3168888889,31.9596666667,8.869
592.79,16.1825555556,49.2765555555,33.9477777778,38.9198888889,21.7485555556,10.5053333333,24.6205555556,22.2396666667,31.952,8.84666666667
593.13,16.1655555556,49.2344444444,33.9053333333,38.9246666667,21.7181111111,10.551,24.6055555556,22.1556666667,31.955,8.85433333333
593.47,16.2376666667,49.2751111111,33.9653333333,38.9615555556,21.7534444444,10.6374444445,24.6075555555,22.1885555555,32.0013888889,8.96888888889
593.80,16.1585555555,49.1591111111,33.7938888889,38.8185555556,21.6405555556,10.5727777778,24.479,22.0543333333,31.8885,8.92755555556
594.14,16.1328888889,49.019,33.7452222222,38.7605555555,21.5982222222,10.5287777778,24.4424444445,21.9598888889,31.862,8.90711111111
594.48,16.0856666667,48.9411111111,33.7321111111,38.7197777778,21.5235555556,10.4661111111,24.392,21.8761111111,31.7931666667,8.88255555556
594.81,16.096,48.9508888889,33.7622222222,38.6885555556,21.5096666667,10.5748888889,24.3606666667,21.8792222222,31.7482777778,8.93322222222
595.15,16.0528888889,48.8314444444,33.75,38.6492222222,21.37,10.5638888889,24.232,21.8252222222,31.6487222222,8.93677777778
595.49,16.0391111111,48.7726666667,33.7885555556,38.6052222222,21.352,10.5726666667,24.2553333333,21.8006666666,31.5982222222,9.00588888889
595.82,15.9683333333,48.7034444444,33.6917777778,38.521,21.2852222222,10.521,24.1704444444,21.74,31.5166111111,8.98955555555
596.16,15.9334444444,48.6423333333,33.6866666667,38.5088888889,21.2815555556,10.5293333333,24.1353333333,21.7434444444,31.5165,9.04622222222
596.50,15.9861111111,48.6295555556,33.7348888889,38.5414444445,21.276,10.5604444444,24.1301111111,21.7698888889,31.4985555555,9.11211111111
596.83,15.9884444445,48.6517777778,33.7263333333,38.5423333333,21.2548888889,10.5185555556,24.0985555556,21.7957777778,31.4567777778,9.16777777778
597.17,15.8968888889,48.5157777778,33.6463333333,38.4496666667,21.1674444444,10.474,23.9981111111,21.714,31.3645555556,9.12444444444
597.51,15.8537777778,48.4798888889,33.6358888889,38.4547777778,21.1492222222,10.4751111111,23.9868888889,21.7118888889,31.3116111111,9.13388888889
597.84,15.8428888889,48.5651111111,33.6556666667,38.4928888889,21.1626666667,10.5084444445,23.9864444444,21.756,31.3106666667,9.20444444443
598.18,15.7694444444,48.4534444444,33.5405555556,38.4171111111,21.0991111111,10.5136666667,23.8936666667,21.6975555555,31.2736666667,9.20511111112
598.52,15.7445555555,48.4838888889,33.4856666667,38.4244444444,21.0893333333,10.4675555555,23.8926666667,21.6978888889,31.3173333333,9.21088888889
598.85,15.7098888889,48.5307777778,33.4578888889,38.4475555556,21.1287777778,10.495,23.8966666667,21.7092222222,31.3789444444,9.2248888889
599.19,15.6618888889,48.5652222222,33.4744444445,38.451,21.0824444444,10.5353333333,23.8387777778,21.6916666667,31.4002222222,9.21422222221
599.53,15.6731111111,48.553,33.5748888889,38.523,21.1243333334,10.661,23.9,21.7501111111,31.4879444444,9.30077777777
599.86,15.6338888889,48.4988888889,33.4164444445,38.4572222222,21.0326666667,10.599,23.811,21.6284444445,31.4341666667,9.26222222221
600.20,15.5226666667,48.5207777778,33.3448888889,38.3907777778,20.9968888889,10.5985555556,23.671,21.5531111111,31.4213888889,9.21422222222
600.53,15.3927777778,48.3864444444,33.248,38.2298888889,20.8896666667,10.5671111111,23.5504444444,21.4036666667,31.3592777778,9.10888888889
600.87,15.3001111111,48.3492222222,33.1606666667,38.156,20.8107777778,10.4848888889,23.4732222222,21.2795555555,31.3218333333,9.00966666667
601.21,15.3323333333,48.4013333333,33.184,38.1994444445,20.805,10.5212222222,23.4536666667,21.2518888889,31.3713888889,9.03122222222
601.54,15.3011111111,48.3477777778,33.1223333333,38.216,20.7626666667,10.5675555556,23.3595555556,21.2171111111,31.4099444444,9.08088888889
601.88,15.295,48.4086666667,33.1696666667,38.2398888889,20.7798888889,10.6188888889,23.3264444444,21.1904444444,31.42,9.16544444444
602.21,15.2144444445,48.3012222222,33.0924444444,38.1785555555,20.6748888889,10.5927777778,23.1858888889,21.0755555556,31.3052777778,9.13633333333
602.55,15.2183333333,48.2765555555,33.1053333333,38.1573333333,20.6311111111,10.5953333333,23.1627777778,21.0296666667,31.2235555556,9.16044444444
602.88,15.1855555556,48.1876666667,33.0224444445,38.1327777778,20.5748888889,10.5902222222,23.1013333333,20.963,31.1712777778,9.17577777778
603.22,15.0994444444,48.0912222222,32.8597777778,37.9838888889,20.4661111111,10.4957777778,22.9587777778,20.8418888889,31.0435,9.08666666667
603.56,15.0246666667,48.0278888889,32.8002222222,37.8895555556,20.3474444445,10.447,22.8405555556,20.7513333333,30.9266666667,9.06688888889
603.89,14.9837777778,47.9808888889,32.7855555556,37.8784444444,20.2976666667,10.4125555555,22.7925555556,20.7128888889,30.8971666667,9.08055555556
604.23,14.9581111111,47.9685555556,32.7627777778,37.8843333333,20.2538888889,10.4226666667,22.7451111111,20.683,30.8841666667,9.08955555555
604.56,15.023,48.0371111111,32.8196666667,37.964,20.2821111111,10.56,22.7581111111,20.7476666666,30.9071666667,9.16222222222
604.90,14.9538888889,47.998,32.797,37.8875555555,20.2661111111,10.5737777778,22.7082222222,20.7044444444,30.8827777778,9.19022222222
605.23,14.947,47.9751111111,32.8211111111,37.8047777778,20.2485555556,10.5706666667,22.7037777778,20.6698888889,30.8734444444,9.18644444444
605.57,14.9158888889,47.9404444444,32.8023333333,37.7882222222,20.2234444445,10.5463333333,22.6843333333,20.661,30.8607222222,9.19277777778
605.90,14.8865555556,47.9218888889,32.8071111111,37.76,20.234,10.5612222222,22.7033333333,20.6636666667,30.8868333333,9.19744444446
606.24,14.8604444444,47.8901111111,32.7528888889,37.7518888889,20.2035555555,10.5826666667,22.6533333333,20.6452222222,30.8785555555,9.23355555556
606.58,14.8348888889,47.8727777778,32.7123333333,37.7571111111,20.1717777778,10.6133333333,22.6242222222,20.6176666667,30.8768888889,9.21266666668
606.91,14.8503333333,47.8915555556,32.7361111111,37.7977777778,20.1715555556,10.6682222222,22.624,20.6321111111,30.9249444445,9.27266666668
607.25,14.9167777778,47.9957777778,32.8444444445,37.9191111111,20.3066666667,10.815,22.7581111111,20.732,31.0576666667,9.36077777779
607.58,14.9324444444,47.9893333333,32.805,37.9265555556,20.3034444445,10.8848888889,22.8041111111,20.7486666667,31.1099444444,9.41677777778
607.92,14.9281111111,47.983,32.8031111111,37.8798888889,20.3126666667,10.9096666667,22.8293333333,20.7661111111,31.1038888889,9.45466666667
608.25,14.8583333333,47.8993333333,32.7301111111,37.8002222222,20.2888888889,10.8902222222,22.7967777778,20.7126666667,31.0944444445,9.48877777779
608.59,14.8243333334,47.7833333333,32.6051111111,37.7635555556,20.2066666667,10.902,22.7775555555,20.6474444444,31.0595,9.47077777778
608.92,14.7753333333,47.7971111111,32.5795555556,37.7692222222,20.1503333333,10.9007777778,22.7043333333,20.6257777778,31.0148333333,9.46966666668
609.26,14.7153333333,47.7194444445,32.4325555555,37.7073333333,20.0648888889,10.9145555556,22.5983333333,20.5523333334,31.0032777778,9.39355555554
609.59,14.6662222222,47.7145555556,32.3708888889,37.6572222222,20.042,10.976,22.5457777778,20.5094444445,31.0048888889,9.44466666668
609.93,14.6247777778,47.7332222222,32.3398888889,37.6455555556,20.0604444444,11.0132222222,22.5404444445,20.4603333333,31.049,9.42855555557
610.26,14.5658888889,47.7284444444,32.2938888889,37.5637777778,20.0276666667,10.9698888889,22.4884444444,20.43,31.054,9.42155555554
610.60,14.4965555556,47.6558888889,32.2406666667,37.5152222222,19.9852222222,11.0024444444,22.416,20.3758888889,31.0562777778,9.44211111111
610.93,14.4157777778,47.5296666667,32.1271111111,37.4016666667,19.9097777778,10.9864444444,22.3073333333,20.3167777778,31.0408333333,9.40255555556
611.27,14.3956666667,47.4116666667,32.0852222222,37.3105555556,19.8695555555,10.9763333333,22.2185555556,20.2552222222,30.9383333333,9.421
611.60,14.3622222222,47.3984444444,32.0292222222,37.2814444445,19.8362222222,11.0107777778,22.1513333333,20.1985555556,30.9887222222,9.42933333334
611.93,14.313,47.3546666667,31.936,37.2361111111,19.7851111111,10.9624444444,22.0898888889,20.1627777778,30.9718888889,9.42211111111
612.27,14.3065555556,47.4365555555,31.9505555556,37.225,19.7787777778,11.0296666667,22.0093333333,20.1893333333,31.0202222222,9.45255555557
612.60,14.2702222222,47.3328888889,31.9065555556,37.177,19.8082222222,11.0178888889,22.0204444444,20.1325555555,31.0397777778,9.42688888889
612.94,14.2575555555,47.3101111111,31.8956666667,37.101,19.7876666667,11.0205555556,22.0241111111,20.0873333333,30.9641111111,9.4738888889
613.27,14.2237777778,47.2682222222,31.8733333333,37.0985555556,19.7071111111,10.9816666667,21.9226666667,20.0518888889,30.9357222222,9.44555555556
613.61,14.1116666667,47.1456666667,31.8093333333,36.983,19.5554444444,10.8854444444,21.7341111111,19.937,30.8119444444,9.41122222221
613.94,14.1447777778,47.1162222222,31.8003333333,36.9632222222,19.5661111111,10.944,21.7001111111,19.9317777778,30.8023333333,9.47966666667
614.28,14.1842222222,47.1841111111,31.882,37.0075555556,19.6065555556,10.996,21.73,19.9582222222,30.8467777778,9.49644444444
614.61,14.1451111111,47.2213333333,31.8628888889,36.9434444444,19.5061111111,10.9386666667,21.6404444444,19.9055555556,30.8513888889,9.47033333334
614.94,14.0788888889,47.2601111111,31.8425555555,36.9857777778,19.4887777778,10.9611111111,21.6021111111,19.8632222222,30.8826111111,9.481
615.28,14.1026666666,47.1835555555,31.8762222222,36.972,19.5083333333,11.0246666667,21.5641111111,19.8813333333,30.8413333333,9.56266666667
615.61,14.073,47.178,31.9474444445,36.9878888889,19.4537777778,11.0192222222,21.4884444444,19.8372222222,30.8576666667,9.59777777778
615.95,14.1085555556,47.155,32.021,37.0353333333,19.4743333333,11.001,21.5402222222,19.8392222222,30.9010555556,9.63011111112
616.28,14.0923333334,47.1262222222,31.9807777778,36.9885555556,19.356,11.0124444445,21.4205555555,19.8157777778,30.8458333333,9.69988888889
616.61,14.0577777778,47.102,32.0088888889,37.03,19.3326666667,11.0596666667,21.4027777778,19.8284444444,30.8776666667,9.75266666667
616.95,14.0508888889,47.0835555555,31.9278888889,36.9617777778,19.2748888889,11.0372222222,21.3846666667,19.7646666666,30.8648888889,9.77066666668
617.28,14.0487777778,47.0398888889,31.8752222222,36.878,19.2485555555,11.0063333333,21.3878888889,19.7845555555,30.8668888889,9.76988888888
617.62,14.0574444444,46.9734444444,31.8838888889,36.8741111111,19.2231111111,10.9933333333,21.3788888889,19.7831111111,30.8407222222,9.82455555557
617.95,13.9693333333,46.8264444444,31.7767777778,36.7524444444,19.0957777778,10.8718888889,21.2396666667,19.6351111111,30.7108333333,9.80011111112
618.28,13.932,46.814,31.7926666667,36.796,19.0785555555,10.849,21.1888888889,19.6257777778,30.6621666667,9.82355555554
618.62,13.9083333333,46.6717777778,31.7482222222,36.7377777778,18.9867777778,10.7735555556,21.1236666667,19.5838888889,30.6445,9.76955555554
618.95,13.8621111111,46.6047777778,31.6852222222,36.787,18.8681111111,10.7134444444,21.0928888889,19.5245555556,30.5933888889,9.74877777778
619.28,13.9162222222,46.5932222222,31.5935555556,36.772,18.8433333333,10.7521111111,21.0807777778,19.4736666667,30.6006666667,9.77522222222
619.62,13.8554444445,46.6586666667,31.5948888889,36.7488888889,18.7703333333,10.7258888889,20.9552222222,19.4235555556,30.5816111111,9.81944444443
619.95,13.8415555556,46.5722222222,31.5302222222,36.7314444444,18.7583333333,10.7838888889,20.9562222222,19.3523333333,30.5534444444,9.7791111111
620.28,13.857,46.5324444445,31.502,36.7042222222,18.7376666667,10.8046666667,20.8872222222,19.3468888889,30.577,9.77099999999
620.62,13.9245555555,46.5475555556,31.6531111111,36.7506666667,18.8015555556,10.9295555556,20.9545555555,19.4436666667,30.615,9.86433333333
620.95,13.9365555555,46.5275555556,31.6176666667,36.8087777778,18.8136666667,10.9457777778,20.9535555556,19.4407777778,30.6575,9.87577777777
621.28,13.7445555555,46.4273333333,31.4843333333,36.6994444444,18.6721111111,10.8272222222,20.8323333333,19.3052222222,30.5551666667,9.74833333332
621.62,13.7996666667,46.5152222222,31.5426666667,36.7927777778,18.7398888889,10.884,20.918,19.4,30.6551666667,9.86277777777
621.95,13.8152222222,46.4585555555,31.4851111111,36.7496666666,18.7325555556,10.9624444445,20.9472222222,19.3598888889,30.6427222222,9.91622222223
622.28,13.816,46.5348888889,31.419,36.7362222222,18.6982222222,10.996,20.9215555556,19.3075555556,30.6069444445,9.98722222223
622.62,13.7134444445,46.5701111111,31.3674444444,36.6821111111,18.648,10.995,20.8184444444,19.2891111111,30.6166111111,9.95766666666
622.95,13.5722222222,46.5003333333,31.393,36.6122222222,18.5994444444,10.9421111111,20.7844444444,19.211,30.4999444444,9.88666666666
623.28,13.509,46.3825555556,31.3028888889,36.5215555556,18.5444444444,10.9083333333,20.7471111111,19.1478888889,30.391,9.81366666668
623.62,13.4281111111,46.3691111111,31.2295555555,36.4741111111,18.4787777778,10.8237777778,20.6674444444,19.1056666667,30.287,9.80833333332
623.95,13.3395555555,46.2551111111,31.1832222222,36.3883333333,18.4004444444,10.7456666667,20.6112222222,19.0201111111,30.12,9.80744444443
624.28,13.2452222222,46.2571111111,31.0452222222,36.3587777778,18.2972222222,10.6662222222,20.4855555556,18.9422222222,30.0506111111,9.78077777777
624.62,13.2375555556,46.2581111111,31.0902222222,36.3196666667,18.2346666667,10.7307777778,20.4472222222,18.9232222222,30.0048333333,9.85155555556
624.95,13.2974444445,46.2995555556,31.1103333333,36.3487777778,18.2246666667,10.7714444444,20.418,18.9331111111,30.0488333333,9.91933333333
625.28,13.2694444444,46.2475555556,31.0602222222,36.3335555556,18.1475555555,10.7953333333,20.3272222222,18.9106666667,29.9786666667,9.89233333334
625.61,13.2544444445,46.1611111111,31.0696666667,36.3653333334,18.1036666666,10.8013333333,20.26,18.8976666667,29.9706666667,9.85688888888
625.95,13.1686666667,46.0951111111,31.0412222222,36.3037777778,18.0421111111,10.7628888889,20.1412222222,18.8666666667,29.9039444444,9.79366666668
626.28,13.1815555556,46.0331111111,31.0036666667,36.2047777778,18.0387777778,10.7548888889,20.1198888889,18.8374444444,29.8800555556,9.813
626.61,13.1776666667,45.9202222222,30.8757777778,36.0972222222,17.9408888889,10.7115555555,19.9664444444,18.8356666667,29.7842222222,9.83144444444
626.94,13.1721111111,45.9101111111,30.8277777778,36.0848888889,17.904,10.7188888889,19.8928888889,18.8212222222,29.7864444444,9.86511111111
627.28,13.2323333333,46.0236666667,30.8955555556,36.1536666667,17.9244444444,10.7971111111,19.9052222222,18.8507777778,29.8847222222,9.92344444447
627.61,13.2771111111,46.0714444445,30.8694444445,36.2108888889,17.9315555555,10.8353333333,19.9091111111,18.8943333333,29.9895,9.922
627.94,13.2396666667,45.9946666667,30.8858888889,36.1718888889,17.9017777778,10.8443333333,19.8447777778,18.8304444444,29.9403333333,9.93188888887
628.27,13.2232222222,45.9946666667,30.8721111111,36.1844444444,17.8867777778,10.8624444444,19.8155555555,18.8238888889,29.9237777778,9.959
628.61,13.124,45.9362222222,30.8156666667,36.1235555556,17.7875555555,10.8475555555,19.6874444444,18.769,29.9050555555,9.90077777777
628.94,13.0481111111,45.8868888889,30.7056666667,36.0745555556,17.7251111111,10.8001111111,19.6604444444,18.7378888889,29.8575,9.842
629.27,12.9916666667,45.8997777778,30.6534444444,35.9835555556,17.6583333333,10.7593333333,19.5526666667,18.6563333333,29.7826666667,9.86277777777
629.60,13.0625555556,45.9825555555,30.7,36.0836666667,17.7053333333,10.8668888889,19.6244444444,18.7056666667,29.9261111111,9.93766666667
629.94,13.0845555556,45.983,30.6702222222,36.1215555556,17.7087777778,10.8784444444,19.6142222222,18.6858888889,29.9072222222,9.93577777777
630.27,13.0904444444,46.0264444444,30.7413333333,36.2624444444,17.7606666667,10.9828888889,19.7023333333,18.7022222222,30.0608888889,10.0365555555
630.60,13.0532222222,46.025,30.7128888889,36.2665555555,17.709,10.949,19.7327777778,18.6525555555,30.0426666667,9.99122222223
630.93,12.9467777778,45.882,30.5746666667,36.2347777778,17.6422222222,10.8742222222,19.655,18.5833333333,30.003,9.96966666667
631.26,12.8582222222,45.9032222222,30.5732222222,36.1883333334,17.5794444444,10.8902222222,19.5888888889,18.5448888889,29.917,9.98333333333
631.60,12.8154444444,45.8306666667,30.4864444444,36.1578888889,17.5631111111,10.8703333333,19.5617777778,18.5312222222,29.8652777778,9.95766666667
631.93,12.7236666667,45.7286666667,30.4053333333,36.0657777778,17.4068888889,10.797,19.385,18.4275555555,29.7883888889,9.88822222223
632.26,12.8782222222,45.8246666667,30.487,36.1994444444,17.521,10.9684444445,19.5455555556,18.5371111111,29.8601111111,10.0853333333
632.59,12.8481111111,45.7555555556,30.4803333333,36.1297777778,17.4657777778,10.9733333333,19.3893333333,18.4318888889,29.8121666667,10.0405555556
632.92,12.8714444444,45.7393333333,30.4804444444,36.1821111111,17.4967777778,11.0248888889,19.4448888889,18.4903333333,29.8017222222,10.0792222222
633.26,12.8944444444,45.6993333333,30.5277777778,36.1565555556,17.4872222222,11.0495555556,19.4042222222,18.4905555556,29.7616666667,10.1331111111
633.59,12.8352222222,45.6987777778,30.5431111111,36.1102222222,17.4172222222,11.0582222222,19.3271111111,18.443,29.7162777778,10.0993333333
633.92,12.9033333334,45.7743333333,30.6072222222,36.1291111111,17.4804444444,11.1433333333,19.3137777778,18.5037777778,29.7499444444,10.1266666667
634.25,12.9975555556,45.6351111111,30.6283333333,36.1191111111,17.5207777778,11.24,19.306,18.5867777778,29.7964444445,10.2455555555
634.58,12.9444444445,45.6415555556,30.6648888889,36.0,17.4408888889,11.2106666667,19.2031111111,18.5302222222,29.6965,10.2007777778
634.91,13.0041111111,45.6575555556,30.754,36.0115555556,17.4377777778,11.2176666667,19.2402222222,18.5396666667,29.7413333333,10.2482222222
635.25,13.0965555556,45.7958888889,30.7948888889,36.0686666667,17.4566666667,11.2682222222,19.2673333333,18.5748888889,29.8003333333,10.2653333333
635.58,13.1792222222,45.8291111111,30.8101111111,36.1035555555,17.5124444444,11.3481111111,19.3007777778,18.5895555556,29.8485555556,10.321
635.91,13.0923333333,45.6815555556,30.6537777778,35.9657777778,17.3901111111,11.2056666667,19.1873333333,18.4466666666,29.7156666667,10.1964444445
636.24,13.0251111111,45.617,30.6092222222,35.9054444445,17.3173333333,11.1128888889,19.1687777778,18.3733333333,29.6664444444,10.2164444445
636.57,12.9554444444,45.5448888889,30.4583333333,35.8286666666,17.239,11.0404444445,19.1167777778,18.3696666667,29.6942222222,10.1493333333
636.90,12.9325555555,45.463,30.4042222222,35.775,17.238,11.0857777778,19.1854444444,18.3436666666,29.6781111111,10.1928888889
637.23,12.8687777778,45.3991111111,30.3673333333,35.7672222222,17.1951111111,11.0274444444,19.1382222222,18.3081111111,29.671,10.2233333333
637.56,12.7063333333,45.3178888889,30.1876666667,35.6486666667,16.9788888889,10.8946666667,19.031,18.1555555556,29.5475,10.076
637.90,12.592,45.2666666667,30.0992222222,35.5728888889,16.8748888889,10.8664444444,18.9095555555,18.0578888889,29.4197222222,10.0757777778
638.23,12.5906666666,45.0712222222,30.0195555556,35.5972222222,16.8303333333,10.9133333333,18.8802222222,18.0728888889,29.4671111111,10.1025555555
638.56,12.4887777778,45.0318888889,29.9202222222,35.6185555556,16.7462222222,10.8583333333,18.7346666667,18.0167777778,29.4806666667,10.0382222222
638.89,12.3547777778,44.7588888889,29.8743333333,35.4806666667,16.6135555555,10.7736666667,18.6186666667,17.9338888889,29.4006666667,10.0714444445
639.22,12.3106666667,44.7692222222,29.8051111111,35.5134444444,16.6405555555,10.7526666667,18.6183333333,17.9467777778,29.4534444444,10.0297777778
639.55,12.3518888889,44.8804444444,29.8706666667,35.5645555556,16.6945555556,10.8617777778,18.6725555555,18.0151111111,29.5293333333,10.1087777778
639.88,12.5088888889,45.0464444444,30.0465555556,35.6751111111,16.8661111111,11.0948888889,18.8196666667,18.2187777778,29.6737222222,10.2486666667
640.21,12.4888888889,45.1522222222,30.112,35.7275555556,16.8742222222,11.1316666667,18.8241111111,18.1403333333,29.6447222222,10.31
640.54,12.3013333333,45.1038888889,29.9922222222,35.628,16.7117777778,10.9945555555,18.6053333333,18.0272222222,29.5587777778,10.0968888889
640.87,12.4195555556,45.1091111111,30.0151111111,35.7306666667,16.751,11.0877777778,18.6497777778,18.1138888889,29.6233333333,10.1632222222
641.20,12.4942222222,45.1195555556,30.1124444444,35.7297777778,16.8076666667,11.0697777778,18.6711111111,18.1605555556,29.6451666667,10.2252222222
641.53,12.4572222222,45.2153333333,30.1122222222,35.7424444444,16.7686666667,11.0225555556,18.7126666667,18.1667777778,29.7058333333,10.1691111111
641.87,12.5026666667,45.4094444444,30.1794444444,35.7964444444,16.8124444444,11.0068888889,18.7906666667,18.1973333333,29.6835,10.1836666667
642.20,12.5853333333,45.4047777778,30.2273333333,35.7642222222,16.9117777778,11.1156666667,18.9216666667,18.2583333333,29.7143888889,10.3175555555
642.53,12.6091111111,45.63,30.1803333333,35.8365555555,16.9183333334,11.1333333333,18.9532222222,18.2802222222,29.7777777778,10.1848888889
642.86,12.6387777778,45.507,30.173,35.8097777778,16.8831111111,11.181,19.0153333333,18.2216666667,29.6929444444,10.2361111111
643.19,12.5088888889,45.3062222222,30.1404444445,35.7792222222,16.7908888889,11.0712222222,18.8157777778,18.1136666667,29.5576666667,10.1062222222
643.52,12.5061111111,45.3202222222,30.0933333333,35.8002222222,16.7422222222,10.9906666667,18.8053333333,18.0934444445,29.6261666667,10.1527777778
643.85,12.582,45.3333333333,30.1936666667,35.8576666666,16.755,11.0445555556,18.7711111111,18.1404444445,29.6408333333,10.2365555556
644.18,12.672,45.3464444445,30.2315555556,35.9255555556,16.8112222222,11.1123333333,18.7611111111,18.2217777778,29.6654444444,10.3347777778
644.51,12.7156666667,45.3293333333,30.3203333333,35.9666666667,16.8445555555,11.1551111111,18.8283333333,18.2456666667,29.6965,10.3781111111
644.84,12.7311111111,45.3093333333,30.2815555556,35.9732222222,16.827,11.2348888889,18.7913333333,18.2684444445,29.7397777778,10.4581111111
645.17,12.7401111111,45.2833333333,30.3237777778,36.002,16.8871111111,11.2615555555,18.7312222222,18.191,29.6972222222,10.4671111111
