wavelength,Back_TanParf,Belly_TanParf,Breast_TanParf,Crissum_TanParf,Crown_TanParf,DorTail_TanParf,Patch10_TanParf,Patch11_TanParf,Patch12_TanParf,Patch13_TanParf,Rump_TanParf,Throat_TanParf,WingTip_TanParf
565.69,8.63224999999,36.6224666667,60.7857333333,23.9895333333,34.3802666667,9.98386666666,39.1076666667,97.5120666666,4.81246666667,68.125,120.040666667,11.5337333333,8.23406666667
566.03,8.66181666666,36.6776,60.6339333333,24.0621333333,34.5217333333,10.0256,38.9909333333,97.2176666665,4.86253333333,67.9988,119.6714,11.5524666667,8.2838
566.37,8.66946666667,36.6966,60.4330666667,24.093,34.6598,10.0229333333,38.843,96.8918666668,4.89693333333,67.8326,119.3072,11.5419333333,8.29393333333
566.71,8.64365,36.7325333333,60.2846,24.1262666667,34.8089333333,10.0056,38.6715333333,96.6837333333,4.90733333333,67.7401333333,119.043066667,11.508,8.2658
567.05,8.63538333333,36.7778,60.1183333333,24.1430666667,34.9553333333,10.0047333333,38.5062,96.4157333334,4.92646666667,67.581,118.688733333,11.4810666667,8.28193333333
567.39,8.61603333333,36.7459333333,59.8983333333,24.1702,35.0816666667,10.0137333333,38.3314,96.0316666667,4.96146666667,67.4090666667,118.262733333,11.4714,8.2762
567.73,8.61931666667,36.7468,59.6359333333,24.1934666667,35.1842666667,10.0192666667,38.1392,95.5951333332,5.0128,67.1679333334,117.728133333,11.4621333333,8.2942
568.07,8.60219999999,36.7394,59.3916666667,24.2078666667,35.3134,9.9864,37.9232,95.1872,5.05293333333,66.9621333333,117.183066667,11.4353333333,8.3078
568.41,8.61846666666,36.8083333333,59.2603333333,24.2597333333,35.5035333333,10.0261333333,37.7496666667,94.9190000001,5.10353333333,66.8586666667,116.859533333,11.4418,8.31406666667
568.75,8.61410000001,36.8040666667,59.0427333333,24.2710666667,35.6436666667,10.0267333333,37.5376,94.5493333333,5.13726666667,66.6303333333,116.4126,11.3986,8.311
569.09,8.59775,36.885,58.9062666667,24.3443333333,35.8385333333,10.0456666667,37.4121333333,94.3280000001,5.18933333333,66.5399333333,116.117466667,11.4081333333,8.326
569.43,8.57718333333,36.8576666667,58.6618666667,24.3674,35.9802666667,10.0288,37.2192,93.9091333333,5.22306666667,66.2909333333,115.579733333,11.4062666667,8.32
569.77,8.54383333333,36.835,58.4133333333,24.3619333333,36.1093333334,10.0116,37.0370666667,93.5562666665,5.26073333333,66.0921333333,115.157266667,11.3678666667,8.31893333333
570.11,8.53401666667,36.8842666667,58.3125333333,24.4106666667,36.2519333333,10.0092,36.884,93.3459999999,5.29126666666,65.9881333333,114.868066667,11.3514,8.342
570.45,8.51083333333,36.8719333333,58.0988666667,24.4266,36.3452666667,9.98786666666,36.7322,92.9831333334,5.32093333333,65.7686,114.386933333,11.3101333333,8.35866666667
570.79,8.50948333333,36.8870666667,57.9144,24.4475333333,36.4525333333,9.98660000001,36.5556,92.6304666666,5.35393333333,65.5924666667,113.977533333,11.2977333333,8.34206666667
571.13,8.49745,36.8982,57.7349333333,24.4613333334,36.5502666666,9.95393333333,36.3744666667,92.2948666667,5.3716,65.3723333334,113.537333333,11.2522,8.33193333333
571.47,8.48073333334,36.9493333334,57.6089333333,24.5132666667,36.6945333333,9.94573333333,36.2224,92.0646666667,5.39146666667,65.2119333333,113.239133333,11.2358,8.33026666667
571.81,8.49521666667,36.9976666666,57.5178666667,24.5768666667,36.8788,9.97953333334,36.1377333334,91.9029333333,5.43686666667,65.0958,112.9994,11.2469333333,8.34426666667
572.15,8.51365,36.9978,57.3248666667,24.6352666667,37.0034666667,10.0040666667,35.9871333333,91.5499333333,5.51,64.8741333334,112.496133333,11.2508666667,8.37773333333
572.49,8.47585,36.9764,57.1438666667,24.6454666666,37.0949333333,9.99206666667,35.8074,91.2454666667,5.537,64.657,112.032066667,11.2251333333,8.372
572.83,8.4776,36.9616,56.9724,24.6648,37.1914,9.96893333334,35.6044,90.8763999999,5.57266666667,64.3974666667,111.5,11.1866,8.3802
573.17,8.47586666667,36.9954,56.8340666667,24.7126666666,37.3176666667,9.96873333334,35.4595333333,90.6122,5.61933333333,64.2192666667,111.1186,11.1608666667,8.39653333333
573.51,8.46976666666,36.9954,56.6450666667,24.729,37.3994666667,9.95233333333,35.2321333333,90.2356,5.64746666667,63.9405333333,110.537933333,11.131,8.39246666667
573.85,8.45673333332,37.0158666667,56.462,24.7698,37.5281333333,9.96226666667,35.0796,89.9166,5.68933333333,63.7122,110.091666667,11.0993333333,8.38733333334
574.19,8.45241666667,37.0776666667,56.3175333333,24.8086666667,37.6468,9.98380000001,34.8974,89.6341333333,5.73306666667,63.5235333333,109.6652,11.0970666667,8.39606666667
574.53,8.47820000001,37.1221333333,56.1841333333,24.8696,37.8318,10.0146,34.7834,89.3905999999,5.81386666667,63.3714,109.263666667,11.1128666667,8.46006666667
574.87,8.49626666667,37.1675333333,56.047,24.9172666667,37.9815333334,10.0500666667,34.6338666667,89.0968,5.88026666667,63.1827333333,108.823933333,11.1262666667,8.5026
575.21,8.47466666667,37.1492,55.8171333333,24.9008,38.0696,10.0486,34.4328,88.6834666667,5.93713333333,62.89,108.185933333,11.1079333333,8.50993333333
575.55,8.44673333333,37.1529333333,55.6645333333,24.9275333333,38.1742,10.03,34.2195333333,88.3486,5.9684,62.6572666667,107.7168,11.0754666667,8.4904
575.89,8.39533333334,37.1764,55.5066,24.9221333333,38.2680666667,9.96499999999,34.0474666667,88.1059333333,5.9536,62.4276666667,107.339066667,11.0197333333,8.45106666667
576.22,8.39636666666,37.2439333333,55.3693333334,24.9764666667,38.4293333333,9.97206666666,33.8964,87.8572666667,6.0034,62.2386,106.967933333,10.9998666667,8.4452
576.56,8.40168333333,37.296,55.2472666666,25.015,38.5798,9.99673333333,33.7541333333,87.5814000001,6.07313333333,62.0666666667,106.589466667,11.01,8.4784
576.90,8.3987,37.31,55.0480666667,25.0483333334,38.7012,9.98806666666,33.5635333333,87.1834666668,6.13086666667,61.8314,106.084866667,10.9990666667,8.51873333333
577.24,8.39834999999,37.3738,54.9518,25.12,38.8943333333,9.99086666667,33.4224666667,86.9840666667,6.1844,61.6922,105.786466667,10.9871333333,8.53093333333
577.58,8.39313333333,37.3306666667,54.7319333334,25.1108666666,38.9778,9.96373333333,33.1925333333,86.5481333333,6.24046666666,61.3901333333,105.113133333,10.9802,8.522
577.92,8.39513333333,37.3264666667,54.5752666667,25.1373333333,39.1334666667,9.95046666666,33.0196666667,86.1978666666,6.28886666667,61.1638,104.6952,10.9624666667,8.52853333333
578.26,8.36535,37.3187333333,54.3664666667,25.165,39.2129333333,9.93720000001,32.8262,85.8259333333,6.3344,60.8341333333,104.1328,10.9232666667,8.52413333333
578.60,8.32598333334,37.2866,54.1895333333,25.1694666667,39.3192666667,9.8908,32.6312,85.5163333333,6.3704,60.5662,103.646333333,10.8822,8.51246666667
578.94,8.32178333333,37.2906666667,54.0858,25.2238666667,39.4638,9.88213333334,32.4952,85.2650666667,6.41313333333,60.3978666667,103.3264,10.848,8.5194
579.28,8.28149999999,37.2699333333,53.8295333333,25.2177333333,39.5233333334,9.85546666667,32.3286,84.8961333334,6.44813333333,60.0811333333,102.767666667,10.8046,8.5262
579.61,8.31885000001,37.2378,53.6166,25.2731333333,39.6598666667,9.89033333334,32.1792,84.5196,6.55686666667,59.831,102.2006,10.8128666667,8.5798
579.95,8.31441666667,37.1528666667,53.3406,25.2496666667,39.6838666667,9.87246666667,31.9485333333,83.9767333333,6.6076,59.4761333333,101.481933333,10.7833333333,8.6238
580.29,8.23048333333,37.0553333333,53.0545333333,25.1872,39.7262,9.7716,31.7127333333,83.5631333333,6.57333333333,59.1352,100.9228,10.6816666667,8.55113333333
580.63,8.21256666666,36.9842666667,52.797,25.1596,39.7624666667,9.77020000001,31.5214,83.1290666667,6.6164,58.7813333333,100.225333333,10.6458666667,8.53213333334
580.97,8.15281666667,36.9349333333,52.5890666667,25.1202,39.8172,9.73353333333,31.3425333333,82.7126666667,6.627,58.4354666667,99.6830000001,10.5905333333,8.47853333333
581.31,8.12711666668,37.0113333333,52.4540666666,25.1760666667,40.0032666667,9.73613333334,31.2284,82.5108666667,6.652,58.2214,99.3520666666,10.5650666667,8.50353333333
581.65,8.11226666667,37.1012,52.3568666667,25.2401333333,40.1698,9.74073333333,31.1248,82.3864,6.71106666667,58.044,98.9835333333,10.5512666667,8.53293333333
581.98,8.06475,37.0495333333,52.1504,25.195,40.1842666667,9.68053333333,30.8957333333,81.9634666666,6.72806666667,57.7218666667,98.3914666666,10.4942666667,8.4958
582.32,8.06788333333,37.065,51.9678666667,25.2266,40.2698666667,9.71926666666,30.7544,81.6382,6.79293333333,57.4812,97.8848,10.4946666667,8.5242
582.66,8.10306666666,37.0944666667,51.8107333333,25.2839333333,40.4292,9.7442,30.6056666666,81.3578,6.86506666667,57.2695333333,97.4064666666,10.5286666667,8.5868
583.00,8.15131666666,37.1664,51.7712,25.3784,40.5844666666,9.77786666666,30.4933333333,81.1598,6.95126666667,57.1560666667,97.0716666666,10.5527333333,8.64366666667
583.34,8.13104999999,37.2243333333,51.7225333333,25.4329333333,40.7442666667,9.79133333333,30.3775333333,80.97,7.00773333333,56.9816666667,96.7672666667,10.5522666667,8.66526666667
583.68,8.11010000001,37.2482,51.5956666667,25.4581333333,40.863,9.76200000001,30.2777333333,80.8094,7.04013333333,56.7979333333,96.4492,10.5269333333,8.65406666667
584.01,8.13514999999,37.2593333333,51.4474666667,25.5217333333,40.9786,9.78906666666,30.1396,80.5307333333,7.1166,56.5699333333,95.9566666667,10.5450666667,8.69313333333
584.35,8.14328333333,37.3150666667,51.3362,25.5791333333,41.1115333333,9.79226666666,30.0477333333,80.3918666667,7.16086666667,56.4030666667,95.6222666666,10.5452666667,8.70033333333
584.69,8.21861666666,37.4062666667,51.2850666667,25.6988666667,41.3166,9.87453333333,29.9717333333,80.2906,7.26206666667,56.334,95.3314666667,10.6019333333,8.7824
585.03,8.26625,37.4223333333,51.1692666667,25.7816666667,41.4450666667,9.936,29.8556666667,80.0497333333,7.3516,56.1664666667,94.9421333333,10.6268,8.84946666667
585.37,8.24673333333,37.3706,50.9556,25.7886,41.5128,9.90020000001,29.6825333333,79.7188666667,7.3714,55.8930666667,94.4441333333,10.5975333333,8.81373333333
585.70,8.26028333333,37.4291333333,50.9118666667,25.891,41.7192666667,9.92786666667,29.6192666667,79.6934,7.44526666667,55.8384,94.2968,10.6112,8.84006666667
586.04,8.26621666667,37.4711333333,50.8634666667,25.9650666667,41.9022666667,9.91093333333,29.5204,79.6109333333,7.4908,55.7392666667,94.1011999999,10.5988666667,8.85593333333
586.38,8.19003333334,37.4391333333,50.7335333333,25.9286666667,41.9598666667,9.85213333334,29.3508,79.3989333333,7.47526666667,55.5254666667,93.7122666667,10.5102,8.77853333333
586.72,8.22684999999,37.5089333333,50.6782666667,26.0146666667,42.1495333334,9.90766666666,29.3124,79.2599333333,7.55113333333,55.3878,93.4190666666,10.5439333333,8.85086666667
587.06,8.20233333333,37.4193333333,50.4876666667,25.9799333333,42.1432,9.8626,29.1190666667,78.9757333333,7.54573333333,55.1216666666,92.9135999999,10.5037333333,8.82473333333
587.39,8.21780000001,37.4534666667,50.3876666667,26.0180666667,42.2604666667,9.89106666666,29.0088666667,78.7418666667,7.60293333333,54.9269333333,92.5499333333,10.5244,8.8586
587.73,8.22171666667,37.5147333333,50.3624666667,26.0844,42.3660666667,9.93946666667,28.9598666667,78.615,7.68646666667,54.7906,92.2704000001,10.555,8.8908
588.07,8.17328333333,37.5393333333,50.3362,26.1082,42.531,9.91746666667,28.8226,78.5334,7.70220000001,54.7075333333,92.0648,10.5347333333,8.89306666667
588.41,8.09590000001,37.4492666667,50.1253333333,26.043,42.5275333333,9.83119999999,28.6412,78.2035333333,7.6846,54.4062,91.5850666667,10.4443333333,8.85206666667
588.74,8.09654999999,37.4461333333,50.0452666667,26.0453333334,42.6255333333,9.82059999999,28.5378666667,78.0066,7.73893333333,54.2334666667,91.2149333334,10.4380666667,8.8438
589.08,8.15224999999,37.4061333333,49.9544,26.0693333333,42.7041333333,9.8616,28.4498666667,77.753,7.85586666667,53.9976666667,90.7507999999,10.4714,8.94173333333
589.42,8.12898333333,37.3402,49.7633333333,26.0315333333,42.7262666667,9.82859999999,28.2852666666,77.4180666667,7.8592,53.6850666667,90.2798666666,10.4392,8.9234
589.76,8.09471666667,37.3517333333,49.6527333333,26.0427333333,42.8216,9.81366666666,28.1616,77.1949333333,7.87319999999,53.4702,89.8973333333,10.386,8.9096
590.09,8.12218333333,37.3514,49.5082666667,26.0921333333,42.8888,9.82473333333,28.0567333333,76.9691333333,7.94933333334,53.2416,89.5013333334,10.4002666667,8.94446666667
590.43,8.04403333333,37.2132666667,49.2714666667,25.9836,42.8782666667,9.71673333333,27.8042666667,76.6423333333,7.91840000001,52.948,88.9861333333,10.3068,8.8406
590.77,8.05538333333,37.2800666667,49.1686666667,26.0316,43.0252666667,9.73586666667,27.7284,76.4162666667,7.97186666667,52.7899333333,88.6242666667,10.2959333333,8.88833333333
591.11,8.04148333333,37.2553333333,49.0587333333,26.0658666667,43.1577333333,9.69653333333,27.5771333333,76.1996,8.00206666667,52.5774,88.2479333334,10.2574,8.88006666667
591.44,7.97468333334,37.1463333333,48.8478,25.9985333333,43.1986,9.61666666666,27.3610666667,75.8840666667,7.96873333333,52.3111333333,87.7909333333,10.172,8.83086666667
591.78,7.92021666667,37.0717333333,48.6486666667,25.9872666667,43.2202,9.55593333334,27.179,75.5705333333,7.9798,52.0151333333,87.3302666666,10.0811333333,8.75666666667
592.12,7.89906666667,37.0263333333,48.5208,25.9882666667,43.2763333333,9.52513333334,27.0634666667,75.283,8.00513333333,51.7754666667,86.9302666667,10.0364,8.72986666667
592.46,7.83563333333,37.0046666667,48.4056666667,25.9805333333,43.3755333333,9.46846666666,26.9275333333,75.091,8.02086666667,51.5997333333,86.6035333334,9.97013333334,8.69326666667
592.79,7.77223333334,37.0103333333,48.3213333333,25.9820666667,43.4914666667,9.41193333334,26.7854,74.9212,7.98766666666,51.4624,86.3521999999,9.8924,8.61893333333
593.13,7.77113333333,37.0396666667,48.2288,26.0350666667,43.5812666666,9.40399999999,26.6977333333,74.7362,8.02739999999,51.3250666667,86.0364666667,9.87233333333,8.65046666667
593.47,7.77751666667,37.0236,48.1384666667,26.0665333333,43.6763333333,9.40913333334,26.6196666667,74.59,8.0738,51.1691333333,85.7206,9.888,8.66286666667
593.80,7.79858333334,37.0946666667,48.1332,26.1319333333,43.8494,9.42459999999,26.5848,74.4726,8.12293333333,51.0878666667,85.4750666666,9.91073333334,8.71946666667
594.14,7.80931666667,37.1258,48.029,26.1694,43.9340666667,9.43133333333,26.5396666667,74.2908666667,8.16999999999,50.9109333333,85.1637333333,9.90866666667,8.76813333333
594.48,7.80121666667,37.1494,47.9531333333,26.196,44.0366,9.4282,26.4432,74.1485333333,8.22493333334,50.7611333333,84.8973333333,9.90453333334,8.77013333333
594.81,7.81783333333,37.2067333333,47.9256,26.2738666667,44.1683333333,9.45999999999,26.4452666667,74.0941333333,8.27099999999,50.6877333333,84.6834000001,9.93540000001,8.83473333334
595.15,7.87446666667,37.3209333333,47.9253333333,26.4034,44.3552666667,9.51573333333,26.458,74.0445333333,8.36699999999,50.6084,84.4962,9.97573333334,8.91553333333
595.49,7.92395,37.3841333333,47.8986666667,26.4467333333,44.4771333333,9.55046666667,26.4324,73.9299333333,8.44580000001,50.4912666667,84.2698666667,10.0414666667,9.0142
595.82,7.9396,37.461,47.8554,26.4952666667,44.6184,9.58820000001,26.3926,73.8778,8.51513333333,50.3975333333,84.0467333334,10.0774666667,9.07606666667
596.16,7.9421,37.4501333333,47.7255333334,26.5068666667,44.6473333333,9.58406666667,26.3034,73.6658,8.53186666666,50.2121333333,83.7526,10.0736666667,9.09946666666
596.50,7.93525,37.4273333333,47.5918,26.4982666667,44.674,9.58766666667,26.1927333333,73.4398,8.5736,50.0046,83.3998,10.0556,9.11313333333
596.83,7.93686666667,37.4570666667,47.5621333333,26.5074,44.7986,9.60826666666,26.103,73.3232666666,8.59760000001,49.9087333333,83.1570666667,10.0478,9.12926666666
597.17,7.90348333334,37.4555333333,47.4254,26.4958666667,44.8620666667,9.57420000001,25.9715333333,73.0992666667,8.60886666667,49.7306666667,82.8295333334,10.003,9.13166666667
597.51,7.85705,37.4316666667,47.3116,26.4876666667,44.9576,9.54653333333,25.8596,72.9572666667,8.61973333334,49.5903333333,82.6073333334,9.96000000001,9.08653333333
597.84,7.84608333333,37.4229333333,47.2458666667,26.517,45.063,9.57166666667,25.7496,72.7736666667,8.67106666667,49.4582666667,82.3359333333,9.95233333334,9.10173333334
598.18,7.81421666666,37.4022666667,47.1488666667,26.5439333333,45.1118,9.56546666667,25.6312666667,72.5748,8.68506666667,49.2629333333,82.0193333334,9.92666666666,9.09993333334
598.52,7.8009,37.4056,47.0488666667,26.5366666667,45.1952,9.56,25.4988666667,72.3386,8.7384,49.0665333333,81.6586000001,9.91039999999,9.09593333333
598.85,7.77566666667,37.3248666667,46.876,26.4837333333,45.2165333333,9.51806666667,25.3006666667,72.0456,8.74673333333,48.8378666667,81.2078666666,9.85766666667,9.06406666667
599.19,7.75885,37.3416666667,46.7782666667,26.5038,45.3502,9.52159999999,25.1496,71.8653333333,8.7544,48.6854666667,80.9046666666,9.80373333333,9.05893333333
599.53,7.74968333334,37.3434,46.6922,26.5084,45.4636,9.50193333333,25.0037333333,71.7048,8.77120000001,48.5687333333,80.623,9.77546666667,9.05146666667
599.86,7.71661666667,37.3294,46.5725333333,26.5196,45.5424,9.47053333333,24.8528666667,71.5012,8.76993333334,48.4083333333,80.2476,9.72406666667,9.01493333333
600.20,7.70475,37.3434666667,46.4643333333,26.5461333333,45.6323333333,9.45526666666,24.7786666667,71.338,8.79406666668,48.2831333333,79.9176000001,9.72673333334,9.0176
600.53,7.68530000001,37.3523333333,46.3484666667,26.5934,45.7294,9.41306666667,24.6900666667,71.1629333333,8.84393333333,48.1198,79.6242000001,9.71293333334,8.98966666667
600.87,7.68896666666,37.3548666667,46.2572666667,26.6317333333,45.7964,9.42179999999,24.6094666666,70.9887333333,8.8604,47.9554666667,79.3386,9.70279999999,9.00693333333
601.21,7.6808,37.4014666667,46.2279333333,26.6827333333,45.9083333333,9.41993333333,24.5413333333,70.9008,8.87853333334,47.8374,79.1186666667,9.68913333333,9.029
601.54,7.71603333333,37.4410666667,46.2088,26.7699333333,46.0359333333,9.44213333334,24.5199333333,70.8464,8.92806666668,47.7132666667,78.933,9.72746666667,9.07793333334
601.88,7.73788333333,37.4714,46.1544666667,26.7903333333,46.1586,9.434,24.4730666667,70.8010666667,8.9574,47.6484,78.7736,9.73393333334,9.09853333334
602.21,7.68143333334,37.4002,46.0124,26.7710666667,46.1722,9.36793333333,24.3526,70.6386666666,8.91586666667,47.497,78.5337333333,9.68979999999,9.02986666666
602.55,7.65868333333,37.3968,45.9073333333,26.7833333333,46.2426666667,9.35020000001,24.2702666667,70.4527333333,8.92840000001,47.339,78.3269999999,9.6828,9.02660000001
602.88,7.68906666666,37.4254,45.8894666667,26.8751333333,46.3634666667,9.38706666666,24.2567333333,70.3656666667,8.98966666667,47.2537333334,78.1489999999,9.71613333333,9.05933333333
603.22,7.68301666666,37.4159333333,45.7768666667,26.9155333333,46.4073333333,9.36746666666,24.1715333333,70.2347333333,9.00226666667,47.1044666667,77.8798,9.71559999999,9.08226666667
603.56,7.72025,37.3816,45.6588666667,26.9422666667,46.4536,9.40993333334,24.1067333333,70.0382666667,9.07313333333,46.92,77.6054,9.7494,9.14333333334
603.89,7.74478333334,37.424,45.6301333333,27.0136666667,46.573,9.43853333333,24.0745333333,69.9798,9.12746666666,46.8508666667,77.4896666667,9.78853333333,9.17766666668
604.23,7.7849,37.4686,45.5927333333,27.0486,46.6858666667,9.48199999999,24.0363333333,69.8945333333,9.1964,46.7566,77.304,9.81919999999,9.23393333333
604.56,7.79231666667,37.496,45.5588666667,27.0733333333,46.7872,9.50253333333,23.9766666667,69.8414,9.25666666667,46.6791333333,77.1414,9.84579999999,9.24406666666
604.90,7.76264999999,37.4510666667,45.407,27.0438666667,46.8016,9.48573333334,23.8402666667,69.6384666667,9.2666,46.4842,76.8456666666,9.79839999999,9.21500000001
605.23,7.73953333333,37.4655333333,45.2951333333,27.0229333333,46.8479333333,9.47506666667,23.7182,69.4506,9.2894,46.3542666667,76.5594000001,9.77553333334,9.19920000001
605.57,7.75396666667,37.4742,45.1992,27.0658,46.9494666667,9.50359999999,23.6274666667,69.2628666667,9.34559999999,46.1980666667,76.2738,9.78066666667,9.24126666667
605.90,7.77305,37.5098666667,45.1698,27.1146,47.1070666667,9.51299999999,23.5453333333,69.1349333333,9.39806666667,46.0988666667,76.0649999999,9.76139999999,9.2742
606.24,7.76523333334,37.549,45.0976,27.1516666667,47.1919333333,9.52953333333,23.4498666667,69.0068,9.41920000001,45.9738666667,75.7974666666,9.75266666667,9.27906666667
606.58,7.75903333333,37.5472,44.9608,27.1467333334,47.2282,9.51933333333,23.3582,68.8074666667,9.45146666666,45.8008666667,75.4945333334,9.73046666666,9.28440000001
606.91,7.72006666666,37.5543333333,44.8830666667,27.1347333333,47.3191333333,9.51266666666,23.2428,68.5978666667,9.46226666667,45.6329333333,75.2273333333,9.69986666666,9.24233333333
607.25,7.69446666667,37.5836666667,44.8197333333,27.144,47.4638666667,9.49586666667,23.1816,68.4986666667,9.49946666666,45.5266,75.0013333333,9.69906666667,9.23986666667
607.58,7.66808333333,37.5602666667,44.7188666667,27.1468,47.5093333333,9.47380000001,23.0444666667,68.3066666667,9.48813333333,45.3462666667,74.7115333333,9.64033333333,9.23213333334
607.92,7.58161666667,37.4118,44.5243333333,27.0813333333,47.4393333333,9.42773333333,22.8897333333,68.0077333333,9.44006666667,45.0847333333,74.3098666667,9.53393333334,9.18126666666
608.25,7.56481666666,37.3204,44.3634666667,27.028,47.4109333333,9.41586666667,22.7586666667,67.7175333333,9.45693333333,44.852,73.9349999999,9.47693333333,9.1774
608.59,7.61241666667,37.3108,44.2949333333,27.0498666667,47.4548,9.44406666666,22.7082666667,67.5301333333,9.51793333332,44.7339333333,73.6586666667,9.50699999999,9.25086666667
608.92,7.59139999999,37.2275333333,44.1249333333,27.0040666667,47.4305333333,9.44520000001,22.5933333333,67.2582,9.51560000001,44.5261333333,73.3441333333,9.45126666667,9.23759999999
609.26,7.55060000001,37.191,43.9816666667,26.9466666667,47.4018666667,9.42626666667,22.4678,67.0143333333,9.52186666667,44.3636666667,73.0457333334,9.38900000001,9.2124
609.59,7.57940000001,37.1629333333,43.7984,26.9256666667,47.3608666667,9.49879999999,22.3776666666,66.7614,9.58553333334,44.1725333333,72.7171999999,9.41333333334,9.26339999999
609.93,7.62848333334,37.1348,43.7119333333,26.9406,47.3900666667,9.55173333334,22.3358,66.5657333333,9.66533333335,44.0402666667,72.4564666667,9.44693333334,9.34473333333
610.26,7.64026666667,37.0722,43.586,26.9324,47.4135333333,9.59693333333,22.215,66.322,9.72233333333,43.8866,72.1588666667,9.45873333333,9.37113333333
610.60,7.7081,36.9936,43.4268,26.9388,47.4024666667,9.66073333334,22.1375333333,66.0256666667,9.82259999999,43.7087333333,71.7925333333,9.46813333333,9.44246666665
610.93,7.72274999999,37.0089333333,43.3422,26.9604,47.4410666667,9.66973333333,22.0221333333,65.8459333333,9.85886666667,43.5678,71.5471333334,9.43506666666,9.45426666667
611.27,7.72881666667,37.0351333334,43.2344,26.9671333333,47.5611333333,9.71506666667,21.944,65.6564666667,9.94086666666,43.4536666667,71.2875333333,9.43893333333,9.50019999999
611.60,7.75595,37.0494666667,43.1234,26.9902666667,47.6563333333,9.7356,21.8233333333,65.4404666667,10.0064666667,43.3242,71.0030666667,9.45860000001,9.5358
611.93,7.81080000001,37.105,43.0676666667,27.0976,47.7716,9.78466666667,21.7811333334,65.266,10.0836666667,43.2706666667,70.8014666667,9.5244,9.60053333333
612.27,7.76746666667,37.0611333333,42.9007333333,27.0932,47.7638666667,9.78120000001,21.6689333333,64.9945333333,10.0877333333,43.0920666667,70.4584000001,9.4944,9.56760000001
612.60,7.78845000001,37.1438,42.9168,27.1936,47.9048,9.81113333333,21.6764,64.9632666667,10.1758,43.0508666667,70.3005333333,9.53313333334,9.64786666665
612.94,7.79786666667,37.1448,42.899,27.2646666667,48.0731333333,9.80793333334,21.6078,64.9245333333,10.2001333333,42.9643333333,70.1732000001,9.55146666667,9.65526666666
613.27,7.78405000001,37.2184,42.9098,27.3336,48.2357333333,9.80306666666,21.5687333333,64.912,10.2384,42.914,70.0436666667,9.55626666666,9.63220000001
613.61,7.73045000001,37.2528666667,42.8274666667,27.3500666667,48.3773333333,9.7396,21.4621333333,64.843,10.2119333333,42.8104,69.8936666667,9.512,9.57506666667
613.94,7.70771666667,37.3171333333,42.8140666666,27.4036666667,48.4922666667,9.6766,21.4021333333,64.8024,10.2241333333,42.7557333333,69.7254,9.49153333333,9.58146666667
614.28,7.66174999999,37.3757333334,42.7687333333,27.477,48.6034666667,9.63026666666,21.3506666667,64.75,10.2346,42.6956666667,69.5821333334,9.48873333333,9.58246666668
614.61,7.65598333334,37.407,42.7175333333,27.5229333333,48.7136,9.6182,21.2935333333,64.6504666667,10.2606666667,42.6383333333,69.4126666667,9.49526666666,9.60406666668
614.94,7.63046666667,37.3749333333,42.6424666667,27.5222666667,48.708,9.5638,21.1834,64.5154,10.243,42.5056666667,69.1897333333,9.45546666667,9.56273333333
615.28,7.70378333333,37.5206666667,42.7022666667,27.6659333333,48.8754666667,9.6364,21.2568,64.5064,10.3324666667,42.5488666667,69.1081999999,9.5498,9.65266666667
615.61,7.70236666667,37.5403333333,42.6730666667,27.663,48.984,9.61593333333,21.2070666667,64.435,10.3461333333,42.4376,68.9187333333,9.52746666667,9.66046666665
615.95,7.78778333333,37.6584,42.7441333333,27.7753333333,49.1871333333,9.67266666666,21.2012666667,64.4605333333,10.4383333333,42.4318,68.8639999999,9.59846666667,9.75753333335
616.28,7.78239999999,37.6617333333,42.6569333333,27.805,49.2524666667,9.64773333333,21.1041333334,64.2836666667,10.436,42.3225333333,68.6806666667,9.58473333333,9.74700000001
616.61,7.77043333333,37.6328,42.5451333333,27.7973333333,49.1958,9.63966666667,21.0173333333,64.0616,10.4351333333,42.1837333333,68.3814000001,9.57993333333,9.75933333334
616.95,7.72398333333,37.5285333333,42.3466666667,27.7314,49.1166666667,9.57413333333,20.8944666667,63.7802666667,10.4048666667,41.9717333333,68.0057333333,9.50253333333,9.74646666667
617.28,7.75731666667,37.5621333333,42.3314,27.7952,49.1616666667,9.64406666666,20.8833333333,63.7044,10.4710666667,41.9316666667,67.8250666667,9.52133333333,9.79433333333
617.62,7.7448,37.5126,42.1808666667,27.7762,49.1738,9.65573333334,20.7991333333,63.4696,10.4689333333,41.7709333333,67.5493333333,9.49599999999,9.77853333333
617.95,7.76626666667,37.5418,42.2228666667,27.8031333333,49.2894,9.67219999999,20.7310666667,63.3858,10.4887333333,41.7008666667,67.4283333333,9.49533333333,9.76333333332
618.28,7.73273333333,37.4586666667,42.1216,27.7704,49.2412,9.64753333334,20.6134666667,63.1828666667,10.4634,41.525,67.1918666667,9.46226666667,9.75220000001
618.62,7.75633333333,37.4934,42.0957333333,27.8284,49.3457333333,9.66200000001,20.6216666667,63.0854,10.5002666667,41.4516,67.0304,9.49040000001,9.78400000001
618.95,7.69348333334,37.4026,41.9844666667,27.7812,49.3615333333,9.5998,20.5028,62.9525333333,10.4631333333,41.2885333333,66.841,9.41126666666,9.70773333334
