wavelength,Back_DigLaff,Belly_DigLaff,Breast_DigLaff,Crissum_DigLaff,Crown_DigLaff,DorTail_DigLaff,Patch10_DigLaff,Rump_DigLaff,Throat_DigLaff,WingTip_DigLaff
195.89,-6861.33333334,-7233.33333333,-3826.66666667,-4713.33333333,-5030.0,-7073.33333333,-11053.3333333,-7433.33333333,-5220.00000001,-9293.33333334
196.27,-863.809480001,-972.380999999,-407.619,-595.237999999,-641.904733334,-882.857333334,-1467.61913333,-950.476133333,-648.5714,-1228.57133333
196.65,-1744.44445333,-1980.00013333,-646.666666667,-1177.77773333,-1214.44443333,-1802.2222,-3022.22226667,-1880.00006667,-1259.99986667,-2697.77786666
197.03,1481.77778667,1833.33333333,602.222199999,979.999999999,1275.55553333,1722.2222,2842.22226667,1708.889,1135.55553333,2548.889
197.40,-446.2858,-621.904799999,-56.1905333332,-286.6666,-463.3333,-634.285666667,-1056.19046667,-565.714333333,-337.142866666,-938.0952
197.78,-141.714426667,-281.904733333,25.7143333334,-97.1427333334,-214.5239,-261.428533333,-493.333333333,-203.3334,-128.5714,-422.380933333
198.16,367.666666667,692.5,123.333333333,359.999999999,551.249999999,595.833333333,1002.5,481.666666666,389.166666666,895.833333333
198.54,315.166666667,694.166666667,86.6666666664,324.166666667,555.416666666,563.333333333,944.166666667,429.166666666,395.833333335,870.000000001
198.92,138.039266667,330.980333333,16.8627333334,139.215666667,272.5491,266.666666667,421.5686,199.215666667,196.862733333,391.372466667
199.30,95.6922399999,181.1966,32.8203999999,100.171,147.948666667,154.871733333,215.3846,124.4444,116.5812,196.239266667
199.68,85.6453866667,156.311933333,33.9006666667,85.2481333334,131.2058,131.2058,185.39,111.4894,104.680866667,172.340333333
200.06,78.9919600001,161.951333333,27.4796666667,85.5285333332,136.260066667,126.991866667,200.1626,109.1058,115.121933333,183.902533333
200.44,67.3212533335,134.909133333,32.8484666665,72.2425333333,107.636333333,109.212066667,155.757666667,90.9090666668,96.4847999999,148.242466667
200.82,83.4,184.333333333,28.4999999999,98.5000000002,139.333333333,141.0,207.0,121.833333333,126.666666667,194.5
201.19,69.58336,160.555666666,29.5833333333,88.7500666668,115.347266667,117.2222,179.305666666,108.194466667,102.916733333,167.083333333
201.57,65.2397999999,144.561533333,32.9825333333,81.6374666665,96.4328333332,96.4912,152.9824,92.1636666669,93.0994000001,145.496933333
201.95,59.7124800001,136.209066667,17.9084666667,76.0784666666,87.9085000001,86.6666000001,149.5424,81.6993999999,88.3659333333,144.5752
202.33,63.5788799999,159.649133333,14.5613333334,88.2456666665,104.298333333,103.3332,184.561133333,94.5612666667,100.701666667,179.473533333
202.71,41.1200000001,176.8,-19.4666666666,80.8,98.9333333333,121.333333333,236.8,96.0000000001,97.0666666667,218.933333333
203.09,36.5615200001,206.666733333,-28.4210666667,106.3158,108.5965,142.456266667,302.4562,111.929866667,112.631666667,264.5614
203.47,-111.0,330.833333334,-195.833333333,105.0,142.5,223.333333333,537.5,120.0,150.0,471.666666667
203.85,-37.9199999999,125.6,-58.6666666666,45.0666666664,51.6,76.2666666667,168.533333333,36.8000000001,58.1333333333,166.133333333
204.22,-52.3590533333,116.666666667,-68.9744666667,45.3845333334,51.0255999999,79.7436666665,158.974266667,29.4870666667,41.0255999999,156.923
204.60,-251.63648,113.9394,-289.091,3.6363333334,18.4849666668,82.4244,245.4546,-53.3333999999,-14.5455333334,253.939266667
204.98,-127.438586667,87.7191999998,-125.964933333,3.5088666668,43.6840666667,82.8069333333,157.543866667,-13.3333333335,9.4736666668,175.0876
205.36,-78.3999999999,76.0,-85.0666666668,13.8666666668,54.6666666665,73.8666666666,116.8,-8.26666666659,20.7999999999,139.2
205.74,-84.0000000001,36.25,-80.6250000001,-5.41666666674,37.8124999999,49.1666666667,71.2499999999,-32.2916666667,-10.4166666665,97.0833333334
206.12,-29.09944,42.5731333333,-18.0115333333,13.9181333335,41.0527666667,47.4852666666,59.1813333334,0.7018,9.3568,73.8012666665
206.50,-20.7671333333,40.6392666667,-9.40639999999,14.2465333334,34.7489333333,36.347,48.2192666667,-0.09126666666,11.4155333334,65.1142666666
206.87,-9.17735999998,40.2126,-0.9219333334,23.5461333333,35.0355666667,32.3404,43.1206,6.2412,15.9573999999,57.0922
207.25,2.24142666668,43.1036,11.5516666667,30.3449333334,41.523,36.7816,43.908,13.7932666667,22.0689333333,55.2298666667
207.63,9.92266666665,43.14,18.9371333333,31.884,42.7294666667,33.1884,43.1884666667,17.3430666667,24.3478666667,55.459
208.01,9.52654666664,38.5024,19.0338666667,31.256,41.7390666667,31.8356666667,43.913,17.7778,22.1256666667,52.6085333333
208.39,10.67564,37.1881333333,22.9932,31.3378666667,41.2472333333,29.3877333333,43.4467333333,19.3196,21.7232666667,48.1632666667
208.77,21.5932266667,45.1153333333,32.4109333333,41.3836,48.5324,36.3941333333,50.3982,27.9244666667,29.8114,54.1300666667
209.14,21.4724266666,44.1310666667,31.8200666667,42.2494,48.6093666666,35.2147333333,49.5706,27.4028,28.9160666667,51.2883333333
209.52,16.8723866666,39.3826666667,28.8476666667,39.6296666667,43.8065333333,33.539,45.7202,22.2634666667,25.4732666667,45.432
209.90,20.78252,40.9580666667,32.2156,42.5548666666,45.4490333334,35.8482,49.1816666667,25.7484666667,30.539,47.3054
210.28,24.1986266667,43.8924666667,34.1615333333,49.3996666667,49.8137,41.9876,53.4988666667,29.9794,34.3684666667,52.3809333333
210.66,25.4722666667,43.4765333333,32.8426,50.2657999999,50.3273,43.1084,54.1512666667,31.4518666667,33.865,51.3702
211.03,26.863,43.3946666667,34.9694666667,50.6749333333,52.7812,44.2943333333,57.1779333333,32.8016,35.8691333333,52.8018
211.41,21.7155066667,38.6666,30.8445333333,46.3111333334,48.7778,42.4,56.2222666667,27.5999333333,31.3777333333,52.8444666667
211.79,13.4153333333,34.1538,26.4102,44.4102666666,44.5128333333,43.8974666667,55.3846,22.1538666667,27.2306666667,49.3333333333
212.17,10.56496,33.6158666667,24.4633333333,47.0056,45.9886,42.5424666667,53.6158,19.2657333333,28.3616666667,47.4010666667
212.55,2.62929333335,32.8349333334,17.3832,44.5484,43.3022,37.9438,49.0964666667,12.461,24.7351333333,47.9751333333
212.92,-7.37188,32.7563333333,15.0001333333,38.7820666667,39.6794333333,31.1537333333,47.0512,6.66673333331,21.3461333333,43.077
213.30,0.23417333332,38.2455333333,22.1636666667,45.1461333333,43.4796333333,35.4969333333,50.9356666667,14.0936,30.3509333333,45.2048
213.68,11.2366533333,42.9518666667,30.4834,50.5852666667,49.8219,38.8803333333,55.6744,23.3078666667,36.6413333333,49.7202
214.06,12.4206133333,44.9744,34.3076666667,50.0513333334,50.6667,37.7435333333,56.923,22.8717333333,37.7947333333,50.5128666667
214.44,11.8309466667,43.3334666667,35.7212666667,46.5672000001,49.2785666667,33.2835333333,55.9204666667,20.9453333333,38.7064,46.6169333333
214.81,4.91056,39.0244666667,33.9837333334,45.7994666667,48.2386666667,27.805,54.0920666667,14.4174,37.3441333333,42.6558666667
215.19,-1.07777333333,34.0555333333,27.6112,41.7221999999,40.4722,21.5,44.9444,7.83326666666,31.6666666667,36.3888666667
215.57,4.18762666667,37.7283333333,30.7162,45.5802666667,43.4073,22.1235333333,44.0986,14.1728,35.9998666666,37.6296666667
215.95,5.59996,34.8506,31.4023333333,43.8621333333,42.0229666667,19.4944,44.0458666667,15.1725333333,33.3793333333,37.0114666667
216.32,-3.04369333334,25.9770666667,26.3908666667,35.7241333333,32.1839,11.3564,37.7010666667,6.06913333332,24.9195333333,30.6207333333
216.70,2.47257333335,24.0928666667,28.5652666667,38.2701333333,32.6161333333,13.7553333333,38.8186,10.2954,24.3038,31.7298666667
217.08,4.65853333335,19.7188,26.225,36.2249333333,30.6024666667,11.9278,34.1767333333,9.7992,20.7228,30.4819333333
