wavelength,Back_DigLaff,Belly_DigLaff,Breast_DigLaff,Crissum_DigLaff,Crown_DigLaff,DorTail_DigLaff,Patch10_DigLaff,Rump_DigLaff,Throat_DigLaff,WingTip_DigLaff
329.14,4.70514666667,3.909,3.1432,3.25206666667,4.46920000001,7.30640000001,20.8005333333,7.42046666667,2.94426666667,6.06333333333
329.51,4.19304,3.488,2.72406666667,2.89373333333,4.01613333334,6.80833333333,20.3461333333,7.0286,2.53353333333,5.53373333333
329.88,4.04946666667,3.42706666667,2.55386666667,2.7694,3.87149999999,6.79226666667,20.2811333333,6.96006666667,2.46373333333,5.36406666667
330.24,3.8642,3.33953333333,2.43746666666,2.6794,3.77196666666,6.71833333334,20.1156,6.8748,2.37873333333,5.25753333333
330.61,4.27682666667,3.83206666667,2.95346666667,3.16826666667,4.2742,7.1956,20.623,7.34466666668,2.8718,5.76133333333
330.98,4.63402666666,4.3342,3.3282,3.51626666667,4.64463333334,7.54100000001,21.0166666667,7.74126666667,3.22246666666,6.1512
331.34,4.53924,4.24553333333,3.22473333333,3.41733333333,4.52196666666,7.45273333334,20.9489333333,7.61559999999,3.08993333333,5.8912
331.71,4.52941333333,4.415,3.316,3.44386666666,4.68379999999,7.46666666667,20.9988,7.70860000001,3.164,5.95133333333
332.08,4.27909333333,4.0174,3.01473333333,3.02653333333,4.4107,7.16113333333,20.6797333333,7.37873333333,2.83453333333,5.62173333333
332.44,4.4116,4.07573333333,3.164,3.06686666667,4.59696666666,7.2582,20.8196,7.4762,2.90093333333,5.72486666667
332.81,4.50129333333,4.06806666667,3.2838,3.1932,4.73603333333,7.36666666666,20.8749333333,7.408,3.1038,5.7966
333.18,4.67745333333,4.20673333333,3.4768,3.32926666667,4.96229999999,7.63146666667,21.0378666667,7.53593333333,3.45093333333,6.018
333.54,4.90114666667,4.33446666667,3.70173333333,3.42626666667,5.10009999999,7.9208,21.3872,7.75913333333,3.67766666667,6.21006666667
333.91,5.15601333333,4.65533333334,4.04633333333,3.62993333333,5.37383333333,8.13853333334,21.7700666667,8.01226666667,3.9644,6.4726
334.28,5.30324,4.75026666667,4.1936,3.77866666667,5.53416666667,8.24426666667,21.9336666667,8.08433333333,4.15173333333,6.51753333333
334.64,5.05452,4.5062,3.93693333333,3.5758,5.25206666667,7.93353333333,21.6052,7.8694,3.8726,6.17093333333
335.01,4.82730666667,4.1314,3.60293333333,3.34246666667,5.01600000001,7.66919999999,21.3372666667,7.58753333333,3.53486666667,5.8762
335.38,4.81928,4.1044,3.57933333333,3.35866666667,5.02976666667,7.71359999999,21.2661333333,7.59586666665,3.51833333333,5.85833333333
335.74,4.92268,4.1384,3.64246666667,3.51273333333,5.11323333333,7.85046666667,21.3712666667,7.68360000001,3.51266666667,5.88726666667
336.11,5.18706666667,4.42446666667,4.00493333333,3.79233333333,5.37153333333,8.12353333333,21.636,7.99973333332,3.78346666667,6.08546666667
336.47,5.32346666667,4.5346,4.1236,3.9612,5.50716666667,8.2242,21.6896666667,8.15806666666,3.9124,6.207
336.84,5.30301333333,4.51826666667,4.06966666667,3.851,5.4346,8.19373333334,21.7484,8.16659999999,3.7612,6.1224
337.21,5.46419999999,4.66346666667,4.1218,3.9722,5.46046666667,8.21553333333,21.7040666667,8.30313333333,3.7594,6.23646666667
337.57,5.46517333333,4.6548,4.0572,4.04466666667,5.50033333333,8.16506666667,21.6316,8.26039999999,3.73173333333,6.25433333333
337.94,5.48596,4.562,3.92813333333,4.0932,5.53046666666,8.20186666666,21.5994,8.2592,3.62166666667,6.29306666667
338.31,5.37053333333,4.4304,3.81786666667,3.9508,5.40646666667,8.22026666667,21.5662666667,8.16720000001,3.39553333333,6.1688
338.67,5.42190666667,4.44953333333,3.8572,3.9994,5.46810000001,8.2956,21.6164,8.21353333333,3.42393333333,6.27786666667
339.04,5.54296,4.62493333333,4.07906666667,4.20206666667,5.5795,8.42353333333,21.6654666667,8.31566666667,3.66033333333,6.45226666667
339.40,5.52334666667,4.60253333333,4.04693333333,4.15466666667,5.51773333333,8.39786666667,21.7104666667,8.25286666667,3.638,6.46486666667
339.77,5.5948,4.70126666667,4.0838,4.1578,5.50909999999,8.43833333333,21.6281333333,8.31786666668,3.66313333333,6.50146666667
340.14,5.59797333333,4.71246666667,4.00973333333,4.15166666667,5.43556666666,8.45606666666,21.4704,8.24513333335,3.61773333333,6.4572
340.50,5.50649333333,4.62933333333,3.90946666667,4.02493333333,5.27870000001,8.3964,21.3888,8.12386666666,3.48913333333,6.31493333333
340.87,5.45024,4.56473333333,3.904,3.9708,5.17273333333,8.36366666667,21.3226666667,8.06399999999,3.46453333333,6.2684
341.23,5.23890666667,4.43166666667,3.87613333333,3.83913333334,5.11476666667,8.29073333333,21.2259333333,7.96020000001,3.4054,6.06893333333
341.60,5.14794666667,4.31366666667,3.827,3.644,5.0572,8.23353333334,21.0960666667,7.87526666667,3.30386666667,5.9198
341.96,5.10892,4.38606666667,3.87286666667,3.56853333333,5.0528,8.25386666667,21.1414666667,7.87033333333,3.30806666667,5.7972
342.33,5.22078666667,4.55386666667,3.93713333333,3.64353333333,5.19259999999,8.29313333333,21.1948666667,7.94839999999,3.493,5.93646666667
342.70,5.47488,4.77433333333,4.1216,3.7972,5.45209999999,8.56899999999,21.5149333333,8.16013333332,3.67226666667,6.0594
343.06,5.46614666667,4.66513333333,4.05166666667,3.672,5.3759,8.54866666667,21.4962,8.11566666667,3.5996,5.91353333333
343.43,5.58969333333,4.66513333333,4.11306666667,3.72393333333,5.42733333334,8.54346666667,21.4849333333,8.21033333333,3.67373333333,5.90406666667
343.79,5.50534666666,4.51086666667,4.01773333333,3.6218,5.31176666666,8.47140000001,21.4975333333,8.09620000001,3.59393333333,5.712
344.16,5.61922666666,4.50746666667,4.06966666666,3.6982,5.44333333333,8.48319999999,21.5894,8.19006666668,3.65013333333,5.813
344.52,5.66790666666,4.443,4.07986666667,3.67973333333,5.43996666666,8.45366666667,21.6404666667,8.22486666667,3.68813333333,5.80126666667
344.89,5.78357333334,4.51673333333,4.22353333333,3.82786666667,5.53573333333,8.50226666666,21.6895333333,8.32806666667,3.79606666667,5.94253333333
345.25,6.01398666667,4.7042,4.39533333334,4.04573333333,5.70283333334,8.55946666667,21.8149333333,8.45033333333,3.98066666667,6.165
345.62,6.07433333334,4.78246666667,4.49053333333,4.17113333333,5.75966666666,8.6144,21.8486,8.47720000001,3.9994,6.25266666667
345.99,5.99271999999,4.63066666667,4.422,4.065,5.63386666666,8.43633333333,21.6435333333,8.28940000001,3.887,6.179
346.35,5.88811999999,4.50846666667,4.3532,3.9876,5.54269999999,8.33853333334,21.5682666667,8.24546666667,3.78413333333,6.1194
346.72,5.77228000001,4.3608,4.21833333333,3.8896,5.38153333333,8.19773333333,21.3586,8.14373333333,3.75633333333,6.07573333333
347.08,5.80586666666,4.39093333333,4.1988,3.92573333333,5.42630000001,8.24133333333,21.4751333333,8.28053333333,3.8112,6.12753333333
347.45,5.67309333334,4.38286666667,4.16726666666,3.83786666667,5.34673333333,8.11880000001,21.4138,8.18826666667,3.72533333333,6.02526666667
347.81,5.78816,4.5604,4.28013333333,3.99806666667,5.5803,8.2434,21.5754666667,8.30259999999,3.88966666667,6.20306666667
348.18,5.71521333334,4.5076,4.20946666667,3.97873333333,5.51669999999,8.18373333334,21.5578,8.23259999999,3.85053333333,6.11213333333
348.54,5.6254,4.49146666667,4.1338,3.97013333333,5.49323333334,8.1576,21.5014666667,8.23833333332,3.75713333333,6.0844
348.91,5.6238,4.55846666666,4.07373333334,4.02213333333,5.55106666667,8.18926666667,21.5928666667,8.3146,3.77373333333,6.02953333333
349.27,5.40972,4.39133333333,3.87386666667,3.84206666667,5.34626666667,8.06706666666,21.4842666667,8.17926666667,3.57326666667,5.79893333333
349.64,5.436,4.45686666667,3.85073333333,3.86613333333,5.35163333333,8.05866666667,21.6388666667,8.25246666668,3.63473333333,5.8314
350.00,5.49913333334,4.52226666667,3.86673333334,3.93366666667,5.43913333334,8.18153333333,21.7997333334,8.45699999999,3.70966666667,5.8892
350.37,5.43356,4.46746666667,3.75973333333,3.89053333333,5.38843333334,8.09400000001,21.7672,8.38473333332,3.6358,5.76273333333
350.73,5.30757333334,4.38973333333,3.68506666667,3.7898,5.30746666666,8.04206666666,21.7657333333,8.31013333333,3.47793333333,5.6278
351.10,5.17282666667,4.33466666667,3.63386666667,3.6814,5.22763333333,7.94186666666,21.6742,8.16866666667,3.38306666667,5.52093333333
351.46,5.21134666667,4.3396,3.6614,3.72586666667,5.3204,8.11053333333,21.8232666667,8.27299999999,3.3916,5.5378
351.83,5.02202666667,4.09846666667,3.55926666667,3.54673333333,5.164,7.91873333333,21.6422666667,8.14426666666,3.20573333333,5.38026666667
352.19,5.03822666667,4.15253333333,3.63246666667,3.5506,5.18943333333,7.97613333333,21.7280666667,8.21393333333,3.2526,5.46873333333
352.55,5.20671999999,4.31886666667,3.8906,3.70826666667,5.31516666667,8.125,21.8720666667,8.36799999999,3.39233333333,5.61533333333
352.92,5.07595999999,4.13453333333,3.76073333333,3.41493333333,5.1126,7.93433333333,21.6728666667,8.16886666666,3.19726666667,5.47486666667
353.28,5.14007999999,4.14873333333,3.8218,3.41593333333,5.19870000001,7.98406666667,21.6991333333,8.17213333333,3.2178,5.51546666667
353.65,5.33287999999,4.3112,4.0072,3.62066666667,5.43306666667,8.21080000001,21.7659333333,8.32819999999,3.43593333333,5.68593333333
354.01,5.46516000001,4.4428,4.1604,3.76553333333,5.54353333334,8.28173333334,21.7703333333,8.39560000001,3.5654,5.7958
354.38,5.57529333334,4.5466,4.31813333333,3.84013333333,5.66776666667,8.43173333333,21.834,8.47553333333,3.6628,5.89326666667
354.74,5.63374666666,4.57526666667,4.3744,3.84566666667,5.70913333333,8.43220000001,21.8241333334,8.49180000001,3.69506666667,5.931
355.11,5.63471999999,4.58373333333,4.39993333333,3.8242,5.73829999999,8.44913333333,21.8228,8.44820000001,3.6874,5.99546666667
355.47,5.58593333333,4.5138,4.3202,3.77246666667,5.70046666666,8.372,21.6964666667,8.38079999999,3.6328,5.98906666667
355.83,5.67512,4.64686666666,4.403,3.88233333334,5.74206666667,8.52066666667,21.7959333333,8.4588,3.72606666667,6.10246666667
356.20,5.72350666668,4.69893333333,4.48346666667,3.908,5.83183333334,8.54379999999,21.8212666666,8.51906666667,3.7624,6.1488
356.56,5.56114666667,4.51746666667,4.2742,3.6968,5.72446666666,8.39099999999,21.7037333333,8.30920000001,3.64853333333,5.96766666667
356.93,5.60243999999,4.57173333334,4.36353333333,3.83186666667,5.83743333334,8.46659999999,21.7406666667,8.3552,3.75706666667,6.042
357.29,5.53870666667,4.50013333333,4.2692,3.7568,5.75163333333,8.38999999999,21.7540666667,8.31659999999,3.7126,6.03853333334
357.66,5.40666666667,4.39686666666,4.16153333333,3.59713333333,5.63573333333,8.29426666667,21.7332,8.24766666667,3.57213333333,5.909
358.02,5.21065333334,4.24146666666,3.99593333333,3.43666666667,5.50273333334,8.19306666667,21.6433333333,8.06539999999,3.40486666667,5.7988
358.38,5.19804,4.19073333333,3.93186666667,3.45833333333,5.42220000001,8.16466666667,21.5775333333,8.05106666667,3.36846666667,5.75773333333
358.75,5.11952,4.08833333333,3.818,3.45246666667,5.32946666667,8.06660000001,21.4815333333,7.96806666666,3.23886666667,5.68613333333
359.11,5.12,4.04686666667,3.78253333333,3.46386666667,5.34213333333,8.12146666666,21.5336666667,7.98106666665,3.20106666667,5.59406666667
359.48,5.10161333333,4.02986666667,3.724,3.40173333333,5.31073333334,8.06726666666,21.5067333333,7.93220000001,3.22566666666,5.53606666667
359.84,4.95573333333,3.8314,3.52433333333,3.234,5.1333,7.8814,21.343,7.7312,3.03146666667,5.338
360.20,4.81064,3.73473333333,3.3596,3.12753333333,5.00343333333,7.74046666666,21.2500666667,7.58759999999,2.90166666667,5.16173333333
360.57,4.93774666667,3.90833333333,3.4754,3.2786,5.10319999999,7.85853333333,21.3524666667,7.73486666667,3.00653333333,5.28093333333
360.93,4.93701333333,3.899,3.43753333333,3.27993333334,5.0896,7.87673333333,21.4347333333,7.75973333334,2.9878,5.27473333333
361.29,4.95201333333,3.96653333333,3.47246666667,3.33113333333,5.11766666667,7.91333333333,21.4297333333,7.78859999999,2.99753333333,5.282
361.66,4.89609333333,3.8796,3.4238,3.29386666667,5.04706666667,7.81973333333,21.3664666667,7.71600000001,2.93633333333,5.23093333333
362.02,5.01008,3.98286666667,3.53966666667,3.38886666667,5.15520000001,7.9182,21.4756666667,7.86313333333,3.0614,5.3096
362.39,4.87410666667,3.90133333333,3.44973333333,3.2448,5.06200000001,7.80133333333,21.4409333333,7.79513333333,2.9522,5.24786666667
362.75,4.79948,3.9072,3.40633333333,3.17353333333,5.03756666666,7.78339999999,21.4522666667,7.7728,2.95266666667,5.21866666667
363.11,4.87889333333,4.0338,3.46113333334,3.23146666667,5.09513333334,7.8288,21.5133333333,7.84699999999,3.0246,5.31673333333
363.48,4.95232,4.08746666667,3.55886666667,3.31346666667,5.15346666667,7.91073333333,21.5812,7.93966666666,3.0612,5.3816
363.84,5.01056,4.14953333333,3.62366666667,3.36806666667,5.2693,7.974,21.7186,8.02986666667,3.1178,5.4598
364.20,5.01324,4.1264,3.63066666667,3.33733333333,5.27836666667,8.03239999999,21.7316,8.03673333334,3.10973333333,5.4898
364.57,4.99116,4.06873333333,3.63933333333,3.3792,5.29020000001,8.06080000001,21.7472666667,8.02793333333,3.11,5.477
364.93,5.00757333333,4.09426666667,3.68173333333,3.40173333333,5.32723333333,8.07893333334,21.6714666667,8.01780000001,3.1018,5.49753333333
365.29,5.12005333333,4.17133333333,3.79126666667,3.46273333333,5.45040000001,8.18246666666,21.7639333333,8.1112,3.21913333333,5.56686666667
365.66,5.18634666667,4.20233333333,3.82726666667,3.52506666667,5.50453333334,8.23859999999,21.7902666667,8.14080000001,3.2512,5.60753333333
366.02,5.16245333333,4.16146666667,3.82346666667,3.51393333333,5.45613333333,8.18373333333,21.7063333333,8.02380000001,3.1774,5.553
366.38,5.34873333333,4.29133333333,3.95773333333,3.69266666667,5.66646666667,8.36133333334,21.8476,8.1532,3.35366666666,5.69846666667
366.75,5.46602666667,4.37126666667,4.1034,3.81426666667,5.79866666666,8.48873333334,21.9138666667,8.20759999999,3.44073333333,5.80486666667
367.11,5.43844,4.28313333333,4.05646666667,3.8362,5.76553333333,8.45353333333,21.82,8.15626666668,3.45366666667,5.7964
367.47,5.47570666667,4.34066666667,4.07733333334,3.90766666667,5.81336666666,8.50093333333,21.8651333333,8.17673333333,3.48573333333,5.892
367.84,5.53168,4.39266666667,4.145,3.9476,5.83443333333,8.56859999999,21.8630666667,8.22726666666,3.5652,5.98333333333
368.20,5.53658666667,4.3564,4.13366666667,3.97626666667,5.80523333333,8.51933333333,21.7933333333,8.20473333333,3.56686666667,5.96806666667
368.56,5.61833333333,4.4154,4.1482,3.97266666667,5.85710000001,8.53140000001,21.8392666667,8.25533333333,3.548,6.0222
368.93,5.53141333333,4.2936,4.02466666667,3.8456,5.75043333334,8.4238,21.8094666666,8.19073333333,3.47293333333,5.90626666667
369.29,5.52596,4.27993333333,3.999,3.90333333333,5.78306666666,8.45046666667,21.8502,8.19606666666,3.46166666667,5.9052
369.65,5.59821333333,4.34273333333,4.0634,3.9612,5.84686666667,8.52733333333,21.9234666667,8.26366666667,3.52606666667,5.9366
370.01,5.6416,4.31126666667,4.03106666667,3.95286666667,5.83849999999,8.53313333334,21.9644,8.3126,3.5078,5.968
370.38,5.55849333333,4.25506666666,4.0122,3.8502,5.73569999999,8.41740000001,21.835,8.21213333335,3.40146666667,5.882
370.74,5.57261333333,4.23353333333,4.00453333333,3.853,5.66950000001,8.34313333333,21.8586,8.21899999999,3.38966666667,5.81813333333
371.10,5.60136,4.23646666666,4.06273333333,3.85713333334,5.62919999999,8.33793333334,21.8549333333,8.23039999999,3.36486666667,5.77366666667
371.46,5.57877333334,4.18966666667,4.0546,3.8208,5.58200000001,8.28946666667,21.8152666667,8.16573333332,3.32653333334,5.66113333333
371.83,5.61133333333,4.21573333333,4.06573333333,3.85046666667,5.60716666666,8.25399999999,21.8446666667,8.17286666668,3.34093333333,5.6146
372.19,5.76856,4.3946,4.21206666667,3.9742,5.75509999999,8.38973333333,22.0446666666,8.34926666667,3.48106666667,5.763
372.55,5.85461333334,4.43746666667,4.29253333334,3.99846666667,5.79806666666,8.46960000001,22.0679333333,8.392,3.56333333333,5.8082
372.92,6.01625333334,4.5726,4.4692,4.1426,5.91849999999,8.61920000001,22.1825333333,8.51206666666,3.66706666667,5.9866
373.28,6.01189333333,4.51706666666,4.42553333333,4.05033333333,5.79906666666,8.48853333333,22.088,8.51773333332,3.58826666667,5.9184
373.64,5.95556,4.4812,4.37306666667,3.98573333333,5.71713333334,8.40753333334,22.0482,8.49873333333,3.5188,5.8756
374.00,5.96721333334,4.5434,4.42133333333,4.02693333333,5.76183333333,8.45413333333,22.0776,8.53619999999,3.5786,5.87586666667
374.37,6.07297333334,4.63993333333,4.45146666667,4.11666666667,5.84680000001,8.55539999999,22.2058,8.63066666667,3.65973333333,5.93553333333
374.73,6.09190666667,4.65433333333,4.3938,4.07126666667,5.86283333333,8.57026666666,22.1734666667,8.6526,3.65666666667,5.96313333333
375.09,5.98243999999,4.5856,4.30986666667,3.92386666667,5.83786666667,8.50659999999,22.1429333333,8.56279999999,3.55826666667,5.90033333333
375.45,6.04333333333,4.62513333333,4.33033333333,3.93386666667,5.90986666667,8.56686666667,22.2668,8.66713333335,3.59126666667,5.94046666667
375.81,6.10598666667,4.6934,4.41693333333,3.9898,5.96033333334,8.58240000001,22.2505333333,8.71786666667,3.6612,5.96306666667
376.18,6.05134666667,4.58793333333,4.31753333333,3.9018,5.86089999999,8.51413333333,22.1908666667,8.63373333335,3.55646666667,5.85306666667
376.54,5.96728000001,4.497,4.23926666667,3.8736,5.80333333334,8.44659999999,22.0939333333,8.5616,3.54633333333,5.7894
376.90,5.90500000001,4.45606666667,4.1396,3.8348,5.75616666667,8.41339999999,22.0652666666,8.51593333333,3.509,5.7084
377.26,5.8862,4.42013333333,4.0974,3.793,5.748,8.45,22.082,8.47200000001,3.45786666667,5.64
377.63,5.94033333333,4.43886666667,4.1272,3.827,5.79253333334,8.50626666666,22.1153333333,8.47459999999,3.50113333333,5.65366666667
377.99,5.86657333333,4.37913333333,4.02326666667,3.762,5.72036666666,8.42680000001,22.0498666667,8.40393333333,3.40986666667,5.5612
378.35,5.82007999999,4.32626666667,3.98766666667,3.73586666667,5.69266666667,8.35293333334,21.9753333333,8.3474,3.3682,5.53126666667
378.71,5.83189333333,4.3616,4.04426666667,3.8056,5.72523333334,8.39240000001,21.9510666667,8.33426666665,3.398,5.54
379.07,5.85199999999,4.38713333333,4.06566666667,3.8638,5.75816666667,8.431,21.9462,8.38073333333,3.42613333333,5.5424
379.44,5.85762666666,4.41666666667,4.11313333333,3.92253333333,5.7742,8.47046666666,21.8927333333,8.37006666665,3.46586666667,5.59433333333
379.80,5.85591999999,4.40326666667,4.0824,3.92546666667,5.74973333333,8.54013333333,21.89,8.42186666667,3.46986666667,5.63753333333
380.16,5.84569333334,4.44406666667,4.13413333333,3.959,5.78440000001,8.57639999999,21.8729333333,8.44620000001,3.48993333333,5.663
380.52,5.73026666666,4.38086666666,4.02793333333,3.86626666666,5.67049999999,8.46279999999,21.7752666667,8.36033333333,3.33326666667,5.5512
380.88,5.66775999999,4.33473333333,4.00113333333,3.8012,5.61939999999,8.3806,21.7182,8.29493333333,3.2866,5.49426666666
381.24,5.64521333333,4.32266666667,4.0088,3.82386666667,5.62890000001,8.36613333333,21.6926666667,8.25186666667,3.29546666667,5.5264
381.61,5.67909333334,4.37626666667,4.04373333333,3.83953333333,5.65430000001,8.38526666667,21.7107333333,8.31060000001,3.33473333333,5.56926666667
381.97,5.73989333333,4.4306,4.1366,3.8964,5.70586666667,8.43633333333,21.7210666667,8.38586666668,3.38473333333,5.65406666667
382.33,5.8018,4.4842,4.18686666667,3.9346,5.68646666667,8.47926666667,21.7556666667,8.42579999999,3.44106666667,5.69546666667
382.69,5.86998666666,4.55593333333,4.24646666667,3.95793333333,5.74756666667,8.54706666666,21.8826,8.51513333335,3.5104,5.7876
383.05,5.93507999999,4.61673333333,4.2912,4.0262,5.76533333333,8.56353333333,21.9688,8.56586666667,3.53666666667,5.84366666667
383.41,5.96989333334,4.67426666667,4.31053333333,4.06173333333,5.79186666666,8.5612,21.979,8.62873333334,3.58993333333,5.88326666667
383.77,5.96964000001,4.67793333333,4.33106666667,4.07326666667,5.78866666666,8.52359999999,21.9982,8.60533333334,3.56766666667,5.87173333333
384.14,5.94730666666,4.67253333333,4.3086,4.06493333333,5.77809999999,8.51126666667,21.9646,8.576,3.57726666667,5.8406
384.50,6.00984,4.73913333333,4.38353333333,4.10066666667,5.84886666667,8.56953333333,22.063,8.61626666667,3.6442,5.88593333333
384.86,6.10241333334,4.82513333333,4.46393333333,4.1742,5.93120000001,8.64706666667,22.1296,8.72299999999,3.7318,5.96373333333
385.22,6.14055999999,4.8858,4.499,4.21926666667,5.98746666666,8.7116,22.174,8.78786666668,3.80546666667,6.0378
385.58,6.08293333334,4.8274,4.41933333333,4.17086666667,5.97099999999,8.66773333333,22.1187333333,8.74613333332,3.7412,5.9726
385.94,6.10401333334,4.80686666667,4.43,4.186,6.01266666667,8.68300000001,22.1385333333,8.75406666668,3.78753333333,5.9706
386.30,6.10997333333,4.80106666667,4.45613333333,4.2072,6.07786666667,8.73600000001,22.1907333333,8.80340000001,3.7986,5.98073333333
386.66,6.06134666667,4.74506666667,4.4312,4.17193333333,6.03943333333,8.69220000001,22.0972666667,8.77153333333,3.7774,5.9058
387.03,6.09685333333,4.76586666667,4.43333333333,4.18713333333,6.06883333334,8.70553333334,22.0466,8.77706666666,3.82393333333,5.93646666667
387.39,6.06748000001,4.70386666667,4.38926666667,4.125,6.02986666667,8.66853333333,22.0129333333,8.69159999999,3.74326666666,5.89246666667
387.75,6.08061333334,4.7416,4.39906666667,4.13466666667,6.05250000001,8.69333333333,22.0078,8.69380000001,3.7446,5.89286666667
388.11,6.05808,4.70233333333,4.39146666667,4.1008,6.02193333333,8.66106666666,21.9757333333,8.65966666668,3.72553333334,5.88933333333
388.47,6.07204000001,4.70873333333,4.4032,4.14086666667,6.03019999999,8.68920000001,21.9890666667,8.69913333335,3.7486,5.929
388.83,6.1232,4.73973333333,4.46406666667,4.205,6.09029999999,8.73893333334,21.9877333333,8.73033333335,3.81426666667,5.98206666667
389.19,6.15653333333,4.79113333333,4.51573333334,4.22626666667,6.12053333334,8.76800000001,21.9964666667,8.75593333332,3.845,5.9848
389.55,6.16557333333,4.82666666667,4.55146666667,4.25826666667,6.10376666667,8.79093333333,21.9875333333,8.77613333334,3.88473333333,6.02786666667
389.91,6.10838666667,4.81633333333,4.48173333333,4.2092,6.0223,8.72293333333,21.9557333333,8.73806666667,3.8532,5.99233333333
390.27,6.15706666666,4.86086666667,4.53793333333,4.25106666667,6.05659999999,8.75359999999,21.9589333333,8.77926666667,3.9164,6.027
390.63,6.14465333333,4.84466666667,4.5048,4.2316,6.03269999999,8.75186666666,21.9775333333,8.74946666667,3.87953333333,5.97793333333
391.00,6.10653333333,4.8062,4.48133333333,4.17513333333,5.98766666667,8.70493333333,21.9984666667,8.7338,3.83006666667,5.92646666667
391.36,6.11577333334,4.83753333333,4.515,4.20213333333,5.98746666667,8.6928,21.9888666667,8.77206666667,3.87286666666,5.94
391.72,6.09797333333,4.82746666666,4.5094,4.18066666667,5.97806666666,8.69366666666,21.9816666667,8.7854,3.87966666667,5.96126666667
392.08,6.14697333334,4.84186666667,4.48986666667,4.21106666666,5.99976666667,8.71406666666,22.0168,8.815,3.89113333334,5.98773333333
392.44,6.17973333333,4.89453333333,4.5214,4.24393333333,6.04393333334,8.73686666666,22.0298,8.82066666667,3.94173333333,6.00993333333
392.80,6.18365333334,4.92106666667,4.50766666666,4.22566666667,6.02900000001,8.73053333333,22.0544,8.83166666667,3.912,5.99506666667
393.16,6.17806666666,4.91073333333,4.51606666667,4.23813333334,6.02873333333,8.74133333334,22.0516,8.84726666667,3.88026666667,6.00293333333
393.52,6.23328000001,4.96133333333,4.5812,4.26926666667,6.09056666667,8.77346666666,22.117,8.89006666667,3.9102,6.05993333333
393.88,6.23424000001,4.95933333333,4.60173333333,4.27273333333,6.08496666666,8.77926666667,22.0951333333,8.90013333333,3.89193333333,6.05026666667
394.24,6.20757333333,4.9492,4.57006666667,4.24213333333,6.05380000001,8.72706666667,22.0572666667,8.86846666666,3.853,6.03513333333
394.60,6.23931999999,4.9846,4.6074,4.2806,6.05786666667,8.73353333333,22.0475333333,8.89940000001,3.87813333333,6.07753333333
394.96,6.21504000001,4.96953333333,4.5934,4.26193333333,6.03653333334,8.71673333334,22.0386,8.88426666667,3.85346666667,6.0794
395.32,6.23676,4.9986,4.58813333333,4.24933333333,6.05959999999,8.76200000001,22.0614666667,8.91779999999,3.843,6.0916
395.68,6.18912,4.932,4.53313333333,4.1898,6.01996666667,8.7192,22.0406,8.84673333335,3.80766666666,6.026
396.04,6.24887999999,5.00586666667,4.6106,4.2384,6.06716666667,8.76826666667,22.0845333333,8.91426666665,3.87993333333,6.0902
396.40,6.12859999999,4.87886666667,4.52093333333,4.10686666667,5.93843333333,8.6424,21.9707333333,8.82099999999,3.76946666667,5.99313333333
396.76,6.00814666667,4.77153333333,4.4278,4.01526666667,5.8467,8.539,21.8623333333,8.73093333334,3.67946666667,5.90093333333
397.12,6.01254666667,4.77126666667,4.41486666667,4.0112,5.82653333333,8.4964,21.8524666667,8.70393333333,3.69453333333,5.89633333333
397.48,6.02149333334,4.77026666667,4.43466666667,4.0492,5.82,8.50346666667,21.8372,8.69653333332,3.71886666667,5.896
397.84,6.01545333333,4.7652,4.40846666666,4.04626666667,5.82263333334,8.48466666667,21.8151333333,8.66860000001,3.72926666667,5.90893333333
398.20,5.99529333333,4.766,4.3924,4.04306666667,5.8342,8.50053333334,21.8472666667,8.64626666667,3.7136,5.8894
398.56,5.94791999999,4.7156,4.34666666667,4.00593333333,5.82820000001,8.48426666666,21.7951333333,8.60593333333,3.68193333333,5.86526666667
398.92,5.95994666666,4.7438,4.38373333333,4.039,5.8708,8.50180000001,21.716,8.6208,3.75566666667,5.88033333333
399.28,5.9546,4.68813333333,4.3874,4.02853333333,5.84743333333,8.48553333334,21.6944666667,8.57800000001,3.73973333334,5.85226666667
399.64,5.96446666667,4.71433333333,4.40286666667,4.0552,5.86026666666,8.50266666666,21.6644666667,8.59146666667,3.75066666667,5.88906666667
400.00,5.88622666667,4.66386666667,4.347,3.98313333333,5.81960000001,8.42086666667,21.5844,8.50686666667,3.66446666667,5.81113333333
400.36,5.91220000001,4.67926666667,4.35666666667,4.00666666667,5.84766666667,8.44760000001,21.6010666667,8.5218,3.6732,5.83286666667
400.72,5.92862666667,4.67666666667,4.34566666666,4.01466666667,5.85996666667,8.47653333334,21.6345333333,8.51746666666,3.68693333333,5.83946666667
401.08,5.89825333333,4.63706666667,4.32573333333,3.9982,5.8404,8.46266666667,21.5948,8.49053333335,3.66946666666,5.81586666667
401.44,5.78450666667,4.52473333333,4.2142,3.864,5.73896666667,8.35720000001,21.4985333333,8.37053333334,3.5402,5.70706666667
401.80,5.75229333333,4.50533333334,4.19853333333,3.83633333333,5.7124,8.33993333333,21.5231333333,8.35226666667,3.49306666667,5.676
402.16,5.74657333333,4.4866,4.18186666667,3.8166,5.6617,8.30879999999,21.4659333333,8.35546666666,3.4708,5.66026666667
402.52,5.80969333334,4.5516,4.24266666667,3.85506666667,5.72523333334,8.34273333333,21.5356,8.41513333335,3.53186666667,5.71746666666
