wavelength,Back_TanNicm,Belly_TanNicm,Breast_TanNicm,Crissum_TanNicm,Crown_TanNicm,DorTail_TanNicm,Patch10_TanNicm,Patch11_TanNicm,Patch12_TanNicm,Patch13_TanNicm,Patch14_TanNicm,Rump_TanNicm,Throat_TanNicm,WingTip_TanNicm
191.71,167.762525,134.155266667,130.2741,180.9132,147.762533333,162.465666667,206.027466667,144.6576,121.0046,161.8264,227.032066667,163.287733333,182.009133333,151.507
192.09,152.943766667,127.878866667,126.883133333,163.722933333,132.987066667,149.783533333,189.697,131.2554,106.926533333,149.870133333,215.5844,146.9264,167.965266667,144.588733333
192.47,154.504775,126.8598,128.888866667,172.4638,132.3672,150.724733333,194.975866667,128.792266667,102.029,160.0966,229.1786,151.594266667,174.8792,150.821266667
192.85,150.751158334,129.4836,129.201833333,173.333466667,130.610333333,157.182933333,191.079733333,124.882666667,102.723066667,158.873266667,228.9202,151.831066667,172.957733333,154.8356
193.23,177.833316667,154.333333333,157.0556,213.999933333,154.777866667,194.6666,224.111066667,145.333266667,121.333333333,185.888866667,273.222133333,185.111066667,199.333333333,181.777666667
193.61,232.538691667,203.410933333,208.372,285.5814,203.410866667,262.945666667,294.263666666,186.6668,158.294533333,246.666733334,375.503933333,252.0932,259.689933333,249.147333333
193.99,234.3478,204.3478,204.710233333,276.956333333,202.318866667,266.3768,288.2608,187.826,171.739133333,242.3188,367.826133333,259.710133333,260.724533333,248.5508
194.37,194.30975,167.1872,176.562233333,220.520533333,170.833066667,218.4372,233.5416,160.104,147.499866667,193.541466667,286.874733333,212.395666667,211.978866667,206.666466667
194.75,175.17615,150.704066667,161.6902,194.553933333,156.432,194.7418,211.737066667,144.8826,130.704266667,172.582266667,262.347466667,189.6714,189.577533333,183.755733333
195.13,177.0027,157.634333333,169.355,204.193533333,166.881733333,210.8602,231.075333334,148.602266667,133.548466667,185.053866667,282.473133333,206.989133333,196.236666667,195.161133333
195.51,182.600583333,167.471266667,177.4137,213.448266667,183.1034,221.7242,245.7472,158.3908,141.609133333,193.908066667,303.2184,217.471333333,208.275733333,209.885133333
195.89,166.219716667,148.115933333,157.971,189.178866667,168.212533333,197.0048,219.613466667,144.2512,131.111066667,177.584533333,269.275333333,194.1064,188.2124,193.429933333
196.27,176.244025,157.8744,166.425066667,206.183666667,183.671466667,211.980666667,230.435,156.1352,145.990333333,187.9226,276.328466667,210.048333333,202.029,205.217266667
196.65,184.734316667,172.946933333,179.081966667,213.333266667,195.748866667,230.241466667,242.995133333,167.9228,160.579666667,195.362266667,287.922733333,220.0966,215.362466667,218.6474
197.03,196.317241667,179.462266667,189.946066667,222.1506,204.731133333,242.580733333,262.688266667,171.612866667,167.204266667,203.440866667,306.989266667,232.2582,227.634333333,232.7956
197.40,169.392933333,157.8096,160.428633333,187.9048,176.9524,207.7142,231.333333333,145.714333333,144.666733333,177.333266667,267.4286,199.333266667,198.761933333,204.571466667
197.78,191.3334,180.888866667,178.722133333,210.777733333,196.666666667,234.4444,259.333333333,159.7778,156.999933333,195.5554,303.666733333,220.333466667,221.1112,226.555533333
198.16,250.811391667,241.754333333,246.140433333,290.175533333,268.070266667,319.122866667,353.8596,195.438733333,185.263133333,265.087533333,443.333533333,297.543933333,297.368466667,310.5264
198.54,284.650591667,271.6128,269.032066667,346.881666667,307.311733333,359.569866667,408.817266667,224.9462,203.225866667,311.827933333,527.957,340.000066667,342.5806,352.688133333
198.92,310.7,294.666666667,288.933333333,406.4,334.666666667,410.933333333,470.4,245.6,214.133333333,343.466666667,632.8,385.066666667,391.466666667,396.266666666
199.30,322.881983333,298.333333333,283.7501,418.888933333,332.7778,416.111133334,480.5556,250.277733333,211.9444,340.833333333,663.3334,389.722266666,408.333333333,410.833266667
199.68,302.3,275.733333333,263.866666667,391.2,304.533333333,392.0,443.466666667,217.066666666,175.2,295.2,624.266666667,359.466666667,367.2,371.2
200.06,444.313558333,412.549066666,380.196133333,582.3528,430.196,576.862666666,631.7646,316.078333334,243.137266667,420.392266667,920.392066667,523.921533334,534.117533333,517.254866667
200.44,590.063958333,532.307600001,482.0513,760.512866667,572.307733333,762.564066667,821.538533334,425.641066667,297.436,563.076933332,1220.51273333,669.743599999,699.487200001,666.666666667
200.82,943.229166667,810.833333332,735.833333333,1228.33333333,908.333333333,1180.0,1270.83333333,689.166666667,394.166666667,897.499999999,1980.0,1089.16666667,1101.66666667,1053.33333333
201.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.57,-822.592608333,-655.555666667,-662.962900001,-1114.81486667,-762.963066667,-1016.29633333,-1076.29633333,-600.740799999,-286.666600001,-802.222266667,-1824.4444,-948.148199999,-1002.22226667,-893.3332
201.95,1778.125,1356.66666667,1404.16666667,2556.66666667,1658.33333333,2230.0,2435.0,1348.33333333,603.333333333,1863.33333333,4116.66666667,2103.33333333,2340.0,2001.66666667
202.33,585.297708333,467.142733333,460.714366667,815.237999999,556.666666667,720.476266667,801.4286,460.476199999,273.809466667,613.809533333,1234.762,687.142933334,749.523733334,670.952400001
202.71,1851.66666667,1508.33333333,1359.16666667,2551.66666667,1723.33333333,2325.0,2616.66666667,1295.0,758.333333331,1950.0,4115.0,2113.33333333,2381.66666667,2151.66666667
203.09,-1852.08333333,-1411.66666667,-1330.0,-2578.33333333,-1683.33333333,-2320.0,-2603.33333333,-1273.33333333,-751.666666668,-2015.0,-4090.0,-2045.0,-2348.33333333,-2155.0
203.47,-970.476233333,-747.619200001,-713.3335,-1358.09533333,-899.047466667,-1246.66653333,-1359.04766667,-638.095333333,-343.809533334,-1079.04766667,-2260.9524,-1102.85733333,-1300.95233333,-1172.38106667
203.85,-489.513883333,-362.777733333,-359.444466666,-735.555533333,-466.666733333,-661.666666668,-745.555533334,-320.5556,-169.999999999,-589.4446,-1262.77773333,-574.999999999,-730.555533334,-626.666666667
204.22,-311.444441667,-233.7776,-231.7778,-509.777866667,-328.0,-477.333266666,-558.222266666,-193.333333333,-79.1111333334,-432.444466666,-933.333400001,-409.777733334,-513.7778,-468.888933333
204.60,-202.129658333,-136.6666,-135.9259,-354.074133333,-202.5926,-334.4446,-417.777733333,-87.0370000001,-20.7406666669,-296.666666667,-731.111,-295.185266667,-361.1112,-348.889
204.98,1251.94459167,911.111200001,881.1111,2166.66653333,1335.5556,2251.11106666,2737.7778,546.666666667,368.888933334,1904.44453333,4482.22226667,1900.00006667,2311.11106667,2177.77786667
205.36,357.430516668,291.111200001,250.555599999,576.111133334,365.0,583.3334,696.111133334,170.5554,132.222200001,491.666533333,1128.33333333,501.666666667,613.333333333,609.444533334
205.74,282.65625,239.166666667,156.875,431.666666667,282.5,432.083333333,529.583333333,132.083333333,99.5833333334,372.499999999,844.166666667,388.749999999,460.416666667,461.25
206.12,381.666691666,310.303,229.9999,578.181666666,393.333333335,595.151533333,732.727266667,146.666466667,129.697000001,511.5152,1193.33333333,533.939399999,614.545399999,646.060599999
206.50,-3165.83333333,-2100.0,-1266.66666667,-5213.33333333,-2933.33333333,-5159.99999999,-6873.33333333,-453.333333334,-306.666666673,-4506.66666667,-11993.3333333,-4433.33333333,-5620.00000001,-5600.00000001
206.87,-77.75,-20.6666666666,3.1666666668,-196.333333333,-60.0000000001,-173.333333333,-259.333333333,60.0,55.6666666666,-139.0,-519.333333333,-135.0,-193.0,-183.666666667
207.25,-37.2220750001,-6.4198666668,30.1234666666,-104.9382,-27.9012666666,-101.728466667,-166.666666667,74.3209333334,52.3456666668,-76.7901333331,-356.2964,-85.9259333333,-112.098733333,-113.0864
207.63,-32.3147000001,0.5555333332,25.0926,-88.8889999999,-17.4074666666,-73.3334000001,-128.148133333,53.3331999999,35.7408,-63.8888666667,-272.777866667,-67.4074666667,-72.4073999999,-88.1482
208.01,-52.3284500001,-14.3136,18.4315,-106.470666667,-31.1765333331,-87.4508666666,-148.0392,46.4707999999,25.2940666667,-80.3922,-301.764666667,-90.5883333333,-82.9412,-109.803866666
208.39,-50.9285583333,-14.2856666666,12.0000333334,-108.952266667,-26.4762000002,-84.0001333331,-139.8096,49.5238666666,19.6190000001,-69.7142666667,-293.523866667,-92.0000000001,-85.1429333333,-103.619
208.77,-64.5160750001,-26.0215333334,4.6235666666,-143.871,-49.0322,-101.935533333,-164.946333333,39.7848666667,7.74199999994,-88.1721333334,-341.935466667,-120.0,-121.290333333,-133.5484
209.14,-42.4645083332,-19.0071333331,6.31206666666,-99.2906666667,-31.7730666667,-53.0497333333,-107.659533333,20.8511333333,7.09226666666,-46.9502666667,-222.4114,-75.6028666667,-72.7658666667,-91.3475999999
209.52,-35.6665916667,-11.7576000001,7.51519999994,-87.8787999999,-33.3333333333,-49.3333333333,-102.787866667,14.6668000001,0.48479999994,-38.6668000001,-188.8486,-67.3940000001,-62.7878000001,-76.1212666667
209.90,-29.2370750001,-13.0515999999,3.61500000014,-72.2064666667,-30.1407333334,-45.3522666665,-82.6292000001,6.9484,-3.0987333334,-28.6385333333,-147.605533333,-52.3944,-51.1736666667,-60.0940666669
210.28,-37.6256583331,-22.7396,-1.87223333332,-83.6529999999,-42.6484000001,-53.8812,-92.7854666667,-8.03653333339,-13.6073333333,-37.1689333334,-154.703266667,-60.3653999999,-55.7991333333,-67.5797333334
210.66,-51.740175,-37.5489999999,-13.7746,-104.019666667,-61.4706000001,-71.9607333331,-107.352866667,-22.9412,-20.2940666666,-50.2939333333,-179.215666667,-76.8626666666,-65.4901333333,-86.6665333331
211.03,-74.9027250001,-66.7778666666,-29.3333999999,-139.555533333,-91.6668000001,-99.1111333335,-142.8888,-54.8888666667,-39.1112666666,-79.8890666667,-225.111066667,-109.2222,-98.8889333332,-118.888866667
211.41,-93.6969750002,-95.6364666667,-46.4847000001,-177.575733333,-117.575733333,-124.7274,-172.363666667,-74.9091333333,-51.6364,-100.4848,-263.0304,-137.4546,-127.636333333,-139.6364
211.79,-75.8194166667,-86.111,-32.3890333332,-154.7778,-99.2223333333,-107.333333333,-147.8888,-58.6665999999,-40.0000000002,-75.8888666667,-231.999933333,-114.222333333,-108.777666666,-112.2222
212.17,-48.1480083331,-60.8332666665,-9.95370000006,-117.870466667,-69.4443999999,-77.4999333335,-111.4814,-34.6296,-22.2222000001,-52.4074666667,-179.3518,-83.4258666665,-78.2408000001,-79.4444666667
212.55,-45.6944916668,-59.0740666667,-6.62043333334,-116.759133333,-67.3147999999,-75.0926666666,-107.222266667,-35.1852000001,-19.0739333333,-51.4814666666,-178.796333333,-81.6667333333,-73.8890000001,-74.9074666667
212.92,-48.3100833334,-61.2036666666,-9.12040000008,-116.851866666,-64.9999999999,-79.9074666668,-105.2778,-36.4814666667,-13.7037333334,-54.5370000001,-180.462933334,-80.0926,-67.6851333334,-71.2037999999
213.30,-43.6873083333,-54.4291999999,-5.70776666672,-108.401666666,-54.6118666667,-80.0914666668,-97.9908666667,-32.4201333334,-5.75346666673,-52.0548666667,-174.8858,-73.1507333333,-59.0866666666,-60.9132666667
213.68,-44.7677583333,-63.7158666666,-1.91266666666,-127.541,-55.1913333333,-93.9889333333,-110.2732,-36.9398666666,-0.87433333346,-62.0764666666,-202.185866667,-79.8906666667,-62.9509333333,-62.1857999999
214.06,-65.5233333332,-95.8138666667,-10.4651333334,-186.046533333,-79.0698,-138.6046,-164.961266667,-64.1860666667,-9.45733333326,-98.4496000001,-293.023266667,-116.124133334,-90.8528000002,-92.4031333334
214.44,-80.3507999998,-118.070266667,-18.3334,-214.385933333,-90.0001333333,-157.8948,-187.5438,-68.4210666667,-16.6667333332,-111.754333333,-330.175333333,-137.894733333,-109.649133333,-111.754266667
214.81,-50.3727916667,-93.6841999999,-0.7896,-193.508666666,-66.4911999999,-138.245666667,-163.5088,-45.9649333333,-1.57900000014,-92.1054,-298.947333333,-117.0176,-107.543666667,-92.8070000001
215.19,-48.842625,-79.9999999999,4.6297333334,-192.407466667,-52.2221999998,-136.4814,-156.111133333,-28.5185999999,5.74079999986,-87.7777333333,-296.111133333,-119.074,-102.7778,-92.9628666666
215.57,-54.4949500002,-70.9089999999,3.9394666666,-197.373666667,-44.6464666668,-148.080933333,-155.151533333,-28.6868666666,10.5050000001,-94.1415333333,-307.2726,-115.353466667,-108.686866666,-107.6768
215.95,-488.571408334,-516.190600001,-208.095166666,-1178.0952,-439.999933334,-922.857133334,-972.381066667,-357.142866667,-158.095466667,-708.5714,-1639.99993333,-782.857133333,-729.523800001,-718.0952
216.32,416.474466667,403.076999999,286.4104,783.589799999,377.435933334,618.461533333,664.102533333,358.974333333,206.153933333,511.794866667,1018.46166667,547.692333333,539.999933334,523.5898
216.70,429.294800001,411.794866667,285.897433334,799.4872,385.641066667,603.076933332,681.538466668,373.846266667,214.359066667,516.410199999,1012.3076,555.384599999,539.999999999,532.8206
217.08,391.055666667,387.555599999,290.6668,730.666666667,354.666666666,515.999999999,633.777866667,339.999933333,250.666666667,468.888866667,890.666600001,501.777799999,522.222133333,474.666666667
217.46,289.841233333,286.6668,229.523866667,541.5874,279.6826,364.126933333,462.2222,243.8094,207.301533333,338.0952,639.0478,375.238066667,402.539666667,348.254
217.83,507.878874999,509.090866667,411.818233333,964.848533334,508.484866665,641.212066667,838.787866665,416.363666666,338.787799999,563.636266667,1189.697,683.636400001,715.757466667,665.454533333
218.21,441.969774999,464.242466667,363.333366667,918.787933332,464.848533333,584.242466667,747.272666667,340.606000001,269.696866667,478.1818,1104.84853333,627.878799999,659.394,634.545333334
218.59,374.358866667,392.820533333,324.615366667,759.487199999,396.923,502.564066667,623.077066667,318.461599999,202.051133334,390.769133334,915.384666667,521.538400001,577.435933333,538.974266667
218.97,233.9,244.266666667,191.866666667,407.2,241.6,295.466666667,356.266666667,206.933333333,134.4,220.533333333,516.266666667,302.933333333,315.466666667,306.133333333
219.34,173.882116667,189.755933333,160.8129,276.097466667,186.016133333,215.284533333,249.756066667,163.577266667,111.707466667,164.715466667,355.934933333,217.235733333,227.804866666,226.504
219.72,152.833333333,168.8,146.0,242.666666667,168.133333333,193.466666667,227.066666667,150.533333333,106.666666667,150.666666667,315.2,199.466666667,205.333333333,200.0
220.10,139.494616667,153.879933333,132.677433333,208.524533333,154.972666667,171.912666667,206.3388,142.841466667,105.573866667,140.9836,275.081933333,180.874333333,189.398933333,185.136666667
220.47,160.939783333,179.9998,152.1984,248.794333333,186.241133333,208.652333333,243.120466666,168.652466667,119.432666667,168.510733333,341.5604,217.0212,229.219933333,223.546133333
220.85,147.421391667,169.182333333,143.6478,224.0252,174.213933333,196.100733333,222.138266667,158.3648,112.452733333,158.993733333,313.081866667,196.1006,208.301933333,209.685666667
221.23,131.588658333,146.4582,123.802033333,186.0416,154.6874,174.791733333,190.104133333,141.145733333,94.6876000001,144.270866667,270.208266667,170.312466667,172.916666667,186.249866667
221.61,133.258808333,146.467733333,128.507566667,180.795933333,156.7166,179.701466667,186.7662,144.676533333,92.7362666666,149.154333334,267.661666667,171.840733333,172.4378,186.765933333
221.98,124.967925,132.991466667,117.307666667,164.871733333,144.957133333,161.795,170.598333333,135.641066667,91.1965333333,143.077,238.803466667,159.829133333,161.709333333,170.085333333
222.36,129.347325,133.975933333,120.281066667,166.586333333,149.478,161.526133333,170.522066667,136.706933333,96.3051999999,148.835266667,236.947666667,165.943733333,165.461933333,169.7992
222.74,123.735925,133.258466667,112.2098,162.546866667,145.168666667,156.329533334,162.172266667,130.337133333,95.7302666665,147.565466667,228.1648,161.048733333,160.374533333,161.872733333
223.11,129.958741667,139.7532,120.082333333,171.5226,151.4402,166.337466667,175.802533333,139.917666667,99.6707333333,161.646133333,245.0206,175.555533333,168.312666667,169.464933333
223.49,118.029308333,128.3138,108.195966667,160.078466667,141.725466667,155.607866667,165.4902,130.117533333,92.8626666667,150.196066667,225.882266667,166.196066667,155.137333333,152.235466667
223.87,123.278533333,134.5614,107.280733333,167.456133333,150.000133333,163.157933333,176.6668,137.193,95.7896000001,158.5964,242.807133333,175.0,163.333466667,161.140266667
224.24,129.072408333,141.3978,109.623533333,184.301,155.1614,177.311866666,185.376333333,143.2258,93.9785333334,164.9462,272.150533333,188.064666667,171.720466667,172.903266667
224.62,110.822233333,124.533266667,95.6444333333,159.1112,128.800066667,149.511066667,161.9556,124.8,83.0222,137.1556,228.000066667,161.955533333,145.866533333,147.1112
225.00,116.036366667,131.7948,99.4017,165.812066667,130.5984,149.3162,164.358933333,128.205066667,90.8547333334,138.888933333,226.581266667,168.376133333,154.53,148.6324
225.38,116.357041667,140.190533333,99.2857999999,177.523933333,133.7144,154.5714,172.9522,130.666666667,93.7143333333,141.619,235.523733334,178.666733334,165.9048,150.0
225.75,109.326483333,134.063933333,87.7624333333,170.502266667,121.187333333,146.484,164.292133333,119.178133333,86.8494,134.5206,216.5298,163.835466667,155.981733333,144.6574
226.13,103.689033333,130.081333333,87.1951333335,161.300933333,116.422733333,134.959266667,151.5446,111.707266667,84.0650000001,126.910466667,199.268333333,151.300866667,144.959333333,135.691
226.51,104.096466667,135.020133333,89.1566,158.3936,116.224933333,133.895533333,153.654466667,109.236933333,84.8995999999,128.112533333,198.313266667,151.967866667,142.9718,138.956
226.88,97.3579416667,122.954533333,81.8938666666,144.848533333,105.454666667,123.484866667,142.499866667,99.4696,76.9697333333,115.9848,180.8332,144.469733333,131.8182,129.469733333
227.26,82.1250166665,102.6112,69.1389666667,120.7222,90.1665333333,99.3888666667,116.3888,82.5000666666,68.2778666667,95.3334000001,142.722266667,120.2222,112.166533333,108.7222
227.64,74.3538166666,91.8356666666,61.4974666667,107.198066667,81.7874000001,91.1111999999,104.637733333,75.5071999999,63.9614,86.2318000001,128.164133333,110.5314,99.1790000001,100.0
228.01,68.0458333333,81.7154666665,57.3877333333,95.0487333333,74.4249333333,82.4170000001,91.8907333333,67.6802666667,59.1424,78.0896666666,110.799333333,98.7134,86.8616,86.7056666666
228.39,62.4206416667,74.1445999999,52.1164333333,89.3826,70.8642666666,77.1076000001,87.2663333334,62.7161333333,54.6384,74.4972000001,102.786666667,93.933,81.3754666667,78.9418
228.76,55.1482166667,64.8397333332,44.5992666667,79.0706666666,63.8462000001,70.0960666667,78.8780666667,54.3269333333,50.2243333333,67.4038,90.4168666666,86.4743333333,73.0448666667,70.2885333334
229.14,49.1170166667,57.6561333333,39.6955666667,71.7807333333,58.7215333333,66.4232,72.6636,48.4932,45.0837999999,62.3136,82.8918666667,80.4565999999,66.9405999999,63.6529333334
229.52,48.2389916667,54.8718,37.2699666667,70.7089999999,56.7120000001,64.9472666667,71.3726,47.7828000001,44.1629999999,61.2970666667,81.0858666667,80.0301999999,65.2490000001,62.6847333333
229.89,48.5818416667,56.2866666667,38.6695666667,70.4678666666,56.9590666666,63.5964,72.6608666667,49.2982,46.3742666666,61.3158000001,81.6667333334,83.2455999999,65.4094666667,62.807
230.27,50.3767166667,56.318,38.9958666667,68.8144000001,55.7044000001,63.8214,72.3570666667,50.9623333333,47.3918666667,61.3668,80.5299999999,83.6541333333,64.8535999999,61.9802666667
230.65,50.2607666667,53.8166666667,39.7328666667,67.1755333333,53.4605333333,61.0942666667,70.0507333333,52.2646666667,48.0153333333,59.6438,78.7278,80.6616000001,62.9008,59.5419333333
231.02,50.9620166667,55.6242666667,42.1363,69.9099333333,55.5984,61.1840666666,72.1234666667,54.4917333334,49.7038666667,62.5226,81.7760666666,82.6769333334,65.2510666666,60.6949333333
231.40,49.3571083333,55.4558666667,41.7415333333,71.2381333333,55.5646666667,61.6598666667,72.8162666667,53.3606,48.8163333333,63.4286,83.9727333333,82.2585333334,63.3196666666,60.6259333333
231.78,53.2563916667,59.5516666667,45.1401666667,76.3865333333,60.3081333332,65.294,76.9467333333,55.9103999999,50.6443333334,68.2352666667,88.9077333333,85.7423333334,67.1709333333,63.1092
232.15,53.078325,59.77,46.0775666667,76.5517333335,60.2873999999,66.0058,76.8678,57.5575333334,50.4883333333,67.9310666667,90.1149333333,86.4942666667,66.9252,63.8219333333
232.53,55.4999666667,63.8551333334,49.5217666667,77.4492666666,63.6232000001,69.0726000001,79.6812000001,60.6376666667,52.8117333334,71.8260666667,94.0579333333,89.8261333333,69.6811999999,67.2174
232.90,61.6479083333,72.7055333332,56.1882000001,85.7101333333,71.0313333334,76.2031333333,86.7862666667,68.1913999999,57.7578,78.7743333333,104.275,97.0403333333,76.9207333334,75.4259333333
233.28,61.5127833335,74.0240000001,56.5014666667,84.0240666666,71.2614000001,74.8649333333,87.3273333333,69.2792666667,58.2281333334,78.0781333333,105.315266667,97.4474666665,77.3573333334,76.3964
233.66,55.1033,68.3747333333,51.5840333333,75.9227999999,65.5096000001,67.9337333334,79.752,63.3058000001,52.7272666667,70.4130666667,97.6308666667,90.3857333335,71.2396666667,69.945
234.03,53.3201583333,65.5511333334,49.0970666667,72.6161333333,64.0637333333,66.3743333334,76.3080666667,60.8764000001,49.9866,69.1898000001,94.9533999999,87.5696666666,69.3227333334,67.0915333333
