wavelength,Back_ThrCyaf,Belly_ThrCyaf,Breast_ThrCyaf,Crissum_ThrCyaf,Crown_ThrCyaf,DorTail_ThrCyaf,Patch10_ThrCyaf,Patch11_ThrCyaf,Rump_ThrCyaf,Throat_ThrCyaf,WingTip_ThrCyaf
511.36,11.2240666667,26.6902666667,18.7026666667,18.9906666667,20.9537333333,11.3379666667,12.9539333333,5.1946,11.9243866667,17.3432666667,10.0068666667
511.70,11.3019333333,26.6713333333,18.6708,19.1525333333,20.8902666667,11.3865460317,13.0453333333,5.1718,12.0109733333,17.3276,10.0146666667
512.05,11.3782,26.6573333333,18.6537333333,19.3204,20.8262666667,11.4163,13.1477333333,5.16273333333,12.1144533333,17.3232666667,10.0184666667
512.40,11.4612,26.675,18.6674666667,19.5068666667,20.8070666666,11.4784,13.29,5.16373333333,12.259,17.3437333333,10.0394666667
512.75,11.554,26.6956,18.6950666667,19.6944,20.7744,11.5361603175,13.4202,5.17786666667,12.38568,17.385,10.0597333333
513.09,11.5942666667,26.6704666667,18.6567333333,19.8307333333,20.6914,11.5751634921,13.5068,5.15806666667,12.4739333333,17.3588,10.0216666667
513.44,11.6734666666,26.6565333333,18.6614666667,19.9985333333,20.6335333333,11.6210555556,13.6103333333,5.15873333333,12.5854933333,17.3623333333,10.0378666667
513.79,11.7880666667,26.7136,18.7048666667,20.1882,20.6391333333,11.7094222222,13.7458,5.19353333333,12.7371733333,17.411,10.0860666667
514.13,11.8845333333,26.7279333333,18.7226666667,20.3568666667,20.6299333333,11.7711460318,13.8700666667,5.2226,12.8716266667,17.43,10.1304666667
514.48,11.9429333333,26.7183333333,18.7335333333,20.5077333333,20.5906666667,11.8176968254,13.9776,5.23553333333,12.9740133333,17.4328,10.135
514.83,12.0192666667,26.7078666667,18.7258666667,20.6548666667,20.5462,11.8756,14.0763333333,5.23266666667,13.0784933333,17.4360666667,10.1428
515.17,12.1382,26.7282666667,18.7476666667,20.8393333333,20.4957333334,11.9610142857,14.1986,5.27773333334,13.2101466667,17.4620666667,10.1754666667
515.52,12.2320666667,26.7635333333,18.7620666667,21.0069333333,20.4730666667,12.0515873016,14.3117333333,5.28826666667,13.3491066667,17.4968,10.2083333333
515.87,12.2802666666,26.7371333333,18.7323333333,21.1371333333,20.4069333333,12.1103698413,14.4036666667,5.26346666667,13.4186,17.478,10.1748
516.21,12.3325333333,26.7133333333,18.6956666667,21.2571333333,20.3484,12.136815873,14.4398666667,5.23493333333,13.4651733333,17.4638,10.1724
516.56,12.3724666667,26.693,18.6544666667,21.3635333333,20.295,12.1605619048,14.5040666667,5.1978,13.5144133334,17.4256,10.1789333334
516.91,12.4416,26.7154666667,18.6704666667,21.5022666666,20.2874,12.2128920635,14.5840666667,5.20846666667,13.5903333333,17.4400666667,10.2309333333
517.25,12.5179333333,26.7438,18.6698666667,21.6145333333,20.2747333333,12.2618333333,14.6578,5.23213333333,13.67104,17.4593333333,10.2470666667
517.60,12.5272666667,26.7088666667,18.632,21.6864,20.1864666667,12.243,14.6833333333,5.18913333333,13.6941866666,17.4142666667,10.2222
517.95,12.5508,26.6904,18.6040666667,21.7654666667,20.1150666667,12.2454619048,14.7139333333,5.16853333333,13.7233866667,17.3760666667,10.2043333333
518.29,12.6020666667,26.7036666667,18.6127333333,21.8603333334,20.0648666667,12.2640523809,14.7709333333,5.1688,13.7809466667,17.3840666667,10.2193333333
518.64,12.6396666667,26.6860666667,18.5932,21.9292666667,20.0087333333,12.2700587302,14.818,5.1798,13.8183466667,17.3821333333,10.2131333333
518.99,12.6521333333,26.6654666667,18.5538666667,21.9663333333,19.9528,12.2614047619,14.8412,5.1676,13.8438533333,17.3618,10.2089333333
519.33,12.6999333333,26.6734,18.5686666667,22.0594666667,19.9236,12.2861412698,14.9096666667,5.205,13.9026266667,17.3846666667,10.2432
519.68,12.7448666667,26.6749333333,18.5681333333,22.119,19.8825333334,12.3016968254,14.9526666667,5.2268,13.9518533333,17.3997333333,10.2780666666
520.02,12.7888666667,26.6794,18.5744,22.2073333333,19.8392666667,12.3369365079,15.0191333333,5.26826666667,14.0151333333,17.4146666667,10.3008
520.37,12.8401333333,26.6918,18.5946666667,22.3028,19.8158,12.3831746032,15.0806666667,5.31073333333,14.0842933333,17.4419333333,10.3185333333
520.72,12.8733333333,26.7216666667,18.5988,22.3831333333,19.7678,12.3879714286,15.1277333333,5.3146,14.12704,17.4494,10.3190666667
521.06,12.8818666667,26.6987333333,18.5916666667,22.4526666667,19.7012666667,12.3919063492,15.163,5.3068,14.16264,17.4294666667,10.3126666667
521.41,12.9137333333,26.6957333333,18.5888666667,22.5208666667,19.6725333333,12.4248142857,15.2192666667,5.33546666667,14.2243866667,17.4378666667,10.3178666667
521.75,12.9962,26.759,18.6062,22.6428,19.6702,12.5008476191,15.2968666667,5.378,14.3183733333,17.4971333333,10.3841333333
522.10,13.0338,26.7477333333,18.5928666667,22.7078666667,19.6480666667,12.5495650794,15.352,5.405,14.3770133333,17.4862666667,10.4092
522.45,13.0690666667,26.7464666667,18.5937333333,22.7796666667,19.64,12.5852174603,15.4044666667,5.39073333333,14.43736,17.4748666667,10.4287333333
522.79,13.0926,26.7659333333,18.6032666667,22.8768666667,19.6195333333,12.6188952381,15.4611333333,5.3692,14.4888,17.4776,10.4451333334
523.14,13.1343333333,26.7563333333,18.5942666667,22.9346666667,19.5880666667,12.6352920635,15.4874666667,5.3446,14.51084,17.456,10.4388
523.48,13.1656666667,26.7932,18.5918,23.0147333333,19.58,12.6818206349,15.5387333333,5.34733333333,14.5669066667,17.4391333333,10.4505333333
523.83,13.1895333333,26.799,18.5806,23.0638,19.5508666667,12.6901,15.5870666667,5.3202,14.6097866666,17.4237333333,10.4559333333
524.17,13.2172,26.7889333333,18.5592666667,23.1288,19.5149333333,12.723884127,15.6310666667,5.32013333333,14.64612,17.4369333333,10.4756
524.52,13.2228,26.7302666667,18.5168,23.1413333333,19.4633333333,12.7284,15.6526,5.30486666667,14.6739066667,17.3984666667,10.4676
524.87,13.2556,26.7264,18.4964666666,23.1938,19.4358666666,12.7489920635,15.684,5.2978,14.69008,17.3816666667,10.4836666667
525.21,13.2978,26.7294666667,18.4876,23.2451333333,19.4157333333,12.7930650794,15.7198666667,5.3062,14.7307466667,17.3990666667,10.5263333333
525.56,13.3009333333,26.7054,18.4826,23.2887333333,19.3831333333,12.7957444444,15.743,5.29193333333,14.7497733333,17.3787333333,10.5186
525.90,13.2630666667,26.6598,18.4366666667,23.3075333333,19.306,12.7603079365,15.735,5.24286666667,14.7371333333,17.3457333333,10.4759333333
526.25,13.2776666667,26.6763333333,18.4500666667,23.3722666667,19.2851333333,12.7865142857,15.7773333333,5.253,14.7888266666,17.3605333333,10.4856
526.59,13.2878666667,26.6958666667,18.4438666667,23.4311333333,19.2563333334,12.8074142857,15.8140666667,5.2418,14.8108533333,17.3657333333,10.4892
526.94,13.2788666667,26.688,18.4208,23.4696,19.2104666667,12.8060650794,15.831,5.22493333333,14.83032,17.3501333333,10.4750666667
527.28,13.2873333333,26.6852666667,18.4152666667,23.5231333333,19.1878,12.8075079365,15.8623333333,5.221,14.8538533333,17.3576,10.4812
527.63,13.2994,26.6869333333,18.409,23.5580666667,19.1599333333,12.8265142857,15.8860666667,5.22573333333,14.8752666667,17.3616,10.4936666666
527.97,13.3026,26.6782,18.4062666667,23.5847333333,19.1111333333,12.8155174603,15.8939333333,5.2124,14.8839333333,17.3396,10.4872
528.32,13.3151333334,26.6985333333,18.4161333333,23.6352,19.0788,12.8316031746,15.912,5.21606666667,14.90228,17.3489333333,10.4860666667
528.66,13.3236,26.6971333333,18.4096,23.6606,19.0360666666,12.8406444444,15.9335333334,5.228,14.9312133333,17.3604666667,10.4839333333
529.01,13.3176,26.6896666667,18.3932666667,23.6798,18.9827333333,12.8281714286,15.9422,5.22693333333,14.9412666667,17.3496666667,10.4692666667
529.35,13.31,26.668,18.3738,23.6865333333,18.9247333333,12.8278825397,15.9533333333,5.22573333333,14.9419066667,17.3362666666,10.4594
529.70,13.3473333333,26.6976,18.3999333333,23.7469333333,18.9042,12.8677730159,15.9996666667,5.2624,14.9864533333,17.3670666667,10.4922666667
530.04,13.3406,26.6814666667,18.3706,23.774,18.8268666667,12.8599031746,16.0014,5.26473333333,14.97964,17.3485333333,10.4846666667
530.39,13.3606666667,26.6484,18.3608,23.7936,18.7687333333,12.8756063492,16.0138,5.2862,15.0035733333,17.3434,10.4975333333
530.73,13.3765333333,26.6397333333,18.3529333333,23.8292,18.7171333333,12.8844492063,16.0369333333,5.30186666667,15.0317866667,17.3466,10.5127333333
531.08,13.3888666666,26.6133333333,18.3312666667,23.8502666667,18.6494,12.8929380952,16.047,5.31286666667,15.04956,17.339,10.5177333333
531.42,13.4025333333,26.606,18.3265333333,23.8937333334,18.5954666667,12.9178222222,16.0693333333,5.32173333333,15.0776533333,17.3322666667,10.5161333334
531.77,13.4162666666,26.6300666667,18.3142666667,23.9412666667,18.5844,12.9467539683,16.1054666667,5.32933333333,15.1112666667,17.3456,10.5343333333
532.11,13.4088,26.5932666667,18.2846666667,23.9621333333,18.54,12.9358476191,16.1198666667,5.312,15.1232533333,17.3274666666,10.5356
532.46,13.4194,26.5901333333,18.2854,24.0048,18.5245333333,12.9497809524,16.1465333333,5.3198,15.14224,17.3156666667,10.5520666667
532.80,13.4607333333,26.6016666667,18.3092666667,24.0657333333,18.5245333333,12.9862873016,16.1907333333,5.33633333333,15.1788133333,17.3386,10.5884666666
533.15,13.5004,26.6357333333,18.3270666667,24.122,18.535,13.0237936508,16.2316,5.36253333333,15.2237066667,17.3708,10.6136
533.49,13.5322666667,26.6471333334,18.3255333333,24.1595333333,18.5286,13.0466777778,16.2645333333,5.36713333333,15.2573066667,17.3702,10.6226
533.84,13.566,26.6441333333,18.3334,24.1817333333,18.5277333333,13.0725174603,16.299,5.38553333333,15.2939333333,17.387,10.6514666667
534.18,13.5572,26.6369333333,18.3152,24.2005333333,18.4856666667,13.0640365079,16.3081333333,5.38053333333,15.3003866667,17.37,10.6440666667
534.52,13.5908,26.6502,18.3416,24.2571333333,18.4789333333,13.1186666667,16.3520666667,5.40626666667,15.3340133333,17.3988,10.6724666667
534.87,13.6151333333,26.6644,18.3546666667,24.2962,18.4409333333,13.153463492,16.3871333333,5.42913333333,15.3697866667,17.409,10.6920666667
535.21,13.6190666667,26.6392666667,18.3392666667,24.31,18.4061333333,13.1382920635,16.3940666667,5.42966666667,15.36032,17.3952,10.6904666667
535.56,13.6470666667,26.6236666667,18.3531333333,24.348,18.3669333333,13.1466111111,16.413,5.44946666667,15.3845733333,17.4045333333,10.6959333333
535.90,13.7025333333,26.6658666667,18.3862666667,24.4075333333,18.3749333333,13.1872920635,16.4598,5.50226666667,15.43204,17.4512,10.7367333333
536.25,13.7348666667,26.6782666667,18.4135333333,24.4652,18.3678666667,13.2231634921,16.5032,5.5242,15.46684,17.4766,10.7553333333
536.59,13.7217333333,26.6668,18.4023333333,24.4928666667,18.3191333333,13.2153349206,16.5144666667,5.51386666667,15.46924,17.456,10.7338666667
536.93,13.6995333333,26.6386666667,18.3610666667,24.4991333333,18.2601333333,13.1931063492,16.4884666667,5.4974,15.46028,17.4313333333,10.7157333333
537.28,13.6830666666,26.6150666667,18.3408666667,24.5052666667,18.2240666667,13.1936746032,16.4776,5.48446666667,15.4420933333,17.4194666667,10.7106666667
537.62,13.6726666667,26.5947333333,18.3152666666,24.5330666667,18.173,13.1919650794,16.4712,5.45066666666,15.4332666667,17.3942666667,10.6902666667
537.97,13.6997333333,26.5859333333,18.3111333333,24.5704666667,18.1684,13.1983349206,16.4866,5.44913333333,15.45696,17.3965333333,10.6928666667
538.31,13.701,26.5892666667,18.2729333334,24.6004,18.1378,13.1787571429,16.4881333333,5.42806666667,15.4615866667,17.3740666667,10.6847333333
538.65,13.686,26.5672666666,18.2256,24.6116,18.0833333333,13.1504063492,16.4775333333,5.37773333334,15.4415066666,17.3334,10.6793333333
539.00,13.7046,26.5952666667,18.2331333333,24.6790666667,18.062,13.1891952381,16.5049333333,5.3676,15.47588,17.3555333333,10.7153333333
539.34,13.6931333333,26.5849333333,18.1977333333,24.689,18.0048,13.2063126984,16.5184666667,5.35993333333,15.4815733333,17.3294666667,10.7350666667
539.69,13.6836666667,26.5684,18.1785333333,24.7004666667,17.9628,13.2106174603,16.5277333333,5.33266666667,15.48076,17.3091333333,10.7288666667
540.03,13.6696,26.5459333333,18.1400666667,24.6928,17.927,13.2102793651,16.5110666667,5.31473333333,15.4608666667,17.2894666666,10.7148666667
540.37,13.6809333333,26.5392666667,18.1282,24.7092666667,17.9113333333,13.2211174603,16.5022,5.30966666667,15.46804,17.2891333334,10.7289333333
540.72,13.6921333333,26.5502,18.1505333333,24.7398,17.8974,13.2469888889,16.5263333333,5.31153333333,15.4915733333,17.2962,10.7408
541.06,13.6880666667,26.5515333333,18.1408,24.7659333333,17.8672,13.2359222222,16.5392666667,5.30166666667,15.5029333333,17.2853333333,10.7335333333
541.40,13.7094,26.5928,18.1566666667,24.8086,17.8674666667,13.2512730159,16.5658,5.3264,15.53208,17.3089333333,10.7609333333
541.75,13.7382,26.6121333333,18.1854,24.86,17.8671333334,13.2971857143,16.5981333333,5.37666666667,15.5638133333,17.342,10.8012
542.09,13.7423333333,26.6061333334,18.1911333333,24.8836,17.8366666667,13.3052492063,16.6214666667,5.4054,15.58988,17.3597333334,10.8185333333
542.43,13.7527333333,26.6042666667,18.2115333333,24.9283333333,17.8233333334,13.3310650794,16.6386,5.46146666667,15.62016,17.3769333333,10.833
542.78,13.7669333333,26.5914666666,18.2157333333,24.9610666667,17.7768666667,13.3353031746,16.6538,5.4934,15.6444666667,17.3863333333,10.8290666667
543.12,13.7886,26.5773333333,18.2330666667,24.997,17.7621333333,13.3417888889,16.67,5.53393333333,15.6625866667,17.4156,10.8240666667
543.46,13.8198666667,26.578,18.2352,25.0401333333,17.7303333333,13.3660380952,16.6866,5.57933333333,15.69316,17.4314,10.8484666667
543.81,13.8353333333,26.6069333333,18.2478666667,25.0925333333,17.689,13.3745920635,16.711,5.60346666667,15.72072,17.4492,10.8756666667
544.15,13.8442,26.6266,18.2642666667,25.1341333333,17.6689333333,13.4058095238,16.7539333333,5.64693333333,15.7532933333,17.4724,10.8992666667
544.49,13.8772666667,26.6488,18.2879333333,25.1918,17.6669333333,13.4371253968,16.8032,5.6846,15.78876,17.4953333333,10.9484666667
544.84,13.9218,26.6604,18.2995333333,25.2341333333,17.6652,13.4851539683,16.8409333333,5.7404,15.8350133333,17.5406666667,10.9902
545.18,13.9207333333,26.6289333334,18.2814666667,25.248,17.6387333333,13.4976968254,16.8442666667,5.74613333333,15.84412,17.5406,10.9869333333
545.52,13.908,26.6357333333,18.2765333333,25.2672666667,17.5971333333,13.4898,16.8497333333,5.73466666667,15.8410266666,17.5392666667,10.9902
545.87,13.8985333333,26.6275333333,18.2642666667,25.2614,17.567,13.4944888889,16.8352666667,5.72253333333,15.8276,17.5171333333,10.9729333333
546.21,13.9054,26.6664,18.262,25.2979333333,17.5588666667,13.4951857143,16.8519333333,5.69593333333,15.8357466667,17.5362,10.9865333334
546.55,13.9106666667,26.6582666667,18.2500666667,25.3007333333,17.5572,13.491615873,16.8542666667,5.7016,15.8320533333,17.5233333333,10.9945333333
546.90,13.9106666667,26.6814,18.2456666667,25.3302666667,17.5418,13.4962873016,16.8537333333,5.68233333333,15.8405866667,17.5185333333,11.0252666667
547.24,13.8813333333,26.6896,18.2324,25.3245333333,17.5174,13.5002253968,16.8488,5.67786666667,15.8315866667,17.5246,11.0253333333
547.58,13.8848666667,26.6970666666,18.2284,25.3658666666,17.5192,13.5185079365,16.8617333333,5.69753333333,15.86028,17.5436,11.0401333333
547.92,13.892,26.6996666667,18.2280666666,25.3868666667,17.5043333333,13.5108555555,16.8706666667,5.68406666667,15.8598533333,17.5352666667,11.0400666667
548.27,13.8584666667,26.6598666667,18.1705333333,25.3656666667,17.4455333333,13.4711396825,16.8476,5.66746666667,15.8295066666,17.5156,10.9960666667
548.61,13.8189333334,26.6320666667,18.1728,25.3674666667,17.3870666667,13.4426412698,16.8184,5.64073333333,15.78876,17.4839333333,10.9562
548.95,13.8151333333,26.6428666667,18.1822,25.3906666667,17.3442,13.4291952381,16.8266666667,5.6466,15.7859466667,17.4724666667,10.9648
549.29,13.8181333334,26.642,18.1640666667,25.4151333333,17.3382,13.4093571429,16.8264666667,5.64406666667,15.7879333333,17.4676666667,10.9667333333
549.64,13.8152,26.626,18.1519333333,25.4249333333,17.3072,13.3887777778,16.8248,5.6442,15.78404,17.4395333333,10.9816
549.98,13.8474,26.6218666667,18.1528666667,25.4454,17.3059333333,13.4275920635,16.8640666667,5.65993333333,15.8107333334,17.4502,10.9952
550.32,13.8383333333,26.652,18.1377333333,25.4506,17.2737333333,13.4233968254,16.8548666667,5.64166666667,15.81684,17.4458,11.0056
550.66,13.8340666667,26.6692,18.1300666667,25.4963333333,17.2454666667,13.4441761905,16.8703333333,5.61986666667,15.8149866667,17.4493333333,10.9713333333
551.01,13.8715333333,26.6956666667,18.1571333333,25.5638666667,17.2415333333,13.482715873,16.9115333333,5.6172,15.8498933333,17.4583333333,10.9871333333
551.35,13.8462666667,26.6544666667,18.1310666667,25.5191333333,17.1860666667,13.4571063492,16.8885333333,5.56506666667,15.8194666667,17.4274666667,10.9406
551.69,13.8432666667,26.6479333333,18.1102666667,25.5293333333,17.1606666667,13.4691492063,16.8741333333,5.5514,15.81712,17.4188,10.9606
552.03,13.8519333333,26.6438,18.1088666667,25.5662,17.1526,13.4642619048,16.8956666667,5.5406,15.8279733333,17.4226,10.9758666667
552.38,13.8688666667,26.6521333333,18.0841333333,25.5888666667,17.1440666667,13.4873952381,16.9200666667,5.56853333333,15.8592933333,17.4342666667,11.0228666667
552.72,13.879,26.6802,18.1066,25.6387333333,17.1518,13.534568254,16.9446666667,5.58553333333,15.8923733333,17.4802666667,11.0594666667
553.06,13.8737333333,26.6764,18.101,25.6478,17.0917333333,13.5370380952,16.9576666667,5.58806666667,15.88844,17.4721333333,11.0488
553.40,13.9047333333,26.7011333333,18.1413333333,25.7028,17.0942,13.5654793651,16.9963333333,5.594,15.9188266667,17.5204,11.0821333333
553.74,13.8892666666,26.7022666667,18.1418666667,25.7108666667,17.0682666667,13.5624619047,16.9996,5.5976,15.9218933333,17.5266666667,11.0662
554.09,13.9022,26.7304666667,18.1721333333,25.7384,17.0614,13.6199571429,17.0393333333,5.62786666667,15.9527866667,17.5731333333,11.0932666666
554.43,13.8943333333,26.7048666667,18.1856,25.7336,17.0411333333,13.6109269841,17.0367333333,5.65346666666,15.9597733333,17.5678,11.1222
554.77,13.872,26.6679333333,18.1704,25.7400666667,16.9913333333,13.5844873016,17.0108,5.6484,15.9590533333,17.5722,11.1319333333
555.11,13.9219333333,26.7082,18.2188,25.7928666667,17.0104666667,13.6474761905,17.0713333333,5.687,16.0188666667,17.6002,11.1959333333
555.45,13.9908,26.7462666667,18.2665333333,25.8604,17.0384666667,13.7031650794,17.1346,5.76053333333,16.0910533333,17.6659333333,11.2364666667
555.80,14.0048,26.7608,18.2753333333,25.8697333333,17.0334666667,13.7587507937,17.1098666666,5.7792,16.11156,17.6639333333,11.2732
556.14,14.0230666667,26.7845333333,18.3290666667,25.8906,17.043,13.7803174603,17.123,5.7784,16.1221466667,17.6874666667,11.3081333333
556.48,14.0214666667,26.7686,18.3304666666,25.8820666667,17.0082,13.7806523809,17.1273333333,5.79006666667,16.1207466667,17.6671333333,11.3220666667
556.82,14.0404666667,26.7928666667,18.3427333333,25.8894666667,17.0265333333,13.8219206349,17.1423333334,5.78713333333,16.1694,17.6757333333,11.3499333333
557.16,14.0227333333,26.7767333333,18.2936666667,25.8528666667,16.9768666667,13.7993888889,17.1149333333,5.7812,16.1599733333,17.6543333333,11.3154666667
557.50,14.0408,26.7953333333,18.2926666667,25.8857333333,16.9868,13.8238333333,17.1090666667,5.80026666667,16.14936,17.6720666667,11.3644666667
557.85,14.0748,26.7980666667,18.3334666667,25.9397333333,17.0122666667,13.8551190476,17.1376,5.832,16.17084,17.6822,11.4086
558.19,14.0823333333,26.7945333333,18.3150666667,25.9410666667,16.9883333333,13.8662793651,17.1521333333,5.86173333334,16.18612,17.6914666667,11.4188
558.53,14.0468,26.8278,18.3021333333,25.9469333333,16.9882666667,13.8658222222,17.1796666667,5.83486666667,16.16992,17.6633333333,11.3923333333
558.87,14.0131333333,26.7847333333,18.264,25.9323333333,16.9460666667,13.8272666667,17.1582666667,5.827,16.13692,17.6474666667,11.3709333333
559.21,13.9768666667,26.7896666667,18.2353333333,25.8974666667,16.9081333333,13.8143126984,17.1397333333,5.81313333333,16.1131733333,17.6396,11.3643333333
559.55,13.9708666667,26.7774,18.2453333333,25.8913333333,16.8787333333,13.7982301587,17.1679333333,5.80453333333,16.0887333333,17.6606,11.357
559.89,13.9690666667,26.7902666667,18.1902,25.9176,16.8492666666,13.7821301587,17.1552666667,5.77446666667,16.0740266667,17.6462,11.3141333333
560.23,13.9661333333,26.7729333333,18.1650666667,25.911,16.8378,13.8021476191,17.1322,5.762,16.06356,17.653,11.3014666667
560.58,13.9336,26.7292666667,18.1351333333,25.9010666667,16.7978666667,13.7820968254,17.1122666667,5.77133333333,16.0438,17.6547333333,11.2984
560.92,13.9684666667,26.7566,18.1688,25.9568666667,16.8353333333,13.8687714286,17.1588,5.82973333333,16.0836666667,17.6801333333,11.3390666666
561.26,13.9482666667,26.7066666667,18.1601333333,25.9271333333,16.7750666667,13.8524777778,17.1388,5.80106666667,16.0740266667,17.6424,11.3016
561.60,13.9494,26.7476666667,18.1508666667,25.9388666667,16.7504,13.875015873,17.1634666666,5.81966666667,16.09776,17.6481333333,11.3059333333
561.94,13.954,26.8068,18.19,25.9775333333,16.7878,13.9265031746,17.19,5.82653333333,16.1450666667,17.6888666667,11.3699333333
562.28,14.0183333333,26.7771333333,18.2159333333,25.9634666667,16.7737333333,13.9578428571,17.2007333333,5.87966666667,16.17148,17.6986666667,11.428
562.62,14.0314,26.8148666666,18.2421333333,25.9789333333,16.7712,13.9836539682,17.217,5.929,16.2041466667,17.7130666667,11.4904666667
562.96,13.9990666667,26.7886,18.2192,25.9748666666,16.7190666667,13.9719777778,17.1996666667,5.92046666667,16.18788,17.6701333333,11.4770666667
563.30,14.0134666667,26.8141333333,18.2291333333,26.0106666667,16.6984666667,14.0104174603,17.2285333333,5.9426,16.2355733333,17.7002,11.5026
563.64,13.992,26.802,18.2532666666,26.0044,16.6729333333,14.0182444445,17.2257333333,5.9378,16.253,17.7122,11.5261333333
563.99,14.0309333333,26.885,18.3131333334,26.0826666667,16.7028,14.0724222222,17.3210666667,5.98546666667,16.3178933333,17.7588666667,11.5722
564.33,14.0464,26.9192,18.3272,26.1251333333,16.7,14.1157047619,17.3597333334,5.98193333333,16.3228133333,17.7815333333,11.5882666667
564.67,14.0334,26.9218,18.3401333333,26.122,16.6721333333,14.1166412698,17.394,5.9694,16.32108,17.7976,11.6328666667
565.01,14.0308,26.9277333333,18.3602666667,26.1429333334,16.6608666667,14.1320777778,17.4208,5.97726666667,16.3416133333,17.8091333333,11.6534
565.35,13.9838,26.8698666667,18.3062,26.093,16.6036,14.081084127,17.3661333334,5.92513333333,16.2872533333,17.7774666667,11.5963333333
565.69,13.9736666667,26.8344666667,18.2853333333,26.0847333333,16.5743333333,14.0607333333,17.3532666667,5.89666666667,16.2497333333,17.728,11.5667333333
566.03,13.9461333333,26.8532666667,18.2594666667,26.0993333333,16.5825333333,14.0850761905,17.3576,5.8804,16.2678533333,17.7502666667,11.5567333333
566.37,13.9198666667,26.8266,18.2088,26.0986,16.5345333333,14.0742634921,17.3193333333,5.819,16.23772,17.7465333333,11.5280666667
566.71,13.9482666667,26.8456666667,18.2492,26.1462,16.5534,14.1070079365,17.3454666667,5.84973333333,16.2701466667,17.7899333333,11.5818666667
567.05,13.9416,26.8455333333,18.2436666667,26.1415333333,16.5472,14.1102555556,17.3524666667,5.87213333333,16.2683333333,17.7839333333,11.5946666667
567.39,13.9070666666,26.7938,18.2007333333,26.0953333333,16.4859333333,14.0889206349,17.3197333333,5.84993333333,16.2160133333,17.7413333333,11.5766
567.73,13.9012,26.7858666667,18.1640666667,26.0879333333,16.445,14.0703634921,17.2801333334,5.83886666667,16.2061866667,17.7208666667,11.5667333333
568.07,13.8931333333,26.7925333333,18.1514666667,26.0808666667,16.4076666667,14.0442698413,17.2736666667,5.8414,16.21712,17.7034,11.5572
568.41,13.9021333333,26.8012666667,18.1226666667,26.1092,16.3944666667,14.0269555556,17.2289333333,5.84766666667,16.20604,17.7024,11.5250666667
568.75,13.9255333333,26.8550666667,18.1273333333,26.1197333333,16.4055333333,14.0447730159,17.2502666667,5.86773333333,16.2188266666,17.7281333333,11.5495333333
569.09,13.921,26.8366,18.1351333333,26.1421333333,16.4080666667,14.0382031746,17.2570666667,5.87973333333,16.22264,17.7426,11.6037333333
569.43,13.9287333333,26.8397333333,18.1034666666,26.1221333333,16.3651333333,14.0185492063,17.2484,5.87706666666,16.2193333333,17.753,11.5998
569.77,13.9053333333,26.8057333333,18.0745333333,26.0873333333,16.3133333333,13.9882412698,17.2188,5.85373333333,16.16372,17.7166,11.5910666667
570.11,13.9238,26.8160666667,18.1186666667,26.0957333334,16.3429333333,14.0047015873,17.2698,5.9046,16.1864133333,17.7173333333,11.6504
570.45,13.9008666667,26.8109333333,18.0750666667,26.0865333333,16.3062,14.0202873016,17.2708666667,5.8814,16.1754533333,17.6858,11.6473333333
570.79,13.8373333333,26.7524,18.0328,26.0628666667,16.2427333333,13.9979079365,17.2070666667,5.8106,16.1378,17.637,11.5938
571.13,13.8722666667,26.7747333333,18.0609333333,26.1009333334,16.2796666666,14.0212984127,17.2426,5.85506666667,16.1785333333,17.6753333333,11.6426666667
571.47,13.8390666667,26.7120666667,18.0116666667,26.0574666667,16.2545333333,13.9986126984,17.2186,5.83006666667,16.1351333333,17.6475333333,11.6273333334
571.81,13.8814666667,26.746,18.0657333333,26.1206666667,16.2925333333,14.0615761905,17.2696666667,5.85773333333,16.1766,17.6981333333,11.6952
572.15,13.8822,26.7384666667,18.0832666667,26.1182666667,16.2771333333,14.1001095238,17.2688666666,5.85426666667,16.1769066667,17.7034666667,11.7406
572.49,13.8430666667,26.6807333333,18.0293333333,26.1057333334,16.2309333333,14.0895428571,17.2237333333,5.82893333333,16.13416,17.6747333333,11.7256666667
572.83,13.8286666667,26.673,18.0213333333,26.0996666667,16.2008,14.115468254,17.2300666667,5.82226666667,16.1428933333,17.6500666667,11.7172
573.17,13.8191333333,26.6594,18.0497333333,26.1295333333,16.1825333333,14.1417380952,17.2464666667,5.8248,16.1467466667,17.6714666667,11.7249333333
573.51,13.8310666667,26.6834666667,18.0841333334,26.1778,16.2052666667,14.1828047619,17.2823333333,5.88006666667,16.19612,17.72,11.7676
573.85,13.8445333333,26.6945333333,18.0842,26.2086666667,16.1995333333,14.2176904762,17.2805333333,5.8802,16.2005733333,17.7497333333,11.7732
574.19,13.8356,26.6580666667,18.0746666667,26.1960666667,16.1872,14.1837571429,17.273,5.88286666667,16.1656533333,17.7701333333,11.7533333333
574.53,13.8895333334,26.6877333333,18.0806666667,26.2168666667,16.1959333333,14.2110031746,17.304,5.9404,16.1867866667,17.7900666667,11.8129333333
574.87,13.9154,26.7086666667,18.0768666667,26.2536,16.1982,14.2753222222,17.3356,5.983,16.21592,17.8048,11.857
575.21,13.925,26.7487333333,18.1172,26.3030666667,16.1821333333,14.2939396825,17.3648,5.99706666667,16.24916,17.8333333333,11.9028
