wavelength,Back_IncLaem,Belly_IncLaem,Breast_IncLaem,Crissum_IncLaem,Crown_IncLaem,DorTail_IncLaem,Patch10_IncLaem,Patch11_IncLaem,Rump_IncLaem,Throat_IncLaem,WingTip_IncLaem
374.37,6.4,16.6191666666,18.7359166667,16.2391666667,8.93875,5.08108333333,14.11875,43.0415833333,9.76483333334,6.019,8.63941666667
374.73,6.46266666667,16.6879166667,18.85025,16.37375,9.01483333334,5.12633333334,14.2081666667,43.15775,9.82008333332,6.08625,8.66708333334
375.09,6.48425,16.7644166667,18.9885833333,16.483,9.05291666666,5.17008333333,14.3045833333,43.2175833333,9.82391666666,6.11858333333,8.72516666666
375.45,6.54033333333,16.8781666667,19.0730833333,16.6161666667,9.15566666667,5.2655,14.43775,43.3173333333,9.91958333333,6.251,8.78808333334
375.81,6.60316666667,16.96775,19.1493333333,16.6959166666,9.17799999999,5.29175,14.5370833333,43.4638333333,9.93375,6.28133333333,8.80500000001
376.18,6.60241666667,16.9808333333,19.1711666667,16.7241666667,9.20133333332,5.27633333333,14.5315833333,43.5075,9.922,6.25858333333,8.77916666667
376.54,6.59116666667,17.0075833333,19.1830833333,16.763,9.17766666666,5.21325,14.5729166667,43.5615833333,9.91425,6.23475,8.767
376.90,6.5895,17.0410833333,19.2238333334,16.8116666667,9.21308333334,5.22116666667,14.634,43.5438333333,9.94925000001,6.23658333334,8.74058333333
377.26,6.54766666667,17.0760833333,19.2409166667,16.8318333334,9.165,5.188,14.6676666667,43.6406666667,9.94024999998,6.224,8.72358333333
377.63,6.53666666666,17.1021666667,19.2405,16.8185833333,9.10666666666,5.11791666667,14.6759166667,43.6999166667,9.90891666667,6.15008333333,8.65700000001
377.99,6.52875,17.0946666667,19.2546666666,16.80775,9.04949999999,5.06316666667,14.6649166667,43.736,9.91,6.08208333333,8.62575000001
378.35,6.54891666667,17.17725,19.3020833333,16.8415,9.06933333333,5.05783333333,14.7396666666,43.7810833333,9.93408333333,6.09375,8.58616666666
378.71,6.56116666667,17.2610833334,19.33925,16.83925,9.06733333334,5.04616666667,14.7673333333,43.78675,9.95383333332,6.094,8.60458333332
379.07,6.53466666667,17.25725,19.2869166667,16.8143333333,8.98291666667,4.98308333334,14.73475,43.8704166667,9.86549999999,6.01616666667,8.54908333333
379.44,6.51241666667,17.2781666667,19.3148333333,16.8325,8.95625000001,4.91666666666,14.73225,43.9060833333,9.85658333333,5.93541666667,8.51150000001
379.80,6.49116666667,17.29675,19.31375,16.8340833334,8.96708333334,4.92466666666,14.7230833333,43.88025,9.87108333335,5.9155,8.48458333333
380.16,6.56383333333,17.43375,19.43025,16.96025,9.01733333333,4.98266666667,14.8515833333,44.0481666667,9.96199999999,5.99491666667,8.56041666668
380.52,6.58633333334,17.4910833333,19.5249166667,17.0423333333,9.05116666667,5.06375,14.8755,44.14,9.98583333333,6.02266666667,8.58924999999
380.88,6.65941666667,17.57575,19.59525,17.1321666667,9.06991666668,5.1085,14.9411666667,44.2716666666,10.0304166667,6.05608333333,8.65133333332
381.24,6.67625,17.54275,19.54,17.119,9.04350000001,5.09533333333,14.9275833334,44.19425,10.0003333333,6.02625,8.59166666667
381.61,6.6005,17.5321666666,19.5498333333,17.1363333333,8.98483333333,5.05533333333,14.8923333333,44.1898333333,9.97933333334,5.96925,8.54208333334
381.97,6.606,17.6219166667,19.6396666667,17.2014166667,9.03408333333,5.11475,14.9696666667,44.2519166667,10.02975,6.031,8.57891666667
382.33,6.55658333333,17.64375,19.6865833333,17.26625,8.999,5.09791666667,15.0166666667,44.3705,9.99591666667,6.01108333333,8.62674999999
382.69,6.539,17.6525,19.6689166667,17.30375,8.97716666668,5.08775,15.0498333333,44.4685,9.98083333333,5.97766666666,8.60683333334
383.05,6.587,17.74425,19.7225,17.4123333333,9.04866666666,5.14283333334,15.1399166667,44.56325,10.0610833333,6.04733333333,8.65266666666
383.41,6.54958333333,17.7640833334,19.7303333333,17.4226666667,9.03725000001,5.13258333333,15.1396666667,44.6120833333,10.0130833333,6.01108333333,8.65916666668
383.77,6.54991666667,17.7816666667,19.7548333333,17.4459166667,9.039,5.124,15.1494166667,44.6575,10.0106666666,6.02816666667,8.66783333333
384.14,6.53041666667,17.774,19.7355833334,17.4449166666,9.02683333333,5.11483333333,15.1153333334,44.6353333333,9.96391666666,5.97275,8.63024999999
384.50,6.464,17.77025,19.7019166667,17.3964166667,8.96899999999,5.02791666666,15.1105,44.6129166667,9.92425000002,5.907,8.56458333334
384.86,6.40766666666,17.7455,19.7110833334,17.39925,8.92933333333,4.97658333333,15.084,44.6459166667,9.88950000001,5.84791666667,8.54058333333
385.22,6.418,17.862,19.8168333333,17.4785833333,8.96508333332,5.00983333333,15.1720833333,44.8151666667,9.93599999999,5.87808333333,8.61208333334
385.58,6.45916666667,17.9363333333,19.8910833333,17.51675,9.01191666667,5.03883333333,15.2619166667,44.8834166666,9.93508333333,5.92275,8.63658333333
385.94,6.49066666667,18.00275,19.9458333333,17.5854166666,9.04633333334,5.03741666667,15.3181666667,44.961,9.93866666668,5.93091666667,8.66358333333
386.30,6.48658333333,18.0676666667,19.985,17.6090833333,9.055,5.03191666667,15.3436666667,45.0541666667,9.95691666666,5.93758333333,8.66966666666
386.66,6.4665,18.072,19.9906666667,17.6195,9.03316666667,4.99441666666,15.3204166667,45.0361666667,9.91308333335,5.90916666666,8.62883333332
387.03,6.44525,18.0986666667,20.0094166667,17.6575,9.01208333334,4.95741666666,15.3428333333,45.0465833333,9.88925,5.87091666667,8.58491666666
387.39,6.47966666667,18.1683333333,20.04875,17.714,9.03083333333,4.95458333333,15.3828333333,45.1241666667,9.92408333333,5.90375,8.58483333332
387.75,6.53491666667,18.3053333333,20.15,17.8088333334,9.08366666668,4.989,15.5218333333,45.2304166667,9.99833333334,5.92358333333,8.63125000001
388.11,6.52641666667,18.3535,20.20125,17.833,9.06466666667,4.94691666667,15.5768333333,45.3045833334,10.0029166667,5.92541666667,8.59825
388.47,6.57541666667,18.43975,20.2709166667,17.9241666667,9.10000000001,4.97716666667,15.65375,45.4993333334,10.0448333333,5.96258333333,8.59466666666
388.83,6.56933333333,18.538,20.3360833333,17.9669166667,9.1335,4.98,15.7185833333,45.59075,10.0585833333,5.98558333334,8.59024999999
389.19,6.58108333333,18.59725,20.4240833333,18.01775,9.1815,4.95708333333,15.7539166667,45.6471666667,10.06775,5.97391666666,8.56499999999
389.55,6.60433333333,18.6733333333,20.4835,18.1115833333,9.21375,4.96166666667,15.7904166667,45.814,10.1038333333,5.98975,8.58066666667
389.91,6.62141666667,18.7735,20.5320833333,18.1796666667,9.23358333333,4.97725,15.8515833333,45.942,10.1201666667,6.01333333333,8.58058333334
390.27,6.657,18.819,20.5491666667,18.22775,9.28691666666,5.00208333334,15.9029166667,45.9375,10.1431666667,6.02066666667,8.57716666667
390.63,6.68108333333,18.8969166667,20.6400833333,18.3265,9.32466666668,5.04383333333,15.995,46.0503333333,10.1905,6.0595,8.62841666667
391.00,6.68933333333,18.9816666667,20.69125,18.3415833333,9.32258333334,5.0735,16.0223333333,46.127,10.2190833333,6.0705,8.6485
391.36,6.6425,19.0005833333,20.7190833333,18.3651666666,9.28183333334,5.05875,16.0335833333,46.1965833333,10.1870833333,6.02366666667,8.61166666666
391.72,6.60025,18.99025,20.7068333334,18.3633333333,9.24308333333,5.01041666666,15.98875,46.2235833333,10.1246666667,5.98283333333,8.56233333333
392.08,6.55533333333,19.0048333333,20.7120833333,18.3928333333,9.21358333334,4.97525,15.9995,46.2865,10.0815833333,5.949,8.53441666666
392.44,6.51691666667,19.0181666667,20.69175,18.3915,9.19725,4.94833333333,15.99525,46.2309166667,10.0625,5.91416666667,8.54374999999
392.80,6.51041666667,19.0080833333,20.6671666666,18.3793333333,9.16858333333,4.91366666666,15.9808333334,46.2515,10.0410833334,5.874,8.49125
393.16,6.518,19.0800833334,20.7033333333,18.4450833333,9.19549999999,4.93341666666,16.034,46.32575,10.0723333333,5.92608333333,8.53899999999
393.52,6.50841666667,19.1185833333,20.7113333333,18.4620833333,9.20949999999,4.94008333334,16.0648333333,46.3540833333,10.091,5.93133333333,8.54875000001
393.88,6.50841666667,19.1105833333,20.7305833333,18.4880833333,9.20641666666,4.94633333333,16.0855833333,46.3863333333,10.0810833333,5.91558333334,8.54775
394.24,6.51791666667,19.149,20.78625,18.5528333334,9.18858333334,4.93225,16.12375,46.473,10.0788333333,5.90341666667,8.52791666667
394.60,6.56275,19.2175833333,20.8475833333,18.58525,9.22741666668,4.94841666667,16.1769166667,46.5654166667,10.0943333334,5.92258333333,8.52824999999
394.96,6.53408333333,19.251,20.8968333333,18.6668333333,9.25583333334,4.93758333333,16.2225,46.6645833334,10.0959166667,5.92391666667,8.51991666666
395.32,6.581,19.3001666667,20.9416666667,18.6980833333,9.28533333334,4.93483333333,16.2724166667,46.7253333333,10.1185833333,5.96233333333,8.55866666668
395.68,6.63533333333,19.3888333334,21.0020833334,18.7798333333,9.30999999999,4.96608333333,16.3516666667,46.8119166667,10.1459166667,6.00925,8.60866666666
396.04,6.683,19.4698333333,21.0590833333,18.85725,9.36433333334,5.0175,16.4341666667,46.8790833333,10.2008333333,6.07958333333,8.66125
396.40,6.73358333333,19.5768333333,21.1529166667,18.9605,9.42091666667,5.06208333333,16.5083333333,47.0290833333,10.2591666667,6.13333333333,8.70391666666
396.76,6.784,19.6943333334,21.2755833333,19.06525,9.48049999999,5.09766666667,16.6065833333,47.1340833333,10.3205,6.20041666667,8.75166666666
397.12,6.77266666667,19.736,21.28175,19.11125,9.44891666666,5.064,16.6210833333,47.1916666667,10.2931666667,6.16925,8.70474999999
397.48,6.77741666667,19.7731666667,21.2948333333,19.1631666667,9.45866666668,5.02508333333,16.6353333334,47.2039166667,10.28275,6.12966666666,8.69033333333
397.84,6.7635,19.8568333333,21.3465,19.2205,9.453,4.9875,16.67375,47.2893333334,10.3160833333,6.129,8.68166666666
398.20,6.745,19.8945833333,21.3819166666,19.25625,9.47241666668,4.97608333333,16.71125,47.3335,10.3196666667,6.13916666666,8.67308333334
398.56,6.68041666667,19.8923333334,21.3290833333,19.27375,9.42975,4.90458333333,16.6899166666,47.294,10.2746666666,6.08291666667,8.62066666667
398.92,6.72158333333,19.9181666667,21.3606666667,19.26875,9.44083333333,4.88375,16.7225833333,47.2975,10.2765833333,6.07983333333,8.64475000001
399.28,6.69058333333,19.9434166667,21.3636666667,19.3153333333,9.44125000001,4.86725,16.7388333333,47.2816666667,10.2566666667,6.07,8.59591666666
399.64,6.65675,19.957,21.3809166667,19.3228333333,9.41700000001,4.83091666667,16.7630833334,47.2914166667,10.2513333333,6.03733333333,8.57466666666
400.00,6.66225,20.00575,21.4200833333,19.346,9.43524999999,4.8195,16.7783333334,47.3280833333,10.2694166667,6.01458333333,8.557
400.36,6.61783333333,20.0241666667,21.4190833334,19.3334166666,9.40875000001,4.78083333333,16.7819166667,47.30925,10.2200833333,5.97541666667,8.49591666666
400.72,6.62666666666,20.0991666667,21.4455,19.41325,9.41366666666,4.817,16.82675,47.3815833333,10.2414166667,5.98458333333,8.52733333333
401.08,6.64366666667,20.1286666667,21.4559166667,19.4556666667,9.40408333333,4.83558333334,16.8666666667,47.4329166667,10.2375,5.97633333333,8.51741666668
401.44,6.6125,20.1865833333,21.50975,19.5065,9.37816666667,4.82683333334,16.9193333333,47.524,10.2365,5.96691666667,8.49466666667
401.80,6.611,20.21375,21.5019166667,19.5205833333,9.36908333333,4.81891666667,16.9460833333,47.5164166667,10.21475,5.95308333333,8.50516666666
402.16,6.65491666666,20.2855833333,21.54575,19.5630833334,9.38708333334,4.87033333333,17.014,47.5980833333,10.2429166667,5.97891666667,8.56008333334
402.52,6.66783333333,20.3758333333,21.6390833334,19.6221666667,9.39100000001,4.90841666666,17.0826666667,47.7006666667,10.2731666667,6.00125,8.59166666667
402.88,6.65625,20.4389166667,21.6759166667,19.6880833334,9.36925000001,4.92783333333,17.1478333333,47.7663333333,10.3153333333,6.002,8.57441666668
403.24,6.6835,20.5173333333,21.7294166667,19.74375,9.38216666666,4.92466666667,17.1873333334,47.8764166667,10.3476666667,6.00191666667,8.58624999999
403.60,6.71675,20.58775,21.7786666667,19.81625,9.41891666667,4.94791666667,17.2125,47.9574166667,10.3744166667,6.01833333333,8.56308333333
403.95,6.722,20.6413333333,21.80175,19.8661666666,9.40266666667,4.93525,17.2669166667,48.021,10.3759166667,6.0,8.55966666667
404.31,6.75741666667,20.6948333334,21.83525,19.9288333333,9.39391666668,4.95508333333,17.3365,48.0914166667,10.3950833333,6.01125,8.58091666667
404.67,6.73941666667,20.7035,21.8465833334,19.9368333333,9.39975000001,4.93475,17.3699166666,48.1076666667,10.3875,5.99066666667,8.56349999999
405.03,6.74058333333,20.77425,21.9091666667,19.9741666667,9.43099999999,4.94208333333,17.4208333334,48.1600833333,10.4119166667,6.00416666667,8.57658333333
405.39,6.78441666666,20.8140833333,21.9301666667,20.0008333333,9.44366666666,4.97791666667,17.47675,48.19575,10.4339166667,6.03925,8.61291666666
405.75,6.77758333333,20.8803333333,21.9611666667,20.0343333333,9.44383333334,4.98466666667,17.5194166667,48.2691666667,10.4348333333,6.03541666667,8.58658333334
406.11,6.754,20.9335,21.9734166667,20.0665833333,9.43833333332,4.95716666667,17.5375833333,48.2790833333,10.4339166667,6.01416666666,8.55891666667
406.47,6.754,20.9885833333,21.9939166667,20.1081666667,9.45733333334,4.95058333333,17.57125,48.3165,10.4558333333,6.025,8.55108333334
406.83,6.76666666667,21.0215833333,22.0145,20.1446666667,9.47300000001,4.93075,17.5695,48.3560833333,10.41525,6.0255,8.52908333333
407.19,6.78466666667,21.1085833334,22.0885,20.2316666666,9.51375000001,4.9665,17.64325,48.4494166667,10.4593333333,6.04625,8.56275
407.55,6.78175,21.1661666667,22.101,20.2641666667,9.522,4.966,17.698,48.5199166667,10.481,6.03066666666,8.58666666667
407.90,6.80233333333,21.2239166666,22.1535,20.3131666666,9.55433333333,4.97941666667,17.7295833333,48.5944166667,10.5050833333,6.0505,8.60783333334
408.26,6.79958333333,21.2971666667,22.2131666667,20.3599166667,9.58808333334,4.98975,17.77825,48.67525,10.521,6.04866666666,8.63375
408.62,6.80433333333,21.3548333334,22.222,20.4111666667,9.58625000001,4.98583333334,17.8156666667,48.6931666667,10.5109166667,6.05166666667,8.62566666666
408.98,6.81308333333,21.40675,22.2510833333,20.4516666667,9.58283333333,4.98125,17.866,48.69575,10.5248333333,6.04858333334,8.63691666666
409.34,6.84691666666,21.51975,22.3133333333,20.5445833333,9.62266666666,4.98308333333,17.92375,48.79875,10.5638333333,6.0535,8.64516666666
409.70,6.8835,21.5771666667,22.3691666667,20.6194166667,9.64741666666,4.98566666667,17.96525,48.8708333333,10.5946666667,6.075,8.67325
410.06,6.91575,21.6635,22.4183333333,20.6780833333,9.6615,4.99725,18.0154166667,48.9640833333,10.6181666667,6.08891666667,8.69366666666
410.42,6.94616666667,21.713,22.4495,20.7366666667,9.67641666666,4.99216666666,18.0751666667,49.0494166667,10.6295,6.0855,8.70191666668
410.77,6.97833333333,21.8035833334,22.47525,20.80875,9.71666666667,5.01416666666,18.15975,49.12025,10.6726666667,6.114,8.74258333332
411.13,6.94416666666,21.8124166666,22.4413333333,20.79825,9.68391666667,4.983,18.1815,49.0759166667,10.6355833333,6.076,8.70625000001
411.49,6.93791666667,21.8495833334,22.4945833333,20.8611666667,9.71025000001,4.97583333333,18.2415833333,49.1030833333,10.6450833333,6.10991666666,8.7
411.85,6.931,21.8885,22.49075,20.88075,9.70383333333,4.96608333333,18.256,49.1035,10.63675,6.10208333333,8.68016666666
412.21,6.9335,21.9343333333,22.523,20.9311666667,9.71808333332,4.96925,18.2981666667,49.0883333334,10.6590833333,6.12416666667,8.67999999999
412.57,6.96616666667,22.037,22.6148333333,21.0235833333,9.74841666666,4.99883333333,18.4099166667,49.22525,10.7235,6.14483333333,8.72374999999
412.92,6.97625,22.1059166667,22.6710833333,21.09475,9.75608333332,5.03525,18.448,49.3549166667,10.7513333334,6.16266666667,8.74083333334
413.28,6.94825,22.1398333333,22.695,21.11975,9.74875000001,5.03641666667,18.4546666667,49.3681666667,10.7413333333,6.16016666666,8.74099999999
413.64,6.95291666667,22.2094166667,22.7118333334,21.1978333333,9.77083333333,5.06758333333,18.5193333334,49.4273333333,10.7638333334,6.17541666667,8.76616666667
414.00,6.96125,22.2566666667,22.73175,21.2529166667,9.79141666667,5.07958333334,18.5710833333,49.4708333333,10.7765,6.2005,8.78008333333
414.36,6.97808333334,22.3373333333,22.7635833333,21.3173333333,9.81825000001,5.10983333333,18.6213333333,49.4915,10.804,6.2325,8.81541666666
414.72,6.99733333333,22.4429166667,22.8465,21.3886666667,9.85316666667,5.14325,18.7039166667,49.5941666667,10.8566666666,6.25883333333,8.85691666667
415.07,7.05808333333,22.5084166667,22.89825,21.4504166667,9.88841666666,5.17108333333,18.7715833333,49.6511666667,10.89975,6.30475,8.90008333334
415.43,7.06216666667,22.5821666667,22.9075,21.4773333333,9.87650000001,5.17408333334,18.8111666666,49.7069166667,10.8826666666,6.27625,8.90858333334
415.79,7.07366666666,22.6445833333,22.937,21.5435833333,9.87783333334,5.17958333333,18.8905,49.7846666666,10.8885833333,6.26133333334,8.91683333334
416.15,7.10016666667,22.7075833333,22.9598333333,21.6224166667,9.87958333333,5.18908333333,18.9600833333,49.8843333333,10.8950833333,6.25675,8.91283333333
416.51,7.09116666667,22.7236666667,22.96875,21.6369166667,9.87608333334,5.18058333333,18.95375,49.8874166667,10.88125,6.25491666667,8.91341666666
416.86,7.11525,22.7656666666,22.9524166667,21.668,9.89599999999,5.1825,18.9873333334,49.8789166667,10.8955833334,6.2545,8.91483333334
417.22,7.10208333333,22.7969166667,22.9375,21.6961666667,9.87258333334,5.16175,19.0261666666,49.9085833333,10.8828333333,6.24208333333,8.91266666667
417.58,7.09483333333,22.8205,22.9576666667,21.7060833333,9.87441666666,5.15858333333,19.0426666667,49.9165833333,10.8770833333,6.21966666666,8.90341666667
417.94,7.104,22.86325,22.9846666666,21.7475,9.884,5.1675,19.0840833334,49.9255,10.90075,6.22066666667,8.90858333334
418.29,7.09466666666,22.9196666667,22.99925,21.7990833333,9.865,5.17025,19.115,49.98775,10.9034166667,6.19891666667,8.89275
418.65,7.07616666667,22.9343333334,22.9840833333,21.82375,9.83025,5.15233333334,19.1190833333,49.9841666667,10.87325,6.17558333334,8.85724999999
419.01,7.05608333333,22.9990833333,23.0031666667,21.8754166667,9.81808333332,5.14008333333,19.1654166667,50.0559166667,10.8743333334,6.16275,8.86658333333
419.37,7.05583333333,23.0321666667,23.01,21.9115833333,9.81400000001,5.13525,19.1879166667,50.0590833334,10.8789166667,6.15033333333,8.85741666668
419.73,7.05525,23.0983333333,23.0396666667,21.9585,9.82483333333,5.13741666666,19.2213333333,50.0956666666,10.8884166667,6.169,8.87466666667
420.08,7.05583333333,23.1486666667,23.0666666667,21.9869166667,9.82916666666,5.12608333333,19.2428333333,50.1261666667,10.8949166666,6.163,8.88691666667
420.44,7.05808333333,23.18975,23.08225,22.0285,9.82933333333,5.12325,19.27325,50.1463333334,10.89,6.15333333333,8.87658333332
420.80,7.04633333333,23.2423333334,23.1101666667,22.0710833333,9.82558333334,5.11133333333,19.31725,50.1894166667,10.88725,6.14158333333,8.86675000001
421.16,7.06683333333,23.3135833333,23.1513333333,22.1396666667,9.84166666667,5.13383333333,19.3635,50.2471666667,10.9008333333,6.149,8.88224999999
421.51,7.08091666666,23.37975,23.1705,22.1961666667,9.84741666667,5.1365,19.4144166666,50.295,10.9241666667,6.15425,8.89399999999
421.87,7.07316666667,23.4235,23.1660833333,22.2264166666,9.82724999999,5.123,19.4451666667,50.3123333333,10.89475,6.1425,8.8855
422.23,7.08241666666,23.4756666666,23.1961666667,22.2673333333,9.83733333333,5.11941666667,19.4969166666,50.33525,10.8986666666,6.15816666667,8.88924999999
422.58,7.10683333334,23.5616666666,23.239,22.3166666667,9.86033333333,5.13658333333,19.5554166667,50.38125,10.9235833333,6.16225,8.91416666667
422.94,7.11558333333,23.6215833333,23.2709166667,22.3616666666,9.87316666666,5.14983333333,19.5960833333,50.41275,10.9376666667,6.168,8.91266666666
423.30,7.129,23.6933333333,23.3086666666,22.42275,9.88175000001,5.15416666667,19.6490833333,50.4740833334,10.9475,6.18116666667,8.92500000001
423.66,7.1385,23.7359166666,23.3153333333,22.46125,9.87941666666,5.16058333333,19.6813333334,50.4795833333,10.9496666666,6.18216666667,8.92666666666
424.01,7.13791666667,23.77675,23.3233333333,22.5124166667,9.87641666667,5.16933333333,19.7263333333,50.4848333333,10.95625,6.18725,8.92383333333
424.37,7.14841666666,23.835,23.3355833333,22.5506666666,9.88633333334,5.17458333333,19.7744166667,50.50025,10.9636666667,6.19558333333,8.93408333334
424.73,7.16641666667,23.881,23.3475,22.598,9.88316666666,5.18216666667,19.8026666667,50.5173333333,10.96775,6.19533333333,8.93974999999
425.08,7.15925,23.9088333333,23.35275,22.6235833333,9.86916666667,5.16466666667,19.8388333333,50.4993333333,10.9674166666,6.184,8.91558333333
425.44,7.15083333334,23.9709166666,23.38175,22.6625833333,9.86800000001,5.163,19.8865833333,50.5014166667,10.9629166667,6.189,8.90458333333
425.80,7.15483333333,24.046,23.4306666667,22.7283333334,9.88333333333,5.16825,19.9349166667,50.5491666667,10.9836666667,6.18733333334,8.90375000001
426.16,7.15516666667,24.093,23.4414166666,22.76325,9.89333333334,5.16775,19.9669166667,50.55275,10.9936666667,6.16733333333,8.90333333333
426.51,7.13966666667,24.1055,23.4648333333,22.8045833333,9.88300000001,5.154,19.994,50.5740833334,10.98275,6.15816666667,8.88208333334
426.87,7.15883333334,24.164,23.5038333333,22.8700833333,9.89866666667,5.1595,20.0458333333,50.5810833334,10.9855,6.16083333333,8.88441666666
427.23,7.17416666667,24.2159166666,23.5296666667,22.9279166666,9.9115,5.17508333334,20.0874166667,50.5780833334,11.008,6.16983333333,8.89716666666
427.58,7.18908333333,24.28925,23.5844166667,23.0033333333,9.93391666666,5.17175,20.15475,50.6318333333,11.045,6.17333333333,8.90308333334
427.94,7.19366666667,24.3429166667,23.6163333333,23.0325833333,9.93258333333,5.15258333333,20.1876666667,50.6201666667,11.0273333334,6.14991666666,8.88225000001
428.30,7.19616666667,24.4059166667,23.6505,23.0985,9.931,5.13066666667,20.2255833333,50.6705833333,11.0396666666,6.13825,8.85841666667
428.65,7.19558333333,24.4598333333,23.697,23.159,9.95474999999,5.12475,20.3025833333,50.69775,11.0481666666,6.14058333333,8.86066666667
429.01,7.21883333334,24.5378333334,23.7405,23.2084166667,9.98516666666,5.14366666667,20.3560833333,50.7320833333,11.0701666667,6.15375,8.88816666666
429.37,7.25425,24.60925,23.78025,23.2814166667,10.004,5.14016666667,20.4091666667,50.7803333333,11.09,6.14366666667,8.90033333333
429.72,7.275,24.6661666667,23.80125,23.3520833333,10.016,5.14341666667,20.4655833334,50.8214166667,11.1163333333,6.14316666667,8.909
430.08,7.2845,24.7374166667,23.8560833333,23.4144166667,10.0208333333,5.14333333333,20.5238333333,50.8585,11.1294166667,6.15883333334,8.91583333333
430.44,7.307,24.8376666667,23.8738333333,23.4924166667,10.0505,5.1465,20.58775,50.876,11.1569166667,6.16,8.94966666666
430.79,7.317,24.8934166667,23.8834166666,23.535,10.0553333333,5.14725,20.6415,50.903,11.1678333333,6.16558333334,8.94549999999
431.15,7.301,24.95725,23.90025,23.57775,10.0514166667,5.12108333333,20.6913333334,50.9635833333,11.1546666667,6.1585,8.93591666667
431.50,7.30391666667,25.0306666666,23.9291666667,23.6434166666,10.0533333333,5.13533333333,20.7584166667,51.0163333333,11.1523333334,6.148,8.93008333333
431.86,7.32075,25.1185833333,23.9408333333,23.7190833333,10.0605,5.13516666667,20.8138333334,51.1020833334,11.1795833333,6.17275,8.94833333334
432.22,7.33383333333,25.187,23.9775,23.7675833333,10.0673333333,5.16308333333,20.8849166666,51.1430833333,11.1965,6.17666666667,8.97058333333
432.57,7.34166666667,25.2594166667,23.9954166667,23.8353333334,10.0655833333,5.16341666667,20.91975,51.1793333333,11.2105,6.18233333333,8.97991666666
432.93,7.32883333333,25.3066666667,24.0018333333,23.8856666666,10.0634166666,5.148,20.9665833333,51.21675,11.2049166667,6.17616666666,8.96891666667
433.29,7.32241666667,25.3435833333,24.0040833333,23.9241666667,10.06,5.14558333333,20.9935,51.2411666667,11.2054166667,6.18016666667,8.96216666667
433.64,7.3305,25.37375,24.0169166667,23.952,10.0714166667,5.14183333333,21.0325833333,51.2408333333,11.2125833333,6.17675,8.96708333334
434.00,7.32258333333,25.4005,23.9970833333,23.9706666667,10.0611666667,5.12816666667,21.0595,51.2258333333,11.2059166667,6.15941666666,8.95708333333
434.35,7.31808333333,25.4249166666,23.9944166667,23.9990833333,10.02975,5.12266666667,21.0838333333,51.2273333334,11.2046666667,6.15616666667,8.93674999999
434.71,7.312,25.4658333333,23.9870833334,24.0294166667,10.0193333333,5.10975,21.1055,51.2190833333,11.1984166667,6.13908333333,8.92141666666
435.07,7.325,25.5269166667,24.0010833333,24.0803333333,10.03575,5.11141666666,21.15525,51.2486666667,11.2120833333,6.13416666667,8.91308333334
435.42,7.30791666667,25.557,23.99975,24.0968333333,10.0314166667,5.102,21.1870833333,51.2305833333,11.2055,6.12958333333,8.90491666667
435.78,7.31225,25.6115833333,24.0383333333,24.1404166667,10.0548333333,5.11575,21.2425,51.223,11.2274166667,6.1245,8.91958333334
436.13,7.3255,25.7030833334,24.0514166667,24.21575,10.0701666667,5.10991666667,21.2984166667,51.2604166667,11.23775,6.13266666667,8.92816666667
436.49,7.32758333333,25.7741666667,24.074,24.2413333333,10.0795833333,5.10408333333,21.3640833333,51.3035833333,11.2549166667,6.13775,8.92224999999
436.84,7.33091666666,25.8458333333,24.10175,24.292,10.0873333333,5.10258333333,21.4165833333,51.3431666667,11.2696666667,6.12691666667,8.92375000001
437.20,7.3425,25.9494166667,24.1304166666,24.3515833333,10.0981666667,5.114,21.496,51.3950833334,11.2763333333,6.1285,8.93416666666
437.56,7.31916666667,26.04075,24.14825,24.4024166667,10.0899166667,5.10025,21.544,51.4340833333,11.2685,6.11758333333,8.92491666666
437.91,7.35483333333,26.164,24.2274166667,24.5206666667,10.117,5.12625,21.6355,51.5585833333,11.3046666667,6.13608333333,8.96416666667
438.27,7.37808333333,26.26775,24.2855,24.5908333333,10.14425,5.13341666667,21.7008333333,51.6181666667,11.32275,6.15816666667,8.99308333334
438.62,7.38858333334,26.3795833333,24.3396666667,24.6905,10.1659166667,5.13766666667,21.7801666667,51.7104166666,11.3423333333,6.17058333334,9.02075
438.98,7.4075,26.45625,24.3885833333,24.7610833333,10.1659166667,5.16166666667,21.8408333333,51.73825,11.37525,6.194,9.05299999999
439.33,7.42933333333,26.5244166667,24.4139166666,24.81325,10.1665,5.15691666667,21.8765,51.76975,11.3855833333,6.19283333333,9.05825000001
439.69,7.44141666666,26.5945,24.44775,24.8731666667,10.1751666667,5.16733333333,21.92975,51.8193333333,11.3978333334,6.20058333333,9.05274999999
440.04,7.44433333333,26.6405,24.4783333333,24.9196666667,10.18125,5.16416666667,21.9701666667,51.8209166666,11.4035833333,6.20041666667,9.06183333333
440.40,7.44575,26.6885,24.4865,24.972,10.1778333333,5.16116666667,22.00175,51.8233333333,11.3918333333,6.19191666667,9.07758333333
440.75,7.46125,26.76575,24.5210833333,25.0425833333,10.1868333333,5.1705,22.0600833334,51.847,11.411,6.20875,9.09558333332
441.11,7.45375,26.7815833333,24.5279166667,25.08225,10.1811666667,5.15366666666,22.0756666667,51.8413333333,11.41375,6.19708333333,9.09400000001
