wavelength,Back_IncLaem,Belly_IncLaem,Breast_IncLaem,Crissum_IncLaem,Crown_IncLaem,DorTail_IncLaem,Patch10_IncLaem,Patch11_IncLaem,Rump_IncLaem,Throat_IncLaem,WingTip_IncLaem
199.68,-46.8027500001,-66.3009999999,-6.54749999993,-27.0324166668,-63.9287499999,-37.2873333334,-4.85550000015,2.85716666665,-43.3589166667,-50.2211666667,-43.7754166665
200.06,-17.6138333333,-37.77025,6.56900000001,-4.223,-32.5970000001,-10.576,5.86166666665,14.24075,-17.1059999999,-27.0336666666,-19.4919166667
200.44,-8.34658333333,-31.7514166667,8.33924999998,1.48358333333,-27.6043333333,-5.65025,8.13433333332,14.4868333333,-13.9011666668,-23.6084166667,-17.7919166667
200.82,-12.27575,-38.2621666668,1.33741666667,-0.3555,-33.6280833333,-6.98658333333,6.72466666665,7.21108333333,-17.1436666667,-25.7202499999,-22.2128333333
201.19,-26.5495,-58.5335833334,-12.4768333334,-13.26625,-54.1105833334,-23.5776666666,-8.48,-6.33341666664,-36.4744166665,-44.0121666667,-41.2333333333
201.57,-12.4028333333,-39.1325,-6.58724999998,1.00266666667,-35.4810833333,-9.85900000001,-4.75191666667,-3.64733333333,-22.1259999999,-31.7872499999,-28.3940833333
201.95,-16.1008333333,-39.3585,-10.0273333333,-4.1595,-38.3284999999,-11.11425,-11.2225833334,-9.3305,-25.9300833333,-34.2660833332,-34.11975
202.33,-32.80675,-57.6393333333,-22.5889999999,-19.1655833334,-57.8134999998,-25.7967500001,-28.2679999999,-26.81725,-43.1301666666,-51.3623333332,-51.6318333333
202.71,-41.6934166667,-68.4342499998,-32.4615833333,-26.2820833333,-66.76625,-32.7191666667,-38.5852500001,-32.9569166667,-53.7466666667,-60.9968333333,-64.5784166666
203.09,-35.7319166667,-60.7965833333,-31.9319166667,-21.0117499999,-59.5803333333,-25.4508333332,-32.6171666665,-31.5385833334,-50.5884166667,-53.4264166668,-61.6264166667
203.47,-40.4860833334,-59.6965833333,-33.243,-26.7066666666,-61.6234166667,-30.6133333333,-33.6878333333,-39.0532499999,-58.0986666667,-54.7775833333,-65.8716666666
203.85,-29.6996666666,-49.9224999999,-26.3645833334,-19.5009999999,-46.4244166666,-26.4971666667,-25.4085833333,-32.2593333333,-41.9912499999,-45.5960000001,-58.1621666668
204.22,-38.1699166666,-54.2501666668,-29.0870833333,-29.21225,-59.6254999999,-36.1111666667,-32.4644166667,-36.7828333333,-53.4115833335,-52.1270833334,-73.4290833333
204.60,-53.9785000001,-62.6205833335,-34.4793333333,-45.9109166666,-77.6269166667,-46.8545833333,-39.3806666666,-38.6779166667,-65.702,-60.6911666668,-93.2350833333
204.98,-58.1388333332,-67.5292500001,-37.9735,-63.0517499999,-88.6098333334,-59.4051666667,-47.6619999999,-35.8150833333,-75.0444166667,-70.66,-107.517333333
205.36,-56.6128333334,-61.7402500002,-33.5024999998,-59.5367499999,-89.8064166667,-56.8775,-43.4804166667,-26.3529166668,-77.6200833333,-70.6764166666,-109.107833333
205.74,-140.141666667,-152.3365,-91.0155,-170.306,-204.223583333,-147.141,-116.676916667,-70.0681666667,-197.849416667,-153.484083333,-249.472666667
206.12,-549.917916666,-573.52225,-384.749583333,-710.467833332,-784.924,-598.470833333,-523.491250001,-237.315083334,-806.352750001,-569.304250001,-945.73075
206.50,-1222.895,-1281.51033333,-864.388166668,-1580.5555,-1679.90458333,-1400.93325,-1194.24908333,-304.947999999,-1763.19458333,-1251.41058333,-2113.4115
206.87,-369.459,-457.072750001,-265.467416667,-566.176416665,-617.340666667,-501.295499999,-342.069333333,-44.8616666667,-600.008666666,-451.277833332,-759.760083333
207.25,-196.858666667,-280.122083333,-153.141416667,-339.103333333,-413.259666667,-288.693166667,-201.799,-47.2504166667,-345.2135,-296.979833333,-448.489916666
