wavelength,Back_HemSupm,Belly_HemSupm,Breast_HemSupm,Crissum_HemSupm,Crown_HemSupm,DorTail_HemSupm,Patch10_HemSupm,Patch11_HemSupm,Rump_HemSupm,Throat_HemSupm,WingTip_HemSupm
595.15,13.6651111111,52.735,46.5024444444,39.0187777778,12.7687777778,13.1802222222,26.2373333333,12.857,14.8048888889,45.0984444444,14.1986666667
595.49,13.6252222222,52.7477777778,46.4607777778,39.0207777778,12.7396666667,13.137,26.1813333333,12.8291111111,14.7635555556,45.0316666667,14.1178888889
595.82,13.5928888889,52.6431111111,46.4073333333,38.9398888889,12.7351111111,13.0715555555,26.14,12.7724444444,14.759,44.995,14.12
596.16,13.61,52.6634444444,46.4077777778,38.956,12.7853333333,13.1162222222,26.1248888889,12.8108888889,14.7861111111,45.0171111111,14.1757777778
596.50,13.5694444445,52.5953333333,46.3523333333,38.8768888889,12.7067777778,13.074,26.0541111111,12.7277777778,14.6697777778,44.9106666666,14.1084444444
596.83,13.5952222222,52.6782222222,46.3915555555,38.9487777778,12.7462222222,13.146,26.0923333333,12.7788888889,14.7328888889,44.939,14.1944444445
597.17,13.5585555555,52.609,46.3811111111,38.9265555556,12.7302222222,13.1024444445,26.053,12.7838888889,14.7741111111,44.8756666667,14.1767777778
597.51,13.5311111111,52.5296666667,46.285,38.8937777778,12.7053333333,13.1277777778,26.0246666666,12.7694444444,14.7667777778,44.8396666667,14.1798888889
597.84,13.5624444444,52.5311111111,46.3316666667,38.8952222222,12.7304444444,13.1316666667,26.001,12.7807777778,14.7914444444,44.8388888889,14.2095555555
598.18,13.6077777778,52.5728888889,46.3606666667,38.915,12.7863333333,13.2338888889,26.0616666667,12.8017777778,14.8036666667,44.8815555556,14.1881111111
598.52,13.5692222222,52.5192222222,46.3066666667,38.8951111111,12.7761111111,13.2178888889,26.0493333333,12.7727777778,14.8015555555,44.8168888889,14.1257777778
598.85,13.5926666667,52.5466666667,46.3438888889,38.9452222222,12.8141111111,13.216,26.0762222222,12.7532222222,14.8465555555,44.8443333333,14.183
599.19,13.6818888889,52.5734444444,46.4056666667,39.0373333333,12.8834444444,13.35,26.1754444444,12.8528888889,14.9821111111,44.8934444444,14.3223333333
599.53,13.6403333334,52.5884444444,46.3765555556,39.0066666667,12.8488888889,13.3854444444,26.1958888889,12.8445555555,14.955,44.8473333333,14.2875555555
599.86,13.6093333334,52.6154444444,46.4287777778,39.0126666667,12.8232222222,13.3398888889,26.2024444445,12.8033333333,14.9793333333,44.8291111111,14.2533333333
600.20,13.6097777778,52.6181111111,46.4381111111,39.0464444445,12.8407777778,13.343,26.2063333334,12.7708888889,14.9983333333,44.8393333333,14.3091111111
600.53,13.5164444444,52.508,46.3673333333,38.9525555556,12.7373333333,13.2197777778,26.1096666667,12.6517777778,14.8757777778,44.7224444444,14.1632222222
600.87,13.4924444445,52.4627777778,46.3744444444,38.935,12.6278888889,13.188,26.0266666667,12.535,14.7468888889,44.7158888889,14.0825555556
601.21,13.4771111111,52.4954444445,46.4006666667,38.9357777778,12.5644444444,13.1773333333,26.0231111111,12.5065555556,14.7267777778,44.7016666667,14.0581111111
601.54,13.4322222222,52.4505555555,46.3281111111,38.9281111111,12.4595555555,13.1126666667,25.9762222222,12.4727777778,14.6737777778,44.6491111111,13.9994444444
601.88,13.3846666667,52.3806666667,46.3158888889,38.8604444444,12.4515555555,13.076,25.9305555555,12.505,14.6754444444,44.5913333333,14.0527777778
602.21,13.3977777778,52.3488888889,46.2932222222,38.8425555555,12.4372222222,13.0954444445,25.9271111111,12.4815555556,14.6317777778,44.5848888889,14.053
602.55,13.4821111111,52.3806666667,46.3121111111,38.8715555556,12.4658888889,13.161,25.9678888889,12.5672222222,14.695,44.6242222222,14.0951111111
602.88,13.3917777778,52.2947777778,46.2017777778,38.7532222222,12.4398888889,13.0811111111,25.9161111111,12.4833333333,14.5978888889,44.5444444444,14.0328888889
603.22,13.4592222222,52.3948888889,46.3116666667,38.8313333333,12.5102222222,13.1051111111,25.9535555556,12.5046666667,14.6162222222,44.6624444444,14.111
603.56,13.5057777778,52.4104444444,46.3223333333,38.848,12.5502222222,13.1701111111,26.0021111111,12.5637777778,14.6454444444,44.7175555555,14.195
603.89,13.5176666667,52.4386666666,46.3722222222,38.8887777778,12.5527777778,13.1952222222,26.0546666667,12.6033333333,14.6883333333,44.8058888889,14.2171111111
604.23,13.5253333333,52.4144444445,46.3753333333,38.8654444444,12.6002222222,13.242,26.0594444444,12.6901111111,14.7578888889,44.8662222222,14.276
604.56,13.5872222222,52.562,46.4408888889,38.9516666667,12.6872222222,13.3338888889,26.1405555555,12.7874444444,14.8601111111,44.9528888889,14.3497777778
604.90,13.6224444445,52.5653333333,46.4535555556,38.9707777778,12.7077777778,13.3436666667,26.1683333333,12.8016666667,14.8703333333,44.9453333333,14.3858888889
605.23,13.6404444445,52.5875555556,46.4671111111,39.0105555556,12.7508888889,13.3761111111,26.1906666667,12.8291111111,14.91,44.9405555556,14.4288888889
605.57,13.7704444444,52.7441111111,46.5633333333,39.1533333333,12.8026666667,13.4591111111,26.2945555556,12.8985555556,14.9878888889,45.0874444445,14.4976666666
605.90,13.7682222222,52.7713333333,46.6084444444,39.1852222222,12.8137777778,13.4668888889,26.297,12.9356666667,15.0405555555,45.1111111111,14.5476666667
606.24,13.7264444445,52.7845555555,46.6333333333,39.1835555555,12.801,13.4334444444,26.2763333333,12.9078888889,15.0171111111,45.1442222222,14.5475555555
606.58,13.8574444445,52.9651111111,46.7872222222,39.3215555556,12.8855555556,13.533,26.3833333333,13.0034444445,15.1172222222,45.3115555555,14.6548888889
606.91,13.9024444445,53.0286666667,46.8158888889,39.4058888889,12.9592222222,13.5766666667,26.4428888889,13.0981111111,15.2113333333,45.3536666667,14.7306666667
607.25,13.9297777778,53.071,46.8164444445,39.453,12.979,13.6176666667,26.4382222222,13.1133333333,15.2295555556,45.3787777778,14.7064444444
607.58,13.9574444445,53.143,46.8257777778,39.4997777778,13.0367777778,13.6885555555,26.4503333333,13.1621111111,15.2672222222,45.4136666667,14.7175555555
607.92,14.0357777778,53.2162222222,46.8512222222,39.6263333333,13.095,13.7456666667,26.5145555556,13.1937777778,15.3294444445,45.4203333333,14.7955555556
608.25,14.0048888889,53.1793333333,46.7743333333,39.5662222222,13.0457777778,13.7572222222,26.5045555556,13.1393333333,15.2928888889,45.3823333333,14.8234444444
608.59,13.9846666667,53.2135555555,46.7956666667,39.5601111111,13.0355555556,13.8004444444,26.4894444444,13.1457777778,15.2761111111,45.4106666667,14.7995555556
608.92,13.9703333333,53.2002222222,46.7991111111,39.545,13.0296666667,13.8115555555,26.5178888889,13.1191111111,15.2441111111,45.4133333333,14.7824444444
609.26,13.8571111111,53.0927777778,46.7037777778,39.4714444444,12.9796666667,13.7765555556,26.4471111111,13.0755555555,15.1878888889,45.3157777778,14.7602222222
609.59,13.8291111111,53.0757777778,46.6333333333,39.4464444445,12.9214444444,13.7445555556,26.4282222222,13.0437777778,15.13,45.2527777778,14.703
609.93,13.8997777778,53.0091111111,46.5725555556,39.4183333333,12.9384444444,13.805,26.4554444444,13.0788888889,15.1668888889,45.2036666667,14.7103333333
610.26,13.8045555556,52.9201111111,46.4995555556,39.3283333333,12.8607777778,13.7698888889,26.3826666667,13.0202222222,15.1068888889,45.0905555556,14.6507777778
610.60,13.7943333333,52.877,46.4962222222,39.2946666667,12.7801111111,13.8186666667,26.3372222222,12.9927777778,15.0791111111,45.0244444444,14.6001111111
610.93,13.7353333333,52.7921111111,46.425,39.1821111111,12.6935555556,13.7956666667,26.2781111111,12.9384444444,15.0075555555,44.9291111111,14.5688888889
611.27,13.6965555555,52.7203333333,46.3252222222,39.1364444444,12.6202222222,13.7364444445,26.2366666666,12.8871111111,14.9616666667,44.8391111111,14.5535555555
611.60,13.6282222222,52.6972222222,46.3078888889,39.0767777778,12.5504444444,13.7156666667,26.1792222222,12.8326666667,14.8773333333,44.8114444444,14.4662222222
611.93,13.6262222222,52.6862222222,46.2831111111,39.0736666667,12.5941111111,13.7133333333,26.1907777778,12.8438888889,14.8525555556,44.792,14.4523333333
612.27,13.6312222222,52.671,46.2836666667,39.0744444444,12.6136666667,13.7047777778,26.1707777778,12.8071111111,14.8421111111,44.835,14.4545555555
612.60,13.6607777778,52.7297777778,46.3137777778,39.1105555556,12.6384444445,13.7543333333,26.1655555555,12.7986666667,14.8713333333,44.8842222222,14.4798888889
612.94,13.5944444444,52.5836666667,46.25,38.9695555555,12.5625555556,13.6713333333,26.0035555556,12.6884444444,14.7714444444,44.7342222222,14.368
613.27,13.5857777778,52.6035555556,46.2105555556,38.9738888889,12.583,13.6554444445,26.031,12.6435555556,14.766,44.7568888889,14.353
613.61,13.4964444445,52.5915555556,46.1908888889,38.9436666667,12.5508888889,13.6696666667,26.0107777778,12.5857777778,14.7308888889,44.6954444444,14.3083333333
613.94,13.5235555556,52.6565555556,46.3161111111,39.0437777778,12.5864444444,13.7108888889,26.0555555555,12.5793333333,14.8024444444,44.7684444444,14.318
614.28,13.4331111111,52.5463333333,46.1943333333,38.981,12.5368888889,13.6475555555,25.9864444444,12.4697777778,14.7324444444,44.7536666667,14.3197777778
614.61,13.4882222222,52.5128888889,46.1732222222,39.0203333333,12.6218888889,13.627,26.0106666667,12.482,14.7641111111,44.7452222222,14.371
614.94,13.5015555556,52.5451111111,46.2477777778,39.033,12.6721111111,13.622,26.0061111111,12.508,14.7767777778,44.7656666667,14.3761111111
615.28,13.5625555556,52.7217777778,46.4205555556,39.1787777778,12.6985555556,13.6446666667,26.1528888889,12.5537777778,14.8455555556,44.8922222222,14.4472222222
615.61,13.5357777778,52.717,46.4606666667,39.1613333334,12.6693333333,13.6142222222,26.0981111111,12.5138888889,14.8645555556,44.8862222222,14.403
615.95,13.4583333333,52.5953333333,46.4006666667,39.1258888889,12.6346666667,13.5352222222,26.1027777778,12.494,14.8053333333,44.7897777778,14.3635555556
616.28,13.3401111111,52.5274444444,46.3716666667,39.0198888889,12.5212222222,13.4152222222,26.063,12.4814444444,14.7261111111,44.692,14.302
616.61,13.3748888889,52.6785555556,46.4064444445,39.1477777778,12.5053333333,13.4036666667,26.1663333333,12.5142222222,14.7763333333,44.7968888889,14.3375555555
616.95,13.4827777778,52.7633333333,46.5852222222,39.2187777778,12.554,13.5753333333,26.266,12.5766666666,14.8395555556,44.923,14.4778888889
617.28,13.6013333333,52.9077777778,46.7162222222,39.3183333333,12.6603333334,13.5993333333,26.3013333333,12.6302222222,14.9047777778,45.0567777778,14.6302222222
617.62,13.6675555556,52.8598888889,46.6553333333,39.3017777778,12.7026666667,13.6321111111,26.3313333333,12.7334444444,14.9317777778,45.062,14.6938888889
617.95,13.7432222222,52.9795555556,46.7437777778,39.3997777778,12.799,13.6411111111,26.3876666666,12.8496666667,15.005,45.0947777778,14.7202222222
618.28,13.7393333333,53.0461111111,46.7701111111,39.4343333333,12.8054444444,13.7022222222,26.418,12.9105555555,15.0786666667,45.1101111111,14.7254444445
618.62,13.847,53.2312222222,46.9014444444,39.6125555556,12.8346666667,13.8224444444,26.5743333333,12.9618888889,15.1477777778,45.2776666667,14.7816666667
618.95,13.9925555555,53.244,46.8993333333,39.6398888889,12.9735555556,14.065,26.6004444444,13.0252222222,15.2595555556,45.313,14.9037777778
619.28,14.1356666667,53.3773333333,46.9463333333,39.7833333333,13.0892222222,14.2248888889,26.7478888889,13.1147777778,15.3474444444,45.3608888889,15.0356666667
619.62,14.2013333333,53.4484444445,46.9532222222,39.8504444445,13.128,14.2831111111,26.7517777778,13.1454444444,15.3935555555,45.3844444445,15.1048888889
619.95,14.338,53.5842222222,47.0628888889,39.9498888889,13.2642222222,14.438,26.8044444444,13.2348888889,15.53,45.5457777778,15.2355555556
620.28,14.4276666666,53.6796666667,47.1278888889,40.0254444444,13.3981111111,14.6146666667,26.9045555556,13.3044444444,15.5785555556,45.6283333333,15.3336666667
620.62,14.436,53.7467777778,47.1536666667,40.1001111111,13.4794444444,14.5693333333,26.8947777778,13.3648888889,15.626,45.6622222222,15.3042222222
620.95,14.3742222222,53.6747777778,47.1145555555,40.1054444445,13.4988888889,14.6136666667,26.897,13.3924444444,15.5998888889,45.6453333334,15.3065555555
621.28,14.2767777778,53.5655555555,46.9627777778,39.9677777778,13.3624444445,14.4927777778,26.788,13.2447777778,15.4301111111,45.5068888889,15.2326666666
621.62,14.1871111111,53.4268888889,46.8548888889,39.8774444445,13.2222222222,14.427,26.7267777778,13.1088888889,15.308,45.3657777778,15.1388888889
621.95,14.1832222222,53.5535555556,46.984,39.9868888889,13.2354444444,14.5388888889,26.7992222222,13.1224444445,15.2831111111,45.4443333334,15.162
622.28,14.1035555556,53.4133333333,46.8534444444,39.8346666667,13.2374444444,14.4885555556,26.6884444445,13.1225555555,15.2725555556,45.2806666667,15.1027777778
622.62,13.8261111111,53.1885555556,46.6256666667,39.608,12.9881111111,14.1666666667,26.4652222222,12.9468888889,15.032,45.0827777778,14.8807777778
622.95,13.6243333333,53.048,46.599,39.4991111111,12.8464444444,14.043,26.324,12.838,14.8702222222,45.086,14.7704444444
623.28,13.5508888889,53.1155555556,46.6581111111,39.4558888889,12.7961111111,14.0052222222,26.2687777778,12.8267777778,14.8812222222,45.0977777778,14.6997777778
623.62,13.4828888889,52.9453333333,46.4924444444,39.3005555556,12.7572222222,13.967,26.1802222222,12.7726666667,14.7822222222,44.8786666667,14.6016666667
623.95,13.4834444445,52.8902222222,46.4893333333,39.2504444445,12.7021111111,13.9246666667,26.1935555556,12.7357777778,14.7632222222,44.8556666667,14.539
624.28,13.3636666667,52.8193333334,46.3836666667,39.1531111111,12.597,13.8776666667,26.1498888889,12.6541111111,14.6852222222,44.7612222222,14.5327777778
624.62,13.321,52.8577777778,46.3708888889,39.0921111111,12.4586666667,13.7378888889,26.0842222222,12.5603333333,14.6527777778,44.7051111111,14.4511111111
624.95,13.3926666667,53.0178888889,46.4833333334,39.2201111111,12.578,13.8202222222,26.1561111111,12.6836666667,14.7938888889,44.8316666666,14.4902222222
625.28,13.4848888889,53.1824444445,46.6297777778,39.3393333333,12.7098888889,13.9707777778,26.2626666667,12.8064444444,14.904,45.0437777778,14.6088888889
625.61,13.5002222222,53.1414444444,46.5995555555,39.343,12.6411111111,13.9047777778,26.2534444444,12.7772222222,14.9315555556,45.053,14.5756666666
625.95,13.5007777778,53.2281111111,46.631,39.3937777778,12.5996666667,13.9187777778,26.2777777778,12.7222222222,14.8997777778,45.0958888889,14.6418888889
626.28,13.5588888889,53.3614444444,46.7541111111,39.4765555556,12.6456666667,14.0238888889,26.3836666667,12.7657777778,14.9818888889,45.1461111111,14.7228888889
626.61,13.709,53.4605555555,46.8322222222,39.5792222222,12.7555555556,14.0848888889,26.4524444445,12.8775555556,15.1465555556,45.1614444444,14.8422222222
626.94,13.848,53.5618888889,46.9255555555,39.7424444444,12.8735555556,14.2258888889,26.6095555556,13.0015555555,15.2577777778,45.2411111111,15.0111111111
627.28,13.8836666667,53.6383333334,46.9822222222,39.8471111111,12.8826666667,14.2431111111,26.7162222222,13.0083333333,15.2606666667,45.3832222222,15.0632222222
627.61,13.8771111111,53.7275555556,46.9694444444,39.9362222222,12.9175555556,14.2365555555,26.7202222222,13.0575555556,15.2921111111,45.4383333333,15.1367777778
627.94,13.9904444445,53.7652222222,47.0308888889,39.9803333333,12.9895555556,14.2975555556,26.7624444444,13.1374444445,15.3726666666,45.497,15.1474444445
628.27,14.0645555556,53.8206666667,47.0972222222,40.1074444444,13.0865555555,14.4572222222,26.8678888889,13.202,15.386,45.613,15.2412222222
628.61,13.9817777778,53.7268888889,47.0376666667,40.0451111111,13.0013333333,14.4575555555,26.7897777778,13.1285555556,15.3027777778,45.5057777778,15.1922222222
628.94,13.9328888889,53.6506666667,46.9185555555,39.9966666667,12.9322222222,14.3247777778,26.6844444444,13.068,15.2383333334,45.3842222222,15.1525555555
629.27,13.8483333333,53.6238888889,46.8901111111,39.8992222222,12.9285555556,14.32,26.6367777778,13.0158888889,15.1465555556,45.3783333333,15.1526666667
629.60,13.8147777778,53.5903333333,46.9571111111,39.924,12.9562222222,14.349,26.664,13.02,15.1386666667,45.409,15.1625555556
629.94,13.8593333333,53.5982222222,46.9911111111,39.998,13.0315555555,14.3894444444,26.6848888889,13.1125555556,15.1732222222,45.5142222222,15.2217777778
630.27,13.8134444444,53.5023333333,46.922,39.9788888889,13.0251111111,14.3805555556,26.7014444444,13.1238888889,15.101,45.519,15.1851111111
630.60,13.7061111111,53.328,46.7755555556,39.8146666667,12.9235555556,14.2737777778,26.5963333333,13.0113333333,14.9878888889,45.4225555556,15.0463333333
630.93,13.7256666667,53.3606666667,46.8215555555,39.8778888889,12.94,14.273,26.5323333333,13.0374444445,15.0363333333,45.4282222222,15.0757777778
631.26,13.7575555556,53.2828888889,46.893,39.833,12.9672222222,14.2847777778,26.5032222222,13.0237777778,15.0664444444,45.4495555555,15.0911111111
631.60,13.7255555556,53.2836666667,46.8793333334,39.8962222222,12.9334444445,14.2532222222,26.4768888889,12.9887777778,15.0431111111,45.4883333333,15.1165555556
631.93,13.7574444444,53.2917777778,46.91,39.9322222222,12.9997777778,14.3363333333,26.5228888889,13.0601111111,15.1163333333,45.4894444444,15.2033333333
632.26,13.8953333333,53.395,47.0437777778,40.0314444445,13.0953333333,14.3637777778,26.6295555556,13.0666666667,15.1734444444,45.6114444444,15.2853333333
632.59,13.9207777778,53.4781111111,47.161,40.0637777778,13.0646666667,14.4081111111,26.667,13.0627777778,15.2075555555,45.7023333333,15.265
632.92,14.0024444445,53.5797777778,47.218,40.1417777778,13.155,14.434,26.6994444444,13.1501111111,15.2554444445,45.7147777778,15.3175555556
633.26,14.0436666667,53.6017777778,47.2024444444,40.129,13.1673333333,14.4056666667,26.6264444445,13.1931111111,15.2675555555,45.7162222222,15.3191111111
633.59,14.0305555555,53.5224444444,47.1441111111,40.0661111111,13.1347777778,14.3683333333,26.5688888889,13.1031111111,15.194,45.6595555556,15.2851111111
633.92,13.9615555556,53.5615555555,47.2162222222,40.0723333333,13.034,14.4064444445,26.5117777778,13.0338888889,15.1436666667,45.58,15.2338888889
634.25,14.0413333333,53.7686666667,47.4317777778,40.253,13.0945555555,14.5167777778,26.6083333333,13.1225555556,15.2164444444,45.7301111111,15.3898888889
634.58,14.0284444444,53.7347777778,47.3211111111,40.1515555556,13.0882222222,14.5325555555,26.6237777778,13.1251111111,15.1727777778,45.6838888889,15.409
634.91,13.9954444444,53.7127777778,47.2721111111,40.1144444444,13.0036666667,14.5461111111,26.5941111111,13.073,15.079,45.5593333333,15.3336666667
635.25,14.0217777778,53.7496666667,47.3155555555,40.1482222222,13.0626666667,14.5793333333,26.6315555556,13.1266666667,15.1167777778,45.5473333333,15.4288888889
635.58,13.9608888889,53.6833333333,47.2454444445,40.0502222222,12.9623333333,14.4403333333,26.5537777778,13.0661111111,15.0651111111,45.4508888889,15.2941111111
635.91,13.9463333333,53.7015555555,47.2998888889,40.1262222222,12.9895555556,14.4302222222,26.584,13.1654444444,15.1163333334,45.5084444444,15.3544444444
636.24,13.9225555556,53.6191111111,47.1966666667,40.0925555556,13.0281111111,14.4558888889,26.5934444445,13.1592222222,15.0935555556,45.4116666667,15.3647777778
636.57,13.9626666667,53.5752222222,47.2121111111,40.1312222222,13.0322222222,14.5105555556,26.6068888889,13.1991111111,15.1901111111,45.4017777778,15.4525555555
636.90,13.9706666667,53.4536666667,47.1713333333,40.0471111111,12.9856666667,14.5108888889,26.6973333333,13.1772222222,15.2233333333,45.3126666667,15.4042222222
637.23,14.0023333333,53.4513333333,47.1247777778,40.0294444445,13.0598888889,14.6071111111,26.7584444445,13.2664444444,15.3302222222,45.2964444444,15.4933333333
637.56,14.0358888889,53.4256666667,47.0582222222,39.9936666667,13.0487777778,14.5218888889,26.7635555556,13.2723333333,15.3307777778,45.3214444445,15.5162222222
637.90,13.8812222222,53.2636666667,46.8446666667,39.783,12.883,14.3266666667,26.6274444445,13.069,15.1552222222,45.2006666666,15.3237777778
638.23,13.8632222222,53.2517777778,46.9538888889,39.8858888889,12.9056666667,14.3344444444,26.641,13.0445555556,15.2296666667,45.2917777778,15.2884444444
638.56,13.8415555556,53.236,46.9863333334,39.9397777778,12.9261111111,14.3991111111,26.6805555555,13.0547777778,15.2795555556,45.3384444444,15.3381111111
638.89,13.8117777778,53.1496666667,46.904,39.8141111111,12.8921111111,14.4824444445,26.6044444444,12.9787777778,15.2418888889,45.2933333333,15.2582222222
639.22,13.7745555556,53.084,46.8155555555,39.848,12.9065555556,14.5405555555,26.5912222222,13.0153333333,15.2974444445,45.3043333333,15.3391111111
639.55,13.8434444445,53.1411111111,46.7805555556,39.8635555556,12.9154444444,14.7023333333,26.6407777778,13.0602222222,15.3811111111,45.2846666667,15.4442222222
639.88,13.9053333333,53.2712222222,46.8258888889,39.8943333333,12.9897777778,14.7975555556,26.6858888889,13.1448888889,15.5014444445,45.3778888889,15.5178888889
640.21,13.89,53.2638888889,46.7157777778,39.8863333333,12.9587777778,14.7376666667,26.6498888889,13.1155555556,15.4417777778,45.3244444444,15.4334444444
640.54,13.8985555556,53.2215555556,46.6713333333,39.9328888889,13.0558888889,14.8497777778,26.5951111111,13.215,15.4792222222,45.327,15.5041111111
640.87,13.8934444444,53.325,46.7554444445,39.9945555556,12.99,14.7552222222,26.5465555556,13.1414444444,15.4365555556,45.3296666667,15.4805555556
641.20,14.0543333333,53.425,46.8995555556,40.0802222222,13.217,14.9848888889,26.6898888889,13.2747777778,15.6277777778,45.4772222222,15.6685555556
641.53,14.2457777778,53.491,47.0467777778,40.2615555555,13.4668888889,15.1982222222,26.8444444445,13.535,15.7988888889,45.6048888889,15.8856666667
641.87,14.2411111111,53.5194444444,47.0133333333,40.2583333333,13.4435555556,15.2485555556,26.8135555555,13.4996666667,15.7523333333,45.5332222222,15.9012222222
642.20,14.3056666667,53.6885555555,47.0284444444,40.3287777778,13.5362222222,15.3062222222,26.8757777778,13.623,15.8428888889,45.6147777778,15.9435555555
642.53,14.3271111111,53.6807777778,47.0622222222,40.3601111111,13.616,15.3044444444,26.9696666667,13.7186666667,15.865,45.574,16.0118888889
642.86,14.3211111111,53.7676666667,47.185,40.2777777778,13.5628888889,15.233,26.9771111111,13.6127777778,15.7598888889,45.5801111111,15.9298888889
643.19,14.2545555556,53.6086666667,47.0915555555,40.2124444444,13.5308888889,15.1335555555,26.887,13.5643333333,15.6796666667,45.56,15.8262222222
643.52,14.2354444444,53.6481111111,47.2002222222,40.2027777778,13.4505555556,15.1353333333,26.8892222222,13.466,15.5854444444,45.6135555555,15.8093333333
643.85,14.2137777778,53.7356666667,47.3608888889,40.3154444444,13.4532222222,15.2556666667,27.0118888889,13.4205555556,15.5855555556,45.824,15.837
644.18,14.2584444444,54.0021111111,47.5038888889,40.4958888889,13.4234444444,15.2591111111,27.133,13.3655555556,15.57,46.0252222222,15.9195555555
644.51,14.3775555555,54.0544444444,47.5333333333,40.547,13.5295555556,15.4342222222,27.2367777778,13.4624444445,15.6485555556,46.0533333333,15.9668888889
644.84,14.4348888889,54.1332222222,47.5553333333,40.6416666667,13.5836666667,15.4665555556,27.3778888889,13.5546666667,15.7047777778,46.059,16.0432222222
645.17,14.4284444444,54.2764444445,47.5836666666,40.6466666667,13.6033333333,15.5058888889,27.36,13.5005555556,15.791,46.01,16.0324444444
645.50,14.406,54.2581111111,47.5558888889,40.5944444444,13.583,15.4211111111,27.347,13.5738888889,15.779,46.0033333333,16.0787777778
645.83,14.3636666667,54.0673333333,47.4883333333,40.529,13.513,15.2945555556,27.2918888889,13.5211111111,15.7264444444,45.8654444444,16.0698888889
646.16,14.3054444444,54.1237777778,47.4773333333,40.5963333333,13.4572222222,15.2091111111,27.2333333334,13.4928888889,15.7806666667,45.9474444444,16.0693333333
646.49,14.4102222222,54.1403333333,47.5051111111,40.7045555555,13.5536666667,15.2363333333,27.2515555556,13.5747777778,15.8861111111,46.0223333333,16.1723333333
646.82,14.383,54.2158888889,47.5597777778,40.7243333333,13.5924444444,15.2555555555,27.2592222222,13.5342222222,15.8737777778,46.0704444444,16.2157777778
647.15,14.3056666667,53.9708888889,47.3488888889,40.6224444444,13.5231111111,15.1422222222,27.2118888889,13.5417777778,15.7963333333,45.8983333333,16.1841111111
647.48,14.2762222222,53.8403333333,47.215,40.4932222222,13.5292222222,15.056,27.0837777778,13.5847777778,15.8235555556,45.7333333334,16.1837777778
647.81,14.2173333333,53.6825555556,47.0776666666,40.3242222222,13.5454444444,15.042,26.9722222222,13.5651111111,15.794,45.5892222222,16.1285555556
648.14,14.1485555555,53.6227777778,47.0263333333,40.3273333333,13.56,15.0293333333,26.9238888889,13.5678888889,15.7745555556,45.6265555556,16.0525555556
648.47,13.9192222222,53.4672222222,46.8531111111,40.1741111111,13.3205555556,14.8287777778,26.6863333333,13.3511111111,15.5541111111,45.5322222222,15.8135555556
648.80,13.8955555556,53.4364444445,46.8771111111,40.2323333333,13.1934444444,14.8187777778,26.69,13.2922222222,15.4694444445,45.589,15.7933333333
649.13,13.9296666667,53.4401111111,46.9147777778,40.2792222222,13.178,14.8363333333,26.7765555555,13.1991111111,15.4894444445,45.6045555556,15.8256666667
649.46,13.852,53.4683333333,46.8244444444,40.2737777778,13.1326666667,14.9115555556,26.7538888889,13.0342222222,15.38,45.6456666667,15.8042222222
649.79,13.8837777778,53.4784444445,46.8424444445,40.2418888889,13.0755555556,15.0035555556,26.7456666667,12.9812222222,15.3098888889,45.6073333333,15.7734444445
650.11,13.8674444445,53.4633333333,46.7755555556,40.1646666667,13.0507777778,15.0374444444,26.7225555556,12.9607777778,15.2238888889,45.578,15.7431111111
650.44,13.7856666667,53.4303333334,46.6765555556,40.1493333333,12.9725555556,15.0121111111,26.7215555556,12.9401111111,15.1656666667,45.4486666667,15.6937777778
650.77,13.8882222222,53.5977777778,46.806,40.224,13.0844444445,15.1074444444,26.789,13.0127777778,15.2873333333,45.6037777778,15.7575555555
651.10,13.9554444445,53.8,46.9831111111,40.4194444444,13.1032222222,15.1357777778,26.8993333333,13.0443333333,15.3084444444,45.7856666667,15.9135555556
651.43,14.0046666667,54.0838888889,47.1668888889,40.5892222222,13.0702222222,15.1608888889,26.9972222222,13.0413333334,15.2896666667,46.0224444445,15.9781111111
651.76,13.8771111111,53.943,47.1127777778,40.4791111111,12.9347777778,15.0356666667,26.9794444444,12.9531111111,15.1662222222,45.9396666667,15.9502222222
652.09,13.8672222222,53.8925555556,47.0112222222,40.3976666667,12.9357777778,15.0745555556,26.9488888889,12.9621111111,15.1633333333,45.8901111111,15.9767777778
652.42,13.9575555555,53.9318888889,47.0497777778,40.4313333333,13.0983333334,15.1961111111,27.0306666667,13.0876666667,15.2586666667,45.9561111111,16.0418888889
652.75,13.9723333333,54.133,47.0995555555,40.5386666667,13.1514444444,15.2264444445,27.0336666667,13.2294444445,15.3113333333,46.0527777778,16.045
653.08,14.0462222222,54.2671111111,47.206,40.5978888889,13.2365555555,15.2274444444,27.0956666667,13.4126666667,15.4227777778,46.2334444444,16.1242222222
653.41,13.9435555555,54.2413333333,47.125,40.5084444445,13.1703333334,15.0772222222,27.0756666667,13.3771111111,15.3346666667,46.2267777778,16.0424444445
653.74,13.9981111111,54.3484444444,47.2678888889,40.6778888889,13.2363333333,15.2175555556,27.1763333333,13.4341111111,15.4567777778,46.3,16.1302222222
654.06,14.1163333333,54.4062222222,47.316,40.6466666667,13.2992222222,15.1711111111,27.1677777778,13.4443333334,15.5042222222,46.3116666667,16.1751111111
654.39,14.1606666667,54.4034444444,47.3188888889,40.7627777778,13.3422222222,15.2887777778,27.2004444444,13.5652222222,15.5764444445,46.3616666667,16.2937777778
