wavelength,Back_GubCrif,Belly_GubCrif,Breast_GubCrif,Crissum_GubCrif,Crown_GubCrif,DorTail_GubCrif,Patch10_GubCrif,Patch11_GubCrif,Patch12_GubCrif,Rump_GubCrif,Throat_GubCrif,WingTip_GubCrif
540.03,15.7747777778,46.4056666667,29.1291111111,41.4013333333,15.4881111111,6.51022222222,29.7773333333,50.5951111111,50.3377777778,19.2157777778,6.67011111111,11.207
540.37,15.7736666667,46.3883333333,29.1043333333,41.3453888889,15.4982222222,6.52277777778,29.7766666667,50.5482222222,50.3493333333,19.2125555556,6.67605555555,11.2241666666
540.72,15.7553333333,46.397,29.0966666667,41.3391111111,15.4802222222,6.50622222222,29.7712222222,50.5182222222,50.3433333333,19.192,6.65344444444,11.21
541.06,15.7761111111,46.3924444445,29.1032222222,41.3291111111,15.4723333333,6.50488888889,29.7692222222,50.4763333333,50.325,19.1812222222,6.64227777778,11.2236666667
541.40,15.768,46.3565555556,29.0668888889,41.3131666667,15.4773333333,6.49344444444,29.7558888889,50.425,50.2882222222,19.1435555555,6.65688888889,11.2135
541.75,15.7717777778,46.3336666666,29.0723333333,41.3111111111,15.4647777778,6.479,29.7464444445,50.3996666667,50.2804444444,19.1255555556,6.64983333333,11.2126666667
542.09,15.7746666667,46.3461111111,29.0713333333,41.2793333333,15.4677777778,6.48244444444,29.7321111111,50.3852222222,50.2535555555,19.0895555556,6.64016666667,11.2091666667
542.43,15.7844444445,46.3645555556,29.0761111111,41.2872777778,15.4836666667,6.478,29.7288888889,50.397,50.2735555556,19.08,6.62877777778,11.2113333334
542.78,15.8092222222,46.3547777778,29.0542222222,41.2836111111,15.4796666667,6.48433333333,29.7042222222,50.3552222222,50.2287777778,19.0756666667,6.63433333333,11.2188333333
543.12,15.8326666667,46.4041111111,29.0946666667,41.3177222222,15.4994444445,6.46888888889,29.718,50.3606666667,50.265,19.1085555555,6.65183333333,11.254
543.46,15.869,46.4036666667,29.107,41.3468333333,15.5028888889,6.47377777778,29.7113333333,50.3363333333,50.2152222222,19.1217777778,6.65222222222,11.276
543.81,15.9073333333,46.43,29.1332222222,41.3697222222,15.5038888889,6.508,29.7254444444,50.322,50.2131111111,19.1161111111,6.67816666667,11.3121666667
544.15,15.9738888889,46.5482222222,29.2325555556,41.4866111111,15.5351111111,6.52311111111,29.7751111111,50.413,50.2841111111,19.1546666667,6.70855555556,11.3606666667
544.49,16.0204444444,46.582,29.2646666667,41.5266666667,15.5654444444,6.56377777778,29.8084444445,50.4385555555,50.3491111111,19.1794444445,6.72711111111,11.3998333333
544.84,16.0398888889,46.6213333333,29.2861111111,41.5718333333,15.5942222222,6.57855555556,29.8275555555,50.4324444444,50.4351111111,19.2111111111,6.74788888889,11.4301666667
545.18,16.0738888889,46.762,29.3627777778,41.651,15.6436666667,6.611,29.879,50.5432222222,50.5692222222,19.2701111111,6.75672222222,11.4873333333
545.52,16.1118888889,46.8767777778,29.4086666667,41.7024444444,15.7113333333,6.63433333333,29.93,50.6105555556,50.6642222222,19.2812222222,6.77622222222,11.5163333334
545.87,16.1193333333,46.921,29.4357777778,41.7705,15.7386666667,6.65344444444,29.9662222222,50.6496666667,50.7501111111,19.3048888889,6.77722222222,11.5338333333
546.21,16.1104444444,46.9378888889,29.451,41.7912777778,15.7206666667,6.66566666667,29.9726666667,50.6303333333,50.7673333333,19.3178888889,6.78788888889,11.5448333333
546.55,16.114,47.0433333333,29.5094444445,41.8662777778,15.7648888889,6.67577777778,30.03,50.6906666667,50.8782222222,19.361,6.79094444445,11.6
546.90,16.1191111111,47.0917777778,29.4852222222,41.8807777778,15.7568888889,6.70066666667,30.0563333333,50.7434444444,50.9331111111,19.3665555556,6.771,11.5838333334
547.24,16.0952222222,47.1072222222,29.4945555556,41.8814444444,15.758,6.70866666667,30.046,50.7672222222,50.9885555556,19.3492222222,6.77427777778,11.5681666667
547.58,16.0911111111,47.1932222222,29.529,41.9505,15.7956666667,6.68033333333,30.0764444444,50.8427777778,51.0906666667,19.3713333333,6.74105555556,11.57
547.92,16.0831111111,47.2112222222,29.5157777778,41.9762777778,15.8046666667,6.72333333333,30.0835555556,50.866,51.1002222222,19.3713333333,6.75116666667,11.5621666667
548.27,16.0645555556,47.318,29.514,42.0488333333,15.8078888889,6.69566666667,30.1116666667,50.9547777778,51.1356666667,19.3998888889,6.74911111111,11.5575
548.61,16.0566666667,47.3977777778,29.5428888889,42.0713888889,15.8275555556,6.71788888889,30.1356666667,51.0293333333,51.131,19.3773333333,6.73661111111,11.5616666667
548.95,16.0461111111,47.394,29.5168888889,42.1063888889,15.8122222222,6.75755555556,30.1574444445,51.0352222222,51.0721111111,19.3855555556,6.74738888889,11.581
549.29,16.0683333334,47.4293333333,29.5196666667,42.1296666667,15.7987777778,6.74244444444,30.1462222222,51.0048888889,51.0593333333,19.4237777778,6.75938888889,11.6135
549.64,16.0678888889,47.4328888889,29.5204444444,42.1319444445,15.7726666667,6.73655555556,30.1367777778,51.0186666667,50.9525555555,19.4235555556,6.79494444445,11.6176666666
549.98,16.1506666667,47.4852222222,29.5258888889,42.1792777778,15.8324444444,6.79644444444,30.1736666667,51.0612222222,50.967,19.4636666667,6.87427777778,11.6793333333
550.32,16.162,47.5117777778,29.5187777778,42.1952222222,15.8424444444,6.78877777778,30.177,51.0694444444,50.9425555555,19.444,6.88533333333,11.645
550.66,16.1762222222,47.5284444444,29.5082222222,42.202,15.8447777778,6.79177777778,30.1925555556,51.0578888889,50.9481111111,19.4518888889,6.90777777778,11.671
551.01,16.1602222222,47.6023333333,29.5453333333,42.2141666667,15.8674444444,6.80711111111,30.2273333333,51.1002222222,50.9544444444,19.49,6.90055555556,11.7196666666
551.35,16.1995555556,47.7055555556,29.6185555555,42.2998333333,15.9017777778,6.84155555556,30.2773333333,51.1741111111,51.0353333333,19.5728888889,6.976,11.7705
551.69,16.2007777778,47.7272222222,29.5677777778,42.2685555555,15.9161111111,6.80422222222,30.2352222222,51.1046666667,51.0604444445,19.5873333333,6.9385,11.7326666667
552.03,16.2708888889,47.7341111111,29.6344444444,42.3475,16.0054444444,6.87833333333,30.3024444444,51.0851111111,51.1248888889,19.6472222222,6.9995,11.8213333334
552.38,16.2751111111,47.7987777778,29.6735555556,42.3618333333,15.976,6.86966666667,30.3354444444,51.151,51.1695555556,19.6967777778,7.00961111111,11.8345
552.72,16.2677777778,47.7746666667,29.6727777778,42.3373333333,15.9523333333,6.82866666667,30.2587777778,51.0682222222,51.1328888889,19.6413333333,7.00383333333,11.802
553.06,16.3124444444,47.8692222222,29.7192222222,42.4287777778,16.0056666667,6.89444444444,30.3454444444,51.1784444445,51.2256666667,19.6665555556,7.00927777778,11.8138333333
553.40,16.3372222222,47.9121111111,29.7127777778,42.4586666667,16.0251111111,6.91855555556,30.4188888889,51.2152222222,51.3647777778,19.7058888889,6.98777777778,11.8393333333
553.74,16.251,47.9222222222,29.7043333333,42.4487777778,15.966,6.807,30.4112222222,51.1786666667,51.3447777778,19.6637777778,6.8905,11.7826666666
554.09,16.2671111111,48.0005555555,29.7321111111,42.4942777778,15.9728888889,6.83655555556,30.4538888889,51.2274444445,51.4745555555,19.7104444444,6.88922222222,11.8046666667
554.43,16.3217777778,48.1118888889,29.8345555556,42.6116666667,16.0456666667,6.88866666667,30.5092222222,51.3248888889,51.5363333333,19.773,6.93066666667,11.874
554.77,16.4256666667,48.1457777778,29.8574444445,42.6866666667,16.0784444444,6.899,30.5711111111,51.3803333333,51.6398888889,19.8231111111,7.00783333333,11.9318333333
555.11,16.4598888889,48.1284444445,29.8503333333,42.6649444445,16.0685555555,6.90877777778,30.6004444444,51.3435555556,51.5944444444,19.7922222222,7.00722222222,11.9271666667
555.45,16.5126666667,48.207,29.9366666667,42.7500555556,16.1315555556,6.94322222222,30.7125555556,51.4526666667,51.6488888889,19.8376666667,7.08905555556,12.0218333333
555.80,16.448,48.1703333333,29.8621111111,42.6467222222,16.0353333333,6.89566666667,30.6082222222,51.3581111111,51.5172222222,19.7591111111,7.04155555556,11.9576666667
556.14,16.4628888889,48.1552222222,29.874,42.7248888889,16.0784444445,6.95344444444,30.6405555556,51.3616666667,51.5546666667,19.7897777778,7.10377777778,11.994
556.48,16.5082222222,48.2188888889,29.9032222222,42.8053888889,16.0911111111,6.97955555556,30.758,51.4541111111,51.6327777778,19.8632222222,7.11288888889,12.0296666666
556.82,16.4906666667,48.1731111111,29.8977777778,42.7951666667,16.0834444444,6.97955555556,30.7523333333,51.3845555556,51.6342222222,19.889,7.10272222222,12.0551666667
557.16,16.5102222222,48.2621111111,29.93,42.8559444445,16.1216666667,6.94677777778,30.7605555556,51.3741111111,51.6761111111,19.9204444444,7.12955555556,12.0728333334
557.50,16.5102222222,48.2668888889,29.8695555556,42.8616111111,16.1221111111,6.95344444444,30.7403333334,51.4234444444,51.7532222222,19.9098888889,7.11694444444,12.0348333333
557.85,16.5187777778,48.2185555556,29.8063333333,42.8516666667,16.0763333333,6.96322222222,30.7196666666,51.3797777778,51.6874444445,19.8955555555,7.08833333333,12.0245
558.19,16.4691111111,48.2351111111,29.7317777778,42.8303888889,16.0012222222,6.92555555556,30.6774444445,51.3695555555,51.6977777778,19.8507777778,7.00594444445,11.9751666667
558.53,16.4357777778,48.2446666667,29.6888888889,42.82,15.9822222222,6.88877777778,30.6882222222,51.3607777778,51.693,19.8352222222,6.94233333333,11.9148333333
558.87,16.3778888889,48.1693333333,29.6416666667,42.7739444444,15.9674444445,6.89144444444,30.6414444445,51.331,51.7025555555,19.7795555556,6.88933333333,11.902
559.21,16.2761111111,48.1337777778,29.5242222222,42.7568888889,15.8464444444,6.82777777778,30.5775555555,51.3106666667,51.7053333333,19.7444444444,6.75172222222,11.8015
559.55,16.3212222222,48.1491111111,29.5826666667,42.7941111111,15.8597777778,6.83444444444,30.61,51.3824444444,51.7021111111,19.7852222222,6.7775,11.859
559.89,16.3795555556,48.2248888889,29.5756666667,42.8584444445,15.9075555556,6.80944444444,30.637,51.4157777778,51.7613333333,19.8145555556,6.77605555555,11.8428333334
560.23,16.3778888889,48.3203333333,29.5951111111,42.8851666667,15.9546666667,6.87211111111,30.6647777778,51.4703333333,51.8581111111,19.8641111111,6.80916666667,11.8853333333
560.58,16.3463333333,48.38,29.6422222222,42.9266111111,15.9111111111,6.82822222222,30.6711111111,51.603,51.9086666667,19.8491111111,6.77538888889,11.8313333333
560.92,16.3458888889,48.4038888889,29.6487777778,42.9202777778,15.8794444445,6.83,30.6562222222,51.6634444444,51.8766666667,19.8034444444,6.74561111111,11.7873333334
561.26,16.4075555556,48.469,29.7385555556,42.961,15.9231111111,6.89777777778,30.7347777778,51.6875555555,51.9262222222,19.8885555555,6.8305,11.8926666667
561.60,16.43,48.4838888889,29.7988888889,42.9619444444,15.9916666667,6.91611111111,30.7617777778,51.7563333333,51.9408888889,19.9466666667,6.89983333333,11.9335
561.94,16.4267777778,48.4628888889,29.8407777778,43.0201111111,15.9898888889,6.87233333333,30.7803333334,51.7321111111,51.9735555556,19.9536666667,6.94133333333,11.9323333333
562.28,16.4056666666,48.5126666667,29.8617777778,43.0482222222,16.0061111111,6.90955555556,30.7763333333,51.7646666667,52.0394444444,19.9677777778,6.96655555555,11.9528333333
562.62,16.4604444445,48.6251111111,29.8945555556,43.1571111111,16.0596666667,6.93244444444,30.8338888889,51.8656666667,52.1254444445,20.051,7.03722222222,12.0273333334
562.96,16.5498888889,48.7585555555,30.0092222222,43.2440555555,16.1707777778,6.99777777778,30.9281111111,51.8984444444,52.2151111111,20.1305555555,7.12011111111,12.1486666667
563.30,16.5338888889,48.8315555556,30.0162222222,43.3049444445,16.1956666667,7.03344444444,30.944,51.9746666667,52.3531111111,20.1491111111,7.11883333333,12.1308333334
563.64,16.4937777778,48.8131111111,30.0045555555,43.2658888889,16.158,6.99677777778,30.9404444444,51.978,52.3347777778,20.1038888889,7.11,12.1341666667
563.99,16.5552222222,48.8591111111,30.1002222222,43.3330555556,16.209,6.97766666667,30.9752222222,52.0125555556,52.3547777778,20.1237777778,7.17111111111,12.1485
564.33,16.6242222222,48.9075555556,30.0956666667,43.3252777778,16.2747777778,7.05866666667,31.0085555556,51.933,52.348,20.1718888889,7.28111111111,12.2621666666
564.67,16.6185555556,48.8994444445,30.1172222222,43.3229444445,16.3003333333,7.106,31.0201111111,51.9268888889,52.3637777778,20.1886666667,7.30838888889,12.2936666667
565.01,16.5916666667,48.8848888889,30.0805555556,43.291,16.2628888889,7.07255555556,30.9781111111,51.9303333334,52.313,20.1548888889,7.30322222222,12.2541666667
565.35,16.5278888889,48.8561111111,30.0671111111,43.2417222222,16.2072222222,6.989,30.9101111111,51.8647777778,52.251,20.0784444445,7.24822222222,12.219
565.69,16.5918888889,48.8611111111,30.0375555556,43.2286111111,16.246,7.05488888889,30.9502222222,51.8925555556,52.227,20.1116666667,7.27883333333,12.2741666667
566.03,16.661,48.9195555556,30.1234444445,43.2880555555,16.2954444444,7.11466666667,30.9754444444,51.9131111111,52.2422222222,20.1477777778,7.34738888889,12.3175
566.37,16.6398888889,48.9687777778,30.1664444444,43.2375555556,16.2905555555,7.11388888889,30.9741111111,51.8938888889,52.2204444445,20.1421111111,7.322,12.3131666666
566.71,16.6291111111,48.9035555555,30.1437777778,43.1883333333,16.2446666667,7.122,30.9561111111,51.8833333333,52.1281111111,20.0997777778,7.32177777778,12.2845
567.05,16.6307777778,48.8471111111,30.107,43.162,16.2065555555,7.093,30.9627777778,51.8103333333,52.0514444444,20.0845555556,7.30116666667,12.2643333333
567.39,16.6414444444,48.8424444444,30.095,43.1633888889,16.1906666667,7.13044444444,30.966,51.7877777778,52.0036666667,20.089,7.29022222222,12.2563333333
567.73,16.6378888889,48.8272222222,30.0855555556,43.1054444444,16.1651111111,7.15488888889,30.9384444445,51.7557777778,51.9517777778,20.0963333333,7.27511111111,12.271
568.07,16.6222222222,48.8235555555,30.0612222222,43.1261666667,16.1385555556,7.107,30.9412222222,51.7657777778,51.9632222222,20.0902222222,7.224,12.2395
568.41,16.666,48.8427777778,30.0838888889,43.1638888889,16.1763333333,7.117,30.9565555555,51.8038888889,51.9641111111,20.1591111111,7.24666666667,12.2693333334
568.75,16.6773333333,48.866,30.1121111111,43.2309444445,16.2652222222,7.17255555556,30.9902222222,51.8206666667,51.9848888889,20.1774444445,7.26116666667,12.3418333333
569.09,16.6782222222,48.8798888889,30.0696666667,43.2346666667,16.2841111111,7.17755555556,31.0285555556,51.8005555555,52.0267777778,20.1676666667,7.23316666667,12.3386666667
569.43,16.6262222222,48.8686666667,30.065,43.1665555556,16.3033333333,7.183,31.0117777778,51.7661111111,52.0536666667,20.1316666667,7.229,12.3366666667
569.77,16.6101111111,48.9001111111,30.0201111111,43.1623333333,16.2572222222,7.143,31.0374444444,51.7913333333,52.0517777778,20.1168888889,7.17833333333,12.3368333334
570.11,16.665,48.9751111111,30.0466666667,43.2926111111,16.2874444444,7.17766666667,31.1123333333,51.8887777778,52.1978888889,20.174,7.22622222222,12.3338333334
570.45,16.6217777778,48.9458888889,29.9864444445,43.2426666667,16.2715555555,7.11744444444,31.0415555556,51.8443333333,52.1692222222,20.1304444445,7.2105,12.3176666667
570.79,16.6234444445,49.0486666667,29.986,43.2743888889,16.2957777778,7.12088888889,31.0723333333,51.9103333333,52.2491111111,20.1495555556,7.21127777778,12.3535
571.13,16.5931111111,49.0856666667,29.969,43.2586111111,16.2847777778,7.09022222222,31.0555555556,51.9412222222,52.2963333333,20.126,7.18361111111,12.349
571.47,16.5407777778,49.0736666666,29.9131111111,43.2503888889,16.2057777778,7.03466666667,31.0332222222,51.9047777778,52.2775555556,20.0586666667,7.12977777778,12.2865
571.81,16.503,49.0655555555,29.901,43.2235555556,16.1672222222,7.023,30.9958888889,51.8866666667,52.2374444444,20.0173333334,7.10038888889,12.2451666667
572.15,16.4622222222,49.07,29.8757777778,43.176,16.1138888889,7.00733333333,30.9576666667,51.8485555555,52.1872222222,19.9532222222,7.0785,12.263
572.49,16.473,49.0952222222,29.8864444444,43.1586666667,16.0431111111,6.97711111111,30.9861111111,51.8724444444,52.1796666667,19.9304444445,7.03622222222,12.2196666667
572.83,16.5512222222,49.2047777778,29.9326666667,43.2268888889,16.0673333333,7.04133333333,31.0554444445,51.9748888889,52.2307777778,19.9848888889,7.07527777778,12.2781666666
573.17,16.5811111111,49.2211111111,29.9924444444,43.2795555556,16.0533333333,7.04111111111,31.0864444444,51.9704444444,52.2678888889,20.0255555556,7.08855555556,12.2765
573.51,16.563,49.2116666666,30.0207777778,43.2375555556,16.0505555555,7.02511111111,31.066,51.935,52.2658888889,20.0041111111,7.03683333333,12.2705
573.85,16.5243333333,49.1581111111,29.9787777778,43.1663888889,16.0383333333,6.98566666667,31.0423333333,51.8792222222,52.2043333333,19.9541111111,6.999,12.2781666667
574.19,16.5847777778,49.3138888889,30.0531111111,43.2803333333,16.078,7.01933333333,31.1287777778,52.0152222222,52.3585555555,20.0071111111,7.00666666667,12.3338333334
574.53,16.5885555555,49.256,30.0527777778,43.2205,16.0565555556,7.00888888889,31.0984444444,51.949,52.3514444444,19.9636666667,6.99705555556,12.325
574.87,16.5873333333,49.1916666666,30.054,43.1878888889,16.0548888889,7.02644444444,31.1102222222,51.8887777778,52.3141111111,19.957,7.03638888889,12.3308333334
575.21,16.6447777778,49.2704444444,30.1047777778,43.2673333333,16.132,7.04855555556,31.1697777778,52.0155555555,52.4362222222,19.9997777778,7.06827777778,12.3918333334
575.55,16.6996666667,49.2876666667,30.1231111111,43.2654444444,16.2031111111,7.10111111111,31.2098888889,52.0462222222,52.4347777778,20.0151111111,7.13044444444,12.465
575.89,16.7337777778,49.3177777778,30.1024444444,43.3081666667,16.2253333333,7.06688888889,31.2732222222,52.0202222222,52.5242222222,20.0138888889,7.11177777778,12.4525
576.22,16.7672222222,49.3327777778,30.0798888889,43.2811666667,16.2254444445,7.05244444444,31.2545555556,51.9835555556,52.556,20.0278888889,7.13966666667,12.4725
576.56,16.7696666667,49.3082222222,30.1181111111,43.2905,16.252,7.07266666667,31.2782222222,51.9358888889,52.5775555556,20.0498888889,7.16577777778,12.4841666667
576.90,16.7655555556,49.3513333333,30.0515555555,43.2708333333,16.2961111111,7.07533333333,31.2693333333,51.9606666667,52.5654444444,20.0232222222,7.16133333333,12.509
577.24,16.7713333333,49.351,30.0396666667,43.3355555556,16.3108888889,7.11066666667,31.3114444444,52.0116666667,52.5423333333,20.0101111111,7.20566666667,12.4851666666
577.58,16.8201111111,49.3595555556,30.061,43.3548333333,16.3432222222,7.17088888889,31.3102222222,51.9393333334,52.5,20.0532222222,7.23733333333,12.544
577.92,16.8463333333,49.2573333333,30.0617777778,43.3051666667,16.3776666667,7.22655555556,31.3451111111,51.8144444444,52.4403333333,20.0802222222,7.30127777778,12.5486666666
578.26,16.8531111111,49.2992222222,30.1216666667,43.368,16.3944444444,7.23055555556,31.3738888889,51.8288888889,52.4448888889,20.1224444444,7.33455555555,12.5241666667
578.60,16.9376666667,49.4488888889,30.184,43.4877222222,16.4356666667,7.226,31.4327777778,51.9131111111,52.5012222222,20.188,7.32933333333,12.5631666667
578.94,16.9156666667,49.4201111111,30.1316666667,43.4652222222,16.4242222222,7.20777777778,31.4773333333,51.8653333333,52.4611111111,20.1836666667,7.28772222222,12.5555
579.28,16.8897777778,49.3833333333,30.1263333333,43.4882222222,16.382,7.13277777778,31.4761111111,51.7997777778,52.4584444445,20.1667777778,7.24944444444,12.5025
579.61,16.9073333333,49.3837777778,30.1772222222,43.5206666667,16.3651111111,7.17733333333,31.4944444444,51.9104444444,52.4313333333,20.2047777778,7.27488888889,12.4961666667
579.95,16.9131111111,49.4102222222,30.2543333333,43.6375555556,16.4228888889,7.22555555556,31.5564444445,51.9965555556,52.4982222222,20.2318888889,7.27272222222,12.4898333333
580.29,16.8224444444,49.3477777778,30.1224444445,43.537,16.3368888889,7.12177777778,31.46,51.9547777778,52.404,20.109,7.19316666667,12.4033333333
580.63,16.848,49.3871111111,30.16,43.6026111111,16.2866666667,7.09555555556,31.479,51.9366666667,52.4364444444,20.1098888889,7.17783333333,12.3678333333
580.97,16.8575555556,49.4025555555,30.1926666667,43.5747777778,16.3131111111,7.09,31.4692222222,51.9415555556,52.4466666667,20.1615555556,7.20838888889,12.445
581.31,16.87,49.4187777778,30.2511111111,43.6561666667,16.266,7.07833333333,31.492,52.0373333333,52.4473333333,20.1244444445,7.19233333333,12.3871666667
581.65,16.806,49.4312222222,30.2687777778,43.6486666667,16.2015555556,7.02044444444,31.4552222222,52.0555555555,52.4454444445,20.0656666667,7.10305555555,12.3793333334
581.98,16.8743333333,49.5281111111,30.3273333333,43.7249444445,16.2456666667,7.05166666667,31.5457777778,52.1853333333,52.5063333333,20.095,7.1305,12.4673333334
582.32,16.834,49.4705555556,30.2927777778,43.6611111111,16.262,7.076,31.5163333334,52.1733333333,52.5173333333,20.0647777778,7.14894444444,12.528
582.66,16.8408888889,49.4434444445,30.3414444444,43.6572777778,16.2687777778,7.10488888889,31.4871111111,52.155,52.5107777778,20.0223333333,7.18561111111,12.5163333333
583.00,16.7834444445,49.3947777778,30.2515555556,43.6006666667,16.2026666667,7.05733333333,31.4142222222,52.1268888889,52.5274444445,19.983,7.12011111111,12.4445
583.34,16.7352222222,49.3974444444,30.2151111111,43.4956666667,16.1937777778,7.05455555556,31.3496666667,51.9964444445,52.5002222222,19.9193333334,7.09894444445,12.448
583.68,16.7586666667,49.4663333333,30.191,43.4811111111,16.2415555556,7.09055555556,31.3498888889,52.0156666666,52.4476666667,19.9408888889,7.18611111111,12.5548333333
584.01,16.8126666667,49.536,30.2976666667,43.5629444444,16.3092222222,7.08933333333,31.3927777778,52.074,52.5827777778,20.0452222222,7.23083333333,12.639
584.35,16.8345555555,49.6313333333,30.3462222222,43.6203333333,16.2926666667,7.07544444444,31.4332222222,52.2331111111,52.6168888889,20.0912222222,7.22838888889,12.6958333333
584.69,16.7793333333,49.5894444444,30.2333333333,43.6037777778,16.2241111111,6.95011111111,31.4351111111,52.1836666667,52.6537777778,20.0226666667,7.11577777778,12.6473333333
585.03,16.7213333333,49.5696666667,30.1053333333,43.4476666667,16.2035555555,6.91722222222,31.3635555555,52.0595555556,52.5824444444,20.0088888889,7.11638888889,12.6331666667
585.37,16.8441111111,49.6464444444,30.1882222222,43.5448333333,16.2862222222,7.02277777778,31.4647777778,52.1798888889,52.6252222222,20.0843333333,7.23738888889,12.7065
585.70,16.7106666667,49.5038888889,30.0516666667,43.3921666667,16.2088888889,6.90911111111,31.3095555556,52.0438888889,52.5364444445,19.9594444444,7.10611111111,12.6163333333
586.04,16.7298888889,49.5031111111,30.0922222222,43.3759444445,16.212,6.975,31.3203333333,52.0147777778,52.4967777778,19.9933333333,7.08716666667,12.6026666667
586.38,16.7527777778,49.5621111111,30.1343333333,43.4051111111,16.199,6.99533333333,31.3141111111,52.0242222222,52.5467777778,20.072,7.05427777778,12.645
586.72,16.8274444445,49.6661111111,30.2438888889,43.4795555556,16.2631111111,7.10166666667,31.3995555555,52.0914444445,52.5746666667,20.1647777778,7.15544444444,12.7925
587.06,16.8623333333,49.684,30.2726666667,43.5677777778,16.2562222222,7.094,31.4343333333,52.2101111111,52.5917777778,20.2025555556,7.19216666667,12.8246666666
587.39,16.8284444444,49.6171111111,30.2253333333,43.5245,16.1776666667,7.04444444444,31.3714444444,52.1334444445,52.5248888889,20.1223333333,7.08111111111,12.749
587.73,16.839,49.6037777778,30.2285555555,43.5575555556,16.1584444444,7.12788888889,31.3577777778,52.0738888889,52.4297777778,20.1083333333,7.14472222222,12.7578333333
588.07,16.795,49.528,30.2052222222,43.5052222222,16.1894444444,7.12977777778,31.3153333333,51.9853333333,52.4454444444,20.0712222222,7.11977777778,12.7265
588.41,16.8532222222,49.5692222222,30.2144444445,43.5758333333,16.2293333333,7.23166666667,31.3252222222,52.0221111111,52.4991111111,20.1047777778,7.1945,12.7155
588.74,16.9155555555,49.6201111111,30.3452222222,43.7027777778,16.3248888889,7.28811111111,31.4312222222,52.1915555555,52.6066666667,20.1698888889,7.24333333333,12.7955
589.08,16.8205555556,49.6031111111,30.236,43.6492777778,16.2207777778,7.12488888889,31.31,52.1257777778,52.5927777778,20.0807777778,7.12905555556,12.6756666667
589.42,16.9804444444,49.8331111111,30.4264444444,43.8016666667,16.3604444445,7.25222222222,31.4947777778,52.2914444445,52.802,20.2361111111,7.29444444444,12.758
589.76,16.9576666666,49.8451111111,30.4413333333,43.8335555556,16.3285555556,7.17522222222,31.459,52.3204444445,52.8338888889,20.178,7.27083333333,12.7001666666
590.09,16.9621111111,49.8446666667,30.4036666667,43.7548333333,16.3168888889,7.14088888889,31.4606666667,52.3062222222,52.7671111111,20.1717777778,7.28494444444,12.7146666667
590.43,16.9442222222,49.797,30.3762222222,43.7571111111,16.3226666667,7.11922222222,31.4383333333,52.3283333333,52.7755555556,20.1281111111,7.24233333333,12.677
590.77,16.9645555556,49.8156666667,30.3878888889,43.7706666667,16.3755555556,7.12011111111,31.4987777778,52.3523333333,52.8604444445,20.1854444444,7.22794444445,12.6926666667
591.11,16.9855555556,49.817,30.4116666667,43.7584444445,16.4045555556,7.17522222222,31.5331111111,52.344,52.907,20.2502222222,7.25394444444,12.7283333333
591.44,17.0433333333,49.8165555556,30.4261111111,43.7563888889,16.4193333333,7.23366666667,31.5564444444,52.4057777778,52.9603333333,20.2883333334,7.23666666667,12.7435
591.78,17.0857777778,49.8743333334,30.4935555556,43.8220555556,16.4091111111,7.30611111111,31.6056666667,52.4271111111,52.8913333333,20.3164444445,7.30466666667,12.815
592.12,17.1001111111,49.8436666667,30.5308888889,43.7941111111,16.4241111111,7.36377777778,31.5928888889,52.3904444445,52.7802222222,20.3537777778,7.36722222222,12.8795
592.46,17.1158888889,49.9043333333,30.553,43.8669444445,16.418,7.32688888889,31.6227777778,52.4203333333,52.8693333333,20.3765555555,7.35311111111,12.8971666667
592.79,17.1522222222,49.9498888889,30.58,43.9041666667,16.4405555556,7.34966666667,31.6571111111,52.4468888889,52.9261111111,20.4068888889,7.35755555556,12.9598333333
593.13,17.0606666667,49.7597777778,30.4568888889,43.8377777778,16.3466666667,7.32777777778,31.5594444444,52.2952222222,52.752,20.3617777778,7.25911111111,12.9471666667
593.47,17.0712222222,49.7104444444,30.4082222222,43.7661111111,16.3138888889,7.34511111111,31.5612222222,52.2421111111,52.6844444444,20.3785555555,7.23605555556,13.009
593.80,17.0956666667,49.7146666667,30.4137777778,43.8461111111,16.4154444445,7.429,31.6277777778,52.2656666667,52.7165555556,20.4027777778,7.32983333333,13.0733333333
594.14,17.1776666667,49.8457777778,30.5092222222,43.9601666667,16.4477777778,7.52222222222,31.7521111111,52.3631111111,52.824,20.4816666667,7.37522222222,13.1595
594.48,17.1366666667,49.7365555556,30.4304444444,43.8785555555,16.3945555555,7.53322222222,31.67,52.2072222222,52.7131111111,20.4102222222,7.36116666667,13.1405
594.81,17.1772222222,49.8527777778,30.5472222222,43.9654444444,16.4665555556,7.55433333333,31.7644444444,52.2931111111,52.7967777778,20.4572222222,7.41288888889,13.1583333334
595.15,17.1266666666,49.9248888889,30.5544444444,43.9696111111,16.4622222222,7.49622222222,31.7815555556,52.2667777778,52.8113333333,20.4208888889,7.42266666667,13.1455
595.49,17.1438888889,49.9451111111,30.621,43.9923333333,16.5211111111,7.517,31.8357777778,52.3083333333,52.9171111111,20.454,7.45533333333,13.1951666666
595.82,17.1635555556,50.064,30.7231111111,44.0443888889,16.5366666667,7.42533333333,31.9297777778,52.391,53.0824444444,20.4701111111,7.41427777778,13.203
596.16,17.1553333333,50.0226666667,30.6108888889,43.9591666667,16.5111111111,7.45433333333,31.8962222222,52.3563333333,53.0651111111,20.4326666667,7.41355555556,13.1875
