wavelength,Back_ChlRiem,Belly_ChlRiem,Breast_ChlRiem,Crissum_ChlRiem,Crown_ChlRiem,DorTail_ChlRiem,Patch10_ChlRiem,Patch11_ChlRiem,Patch12_ChlRiem,Rump_ChlRiem,Throat_ChlRiem,WingTip_ChlRiem
311.85,5.848,12.776,10.344,2.46533333333,3.784,6.20933333333,27.5773333333,1.12533333333,20.892,12.9726666667,2.44133333333,6.39066666667
312.22,5.6904,12.6795333333,10.2572,2.2678,3.7178,6.02633333333,27.6251333333,0.927399999999,20.9329333333,12.8960666667,2.24753333333,6.1752
312.59,5.64686666667,12.8015333333,10.2866,2.15806666667,3.675,5.96806666667,27.7525333333,0.810133333334,21.0789333333,12.9198666667,2.15646666667,6.10166666667
312.96,5.5728,12.7091333333,10.1842666667,1.9852,3.56113333333,5.89346666667,27.8237333333,0.619933333334,20.9840666667,12.8448,1.9558,5.9172
313.33,5.7116,12.8081333334,10.3239333333,1.97793333333,3.65713333333,5.93953333333,28.1050666667,0.614600000001,21.2003333333,13.0383333333,1.94913333333,5.8804
313.70,5.72986666667,12.8424666667,10.3874666667,1.89306666667,3.65386666667,5.819,28.243,0.557600000001,21.3236,13.1438,1.83066666667,5.84586666667
314.07,5.79293333333,12.8631333333,10.4749333333,1.89046666667,3.66826666667,5.8266,28.2891333333,0.546466666667,21.3562666667,13.1272666666,1.83546666667,5.75653333333
314.43,6.01446666667,13.075,10.691,2.0868,3.8328,6.01,28.5902666667,0.732999999999,21.6106,13.3262333333,1.95466666667,5.84346666667
314.80,6.01213333333,13.1338,10.9338,2.14726666667,3.92093333333,6.11273333333,28.8857333333,0.814133333333,21.8230666667,13.5026,2.0674,5.98493333333
315.17,6.07046666667,13.1860666667,11.1106,2.13106666667,3.93453333333,6.18833333333,29.1793333333,0.858399999999,21.9951333333,13.6699333333,2.0688,6.07033333333
315.54,5.8414,13.0255333333,10.9159333333,1.98153333333,3.80006666667,5.95133333333,29.1923333333,0.6888,21.9464666667,13.5237,1.885,5.88473333333
315.91,5.522,12.8431333333,10.5521333333,1.5992,3.4412,5.62206666667,29.0442,0.213733333333,21.7841333334,13.1366333333,1.50253333333,5.4726
316.28,5.09813333333,12.4991333333,10.2202,1.08886666667,2.99793333333,5.2116,28.8544666667,-0.273533333333,21.4672,12.7725666667,0.946066666668,5.12206666667
316.64,5.2172,12.4989333333,10.3412,1.16593333333,3.06113333333,5.25353333333,29.0818,-0.159066666667,21.6084,13.0103,1.01753333333,5.233
317.01,5.3284,12.6172,10.4966,1.25113333333,3.18873333333,5.3042,29.4268666667,-0.0382666666667,21.8940666666,13.2034333333,1.09766666667,5.27446666666
317.38,5.10633333333,12.5970666667,10.4270666667,1.16846666667,3.05406666667,5.21346666667,29.5571333333,-0.2128,21.9100666667,13.1347,1.03833333333,5.2554
317.75,5.23,12.7372,10.7166,1.28793333333,3.20066666667,5.4688,29.9858,-0.102666666667,22.1516,13.2926666667,1.26333333333,5.3716
318.12,5.201,12.9182,10.826,1.34773333333,3.2196,5.47286666667,30.4178666667,-0.118066666666,22.3874666667,13.5356,1.226,5.43
318.49,5.20373333333,12.9097333333,10.8113333333,1.3158,3.24186666667,5.3366,30.5348666667,-0.2082,22.3982666667,13.5909333334,1.21533333333,5.35426666667
318.85,5.44466666667,13.1098666667,10.8064666667,1.4218,3.41353333333,5.44293333333,30.8209333333,-0.1532,22.5501333333,13.8802666667,1.31213333333,5.41566666667
319.22,5.41293333333,13.105,10.7138,1.33693333333,3.32613333333,5.26446666667,30.8406666667,-0.306000000001,22.5434,13.8795,1.19726666667,5.36593333333
319.59,5.3846,13.0201333333,10.7234,1.2216,3.27466666667,5.10066666667,30.9505333333,-0.3828,22.513,14.0338666667,1.10446666667,5.1556
319.96,5.40066666667,13.1419333333,10.7571333333,1.27893333333,3.30486666667,5.10073333333,31.1932,-0.353266666667,22.6884,14.1751666667,1.17586666667,5.1964
320.32,5.7726,13.5962,11.1605333334,1.61586666667,3.57573333333,5.31946666667,31.6898,-0.0202666666674,23.3147333333,14.6427666667,1.52873333333,5.4062
320.69,5.70466666667,13.6875333333,11.2527333333,1.5454,3.449,5.2648,31.8699333334,-0.113666666667,23.3296,14.5684333333,1.49886666667,5.30406666667
321.06,5.88546666667,13.8709333333,11.4137333333,1.60533333333,3.54166666667,5.31986666667,31.8899333333,-0.029533333334,23.523,14.7088666667,1.62553333333,5.38693333333
321.43,6.109,14.1736666667,11.6286,1.6582,3.772,5.47486666667,32.2645333333,0.163666666666,23.6922,15.0083,1.75126666667,5.46373333333
321.80,6.06933333333,14.2385333333,11.4602,1.38106666667,3.66706666666,5.3466,32.1386666667,-0.0128666666674,23.6689333333,14.9805666667,1.54126666666,5.1584
322.16,5.95973333333,14.1004666667,11.2235333333,1.10966666667,3.511,5.24006666667,32.0032666667,-0.307933333334,23.5238,14.7692,1.3664,4.93746666667
322.53,5.9818,14.2985333334,11.313,0.995799999999,3.4996,5.1802,32.129,-0.341600000001,23.7404666667,14.8000666667,1.28326666667,4.90713333333
322.90,5.7908,14.3277333333,11.3978,0.803333333332,3.37573333333,5.08846666667,32.2699333333,-0.495533333333,23.8570666667,14.6779,1.10766666667,4.708
323.27,6.02046666667,14.6035333333,11.7287333333,1.05313333333,3.709,5.33773333333,32.6164,-0.275733333333,24.3037333333,14.8819,1.2892,4.8724
323.63,6.41686666667,15.1938666667,12.1839333333,1.4544,4.1396,5.67553333333,33.0184666667,0.108266666667,24.6576666667,15.1066333333,1.6324,5.304
324.00,6.80686666667,15.556,12.6246,1.86986666667,4.58406666667,6.05626666667,33.3540666666,0.515533333334,25.1462,15.5398666667,2.05206666667,5.6132
324.37,6.79273333333,15.5214,12.6315333333,1.84266666667,4.55493333333,6.10333333333,33.3582666667,0.426400000001,24.9906666667,15.4692666667,2.13973333334,5.54466666667
324.74,6.8422,15.6542666667,12.6978,1.87633333333,4.68913333333,6.17953333333,33.5844666667,0.393333333333,25.2094,15.6172666667,2.14706666667,5.59373333333
325.10,6.82766666667,15.7622666666,12.8151333333,1.97266666667,4.78413333333,6.22513333333,33.8840666667,0.437066666666,25.2698666667,15.8088,2.17353333333,5.62433333333
325.47,6.79506666666,15.7392666667,12.8255333333,1.94286666667,4.74966666667,6.13593333333,33.9376,0.380866666666,25.2171333334,15.7876333333,2.03813333333,5.57633333333
325.84,6.96766666667,15.8542,13.0224666667,2.09126666667,4.92306666667,6.22866666667,34.2136666667,0.518666666667,25.2806,15.9241333333,2.15766666667,5.78213333333
326.21,7.1734,16.1675333333,13.294,2.23613333333,5.1726,6.2758,34.6833333333,0.6762,25.6318666667,16.1661,2.22213333333,5.8936
326.57,7.02606666667,15.9348,13.1076,2.03046666667,5.01773333333,6.11786666667,34.6591333333,0.509666666666,25.4481333333,16.0440666667,2.04166666667,5.6514
326.94,7.11,15.9685333333,13.1947333333,2.04493333333,5.02206666666,6.04873333333,34.6716,0.604066666666,25.4338,16.1104333334,2.02406666667,5.66653333333
327.31,7.0746,15.9384666667,13.1842,1.85046666667,4.82446666667,5.95646666667,34.7772,0.472,25.3258,16.1270666667,1.85186666667,5.53326666667
327.67,6.62873333333,15.4172666667,12.7483333333,1.29946666667,4.3436,5.5586,34.4807333333,-0.0239999999999,24.9653333333,15.8187666667,1.31073333333,5.02853333333
328.04,6.41966666667,15.1839333333,12.5365333333,0.880933333334,4.0638,5.29726666667,34.4913333333,-0.342799999999,24.629,15.693,0.909533333333,4.76466666667
328.41,6.28453333333,15.0860666667,12.4293333333,0.683,3.949,5.06646666667,34.6805333333,-0.510133333333,24.6131333333,15.706,0.550866666667,4.63773333333
328.78,6.11893333333,14.9782,12.3044666667,0.4146,3.72493333333,4.83233333333,34.7428,-0.731333333334,24.4577333333,15.5674666667,0.195466666667,4.3172
329.14,5.98106666667,14.8430666667,12.1560666667,0.0780666666668,3.45813333333,4.64146666667,34.7347333333,-0.993866666665,24.2686666667,15.3865,-0.0585999999998,4.04006666667
329.51,6.30653333333,15.1034666667,12.5104666667,0.367466666667,3.70473333334,4.96933333333,35.0306,-0.7548,24.502,15.7106,0.242,4.25073333333
329.88,6.31566666667,15.1588,12.5000666667,0.316,3.634,4.87026666667,35.1282,-0.734200000001,24.5132,15.7692666666,0.165000000001,4.16973333333
330.24,6.17,14.9838666667,12.4402,0.1064,3.30553333333,4.69693333333,35.2460666666,-0.874533333332,24.3683333333,15.7148333333,0.0138000000005,3.9442
330.61,6.21566666667,15.1996,12.5346666667,0.140800000001,3.3078,4.7014,35.5272,-0.914666666666,24.4204,15.9043,-0.00473333333333,3.96433333333
330.98,5.98653333333,15.1499333333,12.2588666667,-0.106733333333,3.0906,4.49893333333,35.6600666667,-1.26153333333,24.2084666667,15.7575666667,-0.315466666667,3.6504
331.34,5.90026666667,15.1485333333,12.1866,-0.138,3.06053333333,4.41293333333,35.7742666667,-1.3616,24.0846,15.7227,-0.46,3.53586666667
331.71,5.95546666667,15.3622,12.4200666667,-0.0213333333339,3.12593333333,4.47686666667,36.1082666667,-1.32966666667,24.2595333333,15.9204666667,-0.364666666666,3.4906
332.08,6.00466666667,15.5561333333,12.6324,0.193266666667,3.16186666667,4.5234,36.3874,-1.21326666667,24.3286,16.0504,-0.310066666666,3.5482
332.44,6.04153333333,15.5345333333,12.723,0.199066666667,3.13586666667,4.5216,36.4852666667,-1.25146666667,24.2104,16.0135,-0.311066666667,3.4734
332.81,6.04846666667,15.6199333333,12.8316,0.167333333333,3.16833333333,4.48333333334,36.7255333333,-1.2976,24.2782,16.2316333333,-0.321533333333,3.4226
333.18,6.2974,16.0054666667,13.1616666667,0.397933333333,3.37913333333,4.7202,37.149,-1.05773333333,24.5112,16.5242,-0.1604,3.70993333333
333.54,5.97466666667,15.7772,12.8988666667,0.005666666666,3.06506666667,4.3486,37.1272,-1.38686666667,24.2212666667,16.2471666667,-0.543533333333,3.33553333333
333.91,5.92653333333,15.8461333333,12.9956,-0.0657333333334,3.00466666667,4.2898,37.3709333333,-1.53866666667,24.266,16.2623333333,-0.6082,3.26533333333
334.28,6.0372,15.9792666667,13.1373333333,0.023533333334,3.1196,4.37826666667,37.5818,-1.50306666667,24.3243333333,16.4313333333,-0.597733333334,3.30446666667
334.64,6.48706666667,16.4408,13.6396,0.537333333334,3.5918,4.85433333333,38.226,-0.998600000001,24.7904666667,16.9334666667,-0.148333333333,3.80406666667
335.01,6.98953333333,16.9446,14.1945333333,1.04746666667,4.15233333333,5.3258,38.7932,-0.474066666666,25.2763333333,17.5138333333,0.2612,4.36813333333
335.38,7.29053333333,17.2509333333,14.5072666667,1.24126666667,4.34553333333,5.53266666667,39.3018666667,-0.241333333334,25.5948,17.8516333333,0.5126,4.57613333333
335.74,7.60593333333,17.5431333333,14.7763333333,1.4874,4.56293333333,5.77053333333,39.6822666667,-0.0078666666666,25.764,18.1278666667,0.660600000001,4.86933333334
336.11,7.77319999999,17.716,14.9099333333,1.4976,4.61986666667,5.88813333333,39.9624666667,-0.0129999999994,25.9088,18.2641,0.722866666665,4.9814
336.47,8.04313333333,18.1528,15.219,1.7342,4.9504,6.1998,40.3490666667,0.264133333333,26.2651333333,18.698,1.007,5.26566666667
336.84,8.39573333334,18.3704666667,15.4914666667,2.07873333333,5.26626666667,6.522,40.5022,0.622799999999,26.2866,18.9083666666,1.38026666667,5.65386666667
337.21,8.35113333334,18.3816666667,15.5489333333,2.0206,5.3008,6.47686666667,40.6036666667,0.530933333334,26.2742,18.9708333333,1.3346,5.5808
337.57,8.73999999999,18.7703333333,15.8942666667,2.39226666667,5.59713333333,6.77846666667,41.0372666666,0.801533333334,26.5326,19.3827333333,1.64406666667,5.94453333333
337.94,8.946,18.988,16.1002666667,2.61146666667,5.81633333333,6.97893333333,41.4068,0.971200000001,26.6296666667,19.6365666667,1.8092,6.12373333333
338.31,9.08953333333,19.2616,16.3583333333,2.67833333334,6.0006,7.12753333333,41.6402,1.11806666667,26.69,19.8648333333,1.9192,6.30793333333
338.67,8.96993333333,19.1943333333,16.3846666667,2.4614,5.81926666666,6.9096,41.62,0.8756,26.5048,19.7781,1.67886666667,6.1036
339.04,8.80486666667,19.0602,16.3267333333,2.20793333333,5.53206666667,6.66793333334,41.6602,0.589333333334,26.2819333333,19.6502666667,1.49593333333,5.84693333333
339.40,8.8054,19.0171333333,16.381,2.21853333333,5.5834,6.617,41.5093333333,0.590866666667,26.1001333333,19.6702666667,1.53233333333,5.83386666667
339.77,8.88260000001,19.1378666667,16.5387333334,2.27586666667,5.67953333333,6.65226666667,41.7553333333,0.676866666667,26.08,19.8592666667,1.61813333333,5.90206666667
340.14,8.86619999999,19.2822,16.6034666667,2.34033333333,5.7558,6.6106,41.9027333333,0.680666666667,26.0395333333,19.9702,1.58813333333,5.88473333334
340.50,8.7408,19.1992666667,16.5102666667,2.1464,5.59593333333,6.3942,41.983,0.475066666667,25.7687333334,19.8743,1.39193333333,5.6646
340.87,8.70593333333,19.2975333333,16.6336666667,2.064,5.5284,6.37133333333,42.2293333333,0.404999999999,25.8058,19.9091333333,1.32133333333,5.5662
341.23,8.78286666667,19.3537333333,16.6334,2.08466666667,5.50513333333,6.34193333333,42.3710666667,0.439466666667,25.7551333333,19.9066,1.3486,5.48746666667
341.60,8.6914,19.3648,16.6526666667,1.93213333333,5.46566666667,6.21433333333,42.4725333333,0.358599999999,25.6658,19.8703666667,1.31213333333,5.38826666667
341.96,8.61446666666,19.4174666666,16.7530666667,1.80106666667,5.40906666667,6.13233333333,42.6425333333,0.237266666667,25.6199333333,19.9403666667,1.2244,5.29906666667
342.33,8.72613333334,19.6349333333,17.0068666667,1.93406666667,5.4934,6.21,43.0588,0.316466666666,25.7059333333,20.1509333333,1.35186666667,5.34986666667
342.70,8.69039999999,19.6375333333,16.9960666667,1.77613333333,5.41786666667,6.11686666667,43.2336666667,0.175133333334,25.6074666667,20.1306666667,1.22433333333,5.2474
343.06,8.75793333333,19.7570666667,17.0958,1.76293333333,5.5274,6.172,43.4012,0.219933333334,25.5438,20.2194333333,1.30013333333,5.21886666667
343.43,8.84586666667,20.0466,17.3104,1.8638,5.6134,6.33606666667,43.8978666667,0.310999999999,25.6816,20.4637666666,1.35566666667,5.27966666667
343.79,8.98960000001,20.3169333333,17.5432,1.9556,5.74226666667,6.47386666667,44.3534,0.398466666667,25.8752,20.7069333333,1.45333333333,5.39653333333
344.16,9.14153333333,20.5502666667,17.8383333333,1.98106666667,5.82533333333,6.6158,44.8025333334,0.462200000001,25.9815333333,20.9416333334,1.5616,5.5014
344.52,9.41346666667,20.8670666667,18.2135333333,2.23413333333,6.068,6.86893333333,45.2376666667,0.718133333333,26.2463333333,21.2245,1.83686666667,5.76833333333
344.89,9.5562,21.0880666667,18.4112666667,2.39366666667,6.21966666667,6.9622,45.4926,0.814133333335,26.2808,21.4354333333,1.9644,5.87533333333
345.25,9.77693333333,21.3870666667,18.8175333333,2.62193333333,6.53926666667,7.23226666667,45.9170666667,1.05186666667,26.5022,21.7392,2.25886666667,6.1156
345.62,9.8294,21.4169333333,18.9569333334,2.64986666667,6.544,7.2918,46.0690666667,1.04306666667,26.4358666667,21.8254666667,2.21073333333,6.09353333333
345.99,9.92286666666,21.5824,19.0778,2.7148,6.58846666667,7.36533333333,46.2045333333,1.12326666667,26.432,21.9271333333,2.28626666667,6.1486
346.35,9.9954,21.6496666667,19.1052666667,2.65413333333,6.64113333333,7.40846666667,46.366,1.12586666667,26.4088666667,21.9726,2.27106666667,6.15713333333
346.72,10.1812,21.937,19.3944,2.86933333333,6.87293333334,7.61226666667,46.7288,1.34893333333,26.5043333333,22.2132,2.4628,6.2868
347.08,10.2235333333,22.0590666667,19.4817333333,2.95286666667,6.87293333333,7.66286666667,46.9877333333,1.37473333333,26.5404666667,22.3452666667,2.4418,6.36006666667
347.45,10.2501333333,22.1449333333,19.5472666667,2.89866666667,6.87706666667,7.62986666667,47.2368,1.32406666667,26.4852666667,22.4136,2.3748,6.3058
347.81,10.2414,22.1673333333,19.5344666667,2.86073333333,6.8432,7.53773333333,47.1898666667,1.2342,26.3095333333,22.3761666667,2.29813333333,6.18566666667
348.18,10.3392666667,22.2231333333,19.6506,3.00533333333,7.0152,7.62566666667,47.2558666667,1.3474,26.2196,22.452,2.3776,6.21973333333
348.54,10.3501333333,22.2952,19.7225333333,3.0016,7.001,7.6508,47.4265333334,1.34193333333,26.0785333333,22.5286333333,2.28293333333,6.18553333333
348.91,10.4058666667,22.4594,19.9126,2.95106666667,6.99686666667,7.68846666667,47.816,1.32633333333,26.1728,22.6779333333,2.25653333333,6.1862
349.27,10.4652666667,22.5904666667,19.969,3.0138,6.979,7.71546666667,48.032,1.3242,26.0483333333,22.7278333333,2.19406666667,6.1468
349.64,10.7637333333,23.021,20.2759333333,3.2826,7.2832,7.9838,48.6659333333,1.629,26.3516666667,23.1137,2.4456,6.3918
350.00,10.8262,23.1678666667,20.4303333333,3.3616,7.3274,7.9944,49.0784,1.64133333333,26.4136666667,23.2903666667,2.4662,6.37046666667
350.37,10.7615333333,23.1759333333,20.4346666666,3.33546666667,7.25766666667,7.8638,49.1227333333,1.53726666667,26.2372,23.2576,2.41146666667,6.26353333333
350.73,10.8162,23.3272666667,20.4953333333,3.34753333333,7.29813333333,7.91153333333,49.3383333333,1.53266666667,26.2166,23.4216333333,2.44873333333,6.27113333333
351.10,11.0590666667,23.6484,20.8101333333,3.55013333333,7.512,8.123,49.6759333333,1.765,26.3656,23.6924666667,2.705,6.46593333333
351.46,11.2370666667,23.8724,21.0446,3.7042,7.67473333333,8.27653333333,49.9004666667,1.8852,26.4152,23.9106333333,2.90206666667,6.6526
351.83,11.1012666667,23.8604666666,21.0096666667,3.52526666667,7.53553333333,8.17973333333,50.1220666667,1.69026666667,26.2038,23.8874333333,2.82606666667,6.47653333333
352.19,11.0673333333,23.9652,21.0582,3.45813333333,7.5134,8.09853333333,50.3304,1.6414,26.1508,23.9827333333,2.85033333333,6.43953333333
352.55,11.1375333334,24.0362,21.1152666667,3.52226666667,7.59333333333,8.11893333333,50.5073333333,1.65353333334,26.0993333333,24.0758666667,2.96146666667,6.42753333333
352.92,11.1229333333,24.0340666667,21.0524666667,3.49406666667,7.6212,8.06153333334,50.6268666667,1.6674,25.8857333333,24.1315333333,2.95293333333,6.36453333333
353.28,11.0553333333,24.0252666667,21.0396,3.3584,7.58,7.95646666667,50.8152,1.55353333333,25.8016666667,24.2192666667,2.84346666667,6.32613333333
353.65,11.088,24.0502666667,21.1018666667,3.3118,7.5378,7.93993333333,50.8048666667,1.52446666667,25.673,24.2049333333,2.81266666667,6.27966666667
354.01,11.1418666667,24.1447333333,21.1355333333,3.26993333333,7.54593333333,7.996,50.9536666667,1.5362,25.5430666667,24.2235333333,2.79766666666,6.33953333333
354.38,11.2544666667,24.2661333333,21.2544,3.33606666667,7.6356,8.11073333333,51.1912666667,1.62846666667,25.554,24.3587,2.8918,6.42193333333
354.74,11.317,24.3323333334,21.3573333333,3.37193333333,7.657,8.14446666667,51.3974666667,1.70366666667,25.4964,24.4031333333,2.9396,6.46653333333
355.11,11.2184,24.2948666667,21.3140666667,3.23686666667,7.5916,7.99113333333,51.3653333333,1.565,25.2882666667,24.3328666667,2.83826666667,6.34533333333
355.47,11.1642,24.3092,21.2790666667,3.18106666667,7.52026666666,7.90986666667,51.508,1.4926,25.1757333333,24.2720333333,2.77253333333,6.25813333333
355.83,11.3238666667,24.4928666667,21.5305333333,3.29546666667,7.653,8.0544,51.8696,1.66233333333,25.3498666667,24.4862,2.8792,6.4388
356.20,11.2646,24.4736,21.4933333333,3.21566666667,7.5846,7.98513333333,51.9472,1.6242,25.2206666667,24.3849666667,2.7962,6.3796
356.56,11.2972,24.5943333333,21.6080666667,3.15906666667,7.57826666666,7.99653333333,52.1112666667,1.62186666667,25.1727333333,24.4397,2.78193333333,6.37873333333
356.93,11.2113333333,24.562,21.5788,3.11673333333,7.48573333333,7.93326666667,52.0936,1.5126,25.0379333333,24.3197,2.67166666667,6.33773333333
357.29,11.2185333333,24.5877333333,21.6404,3.18313333334,7.47433333333,7.9418,52.1564666667,1.56226666667,24.9717333333,24.3454666667,2.70086666667,6.34753333333
357.66,11.1194,24.5667333333,21.6016,3.1716,7.42933333333,7.88993333333,52.2408666667,1.5216,24.8694666667,24.3456,2.69546666667,6.3224
358.02,11.0986666667,24.5585333333,21.6572666667,3.16486666667,7.43466666667,7.91773333333,52.3512,1.50246666667,24.8548,24.3861666667,2.68186666667,6.29626666667
358.38,11.0715333333,24.5911333333,21.7024,3.16633333333,7.4246,7.93966666667,52.4746,1.5038,24.8130666667,24.4198666667,2.671,6.30646666667
358.75,11.0896,24.6557333333,21.7620666666,3.20813333333,7.4642,8.00266666667,52.5822,1.53913333333,24.8204,24.5199333333,2.74213333333,6.34993333333
359.11,11.1708,24.8470666667,21.9204,3.287,7.57073333334,8.13466666667,52.9562666667,1.6296,24.9144,24.6632666666,2.82813333333,6.43326666667
359.48,11.1879333333,24.917,21.9881333333,3.2438,7.56833333333,8.13666666667,53.1132666667,1.60386666667,24.871,24.7174666666,2.82053333333,6.45786666667
359.84,11.184,24.9043333333,21.9253333333,3.29866666667,7.6098,8.14386666667,53.1092,1.62473333333,24.7627333333,24.7188666667,2.87866666667,6.49773333333
360.20,11.2418666667,24.9883333333,21.9817333333,3.34613333333,7.68453333333,8.2656,53.2283333333,1.71913333333,24.7544,24.8375666667,2.95633333333,6.59173333333
360.57,11.2377333333,25.0788,22.03,3.37686666667,7.7598,8.30786666667,53.3899333333,1.7416,24.7447333333,24.9339,3.01893333333,6.64906666667
360.93,11.3613333333,25.2043333333,22.1519333334,3.4494,7.8394,8.41466666667,53.6318666667,1.85806666667,24.8416666667,25.1221333333,3.15053333333,6.72193333333
361.29,11.3443333333,25.2574,22.1589333333,3.44793333333,7.843,8.43886666667,53.6832,1.86193333334,24.8059333333,25.1345,3.21186666667,6.6954
361.66,11.3662,25.3126,22.2214,3.39473333333,7.856,8.4758,53.8450666666,1.8252,24.809,25.1434666667,3.2056,6.6612
362.02,11.4498666666,25.3752666666,22.3055333334,3.51753333333,7.9204,8.5398,53.8798666667,1.92026666667,24.8172,25.1937,3.33913333333,6.73833333333
362.39,11.4410666667,25.3639333333,22.2784666667,3.49393333334,7.9262,8.53046666667,53.8786666667,1.91026666667,24.7438,25.1606333334,3.32106666667,6.742
362.75,11.3342,25.2861333333,22.1978666667,3.44906666667,7.86873333333,8.43206666667,53.8056,1.816,24.6314666667,25.0563333333,3.22553333333,6.67993333333
363.11,11.278,25.1543333333,22.0764,3.374,7.77893333333,8.3544,53.635,1.74006666667,24.4964666667,24.9315,3.17106666667,6.57773333333
363.48,11.2978666667,25.1566,22.0395333333,3.50526666667,7.86386666667,8.44146666667,53.597,1.8746,24.4724,24.9248,3.28873333333,6.63726666667
363.84,11.2991333333,25.1419333333,22.0424,3.52726666667,7.85113333333,8.45766666667,53.5289333333,1.89173333333,24.4182,24.8861333333,3.29193333333,6.62126666667
364.20,11.3392666667,25.1849333333,22.0961333333,3.614,7.89433333333,8.47846666667,53.6394,1.896,24.4299333333,24.9034,3.36626666667,6.64113333333
364.57,11.1716666667,24.9240666667,21.8889333333,3.5122,7.7266,8.35186666667,53.4487333334,1.77526666667,24.2471333333,24.6590666667,3.19126666667,6.48226666667
364.93,11.1568,24.9679333333,21.8966666667,3.56666666667,7.78213333333,8.3812,53.5024666667,1.7984,24.2298666667,24.6148333333,3.23826666667,6.52326666667
365.29,11.1726666667,24.9191333333,21.8412666667,3.57773333333,7.7746,8.3784,53.4775333333,1.80686666667,24.1876,24.5532333333,3.2366,6.52033333333
365.66,11.1621333333,24.9112,21.8022666667,3.65653333333,7.82213333333,8.37986666667,53.3649333333,1.84966666667,24.1415333333,24.5284,3.28253333333,6.60193333333
366.02,11.0074,24.7603333333,21.6027333333,3.5266,7.7334,8.2808,53.1501333334,1.73806666667,23.9670666667,24.3221333333,3.17906666667,6.4706
366.38,10.9561333333,24.7334,21.5604666667,3.55553333334,7.719,8.2796,53.1707333333,1.71633333333,23.9066666667,24.3473666667,3.21886666667,6.42693333333
366.75,10.9924,24.7222666667,21.5622,3.57813333333,7.72206666667,8.32293333333,53.148,1.76113333333,23.8862,24.3018,3.2636,6.44733333333
367.11,10.9432,24.739,21.5746666667,3.61973333333,7.70826666667,8.3182,53.2427333333,1.77593333333,23.8691333333,24.3356666667,3.29013333333,6.49413333333
367.47,10.8477333333,24.5818,21.4848,3.50166666667,7.608,8.195,53.0685333333,1.66426666667,23.7443333333,24.2082666667,3.17053333333,6.37433333333
367.84,10.8399333333,24.6014,21.4975333333,3.5356,7.6104,8.2218,53.0904666667,1.707,23.7335333334,24.162,3.1962,6.40146666667
368.20,10.8040666667,24.4810666667,21.4040666667,3.53786666667,7.55846666667,8.2164,52.8766666667,1.7254,23.6307333333,24.0278666667,3.19553333333,6.4146
368.56,10.8248,24.5401333333,21.4105333333,3.5894,7.57053333333,8.23513333333,52.8431333333,1.77706666667,23.6042,24.0147666667,3.3024,6.50313333333
368.93,10.7208,24.3480666666,21.2592,3.52986666667,7.4584,8.1684,52.5505333333,1.73613333333,23.4293333333,23.7989333333,3.2534,6.47453333333
369.29,10.6939333333,24.2990666667,21.1951333334,3.56973333333,7.4284,8.1668,52.4218666667,1.7398,23.3667333333,23.734,3.2674,6.53486666667
369.65,10.578,24.121,21.0480666667,3.49413333333,7.31066666667,8.09353333333,52.2611333333,1.67486666667,23.1952666667,23.581,3.18073333333,6.42746666667
370.01,10.5173333333,24.0700666667,20.9987333333,3.51013333333,7.28153333333,8.07113333334,52.3208666667,1.6684,23.1305333333,23.5722,3.14346666667,6.48546666667
370.38,10.4492666667,23.9676,20.8808666667,3.45686666667,7.1742,8.02353333333,52.1396666667,1.63593333333,23.0472666667,23.3728666667,3.08546666667,6.47206666667
370.74,10.448,23.8594,20.7862,3.47746666667,7.15833333333,8.03346666667,51.9684,1.67006666667,22.9601333333,23.2656,3.14013333333,6.5446
371.10,10.3518666667,23.6449333333,20.5953333333,3.4376,7.07446666667,7.99226666667,51.6332666667,1.63526666667,22.7859333333,23.0607666667,3.085,6.4936
371.46,10.2072,23.4478666667,20.355,3.39233333333,6.93553333333,7.90913333333,51.3464666667,1.559,22.6319333333,22.8441666667,3.04853333333,6.41953333334
371.83,10.0878666667,23.2232,20.1301333333,3.28366666667,6.83633333333,7.7964,51.0346666667,1.46766666667,22.4269333333,22.6186333333,2.97066666667,6.3194
372.19,9.96606666667,23.0240666667,19.9561333333,3.197,6.72433333333,7.69026666667,50.7642,1.35933333333,22.3141333333,22.4570666667,2.91853333333,6.2282
372.55,9.9006,22.8269333333,19.8091333333,3.2058,6.68493333333,7.65533333333,50.4836666667,1.35993333333,22.2152,22.3456333333,2.93726666667,6.17793333333
372.92,9.90800000001,22.7812,19.7163333333,3.3098,6.69606666667,7.71146666667,50.3067333333,1.41546666667,22.2618,22.2935,3.03786666667,6.19166666667
373.28,9.86373333333,22.6432,19.6032666667,3.2974,6.72213333333,7.74066666667,50.0768666667,1.47353333333,22.2228666667,22.1839666667,3.10526666667,6.2358
373.64,9.82233333334,22.5007333333,19.4406,3.3754,6.71466666667,7.7524,49.7418,1.5282,22.1855333333,22.0641666667,3.2018,6.317
374.00,9.73386666666,22.2995333333,19.2594,3.38986666667,6.6646,7.72466666667,49.3733333333,1.5492,22.1186,21.8572666667,3.23086666667,6.27753333333
374.37,9.72833333334,22.1611333333,19.1382,3.4752,6.68853333333,7.727,49.0206,1.6128,22.1188666667,21.7093333333,3.31086666667,6.36033333333
374.73,9.56720000001,21.9794666667,18.9095333333,3.45706666667,6.58886666667,7.64126666667,48.6774,1.5802,22.0330666667,21.5163,3.25273333333,6.29526666667
