wavelength,Back_DacVenf,Belly_DacVenf,Breast_DacVenf,Crissum_DacVenf,Crown_DacVenf,DorTail_DacVenf,Patch10_DacVenf,Patch11_DacVenf,Rump_DacVenf,Throat_DacVenf,WingTip_DacVenf
193.61,-177.5,-350.0,-322.858974359,-390.833333333,-310.833333333,-271.666666667,-72.4999999998,-465.833333333,-42.5000000003,-470.833333333,-201.25
193.99,-185.185166667,-313.88875,-374.423028845,-368.5185,-311.573875,-280.5555,-79.6296666666,-585.185166666,-49.0742500001,-494.444458333,-215.27775
194.37,-131.666583333,-191.111083334,-232.619596154,-231.666583333,-173.0555,-211.66675,-36.6666666666,-378.888916667,-55.0,-278.611125,-170.555416667
194.75,-290.909083333,-373.484833333,-424.504696154,-387.87875,-334.848625,-363.636166667,-127.27275,-694.696916667,-161.363583333,-480.681875,-353.78775
195.13,-112.0,-140.0,-176.07948718,-136.666666667,-143.333333333,-128.333333333,-20.0,-296.333333333,-53.6666666666,-199.0,-153.833333333
195.51,-141.319416667,-150.347166667,-210.8546,-147.916833333,-175.868041667,-142.013916667,-25.0,-339.9305,-66.6667499999,-220.65975,-179.513958333
195.89,-337.77775,-323.888916667,-450.025563461,-327.777833333,-360.833333333,-320.555666666,-138.333416667,-683.888833333,-216.111166667,-466.111125,-393.0555
196.27,-165.0,-154.666666667,-229.415384615,-159.666666667,-173.166666667,-166.0,-50.0,-370.666666667,-92.3333333332,-219.166666667,-204.0
196.65,-687.5,-669.791666667,-843.501602564,-620.833333334,-606.770833333,-677.083333333,-316.666666667,-1318.75,-413.541666667,-846.354166666,-834.374999999
197.03,5758.33333333,6141.66666666,7376.47435896,5433.33333334,4962.5,6008.33333334,3208.33333334,10841.6666667,3900.0,7037.49999999,7433.33333334
197.40,591.66675,631.0605,740.442785898,547.727249999,520.075666667,615.151583333,332.57575,1028.78783333,415.909166667,697.348416668,722.727333333
197.78,873.611,870.83325,1123.37604936,751.388916667,684.722208334,916.666749999,438.888916666,1619.44425,575.0,994.444375001,1098.611
198.16,-286.979166667,-317.708333333,-366.205929487,-233.333333333,-223.4375,-304.6875,-122.916666667,-555.208333333,-176.041666667,-330.729166667,-367.447916667
198.54,-1239.58333333,-1368.75,-1608.18910256,-983.333333334,-1005.20833333,-1277.08333333,-543.75,-2285.41666667,-783.333333334,-1488.54166667,-1504.16666667
198.92,282.53975,294.047583333,347.05745,228.968166667,227.976208333,280.9525,124.603166667,452.381,194.047583333,321.825416667,314.881125
199.30,167.992416667,183.33325,193.410539102,154.924333333,142.424208333,171.4015,91.0984166667,244.507666667,121.780333333,182.575791667,182.007708333
199.68,145.486166666,169.791833333,168.136987179,136.284833333,132.899291667,162.499916667,87.4999166667,219.444416666,110.243,148.003458333,167.187583333
200.06,147.916666667,184.65925,178.11335641,141.098416667,143.93925,168.371333333,91.47725,224.810583334,116.856083333,152.367416667,176.041458333
200.44,132.942416667,147.525833333,149.324696154,127.343583333,128.645708334,140.624833333,89.4530000001,185.28625,105.077833333,132.616958333,146.418958333
200.82,129.427,139.713416667,153.413189103,126.69275,134.765583333,143.880083333,88.1509999999,186.19775,101.43225,130.3385,137.629958333
201.19,123.263833333,128.125,141.416450641,120.023166667,132.46525,133.680583333,89.9304166666,173.726666667,96.8751666667,128.529916667,127.951208333
201.57,112.609666667,116.00875,132.863530769,112.719166667,125.219333333,125.438416667,90.8990833334,167.214833333,88.5964999999,122.91675,128.179833333
201.95,111.1445,121.084333333,131.421116026,117.369583333,123.795208334,124.799166667,94.0763333333,161.64675,88.2529166667,124.648625,123.745
202.33,111.8055,122.02375,130.83105641,118.15475,123.0655,123.611166667,90.0792499999,158.631083334,83.5317499999,124.107,123.412666667
202.71,108.527,122.86825,125.18703141,122.7715,126.066,122.771333333,90.6006666667,155.426416667,84.0115833334,124.224791667,125.33925
203.09,124.502583333,146.268666667,143.925464744,144.527333333,150.870458333,155.97025,105.970166667,187.686666667,98.0098333334,149.564583333,156.467625
203.47,122.794,137.990333333,138.28148141,134.068666667,145.281958334,153.799,104.901916667,182.10775,100.245166667,141.482875,149.877541667
