wavelength,Back_PooEryf,Belly_PooEryf,Breast_PooEryf,Crissum_PooEryf,Crown_PooEryf,DorTail_PooEryf,Patch10_PooEryf,Rump_PooEryf,Throat_PooEryf,WingTip_PooEryf
354.01,7.19721714287,8.9452,5.2805,9.64666666668,9.59613333333,8.28886666667,27.2070666667,9.46326666667,6.4716,10.8691666667
354.38,7.22740285714,8.9398,5.32,9.61086666667,9.61619999999,8.28316666667,27.1834666667,9.52163333333,6.4964,10.8849666667
354.74,7.38568571429,9.16873333333,5.49495833333,9.8096,9.8134,8.449,27.3864666667,9.78106666667,6.69173333333,11.0274666667
355.11,7.40987999999,9.189,5.59854166667,9.92573333333,9.93339999999,8.57713333333,27.4883333333,9.88623333333,6.7312,11.1300666667
355.47,7.49895333333,9.29560000001,5.71341666667,10.0926666667,10.0548,8.6922,27.6214666667,9.92073333334,6.8786,11.2115333333
355.83,7.44852571429,9.27946666667,5.7085,10.0340666667,10.1453333333,8.6498,27.8059333333,9.97023333334,6.80513333334,11.2568
356.20,7.5933352381,9.45406666667,5.945875,10.2130666667,10.3613333333,8.74966666667,28.0466,10.1354666667,6.92893333334,11.4190333333
356.56,7.72244095237,9.60793333335,6.03120833333,10.3348666667,10.4264,8.82183333333,28.1464,10.2136,7.00086666667,11.6009666667
356.93,7.66648285715,9.57766666667,5.98679166667,10.2938,10.3884666667,8.84343333333,28.0742666667,10.1594666667,6.93180000001,11.4752666667
357.29,7.63059047619,9.61320000001,5.965,10.351,10.4273333333,8.92783333333,28.2487333333,10.1619333333,6.94886666668,11.4884
357.66,7.58673619048,9.57733333333,5.97075,10.3041333333,10.3622666667,8.94453333333,28.1898666667,10.1436333333,6.88813333333,11.4941333333
358.02,7.48594285714,9.53973333332,5.9025,10.2340666667,10.3365333333,8.93436666667,28.2017333333,10.1457333333,6.88273333334,11.4501333333
358.38,7.31945999999,9.3828,5.7105,10.1213333333,10.1972,8.83986666667,28.2543333333,10.0239333333,6.7258,11.297
358.75,7.21063619048,9.25979999999,5.56758333333,9.99893333333,10.0933333333,8.7231,28.1954666667,9.85926666667,6.63373333333,11.2756333333
359.11,7.08576571429,9.11306666667,5.3075,9.75066666666,9.89353333334,8.45476666667,28.0370666667,9.66296666667,6.44633333333,11.0706
359.48,7.06731333333,9.09573333334,5.20979166666,9.76266666668,9.90753333335,8.432,28.1232666667,9.61563333333,6.3684,11.0029
359.84,7.1395647619,9.17400000001,5.21633333334,9.85546666667,9.94799999999,8.4687,28.1576,9.64556666667,6.37853333333,11.0148
360.20,6.96778380952,8.97733333333,4.97020833334,9.64886666667,9.78166666667,8.31576666667,28.0879333333,9.47563333334,6.18633333333,10.8241333333
360.57,6.93743619048,8.95606666667,4.96420833333,9.56879999999,9.76006666666,8.28943333333,28.0544,9.42360000001,6.11653333333,10.7202
360.93,6.82898666667,8.83499999999,4.79366666667,9.41373333333,9.62799999999,8.12623333333,28.0430666667,9.26286666667,5.93013333333,10.5661333333
361.29,6.86324761905,8.85466666667,4.74233333333,9.38406666667,9.61866666665,8.13913333333,27.9702666667,9.32313333333,5.9144,10.5332333333
361.66,6.98964,8.94933333334,4.84133333333,9.48466666667,9.73626666667,8.22826666667,28.1749333333,9.43986666667,6.02026666667,10.6195666667
362.02,6.98480380952,8.89453333334,4.78083333333,9.44613333333,9.70053333333,8.16,28.1332666667,9.42153333333,5.96073333333,10.5918666667
362.39,7.08695428571,9.02359999999,4.87879166667,9.55293333334,9.83506666668,8.21573333333,28.0714666667,9.50936666666,6.09166666667,10.6313
362.75,7.05077428571,8.98520000001,4.87554166667,9.57499999999,9.83593333333,8.17833333333,28.0888,9.55219999999,6.04693333333,10.5569666667
363.11,7.09381619047,8.99246666667,4.97433333333,9.68006666666,9.88026666665,8.26403333333,28.1847333333,9.58413333333,6.05586666666,10.5667666667
363.48,7.07779142856,8.98213333334,4.94058333333,9.62206666667,9.81100000001,8.26173333333,28.2192666667,9.55716666667,6.00226666667,10.5592
363.84,7.06194761904,8.95333333333,4.943125,9.60633333333,9.78246666665,8.1714,28.1488666667,9.4901,5.9592,10.567
364.20,7.25869428572,9.14826666667,5.112375,9.81406666668,9.96946666666,8.28533333333,28.3418,9.66109999999,6.16766666667,10.7816
364.57,7.36639809523,9.23033333333,5.16875,9.93580000001,10.1019333333,8.3852,28.5212666667,9.75529999999,6.2626,10.853
364.93,7.54049333334,9.43960000001,5.31591666667,10.0664666667,10.2732,8.46703333333,28.648,9.94259999999,6.4034,10.9949
365.29,7.63633333334,9.46146666666,5.422875,10.0878666667,10.3642,8.47903333333,28.802,9.9404,6.42126666667,10.9586
365.66,7.64632761904,9.47786666667,5.452,10.1468666667,10.4256,8.4672,28.8091333334,9.92843333334,6.45606666666,10.9222
366.02,7.63398666667,9.52493333335,5.47120833333,10.2284666667,10.4564,8.48326666667,28.881,9.92086666667,6.4944,10.9364
366.38,7.51768380952,9.40426666667,5.37566666667,10.1502666667,10.3853333333,8.38873333333,28.9551333333,9.88203333334,6.41206666667,10.979
366.75,7.49375333333,9.35646666667,5.34220833333,10.0664,10.3642666667,8.34703333333,28.9101333333,9.83096666666,6.40506666667,10.8632666667
367.11,7.43781904763,9.33826666666,5.26454166667,9.97586666667,10.3922666667,8.26103333333,28.9444666667,9.80166666666,6.343,10.7356666667
367.47,7.31490095237,9.28413333333,5.1405,9.88853333333,10.3485333333,8.08776666667,28.7846666667,9.72396666666,6.26786666667,10.6122
367.84,7.32214285715,9.35066666667,5.12179166667,9.92846666667,10.3732666667,8.17456666667,28.865,9.79146666666,6.356,10.5575333333
368.20,7.27066857142,9.39286666667,5.13775,9.95686666666,10.3282,8.13916666667,28.7704666667,9.82283333333,6.28533333333,10.5097333333
368.56,7.23092476191,9.38066666667,5.10804166667,9.88913333334,10.2634666667,8.04646666667,28.6612,9.77796666667,6.2782,10.5509666667
368.93,7.04713238095,9.19739999999,4.973125,9.8168,10.0998,7.9173,28.6018666667,9.66166666667,6.17533333333,10.4750333333
369.29,6.95824952381,9.22226666667,4.90566666666,9.90206666667,10.0810666667,7.85286666667,28.6296666667,9.64286666666,6.21733333334,10.5437666667
369.65,6.73404380952,9.11993333333,4.657625,9.73573333333,9.88193333333,7.6332,28.5600666667,9.51473333334,6.01313333333,10.3158666667
370.01,6.67970571428,9.05186666667,4.55366666667,9.65653333333,9.83686666667,7.5673,28.4768,9.44336666667,5.90726666667,10.2198333333
370.38,6.79056571428,9.21739999999,4.64104166667,9.75560000001,9.87026666666,7.6193,28.4962,9.43153333333,5.99813333333,10.1943666667
370.74,6.89672,9.32380000001,4.670625,9.87019999999,10.0232,7.6729,28.6283333333,9.46846666666,6.07306666667,10.2867333333
371.10,6.96264666666,9.41666666667,4.70670833333,9.93246666668,9.98673333333,7.69683333333,28.6164,9.48656666667,6.149,10.3345
371.46,7.16022285713,9.59166666667,4.934625,10.1410666667,10.1938,7.91426666667,28.7590666667,9.69369999999,6.37786666666,10.5361666667
371.83,7.17887999999,9.59953333333,4.99970833333,10.1516,10.2452,7.95486666667,28.8913333333,9.7114,6.3972,10.6071666667
372.19,7.0274704762,9.44019999999,4.82916666667,9.97073333335,10.1325333333,7.8415,28.8354,9.5686,6.26293333333,10.4467333333
372.55,6.95745047618,9.38919999999,4.77595833333,9.95346666666,10.1039333333,7.77726666667,28.7637333333,9.53686666667,6.2194,10.3106333333
372.92,7.12861714285,9.56346666667,4.91625,10.065,10.2403333333,7.9722,28.7882,9.68069999999,6.30626666667,10.3979
373.28,6.96281809523,9.41706666666,4.77895833333,9.85406666668,10.1301333333,7.82453333333,28.6644,9.55043333334,6.13306666667,10.2459666667
373.64,7.14960952381,9.58593333334,4.92820833333,10.03,10.3596,8.0054,28.8932666667,9.6921,6.30546666666,10.4809666667
374.00,7.23208666666,9.70693333333,5.033875,10.1023333333,10.4022,8.03323333333,29.0330666667,9.79486666666,6.3632,10.6119333333
374.37,7.2133895238,9.69720000001,5.02604166666,10.0318666667,10.395,8.03016666667,29.1396666667,9.85319999999,6.33913333333,10.6093666667
374.73,7.19711619047,9.74753333332,5.02295833333,9.99046666666,10.3499333333,8.04436666667,29.1251333334,9.88893333333,6.29913333333,10.6449333333
375.09,7.05050190477,9.65740000001,4.89579166667,9.9046,10.264,7.92656666667,29.1329333333,9.84159999999,6.17693333333,10.6062333333
375.45,6.88422,9.54746666667,4.69166666667,9.72333333334,10.0942666667,7.6567,29.1706,9.69403333333,5.923,10.4449666667
375.81,6.88172571429,9.57673333333,4.636875,9.71726666667,10.0802,7.58556666667,29.1025333333,9.70039999999,5.89773333333,10.3429666667
376.18,7.01750666667,9.72533333333,4.79629166667,9.85639999999,10.2306666667,7.70743333333,29.2723333333,9.80353333333,6.0596,10.4178666667
376.54,7.11708190476,9.808,4.92908333333,9.91253333333,10.2965333333,7.81346666667,29.4654,9.88926666667,6.12266666667,10.4656666667
376.90,7.0718695238,9.82593333333,4.96804166667,9.93379999999,10.3425333333,7.81706666667,29.5500666667,9.84346666666,6.16506666667,10.5198666667
377.26,7.27301333333,10.0268,5.17479166667,10.1397333333,10.5399333333,8.0396,29.7505333333,10.0207,6.3594,10.6543666667
377.63,7.25246095239,10.0398,5.19316666667,10.0518,10.4969333333,8.0073,29.6808666667,9.9775,6.3486,10.6019333333
377.99,7.15967809523,9.9836,5.0975,9.97259999999,10.474,7.92513333333,29.6736666667,9.87306666666,6.33626666667,10.456
378.35,7.10734380953,9.94773333332,4.99791666667,9.95240000001,10.4312,7.90983333333,29.5853333334,9.73833333333,6.25613333333,10.3412666667
378.71,7.0657752381,9.88653333333,4.9375,9.93306666667,10.4184666667,7.88946666667,29.6208,9.67046666667,6.23893333333,10.2164333333
379.07,7.30162380953,10.1014,5.24208333333,10.1216,10.6818,8.14353333333,29.8056,9.86826666667,6.4728,10.3966333333
379.44,7.32934571429,10.0711333333,5.29433333334,10.1572666667,10.7325333333,8.202,29.8403333333,9.87436666666,6.57186666666,10.3887
379.80,7.42359523809,10.1298,5.421625,10.2381333333,10.8472666667,8.27423333333,29.9852666667,9.91746666666,6.64613333333,10.4909333333
380.16,7.37449428571,10.1256666667,5.33204166667,10.2267333333,10.7876666667,8.21573333333,29.9596,9.87366666666,6.58446666666,10.4712
380.52,7.40297809524,10.1927333333,5.30695833333,10.2709333333,10.8794666667,8.26053333333,29.9834,9.89539999999,6.61493333333,10.5395333333
380.88,7.58978285715,10.3089333333,5.408,10.4282666667,11.0432666667,8.38576666667,30.1107333333,10.0748666667,6.7294,10.5588666667
381.24,7.51416666667,10.2330666667,5.3445,10.3542,10.9549333333,8.24303333333,30.0141333333,9.97249999999,6.66366666667,10.4775
381.61,7.46269142857,10.1493333333,5.27275,10.3404666667,10.9022,8.1489,29.9115333333,9.9346,6.58859999999,10.4079333333
381.97,7.58747619047,10.2544,5.35979166667,10.4029333333,10.9703333333,8.27366666667,29.929,10.033,6.66593333334,10.4823333333
382.33,7.76119809525,10.4043333333,5.61166666667,10.5948,11.1914,8.4147,30.2101333333,10.2744333333,6.85213333334,10.6878666667
382.69,7.76675619047,10.4275333333,5.653375,10.6096,11.1901333333,8.3468,30.1806666667,10.2967666667,6.85966666667,10.764
383.05,7.64809142857,10.3374666667,5.52795833334,10.5395333333,11.1286,8.1951,30.1249333333,10.2387666667,6.7672,10.6418
383.41,7.72924285714,10.478,5.60604166667,10.6389333333,11.2152666667,8.37093333333,30.1719333333,10.3713333333,6.86886666667,10.7447666667
383.77,7.8353504762,10.5958,5.67016666667,10.7291333333,11.2602666667,8.45923333333,30.2442666667,10.4760666667,6.97486666667,10.8530333333
384.14,7.86036952381,10.6223333333,5.71258333333,10.7520666667,11.3178666667,8.49493333333,30.2752666667,10.5315666667,7.00453333333,10.8823
384.50,7.84845904763,10.6348,5.723875,10.755,11.2846,8.45793333333,30.3280666667,10.549,7.0256,10.8325666667
384.86,7.78871333334,10.6326666667,5.66625,10.6977333333,11.2285333333,8.39363333333,30.3752,10.5247,6.99253333333,10.8436
385.22,7.82121714287,10.6842,5.68025,10.7063333333,11.2918666667,8.4199,30.4724,10.5862,7.03486666666,10.8691666667
385.58,7.83720095239,10.7298666667,5.73725,10.7542,11.3309333333,8.418,30.569,10.6009,7.06826666667,10.8959333333
385.94,7.80271809524,10.7056,5.72991666666,10.8033333333,11.3507333333,8.36566666667,30.609,10.5992333333,7.08946666667,10.8911
386.30,7.73137523809,10.6806,5.61354166667,10.7002,11.2633333333,8.22956666667,30.4656,10.5102666667,7.01213333333,10.7762666667
386.66,7.69327142858,10.6672666667,5.560625,10.6606,11.2401333333,8.18926666667,30.4970666667,10.4796333333,6.98506666667,10.6959333333
387.03,7.76543428571,10.7438,5.62945833333,10.7337333333,11.2866666667,8.29203333333,30.5998666667,10.5205333333,7.05913333334,10.7478333333
387.39,7.78945142857,10.7522666667,5.66508333333,10.7402666667,11.3190666667,8.2424,30.6480666667,10.5025666667,7.06333333333,10.7527
387.75,7.67574095237,10.7358,5.60045833333,10.6740666667,11.2834666667,8.17183333333,30.628,10.4371,6.99739999999,10.6881
388.11,7.62265428571,10.7058,5.56458333333,10.6275333333,11.234,8.08053333333,30.6938666667,10.3733333333,6.95019999999,10.5836666667
388.47,7.65293142858,10.7332666667,5.57316666667,10.6803333333,11.2477333333,8.11896666667,30.7072,10.3689333333,6.94420000001,10.5827
388.83,7.5869095238,10.7198,5.526125,10.6482,11.2258666667,8.1001,30.6466,10.3467666667,6.906,10.5085
389.19,7.62672285713,10.7637333333,5.52708333333,10.6735333333,11.2148666667,8.16413333333,30.6449333334,10.3563,6.89680000001,10.5089666667
389.55,7.63126095238,10.7740666667,5.52741666667,10.6857333333,11.2683333333,8.20823333333,30.739,10.3877,6.90566666667,10.5174333333
389.91,7.66791999999,10.7762666667,5.57258333333,10.6594666667,11.228,8.2364,30.7380666667,10.3695333333,6.86539999999,10.5138666667
390.27,7.62808666667,10.7158,5.53695833333,10.631,11.1791333333,8.21503333333,30.7848666667,10.3606666667,6.837,10.4868333333
390.63,7.64805714285,10.7268666667,5.53579166667,10.6666,11.2062666667,8.2473,30.842,10.3800666667,6.86979999999,10.5177666667
391.00,7.57556285714,10.6785333333,5.423625,10.6304666667,11.1576666667,8.1572,30.7696,10.3414666667,6.81793333334,10.4205
391.36,7.52142095237,10.6108,5.31925,10.5872666667,11.0898666667,8.0907,30.7354666666,10.2886666667,6.742,10.3395333333
391.72,7.49471333333,10.5766666667,5.26920833333,10.5602666667,11.0828,8.0522,30.725,10.2533333333,6.73046666666,10.2658
392.08,7.54295523809,10.6206,5.28979166667,10.5896,11.0937333333,8.11846666667,30.6606666667,10.2864,6.76279999999,10.3295666667
392.44,7.48665238095,10.5867333333,5.26229166666,10.5115333333,11.0853333333,8.0575,30.6298,10.2654666667,6.71793333333,10.3300333333
392.80,7.37431523809,10.4404666667,5.13129166666,10.3578666666,10.9424666667,7.85946666667,30.5596,10.1162666667,6.56726666667,10.2003333333
393.16,7.3308447619,10.4065333333,5.126625,10.361,10.9174,7.8058,30.5316,10.0898666667,6.52639999999,10.1658333333
393.52,7.35073428571,10.4453333333,5.12125,10.3684,10.8826,7.7859,30.5011333333,10.0713666667,6.54326666667,10.151
393.88,7.30795047619,10.4760666667,5.06166666667,10.3734666667,10.9401333333,7.74726666667,30.5791333333,10.0976333333,6.53833333333,10.1463333333
394.24,7.32126190476,10.5707333333,5.07220833334,10.4083333333,11.0068,7.76056666667,30.5399333333,10.082,6.57966666667,10.1855333333
394.60,7.35051714286,10.6143333334,5.13191666667,10.4372,11.043,7.77353333333,30.5787333333,10.1254333333,6.60606666667,10.2244
394.96,7.40057047619,10.6328,5.18966666667,10.4491333333,11.0751333333,7.79896666667,30.6596666667,10.1449,6.61933333333,10.2645333333
395.32,7.40475714286,10.7026666667,5.23025,10.4484,11.1191333333,7.80176666667,30.6519333333,10.1635333333,6.65479999999,10.288
395.68,7.46695999999,10.7654666667,5.28925,10.5038,11.1484,7.8526,30.7451333333,10.2145333333,6.70573333333,10.3522333333
396.04,7.49581238095,10.7852666667,5.322625,10.5405333333,11.1807333333,7.8477,30.8276666667,10.2497,6.72173333333,10.3803
396.40,7.54859904763,10.8822666667,5.33883333333,10.6388,11.233,7.8738,30.9468,10.2770666667,6.78586666667,10.3769
396.76,7.67794285715,11.0246666667,5.49291666667,10.8055333333,11.3878666667,8.0051,31.0574666667,10.4193,6.95246666667,10.5252666667
397.12,7.69261428572,11.0911333333,5.52254166667,10.8586666667,11.4593333333,7.98693333333,31.1385333333,10.486,7.01906666668,10.577
397.48,7.6973552381,11.1374,5.54129166667,10.8655333333,11.5284666667,8.01976666667,31.2278,10.5206666667,7.02893333333,10.568
397.84,7.77657904763,11.1841333333,5.60958333333,10.9626666667,11.604,8.0916,31.2915333333,10.5866,7.127,10.6244333333
398.20,7.74679047619,11.1396,5.59970833333,10.9536,11.5995333333,8.09243333333,31.3465333333,10.5920333333,7.10273333334,10.5946666667
398.56,7.68733619047,11.1361333333,5.53266666666,10.9164,11.5369333333,8.01913333333,31.3231333333,10.5343333333,7.03713333334,10.52
398.92,7.66830380953,11.1980666667,5.51841666667,10.9144,11.5148666667,8.01633333333,31.3092666667,10.5184666667,7.04513333333,10.5448333333
399.28,7.68628761906,11.2061333333,5.53175,10.9651333333,11.5194,8.03413333333,31.3856,10.5625666667,7.06766666666,10.5568333333
399.64,7.62225904762,11.1702,5.47741666667,10.9032,11.4619333333,7.94843333333,31.3040666667,10.5174333333,6.97613333333,10.4385333333
400.00,7.62018380953,11.1832,5.46208333333,10.9025333333,11.4554666667,7.92226666667,31.2962,10.5091666667,7.00313333334,10.3925333333
400.36,7.6503695238,11.2202666667,5.55704166667,10.9368,11.5212666667,7.9917,31.3204,10.5881,7.05013333334,10.4474666667
400.72,7.64861047619,11.2710666667,5.54595833333,10.9434666667,11.5578666667,7.99643333333,31.4081333333,10.5770666667,7.04946666667,10.4137
401.08,7.67656,11.3191333333,5.53404166667,10.9423333333,11.5861333333,8.04076666667,31.4773333333,10.5759333333,7.07113333333,10.3784
401.44,7.65514190475,11.2884,5.50495833333,10.9326,11.5323333333,7.98093333333,31.4055333333,10.5349,7.05160000001,10.3582666667
401.80,7.56940285713,11.2022666667,5.42716666667,10.8296,11.3865333333,7.85833333333,31.2836666667,10.4365333333,6.93313333333,10.2593333333
402.16,7.65068095238,11.2889333333,5.47929166667,10.8999333333,11.445,7.89926666667,31.3844,10.5124333333,6.99033333333,10.3125666667
402.52,7.7018847619,11.341,5.50004166667,10.9405333333,11.5072666667,7.9293,31.4336666667,10.5252,7.03220000001,10.3487
402.88,7.66059714285,11.297,5.4085,10.9122,11.4848666667,7.85726666667,31.4654666667,10.4851333333,6.97893333334,10.2822333333
403.24,7.68065809523,11.3596666667,5.43154166666,10.9427333333,11.5440666667,7.86453333333,31.5353333333,10.4900333333,6.99133333334,10.2848
403.60,7.69346190476,11.3542666667,5.43654166667,10.9638666667,11.5853333333,7.88186666667,31.6023333333,10.485,7.0068,10.3478
403.95,7.65569619047,11.3359333333,5.39554166667,10.977,11.595,7.86953333333,31.6498666667,10.4789666667,6.97986666667,10.3348666667
404.31,7.58482285715,11.2827333333,5.28529166666,10.9048,11.5495333333,7.75596666667,31.5927333333,10.3983,6.91559999999,10.2607333333
404.67,7.57673238096,11.2836666667,5.270875,10.9104666667,11.5337333333,7.74746666667,31.5772666667,10.4266333333,6.9046,10.2488333333
405.03,7.62352,11.3412666667,5.319125,10.9615333333,11.5639333333,7.7772,31.6213333333,10.4625666667,6.91819999999,10.2918
405.39,7.61805904762,11.3116666667,5.278125,10.9629333334,11.5788666667,7.77256666667,31.6470666667,10.4659,6.92619999999,10.3008
405.75,7.61820666666,11.3926666667,5.29583333333,10.986,11.6296666667,7.77826666667,31.7038,10.4629,6.93699999999,10.2978
406.11,7.62551333333,11.3944666667,5.32316666667,10.9964666667,11.6248,7.75523333333,31.6882666667,10.4546666667,6.94093333332,10.2794
406.47,7.6162752381,11.3784666667,5.36308333333,11.0188,11.6358,7.77983333333,31.7092666667,10.4705666667,6.92280000001,10.2651333333
406.83,7.67777714286,11.4627333333,5.4465,11.0688666667,11.7036666667,7.81583333333,31.7212,10.5267,6.95533333333,10.3106666667
407.19,7.64731809524,11.4342,5.41308333333,11.026,11.6443333333,7.79046666667,31.7025333333,10.4694333333,6.91906666667,10.2771
407.55,7.69422190475,11.5011333333,5.47566666667,11.1157333333,11.689,7.83516666667,31.7538666667,10.5469333333,6.98466666667,10.3182666667
407.90,7.7578695238,11.5821333333,5.53675,11.1556666667,11.7737333333,7.8638,31.8316666667,10.5971666667,7.04879999999,10.3627333333
408.26,7.82203428571,11.6409333333,5.57975,11.2320666667,11.8196666667,7.93236666667,31.9437333334,10.6365,7.09473333333,10.3995
408.62,7.88827238095,11.6888,5.62008333333,11.2770666667,11.854,7.95143333333,31.9711333333,10.6323333333,7.13219999999,10.4419333333
408.98,7.88541333333,11.6708,5.59108333333,11.2852666667,11.8538,7.92666666667,32.0372,10.6257,7.14039999999,10.4333333333
409.34,7.94598476191,11.788,5.64783333333,11.3658,11.8919333333,7.9792,32.1464666667,10.7011666667,7.18573333334,10.4552333333
409.70,7.98949142858,11.8081333333,5.69275,11.4186,11.9491333333,8.05386666667,32.2218,10.7823,7.23313333333,10.5313666667
410.06,7.97832761905,11.8348666666,5.643125,11.4145333333,11.942,8.06176666667,32.2731333333,10.7924333333,7.20713333333,10.5287333333
410.42,8.01120190475,11.9243333333,5.65883333333,11.4534,12.0008666667,8.1045,32.3613333334,10.8551333333,7.26113333333,10.6125
410.77,7.97873523809,11.8906,5.650875,11.463,11.9796,8.0757,32.3952666667,10.8472,7.28146666666,10.5777333333
411.13,8.01046952381,11.9260666667,5.71083333333,11.5233333334,12.0246,8.10433333333,32.4508666667,10.921,7.32166666666,10.6134
411.49,8.0210552381,11.9479333333,5.70175,11.5243333333,12.0623333333,8.10143333333,32.5366666667,10.9253666667,7.33466666666,10.6148333333
411.85,8.02603809523,11.9686,5.7095,11.5276666667,12.0548,8.1118,32.5488666667,10.9175,7.32166666667,10.6426
412.21,8.07430095239,12.0616,5.77145833333,11.5948666667,12.1584,8.16176666667,32.6424666667,10.9884,7.40519999999,10.7460666667
412.57,8.03947619048,12.0635333333,5.77379166667,11.5929333333,12.1458,8.1555,32.6742,10.9926666667,7.40753333333,10.7223666667
412.92,7.98974761905,12.0732666667,5.73895833333,11.5666,12.1142,8.1129,32.6321333333,10.9249333333,7.3758,10.6778333333
413.28,7.96078000001,12.0662,5.752125,11.5299333333,12.1161333333,8.0766,32.6013333333,10.8741,7.34953333334,10.6669666667
413.64,7.98853047619,12.1295333333,5.73975,11.547,12.1400666667,8.04013333333,32.617,10.8818666667,7.37873333333,10.6461
414.00,8.0024295238,12.1501333333,5.77791666666,11.5877333333,12.1959333333,8.058,32.6724666667,10.9056,7.433,10.6472
414.36,8.04401809524,12.1867333333,5.80866666667,11.6528,12.2147333333,8.05666666667,32.7248,10.9298,7.47839999999,10.6490333333
414.72,8.07741714286,12.2578666667,5.821125,11.7093333333,12.2558666667,8.09746666667,32.7984666667,10.9461666667,7.49079999999,10.7188666667
415.07,8.14610571428,12.3627333333,5.86320833333,11.7483333333,12.2981333333,8.1441,32.8153333333,10.9812666667,7.5494,10.7624666667
415.43,8.19718,12.4192666667,5.91495833333,11.8035333333,12.3193333333,8.14546666667,32.807,11.0105333333,7.56533333333,10.7531333333
415.79,8.20297619048,12.4706666667,5.93079166667,11.8502,12.3425333333,8.15556666667,32.8268666667,11.0588333333,7.59633333333,10.7545666667
416.15,8.18398476191,12.4460666667,5.90345833333,11.8290666666,12.2778,8.11626666667,32.7552,11.0290333333,7.53840000001,10.7042
416.51,8.19403904762,12.4463333333,5.884125,11.8465333333,12.2766666667,8.10256666667,32.7533333333,11.01,7.496,10.7081666667
416.86,8.24760285714,12.5102666667,5.94270833334,11.9033333333,12.3307333333,8.17136666667,32.7986,11.0934,7.54659999999,10.7491666667
417.22,8.27762571428,12.5589333333,5.96495833333,11.9560666667,12.3614,8.18616666667,32.8577333333,11.1527,7.57973333333,10.7867333333
417.58,8.29643714285,12.5922,5.987375,11.9973333333,12.3693333333,8.20523333333,32.9137333333,11.1532333333,7.56886666666,10.8086666667
417.94,8.32161809524,12.6448666667,5.981,12.0238,12.3674,8.21333333333,32.9324,11.1562333333,7.56646666667,10.8166666667
418.29,8.27371619048,12.6116666667,5.92916666667,11.9797333333,12.3254666667,8.17453333333,32.9136666667,11.1148666667,7.50559999999,10.7441
418.65,8.28325333333,12.6495333333,5.93045833333,11.9821333333,12.3308666667,8.18486666667,32.8876,11.1133333333,7.51693333334,10.7116333333
419.01,8.25067333333,12.6187333333,5.87991666667,11.9795333333,12.3023333333,8.1526,32.8738,11.0831,7.47546666667,10.689
419.37,8.22738380953,12.6268666667,5.859375,11.9697333333,12.2952666667,8.13793333333,32.9000666667,11.0759,7.47193333334,10.6634666667
419.73,8.24099619047,12.6376,5.86125,11.9903333333,12.2903333333,8.13603333333,32.9176666667,11.0491,7.47373333333,10.6616666667
420.08,8.24646666666,12.6568666667,5.86529166666,12.0121333333,12.3017333333,8.1381,32.9644,11.0681,7.48033333333,10.6523666667
420.44,8.2562704762,12.6969333333,5.86454166667,12.0116,12.3026,8.1504,33.0057333333,11.0836,7.49806666666,10.6351333333
420.80,8.26604571429,12.7066666667,5.86275,12.0293333333,12.3135333333,8.1341,32.9918,11.0822,7.495,10.6348333333
421.16,8.29302,12.7522666667,5.89325,12.0584666667,12.333,8.16653333333,33.0039333333,11.0924666667,7.51826666667,10.6307333333
421.51,8.28545904761,12.7654,5.8845,12.064,12.3376,8.15836666667,33.0318666667,11.1129333333,7.527,10.6071333333
421.87,8.25493904762,12.7608666667,5.86229166667,12.0386,12.3187333333,8.11883333333,33.0180666667,11.0808333333,7.4974,10.5886
422.23,8.27767523809,12.8032666667,5.88125,12.0747333333,12.3465333333,8.1266,33.0568666667,11.1018666667,7.52653333333,10.6172333333
422.58,8.28902190477,12.8348,5.90129166667,12.112,12.3620666667,8.13186666667,33.1323333334,11.1216666667,7.54179999999,10.6343666667
422.94,8.29542571429,12.8853333333,5.92595833333,12.1469333333,12.3914666667,8.13756666667,33.1863333333,11.1471333333,7.56,10.6385
423.30,8.28807714285,12.8942,5.91616666667,12.1466,12.3918666667,8.1272,33.1607333333,11.1255666667,7.53886666666,10.6396666667
423.66,8.30793333333,12.9384,5.93508333333,12.1653333333,12.4238666667,8.12956666667,33.2019333333,11.1696666667,7.56279999999,10.6471333333
424.01,8.32755714285,12.9734,5.943875,12.1984666667,12.4432666667,8.13883333333,33.2258,11.1812666667,7.58540000001,10.6583666667
424.37,8.34881333333,13.0106,5.9745,12.2546,12.4904666667,8.1487,33.2518666667,11.1972,7.6128,10.6884333333
424.73,8.33046571429,13.0094,5.97058333333,12.2341333333,12.4816,8.13703333333,33.2884,11.1803666667,7.59493333333,10.6669
425.08,8.30255619047,12.9964,5.92766666667,12.2318666667,12.4706,8.0919,33.2772666666,11.1529,7.58313333333,10.642
425.44,8.29244666667,12.9884666667,5.912875,12.2198666667,12.4524,8.07206666667,33.2297333333,11.1152333333,7.56733333333,10.6373
425.80,8.30950380952,13.0183333334,5.92820833333,12.2674666667,12.4846,8.0684,33.2465333333,11.1436666667,7.58193333333,10.634
426.16,8.33013714287,13.0588,5.94454166667,12.2884666667,12.5076666667,8.07336666667,33.2662,11.1501,7.60693333333,10.6341
426.51,8.35175047619,13.0715333333,5.940375,12.2957333333,12.5211333333,8.04483333333,33.2506,11.1382666667,7.60640000001,10.6293
426.87,8.40278571429,13.1211333333,5.9715,12.3278666667,12.565,8.0773,33.2740666667,11.1623,7.63646666666,10.6567333333
