wavelength,Back_SalGrom,Belly_SalGrom,Breast_SalGrom,Crissum_SalGrom,Crown_SalGrom,DorTail_SalGrom,Rump_SalGrom,Throat_SalGrom,WingTip_SalGrom
561.26,7.07493333333,9.94006666669,4.62553333333,8.83053333333,7.3964,6.9466,7.33146666667,42.8637333333,7.09446666667
561.60,7.0318,9.90343333333,4.6098,8.78766666667,7.3696,6.91746666667,7.3122,42.8424666667,7.07846666667
561.94,6.98653333333,9.85493333335,4.5582,8.748,7.3404,6.8618,7.27413333333,42.8926,7.0338
562.28,6.93086666667,9.82466666666,4.50266666667,8.69973333333,7.30893333333,6.82633333333,7.22173333333,42.7809333333,6.97726666667
562.62,6.91706666667,9.81966666667,4.48726666667,8.6826,7.2964,6.82973333333,7.20813333333,42.8352,6.96046666666
562.96,6.93726666666,9.84866666667,4.5146,8.70706666667,7.31526666667,6.85713333333,7.22613333333,42.8532,6.9808
563.30,6.95146666667,9.86770000001,4.51173333333,8.71706666667,7.29573333333,6.86193333333,7.23326666667,42.8472666667,6.9648
563.64,6.90273333334,9.81923333334,4.4686,8.66913333333,7.24166666666,6.83526666667,7.1902,42.7968666667,6.91593333333
563.99,6.86433333333,9.80313333331,4.43606666667,8.6352,7.228,6.8306,7.15906666667,42.8452666667,6.92326666667
564.33,6.8498,9.79546666665,4.42206666667,8.62126666667,7.22613333333,6.82646666666,7.15746666667,42.8724,6.91873333333
564.67,6.8198,9.78333333333,4.40313333333,8.6126,7.1846,6.79146666667,7.1428,42.8613333333,6.9148
565.01,6.80813333333,9.76326666669,4.38386666667,8.62,7.1672,6.77513333333,7.12973333334,42.8637333333,6.92033333333
565.35,6.82406666667,9.77833333333,4.38386666667,8.63193333333,7.1716,6.79006666667,7.1364,42.8864,6.9246
565.69,6.84346666667,9.81636666667,4.41086666667,8.66153333333,7.20513333333,6.81033333333,7.14713333333,42.8640666667,6.9542
566.03,6.87046666667,9.82356666665,4.44446666667,8.69133333333,7.21186666667,6.81886666667,7.1824,42.8684,6.97106666667
566.37,6.85586666667,9.81193333333,4.44526666666,8.687,7.20586666667,6.81326666667,7.1718,42.8037333333,6.97466666667
566.71,6.83186666667,9.77926666665,4.41846666667,8.6632,7.18546666667,6.7994,7.15213333333,42.822,6.94913333333
567.05,6.78453333333,9.74013333332,4.37246666667,8.63586666667,7.14453333333,6.7602,7.11233333333,42.8199333333,6.93306666667
567.39,6.7972,9.74579999998,4.38106666667,8.6496,7.14533333333,6.7624,7.1192,42.8505333333,6.94193333333
567.73,6.8046,9.74283333334,4.3936,8.65686666667,7.12553333333,6.7636,7.11606666667,42.8074,6.9376
568.07,6.79513333333,9.73966666666,4.4026,8.66793333333,7.11906666667,6.75366666667,7.09906666667,42.8392,6.95273333333
568.41,6.8016,9.72789999999,4.38526666667,8.64253333333,7.10926666667,6.741,7.0696,42.8475333333,6.93026666667
568.75,6.74326666667,9.68336666666,4.32373333333,8.5966,7.06486666667,6.69633333333,7.0092,42.8414,6.883
569.09,6.7268,9.6721,4.30806666667,8.57553333333,7.0494,6.6788,6.979,42.8039333333,6.86826666667
569.43,6.75133333334,9.67863333333,4.33313333333,8.58733333333,7.0418,6.7126,7.00013333333,42.7846666667,6.8824
569.77,6.729,9.66693333333,4.31473333333,8.56033333333,7.02546666667,6.7022,6.9822,42.7448666667,6.87373333333
570.11,6.75306666667,9.70053333332,4.33853333333,8.59013333333,7.0434,6.7366,7.00286666666,42.7603333333,6.90813333333
570.45,6.77786666667,9.73523333333,4.36446666666,8.6254,7.07306666667,6.76033333333,7.0328,42.7282,6.94486666667
570.79,6.81113333333,9.75533333334,4.4014,8.64793333333,7.1108,6.79993333333,7.0556,42.7556666667,6.97086666667
571.13,6.813,9.76023333333,4.412,8.65433333333,7.1174,6.80893333333,7.05226666667,42.7492,6.9882
571.47,6.80506666667,9.74670000001,4.4088,8.6428,7.1162,6.80793333333,7.056,42.733,6.98293333333
571.81,6.82406666667,9.7534,4.4168,8.64746666666,7.11493333333,6.8326,7.07433333333,42.6914666667,6.99
572.15,6.85566666667,9.80549999999,4.45553333333,8.69733333333,7.15193333333,6.89033333333,7.1366,42.7842666667,7.04726666667
572.49,6.87453333333,9.82316666667,4.48006666667,8.6904,7.1432,6.90126666667,7.16006666667,42.7566,7.0658
572.83,6.86706666667,9.81943333334,4.47646666666,8.69646666667,7.12593333333,6.8952,7.1562,42.7782,7.0832
573.17,6.85513333333,9.80290000001,4.45686666667,8.67306666667,7.11293333333,6.89226666667,7.1402,42.7894666667,7.08
573.51,6.85026666667,9.79656666667,4.4502,8.67086666667,7.11846666667,6.89513333333,7.13653333333,42.7983333333,7.082
573.85,6.8712,9.81249999999,4.45833333333,8.69366666667,7.13153333333,6.89726666667,7.1574,42.8336666667,7.09693333333
574.19,6.845,9.79320000001,4.4356,8.66693333333,7.10813333333,6.87873333333,7.13506666667,42.8423333333,7.0748
574.53,6.82413333333,9.79783333334,4.4262,8.6508,7.09526666667,6.86833333333,7.12806666667,42.8453333333,7.07826666666
574.87,6.816,9.80206666666,4.41833333333,8.6508,7.09506666667,6.88506666667,7.12733333333,42.8559333333,7.0768
575.21,6.83713333333,9.82616666668,4.43733333333,8.6934,7.1242,6.91526666667,7.14546666667,42.8814,7.11513333333
575.55,6.83853333333,9.83019999998,4.4438,8.70886666667,7.1374,6.93346666667,7.15133333333,42.9422666667,7.12946666667
575.89,6.79653333333,9.78863333335,4.42633333333,8.67793333333,7.1298,6.9056,7.11066666667,42.9112,7.09393333333
576.22,6.8104,9.79073333333,4.42906666667,8.69653333333,7.15226666667,6.91353333334,7.11026666667,42.9616666666,7.08866666667
576.56,6.77953333333,9.75793333333,4.4082,8.67866666667,7.13533333333,6.90926666667,7.09766666667,42.9436666667,7.05873333334
576.90,6.75373333333,9.73926666667,4.3814,8.66493333333,7.12766666667,6.87926666667,7.0808,42.9166666667,7.0414
577.24,6.73866666667,9.72803333335,4.39126666667,8.67653333333,7.12573333333,6.86626666667,7.07506666667,42.9618666667,7.0502
577.58,6.69513333333,9.69000000001,4.35146666667,8.62813333333,7.09233333333,6.83306666667,7.03233333333,42.9262666667,7.01726666667
577.92,6.70726666667,9.6958,4.36573333333,8.6368,7.10066666667,6.85713333333,7.04253333333,42.9138666667,7.02826666667
578.26,6.7416,9.72563333333,4.38446666667,8.67126666667,7.1202,6.89366666667,7.06773333333,43.0016666667,7.04533333333
578.60,6.78426666667,9.74836666667,4.40253333333,8.6808,7.13286666667,6.91446666667,7.08866666667,43.027,7.0764
578.94,6.8172,9.76706666667,4.42986666667,8.69273333333,7.15573333333,6.92833333334,7.11566666667,43.0694666667,7.09826666667
579.28,6.81473333333,9.76950000001,4.43693333333,8.68646666667,7.15173333333,6.91326666666,7.09846666667,43.0722666666,7.09953333334
579.61,6.82446666667,9.75916666668,4.42526666667,8.69693333333,7.15106666667,6.9266,7.09673333334,43.0655333333,7.109
579.95,6.8214,9.76423333335,4.43526666667,8.72353333333,7.1676,6.94626666667,7.10453333334,43.0702,7.1336
580.29,6.85686666667,9.8056,4.46493333333,8.76066666667,7.1896,6.96353333333,7.12426666667,43.0788,7.176
580.63,6.89326666667,9.88686666666,4.53726666667,8.83300000001,7.24333333333,7.02586666667,7.18946666667,43.1211333333,7.24586666667
580.97,6.96186666667,9.9433,4.5808,8.86253333333,7.2926,7.0926,7.23713333333,43.1788,7.2936
581.31,6.9858,9.98366666665,4.61526666667,8.89480000001,7.3224,7.1172,7.2682,43.2470666666,7.328
581.65,7.02733333333,10.0125333333,4.62493333333,8.93766666666,7.35046666667,7.133,7.28473333333,43.3275333333,7.3796
581.98,6.98353333333,9.94483333335,4.58193333333,8.90466666667,7.31373333333,7.07633333333,7.24693333333,43.2265333333,7.35486666667
582.32,6.9464,9.92053333335,4.5598,8.89506666667,7.2842,7.04006666667,7.21333333333,43.1884666667,7.32893333333
582.66,6.91466666667,9.92233333333,4.54033333333,8.87386666666,7.24766666667,7.0244,7.19813333333,43.1882666667,7.3134
583.00,6.89913333333,9.92246666665,4.51886666667,8.85826666667,7.226,7.01,7.18853333333,43.1598,7.28186666667
583.34,6.90553333333,9.94486666667,4.54446666667,8.86219999999,7.22593333333,7.0198,7.188,43.1212,7.28533333333
583.68,6.8734,9.91563333331,4.5312,8.80793333334,7.20093333333,6.99953333333,7.16706666667,43.0776666667,7.27773333333
584.01,6.88873333333,9.91819999999,4.5554,8.80646666667,7.23526666667,7.02413333333,7.16533333333,43.0940666667,7.28773333333
584.35,6.8904,9.90643333333,4.54806666667,8.8102,7.22146666667,7.02093333333,7.14933333333,43.1362,7.29233333333
584.69,6.85553333333,9.86963333333,4.52606666667,8.79293333333,7.16933333333,7.00593333333,7.11126666667,43.0760666667,7.2708
585.03,6.85313333333,9.84796666667,4.5306,8.78253333333,7.1564,7.01146666667,7.1012,43.0405333333,7.26646666667
585.37,6.8606,9.89133333334,4.55846666667,8.80173333333,7.18393333333,7.01913333333,7.12666666667,43.0438,7.2778
585.70,6.86526666667,9.92723333333,4.58913333333,8.8014,7.2112,7.05346666667,7.1452,43.0488666667,7.2928
586.04,6.892,9.95636666667,4.61353333333,8.8334,7.25533333333,7.07886666666,7.17546666667,43.0972666667,7.31546666667
586.38,6.91733333333,9.95039999999,4.62006666667,8.8482,7.26733333333,7.09226666667,7.1842,43.1039333333,7.33246666667
586.72,6.92253333333,9.96526666667,4.6348,8.88813333334,7.297,7.1292,7.19706666667,43.1019333333,7.396
587.06,6.838,9.89469999999,4.56786666667,8.8284,7.21626666667,7.04633333333,7.11946666667,43.1120666667,7.34253333333
587.39,6.89746666667,9.98280000001,4.6102,8.90093333333,7.27946666667,7.11766666667,7.18906666667,43.1636666667,7.40046666667
587.73,6.91533333333,10.0043666667,4.60113333333,8.91393333333,7.28493333333,7.1068,7.22013333333,43.1529333333,7.41213333333
588.07,6.933,9.9957,4.62033333333,8.91980000001,7.2924,7.1364,7.22873333333,43.1768666667,7.4042
588.41,6.95326666667,10.022,4.6504,8.95006666667,7.34706666667,7.13813333333,7.2682,43.2296,7.44686666667
588.74,6.9452,10.0107333333,4.64293333333,8.97780000001,7.34786666667,7.13846666667,7.2622,43.2316,7.437
589.08,6.92946666667,9.97379999999,4.6446,8.96253333333,7.307,7.1266,7.24846666667,43.2287333333,7.42426666667
589.42,6.9702,10.0066333333,4.67346666667,9.01513333333,7.3308,7.16953333333,7.27266666667,43.3061333334,7.46233333333
589.76,7.03466666667,10.0563666667,4.738,9.06620000001,7.37333333333,7.23333333333,7.32633333333,43.3346666667,7.53426666667
590.09,7.0564,10.1151666667,4.76826666667,9.12026666666,7.398,7.274,7.34466666667,43.3504,7.55906666667
590.43,7.04913333333,10.0911666667,4.7638,9.09706666666,7.3644,7.25553333334,7.3328,43.3704666667,7.51973333333
590.77,7.12493333333,10.1585,4.82506666667,9.15886666667,7.4276,7.3414,7.41866666667,43.3613333333,7.5742
591.11,7.11373333333,10.1393,4.812,9.16333333333,7.397,7.326,7.3806,43.3786,7.56473333333
591.44,7.10426666667,10.1243,4.82713333333,9.16900000001,7.37466666667,7.3322,7.34433333333,43.4010666667,7.5618
591.78,7.088,10.1222333333,4.8236,9.18006666667,7.35313333333,7.3144,7.3312,43.4130666667,7.56613333333
592.12,7.10533333333,10.1533666667,4.83233333333,9.20073333334,7.35306666667,7.3406,7.32566666667,43.3800666667,7.563
592.46,7.16653333333,10.2320666667,4.89366666666,9.24366666666,7.41333333333,7.41066666666,7.39346666667,43.393,7.62946666667
592.79,7.16026666667,10.2340666667,4.87906666666,9.24446666667,7.42553333333,7.4302,7.38626666666,43.3352666666,7.6402
593.13,7.18333333333,10.2628,4.9076,9.26573333334,7.44506666667,7.44233333333,7.42513333333,43.3164666667,7.67713333333
593.47,7.08633333333,10.1916666667,4.8234,9.17533333332,7.36646666667,7.35853333333,7.35593333333,43.3072666667,7.59033333333
593.80,7.0444,10.1498,4.79373333334,9.11266666667,7.33893333333,7.31746666667,7.323,43.3159333333,7.55806666667
594.14,7.04133333333,10.1487,4.7798,9.09333333333,7.34626666667,7.32233333333,7.3372,43.3106666667,7.56046666666
594.48,7.02146666667,10.1365333333,4.7422,9.0742,7.3222,7.27306666667,7.31413333334,43.2989333333,7.53886666667
594.81,6.9946,10.1067,4.74413333333,9.04533333334,7.28953333333,7.257,7.31826666667,43.2224666667,7.5164
595.15,7.00966666667,10.1397333333,4.77386666667,9.06006666667,7.32533333333,7.27813333333,7.35526666667,43.2618666667,7.54753333333
595.49,6.98066666667,10.1255666667,4.74653333333,9.02400000001,7.33886666667,7.257,7.32613333334,43.2665333333,7.52533333333
595.82,6.96673333333,10.1037333333,4.734,8.99939999999,7.3166,7.25986666667,7.31206666667,43.25,7.51766666667
596.16,6.97386666667,10.0988333333,4.7464,8.99119999999,7.31493333333,7.26433333333,7.30713333333,43.2806666667,7.5224
596.50,6.9576,10.0867666667,4.74693333333,8.97306666667,7.30753333333,7.25006666667,7.30033333333,43.2987333333,7.50713333333
596.83,6.92713333333,10.0395,4.72526666667,8.93693333333,7.29033333333,7.23286666667,7.25673333334,43.2303333333,7.45773333333
597.17,6.94513333333,10.0357,4.7468,8.94386666666,7.29093333333,7.23253333333,7.2556,43.1861333333,7.47453333333
597.51,6.9184,10.0060666667,4.72953333333,8.9156,7.27013333333,7.20473333333,7.21933333333,43.0964,7.44593333333
597.84,6.94553333334,10.0154333333,4.7376,8.93306666667,7.26086666667,7.20406666667,7.21953333333,43.136,7.4686
598.18,6.9404,10.0084333333,4.74106666667,8.9074,7.25206666667,7.2104,7.211,43.1704666667,7.45633333333
598.52,6.91433333333,10.0112,4.70493333333,8.88506666666,7.2606,7.1964,7.1676,43.2106666667,7.44373333333
598.85,6.8712,9.97243333333,4.6666,8.85053333332,7.21853333334,7.15726666667,7.12873333333,43.1518666667,7.40213333333
599.19,6.8602,9.96120000001,4.64866666666,8.8388,7.17393333333,7.1424,7.1222,43.1202,7.38366666667
599.53,6.84973333333,9.96306666668,4.63833333333,8.84499999999,7.159,7.1308,7.13166666667,43.1769333333,7.39013333333
599.86,6.82653333333,9.94663333333,4.62046666667,8.83993333333,7.14086666667,7.12173333333,7.124,43.1318666667,7.3864
600.20,6.8752,9.9851,4.6536,8.90966666666,7.1616,7.15853333333,7.15006666667,43.1552,7.42753333333
600.53,6.88886666667,10.0181,4.6782,8.95620000001,7.15926666667,7.1922,7.16513333333,43.2274,7.46693333333
600.87,6.8486,10.0357666667,4.65673333333,8.96386666666,7.1376,7.1984,7.13106666667,43.2299333333,7.4492
601.21,6.8668,10.0617,4.68126666667,8.99806666667,7.1554,7.2354,7.15513333333,43.3412666666,7.46906666667
601.54,6.85006666667,10.0563666667,4.69013333333,8.99133333334,7.14806666667,7.23433333333,7.15886666667,43.3238666666,7.45466666667
601.88,6.875,10.0913,4.72473333333,9.06866666667,7.1966,7.2766,7.19133333333,43.364,7.49873333333
602.21,6.91733333333,10.1147,4.76266666667,9.10046666666,7.19966666667,7.30173333334,7.2116,43.4081333333,7.5442
602.55,6.90233333333,10.1264,4.76233333333,9.08739999999,7.1978,7.31933333334,7.1934,43.3863333333,7.54973333333
602.88,6.90246666667,10.1266,4.77126666666,9.08213333334,7.21053333333,7.32966666667,7.1912,43.3472,7.55973333333
603.22,6.85513333333,10.1058,4.73626666667,9.04733333334,7.1954,7.29266666667,7.16046666667,43.3584,7.52326666667
603.56,6.7958,10.0680666667,4.70026666667,9.00686666666,7.1588,7.26773333333,7.11453333333,43.3329333333,7.48093333333
603.89,6.74813333333,10.0381666667,4.67313333333,8.95153333334,7.14873333333,7.24486666667,7.09933333333,43.3422,7.47033333334
604.23,6.74266666667,10.0317333333,4.6664,8.92046666667,7.1336,7.217,7.08273333333,43.3376,7.46473333333
604.56,6.74993333333,10.0157666667,4.677,8.92353333334,7.15706666667,7.23106666667,7.10566666667,43.3634666667,7.47873333333
604.90,6.73293333333,9.99946666667,4.66326666667,8.91320000001,7.16053333333,7.21793333333,7.10146666667,43.3107333333,7.48193333333
605.23,6.7216,10.0141333333,4.67346666667,8.92199999999,7.17713333333,7.22753333333,7.0946,43.3106,7.50113333333
605.57,6.76513333333,10.0508,4.72073333333,8.94686666666,7.23046666667,7.27346666667,7.12706666667,43.329,7.56653333333
605.90,6.79126666667,10.0764666667,4.74826666666,8.96280000001,7.26693333333,7.30153333333,7.17986666667,43.3218,7.5866
606.24,6.84973333333,10.1153,4.77886666667,9.01459999999,7.302,7.33733333333,7.2192,43.3953333333,7.6198
606.58,6.86293333333,10.1280333333,4.77013333334,9.03853333334,7.2944,7.33046666667,7.22346666667,43.4394666667,7.61746666667
606.91,6.90433333333,10.1387666667,4.82086666667,9.07866666667,7.31646666667,7.3584,7.24793333333,43.4353333333,7.65686666667
607.25,6.8988,10.1414333333,4.80873333333,9.05966666666,7.2986,7.31806666667,7.22513333333,43.4788666667,7.657
607.58,6.8812,10.1283333333,4.7886,9.04680000001,7.2572,7.30093333333,7.179,43.4628666667,7.64866666667
607.92,6.8586,10.1023,4.78773333333,9.05633333333,7.2414,7.30673333333,7.1648,43.4518,7.6322
608.25,6.8602,10.0905666667,4.77786666667,9.05646666667,7.22473333333,7.28673333333,7.1322,43.3854666667,7.63186666667
608.59,6.86946666667,10.1075666667,4.78713333334,9.07306666666,7.2284,7.29566666667,7.13186666667,43.3857333333,7.67093333333
608.92,6.8908,10.1217333333,4.7946,9.0784,7.23673333333,7.30946666667,7.13653333333,43.3333333333,7.68006666667
609.26,6.85333333333,10.0862666667,4.74986666666,9.04013333333,7.17573333333,7.26753333333,7.0882,43.3308,7.65073333333
609.59,6.8136,10.042,4.72653333333,9.01046666666,7.15626666667,7.23653333333,7.04146666667,43.2644666667,7.6276
609.93,6.80566666667,10.0458666667,4.74053333333,9.02973333333,7.1674,7.239,7.04793333333,43.2800666666,7.66066666667
610.26,6.7694,10.0133333333,4.74386666667,8.99506666666,7.14733333333,7.23346666667,7.0158,43.2532,7.67933333333
610.60,6.73593333333,9.98780000001,4.6998,8.96306666667,7.11126666667,7.2138,6.98326666667,43.2383333333,7.66526666667
610.93,6.7764,10.0074333333,4.73133333334,9.01453333333,7.13966666667,7.2572,7.02446666667,43.2858,7.7066
611.27,6.79966666667,10.0254666667,4.75773333333,9.03873333334,7.1722,7.2932,7.0396,43.2770666667,7.71733333333
611.60,6.79713333333,10.0540333333,4.74753333333,9.02853333333,7.19246666667,7.2956,7.06573333333,43.2936666667,7.769
611.93,6.81133333333,10.0803,4.78286666667,9.05733333334,7.2198,7.33086666667,7.10333333333,43.3346666667,7.82033333333
612.27,6.80286666667,10.0680666667,4.76746666667,9.03933333333,7.20386666667,7.3404,7.0924,43.3383333333,7.7986
612.60,6.79746666667,10.0872333333,4.778,9.06973333334,7.21506666667,7.36006666667,7.09713333333,43.4119333333,7.8378
612.94,6.78846666667,10.0795,4.79653333333,9.0548,7.221,7.3544,7.10926666667,43.3731333333,7.82026666667
613.27,6.7542,10.0596333333,4.7946,9.05353333334,7.18733333333,7.34653333333,7.0828,43.3868,7.80486666667
613.61,6.68833333334,9.96076666666,4.71193333333,8.94800000001,7.10853333333,7.29533333333,7.0342,43.3246666667,7.7304
613.94,6.73866666667,10.0189666667,4.74733333333,8.99140000001,7.16586666667,7.349,7.09493333333,43.37,7.755
614.28,6.7228,10.0168666667,4.77,8.98406666667,7.16573333334,7.35166666667,7.09226666667,43.4092,7.74826666667
614.61,6.72246666667,9.9964,4.74086666667,8.97813333333,7.16393333333,7.34053333333,7.06273333334,43.3292666667,7.74426666667
614.94,6.7606,10.0285,4.7828,9.01886666666,7.19946666667,7.36146666667,7.102,43.344,7.80826666667
615.28,6.811,10.0509,4.8192,9.07813333333,7.26546666667,7.40346666667,7.1074,43.3855333333,7.82906666667
615.61,6.8006,10.0641,4.80586666667,9.06580000001,7.25586666667,7.38646666667,7.10506666667,43.4765333333,7.8154
615.95,6.76333333333,10.0471333333,4.79413333333,9.01886666667,7.2182,7.33833333333,7.0874,43.5011333333,7.7926
616.28,6.7356,10.0205333333,4.80146666667,8.97406666666,7.1892,7.33286666667,7.0646,43.4260666667,7.7546
616.61,6.7352,10.0450666667,4.81633333333,8.99799999999,7.1926,7.35413333333,7.07646666667,43.4524,7.79133333333
616.95,6.80706666667,10.1013,4.83833333333,9.0412,7.2268,7.4018,7.13073333333,43.5332666667,7.84153333333
617.28,6.87973333333,10.1659666667,4.9114,9.11866666667,7.3002,7.46713333333,7.1666,43.5282666667,7.9068
617.62,6.8842,10.1305,4.8866,9.09693333335,7.28473333333,7.45386666667,7.14493333333,43.5053333333,7.90353333333
617.95,6.94073333333,10.1895,4.89406666667,9.13893333334,7.33733333333,7.50666666667,7.19653333333,43.4942666667,7.95633333333
618.28,6.95333333333,10.2345333333,4.94013333333,9.15666666667,7.3578,7.53066666667,7.22586666667,43.5166,7.98706666667
618.62,6.91266666667,10.2243,4.90853333333,9.12240000001,7.31673333333,7.50426666667,7.205,43.48,7.9366
618.95,6.84113333333,10.1998,4.86406666667,9.068,7.22813333333,7.438,7.16153333333,43.4326,7.87646666667
619.28,6.847,10.2070666667,4.8672,9.09420000001,7.233,7.4608,7.17206666667,43.4228,7.87706666667
619.62,6.84953333333,10.2155666667,4.8482,9.13479999999,7.22473333333,7.4928,7.1488,43.4561333333,7.89426666667
619.95,6.8244,10.1908333333,4.7974,9.12786666667,7.22166666667,7.4676,7.128,43.4926,7.8772
620.28,6.80313333333,10.1677666667,4.77033333334,9.13993333332,7.20013333333,7.4638,7.08973333333,43.4720666667,7.85
620.62,6.77573333333,10.1557666667,4.77006666667,9.10906666668,7.1938,7.44906666667,7.07773333333,43.522,7.86026666667
620.95,6.7664,10.1849666667,4.7766,9.10933333333,7.175,7.45226666667,7.08853333333,43.5696,7.8512
621.28,6.8046,10.269,4.83406666667,9.22333333332,7.22086666667,7.52186666667,7.15593333333,43.6553333333,7.93693333333
621.62,6.8096,10.2584,4.8688,9.24733333333,7.21606666667,7.53406666667,7.1276,43.6134666667,7.93593333333
621.95,6.7584,10.2198666666,4.818,9.20746666666,7.17046666667,7.48246666667,7.09,43.5950666667,7.8832
622.28,6.7694,10.2302333333,4.82253333333,9.20726666668,7.18326666666,7.4944,7.0892,43.7015333333,7.89633333333
622.62,6.8258,10.2558666667,4.84933333333,9.24033333333,7.248,7.55013333333,7.14306666667,43.7578666667,7.94373333333
622.95,6.8274,10.2388333333,4.86113333333,9.19899999999,7.25913333333,7.54526666667,7.15246666667,43.7164,7.95646666667
623.28,6.89766666667,10.2750666667,4.94313333334,9.24926666667,7.33973333333,7.59673333333,7.23573333333,43.6886666667,8.0012
623.62,6.92386666667,10.2759666667,4.9592,9.25093333333,7.33966666667,7.5994,7.2428,43.6641333333,8.01913333333
623.95,6.9606,10.2743666667,4.96213333333,9.22606666667,7.3464,7.60926666667,7.25873333333,43.6684666667,8.04373333333
624.28,6.94533333333,10.255,4.9402,9.20586666667,7.3328,7.59853333333,7.21873333333,43.5962,8.00853333333
624.62,6.88686666667,10.2481,4.91286666667,9.16939999999,7.3136,7.57713333333,7.20346666667,43.5575333333,7.9836
624.95,6.83126666666,10.1963666667,4.87346666667,9.09153333333,7.26106666667,7.5198,7.14073333333,43.5180666667,7.89446666666
625.28,6.81193333333,10.1753666667,4.84006666667,9.06553333334,7.23393333333,7.47946666667,7.1068,43.4937333333,7.879
625.61,6.81053333333,10.1668,4.845,9.06973333334,7.22293333333,7.4986,7.09413333333,43.479,7.87766666667
625.95,6.806,10.1486333334,4.82253333333,9.07793333333,7.1994,7.4936,7.07746666667,43.4629333333,7.8684
626.28,6.82446666667,10.1482,4.84233333333,9.0856,7.19193333333,7.50413333333,7.07833333334,43.4062666667,7.87973333333
626.61,6.79246666667,10.1531,4.8236,9.09366666667,7.16353333333,7.48606666667,7.06626666667,43.3386,7.8668
626.94,6.73366666667,10.1165333333,4.76853333333,9.04846666667,7.096,7.42106666667,7.00593333333,43.3124666667,7.81953333333
627.28,6.72166666667,10.1031333333,4.7686,9.04473333333,7.07853333333,7.39513333333,6.99426666667,43.3268,7.8116
627.61,6.74433333333,10.1284333333,4.8076,9.07340000001,7.11746666667,7.4184,7.02826666667,43.3696666667,7.83826666667
627.94,6.7576,10.1341,4.82506666667,9.11953333333,7.13226666667,7.43906666667,7.05633333333,43.4063333333,7.8736
628.27,6.806,10.1554666667,4.87026666667,9.19353333335,7.18833333333,7.48686666667,7.102,43.4141333333,7.93066666667
628.61,6.82933333333,10.1764666667,4.90086666667,9.22493333334,7.23466666667,7.5254,7.1274,43.3612666667,7.982
628.94,6.86153333333,10.2214666667,4.95993333333,9.26233333332,7.296,7.59393333334,7.20326666667,43.3622,8.03813333333
629.27,6.90293333333,10.2545,4.99533333333,9.28593333332,7.3426,7.648,7.2528,43.3978,8.094
629.60,6.97213333333,10.2861666667,5.06446666667,9.32753333333,7.40066666667,7.69873333333,7.31766666666,43.3709333333,8.16033333333
629.94,6.92006666667,10.2359,5.0168,9.28966666665,7.3584,7.68133333333,7.27333333333,43.3797333333,8.1318
630.27,6.9194,10.2154666667,4.97466666667,9.27933333332,7.34893333333,7.69313333334,7.23613333333,43.4326666667,8.1296
630.60,6.94966666667,10.2372666667,5.00746666667,9.30413333333,7.38626666667,7.745,7.27233333333,43.5059333333,8.17433333333
630.93,6.98226666667,10.2646666667,5.0282,9.31786666665,7.4058,7.79873333333,7.28646666667,43.4328,8.18233333333
631.26,6.95426666667,10.2506666667,5.01446666667,9.2946,7.3664,7.827,7.2578,43.3405333333,8.16253333333
631.60,6.93306666667,10.2417666667,4.98546666667,9.27086666665,7.32986666667,7.81553333333,7.22753333333,43.3156,8.13653333334
631.93,6.88886666667,10.1889666667,4.919,9.22286666666,7.26593333333,7.7668,7.1398,43.3113333333,8.0646
632.26,6.83833333333,10.1092,4.8592,9.16793333332,7.19533333333,7.71686666667,7.0854,43.3005333333,8.00193333333
632.59,6.79633333333,10.0713,4.81446666667,9.11366666665,7.15746666667,7.67246666667,7.03393333333,43.3114666667,7.9364
632.92,6.75573333333,10.0402,4.79006666667,9.08626666667,7.10713333334,7.6422,7.0038,43.2905333333,7.90506666667
633.26,6.6768,9.99329999999,4.724,9.03759999999,7.04886666666,7.575,6.94313333333,43.3174,7.83313333333
633.59,6.641,9.96739999999,4.69213333333,9.00906666667,7.01693333333,7.51413333333,6.91166666667,43.3102,7.8086
633.92,6.68106666667,10.0098666667,4.7452,9.02520000001,7.05273333333,7.53853333334,6.93893333333,43.3292666667,7.82086666667
634.25,6.6666,10.0319,4.7464,9.01006666667,7.03546666667,7.535,6.93126666667,43.2932,7.81646666667
634.58,6.62133333333,10.0084333333,4.7132,8.9692,7.01286666667,7.4934,6.9076,43.3690666667,7.80266666667
634.91,6.6166,10.0291666667,4.70733333333,8.99526666666,7.03646666667,7.43966666667,6.93053333333,43.4243333333,7.8122
635.25,6.5976,10.0275,4.689,8.9518,7.04446666666,7.40773333333,6.90053333333,43.4182666667,7.7976
635.58,6.595,10.0403,4.70093333334,8.93386666667,7.0464,7.41233333333,6.94186666667,43.5142666667,7.83686666667
635.91,6.64373333333,10.1162333333,4.74253333333,8.97473333333,7.10106666667,7.45833333333,6.99033333333,43.5952666667,7.90886666667
636.24,6.65433333333,10.1097666667,4.73853333333,8.99433333334,7.07373333333,7.46373333333,6.98706666667,43.641,7.95333333333
636.57,6.6624,10.1299666667,4.7448,8.99646666667,7.08866666667,7.4772,6.99813333333,43.6261333333,7.9464
636.90,6.65846666667,10.1483333333,4.76446666667,8.99820000001,7.09973333333,7.5024,6.99846666667,43.5966666667,7.981
637.23,6.747,10.2556,4.86813333333,9.07866666665,7.1898,7.61833333333,7.10153333333,43.6698666667,8.07779999999
