wavelength,Back_TanFlom,Belly_TanFlom,Breast_TanFlom,Crissum_TanFlom,Crown_TanFlom,DorTail_TanFlom,Patch10_TanFlom,Patch11_TanFlom,Patch12_TanFlom,Rump_TanFlom,Throat_TanFlom,WingTip_TanFlom
556.82,6.08611111111,35.1685555556,33.286,37.5971111111,66.3511111111,6.97998067635,20.2865555556,18.1888888889,3.30122222222,37.9582222222,31.8017777778,6.08311111111
557.16,6.07614814814,35.1528888889,33.232,37.5895555555,66.3945555556,6.99047826086,20.3203333333,18.2206666667,3.31366666667,38.0224444445,31.7472222222,6.05866666667
557.50,6.03077777778,35.0652222222,33.1904444444,37.5674444445,66.4365555555,6.93814492754,20.2773333333,18.1667777778,3.26788888889,38.0323333334,31.682,5.99766666667
557.85,6.00114814814,35.0331111111,33.1418888889,37.5307777778,66.492,6.9231594203,20.2768888889,18.2244444445,3.25844444444,38.0655555556,31.6448888889,5.99133333333
558.19,5.97277777778,35.0246666666,33.1103333333,37.5838888889,66.5981111111,6.86961352655,20.3055555556,18.2233333333,3.23122222222,38.1173333333,31.6574444444,5.93044444444
558.53,5.94788888889,34.9933333333,33.0755555556,37.5541111111,66.6321111111,6.80909178744,20.3143333333,18.1876666666,3.19077777778,38.1243333333,31.6187777778,5.90016666667
558.87,5.96744444444,35.0263333334,33.1094444444,37.6051111111,66.7698888889,6.85850241545,20.3892222222,18.2347777778,3.19755555556,38.2322222222,31.6295555556,5.94327777778
559.21,5.95396296297,34.9856666667,33.0695555555,37.5834444445,66.7605555556,6.87008212561,20.3905555556,18.2504444445,3.22622222222,38.312,31.5486666667,5.95744444445
559.55,5.88651851852,34.9528888889,33.0431111111,37.5496666667,66.7774444444,6.79707729468,20.3376666667,18.2498888889,3.16677777778,38.3568888889,31.5158888889,5.91483333333
559.89,5.83637037037,34.96,33.0228888889,37.5541111111,66.8805555555,6.76308695652,20.3273333333,18.2935555556,3.12844444445,38.4044444445,31.5264444444,5.9255
560.23,5.86122222222,34.9855555555,33.0547777778,37.5583333333,67.0166666667,6.8133236715,20.3668888889,18.353,3.17922222222,38.4567777778,31.5578888889,5.96544444444
560.58,5.86374074075,34.9646666667,33.0618888889,37.559,67.1272222222,6.81194202899,20.3918888889,18.3557777778,3.15966666667,38.5256666667,31.4895555556,5.98116666667
560.92,5.8842962963,34.9816666667,33.0673333333,37.5327777778,67.199,6.80161835749,20.3894444444,18.3627777778,3.13577777778,38.5601111111,31.5126666667,5.98416666667
561.26,5.96748148148,35.0995555556,33.1334444444,37.6211111111,67.3273333333,6.87549275361,20.4967777778,18.4585555556,3.20844444445,38.6938888889,31.6165555556,6.096
561.60,5.99011111111,35.1276666667,33.0917777778,37.6442222222,67.3723333333,6.90199033817,20.5381111111,18.4666666667,3.22933333333,38.7342222222,31.5902222222,6.12522222222
561.94,5.98103703703,35.1636666667,33.078,37.6255555555,67.4812222222,6.92969565218,20.556,18.4906666667,3.25322222222,38.7761111111,31.5734444444,6.14144444444
562.28,6.02440740741,35.2127777778,33.0575555556,37.6855555555,67.5617777778,7.00233816426,20.5908888889,18.5522222222,3.30455555556,38.8201111111,31.5902222222,6.19722222222
562.62,6.01451851852,35.1835555556,32.9768888889,37.6565555556,67.548,7.00840096619,20.5722222222,18.5355555556,3.30433333333,38.8393333333,31.5333333333,6.20461111111
562.96,6.04781481481,35.1585555555,32.9295555555,37.6667777778,67.5875555556,7.05344444446,20.5927777778,18.5464444444,3.33266666667,38.8635555556,31.5165555556,6.2135
563.30,6.0952962963,35.119,32.8791111111,37.648,67.5772222222,7.10770531402,20.6312222222,18.5114444445,3.38788888889,38.8977777778,31.4772222222,6.2545
563.64,6.08948148148,35.0867777778,32.8185555555,37.6544444445,67.5657777778,7.08339613527,20.6098888889,18.5004444444,3.36433333333,38.9134444444,31.3938888889,6.21766666667
563.99,6.06859259259,35.0431111111,32.703,37.6553333333,67.5806666667,7.05145410627,20.6068888889,18.4534444444,3.33955555555,38.9521111111,31.331,6.19994444445
564.33,6.0432962963,35.0067777778,32.643,37.6505555555,67.5941111111,7.03032850242,20.5956666667,18.4578888889,3.32166666667,38.9968888889,31.321,6.16488888889
564.67,6.04588888889,35.0128888889,32.602,37.6801111111,67.5921111111,7.03443478261,20.5996666667,18.4627777778,3.32355555555,39.0346666667,31.2568888889,6.1865
565.01,6.05448148148,34.9772222222,32.507,37.6731111111,67.6197777778,7.01964251207,20.5887777778,18.4701111111,3.32622222222,39.0395555556,31.1643333333,6.19016666667
565.35,6.05859259259,34.9816666666,32.4658888889,37.6763333333,67.6905555556,7.00656521738,20.568,18.456,3.32266666667,39.0585555555,31.1561111111,6.16572222222
565.69,6.10959259259,34.9703333333,32.4238888889,37.6886666666,67.6565555556,7.04209178743,20.6058888889,18.4642222222,3.36288888889,39.098,31.1021111111,6.21416666667
566.03,6.10537037037,34.9128888889,32.3796666667,37.6428888889,67.68,7.01255555556,20.6028888889,18.434,3.32655555555,39.1298888889,31.0576666667,6.20144444444
566.37,6.16444444445,34.9383333333,32.404,37.6896666667,67.7867777778,7.02952657004,20.6092222222,18.4947777778,3.35933333333,39.1946666667,31.0513333333,6.24044444445
566.71,6.16577777778,34.9858888889,32.3897777778,37.7023333334,67.8725555556,7.01795652173,20.6085555556,18.5292222222,3.337,39.2737777778,31.0687777778,6.26572222222
567.05,6.17033333333,34.9953333333,32.3105555556,37.7348888889,67.9148888889,7.00814492752,20.6085555555,18.5588888889,3.33166666667,39.3041111111,31.0171111111,6.27455555556
567.39,6.16988888889,34.9504444444,32.2493333333,37.6891111111,67.8913333333,7.02197584541,20.5772222222,18.5591111111,3.32966666667,39.318,30.9637777778,6.27438888889
567.73,6.13748148148,34.927,32.2132222222,37.664,67.9355555556,7.01712077293,20.5592222222,18.5664444444,3.30766666667,39.3154444445,30.9258888889,6.26172222222
568.07,6.14044444444,34.9078888889,32.1283333333,37.6247777778,67.9668888889,6.999647343,20.547,18.5446666667,3.324,39.3143333333,30.8424444444,6.25622222222
568.41,6.15911111111,34.8717777778,32.0295555556,37.5924444444,67.9957777778,7.0149468599,20.5247777778,18.5496666667,3.36244444444,39.342,30.8337777778,6.26305555555
568.75,6.11296296297,34.8184444444,31.9482222222,37.5265555555,67.9976666667,6.98705314011,20.4655555556,18.534,3.33944444444,39.3303333333,30.7384444445,6.22316666667
569.09,6.12214814814,34.7558888889,31.875,37.4817777778,67.9534444444,7.00520772946,20.4643333333,18.5077777778,3.34433333333,39.3564444444,30.6597777778,6.23522222222
569.43,6.08207407408,34.7154444445,31.7492222222,37.4311111111,67.9278888889,6.96244444443,20.4032222222,18.4867777778,3.30477777778,39.3731111111,30.6237777778,6.2265
569.77,6.01818518519,34.6982222222,31.6266666667,37.4098888889,67.9413333333,6.9148405797,20.3797777778,18.4633333333,3.24944444444,39.3585555556,30.5285555556,6.18361111111
570.11,5.91322222222,34.5948888889,31.4608888889,37.2757777778,67.863,6.83631884057,20.2931111111,18.3823333333,3.14166666667,39.2954444444,30.3872222222,6.10388888889
570.45,5.88618518519,34.5198888889,31.3247777778,37.2135555556,67.7981111111,6.80214975844,20.2375555556,18.3014444444,3.12844444445,39.2397777778,30.2492222222,6.07
570.79,5.85733333333,34.4697777778,31.2588888889,37.18,67.829,6.77921256039,20.1973333333,18.269,3.086,39.2342222222,30.1691111111,6.03527777778
571.13,5.86603703703,34.4881111111,31.2207777778,37.1773333333,67.8896666667,6.7865700483,20.2222222222,18.2404444445,3.098,39.2685555556,30.1321111111,6.06394444445
571.47,5.89040740741,34.472,31.1322222222,37.1314444444,67.8405555556,6.78265217391,20.2104444444,18.2283333333,3.11522222222,39.2664444444,30.0478888889,6.07038888889
571.81,5.91459259259,34.4962222222,31.0933333333,37.1245555556,67.816,6.81234782609,20.1955555556,18.2557777778,3.12811111111,39.3018888889,30.0226666666,6.10733333333
572.15,5.86107407408,34.4323333334,30.998,37.0868888889,67.8441111111,6.7611352657,20.1543333333,18.2122222222,3.06544444445,39.2604444445,29.9032222222,6.07744444445
572.49,5.84940740741,34.4184444444,30.9072222222,37.0715555555,67.8551111111,6.7647826087,20.124,18.1802222222,3.06366666667,39.259,29.852,6.08038888889
572.83,5.82603703703,34.4017777778,30.8005555556,37.0334444445,67.8343333333,6.74442995168,20.0608888889,18.1743333333,3.08244444444,39.2247777778,29.7496666667,6.08377777778
573.17,5.81433333334,34.3664444444,30.7422222222,37.025,67.8632222222,6.73865217391,20.0304444444,18.1462222222,3.077,39.2255555556,29.6386666667,6.07911111111
573.51,5.83014814814,34.3425555555,30.6798888889,36.994,67.7982222222,6.78620772947,19.984,18.1161111111,3.12344444445,39.2257777778,29.5645555555,6.12194444445
573.85,5.88122222222,34.3772222222,30.6367777778,37.0336666667,67.8626666667,6.83620289856,20.0177777778,18.1432222222,3.21288888889,39.2748888889,29.5722222222,6.18911111111
574.19,5.89748148148,34.3547777778,30.5546666667,37.0075555555,67.8521111111,6.86570048309,20.0203333333,18.131,3.24522222222,39.241,29.5094444444,6.20522222222
574.53,5.94037037037,34.3922222222,30.4831111111,37.0042222222,67.8343333333,6.90257487921,20.0172222222,18.151,3.31322222222,39.2307777778,29.4484444445,6.24883333333
574.87,5.93396296297,34.3443333333,30.3538888889,36.986,67.8108888889,6.90614492752,19.9578888889,18.1444444444,3.30466666667,39.1685555556,29.3616666667,6.237
575.21,5.91611111111,34.2992222222,30.2505555555,36.963,67.7807777778,6.90801449276,19.888,18.1068888889,3.28633333333,39.1278888889,29.26,6.22905555555
575.55,5.90311111111,34.2496666667,30.1284444445,36.9505555556,67.8304444444,6.90552657003,19.859,18.0608888889,3.27288888889,39.0816666666,29.1575555555,6.22666666667
575.89,5.90314814814,34.2206666666,30.0314444445,36.9114444444,67.7928888889,6.88624637681,19.8164444444,18.0138888889,3.27344444444,39.0422222222,29.0867777778,6.21011111111
576.22,5.93322222222,34.2157777778,29.9448888889,36.9234444444,67.774,6.88968599033,19.8142222222,18.0018888889,3.29922222222,39.0458888889,29.048,6.24588888889
576.56,5.95248148148,34.2052222222,29.8792222222,36.9527777778,67.8416666667,6.89893236713,19.807,17.9866666666,3.29166666667,39.0535555556,29.0021111111,6.24622222222
576.90,5.98440740741,34.135,29.733,36.8742222222,67.765,6.90993236716,19.7748888889,17.953,3.32466666667,38.9471111111,28.9151111111,6.26566666667
577.24,6.03644444444,34.1353333333,29.6632222222,36.9037777778,67.8522222222,6.90967149758,19.7817777778,17.9784444444,3.346,38.941,28.8521111111,6.25694444444
577.58,6.03111111111,34.0833333334,29.5307777778,36.8171111111,67.7586666667,6.89270531401,19.7231111111,17.9173333333,3.33688888889,38.8692222222,28.7054444444,6.22711111111
577.92,6.02277777778,34.0355555556,29.381,36.7556666667,67.719,6.88460386475,19.6511111111,17.8846666666,3.32533333333,38.8518888889,28.6211111111,6.23438888889
578.26,5.98174074074,33.9312222222,29.2298888889,36.6734444445,67.6267777778,6.86899516908,19.5646666667,17.7984444444,3.30344444444,38.7692222222,28.5021111111,6.20566666667
578.60,6.00788888889,33.866,29.111,36.6066666667,67.5327777778,6.87041062803,19.503,17.7904444444,3.32155555555,38.7187777778,28.3835555556,6.22244444445
578.94,5.99707407408,33.8025555556,28.9635555555,36.555,67.4958888889,6.85436714977,19.479,17.7335555556,3.30288888889,38.676,28.2831111111,6.2125
579.28,6.0217037037,33.7788888889,28.8418888889,36.4944444445,67.4008888889,6.88143961352,19.4568888889,17.7312222222,3.343,38.6303333333,28.2147777778,6.24622222222
579.61,6.06477777778,33.7757777778,28.7187777778,36.5088888889,67.3908888889,6.96341545893,19.4472222222,17.7496666667,3.41977777778,38.6266666667,28.132,6.31366666667
579.95,6.0732962963,33.7368888889,28.6184444444,36.448,67.3497777778,6.99419323672,19.4232222222,17.7386666667,3.44766666666,38.5787777778,27.9975555555,6.32366666667
580.29,6.04803703703,33.6593333333,28.4578888889,36.3325555555,67.2084444445,6.96981159421,19.3588888889,17.6971111111,3.43666666667,38.4936666667,27.8632222222,6.33738888889
580.63,6.01703703703,33.6742222222,28.3877777778,36.3406666667,67.2325555556,7.00020289855,19.3222222222,17.7036666667,3.423,38.5061111111,27.8045555556,6.32955555556
580.97,6.00618518519,33.56,28.2297777778,36.2635555556,67.0563333333,7.01680193237,19.2592222222,17.6413333333,3.44722222222,38.4285555556,27.6804444444,6.36227777778
581.31,6.04662962963,33.5761111111,28.1365555555,36.3502222222,67.0568888889,7.06109178744,19.2375555556,17.6736666666,3.50044444445,38.4408888889,27.6426666667,6.42022222222
581.65,6.06625925925,33.597,28.0901111111,36.3843333333,67.0596666667,7.0863768116,19.246,17.6791111111,3.53211111111,38.4318888889,27.5896666667,6.45216666667
581.98,6.07107407408,33.588,27.9861111111,36.399,67.1325555555,7.08810144928,19.2361111111,17.702,3.531,38.4272222222,27.5161111111,6.46861111111
582.32,6.05033333333,33.6003333333,27.8776666667,36.4184444444,67.1674444444,7.09211111112,19.2266666666,17.6334444445,3.56177777778,38.4353333333,27.4691111111,6.46983333333
582.66,6.14218518519,33.6344444444,27.8175555555,36.4576666667,67.0798888889,7.17110628018,19.2267777778,17.6995555555,3.70833333333,38.4291111111,27.4486666666,6.59722222222
583.00,6.16092592592,33.598,27.7618888889,36.4996666666,67.1216666667,7.20348309179,19.1778888889,17.681,3.72244444445,38.4295555556,27.3733333333,6.63038888889
583.34,6.17737037037,33.5543333333,27.7017777778,36.494,67.0148888889,7.23057971015,19.1452222222,17.6751111111,3.722,38.3975555555,27.2681111111,6.66805555555
583.68,6.14914814815,33.477,27.5432222222,36.3951111111,66.9314444444,7.20389855071,19.0251111111,17.5791111111,3.65433333333,38.2631111111,27.1604444445,6.62505555556
584.01,6.1562962963,33.4521111111,27.4361111111,36.3983333333,66.9421111111,7.2216714976,18.9895555556,17.5671111111,3.66888888889,38.2396666667,27.0693333333,6.61005555555
584.35,6.18037037037,33.4271111111,27.3042222222,36.3673333333,66.9152222222,7.18292753622,18.9322222222,17.5312222222,3.68044444444,38.1883333333,26.9554444445,6.602
584.69,6.11677777778,33.39,27.1407777778,36.2907777778,66.8963333333,7.12728502417,18.8063333334,17.4393333333,3.60511111111,38.1065555556,26.8435555556,6.53161111111
585.03,6.0462962963,33.2542222222,26.9482222222,36.1553333334,66.7996666667,7.04239613528,18.6875555556,17.2825555555,3.52344444445,37.9631111111,26.6647777778,6.44861111111
585.37,6.01437037037,33.1887777778,26.8327777778,36.1032222222,66.763,7.01877294686,18.5851111111,17.2363333334,3.50611111111,37.8803333333,26.5148888889,6.43572222222
585.70,6.00344444444,33.1612222222,26.717,36.0447777778,66.6525555556,6.99574396137,18.4732222222,17.1537777778,3.472,37.8037777778,26.3963333333,6.44144444444
586.04,6.01477777778,33.0928888889,26.5665555556,35.972,66.5462222222,6.96551207731,18.4015555556,17.1041111111,3.46522222222,37.7236666667,26.2447777778,6.42355555556
586.38,5.90592592592,33.012,26.3842222222,35.9048888889,66.5677777778,6.878057971,18.2725555556,16.9601111111,3.33755555556,37.6247777778,26.0611111111,6.30644444445
586.72,5.89525925926,32.9945555556,26.2552222222,35.8713333333,66.4662222222,6.86631400967,18.2627777778,16.9481111111,3.33788888889,37.5537777778,25.9457777778,6.31188888889
587.06,5.86959259259,32.9173333333,26.0776666667,35.8006666667,66.4593333333,6.78847342995,18.1242222222,16.8362222222,3.30122222222,37.4593333333,25.7764444445,6.24744444445
587.39,5.84092592592,32.8843333333,25.9175555556,35.8256666667,66.4344444445,6.76699999999,18.0727777778,16.7632222222,3.31766666667,37.4123333333,25.6613333333,6.2495
587.73,5.81355555556,32.8754444444,25.806,35.823,66.4203333334,6.73969565217,17.9902222222,16.675,3.29933333333,37.3581111111,25.5621111111,6.24411111111
588.07,5.80496296297,32.865,25.7074444444,35.8425555556,66.4047777778,6.76499033816,17.9413333333,16.6348888889,3.29422222222,37.3235555555,25.4634444444,6.26205555555
588.41,5.83544444445,32.8386666667,25.5997777778,35.8007777778,66.2833333333,6.8025362319,17.8972222222,16.6455555556,3.34711111111,37.2287777778,25.3605555556,6.3255
588.74,5.87048148148,32.8168888889,25.5097777778,35.8006666667,66.2127777778,6.83758937199,17.8577777778,16.6328888889,3.39577777778,37.1971111111,25.2806666667,6.38572222222
589.08,5.85933333333,32.772,25.367,35.7856666667,66.1714444444,6.8228937198,17.8074444444,16.546,3.37622222222,37.1178888889,25.169,6.38722222222
589.42,5.85118518519,32.7122222222,25.2423333333,35.7896666667,66.1382222222,6.83021256038,17.7677777778,16.4982222222,3.39455555556,37.0784444445,25.0292222222,6.3595
589.76,5.78248148148,32.668,25.0776666667,35.7337777778,66.0655555556,6.81158937197,17.6574444444,16.413,3.34033333333,36.9714444445,24.9013333333,6.36294444444
590.09,5.85392592592,32.6746666667,25.0028888889,35.707,65.9667777778,6.85730917876,17.6335555555,16.4152222222,3.40688888889,36.9122222222,24.8182222222,6.44327777778
590.43,5.79937037037,32.6127777778,24.7952222222,35.6474444444,65.8998888889,6.80952173914,17.458,16.2746666667,3.35866666667,36.8095555555,24.6731111111,6.36733333333
590.77,5.75296296297,32.6043333333,24.6847777778,35.6082222222,65.8512222222,6.82822222223,17.4244444444,16.244,3.36055555556,36.747,24.5856666667,6.39227777778
591.11,5.73633333333,32.5757777778,24.6054444444,35.5787777778,65.8361111111,6.86439130435,17.3718888889,16.2045555556,3.338,36.7437777778,24.4994444444,6.38816666667
591.44,5.73055555555,32.516,24.4703333334,35.5081111111,65.7534444444,6.88657971013,17.2911111111,16.1833333333,3.33944444444,36.6821111111,24.3652222222,6.42066666667
591.78,5.68885185185,32.4593333333,24.273,35.4614444445,65.624,6.85483574879,17.197,16.0985555555,3.31911111111,36.5844444444,24.2362222222,6.41472222222
592.12,5.65262962963,32.4181111111,24.1357777778,35.4364444444,65.5323333333,6.85536714977,17.1156666667,15.9867777778,3.29744444444,36.5184444445,24.1166666667,6.37283333333
592.46,5.63977777778,32.4057777778,24.0522222222,35.406,65.4857777778,6.87898550726,17.0665555556,15.9448888889,3.28566666667,36.4222222222,23.976,6.38472222222
592.79,5.64088888889,32.3718888889,23.899,35.3475555556,65.3547777778,6.86999516908,16.9568888889,15.8856666667,3.28255555556,36.3035555556,23.8402222222,6.38083333333
593.13,5.66444444444,32.3853333333,23.8115555555,35.3302222222,65.3406666667,6.88909178744,16.9065555556,15.8951111111,3.31388888889,36.2257777778,23.7611111111,6.44622222222
593.47,5.71792592592,32.3614444444,23.7615555555,35.3443333333,65.2952222222,6.90311111112,16.8625555555,15.8696666667,3.34388888889,36.2123333333,23.6443333333,6.45755555556
593.80,5.65907407408,32.2798888889,23.6051111111,35.2556666667,65.1906666667,6.86115942029,16.7383333333,15.771,3.29555555556,36.1064444445,23.5043333333,6.41344444444
594.14,5.61274074074,32.1742222222,23.4553333333,35.1596666667,65.0055555556,6.82426570049,16.643,15.6971111111,3.244,35.9853333333,23.3363333333,6.40961111111
594.48,5.63914814814,32.1085555556,23.3161111111,35.126,64.8371111111,6.85189371981,16.565,15.6252222222,3.24333333334,35.8935555556,23.2091111111,6.43616666667
594.81,5.68674074074,32.1022222222,23.2336666667,35.1086666667,64.7313333333,6.85078260869,16.4931111111,15.654,3.30766666667,35.8577777778,23.0726666667,6.50694444444
595.15,5.74011111111,32.0723333333,23.1197777778,35.1142222222,64.6233333333,6.89610144929,16.4714444445,15.6234444444,3.35466666667,35.8035555556,22.9936666667,6.54344444444
595.49,5.79355555556,31.9991111111,23.0162222222,35.0322222222,64.5043333334,6.92690821254,16.4036666667,15.6077777778,3.422,35.7158888889,22.9016666667,6.59038888889
595.82,5.8152962963,31.9998888889,22.9143333333,35.0392222222,64.5374444444,6.9175120773,16.3586666667,15.5865555556,3.43466666666,35.7035555555,22.7978888889,6.64116666667
596.16,5.81603703703,31.9391111111,22.773,34.9595555556,64.3884444444,6.91502898551,16.2614444444,15.54,3.41977777778,35.6443333333,22.7082222222,6.63677777778
596.50,5.83940740741,31.9224444445,22.7066666666,34.9647777778,64.3818888889,6.93444444445,16.2411111111,15.5206666667,3.43233333333,35.6502222222,22.6235555556,6.66472222222
596.83,5.80544444444,31.8692222222,22.5998888889,34.9378888889,64.3298888889,6.8979227053,16.1697777778,15.445,3.40333333333,35.6272222222,22.5464444445,6.63555555556
597.17,5.72792592592,31.7988888889,22.3973333333,34.8185555556,64.2044444445,6.83148792269,16.0588888889,15.3331111111,3.35922222222,35.4673333333,22.3927777778,6.58477777778
597.51,5.69403703703,31.7073333333,22.2232222222,34.7651111111,64.1608888889,6.8014009662,15.9625555556,15.2303333333,3.33688888889,35.393,22.2614444444,6.54366666667
597.84,5.73744444444,31.6974444444,22.1734444444,34.7402222222,64.1447777778,6.80072946859,15.9193333334,15.1747777778,3.37388888889,35.324,22.1834444445,6.54772222222
598.18,5.70944444444,31.6782222222,22.0597777778,34.691,64.1117777778,6.75496618359,15.8455555555,15.1133333333,3.36555555555,35.2656666666,22.0997777778,6.512
598.52,5.67033333333,31.5951111111,21.9073333333,34.6203333333,64.0306666667,6.73012077295,15.768,15.0053333333,3.33888888889,35.119,22.0137777778,6.46827777778
598.85,5.6607037037,31.5521111111,21.782,34.5701111111,63.9622222222,6.69772463769,15.6842222222,14.9075555556,3.32555555556,35.0042222222,21.8874444444,6.47122222222
599.19,5.67125925926,31.5797777778,21.7091111111,34.6014444444,63.9305555556,6.72465217392,15.6512222222,14.8674444445,3.29444444444,34.9704444444,21.825,6.45933333333
599.53,5.66877777778,31.6285555556,21.647,34.6253333333,63.9698888889,6.75400483093,15.6295555555,14.8096666667,3.335,34.9305555556,21.7821111111,6.49994444444
599.86,5.67437037037,31.5853333333,21.5367777778,34.6174444445,63.8985555556,6.7722705314,15.5895555556,14.7536666667,3.38777777778,34.8393333333,21.6971111111,6.51872222222
600.20,5.64240740741,31.535,21.3701111111,34.5383333333,63.7484444445,6.7612463768,15.5046666667,14.6705555556,3.42111111111,34.7052222222,21.5976666667,6.52527777778
600.53,5.59488888889,31.431,21.1575555556,34.4021111111,63.5363333333,6.73310144927,15.3795555555,14.533,3.39477777778,34.4853333333,21.4084444445,6.51977777778
600.87,5.63040740741,31.4378888889,21.1224444445,34.4545555556,63.5663333334,6.78352657004,15.3731111111,14.547,3.422,34.4808888889,21.3527777778,6.56533333333
601.21,5.67388888889,31.507,21.0962222222,34.5585555556,63.5252222222,6.85157971013,15.3844444444,14.5861111111,3.46733333333,34.4886666667,21.3227777778,6.64566666667
601.54,5.6657037037,31.4708888889,20.9911111111,34.5422222222,63.4055555555,6.91550241545,15.3022222222,14.566,3.48611111111,34.4164444444,21.2092222222,6.71794444444
601.88,5.71351851852,31.4591111111,20.9101111111,34.5395555556,63.3702222222,6.94520772948,15.2507777778,14.5327777778,3.52911111111,34.3798888889,21.1242222222,6.78994444444
602.21,5.66233333333,31.4343333333,20.7918888889,34.4776666667,63.2747777778,6.91050724637,15.1678888889,14.4542222222,3.46122222222,34.2826666667,20.9843333333,6.74938888889
602.55,5.56992592592,31.3791111111,20.6214444445,34.3842222222,63.1548888889,6.83814975847,15.0472222222,14.3675555556,3.42033333334,34.1727777778,20.845,6.68194444445
602.88,5.50766666667,31.2525555556,20.5017777778,34.3002222222,63.0254444445,6.78505797101,14.8991111111,14.2528888889,3.37611111111,34.034,20.6922222222,6.64233333333
603.22,5.49155555556,31.127,20.3634444444,34.2008888889,62.8263333333,6.76866666666,14.7793333333,14.1863333333,3.33611111111,33.9071111111,20.5556666667,6.6205
603.56,5.48,31.1098888889,20.2541111111,34.2025555555,62.7557777778,6.74355555554,14.672,14.0975555555,3.31722222222,33.8287777778,20.4482222222,6.61955555556
603.89,5.44088888889,31.0538888889,20.1728888889,34.2018888889,62.7024444445,6.71537198068,14.5845555556,14.0127777778,3.25533333333,33.7535555556,20.3554444444,6.58983333333
604.23,5.5127037037,31.1122222222,20.1613333333,34.26,62.7151111111,6.79092753622,14.5841111111,14.0555555555,3.32888888889,33.7713333333,20.3592222222,6.64827777778
604.56,5.54148148148,31.0991111111,20.0914444444,34.2648888889,62.6374444444,6.80999033818,14.5215555556,13.9996666667,3.35688888889,33.7204444444,20.3166666667,6.69805555556
604.90,5.46662962963,30.9674444445,19.9334444445,34.144,62.5022222222,6.73753140097,14.3741111111,13.8368888889,3.27766666667,33.5407777778,20.1471111111,6.60994444445
605.23,5.41507407408,30.9077777778,19.8013333333,34.1122222222,62.4693333333,6.65936231883,14.2943333333,13.7454444444,3.22188888889,33.451,20.0443333333,6.53427777778
605.57,5.36240740741,30.8748888889,19.6847777778,34.0663333333,62.3643333333,6.62171497586,14.1987777778,13.6502222222,3.15955555556,33.3405555555,19.9462222222,6.48377777778
605.90,5.39062962963,30.8037777778,19.5305555556,34.0328888889,62.187,6.63560386472,14.1003333333,13.572,3.19622222222,33.2058888889,19.8446666667,6.51794444444
606.24,5.41088888889,30.7925555556,19.4526666667,34.0663333333,62.1381111111,6.64018840581,14.0195555556,13.5175555555,3.17255555556,33.1605555555,19.7697777778,6.51344444444
606.58,5.3977037037,30.8016666667,19.3126666667,34.0148888889,61.9953333333,6.62041062801,13.9251111111,13.4301111111,3.18044444445,33.0666666667,19.6257777778,6.50672222222
606.91,5.36303703704,30.7107777778,19.146,33.9104444444,61.7974444444,6.57853140097,13.8196666667,13.35,3.15611111111,32.8952222222,19.4744444445,6.46494444445
607.25,5.30111111111,30.6471111111,18.9808888889,33.8011111111,61.7421111111,6.51315942028,13.7353333333,13.2731111111,3.10244444444,32.7634444444,19.334,6.40922222222
607.58,5.31503703703,30.6538888889,18.8917777778,33.7458888889,61.6792222222,6.53344444444,13.6653333333,13.2581111111,3.10266666666,32.6963333334,19.24,6.43044444445
607.92,5.2667037037,30.5905555556,18.766,33.6828888889,61.5534444444,6.52842512078,13.597,13.1607777778,3.06344444444,32.6163333333,19.1078888889,6.4025
608.25,5.27333333333,30.5427777778,18.6433333333,33.5844444444,61.4083333333,6.56569565219,13.5451111111,13.1151111111,3.07133333333,32.4763333333,19.0408888889,6.41277777778
608.59,5.37881481481,30.561,18.6452222222,33.5675555556,61.3332222222,6.65930434781,13.5716666667,13.1673333333,3.18644444445,32.4724444445,19.0538888889,6.52033333333
608.92,5.40277777778,30.556,18.5263333333,33.5126666667,61.214,6.69110144927,13.5526666667,13.1164444444,3.20055555556,32.4087777778,19.0201111111,6.54755555556
609.26,5.37777777778,30.4981111111,18.4237777778,33.4497777778,61.0565555556,6.69214492754,13.5117777778,13.0498888889,3.19422222222,32.3081111111,18.9753333333,6.52555555555
609.59,5.36322222222,30.483,18.3732222222,33.4434444445,61.0293333333,6.69509178746,13.4927777778,13.0004444445,3.16788888889,32.2697777778,18.9477777778,6.51566666667
609.93,5.33803703703,30.4312222222,18.3286666667,33.3781111111,60.9143333333,6.731,13.4646666667,12.9368888889,3.18388888889,32.1797777778,18.9108888889,6.54622222222
610.26,5.33737037037,30.41,18.237,33.3627777778,60.8816666667,6.76300000001,13.4421111111,12.875,3.17766666667,32.0925555556,18.8903333334,6.56227777778
610.60,5.3457037037,30.4132222222,18.1702222222,33.3906666667,60.8354444444,6.77002415459,13.3926666667,12.8587777778,3.16788888889,32.0531111111,18.8823333333,6.57555555555
610.93,5.38418518519,30.3988888889,18.1247777778,33.3751111111,60.7467777778,6.8213768116,13.3508888889,12.8046666667,3.18588888889,32.0118888889,18.8752222222,6.62016666667
611.27,5.42333333333,30.375,18.0741111111,33.3498888889,60.6506666667,6.86812560387,13.3398888889,12.745,3.26088888889,31.951,18.8512222222,6.649
611.60,5.43451851852,30.3264444444,17.9955555555,33.3051111111,60.5213333333,6.84393719808,13.2443333333,12.6724444445,3.245,31.8437777778,18.8096666667,6.64444444444
611.93,5.43107407408,30.3063333333,17.9397777778,33.3296666666,60.4573333333,6.84620289856,13.1994444445,12.6152222222,3.27555555555,31.8167777778,18.7382222222,6.62983333333
