wavelength,Back_DigPluf,Belly_DigPluf,Breast_DigPluf,Crissum_DigPluf,Crown_DigPluf,DorTail_DigPluf,Rump_DigPluf,Throat_DigPluf,WingTip_DigPluf
324.37,6.59608333333,11.56425,6.99325,10.1665,4.06533333334,6.85008333334,6.99741666666,8.79849999998,8.03450000001
324.74,6.57383333334,11.5829166667,7.06491666667,10.2588333333,4.19058333333,6.96341666667,7.02558333333,8.88875000002,8.00583333333
325.10,6.83966666667,11.7724166667,7.20658333333,10.5245833333,4.37441666667,7.25283333333,7.21458333333,9.08541666668,8.19424999999
325.47,7.2395,12.0565,7.49766666667,10.9528333333,4.68708333333,7.49958333333,7.57833333334,9.33658333335,8.52825000001
325.84,7.51075,12.4486666667,7.85325000001,11.2911666667,5.0445,7.83583333333,7.82033333334,9.7405,8.90458333333
326.21,7.72158333334,12.77725,8.08566666667,11.5063333333,5.38341666667,8.08933333334,8.09891666668,10.0406666667,9.12625
326.57,7.53483333333,12.5984166667,7.86025,11.3345833333,5.20183333334,7.82608333334,7.93783333333,9.92641666667,8.91041666665
326.94,7.45983333333,12.6155,7.78758333333,11.3460833333,5.1785,7.89375,7.979,9.99116666665,8.98133333332
327.31,7.5235,12.8706666667,7.88275,11.5135833333,5.35275,8.08816666667,8.12033333333,10.0936666667,9.13166666665
327.67,7.14183333333,12.6464166667,7.57025,11.1371666667,5.09333333333,7.77675,7.83608333333,9.80208333332,8.86883333334
328.04,7.34391666667,12.9265,7.76075,11.3321666667,5.25775,7.92791666668,8.01816666667,10.0335,9.05
328.41,7.2975,13.017,7.78925,11.3268333333,5.33616666667,7.92475000001,8.03725,10.0295833333,8.98383333333
328.78,7.13558333334,12.872,7.5165,11.1098333333,5.09125,7.765,7.83816666667,9.88441666667,8.80483333335
329.14,7.23941666667,13.077,7.63525,11.141,5.25766666667,7.84125,7.95116666667,9.96516666667,8.88916666667
329.51,7.01666666667,13.0083333334,7.52908333333,10.8858333333,5.06,7.60408333333,7.82716666667,9.82424999999,8.609
329.88,7.09341666667,13.05275,7.65958333334,10.84375,5.0675,7.62274999999,7.95875,9.82566666667,8.64674999999
330.24,7.07933333333,13.1054166667,7.70825,10.9415833333,5.04258333334,7.53416666667,7.98708333333,9.82274999999,8.61808333335
330.61,7.12566666667,13.1908333333,7.77241666666,10.9678333333,5.07458333333,7.57791666667,8.03641666666,9.91366666667,8.65258333332
330.98,7.19058333333,13.26675,7.75883333333,10.9425833333,5.07216666666,7.51249999999,7.93608333334,9.94249999999,8.60633333335
331.34,7.35533333333,13.3589166666,7.82391666667,11.0510833333,5.20325,7.53308333333,7.96766666667,10.1215833333,8.62641666668
331.71,7.71241666667,13.62525,8.26141666666,11.4306666667,5.53758333333,7.86016666666,8.25533333334,10.488,8.90441666666
332.08,7.95733333334,13.8936666667,8.69558333333,11.724,5.774,8.16708333332,8.48775,10.70075,9.12499999998
332.44,7.94083333333,13.8189166667,8.68458333333,11.6069166667,5.68383333333,8.03891666666,8.46675000001,10.7394166667,9.07533333334
332.81,8.03475,13.8470833333,8.77824999999,11.55725,5.71608333333,7.96166666666,8.51633333335,10.7271666667,9.07491666666
333.18,7.9035,13.7056666667,8.62250000001,11.496,5.48641666667,7.75916666667,8.40741666666,10.6914166667,8.94191666666
333.54,8.1965,13.9700833333,8.82383333333,11.8575833333,5.74533333334,8.03558333333,8.61816666667,10.9831666667,9.27333333334
333.91,8.06141666667,13.81975,8.62933333333,11.7478333333,5.5365,7.87816666666,8.45350000001,10.8675,9.0565
334.28,8.14841666667,13.8260833333,8.62058333333,11.6609166667,5.50016666667,7.86308333333,8.36433333333,10.9433333333,9.12208333332
334.64,8.31708333332,13.87225,8.73333333333,11.7875833333,5.65583333333,7.97666666667,8.40725000001,10.96575,9.22699999999
335.01,8.32258333332,13.925,8.75958333333,11.8705833333,5.66266666667,7.94450000001,8.4115,10.9381666667,9.19275000001
335.38,8.13833333333,13.8794166667,8.71124999999,11.8164166667,5.52158333333,7.86758333333,8.35258333333,10.7600833333,9.14866666668
335.74,7.96408333333,13.8283333333,8.53275,11.7786666667,5.39091666667,7.71416666667,8.23633333334,10.6289166666,8.92291666666
336.11,7.7815,13.7328333333,8.3435,11.6140833334,5.21316666666,7.50108333333,8.07016666666,10.4794166667,8.71075000001
336.47,7.73175,13.7705833334,8.34516666666,11.6686666667,5.16683333333,7.48841666667,8.03766666668,10.4116666667,8.66116666667
336.84,7.71091666667,13.8436666667,8.36833333333,11.819,5.23091666667,7.5335,8.13258333333,10.4736666667,8.74333333334
337.21,7.66325,13.8668333333,8.35991666667,11.767,5.29016666666,7.52266666667,8.09491666666,10.4563333333,8.67433333335
337.57,7.45325,13.7468333334,8.20008333333,11.546,5.16341666667,7.38433333333,7.91383333333,10.3961666667,8.49775000001
337.94,7.59641666667,14.0350833333,8.46108333334,11.83625,5.43333333333,7.59141666667,8.10899999999,10.6455,8.67891666668
338.31,7.59925,14.1363333333,8.59758333333,12.0105833333,5.54508333333,7.67266666667,8.23225000001,10.702,8.76883333334
338.67,7.63108333333,14.3890833333,8.77066666667,12.2123333333,5.63475,7.82775,8.40808333334,10.8694166667,8.88275
339.04,7.81716666667,14.6993333334,9.05075000001,12.4919166667,5.83858333334,8.10783333334,8.69058333334,11.15275,9.12708333333
339.40,7.92466666667,14.7759166667,9.08316666666,12.5474166667,5.8925,8.11933333334,8.75341666667,11.2859166667,9.19241666665
339.77,7.89858333333,14.75225,9.02333333333,12.4928333333,5.80583333334,8.04458333333,8.70074999999,11.1960833333,9.16791666665
340.14,7.99525,14.93975,9.09874999999,12.6100833333,5.94308333334,8.0765,8.81966666666,11.3023333333,9.26458333334
340.50,7.98091666667,14.9794166667,9.06191666666,12.62375,5.99691666667,8.11116666667,8.80475000001,11.3349166667,9.26691666667
340.87,7.88758333333,14.9310833333,8.97033333334,12.4953333333,5.84675,8.01083333333,8.59108333333,11.2575833333,9.12999999999
341.23,8.03258333333,15.0353333333,9.09333333334,12.6489166667,5.87,8.05433333333,8.62641666666,11.3655833333,9.24841666666
341.60,7.97191666666,14.9429166667,9.05941666666,12.5440833333,5.74075,7.85225,8.51791666667,11.1664166667,9.10608333333
341.96,7.79616666667,14.7310833333,8.82458333334,12.3029166667,5.56283333333,7.66258333333,8.30416666667,10.9474166667,8.87516666665
342.33,7.76766666666,14.5916666667,8.73725,12.2021666667,5.47033333333,7.58625,8.20466666667,10.88175,8.69183333334
342.70,7.66458333333,14.4145833333,8.57158333333,11.9974166667,5.35908333333,7.36066666667,7.95958333334,10.6865833333,8.50316666667
343.06,7.42583333333,14.1453333333,8.33616666667,11.7106666667,5.15125,7.044,7.6285,10.3861666667,8.21008333333
343.43,7.37558333334,14.1935833333,8.27516666667,11.7205833333,5.1245,7.00091666667,7.57275,10.3303333333,8.10841666667
343.79,7.487,14.2931666666,8.34325,11.7620833333,5.17616666667,7.02375,7.637,10.4466666666,8.18166666667
344.16,7.46433333333,14.2665833333,8.36016666667,11.7875,5.14433333334,7.08316666666,7.60116666666,10.4610833333,8.2105
344.52,7.35733333334,14.223,8.33341666667,11.7933333333,5.05008333334,6.941,7.544,10.3633333333,8.20091666667
344.89,7.50608333333,14.37575,8.453,11.98475,5.1945,7.05391666667,7.70116666667,10.499,8.3375
345.25,7.46483333334,14.3775,8.40558333334,12.0145,5.17566666667,7.00675,7.6775,10.4030833333,8.2855
345.62,7.555,14.5206666666,8.47183333333,12.2345,5.30833333333,7.14466666666,7.80616666666,10.52575,8.3985
345.99,7.71133333333,14.6684166666,8.6185,12.3620833334,5.46458333333,7.28291666667,7.94533333333,10.6885,8.57675
346.35,7.76716666667,14.8071666667,8.6495,12.3993333333,5.54691666667,7.28741666667,8.0075,10.80475,8.73191666667
346.72,7.597,14.7313333334,8.5185,12.302,5.39475,7.15883333333,7.906,10.7586666667,8.58916666666
347.08,7.63225,14.8205,8.58108333334,12.4149166667,5.46483333334,7.26191666666,8.01475,10.9038333333,8.65466666666
347.45,7.72241666667,14.943,8.72333333333,12.5225833333,5.59366666667,7.3255,8.07416666667,11.0128333333,8.70966666667
347.81,7.7725,15.05225,8.78908333333,12.6170833333,5.6915,7.35633333333,8.11458333333,11.0668333333,8.72058333334
348.18,7.75733333333,15.0318333334,8.71458333333,12.5658333333,5.63708333333,7.2965,8.06991666666,10.9733333333,8.61858333333
348.54,7.9905,15.27775,8.91608333333,12.6986666667,5.83125,7.5325,8.236,11.2206666667,8.772
348.91,8.01416666667,15.3131666667,8.94158333334,12.7049166667,5.86191666667,7.52225,8.24975,11.3513333333,8.776
349.27,8.04266666667,15.3871666666,9.04750000001,12.6755,5.93433333333,7.53041666667,8.26633333333,11.478,8.79491666666
349.64,7.99741666666,15.3785,9.05558333332,12.5918333333,5.8485,7.43158333333,8.19733333334,11.5173333333,8.76175
350.00,7.94916666667,15.40625,9.05108333332,12.6329166667,5.74866666667,7.35508333333,8.1515,11.4470833333,8.74025
350.37,7.76383333334,15.2821666666,8.93916666667,12.53175,5.55466666666,7.20916666667,7.97158333333,11.27125,8.44933333333
350.73,7.86041666667,15.4649166666,9.05291666667,12.717,5.65375,7.30583333333,8.11091666667,11.3988333333,8.54633333333
351.10,7.7995,15.4296666667,8.98433333332,12.6391666667,5.50666666666,7.14425,8.027,11.2665,8.54383333333
351.46,7.64391666667,15.30525,8.85966666666,12.5384166667,5.30816666667,7.01425,7.929,11.1661666667,8.38108333334
351.83,7.5465,15.2395833333,8.84416666668,12.494,5.24058333333,6.92758333333,7.87008333333,11.1569166667,8.3755
352.19,7.60683333333,15.2976666667,8.94050000001,12.5583333333,5.28975,6.93166666667,7.89916666667,11.2758333333,8.48416666667
352.55,7.53216666666,15.2923333333,8.90399999999,12.5905,5.23158333334,6.85608333334,7.81091666667,11.1496666667,8.39833333333
352.92,7.34258333333,15.1498333333,8.76116666667,12.4668333333,5.05166666667,6.67625,7.70058333333,10.8616666667,8.13633333333
353.28,7.38683333333,15.2038333333,8.80583333334,12.5301666667,5.06516666667,6.73575,7.81083333333,10.86325,8.2165
353.65,7.40441666666,15.2315,8.78633333333,12.5210833333,5.10375,6.77116666667,7.80166666667,10.8115,8.22183333334
354.01,7.519,15.3995833333,8.90641666667,12.58,5.17858333333,6.83841666667,7.90308333333,10.9453333333,8.31075
354.38,7.57233333333,15.4718333334,8.93125,12.6216666667,5.26075,6.84833333333,7.94658333333,10.95375,8.36666666667
354.74,7.65916666666,15.5809166667,9.00733333333,12.6160833333,5.31025,6.87558333333,7.94216666666,10.98725,8.41341666667
355.11,7.76066666667,15.6953333333,9.15174999999,12.7171666666,5.46133333333,6.97891666667,8.08516666666,11.1349166667,8.40966666667
355.47,7.85891666667,15.7621666666,9.26816666666,12.7295833333,5.55433333334,7.05841666666,8.15925,11.1823333333,8.51225
355.83,7.89733333333,15.861,9.29575000001,12.7941666667,5.58341666667,7.12025,8.2245,11.20125,8.50625
356.20,7.8695,15.9145833333,9.28266666666,12.8113333333,5.57816666667,7.09583333333,8.19491666666,11.208,8.4055
356.56,7.96816666667,15.9950833333,9.34666666667,12.8330833334,5.64483333333,7.16291666667,8.3245,11.3326666667,8.45725
356.93,8.14108333333,16.1845833333,9.518,12.96425,5.78075,7.328,8.41358333333,11.4851666667,8.621
357.29,8.17341666667,16.3135,9.51583333333,13.01525,5.80533333333,7.34708333333,8.39558333334,11.5794166667,8.56933333333
357.66,8.11191666667,16.35825,9.53483333335,13.04125,5.76016666667,7.34591666666,8.36616666667,11.6005833333,8.54208333334
358.02,7.89591666667,16.20225,9.34391666667,12.9068333333,5.58416666667,7.17633333333,8.16283333333,11.41425,8.32816666667
358.38,7.8705,16.30525,9.37616666665,12.9603333334,5.53191666666,7.1995,8.1605,11.4474166667,8.3655
358.75,7.84625,16.30675,9.39883333333,13.021,5.55183333333,7.19575,8.16566666667,11.4748333333,8.38625
359.11,7.87908333333,16.39025,9.37725000001,13.0655,5.57741666667,7.23075,8.15925,11.4949166667,8.42775
359.48,7.9375,16.49675,9.44333333333,13.19625,5.65725,7.27683333334,8.26441666667,11.5594166667,8.47108333333
359.84,7.87608333333,16.5003333333,9.45949999999,13.1890833334,5.63625,7.26683333333,8.22858333333,11.52825,8.44666666666
360.20,7.80508333334,16.4134166667,9.45408333331,13.112,5.59758333333,7.23183333333,8.16141666666,11.4905,8.38825
360.57,7.717,16.3290833333,9.42341666668,13.0485833333,5.51916666666,7.14358333333,8.04475,11.426,8.29591666667
360.93,7.581,16.2644166667,9.34333333333,12.96425,5.42666666667,7.02016666667,7.9755,11.3574166667,8.19233333334
361.29,7.4995,16.1916666667,9.26516666667,12.9246666667,5.34583333333,6.92808333333,7.93341666667,11.2585833333,8.145
361.66,7.51216666667,16.1825833333,9.25758333333,12.9463333333,5.33666666667,6.89583333333,7.91483333334,11.2478333333,8.09775
362.02,7.646,16.2710833333,9.39691666668,13.0445833333,5.45241666667,6.99191666667,8.01741666666,11.3650833333,8.16016666667
362.39,7.71175,16.2805,9.48783333332,13.0629166667,5.51175,7.06325,8.0995,11.42375,8.2055
362.75,7.70158333333,16.3089166667,9.49483333333,13.0645833333,5.49583333333,7.09908333333,8.13525,11.3860833333,8.18025
363.11,7.72725,16.3263333333,9.55825000001,13.0739166667,5.51325,7.11158333333,8.1615,11.4353333333,8.1885
363.48,7.61366666667,16.2431666667,9.41416666667,12.97175,5.4155,6.99633333333,7.99883333333,11.3376666666,8.09033333333
363.84,7.77608333333,16.3740833333,9.52741666667,13.1013333333,5.52816666667,7.07666666666,8.10075,11.4615833333,8.18125
364.20,7.87325,16.5214166667,9.56874999999,13.2213333333,5.59866666667,7.12216666667,8.20016666666,11.5164166666,8.25283333333
364.57,7.92641666667,16.6078333333,9.589,13.2921666666,5.66716666667,7.1785,8.2595,11.5698333333,8.27458333334
364.93,8.0095,16.7184166667,9.64024999999,13.3786666667,5.71791666667,7.2395,8.29591666667,11.641,8.35558333333
365.29,8.03191666666,16.7516666667,9.72374999998,13.41075,5.758,7.23983333333,8.31258333333,11.68725,8.3695
365.66,8.09433333333,16.841,9.79950000001,13.45575,5.85191666666,7.31258333333,8.43091666667,11.7861666667,8.46466666667
366.02,8.12258333333,16.893,9.80874999999,13.53825,5.91191666667,7.3405,8.46975,11.8280833333,8.52916666667
366.38,8.11566666667,16.9155833333,9.765,13.5791666667,5.92883333333,7.32941666667,8.46791666667,11.8071666667,8.49558333334
366.75,8.1905,17.0126666667,9.83674999999,13.668,5.9825,7.38116666667,8.48266666667,11.9490833333,8.55233333333
367.11,8.16566666667,17.0644166667,9.79541666666,13.6748333333,5.94058333333,7.35133333333,8.41958333333,11.8803333333,8.50558333333
367.47,8.23841666666,17.1665,9.97066666667,13.8173333333,6.0225,7.486,8.54266666666,12.0055,8.59075
367.84,8.09925,17.0821666667,9.85725000002,13.7109166667,5.93025,7.39416666667,8.42816666666,11.9255,8.46766666667
368.20,8.08666666666,17.11975,9.91608333332,13.7280833333,5.929,7.38733333333,8.43133333333,11.9736666667,8.438
368.56,8.11725,17.2035833333,9.98941666666,13.829,5.97416666667,7.41616666667,8.44091666667,12.0173333333,8.50416666667
368.93,8.18166666667,17.25,10.0594166667,13.8816666667,6.04391666666,7.44958333333,8.48233333333,12.086,8.52841666667
369.29,8.20591666667,17.3533333333,10.1085833333,13.9989166667,6.089,7.53233333333,8.52533333334,12.1103333333,8.55725
369.65,8.2615,17.4043333333,10.1590833333,14.0195,6.10191666667,7.53416666666,8.49375,12.0845833333,8.54866666667
370.01,8.30275,17.5250833334,10.2519166667,14.0716666666,6.14791666667,7.59191666666,8.54533333333,12.1585,8.57866666667
370.38,8.39125,17.7084166667,10.3765,14.14075,6.24333333333,7.63366666667,8.59625,12.278,8.668
370.74,8.34066666666,17.7115833333,10.3680833333,14.1023333333,6.23133333333,7.54766666667,8.57475,12.1676666667,8.64016666667
371.10,8.45141666667,17.80025,10.5436666667,14.2363333333,6.36983333333,7.66558333333,8.73525,12.3160833333,8.76133333334
371.46,8.41466666667,17.8135,10.4641666667,14.1599166667,6.34083333333,7.60716666667,8.68525,12.2935,8.753
371.83,8.4845,17.93225,10.5665833333,14.2529166667,6.386,7.68816666667,8.73991666666,12.35075,8.85675
372.19,8.55958333333,17.9900833333,10.6156666667,14.2968333333,6.4695,7.77866666667,8.828,12.4081666667,8.98433333333
372.55,8.5475,17.9896666667,10.5818333333,14.23125,6.42733333333,7.69158333333,8.839,12.3798333333,8.95041666667
372.92,8.54033333333,18.0273333334,10.5806666667,14.2543333333,6.42016666667,7.7,8.84208333333,12.3983333333,8.96150000001
373.28,8.63816666667,18.0673333333,10.6379166667,14.3189166667,6.51741666667,7.756,8.91058333333,12.4846666667,9.0455
373.64,8.62216666667,18.12425,10.67075,14.3606666667,6.54908333333,7.816,8.96725,12.5265833333,9.06183333332
374.00,8.51483333333,18.0490833333,10.5425833333,14.20025,6.39816666667,7.67925,8.91591666667,12.3676666667,8.92808333333
374.37,8.36283333333,17.9033333333,10.4048333333,14.0759166667,6.24375,7.55691666667,8.79708333333,12.2251666667,8.77016666667
374.73,8.37033333333,17.9051666667,10.4140833333,14.1095833334,6.26458333334,7.5625,8.80183333333,12.3036666667,8.75783333334
375.09,8.29316666666,17.9146666667,10.3391666667,14.0864166667,6.19458333334,7.48525,8.74508333333,12.2721666667,8.6635
375.45,8.32175,17.9426666667,10.3566666667,14.123,6.14833333333,7.45783333333,8.73383333333,12.2535833333,8.61641666667
375.81,8.31191666667,17.89575,10.29725,14.0960833333,6.12483333333,7.41883333333,8.729,12.2100833333,8.55166666666
376.18,8.31008333333,17.9096666667,10.2591666667,14.1301666667,6.10725,7.40008333333,8.73483333333,12.2083333333,8.51108333333
376.54,8.327,17.9618333333,10.2684166666,14.1643333334,6.14741666667,7.4395,8.77183333333,12.23775,8.53466666667
376.90,8.26158333333,17.9688333333,10.1965833333,14.1311666666,6.09925,7.32983333333,8.72066666667,12.19075,8.44158333333
377.26,8.22183333333,18.0146666667,10.1949166667,14.0728333333,6.06166666667,7.30608333333,8.69316666667,12.1696666667,8.40241666667
377.63,8.08008333333,17.9599166667,10.0660833333,13.962,5.91833333333,7.11108333333,8.554,12.0528333333,8.23225
377.99,8.07508333333,17.9594166667,10.104,14.03875,5.96891666666,7.136,8.51016666667,12.1034166667,8.27091666667
378.35,8.08775,17.98125,10.1389166667,14.0616666666,5.994,7.15383333334,8.52441666666,12.1194166667,8.26091666667
378.71,8.01675,17.95675,10.0684166667,14.0169166667,5.93091666667,7.1255,8.51716666667,12.04125,8.17925
379.07,8.0555,18.0186666666,10.10025,14.0406666667,6.00566666667,7.16183333334,8.58308333334,12.0653333333,8.21691666666
379.44,8.07116666667,18.1011666666,10.1525,14.07,6.0795,7.18125,8.63658333334,12.0768333333,8.23133333333
379.80,8.01933333334,18.113,10.1375833333,14.0814166667,6.07666666666,7.179,8.62125,12.1050833333,8.19658333333
380.16,7.95133333334,18.1520833333,10.1698333333,14.0536666666,6.04125,7.14258333333,8.58533333333,12.082,8.17483333334
380.52,7.9955,18.2338333333,10.2705833333,14.1370833334,6.09616666667,7.21516666666,8.69541666667,12.2005,8.22141666667
380.88,7.99475,18.2411666666,10.3003333333,14.1500833333,6.10566666667,7.24725,8.714,12.2355,8.23941666667
381.24,8.03375,18.2723333333,10.3470833333,14.1999166667,6.11691666667,7.22041666666,8.7255,12.2933333333,8.23575
381.61,8.18616666667,18.3615833333,10.4804166667,14.333,6.23483333333,7.35191666667,8.82658333333,12.43175,8.36625
381.97,8.30716666667,18.5173333333,10.59525,14.4055,6.32658333333,7.44025,8.92625,12.5428333333,8.42875
382.33,8.4165,18.6165,10.6795833333,14.4758333333,6.42183333333,7.48708333333,9.01358333333,12.6433333333,8.53116666667
382.69,8.55833333333,18.72175,10.8235,14.5808333333,6.51075,7.55108333333,9.09441666668,12.761,8.64308333333
383.05,8.48075,18.6975833333,10.74575,14.5519166667,6.435,7.45991666667,9.01166666667,12.7023333333,8.58366666666
383.41,8.53791666666,18.7499166667,10.8215833334,14.6169166667,6.50158333333,7.48666666667,9.07058333334,12.7663333333,8.59208333333
383.77,8.56725,18.8318333333,10.8698333333,14.6330833333,6.52308333333,7.42808333333,9.07658333333,12.7561666667,8.59575
384.14,8.58991666667,18.8330833333,10.8566666667,14.6783333333,6.51191666667,7.39558333333,9.03475,12.7639166667,8.56633333334
384.50,8.52133333334,18.815,10.8204166667,14.66225,6.45283333333,7.3375,8.92925,12.6585,8.49233333334
384.86,8.6085,18.88575,10.9071666666,14.7229166667,6.525,7.36991666667,8.974,12.6933333334,8.51908333333
385.22,8.487,18.8336666667,10.80375,14.6429166667,6.42983333333,7.28033333333,8.89666666667,12.5858333333,8.42016666667
385.58,8.40375,18.8126666667,10.7804166667,14.5655833333,6.38983333333,7.22483333333,8.8605,12.5478333333,8.34558333334
385.94,8.30541666667,18.767,10.7215833333,14.5324166667,6.29883333334,7.12283333333,8.7675,12.4686666666,8.25175
386.30,8.2745,18.7984166667,10.7080833334,14.5905,6.28641666667,7.10108333333,8.72908333333,12.4558333333,8.21408333333
386.66,8.21075,18.8135833333,10.6723333334,14.5619166667,6.23783333333,7.05691666667,8.65708333333,12.4174166667,8.157
387.03,8.24041666667,18.8055833333,10.7069166667,14.5504166667,6.20933333333,7.07533333334,8.63666666667,12.4300833333,8.16066666667
387.39,8.28208333333,18.817,10.7160833333,14.5385833333,6.21291666667,7.0975,8.63683333333,12.467,8.19866666666
387.75,8.35575,18.8645833333,10.7844166666,14.61625,6.25283333333,7.17691666667,8.69725,12.5565833333,8.25216666667
388.11,8.341,18.8676666667,10.77425,14.5375833333,6.25308333333,7.16033333333,8.68666666666,12.5266666667,8.219
388.47,8.34975,18.8624166666,10.7798333334,14.5238333333,6.24125,7.14758333333,8.677,12.5448333333,8.1815
388.83,8.23116666667,18.844,10.7145833333,14.4545,6.15066666667,7.08608333333,8.598,12.4855833333,8.11683333333
389.19,8.31825,18.9423333333,10.81575,14.4974166667,6.23816666667,7.16875,8.65066666667,12.5581666667,8.2035
389.55,8.43158333333,19.0724166667,10.8914166667,14.65525,6.34608333333,7.26316666667,8.78691666667,12.6595833333,8.3275
389.91,8.43625,19.1461666667,10.8946666667,14.6921666666,6.36225,7.28041666667,8.81741666667,12.6780833333,8.33841666667
390.27,8.38875,19.1489166666,10.8855833333,14.674,6.32441666667,7.27066666667,8.78,12.67075,8.31258333334
390.63,8.41166666667,19.1506666667,10.88725,14.6975,6.3585,7.2945,8.81491666667,12.7231666667,8.31291666667
391.00,8.387,19.1870833333,10.9266666667,14.7234166667,6.36883333333,7.29,8.81683333333,12.7096666666,8.295
391.36,8.279,19.1378333333,10.8524166667,14.705,6.29416666667,7.216,8.72791666666,12.6444166667,8.24041666667
391.72,8.24291666667,19.1643333333,10.8318333333,14.6704166667,6.27266666666,7.1695,8.69358333333,12.58425,8.20983333333
392.08,8.28458333333,19.29725,10.8973333333,14.8145833334,6.31241666667,7.24491666666,8.76,12.6585833334,8.2815
392.44,8.28783333333,19.3575833334,10.88525,14.8573333333,6.34408333333,7.26141666667,8.7695,12.67775,8.32083333333
392.80,8.36291666666,19.4271666667,10.95125,14.9668333333,6.39758333333,7.32575,8.85416666666,12.7225833334,8.38708333333
393.16,8.32775,19.4284166666,10.9210833333,14.98775,6.402,7.34783333334,8.85483333333,12.7389166666,8.38
393.52,8.29833333334,19.4138333333,10.8959166667,14.929,6.37225,7.32216666666,8.77375,12.6893333333,8.32675
393.88,8.313,19.38875,10.8804166667,14.9119166667,6.38966666667,7.33016666666,8.75483333334,12.6959166666,8.335
394.24,8.34608333333,19.388,10.8805,14.9045833334,6.41166666667,7.33691666667,8.77708333333,12.693,8.33391666667
394.60,8.32008333333,19.40725,10.8445833334,14.8760833333,6.39133333333,7.32166666667,8.72,12.63975,8.30775
394.96,8.3385,19.4445,10.8244166667,14.883,6.401,7.31075,8.72816666667,12.6855,8.31275
395.32,8.41541666667,19.5424166667,10.8578333333,14.955,6.47891666667,7.3695,8.81658333334,12.7565,8.35991666667
395.68,8.4145,19.561,10.8698333333,14.9900833333,6.50466666666,7.41116666667,8.81883333333,12.82325,8.35483333333
396.04,8.36916666667,19.4778333333,10.81675,14.8838333333,6.46933333333,7.33933333333,8.78258333333,12.7615833333,8.27016666667
396.40,8.41166666667,19.5313333333,10.8545,14.874,6.47633333333,7.33941666667,8.80608333333,12.7879166667,8.2945
396.76,8.43925,19.5739166667,10.8845,14.8245833333,6.52641666667,7.358,8.78833333333,12.8049166666,8.3035
397.12,8.42208333333,19.5636666667,10.87175,14.7981666666,6.48641666666,7.29308333333,8.755,12.77125,8.25275
397.48,8.41516666667,19.61775,10.8893333333,14.8620833333,6.51483333333,7.28366666666,8.761,12.7740833333,8.25733333333
397.84,8.39141666667,19.6435833334,10.9135,14.8551666667,6.50308333333,7.27075,8.772,12.7551666667,8.24283333333
398.20,8.4285,19.739,11.02475,14.9444166667,6.56208333333,7.32441666666,8.841,12.8361666666,8.32358333333
398.56,8.42366666667,19.7405,11.0285833333,14.9554166667,6.55,7.31466666667,8.86533333333,12.82625,8.33433333333
398.92,8.43108333333,19.7633333333,11.0394166667,15.0000833334,6.60833333334,7.36375,8.88958333333,12.82975,8.38691666666
399.28,8.38366666667,19.7840833334,11.0715833333,14.9639166667,6.57016666667,7.36316666667,8.85091666667,12.828,8.38208333333
399.64,8.38875,19.8373333333,11.1384166667,15.0013333334,6.58425,7.38083333333,8.8955,12.83275,8.42816666667
400.00,8.41266666667,19.8918333334,11.19075,15.0568333333,6.62916666667,7.43033333333,8.905,12.8755833333,8.5
400.36,8.34908333333,19.882,11.1884166666,15.08075,6.59516666667,7.42191666667,8.86975,12.8415,8.45725
400.72,8.29133333334,19.871,11.172,15.0928333334,6.556,7.41233333334,8.8555,12.8465,8.438
401.08,8.384,19.9645,11.2656666667,15.18275,6.6525,7.49416666666,8.94408333333,12.9025,8.5365
401.44,8.41766666667,19.9869166667,11.2891666667,15.2030833333,6.65775,7.51258333333,9.00166666666,12.94225,8.57966666667
401.80,8.45541666667,20.0423333333,11.316,15.2668333333,6.66266666667,7.50116666667,9.025,12.98075,8.59608333333
402.16,8.462,20.0208333333,11.2596666667,15.26925,6.636,7.47958333333,9.0325,12.9339166667,8.56383333333
402.52,8.49283333333,20.1085,11.3368333334,15.3611666666,6.71483333333,7.52475,9.07066666666,12.9898333333,8.62241666666
402.88,8.53141666667,20.1229166667,11.3841666667,15.38125,6.71008333333,7.55416666667,9.09108333333,13.0183333334,8.62
403.24,8.5445,20.10725,11.4091666667,15.4091666667,6.75141666667,7.56666666667,9.09133333333,13.0154166667,8.63383333333
403.60,8.52141666666,20.1060833333,11.35025,15.33875,6.74216666667,7.53341666666,9.04533333333,12.9710833334,8.58866666667
403.95,8.51191666667,20.1328333333,11.3536666666,15.3399166667,6.70183333333,7.52233333333,9.05208333334,12.9795,8.54791666667
404.31,8.51775,20.124,11.3294166666,15.2788333334,6.70258333333,7.49641666667,9.02816666667,12.96575,8.54116666666
404.67,8.52016666667,20.1254166667,11.2868333333,15.2861666667,6.68275,7.45658333333,9.02241666667,12.94125,8.51183333333
405.03,8.48475,20.0946666666,11.2515833334,15.2616666667,6.63866666667,7.42175,8.96533333333,12.9181666667,8.47658333333
405.39,8.47408333333,20.1455833334,11.26775,15.2626666667,6.63666666667,7.46716666667,8.98041666667,12.9569166667,8.48983333333
405.75,8.49283333333,20.1894166667,11.3130833333,15.3074166667,6.676,7.51883333333,9.00058333333,13.0003333333,8.516
406.11,8.45675,20.1939166667,11.29325,15.27275,6.65291666667,7.49083333333,8.94875,12.9965833333,8.47925
406.47,8.39008333333,20.15175,11.2495833333,15.1799166667,6.57858333333,7.41425,8.88058333334,12.9240833333,8.38341666666
