wavelength,Back_ThrAbbf,Belly_ThrAbbf,Breast_ThrAbbf,Crissum_ThrAbbf,Crown_ThrAbbf,DorTail_ThrAbbf,Patch10_ThrAbbf,Patch11_ThrAbbf,Patch12_ThrAbbf,Rump_ThrAbbf,Throat_ThrAbbf,WingTip_ThrAbbf
387.75,11.859,24.1885833333,30.2110833333,22.2764583333,35.8310833333,7.46166666667,25.1044166667,28.49525,2.81075,24.29325,25.3029583333,8.32858333334
388.11,11.8070833333,24.08925,30.0524166667,22.1584583333,35.70475,7.385,24.9358333334,28.3599166667,2.76141666667,24.1593452381,25.221375,8.243
388.47,11.79625,24.04525,29.9705833333,22.1405416667,35.71275,7.40066666667,24.8765833333,28.318,2.74625,24.0922619047,25.2539166667,8.25866666667
388.83,11.84225,24.1008333333,29.9768333334,22.1595,35.7920833333,7.44725,24.8516666666,28.2995833333,2.78491666667,24.095,25.3062916667,8.31374999999
389.19,11.8971666666,24.1679166667,29.9684166667,22.1610416667,35.804,7.49933333333,24.8398333333,28.2946666667,2.8695,24.0780119048,25.4137083334,8.41533333333
389.55,11.9000833333,24.2340833334,29.9925833334,22.1515833333,35.8786666667,7.54141666667,24.79875,28.2804166667,2.9015,24.0881309524,25.4875833333,8.42383333332
389.91,11.8634166667,24.1823333333,29.9201666666,22.1289166667,35.8583333333,7.56475,24.689,28.1624166667,2.91766666667,23.9924880952,25.4978333334,8.42916666667
390.27,11.937,24.2263333333,29.8793333333,22.1485416667,35.8904166666,7.67608333333,24.6590833334,28.1441666667,3.02433333333,24.0262261905,25.5631666667,8.54599999999
390.63,11.9898333333,24.2203333333,29.8684166667,22.14975,35.88575,7.72925,24.65225,28.0806666667,3.09116666667,24.0199880952,25.60125,8.58424999999
391.00,12.00375,24.1889166667,29.8171666666,22.1209583333,35.9160833333,7.78766666666,24.6166666667,28.0098333333,3.12525,23.9778214286,25.6987083333,8.59233333332
391.36,12.0303333333,24.2078333333,29.7613333333,22.1025833333,35.8731666667,7.84383333333,24.5929166667,27.9841666667,3.20116666667,23.9865952381,25.7119583333,8.59716666667
391.72,11.9684166667,24.1280833333,29.6264166667,22.0469583333,35.8505833334,7.8335,24.5020833333,27.8169166667,3.165,23.8755,25.6613333333,8.53725
392.08,11.9515,24.11725,29.5806666667,22.04925,35.8896666667,7.86516666667,24.4438333333,27.754,3.20216666667,23.8348333333,25.7087083333,8.57949999999
392.44,11.9753333333,24.13975,29.526,22.024125,35.8761666667,7.8885,24.3859166667,27.6813333333,3.25383333333,23.7930476191,25.768625,8.60550000001
392.80,11.9535833334,24.0655,29.46325,21.9575,35.8694166667,7.8925,24.3390833333,27.5865,3.25858333333,23.70025,25.7772083333,8.58649999999
393.16,11.86175,23.9109166667,29.3045833333,21.842,35.76125,7.81516666667,24.1506666667,27.36425,3.15075,23.5408690476,25.68425,8.49116666667
393.52,11.78675,23.7443333333,29.0835,21.6799166667,35.6105,7.74641666667,23.9680833333,27.12625,3.11083333333,23.3693333333,25.5704166667,8.43441666666
393.88,11.7711666667,23.6806666667,28.9585,21.56175,35.543,7.73708333333,23.886,27.0049166666,3.115,23.2826190477,25.561125,8.42650000001
394.24,11.6989166667,23.5573333334,28.7988333333,21.44825,35.4959166667,7.69766666667,23.7081666667,26.7984166667,3.06708333333,23.1089642857,25.5335833334,8.40150000001
394.60,11.6778333333,23.5366666666,28.6960833333,21.41125,35.4783333334,7.70583333333,23.5993333333,26.6805,3.06383333333,22.9869404762,25.5703333333,8.40258333334
394.96,11.6561666667,23.49325,28.58875,21.3500416667,35.4361666666,7.68408333333,23.4560833334,26.5444166667,3.05741666667,22.8475119048,25.5219166667,8.40366666666
395.32,11.6329166667,23.3876666667,28.4231666667,21.2317083333,35.3811666667,7.63175,23.3054166667,26.371,3.00825,22.7035714286,25.5323333333,8.39208333332
395.68,11.554,23.277,28.20275,21.0560416667,35.272,7.56975,23.0649166666,26.1883333333,2.96641666667,22.5262857143,25.4592916666,8.33633333334
396.04,11.5425833333,23.22925,28.0930833333,20.9612083334,35.2220833333,7.57266666667,22.94675,26.0430833334,2.98308333333,22.4283571429,25.48575,8.34024999999
396.40,11.5264166667,23.1803333333,27.9923333333,20.89025,35.1518333333,7.60283333333,22.8034166667,25.8885,2.98758333333,22.2991547619,25.4777916667,8.36266666667
396.76,11.50275,23.1076666667,27.8003333334,20.8191666667,35.0615,7.57708333333,22.6223333333,25.7229166667,2.95908333333,22.1602380953,25.43475,8.40841666667
397.12,11.5396666667,23.1500833333,27.7545833333,20.8035416667,35.0949166667,7.6585,22.5763333333,25.70125,3.062,22.1519047619,25.5191666667,8.50908333332
397.48,11.5314166667,23.1460833333,27.6991666667,20.8160416667,35.11475,7.702,22.4948333333,25.6151666667,3.09766666666,22.0628333333,25.581875,8.53641666667
397.84,11.496,23.15375,27.6084166667,20.7824583334,35.1083333334,7.72341666666,22.3995833334,25.5191666667,3.14716666667,21.9759166667,25.5975,8.55583333332
398.20,11.4926666667,23.141,27.5501666667,20.716,35.0825,7.7425,22.3474166666,25.4559166666,3.18608333333,21.8829166667,25.6087083333,8.60166666666
398.56,11.3954166667,22.977,27.321,20.5280833334,34.9243333333,7.66283333333,22.1254166667,25.208,3.13516666667,21.7072023809,25.5174583333,8.51183333333
398.92,11.3245,22.8303333333,27.10025,20.360625,34.7613333333,7.6145,21.9239166667,25.0325,3.09558333333,21.5467380952,25.4535416667,8.45541666667
399.28,11.2119166666,22.72325,26.909,20.2259166667,34.57525,7.56541666667,21.7286666667,24.81625,3.03575,21.3465,25.364,8.40241666668
399.64,11.2316666666,22.7153333333,26.8225833333,20.1898333334,34.52425,7.60441666667,21.6745833333,24.7653333333,3.057,21.2494285714,25.408,8.44483333333
400.00,11.20075,22.6849166667,26.66925,20.1252916667,34.4535833333,7.61791666667,21.5535833333,24.63175,3.06108333334,21.1203809524,25.3555833333,8.45391666667
400.36,11.1478333333,22.5934166667,26.4788333333,20.03025,34.36925,7.62791666666,21.42525,24.4979166667,3.09341666667,21.0345952381,25.3093333333,8.44324999999
400.72,11.1565,22.5935,26.43525,19.9835,34.3248333333,7.65283333333,21.3389166667,24.417,3.17591666667,20.9834523809,25.3223333333,8.45258333334
401.08,11.1093333333,22.4954166667,26.2925833333,19.8705416666,34.22575,7.64083333333,21.1868333333,24.2516666666,3.18708333333,20.8151071428,25.2850416666,8.43108333333
401.44,11.1008333333,22.4619166667,26.17675,19.7782916667,34.1614166666,7.63741666667,21.1189166667,24.1735,3.16066666667,20.781047619,25.26525,8.44783333334
401.80,11.0773333333,22.3845833333,26.0440833334,19.708125,34.0574166667,7.63333333333,21.0133333333,24.0325833333,3.11658333333,20.659452381,25.2425,8.43491666667
402.16,11.0123333333,22.2826666667,25.9179166667,19.6192916666,33.9045833333,7.56608333333,20.8560833333,23.856,3.06425,20.5617857143,25.2007916667,8.34708333334
402.52,10.9715833333,22.2509166666,25.8525,19.5629166667,33.8306666666,7.58825,20.81175,23.7931666667,3.08733333333,20.5347380952,25.1732083333,8.39100000001
402.88,10.8920833333,22.1813333333,25.7301666667,19.4725,33.7141666667,7.54241666667,20.69775,23.6365833333,3.04175,20.4453452381,25.1179583333,8.33850000001
403.24,10.9278333333,22.2015833333,25.6945833333,19.4782083333,33.706,7.58191666667,20.6738333333,23.5996666667,3.10616666667,20.433202381,25.1102083333,8.37691666667
403.60,10.89625,22.1795833333,25.6421666667,19.4788333333,33.68025,7.591,20.66625,23.5275,3.11541666667,20.4213214286,25.0972083334,8.39191666667
403.95,10.9185833333,22.191,25.63625,19.465,33.6415,7.64991666667,20.71175,23.5014166667,3.16975,20.4009523809,25.1256666666,8.44941666667
404.31,10.8669166667,22.1271666667,25.5688333333,19.3930833333,33.5551666666,7.58825,20.60775,23.4045833333,3.10925,20.2949523809,25.0654583333,8.42025
404.67,10.8070833333,22.0265,25.4025,19.319,33.45275,7.53941666667,20.50275,23.26875,3.05425,20.1946428571,25.02275,8.36816666666
405.03,10.7175833333,21.9603333333,25.2603333333,19.215125,33.305,7.47158333333,20.4166666667,23.09625,2.97383333333,20.0897857143,24.9375833333,8.316
405.39,10.7079166667,21.8920833334,25.1551666667,19.1495,33.1625,7.48641666667,20.329,22.9643333333,3.01558333333,19.9553571429,24.8741666667,8.30041666667
405.75,10.68775,21.8361666667,25.0978333333,19.1062083333,33.09775,7.4755,20.27025,22.9150833333,2.99558333333,19.8869880952,24.858,8.30883333333
406.11,10.6940833333,21.8274166667,24.9895,19.0511666667,33.0275833333,7.50475,20.2104166666,22.838,2.98516666667,19.8257857143,24.8140833333,8.30783333334
406.47,10.721,21.8195833333,24.94775,19.0397916667,32.9816666666,7.50566666667,20.1915833333,22.7856666667,2.99225,19.7494642857,24.826,8.29616666668
406.83,10.76575,21.84625,24.935,19.057,32.9589166667,7.55125,20.2238333334,22.75925,3.06941666667,19.747452381,24.8770833333,8.36383333334
407.19,10.7540833333,21.7999166666,24.8523333333,19.0297916667,32.8561666667,7.55466666667,20.198,22.6420833334,3.08216666667,19.67925,24.879625,8.35491666667
407.55,10.733,21.7591666666,24.7494166667,18.958,32.7321666667,7.51866666667,20.13675,22.5185,3.072,19.5717261905,24.84575,8.32658333333
407.90,10.6955,21.68125,24.6050833334,18.8788333333,32.565,7.46758333333,20.0180833333,22.3649166667,3.03741666667,19.4640833334,24.758,8.28058333332
408.26,10.7505,21.7646666667,24.5984166667,18.920875,32.5126666667,7.536,20.0694166667,22.33425,3.08991666667,19.4819523809,24.822875,8.33658333334
408.62,10.7624166667,21.795,24.5963333333,18.9316666667,32.4200833334,7.60533333334,20.0919166667,22.304,3.1525,19.4632738095,24.87625,8.39749999999
408.98,10.79075,21.8308333334,24.5933333333,18.966875,32.39625,7.66375,20.1015,22.3199166666,3.16091666666,19.4560595238,24.9114166667,8.42375000001
409.34,10.8185,21.85725,24.5799166666,18.982875,32.3434166667,7.71441666667,20.1315833333,22.29875,3.18275,19.4760714286,24.974,8.45258333333
409.70,10.8684166667,21.89875,24.5105,18.9729166667,32.2346666667,7.74308333333,20.1435,22.215,3.26683333333,19.4614642857,24.985625,8.47491666667
410.06,10.8980833333,21.9086666667,24.4685,19.00125,32.1781666667,7.76983333333,20.1703333334,22.1905,3.35591666667,19.4484285714,24.9980416666,8.55558333332
410.42,10.8995833333,21.91,24.4083333334,18.9987916667,32.1118333333,7.7915,20.1701666667,22.1319166667,3.39483333333,19.4519761905,24.9999166667,8.58491666666
410.77,10.8955,21.85875,24.3318333333,18.9683333333,31.9713333333,7.801,20.12025,22.0648333333,3.41591666667,19.362547619,24.9519166667,8.59208333333
411.13,10.9064166667,21.84675,24.2939166667,18.9289583333,31.8685,7.80341666667,20.098,22.0181666667,3.46683333333,19.3368214286,24.9617083333,8.66141666667
411.49,10.9539166667,21.9121666667,24.2648333334,18.9835416667,31.8005,7.8805,20.1134166667,22.0186666666,3.54008333333,19.3494285715,25.0343333333,8.73708333332
411.85,10.9308333333,21.8808333334,24.2318333334,18.954625,31.7254166667,7.88075,20.0730833333,21.9905,3.54666666666,19.3087738095,25.0385,8.76275
412.21,10.8756666667,21.7575833333,24.07325,18.8655833333,31.5526666667,7.8195,19.969,21.8648333333,3.53216666666,19.1865357143,24.982625,8.73
412.57,10.8223333333,21.6755833333,23.9428333333,18.7654583333,31.3891666666,7.78358333333,19.877,21.7406666667,3.44841666666,19.0593571429,24.9217916667,8.68466666666
412.92,10.84925,21.6114166667,23.8351666667,18.752625,31.261,7.80041666666,19.831,21.655,3.54441666667,19.0086071428,24.9107083333,8.69950000001
413.28,10.7470833333,21.5253333333,23.6793333334,18.6522083333,31.1076666666,7.69183333333,19.674,21.5199166667,3.45816666666,18.8685952381,24.854625,8.63716666667
413.64,10.6985833333,21.45875,23.59,18.563875,30.9755833333,7.69141666667,19.5581666667,21.41975,3.42725,18.7955833333,24.7917916666,8.64191666666
414.00,10.6089166667,21.3655,23.46725,18.5020416667,30.7984166667,7.64433333334,19.4346666666,21.3023333333,3.32741666667,18.6654166666,24.7423333333,8.57266666667
414.36,10.571,21.2961666667,23.3450833334,18.417125,30.623,7.6235,19.2889166667,21.19375,3.304,18.5693333333,24.7415,8.57258333332
414.72,10.5461666667,21.3023333333,23.3019166667,18.377875,30.5870833334,7.63691666667,19.2300833333,21.1349166667,3.28291666667,18.5685,24.7509583333,8.58183333334
415.07,10.51625,21.267,23.2255,18.32875,30.52875,7.67225,19.135,21.0578333333,3.26883333334,18.5188095238,24.7265833333,8.58208333334
415.43,10.4871666667,21.14925,23.1033333334,18.1905833333,30.3714166667,7.67016666667,18.963,20.922,3.2465,18.4267023809,24.6226666666,8.58525000001
415.79,10.47025,21.10225,22.9415,18.1041666667,30.2568333333,7.70316666667,18.8701666667,20.7894166667,3.24608333333,18.3348571429,24.5757916666,8.55525000001
416.15,10.4870833333,21.0673333333,22.8618333333,18.067125,30.1771666666,7.73266666667,18.76025,20.69575,3.26625,18.2593809524,24.5364583333,8.57208333333
416.51,10.46625,20.9970833333,22.7330833333,17.9774583333,30.0301666667,7.73683333333,18.6194166667,20.5815,3.278,18.1589880953,24.472,8.57333333334
416.86,10.44975,20.9698333333,22.637,17.91,29.93575,7.75341666667,18.50225,20.50775,3.26166666667,18.0751904762,24.4619583333,8.61800000001
417.22,10.4491666667,20.9141666667,22.5145,17.8399166666,29.8264166667,7.78625,18.383,20.3920833333,3.30483333333,17.9793095238,24.4307083333,8.63900000001
417.58,10.3990833333,20.82025,22.3734166667,17.7340833333,29.714,7.7735,18.2455833333,20.2653333333,3.29416666667,17.8535119047,24.3859166667,8.62466666666
417.94,10.34075,20.7068333333,22.2225,17.5732083333,29.54075,7.7635,18.0530833333,20.1179166667,3.29383333333,17.7138095238,24.3116666667,8.61875000001
418.29,10.2723333333,20.5984166667,22.057,17.4455833333,29.38875,7.75208333333,17.88025,19.9350833333,3.26325,17.5581428571,24.2069583333,8.57716666667
418.65,10.24025,20.4906666667,21.8905833334,17.3217083333,29.238,7.74158333333,17.7153333333,19.8038333333,3.261,17.4159880952,24.1599583333,8.58066666667
419.01,10.19375,20.3889166667,21.7315,17.19375,29.0653333333,7.72475,17.5430833333,19.6536666667,3.2565,17.2729404762,24.0849583333,8.56108333333
419.37,10.1238333333,20.27525,21.583,17.0955,28.9074166667,7.69841666667,17.3954166667,19.5016666666,3.24341666666,17.1344047619,24.0074583334,8.53816666667
419.73,10.0791666667,20.203,21.4933333333,17.0005416667,28.7945833333,7.6875,17.2645,19.3956666667,3.23716666666,17.0310119047,23.9950416666,8.53941666668
420.08,10.0245833333,20.1046666667,21.369,16.8592916667,28.64175,7.68858333333,17.1133333333,19.2509166666,3.22633333333,16.9129642857,23.94275,8.52841666667
420.44,9.99633333332,20.0363333333,21.2689166667,16.7713333334,28.545,7.67891666666,16.9969166667,19.1486666667,3.23591666667,16.8233928571,23.9089166667,8.541
420.80,9.95741666666,19.9478333334,21.1516666667,16.6495416667,28.4230833334,7.6635,16.8710833333,19.01175,3.219,16.7204404762,23.8551666666,8.51925
421.16,9.92025000002,19.8593333334,21.0426666666,16.5366666667,28.3079166666,7.66041666667,16.7425,18.9085,3.21633333333,16.6419523809,23.8025416667,8.51949999999
421.51,9.87316666667,19.7579166667,20.9099166666,16.4587916667,28.1709166667,7.63966666667,16.5859166667,18.7748333333,3.18683333333,16.5314047619,23.757125,8.49508333332
421.87,9.8515,19.6955,20.80525,16.36925,28.0671666667,7.63566666667,16.4714166667,18.6576666667,3.19141666667,16.449,23.71875,8.49841666666
422.23,9.82958333333,19.6196666667,20.7015833334,16.2925,27.9495,7.63208333333,16.3648333333,18.56475,3.19841666667,16.3587738095,23.6911666667,8.51725
422.58,9.78175000001,19.5294166667,20.5850833333,16.193375,27.818,7.61841666667,16.2405833333,18.4369166667,3.17633333334,16.2539761905,23.6391666667,8.49441666667
422.94,9.76183333335,19.4750833333,20.4993333334,16.1275416667,27.71975,7.60758333334,16.142,18.3483333333,3.16883333333,16.1801190476,23.6244583333,8.49233333334
423.30,9.72383333334,19.3953333334,20.4049166667,16.0083333333,27.62225,7.57958333334,16.0210833333,18.228,3.13891666667,16.0770833333,23.6042916667,8.46366666666
423.66,9.70775,19.3235,20.2871666667,15.9312083333,27.507,7.56616666666,15.9125833333,18.1265,3.1525,15.9998214286,23.558875,8.46933333333
424.01,9.69591666669,19.2701666667,20.2108333333,15.886125,27.435,7.56758333333,15.8448333333,18.0555,3.1515,15.9461666667,23.5446666667,8.47549999999
424.37,9.67983333334,19.21,20.1283333333,15.8380833333,27.3494166667,7.55616666667,15.7671666666,17.9623333333,3.15816666667,15.8794761905,23.520375,8.46433333333
424.73,9.64474999999,19.133,20.03625,15.775875,27.2371666667,7.53725,15.664,17.8656666667,3.16541666667,15.7843809524,23.478625,8.45375000001
425.08,9.63508333332,19.1024166667,19.9935833333,15.7467083333,27.16125,7.55658333333,15.5979166667,17.7970833333,3.16991666667,15.7250357143,23.4779166667,8.46658333332
425.44,9.63724999999,19.0765833333,19.9474166667,15.7032916667,27.07425,7.5745,15.5603333334,17.7541666667,3.20391666667,15.679952381,23.4520833333,8.49883333333
425.80,9.65099999999,19.0645,19.91575,15.6975833333,27.028,7.60041666667,15.54675,17.7110833333,3.21725,15.6502619047,23.4612916666,8.52124999999
426.16,9.67116666668,19.04825,19.8891666667,15.669875,26.9698333333,7.62983333334,15.5218333333,17.6664166667,3.24725,15.6328333333,23.45725,8.54025
426.51,9.68124999998,19.0305833333,19.8458333334,15.6454583333,26.8821666667,7.64175,15.48725,17.60775,3.28333333333,15.5967619048,23.4395416667,8.5525
426.87,9.68716666667,18.9850833333,19.7881666667,15.5890833333,26.78275,7.66233333333,15.4553333333,17.5568333333,3.314,15.5581428571,23.413625,8.56683333332
427.23,9.70016666667,18.9674166667,19.7453333333,15.5868333333,26.6920833333,7.6985,15.4391666666,17.5418333333,3.35341666667,15.5517857143,23.4089166667,8.59374999999
427.58,9.69350000002,18.9326666667,19.7161666667,15.5858333333,26.581,7.70541666667,15.4130833333,17.48475,3.355,15.5255238095,23.4009583334,8.58549999999
427.94,9.68625000001,18.904,19.6601666667,15.5435,26.44975,7.68191666667,15.3645833334,17.432,3.366,15.4716309523,23.356625,8.57641666666
428.30,9.71083333333,18.9236666667,19.63975,15.5461666667,26.3515833333,7.73441666667,15.341,17.4175833333,3.39791666667,15.4684404762,23.352125,8.62250000001
428.65,9.72891666667,18.9565833333,19.6404166667,15.5400833333,26.2745833334,7.74816666667,15.3659166666,17.41125,3.40466666667,15.4760714286,23.3604166667,8.65658333333
429.01,9.73433333333,18.941,19.5913333333,15.52875,26.1446666667,7.74325,15.3711666667,17.3759166667,3.43683333333,15.4418571429,23.3280833333,8.65624999999
429.37,9.72108333332,18.9259166667,19.5505833333,15.491375,26.0606666667,7.72675,15.36125,17.3205,3.437,15.4204761905,23.288375,8.63674999999
429.72,9.72641666666,18.9416666667,19.5329166667,15.4920416666,25.9808333333,7.72983333333,15.3719166666,17.3030833333,3.45108333333,15.4186190476,23.2981666667,8.6495
430.08,9.70683333334,18.93725,19.4883333333,15.4915416667,25.8584166667,7.69658333333,15.3545,17.25725,3.442,15.3745476191,23.2577083333,8.64058333334
430.44,9.67425,18.9461666667,19.4560833333,15.48175,25.7438333333,7.7005,15.3314166667,17.2204166667,3.41983333333,15.3479761905,23.2204583333,8.66091666667
430.79,9.62941666668,18.9631666667,19.4176666667,15.5037083334,25.6266666667,7.67458333334,15.3180833333,17.1770833333,3.38983333333,15.3120238095,23.2027083333,8.63783333332
431.15,9.65375000001,19.0378333333,19.42025,15.5262916667,25.5336666667,7.69866666667,15.3673333333,17.1743333333,3.40491666667,15.3212023809,23.19875,8.68475
431.50,9.64975,19.0653333333,19.409,15.50875,25.43975,7.70666666666,15.385,17.1620833334,3.39833333333,15.3060476191,23.1824166667,8.70983333332
431.86,9.63549999999,19.0921666667,19.38975,15.513625,25.3225,7.721,15.3996666667,17.1309166667,3.393,15.2954880953,23.1622916666,8.7195
432.22,9.62933333333,19.0866666667,19.3678333333,15.4861666667,25.212,7.72333333333,15.4218333333,17.123,3.38566666667,15.2828809524,23.152375,8.71008333333
432.57,9.62875000001,19.0891666667,19.3495833334,15.5058333333,25.13075,7.74616666666,15.4445,17.10375,3.38941666667,15.2799761905,23.129,8.70683333333
432.93,9.61800000001,19.1049166666,19.3411666667,15.5165833334,25.0454166667,7.73141666667,15.4691666667,17.07025,3.35575,15.2663928572,23.111625,8.69958333333
433.29,9.61341666667,19.131,19.3235,15.5240416667,24.92975,7.72166666667,15.49675,17.0569166667,3.32075,15.2455357143,23.109125,8.67124999999
433.64,9.61450000001,19.1393333333,19.3005,15.5285833333,24.817,7.739,15.5105833333,17.047,3.34008333333,15.2506547619,23.0817916667,8.66058333333
434.00,9.60783333333,19.1591666667,19.2915833333,15.5362083333,24.7421666667,7.74491666667,15.5359166666,17.0490833333,3.33866666667,15.263047619,23.0677916667,8.65558333334
434.35,9.67516666668,19.2088333333,19.3276666666,15.5985,24.6950833333,7.78883333333,15.63425,17.0885,3.37308333333,15.3140238095,23.1041666667,8.67841666668
434.71,9.72358333332,19.258,19.3525833333,15.6173333333,24.65575,7.82625,15.7025833333,17.1056666667,3.4145,15.3354642857,23.1027916667,8.70699999999
435.07,9.73274999999,19.2594166667,19.34975,15.6616666666,24.5670833333,7.83783333334,15.7399166667,17.0865833333,3.42291666667,15.3364880952,23.0957916667,8.69249999999
435.42,9.77358333334,19.313,19.3730833333,15.7367916667,24.50675,7.8675,15.801,17.1085,3.45541666667,15.3740357143,23.0919166667,8.69508333334
435.78,9.79391666666,19.3460833333,19.3691666667,15.7953333333,24.4363333333,7.8915,15.8535833334,17.11575,3.46933333333,15.4009523809,23.09075,8.70699999999
436.13,9.78733333332,19.3655,19.3545,15.8175,24.3285833333,7.87508333333,15.8955,17.0905,3.46958333333,15.3890595238,23.0445,8.70316666667
436.49,9.78066666666,19.3786666667,19.3284166667,15.7970833334,24.207,7.86333333333,15.9288333333,17.0619166667,3.46675,15.3831547619,23.0192916667,8.69366666666
436.84,9.77675000002,19.4195833333,19.3281666666,15.8055833333,24.1075833333,7.874,15.9803333333,17.0776666666,3.48475,15.3842738095,23.0014583333,8.70049999999
437.20,9.78075,19.44875,19.3298333333,15.8289166667,24.0175,7.90058333333,16.0069166667,17.0833333334,3.52433333333,15.4043095238,22.986625,8.73108333334
437.56,9.74908333333,19.4531666667,19.2965833333,15.821625,23.9018333333,7.86541666667,16.0001666667,17.052,3.50258333333,15.3636904762,22.95125,8.72133333334
437.91,9.75075000001,19.4815833333,19.2954166667,15.8227083334,23.8081666666,7.87708333333,16.03325,17.0460833333,3.49775,15.3723928571,22.9492083333,8.74233333334
438.27,9.70691666667,19.4448333334,19.2420833333,15.7672916667,23.6979166667,7.83875,15.9970833333,16.9895833333,3.46566666667,15.3376190476,22.9047916667,8.71141666667
438.62,9.64666666667,19.4066666667,19.1774166667,15.7362916667,23.5551666667,7.79925,15.9695,16.9400833333,3.40625,15.2897380952,22.8684166667,8.67816666668
438.98,9.62574999999,19.3954166667,19.1456666667,15.6911666667,23.4778333333,7.78408333333,15.94075,16.9078333333,3.39966666667,15.2614285714,22.8397916667,8.66808333333
439.33,9.60699999999,19.3975,19.12325,15.6577083334,23.399,7.77275,15.9258333334,16.8941666667,3.39258333334,15.2308452381,22.83225,8.69166666667
439.69,9.58933333334,19.387,19.083,15.61475,23.3099166667,7.75416666667,15.9094166667,16.875,3.38358333333,15.1930714286,22.8138333333,8.68858333333
440.04,9.60391666667,19.3915,19.0759166667,15.6182083333,23.2578333333,7.78608333333,15.9168333334,16.8663333333,3.40791666666,15.1955119048,22.8136666667,8.71741666666
440.40,9.59541666665,19.3961666667,19.0639166667,15.62975,23.2019166667,7.80083333333,15.9023333333,16.8495,3.41141666667,15.1793214286,22.8145833333,8.71816666667
440.75,9.58266666666,19.3378333333,18.995,15.5869583333,23.0955833333,7.79875,15.8375,16.7944166667,3.4095,15.1393571429,22.7739583333,8.71291666666
441.11,9.57483333334,19.3119166667,18.9579166667,15.5554166667,23.0253333333,7.7995,15.7995,16.74825,3.40791666667,15.1031904762,22.759375,8.71625000001
441.47,9.57641666666,19.2854166667,18.9246666667,15.5227916667,22.9604166666,7.80566666667,15.7691666666,16.70125,3.409,15.0690238095,22.7480416667,8.72316666666
441.82,9.56691666667,19.24075,18.8658333333,15.488,22.8783333333,7.81341666666,15.7200833333,16.6558333333,3.416,15.0031666667,22.734375,8.7195
442.18,9.57091666666,19.21575,18.8235833333,15.4797916667,22.7998333334,7.82916666666,15.6780833333,16.6223333333,3.45058333333,14.9588571429,22.739625,8.752
442.53,9.60799999999,19.2121666667,18.8163333333,15.473,22.7586666667,7.88983333333,15.636,16.6005833333,3.49691666667,14.952702381,22.7497916667,8.80308333334
442.89,9.59991666667,19.15725,18.7443333333,15.4349166667,22.6606666667,7.89358333334,15.5660833333,16.53425,3.50525,14.8918333333,22.7138333333,8.80641666666
443.24,9.58133333333,19.0523333333,18.6340833333,15.35175,22.5165,7.90183333333,15.4540833333,16.42725,3.50241666667,14.793547619,22.6564166667,8.78791666666
443.60,9.56116666667,18.9664166667,18.5563333333,15.2829166667,22.4061666667,7.90575,15.3434166667,16.3364166666,3.48925,14.7147142857,22.6227083333,8.77374999999
443.95,9.51191666667,18.88225,18.4451666667,15.1912083333,22.3005,7.889,15.2076666667,16.2309166667,3.45416666667,14.6191904762,22.5842916667,8.75000000001
444.31,9.50675000001,18.79675,18.3351666667,15.1047916667,22.2084166667,7.88066666667,15.0730833333,16.1569166667,3.45333333333,14.5455,22.5527916667,8.76275
444.66,9.4845,18.7184166667,18.2476666666,15.0081666667,22.128,7.87808333333,14.9756666667,16.07375,3.42766666667,14.4619880952,22.5316666667,8.75233333333
445.02,9.47391666666,18.6514166667,18.1809166667,14.939375,22.0559166667,7.88833333333,14.8864166667,16.0168333333,3.43325,14.4078809524,22.51275,8.77425000001
445.37,9.45058333334,18.5689166667,18.102,14.861875,21.952,7.88241666667,14.7845833333,15.9365833333,3.43275,14.3285833333,22.4574583333,8.76608333334
445.72,9.43491666666,18.5108333333,18.0463333333,14.7915,21.88875,7.88725,14.6858333333,15.8789166667,3.426,14.2812261905,22.4488333333,8.777
446.08,9.39566666667,18.4209166667,17.9596666667,14.697875,21.78975,7.87466666667,14.5715833333,15.78575,3.41816666667,14.1888095238,22.37575,8.7535
446.43,9.36583333334,18.3335,17.8835833333,14.6293333333,21.7075833333,7.85333333333,14.475,15.6880833334,3.41366666667,14.1132380952,22.3375833333,8.74641666667
446.79,9.345,18.2858333333,17.8313333333,14.5483333333,21.6493333333,7.84791666667,14.3756666667,15.6268333333,3.40933333333,14.064047619,22.326875,8.75
447.14,9.31516666667,18.2173333333,17.7484166667,14.4570416666,21.5845833333,7.82766666666,14.2825,15.54025,3.39358333333,13.9964761905,22.29175,8.73625
447.50,9.30908333333,18.1608333333,17.6830833333,14.3968333333,21.5365,7.82733333333,14.2136666667,15.4793333333,3.40883333333,13.9407619048,22.2702083333,8.74666666666
447.85,9.31391666666,18.105,17.6158333333,14.3400416667,21.4521666667,7.8205,14.14225,15.4194166666,3.4265,13.8852619047,22.244125,8.74908333333
448.21,9.30774999999,18.0448333333,17.56975,14.2838333333,21.3884166667,7.82558333333,14.0695,15.3583333334,3.4395,13.8263214286,22.2168333333,8.75483333334
448.56,9.34241666667,18.041,17.5595833333,14.3014166667,21.3723333333,7.88391666667,14.0374166666,15.3318333333,3.5215,13.834452381,22.231125,8.82266666667
448.92,9.33491666666,17.9934166666,17.4985833333,14.2460833334,21.3105,7.89225,13.9624166667,15.262,3.53833333333,13.7763928572,22.2107916667,8.82833333334
