wavelength,Back_ThrAbbf,Belly_ThrAbbf,Breast_ThrAbbf,Crissum_ThrAbbf,Crown_ThrAbbf,DorTail_ThrAbbf,Patch10_ThrAbbf,Patch11_ThrAbbf,Patch12_ThrAbbf,Rump_ThrAbbf,Throat_ThrAbbf,WingTip_ThrAbbf
192.47,9.52383333333,53.57125,45.8875833334,46.7530833333,49.6753333333,29.22075,30.303,26.0820833333,-5.73591666657,64.6103928572,70.9955833333,48.7012499999
192.85,10.7141666667,53.1385,47.9438333333,47.0239166667,56.71,30.5195,32.6840833333,30.19475,-2.38091666665,67.23875,72.2402916667,47.4025833333
193.23,6.15375000003,65.6410833334,53.4615,57.4359583333,64.48725,33.5895833333,38.8461666667,30.8974166667,6.41033333342,71.8682142857,88.8464166667,54.23075
193.61,23.8263333334,84.2724166667,65.7276666667,71.3614166666,77.5821666667,50.5868333334,58.2159166667,47.3005,32.1595,85.5466428573,101.643166667,70.0704999999
193.99,28.1891666667,80.9670833334,64.3005,69.5987083333,71.7077500001,53.8065833333,61.1108333333,51.6460833333,37.3457499999,82.4368333334,92.8497083333,66.2551666668
194.37,34.9156666667,91.9831666668,64.97875,73.4705416666,77.7426666666,59.2826666667,65.6116666667,56.4346666666,39.1350833333,85.292297619,99.0505,71.2025833334
194.75,31.7708333333,83.6458333332,59.375,63.9583333333,74.8958333333,59.2708333333,63.3333333333,52.3958333333,41.7708333333,81.1160714285,94.375,69.6875
195.13,34.6995833333,99.9997500001,67.3498333334,70.2186249999,84.153,64.0710833334,69.1255,58.87975,46.448,93.8329404763,110.519208333,76.5027500001
195.51,44.6668333333,92.6666666667,71.1111666667,66.9445833332,79.0000833333,60.5555833333,70.8888333332,65.2222499999,50.1110000001,96.1270595237,111.333375,72.111
195.89,46.9015833333,93.9101666668,71.1538333333,71.5810833334,82.9059166668,67.3076666667,73.2905833332,66.5598333332,54.16675,95.7265833333,109.027666667,69.3375833332
196.27,45.7044166667,84.5361666667,63.14425,69.5016666666,73.4536666667,59.6219166667,67.4399166667,62.8008333332,50.8593333332,84.6342619048,99.3557499999,63.4021666667
196.65,41.2319166667,75.4349166666,57.1014166666,62.2825416667,64.42025,52.1014166667,61.30425,56.1593333333,45.0726666667,73.3540238096,82.5360833333,57.4639166667
197.03,46.503,80.8779166667,57.5149166667,68.7127083334,68.0803333333,54.6875,66.22025,59.6725833333,48.0655,77.8591785715,88.2814583334,62.5744166667
197.40,39.3749166667,69.5833333333,48.6805,61.4929583334,62.9169166667,48.1945,58.8194166667,54.0279166667,39.8611666667,70.873047619,76.319375,55.7639166667
197.78,27.97625,61.3095,43.0803333333,53.6829166667,57.21725,37.7231666667,51.4136666667,48.4375,26.7855,64.9022380952,70.5729166667,46.7261666667
198.16,14.04325,51.1575833333,37.2685833333,44.9072083333,48.6111666667,27.4691666667,43.1328333333,36.1111666667,17.361,55.5446785714,63.0016666667,39.81475
198.54,-6.71766666667,31.0373333333,23.4694166666,27.0833333333,30.95225,5.52716666667,25.0849166667,18.2823333333,4.4217499999,43.5616785714,48.001875,24.6599166667
198.92,-15.2015833333,29.4871666667,22.7106666667,30.31125,29.57875,-5.12825000002,23.6264166667,19.7801666667,-0.457916666575,44.243797619,47.4815833333,21.2454166667
199.30,-12.0370833333,29.5455,27.02025,30.3872083333,31.7339166667,-3.61949999999,23.4848333333,21.6328333333,1.43083333325,42.5805952381,49.3266666667,21.0438333333
199.68,-26.2544166667,22.939,14.6954166667,22.670375,24.552,-13.172,13.7993333333,10.84225,-11.2903333333,35.9317142857,38.082375,12.7239166667
200.06,-54.5574166668,6.90100000002,2.08333333333,8.72395833335,15.1041666667,-47.7864166667,-4.68758333325,-2.34391666667,-35.8071666667,35.8258571428,36.5885416667,2.08349999998
200.44,-64.7799166667,6.60383333334,1.10058333332,8.33316666666,22.48425,-61.7923333334,-6.13199999992,-12.2640833333,-41.3521666668,41.0376785713,34.0409166666,0.15725
200.82,-103.153083333,-11.7116666667,-7.88275,-3.82875000008,9.68466666657,-99.7746666667,-28.8288333334,-34.0090833332,-82.2073333333,44.5945357143,39.8648333333,-13.7386666667
201.19,-239.743666667,-110.897333333,-82.37175,-109.936,-81.0895833335,-221.794833333,-123.07675,-135.576833333,-209.615333333,-23.8553333335,-29.1666666666,-118.26925
201.57,-262.333333333,-129.0,-93.0,-127.666666667,-107.666666667,-240.666666667,-145.666666667,-162.0,-237.666666667,-38.380952381,-41.4999999999,-138.0
201.95,-290.579666666,-145.289833333,-110.8695,-148.913,-115.217416667,-269.202916667,-169.927583333,-174.999916667,-235.144833333,-50.5175714287,-53.9855833334,-152.898666667
202.33,-696.296249999,-348.148083333,-314.814833333,-367.129666667,-322.222166667,-679.629583334,-492.592583334,-443.5185,-623.148250001,-159.127011904,-152.777875,-395.370416667
202.71,-287.745,-110.294083333,-98.5294999998,-113.970583333,-99.5099166668,-264.21575,-177.941166667,-163.235083333,-293.13725,-15.0560714287,-5.63716666658,-150.000083333
203.09,-406.410083333,-188.461416667,-222.435916667,-241.66675,-212.820416667,-382.69225,-307.692166667,-274.359,-435.897666668,-96.9778809524,-58.97425,-271.153916666
203.47,-819.047499999,-427.38075,-517.857083333,-582.73825,-489.285666667,-739.28575,-707.142666666,-605.952416667,-795.238,-257.312845237,-192.857208333,-545.238083334
203.85,344.298333333,224.122833334,225.0,271.491041667,238.5965,326.315833333,313.158083333,271.92975,343.421,176.315702381,124.561375,257.017583333
204.22,624.242416667,367.42425,389.393833333,457.575625,439.394,530.303166667,534.848416668,485.606166666,610.605916666,337.662380952,238.257458333,440.151583333
204.60,405.701833334,261.403333333,262.28075,314.254375,318.859583333,339.912333333,345.175416667,309.210666667,395.614083333,230.827095238,195.833375,313.157833333
204.98,348.666666667,230.0,244.333333334,274.333333333,277.666666667,296.0,285.0,269.666666667,326.0,212.142857143,186.666666666,275.666666666
205.36,512.745166667,313.725416667,358.333333333,361.519458333,400.980416667,432.352916667,422.058916667,375.0,472.548916666,318.487595238,266.421583333,395.098
205.74,455.416666667,309.166666667,336.666666667,342.916666667,375.416666667,391.666666667,388.333333333,344.166666666,425.833333333,322.916666667,258.958333333,377.083333333
206.12,455.681916667,339.77275,350.0,354.166666667,385.984833333,385.606,404.924166667,359.091083333,437.499916667,346.428583334,281.628833333,395.454583333
206.50,904.545499999,707.575583334,713.636416666,682.575666667,757.575750001,763.636333334,782.575666666,703.030333333,825.757666666,668.506452381,528.787833332,818.939333333
206.87,770.238000001,606.547666667,615.47625,581.249833333,646.4285,672.02375,675.000083334,615.476333332,677.976083334,601.105440476,464.881083333,685.119083333
207.25,650.49025,508.3335,498.039333333,471.813625,512.254833334,547.549083333,549.019749999,531.862833334,560.294083333,502.030904762,399.754958333,551.960833333
207.63,783.333249999,597.777833333,611.111083333,545.555583333,613.888916667,654.999833333,625.555583332,610.000000001,703.889000001,600.238107143,477.222333333,645.555666666
208.01,12233.3333334,9416.66666666,9683.33333335,8562.5,9575.0,9991.66666666,9775.0,9675.0,10750.0,9292.85714286,7500.0,9941.66666666
208.39,2212.5,1795.83325,1787.49983333,1579.86104167,1790.27766667,1909.72233334,1825.0,1808.33333333,1927.77766667,1790.27777381,1384.02775,1897.22216667
208.77,1163.19441667,965.277749999,945.138833333,840.972208333,959.72225,1003.47233333,979.166666667,959.722250001,1004.16666667,955.357214286,740.625083333,996.527750002
209.14,944.999916666,776.111166667,752.77775,693.333375,771.666666667,801.666666667,828.889000001,761.111250001,794.444416667,785.3175,619.444541666,828.888916667
209.52,347.037083333,295.555583333,276.111,269.166666667,290.740666667,294.629666667,309.814916666,279.999833333,287.407416667,286.216880952,244.351708333,300.5555
209.90,247.488666666,208.790083333,199.315166667,196.118833333,206.39275,212.32875,224.08675,197.716833333,205.936,203.750833333,181.107333333,209.817333333
210.28,223.333333333,188.4375,181.666666667,174.0625,187.5,191.25,205.729166667,181.458333333,191.041666666,182.336309524,166.25,190.729166667
210.66,213.178416667,178.58525,175.871916666,173.643458333,182.364333333,182.751833334,199.999833333,178.585333333,191.472833334,177.69947619,166.424416667,184.689916667
211.03,199.652666667,167.795166667,169.531166667,164.887083333,174.739666667,172.569416667,190.972166667,166.927083333,185.069416667,164.769369047,162.630166667,178.47225
211.41,180.480583333,152.777833333,154.054083333,152.21475,163.3635,158.708666667,175.300416667,151.276333333,171.6215,149.978523809,148.536041667,164.864833333
211.79,170.592333333,148.002666667,144.834666666,147.038416667,155.716166667,153.374833333,166.7355,150.688666667,166.529083333,144.883928572,144.696958333,161.29475
212.17,169.87175,143.87475,143.019833333,144.800541667,153.774833333,155.769083334,165.099916667,149.715166667,167.521416667,143.589702381,145.405916667,160.54125
212.55,173.204083333,145.689666667,148.060416667,150.431041667,156.0345,158.189666667,169.97125,150.790166667,173.419416667,145.043202381,153.44825,162.787416667
212.92,169.775,144.708916667,148.941666666,150.462791667,152.910083333,159.7885,169.9075,152.050333333,172.48675,146.948202381,152.149375,159.060833333
213.30,159.223833333,136.38675,143.257,143.002583333,144.02025,154.262166667,161.38675,145.674333333,164.0585,136.668464286,141.285,149.045833333
213.68,171.652333333,144.08825,155.27075,155.342,156.125333334,168.376083333,172.6495,161.60975,179.131,149.318238095,152.101333333,163.1765
214.06,183.416666667,155.666666667,166.916666667,163.666666666,171.333333333,183.416666667,183.833333333,176.25,197.916666667,158.964285714,159.291666667,175.75
214.44,190.12675,157.971,172.010916667,171.693791667,182.336916667,195.289916667,188.496333333,188.0435,204.80075,167.624190476,162.862458333,180.97825
214.81,204.214416667,165.613166667,178.639833333,179.21475,190.613,212.547916667,201.24525,199.808416666,215.996166667,180.364083333,172.413958334,191.570916667
215.19,203.472166667,168.65075,181.746,180.208416666,187.896833333,214.980166666,207.738083333,204.762,214.285666667,186.238738095,172.519875,193.254
215.57,220.319666667,180.936,195.43375,189.326666667,197.032083333,233.789916667,225.57075,222.374416666,226.369833333,203.979238095,187.271708333,207.87675
215.95,224.32425,186.036083334,199.549583333,188.006833333,199.099083334,232.657833334,232.319666666,218.806333333,220.495416667,206.788857143,194.031541667,210.247833333
216.32,205.910916667,168.89525,184.496083333,170.591166667,180.717,207.073583333,211.434083333,199.70925,202.51925,192.857107143,175.581333333,191.666666666
216.70,200.648,167.407416667,181.203666667,167.407208333,181.66675,201.666583333,207.500083333,199.074166666,196.666666667,189.523857142,167.268375,191.296333333
217.08,220.61975,181.730833333,195.940166667,181.463791667,199.038666667,219.337583333,224.252083333,216.880416667,220.19225,205.830345238,187.553375,211.645166667
217.46,258.459583333,211.11125,219.9495,203.913958334,230.681833333,246.590916667,259.469666667,246.8435,259.596166666,242.875166667,223.2955,247.727166667
217.83,269.583583333,227.500166667,233.194583333,210.0695,236.666666667,258.750083333,274.722166667,255.000166666,273.611,255.674630953,230.902708333,262.083416667
218.21,399.122916667,319.956166666,330.263166667,306.140333333,333.552666667,376.315583334,405.921083334,366.008666667,407.675416667,371.961095238,343.640333333,390.7895
218.59,405.769166666,329.059833333,335.470083333,320.29925,331.410166667,372.008583333,410.042833333,364.316416667,417.94875,378.205154762,354.166666666,399.358833333
218.97,247.91675,209.765833333,213.672,201.692833334,207.942833334,226.302083333,255.72925,225.651083333,255.07825,232.570678572,225.000166667,251.432333333
219.34,209.234333333,175.788333333,175.901,175.225083333,176.238833333,186.373916667,212.837666667,190.765833333,217.45525,195.366797619,185.867208333,210.3605
219.72,256.752916667,222.844666667,219.827583334,222.054708333,221.98275,225.718333333,267.097833333,236.3505,270.977166667,238.382428572,226.364875,265.373666667
220.10,247.169833333,216.823833334,217.295583333,223.349041666,218.867916667,217.767416667,263.050416667,230.346083333,271.69825,233.490654762,215.094291667,262.26425
220.47,275.000083333,248.015916667,232.34125,253.670541667,245.4365,239.88075,302.1825,252.77775,309.126916667,251.955833333,235.317625,297.420583333
220.85,460.714416667,419.047583333,384.523916667,442.658625,403.96825,397.222166667,524.999916667,423.80925,553.968333334,429.081595238,400.19825,510.714166666
221.23,1059.375,956.250000001,850.0,1068.22916667,936.458333334,881.25,1247.91666666,972.916666668,1291.66666667,997.61904762,890.104166668,1215.625
221.61,1190.47625,1085.71433333,1054.762,1260.71408333,1089.28566667,1029.76191667,1413.09525,1164.28558333,1508.33333333,1161.56465476,964.880916667,1336.90475
221.98,687.5,614.881,613.095333333,712.50025,654.761833334,610.714416667,804.166666667,694.642833333,881.547666667,679.676892857,566.071416667,747.619166666
222.36,343.9655,316.37925,322.701083333,364.655125,345.114916667,312.068916667,408.62075,369.54025,429.597833333,345.320392857,278.017458333,381.0345
222.74,479.761833333,451.984166667,454.761916667,483.730041666,491.666666667,434.92075,581.745833333,512.698416667,599.206500001,482.879738095,409.722208334,537.301583333
223.11,9008.33333335,8266.66666666,8525.0,8858.33333333,9233.33333334,8225.00000001,11141.6666667,10008.3333333,11758.3333333,9340.47619047,7208.33333332,10100.0
223.49,-1170.83333333,-1044.79166667,-1096.875,-1079.16666667,-1180.20833333,-1047.91666667,-1409.375,-1235.41666667,-1501.04166667,-1150.29761905,-931.770833332,-1255.20833333
223.87,-3141.66675,-2694.4445,-2977.77766667,-2920.83333333,-3066.66691667,-2861.11125,-3772.22225,-3302.77783333,-4155.5555,-3125.79369047,-2430.55558333,-3327.77766666
224.24,10483.3333333,8575.0,9716.66666667,9420.83333333,9700.0,9258.33333334,12158.3333333,11016.6666667,12941.6666667,10114.2857143,7858.33333332,10650.0
224.62,830.128166667,698.076916666,807.692333333,750.961541667,791.66675,750.641083333,969.871833334,904.487166667,992.307583333,832.509095238,655.448833334,846.79475
225.00,401.149416666,330.172416666,383.908,341.379208333,378.44825,362.35625,443.9655,426.72425,470.689666667,384.893321429,325.574708333,403.44825
225.38,290.503666667,244.379833333,282.170583333,241.375958333,275.775333334,268.023333333,313.953583333,312.79075,341.66675,274.252583333,239.438041667,298.25575
225.75,286.585333333,236.178833333,276.016166667,239.430791666,265.44725,261.788583333,308.739916667,300.609833333,337.601583334,257.810654762,232.418666667,297.561
226.13,363.271583333,288.580083333,349.691416667,311.419666667,346.29625,338.58025,409.259416667,368.5185,446.913583334,314.858869047,304.012333333,386.111
226.51,333.333416667,267.241333333,332.184,283.189625,317.241333333,324.999916667,392.816,339.367916666,428.735333333,293.514011904,298.994291667,355.45975
226.88,267.567583334,208.558583333,259.909916667,228.716041667,248.198166667,264.639666667,307.657833333,270.270166667,332.4325,237.805488095,225.563208333,277.928
227.26,306.617666666,235.294083333,296.81375,268.01475,290.9315,297.794166667,349.509833333,301.470666666,385.539333333,272.548952381,256.004791667,312.00975
227.64,549.537083333,410.648166667,529.166583333,470.601875,517.129583333,518.5185,608.796166666,531.0185,710.185083332,491.931214286,450.694583333,581.94425
228.01,548.75,426.666666667,520.416666666,469.375,530.0,528.75,582.5,525.416666667,694.166666666,500.595238095,467.5,563.333333334
228.39,9999.99999999,7691.66666666,9583.33333332,8629.16666667,10025.0,10266.6666667,10325.0,9475.0,13616.6666667,8875.00000001,8870.83333334,10466.6666667
228.76,-554.411666667,-421.078416667,-537.25475,-498.284166667,-550.49025,-605.392166666,-575.980333333,-514.215666666,-799.50975,-491.176523809,-512.990083333,-604.41175
229.14,-271.09375,-206.25,-271.614583333,-255.208333333,-272.916666667,-297.916666667,-286.458333333,-246.614583334,-406.510416667,-246.577380952,-248.958333334,-302.083333333
229.52,-176.4815,-132.037,-182.037,-166.388666667,-180.740833334,-196.851916667,-195.000083333,-155.370416667,-273.51875,-161.031785715,-159.259291667,-196.296416667
229.89,-202.036916667,-155.185166667,-206.666583333,-185.740791667,-214.259166667,-224.259166667,-221.481416667,-184.444333333,-308.5185,-194.550357143,-185.925791667,-231.4815
230.27,-154.58325,-117.361083334,-156.111083334,-141.597375,-155.000083333,-165.41675,-166.389,-149.02775,-230.277666667,-148.749964286,-137.708375,-178.472083333
230.65,-120.833333333,-91.7792499999,-117.5675,-113.907666667,-118.468416667,-126.464083333,-123.0855,-113.73875,-171.959583334,-115.717416667,-106.531541667,-138.062833333
231.02,-76.6834166667,-57.7440833333,-75.8415833333,-74.1161666667,-78.6195,-81.2289166667,-79.3771666667,-70.4545833334,-119.86525,-70.8874166667,-66.2879583333,-92.92925
231.40,-67.0598333333,-50.8648333333,-64.1509166667,-66.4307916666,-69.41825,-74.5284166667,-70.6759999999,-61.0062500001,-104.009416667,-63.0278214285,-61.0454583333,-86.5565833333
231.78,-81.4433333333,-64.3470833333,-74.4845,-77.6632916666,-84.0206666667,-90.9794166666,-84.7079166666,-76.5463333333,-117.09625,-74.7300357143,-73.9260416667,-97.8521666667
232.15,-57.5565,-40.8898333333,-49.7880833333,-52.8601666667,-57.3445833333,-62.2881666666,-62.07625,-55.2259999999,-84.7459166668,-49.0012261904,-54.1314166666,-72.4574999999
232.53,-48.40275,-34.79175,-37.5001666667,-41.8749583333,-46.25,-49.3749166667,-53.0556666667,-47.1528333333,-73.2636666666,-41.2004285714,-44.513875,-63.1248333332
232.90,-42.2715833333,-27.1505833333,-27.0160833333,-33.2995416667,-39.4490833333,-38.172,-44.019,-40.86025,-63.0375833334,-33.8805357143,-32.627875,-54.5026666667
233.28,-40.2994166667,-21.6796666667,-22.0050833333,-29.5570416667,-34.1796666667,-34.1145833333,-36.84875,-39.25775,-54.8827500001,-29.6222619047,-26.9530416667,-47.5259166667
233.66,-35.0938333333,-14.31925,-14.4954166667,-23.4155833333,-27.8754166667,-26.1736666667,-30.0469166667,-30.6339166667,-45.1290833334,-21.8142023809,-21.9189166667,-37.676
234.03,-19.6875,-2.96874999998,-3.33333333335,-9.08854166668,-13.1770833333,-13.2291666667,-16.7708333334,-17.2395833333,-28.0729166667,-6.12351190477,-11.1979166667,-22.3958333333
234.41,-15.0490833333,-0.588166666676,-1.51958333334,-2.03433333333,-9.90191666665,-9.46074999998,-13.03925,-13.5783333333,-25.83325,-3.20728571428,-7.941125,-19.0685833333
234.78,-8.20383333333,5.05183333334,4.66333333334,5.22450000001,-3.627,-2.59058333333,-6.56300000001,-7.81533333333,-21.2435,2.10955952381,-2.65558333334,-11.8305833333
235.16,-8.70166666667,7.22841666667,5.11049999999,7.32045833333,-0.506333333332,-0.920833333334,-3.82141666666,-8.47133333332,-24.1250833333,2.76908333333,-4.23566666667,-8.4715
235.54,-5.91,8.03583333332,6.59025000001,10.9269583333,3.65650000001,3.40133333333,2.59358333333,-4.12416666669,-20.493,6.45659523809,-1.63691666667,-2.76366666667
235.91,-3.97433333332,10.4701666667,5.29925,9.67933333333,4.05991666666,4.40175,2.22233333333,-3.41883333335,-21.8804166667,6.00738095238,-3.14099999999,-3.41866666667
236.29,-8.96691666665,6.96875000001,-0.779666666675,6.92008333332,-1.90058333333,-0.292416666668,-0.925833333342,-7.69975000001,-30.06825,2.05384523809,-8.01654166666,-7.26133333334
236.66,-14.2424166667,2.42433333333,-9.7475,1.01029166667,-8.48483333332,-5.303,-9.69708333333,-15.50525,-38.586,-4.79798809524,-15.2525,-14.3938333333
237.04,-12.6126666667,5.13525,-7.92791666668,2.11712500001,-7.52258333334,-2.52258333333,-8.73866666668,-14.09925,-32.8831666666,-2.2974047619,-15.4052083333,-10.67575
237.41,-10.3114166667,3.70358333333,-7.15499999999,2.75675000001,-6.81800000001,-2.18858333333,-12.2053333333,-11.7844166666,-31.271,-1.3646904762,-13.7205833333,-10.564
237.79,-7.93083333335,1.97275,-8.73583333334,2.77770833333,-5.5555,-1.087,-11.6749166667,-10.4669166667,-30.0319166667,-0.0977857142875,-10.3058333333,-10.5073333333
238.17,-5.24558333334,5.2455,-4.09233333333,4.70608333334,-3.42266666667,2.30666666666,-7.84975,-6.95691666668,-24.2558333333,2.03010714285,-3.99920833333,-5.87783333334
238.54,-2.27591666667,7.423,-0.140083333334,7.26545833333,0.245166666668,5.18224999999,-4.44675000001,-3.8515,-18.9775833333,4.91202380953,1.41791666665,-1.47066666667
238.92,0.295166666675,9.5145,0.0983333333342,9.5965,3.70733333333,6.4305,-3.21525000001,-1.93583333334,-15.5839166667,5.91958333333,5.31495833333,0.557666666675
239.29,4.81533333333,12.2838333333,2.82591666666,11.9233333333,5.82466666667,8.50641666666,-1.23991666667,1.81674999998,-8.73683333333,8.47747619046,10.2076666667,3.43125000001
239.67,4.88958333334,12.5394166667,3.02325000001,11.3695416667,6.17758333333,6.96624999999,-2.39216666667,2.36591666668,-8.72766666668,8.4459047619,10.501875,3.36508333333
240.04,6.49908333333,12.5679166667,6.00091666667,12.7942916667,9.19391666667,8.22008333334,0.498083333332,5.27608333333,-5.45766666667,10.1319642857,12.5225833333,6.20466666665
240.42,8.78600000001,13.87625,10.27525,14.6870833333,12.6508333334,11.8400833333,4.35516666667,8.99316666668,-1.56483333333,12.3572261905,15.064,9.03091666665
240.79,10.9070833333,15.631,13.37125,16.0938333333,14.5480833333,13.4650833333,7.8155,12.3824166667,1.56933333334,14.4381190476,17.2630416667,12.49225
241.17,10.0444166667,12.9938333333,11.7139166667,14.9277083333,13.3415833333,12.3400833333,6.78916666668,12.1313333333,-0.417250000008,12.4911190476,16.3953333333,11.2131666667
241.54,10.4766666667,13.2374166667,12.68275,15.3743333333,13.8804166667,12.8466666667,7.79141666668,12.6324166667,0.0755833333325,12.848452381,16.4713333333,11.6363333333
241.92,10.9000833333,13.53725,13.256,15.647,14.2756666667,13.0449166666,8.36849999998,12.4590833333,0.082,12.5561190476,16.4439166667,11.7440833333
242.29,9.58233333332,11.5604166667,11.9141666667,13.7820416667,13.3179166666,11.6600833333,6.764,11.1735833333,-1.69083333333,10.7570595238,14.3954583333,10.3669166667
242.67,8.41883333333,10.577,10.71575,11.8483333333,11.827,10.4914166667,6.01500000001,10.4701666667,-3.26916666667,9.64434523809,13.018,8.92108333333
243.05,6.06625,8.13391666666,8.93158333332,9.25687499999,9.25683333332,8.56416666667,4.09333333333,8.61666666668,-5.43666666667,8.08292857143,10.77875,7.053
