wavelength,Back_ThrOrnf,Belly_ThrOrnf,Breast_ThrOrnf,Crissum_ThrOrnf,Crown_ThrOrnf,DorTail_ThrOrnf,Patch10_ThrOrnf,Patch11_ThrOrnf,Rump_ThrOrnf,Throat_ThrOrnf,WingTip_ThrOrnf
509.97,13.7518888889,22.9034444444,18.8184444444,21.1741111111,16.9427777778,10.6113333333,16.8233333333,22.5636666667,15.0131111111,21.1971111111,8.94944444445
510.32,13.7504444445,22.9056666667,18.8121111111,21.2112222222,16.934,10.6122222222,16.8741111111,22.7178888889,15.0393333333,21.2011111111,8.95022222222
510.66,13.7764444444,22.8916666667,18.7955555556,21.22,16.9235555556,10.6335555555,16.9022222222,22.8678888889,15.0532222222,21.1933333333,8.96866666667
511.01,13.8368888889,22.9461111111,18.8304444444,21.3102222222,16.9671111111,10.6936666667,16.9956666667,23.0698888889,15.1486666667,21.2602222222,9.0298888889
511.36,13.8215555556,22.9364444444,18.8076666667,21.315,16.9308888889,10.6748888889,16.9903333333,23.1731111111,15.1667777778,21.2621111111,9.04555555557
511.70,13.8116666667,22.9181111111,18.7755555555,21.3444444444,16.9135555555,10.6706666666,16.98,23.2638888889,15.1601111111,21.2252222222,9.04288888889
512.05,13.7885555556,22.9596666667,18.7762222222,21.3812222222,16.8902222222,10.6922222222,17.004,23.3964444444,15.204,21.2191111111,9.04066666667
512.40,13.8281111111,23.0152222222,18.8031111111,21.441,16.9291111111,10.7522222222,17.0747777778,23.59,15.2578888889,21.2802222222,9.08077777778
512.75,13.8203333333,22.9895555556,18.7876666667,21.4603333333,16.9057777778,10.746,17.0797777778,23.6784444445,15.2523333333,21.2646666667,9.09466666665
513.09,13.828,23.0277777778,18.8172222222,21.5072222222,16.9263333333,10.7658888889,17.1161111111,23.7934444444,15.2652222222,21.2841111111,9.128
513.44,13.8483333333,23.0301111111,18.8288888889,21.5277777778,16.9286666667,10.8016666667,17.1384444445,23.9105555556,15.283,21.2775555555,9.16266666668
513.79,13.7977777778,22.9977777778,18.7637777778,21.4912222222,16.8495555556,10.7541111111,17.1165555556,23.9636666667,15.2567777778,21.2291111111,9.13522222221
514.13,13.7702222222,22.9748888889,18.7313333333,21.4974444445,16.8016666667,10.7225555556,17.0763333334,24.0232222222,15.2715555556,21.2012222222,9.1301111111
514.48,13.7814444445,22.9986666667,18.7252222222,21.5432222222,16.7711111111,10.7301111111,17.0881111111,24.1326666666,15.2904444444,21.1783333334,9.13911111111
514.83,13.7367777778,22.9652222222,18.6593333333,21.4933333333,16.6847777778,10.6815555555,17.0232222222,24.1822222222,15.2431111111,21.1,9.09588888889
515.17,13.7606666666,23.0127777778,18.6727777778,21.5486666667,16.6828888889,10.726,17.0828888889,24.362,15.2855555556,21.1262222222,9.09677777777
515.52,13.7176666667,22.9857777778,18.6165555556,21.4906666667,16.5907777778,10.6878888889,17.0571111111,24.4278888889,15.2473333334,21.0807777778,9.05266666665
515.87,13.721,22.9524444445,18.6023333333,21.4748888889,16.5412222222,10.7037777778,17.0545555555,24.4952222222,15.2141111111,21.0598888889,9.05277777777
516.21,13.7448888889,22.9442222222,18.6096666666,21.4978888889,16.4904444444,10.6942222222,17.0628888889,24.5543333333,15.2236666667,21.0583333333,9.06166666666
516.56,13.6777777778,22.9144444444,18.5494444444,21.451,16.4031111111,10.6595555556,17.0366666667,24.5936666666,15.1892222222,20.9871111111,8.9948888889
516.91,13.658,22.8741111111,18.5274444444,21.4326666667,16.3554444445,10.6402222222,17.0194444444,24.6385555555,15.1893333334,20.9617777778,8.98555555557
517.25,13.6328888889,22.8473333333,18.4913333333,21.424,16.2927777778,10.6308888889,17.0138888889,24.6612222222,15.1817777778,20.9261111111,8.957
517.60,13.6523333333,22.8358888889,18.5061111111,21.4327777778,16.2838888889,10.6533333333,17.0316666667,24.7261111111,15.195,20.9298888889,8.96833333332
517.95,13.6582222222,22.8423333333,18.5135555556,21.4367777778,16.2531111111,10.6717777778,17.0515555556,24.7932222222,15.2082222222,20.9296666667,8.95611111111
518.29,13.6258888889,22.7894444445,18.4821111111,21.4237777778,16.2083333333,10.6655555555,17.0581111111,24.819,15.2033333334,20.9398888889,8.92533333333
518.64,13.6294444445,22.7938888889,18.478,21.4514444444,16.2146666667,10.6747777778,17.0686666667,24.8678888889,15.2223333333,20.9664444444,8.92333333332
518.99,13.6038888889,22.7597777778,18.4603333334,21.4362222222,16.1851111111,10.6447777778,17.0611111111,24.8233333333,15.1847777778,20.9216666667,8.889
519.33,13.6012222222,22.7582222222,18.4572222222,21.449,16.184,10.6393333333,17.0531111111,24.8338888889,15.1807777778,20.926,8.88000000001
519.68,13.5874444444,22.7548888889,18.4391111111,21.4548888889,16.186,10.6312222222,17.0502222222,24.8462222222,15.1865555556,20.9268888889,8.87155555554
520.02,13.5677777778,22.7424444444,18.4183333333,21.4436666667,16.18,10.6418888889,17.0471111111,24.8433333333,15.1797777778,20.9128888889,8.88322222221
520.37,13.6111111111,22.7807777778,18.4647777778,21.5195555556,16.2188888889,10.6836666667,17.0823333333,24.8804444444,15.2071111111,20.9631111111,8.931
520.72,13.6132222222,22.8058888889,18.4714444445,21.5414444444,16.2222222222,10.7287777778,17.0924444445,24.9426666667,15.2156666667,20.9637777778,8.92377777779
521.06,13.6055555555,22.8067777778,18.4606666667,21.5766666667,16.236,10.7257777778,17.1022222222,24.959,15.216,20.9864444444,8.93188888889
521.41,13.5802222222,22.8301111111,18.4483333334,21.5841111111,16.1955555556,10.7253333333,17.0832222222,24.9501111111,15.2077777778,20.9824444445,8.9488888889
521.75,13.5502222222,22.8223333333,18.4296666667,21.5753333333,16.1857777778,10.7201111111,17.0643333333,24.95,15.1621111111,20.957,8.95655555554
522.10,13.5275555556,22.857,18.4227777778,21.5757777778,16.174,10.716,17.0335555555,24.9604444444,15.1303333333,20.9196666667,8.95333333335
522.45,13.5164444445,22.8181111111,18.4002222222,21.5564444444,16.1317777778,10.7402222222,17.037,24.9585555555,15.1056666666,20.8558888889,8.976
522.79,13.5273333333,22.8215555556,18.3925555555,21.5418888889,16.0967777778,10.763,17.0133333333,25.0148888889,15.122,20.8503333333,8.99322222221
523.14,13.5597777778,22.8273333333,18.4147777778,21.5626666667,16.1011111111,10.7866666667,17.0491111111,25.0911111111,15.1487777778,20.8742222222,9.02644444446
523.48,13.5274444444,22.8154444445,18.3688888889,21.5644444445,16.0468888889,10.7613333333,17.0442222222,25.1107777778,15.1316666667,20.8517777778,9.02477777779
523.83,13.4728888889,22.75,18.3271111111,21.5086666667,15.9802222222,10.7095555556,17.0065555555,25.1205555555,15.1077777778,20.7874444444,8.97422222222
524.17,13.4442222222,22.7034444444,18.2752222222,21.4465555555,15.9386666667,10.695,16.9745555555,25.1385555555,15.0801111111,20.735,8.96
524.52,13.3937777778,22.6498888889,18.1961111111,21.3903333333,15.8261111111,10.6328888889,16.915,25.0884444444,15.0095555555,20.6846666667,8.90444444443
524.87,13.4036666667,22.6468888889,18.1874444445,21.3828888889,15.7907777778,10.643,16.9158888889,25.1156666667,14.9882222222,20.6826666667,8.91577777777
525.21,13.3696666667,22.6056666667,18.1488888889,21.343,15.7412222222,10.6127777778,16.882,25.136,14.9502222222,20.6268888889,8.87200000001
525.56,13.3461111111,22.5793333333,18.1035555556,21.3005555555,15.6798888889,10.5958888889,16.8583333333,25.1355555556,14.9288888889,20.6142222222,8.85177777779
525.90,13.3302222222,22.5652222222,18.0777777778,21.2794444444,15.639,10.5807777778,16.8661111111,25.1372222222,14.9148888889,20.6177777778,8.86288888888
526.25,13.3056666667,22.5741111111,18.0497777778,21.2584444444,15.5772222222,10.537,16.8481111111,25.1416666667,14.9016666667,20.6026666666,8.83633333333
526.59,13.2595555556,22.5514444444,18.0083333333,21.2332222222,15.5265555556,10.5123333333,16.8313333334,25.1114444445,14.8848888889,20.5613333333,8.80400000001
526.94,13.2493333333,22.5547777778,17.9927777778,21.2306666666,15.4791111111,10.5132222222,16.8247777778,25.0913333333,14.8648888889,20.5507777778,8.79855555556
527.28,13.2398888889,22.5403333333,17.9795555556,21.231,15.4522222222,10.5137777778,16.8192222222,25.0927777778,14.862,20.5472222222,8.80044444443
527.63,13.2254444444,22.5525555555,17.96,21.2337777778,15.4296666667,10.5286666667,16.8087777778,25.0715555556,14.8368888889,20.5546666667,8.80244444443
527.97,13.2327777778,22.5705555556,17.9638888889,21.2602222222,15.407,10.5405555556,16.8072222222,25.061,14.8458888889,20.5606666666,8.81744444444
528.32,13.2477777778,22.5987777778,17.983,21.2918888889,15.4255555556,10.5577777778,16.8242222222,25.0681111111,14.8595555555,20.5866666667,8.83755555557
528.66,13.2354444445,22.5915555556,17.9548888889,21.2851111111,15.4027777778,10.5527777778,16.8043333333,25.0347777778,14.8505555556,20.5666666666,8.81711111112
529.01,13.2502222222,22.6252222222,17.9548888889,21.3076666667,15.4034444444,10.5732222222,16.8118888889,25.0224444445,14.8652222222,20.5906666667,8.84333333332
529.35,13.254,22.643,17.9503333333,21.3465555555,15.4078888889,10.5727777778,16.8096666667,25.0033333333,14.8745555556,20.5868888889,8.85622222221
529.70,13.2396666667,22.6474444444,17.9326666667,21.3455555555,15.3793333333,10.5726666667,16.7745555556,24.9592222222,14.8687777778,20.566,8.84322222222
530.04,13.2293333333,22.6525555555,17.9131111111,21.3702222222,15.3816666667,10.5776666667,16.7667777778,24.9208888889,14.8596666667,20.5772222222,8.84699999999
530.39,13.231,22.6732222222,17.9113333333,21.412,15.3673333333,10.5802222222,16.7585555555,24.9198888889,14.8441111111,20.5946666667,8.88122222222
530.73,13.2158888889,22.6646666666,17.8824444444,21.4113333333,15.3534444444,10.5728888889,16.742,24.8883333333,14.8396666667,20.5826666667,8.88277777778
531.08,13.2155555555,22.6791111111,17.876,21.4151111111,15.3198888889,10.577,16.7248888889,24.8783333333,14.8296666667,20.5884444444,8.88500000001
531.42,13.2426666667,22.6994444444,17.8717777778,21.4508888889,15.3003333333,10.5812222222,16.732,24.8902222222,14.8324444444,20.5796666667,8.90122222221
531.77,13.257,22.7083333333,17.8661111111,21.4738888889,15.2938888889,10.5996666667,16.7424444445,24.9063333333,14.8465555555,20.6098888889,8.91644444443
532.11,13.2453333333,22.6854444444,17.8216666667,21.4535555556,15.2421111111,10.5807777778,16.7168888889,24.8848888889,14.8252222222,20.5976666667,8.90977777778
532.46,13.2493333334,22.694,17.8331111111,21.4675555555,15.224,10.5912222222,16.7205555556,24.8983333333,14.8282222222,20.625,8.93700000001
532.80,13.2444444445,22.6708888889,17.8056666667,21.4508888889,15.1882222222,10.5845555556,16.7018888889,24.8812222222,14.802,20.6197777778,8.91722222222
533.15,13.2647777778,22.6974444445,17.811,21.4483333333,15.1795555556,10.6047777778,16.7024444445,24.9061111111,14.8092222222,20.6426666667,8.93300000001
533.49,13.3155555556,22.7416666667,17.8497777778,21.5041111111,15.2017777778,10.6503333333,16.7551111111,24.9557777778,14.8436666667,20.7021111111,8.98344444444
533.84,13.3222222222,22.7403333333,17.8317777778,21.4833333334,15.1644444444,10.655,16.7386666667,24.9561111111,14.8252222222,20.69,8.99044444445
534.18,13.3347777778,22.748,17.8277777778,21.4812222222,15.1541111111,10.6754444445,16.7326666667,24.9394444444,14.8198888889,20.712,8.99188888889
534.52,13.3656666667,22.7851111111,17.8278888889,21.5391111111,15.1621111111,10.7001111111,16.7156666667,24.9646666667,14.8372222222,20.748,9.02144444443
534.87,13.3844444445,22.81,17.8231111111,21.5387777778,15.1645555556,10.709,16.7095555555,24.9481111111,14.8257777778,20.746,9.03677777777
535.21,13.384,22.8078888889,17.8191111111,21.5226666667,15.1574444444,10.7008888889,16.697,24.9245555556,14.816,20.767,9.04800000001
535.56,13.375,22.8258888889,17.8185555556,21.522,15.1507777778,10.6994444444,16.6826666666,24.8948888889,14.7942222222,20.7681111111,9.05111111112
535.90,13.3911111111,22.8404444445,17.8236666667,21.5065555556,15.1475555555,10.7238888889,16.666,24.8882222222,14.7995555556,20.755,9.06522222221
536.25,13.4153333333,22.8826666667,17.8403333333,21.513,15.1578888889,10.7387777778,16.664,24.892,14.809,20.765,9.08644444445
536.59,13.4275555556,22.8867777778,17.8564444445,21.5407777778,15.1745555556,10.7507777778,16.6766666667,24.8993333333,14.8272222222,20.7846666667,9.11344444444
536.93,13.4492222222,22.887,17.8633333333,21.5668888889,15.1792222222,10.7588888889,16.7041111111,24.8943333333,14.8191111111,20.8356666666,9.13677777777
537.28,13.429,22.8465555556,17.8213333333,21.5287777778,15.1452222222,10.7346666667,16.6558888889,24.8708888889,14.7888888889,20.8088888889,9.12599999999
537.62,13.481,22.8698888889,17.8671111111,21.5897777778,15.1686666667,10.793,16.6808888889,24.888,14.8204444444,20.8752222222,9.16866666668
537.97,13.5156666667,22.8788888889,17.8615555556,21.5982222222,15.1551111111,10.8285555556,16.6785555556,24.8897777778,14.8363333333,20.891,9.21266666668
538.31,13.4884444444,22.8616666667,17.8673333333,21.5568888889,15.1024444445,10.8364444445,16.6745555556,24.8793333333,14.8005555556,20.8718888889,9.20088888889
538.65,13.5038888889,22.9038888889,17.8968888889,21.6096666667,15.1103333334,10.8923333333,16.7005555556,24.9251111111,14.8402222222,20.9178888889,9.23644444443
539.00,13.4928888889,22.9203333333,17.8893333333,21.6151111111,15.0831111111,10.9231111111,16.6901111111,24.957,14.8484444445,20.933,9.24922222221
539.34,13.4656666666,22.8817777778,17.8451111111,21.5693333333,15.0183333333,10.9008888889,16.6523333334,24.9537777778,14.8046666667,20.9005555556,9.23100000001
539.69,13.4655555555,22.8937777778,17.8531111111,21.6146666667,14.999,10.9258888889,16.6673333333,24.9588888889,14.8108888889,20.9288888889,9.25144444445
540.03,13.4398888889,22.8764444444,17.8321111111,21.612,14.9672222222,10.9324444444,16.6457777778,24.9724444445,14.7905555556,20.9095555555,9.24622222223
540.37,13.4702222222,22.9225555556,17.8462222222,21.6216666667,14.9566666667,10.9551111111,16.6593333333,25.0003333333,14.7983333333,20.9294444444,9.283
540.72,13.4571111111,22.9195555556,17.8384444445,21.596,14.9188888889,10.96,16.6278888889,25.0055555556,14.7921111111,20.9013333333,9.277
541.06,13.4647777778,22.9616666667,17.8513333333,21.6131111111,14.914,10.9833333333,16.6424444444,25.0108888889,14.7944444444,20.9123333333,9.28811111112
541.40,13.4323333333,22.9682222222,17.8225555556,21.6005555556,14.8857777778,10.946,16.6268888889,24.9996666667,14.7696666667,20.8983333333,9.27366666665
541.75,13.4431111111,22.9976666667,17.8475555555,21.6117777778,14.8837777778,10.9451111111,16.6554444445,25.0373333333,14.7815555556,20.9202222222,9.28566666667
542.09,13.458,23.0178888889,17.8332222222,21.6217777778,14.8893333333,10.9423333333,16.663,25.0264444444,14.7925555555,20.929,9.29888888888
542.43,13.4487777778,23.0121111111,17.815,21.604,14.8637777778,10.9233333333,16.6583333333,24.987,14.7732222222,20.9314444444,9.30133333333
542.78,13.4602222222,23.0287777778,17.8155555556,21.6228888889,14.8605555556,10.9163333334,16.6653333333,24.9712222222,14.7685555556,20.9377777778,9.30555555557
543.12,13.4901111111,23.0771111111,17.8424444445,21.6436666667,14.8712222222,10.9393333333,16.6686666667,24.9635555556,14.7944444444,20.9727777778,9.32799999999
543.46,13.5053333333,23.1141111111,17.8543333333,21.6445555556,14.8931111111,10.9415555556,16.6782222222,24.9635555556,14.8003333333,20.9898888889,9.35533333333
543.81,13.5368888889,23.1794444445,17.8536666667,21.6567777778,14.8926666667,10.9524444444,16.7038888889,24.9506666667,14.8228888889,21.0393333333,9.39322222222
544.15,13.5081111111,23.1873333333,17.848,21.6405555555,14.8611111111,10.9407777778,16.6937777778,24.9078888889,14.8204444444,21.0412222222,9.38722222221
544.49,13.486,23.1885555556,17.8295555556,21.6242222222,14.8555555555,10.9213333333,16.7048888889,24.8653333334,14.8021111111,21.0498888889,9.37677777778
544.84,13.5097777778,23.2087777778,17.8454444445,21.6367777778,14.8706666667,10.9244444444,16.6966666667,24.8936666667,14.8178888889,21.0651111111,9.41333333333
545.18,13.5654444444,23.2535555556,17.8981111111,21.6707777778,14.9132222222,10.9858888889,16.7302222222,24.916,14.86,21.0993333333,9.46533333335
545.52,13.5585555556,23.2417777778,17.8707777778,21.6722222222,14.941,11.0051111111,16.7036666667,24.8803333333,14.8523333334,21.0875555556,9.47566666666
545.87,13.582,23.2872222222,17.9087777778,21.6934444445,14.965,11.0425555555,16.7286666667,24.9008888889,14.8762222222,21.1385555556,9.52377777779
546.21,13.5794444444,23.2887777778,17.8847777778,21.7118888889,14.9584444444,11.04,16.6932222222,24.8785555555,14.8501111111,21.1146666667,9.54144444446
546.55,13.6516666666,23.3604444444,17.9557777778,21.7706666667,15.0407777778,11.14,16.7495555556,24.937,14.9221111111,21.2043333334,9.64044444443
546.90,13.652,23.3601111111,17.9523333333,21.7904444445,15.0696666667,11.1383333333,16.7602222222,24.9276666667,14.912,21.2208888889,9.66755555556
547.24,13.6895555555,23.3786666667,17.9642222222,21.8526666667,15.11,11.1737777778,16.7836666667,24.9563333333,14.9443333333,21.2693333333,9.70077777779
547.58,13.6937777778,23.351,17.9717777778,21.8527777778,15.1207777778,11.1713333333,16.7694444445,24.9442222222,14.9331111111,21.2783333333,9.68733333333
547.92,13.7272222222,23.3378888889,17.9686666667,21.8818888889,15.1612222222,11.2091111111,16.7778888889,24.9641111111,14.9483333333,21.2902222222,9.70555555558
548.27,13.8168888889,23.4462222222,18.0231111111,21.9542222222,15.2211111111,11.3072222222,16.8333333333,25.0131111111,14.9894444444,21.33,9.79877777777
548.61,13.8351111111,23.4534444445,18.0058888889,21.9637777778,15.2237777778,11.3274444444,16.8373333333,24.9592222222,14.9583333333,21.3663333334,9.80266666664
548.95,13.8433333333,23.4475555556,18.0138888889,21.9692222222,15.246,11.3335555556,16.8051111111,24.9464444444,14.9523333333,21.4118888889,9.8178888889
549.29,13.8538888889,23.4596666667,18.0058888889,22.014,15.2236666667,11.3296666667,16.8035555556,24.9187777778,14.9254444444,21.4565555556,9.81277777778
549.64,13.8514444444,23.478,17.9981111111,22.0422222222,15.2354444444,11.3491111111,16.809,24.9067777778,14.9116666667,21.4705555556,9.82233333332
549.98,13.8616666667,23.4876666667,18.0194444444,21.9948888889,15.2311111111,11.3388888889,16.8337777778,24.9402222222,14.9096666667,21.4826666667,9.8037777778
550.32,13.7692222222,23.3847777778,17.9087777778,21.893,15.0828888889,11.22,16.7034444444,24.8131111111,14.7577777778,21.3754444445,9.68022222221
550.66,13.8052222222,23.3893333333,17.8957777778,21.8957777778,15.0424444444,11.2403333333,16.6934444445,24.8581111111,14.7647777778,21.3757777778,9.69444444444
551.01,13.8098888889,23.3838888889,17.8972222222,21.863,14.998,11.2337777778,16.6775555556,24.8515555556,14.762,21.3713333333,9.7038888889
551.35,13.8257777778,23.3764444444,17.8933333333,21.8578888889,14.9991111111,11.2497777778,16.6991111111,24.8483333333,14.7693333333,21.3688888889,9.73011111111
551.69,13.8338888889,23.3913333333,17.8976666667,21.8791111111,14.9957777778,11.2584444444,16.6935555555,24.856,14.7612222222,21.3833333333,9.75688888889
552.03,13.7533333333,23.3086666667,17.8408888889,21.85,14.9076666667,11.1427777778,16.5997777778,24.8361111111,14.6963333333,21.3454444445,9.69288888891
552.38,13.7696666667,23.3416666667,17.8725555556,21.8441111111,14.9112222222,11.1483333333,16.6093333333,24.8344444445,14.7273333333,21.3807777778,9.71733333332
552.72,13.729,23.3494444444,17.8417777778,21.8192222222,14.8484444444,11.1285555555,16.6292222222,24.7976666667,14.7087777778,21.3688888889,9.684
553.06,13.7343333333,23.3967777778,17.8606666667,21.8114444444,14.8552222222,11.1248888889,16.6418888889,24.8001111111,14.73,21.3653333333,9.71255555554
553.40,13.7514444445,23.3758888889,17.8891111111,21.805,14.8176666666,11.1518888889,16.6356666667,24.8196666667,14.7246666667,21.3806666667,9.75377777779
553.74,13.8015555555,23.4377777778,17.9196666667,21.8854444444,14.8678888889,11.2194444444,16.6783333333,24.8091111111,14.761,21.4505555556,9.81977777776
554.09,13.878,23.4982222222,17.988,21.9745555555,14.9441111111,11.2994444445,16.7625555556,24.8701111111,14.8487777778,21.5254444444,9.92444444447
554.43,13.8315555556,23.4924444444,17.9645555556,21.9626666667,14.8966666667,11.2582222222,16.7204444445,24.7834444445,14.7802222222,21.4676666666,9.87266666668
554.77,13.8162222222,23.5011111111,17.9811111111,21.9541111111,14.8914444444,11.2708888889,16.7405555556,24.772,14.7744444444,21.447,9.87111111111
555.11,13.7971111111,23.5388888889,17.9821111111,22.0504444444,14.8926666667,11.2698888889,16.7525555556,24.7714444444,14.7631111111,21.4653333333,9.89655555554
555.45,13.7517777778,23.5092222222,17.9491111111,21.9886666667,14.8623333333,11.1892222222,16.7081111111,24.708,14.7098888889,21.442,9.84688888889
555.80,13.7725555555,23.5142222222,17.9662222222,21.9954444445,14.8888888889,11.2484444445,16.7151111111,24.6705555555,14.7284444444,21.4652222222,9.88066666667
556.14,13.7635555555,23.5061111111,17.9774444445,22.055,14.9017777778,11.2635555555,16.7631111111,24.7178888889,14.7595555556,21.4922222222,9.90755555556
556.48,13.7867777778,23.4952222222,17.975,22.0454444444,14.9126666667,11.2448888889,16.7291111111,24.7551111111,14.7161111111,21.4375555556,9.90766666667
556.82,13.782,23.4542222222,17.9671111111,22.0473333334,14.919,11.2677777778,16.7328888889,24.7603333333,14.6826666667,21.4368888889,9.90955555556
557.16,13.7692222222,23.4362222222,17.8973333333,22.0493333333,14.8993333334,11.2055555556,16.7172222222,24.7191111111,14.6552222222,21.3812222222,9.83733333334
557.50,13.7467777778,23.3546666667,17.8516666667,21.9997777778,14.86,11.1314444444,16.6661111111,24.6828888889,14.6117777778,21.2848888889,9.78766666667
557.85,13.7171111111,23.3195555556,17.7941111111,21.9454444444,14.7894444444,11.1111111111,16.6185555555,24.6315555556,14.586,21.2488888889,9.74200000001
558.19,13.7163333333,23.2903333334,17.8168888889,21.9268888889,14.8018888889,11.1061111111,16.6135555555,24.5897777778,14.645,21.2882222222,9.76944444443
558.53,13.6956666667,23.2518888889,17.7776666667,21.9254444444,14.7652222222,11.103,16.5804444444,24.5553333333,14.6016666667,21.2714444444,9.75111111111
558.87,13.7084444444,23.2277777778,17.7874444444,21.8821111111,14.7014444444,11.1036666667,16.5595555556,24.5501111111,14.5888888889,21.2365555556,9.72888888889
559.21,13.7005555556,23.1895555556,17.8014444445,21.9305555556,14.6983333333,11.1425555556,16.5788888889,24.5402222222,14.5861111111,21.2172222222,9.77688888888
559.55,13.7203333333,23.2186666667,17.838,21.9811111111,14.7468888889,11.195,16.6411111111,24.5578888889,14.6454444444,21.2462222222,9.85322222222
559.89,13.6778888889,23.2076666667,17.8062222222,21.9491111111,14.6673333333,11.1705555555,16.5961111111,24.5018888889,14.603,21.168,9.79177777778
560.23,13.6848888889,23.241,17.8468888889,21.9904444444,14.6938888889,11.2491111111,16.62,24.4494444445,14.6775555555,21.2145555555,9.866
560.58,13.6393333333,23.2467777778,17.8604444444,21.9791111111,14.6554444444,11.2336666666,16.587,24.4067777778,14.6757777778,21.1881111111,9.8461111111
560.92,13.5741111111,23.1626666667,17.8192222222,21.9065555555,14.5948888889,11.2146666667,16.5191111111,24.3303333333,14.6245555556,21.1342222222,9.852
561.26,13.5526666667,23.1694444444,17.8394444445,21.8934444445,14.5543333333,11.2585555555,16.4743333333,24.3237777778,14.6378888889,21.1415555555,9.83533333333
561.60,13.4938888889,23.1367777778,17.8236666667,21.8483333333,14.527,11.2178888889,16.4244444444,24.2957777778,14.5808888889,21.091,9.78066666666
561.94,13.542,23.2195555556,17.9061111111,21.9395555555,14.573,11.3583333333,16.5091111111,24.3798888889,14.6442222222,21.1161111111,9.86422222224
562.28,13.5515555556,23.2634444445,17.912,21.9504444444,14.6168888889,11.3961111111,16.515,24.4316666667,14.674,21.143,9.90633333336
562.62,13.5041111111,23.2036666667,17.891,21.8715555556,14.5927777778,11.3555555556,16.4522222222,24.339,14.6401111111,21.0878888889,9.86877777778
562.96,13.5422222222,23.2504444444,17.9232222222,21.8838888889,14.6407777778,11.4303333333,16.4814444445,24.3486666667,14.7076666666,21.1086666667,9.90888888889
563.30,13.554,23.2268888889,17.9062222222,21.8528888889,14.5753333333,11.3922222222,16.4657777778,24.3376666667,14.662,21.0642222222,9.84444444447
563.64,13.5484444444,23.1374444444,17.8851111111,21.8267777778,14.5824444445,11.421,16.4387777778,24.3048888889,14.6165555555,21.0581111111,9.84411111111
563.99,13.5136666667,23.084,17.8614444444,21.8007777778,14.5282222222,11.3873333333,16.426,24.359,14.588,21.0285555555,9.81455555554
564.33,13.5516666667,23.1027777778,17.8524444444,21.8107777778,14.5096666667,11.4451111111,16.4291111111,24.3608888889,14.5855555556,21.0282222222,9.82577777776
564.67,13.6152222222,23.1935555555,17.932,21.8707777778,14.5492222222,11.5296666667,16.4706666667,24.4193333333,14.6481111111,21.0786666667,9.8451111111
565.01,13.6271111111,23.1645555555,17.918,21.8845555556,14.5254444444,11.5352222222,16.4912222222,24.4253333333,14.6597777778,21.0815555555,9.87
565.35,13.6772222222,23.1882222222,17.9786666667,21.9693333333,14.5666666667,11.5968888889,16.5632222222,24.4483333333,14.7293333333,21.119,9.95133333331
565.69,13.6316666667,23.1302222222,17.8862222222,21.9445555555,14.515,11.5174444445,16.495,24.4005555555,14.644,21.0663333333,9.87466666667
566.03,13.5808888889,23.0818888889,17.8737777778,21.9184444444,14.4546666667,11.4687777778,16.4567777778,24.3228888889,14.6005555556,21.0023333333,9.84255555554
566.37,13.6231111111,23.1735555555,17.9265555556,22.0476666667,14.5178888889,11.5743333333,16.5037777778,24.3915555556,14.6608888889,21.0963333333,9.94488888887
566.71,13.6078888889,23.1667777778,17.9401111111,22.062,14.4747777778,11.5488888889,16.4823333333,24.4138888889,14.6473333333,21.1092222222,9.94122222221
567.05,13.5908888889,23.1752222222,17.9385555556,22.0846666667,14.481,11.5698888889,16.4426666667,24.3967777778,14.6586666667,21.1434444444,9.96033333333
567.39,13.5968888889,23.2287777778,17.9267777778,22.1161111111,14.4514444444,11.5555555555,16.4462222222,24.3823333333,14.6598888889,21.1282222222,9.9538888889
567.73,13.5653333333,23.2022222222,17.8356666666,22.0934444444,14.4181111111,11.5406666667,16.3986666667,24.2596666666,14.5876666667,21.0985555555,9.92
568.07,13.5078888889,23.1262222222,17.7905555556,22.0204444444,14.3704444444,11.4786666667,16.37,24.1953333333,14.5494444444,21.0347777778,9.90755555553
568.41,13.4831111111,23.1191111111,17.7411111111,21.9895555556,14.3357777778,11.4402222222,16.3396666667,24.1337777778,14.5181111111,21.0254444444,9.9112222222
568.75,13.4338888889,23.097,17.6845555556,21.9633333333,14.2983333333,11.4207777778,16.2893333333,24.0397777778,14.4542222222,20.9806666667,9.87433333332
569.09,13.4087777778,23.1021111111,17.6498888889,21.8964444445,14.2434444444,11.3886666667,16.2445555556,23.9905555556,14.4038888889,20.9287777778,9.8488888889
569.43,13.3868888889,23.0886666667,17.6418888889,21.8542222222,14.22,11.3627777778,16.2608888889,23.9608888889,14.3865555555,20.9063333333,9.86877777779
569.77,13.3731111111,23.0607777778,17.6245555556,21.8188888889,14.1613333333,11.3463333333,16.1974444444,23.9131111111,14.386,20.8833333333,9.84433333333
570.11,13.314,23.0062222222,17.5683333333,21.7144444444,14.0867777778,11.266,16.144,23.8491111111,14.3285555556,20.7871111111,9.75111111111
570.45,13.3051111111,22.9984444444,17.5206666667,21.6772222222,14.0304444445,11.263,16.0896666667,23.7887777778,14.2954444444,20.7384444444,9.72588888887
570.79,13.2834444445,22.9987777778,17.5326666667,21.6761111111,13.9938888889,11.2781111111,16.104,23.7925555555,14.2815555555,20.7056666667,9.71055555557
