wavelength,Back_SpoHycm,Belly_SpoHycm,Breast_SpoHycm,Crissum_SpoHycm,Crown_SpoHycm,DorTail_SpoHycm,Patch10_SpoHycm,Rump_SpoHycm,Throat_SpoHycm,WingTip_SpoHycm
547.24,18.2586666667,12.5235,7.50933333334,12.1324166667,26.429,9.30866666665,36.217,13.2421666667,9.935,11.7493333334
547.58,18.2943333334,12.5773333334,7.52783333333,12.18825,26.4961666667,9.37316666665,36.2585,13.2886666667,9.99575,11.7823333333
547.92,18.3718333334,12.6305,7.5245,12.2625,26.5958333334,9.41816666665,36.3885,13.3643333333,10.107,11.8316666667
548.27,18.4598333333,12.715,7.54066666667,12.30525,26.6433333333,9.47666666665,36.4155,13.4305,10.192,11.8893333333
548.61,18.414,12.6956666667,7.51983333333,12.2800833333,26.6186666667,9.47883333335,36.412,13.4093333334,10.22125,11.8538333333
548.95,18.4685,12.7273333333,7.54266666666,12.3445833333,26.6818333333,9.49233333335,36.5138333334,13.4446666667,10.2,11.9183333333
549.29,18.498,12.7816666667,7.62383333333,12.42625,26.6986666666,9.53466666665,36.5355,13.5201666666,10.24275,11.9485
549.64,18.5621666667,12.8331666667,7.65733333333,12.5185,26.8286666667,9.55683333335,36.6673333334,13.5663333334,10.27125,11.989
549.98,18.5653333334,12.8515,7.66933333334,12.5316666667,26.8898333333,9.55883333335,36.768,13.5681666667,10.2585,12.0465
550.32,18.571,12.9356666667,7.73616666666,12.5963333333,26.9005,9.60783333335,36.7933333333,13.6003333333,10.2755,12.0783333333
550.66,18.6418333334,13.06,7.82866666666,12.65275,26.9741666667,9.70866666665,36.8641666667,13.6526666667,10.38625,12.108
551.01,18.6845,13.1353333333,7.93966666666,12.7461666666,27.0511666667,9.776,36.9756666667,13.7116666667,10.5155,12.1686666667
551.35,18.7091666666,13.1626666667,8.03283333334,12.7728333334,27.0398333333,9.76966666665,36.9946666667,13.7278333334,10.50425,12.212
551.69,18.6981666667,13.1776666667,8.09433333334,12.833,27.0166666667,9.78633333335,36.9896666666,13.7461666666,10.53325,12.2315
552.03,18.6946666667,13.1751666667,8.184,12.9071666666,27.0168333334,9.781,36.9916666667,13.7475,10.56675,12.2693333333
552.38,18.7955,13.2655,8.28716666666,12.9685,27.1466666666,9.7595,37.1066666666,13.824,10.576,12.3178333333
552.72,18.8371666667,13.2915,8.38033333334,13.03275,27.2146666666,9.86166666665,37.149,13.9,10.66875,12.3675
553.06,18.8131666667,13.3028333333,8.41816666667,12.9825,27.2273333333,9.81683333335,37.1568333333,13.8683333333,10.73125,12.3671666667
553.40,18.7776666666,13.2788333333,8.39716666667,12.8868333333,27.161,9.78866666665,37.1326666666,13.8471666667,10.7445,12.324
553.74,18.7428333333,13.2731666667,8.4335,12.9071666666,27.1401666666,9.795,37.0965,13.887,10.81125,12.2848333334
554.09,18.7815,13.3175,8.46433333333,12.9646666667,27.194,9.7775,37.1431666667,13.9008333333,10.90875,12.2918333333
554.43,18.7221666667,13.2845,8.39016666666,12.9321666666,27.1841666667,9.70416666665,37.115,13.8828333333,10.83475,12.2461666667
554.77,18.7306666666,13.2903333333,8.36116666666,12.9178333333,27.2293333333,9.709,37.093,13.903,10.817,12.2341666667
555.11,18.7155,13.3085,8.3565,12.9986666666,27.2638333334,9.7285,37.1185,13.9571666667,10.93375,12.2308333333
555.45,18.7375,13.4068333334,8.40166666667,13.0244166667,27.3415,9.75666666665,37.1691666666,13.9981666667,11.007,12.2685
555.80,18.6933333334,13.4233333334,8.40433333333,13.0320833333,27.3506666666,9.737,37.2095,13.9826666667,10.98675,12.2323333333
556.14,18.6948333334,13.4766666667,8.45383333333,13.0640833334,27.3463333333,9.77866666665,37.2181666666,14.0076666667,11.013,12.279
556.48,18.6885,13.5045,8.4675,13.1224166667,27.2776666666,9.79216666665,37.145,13.9516666667,11.01625,12.2935
556.82,18.7056666666,13.5413333333,8.4215,13.203,27.3261666667,9.85433333335,37.1861666666,13.984,11.04425,12.3266666667
557.16,18.7343333334,13.6055,8.50433333334,13.31975,27.386,9.88766666665,37.223,14.023,11.1065,12.3961666667
557.50,18.757,13.6288333334,8.4645,13.318,27.3896666667,9.8415,37.1848333333,13.9621666667,11.05325,12.371
557.85,18.7415,13.6066666667,8.46733333333,13.2834166666,27.3263333334,9.85483333335,37.1111666666,13.9941666667,11.042,12.435
558.19,18.7621666667,13.6145,8.48616666666,13.3050833333,27.3271666667,9.84533333335,37.1058333334,14.0091666667,11.0845,12.4876666667
558.53,18.7528333333,13.6711666667,8.5525,13.37175,27.267,9.83166666665,37.1166666667,14.0168333334,11.09975,12.4993333333
558.87,18.793,13.7023333333,8.59033333333,13.3618333334,27.2421666667,9.85583333335,37.1151666667,13.9895,11.1045,12.5563333333
559.21,18.816,13.652,8.57733333333,13.3965,27.2033333333,9.81933333335,37.1125,13.9773333333,11.0085,12.5316666667
559.55,18.8471666667,13.6928333333,8.606,13.3824166667,27.2515,9.79383333335,37.174,13.9971666667,11.06125,12.5586666667
559.89,18.8075,13.6748333333,8.5135,13.378,27.204,9.78816666665,37.1295,13.9625,11.0575,12.4996666667
560.23,18.795,13.7126666666,8.522,13.3368333334,27.2451666667,9.73083333335,37.1861666666,13.9873333333,11.074,12.469
560.58,18.8063333334,13.6943333333,8.61233333334,13.3329166667,27.2201666666,9.731,37.1738333334,13.9796666667,11.03375,12.4538333333
560.92,18.815,13.7245,8.58166666667,13.3558333333,27.2173333333,9.74616666665,37.1723333333,13.9883333333,11.06475,12.4513333333
561.26,18.8793333334,13.7625,8.648,13.462,27.2136666666,9.803,37.2365,14.0446666667,11.13675,12.522
561.60,18.9488333333,13.8206666667,8.71966666666,13.52775,27.3125,9.83733333335,37.331,14.0711666667,11.151,12.5425
561.94,18.9231666666,13.8206666667,8.73383333333,13.465,27.3065,9.822,37.3555,14.0625,11.07425,12.5131666667
562.28,18.9136666667,13.8323333333,8.7635,13.4736666667,27.3841666666,9.82366666665,37.4101666667,14.1145,11.12475,12.534
562.62,18.9141666667,13.8456666667,8.77266666666,13.482,27.417,9.7625,37.3988333333,14.1113333333,11.11175,12.4771666666
562.96,18.9198333333,13.8573333333,8.82516666666,13.4985833334,27.4416666667,9.78533333335,37.4091666666,14.1088333334,11.21725,12.53
563.30,18.9838333333,13.8741666667,8.89183333334,13.5733333333,27.466,9.86016666665,37.4203333334,14.1988333333,11.30575,12.603
563.64,19.0318333334,13.937,8.97,13.6663333333,27.5071666667,9.91533333335,37.4501666666,14.241,11.466,12.6293333333
563.99,18.9935,13.8965,8.90233333334,13.6315,27.4523333333,9.92166666665,37.395,14.183,11.42475,12.5853333334
564.33,19.0326666667,13.989,8.90183333334,13.72,27.5005,9.97916666665,37.4188333334,14.2588333333,11.53475,12.6448333333
564.67,19.0413333333,14.0128333334,8.998,13.8088333333,27.5023333334,10.0278333333,37.4105,14.3253333333,11.5435,12.6873333333
565.01,18.9816666666,14.0291666667,9.0295,13.7948333333,27.4743333334,10.0375,37.3695,14.3271666667,11.53425,12.6461666667
565.35,18.8658333334,13.9195,8.924,13.74725,27.3523333333,9.96,37.2558333333,14.2403333333,11.4865,12.538
565.69,18.8783333333,13.9368333333,8.905,13.8626666667,27.3758333334,9.97966666665,37.2701666667,14.278,11.56875,12.5448333333
566.03,18.8713333333,13.8791666667,8.87666666666,13.8646666666,27.3268333333,9.94583333335,37.2085,14.24,11.5595,12.5731666667
566.37,18.8605,13.9055,8.81283333333,13.921,27.3328333333,9.98066666665,37.2205,14.2546666666,11.55825,12.5975
566.71,18.8561666666,13.8785,8.81066666666,13.8986666666,27.3433333333,9.97116666665,37.2023333333,14.2476666666,11.458,12.5506666667
567.05,18.8,13.8736666666,8.76516666666,13.8540833333,27.2723333333,9.92216666665,37.0996666667,14.1668333333,11.39275,12.4566666667
567.39,18.7871666667,13.828,8.7585,13.79975,27.2408333334,9.851,37.0801666667,14.1406666667,11.33675,12.4416666667
567.73,18.8136666667,13.8908333333,8.83266666667,13.8936666667,27.2531666666,9.89,37.1071666667,14.1908333333,11.41275,12.4998333333
568.07,18.809,13.8665,8.84466666666,13.8985833334,27.2376666667,9.8365,37.1338333333,14.172,11.391,12.4565
568.41,18.7936666667,13.858,8.85016666667,13.8576666667,27.242,9.74066666665,37.13,14.1153333333,11.41775,12.3713333333
568.75,18.88,13.9495,8.87866666667,13.9195833333,27.3055,9.76933333335,37.2036666667,14.1696666667,11.53125,12.4421666667
569.09,18.9605,14.065,8.9345,13.9723333334,27.4236666666,9.839,37.3093333333,14.2538333333,11.631,12.502
569.43,18.955,14.0746666667,9.00666666666,13.9869166666,27.3656666667,9.8575,37.2755,14.261,11.69625,12.5313333333
569.77,19.0143333333,14.2216666667,9.07383333333,14.051,27.427,9.91616666665,37.2933333333,14.315,11.76525,12.5271666667
570.11,19.0578333334,14.2468333333,9.14616666666,14.0579166666,27.4218333333,9.919,37.314,14.3455,11.8485,12.5353333333
570.45,19.0153333334,14.3003333333,9.1465,14.12275,27.4031666667,9.87566666665,37.2736666667,14.3876666667,11.95425,12.5495
570.79,18.993,14.319,9.17416666667,14.1823333333,27.4026666667,9.90533333335,37.307,14.4275,11.99275,12.6178333333
571.13,19.0045,14.3826666666,9.25016666667,14.2819166666,27.4546666667,9.97383333335,37.338,14.5033333333,12.0295,12.6916666667
571.47,19.009,14.3743333334,9.27083333334,14.30425,27.478,9.96816666665,37.3373333333,14.546,12.06475,12.6825
571.81,19.0556666667,14.3846666667,9.32283333333,14.34175,27.4631666666,10.0215,37.3123333333,14.568,12.10425,12.7351666667
572.15,19.1356666666,14.4768333333,9.39933333334,14.43075,27.5313333333,10.1186666667,37.4211666666,14.6456666667,12.1915,12.8363333333
572.49,19.0638333334,14.4105,9.4035,14.41425,27.5001666667,10.1165,37.387,14.6345,12.17425,12.7983333333
572.83,19.0503333333,14.4141666667,9.47783333333,14.4589166667,27.492,10.1113333334,37.3803333334,14.6486666667,12.2405,12.8575
573.17,19.1236666667,14.484,9.56833333333,14.5348333334,27.5186666666,10.1236666666,37.4435,14.691,12.28675,12.89
573.51,19.0841666667,14.4465,9.64133333333,14.57475,27.4673333333,10.076,37.421,14.6926666667,12.32725,12.9066666667
573.85,19.0568333333,14.4673333333,9.68333333333,14.6885,27.4863333334,10.1068333334,37.4441666666,14.738,12.36975,12.9325
574.19,19.0581666666,14.4416666667,9.7285,14.70975,27.4641666667,10.1393333333,37.4351666666,14.7431666667,12.383,12.9611666667
574.53,19.061,14.4543333333,9.7265,14.704,27.4701666667,10.1338333334,37.4435,14.7271666667,12.41825,12.987
574.87,19.0285,14.4511666667,9.694,14.7165833334,27.4096666667,10.1118333333,37.402,14.6728333333,12.44425,12.9601666667
575.21,19.0276666666,14.4743333333,9.7565,14.7215,27.4156666667,10.1011666667,37.3991666667,14.6636666667,12.4665,12.9765
575.55,18.9376666666,14.4743333333,9.72833333334,14.7179166666,27.3636666666,10.0355,37.3783333333,14.659,12.498,12.9393333333
575.89,18.8865,14.4046666667,9.71916666667,14.6809166667,27.2393333334,10.0008333334,37.241,14.6153333333,12.4455,12.9186666667
576.22,18.9163333333,14.4495,9.77033333333,14.7055833333,27.2736666667,9.97883333335,37.2168333333,14.623,12.4545,12.9531666666
576.56,18.9188333334,14.48,9.78316666667,14.7455833333,27.267,9.956,37.2293333333,14.6123333333,12.467,12.9088333333
576.90,18.8468333333,14.4076666667,9.71983333333,14.75,27.231,9.92466666665,37.1876666667,14.5608333333,12.4665,12.8656666667
577.24,18.8606666666,14.3971666667,9.66033333334,14.74225,27.2013333334,9.91333333335,37.1685,14.5446666667,12.427,12.8628333333
577.58,18.8571666667,14.4186666667,9.63433333334,14.68625,27.1941666667,9.86783333335,37.1385,14.5228333334,12.46125,12.8613333334
577.92,18.8773333334,14.4941666667,9.60183333333,14.6994166667,27.195,9.855,37.195,14.5188333333,12.51275,12.8538333333
578.26,18.9473333334,14.5416666667,9.67033333333,14.7996666667,27.213,9.84033333335,37.2056666667,14.56,12.5845,12.8341666667
578.60,18.9795,14.5538333333,9.68666666667,14.7761666666,27.2023333333,9.82266666665,37.195,14.5881666667,12.60925,12.8478333333
578.94,19.0628333333,14.628,9.6715,14.8745833333,27.2363333333,9.843,37.2471666667,14.6448333333,12.716,12.921
579.28,19.1246666667,14.6885,9.72583333334,14.92825,27.2478333334,9.8635,37.1856666667,14.658,12.74275,12.953
579.61,19.1506666667,14.7638333333,9.691,14.9645833333,27.3596666666,9.84933333335,37.2691666667,14.6725,12.79825,12.9591666666
579.95,19.1163333333,14.7703333333,9.68016666666,14.98625,27.3348333333,9.913,37.325,14.731,12.905,13.0091666667
580.29,19.1138333334,14.7675,9.7095,15.0150833333,27.318,9.9765,37.3001666667,14.795,12.92375,13.0675
580.63,19.1358333333,14.8586666667,9.7015,15.04225,27.4106666667,9.992,37.3005,14.8866666667,12.914,13.0923333334
580.97,19.131,14.8981666667,9.781,15.1895833334,27.481,10.099,37.3315,14.972,13.013,13.1295
581.31,19.0876666667,14.8806666667,9.76283333333,15.1340833333,27.4395,10.0666666667,37.2708333333,14.9553333333,12.94975,13.149
581.65,19.0966666667,14.9011666666,9.8675,15.1764166666,27.492,10.1391666666,37.331,15.0633333333,13.015,13.1968333333
581.98,19.1016666667,14.9298333333,9.96066666667,15.214,27.5206666667,10.2648333334,37.4213333333,15.1485,13.0375,13.236
582.32,19.1426666667,15.0428333333,10.04,15.3009166667,27.5663333334,10.3363333334,37.4936666667,15.2305,13.162,13.2788333334
582.66,19.098,15.091,10.1013333333,15.2654166667,27.554,10.3858333333,37.5028333333,15.2311666667,13.15825,13.2395
583.00,19.0831666667,15.098,10.1153333333,15.2889166666,27.6148333333,10.4446666667,37.568,15.2563333333,13.16425,13.307
583.34,19.0616666666,15.0866666667,10.107,15.2903333334,27.542,10.4731666667,37.516,15.3065,13.15025,13.2546666667
583.68,19.2051666667,15.1928333333,10.2218333333,15.4280833333,27.6221666667,10.5576666667,37.5605,15.4041666667,13.1985,13.2816666667
584.01,19.2025,15.1983333333,10.1841666667,15.4465,27.6055,10.5241666667,37.5456666667,15.385,13.2115,13.2705
584.35,19.2218333333,15.2708333333,10.2816666667,15.5035,27.6165,10.5826666667,37.575,15.3991666667,13.304,13.3488333334
584.69,19.153,15.2191666667,10.1986666667,15.3525,27.5025,10.497,37.5163333333,15.352,13.2175,13.2516666666
585.03,19.1771666666,15.244,10.2226666667,15.418,27.5231666666,10.5005,37.5691666667,15.3435,13.2405,13.1991666667
585.37,19.2883333333,15.2896666667,10.3258333333,15.4505,27.5003333333,10.4966666667,37.5503333333,15.3393333334,13.27725,13.2755
585.70,19.3181666667,15.3761666667,10.289,15.4029166667,27.504,10.4461666667,37.4811666666,15.3173333333,13.25625,13.2931666667
586.04,19.262,15.3156666667,10.236,15.44175,27.4711666666,10.3768333333,37.4218333334,15.298,13.1125,13.2091666667
586.38,19.2645,15.2933333333,10.2471666667,15.5250833334,27.469,10.3301666667,37.381,15.2783333334,13.10425,13.2008333334
586.72,19.324,15.2996666667,10.259,15.5578333334,27.4588333334,10.3793333334,37.4291666667,15.2713333333,13.19025,13.1786666667
587.06,19.2945,15.3461666666,10.3135,15.6209166667,27.4693333334,10.3825,37.4138333333,15.2508333334,13.25325,13.2153333333
587.39,19.2265,15.3373333333,10.2558333333,15.658,27.3851666667,10.2773333334,37.3235,15.1868333334,13.2115,13.1773333333
587.73,19.2305,15.3531666666,10.2596666667,15.6418333334,27.3556666666,10.2466666667,37.3236666666,15.1836666666,13.197,13.14
588.07,19.241,15.3383333333,10.3318333333,15.6658333334,27.3648333333,10.2368333333,37.3023333333,15.2286666666,13.2655,13.143
588.41,19.2983333334,15.444,10.4453333333,15.7756666667,27.3875,10.2408333334,37.3493333334,15.2143333333,13.345,13.2286666667
588.74,19.3705,15.4775,10.6145,15.86875,27.3725,10.2918333334,37.3866666667,15.2728333333,13.465,13.317
589.08,19.3026666666,15.4821666666,10.58,15.9844166667,27.3861666666,10.324,37.3583333334,15.2775,13.51775,13.2516666666
589.42,19.3356666667,15.4748333334,10.5785,16.1209166667,27.4216666666,10.3365,37.4571666667,15.361,13.627,13.2781666667
589.76,19.4483333333,15.611,10.7278333334,16.2115833333,27.5755,10.4866666666,37.5915,15.4616666667,13.7855,13.4151666667
590.09,19.4478333333,15.602,10.7098333333,16.2579166667,27.5551666666,10.5023333333,37.6275,15.537,13.8555,13.4615
590.43,19.4356666667,15.6136666667,10.7711666667,16.3125,27.547,10.4663333334,37.6275,15.5925,13.917,13.5141666666
590.77,19.4748333333,15.6613333334,10.8016666667,16.3149166666,27.5845,10.3983333333,37.6936666667,15.6686666666,13.94675,13.5046666667
591.11,19.4716666667,15.6041666667,10.793,16.263,27.5966666667,10.4273333333,37.682,15.6481666666,13.95625,13.5123333333
591.44,19.4198333333,15.6165,10.8878333333,16.3259166667,27.6608333333,10.4261666667,37.6731666666,15.6815,14.0175,13.5096666667
591.78,19.4186666667,15.6043333333,10.8595,16.2713333334,27.6381666667,10.4651666666,37.6858333334,15.6558333333,14.064,13.477
592.12,19.3896666667,15.6133333333,10.825,16.2895833333,27.6815,10.4993333333,37.716,15.6966666667,14.131,13.4446666667
592.46,19.4066666667,15.6673333334,10.8058333333,16.3375833334,27.7596666667,10.558,37.7595,15.7875,14.13875,13.5043333334
592.79,19.4216666666,15.7273333333,10.8436666666,16.2570833333,27.7776666667,10.529,37.7641666666,15.8211666667,14.19625,13.5413333333
593.13,19.3783333333,15.6821666666,10.856,16.2485,27.8031666667,10.483,37.7215,15.8253333334,14.1955,13.5748333333
593.47,19.2803333333,15.6106666666,10.8528333333,16.2749166667,27.683,10.4061666666,37.6275,15.7428333333,14.265,13.5503333334
593.80,19.3115,15.6691666666,10.9725,16.3700833333,27.7588333333,10.4855,37.699,15.774,14.31475,13.6058333333
594.14,19.2531666667,15.701,10.9516666667,16.4241666667,27.7826666666,10.4311666667,37.6731666667,15.738,14.27725,13.5678333333
594.48,19.2096666667,15.681,10.89,16.46575,27.7465,10.5013333334,37.6558333334,15.6795,14.30375,13.611
594.81,19.2011666666,15.7215,10.9613333333,16.56175,27.7595,10.4976666666,37.7418333333,15.7658333333,14.4075,13.6216666667
595.15,19.3131666667,15.7745,10.9506666667,16.6406666666,27.7445,10.5493333334,37.843,15.7573333334,14.5425,13.6738333334
595.49,19.3218333333,15.8075,10.9868333334,16.7359166666,27.7765,10.5211666667,37.872,15.781,14.55875,13.7316666666
595.82,19.3583333333,15.8153333333,11.0065,16.7746666666,27.7845,10.497,37.8553333334,15.7791666666,14.57875,13.7483333334
596.16,19.3188333333,15.771,10.9425,16.71225,27.7643333333,10.4396666666,37.8381666666,15.7061666667,14.541,13.6973333333
596.50,19.2581666666,15.7153333333,10.8658333334,16.7096666667,27.7228333333,10.4043333333,37.8138333333,15.68,14.46775,13.637
596.83,19.2476666667,15.7731666667,10.8788333334,16.7444166667,27.7106666667,10.3603333333,37.8516666667,15.636,14.4485,13.6016666667
597.17,19.2251666667,15.7553333334,10.8378333334,16.7019166666,27.7083333334,10.2785,37.8533333334,15.5825,14.37075,13.5318333334
597.51,19.2083333333,15.7915,10.7701666667,16.5866666667,27.6421666666,10.2206666667,37.7981666666,15.5543333334,14.35475,13.4368333333
597.84,19.2865,15.8175,10.829,16.5560833334,27.7136666666,10.2163333334,37.9323333333,15.6555,14.41125,13.4736666667
598.18,19.3901666666,15.9066666667,10.9541666666,16.6373333333,27.8516666667,10.2728333334,38.0195,15.7903333334,14.49425,13.569
598.52,19.4005,15.9433333334,10.9763333333,16.6741666667,27.8698333334,10.2731666666,38.0365,15.7773333334,14.442,13.6068333334
598.85,19.3506666666,15.9966666667,11.0513333334,16.6701666666,27.886,10.2713333334,37.981,15.8506666667,14.409,13.6408333334
599.19,19.3761666667,16.0833333333,11.1101666666,16.7465,27.8885,10.2663333334,38.0071666667,15.8871666666,14.42025,13.689
599.53,19.3825,16.1511666666,11.1093333333,16.7635833333,27.929,10.2886666667,38.0646666667,15.9303333333,14.42875,13.7185
599.86,19.4618333334,16.2438333333,11.2238333334,16.88825,28.0041666667,10.353,38.1468333334,16.0555,14.51125,13.8038333333
600.20,19.587,16.3928333334,11.3968333333,17.0973333334,28.096,10.5018333333,38.2645,16.1775,14.704,13.9281666667
600.53,19.6318333334,16.4436666666,11.5201666666,17.16825,28.1176666667,10.6226666666,38.2865,16.2466666667,14.809,14.0015
600.87,19.6883333334,16.5375,11.5941666667,17.2525,28.1651666667,10.6976666667,38.342,16.3351666667,14.83675,14.061
601.21,19.6973333334,16.5243333333,11.7111666667,17.43725,28.208,10.735,38.3475,16.3585,14.879,14.1448333334
601.54,19.6915,16.551,11.7505,17.51375,28.2075,10.859,38.2381666667,16.3231666667,14.91625,14.1301666667
601.88,19.696,16.545,11.8295,17.613,28.2365,10.8128333333,38.2515,16.3125,14.95375,14.1243333334
602.21,19.6505,16.5648333333,11.755,17.5339166667,28.1796666667,10.7151666666,38.1785,16.2483333333,14.9745,14.0741666667
602.55,19.6036666667,16.5696666667,11.7143333333,17.5970833333,28.1678333333,10.6871666667,38.1745,16.2161666667,14.96575,14.0651666667
602.88,19.5105,16.482,11.628,17.537,28.048,10.5566666666,38.0368333333,16.1378333334,14.8595,13.945
603.22,19.4655,16.4748333333,11.6981666666,17.5424166666,28.027,10.5993333333,38.017,16.0965,14.8565,13.9071666666
603.56,19.3905,16.4546666667,11.6671666667,17.5354166667,27.955,10.549,37.9141666667,16.0493333333,14.905,13.812
603.89,19.2885,16.3865,11.6098333334,17.4684166667,27.8201666667,10.5043333334,37.7881666666,15.9438333333,14.84125,13.7638333334
604.23,19.2181666667,16.3063333333,11.5171666666,17.3951666666,27.7833333334,10.4351666666,37.6993333333,15.8551666666,14.735,13.698
604.56,19.2183333333,16.2801666667,11.4928333333,17.4036666667,27.8251666666,10.4298333334,37.7176666667,15.8916666666,14.83575,13.6996666666
604.90,19.2435,16.307,11.5388333333,17.4430833333,27.8638333334,10.4176666666,37.7536666667,15.9266666667,14.93,13.7198333333
605.23,19.1935,16.2951666666,11.5195,17.4851666667,27.8195,10.3788333334,37.7303333334,15.9058333333,14.95475,13.7275
605.57,19.0898333334,16.2896666666,11.4035,17.4140833333,27.6888333333,10.338,37.6566666666,15.8135,14.9185,13.6745
605.90,19.1763333333,16.365,11.544,17.5924166666,27.8046666667,10.49,37.7223333333,15.9385,15.109,13.7735
606.24,19.2331666666,16.4208333334,11.5586666666,17.621,27.8603333333,10.5258333334,37.7608333333,15.9975,15.1895,13.7793333333
606.58,19.2783333333,16.4903333334,11.6008333333,17.6255833334,27.91,10.5893333333,37.7676666667,15.9956666667,15.2245,13.8245
606.91,19.294,16.5021666667,11.6145,17.6923333333,27.9541666666,10.51,37.7435,16.0716666667,15.27475,13.8721666667
607.25,19.3313333333,16.5428333333,11.686,17.763,27.9741666667,10.561,37.7941666666,16.0751666666,15.2945,13.9431666667
607.58,19.3465,16.5956666667,11.7271666666,17.79725,28.019,10.5365,37.8181666667,16.128,15.29,13.967
607.92,19.3681666667,16.6411666667,11.782,17.8415,27.9696666666,10.528,37.8056666667,16.17,15.393,13.9986666666
608.25,19.3235,16.6841666667,11.8203333333,17.8190833334,27.8081666666,10.4948333333,37.6815,16.1558333333,15.31575,14.0365
608.59,19.1955,16.6175,11.668,17.7515,27.666,10.412,37.5343333333,16.0821666667,15.1975,13.9611666666
608.92,19.1398333333,16.599,11.621,17.7151666666,27.5438333333,10.3466666667,37.4486666666,16.052,15.16325,13.9748333333
609.26,19.1205,16.5885,11.6866666667,17.7438333334,27.5355,10.4015,37.369,16.1346666666,15.1675,14.0018333333
609.59,19.0165,16.5631666666,11.629,17.6391666666,27.4241666667,10.3088333333,37.2705,16.0658333333,15.126,13.95
609.93,18.9838333333,16.506,11.5796666666,17.6474166666,27.326,10.2506666666,37.1888333333,16.061,15.10425,13.9898333333
610.26,18.91,16.4063333333,11.5358333334,17.6265833334,27.1985,10.2523333334,37.1328333333,16.0413333333,15.1365,13.9603333334
610.60,18.873,16.4046666667,11.5261666666,17.6109166666,27.035,10.3,37.075,16.0158333333,15.19875,14.0213333334
610.93,18.8463333333,16.43,11.5651666667,17.5859166667,27.0108333333,10.2991666666,37.0058333333,16.048,15.27475,14.0448333334
611.27,18.8773333333,16.4441666666,11.6531666667,17.6613333334,27.0258333333,10.2936666667,37.0056666667,16.095,15.364,14.091
611.60,18.7586666667,16.3598333334,11.6165,17.62825,26.946,10.2696666667,36.9366666666,16.083,15.36175,14.0215
611.93,18.7641666666,16.3485,11.6971666667,17.7185833334,27.0148333333,10.3231666666,36.974,16.0646666666,15.35375,14.0191666667
612.27,18.844,16.4208333334,11.8096666666,17.7164166666,27.0925,10.3206666667,37.024,16.1406666667,15.48675,14.1248333333
612.60,18.8961666667,16.471,11.929,17.7635,27.1665,10.3766666666,37.0266666667,16.2403333334,15.5385,14.1235
612.94,18.8635,16.3658333334,11.9168333333,17.73525,27.1085,10.3013333334,36.9846666666,16.1548333334,15.56975,14.0626666666
613.27,18.8818333334,16.4015,11.981,17.7931666667,27.0953333333,10.3001666667,36.9725,16.166,15.5225,14.0086666667
613.61,19.0186666666,16.5978333333,12.234,17.9675,27.2895,10.491,37.1428333333,16.319,15.717,14.1468333333
613.94,19.172,16.7938333334,12.4123333334,18.1531666667,27.466,10.5906666667,37.256,16.4533333333,15.8575,14.2123333334
614.28,19.2611666667,16.8625,12.4873333334,18.2138333333,27.6031666666,10.5768333333,37.3125,16.4901666667,15.88275,14.2368333333
614.61,19.2521666666,16.8468333333,12.4686666666,18.31175,27.6003333334,10.5686666666,37.2565,16.4713333333,15.855,14.2241666666
614.94,19.301,16.9095,12.46,18.3244166666,27.6365,10.5983333334,37.2863333333,16.4695,15.89725,14.2823333333
615.28,19.5463333333,17.1553333334,12.6511666666,18.5975833334,27.8775,10.7453333334,37.4653333334,16.6853333334,16.13625,14.4745
615.61,19.6378333334,17.2448333334,12.587,18.6343333333,28.0296666667,10.84,37.544,16.8573333333,16.297,14.506
615.95,19.5348333334,17.1546666667,12.5438333334,18.6650833334,27.943,10.8501666667,37.4565,16.8043333334,16.178,14.4331666666
616.28,19.5058333333,17.1476666667,12.4786666666,18.7000833334,27.9468333333,10.8163333334,37.4563333333,16.7193333334,16.20575,14.3933333334
616.61,19.6256666666,17.3858333333,12.5106666666,18.77225,28.0603333333,10.8973333333,37.6286666666,16.84,16.281,14.4453333333
616.95,19.6795,17.403,12.5565,18.8434166667,28.1816666667,10.9465,37.7363333334,16.91,16.3845,14.5651666667
617.28,19.5191666667,17.298,12.454,18.728,28.0466666666,10.863,37.5553333334,16.8138333333,16.25525,14.435
617.62,19.4493333333,17.3191666666,12.4005,18.74575,28.0793333333,10.9291666666,37.6475,16.8186666667,16.31475,14.4203333333
617.95,19.5271666667,17.4015,12.425,18.8675,28.1255,11.0,37.6961666667,16.8558333333,16.40225,14.442
618.28,19.617,17.5351666666,12.5741666667,18.8940833334,28.2411666667,11.0685,37.8668333334,16.9655,16.412,14.5601666667
618.62,19.5508333333,17.5098333333,12.6175,18.85025,28.1908333333,11.0056666667,37.9151666666,16.9898333333,16.3615,14.4161666666
618.95,19.4723333333,17.5338333333,12.5956666667,18.83025,28.1655,10.9728333333,37.873,16.9368333333,16.2945,14.4006666667
619.28,19.4083333334,17.5286666667,12.6573333333,18.9030833334,28.121,10.8411666667,37.847,16.861,16.28075,14.4091666667
619.62,19.5598333333,17.702,12.7553333333,19.0258333334,28.2851666666,10.9238333334,38.0548333333,16.9295,16.4165,14.5226666667
619.95,19.6965,17.869,12.954,19.1466666666,28.4228333333,11.0781666666,38.2641666667,17.067,16.53725,14.632
620.28,19.8185,17.933,13.1743333333,19.283,28.4726666666,11.1756666666,38.303,17.1645,16.64975,14.772
