wavelength,Back_TacCorm,Belly_TacCorm,Breast_TacCorm,Crissum_TacCorm,Crown_TacCorm,DorTail_TacCorm,Patch10_TacCorm,Rump_TacCorm,Throat_TacCorm,WingTip_TacCorm
332.81,5.77573333333,3.33846666667,4.36253333333,4.12413333333,5.5666,4.20736666667,35.0344666667,4.4064,2.7592,4.6244
333.18,6.01246666667,3.60806666667,4.63913333333,4.32986666667,5.80373333333,4.5127,35.0352,4.70226666667,3.0098,4.93966666667
333.54,6.12766666667,3.78606666666,4.891,4.4002,5.91666666667,4.67093333333,35.1944666667,4.8204,3.10126666667,5.00553333333
333.91,6.09286666667,3.6954,4.83773333333,4.2696,5.83773333333,4.61346666667,34.9958666667,4.78753333333,2.985,4.94633333333
334.28,6.09573333333,3.60513333333,4.849,4.1788,5.76133333333,4.54836666667,35.1312,4.75266666667,2.95146666667,4.92606666667
334.64,6.11613333334,3.63566666667,4.91473333333,4.16046666667,5.74646666667,4.579,35.2196,4.81553333333,2.9248,4.94333333333
335.01,6.52733333333,3.94366666667,5.27446666667,4.50386666667,6.05033333333,4.91923333333,35.2045333333,5.1484,3.32606666667,5.233
335.38,6.66666666667,3.96146666667,5.3974,4.6186,6.2212,5.05093333333,35.3522,5.24273333333,3.43393333333,5.32606666667
335.74,6.71633333333,3.94033333333,5.5052,4.64646666667,6.26866666667,5.1265,35.3962666667,5.28313333333,3.503,5.37846666667
336.11,6.7796,4.0168,5.60493333333,4.79106666666,6.40726666667,5.20833333333,35.2372,5.35093333333,3.6164,5.45086666667
336.47,6.93206666667,4.14886666667,5.75593333333,4.85766666667,6.58146666667,5.35636666667,35.2506666667,5.39753333333,3.7488,5.5538
336.84,7.01766666667,4.30333333333,5.89066666667,4.9258,6.81266666667,5.57913333333,35.5488,5.49933333333,3.8956,5.70053333333
337.21,6.96786666667,4.15266666667,5.7866,4.82393333333,6.75793333334,5.47103333333,35.6432666667,5.30926666667,3.77393333333,5.5616
337.57,6.88126666667,4.103,5.70053333333,4.7678,6.74246666667,5.3817,35.6640666667,5.23526666667,3.70486666667,5.548
337.94,6.88173333333,4.11173333333,5.75253333333,4.83326666667,6.79893333333,5.43,35.6662666667,5.26066666667,3.67686666667,5.52373333333
338.31,6.9498,4.1818,5.7508,4.986,6.90953333333,5.46956666667,35.5128666667,5.29726666667,3.72446666667,5.5756
338.67,6.87733333333,4.0774,5.5756,4.93126666667,6.77126666667,5.35383333333,35.47,5.1796,3.63546666667,5.4512
339.04,6.7484,3.97193333333,5.404,4.81546666667,6.7264,5.23333333333,35.5858666667,5.0726,3.482,5.32733333333
339.40,6.6934,3.93853333333,5.31053333333,4.78993333333,6.67393333333,5.15066666667,35.7714,5.03586666667,3.40846666667,5.25126666667
339.77,6.569,3.82306666667,5.1598,4.7194,6.5616,5.05013333333,35.9582666667,4.96446666667,3.26813333333,5.172
340.14,6.6558,3.84553333333,5.1388,4.721,6.5164,5.1474,36.2889333333,5.03933333334,3.27873333333,5.21113333333
340.50,6.6856,3.85246666667,5.15366666667,4.79346666667,6.48353333333,5.193,36.3303333333,5.10733333334,3.37313333333,5.25853333333
340.87,6.618,3.7134,5.00726666667,4.71593333333,6.3992,4.98513333333,36.0042,5.05086666667,3.24693333333,5.09226666667
341.23,6.6796,3.7612,5.072,4.75266666666,6.50946666667,5.02786666667,36.0568666667,5.1116,3.28686666667,5.1446
341.60,6.64693333333,3.642,4.95653333334,4.65366666667,6.46706666667,4.97616666666,36.1058666667,4.95646666666,3.1744,5.01913333334
341.96,6.61953333333,3.54773333333,4.88086666667,4.52913333333,6.3644,4.88943333333,36.1591333333,4.8772,3.1362,4.94873333333
342.33,6.50406666667,3.42826666667,4.76773333333,4.36706666667,6.24233333333,4.7578,36.4233333333,4.754,3.02446666667,4.8074
342.70,6.5668,3.46393333333,4.88206666667,4.41893333333,6.4088,4.88486666667,36.5640666667,4.826,3.11973333333,4.8102
343.06,6.4674,3.35533333333,4.7622,4.27446666667,6.23413333333,4.73403333333,36.3838666667,4.65326666667,3.00973333333,4.6818
343.43,6.5376,3.43533333333,4.84746666667,4.30966666667,6.29346666667,4.8065,36.2592666667,4.69466666667,3.13066666667,4.739
343.79,6.5216,3.3936,4.82106666667,4.2224,6.21113333333,4.69166666667,36.1479333333,4.5962,3.07346666667,4.6346
344.16,6.61506666667,3.5274,4.97126666667,4.33026666667,6.39246666667,4.7512,36.0529333333,4.69913333333,3.2098,4.74546666667
344.52,6.58793333333,3.5838,5.01166666667,4.31646666667,6.45706666667,4.70663333333,36.0437333333,4.70446666667,3.20106666667,4.7802
344.89,6.58153333333,3.6102,5.021,4.33093333333,6.45653333333,4.66733333333,36.2783333333,4.66613333333,3.21953333333,4.85086666667
345.25,6.6362,3.69093333333,5.0204,4.36226666667,6.49566666667,4.67353333333,36.3362666667,4.75146666667,3.27326666667,4.86446666667
345.62,6.89373333333,3.87446666667,5.22053333333,4.5672,6.71433333333,4.86896666666,36.3766666667,4.985,3.49706666667,5.10973333333
345.99,6.98213333333,3.93746666667,5.30306666667,4.6894,6.82893333333,4.97653333333,36.5963333333,5.0622,3.58473333333,5.27473333333
346.35,7.08473333333,4.0506,5.3974,4.76586666667,6.9206,5.0881,36.598,5.17273333333,3.68186666667,5.39933333333
346.72,6.96753333333,3.94466666667,5.26933333333,4.66446666667,6.79993333334,4.9285,36.6036666667,5.06026666667,3.53773333333,5.3492
347.08,7.00973333333,3.96073333333,5.34106666667,4.7208,6.88826666667,4.94186666667,36.6018,5.14266666667,3.59546666666,5.38253333333
347.45,6.9138,3.85266666667,5.27193333333,4.64266666667,6.79066666667,4.84796666667,36.636,5.03106666667,3.46646666667,5.281
347.81,6.9652,3.87106666667,5.33326666667,4.68,6.88546666667,4.89,36.7440666667,5.0972,3.5296,5.31086666666
348.18,6.79606666667,3.64513333333,5.1564,4.4918,6.68426666667,4.6483,36.6596666667,4.94786666667,3.3738,5.06606666667
348.54,6.8794,3.6148,5.16386666667,4.53406666667,6.72753333333,4.6192,36.7719333333,5.00066666667,3.3536,5.04006666667
348.91,6.8802,3.6402,5.16633333333,4.53326666667,6.72246666667,4.64826666667,36.7834,5.00746666667,3.30706666667,4.9776
349.27,6.84426666667,3.6414,5.18686666667,4.58626666667,6.69033333333,4.72023333333,36.9083333333,4.9794,3.3354,4.94366666667
349.64,6.8234,3.68333333333,5.23593333333,4.586,6.64633333333,4.65756666667,36.8806666666,5.00246666667,3.32613333333,4.887
350.00,6.88806666667,3.73526666667,5.28513333333,4.58833333333,6.63406666667,4.64753333333,36.8695333333,5.07813333333,3.3598,4.85553333333
350.37,6.84466666667,3.7006,5.2544,4.51586666667,6.60706666667,4.59266666667,36.8278,5.04693333333,3.2636,4.8074
350.73,7.0902,3.91673333333,5.5122,4.69426666667,6.84113333333,4.83143333333,36.8390666667,5.2498,3.469,4.9826
351.10,7.32253333333,4.178,5.77593333333,4.936,7.04673333333,5.065,37.0498666667,5.431,3.708,5.19
351.46,7.3104,4.17826666667,5.7928,4.94,7.06233333333,5.06843333333,37.1978666667,5.47653333333,3.70126666667,5.21366666667
351.83,7.26186666667,4.23353333333,5.8048,4.9312,7.07793333333,5.08133333333,37.3468666667,5.51466666667,3.71413333333,5.2468
352.19,7.18893333333,4.26606666667,5.8066,4.90566666667,7.0698,5.08906666667,37.5305333333,5.5078,3.63266666666,5.30186666667
352.55,7.07746666667,4.18773333333,5.6804,4.78626666666,6.89726666667,5.02183333333,37.5082666667,5.37826666667,3.56773333333,5.2504
352.92,7.0136,4.0872,5.61806666667,4.73226666667,6.8052,4.98813333333,37.6096,5.3194,3.5424,5.18573333333
353.28,6.9884,4.01433333333,5.61293333333,4.66646666667,6.8034,4.93996666667,37.5196,5.30826666667,3.48393333333,5.17073333333
353.65,6.9352,3.9642,5.55153333333,4.66733333333,6.801,4.96406666667,37.4498666667,5.3056,3.46466666667,5.16753333333
354.01,6.85906666667,3.875,5.45926666666,4.6274,6.7444,4.9049,37.3448,5.2352,3.43366666667,5.1122
354.38,6.95593333333,3.98826666667,5.5784,4.7582,6.81906666667,4.98126666667,37.5234,5.33753333333,3.5432,5.1532
354.74,6.97073333333,4.03353333333,5.60326666666,4.776,6.84993333333,4.98383333333,37.6166,5.36446666667,3.56046666667,5.18306666667
355.11,6.85966666667,3.93193333333,5.4626,4.66786666667,6.79726666667,4.88616666667,37.6231333333,5.3046,3.4678,5.07813333333
355.47,6.9286,3.92713333333,5.46866666667,4.67346666667,6.83146666667,4.91166666667,37.6429333333,5.31746666667,3.453,5.06166666667
355.83,7.02853333333,3.94806666667,5.49213333333,4.707,6.85933333333,4.95766666667,37.5660666667,5.33973333333,3.4978,5.073
356.20,7.1488,4.03513333333,5.5606,4.77846666667,6.95353333333,5.06946666667,37.6185333333,5.4196,3.637,5.1486
356.56,7.13073333333,3.98666666667,5.5014,4.72913333333,6.97473333333,5.05296666667,37.8123333333,5.42213333333,3.61066666667,5.08886666667
356.93,7.1874,4.03673333333,5.5616,4.75413333333,7.03766666667,5.1388,37.7152666667,5.4962,3.65053333333,5.18726666667
357.29,7.22406666667,4.1244,5.58813333334,4.77306666667,7.01793333333,5.15196666667,37.8661333333,5.51186666667,3.6608,5.28006666666
357.66,7.15713333333,4.03913333333,5.5184,4.6728,6.91626666667,5.0369,38.1286,5.4088,3.53086666667,5.19766666667
358.02,7.28753333333,4.22786666667,5.70506666667,4.7992,7.10373333333,5.18756666667,38.3266,5.53306666667,3.64946666667,5.3786
358.38,7.3564,4.22066666666,5.7264,4.79306666666,7.15793333333,5.25133333333,38.3046666667,5.5554,3.69373333333,5.43046666667
358.75,7.2306,4.04673333333,5.5596,4.66946666667,6.994,5.1135,38.3742666667,5.43106666666,3.58546666667,5.2904
359.11,7.08133333333,3.88286666667,5.42826666667,4.50986666667,6.85106666666,4.98396666667,38.3786666667,5.292,3.4114,5.1446
359.48,7.1596,3.92633333333,5.43313333333,4.5206,6.8556,5.0156,38.4973333333,5.32313333333,3.45906666667,5.19533333333
359.84,7.18666666667,3.96173333333,5.47886666667,4.54766666667,6.8824,5.03943333333,38.6409333333,5.33833333333,3.50473333333,5.24113333333
360.20,7.2578,3.98826666667,5.51673333333,4.6102,6.90226666667,5.0403,38.5488,5.39553333333,3.53573333333,5.2462
360.57,7.223,3.97053333333,5.5082,4.60593333333,6.8506,5.0157,38.3948,5.34193333333,3.4834,5.17413333333
360.93,7.24453333334,3.964,5.53706666667,4.642,6.85213333333,5.0033,38.5692666667,5.3446,3.4906,5.15746666667
361.29,7.1714,3.842,5.44913333333,4.57253333333,6.78713333333,4.91386666667,38.5238666667,5.25533333333,3.42073333333,5.0176
361.66,7.1994,3.85153333333,5.4666,4.57273333333,6.7888,4.93153333333,38.4639333333,5.299,3.45553333334,5.0454
362.02,7.1424,3.76,5.38613333333,4.47386666667,6.70053333333,4.8565,38.4866666667,5.22666666667,3.3824,4.94373333333
362.39,7.09786666667,3.74913333333,5.36533333333,4.4362,6.65753333333,4.80043333333,38.4796666667,5.20153333333,3.336,4.9016
362.75,7.09726666667,3.77433333333,5.389,4.45066666667,6.67386666667,4.77253333333,38.5599333333,5.2016,3.32366666667,4.891
363.11,7.24433333333,3.8584,5.48593333333,4.5474,6.73733333333,4.84956666667,38.7575333333,5.29126666667,3.40993333333,4.9752
363.48,7.22086666667,3.8872,5.52066666667,4.55386666667,6.77533333333,4.85073333333,38.648,5.31273333333,3.43613333333,4.96526666667
363.84,7.1486,3.81133333333,5.44326666667,4.48586666666,6.74866666667,4.7575,38.6557333333,5.25686666667,3.35526666667,4.8726
364.20,7.09426666667,3.75373333333,5.41133333333,4.43426666667,6.73046666667,4.74396666667,38.8467333334,5.19573333333,3.3056,4.8008
364.57,7.18166666667,3.8362,5.51146666667,4.475,6.84193333334,4.80243333333,39.1035333333,5.28706666667,3.38133333333,4.89066666667
364.93,7.22553333333,3.85533333333,5.52706666667,4.47793333333,6.88026666667,4.8244,39.1003333333,5.30886666666,3.37053333333,4.92126666667
365.29,7.37053333333,4.01006666667,5.69813333333,4.628,7.039,4.9655,39.1099333333,5.47353333333,3.5236,5.10006666667
365.66,7.3466,3.961,5.685,4.63033333333,7.03073333333,4.94676666667,39.2875333333,5.41986666667,3.53206666667,5.05593333333
366.02,7.30506666667,3.9496,5.64353333333,4.58426666667,7.00206666667,4.86906666667,39.3536,5.39233333333,3.51386666667,5.03606666667
366.38,7.26346666667,3.9238,5.60346666667,4.57753333333,6.98026666667,4.84096666667,39.465,5.3602,3.50866666667,5.0126
366.75,7.34986666667,3.9726,5.66333333333,4.62593333333,7.0406,4.92226666667,39.455,5.4338,3.6034,5.07133333333
367.11,7.30706666667,4.01073333333,5.66653333333,4.62553333333,7.07893333333,4.92896666667,39.4054666667,5.46286666667,3.65933333333,5.0842
367.47,7.3218,3.98786666666,5.67853333333,4.6264,7.0774,4.8925,39.5682666667,5.4344,3.6608,5.0934
367.84,7.3408,4.02633333333,5.72926666667,4.689,7.07,4.92756666667,39.6524,5.45573333333,3.69373333333,5.13353333333
368.20,7.3726,4.11913333333,5.80293333333,4.71773333333,7.08513333333,4.93013333333,39.6446,5.50386666667,3.73153333333,5.1996
368.56,7.29006666667,4.03926666667,5.698,4.69573333333,7.00073333333,4.8684,39.7264,5.43753333333,3.66933333333,5.12833333333
368.93,7.1978,3.9718,5.62446666667,4.58426666667,6.92966666667,4.78126666667,39.8474,5.36533333333,3.62113333333,5.01333333333
369.29,7.09013333333,3.83286666667,5.52906666667,4.44713333333,6.802,4.6624,39.9626,5.24566666667,3.48686666667,4.88653333333
369.65,7.1234,3.86993333333,5.53873333333,4.42653333333,6.8292,4.6795,39.9361333333,5.27846666667,3.45353333333,4.858
370.01,7.1066,3.8342,5.50506666667,4.42866666667,6.80166666667,4.68343333333,39.9758666667,5.27386666667,3.40933333333,4.83326666667
370.38,7.07346666667,3.7462,5.4544,4.3512,6.7662,4.62616666667,40.0606,5.19426666667,3.322,4.75986666667
370.74,6.9478,3.62906666667,5.3594,4.2258,6.66146666667,4.5281,40.0222666667,5.08626666667,3.1754,4.65413333333
371.10,6.96953333333,3.6042,5.3802,4.26306666667,6.68926666667,4.5652,39.9880666667,5.07466666667,3.14393333333,4.68893333333
371.46,6.92726666667,3.55713333333,5.314,4.22646666667,6.62466666667,4.50876666667,39.9355333333,5.0184,3.08053333333,4.6284
371.83,6.9878,3.56393333333,5.30673333333,4.26333333333,6.6516,4.51583333333,39.9513333333,5.0122,3.0934,4.64993333333
372.19,6.99006666667,3.5352,5.29473333333,4.29706666667,6.6758,4.5113,39.9609333333,5.02673333333,3.1172,4.689
372.55,7.0324,3.54,5.3242,4.2488,6.6848,4.5206,39.8356,5.01993333333,3.1456,4.73533333333
372.92,7.08253333333,3.5652,5.36146666667,4.31933333333,6.7334,4.52973333333,39.7603333333,5.057,3.22066666667,4.7862
373.28,7.0568,3.5714,5.3554,4.305,6.723,4.51286666667,39.759,5.0346,3.2346,4.7622
373.64,7.06513333333,3.62546666667,5.38593333333,4.34173333333,6.72866666667,4.53883333333,39.8191333333,5.06126666667,3.28453333333,4.81913333333
374.00,7.09186666667,3.636,5.42206666667,4.38066666667,6.7708,4.58283333333,39.9079333334,5.0624,3.31953333333,4.8316
374.37,7.11126666667,3.66246666667,5.46453333333,4.42006666667,6.79013333333,4.61006666667,39.9525333333,5.10646666667,3.35793333333,4.88246666667
374.73,7.1772,3.69393333333,5.5008,4.48633333333,6.82973333333,4.6299,40.0710666667,5.1326,3.40506666667,4.90693333333
375.09,7.16713333333,3.73573333333,5.52773333333,4.5012,6.81046666667,4.61516666667,40.1308666667,5.15926666667,3.41946666666,4.87846666667
375.45,7.10233333333,3.65926666667,5.46426666667,4.44306666667,6.74686666667,4.57423333333,40.2708666667,5.129,3.33373333333,4.796
375.81,7.13586666667,3.7016,5.48226666667,4.45926666667,6.744,4.65213333333,40.2686,5.18993333333,3.37433333333,4.83306666667
376.18,7.10033333333,3.64206666667,5.42446666667,4.39646666667,6.69033333333,4.63126666667,40.3717333333,5.1126,3.27,4.73773333333
376.54,7.1332,3.7028,5.51186666667,4.47833333333,6.73313333333,4.67286666667,40.5076666667,5.1574,3.32513333333,4.7698
376.90,7.08873333333,3.7074,5.51886666667,4.4344,6.68013333333,4.67913333333,40.5652,5.11673333333,3.2728,4.72733333333
377.26,7.03746666667,3.63013333333,5.4446,4.3816,6.618,4.63846666667,40.5984,5.06933333333,3.21333333333,4.65333333333
377.63,7.04513333333,3.61913333333,5.43973333334,4.4012,6.6266,4.61766666667,40.7159333334,5.06653333333,3.20766666667,4.6416
377.99,7.0848,3.62473333333,5.4908,4.40613333333,6.6546,4.60876666667,40.7013333333,5.11653333333,3.21926666667,4.65726666666
378.35,7.1562,3.68266666667,5.53786666667,4.46246666666,6.701,4.65776666667,40.6424,5.1938,3.283,4.68733333333
378.71,7.19566666667,3.72946666667,5.615,4.50553333333,6.75866666667,4.70513333333,40.6804666667,5.2484,3.3414,4.73946666667
379.07,7.201,3.6872,5.632,4.48513333333,6.76313333333,4.69526666667,40.7872,5.23213333333,3.34246666667,4.75533333333
379.44,7.18586666667,3.66266666667,5.60526666667,4.45053333333,6.75493333333,4.6742,40.8096666667,5.2248,3.34626666666,4.75573333334
379.80,7.094,3.592,5.5426,4.35906666667,6.71233333333,4.5737,40.8388,5.14866666667,3.27786666667,4.68226666667
380.16,7.07533333333,3.58233333333,5.54726666667,4.3414,6.71266666667,4.5688,40.8164666667,5.13633333333,3.2912,4.70193333333
380.52,7.07433333333,3.56166666667,5.52346666667,4.34533333333,6.7174,4.56976666667,40.9641333333,5.16026666667,3.26473333333,4.71053333333
380.88,7.08513333333,3.5646,5.4722,4.35546666667,6.71606666667,4.57773333333,41.0746666667,5.17293333333,3.24966666666,4.73293333333
381.24,7.1354,3.6344,5.51533333333,4.38826666667,6.76086666667,4.60876666667,41.1010666667,5.22966666666,3.28993333334,4.77413333333
381.61,7.15026666667,3.62573333333,5.5452,4.39793333333,6.77573333333,4.63233333333,41.0509333333,5.23973333333,3.2968,4.77226666667
381.97,7.11046666667,3.62593333334,5.48066666667,4.37486666666,6.75693333333,4.59056666667,40.9974666667,5.17666666667,3.2848,4.7268
382.33,7.09366666667,3.62846666667,5.46146666667,4.3898,6.7514,4.5696,41.1372,5.1544,3.25333333333,4.7248
382.69,7.11033333333,3.6602,5.4556,4.40953333334,6.73473333333,4.60096666667,41.2035333333,5.18593333333,3.27773333333,4.7328
383.05,7.10613333333,3.63473333333,5.37733333333,4.3514,6.6672,4.56076666667,41.2177333333,5.15053333333,3.22386666667,4.6668
383.41,7.23006666667,3.80026666667,5.528,4.48253333333,6.81766666667,4.7116,41.2537333333,5.26673333333,3.35513333333,4.8048
383.77,7.27866666667,3.839,5.584,4.54286666667,6.86546666667,4.75196666667,41.254,5.32906666667,3.38093333333,4.84606666667
384.14,7.2204,3.7908,5.534,4.48653333333,6.8112,4.67453333333,41.3145333334,5.30066666666,3.34553333333,4.79293333333
384.50,7.2626,3.83733333333,5.5492,4.52386666667,6.8416,4.69573333333,41.2865333333,5.32453333333,3.39126666667,4.81153333333
384.86,7.36406666667,3.88426666667,5.6388,4.61106666667,6.9412,4.73643333333,41.2998666667,5.40186666667,3.49866666667,4.86673333333
385.22,7.46433333333,3.98533333333,5.74426666667,4.71506666667,7.07346666667,4.81503333333,41.3127333333,5.5056,3.607,4.98586666667
385.58,7.49033333333,4.012,5.75153333333,4.72046666666,7.08186666667,4.84176666667,41.4614666667,5.55606666667,3.6226,5.04666666667
385.94,7.49633333333,4.00586666667,5.7688,4.70946666667,7.05626666667,4.85163333333,41.5491333333,5.54446666667,3.61053333333,5.06466666667
386.30,7.4436,3.96686666667,5.75853333333,4.649,7.03353333334,4.81763333333,41.5689333333,5.51073333333,3.576,5.011
386.66,7.3984,3.9074,5.68666666667,4.57613333333,6.99413333334,4.7491,41.5583333333,5.4418,3.4796,4.94613333333
387.03,7.3914,3.92733333333,5.6944,4.58813333333,7.03006666667,4.74666666667,41.5924,5.43866666667,3.50506666667,4.94973333333
387.39,7.38106666667,3.8848,5.67526666667,4.5736,7.0178,4.70253333333,41.6282,5.42306666667,3.4918,4.91766666667
387.75,7.41673333333,3.90526666667,5.70626666667,4.55293333333,7.02886666667,4.72166666667,41.7654666667,5.42926666667,3.517,4.91106666667
388.11,7.49966666667,3.98386666667,5.79386666667,4.61806666667,7.07953333333,4.79303333333,41.7286666667,5.49973333333,3.56966666667,4.9704
388.47,7.50493333333,3.98886666667,5.8358,4.62653333333,7.11713333333,4.8148,41.6983333334,5.50466666667,3.59313333333,4.98726666667
388.83,7.49913333333,3.98306666667,5.82566666666,4.5954,7.0854,4.80926666667,41.7450666667,5.509,3.55373333333,4.995
389.19,7.426,3.91206666667,5.75213333333,4.5486,6.99486666667,4.76333333333,41.8734666667,5.44913333333,3.4804,4.9376
389.55,7.37706666667,3.85,5.71286666667,4.50073333333,6.96746666666,4.6803,41.8204666667,5.37446666667,3.43646666666,4.85586666667
389.91,7.4134,3.8788,5.76186666667,4.5274,7.01053333333,4.72996666667,41.8888666667,5.44066666667,3.48026666667,4.9106
390.27,7.39646666667,3.85426666667,5.73666666667,4.5324,6.9936,4.7349,41.8994,5.43953333333,3.49053333333,4.92626666667
390.63,7.40273333334,3.85146666667,5.75393333333,4.5406,7.01746666667,4.73166666667,42.0092666667,5.44406666667,3.51753333333,4.9546
391.00,7.40633333333,3.8444,5.768,4.5384,7.03926666667,4.74376666667,42.0764666667,5.44973333333,3.5144,4.97666666667
391.36,7.38953333333,3.832,5.75,4.53806666667,7.00633333333,4.73336666667,42.1799333333,5.44066666667,3.49226666667,4.9786
391.72,7.35146666667,3.79933333333,5.7216,4.546,6.98466666667,4.70916666667,42.1547333333,5.42133333333,3.467,4.9764
392.08,7.3456,3.78226666667,5.69026666667,4.5424,6.9948,4.691,42.2304666667,5.41346666667,3.46513333333,4.98053333333
392.44,7.29093333333,3.74906666667,5.62846666666,4.46813333333,6.92,4.61963333333,42.3398666667,5.344,3.38886666667,4.91586666667
392.80,7.2916,3.7578,5.64846666667,4.48926666667,6.926,4.63776666667,42.4152666667,5.3422,3.40086666667,4.929
393.16,7.27613333333,3.749,5.666,4.48233333333,6.94906666667,4.64646666667,42.4578,5.34146666667,3.39353333333,4.9208
393.52,7.28146666667,3.77446666667,5.6782,4.4968,6.95473333333,4.7011,42.4829333334,5.3754,3.40733333333,4.93486666667
393.88,7.3044,3.78193333333,5.6742,4.53506666667,6.98606666667,4.71213333333,42.4787333333,5.403,3.41353333333,4.9248
394.24,7.36333333333,3.8196,5.71393333333,4.55306666667,7.00733333333,4.7355,42.5153333333,5.45,3.44886666667,4.97293333333
394.60,7.37473333333,3.85086666667,5.722,4.5776,7.00713333333,4.75093333333,42.51,5.46646666667,3.45366666667,4.98253333333
394.96,7.40666666667,3.8886,5.73693333333,4.60913333333,6.99453333333,4.76196666667,42.5404666667,5.49513333333,3.47593333333,4.99966666667
395.32,7.39313333333,3.88386666667,5.72933333333,4.60366666667,6.98653333333,4.761,42.4534,5.49633333333,3.47253333334,4.97886666667
395.68,7.3692,3.8744,5.69193333333,4.57393333333,6.96293333333,4.74976666667,42.4994666667,5.4834,3.4562,4.95353333333
396.04,7.34733333333,3.8218,5.6392,4.53786666667,6.91626666667,4.7087,42.5512666667,5.4182,3.40446666667,4.8854
396.40,7.35506666667,3.80846666667,5.63673333333,4.54993333333,6.8746,4.7019,42.5009333333,5.4384,3.398,4.89133333333
396.76,7.25426666667,3.71066666667,5.5384,4.44953333333,6.7804,4.5844,42.4916,5.31013333333,3.31266666666,4.76673333333
397.12,7.25846666667,3.71346666667,5.51186666667,4.44873333333,6.73066666667,4.5635,42.4568,5.28206666667,3.31373333333,4.74613333334
397.48,7.27913333333,3.73833333333,5.52953333333,4.45753333333,6.74453333333,4.56343333333,42.4381333333,5.2928,3.33673333333,4.7524
397.84,7.20926666667,3.69646666667,5.49653333333,4.3836,6.6834,4.52453333333,42.4710666667,5.21506666667,3.2972,4.68026666667
398.20,7.14506666667,3.65226666667,5.42706666667,4.31966666667,6.62,4.4671,42.4826,5.14486666667,3.24913333333,4.61046666667
398.56,7.14706666666,3.65626666667,5.42566666667,4.33406666666,6.6168,4.49083333333,42.5238666667,5.13673333333,3.26833333333,4.62466666667
398.92,7.12733333333,3.64906666667,5.43926666667,4.32526666667,6.589,4.489,42.549,5.14813333333,3.26246666667,4.6272
399.28,7.18466666667,3.72033333333,5.51213333333,4.36086666667,6.62593333333,4.54516666667,42.6642666667,5.19773333333,3.33293333333,4.68826666667
399.64,7.21833333333,3.74593333333,5.56673333333,4.42026666667,6.6594,4.57973333333,42.7100666667,5.2266,3.37453333333,4.72073333334
400.00,7.22353333333,3.78213333333,5.6056,4.4282,6.6618,4.61193333333,42.7074666667,5.26193333334,3.398,4.75606666667
400.36,7.20626666667,3.76553333333,5.58593333333,4.41973333333,6.68666666667,4.6339,42.7362,5.23853333333,3.4138,4.7304
400.72,7.2306,3.80313333333,5.617,4.45593333333,6.72046666667,4.69873333333,42.765,5.30806666667,3.44066666667,4.79353333333
401.08,7.2536,3.82426666667,5.64786666667,4.46693333334,6.72866666667,4.70823333333,42.7863333334,5.33993333333,3.4494,4.82493333333
401.44,7.26806666667,3.83593333333,5.6366,4.4892,6.71066666667,4.7181,42.8737333333,5.3464,3.47486666667,4.85933333333
401.80,7.32253333333,3.87733333333,5.6378,4.52746666667,6.70386666667,4.74833333333,42.9081333333,5.37473333333,3.48653333333,4.89693333333
402.16,7.37093333333,3.9158,5.6964,4.57293333333,6.7248,4.78426666667,42.8824,5.41426666667,3.5054,4.92326666667
402.52,7.3346,3.86966666667,5.65953333333,4.524,6.6654,4.75673333333,42.8948,5.40293333333,3.46773333333,4.8616
402.88,7.30666666666,3.83873333333,5.6328,4.51986666667,6.6534,4.75306666667,42.9334,5.38026666667,3.45273333334,4.85206666667
403.24,7.29226666667,3.7958,5.59833333333,4.49066666667,6.62446666667,4.72636666667,42.9090666666,5.35306666667,3.419,4.8144
403.60,7.27173333333,3.76206666667,5.57286666667,4.4332,6.57593333333,4.69146666667,42.9294666667,5.32993333333,3.38866666667,4.78793333333
403.95,7.28233333333,3.77913333333,5.5784,4.4572,6.57946666667,4.69676666667,42.9527333333,5.331,3.4004,4.78546666667
404.31,7.2998,3.81626666667,5.61653333333,4.4986,6.59546666667,4.7113,42.9387333333,5.3808,3.43606666667,4.82553333333
404.67,7.27073333333,3.79973333333,5.5698,4.4758,6.55766666667,4.66736666667,42.9668,5.3432,3.40826666667,4.77666666666
405.03,7.29926666667,3.8288,5.57986666667,4.50773333334,6.59106666667,4.68666666667,43.0168,5.3666,3.44473333333,4.7956
405.39,7.2638,3.8058,5.56246666667,4.4888,6.5534,4.6515,42.9890666667,5.3402,3.40853333333,4.77233333334
405.75,7.17986666667,3.73953333333,5.53273333333,4.44693333333,6.50173333333,4.59863333333,43.0726666667,5.2972,3.36906666667,4.71753333333
406.11,7.16646666667,3.74073333333,5.5166,4.44906666667,6.4996,4.60453333333,43.1504,5.28953333333,3.38,4.7216
406.47,7.26293333333,3.83786666667,5.6256,4.54826666667,6.60133333333,4.68763333333,43.2116,5.3782,3.473,4.848
406.83,7.31246666667,3.86066666667,5.64906666667,4.57433333333,6.6124,4.70873333333,43.2247333333,5.38646666667,3.4984,4.86886666667
407.19,7.30573333333,3.86933333333,5.6562,4.59306666667,6.5936,4.712,43.2407333333,5.39973333333,3.50493333333,4.8798
407.55,7.3216,3.89933333333,5.6644,4.63086666667,6.60613333333,4.72486666667,43.2994666667,5.40586666667,3.52826666666,4.89866666667
407.90,7.34286666667,3.91686666667,5.68893333333,4.645,6.61413333333,4.73526666667,43.3917333333,5.41713333333,3.55853333333,4.92693333334
