wavelength,Back_HemAtrm,Belly_HemAtrm,Breast_HemAtrm,Crissum_HemAtrm,Crown_HemAtrm,DorTail_HemAtrm,Patch10_HemAtrm,Rump_HemAtrm,Throat_HemAtrm,WingTip_HemAtrm
351.10,5.49616666667,14.9075,13.501,9.35800000001,3.61508333333,6.56375,6.70633333333,5.37116666667,6.68233333333,7.82083333333
351.46,5.28325,14.73875,13.3655,9.16691666666,3.40116666667,6.29541666666,6.48225,5.13275,6.44175,7.65733333333
351.83,5.16108333334,14.7455833333,13.2665833333,9.08808333333,3.28883333333,6.162625,6.397,4.96933333333,6.31916666666,7.56875
352.19,5.31516666667,14.88825,13.4665,9.25549999998,3.37433333333,6.312125,6.6035,5.00183333333,6.45433333333,7.70791666667
352.55,5.28575,14.8765,13.4233333333,9.30316666667,3.31883333333,6.28758333333,6.59791666667,4.9625,6.43241666667,7.673
352.92,5.25075,14.8561666667,13.4194166667,9.28049999999,3.22533333333,6.200125,6.48483333333,4.8905,6.315,7.58858333333
353.28,5.30058333333,14.9356666667,13.5181666667,9.373,3.24941666666,6.3475,6.59975,4.95608333333,6.48666666667,7.69858333333
353.65,5.43466666667,14.9905833333,13.56475,9.41658333333,3.32283333333,6.50183333333,6.76491666667,5.01991666667,6.5975,7.78041666667
354.01,5.518,15.0289166667,13.6350833333,9.43624999999,3.38966666666,6.53745833333,6.79908333333,5.06816666667,6.66408333334,7.81658333334
354.38,5.3985,14.9159166667,13.5805833334,9.30233333333,3.32666666666,6.42908333333,6.72108333333,4.99883333333,6.54883333333,7.74583333333
354.74,5.49966666667,15.0021666667,13.6601666666,9.34358333334,3.37125,6.59495833334,6.79708333333,5.08916666667,6.67258333333,7.853
355.11,5.46133333333,14.99675,13.6603333333,9.24925000001,3.35966666667,6.55270833333,6.77416666666,5.06316666666,6.66091666666,7.87416666667
355.47,5.58475,15.1081666667,13.7279166667,9.30483333332,3.38675,6.63208333333,6.85533333333,5.21016666667,6.77108333333,7.94516666667
355.83,5.65241666667,15.1959166666,13.8386666666,9.37708333333,3.41925,6.699125,6.945,5.35683333334,6.85283333333,7.97433333333
356.20,5.55908333333,15.1715833333,13.7633333333,9.28749999999,3.39258333333,6.71558333333,6.823,5.39733333334,6.83241666667,7.9425
356.56,5.47191666667,15.1054166667,13.7383333333,9.23583333334,3.35141666667,6.72233333333,6.83316666666,5.34025,6.786,7.95983333333
356.93,5.48591666667,15.1396666666,13.7895833333,9.28083333333,3.38883333334,6.79516666667,6.90008333333,5.35941666667,6.82575,7.99908333333
357.29,5.44408333333,15.0209166667,13.6804166667,9.18041666668,3.25858333333,6.66966666667,6.81608333333,5.29641666667,6.62441666667,7.86475
357.66,5.52483333333,15.0273333333,13.7328333333,9.26283333331,3.34316666667,6.70508333333,6.86808333333,5.36958333333,6.70066666667,7.9395
358.02,5.28666666666,14.8163333333,13.6275,9.1185,3.15175,6.51304166667,6.71808333333,5.1695,6.49275,7.78433333333
358.38,5.435,14.9795,13.762,9.27783333333,3.22216666667,6.65154166667,6.92141666667,5.31091666667,6.63875,7.92641666667
358.75,5.2825,14.8936666667,13.6686666667,9.20933333333,3.11575,6.455875,6.844,5.18241666667,6.491,7.83166666667
359.11,5.29016666666,14.8573333333,13.65575,9.26083333333,3.10058333333,6.463625,6.85666666667,5.21108333333,6.48658333334,7.82683333333
359.48,5.35633333333,14.9375833333,13.7951666667,9.36308333333,3.24616666667,6.638125,6.997,5.31241666667,6.61516666667,7.94833333334
359.84,5.26508333333,14.7858333334,13.6634166667,9.28916666667,3.19083333333,6.572,6.94341666667,5.20866666667,6.53758333333,7.91266666667
360.20,5.25141666666,14.7963333333,13.6105833334,9.30025000002,3.17066666667,6.52083333333,6.986,5.17225,6.51883333333,7.93558333333
360.57,5.32541666667,14.8690833333,13.6351666667,9.40983333334,3.25925,6.57095833333,7.01525,5.2675,6.61225,7.98616666666
360.93,5.34525,14.9341666667,13.67675,9.44558333333,3.33941666667,6.609625,7.08391666667,5.327,6.68441666666,8.022
361.29,5.36858333333,15.0056666667,13.7649166667,9.54475,3.41691666667,6.69766666667,7.19941666666,5.37466666667,6.787,8.08991666667
361.66,5.28008333333,14.9304166667,13.68775,9.44633333333,3.28366666666,6.57858333333,7.11108333333,5.28875,6.67566666667,8.02333333333
362.02,5.38608333333,15.0090833333,13.7426666667,9.51333333334,3.39116666667,6.68570833333,7.18891666666,5.40066666667,6.783,8.11358333333
362.39,5.34925,14.9375833334,13.7271666667,9.47516666666,3.42375,6.67425,7.12708333333,5.35266666667,6.75866666667,8.0615
362.75,5.46575,15.0355,13.8468333333,9.53900000001,3.55658333333,6.79358333334,7.2715,5.48216666666,6.88841666666,8.17858333334
363.11,5.57625,15.1400833333,13.9581666667,9.64108333332,3.65341666667,6.95895833333,7.41666666666,5.57441666667,6.98083333333,8.30075
363.48,5.56341666667,15.09525,13.8758333333,9.64925000002,3.60858333333,6.92095833333,7.41108333333,5.52166666667,6.91933333333,8.28299999999
363.84,5.67116666667,15.1929166667,13.9958333333,9.76575,3.71033333333,7.01466666667,7.55558333333,5.65366666667,7.06225,8.41358333334
364.20,5.69725,15.1851666667,14.034,9.76641666666,3.6855,6.98558333333,7.59483333333,5.67658333333,7.07441666667,8.42591666668
364.57,5.73816666667,15.1885833333,14.0835833333,9.74174999998,3.70458333334,7.016625,7.6835,5.70908333334,7.06633333333,8.46774999999
364.93,5.63316666667,15.0726666667,14.0055,9.63416666666,3.62508333333,6.90229166667,7.68208333333,5.6425,6.97475,8.44216666667
365.29,5.63891666667,15.1124166666,14.008,9.56308333333,3.63858333333,6.906875,7.71758333333,5.71058333333,6.97141666667,8.51808333334
365.66,5.644,15.15225,14.0220833333,9.61633333333,3.71316666667,6.939875,7.78658333333,5.76175,6.99441666667,8.58391666667
366.02,5.55175,15.0734166667,13.9708333333,9.56475,3.616,6.83791666667,7.7845,5.72175,6.88708333333,8.50900000001
366.38,5.48166666667,15.0141666667,13.8945833333,9.49691666666,3.5005,6.782625,7.78416666667,5.69166666667,6.8265,8.50500000001
366.75,5.2965,14.83525,13.71075,9.36174999999,3.32166666667,6.65270833333,7.61308333333,5.52483333333,6.64733333333,8.35066666666
367.11,5.2515,14.80375,13.6789166667,9.34074999999,3.28958333333,6.55079166667,7.592,5.48916666666,6.63341666667,8.34975
367.47,5.23766666666,14.7775,13.6555833334,9.32791666667,3.291,6.47870833333,7.57975,5.48466666667,6.65225,8.35091666667
367.84,5.08741666666,14.6986666667,13.5333333333,9.20666666666,3.18608333334,6.369,7.49316666667,5.36075,6.49066666666,8.21691666667
368.20,5.08175,14.6506666667,13.5668333333,9.21558333333,3.2585,6.4115,7.54991666667,5.37441666666,6.51808333333,8.2335
368.56,4.99216666667,14.6049166667,13.56125,9.14599999999,3.235,6.343375,7.54025,5.31458333333,6.49166666667,8.20658333333
368.93,5.06458333333,14.624,13.6026666667,9.18308333335,3.27975,6.45033333333,7.57766666667,5.35058333333,6.52583333333,8.22358333333
369.29,5.00725,14.5441666667,13.5728333333,9.17958333335,3.26458333334,6.42766666667,7.57266666667,5.27766666667,6.54008333333,8.14666666667
369.65,5.05533333333,14.5606666667,13.6463333333,9.20391666666,3.31208333333,6.48425,7.65058333333,5.277,6.57658333333,8.14541666666
370.01,5.16016666667,14.6079166667,13.7259166667,9.25808333333,3.43275,6.58754166667,7.76875,5.3635,6.69025,8.22775
370.38,5.22091666667,14.5915,13.7246666667,9.30108333334,3.487,6.62345833333,7.84308333334,5.3815,6.73016666667,8.23816666667
370.74,5.30066666667,14.6309166667,13.77875,9.32275000001,3.599,6.65708333333,8.02583333333,5.47491666666,6.81841666667,8.34766666667
371.10,5.30025,14.5740833333,13.7805833333,9.28425,3.63208333333,6.67145833333,8.04833333333,5.487,6.85866666667,8.35141666666
371.46,5.34091666667,14.6226666667,13.8628333333,9.35075,3.72675,6.74616666667,8.16758333333,5.5705,6.91875,8.442
371.83,5.33566666667,14.4885833334,13.7703333333,9.30066666666,3.69591666667,6.68616666667,8.14366666667,5.50691666667,6.9075,8.38258333333
372.19,5.33966666666,14.4425,13.6944166667,9.27416666666,3.68741666667,6.6405,8.19725,5.46091666667,6.88833333333,8.37666666667
372.55,5.39558333333,14.3408333333,13.67625,9.30174999999,3.68791666667,6.68916666667,8.23466666666,5.46916666667,6.92908333333,8.3805
372.92,5.381,14.2780833333,13.6151666667,9.31791666668,3.70516666667,6.66233333333,8.23408333334,5.44816666667,6.90925,8.39208333333
373.28,5.40308333333,14.1661666667,13.5710833333,9.29783333333,3.68708333333,6.613875,8.26175,5.42966666667,6.86725,8.38016666667
373.64,5.35583333333,14.0561666667,13.4361666667,9.23958333334,3.64616666667,6.58275,8.27541666667,5.39258333333,6.84825,8.33983333334
374.00,5.36875,13.9869166667,13.3568333333,9.22083333334,3.6695,6.53233333333,8.31133333333,5.37958333333,6.83591666667,8.39991666667
374.37,5.21516666667,13.7906666667,13.1809166667,9.06108333332,3.57025,6.376125,8.21966666667,5.24058333333,6.7055,8.26875
374.73,5.1825,13.6396666667,13.1213333333,9.05941666666,3.54441666667,6.37220833333,8.19691666667,5.20883333333,6.71958333333,8.21683333333
375.09,5.06191666667,13.5038333333,12.99875,8.97141666665,3.46316666667,6.26679166667,8.164,5.07166666667,6.5965,8.10891666666
375.45,4.97758333333,13.3416666667,12.8799166667,8.82216666668,3.34616666666,6.21175,8.11558333333,4.97583333334,6.52966666667,7.99858333333
375.81,5.03925,13.3400833333,12.9545,8.89441666667,3.47316666667,6.33770833333,8.24775,5.08983333333,6.60091666667,8.10808333333
376.18,4.95025,13.2439166667,12.8678333333,8.78700000002,3.4505,6.28283333333,8.20391666667,5.02175,6.53733333333,8.053
376.54,4.85908333333,13.1858333333,12.73575,8.66541666668,3.43033333334,6.19604166667,8.19225,4.974,6.46283333333,8.02625
376.90,4.86875,13.1718333333,12.7245,8.63375,3.42241666667,6.18645833333,8.23666666667,4.988,6.47233333333,8.03708333333
377.26,4.91275,13.171,12.7485,8.67925,3.53483333333,6.28645833333,8.34208333333,5.04458333333,6.56075,8.09525
377.63,4.89041666667,13.1373333333,12.76425,8.68033333333,3.53158333333,6.30979166667,8.40058333333,5.0635,6.572,8.12383333333
377.99,4.83941666667,13.0835,12.7589166667,8.66558333332,3.48991666667,6.35025,8.45641666667,5.025,6.57416666667,8.09666666667
378.35,4.9725,13.1779166667,12.8931666666,8.81183333332,3.65716666667,6.51275,8.64275000001,5.17191666667,6.74708333333,8.26266666666
378.71,5.00041666667,13.2241666667,12.9159166667,8.79741666669,3.67433333333,6.48454166667,8.69491666668,5.1745,6.74225,8.33258333334
379.07,4.99608333334,13.1615,12.8745833333,8.77833333332,3.68141666667,6.52608333333,8.72058333332,5.21166666666,6.73958333333,8.34866666667
379.44,4.98808333334,13.13275,12.8451666666,8.80633333333,3.71025,6.54191666667,8.75433333333,5.2405,6.73125,8.38466666667
379.80,4.95058333333,13.0919166667,12.7875,8.787,3.65433333333,6.51641666667,8.75325,5.20383333333,6.72416666667,8.37091666667
380.16,4.95816666667,13.05175,12.7745833333,8.82208333333,3.65925,6.54670833333,8.78000000002,5.27491666666,6.73958333333,8.37908333334
380.52,4.89641666666,12.9675,12.7166666667,8.76616666666,3.5585,6.472,8.75458333334,5.20058333334,6.69883333333,8.31191666667
380.88,4.8975,12.909,12.72375,8.78800000001,3.535,6.48779166667,8.81233333333,5.16283333333,6.71608333333,8.35316666667
381.24,4.88683333333,12.8753333333,12.6834166667,8.76391666667,3.48583333333,6.48775,8.78741666666,5.128,6.67,8.36591666667
381.61,4.88225,12.8343333334,12.6559166667,8.72058333333,3.48033333333,6.47133333334,8.8105,5.08591666667,6.66316666667,8.34983333333
381.97,4.79858333333,12.7495,12.53,8.64383333333,3.36808333333,6.336,8.71516666667,5.03425,6.59733333333,8.28083333333
382.33,4.75191666667,12.6845833333,12.4959166667,8.58191666667,3.32416666667,6.272375,8.69741666668,4.95725,6.53491666667,8.21858333333
382.69,4.74216666666,12.6559166666,12.4828333333,8.59233333334,3.35791666666,6.30829166667,8.76758333334,4.96875,6.54058333333,8.20991666667
383.05,4.70991666667,12.5685833333,12.428,8.52041666666,3.30991666667,6.25291666667,8.72675,4.91408333334,6.49241666667,8.164
383.41,4.707,12.5351666667,12.45225,8.50116666667,3.30716666667,6.23066666667,8.76341666667,4.89858333333,6.50258333333,8.22108333334
383.77,4.67058333333,12.4404166667,12.3690833333,8.40058333333,3.26425,6.204,8.75391666667,4.81675,6.43225,8.20308333333
384.14,4.66008333333,12.3498333333,12.3073333333,8.33266666667,3.23541666667,6.18170833333,8.76708333334,4.774,6.40875,8.18191666667
384.50,4.64816666667,12.2525,12.2356666667,8.2985,3.23241666667,6.17308333333,8.77258333334,4.74708333334,6.3845,8.15183333334
384.86,4.60558333333,12.1606666667,12.1466666666,8.21925,3.22291666667,6.096375,8.73933333332,4.70458333334,6.34441666666,8.1105
385.22,4.55225,12.09275,12.0738333333,8.13166666667,3.20275,6.006125,8.73799999999,4.665,6.30458333333,8.0405
385.58,4.56425,12.02075,12.0484166667,8.10133333333,3.19183333333,5.99075,8.72800000001,4.67291666666,6.31983333333,8.03258333333
385.94,4.653,12.0435833333,12.1258333333,8.15766666667,3.31591666667,6.11295833333,8.83408333333,4.73583333333,6.40458333334,8.12941666666
386.30,4.69708333333,12.04975,12.1348333333,8.17758333333,3.36375,6.16904166667,8.91924999999,4.78658333333,6.45441666666,8.22041666666
386.66,4.65483333333,11.9549166667,12.0928333333,8.11808333334,3.32466666667,6.1395,8.90416666667,4.727,6.43791666667,8.19275
387.03,4.67508333333,11.97675,12.0981666667,8.18366666667,3.37266666667,6.18641666667,8.99925000001,4.76483333333,6.50225,8.25166666667
387.39,4.69408333333,11.93675,12.0685,8.2085,3.40791666667,6.22208333333,9.07808333333,4.78241666667,6.53058333333,8.23008333333
387.75,4.78375,12.024,12.1735,8.32158333333,3.53541666667,6.29591666666,9.20641666666,4.89883333334,6.63983333333,8.29075
388.11,4.73775,11.9946666667,12.129,8.282,3.52283333333,6.29670833334,9.18825,4.84241666667,6.59575,8.27883333334
388.47,4.72483333333,11.9634166667,12.1038333333,8.27833333333,3.53341666666,6.31554166667,9.21958333334,4.86466666667,6.61275,8.31633333333
388.83,4.79025,12.0295833333,12.1773333333,8.34791666667,3.62675,6.40133333333,9.34116666665,4.97858333333,6.69525,8.4125
389.19,4.82016666667,12.028,12.2065,8.39541666667,3.65308333333,6.46958333333,9.45383333335,5.02266666667,6.72583333333,8.49425000001
389.55,4.81733333333,11.9905833333,12.1890833333,8.38208333333,3.687,6.48508333333,9.52675,5.02766666666,6.71066666667,8.52708333334
389.91,4.82791666667,11.9435833334,12.1455833333,8.35041666667,3.70758333334,6.49483333333,9.58958333333,5.03291666666,6.72216666667,8.56408333334
390.27,4.77758333333,11.8271666667,12.0535833333,8.27808333333,3.63516666666,6.43279166667,9.56858333332,4.97033333333,6.636,8.49958333333
390.63,4.81866666667,11.8190833333,12.0261666666,8.29333333333,3.67058333334,6.47825,9.66091666667,5.00391666666,6.66558333334,8.56433333334
391.00,4.77875,11.7264166667,11.964,8.21675,3.64175,6.45020833334,9.71791666666,4.96675,6.63391666667,8.54666666667
391.36,4.74433333333,11.6695,11.9005,8.11,3.59066666667,6.43179166667,9.70958333332,4.9255,6.58475,8.536
391.72,4.70766666667,11.5511666667,11.7889166667,8.01516666666,3.52166666667,6.36808333333,9.69275,4.85291666667,6.54216666666,8.54025
392.08,4.72583333333,11.5145,11.7893333333,8.00933333334,3.5255,6.382625,9.7585,4.88441666666,6.58291666666,8.57558333334
392.44,4.7605,11.5143333333,11.826,8.01566666667,3.575,6.45104166667,9.83466666668,4.9215,6.60791666667,8.60825
392.80,4.68991666666,11.3475833333,11.6810833333,7.9315,3.52533333333,6.42175,9.82358333334,4.86283333333,6.55125,8.53216666667
393.16,4.64875,11.2205833333,11.5714166667,7.8555,3.49383333333,6.39866666667,9.80258333332,4.81208333333,6.50466666666,8.50925
393.52,4.61275,11.1400833333,11.52675,7.84591666666,3.50425,6.395125,9.797,4.79041666667,6.48333333334,8.52308333333
393.88,4.55075,11.0476666667,11.4563333333,7.80883333334,3.46591666667,6.37154166667,9.80366666667,4.73933333333,6.43016666667,8.48033333333
394.24,4.57158333333,11.0220833333,11.4495833333,7.8085,3.54116666667,6.434125,9.89774999998,4.799,6.50091666667,8.53975
394.60,4.54383333333,10.8863333334,11.36725,7.74883333333,3.50625,6.425125,9.90733333334,4.78091666667,6.465,8.51191666666
394.96,4.61608333334,10.8423333334,11.3560833333,7.74866666666,3.57058333333,6.46025,9.94133333332,4.83466666667,6.52258333333,8.57941666667
395.32,4.6565,10.7863333333,11.32375,7.7635,3.62216666666,6.47591666667,9.99791666667,4.862,6.55225,8.63341666667
395.68,4.66,10.7281666667,11.34025,7.74225,3.67116666667,6.50645833333,10.0915,4.90508333333,6.55641666667,8.65691666668
396.04,4.74425,10.7113333333,11.3591666667,7.81466666666,3.78075,6.57804166667,10.2181666667,4.97375,6.62416666666,8.76041666668
396.40,4.77258333333,10.684,11.3380833333,7.80341666667,3.81941666667,6.60204166667,10.3300833333,4.99375,6.64325,8.82133333332
396.76,4.88391666667,10.7271666667,11.4098333333,7.82975,3.92883333333,6.69179166666,10.4515,5.07125,6.70175,8.93658333333
397.12,4.92325,10.7436666667,11.4079166667,7.86533333333,4.0105,6.74158333333,10.5490833333,5.145,6.75916666667,9.00041666668
397.48,5.01491666667,10.7773333333,11.4458333333,7.90466666666,4.09425,6.82308333333,10.7048333333,5.23875,6.84516666667,9.10541666666
397.84,5.02291666667,10.7059166667,11.3900833333,7.86291666666,4.10166666667,6.81075,10.7385833334,5.23783333333,6.83358333333,9.10091666667
398.20,5.039,10.6723333333,11.342,7.87491666667,4.11266666667,6.83366666667,10.8158333333,5.24508333333,6.8515,9.12408333333
398.56,4.97441666667,10.5859166667,11.2546666667,7.79883333334,4.10758333334,6.80058333333,10.80475,5.21416666667,6.82591666666,9.10283333332
398.92,4.929,10.5244166667,11.1575,7.74708333333,4.07433333333,6.79275,10.8423333333,5.17058333333,6.769,9.07316666668
399.28,4.89475,10.4569166667,11.1335,7.72541666666,4.08875,6.807125,10.92375,5.15583333333,6.77575,9.08683333333
399.64,4.80841666666,10.34525,10.9953333333,7.64083333333,4.0245,6.75454166667,10.8669166667,5.10358333334,6.69425,8.9995
400.00,4.71983333333,10.248,10.8960833333,7.51508333333,3.95891666667,6.67670833333,10.8529166666,5.03958333333,6.623,8.91433333333
400.36,4.68975,10.144,10.7986666667,7.46375,3.93791666667,6.63095833333,10.8315833333,5.01658333334,6.56875,8.87125000001
400.72,4.60716666667,10.0278333333,10.6873333333,7.37716666666,3.86733333333,6.58133333333,10.8119166667,4.97383333333,6.52025,8.80166666666
401.08,4.5965,9.94541666667,10.67225,7.32641666666,3.81866666666,6.5805,10.8554166667,4.92183333333,6.48158333333,8.79541666667
401.44,4.55116666666,9.85200000002,10.5396666667,7.2575,3.77041666667,6.54941666667,10.82,4.85741666667,6.42166666667,8.72750000001
401.80,4.57091666667,9.84925,10.5229166667,7.26941666667,3.8045,6.58191666667,10.92325,4.89116666667,6.45033333334,8.79
402.16,4.56158333334,9.77775,10.5193333333,7.24908333334,3.79108333333,6.60183333333,10.925,4.87833333333,6.39441666667,8.81325000001
402.52,4.55775,9.73116666665,10.483,7.214,3.77516666667,6.55920833333,10.9284166667,4.85341666666,6.353,8.77825
402.88,4.54408333334,9.68841666666,10.4754166667,7.21558333333,3.78616666667,6.55720833333,10.9600833333,4.852,6.34675,8.77541666666
403.24,4.54258333334,9.64408333332,10.4363333333,7.18841666666,3.78358333333,6.54104166667,10.9345,4.85025,6.32175,8.74733333333
403.60,4.61041666667,9.67933333334,10.48725,7.23841666667,3.83133333333,6.61004166667,11.0330833333,4.89791666667,6.394,8.85699999999
403.95,4.666,9.70100000002,10.5245,7.28958333333,3.87508333333,6.664875,11.1029166667,4.95891666667,6.43641666667,8.93141666668
404.31,4.70458333333,9.68966666667,10.5274166667,7.31208333333,3.92933333333,6.69354166667,11.1323333334,4.955,6.46516666667,8.97124999999
404.67,4.68466666667,9.64691666666,10.4885833333,7.29166666667,3.91391666667,6.66741666666,11.136,4.92,6.44483333333,8.96458333332
405.03,4.68308333333,9.59783333333,10.4453333333,7.25933333333,3.9285,6.61758333333,11.1108333333,4.93841666667,6.43475,8.93866666666
405.39,4.67241666667,9.573,10.4643333333,7.26933333334,3.93141666667,6.62558333333,11.1471666667,4.97575,6.44341666667,8.94883333332
405.75,4.67958333333,9.54208333332,10.4476666667,7.25275,3.92433333333,6.621375,11.1195,4.95866666666,6.42691666666,8.92316666667
406.11,4.62633333333,9.46625,10.3853333333,7.19108333333,3.88183333333,6.54533333333,11.10925,4.90708333333,6.38808333333,8.85458333334
406.47,4.72133333333,9.53224999998,10.46775,7.26958333333,3.96666666667,6.652,11.2485,4.9965,6.47633333333,8.98433333334
406.83,4.72675,9.48816666667,10.4263333333,7.2405,3.95558333333,6.61258333333,11.2465,4.98991666667,6.44833333333,8.96516666666
407.19,4.69675,9.43008333332,10.3738333333,7.20866666667,3.92658333333,6.58283333333,11.2551666667,4.942,6.43275,8.92891666666
407.55,4.708,9.41524999999,10.3649166667,7.20316666667,3.93983333333,6.5735,11.2630833333,4.92816666667,6.42816666667,8.90608333333
407.90,4.70558333333,9.39433333334,10.3545,7.19133333333,3.94983333333,6.57133333333,11.3158333333,4.92083333333,6.42716666667,8.90749999999
408.26,4.655,9.34541666666,10.3223333334,7.15008333333,3.87733333333,6.51983333333,11.33475,4.90591666667,6.40466666667,8.86566666666
408.62,4.64,9.32241666665,10.2968333333,7.1545,3.83308333333,6.5145,11.3820833333,4.86891666667,6.39491666667,8.86133333332
408.98,4.60816666667,9.35558333334,10.3179166667,7.178,3.82225,6.556875,11.449,4.85975,6.40691666667,8.89391666666
409.34,4.61008333333,9.359,10.3200833333,7.18316666667,3.82533333333,6.55070833334,11.5060833333,4.84275,6.41433333333,8.89183333333
409.70,4.60333333333,9.34175000001,10.3401666667,7.19425,3.829,6.54608333333,11.5548333333,4.86016666667,6.40183333334,8.89225000001
410.06,4.64591666667,9.37933333331,10.3409166667,7.23266666666,3.84758333333,6.59395833333,11.5976666667,4.90116666667,6.44241666667,8.93066666666
410.42,4.56533333333,9.28958333333,10.2749166667,7.162,3.76208333333,6.51041666667,11.5229166667,4.82158333333,6.34041666666,8.80675
410.77,4.64308333333,9.36299999999,10.35825,7.26041666667,3.84833333333,6.61075,11.643,4.91316666667,6.43625,8.91383333332
411.13,4.66516666666,9.39441666667,10.4118333333,7.28141666667,3.87933333333,6.64841666667,11.732,4.96891666667,6.44966666667,8.97925
411.49,4.66341666667,9.36708333333,10.3916666666,7.29225,3.88291666667,6.66520833333,11.803,4.99058333333,6.48275,9.00141666667
411.85,4.64291666667,9.33558333334,10.3505833333,7.28058333333,3.88308333333,6.6535,11.8085833333,4.97425,6.453,8.97041666667
412.21,4.64033333333,9.34366666667,10.3491666667,7.30375,3.91458333333,6.669125,11.8631666667,4.97583333334,6.47516666667,9.01616666668
412.57,4.64116666667,9.35291666668,10.3535,7.30825,3.95441666666,6.67558333334,11.8849166667,4.99633333333,6.47983333333,9.05158333333
412.92,4.66125,9.305,10.3151666667,7.30325,3.98066666666,6.68420833333,11.9374166667,5.008,6.49341666667,9.06683333334
413.28,4.612,9.20566666667,10.22875,7.20591666666,3.93008333333,6.65,11.9100833333,4.94758333333,6.43616666667,9.02825
413.64,4.67958333333,9.22750000002,10.23175,7.20233333333,3.96316666667,6.70291666667,12.0095,4.97583333333,6.50475,9.085
414.00,4.67316666667,9.17250000001,10.2119166667,7.15716666666,3.97708333333,6.66229166667,12.0586666667,4.95308333333,6.5145,9.12008333334
414.36,4.7175,9.18524999999,10.1991666667,7.178,4.03691666667,6.71675,12.1711666667,4.98616666667,6.5835,9.20174999999
414.72,4.63541666667,9.06941666666,10.09775,7.06858333333,3.976,6.63583333333,12.1586666667,4.89066666667,6.49183333333,9.13583333334
415.07,4.60875,8.99683333333,10.0156666667,7.03291666667,3.96975,6.60383333333,12.1803333333,4.8765,6.47741666667,9.10508333333
415.43,4.54333333333,8.89933333333,9.91841666667,6.958,3.92991666667,6.53433333333,12.18125,4.81225,6.404,9.06366666668
415.79,4.51741666667,8.80966666666,9.84283333333,6.90808333334,3.882,6.497125,12.2106666667,4.77091666667,6.3845,9.05975
416.15,4.5555,8.74908333334,9.81466666667,6.88066666667,3.90966666667,6.52066666666,12.2776666667,4.80825,6.381,9.07974999999
416.51,4.60241666667,8.71491666668,9.80225,6.87008333333,3.96208333333,6.53183333333,12.362,4.835,6.4,9.11508333332
416.86,4.58175,8.66966666666,9.77175000001,6.84308333333,3.9545,6.51495833333,12.3766666667,4.80441666667,6.39566666666,9.08608333334
417.22,4.57833333333,8.61766666666,9.74541666668,6.82991666667,3.98125,6.50595833333,12.4276666667,4.80675,6.39133333333,9.11316666667
417.58,4.49975,8.49325000001,9.62774999999,6.74,3.93191666666,6.459625,12.4024166667,4.74983333334,6.33441666666,9.05333333333
417.94,4.51766666667,8.44950000001,9.59675000001,6.71816666667,3.95433333333,6.48491666666,12.4648333333,4.76925,6.34041666667,9.06291666667
418.29,4.46933333333,8.35558333333,9.50774999999,6.66058333333,3.938,6.43558333333,12.4629166667,4.74083333333,6.29008333333,9.03299999999
418.65,4.47191666666,8.32991666666,9.46233333334,6.638,3.94641666667,6.43966666667,12.4985833334,4.74658333333,6.29441666667,9.04541666667
419.01,4.47033333333,8.28466666666,9.42566666666,6.61241666667,3.95766666667,6.45133333333,12.5198333333,4.73016666667,6.2875,9.06366666667
419.37,4.48183333333,8.26033333334,9.40441666668,6.60616666667,3.98233333333,6.48720833333,12.5521666667,4.74833333334,6.28975,9.08366666666
419.73,4.48991666666,8.24399999999,9.40041666666,6.60991666666,4.02616666667,6.51645833333,12.6070833333,4.76141666667,6.30666666667,9.09325000001
420.08,4.46858333333,8.19358333333,9.35133333333,6.591,4.03208333333,6.52870833333,12.62725,4.74941666667,6.29916666667,9.08866666666
420.44,4.43833333333,8.13208333334,9.29616666667,6.55875,4.01941666667,6.52754166666,12.6573333333,4.74375,6.28225,9.075
420.80,4.44633333333,8.10316666667,9.27258333332,6.55341666667,4.0445,6.533625,12.7050833334,4.75816666666,6.2725,9.11391666667
421.16,4.448,8.07241666668,9.23175000001,6.53358333333,4.04616666667,6.52391666667,12.7445,4.75675,6.26741666667,9.11083333334
421.51,4.45291666667,8.06291666666,9.22508333333,6.54025,4.07325,6.52404166667,12.8004166667,4.75658333333,6.26625,9.14099999999
421.87,4.42816666667,8.01316666667,9.16183333332,6.52233333333,4.06316666667,6.5135,12.806,4.73341666667,6.23441666667,9.13158333333
422.23,4.43241666667,7.98091666667,9.14149999999,6.51566666667,4.07258333333,6.53245833333,12.85125,4.73391666667,6.23958333334,9.14441666666
422.58,4.41891666666,7.93341666667,9.10375000001,6.47825,4.06216666667,6.531875,12.8786666667,4.71425,6.21833333333,9.14275000001
422.94,4.4255,7.89999999999,9.07924999999,6.47516666667,4.055,6.5295,12.9329166666,4.719,6.2095,9.14741666666
423.30,4.42158333333,7.86291666666,9.02908333333,6.44466666667,4.05033333333,6.50016666667,12.97075,4.69858333333,6.19391666667,9.14958333332
423.66,4.41191666667,7.81458333333,8.97866666668,6.41741666667,4.03483333334,6.479875,12.9869166667,4.69475,6.17025,9.16824999999
424.01,4.44266666667,7.81691666666,8.97966666667,6.41541666667,4.047,6.489125,13.0431666666,4.70683333333,6.189,9.20216666667
424.37,4.43633333333,7.79508333334,8.93675,6.3915,4.03166666667,6.46766666667,13.0423333334,4.68608333334,6.17225,9.18083333332
