wavelength,Back_HemAtrm,Belly_HemAtrm,Breast_HemAtrm,Crissum_HemAtrm,Crown_HemAtrm,DorTail_HemAtrm,Patch10_HemAtrm,Rump_HemAtrm,Throat_HemAtrm,WingTip_HemAtrm
241.17,-2.37041666667,2.93866666667,0.450666666665,-0.321749999998,-3.979,2.649,-3.89325,-1.24408333333,0.0428333333325,4.00058333334
241.54,-0.609583333333,4.181,2.18091666667,1.32375,-1.86666666667,4.28579166667,-1.61916666667,0.133416666665,1.54283333333,5.98108333333
241.92,0.429499999999,4.71641666667,2.91241666667,2.46558333333,-1.15975,5.18891666667,-0.721666666666,1.07383333333,2.2165,6.80433333334
242.29,2.04783333333,5.88366666667,4.37925,4.41883333333,0.645916666664,6.77379166666,1.48075,2.33925,3.40266666667,8.67983333333
242.67,2.414,5.85216666667,4.60375,4.63383333333,1.37516666667,7.03295833333,2.22716666667,2.20491666667,3.70708333333,9.2675
243.05,1.78608333333,5.08491666667,3.911,4.12716666666,1.14508333333,6.46791666667,2.16791666666,1.73583333333,3.26275,8.7295
243.42,2.57491666667,5.22775,4.93783333333,4.98008333333,2.05141666667,7.07045833333,3.13366666666,2.44758333333,4.03216666667,9.61391666668
243.80,4.14575,6.08758333334,6.35025,6.07375,3.4135,8.51316666667,4.65733333333,3.98708333333,5.31366666667,10.7933333333
244.17,4.46125,5.7155,6.52433333333,6.05808333333,3.406,8.81304166667,4.8725,4.33808333333,5.36591666667,10.85525
244.55,4.3665,5.16533333333,6.30916666666,5.95725,3.35083333333,8.58037500001,4.79275,4.27833333333,5.14483333333,10.6688333334
244.92,2.96491666666,3.75733333333,5.144,4.45716666666,2.11291666667,7.28008333332,3.36766666667,3.2355,3.79683333333,8.91441666667
245.30,3.60408333333,3.98741666667,5.35983333333,4.65525,2.683,7.919125,3.95641666667,3.86983333333,4.05541666667,9.372
245.67,3.27541666667,3.57625,5.02358333333,4.20641666667,2.651,7.82820833333,3.62175,3.81483333334,3.84316666667,8.82733333333
246.05,3.1855,3.34683333333,5.00733333333,3.81008333334,2.93058333333,7.64637499999,3.52383333333,3.50291666667,3.45616666667,8.68716666667
246.42,2.7395,2.84908333333,4.51216666667,3.23041666667,2.68241666667,7.13970833333,3.05408333333,3.2065,2.98758333333,8.14266666667
246.79,2.92516666667,3.12233333333,4.66366666667,3.2755,2.7895,7.229875,3.22291666667,3.49008333333,3.01283333333,8.03991666667
